sequence,v115@9gC8GeB8HeB8HeB8EeC8JeFBJvhFxiBOqBcsBToBCr?B3rB,v115@9gC8GeB8HeB8HeB8EeC8JeFBJvhFxiB0lBCnBToB2v?BXsB,v115@9gC8GeB8HeB8HeB8EeC8JeUCJvhFGjBxlBVtB3lByv?BzrB,v115@9gC8GeB8HeB8HeB8EeC8Je3AJvhFFiBTjB0mBWtBiq?BRwB,v115@9gC8GeB8HeB8HeB8EeC8JeRBJvhFfoB6oBmlBUnBTq?B1wB,v115@9gC8GeB8HeB8HeB8EeC8JeWHJvhFxiBilBToBUmB1v?BXsB,v115@9gC8GeB8HeB8HeB8EeC8Je3AJvhFzhBGjByqBUoBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JexCJvhFKqBfrBlmBcsBTo?BGrB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFemBzhBfoB6oBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFymBziB+oBXmBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFmhBCjBXmBToBFs?BxvB
IZOSLJT,X,X,X,X,X,X,X,O,O,X,O
IZOSJTL,O,X,X,O,X,X,X,X,O,X,O
IZOSJLT,O,X,X,O,X,X,X,X,O,X,O
IOTLJSZ,O,X,O,X,X,O,O,X,X,O,X
IOTLJZS,O,X,O,X,X,X,O,X,X,O,O
IOTLSJZ,O,X,O,X,X,O,O,X,X,X,X
IOTLSZJ,O,X,O,X,X,O,O,O,X,X,O
IOTLZJS,O,X,O,X,X,X,O,X,X,O,O
IOTLZSJ,O,X,O,X,X,O,O,O,X,X,O
IOTJLSZ,O,X,O,X,X,O,O,X,X,O,X
IOTJLZS,O,X,O,X,X,X,O,X,X,O,O
IOTJSLZ,O,O,X,X,X,O,X,X,X,O,X
IOTJSZL,O,O,O,X,X,O,X,X,X,O,X
IOTJZLS,O,O,O,X,X,X,O,X,X,O,O
IOTJZSL,O,O,O,X,X,X,O,X,X,O,O
IOTSLJZ,X,O,X,X,X,O,O,X,X,X,X
IOTSLZJ,X,O,X,X,X,O,O,X,O,X,O
IOTSJLZ,X,O,X,X,X,O,X,X,X,X,X
IOTSJZL,X,O,O,X,X,O,X,X,X,X,X
IOTSZLJ,X,X,X,X,X,O,O,X,O,X,O
IOTSZJL,X,X,O,X,X,O,O,X,O,X,O
IOTZLJS,O,X,O,X,X,X,O,X,X,O,O
IOTZLSJ,O,X,O,X,O,O,O,O,X,X,O
IOTZJLS,O,X,O,X,O,X,O,X,O,O,O
IOTZJSL,O,X,O,X,O,X,O,X,O,O,O
IOTZSLJ,X,X,X,X,O,O,O,X,O,X,O
IOTZSJL,X,X,O,X,O,O,O,X,O,X,O
IOLTJSZ,O,X,O,X,X,O,O,X,X,X,X
IOLTJZS,O,X,O,X,X,X,O,X,X,X,O
IOLTSJZ,O,X,O,X,X,O,O,X,X,X,X
IOLTSZJ,O,X,O,X,X,O,O,O,X,X,O
IOLTZJS,O,X,O,X,X,X,O,X,X,X,O
IOLTZSJ,O,X,O,X,X,O,O,O,X,X,O
IOLJTSZ,O,X,O,O,X,X,X,X,X,X,X
IOLJTZS,O,X,O,O,X,X,X,X,X,X,O
IOLJSTZ,O,O,X,O,X,X,X,X,X,X,X
IOLJSZT,X,O,X,O,X,X,X,O,X,X,X
IOLJZTS,O,O,O,O,X,X,X,X,X,X,O
IOLJZST,O,O,X,O,X,X,X,O,X,X,O
IOLSTJZ,O,O,O,X,X,O,O,X,X,X,X
IOLSTZJ,O,O,O,X,X,O,O,O,O,X,O
IOLSJTZ,X,O,X,O,X,O,X,X,X,X,X
IOLSJZT,X,O,X,O,X,X,X,O,X,X,X
IOLSZTJ,X,O,O,O,X,X,O,O,O,X,O
IOLSZJT,X,O,X,O,X,X,O,O,O,X,O
IOLZTJS,O,X,O,O,X,X,O,X,X,X,O
IOLZTSJ,O,X,O,O,X,X,O,O,X,X,O
IOLZJTS,O,X,O,O,X,X,O,X,X,X,O
IOLZJST,O,X,X,O,X,X,O,O,O,X,O
IOLZSTJ,O,X,O,O,X,X,O,O,O,X,O
IOLZSJT,X,X,X,O,X,X,O,O,O,X,O
IOJTLSZ,O,X,X,O,X,O,X,X,X,O,X
IOJTLZS,O,X,O,O,X,X,X,X,X,O,O
IOJTSLZ,O,O,X,O,X,O,X,X,X,O,X
IOJTSZL,O,O,O,O,X,O,X,X,X,O,X
IOJTZLS,O,O,O,O,X,X,X,X,X,O,O
IOJTZSL,O,O,O,O,X,X,X,X,X,O,O
IOJLTSZ,O,X,X,O,X,X,X,X,X,O,X
IOJLTZS,O,X,X,O,X,X,X,X,X,O,O
IOJLSTZ,O,O,X,O,X,X,X,X,X,X,X
IOJLSZT,X,O,X,O,X,X,X,O,X,X,X
IOJLZTS,O,O,X,O,X,X,X,X,X,O,O
IOJLZST,O,O,X,O,X,X,X,O,X,X,O
IOJSTLZ,O,O,X,O,X,O,X,X,X,O,X
IOJSTZL,O,O,X,O,X,O,X,X,X,O,X
IOJSLTZ,O,O,X,O,X,O,X,X,X,X,X
IOJSLZT,X,O,X,O,X,X,X,X,X,X,X
IOJSZTL,O,O,X,O,X,O,X,X,X,O,X
IOJSZLT,O,O,X,O,X,X,X,X,X,X,X
IOJZTLS,O,O,O,O,X,X,X,X,X,O,O
IOJZTSL,O,O,O,O,X,X,X,X,X,O,O
IOJZLTS,O,O,X,O,X,X,X,X,X,O,O
IOJZLST,O,O,X,O,X,X,X,O,X,X,O
IOJZSTL,O,O,X,O,X,X,X,X,X,O,O
IOJZSLT,O,O,X,O,X,X,X,X,X,X,O
IOSTLJZ,X,O,X,X,X,O,X,X,X,X,X
IOSTLZJ,X,O,X,X,X,O,X,X,O,X,O
IOSTJLZ,X,O,X,X,X,O,X,X,X,X,X
IOSTJZL,X,O,O,X,X,O,X,X,X,X,X
IOSTZLJ,X,X,X,X,X,O,X,X,O,X,O
IOSTZJL,X,X,O,X,X,O,X,X,O,X,O
IOSLTJZ,O,O,X,X,X,O,X,X,X,X,X
IOSLTZJ,O,O,X,X,X,O,X,O,O,X,O
IOSLJTZ,X,O,X,X,X,O,X,X,X,X,X
IOSLJZT,X,O,X,X,X,X,X,O,X,X,X
IOSLZTJ,X,O,X,X,X,X,X,O,O,X,O
IOSLZJT,X,O,X,X,X,X,X,O,O,X,O
IOSJTLZ,O,O,X,X,X,O,X,X,X,X,X
IOSJTZL,O,O,X,X,X,O,X,X,X,X,X
IOSJLTZ,O,O,X,X,X,O,X,X,X,X,X
IOSJLZT,X,O,X,X,X,X,X,X,X,X,X
IOSJZTL,O,O,X,X,X,O,X,X,X,X,X
IOSJZLT,O,O,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,X,O,X,X,O,X,O
IOSZTJL,X,X,O,X,X,O,X,X,O,X,O
IOSZLTJ,O,O,X,X,X,X,X,O,O,X,O
IOSZLJT,X,O,X,X,X,X,X,O,O,X,O
IOSZJTL,O,O,X,X,X,O,X,X,O,X,O
IOSZJLT,O,O,X,X,X,X,X,X,O,X,O
IOZTLJS,O,X,O,X,X,X,O,X,X,O,O
IOZTLSJ,O,X,O,X,X,O,O,O,X,X,O
IOZTJLS,O,X,O,O,X,X,O,X,O,O,O
IOZTJSL,O,X,O,O,X,X,O,X,O,O,O
IOZTSLJ,X,X,X,X,X,O,O,X,O,X,O
IOZTSJL,X,X,O,O,X,O,O,X,O,X,O
IOZLTJS,O,X,O,X,X,X,O,X,X,X,O
IOZLTSJ,O,X,O,X,X,X,O,O,X,X,O
IOZLJTS,O,X,O,X,X,X,O,X,X,X,O
IOZLJST,O,X,X,X,X,X,O,O,O,X,O
IOZLSTJ,O,X,O,X,X,X,O,O,O,X,O
IOZLSJT,X,X,X,X,X,X,O,O,O,X,O
IOZJTLS,O,O,O,O,X,X,O,X,O,O,O
IOZJTSL,O,O,O,O,X,X,O,X,O,O,O
IOZJLTS,O,O,X,O,X,X,O,X,X,O,O
IOZJLST,O,O,X,O,X,X,O,O,O,X,O
IOZJSTL,O,O,X,O,X,X,X,X,O,O,O
IOZJSLT,O,O,X,O,X,X,X,X,O,X,O
IOZSTLJ,X,X,X,X,X,O,X,X,O,X,O
IOZSTJL,X,X,O,O,X,O,X,X,O,X,O
IOZSLTJ,O,O,X,X,X,X,X,O,O,X,O
IOZSLJT,X,O,X,X,X,X,X,O,O,X,O
IOZSJTL,O,O,X,O,X,O,X,X,O,X,O
IOZSJLT,O,O,X,O,X,X,X,X,O,X,O
LTIJSZO,X,X,O,X,O,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,O,X,X,X,X,X,X
LTIJZSO,X,X,O,X,X,X,X,X,X,X,X
LTIJZOS,X,X,O,X,X,X,X,X,X,X,X
LTIJOSZ,X,X,O,X,X,X,X,X,X,X,X
LTIJOZS,X,X,O,X,X,X,X,X,X,X,X
LTISJZO,X,X,O,X,O,X,X,X,O,X,X
LTISJOZ,X,X,X,X,O,O,X,X,X,X,X
LTISZJO,X,X,O,X,X,X,X,X,O,X,X
LTISZOJ,X,X,X,X,X,X,X,X,O,X,X
LTISOJZ,X,X,X,X,X,O,X,X,X,X,X
LTISOZJ,X,X,X,X,X,O,X,X,O,X,X
LTIZJSO,O,X,O,X,X,X,X,X,O,X,X
LTIZJOS,O,X,O,X,X,X,X,X,X,X,X
LTIZSJO,O,X,O,X,X,X,X,X,O,X,X
LTIZSOJ,O,X,X,X,X,X,X,X,O,X,X
LTIZOJS,O,X,O,X,X,X,X,X,X,X,X
LTIZOSJ,O,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,O,X,X,O,X,X,X,X,X
LTIOJZS,O,X,O,X,X,X,X,X,X,X,X
LTIOSJZ,O,X,O,X,X,O,X,X,X,X,X
LTIOSZJ,O,X,O,X,X,O,X,X,X,X,X
LTIOZJS,O,X,O,X,X,X,X,X,X,X,X
LTIOZSJ,O,X,O,X,X,O,X,X,X,X,X
LTJISZO,X,X,O,X,O,X,X,X,X,X,X
LTJISOZ,X,X,X,O,O,X,X,X,X,X,X
LTJIZSO,X,X,O,X,O,X,X,X,X,X,X
LTJIZOS,X,X,O,X,X,X,X,X,X,X,X
LTJIOSZ,X,X,O,O,X,X,X,X,X,X,X
LTJIOZS,X,X,O,X,X,X,X,X,X,X,X
LTJSIZO,X,X,O,O,O,X,X,X,X,X,X
LTJSIOZ,X,X,X,O,O,O,X,X,X,X,X
LTJSZIO,X,X,O,O,O,X,X,X,X,X,X
LTJSZOI,X,X,X,O,X,O,X,X,X,X,X
LTJSOIZ,X,X,O,O,O,O,X,X,X,X,X
LTJSOZI,X,X,O,O,X,O,X,X,X,X,X
LTJZISO,O,X,O,O,O,X,X,X,X,X,X
LTJZIOS,O,X,O,O,X,X,X,X,X,X,X
LTJZSIO,X,X,O,O,O,X,X,X,X,X,X
LTJZSOI,X,X,X,O,O,X,X,X,X,X,X
LTJZOIS,O,X,O,O,X,X,X,X,X,X,X
LTJZOSI,X,X,O,O,X,X,X,X,X,X,X
LTJOISZ,O,X,O,O,X,O,X,X,X,X,X
LTJOIZS,O,X,O,O,X,X,X,X,X,X,X
LTJOSIZ,X,X,O,O,O,O,X,X,X,X,X
LTJOSZI,X,X,O,O,X,O,X,X,X,X,X
LTJOZIS,O,X,O,O,X,X,X,X,X,X,X
LTJOZSI,X,X,O,O,X,X,X,X,X,X,X
LTSIJZO,X,X,O,X,O,X,X,X,O,X,X
LTSIJOZ,X,X,X,X,O,O,X,X,X,X,X
LTSIZJO,X,X,O,X,X,X,X,X,O,X,X
LTSIZOJ,X,X,X,X,X,X,X,X,O,X,X
LTSIOJZ,X,X,X,X,X,O,X,X,X,X,X
LTSIOZJ,X,X,X,X,X,O,X,X,O,X,X
LTSJIZO,X,X,O,O,O,X,X,X,X,X,X
LTSJIOZ,X,X,X,O,O,O,X,X,X,X,X
LTSJZIO,X,X,O,O,O,X,X,X,X,X,X
LTSJZOI,X,X,X,O,X,O,X,X,X,X,X
LTSJOIZ,X,X,O,O,O,O,X,X,X,X,X
LTSJOZI,X,X,O,O,X,O,X,X,X,X,X
LTSZIJO,O,X,O,O,O,X,X,X,X,X,X
LTSZIOJ,O,X,X,X,O,X,X,O,X,X,X
LTSZJIO,X,X,O,O,O,X,X,X,X,X,X
LTSZJOI,X,X,X,O,O,O,X,O,X,X,X
LTSZOIJ,O,X,X,X,O,O,X,O,X,X,X
LTSZOJI,X,X,X,O,O,O,X,O,X,X,X
LTSOIJZ,O,X,O,X,X,O,X,X,X,X,X
LTSOIZJ,O,X,O,X,X,O,X,O,X,X,X
LTSOJIZ,X,X,O,X,O,O,X,X,X,X,X
LTSOJZI,X,X,O,X,X,O,X,X,X,X,X
LTSOZIJ,O,X,O,X,X,O,X,O,X,X,X
LTSOZJI,X,X,O,X,X,O,X,O,X,X,X
LTZIJSO,O,X,O,O,X,X,X,X,X,X,X
LTZIJOS,O,X,O,O,X,X,X,X,X,X,X
LTZISJO,O,X,O,O,O,X,X,X,X,X,X
LTZISOJ,O,X,X,X,O,X,X,X,X,X,X
LTZIOJS,O,X,O,X,X,X,X,X,X,X,X
LTZIOSJ,O,X,X,X,X,X,X,X,X,X,X
LTZJISO,O,X,O,O,O,X,X,X,X,X,X
LTZJIOS,O,X,O,O,X,X,X,X,X,X,X
LTZJSIO,X,X,O,O,O,X,X,X,X,X,X
LTZJSOI,X,X,X,O,O,X,X,X,X,X,X
LTZJOIS,O,X,O,O,X,X,X,X,X,X,X
LTZJOSI,X,X,O,O,X,X,X,X,X,X,X
LTZSIJO,O,X,O,O,O,X,X,X,X,X,X
LTZSIOJ,O,X,X,X,O,X,X,O,X,X,X
LTZSJIO,X,X,O,O,O,X,X,X,X,X,X
LTZSJOI,X,X,X,O,O,O,X,O,X,X,X
LTZSOIJ,O,X,X,X,O,O,X,O,X,X,X
LTZSOJI,X,X,X,O,O,O,X,O,X,X,X
LTZOIJS,O,X,O,X,X,X,X,X,X,X,X
LTZOISJ,O,X,O,X,O,O,X,O,X,X,X
LTZOJIS,O,X,O,O,O,X,X,X,X,X,X
LTZOJSI,X,X,O,O,O,X,X,X,X,X,X
LTZOSIJ,O,X,O,X,O,O,X,O,X,X,X
LTZOSJI,X,X,O,O,O,O,X,O,X,X,X
LTOIJSZ,O,X,O,X,X,O,X,X,X,X,X
LTOIJZS,O,X,O,X,X,X,X,X,X,X,X
LTOISJZ,O,X,O,X,X,O,X,X,X,X,X
LTOISZJ,O,X,O,X,X,O,X,O,X,X,X
LTOIZJS,O,X,O,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,O,X,X,O,X,O,X,X,X
LTOJISZ,O,X,O,X,X,O,X,X,X,X,X
LTOJIZS,O,X,O,X,X,X,X,X,X,X,X
LTOJSIZ,X,X,O,X,O,O,X,X,X,X,X
LTOJSZI,X,X,O,X,X,O,X,X,X,X,X
LTOJZIS,O,X,O,X,X,X,X,X,X,X,X
LTOJZSI,X,X,O,X,X,X,X,X,X,X,X
LTOSIJZ,O,X,O,X,X,O,X,X,X,X,X
LTOSIZJ,O,X,O,X,X,O,X,O,X,X,X
LTOSJIZ,X,X,O,X,O,O,X,X,X,X,X
LTOSJZI,X,X,O,X,X,O,X,X,X,X,X
LTOSZIJ,O,X,O,X,X,O,X,O,X,X,X
LTOSZJI,X,X,O,X,X,O,X,O,X,X,X
LTOZIJS,O,X,O,X,X,X,X,X,X,X,X
LTOZISJ,O,X,O,X,O,O,X,O,X,X,X
LTOZJIS,O,X,O,X,O,X,X,X,X,X,X
LTOZJSI,X,X,O,X,O,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,O,O,X,O,X,X,X
LTOZSJI,X,X,O,X,O,O,X,O,X,X,X
LITJSZO,X,X,O,O,O,X,O,X,X,O,X
LITJSOZ,X,X,X,O,O,X,O,X,X,O,X
LITJZSO,X,X,O,O,X,X,O,X,X,O,O
LITJZOS,X,X,O,O,X,X,O,X,X,O,O
LITJOSZ,X,X,O,O,X,X,O,X,X,O,X
LITJOZS,X,X,O,O,X,X,O,X,X,O,X
LITSJZO,X,X,O,O,O,X,O,X,O,O,X
LITSJOZ,X,X,X,O,O,X,O,X,X,O,X
LITSZJO,X,X,O,O,X,X,O,X,O,O,O
LITSZOJ,X,X,X,O,X,X,O,X,O,X,X
LITSOJZ,X,X,X,X,X,X,O,X,X,X,X
LITSOZJ,X,X,X,X,X,X,O,X,O,X,X
LITZJSO,O,X,O,O,X,X,O,X,O,O,O
LITZJOS,O,X,O,O,X,X,O,X,O,O,O
LITZSJO,O,X,O,O,X,X,O,X,O,O,O
LITZSOJ,O,X,X,O,X,X,O,X,O,X,X
LITZOJS,O,X,O,O,X,X,O,X,X,O,O
LITZOSJ,O,X,X,O,X,X,O,X,X,X,O
LITOJSZ,O,X,O,X,X,X,O,X,X,O,X
LITOJZS,O,X,O,X,X,X,O,X,X,O,O
LITOSJZ,O,X,O,X,X,X,O,X,X,X,X
LITOSZJ,O,X,O,X,X,X,O,X,X,X,O
LITOZJS,O,X,O,X,X,X,O,X,X,O,O
LITOZSJ,O,X,O,X,X,X,O,X,X,X,O
LIJTSZO,X,X,O,O,X,X,O,X,X,O,X
LIJTSOZ,X,X,X,O,X,X,O,X,X,O,X
LIJTZSO,X,X,O,O,X,X,O,X,X,O,X
LIJTZOS,X,X,O,O,X,X,O,X,X,O,X
LIJTOSZ,X,X,X,O,X,X,O,X,X,O,X
LIJTOZS,X,X,O,O,X,X,O,X,X,O,X
LIJSTZO,X,X,X,O,X,X,O,X,O,X,X
LIJSTOZ,X,X,X,O,X,X,O,X,X,X,X
LIJSZTO,X,X,X,O,X,X,O,X,O,X,X
LIJSZOT,X,X,X,O,X,X,O,X,O,X,X
LIJSOTZ,X,X,X,O,X,X,X,X,X,X,X
LIJSOZT,X,X,X,O,X,X,X,X,X,X,X
LIJZTSO,X,X,O,O,X,X,O,X,O,O,X
LIJZTOS,X,X,O,O,X,X,O,X,X,O,X
LIJZSTO,X,X,X,O,X,X,O,X,O,X,X
LIJZSOT,X,X,X,O,X,X,O,X,O,X,X
LIJZOTS,X,X,X,O,X,X,O,X,X,O,X
LIJZOST,X,X,X,O,X,X,O,X,O,X,X
LIJOTSZ,X,X,X,O,X,X,X,X,X,O,X
LIJOTZS,X,X,X,O,X,X,X,X,X,O,X
LIJOSTZ,X,X,X,O,X,X,X,X,X,X,X
LIJOSZT,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,X,X,O,X,X,X,X,X,O,X
LIJOZST,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,X,X,O,O,O,X,O,X,O,X,X
LISTJOZ,X,X,X,O,O,X,O,X,X,X,X
LISTZJO,X,X,O,O,X,X,O,X,O,X,X
LISTZOJ,X,X,X,O,X,X,O,X,O,X,X
LISTOJZ,X,X,X,X,X,X,O,X,X,X,X
LISTOZJ,X,X,X,X,X,X,O,X,O,X,X
LISJTZO,X,X,X,O,X,X,O,X,O,X,X
LISJTOZ,X,X,X,O,X,X,O,X,X,X,X
LISJZTO,X,X,X,O,X,X,O,X,O,X,X
LISJZOT,X,X,X,O,X,X,O,X,O,X,X
LISJOTZ,X,X,X,O,X,X,X,X,X,X,X
LISJOZT,X,X,X,O,X,X,X,X,X,X,X
LISZTJO,X,X,O,O,O,X,O,X,O,X,X
LISZTOJ,X,X,X,O,O,X,O,O,O,X,X
LISZJTO,X,X,X,O,O,X,O,X,O,X,X
LISZJOT,X,X,X,O,X,X,O,X,O,X,X
LISZOTJ,X,X,X,O,O,X,O,O,O,X,X
LISZOJT,X,X,X,O,X,X,O,O,O,X,X
LISOTJZ,X,X,X,X,X,X,O,X,X,X,X
LISOTZJ,X,X,X,X,X,X,O,O,O,X,X
LISOJTZ,X,X,X,O,X,X,X,X,X,X,X
LISOJZT,X,X,X,O,X,X,X,O,X,X,X
LISOZTJ,X,X,X,O,X,X,O,O,O,X,X
LISOZJT,X,X,X,O,X,X,O,O,O,X,X
LIZTJSO,O,X,O,O,X,X,O,X,O,O,O
LIZTJOS,O,X,O,O,X,X,O,X,O,O,O
LIZTSJO,O,X,O,O,X,X,O,X,O,O,O
LIZTSOJ,O,X,X,O,X,X,O,X,O,X,X
LIZTOJS,O,X,O,O,X,X,O,X,X,O,O
LIZTOSJ,O,X,X,O,X,X,O,X,X,X,O
LIZJTSO,O,X,O,O,X,X,O,X,O,O,X
LIZJTOS,O,X,O,O,X,X,O,X,O,O,X
LIZJSTO,X,X,X,O,X,X,O,X,O,X,X
LIZJSOT,X,X,X,O,X,X,O,X,O,X,X
LIZJOTS,X,X,X,O,X,X,O,X,X,O,X
LIZJOST,X,X,X,O,X,X,O,X,O,X,X
LIZSTJO,O,X,O,O,X,X,O,X,O,X,O
LIZSTOJ,O,X,X,O,X,X,O,O,O,X,O
LIZSJTO,X,X,X,O,X,X,O,X,O,X,X
LIZSJOT,X,X,X,O,X,X,O,X,O,X,O
LIZSOTJ,X,X,X,O,X,X,O,O,O,X,O
LIZSOJT,X,X,X,O,X,X,O,O,O,X,O
LIZOTJS,O,X,O,O,X,X,O,X,X,X,O
LIZOTSJ,O,X,X,O,X,X,O,O,X,X,O
LIZOJTS,O,X,X,O,X,X,O,X,X,X,O
LIZOJST,X,X,X,O,X,X,O,O,O,X,O
LIZOSTJ,O,X,X,O,X,X,O,O,O,X,O
LIZOSJT,X,X,X,O,X,X,O,O,O,X,O
LIOTJSZ,O,X,O,X,X,X,O,X,X,X,X
LIOTJZS,O,X,O,X,X,X,O,X,X,X,O
LIOTSJZ,O,X,O,X,X,X,O,X,X,X,X
LIOTSZJ,O,X,O,X,X,X,O,O,X,X,O
LIOTZJS,O,X,O,X,X,X,O,X,X,X,O
LIOTZSJ,O,X,O,X,X,X,O,O,X,X,O
LIOJTSZ,O,X,O,O,X,X,X,X,X,X,X
LIOJTZS,O,X,O,O,X,X,X,X,X,X,O
LIOJSTZ,X,X,X,O,X,X,X,X,X,X,X
LIOJSZT,X,X,X,O,X,X,X,O,X,X,X
LIOJZTS,X,X,O,O,X,X,X,X,X,X,O
LIOJZST,X,X,X,O,X,X,X,O,X,X,O
LIOSTJZ,O,X,O,X,X,X,O,X,X,X,X
LIOSTZJ,O,X,O,X,X,X,O,O,O,X,O
LIOSJTZ,X,X,X,O,X,X,X,X,X,X,X
LIOSJZT,X,X,X,O,X,X,X,O,X,X,X
LIOSZTJ,X,X,O,O,X,X,O,O,O,X,O
LIOSZJT,X,X,X,O,X,X,O,O,O,X,O
LIOZTJS,O,X,O,O,X,X,O,X,X,X,O
LIOZTSJ,O,X,O,O,X,X,O,O,X,X,O
LIOZJTS,O,X,O,O,X,X,O,X,X,X,O
LIOZJST,X,X,X,O,X,X,O,O,O,X,O
LIOZSTJ,O,X,O,O,X,X,O,O,O,X,O
LIOZSJT,X,X,X,O,X,X,O,O,O,X,O
LJTISZO,X,X,O,O,O,X,X,X,X,X,X
LJTISOZ,X,X,X,O,O,X,X,X,X,X,X
LJTIZSO,O,X,O,O,X,X,X,X,X,X,X
LJTIZOS,O,X,O,O,X,X,X,X,X,X,X
LJTIOSZ,O,X,O,O,X,X,X,X,X,X,X
LJTIOZS,O,X,O,O,X,X,X,X,X,X,X
LJTSIZO,X,X,O,O,O,X,X,X,X,X,X
LJTSIOZ,X,X,X,O,O,X,X,X,X,X,X
LJTSZIO,O,X,O,O,O,X,X,X,X,X,X
LJTSZOI,O,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,O,X,O,O,O,X,X,X,X,X,X
LJTSOZI,O,X,O,O,X,X,X,X,X,X,X
LJTZISO,O,X,O,O,X,X,X,X,X,X,X
LJTZIOS,O,X,O,O,X,X,X,X,X,X,X
LJTZSIO,O,X,O,O,O,X,X,X,X,X,X
LJTZSOI,O,X,X,O,X,X,X,X,X,X,X
LJTZOIS,O,X,O,O,X,X,X,X,X,X,X
LJTZOSI,O,X,O,O,X,X,X,X,X,X,X
LJTOISZ,O,X,O,O,X,X,X,X,X,X,X
LJTOIZS,O,X,O,O,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,O,O,X,X,X,X,X,X
LJTOSZI,O,X,O,O,X,X,X,X,X,X,X
LJTOZIS,O,X,O,O,X,X,X,X,X,X,X
LJTOZSI,O,X,O,O,X,X,X,X,X,X,X
LJITSZO,X,X,O,O,X,X,X,X,X,O,X
LJITSOZ,X,X,X,O,X,X,X,X,X,O,X
LJITZSO,O,X,O,O,X,X,X,X,X,O,X
LJITZOS,O,X,O,O,X,X,X,X,X,O,X
LJITOSZ,O,X,X,O,X,X,X,X,X,O,X
LJITOZS,O,X,O,O,X,X,X,X,X,O,X
LJISTZO,X,X,X,O,X,X,X,X,O,X,X
LJISTOZ,X,X,X,O,X,X,X,X,X,X,X
LJISZTO,X,X,X,O,X,X,X,X,O,X,X
LJISZOT,X,X,X,O,X,X,X,X,O,X,X
LJISOTZ,X,X,X,O,X,X,X,X,X,X,X
LJISOZT,X,X,X,O,X,X,X,X,X,X,X
LJIZTSO,O,X,O,O,X,X,X,X,O,O,X
LJIZTOS,O,X,O,O,X,X,X,X,X,O,X
LJIZSTO,O,X,X,O,X,X,X,X,O,X,X
LJIZSOT,X,X,X,O,X,X,X,X,O,X,X
LJIZOTS,O,X,X,O,X,X,X,X,X,O,X
LJIZOST,O,X,X,O,X,X,X,X,O,X,X
LJIOTSZ,O,X,X,O,X,X,X,X,X,O,X
LJIOTZS,O,X,X,O,X,X,X,X,X,O,X
LJIOSTZ,O,X,X,O,X,X,X,X,X,X,X
LJIOSZT,X,X,X,O,X,X,X,X,X,X,X
LJIOZTS,O,X,X,O,X,X,X,X,X,O,X
LJIOZST,O,X,X,O,X,X,X,X,X,X,X
LJSTIZO,X,O,X,O,O,X,X,X,X,X,X
LJSTIOZ,X,O,X,O,O,X,X,X,X,X,X
LJSTZIO,O,O,X,O,O,X,X,X,X,X,X
LJSTZOI,O,O,X,O,X,X,X,X,X,X,X
LJSTOIZ,O,O,X,O,O,X,X,X,X,X,X
LJSTOZI,O,O,X,O,X,X,X,X,X,X,X
LJSITZO,X,O,X,O,X,X,X,X,O,X,X
LJSITOZ,X,O,X,O,X,X,X,X,X,X,X
LJSIZTO,X,O,X,O,X,X,X,X,O,X,X
LJSIZOT,X,O,X,O,X,X,X,X,O,X,X
LJSIOTZ,X,O,X,O,X,X,X,X,X,X,X
LJSIOZT,X,O,X,O,X,X,X,X,X,X,X
LJSZTIO,O,O,X,O,O,X,X,X,X,X,X
LJSZTOI,O,O,X,O,O,X,X,O,X,X,X
LJSZITO,O,O,X,O,O,X,X,X,X,X,X
LJSZIOT,X,O,X,O,X,X,X,X,X,X,X
LJSZOTI,O,O,X,O,X,X,X,O,X,X,X
LJSZOIT,O,O,X,O,X,X,X,O,X,X,X
LJSOTIZ,O,O,X,O,X,X,X,X,X,X,X
LJSOTZI,O,O,X,O,X,X,X,X,X,X,X
LJSOITZ,O,O,X,O,X,X,X,X,X,X,X
LJSOIZT,X,O,X,O,X,X,X,O,X,X,X
LJSOZTI,O,O,X,O,X,X,X,O,X,X,X
LJSOZIT,O,O,X,O,X,X,X,O,X,X,X
LJZTISO,O,X,X,O,X,X,X,X,X,X,X
LJZTIOS,O,X,X,O,X,X,X,X,X,X,X
LJZTSIO,O,O,X,O,X,X,X,X,X,X,X
LJZTSOI,O,O,X,O,X,X,X,X,X,X,X
LJZTOIS,O,O,X,O,X,X,X,X,X,X,X
LJZTOSI,O,O,X,O,X,X,X,X,X,X,X
LJZITSO,O,X,X,O,X,X,X,X,X,X,X
LJZITOS,O,X,X,O,X,X,X,X,X,X,X
LJZISTO,O,X,X,O,X,X,X,X,X,X,X
LJZISOT,X,X,X,O,X,X,X,X,X,X,X
LJZIOTS,O,X,X,O,X,X,X,X,X,X,X
