sequence,v115@EhC8HeB8HeE8EeB8Jex/IvhFlhBTkB/qB6sBmrBUrB,v115@EhC8HeB8HeE8EeB8Jex/IvhFlhBTkBmlBXnB0qBSxB,v115@EhC8HeB8HeE8EeB8Jei/IvhF3gB1pBxmBUnBzqBWxB,v115@EhC8HeB8HeE8EeB8JeT/IvhFlgBUiBypBXmBGsBRwB,v115@EhC8HeB8HeE8EeB8JeOEJvhF8kBRhB3lBCnBVwBTsB,v115@EhC8HeB8HeE8EeB8Jex/IvhFylBTkBGnB3mB0qBVxB,v115@EhC8HeB8HeE8EeB8Jei/IvhFzgBUiB3kBWsBlqBxwB,v115@EhC8HeB8HeE8EeB8Jex/IvhFTkB/qBFmB8rB+sBirB,v115@EhC8HeB8HeE8EeB8JeOEJvhF8kBzgBqmB/nBlqBxwB,v115@EhC8HeB8HeE8EeB8JeKEJvhFzfBWmB/nB0mBlqBxwB,v115@EhC8HeB8HeE8EeB8Jem/IvhFChB/nBTkB0mBlqBxwB
IOTLZJS,O,O,X,X,X,O,X,X,X,O,X
IOTLZSJ,O,O,O,X,X,O,X,X,X,O,X
IOTJLSZ,O,X,O,X,X,X,O,X,X,O,O
IOTJLZS,O,X,O,X,X,O,O,X,X,O,X
IOTJSLZ,O,X,O,X,X,X,O,X,X,O,O
IOTJSZL,O,X,O,X,X,O,O,O,X,X,O
IOTJZLS,O,X,O,X,X,O,O,X,X,X,X
IOTJZSL,O,X,O,X,X,O,O,O,X,X,O
IOTSLJZ,O,X,O,X,O,X,O,X,O,O,O
IOTSLZJ,O,X,O,X,O,X,O,X,O,O,O
IOTSJLZ,O,X,O,X,X,X,O,X,X,O,O
IOTSJZL,O,X,O,X,O,O,O,O,X,X,O
IOTSZLJ,X,X,O,X,O,O,O,X,O,X,O
IOTSZJL,X,X,X,X,O,O,O,X,O,X,O
IOTZLJS,X,O,X,X,X,O,X,X,X,X,X
IOTZLSJ,X,O,O,X,X,O,X,X,X,X,X
IOTZJLS,X,O,X,X,X,O,O,X,X,X,X
IOTZJSL,X,O,X,X,X,O,O,X,O,X,O
IOTZSLJ,X,X,O,X,X,O,O,X,O,X,O
IOTZSJL,X,X,X,X,X,O,O,X,O,X,O
IOLTJSZ,O,X,O,O,X,X,X,X,X,O,O
IOLTJZS,O,X,X,O,X,O,X,X,X,O,X
IOLTSJZ,O,O,O,O,X,X,X,X,X,O,O
IOLTSZJ,O,O,O,O,X,X,X,X,X,O,O
IOLTZJS,O,O,X,O,X,O,X,X,X,O,X
IOLTZSJ,O,O,O,O,X,O,X,X,X,O,X
IOLJTSZ,O,X,X,O,X,X,X,X,X,O,O
IOLJTZS,O,X,X,O,X,X,X,X,X,O,X
IOLJSTZ,O,O,X,O,X,X,X,X,X,O,O
IOLJSZT,O,O,X,O,X,X,X,O,X,X,O
IOLJZTS,O,O,X,O,X,X,X,X,X,X,X
IOLJZST,X,O,X,O,X,X,X,O,X,X,X
IOLSTJZ,O,O,O,O,X,X,X,X,X,O,O
IOLSTZJ,O,O,O,O,X,X,X,X,X,O,O
IOLSJTZ,O,O,X,O,X,X,X,X,X,O,O
IOLSJZT,O,O,X,O,X,X,X,O,X,X,O
IOLSZTJ,O,O,X,O,X,X,X,X,X,O,O
IOLSZJT,O,O,X,O,X,X,X,X,X,X,O
IOLZTJS,O,O,X,O,X,O,X,X,X,O,X
IOLZTSJ,O,O,X,O,X,O,X,X,X,O,X
IOLZJTS,O,O,X,O,X,O,X,X,X,X,X
IOLZJST,X,O,X,O,X,X,X,X,X,X,X
IOLZSTJ,O,O,X,O,X,O,X,X,X,O,X
IOLZSJT,O,O,X,O,X,X,X,X,X,X,X
IOJTLSZ,O,X,O,X,X,X,O,X,X,X,O
IOJTLZS,O,X,O,X,X,O,O,X,X,X,X
IOJTSLZ,O,X,O,X,X,X,O,X,X,X,O
IOJTSZL,O,X,O,X,X,O,O,O,X,X,O
IOJTZLS,O,X,O,X,X,O,O,X,X,X,X
IOJTZSL,O,X,O,X,X,O,O,O,X,X,O
IOJLTSZ,O,X,O,O,X,X,X,X,X,X,O
IOJLTZS,O,X,O,O,X,X,X,X,X,X,X
IOJLSTZ,O,O,O,O,X,X,X,X,X,X,O
IOJLSZT,O,O,X,O,X,X,X,O,X,X,O
IOJLZTS,O,O,X,O,X,X,X,X,X,X,X
IOJLZST,X,O,X,O,X,X,X,O,X,X,X
IOJSTLZ,O,X,O,O,X,X,O,X,X,X,O
IOJSTZL,O,X,O,O,X,X,O,O,X,X,O
IOJSLTZ,O,X,O,O,X,X,O,X,X,X,O
IOJSLZT,O,X,X,O,X,X,O,O,O,X,O
IOJSZTL,O,X,O,O,X,X,O,O,O,X,O
IOJSZLT,X,X,X,O,X,X,O,O,O,X,O
IOJZTLS,O,O,O,X,X,O,O,X,X,X,X
IOJZTSL,O,O,O,X,X,O,O,O,O,X,O
IOJZLTS,X,O,X,O,X,O,X,X,X,X,X
IOJZLST,X,O,X,O,X,X,X,O,X,X,X
IOJZSTL,X,O,O,O,X,X,O,O,O,X,O
IOJZSLT,X,O,X,O,X,X,O,O,O,X,O
IOSTLJZ,O,X,O,O,X,X,O,X,O,O,O
IOSTLZJ,O,X,O,O,X,X,O,X,O,O,O
IOSTJLZ,O,X,O,X,X,X,O,X,X,O,O
IOSTJZL,O,X,O,X,X,O,O,O,X,X,O
IOSTZLJ,X,X,O,O,X,O,O,X,O,X,O
IOSTZJL,X,X,X,X,X,O,O,X,O,X,O
IOSLTJZ,O,O,O,O,X,X,O,X,O,O,O
IOSLTZJ,O,O,O,O,X,X,O,X,O,O,O
IOSLJTZ,O,O,X,O,X,X,O,X,X,O,O
IOSLJZT,O,O,X,O,X,X,O,O,O,X,O
IOSLZTJ,O,O,X,O,X,X,X,X,O,O,O
IOSLZJT,O,O,X,O,X,X,X,X,O,X,O
IOSJTLZ,O,X,O,X,X,X,O,X,X,X,O
IOSJTZL,O,X,O,X,X,X,O,O,X,X,O
IOSJLTZ,O,X,O,X,X,X,O,X,X,X,O
IOSJLZT,O,X,X,X,X,X,O,O,O,X,O
IOSJZTL,O,X,O,X,X,X,O,O,O,X,O
IOSJZLT,X,X,X,X,X,X,O,O,O,X,O
IOSZTLJ,X,X,O,O,X,O,X,X,O,X,O
IOSZTJL,X,X,X,X,X,O,X,X,O,X,O
IOSZLTJ,O,O,X,O,X,O,X,X,O,X,O
IOSZLJT,O,O,X,O,X,X,X,X,O,X,O
IOSZJTL,O,O,X,X,X,X,X,O,O,X,O
IOSZJLT,X,O,X,X,X,X,X,O,O,X,O
IOZTLJS,X,O,X,X,X,O,X,X,X,X,X
IOZTLSJ,X,O,O,X,X,O,X,X,X,X,X
IOZTJLS,X,O,X,X,X,O,X,X,X,X,X
IOZTJSL,X,O,X,X,X,O,X,X,O,X,O
IOZTSLJ,X,X,O,X,X,O,X,X,O,X,O
IOZTSJL,X,X,X,X,X,O,X,X,O,X,O
IOZLTJS,O,O,X,X,X,O,X,X,X,X,X
IOZLTSJ,O,O,X,X,X,O,X,X,X,X,X
IOZLJTS,O,O,X,X,X,O,X,X,X,X,X
IOZLJST,X,O,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,O,X,X,X,O,X,X,X,X,X
IOZLSJT,O,O,X,X,X,X,X,X,X,X,X
IOZJTLS,O,O,X,X,X,O,X,X,X,X,X
IOZJTSL,O,O,X,X,X,O,X,O,O,X,O
IOZJLTS,X,O,X,X,X,O,X,X,X,X,X
IOZJLST,X,O,X,X,X,X,X,O,X,X,X
IOZJSTL,X,O,X,X,X,X,X,O,O,X,O
IOZJSLT,X,O,X,X,X,X,X,O,O,X,O
IOZSTLJ,X,X,O,X,X,O,X,X,O,X,O
IOZSTJL,X,X,X,X,X,O,X,X,O,X,O
IOZSLTJ,O,O,X,X,X,O,X,X,O,X,O
IOZSLJT,O,O,X,X,X,X,X,X,O,X,O
IOZSJTL,O,O,X,X,X,X,X,O,O,X,O
IOZSJLT,X,O,X,X,X,X,X,O,O,X,O
LTIJSZO,O,X,O,O,O,X,X,X,X,O,X
LTIJSOZ,O,X,O,O,X,X,X,X,X,O,X
LTIJZSO,X,X,O,O,O,X,X,X,X,O,X
LTIJZOS,X,X,X,O,O,X,X,X,X,O,X
LTIJOSZ,O,X,O,O,X,X,X,X,X,O,X
LTIJOZS,O,X,O,O,X,X,X,X,X,O,X
LTISJZO,O,X,O,O,O,X,X,X,X,O,X
LTISJOZ,O,X,O,O,X,X,X,X,X,O,X
LTISZJO,O,X,X,O,O,X,X,X,X,O,X
LTISZOJ,O,X,X,O,O,X,X,X,X,O,X
LTISOJZ,O,X,O,O,X,X,X,X,X,O,X
LTISOZJ,O,X,O,O,O,X,X,X,X,O,X
LTIZJSO,X,X,X,O,O,X,X,X,X,O,X
LTIZJOS,X,X,X,O,O,X,X,X,X,O,X
LTIZSJO,X,X,X,O,O,X,X,X,X,O,X
LTIZSOJ,X,X,X,O,O,X,X,X,X,O,X
LTIZOJS,X,X,X,O,O,X,X,X,X,O,X
LTIZOSJ,X,X,X,O,X,X,X,X,X,O,X
LTIOJSZ,O,X,O,O,X,X,X,X,X,O,X
LTIOJZS,O,X,O,O,X,X,X,X,X,O,X
LTIOSJZ,O,X,O,O,X,X,X,X,X,O,X
LTIOSZJ,O,X,O,O,O,X,X,X,X,O,X
LTIOZJS,O,X,X,O,O,X,X,X,X,O,X
LTIOZSJ,O,X,O,O,X,X,X,X,X,O,X
LTJISZO,O,X,O,O,O,X,X,X,X,X,X
LTJISOZ,O,X,O,O,X,X,X,X,X,X,X
LTJIZSO,X,X,O,O,O,X,X,X,X,X,X
LTJIZOS,X,X,X,O,O,X,X,X,X,X,X
LTJIOSZ,O,X,O,O,X,X,X,X,X,X,X
LTJIOZS,O,X,O,O,X,X,X,X,X,X,X
LTJSIZO,O,X,O,O,O,X,X,X,X,X,X
LTJSIOZ,O,X,O,O,X,X,X,X,X,X,X
LTJSZIO,O,X,O,O,O,X,X,X,X,X,X
LTJSZOI,O,X,X,O,O,X,X,X,X,X,X
LTJSOIZ,O,X,O,O,X,X,X,X,X,X,X
LTJSOZI,O,X,O,O,X,X,X,X,X,X,X
LTJZISO,X,X,O,O,O,X,X,X,X,X,X
LTJZIOS,X,X,X,O,O,O,X,X,X,X,X
LTJZSIO,O,X,O,O,O,X,X,X,X,X,X
LTJZSOI,O,X,X,O,X,O,X,X,X,X,X
LTJZOIS,O,X,O,O,O,O,X,X,X,X,X
LTJZOSI,O,X,O,O,X,O,X,X,X,X,X
LTJOISZ,O,X,O,O,X,X,X,X,X,X,X
LTJOIZS,O,X,O,O,X,O,X,X,X,X,X
LTJOSIZ,O,X,O,O,X,X,X,X,X,X,X
LTJOSZI,O,X,O,O,X,X,X,X,X,X,X
LTJOZIS,O,X,O,O,O,O,X,X,X,X,X
LTJOZSI,O,X,O,O,X,O,X,X,X,X,X
LTSIJZO,O,X,O,O,O,X,X,X,X,X,X
LTSIJOZ,O,X,O,O,X,X,X,X,X,X,X
LTSIZJO,O,O,X,O,O,X,X,X,X,X,X
LTSIZOJ,O,O,X,O,O,X,X,X,X,X,X
LTSIOJZ,O,O,O,O,X,X,X,X,X,X,X
LTSIOZJ,O,O,O,O,O,X,X,X,X,X,X
LTSJIZO,O,X,O,X,O,X,X,X,X,X,X
LTSJIOZ,O,X,O,X,X,X,X,X,X,X,X
LTSJZIO,O,O,O,X,O,X,X,X,X,X,X
LTSJZOI,O,O,X,O,O,X,X,X,X,X,X
LTSJOIZ,O,O,O,X,X,X,X,X,X,X,X
LTSJOZI,O,O,O,O,X,X,X,X,X,X,X
LTSZIJO,O,O,X,X,O,X,X,X,X,X,X
LTSZIOJ,O,O,X,X,O,X,X,X,X,X,X
LTSZJIO,X,O,O,X,O,X,X,X,X,X,X
LTSZJOI,X,O,X,X,O,X,X,X,X,X,X
LTSZOIJ,O,O,O,X,O,X,X,X,X,X,X
LTSZOJI,X,O,O,X,O,X,X,X,X,X,X
LTSOIJZ,O,O,O,O,O,X,X,X,X,X,X
LTSOIZJ,O,O,O,O,O,X,X,X,X,X,X
LTSOJIZ,O,O,O,X,O,X,X,X,X,X,X
LTSOJZI,O,O,O,O,O,X,X,X,X,X,X
LTSOZIJ,O,O,O,X,O,X,X,X,X,X,X
LTSOZJI,X,O,O,X,O,X,X,X,X,X,X
LTZIJSO,X,X,X,O,O,X,X,X,X,X,X
LTZIJOS,X,X,X,O,O,O,X,X,X,X,X
LTZISJO,X,X,X,O,O,X,X,X,X,X,X
LTZISOJ,X,X,X,O,O,X,X,X,X,X,X
LTZIOJS,X,X,X,O,O,O,X,X,X,X,X
LTZIOSJ,X,X,X,O,X,O,X,X,X,X,X
LTZJISO,X,O,O,X,O,X,X,X,X,X,X
LTZJIOS,X,O,X,O,O,O,X,X,X,X,X
LTZJSIO,O,O,O,X,O,X,X,X,X,X,X
LTZJSOI,O,O,X,O,X,O,X,X,X,X,X
LTZJOIS,O,O,O,O,O,O,X,X,X,X,X
LTZJOSI,O,O,O,O,X,O,X,X,X,X,X
LTZSIJO,O,O,X,X,O,X,X,X,X,X,X
LTZSIOJ,O,O,X,X,O,X,X,X,X,X,X
LTZSJIO,X,O,O,X,O,X,X,X,X,X,X
LTZSJOI,X,O,X,X,O,O,X,X,X,X,X
LTZSOIJ,O,O,O,X,O,O,X,X,X,X,X
LTZSOJI,X,O,O,X,O,O,X,X,X,X,X
LTZOIJS,O,O,X,O,O,O,X,X,X,X,X
LTZOISJ,O,O,O,O,X,O,X,X,X,X,X
LTZOJIS,O,O,O,O,O,O,X,X,X,X,X
LTZOJSI,O,O,O,O,X,O,X,X,X,X,X
LTZOSIJ,O,O,O,X,X,O,X,X,X,X,X
LTZOSJI,X,O,O,X,X,O,X,X,X,X,X
LTOIJSZ,O,X,O,O,X,X,X,X,X,O,X
LTOIJZS,O,X,O,O,X,O,X,X,X,O,X
LTOISJZ,O,O,O,O,X,X,X,X,X,O,X
LTOISZJ,O,O,O,O,O,X,X,X,X,O,X
LTOIZJS,O,O,X,O,O,O,X,X,X,O,X
LTOIZSJ,O,O,O,O,X,O,X,X,X,O,X
LTOJISZ,O,X,O,O,X,X,X,X,X,X,X
LTOJIZS,O,X,O,O,X,O,X,X,X,X,X
LTOJSIZ,O,X,O,O,X,X,X,X,X,X,X
LTOJSZI,O,X,O,O,X,X,X,X,X,X,X
LTOJZIS,O,X,O,O,O,O,X,X,X,X,X
LTOJZSI,O,X,O,O,X,O,X,X,X,X,X
LTOSIJZ,O,O,O,O,O,X,X,X,X,X,X
LTOSIZJ,O,O,O,O,O,X,X,X,X,X,X
LTOSJIZ,O,O,O,X,O,X,X,X,X,X,X
LTOSJZI,O,O,O,O,O,X,X,X,X,X,X
LTOSZIJ,O,O,O,X,O,X,X,X,X,X,X
LTOSZJI,X,O,O,X,O,X,X,X,X,X,X
LTOZIJS,O,O,X,O,O,O,X,X,X,X,X
LTOZISJ,O,O,O,O,X,O,X,X,X,X,X
LTOZJIS,O,O,O,O,O,O,X,X,X,X,X
LTOZJSI,O,O,O,O,X,O,X,X,X,X,X
LTOZSIJ,O,O,O,X,X,O,X,X,X,X,X
LTOZSJI,X,O,O,X,X,O,X,X,X,X,X
LITJSZO,O,X,X,O,X,X,O,X,X,O,O
LITJSOZ,O,X,X,O,X,X,O,X,X,O,O
LITJZSO,X,X,X,O,X,X,O,X,X,O,X
LITJZOS,X,X,X,O,X,X,O,X,X,O,X
LITJOSZ,O,X,X,O,X,X,O,X,X,O,X
LITJOZS,O,X,X,O,X,X,O,X,X,O,X
LITSJZO,O,X,X,O,X,X,O,X,O,O,O
LITSJOZ,O,X,X,O,X,X,O,X,O,O,O
LITSZJO,O,X,X,O,X,X,O,X,O,O,O
LITSZOJ,O,X,X,O,X,X,O,X,O,O,O
LITSOJZ,O,X,X,O,X,X,O,X,O,O,O
LITSOZJ,O,X,X,O,X,X,O,X,O,O,O
LITZJSO,X,X,X,O,X,X,X,X,O,O,X
LITZJOS,X,X,X,O,X,X,X,X,X,O,X
LITZSJO,X,X,X,O,X,X,X,X,O,O,X
LITZSOJ,X,X,X,O,X,X,X,X,O,O,X
LITZOJS,X,X,X,O,X,X,X,X,X,O,X
LITZOSJ,X,X,X,O,X,X,X,X,X,O,X
LITOJSZ,O,X,X,O,X,X,O,X,X,O,O
LITOJZS,O,X,X,O,X,X,O,X,X,O,X
LITOSJZ,O,X,X,O,X,X,O,X,X,O,O
LITOSZJ,O,X,X,O,X,X,O,X,X,O,O
LITOZJS,O,X,X,O,X,X,X,X,X,O,X
LITOZSJ,O,X,X,O,X,X,X,X,X,O,X
LIJTSZO,O,X,X,O,X,X,O,X,X,O,X
LIJTSOZ,O,X,X,O,X,X,O,X,X,O,X
LIJTZSO,X,X,X,O,X,X,O,X,X,O,X
LIJTZOS,X,X,X,O,X,X,O,X,X,O,X
LIJTOSZ,O,X,X,O,X,X,O,X,X,O,X
LIJTOZS,O,X,X,O,X,X,O,X,X,O,X
LIJSTZO,O,X,X,O,X,X,O,X,O,O,X
LIJSTOZ,O,X,X,O,X,X,O,X,X,O,X
LIJSZTO,O,X,X,O,X,X,O,X,O,X,X
LIJSZOT,X,X,X,O,X,X,O,X,O,X,X
LIJSOTZ,O,X,X,O,X,X,O,X,X,O,X
LIJSOZT,O,X,X,O,X,X,O,X,O,X,X
LIJZTSO,X,X,X,O,X,X,O,X,O,X,X
LIJZTOS,X,X,X,O,X,X,O,X,X,X,X
LIJZSTO,X,X,X,O,X,X,O,X,O,X,X
LIJZSOT,X,X,X,O,X,X,O,X,O,X,X
LIJZOTS,X,X,X,O,X,X,X,X,X,X,X
LIJZOST,X,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,O,X,X,X,X,X,O,X
LIJOTZS,O,X,X,O,X,X,X,X,X,O,X
LIJOSTZ,O,X,X,O,X,X,X,X,X,O,X
LIJOSZT,O,X,X,O,X,X,X,X,X,X,X
LIJOZTS,O,X,X,O,X,X,X,X,X,X,X
LIJOZST,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,O,X,X,O,X,X,O,X,O,O,O
LISTJOZ,O,X,X,O,X,X,O,X,O,O,O
LISTZJO,O,O,X,O,X,X,O,X,O,O,O
LISTZOJ,O,O,X,O,X,X,O,X,O,O,O
LISTOJZ,O,O,X,O,X,X,O,X,O,O,O
LISTOZJ,O,O,X,O,X,X,O,X,O,O,O
LISJTZO,O,X,X,O,X,X,O,X,O,O,X
LISJTOZ,O,X,X,O,X,X,O,X,O,O,X
LISJZTO,O,X,X,O,X,X,O,X,O,X,X
LISJZOT,X,X,X,O,X,X,O,X,O,X,X
LISJOTZ,O,X,X,O,X,X,O,X,X,O,X
LISJOZT,O,X,X,O,X,X,O,X,O,X,X
LISZTJO,O,O,X,O,X,X,O,X,O,O,O
LISZTOJ,O,O,X,O,X,X,O,X,O,O,O
LISZJTO,O,O,X,O,X,X,O,X,O,X,X
LISZJOT,X,O,X,O,X,X,O,X,O,X,O
LISZOTJ,X,O,X,O,X,X,X,X,O,O,O
LISZOJT,X,O,X,O,X,X,X,X,O,X,O
LISOTJZ,O,O,X,O,X,X,O,X,O,O,O
LISOTZJ,O,O,X,O,X,X,O,X,O,O,O
LISOJTZ,O,O,X,O,X,X,O,X,X,O,O
LISOJZT,O,O,X,O,X,X,O,X,O,X,O
LISOZTJ,O,O,X,O,X,X,X,X,O,O,O
LISOZJT,O,O,X,O,X,X,X,X,O,X,O
LIZTJSO,X,X,X,O,X,X,X,X,O,O,X
LIZTJOS,X,X,X,O,X,X,X,X,X,O,X
LIZTSJO,X,X,X,O,X,X,X,X,O,O,X
LIZTSOJ,X,X,X,O,X,X,X,X,O,O,X
LIZTOJS,X,X,X,O,X,X,X,X,X,O,X
LIZTOSJ,X,X,X,O,X,X,X,X,X,O,X
LIZJTSO,X,O,X,O,X,X,X,X,O,X,X
LIZJTOS,X,O,X,O,X,X,X,X,X,X,X
LIZJSTO,X,O,X,O,X,X,X,X,O,X,X
LIZJSOT,X,O,X,O,X,X,X,X,O,X,X
LIZJOTS,X,O,X,O,X,X,X,X,X,X,X
LIZJOST,X,O,X,O,X,X,X,X,X,X,X
LIZSTJO,X,O,X,O,X,X,X,X,O,O,X
LIZSTOJ,X,O,X,O,X,X,X,X,O,O,X
LIZSJTO,X,O,X,O,X,X,X,X,O,X,X
LIZSJOT,X,O,X,O,X,X,X,X,O,X,X
LIZSOTJ,X,O,X,O,X,X,X,X,O,O,X
LIZSOJT,X,O,X,O,X,X,X,X,O,X,X
LIZOTJS,X,O,X,O,X,X,X,X,X,O,X
LIZOTSJ,X,O,X,O,X,X,X,X,X,O,X
LIZOJTS,X,O,X,O,X,X,X,X,X,X,X
LIZOJST,X,O,X,O,X,X,X,X,X,X,X
LIZOSTJ,X,O,X,O,X,X,X,X,X,O,X
LIZOSJT,X,O,X,O,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,O,X,X,X,X,X,O,O
LIOTJZS,O,X,X,O,X,X,X,X,X,O,X
LIOTSJZ,O,O,X,O,X,X,X,X,X,O,O
LIOTSZJ,O,O,X,O,X,X,X,X,X,O,O
LIOTZJS,O,O,X,O,X,X,X,X,X,O,X
LIOTZSJ,O,O,X,O,X,X,X,X,X,O,X
LIOJTSZ,O,X,X,O,X,X,X,X,X,O,O
LIOJTZS,O,X,X,O,X,X,X,X,X,O,X
LIOJSTZ,O,O,X,O,X,X,X,X,X,O,O
LIOJSZT,O,O,X,O,X,X,X,X,X,X,O
LIOJZTS,O,O,X,O,X,X,X,X,X,X,X
LIOJZST,X,O,X,O,X,X,X,X,X,X,X
LIOSTJZ,O,O,X,O,X,X,X,X,X,O,O
LIOSTZJ,O,O,X,O,X,X,X,X,X,O,O
LIOSJTZ,O,O,X,O,X,X,X,X,X,O,O
LIOSJZT,O,O,X,O,X,X,X,X,X,X,O
LIOSZTJ,O,O,X,O,X,X,X,X,X,O,O
LIOSZJT,O,O,X,O,X,X,X,X,X,X,O
LIOZTJS,O,O,X,O,X,X,X,X,X,O,X
LIOZTSJ,O,O,X,O,X,X,X,X,X,O,X
LIOZJTS,O,O,X,O,X,X,X,X,X,X,X
LIOZJST,X,O,X,O,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,O,X,X,X,X,X,O,X
LIOZSJT,O,O,X,O,X,X,X,X,X,X,X
LJTISZO,O,X,O,O,X,X,X,X,X,X,X
LJTISOZ,O,X,O,O,X,X,X,X,X,X,X
LJTIZSO,X,X,O,O,O,X,X,X,X,X,X
LJTIZOS,X,X,X,O,O,X,X,X,X,X,X
LJTIOSZ,O,X,O,O,X,X,X,X,X,X,X
LJTIOZS,O,X,O,O,X,X,X,X,X,X,X
LJTSIZO,O,X,O,O,X,X,X,X,X,X,X
LJTSIOZ,O,X,O,O,X,X,X,X,X,X,X
LJTSZIO,O,X,O,O,O,X,X,X,X,X,X
LJTSZOI,O,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,O,X,O,O,X,X,X,X,X,X,X
LJTSOZI,O,X,O,O,X,X,X,X,X,X,X
LJTZISO,X,X,O,O,O,X,X,X,X,X,X
LJTZIOS,X,X,X,O,O,X,X,X,X,X,X
LJTZSIO,O,X,O,O,O,X,X,X,X,X,X
LJTZSOI,O,X,X,O,X,X,X,X,X,X,X
LJTZOIS,O,X,O,O,O,X,X,X,X,X,X
LJTZOSI,O,X,O,O,X,X,X,X,X,X,X
LJTOISZ,O,X,O,O,X,X,X,X,X,X,X
LJTOIZS,O,X,O,O,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,O,X,X,X,X,X,X,X
LJTOSZI,O,X,O,O,X,X,X,X,X,X,X
LJTOZIS,O,X,O,O,O,X,X,X,X,X,X
LJTOZSI,O,X,O,O,X,X,X,X,X,X,X
LJITSZO,O,X,O,O,X,X,X,X,X,O,X
LJITSOZ,O,X,O,O,X,X,X,X,X,O,X
LJITZSO,X,X,O,O,X,X,X,X,X,O,X
LJITZOS,X,X,X,O,X,X,X,X,X,O,X
LJITOSZ,O,X,O,O,X,X,X,X,X,O,X
LJITOZS,O,X,X,O,X,X,X,X,X,O,X
LJISTZO,O,X,O,O,X,X,X,X,O,O,X
LJISTOZ,O,X,O,O,X,X,X,X,X,O,X
LJISZTO,O,X,X,O,X,X,X,X,O,X,X
LJISZOT,X,X,X,O,X,X,X,X,O,X,X
LJISOTZ,O,X,X,O,X,X,X,X,X,O,X
LJISOZT,O,X,X,O,X,X,X,X,O,X,X
LJIZTSO,X,X,X,O,X,X,X,X,O,X,X
LJIZTOS,X,X,X,O,X,X,X,X,X,X,X
LJIZSTO,X,X,X,O,X,X,X,X,O,X,X
LJIZSOT,X,X,X,O,X,X,X,X,O,X,X
LJIZOTS,X,X,X,O,X,X,X,X,X,X,X
LJIZOST,X,X,X,O,X,X,X,X,X,X,X
LJIOTSZ,O,X,X,O,X,X,X,X,X,O,X
LJIOTZS,O,X,X,O,X,X,X,X,X,O,X
LJIOSTZ,O,X,X,O,X,X,X,X,X,O,X
LJIOSZT,O,X,X,O,X,X,X,X,X,X,X
LJIOZTS,O,X,X,O,X,X,X,X,X,X,X
LJIOZST,X,X,X,O,X,X,X,X,X,X,X
LJSTIZO,O,X,X,O,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,O,X,X,X,X,X,X,X
LJSTZIO,O,O,X,O,X,X,X,X,X,X,X
LJSTZOI,O,O,X,O,X,X,X,X,X,X,X
LJSTOIZ,O,O,X,O,X,X,X,X,X,X,X
LJSTOZI,O,O,X,O,X,X,X,X,X,X,X
LJSITZO,O,X,X,O,X,X,X,X,X,X,X
LJSITOZ,O,X,X,O,X,X,X,X,X,X,X
LJSIZTO,O,X,X,O,X,X,X,X,X,X,X
LJSIZOT,X,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,O,X,X,O,X,X,X,X,X,X,X
LJSIOZT,O,X,X,O,X,X,X,X,X,X,X
LJSZTIO,O,O,X,O,X,X,X,X,X,X,X
LJSZTOI,O,O,X,O,X,X,X,O,X,X,X
LJSZITO,O,O,X,O,X,X,X,X,X,X,X
LJSZIOT,X,O,X,O,X,X,X,X,X,X,X
LJSZOTI,O,O,X,O,X,X,X,O,X,X,X
LJSZOIT,O,O,X,O,X,X,X,O,X,X,X
LJSOTIZ,O,O,X,O,X,X,X,X,X,X,X
LJSOTZI,O,O,X,O,X,X,X,X,X,X,X
LJSOITZ,O,O,X,O,X,X,X,X,X,X,X
LJSOIZT,O,O,X,O,X,X,X,O,X,X,X
LJSOZTI,O,O,X,O,X,X,X,O,X,X,X
LJSOZIT,O,O,X,O,X,X,X,O,X,X,X
LJZTISO,X,O,X,O,O,X,X,X,X,X,X
LJZTIOS,X,O,X,O,O,X,X,X,X,X,X
LJZTSIO,O,O,X,O,O,X,X,X,X,X,X
LJZTSOI,O,O,X,O,X,X,X,X,X,X,X
LJZTOIS,O,O,X,O,O,X,X,X,X,X,X
LJZTOSI,O,O,X,O,X,X,X,X,X,X,X
LJZITSO,X,O,X,O,X,X,X,X,O,X,X
LJZITOS,X,O,X,O,X,X,X,X,X,X,X
LJZISTO,X,O,X,O,X,X,X,X,O,X,X
LJZISOT,X,O,X,O,X,X,X,X,O,X,X
LJZIOTS,X,O,X,O,X,X,X,X,X,X,X
LJZIOST,X,O,X,O,X,X,X,X,X,X,X
LJZSTIO,O,O,X,O,O,X,X,X,X,X,X
LJZSTOI,O,O,X,O,O,X,X,O,X,X,X
LJZSITO,O,O,X,O,O,X,X,X,X,X,X
LJZSIOT,X,O,X,O,X,X,X,X,X,X,X
LJZSOTI,O,O,X,O,X,X,X,O,X,X,X
LJZSOIT,O,O,X,O,X,X,X,O,X,X,X
LJZOTIS,O,O,X,O,X,X,X,X,X,X,X
LJZOTSI,O,O,X,O,X,X,X,X,X,X,X
