sequence,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhFFgB0hB?6nB3lBWvBzrB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeOEJvhF0hB6nB?llBXlBzrBxuB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF1lB6mB?TiBUlBWvBXsB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF3gBFiB?6rBcsBGqBzpB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF6mBTiB?8pBuqBXsBFqB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF0hBllB?SsBzpBGqBXsB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhFUgB6rB?TnB3lBWvBFsB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF3gBlmB?csBGqBzpBCsB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF3gB+nB?lmBCqBUqBzrB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF3gBlmB?csBupBTqBCsB
IOSJTZL,O,O,O,X,O,X,X,X,X,X
IOSJLTZ,O,O,O,X,O,X,X,X,X,X
IOSJLZT,O,O,O,X,O,X,O,X,X,X
IOSJZTL,O,O,O,X,O,X,X,X,X,O
IOSJZLT,O,O,O,X,O,X,O,X,X,X
IOSZTLJ,O,O,O,X,X,X,X,X,X,O
IOSZTJL,O,O,X,X,O,X,X,X,X,O
IOSZLTJ,O,O,O,X,X,X,X,X,X,O
IOSZLJT,O,O,O,X,O,X,O,X,X,X
IOSZJTL,O,O,O,X,O,X,X,X,X,O
IOSZJLT,O,O,O,X,O,X,X,X,X,X
IOZTLJS,O,O,X,X,X,O,O,X,X,X
IOZTLSJ,O,O,X,X,X,O,X,X,X,O
IOZTJLS,O,O,X,X,X,O,X,X,X,X
IOZTJSL,O,O,X,X,X,X,X,O,X,O
IOZTSLJ,O,O,X,X,X,O,X,X,X,O
IOZTSJL,O,O,X,X,X,X,X,O,X,O
IOZLTJS,O,O,X,O,X,O,O,X,X,X
IOZLTSJ,O,O,X,O,X,O,X,X,X,O
IOZLJTS,O,O,X,O,X,O,O,X,X,X
IOZLJST,O,O,X,O,X,X,O,X,X,X
IOZLSTJ,O,O,X,O,X,O,X,X,X,O
IOZLSJT,O,O,X,X,X,X,O,X,X,X
IOZJTLS,O,O,X,X,X,X,O,X,X,X
IOZJTSL,O,O,X,X,X,X,X,O,X,O
IOZJLTS,O,O,X,O,X,X,O,X,X,X
IOZJLST,O,O,X,O,O,X,O,X,X,X
IOZJSTL,O,O,X,X,O,X,X,O,X,O
IOZJSLT,O,O,X,X,O,X,O,X,X,X
IOZSTLJ,O,O,X,X,X,X,X,X,X,O
IOZSTJL,O,O,X,X,O,X,X,X,X,O
IOZSLTJ,O,O,X,X,X,X,X,X,X,O
IOZSLJT,O,O,X,X,O,X,O,X,X,X
IOZSJTL,O,O,X,X,O,X,X,X,X,O
IOZSJLT,O,O,X,X,O,X,X,X,X,X
LTIJSZO,O,O,O,O,X,X,X,X,O,X
LTIJSOZ,O,X,O,X,X,X,X,X,O,X
LTIJZSO,X,O,O,O,X,X,X,X,O,X
LTIJZOS,X,O,X,O,X,O,O,X,X,X
LTIJOSZ,X,O,O,X,X,X,X,X,O,X
LTIJOZS,X,O,X,X,X,X,O,X,X,X
LTISJZO,O,O,O,X,X,X,X,X,O,X
LTISJOZ,X,X,O,X,X,X,X,X,O,X
LTISZJO,O,O,X,O,X,X,X,X,X,X
LTISZOJ,O,X,O,O,X,O,X,X,X,X
LTISOJZ,X,X,O,X,X,X,X,X,X,X
LTISOZJ,O,X,O,X,X,X,X,X,X,X
LTIZJSO,X,O,X,O,X,X,X,X,X,X
LTIZJOS,X,O,X,O,X,O,X,X,X,X
LTIZSJO,X,O,X,O,X,X,X,X,X,X
LTIZSOJ,X,X,O,O,X,O,X,X,X,X
LTIZOJS,X,O,X,O,X,O,O,X,X,X
LTIZOSJ,X,X,X,O,X,O,X,X,X,X
LTIOJSZ,X,O,X,X,X,X,X,X,X,X
LTIOJZS,O,O,X,X,X,O,O,X,X,X
LTIOSJZ,X,O,O,X,X,X,X,X,X,X
LTIOSZJ,O,O,O,X,X,O,X,X,X,X
LTIOZJS,O,O,X,X,X,O,O,X,X,X
LTIOZSJ,O,O,X,X,X,O,X,X,X,X
LTJISZO,O,O,O,O,X,X,X,X,O,X
LTJISOZ,O,X,O,X,X,X,X,X,O,X
LTJIZSO,X,O,O,O,X,X,X,X,O,X
LTJIZOS,X,O,X,O,X,O,O,X,X,X
LTJIOSZ,X,X,O,X,X,X,X,X,O,X
LTJIOZS,X,O,X,X,X,X,O,X,X,X
LTJSIZO,O,X,O,O,X,X,X,X,O,X
LTJSIOZ,O,X,O,X,X,X,X,X,O,X
LTJSZIO,O,O,O,O,X,X,X,X,O,X
LTJSZOI,O,O,O,O,X,X,X,X,X,X
LTJSOIZ,O,X,O,X,X,X,X,X,O,X
LTJSOZI,O,X,O,X,X,X,X,X,X,X
LTJZISO,X,O,O,O,X,X,X,X,O,X
LTJZIOS,X,O,X,O,X,O,O,X,X,X
LTJZSIO,X,O,O,O,X,X,X,X,O,X
LTJZSOI,X,O,O,O,X,X,X,X,X,X
LTJZOIS,X,X,X,O,X,X,O,X,X,X
LTJZOSI,X,O,X,O,X,X,X,X,X,X
LTJOISZ,X,X,O,X,X,X,X,X,O,X
LTJOIZS,X,O,X,X,X,X,O,X,X,X
LTJOSIZ,X,X,O,X,X,X,X,X,O,X
LTJOSZI,X,O,O,X,X,X,X,X,X,X
LTJOZIS,X,O,X,X,X,X,O,X,X,X
LTJOZSI,X,O,X,X,X,X,X,X,X,X
LTSIJZO,O,O,O,X,X,X,X,X,O,X
LTSIJOZ,X,X,O,X,X,X,X,X,O,X
LTSIZJO,O,O,X,O,X,X,X,X,X,X
LTSIZOJ,O,X,O,O,X,O,X,X,X,X
LTSIOJZ,X,X,O,X,X,X,X,X,X,X
LTSIOZJ,O,X,O,X,X,X,X,X,X,X
LTSJIZO,O,X,O,O,X,X,X,X,O,X
LTSJIOZ,X,X,O,X,X,X,X,X,O,X
LTSJZIO,O,O,O,O,X,X,X,X,O,X
LTSJZOI,X,O,O,O,X,X,X,X,X,X
LTSJOIZ,X,X,O,X,X,X,X,X,O,X
LTSJOZI,X,X,O,X,X,X,X,X,X,X
LTSZIJO,O,O,X,O,X,X,X,X,X,X
LTSZIOJ,O,X,O,O,X,O,X,X,X,X
LTSZJIO,O,O,O,O,X,X,X,X,X,X
LTSZJOI,X,O,O,O,X,X,X,X,X,X
LTSZOIJ,O,X,O,O,X,X,X,X,X,X
LTSZOJI,X,X,O,O,X,X,X,X,X,X
LTSOIJZ,X,X,O,X,X,X,X,X,X,X
LTSOIZJ,O,X,O,X,X,X,X,X,X,X
LTSOJIZ,X,X,O,X,X,X,X,X,X,X
LTSOJZI,X,X,O,X,X,X,X,X,X,X
LTSOZIJ,O,X,O,X,X,X,X,X,X,X
LTSOZJI,X,X,O,X,X,X,X,X,X,X
LTZIJSO,X,O,X,O,X,X,X,X,X,X
LTZIJOS,X,O,X,O,X,O,X,X,X,X
LTZISJO,X,O,X,O,X,X,X,X,X,X
LTZISOJ,X,X,O,O,X,O,X,X,X,X
LTZIOJS,X,O,X,O,X,O,O,X,X,X
LTZIOSJ,X,X,X,O,X,O,X,X,X,X
LTZJISO,X,O,O,O,X,X,X,X,X,X
LTZJIOS,X,O,X,O,X,O,X,X,X,X
LTZJSIO,X,O,O,O,X,X,X,X,X,X
LTZJSOI,X,O,O,O,X,X,X,X,X,X
LTZJOIS,X,X,X,O,X,X,X,X,X,X
LTZJOSI,X,O,X,O,X,X,X,X,X,X
LTZSIJO,X,O,X,O,X,X,X,X,X,X
LTZSIOJ,X,X,O,O,X,O,X,X,X,X
LTZSJIO,X,O,O,O,X,X,X,X,X,X
LTZSJOI,X,O,O,O,X,X,X,X,X,X
LTZSOIJ,X,X,O,O,X,X,X,X,X,X
LTZSOJI,X,X,O,O,X,X,X,X,X,X
LTZOIJS,X,O,X,O,X,O,O,X,X,X
LTZOISJ,X,X,X,O,X,O,X,X,X,X
LTZOJIS,X,X,X,O,X,O,X,X,X,X
LTZOJSI,X,O,X,O,X,X,X,X,X,X
LTZOSIJ,X,X,X,O,X,O,X,X,X,X
LTZOSJI,X,X,X,O,X,X,X,X,X,X
LTOIJSZ,X,O,X,X,X,X,X,X,X,X
LTOIJZS,O,O,X,X,X,O,O,X,X,X
LTOISJZ,X,O,O,X,X,X,X,X,X,X
LTOISZJ,O,O,O,X,X,O,X,X,X,X
LTOIZJS,O,O,X,X,X,O,O,X,X,X
LTOIZSJ,O,O,X,X,X,O,X,X,X,X
LTOJISZ,X,O,O,X,X,X,X,X,X,X
LTOJIZS,O,O,X,X,X,O,O,X,X,X
LTOJSIZ,X,X,O,X,X,X,X,X,X,X
LTOJSZI,X,O,O,X,X,X,X,X,X,X
LTOJZIS,O,O,X,X,X,O,O,X,X,X
LTOJZSI,X,O,X,X,X,X,X,X,X,X
LTOSIJZ,X,O,O,X,X,X,X,X,X,X
LTOSIZJ,O,O,O,X,X,O,X,X,X,X
LTOSJIZ,X,X,O,X,X,X,X,X,X,X
LTOSJZI,X,O,O,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,X,X,O,X,X,X,X
LTOSZJI,X,O,O,X,X,X,X,X,X,X
LTOZIJS,O,O,X,X,X,O,O,X,X,X
LTOZISJ,O,O,X,X,X,O,X,X,X,X
LTOZJIS,O,O,X,X,X,O,X,X,X,X
LTOZJSI,X,O,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,O,X,X,X,X
LTOZSJI,X,O,X,X,X,X,X,X,X,X
LITJSZO,O,O,X,O,X,X,X,X,O,X
LITJSOZ,O,X,O,X,X,X,X,X,O,X
LITJZSO,X,O,X,O,X,X,X,X,O,X
LITJZOS,X,O,X,O,X,O,O,X,X,X
LITJOSZ,X,O,X,X,X,X,X,X,O,X
LITJOZS,X,O,X,X,X,X,O,X,X,X
LITSJZO,O,O,X,X,X,X,X,X,O,X
LITSJOZ,X,X,O,X,X,X,X,X,O,X
LITSZJO,O,O,X,O,X,X,X,X,X,X
LITSZOJ,O,X,O,O,X,O,X,X,X,X
LITSOJZ,X,X,O,X,X,X,X,X,X,X
LITSOZJ,O,X,O,X,X,X,X,X,X,X
LITZJSO,X,O,X,O,X,X,X,X,X,X
LITZJOS,X,O,X,O,X,O,X,X,X,X
LITZSJO,X,O,X,O,X,X,X,X,X,X
LITZSOJ,X,X,O,O,X,O,X,X,X,X
LITZOJS,X,O,X,O,X,O,O,X,X,X
LITZOSJ,X,X,X,O,X,O,X,X,X,X
LITOJSZ,X,O,X,X,X,X,X,X,X,X
LITOJZS,O,O,X,X,X,O,O,X,X,X
LITOSJZ,X,O,O,X,X,X,X,X,X,X
LITOSZJ,O,O,O,X,X,O,X,X,X,X
LITOZJS,O,O,X,X,X,O,O,X,X,X
LITOZSJ,O,O,X,X,X,O,X,X,X,X
LIJTSZO,O,O,O,O,O,X,X,X,O,X
LIJTSOZ,O,X,O,X,O,X,X,X,O,X
LIJTZSO,X,O,O,O,O,X,X,X,O,X
LIJTZOS,X,O,X,O,X,O,O,X,X,X
LIJTOSZ,O,O,O,X,X,X,X,X,O,X
LIJTOZS,O,O,X,X,X,X,O,X,X,X
LIJSTZO,O,O,O,O,O,X,X,X,O,X
LIJSTOZ,O,X,O,X,O,X,X,X,O,X
LIJSZTO,O,X,O,O,O,X,X,O,O,X
LIJSZOT,O,X,O,O,O,X,O,X,X,X
LIJSOTZ,O,X,O,X,O,X,X,X,O,X
LIJSOZT,O,X,O,O,O,X,O,X,X,X
LIJZTSO,X,O,X,O,O,X,X,O,O,X
LIJZTOS,X,O,X,O,X,O,O,X,X,X
LIJZSTO,O,X,X,O,O,X,X,O,O,X
LIJZSOT,O,X,X,O,O,X,O,X,X,X
LIJZOTS,X,X,X,O,X,O,O,X,X,X
LIJZOST,X,X,X,O,O,X,O,X,X,X
LIJOTSZ,O,O,X,X,X,X,X,X,O,X
LIJOTZS,O,O,X,X,X,O,O,X,X,X
LIJOSTZ,O,O,X,X,O,X,X,X,O,X
LIJOSZT,O,O,X,O,O,X,O,X,X,X
LIJOZTS,O,O,X,O,X,O,O,X,X,X
LIJOZST,O,O,X,O,O,X,O,X,X,X
LISTJZO,O,O,O,X,O,X,X,X,O,X
LISTJOZ,X,X,O,X,O,X,X,X,O,X
LISTZJO,O,O,X,O,X,X,X,X,X,X
LISTZOJ,O,X,O,O,X,O,X,X,X,X
LISTOJZ,O,X,O,X,O,X,X,X,X,X
LISTOZJ,O,X,O,X,X,X,X,X,X,X
LISJTZO,O,O,O,O,O,X,X,X,O,X
LISJTOZ,O,X,O,X,O,X,X,X,O,X
LISJZTO,O,X,O,O,O,X,X,X,O,X
LISJZOT,O,X,O,O,O,X,O,X,X,X
LISJOTZ,O,X,O,X,O,X,X,X,O,X
LISJOZT,O,X,O,O,O,X,O,X,X,X
LISZTJO,O,X,X,O,X,X,X,X,X,X
LISZTOJ,O,X,O,O,X,O,X,X,X,X
LISZJTO,O,X,O,O,O,X,X,X,O,X
LISZJOT,X,X,O,O,O,X,X,X,X,X
LISZOTJ,O,X,O,O,X,O,X,X,X,X
LISZOJT,X,X,O,X,O,X,O,X,X,X
LISOTJZ,O,X,O,X,O,X,X,X,X,X
LISOTZJ,O,X,O,X,X,O,X,X,X,X
LISOJTZ,O,X,O,X,O,X,X,X,O,X
LISOJZT,O,X,O,X,O,X,O,X,X,X
LISOZTJ,O,X,O,O,X,O,X,X,X,X
LISOZJT,O,X,O,X,O,X,O,X,X,X
LIZTJSO,X,O,X,O,X,X,X,O,X,X
LIZTJOS,X,O,X,O,X,O,X,X,X,X
LIZTSJO,X,O,X,O,X,X,X,O,X,X
LIZTSOJ,X,X,X,O,X,O,X,X,X,O
LIZTOJS,X,O,X,O,X,O,O,X,X,X
LIZTOSJ,X,X,X,O,X,O,X,X,X,O
LIZJTSO,X,O,X,O,O,X,X,O,O,X
LIZJTOS,X,O,X,O,X,O,O,X,X,X
LIZJSTO,O,X,X,O,O,X,X,O,O,X
LIZJSOT,O,X,X,O,O,X,O,X,X,X
LIZJOTS,X,X,X,O,X,O,O,X,X,X
LIZJOST,X,X,X,O,O,X,O,X,X,X
LIZSTJO,O,X,X,O,X,X,X,X,X,X
LIZSTOJ,O,X,X,O,X,O,X,X,X,X
LIZSJTO,O,X,X,O,O,X,X,X,O,X
LIZSJOT,X,X,X,O,O,X,X,X,X,X
LIZSOTJ,O,X,X,O,X,O,X,X,X,X
LIZSOJT,X,X,X,X,O,X,O,X,X,X
LIZOTJS,X,X,X,O,X,O,O,X,X,X
LIZOTSJ,X,X,X,O,X,O,X,X,X,O
LIZOJTS,X,X,X,O,X,O,O,X,X,X
LIZOJST,X,X,X,O,X,X,O,X,X,X
LIZOSTJ,X,X,X,O,X,O,X,X,X,O
LIZOSJT,X,X,X,X,X,X,O,X,X,X
LIOTJSZ,O,O,X,X,X,X,X,X,X,X
LIOTJZS,O,O,X,X,X,O,O,X,X,X
LIOTSJZ,O,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,X,X,O,X,X,X,X
LIOTZJS,O,O,X,X,X,O,O,X,X,X
LIOTZSJ,O,O,X,X,X,O,X,X,X,X
LIOJTSZ,O,O,X,X,X,X,X,X,O,X
LIOJTZS,O,O,X,X,X,O,O,X,X,X
LIOJSTZ,O,O,X,X,X,X,X,X,O,X
LIOJSZT,O,O,X,O,X,X,O,X,X,X
LIOJZTS,O,O,X,O,X,O,O,X,X,X
LIOJZST,O,O,X,O,X,X,O,X,X,X
LIOSTJZ,O,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,O,X,X,X,X
LIOSJTZ,O,O,X,X,X,X,X,X,O,X
LIOSJZT,O,O,X,X,X,X,O,X,X,X
LIOSZTJ,O,O,X,O,X,O,X,X,X,O
LIOSZJT,O,O,X,X,X,X,O,X,X,X
LIOZTJS,O,O,X,O,X,O,O,X,X,X
LIOZTSJ,O,O,X,O,X,O,X,X,X,O
LIOZJTS,O,O,X,O,X,O,O,X,X,X
LIOZJST,O,O,X,O,X,X,O,X,X,X
LIOZSTJ,O,O,X,O,X,O,X,X,X,O
LIOZSJT,O,O,X,X,X,X,O,X,X,X
LJTISZO,O,O,O,O,O,X,X,X,O,X
LJTISOZ,O,X,O,X,O,X,X,X,O,X
LJTIZSO,X,O,O,O,O,X,X,X,O,X
LJTIZOS,X,O,X,O,X,O,O,X,X,X
LJTIOSZ,O,X,O,X,X,X,X,X,O,X
LJTIOZS,O,O,X,X,X,X,O,X,X,X
LJTSIZO,O,X,O,O,O,X,X,X,O,X
LJTSIOZ,O,X,O,X,O,X,X,X,O,X
LJTSZIO,O,O,O,O,X,X,X,X,O,X
LJTSZOI,O,O,O,O,X,X,X,X,X,X
LJTSOIZ,O,X,O,X,O,X,X,X,O,X
LJTSOZI,O,X,O,X,X,X,X,X,X,X
LJTZISO,X,O,O,O,X,X,X,X,O,X
LJTZIOS,X,O,X,O,X,O,O,X,X,X
LJTZSIO,X,O,O,O,X,X,X,X,O,X
LJTZSOI,X,O,O,O,X,X,X,X,X,X
LJTZOIS,X,X,X,O,X,X,O,X,X,X
LJTZOSI,X,O,X,O,X,X,X,X,X,X
LJTOISZ,O,X,O,X,X,X,X,X,O,X
LJTOIZS,O,O,X,X,X,X,O,X,X,X
LJTOSIZ,O,X,O,X,X,X,X,X,O,X
LJTOSZI,O,O,O,X,X,X,X,X,X,X
LJTOZIS,O,O,X,X,X,X,O,X,X,X
LJTOZSI,O,O,X,X,X,X,X,X,X,X
LJITSZO,O,O,O,O,O,X,X,X,O,X
LJITSOZ,O,X,O,X,O,X,X,X,O,X
LJITZSO,X,O,O,O,O,X,X,X,O,X
LJITZOS,X,O,X,O,X,O,O,X,X,X
LJITOSZ,O,X,O,X,X,X,X,X,O,X
LJITOZS,O,O,X,X,X,X,O,X,X,X
LJISTZO,O,O,O,O,O,X,X,X,O,X
LJISTOZ,O,X,O,X,O,X,X,X,O,X
LJISZTO,O,X,O,O,O,X,X,O,O,X
LJISZOT,O,X,O,O,O,X,O,X,X,X
LJISOTZ,O,X,O,X,O,X,X,X,O,X
LJISOZT,O,X,O,O,O,X,O,X,X,X
LJIZTSO,X,O,X,O,O,X,X,O,O,X
LJIZTOS,X,O,X,O,X,O,O,X,X,X
LJIZSTO,O,X,X,O,O,X,X,O,O,X
LJIZSOT,O,X,X,O,O,X,O,X,X,X
LJIZOTS,X,X,X,O,X,O,O,X,X,X
LJIZOST,X,X,X,O,O,X,O,X,X,X
LJIOTSZ,O,X,X,X,X,X,X,X,O,X
LJIOTZS,O,O,X,X,X,O,O,X,X,X
LJIOSTZ,O,X,X,X,O,X,X,X,O,X
LJIOSZT,O,X,X,O,O,X,O,X,X,X
LJIOZTS,O,X,X,O,X,O,O,X,X,X
LJIOZST,O,X,X,O,O,X,O,X,X,X
LJSTIZO,O,X,O,O,O,X,X,X,O,X
LJSTIOZ,O,X,O,X,O,X,X,X,O,X
LJSTZIO,O,O,O,O,X,X,X,X,O,X
LJSTZOI,O,O,O,O,X,X,X,X,X,X
LJSTOIZ,O,X,O,X,O,X,X,X,O,X
LJSTOZI,O,X,O,X,X,X,X,X,X,X
LJSITZO,O,O,O,O,O,X,X,X,O,X
LJSITOZ,O,X,O,X,O,X,X,X,O,X
LJSIZTO,O,X,O,O,O,X,X,O,O,X
LJSIZOT,O,X,O,O,O,X,O,X,X,X
LJSIOTZ,O,X,O,X,O,X,X,X,O,X
LJSIOZT,O,X,O,O,O,X,O,X,X,X
LJSZTIO,O,X,O,O,X,X,X,O,O,X
LJSZTOI,O,X,O,O,X,X,X,X,X,X
LJSZITO,O,X,O,O,O,X,X,O,O,X
LJSZIOT,O,X,O,O,O,X,O,X,X,X
LJSZOTI,O,X,O,O,X,X,X,X,X,X
LJSZOIT,O,X,O,O,O,X,O,X,X,X
LJSOTIZ,O,X,O,X,O,X,X,X,O,X
LJSOTZI,O,X,O,X,X,X,X,X,X,X
LJSOITZ,O,X,O,X,O,X,X,X,O,X
LJSOIZT,O,X,O,O,O,X,O,X,X,X
LJSOZTI,O,X,O,O,X,X,X,X,X,X
LJSOZIT,O,X,O,O,O,X,O,X,X,X
LJZTISO,X,O,X,O,X,X,X,O,O,X
LJZTIOS,X,X,X,O,X,O,O,X,X,X
LJZTSIO,X,O,X,O,X,X,X,O,O,X
LJZTSOI,X,O,X,O,X,X,X,X,X,X
LJZTOIS,X,X,X,O,X,X,O,X,X,X
LJZTOSI,X,O,X,O,X,X,X,X,X,X
LJZITSO,X,O,X,O,O,X,X,O,O,X
LJZITOS,X,O,X,O,X,O,O,X,X,X
LJZISTO,O,X,X,O,O,X,X,O,O,X
LJZISOT,O,X,X,O,O,X,O,X,X,X
LJZIOTS,X,X,X,O,X,O,O,X,X,X
LJZIOST,X,X,X,O,O,X,O,X,X,X
LJZSTIO,O,X,X,O,X,X,X,O,O,X
LJZSTOI,O,X,X,O,X,X,X,X,X,X
LJZSITO,O,X,X,O,O,X,X,O,O,X
LJZSIOT,O,X,X,O,O,X,O,X,X,X
LJZSOTI,O,X,X,O,X,X,X,X,X,X
LJZSOIT,O,X,X,O,O,X,O,X,X,X
LJZOTIS,X,X,X,O,X,O,O,X,X,X
LJZOTSI,X,X,X,O,X,X,X,X,X,X
LJZOITS,X,X,X,O,X,O,O,X,X,X
LJZOIST,X,X,X,O,X,X,O,X,X,X
LJZOSTI,X,X,X,O,X,X,X,X,X,X
LJZOSIT,X,X,X,O,X,X,O,X,X,X
LJOTISZ,O,O,X,X,X,X,X,X,O,X
LJOTIZS,O,O,X,X,X,O,O,X,X,X
LJOTSIZ,O,X,X,X,X,X,X,X,O,X
LJOTSZI,O,O,X,X,X,X,X,X,X,X
LJOTZIS,O,O,X,X,X,O,O,X,X,X
LJOTZSI,O,O,X,X,X,X,X,X,X,X
LJOITSZ,O,O,X,X,X,X,X,X,O,X
LJOITZS,O,O,X,X,X,O,O,X,X,X
LJOISTZ,O,O,X,X,O,X,X,X,O,X
LJOISZT,O,O,X,O,O,X,O,X,X,X
LJOIZTS,O,O,X,O,X,O,O,X,X,X
LJOIZST,O,O,X,O,O,X,O,X,X,X
LJOSTIZ,O,X,X,X,O,X,X,X,O,X
LJOSTZI,O,O,X,X,X,X,X,X,X,X
LJOSITZ,O,O,X,X,O,X,X,X,O,X
LJOSIZT,O,O,X,O,O,X,O,X,X,X
LJOSZTI,O,O,X,O,X,X,X,X,X,X
LJOSZIT,O,O,X,O,O,X,O,X,X,X
LJOZTIS,O,O,X,O,X,O,O,X,X,X
LJOZTSI,O,O,X,O,X,X,X,X,X,X
LJOZITS,O,O,X,O,X,O,O,X,X,X
LJOZIST,O,O,X,O,X,X,O,X,X,X
LJOZSTI,O,O,X,O,X,X,X,X,X,X
LJOZSIT,O,O,X,O,X,X,O,X,X,X
LSTIJZO,O,O,O,X,O,X,X,X,O,X
LSTIJOZ,X,X,O,X,O,X,X,X,O,X
LSTIZJO,O,O,X,O,X,X,X,X,X,X
LSTIZOJ,O,X,O,O,X,O,X,X,X,X
LSTIOJZ,O,X,O,X,O,X,X,X,X,X
LSTIOZJ,O,X,O,X,X,X,X,X,X,X
LSTJIZO,O,X,O,O,O,X,X,X,O,X
LSTJIOZ,X,X,O,X,O,X,X,X,O,X
LSTJZIO,O,O,O,O,X,X,X,X,O,X
LSTJZOI,X,O,O,O,X,X,X,X,X,X
LSTJOIZ,X,X,O,X,O,X,X,X,O,X
LSTJOZI,X,X,O,X,X,X,X,X,X,X
LSTZIJO,O,O,X,O,X,X,X,X,X,X
LSTZIOJ,O,X,O,O,X,O,X,X,X,X
LSTZJIO,O,O,O,O,X,X,X,X,X,X
LSTZJOI,X,O,O,O,X,X,X,X,X,X
LSTZOIJ,O,X,O,O,X,X,X,X,X,X
LSTZOJI,X,X,O,O,X,X,X,X,X,X
LSTOIJZ,O,X,O,X,O,X,X,X,X,X
LSTOIZJ,O,X,O,X,X,X,X,X,X,X
LSTOJIZ,O,X,O,X,O,X,X,X,X,X
LSTOJZI,O,X,O,X,X,X,X,X,X,X
LSTOZIJ,O,X,O,X,X,X,X,X,X,X
LSTOZJI,O,X,O,X,X,X,X,X,X,X
LSITJZO,O,O,O,X,O,X,X,X,O,X
LSITJOZ,X,X,O,X,O,X,X,X,O,X
LSITZJO,O,O,X,O,X,X,X,X,X,X
LSITZOJ,O,X,O,O,X,O,X,X,X,X
LSITOJZ,O,X,O,X,O,X,X,X,X,X
LSITOZJ,O,X,O,X,X,X,X,X,X,X
LSIJTZO,O,O,O,O,O,X,X,X,O,X
LSIJTOZ,O,X,O,X,O,X,X,X,O,X
LSIJZTO,O,X,O,O,O,X,X,X,O,X
LSIJZOT,O,X,O,O,O,X,O,X,X,X
LSIJOTZ,O,X,O,X,O,X,X,X,O,X
LSIJOZT,O,X,O,O,O,X,O,X,X,X
LSIZTJO,O,X,X,O,X,X,X,X,X,X
LSIZTOJ,O,X,O,O,X,O,X,X,X,X
LSIZJTO,O,X,O,O,O,X,X,X,O,X
LSIZJOT,X,X,O,O,O,X,X,X,X,X
LSIZOTJ,O,X,O,O,X,O,X,X,X,X
LSIZOJT,X,X,O,X,O,X,O,X,X,X
LSIOTJZ,O,X,O,X,O,X,X,X,X,X
LSIOTZJ,O,X,O,X,X,O,X,X,X,X
LSIOJTZ,O,X,O,X,O,X,X,X,O,X
LSIOJZT,O,X,O,X,O,X,O,X,X,X
LSIOZTJ,O,X,O,O,X,O,X,X,X,X
LSIOZJT,O,X,O,X,O,X,O,X,X,X
LSJTIZO,O,X,O,O,O,X,X,X,O,X
LSJTIOZ,O,X,O,X,O,X,X,X,O,X
LSJTZIO,O,O,O,O,X,X,X,X,O,X
LSJTZOI,O,O,O,O,X,X,X,X,X,X
LSJTOIZ,O,X,O,X,O,X,X,X,O,X
LSJTOZI,O,X,O,X,X,X,X,X,X,X
LSJITZO,O,O,O,O,O,X,X,X,O,X
LSJITOZ,O,X,O,X,O,X,X,X,O,X
LSJIZTO,O,X,O,O,O,X,X,X,O,X
LSJIZOT,O,X,O,O,O,X,O,X,X,X
LSJIOTZ,O,X,O,X,O,X,X,X,O,X
LSJIOZT,O,X,O,O,O,X,O,X,X,X
LSJZTIO,O,X,O,O,X,X,X,X,O,X
LSJZTOI,O,X,O,O,X,X,X,X,X,X
LSJZITO,O,X,O,O,O,X,X,X,O,X
LSJZIOT,O,X,O,O,O,X,O,X,X,X
LSJZOTI,O,X,O,O,X,X,X,X,X,X
LSJZOIT,O,X,O,O,O,X,O,X,X,X
LSJOTIZ,O,X,O,X,O,X,X,X,O,X
LSJOTZI,O,X,O,X,X,X,X,X,X,X
LSJOITZ,O,X,O,X,O,X,X,X,O,X
LSJOIZT,O,X,O,O,O,X,O,X,X,X
LSJOZTI,O,X,O,O,X,X,X,X,X,X
LSJOZIT,O,X,O,O,O,X,O,X,X,X
LSZTIJO,O,X,X,O,X,X,X,X,X,X
LSZTIOJ,O,X,O,O,X,O,X,X,X,X
LSZTJIO,O,X,O,O,X,X,X,X,X,X
LSZTJOI,X,X,O,O,X,X,X,X,X,X
LSZTOIJ,O,X,O,O,X,X,X,X,X,X
LSZTOJI,X,X,O,O,X,X,X,X,X,X
LSZITJO,O,X,X,O,X,X,X,X,X,X
LSZITOJ,O,X,O,O,X,O,X,X,X,X
LSZIJTO,O,X,O,O,O,X,X,X,O,X
LSZIJOT,X,X,O,O,O,X,X,X,X,X
