sequence,v115@GhA8IeA8BeB8AeA8CeD8DeC8Jem/IvhFfmB0hBliBT?kBysBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeOEJvhF8kBfmBlhBa?oBTnBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeKEJvhFzfBfmB0hBm?iB1sBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeKEJvhFzfBfmBlhBc?nBeoBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8Jex/IvhFOmBVnBaoBT?kBXsB0qB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeOEJvhF8kBRiBFmBy?sBXsBzqB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JecGJvhFxkBmnBTkB3?nBlqBywB
ZOJLITS,X,X,X,X,X,X,X
ZOJLIST,X,O,X,X,X,X,X
ZOJLSTI,O,O,X,X,X,X,X
ZOJLSIT,O,O,X,X,X,X,X
ZOJSTIL,O,O,X,X,X,X,X
ZOJSTLI,O,O,X,X,X,X,X
ZOJSITL,O,O,X,X,X,X,X
ZOJSILT,O,O,X,X,X,X,X
ZOJSLTI,O,O,X,X,X,X,X
ZOJSLIT,O,O,X,X,X,X,X
ZOSTILJ,X,O,X,X,O,X,X
ZOSTIJL,O,O,X,X,O,X,X
ZOSTLIJ,O,O,X,X,O,X,X
ZOSTLJI,O,O,X,X,O,X,X
ZOSTJIL,O,O,X,X,O,X,X
ZOSTJLI,O,O,X,X,O,X,X
ZOSITLJ,O,O,X,X,O,X,X
ZOSITJL,O,O,X,X,O,X,X
ZOSILTJ,O,O,X,X,O,X,X
ZOSILJT,O,O,X,X,X,X,X
ZOSIJTL,O,O,X,X,X,X,X
ZOSIJLT,O,O,X,X,X,X,X
ZOSLTIJ,O,O,X,X,O,X,X
ZOSLTJI,O,O,X,X,O,X,X
ZOSLITJ,O,O,X,X,O,X,X
ZOSLIJT,O,O,X,X,X,X,X
ZOSLJTI,O,O,X,X,X,X,X
ZOSLJIT,O,O,X,X,X,X,X
ZOSJTIL,O,O,X,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,X
ZOSJITL,O,O,X,X,X,X,X
ZOSJILT,O,O,X,X,X,X,X
ZOSJLTI,O,O,X,X,X,X,X
ZOSJLIT,O,O,X,X,X,X,X
OTILJSZ,O,X,X,X,X,X,X
OTILJZS,O,X,X,X,X,X,X
OTILSJZ,O,X,X,X,O,X,X
OTILSZJ,O,X,X,X,O,X,X
OTILZJS,O,X,X,X,X,X,X
OTILZSJ,O,X,X,X,X,X,X
OTIJLSZ,O,X,X,X,X,X,X
OTIJLZS,O,X,X,X,X,X,X
OTIJSLZ,O,X,X,X,X,X,X
OTIJSZL,O,X,X,X,X,X,X
OTIJZLS,X,X,X,X,X,X,X
OTIJZSL,X,X,X,X,X,X,X
OTISLJZ,O,X,X,X,O,X,X
OTISLZJ,O,X,X,X,O,X,X
OTISJLZ,O,X,X,X,O,X,X
OTISJZL,O,X,X,X,O,X,X
OTISZLJ,O,X,X,X,O,X,X
OTISZJL,O,X,X,X,O,X,X
OTIZLJS,X,X,X,X,X,X,X
OTIZLSJ,X,X,X,X,X,X,X
OTIZJLS,X,X,X,X,X,X,X
OTIZJSL,X,X,X,X,X,X,X
OTIZSLJ,X,X,X,X,X,X,X
OTIZSJL,X,X,X,X,X,X,X
OTLIJSZ,O,X,O,X,X,X,X
OTLIJZS,X,X,X,X,X,X,X
OTLISJZ,O,X,O,X,O,X,X
OTLISZJ,O,X,O,X,O,X,X
OTLIZJS,X,X,X,X,X,X,X
OTLIZSJ,X,X,X,X,X,X,X
OTLJISZ,O,X,O,X,X,X,X
OTLJIZS,X,X,X,X,X,X,X
OTLJSIZ,O,X,O,X,X,X,X
OTLJSZI,O,X,O,X,X,X,X
OTLJZIS,X,X,X,X,X,X,X
OTLJZSI,O,X,O,X,X,X,X
OTLSIJZ,O,X,O,X,O,X,X
OTLSIZJ,O,O,O,X,O,X,X
OTLSJIZ,O,X,O,X,O,X,X
OTLSJZI,O,O,O,X,O,X,X
OTLSZIJ,O,O,O,X,O,X,X
OTLSZJI,O,O,O,X,O,X,X
OTLZIJS,X,X,X,X,X,X,X
OTLZISJ,X,X,X,X,X,X,X
OTLZJIS,X,X,X,X,X,X,X
OTLZJSI,O,O,O,X,X,O,X
OTLZSIJ,O,O,O,X,X,X,X
OTLZSJI,O,O,O,X,X,X,X
OTJILSZ,O,X,X,X,X,X,X
OTJILZS,O,X,X,X,X,X,X
OTJISLZ,O,X,X,X,X,X,X
OTJISZL,O,X,X,X,X,X,X
OTJIZLS,X,X,X,X,X,X,X
OTJIZSL,X,X,X,X,X,X,X
OTJLISZ,O,X,O,X,X,X,X
OTJLIZS,X,X,X,X,X,X,X
OTJLSIZ,O,X,O,X,X,X,X
OTJLSZI,O,X,O,X,X,X,X
OTJLZIS,X,X,X,X,X,X,X
OTJLZSI,O,X,O,X,X,X,X
OTJSILZ,O,X,X,X,X,X,X
OTJSIZL,O,X,X,X,X,X,X
OTJSLIZ,O,X,O,X,X,X,X
OTJSLZI,O,X,O,X,X,X,X
OTJSZIL,O,X,X,X,X,X,X
OTJSZLI,O,X,O,X,X,X,X
OTJZILS,X,X,X,X,X,X,X
OTJZISL,X,X,X,X,X,X,X
OTJZLIS,X,X,X,X,X,X,X
OTJZLSI,X,X,X,X,X,X,X
OTJZSIL,X,X,X,X,X,X,X
OTJZSLI,X,X,X,X,X,X,X
OTSILJZ,O,X,X,X,O,X,X
OTSILZJ,O,O,X,X,O,X,X
OTSIJLZ,O,X,X,X,O,X,X
OTSIJZL,O,X,X,X,O,X,X
OTSIZLJ,O,O,X,X,O,X,X
OTSIZJL,O,O,X,X,O,X,X
OTSLIJZ,O,X,O,X,O,X,X
OTSLIZJ,O,O,O,X,O,X,X
OTSLJIZ,O,X,O,X,O,X,X
OTSLJZI,O,O,O,X,O,X,X
OTSLZIJ,O,O,O,X,O,X,X
OTSLZJI,O,O,O,X,O,X,X
OTSJILZ,O,X,X,X,O,X,X
OTSJIZL,O,X,X,X,O,X,X
OTSJLIZ,O,X,O,X,O,X,X
OTSJLZI,O,O,O,X,O,X,X
OTSJZIL,O,O,X,X,O,X,X
OTSJZLI,O,O,O,X,O,X,X
OTSZILJ,X,O,X,X,O,X,X
OTSZIJL,O,O,X,X,O,X,X
OTSZLIJ,O,O,O,X,O,X,X
OTSZLJI,O,O,O,X,O,X,X
OTSZJIL,O,O,X,X,O,X,X
OTSZJLI,O,O,O,X,O,X,X
OTZILJS,X,X,X,X,X,X,X
OTZILSJ,X,X,X,X,X,X,X
OTZIJLS,X,X,X,X,X,X,X
OTZIJSL,X,X,X,X,X,X,X
OTZISLJ,X,X,X,X,X,X,X
OTZISJL,X,X,X,X,X,X,X
OTZLIJS,X,X,X,X,X,X,X
OTZLISJ,X,X,X,X,X,X,X
OTZLJIS,X,X,X,X,X,X,X
OTZLJSI,X,O,X,X,X,O,X
OTZLSIJ,X,O,X,X,X,X,X
OTZLSJI,X,O,X,X,X,X,X
OTZJILS,X,X,X,X,X,X,X
OTZJISL,X,X,X,X,X,X,X
OTZJLIS,X,X,X,X,X,X,X
OTZJLSI,X,O,X,X,X,O,X
OTZJSIL,X,O,X,X,X,X,X
OTZJSLI,X,O,X,X,X,X,X
OTZSILJ,X,O,X,X,X,X,X
OTZSIJL,X,O,X,X,X,X,X
OTZSLIJ,X,O,X,X,X,X,X
OTZSLJI,X,O,X,X,X,X,X
OTZSJIL,X,O,X,X,X,X,X
OTZSJLI,X,O,X,X,X,X,X
OITLJSZ,O,X,O,X,X,X,X
OITLJZS,O,X,O,X,X,X,X
OITLSJZ,O,O,O,X,O,X,X
OITLSZJ,O,O,O,X,O,X,X
OITLZJS,O,O,O,X,X,X,X
OITLZSJ,O,O,O,X,X,X,X
OITJLSZ,O,X,O,X,X,X,X
OITJLZS,O,X,O,X,X,X,X
OITJSLZ,O,X,O,X,X,X,X
OITJSZL,O,X,O,X,X,X,X
OITJZLS,X,X,X,X,X,X,X
OITJZSL,X,X,X,X,X,X,X
OITSLJZ,O,O,O,X,O,X,X
OITSLZJ,O,O,O,X,O,X,X
OITSJLZ,O,O,O,X,O,X,X
OITSJZL,O,O,O,X,O,X,X
OITSZLJ,O,O,O,X,O,X,X
OITSZJL,O,O,O,X,O,X,X
OITZLJS,X,O,X,X,X,X,X
OITZLSJ,X,O,X,X,X,X,X
OITZJLS,X,O,X,X,X,X,X
OITZJSL,X,O,X,X,X,X,X
OITZSLJ,X,O,X,X,X,X,X
OITZSJL,X,O,X,X,X,X,X
OILTJSZ,O,X,O,O,X,X,X
OILTJZS,O,X,O,O,X,X,X
OILTSJZ,O,O,O,O,O,X,X
OILTSZJ,O,O,O,X,O,X,X
OILTZJS,O,O,O,X,X,X,X
OILTZSJ,O,O,O,X,X,X,X
OILJTSZ,O,X,O,O,X,X,X
OILJTZS,O,X,O,O,X,X,X
OILJSTZ,O,O,O,O,O,X,X
OILJSZT,O,O,O,O,X,X,X
OILJZTS,O,O,X,O,X,X,X
OILJZST,O,O,X,O,X,X,X
OILSTJZ,O,O,O,O,O,X,X
OILSTZJ,O,O,O,X,O,X,X
OILSJTZ,O,O,O,O,O,X,X
OILSJZT,O,O,O,O,X,X,X
OILSZTJ,O,O,O,X,O,X,X
OILSZJT,O,O,O,O,X,X,X
OILZTJS,O,O,O,X,X,X,X
OILZTSJ,O,O,O,X,X,X,X
OILZJTS,O,O,X,O,X,X,X
OILZJST,O,O,X,O,X,X,X
OILZSTJ,O,O,O,X,O,X,X
OILZSJT,O,O,O,O,X,X,X
OIJTLSZ,O,X,X,X,X,X,X
OIJTLZS,O,X,X,X,X,X,X
OIJTSLZ,O,X,X,X,X,X,X
OIJTSZL,O,X,X,X,X,X,X
OIJTZLS,X,X,X,X,X,X,X
OIJTZSL,X,X,X,X,X,X,X
OIJLTSZ,O,X,X,O,X,X,X
OIJLTZS,O,X,X,O,X,X,X
OIJLSTZ,O,O,X,O,O,X,X
OIJLSZT,O,O,X,O,X,X,X
OIJLZTS,O,O,X,O,X,X,X
OIJLZST,O,O,X,O,X,X,X
OIJSTLZ,O,O,X,X,O,X,X
OIJSTZL,O,O,X,X,O,X,X
OIJSLTZ,O,O,X,O,O,X,X
OIJSLZT,O,O,X,O,X,X,X
OIJSZTL,O,O,X,O,X,X,X
OIJSZLT,O,O,X,O,X,X,X
OIJZTLS,X,O,X,X,X,X,X
OIJZTSL,X,O,X,X,X,X,O
OIJZLTS,O,O,X,O,X,X,X
OIJZLST,O,O,X,O,X,X,O
OIJZSTL,O,O,X,O,X,X,O
OIJZSLT,O,O,X,O,X,X,O
OISTLJZ,O,O,O,X,O,X,X
OISTLZJ,O,O,O,X,O,X,X
OISTJLZ,O,O,O,X,O,X,X
OISTJZL,O,O,O,X,O,X,X
OISTZLJ,O,O,O,X,O,X,X
OISTZJL,O,O,O,X,O,X,X
OISLTJZ,O,O,O,O,O,X,X
OISLTZJ,O,O,O,X,O,X,X
OISLJTZ,O,O,O,O,O,X,X
OISLJZT,O,O,O,O,X,X,X
OISLZTJ,O,O,O,X,O,X,X
OISLZJT,O,O,O,O,X,X,X
OISJTLZ,O,O,X,X,O,X,X
OISJTZL,O,O,X,X,O,X,X
OISJLTZ,O,O,X,O,O,X,X
OISJLZT,O,O,X,O,X,X,X
OISJZTL,O,O,X,O,X,X,X
OISJZLT,O,O,X,O,X,X,X
OISZTLJ,O,O,O,X,O,X,X
OISZTJL,O,O,O,X,O,X,X
OISZLTJ,O,O,O,X,O,X,X
OISZLJT,O,O,O,X,X,X,X
OISZJTL,O,O,X,X,X,X,X
OISZJLT,O,O,X,X,X,X,X
OIZTLJS,X,O,X,X,X,X,X
OIZTLSJ,X,O,X,X,X,X,X
OIZTJLS,X,O,X,X,X,X,X
OIZTJSL,X,O,X,X,X,X,X
OIZTSLJ,X,O,X,X,X,X,X
OIZTSJL,X,O,X,X,X,X,X
OIZLTJS,O,O,X,X,X,X,X
OIZLTSJ,O,O,X,X,X,X,X
OIZLJTS,O,O,X,X,X,X,X
OIZLJST,O,O,X,X,X,X,X
OIZLSTJ,O,O,X,X,O,X,X
OIZLSJT,O,O,X,X,X,X,X
OIZJTLS,X,O,X,X,X,X,X
OIZJTSL,X,O,X,X,X,X,O
OIZJLTS,O,O,X,X,X,X,X
OIZJLST,O,O,X,X,X,X,O
OIZJSTL,O,O,X,X,X,X,O
OIZJSLT,O,O,X,X,X,X,O
OIZSTLJ,O,O,X,X,O,X,X
OIZSTJL,O,O,X,X,O,X,X
OIZSLTJ,O,O,X,X,O,X,X
OIZSLJT,O,O,X,X,X,X,X
OIZSJTL,O,O,X,X,X,X,X
OIZSJLT,O,O,X,X,X,X,X
OLTIJSZ,O,X,O,O,X,X,X
OLTIJZS,X,X,O,O,X,X,X
OLTISJZ,O,X,O,O,O,X,X
OLTISZJ,O,X,O,X,O,X,X
OLTIZJS,X,X,O,X,X,X,X
OLTIZSJ,X,X,O,X,X,X,X
OLTJISZ,O,X,O,O,X,X,X
OLTJIZS,X,X,X,O,X,X,X
OLTJSIZ,O,X,O,O,X,X,X
OLTJSZI,O,X,O,O,X,X,X
OLTJZIS,X,X,X,X,X,X,X
OLTJZSI,O,X,O,O,X,X,X
OLTSIJZ,O,X,O,O,O,X,X
OLTSIZJ,O,O,O,X,O,X,X
OLTSJIZ,O,X,O,O,O,X,X
OLTSJZI,O,O,O,O,O,X,X
OLTSZIJ,O,O,O,X,O,X,X
OLTSZJI,O,O,O,X,O,X,X
OLTZIJS,X,X,X,X,X,X,X
OLTZISJ,X,X,X,X,X,X,X
OLTZJIS,X,X,X,X,X,X,X
OLTZJSI,O,O,O,X,X,O,X
OLTZSIJ,O,O,O,X,X,X,X
OLTZSJI,O,O,O,X,X,X,X
OLITJSZ,O,X,O,O,X,X,X
OLITJZS,O,X,O,O,X,X,X
OLITSJZ,O,X,O,O,O,X,X
OLITSZJ,O,X,O,X,O,X,X
OLITZJS,O,X,O,X,X,X,X
OLITZSJ,O,X,O,X,X,X,X
OLIJTSZ,O,X,O,O,X,X,X
OLIJTZS,O,X,O,O,X,X,X
OLIJSTZ,O,X,O,O,O,X,X
OLIJSZT,O,X,O,O,X,X,X
OLIJZTS,O,X,X,O,X,X,X
OLIJZST,O,X,X,O,X,X,X
OLISTJZ,O,X,O,O,O,X,X
OLISTZJ,O,O,O,X,O,X,X
OLISJTZ,O,X,O,O,O,X,X
OLISJZT,O,X,O,O,X,X,X
OLISZTJ,O,O,O,X,O,X,X
OLISZJT,O,O,O,O,X,X,X
OLIZTJS,O,X,O,X,X,X,X
OLIZTSJ,O,X,O,X,X,X,X
OLIZJTS,O,X,X,O,X,X,X
OLIZJST,O,O,X,O,X,X,X
OLIZSTJ,O,O,O,X,O,X,X
OLIZSJT,O,O,O,O,X,X,X
OLJTISZ,O,X,O,O,X,X,X
OLJTIZS,X,X,X,O,X,X,X
OLJTSIZ,O,X,O,O,X,X,X
OLJTSZI,O,X,O,O,X,X,X
OLJTZIS,X,X,X,X,X,X,X
OLJTZSI,O,X,O,O,X,X,X
OLJITSZ,O,X,O,O,X,X,X
OLJITZS,O,X,O,O,X,X,X
OLJISTZ,O,X,O,O,O,X,X
OLJISZT,O,X,O,O,X,X,X
OLJIZTS,O,X,X,O,X,X,X
OLJIZST,O,X,X,O,X,X,X
OLJSTIZ,O,X,O,O,O,X,X
OLJSTZI,O,O,O,O,O,X,X
OLJSITZ,O,X,O,O,O,X,X
OLJSIZT,O,X,O,O,X,X,X
OLJSZTI,O,O,O,O,X,X,X
OLJSZIT,O,O,X,O,X,X,X
OLJZTIS,X,X,X,X,X,X,X
OLJZTSI,O,O,X,O,X,X,X
OLJZITS,X,X,X,O,X,X,X
OLJZIST,X,O,X,O,X,X,X
OLJZSTI,O,O,X,O,X,X,X
OLJZSIT,O,O,X,O,X,X,X
OLSTIJZ,O,X,O,O,O,X,X
OLSTIZJ,O,O,O,X,O,X,X
OLSTJIZ,O,X,O,O,O,X,X
OLSTJZI,O,O,O,O,O,X,X
OLSTZIJ,O,O,O,X,O,X,X
OLSTZJI,O,O,O,X,O,X,X
OLSITJZ,O,X,O,O,O,X,X
OLSITZJ,O,O,O,X,O,X,X
OLSIJTZ,O,X,O,O,O,X,X
OLSIJZT,O,X,O,O,X,X,X
OLSIZTJ,O,O,O,X,O,X,X
OLSIZJT,O,O,O,O,X,X,X
OLSJTIZ,O,X,O,O,O,X,X
OLSJTZI,O,O,O,O,O,X,X
OLSJITZ,O,X,O,O,O,X,X
OLSJIZT,O,X,O,O,X,X,X
OLSJZTI,O,O,O,O,X,X,X
OLSJZIT,O,O,X,O,X,X,X
OLSZTIJ,O,O,O,X,O,X,X
OLSZTJI,O,O,O,X,O,X,X
OLSZITJ,O,O,O,X,O,X,X
OLSZIJT,O,O,O,O,X,X,X
OLSZJTI,O,O,O,O,X,X,X
OLSZJIT,O,O,X,O,X,X,X
OLZTIJS,X,X,X,X,X,X,X
OLZTISJ,X,X,X,X,X,X,X
OLZTJIS,X,X,X,X,X,X,X
OLZTJSI,O,O,O,X,X,O,X
OLZTSIJ,O,O,O,X,X,X,X
OLZTSJI,O,O,O,X,X,X,X
OLZITJS,X,X,O,X,X,X,X
OLZITSJ,X,X,O,X,X,X,X
OLZIJTS,X,X,X,O,X,X,X
OLZIJST,X,O,X,O,X,X,X
OLZISTJ,X,O,O,X,O,X,X
OLZISJT,X,O,O,O,X,X,X
OLZJTIS,X,X,X,X,X,X,X
OLZJTSI,O,O,X,O,X,O,X
OLZJITS,X,X,X,O,X,X,X
OLZJIST,X,O,X,O,X,X,X
OLZJSTI,O,O,X,O,X,X,X
OLZJSIT,O,O,X,O,X,X,X
OLZSTIJ,O,O,O,X,O,X,X
OLZSTJI,O,O,O,X,O,X,X
OLZSITJ,O,O,O,X,O,X,X
OLZSIJT,O,O,O,O,X,X,X
OLZSJTI,O,O,O,O,X,X,X
OLZSJIT,O,O,X,O,X,X,X
OJTILSZ,O,X,X,X,X,X,X
OJTILZS,O,X,X,X,X,X,X
OJTISLZ,O,X,X,X,X,X,X
OJTISZL,O,X,X,X,X,X,X
OJTIZLS,X,X,X,X,X,X,X
OJTIZSL,X,X,X,X,X,X,X
OJTLISZ,O,X,X,X,X,X,X
OJTLIZS,X,X,X,X,X,X,X
OJTLSIZ,O,X,X,X,X,X,X
OJTLSZI,O,X,X,X,X,X,X
OJTLZIS,X,X,X,X,X,X,X
OJTLZSI,O,X,X,X,X,X,X
OJTSILZ,O,X,X,X,X,X,X
OJTSIZL,O,X,X,X,X,X,X
OJTSLIZ,O,X,X,X,X,X,X
OJTSLZI,O,X,X,X,X,X,X
OJTSZIL,O,X,X,X,X,X,X
OJTSZLI,O,X,X,X,X,X,X
OJTZILS,X,X,X,X,X,X,X
OJTZISL,X,X,X,X,X,X,X
OJTZLIS,X,X,X,X,X,X,X
OJTZLSI,X,X,X,X,X,X,X
OJTZSIL,X,X,X,X,X,X,X
OJTZSLI,X,X,X,X,X,X,X
OJITLSZ,O,X,X,X,X,X,X
OJITLZS,O,X,X,X,X,X,X
OJITSLZ,O,X,X,X,X,X,X
OJITSZL,O,X,X,X,X,X,X
OJITZLS,X,X,X,X,X,X,X
OJITZSL,X,X,X,X,X,X,X
OJILTSZ,O,X,X,O,X,X,X
OJILTZS,O,X,X,O,X,X,X
OJILSTZ,O,X,X,O,O,X,X
OJILSZT,O,X,X,O,X,X,X
OJILZTS,O,X,X,O,X,X,X
OJILZST,O,X,X,O,X,X,X
OJISTLZ,O,X,X,X,O,X,X
OJISTZL,O,X,X,X,O,X,X
OJISLTZ,O,X,X,O,O,X,X
OJISLZT,O,X,X,O,X,X,X
OJISZTL,O,X,X,O,X,X,X
OJISZLT,O,X,X,O,X,X,X
OJIZTLS,X,X,X,X,X,X,X
OJIZTSL,X,X,X,X,X,X,O
OJIZLTS,O,X,X,O,X,X,X
OJIZLST,O,X,X,O,X,X,O
OJIZSTL,O,X,X,O,X,X,O
OJIZSLT,O,X,X,O,X,X,O
OJLTISZ,O,X,X,O,X,X,X
OJLTIZS,X,X,X,O,X,X,X
OJLTSIZ,O,X,X,O,X,X,X
OJLTSZI,O,X,X,O,X,X,X
OJLTZIS,X,X,X,X,X,X,X
OJLTZSI,O,X,X,O,X,X,X
OJLITSZ,O,X,X,O,X,X,X
OJLITZS,O,X,X,O,X,X,X
OJLISTZ,O,X,X,O,O,X,X
OJLISZT,O,X,X,O,X,X,X
OJLIZTS,O,X,X,O,X,X,X
OJLIZST,O,X,X,O,X,X,X
OJLSTIZ,O,X,X,O,O,X,X
OJLSTZI,O,O,X,O,O,X,X
OJLSITZ,O,X,X,O,O,X,X
OJLSIZT,O,X,X,O,X,X,X
OJLSZTI,O,O,X,O,X,X,X
OJLSZIT,O,O,X,O,X,X,X
OJLZTIS,X,X,X,X,X,X,X
OJLZTSI,O,O,X,O,X,X,X
OJLZITS,X,X,X,O,X,X,X
OJLZIST,X,O,X,O,X,X,X
OJLZSTI,O,O,X,O,X,X,X
OJLZSIT,O,O,X,O,X,X,X
OJSTILZ,O,X,X,X,O,X,X
OJSTIZL,O,X,X,X,O,X,X
OJSTLIZ,O,X,X,X,O,X,X
OJSTLZI,O,O,X,X,O,X,X
OJSTZIL,O,O,X,X,O,X,X
OJSTZLI,O,O,X,X,O,X,X
OJSITLZ,O,X,X,X,O,X,X
OJSITZL,O,X,X,X,O,X,X
OJSILTZ,O,X,X,O,O,X,X
OJSILZT,O,X,X,O,X,X,X
OJSIZTL,O,X,X,O,X,X,X
OJSIZLT,O,X,X,O,X,X,X
OJSLTIZ,O,X,X,O,O,X,X
OJSLTZI,O,O,X,O,O,X,X
OJSLITZ,O,X,X,O,O,X,X
OJSLIZT,O,X,X,O,X,X,X
OJSLZTI,O,O,X,O,X,X,X
OJSLZIT,O,O,X,O,X,X,X
OJSZTIL,O,O,X,X,X,X,X
OJSZTLI,O,O,X,O,X,X,X
OJSZITL,O,O,X,X,X,X,X
OJSZILT,O,O,X,X,X,X,X
OJSZLTI,O,O,X,O,X,X,X
OJSZLIT,O,O,X,O,X,X,X
OJZTILS,X,X,X,X,X,X,X
OJZTISL,X,X,X,X,X,X,X
OJZTLIS,X,X,X,X,X,X,X
OJZTLSI,X,O,X,X,X,X,X
OJZTSIL,X,O,X,X,X,X,X
OJZTSLI,X,O,X,X,X,X,X
OJZITLS,X,X,X,X,X,X,X
OJZITSL,X,X,X,X,X,X,O
OJZILTS,O,X,X,X,X,X,X
OJZILST,O,O,X,X,X,X,O
OJZISTL,O,O,X,X,X,X,O
OJZISLT,O,O,X,X,X,X,O
OJZLTIS,X,X,X,X,X,X,X
OJZLTSI,O,O,X,O,X,X,X
OJZLITS,X,X,X,X,X,X,X
OJZLIST,X,O,X,O,X,X,X
OJZLSTI,O,O,X,O,X,X,X
OJZLSIT,O,O,X,O,X,X,X
OJZSTIL,O,O,X,X,X,X,X
OJZSTLI,O,O,X,O,X,X,X
OJZSITL,O,O,X,X,X,X,X
OJZSILT,O,O,X,X,X,X,X
OJZSLTI,O,O,X,O,X,X,X
OJZSLIT,O,O,X,O,X,X,X
OSTILJZ,O,X,X,X,O,X,X
OSTILZJ,O,O,X,X,O,X,X
OSTIJLZ,O,X,X,X,O,X,X
OSTIJZL,O,X,X,X,O,X,X
OSTIZLJ,O,O,X,X,O,X,X
OSTIZJL,O,O,X,X,O,X,X
OSTLIJZ,O,X,O,X,O,X,X
OSTLIZJ,O,O,O,X,O,X,X
OSTLJIZ,O,X,O,X,O,X,X
OSTLJZI,O,O,O,X,O,X,X
OSTLZIJ,O,O,O,X,O,X,X
OSTLZJI,O,O,O,X,O,X,X
OSTJILZ,O,X,X,X,O,X,X
OSTJIZL,O,X,X,X,O,X,X
OSTJLIZ,O,X,O,X,O,X,X
OSTJLZI,O,O,O,X,O,X,X
OSTJZIL,O,O,X,X,O,X,X
OSTJZLI,O,O,O,X,O,X,X
OSTZILJ,X,O,X,X,O,X,X
OSTZIJL,O,O,X,X,O,X,X
OSTZLIJ,O,O,O,X,O,X,X
OSTZLJI,O,O,O,X,O,X,X
OSTZJIL,O,O,X,X,O,X,X
OSTZJLI,O,O,O,X,O,X,X
OSITLJZ,O,O,O,X,O,X,X
OSITLZJ,O,O,O,X,O,X,X
OSITJLZ,O,O,O,X,O,X,X
OSITJZL,O,O,O,X,O,X,X
OSITZLJ,O,O,O,X,O,X,X
OSITZJL,O,O,O,X,O,X,X
OSILTJZ,O,O,O,O,O,X,X
OSILTZJ,O,O,O,X,O,X,X
OSILJTZ,O,O,O,O,O,X,X
OSILJZT,O,O,O,O,X,X,X
OSILZTJ,O,O,O,X,O,X,X
OSILZJT,O,O,O,O,X,X,X
OSIJTLZ,O,O,X,X,O,X,X
OSIJTZL,O,O,X,X,O,X,X
OSIJLTZ,O,O,X,O,O,X,X
OSIJLZT,O,O,X,O,X,X,X
OSIJZTL,O,O,X,O,X,X,X
OSIJZLT,O,O,X,O,X,X,X
OSIZTLJ,O,O,O,X,O,X,X
OSIZTJL,O,O,O,X,O,X,X
OSIZLTJ,O,O,O,X,O,X,X
OSIZLJT,O,O,O,X,X,X,X
OSIZJTL,O,O,X,X,X,X,X
OSIZJLT,O,O,X,X,X,X,X
OSLTIJZ,O,X,O,O,O,X,X
OSLTIZJ,O,O,O,X,O,X,X
OSLTJIZ,O,X,O,O,O,X,X
OSLTJZI,O,O,O,O,O,X,X
OSLTZIJ,O,O,O,X,O,X,X
OSLTZJI,O,O,O,X,O,X,X
OSLITJZ,O,X,O,O,O,X,X
OSLITZJ,O,O,O,X,O,X,X
OSLIJTZ,O,X,O,O,O,X,X
OSLIJZT,O,X,O,O,X,X,X
OSLIZTJ,O,O,O,X,O,X,X
OSLIZJT,O,O,O,O,X,X,X
OSLJTIZ,O,X,O,O,O,X,X
OSLJTZI,O,O,O,O,O,X,X
OSLJITZ,O,X,O,O,O,X,X
OSLJIZT,O,X,O,O,X,X,X
OSLJZTI,O,O,O,O,X,X,X
OSLJZIT,O,O,X,O,X,X,X
OSLZTIJ,O,O,O,X,O,X,X
OSLZTJI,O,O,O,X,O,X,X
OSLZITJ,O,O,O,X,O,X,X
OSLZIJT,O,O,O,O,X,X,X
OSLZJTI,O,O,O,O,X,X,X
OSLZJIT,O,O,X,O,X,X,X
OSJTILZ,O,X,X,X,O,X,X
OSJTIZL,O,X,X,X,O,X,X
OSJTLIZ,O,X,X,X,O,X,X
OSJTLZI,O,O,X,X,O,X,X
OSJTZIL,O,O,X,X,O,X,X
OSJTZLI,O,O,X,X,O,X,X
OSJITLZ,O,X,X,X,O,X,X
OSJITZL,O,X,X,X,O,X,X
OSJILTZ,O,X,X,O,O,X,X
OSJILZT,O,X,X,O,X,X,X
OSJIZTL,O,X,X,O,X,X,X
OSJIZLT,O,X,X,O,X,X,X
OSJLTIZ,O,X,X,O,O,X,X
OSJLTZI,O,O,X,O,O,X,X
OSJLITZ,O,X,X,O,O,X,X
OSJLIZT,O,X,X,O,X,X,X
OSJLZTI,O,O,X,O,X,X,X
OSJLZIT,O,O,X,O,X,X,X
OSJZTIL,O,O,X,X,X,X,X
OSJZTLI,O,O,X,O,X,X,X
OSJZITL,O,O,X,X,X,X,X
OSJZILT,O,O,X,X,X,X,X
OSJZLTI,O,O,X,O,X,X,X
OSJZLIT,O,O,X,O,X,X,X
OSZTILJ,X,O,X,X,O,X,X
OSZTIJL,O,O,X,X,O,X,X
OSZTLIJ,O,O,O,X,O,X,X
OSZTLJI,O,O,O,X,O,X,X
OSZTJIL,O,O,X,X,O,X,X
OSZTJLI,O,O,O,X,O,X,X
OSZITLJ,O,O,X,X,O,X,X
OSZITJL,O,O,X,X,O,X,X
