sequence,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeOFJvhFXhBVnBaoB5?oBzqB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeTAJvhFxhBXjBimB+?tB0qBlsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexAJvhFVnBGjBilB/?tBzqB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeTAJvhFOmBxiBFnBX?oB0qBSyB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MelAJvhFUiB5oB/qBO?rBysBzsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeXBJvhFxiB2qBFnB6?tBzsB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexAJvhFTjB/qBarBF?nBGtB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeUCJvhF5oB/qBFmBy?sBmqBzsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeRCJvhFcoB/qBFmBT?nBSyBmqB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexBJvhFXjBTlBimB+?tBlsB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeXBJvhFxiB2qBFnBC?tBTtB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeUCJvhF/qBFmBxsBT?tBmqBCtB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeKFJvhFUiBFmBxsBX?tBzqBGtB
LTZOJIS,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZOJSI,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,X,O,O,X,X,X,X,O,X,X,X,X
LTZOSJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LTOIJSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
LTOIJZS,O,X,O,O,X,O,X,X,X,X,X,X,X
LTOISJZ,O,X,O,X,X,O,X,X,X,X,X,X,X
LTOISZJ,O,X,O,X,X,O,X,X,X,X,X,X,O
LTOIZJS,O,X,O,O,X,O,X,X,X,X,X,X,X
LTOIZSJ,O,X,O,O,X,O,X,X,X,X,X,X,O
LTOJISZ,O,X,O,X,X,O,X,X,X,O,O,X,X
LTOJIZS,O,X,O,O,X,O,X,X,X,O,O,X,X
LTOJSIZ,O,X,O,O,X,O,X,X,X,O,O,X,X
LTOJSZI,O,X,O,O,X,O,X,X,X,O,O,X,X
LTOJZIS,O,X,O,O,X,O,X,X,X,O,O,X,X
LTOJZSI,O,X,O,O,X,O,X,X,X,O,O,X,X
LTOSIJZ,O,X,O,O,X,O,X,X,X,X,X,X,X
LTOSIZJ,O,X,O,O,X,O,X,X,O,X,X,X,X
LTOSJIZ,O,X,O,O,X,O,X,X,X,X,O,X,X
LTOSJZI,O,X,O,O,X,O,X,X,O,X,O,X,X
LTOSZIJ,O,X,O,O,X,O,X,X,O,X,X,X,X
LTOSZJI,O,X,O,O,X,O,X,X,O,X,X,X,X
LTOZIJS,O,X,O,O,X,O,X,X,X,X,X,X,X
LTOZISJ,O,X,O,O,X,O,X,X,O,X,X,X,O
LTOZJIS,O,X,O,O,X,O,X,X,X,X,X,X,X
LTOZJSI,O,X,O,O,X,O,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,O,X,O,X,X,O,X,X,X,X
LTOZSJI,O,X,O,O,X,O,X,X,O,X,X,X,X
LITJSZO,O,O,O,O,O,X,X,X,X,X,X,X,O
LITJSOZ,O,X,O,O,O,O,X,X,X,X,O,X,X
LITJZSO,O,O,O,O,O,X,X,X,X,X,X,X,O
LITJZOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LITJOSZ,O,X,X,X,X,X,X,X,X,X,O,X,X
LITJOZS,O,X,X,O,X,X,X,X,X,X,O,X,X
LITSJZO,O,X,O,O,O,X,X,O,X,X,X,X,O
LITSJOZ,O,X,O,O,O,O,X,X,X,X,O,X,X
LITSZJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LITSZOJ,O,X,O,O,X,X,X,O,X,X,X,X,O
LITSOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LITSOZJ,O,X,X,O,X,X,X,O,X,X,X,X,O
LITZJSO,O,O,O,O,O,X,X,X,X,X,X,X,O
LITZJOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LITZSJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LITZSOJ,O,X,O,O,X,X,X,O,X,X,X,X,O
LITZOJS,O,O,X,O,X,X,X,X,X,X,X,X,X
LITZOSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
LITOJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,O,X,X,O,X,X,X,X,X,X,X,X,X
LITOSJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LITOZJS,O,X,X,O,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
LIJTSZO,O,O,O,X,O,X,X,X,X,O,X,X,O
LIJTSOZ,O,O,O,X,O,O,X,X,X,O,O,X,X
LIJTZSO,O,O,O,X,O,X,X,X,X,O,X,X,O
LIJTZOS,O,O,X,X,X,X,X,X,X,O,X,X,X
LIJTOSZ,O,O,X,X,X,X,X,X,X,O,O,X,X
LIJTOZS,X,O,X,X,X,X,X,X,X,O,O,X,X
LIJSTZO,X,O,O,X,O,X,X,O,X,X,X,X,X
LIJSTOZ,X,X,O,X,O,O,X,X,X,X,O,X,X
LIJSZTO,X,O,X,X,O,X,X,O,X,X,X,X,X
LIJSZOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,O,X,X,X,X,O,X,X,X
LIJSOZT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJZTSO,O,O,O,X,O,X,X,X,X,X,X,X,O
LIJZTOS,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,O,O,X,X,O,X,X,O,X,X,X,X,X
LIJZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJZOTS,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X
LIJOSTZ,X,X,X,X,O,X,X,X,X,O,X,X,X
LIJOSZT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJOZTS,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,O,X,X,O,X,X,X,X,X,X,X,X
LISTJZO,X,X,O,O,O,X,X,O,X,X,X,X,O
LISTJOZ,X,X,O,O,O,X,X,X,X,X,X,X,X
LISTZJO,X,X,O,O,X,X,X,O,X,X,X,X,O
LISTZOJ,X,X,O,O,X,X,X,O,O,X,X,O,O
LISTOJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,O,X,X,X,O,O,X,X,O,O
LISJTZO,X,O,O,X,O,X,X,O,X,X,X,X,X
LISJTOZ,X,X,O,X,O,X,X,X,X,X,X,X,X
LISJZTO,X,O,X,O,O,X,X,O,X,X,X,X,X
LISJZOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJOZT,X,O,X,X,O,X,X,X,X,X,X,X,X
LISZTJO,X,X,O,O,X,X,X,O,X,X,X,X,O
LISZTOJ,X,X,O,O,X,X,X,O,O,X,X,O,O
LISZJTO,X,O,X,O,O,X,X,O,X,X,X,X,X
LISZJOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,O,X,X,X,O,O,X,X,X,X
LISZOJT,X,O,X,O,X,X,X,X,O,X,X,X,X
LISOTJZ,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LISOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOJZT,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,O,X,X,X,O,O,X,X,X,X
LISOZJT,X,X,X,O,X,X,X,X,O,X,X,X,X
LIZTJSO,O,O,O,O,O,X,X,X,X,X,X,X,O
LIZTJOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZTSJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LIZTSOJ,O,X,O,O,X,X,X,O,X,X,X,X,O
LIZTOJS,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
LIZJTSO,O,O,O,O,O,X,X,X,X,X,X,X,O
LIZJTOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZJSTO,O,O,X,O,O,X,X,O,X,X,X,X,X
LIZJSOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LIZJOTS,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZJOST,O,O,X,O,O,X,X,X,X,X,X,X,X
LIZSTJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LIZSTOJ,O,X,O,O,X,X,X,O,O,X,X,O,O
LIZSJTO,O,O,X,O,O,X,X,O,X,X,X,X,X
LIZSJOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,O,X,X,X,O,O,X,X,X,X
LIZSOJT,O,O,X,O,X,X,X,X,O,X,X,X,X
LIZOTJS,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,X,O,O,X,X,X,X,O,X,X,X,O
LIZOJTS,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZOJST,O,O,X,O,O,X,X,X,O,X,X,X,X
LIZOSTJ,O,X,X,O,X,X,X,O,O,X,X,X,X
LIZOSJT,O,O,X,O,X,X,X,X,O,X,X,X,X
LIOTJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LIOTZJS,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,O,X,X,X,X,X,X,X,X,X,O
LIOJTSZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LIOJTZS,O,X,X,X,X,X,X,X,X,O,X,X,X
LIOJSTZ,O,X,X,X,O,X,X,X,X,O,X,X,X
LIOJSZT,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,O,O,X,X,X,X
LIOSJTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,X,X,X,O,O,X,X,X,X
LIOSZJT,O,X,X,X,X,X,X,X,O,X,X,X,X
LIOZTJS,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,X,O,X,X,X,X,X,O,X,X,X,O
LIOZJTS,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,O,O,X,X,O,X,X,X,O,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,X,O,O,X,X,X,X
LIOZSJT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJTISZO,O,O,O,O,O,X,X,X,X,O,X,X,O
LJTISOZ,O,O,O,O,O,O,X,X,X,O,O,X,X
LJTIZSO,O,O,O,O,O,X,X,X,X,O,X,X,O
LJTIZOS,O,O,X,O,X,X,X,X,X,O,X,X,X
LJTIOSZ,O,O,X,X,X,X,X,X,X,O,O,X,X
LJTIOZS,X,O,X,O,X,X,X,X,X,O,O,X,X
LJTSIZO,O,O,O,O,O,X,O,X,X,O,X,X,X
LJTSIOZ,O,O,O,O,O,O,O,X,X,O,O,X,X
LJTSZIO,O,O,O,O,O,X,O,X,X,O,X,X,X
LJTSZOI,O,O,O,O,O,O,O,X,X,O,O,X,X
LJTSOIZ,O,O,O,O,O,O,O,X,X,O,O,X,X
LJTSOZI,X,O,O,O,O,O,O,X,X,O,O,X,X
LJTZISO,O,O,O,O,O,X,X,X,X,O,X,X,O
LJTZIOS,O,O,X,O,X,X,X,X,X,O,X,X,X
LJTZSIO,O,O,O,O,O,X,X,X,X,O,X,X,X
LJTZSOI,O,O,O,O,O,O,X,X,X,O,O,X,X
LJTZOIS,O,O,X,O,X,X,X,X,X,O,O,X,X
LJTZOSI,O,O,X,O,X,X,X,X,X,O,O,X,X
LJTOISZ,O,O,X,X,X,O,X,X,X,O,O,X,X
LJTOIZS,X,O,X,O,X,O,X,X,X,O,O,X,X
LJTOSIZ,O,O,X,O,X,O,O,X,X,O,O,X,X
LJTOSZI,X,O,X,O,X,O,O,X,X,O,O,X,X
LJTOZIS,X,O,X,O,X,O,X,X,X,O,O,X,X
LJTOZSI,X,O,X,O,X,O,X,X,X,O,O,X,X
LJITSZO,O,O,O,X,O,X,X,X,X,O,X,X,O
LJITSOZ,O,O,O,X,O,O,X,X,X,O,O,X,X
LJITZSO,O,O,O,X,O,X,X,X,X,O,X,X,O
LJITZOS,O,O,X,X,X,X,X,X,X,O,X,X,X
LJITOSZ,O,O,X,X,X,X,X,X,X,O,O,X,X
LJITOZS,X,O,X,X,X,X,X,X,X,O,O,X,X
LJISTZO,X,O,O,X,O,X,X,O,X,X,X,X,X
LJISTOZ,X,X,O,X,O,O,X,X,X,X,O,X,X
LJISZTO,X,O,X,X,O,X,X,O,X,X,X,X,X
LJISZOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,O,X,X,X,X,O,X,X,X
LJISOZT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIZTSO,O,O,O,X,O,X,X,X,X,X,X,X,O
LJIZTOS,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIZSTO,O,O,X,X,O,X,X,O,X,X,X,X,X
LJIZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIZOTS,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X
LJIOSTZ,X,X,X,X,O,X,X,X,X,O,X,X,X
LJIOSZT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIOZTS,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSTIZO,X,O,O,O,O,X,O,O,X,O,X,X,X
LJSTIOZ,X,O,O,O,O,O,O,X,X,O,O,X,X
LJSTZIO,X,O,O,O,O,X,O,O,X,O,X,X,X
LJSTZOI,X,O,O,O,O,O,O,X,O,O,O,X,X
LJSTOIZ,X,O,O,O,O,O,O,X,X,O,O,X,X
LJSTOZI,X,O,O,O,O,O,O,X,O,O,O,X,X
LJSITZO,X,O,O,X,O,X,O,O,X,X,X,X,X
LJSITOZ,X,X,O,X,O,O,O,X,X,X,O,X,X
LJSIZTO,X,O,X,O,O,X,O,O,X,X,X,X,X
LJSIZOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,O,X,O,X,X,O,X,X,X
LJSIOZT,X,O,X,X,O,X,O,X,X,X,X,X,X
LJSZTIO,X,O,O,O,O,X,O,O,X,X,X,X,X
LJSZTOI,X,O,O,O,O,O,O,X,O,X,O,X,X
LJSZITO,X,O,X,O,O,X,O,O,X,X,X,X,X
LJSZIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LJSZOTI,X,O,X,O,O,X,O,X,O,O,X,X,X
LJSZOIT,X,O,X,O,O,X,O,X,O,X,X,X,X
LJSOTIZ,X,X,O,X,O,O,O,X,X,O,O,X,X
LJSOTZI,X,X,O,X,O,O,O,X,O,O,O,X,X
LJSOITZ,X,X,X,X,O,O,O,X,X,O,X,X,X
LJSOIZT,X,O,X,X,O,X,O,X,X,X,X,X,X
LJSOZTI,X,O,X,X,O,O,O,X,O,O,X,X,X
LJSOZIT,X,O,X,X,O,X,O,X,O,X,X,X,X
LJZTISO,O,O,O,O,O,X,X,X,X,O,X,X,X
LJZTIOS,O,O,X,O,X,X,X,X,X,O,X,X,X
LJZTSIO,O,O,O,O,O,X,X,X,X,O,X,X,X
LJZTSOI,O,O,O,O,O,O,X,X,X,O,O,X,X
LJZTOIS,O,O,X,O,X,X,X,X,X,O,O,X,X
LJZTOSI,O,O,X,O,X,X,X,X,X,O,O,X,X
LJZITSO,O,O,O,O,O,X,X,X,X,X,X,X,X
LJZITOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZISTO,O,O,X,O,O,X,X,O,X,X,X,X,X
LJZISOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LJZIOTS,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZIOST,X,O,X,O,O,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,O,O,X,X,O,X,X,X,X,X
LJZSTOI,O,O,O,O,O,O,X,X,O,X,O,X,X
LJZSITO,O,O,X,O,O,X,X,O,X,X,X,X,X
LJZSIOT,X,O,X,O,O,X,X,X,X,X,X,X,X
LJZSOTI,X,O,X,O,O,X,X,X,O,O,X,X,X
LJZSOIT,X,O,X,O,O,X,X,X,O,X,X,X,X
LJZOTIS,O,O,X,O,X,X,X,X,X,O,X,X,X
LJZOTSI,O,O,X,O,X,X,X,X,X,O,X,X,X
LJZOITS,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZOIST,X,O,X,O,O,X,X,X,O,X,X,X,X
LJZOSTI,X,O,X,O,O,X,X,X,O,O,X,X,X
LJZOSIT,X,O,X,O,O,X,X,X,O,X,X,X,X
LJOTISZ,X,O,X,X,X,O,X,X,X,O,O,X,X
LJOTIZS,X,O,X,X,X,O,X,X,X,O,O,X,X
LJOTSIZ,X,O,X,X,X,O,O,X,X,O,O,X,X
LJOTSZI,X,O,X,X,X,O,O,X,X,O,O,X,X
LJOTZIS,X,O,X,X,X,O,X,X,X,O,O,X,X
LJOTZSI,X,O,X,X,X,O,X,X,X,O,O,X,X
LJOITSZ,X,X,X,X,X,O,X,X,X,O,X,X,X
LJOITZS,X,X,X,X,X,O,X,X,X,O,X,X,X
LJOISTZ,X,X,X,X,O,O,X,X,X,O,X,X,X
LJOISZT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOIZTS,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,O,O,O,X,X,O,O,X,X
LJOSTZI,X,X,X,X,O,O,O,X,O,O,O,X,X
LJOSITZ,X,X,X,X,O,O,O,X,X,O,X,X,X
LJOSIZT,X,O,X,X,O,X,O,X,X,X,X,X,X
LJOSZTI,X,O,X,X,O,O,O,X,O,O,X,X,X
LJOSZIT,X,O,X,X,O,X,O,X,O,X,X,X,X
LJOZTIS,X,O,X,X,X,O,X,X,X,O,X,X,X
LJOZTSI,X,O,X,X,X,O,X,X,X,O,X,X,X
LJOZITS,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,O,X,X,O,X,X,X,O,X,X,X,X
LJOZSTI,X,O,X,X,O,O,X,X,O,O,X,X,X
LJOZSIT,X,O,X,X,O,X,X,X,O,X,X,X,X
LSTIJZO,X,X,O,O,O,X,O,O,X,X,X,X,O
LSTIJOZ,X,X,O,O,O,O,O,X,X,X,O,X,X
LSTIZJO,X,X,O,O,X,X,O,O,X,X,X,X,O
LSTIZOJ,X,X,O,O,X,X,X,O,O,X,X,O,O
LSTIOJZ,X,X,O,O,X,X,O,X,X,X,X,X,X
LSTIOZJ,X,X,X,O,X,X,X,O,O,X,X,O,O
LSTJIZO,X,X,O,O,O,X,O,O,X,X,X,X,X
LSTJIOZ,X,X,O,O,O,O,O,X,X,X,O,X,X
LSTJZIO,X,X,O,O,O,X,O,O,X,X,X,X,X
LSTJZOI,X,X,O,O,O,O,O,X,O,X,O,X,X
LSTJOIZ,X,X,O,O,O,O,O,X,X,X,O,X,X
LSTJOZI,X,X,O,O,O,O,O,X,O,X,O,X,X
LSTZIJO,X,X,O,O,X,X,O,O,X,X,X,X,O
LSTZIOJ,X,X,O,O,X,X,X,O,O,X,X,O,O
LSTZJIO,X,X,O,O,X,X,O,O,X,X,X,X,X
LSTZJOI,X,X,O,O,X,O,O,X,O,X,O,X,X
LSTZOIJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSTZOJI,X,X,O,O,X,X,X,X,O,X,X,X,X
LSTOIJZ,X,X,O,O,X,X,O,X,X,X,X,X,X
LSTOIZJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSTOJIZ,X,X,O,O,X,O,O,X,X,X,O,X,X
LSTOJZI,X,X,O,O,X,O,O,X,O,X,O,X,X
LSTOZIJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSTOZJI,X,X,O,O,X,X,X,X,O,X,X,X,X
LSITJZO,X,X,O,O,O,X,O,O,X,X,X,X,O
LSITJOZ,X,X,O,O,O,X,O,X,X,X,X,X,X
LSITZJO,X,X,O,O,X,X,O,O,X,X,X,X,O
LSITZOJ,X,X,O,O,X,X,X,O,O,X,X,O,O
LSITOJZ,X,X,O,O,X,X,O,X,X,X,X,X,X
LSITOZJ,X,X,X,O,X,X,X,O,O,X,X,O,O
LSIJTZO,X,O,O,X,O,X,O,O,X,X,X,X,X
LSIJTOZ,X,X,O,X,O,X,O,X,X,X,X,X,X
LSIJZTO,X,O,X,O,O,X,O,O,X,X,X,X,X
LSIJZOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,O,X,O,X,X,X,X,X,X
LSIJOZT,X,O,X,X,O,X,O,X,X,X,X,X,X
LSIZTJO,X,X,O,O,X,X,O,O,X,X,X,X,O
LSIZTOJ,X,X,O,O,X,X,X,O,O,X,X,O,O
LSIZJTO,X,O,X,O,O,X,O,O,X,X,X,X,X
LSIZJOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LSIZOTJ,X,X,X,O,X,X,X,O,O,X,X,X,X
LSIZOJT,X,O,X,O,X,X,X,X,O,X,X,X,X
LSIOTJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LSIOTZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LSIOJTZ,X,X,X,X,O,X,O,X,X,X,X,X,X
LSIOJZT,X,X,X,X,O,X,O,X,X,X,X,X,X
LSIOZTJ,X,X,X,O,X,X,X,O,O,X,X,X,X
LSIOZJT,X,X,X,O,X,X,X,X,O,X,X,X,X
LSJTIZO,X,O,O,O,O,X,O,O,X,O,X,X,X
LSJTIOZ,X,O,O,O,O,O,O,X,X,O,O,X,X
LSJTZIO,X,O,O,O,O,X,O,O,X,O,X,X,X
LSJTZOI,X,O,O,O,O,O,O,X,O,O,O,X,X
LSJTOIZ,X,O,O,O,O,O,O,X,X,O,O,X,X
LSJTOZI,X,O,O,O,O,O,O,X,O,O,O,X,X
LSJITZO,X,O,O,X,O,X,O,O,X,X,X,X,X
LSJITOZ,X,X,O,X,O,O,O,X,X,X,O,X,X
LSJIZTO,X,O,X,O,O,X,O,O,X,X,X,X,X
LSJIZOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,O,X,O,X,X,O,X,X,X
LSJIOZT,X,O,X,X,O,X,O,X,X,X,X,X,X
LSJZTIO,X,O,O,O,O,X,O,O,X,X,X,X,X
LSJZTOI,X,O,O,O,O,O,O,X,O,X,O,X,X
LSJZITO,X,O,X,O,O,X,O,O,X,X,X,X,X
LSJZIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LSJZOTI,X,O,X,O,O,X,O,X,O,O,X,X,X
LSJZOIT,X,O,X,O,O,X,O,X,O,X,X,X,X
LSJOTIZ,X,X,O,X,O,O,O,X,X,O,O,X,X
LSJOTZI,X,X,O,X,O,O,O,X,O,O,O,X,X
LSJOITZ,X,X,O,X,O,X,O,X,X,O,X,X,X
LSJOIZT,X,O,X,X,O,X,O,X,X,X,X,X,X
LSJOZTI,X,O,O,X,O,X,O,X,O,O,X,X,X
LSJOZIT,X,O,X,X,O,X,O,X,O,X,X,X,X
LSZTIJO,X,X,O,O,X,X,O,O,X,X,X,X,X
LSZTIOJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSZTJIO,X,X,O,O,X,X,O,O,X,X,X,X,X
LSZTJOI,X,X,O,O,X,X,O,X,O,X,X,X,X
LSZTOIJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSZTOJI,X,X,O,O,X,X,X,X,O,X,X,X,X
LSZITJO,X,X,O,O,X,X,O,O,X,X,X,X,X
LSZITOJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSZIJTO,X,O,X,O,O,X,O,O,X,X,X,X,X
LSZIJOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LSZIOTJ,X,X,X,O,X,X,X,O,O,X,X,X,X
LSZIOJT,X,O,X,O,X,X,X,X,O,X,X,X,X
LSZJTIO,X,O,O,O,O,X,O,O,X,X,X,X,X
LSZJTOI,X,O,O,O,O,X,O,X,O,X,X,X,X
LSZJITO,X,O,X,O,O,X,O,O,X,X,X,X,X
LSZJIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LSZJOTI,X,O,X,O,O,X,O,X,O,X,X,X,X
LSZJOIT,X,O,X,O,O,X,O,X,O,X,X,X,X
LSZOTIJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSZOTJI,X,X,O,O,X,X,X,X,O,X,X,X,X
LSZOITJ,X,X,X,O,X,X,X,O,O,X,X,X,X
LSZOIJT,X,O,X,O,X,X,X,X,O,X,X,X,X
LSZOJTI,X,O,X,O,X,X,X,X,O,X,X,X,X
LSZOJIT,X,O,X,O,X,X,X,X,O,X,X,X,X
LSOTIJZ,X,X,O,O,X,X,O,X,X,X,X,X,X
LSOTIZJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSOTJIZ,X,X,O,O,X,X,O,X,X,X,X,X,X
LSOTJZI,X,X,O,O,X,X,O,X,O,X,X,X,X
LSOTZIJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSOTZJI,X,X,O,O,X,X,X,X,O,X,X,X,X
LSOITJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LSOITZJ,X,X,O,X,X,X,X,O,O,X,X,X,X
LSOIJTZ,X,X,O,X,O,X,O,X,X,X,X,X,X
LSOIJZT,X,X,X,X,O,X,O,X,X,X,X,X,X
LSOIZTJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSOIZJT,X,X,X,O,X,X,X,X,O,X,X,X,X
LSOJTIZ,X,X,O,X,O,X,O,X,X,O,X,X,X
LSOJTZI,X,X,O,X,O,X,O,X,O,O,X,X,X
LSOJITZ,X,X,O,X,O,X,O,X,X,O,X,X,X
LSOJIZT,X,X,X,X,O,X,O,X,X,X,X,X,X
LSOJZTI,X,X,O,X,O,X,O,X,O,O,X,X,X
LSOJZIT,X,X,X,X,O,X,O,X,O,X,X,X,X
LSOZTIJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSOZTJI,X,X,O,O,X,X,X,X,O,X,X,X,X
LSOZITJ,X,X,O,O,X,X,X,O,O,X,X,X,X
LSOZIJT,X,X,X,O,X,X,X,X,O,X,X,X,X
LSOZJTI,X,X,O,O,X,X,X,X,O,X,X,X,X
LSOZJIT,X,X,X,O,X,X,X,X,O,X,X,X,X
LZTIJSO,O,O,O,O,O,X,X,X,X,X,X,X,O
LZTIJOS,O,O,X,O,X,X,X,X,X,X,X,X,X
