sequence,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFFiBTjB?GmBUrBisB3qB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFFiBTjB?GmB3qBisBUrB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFzgB+mB?iiBcoB1vBXsB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFamBfnB?TjB+qB0nB1wB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFiiBcoB?+qBTmBXsBFrB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFWmBiiB?coB3qBFsBTrB
ZJTOILS,O,X,O,O,X,X
ZJTOISL,X,X,O,O,X,X
ZJTOLIS,O,X,O,O,X,X
ZJTOLSI,O,X,O,O,X,X
ZJTOSIL,X,X,O,O,X,X
ZJTOSLI,X,X,O,O,X,X
ZJITLSO,O,X,O,O,O,O
ZJITLOS,O,X,O,O,X,X
ZJITSLO,X,X,O,O,O,O
ZJITSOL,X,X,O,O,O,O
ZJITOLS,O,X,O,O,X,X
ZJITOSL,X,X,O,O,X,X
ZJILTSO,O,X,O,X,O,O
ZJILTOS,O,X,O,X,X,X
ZJILSTO,O,X,X,X,O,X
ZJILSOT,O,X,X,X,O,X
ZJILOTS,O,X,X,X,X,X
ZJILOST,O,X,X,X,O,X
ZJISTLO,X,X,X,X,O,O
ZJISTOL,X,X,X,X,O,O
ZJISLTO,O,X,X,X,O,X
ZJISLOT,O,X,X,X,O,X
ZJISOTL,X,X,X,X,O,X
ZJISOLT,O,X,X,X,O,X
ZJIOTLS,O,X,X,O,X,X
ZJIOTSL,X,X,X,O,X,X
ZJIOLTS,O,X,X,X,X,X
ZJIOLST,O,X,X,X,O,X
ZJIOSTL,X,X,X,X,O,X
ZJIOSLT,O,X,X,X,O,X
ZJLTISO,O,X,O,X,O,O
ZJLTIOS,O,X,O,X,X,X
ZJLTSIO,O,X,O,X,O,O
ZJLTSOI,O,X,O,X,O,O
ZJLTOIS,O,X,O,X,X,X
ZJLTOSI,O,X,O,X,X,X
ZJLITSO,O,X,O,X,O,O
ZJLITOS,O,X,O,X,X,X
ZJLISTO,O,X,X,X,O,X
ZJLISOT,O,X,X,X,O,X
ZJLIOTS,O,X,X,X,X,X
ZJLIOST,O,X,X,X,O,X
ZJLSTIO,O,X,X,X,O,X
ZJLSTOI,O,X,X,X,O,X
ZJLSITO,O,X,X,X,O,X
ZJLSIOT,O,X,X,X,O,X
ZJLSOTI,O,X,X,X,O,X
ZJLSOIT,O,X,X,X,O,X
ZJLOTIS,O,X,X,X,X,X
ZJLOTSI,O,X,X,X,X,X
ZJLOITS,O,X,X,X,X,X
ZJLOIST,O,X,X,X,O,X
ZJLOSTI,O,X,X,X,O,X
ZJLOSIT,O,X,X,X,O,X
ZJSTILO,X,X,X,X,O,O
ZJSTIOL,X,X,X,X,O,O
ZJSTLIO,X,X,X,X,O,O
ZJSTLOI,X,X,X,X,O,O
ZJSTOIL,X,X,X,X,O,O
ZJSTOLI,X,X,X,X,O,O
ZJSITLO,X,X,X,X,O,O
ZJSITOL,X,X,X,X,O,O
ZJSILTO,O,X,X,X,O,X
ZJSILOT,O,X,X,X,O,X
ZJSIOTL,X,X,X,X,O,X
ZJSIOLT,O,X,X,X,O,X
ZJSLTIO,O,X,X,X,O,X
ZJSLTOI,O,X,X,X,O,X
ZJSLITO,O,X,X,X,O,X
ZJSLIOT,O,X,X,X,O,X
ZJSLOTI,O,X,X,X,O,X
ZJSLOIT,O,X,X,X,O,X
ZJSOTIL,X,X,X,X,O,X
ZJSOTLI,X,X,X,X,O,X
ZJSOITL,X,X,X,X,O,X
ZJSOILT,O,X,X,X,O,X
ZJSOLTI,O,X,X,X,O,X
ZJSOLIT,O,X,X,X,O,X
ZJOTILS,O,X,X,O,X,X
ZJOTISL,X,X,X,O,X,X
ZJOTLIS,O,X,X,O,X,X
ZJOTLSI,O,X,X,O,X,X
ZJOTSIL,X,X,X,O,X,X
ZJOTSLI,X,X,X,O,X,X
ZJOITLS,O,X,X,O,X,X
ZJOITSL,X,X,X,O,X,X
ZJOILTS,O,X,X,X,X,X
ZJOILST,O,X,X,X,O,X
ZJOISTL,X,X,X,X,O,X
ZJOISLT,O,X,X,X,O,X
ZJOLTIS,O,X,X,X,X,X
ZJOLTSI,O,X,X,X,X,X
ZJOLITS,O,X,X,X,X,X
ZJOLIST,O,X,X,X,O,X
ZJOLSTI,O,X,X,X,O,X
ZJOLSIT,O,X,X,X,O,X
ZJOSTIL,X,X,X,X,O,X
ZJOSTLI,X,X,X,X,O,X
ZJOSITL,X,X,X,X,O,X
ZJOSILT,O,X,X,X,O,X
ZJOSLTI,O,X,X,X,O,X
ZJOSLIT,O,X,X,X,O,X
ZSTILJO,X,X,O,X,O,O
ZSTILOJ,X,X,O,X,X,O
ZSTIJLO,X,X,O,X,O,O
ZSTIJOL,X,X,O,X,O,O
ZSTIOLJ,X,X,O,X,X,O
ZSTIOJL,X,X,O,X,X,O
ZSTLIJO,X,X,O,X,O,O
ZSTLIOJ,X,X,O,X,X,O
ZSTLJIO,X,X,O,X,O,O
ZSTLJOI,X,X,O,X,O,O
ZSTLOIJ,X,X,O,X,X,O
ZSTLOJI,X,X,O,X,X,O
ZSTJILO,X,X,O,X,O,O
ZSTJIOL,X,X,O,X,O,O
ZSTJLIO,X,X,O,X,O,O
ZSTJLOI,X,X,O,X,O,O
ZSTJOIL,X,X,O,X,O,O
ZSTJOLI,X,X,O,X,O,O
ZSTOILJ,X,X,O,X,X,O
ZSTOIJL,X,X,O,X,X,O
ZSTOLIJ,X,X,O,X,X,O
ZSTOLJI,X,X,O,X,X,O
ZSTOJIL,X,X,O,X,X,O
ZSTOJLI,X,X,O,X,X,O
ZSITLJO,X,X,O,X,O,O
ZSITLOJ,X,X,O,X,X,O
ZSITJLO,X,X,O,X,O,O
ZSITJOL,X,X,O,X,O,O
ZSITOLJ,X,X,O,X,X,O
ZSITOJL,X,X,O,X,X,O
ZSILTJO,O,O,O,X,O,O
ZSILTOJ,O,O,O,X,X,O
ZSILJTO,O,O,X,X,O,X
ZSILJOT,O,O,X,X,O,X
ZSILOTJ,O,O,X,X,X,X
ZSILOJT,O,O,X,X,O,X
ZSIJTLO,X,X,X,X,O,O
ZSIJTOL,X,X,X,X,O,O
ZSIJLTO,O,O,X,X,O,X
ZSIJLOT,O,O,X,X,O,X
ZSIJOTL,X,X,X,X,O,X
ZSIJOLT,O,O,X,X,O,X
ZSIOTLJ,X,X,X,X,X,O
ZSIOTJL,X,X,X,X,X,O
ZSIOLTJ,O,O,X,X,X,X
ZSIOLJT,O,O,X,X,O,X
ZSIOJTL,X,X,X,X,O,X
ZSIOJLT,O,O,X,X,O,X
ZSLTIJO,O,O,O,X,O,O
ZSLTIOJ,O,O,O,X,X,O
ZSLTJIO,O,O,O,X,O,O
ZSLTJOI,O,O,O,X,O,O
ZSLTOIJ,O,O,O,X,X,O
ZSLTOJI,O,O,O,X,X,O
ZSLITJO,O,O,O,X,O,O
ZSLITOJ,O,O,O,X,X,O
ZSLIJTO,O,O,X,X,O,X
ZSLIJOT,O,O,X,X,O,X
ZSLIOTJ,O,O,X,X,X,X
ZSLIOJT,O,O,X,X,O,X
ZSLJTIO,O,O,X,X,O,X
ZSLJTOI,O,O,X,X,O,X
ZSLJITO,O,O,X,X,O,X
ZSLJIOT,O,O,X,X,O,X
ZSLJOTI,O,O,X,X,O,X
ZSLJOIT,O,O,X,X,O,X
ZSLOTIJ,O,O,X,X,X,X
ZSLOTJI,O,O,X,X,X,X
ZSLOITJ,O,O,X,X,X,X
ZSLOIJT,O,O,X,X,O,X
ZSLOJTI,O,O,X,X,O,X
ZSLOJIT,O,O,X,X,O,X
ZSJTILO,X,X,X,X,O,O
ZSJTIOL,X,X,X,X,O,O
ZSJTLIO,X,X,X,X,O,O
ZSJTLOI,X,X,X,X,O,O
ZSJTOIL,X,X,X,X,O,O
ZSJTOLI,X,X,X,X,O,O
ZSJITLO,X,X,X,X,O,O
ZSJITOL,X,X,X,X,O,O
ZSJILTO,O,O,X,X,O,X
ZSJILOT,O,O,X,X,O,X
ZSJIOTL,X,X,X,X,O,X
ZSJIOLT,O,O,X,X,O,X
ZSJLTIO,O,O,X,X,O,X
ZSJLTOI,O,O,X,X,O,X
ZSJLITO,O,O,X,X,O,X
ZSJLIOT,O,O,X,X,O,X
ZSJLOTI,O,O,X,X,O,X
ZSJLOIT,O,O,X,X,O,X
ZSJOTIL,X,X,X,X,O,X
ZSJOTLI,X,X,X,X,O,X
ZSJOITL,X,X,X,X,O,X
ZSJOILT,O,O,X,X,O,X
ZSJOLTI,O,O,X,X,O,X
ZSJOLIT,O,O,X,X,O,X
ZSOTILJ,X,X,X,X,X,O
ZSOTIJL,X,X,X,X,X,O
ZSOTLIJ,X,X,X,X,X,O
ZSOTLJI,X,X,X,X,X,O
ZSOTJIL,X,X,X,X,X,O
ZSOTJLI,X,X,X,X,X,O
ZSOITLJ,X,X,X,X,X,O
ZSOITJL,X,X,X,X,X,O
ZSOILTJ,O,O,X,X,X,X
ZSOILJT,O,O,X,X,O,X
ZSOIJTL,X,X,X,X,O,X
ZSOIJLT,O,O,X,X,O,X
ZSOLTIJ,O,O,X,X,X,X
ZSOLTJI,O,O,X,X,X,X
ZSOLITJ,O,O,X,X,X,X
ZSOLIJT,O,O,X,X,O,X
ZSOLJTI,O,O,X,X,O,X
ZSOLJIT,O,O,X,X,O,X
ZSOJTIL,X,X,X,X,O,X
ZSOJTLI,X,X,X,X,O,X
ZSOJITL,X,X,X,X,O,X
ZSOJILT,O,O,X,X,O,X
ZSOJLTI,O,O,X,X,O,X
ZSOJLIT,O,O,X,X,O,X
ZOTILJS,O,X,O,X,X,X
ZOTILSJ,O,O,O,X,X,O
ZOTIJLS,O,X,O,O,X,X
ZOTIJSL,X,X,O,O,X,X
ZOTISLJ,X,X,O,X,X,O
ZOTISJL,X,X,O,O,X,O
ZOTLIJS,O,X,O,X,X,X
ZOTLISJ,O,O,O,X,X,O
ZOTLJIS,O,X,O,X,X,X
ZOTLJSI,O,X,O,X,X,X
ZOTLSIJ,O,O,O,X,X,O
ZOTLSJI,O,O,O,X,X,O
ZOTJILS,O,X,O,O,X,X
ZOTJISL,X,X,O,O,X,X
ZOTJLIS,O,X,O,O,X,X
ZOTJLSI,O,X,O,O,X,X
ZOTJSIL,X,X,O,O,X,X
ZOTJSLI,X,X,O,O,X,X
ZOTSILJ,X,X,O,X,X,O
ZOTSIJL,X,X,O,O,X,O
ZOTSLIJ,X,X,O,X,X,O
ZOTSLJI,X,X,O,X,X,O
ZOTSJIL,X,X,O,O,X,O
ZOTSJLI,X,X,O,O,X,O
ZOITLJS,O,X,O,X,X,X
ZOITLSJ,O,O,O,X,X,O
ZOITJLS,O,X,O,O,X,X
ZOITJSL,X,X,O,O,X,X
ZOITSLJ,X,X,O,X,X,O
ZOITSJL,X,X,O,O,X,O
ZOILTJS,O,X,O,X,X,X
ZOILTSJ,O,O,O,X,X,O
ZOILJTS,O,X,X,X,X,X
ZOILJST,O,X,X,X,O,X
ZOILSTJ,O,O,X,X,X,X
ZOILSJT,O,O,X,X,O,X
ZOIJTLS,O,X,X,O,X,X
ZOIJTSL,X,X,X,O,X,X
ZOIJLTS,O,X,X,X,X,X
ZOIJLST,O,X,X,X,O,X
ZOIJSTL,X,X,X,X,O,X
ZOIJSLT,O,X,X,X,O,X
ZOISTLJ,X,X,X,X,X,O
ZOISTJL,X,X,X,X,X,O
ZOISLTJ,O,O,X,X,X,X
ZOISLJT,O,O,X,X,O,X
ZOISJTL,X,X,X,X,O,X
ZOISJLT,O,O,X,X,O,X
ZOLTIJS,O,X,O,X,X,X
ZOLTISJ,O,O,O,X,X,O
ZOLTJIS,O,X,O,X,X,X
ZOLTJSI,O,X,O,X,X,X
ZOLTSIJ,O,O,O,X,X,O
ZOLTSJI,O,O,O,X,X,O
ZOLITJS,O,X,O,X,X,X
ZOLITSJ,O,O,O,X,X,O
ZOLIJTS,O,X,X,X,X,X
ZOLIJST,O,X,X,X,O,X
ZOLISTJ,O,O,X,X,X,X
ZOLISJT,O,O,X,X,O,X
ZOLJTIS,O,X,X,X,X,X
ZOLJTSI,O,X,X,X,X,X
ZOLJITS,O,X,X,X,X,X
ZOLJIST,O,X,X,X,O,X
ZOLJSTI,O,X,X,X,O,X
ZOLJSIT,O,X,X,X,O,X
ZOLSTIJ,O,O,X,X,X,X
ZOLSTJI,O,O,X,X,X,X
ZOLSITJ,O,O,X,X,X,X
ZOLSIJT,O,O,X,X,O,X
ZOLSJTI,O,O,X,X,O,X
ZOLSJIT,O,O,X,X,O,X
ZOJTILS,O,X,X,O,X,X
ZOJTISL,X,X,X,O,X,X
ZOJTLIS,O,X,X,O,X,X
ZOJTLSI,O,X,X,O,X,X
ZOJTSIL,X,X,X,O,X,X
ZOJTSLI,X,X,X,O,X,X
ZOJITLS,O,X,X,O,X,X
ZOJITSL,X,X,X,O,X,X
ZOJILTS,O,X,X,X,X,X
ZOJILST,O,X,X,X,O,X
ZOJISTL,X,X,X,X,O,X
ZOJISLT,O,X,X,X,O,X
ZOJLTIS,O,X,X,X,X,X
ZOJLTSI,O,X,X,X,X,X
ZOJLITS,O,X,X,X,X,X
ZOJLIST,O,X,X,X,O,X
ZOJLSTI,O,X,X,X,O,X
ZOJLSIT,O,X,X,X,O,X
ZOJSTIL,X,X,X,X,O,X
ZOJSTLI,X,X,X,X,O,X
ZOJSITL,X,X,X,X,O,X
ZOJSILT,O,X,X,X,O,X
ZOJSLTI,O,X,X,X,O,X
ZOJSLIT,O,X,X,X,O,X
ZOSTILJ,X,X,X,X,X,O
ZOSTIJL,X,X,X,X,X,O
ZOSTLIJ,X,X,X,X,X,O
ZOSTLJI,X,X,X,X,X,O
ZOSTJIL,X,X,X,X,X,O
ZOSTJLI,X,X,X,X,X,O
ZOSITLJ,X,X,X,X,X,O
ZOSITJL,X,X,X,X,X,O
ZOSILTJ,O,O,X,X,X,X
ZOSILJT,O,O,X,X,O,X
ZOSIJTL,X,X,X,X,O,X
ZOSIJLT,O,O,X,X,O,X
ZOSLTIJ,O,O,X,X,X,X
ZOSLTJI,O,O,X,X,X,X
ZOSLITJ,O,O,X,X,X,X
ZOSLIJT,O,O,X,X,O,X
ZOSLJTI,O,O,X,X,O,X
ZOSLJIT,O,O,X,X,O,X
ZOSJTIL,X,X,X,X,O,X
ZOSJTLI,X,X,X,X,O,X
ZOSJITL,X,X,X,X,O,X
ZOSJILT,O,O,X,X,O,X
ZOSJLTI,O,O,X,X,O,X
ZOSJLIT,O,O,X,X,O,X
OTILJSZ,X,O,X,O,X,X
OTILJZS,O,X,O,O,X,X
OTILSJZ,X,O,O,O,X,X
OTILSZJ,O,O,O,X,X,X
OTILZJS,O,X,O,X,X,X
OTILZSJ,O,O,O,X,X,X
OTIJLSZ,X,O,X,O,X,X
OTIJLZS,O,X,O,O,X,X
OTIJSLZ,X,X,O,O,X,X
OTIJSZL,X,X,O,O,X,X
OTIJZLS,X,X,O,O,X,X
OTIJZSL,X,X,O,O,X,X
OTISLJZ,X,O,O,O,X,X
OTISLZJ,O,O,O,X,X,X
OTISJLZ,X,O,O,O,X,X
OTISJZL,X,X,O,O,X,O
OTISZLJ,X,X,O,X,X,O
OTISZJL,X,X,O,O,X,O
OTIZLJS,O,X,O,X,X,X
OTIZLSJ,O,O,O,X,X,O
OTIZJLS,O,X,O,O,X,X
OTIZJSL,X,X,O,O,X,X
OTIZSLJ,X,X,O,X,X,O
OTIZSJL,X,X,O,O,X,O
OTLIJSZ,X,O,X,O,X,X
OTLIJZS,O,X,O,O,X,X
OTLISJZ,X,O,O,O,X,X
OTLISZJ,O,O,O,X,X,X
OTLIZJS,O,X,O,X,X,X
OTLIZSJ,O,O,O,X,X,X
OTLJISZ,X,O,X,O,X,X
OTLJIZS,O,X,O,O,X,X
OTLJSIZ,X,O,X,O,X,X
OTLJSZI,X,O,X,O,X,X
OTLJZIS,O,X,O,O,X,X
OTLJZSI,O,X,O,O,X,X
OTLSIJZ,X,O,O,O,X,X
OTLSIZJ,O,O,O,X,X,X
OTLSJIZ,X,O,O,O,X,X
OTLSJZI,X,O,O,O,X,X
OTLSZIJ,O,O,O,X,X,X
OTLSZJI,O,O,O,X,X,X
OTLZIJS,O,X,O,X,X,X
OTLZISJ,O,O,O,X,X,X
OTLZJIS,O,X,O,X,X,X
OTLZJSI,O,X,O,X,X,X
OTLZSIJ,O,O,O,X,X,X
OTLZSJI,O,O,O,X,X,X
OTJILSZ,X,O,X,O,X,X
OTJILZS,O,X,O,O,X,X
OTJISLZ,X,X,O,O,X,X
OTJISZL,X,X,O,O,X,X
OTJIZLS,X,X,O,O,X,X
OTJIZSL,X,X,O,O,X,X
OTJLISZ,X,O,X,O,X,X
OTJLIZS,O,X,O,O,X,X
OTJLSIZ,X,O,X,O,X,X
OTJLSZI,X,O,X,O,X,X
OTJLZIS,O,X,O,O,X,X
OTJLZSI,O,X,O,O,X,X
OTJSILZ,X,X,O,O,X,X
OTJSIZL,X,X,O,O,X,X
OTJSLIZ,X,X,O,O,X,X
OTJSLZI,X,X,O,O,X,X
OTJSZIL,X,X,O,O,X,X
OTJSZLI,X,X,O,O,X,X
OTJZILS,X,X,O,O,X,X
OTJZISL,X,X,O,O,X,X
OTJZLIS,X,X,O,O,X,X
OTJZLSI,X,X,O,O,X,X
OTJZSIL,X,X,O,O,X,X
OTJZSLI,X,X,O,O,X,X
OTSILJZ,X,O,O,O,X,X
OTSILZJ,O,O,O,X,X,X
OTSIJLZ,X,O,O,O,X,X
OTSIJZL,X,X,O,O,X,O
OTSIZLJ,X,X,O,X,X,O
OTSIZJL,X,X,O,O,X,O
OTSLIJZ,X,O,O,O,X,X
OTSLIZJ,O,O,O,X,X,X
OTSLJIZ,X,O,O,O,X,X
OTSLJZI,X,O,O,O,X,X
OTSLZIJ,O,O,O,X,X,X
OTSLZJI,O,O,O,X,X,X
OTSJILZ,X,O,O,O,X,X
OTSJIZL,X,X,O,O,X,O
OTSJLIZ,X,O,O,O,X,X
OTSJLZI,X,O,O,O,X,X
OTSJZIL,X,X,O,O,X,O
OTSJZLI,X,X,O,O,X,O
OTSZILJ,X,X,O,X,X,O
OTSZIJL,X,X,O,O,X,O
OTSZLIJ,X,X,O,X,X,O
OTSZLJI,X,X,O,X,X,O
OTSZJIL,X,X,O,O,X,O
OTSZJLI,X,X,O,O,X,O
OTZILJS,O,X,O,X,X,X
OTZILSJ,O,O,O,X,X,O
OTZIJLS,O,X,O,O,X,X
OTZIJSL,X,X,O,O,X,X
OTZISLJ,X,X,O,X,X,O
OTZISJL,X,X,O,O,X,O
OTZLIJS,O,X,O,X,X,X
OTZLISJ,O,O,O,X,X,O
OTZLJIS,O,X,O,X,X,X
OTZLJSI,O,X,O,X,X,X
OTZLSIJ,O,O,O,X,X,O
OTZLSJI,O,O,O,X,X,O
OTZJILS,O,X,O,O,X,X
OTZJISL,X,X,O,O,X,X
OTZJLIS,O,X,O,O,X,X
OTZJLSI,O,X,O,O,X,X
OTZJSIL,X,X,O,O,X,X
OTZJSLI,X,X,O,O,X,X
OTZSILJ,X,X,O,X,X,O
OTZSIJL,X,X,O,O,X,O
OTZSLIJ,X,X,O,X,X,O
OTZSLJI,X,X,O,X,X,O
OTZSJIL,X,X,O,O,X,O
OTZSJLI,X,X,O,O,X,O
OITLJSZ,X,O,X,O,X,X
OITLJZS,O,X,O,O,X,X
OITLSJZ,X,O,O,O,X,X
OITLSZJ,O,O,O,X,X,X
OITLZJS,O,X,O,X,X,X
OITLZSJ,O,O,O,X,X,X
OITJLSZ,X,O,X,O,X,X
OITJLZS,O,X,O,O,X,X
OITJSLZ,X,X,O,O,X,X
OITJSZL,X,X,O,O,X,X
OITJZLS,X,X,O,O,X,X
OITJZSL,X,X,O,O,X,X
OITSLJZ,X,O,O,O,X,X
OITSLZJ,O,O,O,X,X,X
OITSJLZ,X,O,O,O,X,X
OITSJZL,X,X,O,O,X,O
OITSZLJ,X,X,O,X,X,O
OITSZJL,X,X,O,O,X,O
OITZLJS,O,X,O,X,X,X
OITZLSJ,O,O,O,X,X,O
OITZJLS,O,X,O,O,X,X
OITZJSL,X,X,O,O,X,X
OITZSLJ,X,X,O,X,X,O
OITZSJL,X,X,O,O,X,O
OILTJSZ,X,O,X,O,X,X
OILTJZS,O,X,X,O,X,X
OILTSJZ,X,O,X,O,X,X
OILTSZJ,O,O,X,X,X,X
OILTZJS,O,X,X,X,X,X
OILTZSJ,O,O,X,X,X,X
OILJTSZ,X,O,X,O,X,X
OILJTZS,O,X,X,O,X,X
OILJSTZ,X,O,X,X,X,X
OILJSZT,X,O,X,X,X,X
OILJZTS,O,X,X,X,X,X
OILJZST,O,X,X,X,X,X
OILSTJZ,X,O,X,X,X,X
OILSTZJ,O,O,X,X,X,X
OILSJTZ,X,O,X,X,X,X
OILSJZT,X,O,X,X,X,X
OILSZTJ,O,O,X,X,X,X
OILSZJT,O,O,X,X,X,X
OILZTJS,O,X,X,X,X,X
OILZTSJ,O,O,X,X,X,X
OILZJTS,O,X,X,X,X,X
OILZJST,O,X,X,X,X,X
OILZSTJ,O,O,X,X,X,X
OILZSJT,O,O,X,X,X,X
OIJTLSZ,X,O,X,O,X,X
OIJTLZS,O,X,X,O,X,X
OIJTSLZ,X,X,X,O,X,X
OIJTSZL,X,X,X,O,X,X
OIJTZLS,X,X,X,O,X,X
OIJTZSL,X,X,X,O,X,X
OIJLTSZ,X,O,X,O,X,X
OIJLTZS,O,X,X,O,X,X
OIJLSTZ,X,O,X,X,X,X
OIJLSZT,X,O,X,X,X,X
OIJLZTS,O,X,X,X,X,X
OIJLZST,O,X,X,X,X,X
OIJSTLZ,X,O,X,O,X,X
OIJSTZL,X,X,X,O,O,X
OIJSLTZ,X,O,X,X,X,X
OIJSLZT,X,O,X,X,O,X
OIJSZTL,X,X,X,X,O,X
OIJSZLT,X,O,X,X,O,X
OIJZTLS,O,X,X,O,X,X
OIJZTSL,X,X,X,O,X,X
OIJZLTS,O,X,X,X,X,X
OIJZLST,O,X,X,X,O,X
OIJZSTL,X,X,X,X,O,X
OIJZSLT,O,X,X,X,O,X
OISTLJZ,X,O,X,O,X,X
OISTLZJ,O,O,X,X,X,X
OISTJLZ,X,O,X,O,X,X
OISTJZL,X,X,X,O,X,O
OISTZLJ,X,X,X,X,X,O
OISTZJL,X,X,X,O,X,O
OISLTJZ,X,O,X,X,X,X
OISLTZJ,O,O,X,X,X,X
OISLJTZ,X,O,X,X,X,X
OISLJZT,X,O,X,X,X,X
OISLZTJ,O,O,X,X,X,X
OISLZJT,O,O,X,X,X,X
OISJTLZ,X,O,X,O,X,X
OISJTZL,X,X,X,O,O,X
OISJLTZ,X,O,X,X,X,X
OISJLZT,X,O,X,X,O,X
OISJZTL,X,X,X,X,O,X
OISJZLT,X,O,X,X,O,X
OISZTLJ,X,X,X,X,X,O
OISZTJL,X,X,X,X,X,O
OISZLTJ,O,O,X,X,X,X
OISZLJT,O,O,X,X,O,X
OISZJTL,X,X,X,X,O,X
OISZJLT,O,O,X,X,O,X
OIZTLJS,O,X,O,X,X,X
OIZTLSJ,O,O,O,X,X,O
OIZTJLS,O,X,O,O,X,X
OIZTJSL,X,X,O,O,X,X
OIZTSLJ,X,X,O,X,X,O
OIZTSJL,X,X,O,O,X,O
OIZLTJS,O,X,O,X,X,X
OIZLTSJ,O,O,O,X,X,O
OIZLJTS,O,X,X,X,X,X
OIZLJST,O,X,X,X,O,X
OIZLSTJ,O,O,X,X,X,X
OIZLSJT,O,O,X,X,O,X
OIZJTLS,O,X,X,O,X,X
OIZJTSL,X,X,X,O,X,X
OIZJLTS,O,X,X,X,X,X
OIZJLST,O,X,X,X,O,X
OIZJSTL,X,X,X,X,O,X
OIZJSLT,O,X,X,X,O,X
OIZSTLJ,X,X,X,X,X,O
OIZSTJL,X,X,X,X,X,O
OIZSLTJ,O,O,X,X,X,X
OIZSLJT,O,O,X,X,O,X
OIZSJTL,X,X,X,X,O,X
OIZSJLT,O,O,X,X,O,X
OLTIJSZ,X,O,X,O,X,X
OLTIJZS,O,X,X,O,X,X
OLTISJZ,X,O,X,O,X,X
OLTISZJ,O,O,X,X,X,X
OLTIZJS,O,X,X,X,X,X
OLTIZSJ,O,O,X,X,X,X
OLTJISZ,X,O,X,O,X,X
OLTJIZS,O,X,X,O,X,X
OLTJSIZ,X,O,X,O,X,X
OLTJSZI,X,O,X,O,X,X
OLTJZIS,O,X,X,O,X,X
OLTJZSI,O,X,X,O,X,X
OLTSIJZ,X,O,X,O,X,X
OLTSIZJ,O,O,X,X,X,X
OLTSJIZ,X,O,X,O,X,X
OLTSJZI,X,O,X,O,X,X
OLTSZIJ,O,O,X,X,X,X
OLTSZJI,O,O,X,X,X,X
OLTZIJS,O,X,X,X,X,X
OLTZISJ,O,O,X,X,X,X
OLTZJIS,O,X,X,X,X,X
OLTZJSI,O,X,X,X,X,X
OLTZSIJ,O,O,X,X,X,X
OLTZSJI,O,O,X,X,X,X
OLITJSZ,X,O,X,O,X,X
OLITJZS,O,X,X,O,X,X
OLITSJZ,X,O,X,O,X,X
OLITSZJ,O,O,X,X,X,X
OLITZJS,O,X,X,X,X,X
OLITZSJ,O,O,X,X,X,X
OLIJTSZ,X,O,X,O,X,X
OLIJTZS,O,X,X,O,X,X
OLIJSTZ,X,O,X,X,X,X
OLIJSZT,X,O,X,X,X,X
OLIJZTS,O,X,X,X,X,X
OLIJZST,O,X,X,X,X,X
OLISTJZ,X,O,X,X,X,X
OLISTZJ,O,O,X,X,X,X
OLISJTZ,X,O,X,X,X,X
OLISJZT,X,O,X,X,X,X
OLISZTJ,O,O,X,X,X,X
OLISZJT,O,O,X,X,X,X
OLIZTJS,O,X,X,X,X,X
OLIZTSJ,O,O,X,X,X,X
OLIZJTS,O,X,X,X,X,X
OLIZJST,O,X,X,X,X,X
OLIZSTJ,O,O,X,X,X,X
OLIZSJT,O,O,X,X,X,X
OLJTISZ,X,O,X,O,X,X
OLJTIZS,O,X,X,O,X,X
OLJTSIZ,X,O,X,O,X,X
OLJTSZI,X,O,X,O,X,X
OLJTZIS,O,X,X,O,X,X
OLJTZSI,O,X,X,O,X,X
OLJITSZ,X,O,X,O,X,X
OLJITZS,O,X,X,O,X,X
OLJISTZ,X,O,X,X,X,X
OLJISZT,X,O,X,X,X,X
OLJIZTS,O,X,X,X,X,X
OLJIZST,O,X,X,X,X,X
OLJSTIZ,X,O,X,X,X,X
OLJSTZI,X,O,X,X,X,X
OLJSITZ,X,O,X,X,X,X
OLJSIZT,X,O,X,X,X,X
OLJSZTI,X,O,X,X,X,X
OLJSZIT,X,O,X,X,X,X
OLJZTIS,O,X,X,X,X,X
OLJZTSI,O,X,X,X,X,X
OLJZITS,O,X,X,X,X,X
OLJZIST,O,X,X,X,X,X
OLJZSTI,O,X,X,X,X,X
OLJZSIT,O,X,X,X,X,X
OLSTIJZ,X,O,X,X,X,X
OLSTIZJ,O,O,X,X,X,X
OLSTJIZ,X,O,X,X,X,X
OLSTJZI,X,O,X,X,X,X
OLSTZIJ,O,O,X,X,X,X
OLSTZJI,O,O,X,X,X,X
OLSITJZ,X,O,X,X,X,X
OLSITZJ,O,O,X,X,X,X
OLSIJTZ,X,O,X,X,X,X
OLSIJZT,X,O,X,X,X,X
OLSIZTJ,O,O,X,X,X,X
OLSIZJT,O,O,X,X,X,X
OLSJTIZ,X,O,X,X,X,X
OLSJTZI,X,O,X,X,X,X
OLSJITZ,X,O,X,X,X,X
OLSJIZT,X,O,X,X,X,X
