sequence,v115@EhC8HeB8HeC8BeB8CeB8Jem/IvhFRhBTkBUmBFnBXq?BSxB,v115@EhC8HeB8HeC8BeB8CeB8JeOEJvhFXgBVmBUiBzpBRr?BSxB,v115@EhC8HeB8HeC8BeB8CeB8Jex/IvhF8lBzhB/pBaqB+s?BlrB,v115@EhC8HeB8HeC8BeB8CeB8JeKEJvhFzfBRhBUmBGnBXq?BVxB,v115@EhC8HeB8HeC8BeB8CeB8Jex/IvhFVmBUiB/pBaqBGr?BTsB,v115@EhC8HeB8HeC8BeB8CeB8Jei/IvhFzhBRlB+sB3lB0p?BlrB,v115@EhC8HeB8HeC8BeB8CeB8JeyEJvhFfmBzmB+sBxpB0p?BlrB,v115@EhC8HeB8HeC8BeB8CeB8Je0/IvhF/pB1qBxmBurBTs?BiqB,v115@EhC8HeB8HeC8BeB8CeB8Jei/IvhFRhBFlBXmBTnB0p?BWxB,v115@EhC8HeB8HeC8BeB8CeB8JeKEJvhFRhBFlBXmB8rB+s?BzpB,v115@EhC8HeB8HeC8BeB8CeB8JeVHJvhFUmBxpBTsB/pBaq?BGrB,v115@EhC8HeB8HeC8BeB8CeB8JeUBJvhF/pBFlB6sBRrBmp?BzrB
IZLTOJS,O,O,X,O,X,X,X,X,O,X,X,X
IZLTOSJ,O,O,X,O,X,X,X,X,O,X,X,X
IZLJTSO,X,O,X,X,X,O,X,X,O,X,X,X
IZLJTOS,X,X,O,X,X,O,X,X,O,X,X,X
IZLJSTO,O,X,X,X,X,O,X,X,O,X,X,X
IZLJSOT,O,X,X,O,X,X,O,X,O,X,X,X
IZLJOTS,O,X,X,O,X,O,X,X,X,X,X,X
IZLJOST,O,X,X,X,X,X,O,X,X,X,X,X
IZLSTJO,O,X,X,O,X,X,X,X,O,X,X,X
IZLSTOJ,O,X,X,O,X,X,X,X,O,X,X,X
IZLSJTO,O,X,X,X,X,O,X,X,O,X,X,X
IZLSJOT,O,X,X,O,X,X,O,X,O,X,X,X
IZLSOTJ,O,X,X,O,X,X,X,X,O,X,X,X
IZLSOJT,O,X,X,O,X,X,X,X,O,X,X,X
IZLOTJS,O,O,X,O,X,X,X,X,X,X,X,X
IZLOTSJ,O,O,X,O,X,X,X,X,X,X,X,X
IZLOJTS,O,O,X,O,X,O,X,X,X,X,X,X
IZLOJST,O,X,X,X,X,X,X,X,X,X,X,X
IZLOSTJ,O,X,X,O,X,X,X,X,X,X,X,X
IZLOSJT,O,X,X,O,X,X,X,X,X,X,X,X
IZJTLSO,X,O,X,X,X,O,X,X,O,X,X,X
IZJTLOS,X,X,O,X,X,O,X,X,O,X,X,X
IZJTSLO,X,O,O,X,X,O,X,X,O,X,X,X
IZJTSOL,X,O,O,X,X,O,X,X,O,X,X,X
IZJTOLS,X,O,O,X,X,O,X,X,O,X,X,X
IZJTOSL,X,O,O,X,X,O,X,X,X,X,X,X
IZJLTSO,X,O,X,X,X,O,X,X,O,X,X,X
IZJLTOS,X,X,O,X,X,O,X,X,O,X,X,X
IZJLSTO,X,X,X,X,X,O,X,X,O,X,X,X
IZJLSOT,X,X,X,O,X,X,O,X,O,X,X,X
IZJLOTS,X,X,X,O,X,O,X,X,X,X,X,X
IZJLOST,X,X,X,X,X,X,O,X,X,X,X,X
IZJSTLO,O,O,O,X,X,O,X,X,O,X,X,X
IZJSTOL,O,O,O,X,X,O,X,X,O,X,X,X
IZJSLTO,O,X,O,X,X,O,X,X,O,X,X,X
IZJSLOT,O,X,O,O,X,X,O,X,O,X,X,X
IZJSOTL,O,X,O,X,X,X,X,X,O,X,X,X
IZJSOLT,O,X,X,X,X,X,O,X,O,X,X,X
IZJOTLS,O,O,O,X,X,O,X,X,X,X,X,X
IZJOTSL,O,O,O,X,X,O,X,X,X,X,X,X
IZJOLTS,O,O,X,X,X,O,X,X,X,X,X,X
IZJOLST,O,X,X,X,X,X,O,X,X,X,X,X
IZJOSTL,O,O,X,X,X,X,X,X,X,X,X,X
IZJOSLT,O,X,X,X,X,X,O,X,X,X,X,X
IZSTLJO,O,O,X,O,X,X,X,X,O,X,X,X
IZSTLOJ,O,X,X,O,X,X,X,X,O,X,X,X
IZSTJLO,O,O,O,O,X,X,X,X,O,X,X,X
IZSTJOL,O,O,O,X,X,X,X,X,X,X,X,X
IZSTOLJ,O,O,X,O,X,X,X,X,O,X,X,X
IZSTOJL,O,O,X,X,X,X,X,X,X,X,X,X
IZSLTJO,O,X,O,O,X,X,X,X,O,X,X,X
IZSLTOJ,O,X,X,O,X,X,X,X,O,X,X,X
IZSLJTO,O,X,O,X,X,O,X,X,O,X,X,X
IZSLJOT,O,X,O,O,X,X,O,X,O,X,X,X
IZSLOTJ,O,X,X,O,X,X,X,X,O,X,X,X
IZSLOJT,O,X,O,O,X,X,X,X,O,X,X,X
IZSJTLO,O,O,O,X,X,O,X,X,O,X,X,X
IZSJTOL,O,O,O,X,X,O,X,X,X,X,X,X
IZSJLTO,O,X,O,X,X,O,X,X,O,X,X,X
IZSJLOT,O,X,O,O,X,X,O,X,O,X,X,X
IZSJOTL,O,X,O,X,X,X,X,X,X,X,X,X
IZSJOLT,O,X,X,X,X,X,O,X,X,X,X,X
IZSOTLJ,O,O,X,X,X,X,X,X,O,X,X,X
IZSOTJL,O,O,X,X,X,X,X,X,X,X,X,X
IZSOLTJ,O,X,X,O,X,X,X,X,O,X,X,X
IZSOLJT,O,X,X,O,X,X,X,X,O,X,X,X
IZSOJTL,O,O,O,X,X,X,X,X,X,X,X,X
IZSOJLT,O,X,X,X,X,X,X,X,X,X,X,X
IZOTLJS,O,O,X,X,X,X,X,X,X,X,X,X
IZOTLSJ,X,O,X,X,X,X,X,X,X,X,O,X
IZOTJLS,O,O,X,X,X,X,X,X,X,X,X,X
IZOTJSL,O,O,X,X,X,X,X,X,X,X,O,X
IZOTSLJ,X,O,X,X,X,X,X,X,X,X,O,X
IZOTSJL,O,O,X,X,X,X,X,X,X,X,O,X
IZOLTJS,O,O,X,O,X,X,X,X,X,X,X,X
IZOLTSJ,O,O,X,O,X,X,X,X,X,X,O,X
IZOLJTS,O,O,X,O,X,O,X,X,X,X,X,X
IZOLJST,O,X,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,X,X,X,O,X,X,X,X,X,X,O,X
IZOLSJT,O,X,X,O,X,X,X,X,X,X,O,X
IZOJTLS,O,O,O,X,X,O,X,X,X,X,X,X
IZOJTSL,O,O,O,X,X,O,X,X,X,X,O,X
IZOJLTS,O,O,X,X,X,O,X,X,X,X,X,X
IZOJLST,O,X,X,X,X,X,X,X,X,X,X,X
IZOJSTL,O,O,X,X,X,X,X,X,X,X,O,X
IZOJSLT,O,X,X,X,X,X,X,X,X,X,O,X
IZOSTLJ,X,O,X,X,X,X,X,X,X,X,O,X
IZOSTJL,O,O,X,X,X,X,X,X,X,X,O,X
IZOSLTJ,X,X,X,O,X,X,X,X,X,X,O,X
IZOSLJT,O,X,X,O,X,X,X,X,X,X,O,X
IZOSJTL,O,O,X,X,X,X,X,X,X,X,O,X
IZOSJLT,O,X,X,X,X,X,X,X,X,X,O,X
IOTLJSZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTLJZS,X,O,X,X,X,X,X,X,X,X,X,X
IOTLSJZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTLSZJ,X,O,X,X,X,X,X,O,X,X,X,X
IOTLZJS,X,O,X,X,X,X,X,X,X,X,X,X
IOTLZSJ,X,O,X,X,X,X,X,X,X,X,O,X
IOTJLSZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTJLZS,X,O,X,X,X,X,X,X,X,X,X,X
IOTJSLZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTJSZL,X,O,X,X,X,X,X,O,X,X,X,X
IOTJZLS,X,O,X,X,X,X,X,X,X,X,X,X
IOTJZSL,X,O,X,X,X,X,X,X,X,X,O,X
IOTSLJZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTSLZJ,X,O,X,X,X,X,X,O,X,X,X,X
IOTSJLZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTSJZL,X,O,X,X,X,X,X,O,X,X,X,X
IOTSZLJ,X,O,X,X,X,X,X,O,X,X,O,X
IOTSZJL,X,O,X,X,X,X,X,O,X,X,O,X
IOTZLJS,X,O,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,O,X,X,X,X,X,X,X,X,O,X
IOTZJLS,X,O,X,X,X,X,X,X,X,X,X,X
IOTZJSL,X,O,X,X,X,X,X,X,X,X,O,X
IOTZSLJ,X,O,X,X,X,X,X,O,X,X,O,X
IOTZSJL,X,O,X,X,X,X,X,O,X,X,O,X
IOLTJSZ,O,O,X,X,X,X,X,X,X,X,X,X
IOLTJZS,O,O,X,X,X,X,X,X,X,X,X,X
IOLTSJZ,O,O,X,X,X,X,X,X,X,X,X,X
IOLTSZJ,X,O,X,X,X,X,X,O,X,X,X,X
IOLTZJS,O,O,X,X,X,X,X,X,X,X,X,X
IOLTZSJ,O,O,X,X,X,X,X,X,X,X,O,X
IOLJTSZ,O,O,X,X,X,X,O,X,X,X,X,X
IOLJTZS,O,O,X,X,X,X,X,X,X,X,X,X
IOLJSTZ,X,O,X,X,X,X,O,X,X,X,X,X
IOLJSZT,X,O,X,X,X,X,O,X,X,X,X,X
IOLJZTS,O,O,X,X,X,X,X,X,X,X,X,X
IOLJZST,O,O,X,X,X,X,O,X,X,X,X,X
IOLSTJZ,X,O,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,X,O,X,X,X,X,X,O,X,X,X,X
IOLSJTZ,X,O,X,X,X,X,O,X,X,X,X,X
IOLSJZT,X,O,X,X,X,X,O,X,X,X,X,X
IOLSZTJ,X,O,X,X,X,X,X,X,X,X,X,X
IOLSZJT,X,O,X,X,X,X,X,X,X,X,X,X
IOLZTJS,O,O,X,X,X,X,X,X,X,X,X,X
IOLZTSJ,O,O,X,X,X,X,X,X,X,X,O,X
IOLZJTS,O,O,X,X,X,X,X,X,X,X,X,X
IOLZJST,O,O,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,O,X,X,X,X,X,X,X,X,O,X
IOLZSJT,O,O,X,X,X,X,X,X,X,X,O,X
IOJTLSZ,X,O,X,X,X,X,O,X,X,X,X,X
IOJTLZS,X,O,X,X,O,X,X,X,X,X,X,X
IOJTSLZ,X,O,X,X,O,X,O,X,X,X,X,X
IOJTSZL,X,O,X,X,O,X,X,O,X,X,X,X
IOJTZLS,X,O,X,X,O,X,X,X,X,X,X,X
IOJTZSL,X,O,X,X,O,X,X,X,X,X,O,X
IOJLTSZ,O,O,X,X,X,X,O,X,X,X,X,X
IOJLTZS,O,O,X,X,X,X,X,X,X,X,X,X
IOJLSTZ,X,O,X,X,X,X,O,X,X,X,X,X
IOJLSZT,X,O,X,X,X,X,O,X,X,X,X,X
IOJLZTS,O,O,X,X,X,X,X,X,X,X,X,X
IOJLZST,O,O,X,X,X,X,O,X,X,X,X,X
IOJSTLZ,X,O,X,X,O,X,O,X,X,X,X,X
IOJSTZL,X,O,X,X,O,X,X,O,X,X,X,X
IOJSLTZ,X,O,X,X,O,X,O,X,X,X,X,X
IOJSLZT,X,O,X,X,O,X,O,X,X,X,X,X
IOJSZTL,X,O,X,X,O,X,X,X,X,X,X,X
IOJSZLT,X,X,X,X,X,X,O,X,X,X,X,X
IOJZTLS,O,O,X,X,O,X,X,X,X,X,X,X
IOJZTSL,O,O,X,X,O,X,X,X,X,X,O,X
IOJZLTS,O,O,X,X,X,X,X,X,X,X,X,X
IOJZLST,O,X,X,X,X,X,O,X,X,X,X,X
IOJZSTL,O,O,X,X,O,X,X,X,X,X,O,X
IOJZSLT,O,X,X,X,X,X,O,X,X,X,O,X
IOSTLJZ,X,O,X,X,X,X,X,X,X,X,X,X
IOSTLZJ,X,O,X,X,X,X,X,O,X,X,X,X
IOSTJLZ,X,O,X,X,O,X,X,X,X,X,X,X
IOSTJZL,X,O,X,X,O,X,X,O,X,X,X,X
IOSTZLJ,X,O,X,X,X,X,X,O,X,X,O,X
IOSTZJL,X,O,X,X,X,X,X,O,X,X,O,X
IOSLTJZ,X,O,X,X,O,X,X,X,X,X,X,X
IOSLTZJ,X,O,X,X,X,X,X,O,X,X,X,X
IOSLJTZ,X,O,X,X,O,X,O,X,X,X,X,X
IOSLJZT,X,O,X,X,O,X,O,X,X,X,X,X
IOSLZTJ,X,O,X,X,X,X,X,X,X,X,X,X
IOSLZJT,X,O,X,X,O,X,X,X,X,X,X,X
IOSJTLZ,X,O,X,X,O,X,O,X,X,X,X,X
IOSJTZL,X,O,X,X,O,X,X,O,X,X,X,X
IOSJLTZ,X,O,X,X,O,X,O,X,X,X,X,X
IOSJLZT,X,O,X,X,O,X,O,X,X,X,X,X
IOSJZTL,X,O,X,X,O,X,X,X,X,X,X,X
IOSJZLT,X,X,X,X,X,X,O,X,X,X,X,X
IOSZTLJ,X,O,X,X,X,X,X,O,X,X,O,X
IOSZTJL,X,O,X,X,X,X,X,O,X,X,O,X
IOSZLTJ,X,X,X,X,X,X,X,X,X,X,O,X
IOSZLJT,X,X,X,X,X,X,X,X,X,X,O,X
IOSZJTL,X,O,X,X,O,X,X,X,X,X,O,X
IOSZJLT,X,X,X,X,X,X,X,X,X,X,O,X
IOZTLJS,O,O,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,X,O,X,X,X,X,X,X,X,X,O,X
IOZTJLS,O,O,X,X,X,X,X,X,X,X,X,X
IOZTJSL,O,O,X,X,X,X,X,X,X,X,O,X
IOZTSLJ,X,O,X,X,X,X,X,O,X,X,O,X
IOZTSJL,O,O,X,X,X,X,X,O,X,X,O,X
IOZLTJS,O,O,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,O,X,X,X,X,X,X,X,X,O,X
IOZLJTS,O,O,X,X,X,X,X,X,X,X,X,X
IOZLJST,O,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,X,X,X,X,X,X,X,X,O,X
IOZLSJT,O,X,X,X,X,X,X,X,X,X,O,X
IOZJTLS,O,O,X,X,O,X,X,X,X,X,X,X
IOZJTSL,O,O,X,X,O,X,X,X,X,X,O,X
IOZJLTS,O,O,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,O,X,X,O,X,X,X,X,X,O,X
IOZJSLT,O,X,X,X,X,X,X,X,X,X,O,X
IOZSTLJ,X,O,X,X,X,X,X,O,X,X,O,X
IOZSTJL,X,O,X,X,X,X,X,O,X,X,O,X
IOZSLTJ,X,X,X,X,X,X,X,X,X,X,O,X
IOZSLJT,X,X,X,X,X,X,X,X,X,X,O,X
IOZSJTL,O,O,X,X,O,X,X,X,X,X,O,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X,O,X
LTIJSZO,O,O,X,O,X,X,X,X,X,X,X,X
LTIJSOZ,O,O,X,O,X,X,X,X,X,X,X,X
LTIJZSO,O,O,X,O,X,X,X,X,X,O,X,X
LTIJZOS,O,O,X,O,X,X,X,X,X,X,X,X
LTIJOSZ,O,O,X,O,X,X,X,X,X,X,X,X
LTIJOZS,O,O,X,O,X,X,X,X,X,X,X,X
LTISJZO,O,O,X,O,X,X,X,X,X,X,X,O
LTISJOZ,O,O,X,O,X,X,X,X,X,X,X,X
LTISZJO,O,O,X,O,X,X,X,X,X,X,X,O
LTISZOJ,O,O,X,O,X,X,X,O,X,X,X,O
LTISOJZ,O,O,X,O,X,X,X,X,X,X,X,X
LTISOZJ,O,O,X,O,X,X,X,X,X,X,X,O
LTIZJSO,O,O,X,O,X,X,X,X,X,X,X,X
LTIZJOS,O,O,X,O,X,X,X,X,X,X,X,X
LTIZSJO,O,O,X,O,X,X,X,X,X,X,X,O
LTIZSOJ,O,O,X,O,X,X,X,X,X,X,X,O
LTIZOJS,O,O,X,O,X,X,X,X,X,X,X,X
LTIZOSJ,O,O,X,O,X,X,X,X,X,X,X,X
LTIOJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LTIOJZS,O,O,X,O,X,X,X,X,X,X,X,X
LTIOSJZ,O,O,X,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,O,X,X,X,X,X,X,X,X,X,X
LTIOZJS,O,O,X,O,X,X,X,X,X,X,X,X
LTIOZSJ,O,O,X,O,X,X,X,X,X,X,X,X
LTJISZO,O,O,X,O,X,X,X,X,X,X,X,X
LTJISOZ,O,O,X,O,X,X,X,X,X,X,X,X
LTJIZSO,O,O,X,O,X,X,X,X,X,O,X,X
LTJIZOS,O,O,X,O,X,X,X,X,X,X,X,X
LTJIOSZ,O,O,X,O,X,X,X,X,X,X,X,X
LTJIOZS,O,O,X,O,X,X,X,X,X,X,X,X
LTJSIZO,O,X,X,O,X,X,X,X,X,X,X,X
LTJSIOZ,O,X,X,O,X,X,X,X,X,X,X,X
LTJSZIO,O,X,X,O,X,X,X,X,X,O,X,X
LTJSZOI,O,X,X,O,X,X,X,X,X,O,X,X
LTJSOIZ,O,X,X,O,X,X,X,X,X,X,X,X
LTJSOZI,O,X,X,O,X,X,X,X,X,X,X,X
LTJZISO,O,O,X,O,X,X,X,X,X,O,X,X
LTJZIOS,O,O,X,O,X,X,X,X,X,X,X,X
LTJZSIO,O,X,X,O,X,X,X,X,X,O,X,X
LTJZSOI,O,X,X,O,X,X,X,X,X,O,X,X
LTJZOIS,O,O,X,O,X,X,X,X,X,X,X,X
LTJZOSI,O,X,X,O,X,X,X,X,X,O,X,X
LTJOISZ,O,O,X,O,X,X,X,X,X,X,X,X
LTJOIZS,O,O,X,O,X,X,X,X,X,X,X,X
LTJOSIZ,O,O,X,O,X,X,X,X,X,X,X,X
LTJOSZI,O,X,X,O,X,X,X,X,X,X,X,X
LTJOZIS,O,O,X,O,X,X,X,X,X,X,X,X
LTJOZSI,O,X,X,O,X,X,X,X,X,O,X,X
LTSIJZO,O,X,X,O,X,X,X,X,X,X,X,O
LTSIJOZ,O,X,X,O,X,X,X,X,X,X,X,X
LTSIZJO,O,X,X,O,X,X,X,X,X,X,X,O
LTSIZOJ,O,X,X,O,X,X,X,O,X,X,X,O
LTSIOJZ,O,X,X,O,X,X,X,X,X,X,X,X
LTSIOZJ,O,X,X,O,X,X,X,X,X,X,X,O
LTSJIZO,O,X,X,O,X,X,X,X,X,X,X,O
LTSJIOZ,O,X,X,O,X,X,X,X,X,X,X,X
LTSJZIO,O,X,X,O,X,X,X,X,X,O,X,O
LTSJZOI,O,X,X,O,X,X,X,X,X,O,X,X
LTSJOIZ,O,X,X,O,X,X,X,X,X,X,X,X
LTSJOZI,O,X,X,O,X,X,X,X,X,X,X,X
LTSZIJO,O,X,X,O,X,X,X,X,X,X,X,O
LTSZIOJ,O,X,X,O,X,X,X,O,X,X,X,O
LTSZJIO,O,X,X,O,X,X,X,X,X,X,X,O
LTSZJOI,O,X,X,O,X,X,X,X,X,X,X,X
LTSZOIJ,O,X,X,O,X,X,X,O,X,X,X,O
LTSZOJI,O,X,X,O,X,X,X,X,X,X,X,X
LTSOIJZ,O,X,X,O,X,X,X,X,X,X,X,X
LTSOIZJ,O,X,X,O,X,X,X,O,X,X,X,O
LTSOJIZ,O,X,X,O,X,X,X,X,X,X,X,X
LTSOJZI,O,X,X,O,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,X,O,X,X,X,O,X,X,X,O
LTSOZJI,O,X,X,O,X,X,X,X,X,X,X,X
LTZIJSO,O,O,X,O,X,X,X,X,X,X,X,X
LTZIJOS,O,O,X,O,X,X,X,X,X,X,X,X
LTZISJO,O,O,X,O,X,X,X,X,X,X,X,X
LTZISOJ,O,O,X,O,X,X,X,X,X,X,X,X
LTZIOJS,O,O,X,O,X,X,X,X,X,X,X,X
LTZIOSJ,O,O,X,O,X,X,X,X,X,X,X,X
LTZJISO,O,O,X,O,X,X,X,X,X,O,X,X
LTZJIOS,O,O,X,O,X,X,X,X,X,X,X,X
LTZJSIO,O,X,X,O,X,X,X,X,X,O,X,X
LTZJSOI,O,X,X,O,X,X,X,X,X,O,X,X
LTZJOIS,O,O,X,O,X,X,X,X,X,X,X,X
LTZJOSI,O,X,X,O,X,X,X,X,X,O,X,X
LTZSIJO,O,X,X,O,X,X,X,X,X,X,X,X
LTZSIOJ,O,X,X,O,X,X,X,X,X,X,X,X
LTZSJIO,O,X,X,O,X,X,X,X,X,X,X,X
LTZSJOI,O,X,X,O,X,X,X,X,X,X,X,X
LTZSOIJ,O,X,X,O,X,X,X,X,X,X,X,X
LTZSOJI,O,X,X,O,X,X,X,X,X,X,X,X
LTZOIJS,O,X,X,O,X,X,X,X,X,X,X,X
LTZOISJ,O,X,X,O,X,X,X,X,X,X,X,X
LTZOJIS,O,O,X,O,X,X,X,X,X,X,X,X
LTZOJSI,O,X,X,O,X,X,X,X,X,X,X,X
LTZOSIJ,O,X,X,O,X,X,X,X,X,X,X,X
LTZOSJI,O,X,X,O,X,X,X,X,X,X,X,X
LTOIJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LTOIJZS,O,O,X,O,X,X,X,X,X,X,X,X
LTOISJZ,O,O,X,X,X,X,X,X,X,X,X,X
LTOISZJ,O,O,X,X,X,X,X,O,X,X,X,X
LTOIZJS,O,O,X,O,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,X,O,X,X,X,X,X,X,X,X
LTOJISZ,O,O,X,O,X,X,X,X,X,X,X,X
LTOJIZS,O,O,X,O,X,X,X,X,X,X,X,X
LTOJSIZ,O,O,X,O,X,X,X,X,X,X,X,X
LTOJSZI,O,X,X,O,X,X,X,X,X,X,X,X
LTOJZIS,O,O,X,O,X,X,X,X,X,X,X,X
LTOJZSI,O,X,X,O,X,X,X,X,X,O,X,X
LTOSIJZ,O,O,X,O,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,X,O,X,X,X,O,X,X,X,X
LTOSJIZ,O,O,X,O,X,X,X,X,X,X,X,X
LTOSJZI,O,X,X,O,X,X,X,X,X,X,X,X
LTOSZIJ,O,X,X,O,X,X,X,O,X,X,X,X
LTOSZJI,O,X,X,O,X,X,X,X,X,X,X,X
LTOZIJS,O,X,X,O,X,X,X,X,X,X,X,X
LTOZISJ,O,X,X,O,X,X,X,X,X,X,X,X
LTOZJIS,O,O,X,O,X,X,X,X,X,X,X,X
LTOZJSI,O,X,X,O,X,X,X,X,X,X,X,X
LTOZSIJ,O,X,X,O,X,X,X,X,X,X,X,X
LTOZSJI,O,X,X,O,X,X,X,X,X,X,X,X
LITJSZO,O,O,X,O,X,X,X,X,X,X,X,X
LITJSOZ,O,O,X,O,X,X,O,X,X,X,X,X
LITJZSO,O,O,X,O,X,X,X,X,X,O,X,X
LITJZOS,O,O,X,O,X,X,X,X,X,X,X,X
LITJOSZ,O,O,X,O,X,X,O,X,X,X,X,X
LITJOZS,O,O,X,O,X,X,X,X,X,X,X,X
LITSJZO,O,O,X,O,X,X,X,X,X,X,X,O
LITSJOZ,O,O,X,O,X,X,O,X,X,X,X,X
LITSZJO,O,O,X,O,X,X,X,X,X,X,X,O
LITSZOJ,O,O,X,O,X,X,X,X,X,X,X,O
LITSOJZ,O,O,X,O,X,X,X,X,X,X,X,X
LITSOZJ,O,O,X,O,X,X,X,X,X,X,X,O
LITZJSO,O,O,X,O,X,X,X,X,X,X,X,X
LITZJOS,O,O,X,O,X,X,X,X,X,X,X,X
LITZSJO,O,O,X,O,X,X,X,X,X,X,X,O
LITZSOJ,O,O,X,O,X,X,X,X,X,X,X,O
LITZOJS,O,O,X,O,X,X,X,X,X,X,X,X
LITZOSJ,O,O,X,O,X,X,X,X,X,X,X,X
LITOJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LITOJZS,O,O,X,O,X,X,X,X,X,X,X,X
LITOSJZ,O,O,X,X,X,X,X,X,X,X,X,X
LITOSZJ,O,O,X,X,X,X,X,X,X,X,X,X
LITOZJS,O,O,X,O,X,X,X,X,X,X,X,X
LITOZSJ,O,O,X,O,X,X,X,X,X,X,X,X
LIJTSZO,X,O,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,O,X,X,X,X,O,X,X,X,X,X
LIJTZSO,X,O,X,X,X,X,X,X,X,O,X,X
LIJTZOS,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,O,X,X,X,X,O,X,X,X,X,X
LIJTOZS,X,O,X,X,X,X,X,X,X,X,X,X
LIJSTZO,X,O,X,X,X,X,X,X,X,X,X,O
LIJSTOZ,X,O,X,X,X,X,O,X,X,X,X,X
LIJSZTO,X,O,X,X,X,X,X,X,X,X,X,O
LIJSZOT,X,X,X,X,X,X,O,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,O,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,O,X,X,X,X,X
LIJZTSO,X,O,X,X,X,X,X,X,X,O,X,X
LIJZTOS,X,O,X,X,X,X,X,X,X,X,X,X
LIJZSTO,X,O,X,X,X,X,X,X,X,O,X,O
LIJZSOT,X,X,X,X,X,X,O,X,X,O,X,X
LIJZOTS,X,O,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,O,X,X,X,X,O,X,X,O,X,X
LIJOTSZ,X,O,X,X,X,X,O,X,X,X,X,X
LIJOTZS,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,O,X,X,X,X,O,X,X,X,X,X
LIJOSZT,X,O,X,X,X,X,O,X,X,X,X,X
LIJOZTS,X,O,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,O,X,X,X,X,O,X,X,X,X,X
LISTJZO,O,O,X,O,X,X,X,X,X,X,X,O
LISTJOZ,O,O,X,O,X,X,O,X,X,X,X,X
LISTZJO,O,O,X,O,X,X,X,X,X,X,X,O
LISTZOJ,O,O,X,O,X,X,X,X,X,X,X,O
LISTOJZ,O,O,X,O,X,X,X,X,X,X,X,X
LISTOZJ,O,O,X,O,X,X,X,X,X,X,X,O
LISJTZO,O,O,X,X,X,X,X,X,X,X,X,O
LISJTOZ,O,O,X,X,X,X,O,X,X,X,X,X
LISJZTO,O,O,X,X,X,X,X,X,X,X,X,O
LISJZOT,O,X,X,X,X,X,O,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,O,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,O,X,X,X,X,X
LISZTJO,O,O,X,O,X,X,X,X,X,X,X,O
LISZTOJ,O,O,X,O,X,X,X,X,X,X,X,O
LISZJTO,O,O,X,X,X,X,X,X,X,X,X,O
LISZJOT,O,X,X,O,X,X,O,X,X,X,X,X
LISZOTJ,O,O,X,O,X,X,X,X,X,X,X,O
LISZOJT,O,O,X,O,X,X,X,X,X,X,X,X
LISOTJZ,O,O,X,O,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,O,X,X,X,X,X,X,X,O
LISOJTZ,O,O,X,X,X,X,O,X,X,X,X,X
LISOJZT,O,O,X,X,X,X,O,X,X,X,X,X
LISOZTJ,O,O,X,O,X,X,X,X,X,X,X,O
LISOZJT,O,O,X,O,X,X,X,X,X,X,X,X
LIZTJSO,O,O,X,O,X,X,X,X,X,X,X,X
LIZTJOS,O,O,X,O,X,X,X,X,X,X,X,X
LIZTSJO,O,O,X,O,X,X,X,X,X,X,X,O
LIZTSOJ,O,O,X,O,X,X,X,X,X,X,X,O
LIZTOJS,O,O,X,O,X,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,O,X,X,X,X,X,X,X,X
LIZJTSO,X,O,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,O,X,X,X,X,X,X,X,X,X,X
LIZJSTO,O,O,X,X,X,X,X,X,X,X,X,O
LIZJSOT,O,X,X,O,X,X,O,X,X,X,X,X
LIZJOTS,O,O,X,O,X,X,X,X,X,X,X,X
LIZJOST,O,O,X,X,X,X,O,X,X,X,X,X
