sequence,v115@OhA8HeE8CeF8Je0/IvhFxgBXiBTjB2pBVrBSvB,v115@OhA8HeE8CeF8JeFBJvhFXiBTjBxkBmkB0pBCrB,v115@OhA8HeE8CeF8JeKEJvhFclBxhBTjBlmB3qBupB,v115@OhA8HeE8CeF8Jei/IvhFXiBTjBRlBGmB0pBlqB,v115@OhA8HeE8CeF8Jei/IvhFFhBXiBTjB0pBxqBGqB,v115@OhA8HeE8CeF8JeKEJvhFUgBFhBXiBTjBxqBWvB
LZOJSIT,X,O,X,O,O,X
LZOSTIJ,X,O,O,O,O,O
LZOSTJI,X,O,O,X,O,X
LZOSITJ,X,O,O,O,O,O
LZOSIJT,X,O,X,O,O,O
LZOSJTI,X,O,O,X,O,X
LZOSJIT,X,O,X,O,O,X
LOTIJSZ,O,O,O,O,X,O
LOTIJZS,O,X,X,X,X,O
LOTISJZ,O,O,O,O,X,O
LOTISZJ,X,O,O,O,X,O
LOTIZJS,X,O,X,X,X,O
LOTIZSJ,X,O,O,O,X,O
LOTJISZ,O,O,O,X,X,X
LOTJIZS,O,X,X,X,X,X
LOTJSIZ,O,O,O,X,X,X
LOTJSZI,O,O,O,X,X,X
LOTJZIS,O,O,X,X,X,X
LOTJZSI,O,O,X,X,X,X
LOTSIJZ,O,O,O,O,X,O
LOTSIZJ,X,O,O,O,X,O
LOTSJIZ,O,O,O,X,X,O
LOTSJZI,O,O,O,X,X,X
LOTSZIJ,X,O,O,O,X,O
LOTSZJI,X,O,O,X,X,X
LOTZIJS,X,O,X,O,X,X
LOTZISJ,X,O,O,O,X,X
LOTZJIS,X,O,X,O,X,X
LOTZJSI,X,O,X,X,X,X
LOTZSIJ,X,O,O,O,X,X
LOTZSJI,X,O,O,X,X,X
LOITJSZ,X,O,O,X,X,O
LOITJZS,X,X,X,X,X,O
LOITSJZ,X,O,O,X,X,O
LOITSZJ,X,O,O,X,O,O
LOITZJS,X,O,X,X,O,O
LOITZSJ,X,O,O,X,O,O
LOIJTSZ,X,O,O,X,X,O
LOIJTZS,X,X,X,X,X,O
LOIJSTZ,X,O,X,X,X,O
LOIJSZT,X,X,X,X,X,O
LOIJZTS,X,X,X,X,X,O
LOIJZST,X,X,X,X,X,O
LOISTJZ,X,O,O,X,X,O
LOISTZJ,X,O,O,X,O,O
LOISJTZ,X,O,X,X,X,O
LOISJZT,X,X,X,X,X,O
LOISZTJ,X,O,O,X,O,O
LOISZJT,X,O,X,X,O,O
LOIZTJS,X,O,X,X,O,O
LOIZTSJ,X,O,O,X,O,O
LOIZJTS,X,O,X,X,O,O
LOIZJST,X,O,X,X,O,O
LOIZSTJ,X,O,X,X,O,O
LOIZSJT,X,O,X,X,O,O
LOJTISZ,O,O,O,X,X,X
LOJTIZS,O,X,X,X,X,X
LOJTSIZ,O,O,O,X,X,X
LOJTSZI,O,O,O,X,X,X
LOJTZIS,O,O,X,X,X,X
LOJTZSI,O,O,X,X,X,X
LOJITSZ,X,O,O,X,X,O
LOJITZS,X,X,X,X,X,O
LOJISTZ,X,O,X,X,X,O
LOJISZT,X,X,X,X,X,O
LOJIZTS,X,X,X,X,X,O
LOJIZST,X,X,X,X,X,O
LOJSTIZ,O,O,O,X,X,O
LOJSTZI,O,O,O,X,X,X
LOJSITZ,X,O,X,X,X,O
LOJSIZT,O,X,X,X,X,O
LOJSZTI,O,O,O,X,X,X
LOJSZIT,O,O,X,X,X,X
LOJZTIS,O,O,X,X,X,X
LOJZTSI,O,O,X,X,X,X
LOJZITS,X,O,X,X,X,X
LOJZIST,O,O,X,X,X,X
LOJZSTI,O,O,X,X,X,X
LOJZSIT,O,O,X,X,X,X
LOSTIJZ,O,O,O,O,X,O
LOSTIZJ,X,O,O,O,O,O
LOSTJIZ,O,O,O,X,X,O
LOSTJZI,O,O,O,X,X,X
LOSTZIJ,X,O,O,O,O,O
LOSTZJI,X,O,O,X,O,X
LOSITJZ,O,O,O,X,X,O
LOSITZJ,X,O,O,X,O,O
LOSIJTZ,X,O,X,X,X,O
LOSIJZT,O,X,X,X,X,O
LOSIZTJ,X,O,O,X,O,O
LOSIZJT,X,O,X,X,O,O
LOSJTIZ,O,O,O,X,X,O
LOSJTZI,O,O,O,X,X,X
LOSJITZ,X,O,X,X,X,O
LOSJIZT,O,X,X,X,X,O
LOSJZTI,O,O,O,X,X,X
LOSJZIT,O,O,X,X,X,X
LOSZTIJ,X,O,O,O,O,O
LOSZTJI,X,O,O,X,O,X
LOSZITJ,X,O,O,O,O,O
LOSZIJT,X,O,X,O,O,O
LOSZJTI,X,O,O,X,O,X
LOSZJIT,X,O,X,O,O,X
LOZTIJS,X,O,X,O,O,X
LOZTISJ,X,O,O,O,O,X
LOZTJIS,X,O,X,O,X,X
LOZTJSI,X,O,X,X,X,X
LOZTSIJ,X,O,O,O,O,X
LOZTSJI,X,O,O,X,O,X
LOZITJS,X,O,X,O,O,O
LOZITSJ,X,O,O,O,O,O
LOZIJTS,X,O,X,X,O,O
LOZIJST,X,O,X,O,O,O
LOZISTJ,X,O,X,O,O,O
LOZISJT,X,O,X,O,O,O
LOZJTIS,X,O,X,O,X,X
LOZJTSI,X,O,X,X,X,X
LOZJITS,X,O,X,X,O,X
LOZJIST,X,O,X,O,O,X
LOZJSTI,X,O,X,X,O,X
LOZJSIT,X,O,X,O,O,X
LOZSTIJ,X,O,O,O,O,O
LOZSTJI,X,O,O,X,O,X
LOZSITJ,X,O,O,O,O,O
LOZSIJT,X,O,X,O,O,O
LOZSJTI,X,O,O,X,O,X
LOZSJIT,X,O,X,O,O,X
JTILSZO,O,X,O,X,X,X
JTILSOZ,O,X,O,O,X,X
JTILZSO,O,X,X,X,X,X
JTILZOS,O,X,X,X,X,X
JTILOSZ,O,X,O,O,X,X
JTILOZS,O,X,X,X,X,X
JTISLZO,O,X,O,X,X,X
JTISLOZ,O,X,O,O,X,X
JTISZLO,O,X,O,X,X,X
JTISZOL,O,X,O,X,X,X
JTISOLZ,O,X,O,O,X,X
JTISOZL,O,X,O,X,X,X
JTIZLSO,O,X,X,X,X,X
JTIZLOS,O,X,X,X,X,X
JTIZSLO,O,X,X,X,X,X
JTIZSOL,O,X,X,X,X,X
JTIZOLS,O,X,X,X,X,X
JTIZOSL,O,X,X,X,X,X
JTIOLSZ,O,X,O,O,X,X
JTIOLZS,O,X,X,X,X,X
JTIOSLZ,O,X,O,O,X,X
JTIOSZL,O,X,O,X,X,X
JTIOZLS,O,X,X,X,X,X
JTIOZSL,O,X,X,X,X,X
JTLISZO,O,X,O,X,X,X
JTLISOZ,O,X,O,X,X,X
JTLIZSO,O,X,X,X,X,X
JTLIZOS,O,X,X,X,X,X
JTLIOSZ,O,X,O,X,X,X
JTLIOZS,O,X,X,X,X,X
JTLSIZO,O,X,O,X,X,X
JTLSIOZ,O,X,O,X,X,X
JTLSZIO,O,X,O,X,X,X
JTLSZOI,O,X,O,X,X,X
JTLSOIZ,O,X,O,X,X,X
JTLSOZI,O,X,O,X,X,X
JTLZISO,O,X,X,X,X,X
JTLZIOS,O,X,X,X,X,X
JTLZSIO,O,X,X,X,X,X
JTLZSOI,O,X,X,X,X,X
JTLZOIS,O,X,X,X,X,X
JTLZOSI,O,X,X,X,X,X
JTLOISZ,O,X,O,X,X,X
JTLOIZS,O,X,X,X,X,X
JTLOSIZ,O,X,O,X,X,X
JTLOSZI,O,X,O,X,X,X
JTLOZIS,O,X,X,X,X,X
JTLOZSI,O,X,X,X,X,X
JTSILZO,O,X,O,X,X,X
JTSILOZ,O,X,O,O,X,X
JTSIZLO,O,X,O,X,X,X
JTSIZOL,O,X,O,X,X,X
JTSIOLZ,O,X,O,O,X,X
JTSIOZL,O,X,O,X,X,X
JTSLIZO,O,X,O,X,X,X
JTSLIOZ,O,X,O,X,X,X
JTSLZIO,O,X,O,X,X,X
JTSLZOI,O,X,O,X,X,X
JTSLOIZ,O,X,O,X,X,X
JTSLOZI,O,X,O,X,X,X
JTSZILO,O,X,O,O,X,X
JTSZIOL,O,X,O,O,X,X
JTSZLIO,O,X,O,X,X,X
JTSZLOI,O,X,O,X,X,X
JTSZOIL,O,X,O,O,X,X
JTSZOLI,O,X,O,X,X,X
JTSOILZ,O,X,O,O,X,X
JTSOIZL,O,X,O,X,X,X
JTSOLIZ,O,X,O,X,X,X
JTSOLZI,O,X,O,X,X,X
JTSOZIL,O,X,O,O,X,X
JTSOZLI,O,X,O,X,X,X
JTZILSO,O,X,X,O,X,X
JTZILOS,O,X,X,O,X,X
JTZISLO,O,X,X,O,X,X
JTZISOL,O,X,X,O,X,X
JTZIOLS,O,X,X,O,X,X
JTZIOSL,O,X,X,O,X,X
JTZLISO,O,X,X,O,X,X
JTZLIOS,O,X,X,O,X,X
JTZLSIO,O,X,X,X,X,X
JTZLSOI,O,X,X,X,X,X
JTZLOIS,O,X,X,O,X,X
JTZLOSI,O,X,X,X,X,X
JTZSILO,O,X,X,O,X,X
JTZSIOL,O,X,X,O,X,X
JTZSLIO,O,X,X,X,X,X
JTZSLOI,O,X,X,X,X,X
JTZSOIL,O,X,X,O,X,X
JTZSOLI,O,X,X,X,X,X
JTZOILS,O,X,X,O,X,X
JTZOISL,O,X,X,O,X,X
JTZOLIS,O,X,X,O,X,X
JTZOLSI,O,X,X,X,X,X
JTZOSIL,O,X,X,O,X,X
JTZOSLI,O,X,X,X,X,X
JTOILSZ,O,X,O,O,X,X
JTOILZS,O,X,X,X,X,X
JTOISLZ,O,X,O,O,X,X
JTOISZL,O,X,O,X,X,X
JTOIZLS,O,X,X,X,X,X
JTOIZSL,O,X,X,X,X,X
JTOLISZ,O,X,O,X,X,X
JTOLIZS,O,X,X,X,X,X
JTOLSIZ,O,X,O,X,X,X
JTOLSZI,O,X,O,X,X,X
JTOLZIS,O,X,X,X,X,X
JTOLZSI,O,X,X,X,X,X
JTOSILZ,O,X,O,O,X,X
JTOSIZL,O,X,O,X,X,X
JTOSLIZ,O,X,O,X,X,X
JTOSLZI,O,X,O,X,X,X
JTOSZIL,O,X,O,O,X,X
JTOSZLI,O,X,O,X,X,X
JTOZILS,O,X,X,O,X,X
JTOZISL,O,X,X,O,X,X
JTOZLIS,O,X,X,O,X,X
JTOZLSI,O,X,X,X,X,X
JTOZSIL,O,X,X,O,X,X
JTOZSLI,O,X,X,X,X,X
JITLSZO,O,X,O,X,X,O
JITLSOZ,O,X,O,X,X,O
JITLZSO,O,X,X,X,X,O
JITLZOS,O,X,X,X,X,O
JITLOSZ,O,X,O,X,X,O
JITLOZS,O,X,X,X,X,O
JITSLZO,O,X,O,X,X,O
JITSLOZ,O,X,O,X,X,O
JITSZLO,O,X,O,X,O,X
JITSZOL,O,X,O,X,O,X
JITSOLZ,O,X,O,X,X,O
JITSOZL,O,X,O,X,O,X
JITZLSO,O,X,X,X,O,X
JITZLOS,O,X,X,X,O,X
JITZSLO,O,X,X,X,O,X
JITZSOL,O,X,X,X,O,X
JITZOLS,O,X,X,X,O,X
JITZOSL,O,X,X,X,O,X
JITOLSZ,O,X,O,X,X,O
JITOLZS,O,X,X,X,X,O
JITOSLZ,O,X,O,X,X,O
JITOSZL,O,X,O,X,O,X
JITOZLS,O,X,X,X,O,X
JITOZSL,O,X,X,X,O,X
JILTSZO,X,X,O,X,X,O
JILTSOZ,X,X,O,X,X,O
JILTZSO,X,X,X,X,X,O
JILTZOS,X,X,X,X,X,O
JILTOSZ,X,X,O,X,X,O
JILTOZS,X,X,X,X,X,O
JILSTZO,X,X,X,X,X,O
JILSTOZ,X,X,X,X,X,O
JILSZTO,X,X,X,X,X,O
JILSZOT,X,X,X,X,X,O
JILSOTZ,X,X,X,X,X,O
JILSOZT,X,X,X,X,X,O
JILZTSO,X,X,X,X,X,O
JILZTOS,X,X,X,X,X,O
JILZSTO,X,X,X,X,X,O
JILZSOT,X,X,X,X,X,O
JILZOTS,X,X,X,X,X,O
JILZOST,X,X,X,X,X,O
JILOTSZ,X,X,O,X,X,O
JILOTZS,X,X,X,X,X,O
JILOSTZ,X,X,X,X,X,O
JILOSZT,X,X,X,X,X,O
JILOZTS,X,X,X,X,X,O
JILOZST,X,X,X,X,X,O
JISTLZO,O,X,X,X,X,O
JISTLOZ,O,X,X,X,X,O
JISTZLO,O,X,X,X,O,X
JISTZOL,O,X,X,X,O,X
JISTOLZ,O,X,X,X,X,O
JISTOZL,O,X,X,X,O,X
JISLTZO,X,X,X,X,X,O
JISLTOZ,X,X,X,X,X,O
JISLZTO,X,X,X,X,X,O
JISLZOT,O,X,X,X,X,O
JISLOTZ,X,X,X,X,X,O
JISLOZT,O,X,X,X,X,O
JISZTLO,O,X,X,X,O,X
JISZTOL,O,X,X,X,O,X
JISZLTO,X,X,X,X,O,X
JISZLOT,O,X,X,X,O,X
JISZOTL,O,X,X,X,O,X
JISZOLT,O,X,X,X,O,X
JISOTLZ,O,X,X,X,X,O
JISOTZL,O,X,X,X,O,X
JISOLTZ,X,X,X,X,X,O
JISOLZT,O,X,X,X,X,O
JISOZTL,O,X,X,X,O,X
JISOZLT,O,X,X,X,O,X
JIZTLSO,O,X,X,X,O,X
JIZTLOS,O,X,X,X,O,X
JIZTSLO,O,X,X,X,O,X
JIZTSOL,O,X,X,X,O,X
JIZTOLS,O,X,X,X,O,X
JIZTOSL,O,X,X,X,O,X
JIZLTSO,X,X,X,X,O,X
JIZLTOS,X,X,X,X,O,X
JIZLSTO,X,X,X,X,O,X
JIZLSOT,O,X,X,X,O,X
JIZLOTS,X,X,X,X,O,X
JIZLOST,O,X,X,X,O,X
JIZSTLO,O,X,X,X,O,X
JIZSTOL,O,X,X,X,O,X
JIZSLTO,X,X,X,X,O,X
JIZSLOT,O,X,X,X,O,X
JIZSOTL,O,X,X,X,O,X
JIZSOLT,O,X,X,X,O,X
JIZOTLS,O,X,X,X,O,X
JIZOTSL,O,X,X,X,O,X
JIZOLTS,X,X,X,X,O,X
JIZOLST,O,X,X,X,O,X
JIZOSTL,O,X,X,X,O,X
JIZOSLT,O,X,X,X,O,X
JIOTLSZ,O,X,O,X,X,O
JIOTLZS,O,X,X,X,X,O
JIOTSLZ,O,X,O,X,X,O
JIOTSZL,O,X,O,X,O,X
JIOTZLS,O,X,X,X,O,X
JIOTZSL,O,X,X,X,O,X
JIOLTSZ,X,X,O,X,X,O
JIOLTZS,X,X,X,X,X,O
JIOLSTZ,X,X,X,X,X,O
JIOLSZT,X,X,X,X,X,O
JIOLZTS,X,X,X,X,X,O
JIOLZST,X,X,X,X,X,O
JIOSTLZ,O,X,X,X,X,O
JIOSTZL,O,X,X,X,O,X
JIOSLTZ,X,X,X,X,X,O
JIOSLZT,O,X,X,X,X,O
JIOSZTL,O,X,X,X,O,X
JIOSZLT,O,X,X,X,O,X
JIOZTLS,O,X,X,X,O,X
JIOZTSL,O,X,X,X,O,X
JIOZLTS,X,X,X,X,O,X
JIOZLST,O,X,X,X,O,X
JIOZSTL,O,X,X,X,O,X
JIOZSLT,O,X,X,X,O,X
JLTISZO,O,X,O,X,X,X
JLTISOZ,O,O,O,X,X,X
JLTIZSO,O,X,X,X,X,X
JLTIZOS,O,X,X,X,X,X
JLTIOSZ,O,O,O,X,X,X
JLTIOZS,O,X,X,X,X,X
JLTSIZO,O,X,O,X,X,X
JLTSIOZ,O,O,O,X,X,X
JLTSZIO,O,O,O,X,X,X
JLTSZOI,O,O,O,X,X,X
JLTSOIZ,O,O,O,X,X,X
JLTSOZI,O,O,O,X,X,X
JLTZISO,O,O,X,X,X,X
JLTZIOS,O,O,X,X,X,X
JLTZSIO,O,O,X,X,X,X
JLTZSOI,O,O,X,X,X,X
JLTZOIS,O,O,X,X,X,X
JLTZOSI,O,O,X,X,X,X
JLTOISZ,O,O,O,X,X,X
JLTOIZS,O,X,X,X,X,X
JLTOSIZ,O,O,O,X,X,X
JLTOSZI,O,O,O,X,X,X
JLTOZIS,O,O,X,X,X,X
JLTOZSI,O,O,X,X,X,X
JLITSZO,X,X,O,X,X,O
JLITSOZ,X,O,O,X,X,O
JLITZSO,X,X,X,X,X,O
JLITZOS,X,X,X,X,X,O
JLITOSZ,X,O,O,X,X,O
JLITOZS,X,X,X,X,X,O
JLISTZO,X,X,X,X,X,O
JLISTOZ,X,O,X,X,X,O
JLISZTO,X,X,X,X,X,O
JLISZOT,X,X,X,X,X,O
JLISOTZ,X,O,X,X,X,O
JLISOZT,X,X,X,X,X,O
JLIZTSO,X,X,X,X,X,O
JLIZTOS,X,X,X,X,X,O
JLIZSTO,X,X,X,X,X,O
JLIZSOT,X,X,X,X,X,O
JLIZOTS,X,X,X,X,X,O
JLIZOST,X,X,X,X,X,O
JLIOTSZ,X,O,O,X,X,O
JLIOTZS,X,X,X,X,X,O
JLIOSTZ,X,O,X,X,X,O
JLIOSZT,X,X,X,X,X,O
JLIOZTS,X,X,X,X,X,O
JLIOZST,X,X,X,X,X,O
JLSTIZO,O,X,O,X,X,O
JLSTIOZ,O,O,O,X,X,O
JLSTZIO,O,O,O,X,X,X
JLSTZOI,O,O,O,X,X,X
JLSTOIZ,O,O,O,X,X,O
JLSTOZI,O,O,O,X,X,X
JLSITZO,X,X,X,X,X,O
JLSITOZ,X,O,X,X,X,O
JLSIZTO,X,X,X,X,X,O
JLSIZOT,O,X,X,X,X,O
JLSIOTZ,X,O,X,X,X,O
JLSIOZT,O,X,X,X,X,O
JLSZTIO,O,O,O,X,X,X
JLSZTOI,O,O,O,X,X,X
JLSZITO,X,O,X,X,X,X
JLSZIOT,O,O,X,X,X,X
JLSZOTI,O,O,O,X,X,X
JLSZOIT,O,O,X,X,X,X
JLSOTIZ,O,O,O,X,X,O
JLSOTZI,O,O,O,X,X,X
JLSOITZ,X,O,X,X,X,O
JLSOIZT,O,X,X,X,X,O
JLSOZTI,O,O,O,X,X,X
JLSOZIT,O,O,X,X,X,X
JLZTISO,O,O,X,X,X,X
JLZTIOS,O,O,X,X,X,X
JLZTSIO,O,O,X,X,X,X
JLZTSOI,O,O,X,X,X,X
JLZTOIS,O,O,X,X,X,X
JLZTOSI,O,O,X,X,X,X
JLZITSO,X,O,X,X,X,X
JLZITOS,X,O,X,X,X,X
JLZISTO,X,O,X,X,X,X
JLZISOT,O,O,X,X,X,X
JLZIOTS,X,O,X,X,X,X
JLZIOST,O,O,X,X,X,X
JLZSTIO,O,O,X,X,X,X
JLZSTOI,O,O,X,X,X,X
JLZSITO,X,O,X,X,X,X
JLZSIOT,O,O,X,X,X,X
JLZSOTI,O,O,X,X,X,X
JLZSOIT,O,O,X,X,X,X
JLZOTIS,O,O,X,X,X,X
JLZOTSI,O,O,X,X,X,X
JLZOITS,X,O,X,X,X,X
JLZOIST,O,O,X,X,X,X
JLZOSTI,O,O,X,X,X,X
JLZOSIT,O,O,X,X,X,X
JLOTISZ,O,O,O,X,X,X
JLOTIZS,O,X,X,X,X,X
JLOTSIZ,O,O,O,X,X,X
JLOTSZI,O,O,O,X,X,X
JLOTZIS,O,O,X,X,X,X
JLOTZSI,O,O,X,X,X,X
JLOITSZ,X,O,O,X,X,O
JLOITZS,X,X,X,X,X,O
JLOISTZ,X,O,X,X,X,O
JLOISZT,X,X,X,X,X,O
JLOIZTS,X,X,X,X,X,O
JLOIZST,X,X,X,X,X,O
JLOSTIZ,O,O,O,X,X,O
JLOSTZI,O,O,O,X,X,X
JLOSITZ,X,O,X,X,X,O
JLOSIZT,O,X,X,X,X,O
JLOSZTI,O,O,O,X,X,X
JLOSZIT,O,O,X,X,X,X
JLOZTIS,O,O,X,X,X,X
JLOZTSI,O,O,X,X,X,X
JLOZITS,X,O,X,X,X,X
JLOZIST,O,O,X,X,X,X
JLOZSTI,O,O,X,X,X,X
JLOZSIT,O,O,X,X,X,X
JSTILZO,O,X,O,X,X,O
JSTILOZ,O,X,O,O,X,O
JSTIZLO,O,X,O,X,O,X
JSTIZOL,O,X,O,X,O,X
JSTIOLZ,O,X,O,O,X,O
JSTIOZL,O,X,O,X,O,X
JSTLIZO,O,X,O,X,X,O
JSTLIOZ,O,O,O,X,X,O
JSTLZIO,O,O,O,X,X,X
JSTLZOI,O,O,O,X,X,X
JSTLOIZ,O,O,O,X,X,O
JSTLOZI,O,O,O,X,X,X
JSTZILO,O,X,O,O,O,X
JSTZIOL,O,O,O,O,O,X
JSTZLIO,O,X,O,X,X,X
JSTZLOI,O,X,O,X,O,X
JSTZOIL,O,O,O,O,O,X
JSTZOLI,O,X,O,X,O,X
JSTOILZ,O,X,O,O,X,O
JSTOIZL,O,X,O,X,O,X
JSTOLIZ,O,O,O,X,X,O
JSTOLZI,O,O,O,X,X,X
JSTOZIL,O,O,O,O,O,X
JSTOZLI,O,X,O,X,O,X
JSITLZO,O,X,X,X,X,O
JSITLOZ,O,X,X,X,X,O
JSITZLO,O,X,X,X,O,X
JSITZOL,O,X,X,X,O,X
JSITOLZ,O,X,X,X,X,O
JSITOZL,O,X,X,X,O,X
JSILTZO,X,X,X,X,X,O
JSILTOZ,X,X,X,X,X,O
JSILZTO,X,X,X,X,X,O
JSILZOT,O,X,X,X,X,O
JSILOTZ,X,X,X,X,X,O
JSILOZT,O,X,X,X,X,O
JSIZTLO,O,X,X,X,O,X
JSIZTOL,O,X,X,X,O,X
JSIZLTO,X,X,X,X,O,X
JSIZLOT,O,X,X,X,O,X
JSIZOTL,O,X,X,X,O,X
JSIZOLT,O,X,X,X,O,X
JSIOTLZ,O,X,X,X,X,O
JSIOTZL,O,X,X,X,O,X
JSIOLTZ,X,X,X,X,X,O
JSIOLZT,O,X,X,X,X,O
JSIOZTL,O,X,X,X,O,X
JSIOZLT,O,X,X,X,O,X
JSLTIZO,O,X,O,X,X,O
JSLTIOZ,O,O,O,X,X,O
JSLTZIO,O,O,O,X,X,X
JSLTZOI,O,O,O,X,X,X
JSLTOIZ,O,O,O,X,X,O
JSLTOZI,O,O,O,X,X,X
JSLITZO,X,X,X,X,X,O
JSLITOZ,X,O,X,X,X,O
JSLIZTO,X,X,X,X,X,O
JSLIZOT,O,X,X,X,X,O
JSLIOTZ,X,O,X,X,X,O
JSLIOZT,O,X,X,X,X,O
JSLZTIO,O,O,O,X,X,X
JSLZTOI,O,O,O,X,X,X
JSLZITO,X,O,X,X,X,X
JSLZIOT,O,O,X,X,X,X
JSLZOTI,O,O,O,X,X,X
JSLZOIT,O,O,X,X,X,X
JSLOTIZ,O,O,O,X,X,O
JSLOTZI,O,O,O,X,X,X
JSLOITZ,X,O,X,X,X,O
JSLOIZT,O,X,X,X,X,O
JSLOZTI,O,O,O,X,X,X
JSLOZIT,O,O,X,X,X,X
JSZTILO,O,X,O,O,O,X
JSZTIOL,O,O,O,O,O,X
JSZTLIO,O,X,O,X,X,X
JSZTLOI,O,X,O,X,O,X
JSZTOIL,O,O,O,O,O,X
JSZTOLI,O,X,O,X,O,X
JSZITLO,O,X,X,X,O,X
JSZITOL,O,O,X,X,O,X
JSZILTO,X,O,X,X,O,X
JSZILOT,O,O,X,O,O,X
JSZIOTL,O,O,X,X,O,X
JSZIOLT,O,O,X,O,O,X
JSZLTIO,O,X,O,X,X,X
JSZLTOI,O,X,O,X,O,X
JSZLITO,X,X,X,X,O,X
JSZLIOT,O,X,X,O,O,X
JSZLOTI,O,X,O,X,O,X
JSZLOIT,O,X,X,O,O,X
JSZOTIL,O,O,O,O,O,X
JSZOTLI,O,X,O,X,O,X
JSZOITL,O,O,X,X,O,X
JSZOILT,O,O,X,O,O,X
JSZOLTI,O,X,O,X,O,X
JSZOLIT,O,X,X,O,O,X
JSOTILZ,O,X,O,O,X,O
JSOTIZL,O,X,O,X,O,X
JSOTLIZ,O,O,O,X,X,O
JSOTLZI,O,O,O,X,X,X
JSOTZIL,O,O,O,O,O,X
JSOTZLI,O,X,O,X,O,X
JSOITLZ,O,X,X,X,X,O
JSOITZL,O,X,X,X,O,X
JSOILTZ,X,X,X,X,X,O
JSOILZT,O,X,X,X,X,O
JSOIZTL,O,X,X,X,O,X
JSOIZLT,O,X,X,X,O,X
JSOLTIZ,O,O,O,X,X,O
JSOLTZI,O,O,O,X,X,X
JSOLITZ,X,O,X,X,X,O
JSOLIZT,O,X,X,X,X,O
JSOLZTI,O,O,O,X,X,X
JSOLZIT,O,O,X,X,X,X
JSOZTIL,O,O,O,O,O,X
JSOZTLI,O,X,O,X,O,X
JSOZITL,O,O,X,X,O,X
JSOZILT,O,O,X,O,O,X
JSOZLTI,O,X,O,X,O,X
JSOZLIT,O,X,X,O,O,X
JZTILSO,O,X,X,O,X,X
JZTILOS,O,X,X,O,X,X
JZTISLO,O,X,X,O,X,X
JZTISOL,O,X,X,O,X,X
JZTIOLS,O,X,X,O,X,X
JZTIOSL,O,X,X,O,X,X
JZTLISO,O,X,X,O,X,X
JZTLIOS,O,X,X,O,X,X
JZTLSIO,O,X,X,X,X,X
JZTLSOI,O,X,X,X,X,X
JZTLOIS,O,X,X,O,X,X
JZTLOSI,O,X,X,X,X,X
JZTSILO,O,X,X,O,X,X
JZTSIOL,O,X,X,O,X,X
JZTSLIO,O,X,X,X,X,X
JZTSLOI,O,X,X,X,X,X
JZTSOIL,O,X,X,O,X,X
JZTSOLI,O,X,X,X,X,X
JZTOILS,O,X,X,O,X,X
JZTOISL,O,X,X,O,X,X
JZTOLIS,O,X,X,O,X,X
JZTOLSI,O,X,X,X,X,X
JZTOSIL,O,X,X,O,X,X
JZTOSLI,O,X,X,X,X,X
JZITLSO,O,X,X,X,O,X
JZITLOS,O,X,X,X,O,X
JZITSLO,O,X,X,X,O,X
JZITSOL,O,O,X,X,O,X
JZITOLS,O,X,X,X,O,X
JZITOSL,O,O,X,X,O,X
JZILTSO,X,O,X,X,O,X
JZILTOS,X,O,X,X,O,X
JZILSTO,X,O,X,X,O,X
JZILSOT,O,O,X,O,O,X
JZILOTS,X,O,X,X,O,X
JZILOST,O,O,X,O,O,X
JZISTLO,O,X,X,X,O,X
JZISTOL,O,O,X,X,O,X
JZISLTO,X,O,X,X,O,X
JZISLOT,O,O,X,O,O,X
JZISOTL,O,O,X,X,O,X
JZISOLT,O,O,X,O,O,X
JZIOTLS,O,X,X,X,O,X
JZIOTSL,O,O,X,X,O,X
JZIOLTS,X,O,X,X,O,X
JZIOLST,O,O,X,O,O,X
JZIOSTL,O,O,X,X,O,X
JZIOSLT,O,O,X,O,O,X
JZLTISO,O,O,X,O,X,X
JZLTIOS,O,O,X,O,X,X
JZLTSIO,O,O,X,X,X,X
JZLTSOI,O,O,X,X,X,X
JZLTOIS,O,O,X,O,X,X
JZLTOSI,O,O,X,X,X,X
JZLITSO,X,O,X,X,O,X
JZLITOS,X,O,X,X,O,X
JZLISTO,X,O,X,X,O,X
JZLISOT,O,O,X,O,O,X
JZLIOTS,X,O,X,X,O,X
JZLIOST,O,O,X,O,O,X
JZLSTIO,O,O,X,X,X,X
JZLSTOI,O,O,X,X,O,X
JZLSITO,X,O,X,X,O,X
JZLSIOT,O,O,X,O,O,X
JZLSOTI,O,O,X,X,O,X
JZLSOIT,O,O,X,O,O,X
JZLOTIS,O,O,X,O,X,X
JZLOTSI,O,O,X,X,X,X
JZLOITS,X,O,X,X,O,X
JZLOIST,O,O,X,O,O,X
JZLOSTI,O,O,X,X,O,X
JZLOSIT,O,O,X,O,O,X
JZSTILO,O,X,X,O,O,X
JZSTIOL,O,O,X,O,O,X
JZSTLIO,O,X,X,X,X,X
JZSTLOI,O,X,X,X,O,X
JZSTOIL,O,O,X,O,O,X
JZSTOLI,O,X,X,X,O,X
JZSITLO,O,X,X,X,O,X
JZSITOL,O,O,X,X,O,X
JZSILTO,X,O,X,X,O,X
JZSILOT,O,O,X,O,O,X
JZSIOTL,O,O,X,X,O,X
JZSIOLT,O,O,X,O,O,X
JZSLTIO,O,X,X,X,X,X
JZSLTOI,O,X,X,X,O,X
