sequence,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFukBclBThBi?iBlrB3sB,v115@GhA8GeC8CeA8EeA8AeD8CeB8Jex/IvhFThBiiBOpBX?lB0rBlsB,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFWlBThBiiBX?lB0rBlsB,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFGgB0hBzkB/?rBlsBisB,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFGgB0hBzkB/?rBisBlsB,v115@GhA8GeC8CeA8EeA8AeD8CeB8Jex/IvhFiiBOpBXlBT?mBlsB0rB
SZIJLTO,O,O,X,X,X,X
SZIJLOT,O,O,O,X,X,X
SZIJOTL,O,O,X,O,O,X
SZIJOLT,O,O,O,O,O,X
SZIOTLJ,O,O,X,X,X,X
SZIOTJL,O,X,X,O,O,X
SZIOLTJ,O,O,X,X,O,X
SZIOLJT,O,O,O,O,O,X
SZIOJTL,O,O,X,O,O,X
SZIOJLT,O,O,O,O,O,X
SZLTIJO,O,O,X,X,X,X
SZLTIOJ,O,O,X,X,O,X
SZLTJIO,O,O,X,X,X,O
SZLTJOI,O,O,X,X,X,O
SZLTOIJ,O,O,X,X,O,X
SZLTOJI,O,O,X,X,O,O
SZLITJO,O,O,X,X,X,X
SZLITOJ,O,O,X,X,O,X
SZLIJTO,O,O,X,X,X,X
SZLIJOT,O,O,O,X,O,X
SZLIOTJ,O,O,X,X,O,X
SZLIOJT,O,O,O,O,O,X
SZLJTIO,O,O,X,X,X,O
SZLJTOI,O,O,X,X,X,O
SZLJITO,O,O,X,X,X,O
SZLJIOT,O,O,O,X,O,X
SZLJOTI,O,O,X,X,O,X
SZLJOIT,O,O,O,X,O,X
SZLOTIJ,O,O,X,X,O,X
SZLOTJI,O,O,X,X,O,X
SZLOITJ,O,O,X,X,O,X
SZLOIJT,O,O,O,O,O,X
SZLOJTI,O,O,X,X,O,X
SZLOJIT,O,O,O,O,O,X
SZJTILO,O,O,X,X,X,O
SZJTIOL,O,O,X,X,X,O
SZJTLIO,O,O,X,X,X,O
SZJTLOI,O,O,X,X,X,O
SZJTOIL,O,O,X,X,X,O
SZJTOLI,O,O,X,X,X,O
SZJITLO,O,O,X,X,X,O
SZJITOL,O,O,X,X,X,O
SZJILTO,O,O,X,X,X,O
SZJILOT,O,O,O,X,X,X
SZJIOTL,O,O,X,O,O,X
SZJIOLT,O,O,O,O,O,X
SZJLTIO,O,O,X,X,X,O
SZJLTOI,O,O,X,X,X,O
SZJLITO,O,O,X,X,X,O
SZJLIOT,O,O,O,X,X,X
SZJLOTI,O,O,X,X,X,X
SZJLOIT,O,O,O,X,X,X
SZJOTIL,O,O,X,O,O,X
SZJOTLI,O,O,X,X,X,X
SZJOITL,O,O,X,O,O,X
SZJOILT,O,O,O,O,O,X
SZJOLTI,O,O,X,X,X,X
SZJOLIT,O,O,O,O,O,X
SZOTILJ,O,O,X,X,X,X
SZOTIJL,O,X,X,O,O,X
SZOTLIJ,O,O,X,X,X,X
SZOTLJI,O,O,X,X,X,X
SZOTJIL,O,O,X,O,O,X
SZOTJLI,O,O,X,X,X,X
SZOITLJ,O,O,X,X,X,X
SZOITJL,O,X,X,O,O,X
SZOILTJ,O,O,X,X,O,X
SZOILJT,O,O,O,O,O,X
SZOIJTL,O,O,X,O,O,X
SZOIJLT,O,O,O,O,O,X
SZOLTIJ,O,O,X,X,O,X
SZOLTJI,O,O,X,X,O,X
SZOLITJ,O,O,X,X,O,X
SZOLIJT,O,O,O,O,O,X
SZOLJTI,O,O,X,X,O,X
SZOLJIT,O,O,O,O,O,X
SZOJTIL,O,O,X,O,O,X
SZOJTLI,O,O,X,X,X,X
SZOJITL,O,O,X,O,O,X
SZOJILT,O,O,O,O,O,X
SZOJLTI,O,O,X,X,O,X
SZOJLIT,O,O,O,O,O,X
SOTILJZ,O,X,X,O,O,O
SOTILZJ,O,O,X,O,O,X
SOTIJLZ,O,X,X,O,O,O
SOTIJZL,O,X,X,O,O,O
SOTIZLJ,O,O,X,O,X,X
SOTIZJL,O,O,X,O,O,X
SOTLIJZ,O,X,X,O,O,O
SOTLIZJ,O,O,X,O,O,X
SOTLJIZ,O,O,X,O,O,O
SOTLJZI,O,O,X,O,O,O
SOTLZIJ,O,O,X,O,O,X
SOTLZJI,O,O,X,O,O,O
SOTJILZ,O,O,X,O,O,O
SOTJIZL,O,O,X,O,O,O
SOTJLIZ,O,O,X,O,O,O
SOTJLZI,O,O,X,O,O,O
SOTJZIL,O,O,X,O,O,O
SOTJZLI,O,O,X,O,X,O
SOTZILJ,O,O,X,O,X,X
SOTZIJL,O,O,X,O,O,X
SOTZLIJ,O,O,X,O,X,X
SOTZLJI,O,O,X,O,X,O
SOTZJIL,O,O,X,O,O,O
SOTZJLI,O,O,X,O,X,O
SOITLJZ,O,X,X,O,O,X
SOITLZJ,O,O,X,O,O,X
SOITJLZ,O,X,X,O,O,X
SOITJZL,O,X,X,O,O,X
SOITZLJ,O,O,X,O,X,X
SOITZJL,O,O,X,O,O,X
SOILTJZ,O,X,X,X,O,X
SOILTZJ,O,O,X,X,O,X
SOILJTZ,X,X,X,X,O,X
SOILJZT,X,X,X,O,O,X
SOILZTJ,O,O,X,X,O,X
SOILZJT,O,O,X,O,O,X
SOIJTLZ,X,X,X,O,O,X
SOIJTZL,X,X,X,O,O,X
SOIJLTZ,X,X,X,X,O,X
SOIJLZT,X,X,X,O,O,X
SOIJZTL,X,X,X,O,O,X
SOIJZLT,X,X,X,O,O,X
SOIZTLJ,O,O,X,X,X,X
SOIZTJL,O,X,X,O,O,X
SOIZLTJ,O,O,X,X,O,X
SOIZLJT,O,O,X,O,O,X
SOIZJTL,O,X,X,O,O,X
SOIZJLT,O,O,X,O,O,X
SOLTIJZ,O,X,X,X,O,O
SOLTIZJ,O,O,X,X,O,X
SOLTJIZ,O,O,X,X,O,O
SOLTJZI,O,O,X,X,O,O
SOLTZIJ,O,O,X,X,O,X
SOLTZJI,O,O,X,X,O,O
SOLITJZ,O,X,X,X,O,X
SOLITZJ,O,O,X,X,O,X
SOLIJTZ,X,X,X,X,O,X
SOLIJZT,X,X,X,O,O,X
SOLIZTJ,O,O,X,X,O,X
SOLIZJT,O,O,X,O,O,X
SOLJTIZ,X,O,X,X,O,O
SOLJTZI,X,O,X,X,O,O
SOLJITZ,X,O,X,X,O,O
SOLJIZT,X,O,X,O,O,X
SOLJZTI,X,O,X,X,O,X
SOLJZIT,X,O,X,O,O,X
SOLZTIJ,O,O,X,X,O,X
SOLZTJI,O,O,X,X,O,X
SOLZITJ,O,O,X,X,O,X
SOLZIJT,O,O,X,O,O,X
SOLZJTI,O,O,X,X,O,X
SOLZJIT,O,O,X,O,O,X
SOJTILZ,X,O,X,O,O,O
SOJTIZL,X,O,X,O,O,O
SOJTLIZ,X,O,X,O,O,O
SOJTLZI,X,O,X,O,O,O
SOJTZIL,X,O,X,O,O,O
SOJTZLI,X,O,X,O,X,O
SOJITLZ,X,O,X,O,O,O
SOJITZL,X,O,X,O,O,O
SOJILTZ,X,O,X,X,O,O
SOJILZT,X,O,X,O,O,X
SOJIZTL,X,O,X,O,O,X
SOJIZLT,X,O,X,O,O,X
SOJLTIZ,X,O,X,X,O,O
SOJLTZI,X,O,X,X,O,O
SOJLITZ,X,O,X,X,O,O
SOJLIZT,X,O,X,O,O,X
SOJLZTI,X,O,X,X,O,X
SOJLZIT,X,O,X,O,O,X
SOJZTIL,X,O,X,O,O,X
SOJZTLI,X,O,X,X,X,X
SOJZITL,X,O,X,O,O,X
SOJZILT,X,O,X,O,O,X
SOJZLTI,X,O,X,X,O,X
SOJZLIT,X,O,X,O,O,X
SOZTILJ,O,O,X,X,X,X
SOZTIJL,O,X,X,O,O,X
SOZTLIJ,O,O,X,X,X,X
SOZTLJI,O,O,X,X,X,X
SOZTJIL,O,O,X,O,O,X
SOZTJLI,O,O,X,X,X,X
SOZITLJ,O,O,X,X,X,X
SOZITJL,O,X,X,O,O,X
SOZILTJ,O,O,X,X,O,X
SOZILJT,O,O,X,O,O,X
SOZIJTL,O,O,X,O,O,X
SOZIJLT,O,O,X,O,O,X
SOZLTIJ,O,O,X,X,O,X
SOZLTJI,O,O,X,X,O,X
SOZLITJ,O,O,X,X,O,X
SOZLIJT,O,O,X,O,O,X
SOZLJTI,O,O,X,X,O,X
SOZLJIT,O,O,X,O,O,X
SOZJTIL,O,O,X,O,O,X
SOZJTLI,O,O,X,X,X,X
SOZJITL,O,O,X,O,O,X
SOZJILT,O,O,X,O,O,X
SOZJLTI,O,O,X,X,O,X
SOZJLIT,O,O,X,O,O,X
ZTILJSO,O,O,O,X,X,X
ZTILJOS,O,O,O,X,X,X
ZTILSJO,O,O,O,X,X,X
ZTILSOJ,O,O,O,X,X,X
ZTILOJS,O,O,O,X,X,X
ZTILOSJ,O,O,O,X,X,X
ZTIJLSO,O,O,O,X,X,X
ZTIJLOS,O,O,O,X,X,X
ZTIJSLO,O,O,O,X,X,X
ZTIJSOL,O,O,O,X,X,X
ZTIJOLS,O,O,O,X,X,X
ZTIJOSL,O,O,O,X,X,X
ZTISLJO,O,O,O,X,X,X
ZTISLOJ,O,O,O,O,X,X
ZTISJLO,O,O,O,X,X,X
ZTISJOL,O,O,O,O,X,X
ZTISOLJ,O,O,O,O,X,X
ZTISOJL,O,O,O,O,X,X
ZTIOLJS,O,O,O,X,X,X
ZTIOLSJ,O,O,O,X,X,X
ZTIOJLS,O,O,O,X,X,X
ZTIOJSL,O,O,O,O,X,X
ZTIOSLJ,O,O,O,O,X,X
ZTIOSJL,O,O,O,O,X,X
ZTLIJSO,O,O,O,X,X,X
ZTLIJOS,O,O,O,X,X,X
ZTLISJO,O,O,O,X,X,X
ZTLISOJ,O,O,O,X,X,X
ZTLIOJS,O,O,O,X,X,X
ZTLIOSJ,O,O,O,X,X,X
ZTLJISO,O,O,O,X,X,X
ZTLJIOS,O,O,O,X,X,X
ZTLJSIO,O,O,O,X,X,O
ZTLJSOI,O,O,O,X,X,O
ZTLJOIS,O,O,O,X,X,X
ZTLJOSI,O,O,O,X,X,O
ZTLSIJO,O,O,O,X,X,X
ZTLSIOJ,O,O,O,X,X,X
ZTLSJIO,O,O,O,X,X,O
ZTLSJOI,O,O,O,X,X,O
ZTLSOIJ,O,O,O,X,X,X
ZTLSOJI,O,O,O,X,X,O
ZTLOIJS,O,O,O,X,X,X
ZTLOISJ,O,O,O,X,X,X
ZTLOJIS,O,O,O,X,X,X
ZTLOJSI,O,O,O,X,X,O
ZTLOSIJ,O,O,O,X,X,X
ZTLOSJI,O,O,O,X,X,O
ZTJILSO,O,O,O,X,X,X
ZTJILOS,O,O,O,X,X,X
ZTJISLO,O,O,O,X,X,X
ZTJISOL,O,O,O,X,X,X
ZTJIOLS,O,O,O,X,X,X
ZTJIOSL,O,O,O,X,X,X
ZTJLISO,O,O,O,X,X,X
ZTJLIOS,O,O,O,X,X,X
ZTJLSIO,O,O,O,X,X,O
ZTJLSOI,O,O,O,X,X,O
ZTJLOIS,O,O,O,X,X,X
ZTJLOSI,O,O,O,X,X,O
ZTJSILO,O,O,O,X,X,O
ZTJSIOL,O,O,O,X,X,O
ZTJSLIO,O,O,O,X,X,O
ZTJSLOI,O,O,O,X,X,O
ZTJSOIL,O,O,O,X,X,O
ZTJSOLI,O,O,O,X,X,O
ZTJOILS,O,O,O,X,X,X
ZTJOISL,O,O,O,X,X,X
ZTJOLIS,O,O,O,X,X,X
ZTJOLSI,O,O,O,X,X,O
ZTJOSIL,O,O,O,X,X,O
ZTJOSLI,O,O,O,X,X,O
ZTSILJO,O,O,O,X,X,X
ZTSILOJ,O,O,O,O,X,X
ZTSIJLO,O,O,O,X,X,X
ZTSIJOL,O,O,O,O,X,X
ZTSIOLJ,O,O,O,O,X,X
ZTSIOJL,O,O,O,O,X,X
ZTSLIJO,O,O,O,X,X,X
ZTSLIOJ,O,O,O,O,X,X
ZTSLJIO,O,O,O,X,X,O
ZTSLJOI,O,O,O,X,X,O
ZTSLOIJ,O,O,O,O,X,X
ZTSLOJI,O,O,O,O,X,O
ZTSJILO,O,O,O,X,X,O
ZTSJIOL,O,O,O,O,X,O
ZTSJLIO,O,O,O,X,X,O
ZTSJLOI,O,O,O,X,X,O
ZTSJOIL,O,O,O,O,X,O
ZTSJOLI,O,O,O,O,X,O
ZTSOILJ,O,O,O,O,X,X
ZTSOIJL,O,O,O,O,X,X
ZTSOLIJ,O,O,O,O,X,X
ZTSOLJI,O,O,O,O,X,O
ZTSOJIL,O,O,O,O,X,O
ZTSOJLI,O,O,O,O,X,O
ZTOILJS,O,O,O,X,X,X
ZTOILSJ,O,O,O,X,X,X
ZTOIJLS,O,O,O,X,X,X
ZTOIJSL,O,O,O,O,X,X
ZTOISLJ,O,O,O,O,X,X
ZTOISJL,O,O,O,O,X,X
ZTOLIJS,O,O,O,X,X,X
ZTOLISJ,O,O,O,X,X,X
ZTOLJIS,O,O,O,X,X,X
ZTOLJSI,O,O,O,X,X,O
ZTOLSIJ,O,O,O,X,X,X
ZTOLSJI,O,O,O,X,X,O
ZTOJILS,O,O,O,X,X,X
ZTOJISL,O,O,O,O,X,X
ZTOJLIS,O,O,O,X,X,X
ZTOJLSI,O,O,O,X,X,O
ZTOJSIL,O,O,O,O,X,O
ZTOJSLI,O,O,O,O,X,O
ZTOSILJ,O,O,O,O,X,X
ZTOSIJL,O,O,O,O,X,X
ZTOSLIJ,O,O,O,O,X,X
ZTOSLJI,O,O,O,O,X,O
ZTOSJIL,O,O,O,O,X,O
ZTOSJLI,O,O,O,O,X,O
ZITLJSO,O,X,O,X,X,X
ZITLJOS,O,X,O,X,X,X
ZITLSJO,O,X,O,X,X,X
ZITLSOJ,O,X,O,X,X,X
ZITLOJS,O,X,O,X,X,X
ZITLOSJ,O,X,O,X,X,X
ZITJLSO,O,X,O,X,X,X
ZITJLOS,O,X,O,X,X,X
ZITJSLO,O,X,O,X,X,X
ZITJSOL,O,X,O,X,X,X
ZITJOLS,O,X,O,X,X,X
ZITJOSL,O,X,O,X,X,X
ZITSLJO,O,X,O,X,X,X
ZITSLOJ,O,X,O,O,X,X
ZITSJLO,O,X,O,X,X,X
ZITSJOL,O,X,O,O,X,X
ZITSOLJ,O,X,O,O,X,X
ZITSOJL,O,X,O,O,X,X
ZITOLJS,O,X,O,X,X,X
ZITOLSJ,O,X,O,X,X,X
ZITOJLS,O,X,O,X,X,X
ZITOJSL,O,X,O,O,X,X
ZITOSLJ,O,X,O,O,X,X
ZITOSJL,O,X,O,O,X,X
ZILTJSO,O,X,O,X,X,X
ZILTJOS,O,X,O,X,X,X
ZILTSJO,O,X,X,X,X,X
ZILTSOJ,O,X,X,X,X,X
ZILTOJS,O,X,O,X,X,X
ZILTOSJ,O,X,X,X,X,X
ZILJTSO,O,X,O,X,X,X
ZILJTOS,O,O,O,X,X,X
ZILJSTO,O,O,X,X,X,X
ZILJSOT,O,O,O,X,X,X
ZILJOTS,O,O,O,X,X,X
ZILJOST,O,O,O,X,X,X
ZILSTJO,O,X,X,X,X,X
ZILSTOJ,O,O,X,X,O,X
ZILSJTO,O,O,X,X,X,X
ZILSJOT,O,O,O,X,O,X
ZILSOTJ,O,O,X,X,O,X
ZILSOJT,O,O,O,X,O,X
ZILOTJS,O,X,O,X,X,X
ZILOTSJ,O,X,X,X,X,X
ZILOJTS,O,O,O,X,X,X
ZILOJST,O,O,O,X,O,X
ZILOSTJ,O,O,X,X,O,X
ZILOSJT,O,O,O,X,O,X
ZIJTLSO,O,X,O,X,X,X
ZIJTLOS,O,O,O,X,X,X
ZIJTSLO,O,X,O,X,X,X
ZIJTSOL,O,X,O,X,X,X
ZIJTOLS,O,O,O,X,X,X
ZIJTOSL,O,X,O,X,X,X
ZIJLTSO,O,X,O,X,X,X
ZIJLTOS,O,O,O,X,X,X
ZIJLSTO,O,O,X,X,X,X
ZIJLSOT,O,O,O,X,X,X
ZIJLOTS,O,O,O,X,X,X
ZIJLOST,O,O,O,X,X,X
ZIJSTLO,O,O,X,X,X,X
ZIJSTOL,O,O,X,X,X,X
ZIJSLTO,O,O,X,X,X,X
ZIJSLOT,O,O,O,X,X,X
ZIJSOTL,O,O,X,X,X,X
ZIJSOLT,O,O,O,X,X,X
ZIJOTLS,O,O,O,X,X,X
ZIJOTSL,O,X,X,X,X,X
ZIJOLTS,O,O,O,X,X,X
ZIJOLST,O,O,O,X,X,X
ZIJOSTL,O,O,X,X,X,X
ZIJOSLT,O,O,O,X,X,X
ZISTLJO,O,X,X,X,X,X
ZISTLOJ,O,O,X,X,X,X
ZISTJLO,O,X,X,X,X,X
ZISTJOL,O,X,X,X,X,X
ZISTOLJ,O,O,X,X,X,X
ZISTOJL,O,X,X,O,O,X
ZISLTJO,O,X,X,X,X,X
ZISLTOJ,O,O,X,X,O,X
ZISLJTO,O,O,X,X,X,X
ZISLJOT,O,O,O,X,O,X
ZISLOTJ,O,O,X,X,O,X
ZISLOJT,O,O,O,O,O,X
ZISJTLO,O,O,X,X,X,X
ZISJTOL,O,O,X,X,X,X
ZISJLTO,O,O,X,X,X,X
ZISJLOT,O,O,O,X,X,X
ZISJOTL,O,O,X,O,O,X
ZISJOLT,O,O,O,O,O,X
ZISOTLJ,O,O,X,X,X,X
ZISOTJL,O,X,X,O,O,X
ZISOLTJ,O,O,X,X,O,X
ZISOLJT,O,O,O,O,O,X
ZISOJTL,O,O,X,O,O,X
ZISOJLT,O,O,O,O,O,X
ZIOTLJS,O,X,O,X,X,X
ZIOTLSJ,O,X,X,X,X,X
ZIOTJLS,O,X,O,X,X,X
ZIOTJSL,O,X,X,O,X,X
ZIOTSLJ,O,X,X,O,X,X
ZIOTSJL,O,X,X,O,X,X
ZIOLTJS,O,X,O,X,X,X
ZIOLTSJ,O,X,X,X,X,X
ZIOLJTS,O,O,O,X,X,X
ZIOLJST,O,O,O,X,O,X
ZIOLSTJ,O,O,X,X,O,X
ZIOLSJT,O,O,O,X,O,X
ZIOJTLS,O,O,O,X,X,X
ZIOJTSL,O,X,X,O,X,X
ZIOJLTS,O,O,O,X,X,X
ZIOJLST,O,O,O,X,O,X
ZIOJSTL,O,O,X,O,O,X
ZIOJSLT,O,O,O,O,O,X
ZIOSTLJ,O,O,X,X,X,X
ZIOSTJL,O,X,X,O,O,X
ZIOSLTJ,O,O,X,X,O,X
ZIOSLJT,O,O,O,O,O,X
ZIOSJTL,O,O,X,O,O,X
ZIOSJLT,O,O,O,O,O,X
ZLTIJSO,O,X,O,X,X,X
ZLTIJOS,O,X,O,X,X,X
ZLTISJO,O,X,X,X,X,X
ZLTISOJ,O,X,X,X,X,X
ZLTIOJS,O,X,O,X,X,X
ZLTIOSJ,O,X,X,X,X,X
ZLTJISO,O,X,O,X,X,X
ZLTJIOS,O,O,O,X,X,X
ZLTJSIO,O,O,O,X,X,O
ZLTJSOI,O,O,O,X,X,O
ZLTJOIS,O,O,O,X,X,X
ZLTJOSI,O,O,O,X,X,O
ZLTSIJO,O,O,X,X,X,X
ZLTSIOJ,O,O,X,X,X,X
ZLTSJIO,O,O,X,X,X,O
ZLTSJOI,O,O,X,X,X,O
ZLTSOIJ,O,O,X,X,X,X
ZLTSOJI,O,O,X,X,X,O
ZLTOIJS,O,X,O,X,X,X
ZLTOISJ,O,X,X,X,X,X
ZLTOJIS,O,O,O,X,X,X
ZLTOJSI,O,O,X,X,X,O
ZLTOSIJ,O,O,X,X,X,X
ZLTOSJI,O,O,X,X,X,O
ZLITJSO,O,X,O,X,X,X
ZLITJOS,O,X,O,X,X,X
ZLITSJO,O,X,X,X,X,X
ZLITSOJ,O,X,X,X,X,X
ZLITOJS,O,X,O,X,X,X
ZLITOSJ,O,X,X,X,X,X
ZLIJTSO,O,X,O,X,X,X
ZLIJTOS,O,O,O,X,X,X
ZLIJSTO,O,O,X,X,X,X
ZLIJSOT,O,O,O,X,X,X
ZLIJOTS,O,O,O,X,X,X
ZLIJOST,O,O,O,X,X,X
ZLISTJO,O,X,X,X,X,X
ZLISTOJ,O,O,X,X,O,X
ZLISJTO,O,O,X,X,X,X
ZLISJOT,O,O,O,X,O,X
ZLISOTJ,O,O,X,X,O,X
ZLISOJT,O,O,O,X,O,X
ZLIOTJS,O,X,O,X,X,X
ZLIOTSJ,O,X,X,X,X,X
ZLIOJTS,O,O,O,X,X,X
ZLIOJST,O,O,O,X,O,X
ZLIOSTJ,O,O,X,X,O,X
ZLIOSJT,O,O,O,X,O,X
ZLJTISO,O,X,O,X,X,X
ZLJTIOS,O,O,O,X,X,X
ZLJTSIO,O,O,O,X,X,O
ZLJTSOI,O,O,O,X,X,O
ZLJTOIS,O,O,O,X,X,X
ZLJTOSI,O,O,O,X,X,O
ZLJITSO,O,X,O,X,X,X
ZLJITOS,O,O,O,X,X,X
ZLJISTO,O,O,X,X,X,X
ZLJISOT,O,O,O,X,X,X
ZLJIOTS,O,O,O,X,X,X
ZLJIOST,O,O,O,X,X,X
ZLJSTIO,O,O,X,X,X,O
ZLJSTOI,O,O,X,X,X,O
ZLJSITO,O,O,X,X,X,O
ZLJSIOT,O,O,O,X,X,X
ZLJSOTI,O,O,X,X,X,X
ZLJSOIT,O,O,O,X,X,X
ZLJOTIS,O,O,O,X,X,X
ZLJOTSI,O,O,X,X,X,X
ZLJOITS,O,O,O,X,X,X
ZLJOIST,O,O,O,X,X,X
ZLJOSTI,O,O,X,X,X,X
ZLJOSIT,O,O,O,X,X,X
ZLSTIJO,O,O,X,X,X,X
ZLSTIOJ,O,O,X,X,O,X
ZLSTJIO,O,O,X,X,X,O
ZLSTJOI,O,O,X,X,X,O
ZLSTOIJ,O,O,X,X,O,X
ZLSTOJI,O,O,X,X,O,O
ZLSITJO,O,O,X,X,X,X
ZLSITOJ,O,O,X,X,O,X
ZLSIJTO,O,O,X,X,X,X
ZLSIJOT,O,O,O,X,O,X
ZLSIOTJ,O,O,X,X,O,X
ZLSIOJT,O,O,O,X,O,X
ZLSJTIO,O,O,X,X,X,O
ZLSJTOI,O,O,X,X,X,O
ZLSJITO,O,O,X,X,X,O
ZLSJIOT,O,O,O,X,O,X
ZLSJOTI,O,O,X,X,O,X
ZLSJOIT,O,O,O,X,O,X
ZLSOTIJ,O,O,X,X,O,X
ZLSOTJI,O,O,X,X,O,X
ZLSOITJ,O,O,X,X,O,X
ZLSOIJT,O,O,O,X,O,X
ZLSOJTI,O,O,X,X,O,X
ZLSOJIT,O,O,O,X,O,X
ZLOTIJS,O,X,O,X,X,X
ZLOTISJ,O,X,X,X,X,X
ZLOTJIS,O,O,O,X,X,X
ZLOTJSI,O,O,X,X,X,X
ZLOTSIJ,O,O,X,X,X,X
ZLOTSJI,O,O,X,X,X,X
ZLOITJS,O,X,O,X,X,X
ZLOITSJ,O,X,X,X,X,X
ZLOIJTS,O,O,O,X,X,X
ZLOIJST,O,O,O,X,O,X
ZLOISTJ,O,O,X,X,O,X
ZLOISJT,O,O,O,X,O,X
ZLOJTIS,O,O,O,X,X,X
ZLOJTSI,O,O,X,X,X,X
ZLOJITS,O,O,O,X,X,X
ZLOJIST,O,O,O,X,O,X
ZLOJSTI,O,O,X,X,O,X
ZLOJSIT,O,O,O,X,O,X
ZLOSTIJ,O,O,X,X,O,X
ZLOSTJI,O,O,X,X,O,X
ZLOSITJ,O,O,X,X,O,X
ZLOSIJT,O,O,O,X,O,X
ZLOSJTI,O,O,X,X,O,X
ZLOSJIT,O,O,O,X,O,X
ZJTILSO,O,O,O,X,X,X
ZJTILOS,O,O,O,X,X,X
ZJTISLO,O,O,O,X,X,X
ZJTISOL,O,O,O,X,X,X
ZJTIOLS,O,O,O,X,X,X
ZJTIOSL,O,O,O,X,X,X
ZJTLISO,O,O,O,X,X,X
ZJTLIOS,O,O,O,X,X,X
ZJTLSIO,O,O,O,X,X,O
ZJTLSOI,O,O,O,X,X,O
ZJTLOIS,O,O,O,X,X,X
ZJTLOSI,O,O,O,X,X,O
ZJTSILO,O,O,O,X,X,O
ZJTSIOL,O,O,O,X,X,O
ZJTSLIO,O,O,O,X,X,O
ZJTSLOI,O,O,O,X,X,O
ZJTSOIL,O,O,O,X,X,O
ZJTSOLI,O,O,O,X,X,O
ZJTOILS,O,O,O,X,X,X
ZJTOISL,O,O,O,X,X,X
ZJTOLIS,O,O,O,X,X,X
ZJTOLSI,O,O,O,X,X,O
ZJTOSIL,O,O,O,X,X,O
ZJTOSLI,O,O,O,X,X,O
ZJITLSO,O,O,O,X,X,X
ZJITLOS,O,O,O,X,X,X
ZJITSLO,O,O,O,X,X,X
ZJITSOL,O,O,O,X,X,X
ZJITOLS,O,O,O,X,X,X
ZJITOSL,O,O,O,X,X,X
ZJILTSO,O,X,O,X,X,X
ZJILTOS,O,O,O,X,X,X
ZJILSTO,O,O,X,X,X,X
ZJILSOT,O,O,O,X,X,X
ZJILOTS,O,O,O,X,X,X
ZJILOST,O,O,O,X,X,X
ZJISTLO,O,O,X,X,X,X
ZJISTOL,O,O,X,X,X,X
ZJISLTO,O,O,X,X,X,X
ZJISLOT,O,O,O,X,X,X
ZJISOTL,O,O,X,X,X,X
ZJISOLT,O,O,O,X,X,X
ZJIOTLS,O,O,O,X,X,X
ZJIOTSL,O,X,X,X,X,X
ZJIOLTS,O,O,O,X,X,X
ZJIOLST,O,O,O,X,X,X
ZJIOSTL,O,O,X,X,X,X
ZJIOSLT,O,O,O,X,X,X
ZJLTISO,O,X,O,X,X,X
ZJLTIOS,O,O,O,X,X,X
ZJLTSIO,O,O,O,X,X,O
ZJLTSOI,O,O,O,X,X,O
ZJLTOIS,O,O,O,X,X,X
ZJLTOSI,O,O,O,X,X,O
ZJLITSO,O,X,O,X,X,X
ZJLITOS,O,O,O,X,X,X
ZJLISTO,O,O,X,X,X,X
ZJLISOT,O,O,O,X,X,X
ZJLIOTS,O,O,O,X,X,X
ZJLIOST,O,O,O,X,X,X
ZJLSTIO,O,O,X,X,X,O
ZJLSTOI,O,O,X,X,X,O
ZJLSITO,O,O,X,X,X,O
ZJLSIOT,O,O,O,X,X,X
ZJLSOTI,O,O,X,X,X,X
ZJLSOIT,O,O,O,X,X,X
ZJLOTIS,O,O,O,X,X,X
ZJLOTSI,O,O,X,X,X,X
ZJLOITS,O,O,O,X,X,X
ZJLOIST,O,O,O,X,X,X
ZJLOSTI,O,O,X,X,X,X
ZJLOSIT,O,O,O,X,X,X
ZJSTILO,O,O,X,X,X,O
ZJSTIOL,O,O,X,X,X,O
ZJSTLIO,O,O,X,X,X,O
ZJSTLOI,O,O,X,X,X,O
ZJSTOIL,O,O,X,X,X,O
ZJSTOLI,O,O,X,X,X,O
ZJSITLO,O,O,X,X,X,O
ZJSITOL,O,O,X,X,X,O
ZJSILTO,O,O,X,X,X,O
ZJSILOT,O,O,O,X,X,X
ZJSIOTL,O,O,X,X,X,X
ZJSIOLT,O,O,O,X,X,X
ZJSLTIO,O,O,X,X,X,O
ZJSLTOI,O,O,X,X,X,O
ZJSLITO,O,O,X,X,X,O
ZJSLIOT,O,O,O,X,X,X
ZJSLOTI,O,O,X,X,X,X
ZJSLOIT,O,O,O,X,X,X
ZJSOTIL,O,O,X,X,X,X
ZJSOTLI,O,O,X,X,X,X
ZJSOITL,O,O,X,X,X,X
ZJSOILT,O,O,O,X,X,X
ZJSOLTI,O,O,X,X,X,X
ZJSOLIT,O,O,O,X,X,X
ZJOTILS,O,O,O,X,X,X
ZJOTISL,O,X,X,X,X,X
ZJOTLIS,O,O,O,X,X,X
ZJOTLSI,O,O,X,X,X,X
ZJOTSIL,O,O,X,X,X,X
ZJOTSLI,O,O,X,X,X,X
ZJOITLS,O,O,O,X,X,X
ZJOITSL,O,X,X,X,X,X
