sequence,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFxhBTjB3mB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFlhB3iB5oBetBzq?BCsB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFXiBTjBUmB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFzhB5nB8qB6tBOt?B3rB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFTjBqqB/rBFnBGt?B0sB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFRiBSoB8qB+rB/s?BTtB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB6tBGrBzs?B0qB,v115@9gB8HeC8GeC8GeC8CeA8Me6FJvhFThBxiBXnB8sB+t?BVwB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhF5oBFnB8sB6qBTr?BmsB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB8sB+tB6q?BTrB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnBGrBCtBTt?B0qB
LJZIOST,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,X,O,X,X,X,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,X,O,X,X,X,X,X,X,X,X,X
LJZSIOT,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,X,X,X,X
LJZOIST,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,O,O,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,O,X,X,X,X,X,X,X,X
LJOTSZI,O,O,O,X,X,X,X,X,X,X,X
LJOTZIS,O,O,O,X,X,X,X,X,X,X,X
LJOTZSI,O,O,O,X,X,X,X,X,X,X,X
LJOITSZ,X,O,O,X,X,X,X,X,X,X,X
LJOITZS,X,O,X,X,X,X,X,X,X,X,X
LJOISTZ,X,O,X,X,O,X,X,X,X,X,X
LJOISZT,X,O,X,X,X,X,X,X,X,X,X
LJOIZTS,X,O,X,X,X,X,X,X,X,X,X
LJOIZST,X,O,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,O,X,X,O,X,X,X,X,X,X
LJOSTZI,X,O,X,X,O,X,X,X,X,X,X
LJOSITZ,X,O,X,X,O,X,X,X,X,X,X
LJOSIZT,X,O,X,X,X,X,X,X,X,X,X
LJOSZTI,X,O,X,X,X,X,X,X,X,X,X
LJOSZIT,X,O,X,X,X,X,X,X,X,X,X
LJOZTIS,O,O,X,X,X,X,X,X,X,X,X
LJOZTSI,O,O,X,X,X,X,X,X,X,X,X
LJOZITS,O,O,X,X,X,X,X,X,X,X,X
LJOZIST,X,O,X,X,X,X,X,X,X,X,X
LJOZSTI,X,O,X,X,X,X,X,X,X,X,X
LJOZSIT,X,O,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,X,O,X,X,X,X,X,X
LSTIZJO,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,X,X,X,X,O,X,X,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,O,X,X,X,X,X,X
LSTJOZI,X,X,X,X,O,X,X,X,X,X,X
LSTZIJO,X,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,X,X,X,X,X,X,X,X,X,X,X
LSTZJOI,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,X,X,X,X,X,X,X,X,X,X,X
LSTOJZI,X,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,X,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,X,X,X,X,O,X,X,X,X,X,X
LSITZJO,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,X,X,X,X,X,X,X,X,X,X
LSITOJZ,X,X,X,X,X,X,X,X,X,X,X
LSITOZJ,X,X,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,X,O,X,X,X,X,X,X
LSIJZTO,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,O,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,X,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,X,X,X,O,X,X,X,X,X,X,X
LSIZJTO,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,X,O,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,X,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,X,X,X,X,X,X,X,X
LSIOJZT,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,X,O,X,X,X,X,X,X,X
LSIOZJT,X,X,X,X,X,X,X,X,X,X,X
LSJTIZO,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,X,X,X,X,O,X,X,X,X,X,X
LSJTZIO,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,O,X,X,X,X,X,X
LSJTOZI,X,X,X,X,O,X,X,X,X,X,X
LSJITZO,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,X,X,X,X,O,X,X,X,X,X,X
LSJIZTO,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,O,X,X,X,X,X,X
LSJIOZT,X,X,X,X,X,X,X,X,X,X,X
LSJZTIO,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,O,X,X,X,X,X,X
LSJOTZI,X,X,X,X,O,X,X,X,X,X,X
LSJOITZ,X,X,X,X,O,X,X,X,X,X,X
LSJOIZT,X,X,X,X,X,X,X,X,X,X,X
LSJOZTI,X,X,X,X,X,X,X,X,X,X,X
LSJOZIT,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,X,X,X,X,X,X,X,X,X,X,X
LSZTIOJ,X,X,X,O,X,X,X,X,X,X,X
LSZTJIO,X,X,X,X,X,X,X,X,X,X,X
LSZTJOI,X,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,X,X,X,O,X,X,X,X,X,X,X
LSZTOJI,X,X,X,X,X,X,X,X,X,X,X
LSZITJO,X,X,X,X,X,X,X,X,X,X,X
LSZITOJ,X,X,X,O,X,X,X,X,X,X,X
LSZIJTO,X,X,X,X,X,X,X,X,X,X,X
LSZIJOT,X,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,X,X,X,O,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,X,X,X,X,X,X
LSZJTIO,X,X,X,X,X,X,X,X,X,X,X
LSZJTOI,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,X,X,X,X,X,X,X,X,X,X,X
LSZJIOT,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,X,X,X,X,X,X,X,X,X,X,X
LSZJOIT,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,X,X,X,O,X,X,X,X,X,X,X
LSZOTJI,X,X,X,X,X,X,X,X,X,X,X
LSZOITJ,X,X,X,O,X,X,X,X,X,X,X
LSZOIJT,X,X,X,X,X,X,X,X,X,X,X
LSZOJTI,X,X,X,X,X,X,X,X,X,X,X
LSZOJIT,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,X,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,X,X,X,X,X,X,X,X,X,X,X
LSOTJZI,X,X,X,X,X,X,X,X,X,X,X
LSOTZIJ,X,X,X,X,X,X,X,X,X,X,X
LSOTZJI,X,X,X,X,X,X,X,X,X,X,X
LSOITJZ,X,X,X,X,X,X,X,X,X,X,X
LSOITZJ,X,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,X,X,X,X,X,X,X,X,X,X,X
LSOIJZT,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,X,X,X,O,X,X,X,X,X,X,X
LSOIZJT,X,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,X,X,X,X,X,X,X,X,X,X,X
LSOJTZI,X,X,X,X,X,X,X,X,X,X,X
LSOJITZ,X,X,X,X,X,X,X,X,X,X,X
LSOJIZT,X,X,X,X,X,X,X,X,X,X,X
LSOJZTI,X,X,X,X,X,X,X,X,X,X,X
LSOJZIT,X,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,X,X,X,O,X,X,X,X,X,X,X
LSOZTJI,X,X,X,X,X,X,X,X,X,X,X
LSOZITJ,X,X,X,O,X,X,X,X,X,X,X
LSOZIJT,X,X,X,X,X,X,X,X,X,X,X
LSOZJTI,X,X,X,X,X,X,X,X,X,X,X
LSOZJIT,X,X,X,X,X,X,X,X,X,X,X
LZTIJSO,X,X,X,X,X,X,X,X,X,X,X
LZTIJOS,X,X,X,X,X,X,X,X,X,X,X
LZTISJO,X,X,X,X,X,X,X,X,X,X,X
LZTISOJ,X,X,X,O,X,X,X,X,X,X,X
LZTIOJS,O,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,X,X,X,X,X
LZTJISO,X,O,X,X,X,X,X,X,X,X,X
LZTJIOS,O,X,X,X,X,X,X,X,X,X,X
LZTJSIO,O,O,X,X,X,X,X,X,X,X,X
LZTJSOI,O,X,X,X,X,X,X,X,X,X,X
LZTJOIS,O,X,X,X,X,X,X,X,X,X,X
LZTJOSI,O,X,X,X,X,X,X,X,X,X,X
LZTSIJO,X,X,X,X,X,X,X,X,X,X,X
LZTSIOJ,O,X,X,X,X,X,X,X,X,X,X
LZTSJIO,X,X,X,X,X,X,X,X,X,X,X
LZTSJOI,X,X,X,X,X,X,X,X,X,X,X
LZTSOIJ,O,X,X,X,X,X,X,X,X,X,X
LZTSOJI,X,X,X,X,X,X,X,X,X,X,X
LZTOIJS,O,X,X,X,X,X,X,X,X,X,X
LZTOISJ,O,X,X,X,X,X,X,X,X,X,X
LZTOJIS,O,X,X,X,X,X,X,X,X,X,X
LZTOJSI,O,X,X,X,X,X,X,X,X,X,X
LZTOSIJ,O,X,X,X,X,X,X,X,X,X,X
LZTOSJI,X,X,X,X,X,X,X,X,X,X,X
LZITJSO,X,X,X,X,X,X,X,X,X,X,X
LZITJOS,X,X,X,X,X,X,X,X,X,X,X
LZITSJO,X,X,X,X,X,X,X,X,X,X,X
LZITSOJ,X,X,X,O,X,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,X,X,X,X,X,X
LZITOSJ,O,X,X,X,X,X,X,X,X,X,X
LZIJTSO,X,X,X,X,X,X,X,X,X,X,X
LZIJTOS,O,X,X,X,X,X,X,X,X,X,X
LZIJSTO,X,X,X,X,X,X,X,X,X,X,X
LZIJSOT,X,X,X,X,X,X,X,X,X,X,X
LZIJOTS,O,X,X,X,X,X,X,X,X,X,X
LZIJOST,X,X,X,X,X,X,X,X,X,X,X
LZISTJO,X,X,X,X,X,X,X,X,X,X,X
LZISTOJ,X,X,X,O,X,X,X,X,X,X,X
LZISJTO,X,X,X,X,X,X,X,X,X,X,X
LZISJOT,X,X,X,X,X,X,X,X,X,X,X
LZISOTJ,X,X,X,O,X,X,X,X,X,X,X
LZISOJT,X,X,X,X,X,X,X,X,X,X,X
LZIOTJS,O,X,X,X,X,X,X,X,X,X,X
LZIOTSJ,O,X,X,X,X,X,X,X,X,X,X
LZIOJTS,O,X,X,X,X,X,X,X,X,X,X
LZIOJST,X,X,X,X,X,X,X,X,X,X,X
LZIOSTJ,X,X,X,X,X,X,X,X,X,X,X
LZIOSJT,X,X,X,X,X,X,X,X,X,X,X
LZJTISO,X,O,X,X,X,X,X,X,X,X,X
LZJTIOS,O,X,X,X,X,X,X,X,X,X,X
LZJTSIO,O,O,X,X,X,X,X,X,X,X,X
LZJTSOI,O,X,X,X,X,X,X,X,X,X,X
LZJTOIS,O,X,X,X,X,X,X,X,X,X,X
LZJTOSI,O,X,X,X,X,X,X,X,X,X,X
LZJITSO,X,O,X,X,X,X,X,X,X,X,X
LZJITOS,O,X,X,X,X,X,X,X,X,X,X
LZJISTO,X,O,X,X,X,X,X,X,X,X,X
LZJISOT,X,X,X,X,X,X,X,X,X,X,X
LZJIOTS,O,X,X,X,X,X,X,X,X,X,X
LZJIOST,X,X,X,X,X,X,X,X,X,X,X
LZJSTIO,X,O,X,X,X,X,X,X,X,X,X
LZJSTOI,X,X,X,X,X,X,X,X,X,X,X
LZJSITO,X,O,X,X,X,X,X,X,X,X,X
LZJSIOT,X,X,X,X,X,X,X,X,X,X,X
LZJSOTI,X,X,X,X,X,X,X,X,X,X,X
LZJSOIT,X,X,X,X,X,X,X,X,X,X,X
LZJOTIS,O,X,X,X,X,X,X,X,X,X,X
LZJOTSI,O,X,X,X,X,X,X,X,X,X,X
LZJOITS,O,X,X,X,X,X,X,X,X,X,X
LZJOIST,X,X,X,X,X,X,X,X,X,X,X
LZJOSTI,X,X,X,X,X,X,X,X,X,X,X
LZJOSIT,X,X,X,X,X,X,X,X,X,X,X
LZSTIJO,X,X,X,X,X,X,X,X,X,X,X
LZSTIOJ,X,X,X,X,X,X,X,X,X,X,X
LZSTJIO,X,X,X,X,X,X,X,X,X,X,X
LZSTJOI,X,X,X,X,X,X,X,X,X,X,X
LZSTOIJ,X,X,X,X,X,X,X,X,X,X,X
LZSTOJI,X,X,X,X,X,X,X,X,X,X,X
LZSITJO,X,X,X,X,X,X,X,X,X,X,X
LZSITOJ,X,X,X,X,X,X,X,X,X,X,X
LZSIJTO,X,X,X,X,X,X,X,X,X,X,X
LZSIJOT,X,X,X,X,X,X,X,X,X,X,X
LZSIOTJ,X,X,X,X,X,X,X,X,X,X,X
LZSIOJT,X,X,X,X,X,X,X,X,X,X,X
LZSJTIO,X,X,X,X,X,X,X,X,X,X,X
LZSJTOI,X,X,X,X,X,X,X,X,X,X,X
LZSJITO,X,X,X,X,X,X,X,X,X,X,X
LZSJIOT,X,X,X,X,X,X,X,X,X,X,X
LZSJOTI,X,X,X,X,X,X,X,X,X,X,X
LZSJOIT,X,X,X,X,X,X,X,X,X,X,X
LZSOTIJ,X,X,X,X,X,X,X,X,X,X,X
LZSOTJI,X,X,X,X,X,X,X,X,X,X,X
LZSOITJ,X,X,X,X,X,X,X,X,X,X,X
LZSOIJT,X,X,X,X,X,X,X,X,X,X,X
LZSOJTI,X,X,X,X,X,X,X,X,X,X,X
LZSOJIT,X,X,X,X,X,X,X,X,X,X,X
LZOTIJS,O,X,X,X,X,X,X,X,X,X,X
LZOTISJ,O,X,X,X,X,X,X,X,X,X,X
LZOTJIS,O,X,X,X,X,X,X,X,X,X,X
LZOTJSI,O,X,X,X,X,X,X,X,X,X,X
LZOTSIJ,O,X,X,X,X,X,X,X,X,X,X
LZOTSJI,X,X,X,X,X,X,X,X,X,X,X
LZOITJS,O,X,X,X,X,X,X,X,X,X,X
LZOITSJ,O,X,X,X,X,X,X,X,X,X,X
LZOIJTS,O,X,X,X,X,X,X,X,X,X,X
LZOIJST,X,X,X,X,X,X,X,X,X,X,X
LZOISTJ,X,X,X,X,X,X,X,X,X,X,X
LZOISJT,X,X,X,X,X,X,X,X,X,X,X
LZOJTIS,O,X,X,X,X,X,X,X,X,X,X
LZOJTSI,O,X,X,X,X,X,X,X,X,X,X
LZOJITS,O,X,X,X,X,X,X,X,X,X,X
LZOJIST,X,X,X,X,X,X,X,X,X,X,X
LZOJSTI,X,X,X,X,X,X,X,X,X,X,X
LZOJSIT,X,X,X,X,X,X,X,X,X,X,X
LZOSTIJ,X,X,X,X,X,X,X,X,X,X,X
LZOSTJI,X,X,X,X,X,X,X,X,X,X,X
LZOSITJ,X,X,X,X,X,X,X,X,X,X,X
LZOSIJT,X,X,X,X,X,X,X,X,X,X,X
LZOSJTI,X,X,X,X,X,X,X,X,X,X,X
LZOSJIT,X,X,X,X,X,X,X,X,X,X,X
LOTIJSZ,X,X,X,X,X,X,X,X,X,X,X
LOTIJZS,O,X,X,X,X,X,X,X,X,X,X
LOTISJZ,X,X,O,X,X,X,X,X,X,X,X
LOTISZJ,X,X,X,X,X,X,X,X,X,X,X
LOTIZJS,O,X,X,X,X,X,X,X,X,X,X
LOTIZSJ,O,X,X,X,X,X,X,X,X,X,X
LOTJISZ,X,O,O,X,X,X,X,X,X,X,X
LOTJIZS,O,O,X,X,X,X,X,X,X,X,X
LOTJSIZ,O,O,O,X,X,X,X,X,X,X,X
LOTJSZI,O,O,O,X,X,X,X,X,X,X,X
LOTJZIS,O,O,O,X,X,X,X,X,X,X,X
LOTJZSI,O,O,O,X,X,X,X,X,X,X,X
LOTSIJZ,X,X,O,X,X,X,X,X,X,X,X
LOTSIZJ,O,X,X,X,X,X,X,X,X,X,X
LOTSJIZ,O,X,O,X,X,X,X,X,X,X,X
LOTSJZI,O,X,O,X,X,X,X,X,X,X,X
LOTSZIJ,O,X,X,X,X,X,X,X,X,X,X
LOTSZJI,X,X,X,X,X,X,X,X,X,X,X
LOTZIJS,O,X,X,X,X,X,X,X,X,X,X
LOTZISJ,O,X,X,X,X,X,X,X,X,X,X
LOTZJIS,O,O,X,X,X,X,X,X,X,X,X
LOTZJSI,O,O,X,X,X,X,X,X,X,X,X
LOTZSIJ,O,X,X,X,X,X,X,X,X,X,X
LOTZSJI,X,X,X,X,X,X,X,X,X,X,X
LOITJSZ,X,X,X,X,X,X,X,X,X,X,X
LOITJZS,X,X,X,X,X,X,X,X,X,X,X
LOITSJZ,X,X,O,X,X,X,X,X,X,X,X
LOITSZJ,X,X,X,X,X,X,X,X,X,X,X
LOITZJS,X,X,X,X,X,X,X,X,X,X,X
LOITZSJ,X,X,X,X,X,X,X,X,X,X,X
LOIJTSZ,X,X,O,X,X,X,X,X,X,X,X
LOIJTZS,X,X,X,X,X,X,X,X,X,X,X
LOIJSTZ,X,X,X,X,X,X,X,X,X,X,X
LOIJSZT,X,X,X,X,X,X,X,X,X,X,X
LOIJZTS,X,X,X,X,X,X,X,X,X,X,X
LOIJZST,X,X,X,X,X,X,X,X,X,X,X
LOISTJZ,X,X,X,X,X,X,X,X,X,X,X
LOISTZJ,X,X,X,X,X,X,X,X,X,X,X
LOISJTZ,X,X,X,X,X,X,X,X,X,X,X
LOISJZT,X,X,X,X,X,X,X,X,X,X,X
LOISZTJ,X,X,X,X,X,X,X,X,X,X,X
LOISZJT,X,X,X,X,X,X,X,X,X,X,X
LOIZTJS,X,X,X,X,X,X,X,X,X,X,X
LOIZTSJ,X,X,X,X,X,X,X,X,X,X,X
LOIZJTS,X,X,X,X,X,X,X,X,X,X,X
LOIZJST,X,X,X,X,X,X,X,X,X,X,X
LOIZSTJ,X,X,X,X,X,X,X,X,X,X,X
LOIZSJT,X,X,X,X,X,X,X,X,X,X,X
LOJTISZ,X,O,O,X,X,X,X,X,X,X,X
LOJTIZS,O,O,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,O,O,X,X,X,X,X,X,X,X
LOJTSZI,O,O,O,X,X,X,X,X,X,X,X
LOJTZIS,O,O,O,X,X,X,X,X,X,X,X
LOJTZSI,O,O,O,X,X,X,X,X,X,X,X
LOJITSZ,X,O,O,X,X,X,X,X,X,X,X
LOJITZS,X,O,X,X,X,X,X,X,X,X,X
LOJISTZ,X,O,X,X,X,X,X,X,X,X,X
LOJISZT,X,O,X,X,X,X,X,X,X,X,X
LOJIZTS,X,O,X,X,X,X,X,X,X,X,X
LOJIZST,X,O,X,X,X,X,X,X,X,X,X
LOJSTIZ,X,O,X,X,X,X,X,X,X,X,X
LOJSTZI,X,O,X,X,X,X,X,X,X,X,X
LOJSITZ,X,O,X,X,X,X,X,X,X,X,X
LOJSIZT,X,O,X,X,X,X,X,X,X,X,X
LOJSZTI,X,O,X,X,X,X,X,X,X,X,X
LOJSZIT,X,O,X,X,X,X,X,X,X,X,X
LOJZTIS,O,O,X,X,X,X,X,X,X,X,X
LOJZTSI,O,O,X,X,X,X,X,X,X,X,X
LOJZITS,O,O,X,X,X,X,X,X,X,X,X
LOJZIST,X,O,X,X,X,X,X,X,X,X,X
LOJZSTI,X,O,X,X,X,X,X,X,X,X,X
LOJZSIT,X,O,X,X,X,X,X,X,X,X,X
LOSTIJZ,X,X,X,X,X,X,X,X,X,X,X
LOSTIZJ,X,X,X,X,X,X,X,X,X,X,X
LOSTJIZ,X,X,X,X,X,X,X,X,X,X,X
LOSTJZI,X,X,X,X,X,X,X,X,X,X,X
LOSTZIJ,X,X,X,X,X,X,X,X,X,X,X
LOSTZJI,X,X,X,X,X,X,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,X,X,X,X,X
LOSITZJ,X,X,X,X,X,X,X,X,X,X,X
LOSIJTZ,X,X,X,X,X,X,X,X,X,X,X
LOSIJZT,X,X,X,X,X,X,X,X,X,X,X
LOSIZTJ,X,X,X,X,X,X,X,X,X,X,X
LOSIZJT,X,X,X,X,X,X,X,X,X,X,X
LOSJTIZ,X,X,X,X,X,X,X,X,X,X,X
LOSJTZI,X,X,X,X,X,X,X,X,X,X,X
LOSJITZ,X,X,X,X,X,X,X,X,X,X,X
LOSJIZT,X,X,X,X,X,X,X,X,X,X,X
LOSJZTI,X,X,X,X,X,X,X,X,X,X,X
LOSJZIT,X,X,X,X,X,X,X,X,X,X,X
LOSZTIJ,X,X,X,X,X,X,X,X,X,X,X
LOSZTJI,X,X,X,X,X,X,X,X,X,X,X
LOSZITJ,X,X,X,X,X,X,X,X,X,X,X
LOSZIJT,X,X,X,X,X,X,X,X,X,X,X
LOSZJTI,X,X,X,X,X,X,X,X,X,X,X
LOSZJIT,X,X,X,X,X,X,X,X,X,X,X
LOZTIJS,O,X,X,X,X,X,X,X,X,X,X
LOZTISJ,O,X,X,X,X,X,X,X,X,X,X
LOZTJIS,O,O,X,X,X,X,X,X,X,X,X
LOZTJSI,O,O,X,X,X,X,X,X,X,X,X
LOZTSIJ,O,X,X,X,X,X,X,X,X,X,X
LOZTSJI,X,X,X,X,X,X,X,X,X,X,X
LOZITJS,O,X,X,X,X,X,X,X,X,X,X
LOZITSJ,O,X,X,X,X,X,X,X,X,X,X
LOZIJTS,O,X,X,X,X,X,X,X,X,X,X
LOZIJST,X,X,X,X,X,X,X,X,X,X,X
LOZISTJ,X,X,X,X,X,X,X,X,X,X,X
LOZISJT,X,X,X,X,X,X,X,X,X,X,X
LOZJTIS,O,O,X,X,X,X,X,X,X,X,X
LOZJTSI,O,O,X,X,X,X,X,X,X,X,X
LOZJITS,O,O,X,X,X,X,X,X,X,X,X
LOZJIST,X,O,X,X,X,X,X,X,X,X,X
LOZJSTI,X,O,X,X,X,X,X,X,X,X,X
LOZJSIT,X,O,X,X,X,X,X,X,X,X,X
LOZSTIJ,X,X,X,X,X,X,X,X,X,X,X
LOZSTJI,X,X,X,X,X,X,X,X,X,X,X
LOZSITJ,X,X,X,X,X,X,X,X,X,X,X
LOZSIJT,X,X,X,X,X,X,X,X,X,X,X
LOZSJTI,X,X,X,X,X,X,X,X,X,X,X
LOZSJIT,X,X,X,X,X,X,X,X,X,X,X
JTILSZO,X,X,X,X,X,X,X,X,X,X,X
JTILSOZ,X,X,O,X,X,X,X,X,X,X,X
JTILZSO,X,X,X,X,X,X,X,O,X,X,X
JTILZOS,O,X,X,X,X,X,X,O,X,X,X
JTILOSZ,X,X,O,X,X,X,X,X,X,X,X
JTILOZS,O,X,X,X,X,X,X,O,X,X,X
JTISLZO,X,X,X,X,X,X,X,X,X,X,X
JTISLOZ,X,X,O,X,X,X,X,X,X,X,X
JTISZLO,X,X,X,X,X,X,X,X,X,X,X
JTISZOL,X,X,X,X,X,X,X,X,X,X,X
JTISOLZ,X,X,X,X,X,X,X,X,X,X,X
JTISOZL,X,X,O,X,X,X,X,X,X,X,X
JTIZLSO,X,X,X,X,X,X,X,O,X,X,X
JTIZLOS,O,X,X,X,X,X,X,O,X,X,X
JTIZSLO,X,X,X,X,X,X,X,O,X,X,X
JTIZSOL,X,X,X,X,X,X,X,O,X,X,X
JTIZOLS,X,X,X,X,X,X,X,O,X,X,X
JTIZOSL,O,X,X,X,X,X,X,X,X,X,X
JTIOLSZ,X,X,X,X,X,X,X,X,X,X,X
JTIOLZS,X,X,X,X,X,X,X,O,X,X,X
JTIOSLZ,X,X,X,X,X,X,X,X,X,X,X
JTIOSZL,X,X,O,X,X,X,X,X,X,X,X
JTIOZLS,X,X,X,X,X,X,X,X,X,X,X
JTIOZSL,O,X,X,X,X,X,X,X,X,X,X
JTLISZO,X,X,X,X,X,X,X,X,X,X,X
JTLISOZ,X,X,O,X,X,X,X,X,X,X,X
JTLIZSO,X,X,X,X,X,X,X,O,X,X,X
JTLIZOS,O,X,X,X,X,X,X,O,X,X,X
JTLIOSZ,X,X,O,X,X,X,X,X,X,X,X
JTLIOZS,O,X,X,X,X,X,X,O,X,X,X
JTLSIZO,O,X,X,X,X,X,X,X,X,X,X
JTLSIOZ,O,X,O,X,X,X,X,X,X,X,X
JTLSZIO,O,X,O,X,X,X,X,X,X,X,X
JTLSZOI,O,X,O,X,X,X,X,X,X,X,X
JTLSOIZ,O,X,O,X,X,X,O,X,X,X,O
JTLSOZI,O,X,O,X,X,X,O,X,X,X,O
JTLZISO,X,X,O,X,X,X,X,O,X,X,X
JTLZIOS,O,X,O,X,X,X,X,O,X,X,X
JTLZSIO,O,X,O,X,X,X,X,O,X,X,X
JTLZSOI,O,X,O,X,X,X,X,O,X,X,X
JTLZOIS,O,X,O,X,X,X,X,O,X,X,X
JTLZOSI,O,X,O,X,X,X,X,X,X,X,X
JTLOISZ,X,X,O,X,X,X,X,X,X,X,O
JTLOIZS,O,X,X,X,X,X,X,O,X,X,X
JTLOSIZ,O,X,O,X,X,X,X,X,X,X,O
JTLOSZI,O,X,O,X,X,X,X,X,X,X,O
JTLOZIS,O,X,O,X,X,X,X,O,X,X,X
JTLOZSI,O,X,O,X,X,X,X,X,X,X,X
JTSILZO,O,X,X,X,X,X,X,X,X,X,X
JTSILOZ,O,X,O,X,X,X,X,X,X,X,X
