sequence,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFXhB8mBGjBaqBzq?BVxB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFlhBGjBUlBKsBTr?B3qB,v115@HhA8FeB8AeB8EeE8FeB8Je0/IvhFlgB3hBGjByrBTq?BxwB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhFRhBGjBKqBzlB3r?BUsB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFymBGjBFlB3qBUs?BTrB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFzhBGjBFlB3qBUs?BKrB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhF3hBGjBTlBKsBUm?BxvB,v115@HhA8FeB8AeB8EeE8FeB8Je0/IvhFxgBGjBFmBTqB3r?BKsB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhFzgBGjBKqBRrBUs?B3rB
LTZOJIS,O,O,X,O,X,X,X,X,X
LTZOJSI,O,O,X,O,O,X,X,X,X
LTZOSIJ,O,O,X,O,X,X,X,X,X
LTZOSJI,O,O,X,O,X,X,X,X,X
LTOIJSZ,O,O,X,O,X,X,O,X,O
LTOIJZS,O,O,X,O,X,X,O,X,O
LTOISJZ,O,O,X,O,X,X,O,X,O
LTOISZJ,O,X,X,O,X,X,O,X,O
LTOIZJS,O,O,X,O,X,X,O,X,O
LTOIZSJ,O,O,X,X,X,X,O,X,O
LTOJISZ,O,O,X,O,X,X,O,X,O
LTOJIZS,O,O,X,O,X,X,O,X,O
LTOJSIZ,O,O,X,O,X,X,X,X,X
LTOJSZI,O,O,X,O,X,X,X,X,X
LTOJZIS,O,O,X,O,X,X,X,X,X
LTOJZSI,O,O,X,O,X,X,X,X,X
LTOSIJZ,O,O,X,O,X,X,X,X,X
LTOSIZJ,O,X,X,O,X,X,X,X,X
LTOSJIZ,O,O,X,O,X,X,X,X,X
LTOSJZI,O,O,X,O,X,X,X,X,X
LTOSZIJ,O,O,X,O,X,X,X,X,X
LTOSZJI,O,O,X,O,X,X,X,X,X
LTOZIJS,O,O,X,O,X,X,X,X,X
LTOZISJ,O,O,X,X,X,X,X,X,X
LTOZJIS,O,O,X,O,X,X,X,X,X
LTOZJSI,O,O,X,O,X,X,X,X,X
LTOZSIJ,O,O,X,O,X,X,X,X,X
LTOZSJI,O,O,X,O,X,X,X,X,X
LITJSZO,O,X,O,X,O,O,X,X,O
LITJSOZ,O,O,O,O,X,X,O,X,O
LITJZSO,O,X,O,X,X,X,X,X,O
LITJZOS,O,O,O,X,X,X,O,X,O
LITJOSZ,O,O,O,O,X,X,O,X,O
LITJOZS,O,O,O,O,X,X,O,X,O
LITSJZO,O,X,O,X,O,O,X,X,O
LITSJOZ,O,O,O,O,X,X,O,X,O
LITSZJO,O,X,O,X,O,O,X,X,O
LITSZOJ,O,X,O,X,O,O,X,X,O
LITSOJZ,O,X,O,O,X,X,O,X,O
LITSOZJ,O,X,O,O,X,X,O,X,O
LITZJSO,O,X,O,X,X,X,X,X,O
LITZJOS,O,O,O,X,X,X,O,X,O
LITZSJO,O,X,O,X,X,X,X,X,O
LITZSOJ,O,X,O,X,X,X,X,X,O
LITZOJS,O,O,O,X,X,X,O,X,O
LITZOSJ,O,O,O,X,X,X,O,X,O
LITOJSZ,O,O,O,O,X,X,O,X,O
LITOJZS,O,O,O,O,X,X,O,X,O
LITOSJZ,O,O,O,O,X,X,O,X,O
LITOSZJ,O,X,O,O,X,X,O,X,O
LITOZJS,O,O,O,O,X,X,O,X,O
LITOZSJ,O,O,O,X,X,X,O,X,O
LIJTSZO,O,X,O,X,O,O,X,X,O
LIJTSOZ,O,O,O,O,X,X,O,X,O
LIJTZSO,O,X,O,X,X,X,X,X,O
LIJTZOS,O,O,O,X,X,X,O,X,O
LIJTOSZ,O,O,O,O,X,X,O,X,O
LIJTOZS,O,O,O,O,X,X,O,X,O
LIJSTZO,O,X,O,X,X,X,X,X,O
LIJSTOZ,O,O,O,O,X,X,O,X,O
LIJSZTO,X,X,O,X,X,X,X,X,O
LIJSZOT,X,O,O,X,X,X,O,X,O
LIJSOTZ,O,O,O,O,X,X,O,X,O
LIJSOZT,X,X,O,O,X,X,O,X,O
LIJZTSO,O,X,O,X,X,X,X,X,O
LIJZTOS,O,O,O,X,X,X,O,X,O
LIJZSTO,X,X,O,X,X,X,X,X,O
LIJZSOT,X,O,O,X,X,X,O,X,O
LIJZOTS,O,O,O,X,X,X,O,X,O
LIJZOST,X,O,O,X,X,X,O,X,O
LIJOTSZ,O,O,O,O,X,X,O,X,O
LIJOTZS,O,O,O,O,X,X,O,X,O
LIJOSTZ,O,O,O,O,X,X,O,X,O
LIJOSZT,X,X,O,O,X,X,O,X,O
LIJOZTS,O,O,O,O,X,X,O,X,O
LIJOZST,X,O,O,X,X,X,O,X,O
LISTJZO,O,X,O,X,X,X,X,X,O
LISTJOZ,O,O,O,O,X,X,O,X,O
LISTZJO,O,X,O,X,X,X,X,X,O
LISTZOJ,O,X,O,X,X,X,X,X,O
LISTOJZ,O,X,O,O,X,X,O,X,O
LISTOZJ,O,X,O,O,X,X,O,X,O
LISJTZO,O,X,O,X,X,X,X,X,O
LISJTOZ,O,O,O,O,X,X,O,X,O
LISJZTO,X,X,O,X,X,X,X,X,O
LISJZOT,X,O,O,X,X,X,O,X,O
LISJOTZ,O,O,O,O,X,X,O,X,O
LISJOZT,X,X,O,O,X,X,O,X,O
LISZTJO,X,X,O,X,X,X,X,X,O
LISZTOJ,X,X,O,X,X,X,X,X,O
LISZJTO,X,X,O,X,X,X,X,X,O
LISZJOT,X,O,O,X,X,X,O,X,O
LISZOTJ,X,O,O,X,X,X,O,X,O
LISZOJT,X,O,O,X,X,X,O,X,O
LISOTJZ,O,O,O,O,X,X,O,X,O
LISOTZJ,O,X,O,O,X,X,O,X,O
LISOJTZ,O,O,O,O,X,X,O,X,O
LISOJZT,X,X,O,O,X,X,O,X,O
LISOZTJ,X,X,O,O,X,X,O,X,O
LISOZJT,X,X,O,O,X,X,O,X,O
LIZTJSO,O,X,O,X,X,X,X,X,O
LIZTJOS,O,O,O,X,X,X,O,X,O
LIZTSJO,O,X,O,X,X,X,X,X,O
LIZTSOJ,O,X,O,X,X,X,X,X,O
LIZTOJS,O,O,O,X,X,X,O,X,O
LIZTOSJ,O,O,O,X,X,X,O,X,O
LIZJTSO,O,X,O,X,X,X,X,X,O
LIZJTOS,O,O,O,X,X,X,O,X,O
LIZJSTO,X,X,O,X,X,X,X,X,O
LIZJSOT,X,O,O,X,X,X,O,X,O
LIZJOTS,O,O,O,X,X,X,O,X,O
LIZJOST,X,O,O,X,X,X,O,X,O
LIZSTJO,X,X,O,X,X,X,X,X,O
LIZSTOJ,X,X,O,X,X,X,X,X,O
LIZSJTO,X,X,O,X,X,X,X,X,O
LIZSJOT,X,O,O,X,X,X,O,X,O
LIZSOTJ,X,O,O,X,X,X,O,X,O
LIZSOJT,X,O,O,X,X,X,O,X,O
LIZOTJS,O,O,O,X,X,X,O,X,O
LIZOTSJ,O,O,O,X,X,X,O,X,O
LIZOJTS,O,O,O,X,X,X,O,X,O
LIZOJST,X,O,O,X,X,X,O,X,O
LIZOSTJ,X,O,O,X,X,X,O,X,O
LIZOSJT,X,O,O,X,X,X,O,X,O
LIOTJSZ,O,O,O,O,X,X,O,X,O
LIOTJZS,O,O,O,O,X,X,O,X,O
LIOTSJZ,O,O,O,O,X,X,O,X,O
LIOTSZJ,O,X,O,O,X,X,O,X,O
LIOTZJS,O,O,O,O,X,X,O,X,O
LIOTZSJ,O,O,O,X,X,X,O,X,O
LIOJTSZ,O,O,O,O,X,X,O,X,O
LIOJTZS,O,O,O,O,X,X,O,X,O
LIOJSTZ,O,O,O,O,X,X,O,X,O
LIOJSZT,X,X,O,O,X,X,O,X,O
LIOJZTS,O,O,O,O,X,X,O,X,O
LIOJZST,X,O,O,X,X,X,O,X,O
LIOSTJZ,O,O,O,O,X,X,O,X,O
LIOSTZJ,O,X,O,O,X,X,O,X,O
LIOSJTZ,O,O,O,O,X,X,O,X,O
LIOSJZT,X,X,O,O,X,X,O,X,O
LIOSZTJ,X,X,O,O,X,X,O,X,O
LIOSZJT,X,X,O,O,X,X,O,X,O
LIOZTJS,O,O,O,O,X,X,O,X,O
LIOZTSJ,O,O,O,X,X,X,O,X,O
LIOZJTS,O,O,O,O,X,X,O,X,O
LIOZJST,X,O,O,X,X,X,O,X,O
LIOZSTJ,X,O,O,X,X,X,O,X,O
LIOZSJT,X,O,O,X,X,X,O,X,O
LJTISZO,O,X,X,X,O,O,X,X,O
LJTISOZ,O,O,X,O,X,X,O,X,O
LJTIZSO,O,X,X,X,X,X,X,X,O
LJTIZOS,O,O,X,X,X,X,O,X,O
LJTIOSZ,O,O,X,O,X,X,O,X,O
LJTIOZS,O,O,X,O,X,X,O,X,O
LJTSIZO,O,X,X,X,O,O,X,X,O
LJTSIOZ,O,O,X,O,X,X,O,X,O
LJTSZIO,O,X,X,X,O,O,X,X,X
LJTSZOI,O,X,X,O,O,O,X,X,X
LJTSOIZ,O,O,X,O,X,X,X,X,X
LJTSOZI,O,O,X,O,X,X,X,X,X
LJTZISO,O,X,X,X,O,X,X,X,O
LJTZIOS,O,O,X,X,X,X,O,X,O
LJTZSIO,O,X,X,X,O,X,X,X,X
LJTZSOI,O,X,X,O,O,X,X,X,X
LJTZOIS,O,O,X,O,X,X,X,X,X
LJTZOSI,O,O,X,O,O,X,X,X,X
LJTOISZ,O,O,X,O,X,X,O,X,O
LJTOIZS,O,O,X,O,X,X,O,X,O
LJTOSIZ,O,O,X,O,X,X,X,X,X
LJTOSZI,O,O,X,O,X,X,X,X,X
LJTOZIS,O,O,X,O,X,X,X,X,X
LJTOZSI,O,O,X,O,X,X,X,X,X
LJITSZO,O,X,O,X,O,O,X,X,O
LJITSOZ,O,O,O,O,X,X,O,X,O
LJITZSO,O,X,O,X,X,X,X,X,O
LJITZOS,O,O,O,X,X,X,O,X,O
LJITOSZ,O,O,O,O,X,X,O,X,O
LJITOZS,O,O,O,O,X,X,O,X,O
LJISTZO,O,X,O,X,X,X,X,X,O
LJISTOZ,O,O,O,O,X,X,O,X,O
LJISZTO,X,X,O,X,X,X,X,X,O
LJISZOT,X,O,O,X,X,X,O,X,O
LJISOTZ,O,O,O,O,X,X,O,X,O
LJISOZT,X,X,O,O,X,X,O,X,O
LJIZTSO,O,X,O,X,X,X,X,X,O
LJIZTOS,O,O,O,X,X,X,O,X,O
LJIZSTO,X,X,O,X,X,X,X,X,O
LJIZSOT,X,O,O,X,X,X,O,X,O
LJIZOTS,O,O,O,X,X,X,O,X,O
LJIZOST,X,O,O,X,X,X,O,X,O
LJIOTSZ,O,O,O,O,X,X,O,X,O
LJIOTZS,O,O,O,O,X,X,O,X,O
LJIOSTZ,O,O,O,O,X,X,O,X,O
LJIOSZT,X,X,O,O,X,X,O,X,O
LJIOZTS,O,O,O,O,X,X,O,X,O
LJIOZST,X,O,O,X,X,X,O,X,O
LJSTIZO,O,X,X,X,O,O,X,X,O
LJSTIOZ,O,O,X,O,X,X,O,X,O
LJSTZIO,O,X,X,X,O,O,X,X,X
LJSTZOI,O,X,X,O,O,O,X,X,X
LJSTOIZ,O,O,X,O,X,X,X,X,X
LJSTOZI,O,O,X,O,X,X,X,X,X
LJSITZO,O,X,X,X,X,X,X,X,O
LJSITOZ,O,O,X,O,X,X,O,X,O
LJSIZTO,X,X,X,X,X,X,X,X,O
LJSIZOT,X,O,X,X,X,X,O,X,O
LJSIOTZ,O,O,X,O,X,X,O,X,O
LJSIOZT,X,X,X,O,X,X,O,X,O
LJSZTIO,X,X,X,X,O,O,X,X,X
LJSZTOI,X,X,X,O,O,O,X,X,X
LJSZITO,X,X,X,X,O,X,X,X,X
LJSZIOT,X,O,X,X,X,X,O,X,X
LJSZOTI,X,O,X,O,O,O,X,X,X
LJSZOIT,X,O,X,O,X,X,X,X,X
LJSOTIZ,O,O,X,O,X,X,X,O,X
LJSOTZI,O,O,X,O,X,X,X,O,X
LJSOITZ,O,O,X,O,X,X,O,X,X
LJSOIZT,X,X,X,O,X,X,O,X,X
LJSOZTI,X,O,X,O,X,X,X,O,X
LJSOZIT,X,O,X,O,X,X,X,X,X
LJZTISO,O,X,O,X,O,X,X,X,O
LJZTIOS,O,O,O,X,X,X,O,X,O
LJZTSIO,O,X,X,X,O,X,X,X,X
LJZTSOI,O,X,X,O,O,X,X,X,X
LJZTOIS,O,O,X,O,X,X,X,X,X
LJZTOSI,O,O,X,O,O,X,X,X,X
LJZITSO,O,X,O,X,O,X,X,X,O
LJZITOS,O,O,O,X,X,X,O,X,O
LJZISTO,X,X,O,X,O,X,X,X,O
LJZISOT,X,O,O,X,X,X,O,X,O
LJZIOTS,O,O,O,X,X,X,O,X,O
LJZIOST,X,O,O,X,X,X,O,X,O
LJZSTIO,X,X,X,X,O,O,X,X,X
LJZSTOI,X,X,X,O,O,O,X,X,X
LJZSITO,X,X,X,X,O,X,X,X,X
LJZSIOT,X,O,X,X,X,X,O,X,X
LJZSOTI,X,O,X,O,O,O,X,X,X
LJZSOIT,X,O,X,O,X,X,X,X,X
LJZOTIS,O,O,X,O,X,X,X,X,X
LJZOTSI,O,O,X,O,O,X,X,X,X
LJZOITS,O,O,O,O,X,X,X,X,X
LJZOIST,X,O,O,X,X,X,X,X,X
LJZOSTI,X,O,X,O,O,O,X,O,X
LJZOSIT,X,O,X,O,X,X,X,X,X
LJOTISZ,O,O,X,O,X,X,O,X,O
LJOTIZS,O,O,X,O,X,X,O,X,O
LJOTSIZ,O,O,X,O,X,X,X,X,X
LJOTSZI,O,O,X,O,X,X,X,X,X
LJOTZIS,O,O,X,O,X,X,X,X,X
LJOTZSI,O,O,X,O,X,X,X,X,X
LJOITSZ,O,O,X,O,X,X,O,X,O
LJOITZS,O,O,X,O,X,X,O,X,O
LJOISTZ,O,O,X,O,X,X,O,X,O
LJOISZT,X,X,X,O,X,X,O,X,O
LJOIZTS,O,O,X,O,X,X,O,X,O
LJOIZST,X,O,X,X,X,X,O,X,O
LJOSTIZ,O,O,X,O,X,X,X,O,X
LJOSTZI,O,O,X,O,X,X,X,O,X
LJOSITZ,O,O,X,O,X,X,O,X,X
LJOSIZT,X,X,X,O,X,X,O,X,X
LJOSZTI,X,O,X,O,X,X,X,O,X
LJOSZIT,X,O,X,O,X,X,X,X,X
LJOZTIS,O,O,X,O,X,X,X,X,X
LJOZTSI,O,O,X,O,X,X,X,X,X
LJOZITS,O,O,O,O,X,X,X,X,X
LJOZIST,X,O,O,X,X,X,X,X,X
LJOZSTI,X,O,X,O,X,X,X,O,X
LJOZSIT,X,O,X,O,X,X,X,X,X
LSTIJZO,O,X,X,X,O,O,X,X,O
LSTIJOZ,O,O,X,O,X,X,O,X,O
LSTIZJO,O,X,X,X,O,O,X,X,O
LSTIZOJ,O,X,X,X,O,O,X,X,O
LSTIOJZ,O,X,X,O,X,X,O,X,O
LSTIOZJ,O,X,X,O,X,X,O,X,O
LSTJIZO,O,X,X,X,O,O,X,X,O
LSTJIOZ,O,O,X,O,X,X,O,X,O
LSTJZIO,O,X,X,X,O,O,X,X,X
LSTJZOI,O,X,X,O,O,O,X,X,X
LSTJOIZ,O,O,X,O,X,X,X,X,X
LSTJOZI,O,O,X,O,X,X,X,X,X
LSTZIJO,O,X,X,X,O,O,X,X,X
LSTZIOJ,O,X,X,X,O,O,X,X,X
LSTZJIO,O,X,X,X,O,O,X,X,X
LSTZJOI,O,X,X,O,O,O,X,X,X
LSTZOIJ,O,X,X,O,O,O,X,X,X
LSTZOJI,O,X,X,O,O,O,X,X,X
LSTOIJZ,O,O,X,O,X,X,X,X,X
LSTOIZJ,O,X,X,O,X,X,X,X,X
LSTOJIZ,O,O,X,O,X,X,X,X,X
LSTOJZI,O,O,X,O,X,X,X,X,X
LSTOZIJ,O,O,X,O,X,X,X,X,X
LSTOZJI,O,O,X,O,X,X,X,X,X
LSITJZO,O,X,X,X,X,X,X,X,O
LSITJOZ,O,O,X,O,X,X,O,X,O
LSITZJO,O,X,X,X,X,X,X,X,O
LSITZOJ,O,X,X,X,X,X,X,X,O
LSITOJZ,O,X,X,O,X,X,O,X,O
LSITOZJ,O,X,X,O,X,X,O,X,O
LSIJTZO,O,X,X,X,X,X,X,X,O
LSIJTOZ,O,O,X,O,X,X,O,X,O
LSIJZTO,X,X,X,X,X,X,X,X,O
LSIJZOT,X,O,X,X,X,X,O,X,O
LSIJOTZ,O,O,X,O,X,X,O,X,O
LSIJOZT,X,X,X,O,X,X,O,X,O
LSIZTJO,X,X,X,X,X,X,X,X,O
LSIZTOJ,X,X,X,X,X,X,X,X,O
LSIZJTO,X,X,X,X,X,X,X,X,O
LSIZJOT,X,O,X,X,X,X,O,X,O
LSIZOTJ,X,O,X,X,X,X,O,X,O
LSIZOJT,X,O,X,X,X,X,O,X,O
LSIOTJZ,O,O,X,O,X,X,O,X,O
LSIOTZJ,O,X,X,O,X,X,O,X,O
LSIOJTZ,O,O,X,O,X,X,O,X,O
LSIOJZT,X,X,X,O,X,X,O,X,O
LSIOZTJ,X,X,X,O,X,X,O,X,O
LSIOZJT,X,X,X,O,X,X,O,X,O
LSJTIZO,O,X,X,X,O,O,X,X,O
LSJTIOZ,O,O,X,O,X,X,O,X,O
LSJTZIO,O,X,X,X,O,O,X,X,X
LSJTZOI,O,X,X,O,O,O,X,X,X
LSJTOIZ,O,O,X,O,X,X,X,X,X
LSJTOZI,O,O,X,O,X,X,X,X,X
LSJITZO,O,X,X,X,X,X,X,X,O
LSJITOZ,O,O,X,O,X,X,O,X,O
LSJIZTO,X,X,X,X,X,X,X,X,O
LSJIZOT,X,O,X,X,X,X,O,X,O
LSJIOTZ,O,O,X,O,X,X,O,X,O
LSJIOZT,X,X,X,O,X,X,O,X,O
LSJZTIO,X,X,X,X,O,O,X,X,X
LSJZTOI,X,X,X,O,O,O,X,X,X
LSJZITO,X,X,X,X,O,X,X,X,X
LSJZIOT,X,O,X,X,X,X,O,X,X
LSJZOTI,X,O,X,O,O,O,X,X,X
LSJZOIT,X,O,X,O,X,X,X,X,X
LSJOTIZ,O,O,X,O,X,X,X,O,X
LSJOTZI,O,O,X,O,X,X,X,O,X
LSJOITZ,O,O,X,O,X,X,O,X,X
LSJOIZT,X,X,X,O,X,X,O,X,X
LSJOZTI,X,O,X,O,X,X,X,O,X
LSJOZIT,X,O,X,O,X,X,X,X,X
LSZTIJO,X,X,X,X,O,O,X,X,X
LSZTIOJ,X,X,X,X,O,O,X,X,X
LSZTJIO,X,X,X,X,O,O,X,X,X
LSZTJOI,X,X,X,O,O,O,X,X,X
LSZTOIJ,X,X,X,O,O,O,X,X,X
LSZTOJI,X,X,X,O,O,O,X,X,X
LSZITJO,X,X,X,X,O,X,X,X,X
LSZITOJ,X,X,X,X,O,X,X,X,X
LSZIJTO,X,X,X,X,O,X,X,X,X
LSZIJOT,X,O,X,X,X,X,O,X,X
LSZIOTJ,X,O,X,X,X,X,O,X,X
LSZIOJT,X,O,X,X,X,X,O,X,X
LSZJTIO,X,X,X,X,O,O,X,X,X
LSZJTOI,X,X,X,O,O,O,X,X,X
LSZJITO,X,X,X,X,O,X,X,X,X
LSZJIOT,X,O,X,X,X,X,O,X,X
LSZJOTI,X,O,X,O,O,O,X,X,X
LSZJOIT,X,O,X,O,X,X,X,X,X
LSZOTIJ,X,O,X,O,O,O,X,X,X
LSZOTJI,X,O,X,O,O,O,X,X,X
LSZOITJ,X,O,X,O,X,X,X,X,X
LSZOIJT,X,O,X,O,X,X,X,X,X
LSZOJTI,X,O,X,O,O,O,X,X,X
LSZOJIT,X,O,X,O,X,X,X,X,X
LSOTIJZ,O,O,X,O,X,X,X,O,X
LSOTIZJ,O,X,X,O,X,X,X,O,X
LSOTJIZ,O,O,X,O,X,X,X,O,X
LSOTJZI,O,O,X,O,X,X,X,O,X
LSOTZIJ,O,O,X,O,X,X,X,O,X
LSOTZJI,O,O,X,O,X,X,X,O,X
LSOITJZ,O,O,X,O,X,X,O,X,X
LSOITZJ,O,X,X,O,X,X,O,X,X
LSOIJTZ,O,O,X,O,X,X,O,X,X
LSOIJZT,X,X,X,O,X,X,O,X,X
LSOIZTJ,X,X,X,O,X,X,O,X,X
LSOIZJT,X,X,X,O,X,X,O,X,X
LSOJTIZ,O,O,X,O,X,X,X,O,X
LSOJTZI,O,O,X,O,X,X,X,O,X
LSOJITZ,O,O,X,O,X,X,O,X,X
LSOJIZT,X,X,X,O,X,X,O,X,X
LSOJZTI,X,O,X,O,X,X,X,O,X
LSOJZIT,X,O,X,O,X,X,X,X,X
LSOZTIJ,X,O,X,O,X,X,X,O,X
LSOZTJI,X,O,X,O,X,X,X,O,X
LSOZITJ,X,O,X,O,X,X,X,X,X
LSOZIJT,X,O,X,O,X,X,X,X,X
LSOZJTI,X,O,X,O,X,X,X,O,X
LSOZJIT,X,O,X,O,X,X,X,X,X
LZTIJSO,O,X,O,X,O,X,X,X,O
LZTIJOS,O,O,O,X,X,X,O,X,O
LZTISJO,O,X,O,X,X,X,X,X,O
LZTISOJ,O,X,O,X,X,X,X,X,O
LZTIOJS,O,O,O,X,X,X,O,X,O
LZTIOSJ,O,O,O,X,X,X,O,X,O
LZTJISO,O,X,O,X,O,X,X,X,O
LZTJIOS,O,O,O,X,X,X,O,X,O
LZTJSIO,O,X,X,X,O,X,X,X,X
LZTJSOI,O,X,X,O,O,X,X,X,X
LZTJOIS,O,O,X,O,X,X,X,X,X
LZTJOSI,O,O,X,O,O,X,X,X,X
LZTSIJO,O,X,X,X,O,X,X,X,X
LZTSIOJ,O,X,X,X,O,X,X,X,X
LZTSJIO,O,X,X,X,O,X,X,X,X
LZTSJOI,O,X,X,O,O,X,X,X,X
LZTSOIJ,O,X,X,O,O,X,X,X,X
LZTSOJI,O,X,X,O,O,X,X,X,X
LZTOIJS,O,O,X,O,X,X,X,X,X
LZTOISJ,O,O,X,X,X,X,X,X,X
LZTOJIS,O,O,X,O,X,X,X,X,X
LZTOJSI,O,O,X,O,O,X,X,X,X
LZTOSIJ,O,O,X,O,X,X,X,X,X
LZTOSJI,O,O,X,O,X,X,X,X,X
LZITJSO,O,X,O,X,O,X,X,X,O
LZITJOS,O,O,O,X,X,X,O,X,O
LZITSJO,O,X,O,X,X,X,X,X,O
LZITSOJ,O,X,O,X,X,X,X,X,O
LZITOJS,O,O,O,X,X,X,O,X,O
LZITOSJ,O,O,O,X,X,X,O,X,O
LZIJTSO,O,X,O,X,O,X,X,X,O
LZIJTOS,O,O,O,X,X,X,O,X,O
LZIJSTO,X,X,O,X,O,X,X,X,O
LZIJSOT,X,O,O,X,X,X,O,X,O
LZIJOTS,O,O,O,X,X,X,O,X,O
LZIJOST,X,O,O,X,X,X,O,X,O
LZISTJO,X,X,O,X,O,X,X,X,O
LZISTOJ,X,X,O,X,O,X,X,X,O
LZISJTO,X,X,O,X,O,X,X,X,O
LZISJOT,X,O,O,X,X,X,O,X,O
LZISOTJ,X,O,O,X,X,X,O,X,O
LZISOJT,X,O,O,X,X,X,O,X,O
LZIOTJS,O,O,O,X,X,X,O,X,O
LZIOTSJ,O,O,O,X,X,X,O,X,O
LZIOJTS,O,O,O,X,X,X,O,X,O
LZIOJST,X,O,O,X,X,X,O,X,O
LZIOSTJ,X,O,O,X,X,X,O,X,O
LZIOSJT,X,O,O,X,X,X,O,X,O
LZJTISO,O,X,O,X,O,X,X,X,O
LZJTIOS,O,O,O,X,X,X,O,X,O
LZJTSIO,O,X,X,X,O,X,X,X,X
LZJTSOI,O,X,X,O,O,X,X,X,X
LZJTOIS,O,O,X,O,X,X,X,X,X
LZJTOSI,O,O,X,O,O,X,X,X,X
LZJITSO,O,X,O,X,O,X,X,X,O
LZJITOS,O,O,O,X,X,X,O,X,O
LZJISTO,X,X,O,X,O,X,X,X,O
LZJISOT,X,O,O,X,X,X,O,X,O
LZJIOTS,O,O,O,X,X,X,O,X,O
LZJIOST,X,O,O,X,X,X,O,X,O
LZJSTIO,X,X,X,X,O,O,X,X,X
LZJSTOI,X,X,X,O,O,O,X,X,X
LZJSITO,X,X,X,X,O,X,X,X,X
LZJSIOT,X,O,X,X,X,X,O,X,X
LZJSOTI,X,O,X,O,O,O,X,X,X
LZJSOIT,X,O,X,O,X,X,X,X,X
LZJOTIS,O,O,X,O,X,X,X,X,X
LZJOTSI,O,O,X,O,O,X,X,X,X
LZJOITS,O,O,O,O,X,X,X,X,X
LZJOIST,X,O,O,X,X,X,X,X,X
LZJOSTI,X,O,X,O,O,O,X,O,X
LZJOSIT,X,O,X,O,X,X,X,X,X
LZSTIJO,X,X,X,X,O,O,X,X,X
LZSTIOJ,X,X,X,X,O,O,X,X,X
LZSTJIO,X,X,X,X,O,O,X,X,X
LZSTJOI,X,X,X,O,O,O,X,X,X
LZSTOIJ,X,X,X,O,O,O,X,X,X
LZSTOJI,X,X,X,O,O,O,X,X,X
LZSITJO,X,X,X,X,O,X,X,X,X
LZSITOJ,X,X,X,X,O,X,X,X,X
LZSIJTO,X,X,X,X,O,X,X,X,X
LZSIJOT,X,O,X,X,X,X,O,X,X
LZSIOTJ,X,O,X,X,X,X,O,X,X
LZSIOJT,X,O,X,X,X,X,O,X,X
LZSJTIO,X,X,X,X,O,O,X,X,X
LZSJTOI,X,X,X,O,O,O,X,X,X
LZSJITO,X,X,X,X,O,X,X,X,X
LZSJIOT,X,O,X,X,X,X,O,X,X
LZSJOTI,X,O,X,O,O,O,X,X,X
LZSJOIT,X,O,X,O,X,X,X,X,X
LZSOTIJ,X,O,X,O,O,O,X,X,X
LZSOTJI,X,O,X,O,O,O,X,X,X
LZSOITJ,X,O,X,O,X,X,X,X,X
LZSOIJT,X,O,X,O,X,X,X,X,X
LZSOJTI,X,O,X,O,O,O,X,X,X
LZSOJIT,X,O,X,O,X,X,X,X,X
LZOTIJS,O,O,X,O,X,X,X,X,X
LZOTISJ,O,O,X,X,X,X,X,X,X
LZOTJIS,O,O,X,O,X,X,X,X,X
LZOTJSI,O,O,X,O,O,X,X,X,X
LZOTSIJ,O,O,X,O,X,X,X,X,X
LZOTSJI,O,O,X,O,X,X,X,X,X
LZOITJS,O,O,O,O,X,X,X,X,X
LZOITSJ,O,O,O,X,X,X,X,X,X
LZOIJTS,O,O,O,O,X,X,X,X,X
LZOIJST,X,O,O,X,X,X,X,X,X
LZOISTJ,X,O,O,X,X,X,X,X,X
LZOISJT,X,O,O,X,X,X,X,X,X
LZOJTIS,O,O,X,O,X,X,X,X,X
LZOJTSI,O,O,X,O,O,X,X,X,X
LZOJITS,O,O,O,O,X,X,X,X,X
LZOJIST,X,O,O,X,X,X,X,X,X
LZOJSTI,X,O,X,O,O,O,X,O,X
LZOJSIT,X,O,X,O,X,X,X,X,X
LZOSTIJ,X,O,X,O,O,O,X,O,X
LZOSTJI,X,O,X,O,O,O,X,O,X
LZOSITJ,X,O,X,O,X,X,X,X,X
LZOSIJT,X,O,X,O,X,X,X,X,X
LZOSJTI,X,O,X,O,O,O,X,O,X
LZOSJIT,X,O,X,O,X,X,X,X,X
LOTIJSZ,O,O,X,O,X,X,O,X,O
LOTIJZS,O,O,X,O,X,X,O,X,O
LOTISJZ,O,O,X,O,X,X,O,X,O
LOTISZJ,O,X,X,O,X,X,O,X,O
LOTIZJS,O,O,X,O,X,X,O,X,O
LOTIZSJ,O,O,X,X,X,X,O,X,O
LOTJISZ,O,O,X,O,X,X,O,X,O
LOTJIZS,O,O,X,O,X,X,O,X,O
LOTJSIZ,O,O,X,O,X,X,X,X,X
LOTJSZI,O,O,X,O,X,X,X,X,X
LOTJZIS,O,O,X,O,X,X,X,X,X
LOTJZSI,O,O,X,O,X,X,X,X,X
