sequence,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeCAJvhF0hB5oBllB3?nBmnBzpB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeuEJvhF1lB0hB5oBz?nBinBXqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KelBJvhFcnBTjBRlBC?lBXqBGtB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0AJvhFlhBziB5oB2?sBCqBfqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeRAJvhF3hBcnBTjBC?qBGtBFqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0BJvhF5oBupB3lBz?nBinBFqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0AJvhFxhBTjBFnBC?qBGtBfqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeRAJvhF3hBupBcqBT?nB6tBFtB
LIOJSTZ,X,X,X,O,X,X,X,X
LIOJSZT,X,X,X,O,X,O,X,X
LIOJZTS,X,X,X,O,X,X,X,X
LIOJZST,X,X,X,O,X,O,X,X
LIOSTJZ,O,O,X,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,X,X
LIOSJTZ,X,O,X,X,X,X,X,X
LIOSJZT,X,X,X,X,X,O,X,X
LIOSZTJ,O,O,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,O,X,O
LIOZTJS,O,O,X,X,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,X,X,O
LIOZJST,X,X,X,X,X,O,X,O
LIOZSTJ,O,O,X,X,X,X,X,X
LIOZSJT,X,X,X,X,X,O,X,O
LJTISZO,X,X,X,O,X,X,O,X
LJTISOZ,X,X,X,O,X,X,O,X
LJTIZSO,X,X,X,O,X,X,O,X
LJTIZOS,X,X,X,O,X,X,O,X
LJTIOSZ,X,X,X,O,X,X,O,X
LJTIOZS,X,X,X,O,X,X,O,X
LJTSIZO,X,X,X,O,X,X,O,X
LJTSIOZ,X,X,X,O,X,X,O,X
LJTSZIO,X,X,X,X,X,X,O,X
LJTSZOI,X,X,X,X,X,X,O,X
LJTSOIZ,X,X,X,O,X,X,O,X
LJTSOZI,X,X,X,X,X,X,O,X
LJTZISO,X,X,X,O,O,X,O,X
LJTZIOS,X,X,X,O,O,X,O,X
LJTZSIO,X,X,X,X,O,X,O,X
LJTZSOI,X,X,X,X,O,X,O,X
LJTZOIS,X,X,X,O,O,X,O,X
LJTZOSI,X,X,X,X,O,X,O,X
LJTOISZ,X,X,X,O,X,X,O,X
LJTOIZS,X,X,X,O,X,X,O,X
LJTOSIZ,X,X,X,O,X,X,O,X
LJTOSZI,X,X,X,X,X,X,O,X
LJTOZIS,X,X,X,O,O,X,O,X
LJTOZSI,X,X,X,X,O,X,O,X
LJITSZO,X,X,X,O,X,X,O,X
LJITSOZ,X,X,X,O,X,X,O,X
LJITZSO,X,X,X,O,X,X,O,X
LJITZOS,X,X,X,O,X,X,O,X
LJITOSZ,X,X,X,O,X,X,O,X
LJITOZS,X,X,X,O,X,X,O,X
LJISTZO,X,X,X,O,X,X,X,X
LJISTOZ,X,X,X,O,X,X,X,X
LJISZTO,X,X,X,O,X,X,X,X
LJISZOT,X,X,X,O,X,O,X,X
LJISOTZ,X,X,X,O,X,X,X,X
LJISOZT,X,X,X,O,X,O,X,X
LJIZTSO,X,X,X,O,O,X,X,X
LJIZTOS,X,X,O,O,O,X,X,X
LJIZSTO,X,X,X,O,O,X,X,X
LJIZSOT,X,X,X,O,O,O,X,X
LJIZOTS,X,X,O,O,O,X,X,X
LJIZOST,X,X,X,O,O,O,X,X
LJIOTSZ,X,X,X,O,X,X,O,X
LJIOTZS,X,X,X,O,X,X,O,X
LJIOSTZ,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,O,X,O,X,X
LJIOZTS,X,X,O,O,O,X,X,X
LJIOZST,X,X,X,O,O,O,X,X
LJSTIZO,X,X,X,O,X,X,O,X
LJSTIOZ,X,X,X,O,X,X,O,X
LJSTZIO,X,X,X,X,X,X,O,X
LJSTZOI,X,X,X,X,X,X,O,X
LJSTOIZ,X,X,X,O,X,X,O,X
LJSTOZI,X,X,X,X,X,X,O,X
LJSITZO,X,X,X,O,X,X,X,X
LJSITOZ,X,X,X,O,X,X,X,X
LJSIZTO,X,X,O,O,O,X,X,X
LJSIZOT,X,X,O,O,O,O,X,X
LJSIOTZ,X,X,X,O,X,X,X,X
LJSIOZT,X,X,O,O,X,O,X,X
LJSZTIO,X,X,O,X,O,X,X,X
LJSZTOI,X,X,O,X,O,X,X,X
LJSZITO,X,X,O,X,O,X,X,X
LJSZIOT,X,X,O,X,O,O,X,X
LJSZOTI,X,X,O,X,O,X,X,X
LJSZOIT,X,X,O,X,O,O,X,X
LJSOTIZ,X,X,X,O,X,X,O,X
LJSOTZI,X,X,X,X,X,X,O,X
LJSOITZ,X,X,X,O,X,X,X,X
LJSOIZT,X,X,O,O,X,O,X,X
LJSOZTI,X,X,O,X,O,X,X,X
LJSOZIT,X,X,O,X,O,O,X,X
LJZTISO,X,X,X,O,O,X,O,X
LJZTIOS,X,X,O,O,O,X,O,O
LJZTSIO,X,X,O,X,O,X,O,X
LJZTSOI,X,X,O,X,O,X,O,X
LJZTOIS,X,X,O,O,O,X,O,O
LJZTOSI,X,X,O,X,O,X,O,O
LJZITSO,X,X,X,O,O,X,X,X
LJZITOS,X,X,O,O,O,X,X,O
LJZISTO,X,X,X,O,O,X,X,X
LJZISOT,X,X,X,O,O,O,X,O
LJZIOTS,X,X,O,O,O,X,X,O
LJZIOST,X,X,X,O,O,O,X,O
LJZSTIO,X,X,O,X,O,X,X,X
LJZSTOI,X,X,O,X,O,X,X,X
LJZSITO,X,X,O,X,O,X,X,X
LJZSIOT,X,X,O,X,O,O,X,O
LJZSOTI,X,X,O,X,O,X,X,O
LJZSOIT,X,X,O,X,O,O,X,O
LJZOTIS,X,X,O,O,O,X,O,O
LJZOTSI,X,X,O,X,O,X,O,O
LJZOITS,X,X,O,O,O,X,X,O
LJZOIST,X,X,X,O,O,O,X,O
LJZOSTI,X,X,O,X,O,X,X,O
LJZOSIT,X,X,O,X,O,O,X,O
LJOTISZ,X,X,X,O,X,X,O,X
LJOTIZS,X,X,X,O,X,X,O,X
LJOTSIZ,X,X,X,O,X,X,O,X
LJOTSZI,X,X,X,X,X,X,O,X
LJOTZIS,X,X,X,O,O,X,O,X
LJOTZSI,X,X,X,X,O,X,O,X
LJOITSZ,X,X,X,O,X,X,O,X
LJOITZS,X,X,X,O,X,X,O,X
LJOISTZ,X,X,X,O,X,X,X,X
LJOISZT,X,X,X,O,X,O,X,X
LJOIZTS,X,X,O,O,O,X,X,X
LJOIZST,X,X,X,O,O,O,X,X
LJOSTIZ,X,X,X,O,X,X,O,X
LJOSTZI,X,X,X,X,X,X,O,X
LJOSITZ,X,X,X,O,X,X,X,X
LJOSIZT,X,X,O,O,X,O,X,X
LJOSZTI,X,X,O,X,O,X,X,O
LJOSZIT,X,X,O,X,O,O,X,O
LJOZTIS,X,X,O,O,O,X,O,O
LJOZTSI,X,X,O,X,O,X,O,O
LJOZITS,X,X,O,O,O,X,X,O
LJOZIST,X,X,X,O,O,O,X,O
LJOZSTI,X,X,O,X,O,X,X,O
LJOZSIT,X,X,O,X,O,O,X,O
LSTIJZO,O,O,X,O,X,X,O,X
LSTIJOZ,X,O,X,O,X,X,O,X
LSTIZJO,O,O,O,X,O,X,X,X
LSTIZOJ,O,O,X,X,X,X,X,X
LSTIOJZ,X,O,X,X,X,X,X,X
LSTIOZJ,O,O,X,X,X,X,X,X
LSTJIZO,O,O,X,O,X,X,O,X
LSTJIOZ,X,O,X,O,X,X,O,X
LSTJZIO,O,O,X,X,X,X,O,X
LSTJZOI,X,O,X,X,X,X,O,X
LSTJOIZ,X,O,X,O,X,X,O,X
LSTJOZI,X,O,X,X,X,X,O,X
LSTZIJO,O,O,O,X,O,X,X,X
LSTZIOJ,O,O,X,X,X,X,X,X
LSTZJIO,O,O,O,X,O,X,X,X
LSTZJOI,X,O,O,X,O,X,X,X
LSTZOIJ,O,O,X,X,X,X,X,X
LSTZOJI,X,O,X,X,X,X,X,X
LSTOIJZ,X,O,X,X,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,X
LSTOJIZ,X,O,X,X,X,X,X,X
LSTOJZI,X,O,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,X
LSTOZJI,X,O,X,X,X,X,X,X
LSITJZO,O,O,X,O,X,X,X,X
LSITJOZ,X,O,X,O,X,X,X,X
LSITZJO,O,O,O,X,O,X,X,X
LSITZOJ,O,O,X,X,X,X,X,X
LSITOJZ,X,O,X,X,X,X,X,X
LSITOZJ,O,O,X,X,X,X,X,X
LSIJTZO,X,O,X,O,X,X,X,X
LSIJTOZ,X,O,X,O,X,X,X,X
LSIJZTO,X,X,O,O,O,X,X,X
LSIJZOT,X,X,O,O,O,O,X,X
LSIJOTZ,X,O,X,O,X,X,X,X
LSIJOZT,X,X,O,O,X,O,X,X
LSIZTJO,O,O,O,X,O,X,X,X
LSIZTOJ,O,O,X,X,X,X,X,X
LSIZJTO,X,X,O,X,O,X,X,X
LSIZJOT,X,X,O,X,O,O,X,X
LSIZOTJ,O,O,X,X,X,X,X,X
LSIZOJT,X,X,X,X,O,O,X,X
LSIOTJZ,O,O,X,X,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,X,X
LSIOJTZ,X,O,X,X,X,X,X,X
LSIOJZT,X,X,X,X,X,O,X,X
LSIOZTJ,O,O,X,X,X,X,X,X
LSIOZJT,X,X,X,X,O,O,X,X
LSJTIZO,X,O,X,O,X,X,O,X
LSJTIOZ,X,O,X,O,X,X,O,X
LSJTZIO,X,O,X,X,X,X,O,X
LSJTZOI,X,O,X,X,X,X,O,X
LSJTOIZ,X,O,X,O,X,X,O,X
LSJTOZI,X,O,X,X,X,X,O,X
LSJITZO,X,O,X,O,X,X,X,X
LSJITOZ,X,O,X,O,X,X,X,X
LSJIZTO,X,X,O,O,O,X,X,X
LSJIZOT,X,X,O,O,O,O,X,X
LSJIOTZ,X,O,X,O,X,X,X,X
LSJIOZT,X,X,O,O,X,O,X,X
LSJZTIO,X,X,O,X,O,X,X,X
LSJZTOI,X,X,O,X,O,X,X,X
LSJZITO,X,X,O,X,O,X,X,X
LSJZIOT,X,X,O,X,O,O,X,X
LSJZOTI,X,X,O,X,O,X,X,X
LSJZOIT,X,X,O,X,O,O,X,X
LSJOTIZ,X,O,X,O,X,X,O,X
LSJOTZI,X,O,X,X,X,X,O,X
LSJOITZ,X,O,X,O,X,X,X,X
LSJOIZT,X,X,O,O,X,O,X,X
LSJOZTI,X,X,O,X,O,X,X,X
LSJOZIT,X,X,O,X,O,O,X,X
LSZTIJO,O,O,O,X,O,X,X,X
LSZTIOJ,O,O,X,X,X,X,X,X
LSZTJIO,O,O,O,X,O,X,X,X
LSZTJOI,X,O,O,X,O,X,X,X
LSZTOIJ,O,O,X,X,X,X,X,X
LSZTOJI,X,O,X,X,X,X,X,X
LSZITJO,O,O,O,X,O,X,X,X
LSZITOJ,O,O,X,X,X,X,X,X
LSZIJTO,X,X,O,X,O,X,X,X
LSZIJOT,X,X,O,X,O,O,X,X
LSZIOTJ,O,O,X,X,X,X,X,X
LSZIOJT,X,X,X,X,O,O,X,X
LSZJTIO,X,X,O,X,O,X,X,X
LSZJTOI,X,X,O,X,O,X,X,X
LSZJITO,X,X,O,X,O,X,X,X
LSZJIOT,X,X,O,X,O,O,X,O
LSZJOTI,X,X,O,X,O,X,X,O
LSZJOIT,X,X,O,X,O,O,X,O
LSZOTIJ,O,O,X,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X,O
LSZOITJ,O,O,X,X,X,X,X,X
LSZOIJT,X,X,X,X,O,O,X,O
LSZOJTI,X,X,X,X,O,X,X,O
LSZOJIT,X,X,X,X,O,O,X,O
LSOTIJZ,O,O,X,X,X,X,X,X
LSOTIZJ,O,O,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X
LSOTJZI,O,O,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,X
LSOTZJI,O,O,X,X,X,X,X,O
LSOITJZ,O,O,X,X,X,X,X,X
LSOITZJ,O,O,X,X,X,X,X,X
LSOIJTZ,X,O,X,X,X,X,X,X
LSOIJZT,X,X,X,X,X,O,X,X
LSOIZTJ,O,O,X,X,X,X,X,X
LSOIZJT,X,X,X,X,O,O,X,O
LSOJTIZ,X,O,X,X,X,X,X,X
LSOJTZI,X,O,X,X,X,X,X,X
LSOJITZ,X,O,X,X,X,X,X,X
LSOJIZT,X,X,X,X,X,O,X,X
LSOJZTI,X,X,X,X,X,X,X,O
LSOJZIT,X,X,X,X,X,O,X,O
LSOZTIJ,O,O,X,X,X,X,X,X
LSOZTJI,O,O,X,X,X,X,X,O
LSOZITJ,O,O,X,X,X,X,X,X
LSOZIJT,X,X,X,X,O,O,X,O
LSOZJTI,X,X,X,X,O,X,X,O
LSOZJIT,X,X,X,X,O,O,X,O
LZTIJSO,O,X,X,O,X,X,O,X
LZTIJOS,X,O,O,O,X,X,O,X
LZTISJO,O,O,X,X,X,X,X,X
LZTISOJ,O,O,X,X,X,X,X,X
LZTIOJS,X,O,X,X,X,X,X,X
LZTIOSJ,O,O,X,X,X,X,X,X
LZTJISO,O,X,X,O,O,X,O,X
LZTJIOS,X,O,O,O,O,X,O,O
LZTJSIO,O,X,O,X,O,X,O,X
LZTJSOI,X,X,O,X,O,X,O,X
LZTJOIS,X,O,O,O,O,X,O,O
LZTJOSI,X,X,O,X,O,X,O,O
LZTSIJO,O,O,O,X,O,X,X,X
LZTSIOJ,O,O,X,X,X,X,X,X
LZTSJIO,O,O,O,X,O,X,X,X
LZTSJOI,X,O,O,X,O,X,X,X
LZTSOIJ,O,O,X,X,X,X,X,X
LZTSOJI,X,O,X,X,X,X,X,X
LZTOIJS,X,O,X,X,X,X,X,X
LZTOISJ,O,O,X,X,X,X,X,X
LZTOJIS,X,O,X,X,X,X,X,O
LZTOJSI,X,X,X,X,X,X,X,O
LZTOSIJ,O,O,X,X,X,X,X,X
LZTOSJI,X,O,X,X,X,X,X,O
LZITJSO,O,X,X,O,X,X,X,X
LZITJOS,X,O,O,O,X,X,X,X
LZITSJO,O,O,X,X,X,X,X,X
LZITSOJ,O,O,X,X,X,X,X,X
LZITOJS,X,O,X,X,X,X,X,X
LZITOSJ,O,O,X,X,X,X,X,X
LZIJTSO,X,X,X,O,O,X,X,X
LZIJTOS,X,X,O,O,O,X,X,O
LZIJSTO,X,X,X,O,O,X,X,X
LZIJSOT,X,X,X,O,O,O,X,O
LZIJOTS,X,X,O,O,O,X,X,O
LZIJOST,X,X,X,O,O,O,X,O
LZISTJO,O,O,X,X,O,X,X,X
LZISTOJ,O,O,X,X,X,X,X,X
LZISJTO,X,X,X,X,O,X,X,X
LZISJOT,X,X,X,X,O,O,X,X
LZISOTJ,O,O,X,X,X,X,X,X
LZISOJT,X,X,X,X,O,O,X,X
LZIOTJS,O,O,X,X,X,X,X,X
LZIOTSJ,O,O,X,X,X,X,X,X
LZIOJTS,X,X,X,X,X,X,X,O
LZIOJST,X,X,X,X,X,O,X,O
LZIOSTJ,O,O,X,X,X,X,X,X
LZIOSJT,X,X,X,X,X,O,X,O
LZJTISO,X,X,X,O,O,X,O,X
LZJTIOS,X,X,O,O,O,X,O,O
LZJTSIO,X,X,O,X,O,X,O,X
LZJTSOI,X,X,O,X,O,X,O,X
LZJTOIS,X,X,O,O,O,X,O,O
LZJTOSI,X,X,O,X,O,X,O,O
LZJITSO,X,X,X,O,O,X,X,X
LZJITOS,X,X,O,O,O,X,X,O
LZJISTO,X,X,X,O,O,X,X,X
LZJISOT,X,X,X,O,O,O,X,O
LZJIOTS,X,X,O,O,O,X,X,O
LZJIOST,X,X,X,O,O,O,X,O
LZJSTIO,X,X,O,X,O,X,X,X
LZJSTOI,X,X,O,X,O,X,X,X
LZJSITO,X,X,O,X,O,X,X,X
LZJSIOT,X,X,O,X,O,O,X,O
LZJSOTI,X,X,O,X,O,X,X,O
LZJSOIT,X,X,O,X,O,O,X,O
LZJOTIS,X,X,O,O,O,X,O,O
LZJOTSI,X,X,O,X,O,X,O,O
LZJOITS,X,X,O,O,O,X,X,O
LZJOIST,X,X,X,O,O,O,X,O
LZJOSTI,X,X,O,X,O,X,X,O
LZJOSIT,X,X,O,X,O,O,X,O
LZSTIJO,O,O,O,X,O,X,X,X
LZSTIOJ,O,O,X,X,X,X,X,X
LZSTJIO,O,O,O,X,O,X,X,X
LZSTJOI,X,O,O,X,O,X,X,X
LZSTOIJ,O,O,X,X,X,X,X,X
LZSTOJI,X,O,X,X,X,X,X,X
LZSITJO,O,O,O,X,O,X,X,X
LZSITOJ,O,O,X,X,X,X,X,X
LZSIJTO,X,X,O,X,O,X,X,X
LZSIJOT,X,X,O,X,O,O,X,X
LZSIOTJ,O,O,X,X,X,X,X,X
LZSIOJT,X,X,X,X,O,O,X,X
LZSJTIO,X,X,O,X,O,X,X,X
LZSJTOI,X,X,O,X,O,X,X,X
LZSJITO,X,X,O,X,O,X,X,X
LZSJIOT,X,X,O,X,O,O,X,O
LZSJOTI,X,X,O,X,O,X,X,O
LZSJOIT,X,X,O,X,O,O,X,O
LZSOTIJ,O,O,X,X,X,X,X,X
LZSOTJI,O,O,X,X,X,X,X,O
LZSOITJ,O,O,X,X,X,X,X,X
LZSOIJT,X,X,X,X,O,O,X,O
LZSOJTI,X,X,X,X,O,X,X,O
LZSOJIT,X,X,X,X,O,O,X,O
LZOTIJS,O,O,X,X,X,X,X,X
LZOTISJ,O,O,X,X,X,X,X,X
LZOTJIS,O,O,X,X,X,X,X,O
LZOTJSI,O,X,X,X,X,X,X,O
LZOTSIJ,O,O,X,X,X,X,X,X
LZOTSJI,O,O,X,X,X,X,X,O
LZOITJS,O,O,X,X,X,X,X,X
LZOITSJ,O,O,X,X,X,X,X,X
LZOIJTS,X,X,X,X,X,X,X,O
LZOIJST,X,X,X,X,X,O,X,O
LZOISTJ,O,O,X,X,X,X,X,X
LZOISJT,X,X,X,X,X,O,X,O
LZOJTIS,X,X,X,X,O,X,X,O
LZOJTSI,X,X,X,X,O,X,X,O
LZOJITS,X,X,X,X,O,X,X,O
LZOJIST,X,X,X,X,O,O,X,O
LZOJSTI,X,X,X,X,O,X,X,O
LZOJSIT,X,X,X,X,O,O,X,O
LZOSTIJ,O,O,X,X,X,X,X,X
LZOSTJI,O,O,X,X,X,X,X,O
LZOSITJ,O,O,X,X,X,X,X,X
LZOSIJT,X,X,X,X,O,O,X,O
LZOSJTI,X,X,X,X,O,X,X,O
LZOSJIT,X,X,X,X,O,O,X,O
LOTIJSZ,O,X,X,O,X,X,O,X
LOTIJZS,O,O,X,O,X,X,O,X
LOTISJZ,O,O,X,X,X,X,X,X
LOTISZJ,O,O,X,X,X,X,X,X
LOTIZJS,O,O,X,X,X,X,X,X
LOTIZSJ,O,O,X,X,X,X,X,X
LOTJISZ,O,X,X,O,X,X,O,X
LOTJIZS,O,O,X,O,X,X,O,X
LOTJSIZ,O,X,X,O,X,X,O,X
LOTJSZI,O,X,X,X,X,X,O,X
LOTJZIS,O,O,X,O,X,X,O,X
LOTJZSI,O,X,X,X,X,X,O,X
LOTSIJZ,O,O,X,X,X,X,X,X
LOTSIZJ,O,O,X,X,X,X,X,X
LOTSJIZ,O,O,X,X,X,X,X,X
LOTSJZI,O,O,X,X,X,X,X,X
LOTSZIJ,O,O,X,X,X,X,X,X
LOTSZJI,O,O,X,X,X,X,X,O
LOTZIJS,O,O,X,X,X,X,X,X
LOTZISJ,O,O,X,X,X,X,X,X
LOTZJIS,O,O,X,X,X,X,X,O
LOTZJSI,O,X,X,X,X,X,X,O
LOTZSIJ,O,O,X,X,X,X,X,X
LOTZSJI,O,O,X,X,X,X,X,O
LOITJSZ,O,X,X,O,X,X,X,X
LOITJZS,O,O,X,O,X,X,X,X
LOITSJZ,O,O,X,X,X,X,X,X
LOITSZJ,O,O,X,X,X,X,X,X
LOITZJS,O,O,X,X,X,X,X,X
LOITZSJ,O,O,X,X,X,X,X,X
LOIJTSZ,X,X,X,O,X,X,X,X
LOIJTZS,X,X,X,O,X,X,X,X
LOIJSTZ,X,X,X,O,X,X,X,X
LOIJSZT,X,X,X,O,X,O,X,X
LOIJZTS,X,X,X,O,X,X,X,X
LOIJZST,X,X,X,O,X,O,X,X
LOISTJZ,O,O,X,X,X,X,X,X
LOISTZJ,O,O,X,X,X,X,X,X
LOISJTZ,X,O,X,X,X,X,X,X
LOISJZT,X,X,X,X,X,O,X,X
LOISZTJ,O,O,X,X,X,X,X,X
LOISZJT,X,X,X,X,X,O,X,O
LOIZTJS,O,O,X,X,X,X,X,X
LOIZTSJ,O,O,X,X,X,X,X,X
LOIZJTS,X,X,X,X,X,X,X,O
LOIZJST,X,X,X,X,X,O,X,O
LOIZSTJ,O,O,X,X,X,X,X,X
LOIZSJT,X,X,X,X,X,O,X,O
LOJTISZ,X,X,X,O,X,X,O,X
LOJTIZS,X,X,X,O,X,X,O,X
LOJTSIZ,X,X,X,O,X,X,O,X
LOJTSZI,X,X,X,X,X,X,O,X
LOJTZIS,X,X,X,O,O,X,O,X
LOJTZSI,X,X,X,X,O,X,O,X
LOJITSZ,X,X,X,O,X,X,O,X
LOJITZS,X,X,X,O,X,X,O,X
LOJISTZ,X,X,X,O,X,X,X,X
LOJISZT,X,X,X,O,X,O,X,X
LOJIZTS,X,X,X,O,O,X,X,X
LOJIZST,X,X,X,O,O,O,X,X
LOJSTIZ,X,X,X,O,X,X,O,X
LOJSTZI,X,X,X,X,X,X,O,X
LOJSITZ,X,X,X,O,X,X,X,X
LOJSIZT,X,X,X,O,X,O,X,X
LOJSZTI,X,X,X,X,O,X,X,O
LOJSZIT,X,X,X,X,O,O,X,O
LOJZTIS,X,X,X,O,O,X,O,O
LOJZTSI,X,X,X,X,O,X,O,O
LOJZITS,X,X,X,O,O,X,X,O
LOJZIST,X,X,X,O,O,O,X,O
LOJZSTI,X,X,X,X,O,X,X,O
LOJZSIT,X,X,X,X,O,O,X,O
LOSTIJZ,O,O,X,X,X,X,X,X
LOSTIZJ,O,O,X,X,X,X,X,X
LOSTJIZ,O,O,X,X,X,X,X,X
LOSTJZI,O,O,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X,O
LOSITJZ,O,O,X,X,X,X,X,X
LOSITZJ,O,O,X,X,X,X,X,X
LOSIJTZ,X,O,X,X,X,X,X,X
LOSIJZT,X,X,X,X,X,O,X,X
LOSIZTJ,O,O,X,X,X,X,X,X
LOSIZJT,X,X,X,X,O,O,X,O
LOSJTIZ,X,O,X,X,X,X,X,X
LOSJTZI,X,O,X,X,X,X,X,X
LOSJITZ,X,O,X,X,X,X,X,X
LOSJIZT,X,X,X,X,X,O,X,X
LOSJZTI,X,X,X,X,X,X,X,O
LOSJZIT,X,X,X,X,X,O,X,O
LOSZTIJ,O,O,X,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X,O
LOSZITJ,O,O,X,X,X,X,X,X
LOSZIJT,X,X,X,X,O,O,X,O
LOSZJTI,X,X,X,X,O,X,X,O
LOSZJIT,X,X,X,X,O,O,X,O
LOZTIJS,O,O,X,X,X,X,X,X
LOZTISJ,O,O,X,X,X,X,X,X
LOZTJIS,O,O,X,X,X,X,X,O
LOZTJSI,O,X,X,X,X,X,X,O
LOZTSIJ,O,O,X,X,X,X,X,X
LOZTSJI,O,O,X,X,X,X,X,O
LOZITJS,O,O,X,X,X,X,X,X
LOZITSJ,O,O,X,X,X,X,X,X
LOZIJTS,X,X,X,X,X,X,X,O
LOZIJST,X,X,X,X,X,O,X,O
LOZISTJ,O,O,X,X,X,X,X,X
LOZISJT,X,X,X,X,X,O,X,O
LOZJTIS,X,X,X,X,O,X,X,O
LOZJTSI,X,X,X,X,O,X,X,O
LOZJITS,X,X,X,X,O,X,X,O
LOZJIST,X,X,X,X,O,O,X,O
LOZJSTI,X,X,X,X,O,X,X,O
LOZJSIT,X,X,X,X,O,O,X,O
LOZSTIJ,O,O,X,X,X,X,X,X
LOZSTJI,O,O,X,X,X,X,X,O
LOZSITJ,O,O,X,X,X,X,X,X
LOZSIJT,X,X,X,X,O,O,X,O
LOZSJTI,X,X,X,X,O,X,X,O
LOZSJIT,X,X,X,X,O,O,X,O
JTILSZO,O,X,X,O,X,X,O,X
JTILSOZ,X,X,X,O,X,X,O,X
JTILZSO,O,X,X,O,X,X,O,X
JTILZOS,X,O,X,O,X,X,O,X
JTILOSZ,X,X,X,O,X,X,O,X
JTILOZS,X,O,X,O,X,X,O,X
JTISLZO,O,O,X,O,X,X,O,X
JTISLOZ,X,O,X,O,X,X,O,X
JTISZLO,O,O,X,X,X,X,X,X
JTISZOL,X,O,X,X,X,O,X,X
JTISOLZ,X,O,X,O,X,X,O,X
JTISOZL,X,O,X,X,X,O,X,X
JTIZLSO,O,X,X,O,X,X,O,X
JTIZLOS,X,O,O,O,X,X,O,X
JTIZSLO,O,O,X,X,X,X,X,X
JTIZSOL,X,O,O,X,X,O,X,X
JTIZOLS,X,O,O,O,X,X,O,X
JTIZOSL,X,O,O,X,X,O,X,X
JTIOLSZ,X,X,X,O,X,X,O,X
JTIOLZS,X,O,X,O,X,X,O,X
JTIOSLZ,X,O,X,O,X,X,O,X
JTIOSZL,X,O,X,X,X,O,X,X
JTIOZLS,X,O,O,O,X,X,O,X
JTIOZSL,X,O,O,X,X,O,X,X
JTLISZO,O,X,X,O,X,X,O,X
JTLISOZ,X,X,X,O,X,X,O,X
JTLIZSO,O,X,X,O,X,X,O,X
JTLIZOS,X,O,X,O,X,X,O,X
JTLIOSZ,X,X,X,O,X,X,O,X
JTLIOZS,X,O,X,O,X,X,O,X
JTLSIZO,O,X,X,O,X,X,O,X
JTLSIOZ,X,X,X,O,X,X,O,X
JTLSZIO,O,X,X,X,X,X,O,X
JTLSZOI,X,X,X,X,X,X,O,X
JTLSOIZ,X,X,X,O,X,X,O,X
JTLSOZI,X,X,X,X,X,X,O,X
JTLZISO,O,X,X,O,O,X,O,X
JTLZIOS,X,O,X,O,O,X,O,X
JTLZSIO,O,X,X,X,O,X,O,X
JTLZSOI,X,X,X,X,O,X,O,X
JTLZOIS,X,O,X,O,O,X,O,X
JTLZOSI,X,X,X,X,O,X,O,X
JTLOISZ,X,X,X,O,X,X,O,X
JTLOIZS,X,O,X,O,X,X,O,X
JTLOSIZ,X,X,X,O,X,X,O,X
JTLOSZI,X,X,X,X,X,X,O,X
JTLOZIS,X,O,X,O,O,X,O,X
JTLOZSI,X,X,X,X,O,X,O,X
JTSILZO,O,O,X,O,X,X,O,X
JTSILOZ,X,O,X,O,X,X,O,X
JTSIZLO,O,O,O,X,X,X,X,X
JTSIZOL,X,O,O,X,X,O,X,X
JTSIOLZ,X,O,X,O,X,X,O,X
JTSIOZL,X,O,O,X,X,O,X,X
JTSLIZO,O,O,X,O,X,X,O,X
JTSLIOZ,X,O,X,O,X,X,O,X
JTSLZIO,O,O,X,X,X,X,O,X
JTSLZOI,X,O,X,X,X,X,O,X
JTSLOIZ,X,O,X,O,X,X,O,X
JTSLOZI,X,O,X,X,X,X,O,X
JTSZILO,O,O,O,X,X,X,X,X
JTSZIOL,X,O,O,X,X,O,X,X
JTSZLIO,O,O,O,X,X,X,X,X
JTSZLOI,X,O,O,X,X,X,X,X
JTSZOIL,X,O,O,X,X,O,X,X
JTSZOLI,X,O,O,X,X,X,X,X
JTSOILZ,X,O,X,O,X,X,O,X
JTSOIZL,X,O,O,X,X,O,X,X
