sequence,v115@JhA8FeF8DeB8FeC8JeT/IvhF0gBSnBOoBlmBXsBRvB,v115@JhA8FeF8DeB8FeC8Jex/IvhFXhBTiBOoBFsB0pBSwB,v115@JhA8FeF8DeB8FeC8JeT/IvhFlgB3hBOoBCsBcsBRvB,v115@JhA8FeF8DeB8FeC8JeT/IvhFFiBXjBRsBSvB0rBmqB,v115@JhA8FeF8DeB8FeC8JeT/IvhF0gBmhBqrB3nBFoBRvB,v115@JhA8FeF8DeB8FeC8JeT/IvhFUiBFjBRsBCrBXqB2wB,v115@JhA8FeF8DeB8FeC8JeT/IvhFSmBXjBRsBOsBVvBUrB,v115@JhA8FeF8DeB8FeC8JeT/IvhF6nBOoBRmBfsBVvBUrB,v115@JhA8FeF8DeB8FeC8JeCBJvhFxiBmmBznB1wB/pBUqB,v115@JhA8FeF8DeB8FeC8Je6HJvhFOoBRmBzrB/pBUqBFrB
LSOIJZT,O,X,X,O,O,X,O,O,X,X
LSOIZTJ,X,X,X,O,X,X,X,X,X,X
LSOIZJT,O,X,X,O,O,X,O,X,X,X
LSOJTIZ,X,X,X,X,X,X,X,X,X,X
LSOJTZI,O,X,O,X,O,X,X,X,X,X
LSOJITZ,X,X,X,X,X,X,O,O,X,X
LSOJIZT,O,X,X,X,O,X,O,O,X,X
LSOJZTI,O,X,O,X,O,X,X,X,X,X
LSOJZIT,O,X,O,X,O,X,X,X,X,X
LSOZTIJ,X,X,X,X,X,X,X,X,X,X
LSOZTJI,O,X,X,X,O,X,X,X,X,X
LSOZITJ,X,X,X,X,X,X,X,X,X,X
LSOZIJT,O,X,X,X,O,X,O,X,X,X
LSOZJTI,O,X,X,X,O,X,X,X,X,X
LSOZJIT,O,X,X,X,O,X,X,X,X,X
LZTIJSO,X,X,X,X,X,X,X,X,X,X
LZTIJOS,X,X,X,X,X,X,X,X,X,X
LZTISJO,X,X,X,X,X,X,X,X,X,X
LZTISOJ,X,X,X,X,X,X,X,X,X,X
LZTIOJS,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,X,X,X,X,X,X,X,X,X,X
LZTJISO,X,X,O,X,X,X,X,X,X,X
LZTJIOS,X,X,O,X,X,X,X,X,X,X
LZTJSIO,X,X,O,X,X,X,X,X,X,X
LZTJSOI,X,X,O,X,O,X,X,X,X,X
LZTJOIS,X,X,O,X,X,X,X,X,X,X
LZTJOSI,X,X,O,X,O,X,X,X,X,X
LZTSIJO,X,X,X,X,X,X,X,X,X,X
LZTSIOJ,X,X,X,X,X,X,X,X,X,X
LZTSJIO,X,X,X,X,X,X,X,X,X,X
LZTSJOI,X,X,X,X,O,X,X,X,X,X
LZTSOIJ,X,X,X,X,X,X,X,X,X,X
LZTSOJI,X,X,X,X,O,X,X,X,X,X
LZTOIJS,X,X,X,X,X,X,X,X,X,X
LZTOISJ,X,X,X,X,X,X,X,X,X,X
LZTOJIS,X,X,O,X,X,X,X,X,X,X
LZTOJSI,X,X,O,X,O,X,X,X,X,X
LZTOSIJ,X,X,X,X,X,X,X,X,X,X
LZTOSJI,X,X,X,X,O,X,X,X,X,X
LZITJSO,X,X,X,X,O,X,X,X,X,X
LZITJOS,X,X,X,X,O,X,X,X,X,X
LZITSJO,X,X,X,X,O,X,X,X,X,X
LZITSOJ,X,X,X,X,O,X,X,X,X,X
LZITOJS,X,X,X,X,O,X,X,X,X,X
LZITOSJ,X,X,X,X,O,X,X,X,X,X
LZIJTSO,X,X,X,X,O,X,X,X,X,X
LZIJTOS,X,X,X,X,O,X,X,X,X,X
LZIJSTO,O,X,X,X,O,X,X,X,X,X
LZIJSOT,O,X,X,X,O,X,O,X,X,X
LZIJOTS,X,X,X,X,O,X,X,X,X,X
LZIJOST,O,X,X,X,O,X,O,O,X,X
LZISTJO,O,X,X,X,O,X,X,X,X,X
LZISTOJ,O,X,X,X,O,X,X,X,X,X
LZISJTO,O,X,X,X,O,X,X,X,X,X
LZISJOT,O,X,X,X,O,X,O,X,X,X
LZISOTJ,O,X,X,X,O,X,X,X,X,X
LZISOJT,O,X,X,X,O,X,O,X,X,X
LZIOTJS,X,X,X,X,O,X,X,X,X,X
LZIOTSJ,X,X,X,X,O,X,X,X,X,X
LZIOJTS,X,X,X,X,O,X,X,X,X,X
LZIOJST,O,X,X,X,O,X,O,O,X,X
LZIOSTJ,O,X,X,X,O,X,X,X,X,X
LZIOSJT,O,X,X,X,O,X,O,X,X,X
LZJTISO,X,X,O,X,X,X,X,X,X,X
LZJTIOS,X,X,O,X,X,X,X,X,X,X
LZJTSIO,X,X,O,X,X,X,X,X,X,X
LZJTSOI,X,X,O,X,O,X,X,X,X,X
LZJTOIS,X,X,O,X,X,X,X,X,X,X
LZJTOSI,X,X,O,X,O,X,X,X,X,X
LZJITSO,X,X,O,X,X,X,X,X,X,X
LZJITOS,X,X,O,X,X,X,X,X,X,X
LZJISTO,O,X,O,X,X,X,X,X,X,X
LZJISOT,O,X,O,X,O,X,X,X,X,X
LZJIOTS,X,X,O,X,X,X,X,X,X,X
LZJIOST,O,X,O,X,O,X,X,O,X,X
LZJSTIO,X,X,O,X,X,X,X,X,X,X
LZJSTOI,O,X,O,X,O,X,X,X,X,X
LZJSITO,X,X,O,X,X,X,X,X,X,X
LZJSIOT,O,X,O,X,O,X,X,X,X,X
LZJSOTI,O,X,O,X,O,X,X,X,X,X
LZJSOIT,O,X,O,X,O,X,X,X,X,X
LZJOTIS,X,X,O,X,X,X,X,X,X,X
LZJOTSI,X,X,O,X,O,X,X,X,X,X
LZJOITS,X,X,O,X,X,X,X,X,X,X
LZJOIST,O,X,O,X,O,X,X,O,X,X
LZJOSTI,O,X,O,X,O,X,X,X,X,X
LZJOSIT,O,X,O,X,O,X,X,X,X,X
LZSTIJO,X,X,X,X,X,X,X,X,X,X
LZSTIOJ,X,X,X,X,X,X,X,X,X,X
LZSTJIO,X,X,X,X,X,X,X,X,X,X
LZSTJOI,O,X,X,X,O,X,X,X,X,X
LZSTOIJ,X,X,X,X,X,X,X,X,X,X
LZSTOJI,O,X,X,X,O,X,X,X,X,X
LZSITJO,X,X,X,X,X,X,X,X,X,X
LZSITOJ,X,X,X,X,X,X,X,X,X,X
LZSIJTO,X,X,X,X,X,X,X,X,X,X
LZSIJOT,O,X,X,X,O,X,O,X,X,X
LZSIOTJ,X,X,X,X,X,X,X,X,X,X
LZSIOJT,O,X,X,X,O,X,O,X,X,X
LZSJTIO,X,X,X,X,X,X,X,X,X,X
LZSJTOI,O,X,X,X,O,X,X,X,X,X
LZSJITO,X,X,X,X,X,X,X,X,X,X
LZSJIOT,O,X,X,X,O,X,X,X,X,X
LZSJOTI,O,X,X,X,O,X,X,X,X,X
LZSJOIT,O,X,X,X,O,X,X,X,X,X
LZSOTIJ,X,X,X,X,X,X,X,X,X,X
LZSOTJI,O,X,X,X,O,X,X,X,X,X
LZSOITJ,X,X,X,X,X,X,X,X,X,X
LZSOIJT,O,X,X,X,O,X,O,X,X,X
LZSOJTI,O,X,X,X,O,X,X,X,X,X
LZSOJIT,O,X,X,X,O,X,X,X,X,X
LZOTIJS,X,X,X,X,X,X,X,X,X,X
LZOTISJ,X,X,X,X,X,X,X,X,X,X
LZOTJIS,X,X,O,X,X,X,X,X,X,X
LZOTJSI,X,X,O,X,O,X,X,X,X,X
LZOTSIJ,X,X,X,X,X,X,X,X,X,X
LZOTSJI,X,X,X,X,O,X,X,X,X,X
LZOITJS,X,X,X,X,O,X,X,X,X,X
LZOITSJ,X,X,X,X,O,X,X,X,X,X
LZOIJTS,X,X,X,X,O,X,X,X,X,X
LZOIJST,O,X,X,X,O,X,O,O,X,X
LZOISTJ,O,X,X,X,O,X,X,X,X,X
LZOISJT,O,X,X,X,O,X,O,X,X,X
LZOJTIS,X,X,O,X,X,X,X,X,X,X
LZOJTSI,X,X,O,X,O,X,X,X,X,X
LZOJITS,X,X,O,X,X,X,X,X,X,X
LZOJIST,O,X,O,X,O,X,X,O,X,X
LZOJSTI,O,X,O,X,O,X,X,X,X,X
LZOJSIT,O,X,O,X,O,X,X,X,X,X
LZOSTIJ,X,X,X,X,X,X,X,X,X,X
LZOSTJI,O,X,X,X,O,X,X,X,X,X
LZOSITJ,X,X,X,X,X,X,X,X,X,X
LZOSIJT,O,X,X,X,O,X,O,X,X,X
LZOSJTI,O,X,X,X,O,X,X,X,X,X
LZOSJIT,O,X,X,X,O,X,X,X,X,X
LOTIJSZ,X,X,X,X,X,X,O,O,O,X
LOTIJZS,X,X,O,X,X,O,X,X,O,X
LOTISJZ,X,X,X,X,X,X,O,X,X,X
LOTISZJ,X,X,X,X,X,O,X,X,X,X
LOTIZJS,X,X,X,X,X,O,X,X,X,X
LOTIZSJ,X,X,X,X,X,O,X,X,X,X
LOTJISZ,X,X,O,X,X,X,X,O,O,O
LOTJIZS,X,X,O,X,X,X,X,X,O,X
LOTJSIZ,X,X,X,X,X,X,X,X,O,O
LOTJSZI,X,X,O,X,O,X,X,X,O,X
LOTJZIS,X,X,O,X,X,X,X,X,O,X
LOTJZSI,X,X,O,X,O,X,X,X,O,X
LOTSIJZ,X,X,X,X,X,X,O,X,X,X
LOTSIZJ,X,X,X,X,X,X,X,X,X,X
LOTSJIZ,X,X,X,X,X,X,X,X,O,X
LOTSJZI,X,X,O,X,O,X,X,X,O,X
LOTSZIJ,X,X,X,X,X,X,X,X,X,X
LOTSZJI,X,X,X,X,O,X,X,X,X,X
LOTZIJS,X,X,X,X,X,X,X,X,X,X
LOTZISJ,X,X,X,X,X,X,X,X,X,X
LOTZJIS,X,X,O,X,X,X,X,X,O,X
LOTZJSI,X,X,O,X,O,X,X,X,O,X
LOTZSIJ,X,X,X,X,X,X,X,X,X,X
LOTZSJI,X,X,X,X,O,X,X,X,X,X
LOITJSZ,X,X,X,X,X,X,O,O,O,O
LOITJZS,X,X,O,X,X,O,X,X,O,X
LOITSJZ,X,X,X,X,X,X,O,X,X,X
LOITSZJ,X,X,X,O,X,O,X,X,X,X
LOITZJS,X,X,X,O,X,O,X,X,X,X
LOITZSJ,X,X,X,O,X,O,X,X,X,X
LOIJTSZ,X,X,X,X,X,X,O,O,X,O
LOIJTZS,X,X,O,X,X,O,X,X,X,X
LOIJSTZ,X,X,X,X,X,X,O,O,X,O
LOIJSZT,X,X,X,O,O,X,O,O,X,O
LOIJZTS,X,X,O,O,X,O,X,X,X,X
LOIJZST,X,X,O,O,O,X,O,O,X,O
LOISTJZ,X,X,X,X,X,X,O,X,X,X
LOISTZJ,X,X,X,O,X,O,X,X,X,X
LOISJTZ,X,X,X,X,X,X,O,O,X,O
LOISJZT,X,X,X,O,O,X,O,O,X,O
LOISZTJ,X,X,X,O,X,O,X,X,X,X
LOISZJT,X,X,X,O,O,X,O,X,X,X
LOIZTJS,X,X,X,O,X,O,X,X,X,X
LOIZTSJ,X,X,X,O,X,O,X,X,X,X
LOIZJTS,X,X,X,O,X,O,X,X,X,X
LOIZJST,X,X,X,O,O,X,O,O,X,O
LOIZSTJ,X,X,X,O,X,O,X,X,X,X
LOIZSJT,X,X,X,O,O,X,O,X,X,X
LOJTISZ,X,X,O,X,X,X,X,O,X,O
LOJTIZS,X,X,O,X,X,X,X,X,X,X
LOJTSIZ,X,X,X,X,X,X,X,X,X,O
LOJTSZI,X,X,O,X,O,X,X,X,X,X
LOJTZIS,X,X,O,X,X,X,X,X,X,X
LOJTZSI,X,X,O,X,O,X,X,X,X,X
LOJITSZ,X,X,O,X,X,X,O,O,X,O
LOJITZS,X,X,O,X,X,X,X,X,X,X
LOJISTZ,O,X,O,X,X,X,O,O,X,O
LOJISZT,O,X,O,X,O,X,O,O,X,O
LOJIZTS,X,X,O,X,X,X,X,X,X,X
LOJIZST,O,X,O,X,O,X,O,O,X,O
LOJSTIZ,X,X,X,X,X,X,X,X,X,O
LOJSTZI,O,X,O,X,O,X,X,X,X,X
LOJSITZ,X,X,X,X,X,X,O,O,X,O
LOJSIZT,O,X,X,X,O,X,O,O,X,O
LOJSZTI,O,X,O,X,O,X,X,X,X,X
LOJSZIT,O,X,O,X,O,X,X,X,X,O
LOJZTIS,X,X,O,X,X,X,X,X,X,X
LOJZTSI,X,X,O,X,O,X,X,X,X,X
LOJZITS,X,X,O,X,X,X,X,X,X,X
LOJZIST,O,X,O,X,O,X,X,O,X,O
LOJZSTI,O,X,O,X,O,X,X,X,X,X
LOJZSIT,O,X,O,X,O,X,X,X,X,O
LOSTIJZ,X,X,X,X,X,X,O,X,X,X
LOSTIZJ,X,X,X,X,X,X,X,X,X,X
LOSTJIZ,X,X,X,X,X,X,X,X,X,X
LOSTJZI,O,X,O,X,O,X,X,X,X,X
LOSTZIJ,X,X,X,X,X,X,X,X,X,X
LOSTZJI,O,X,X,X,O,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,O,X,X,X
LOSITZJ,X,X,X,O,X,X,X,X,X,X
LOSIJTZ,X,X,X,X,X,X,O,O,X,X
LOSIJZT,O,X,X,O,O,X,O,O,X,X
LOSIZTJ,X,X,X,O,X,X,X,X,X,X
LOSIZJT,O,X,X,O,O,X,O,X,X,X
LOSJTIZ,X,X,X,X,X,X,X,X,X,O
LOSJTZI,O,X,O,X,O,X,X,X,X,X
LOSJITZ,X,X,X,X,X,X,O,O,X,O
LOSJIZT,O,X,X,X,O,X,O,O,X,O
LOSJZTI,O,X,O,X,O,X,X,X,X,X
LOSJZIT,O,X,O,X,O,X,X,X,X,O
LOSZTIJ,X,X,X,X,X,X,X,X,X,X
LOSZTJI,O,X,X,X,O,X,X,X,X,X
LOSZITJ,X,X,X,X,X,X,X,X,X,X
LOSZIJT,O,X,X,X,O,X,O,X,X,X
LOSZJTI,O,X,X,X,O,X,X,X,X,X
LOSZJIT,O,X,X,X,O,X,X,X,X,X
LOZTIJS,X,X,X,X,X,X,X,X,X,X
LOZTISJ,X,X,X,X,X,X,X,X,X,X
LOZTJIS,X,X,O,X,X,X,X,X,X,X
LOZTJSI,X,X,O,X,O,X,X,X,X,X
LOZTSIJ,X,X,X,X,X,X,X,X,X,X
LOZTSJI,X,X,X,X,O,X,X,X,X,X
LOZITJS,X,X,X,X,O,X,X,X,X,X
LOZITSJ,X,X,X,X,O,X,X,X,X,X
LOZIJTS,X,X,X,X,O,X,X,X,X,X
LOZIJST,O,X,X,X,O,X,O,O,X,X
LOZISTJ,O,X,X,X,O,X,X,X,X,X
LOZISJT,O,X,X,X,O,X,O,X,X,X
LOZJTIS,X,X,O,X,X,X,X,X,X,X
LOZJTSI,X,X,O,X,O,X,X,X,X,X
LOZJITS,X,X,O,X,X,X,X,X,X,X
LOZJIST,O,X,O,X,O,X,X,O,X,O
LOZJSTI,O,X,O,X,O,X,X,X,X,X
LOZJSIT,O,X,O,X,O,X,X,X,X,O
LOZSTIJ,X,X,X,X,X,X,X,X,X,X
LOZSTJI,O,X,X,X,O,X,X,X,X,X
LOZSITJ,X,X,X,X,X,X,X,X,X,X
LOZSIJT,O,X,X,X,O,X,O,X,X,X
LOZSJTI,O,X,X,X,O,X,X,X,X,X
LOZSJIT,O,X,X,X,O,X,X,X,X,X
JTILSZO,X,O,O,X,X,X,X,X,X,X
JTILSOZ,X,O,O,X,X,X,X,X,X,X
JTILZSO,X,O,O,X,X,X,X,X,X,X
JTILZOS,X,O,O,X,X,O,X,X,X,X
JTILOSZ,X,O,O,X,X,X,X,O,X,X
JTILOZS,X,O,O,X,X,O,X,X,X,X
JTISLZO,O,O,O,X,X,X,X,X,X,X
JTISLOZ,O,O,O,X,X,X,X,X,X,X
JTISZLO,O,X,X,X,X,X,X,X,X,X
JTISZOL,O,O,X,X,X,X,X,X,X,X
JTISOLZ,O,O,O,X,X,X,X,X,X,X
JTISOZL,O,O,X,X,X,X,X,X,X,X
JTIZLSO,X,O,O,X,X,X,X,X,X,X
JTIZLOS,X,O,O,X,X,O,X,X,X,X
JTIZSLO,O,O,X,X,X,X,X,X,X,X
JTIZSOL,O,O,X,X,X,X,X,X,X,X
JTIZOLS,X,O,O,X,X,O,X,X,X,X
JTIZOSL,O,O,X,X,X,X,X,X,X,X
JTIOLSZ,X,O,O,X,X,X,X,O,X,X
JTIOLZS,X,O,O,X,X,O,X,X,X,X
JTIOSLZ,O,O,O,X,X,X,X,X,X,X
JTIOSZL,O,O,X,X,X,X,X,X,X,X
JTIOZLS,X,O,O,X,X,O,X,X,X,X
JTIOZSL,O,O,X,X,X,X,X,X,X,X
JTLISZO,X,O,O,X,X,X,X,X,X,X
JTLISOZ,X,O,O,X,X,X,X,X,X,X
JTLIZSO,X,O,O,X,X,X,X,X,X,X
JTLIZOS,X,O,O,X,X,X,X,X,X,X
JTLIOSZ,X,O,O,X,X,X,X,O,X,X
JTLIOZS,X,O,O,X,X,X,X,X,X,X
JTLSIZO,X,O,O,X,X,X,X,X,X,X
JTLSIOZ,X,O,O,X,X,X,X,X,X,X
JTLSZIO,X,O,O,X,X,X,X,X,X,X
JTLSZOI,X,O,O,X,X,X,X,X,X,X
JTLSOIZ,X,O,X,X,X,X,X,X,X,X
JTLSOZI,X,O,O,X,X,X,X,X,X,X
JTLZISO,X,O,O,X,X,X,X,X,X,X
JTLZIOS,X,O,O,X,X,X,X,X,X,X
JTLZSIO,X,O,O,X,X,X,X,X,X,X
JTLZSOI,X,O,O,X,X,X,X,X,X,X
JTLZOIS,X,O,O,X,X,X,X,X,X,X
JTLZOSI,X,O,O,X,X,X,X,X,X,X
JTLOISZ,X,O,O,X,X,X,X,O,X,X
JTLOIZS,X,O,O,X,X,X,X,X,X,X
JTLOSIZ,X,O,X,X,X,X,X,X,X,X
JTLOSZI,X,O,O,X,X,X,X,X,X,X
JTLOZIS,X,O,O,X,X,X,X,X,X,X
JTLOZSI,X,O,O,X,X,X,X,X,X,X
JTSILZO,X,O,O,X,X,X,X,X,X,X
JTSILOZ,X,O,O,X,X,X,X,X,X,X
JTSIZLO,X,O,X,X,X,X,X,X,X,X
JTSIZOL,X,O,X,X,X,X,X,X,X,X
JTSIOLZ,X,O,O,X,X,X,X,X,X,X
JTSIOZL,X,O,X,X,X,X,X,X,X,X
JTSLIZO,X,O,O,X,X,X,X,X,X,X
JTSLIOZ,X,O,O,X,X,X,X,X,X,X
JTSLZIO,X,O,O,X,X,X,X,X,X,X
JTSLZOI,O,O,O,X,X,X,X,X,X,X
JTSLOIZ,X,O,X,X,X,X,X,X,X,X
JTSLOZI,O,O,O,X,X,X,X,X,X,X
JTSZILO,X,O,X,X,X,X,X,X,X,X
JTSZIOL,X,O,X,X,X,X,X,X,X,X
JTSZLIO,X,O,X,X,X,X,X,X,X,X
JTSZLOI,O,O,X,X,X,X,X,X,X,X
JTSZOIL,X,O,X,X,X,X,X,X,X,X
JTSZOLI,O,O,X,X,X,X,X,X,X,X
JTSOILZ,X,O,O,X,X,X,X,X,X,X
JTSOIZL,X,O,X,X,X,X,X,X,X,X
JTSOLIZ,X,O,X,X,X,X,X,X,X,X
JTSOLZI,O,O,O,X,X,X,X,X,X,X
JTSOZIL,X,O,X,X,X,X,X,X,X,X
JTSOZLI,O,O,X,X,X,X,X,X,X,X
JTZILSO,X,O,O,X,X,X,X,X,X,X
JTZILOS,X,O,O,X,X,X,X,X,X,X
JTZISLO,O,O,X,X,X,X,X,X,X,X
JTZISOL,O,O,X,X,X,X,X,X,X,X
JTZIOLS,X,O,O,X,X,X,X,X,X,X
JTZIOSL,O,O,X,X,X,X,X,X,X,X
JTZLISO,X,O,O,X,X,X,X,X,X,X
JTZLIOS,X,O,O,X,X,X,X,X,X,X
JTZLSIO,X,O,O,X,X,X,X,X,X,X
JTZLSOI,X,O,O,X,X,X,X,X,X,X
JTZLOIS,X,O,O,X,X,X,X,X,X,X
JTZLOSI,X,O,O,X,X,X,X,X,X,X
JTZSILO,X,O,X,X,X,X,X,X,X,X
JTZSIOL,X,O,X,X,X,X,X,X,X,X
JTZSLIO,X,O,X,X,X,X,X,X,X,X
JTZSLOI,O,O,X,X,X,X,X,X,X,X
JTZSOIL,X,O,X,X,X,X,X,X,X,X
JTZSOLI,O,O,X,X,X,X,X,X,X,X
JTZOILS,X,O,O,X,X,X,X,X,X,X
JTZOISL,O,O,X,X,X,X,X,X,X,X
JTZOLIS,X,O,O,X,X,X,X,X,X,X
JTZOLSI,X,O,O,X,X,X,X,X,X,X
JTZOSIL,X,O,X,X,X,X,X,X,X,X
JTZOSLI,O,O,X,X,X,X,X,X,X,X
JTOILSZ,X,O,O,X,X,X,X,O,X,O
JTOILZS,X,O,O,X,X,O,X,X,X,X
JTOISLZ,O,O,O,X,X,X,X,X,X,X
JTOISZL,O,O,X,X,X,X,X,X,X,X
JTOIZLS,X,O,O,X,X,O,X,X,X,X
JTOIZSL,O,O,X,X,X,X,X,X,X,X
JTOLISZ,X,O,O,X,X,X,X,O,X,O
JTOLIZS,X,O,O,X,X,X,X,X,X,X
JTOLSIZ,X,O,X,X,X,X,X,X,X,O
JTOLSZI,X,O,O,X,X,X,X,X,X,X
JTOLZIS,X,O,O,X,X,X,X,X,X,X
JTOLZSI,X,O,O,X,X,X,X,X,X,X
JTOSILZ,X,O,O,X,X,X,X,X,X,X
JTOSIZL,X,O,X,X,X,X,X,X,X,X
JTOSLIZ,X,O,X,X,X,X,X,X,X,X
JTOSLZI,O,O,O,X,X,X,X,X,X,X
JTOSZIL,X,O,X,X,X,X,X,X,X,X
JTOSZLI,O,O,X,X,X,X,X,X,X,X
JTOZILS,X,O,O,X,X,X,X,X,X,X
JTOZISL,O,O,X,X,X,X,X,X,X,X
JTOZLIS,X,O,O,X,X,X,X,X,X,X
JTOZLSI,X,O,O,X,X,X,X,X,X,X
JTOZSIL,X,O,X,X,X,X,X,X,X,X
JTOZSLI,O,O,X,X,X,X,X,X,X,X
JITLSZO,X,O,O,X,X,X,X,X,X,X
JITLSOZ,X,O,O,X,X,X,X,X,X,X
JITLZSO,X,O,O,X,X,X,X,X,X,X
JITLZOS,X,O,O,X,X,O,X,X,X,X
JITLOSZ,X,O,O,X,X,X,X,O,X,X
JITLOZS,X,O,O,X,X,O,X,X,X,X
JITSLZO,O,O,O,X,X,X,X,X,X,X
JITSLOZ,O,O,O,X,X,X,X,X,X,X
JITSZLO,O,X,X,X,X,X,X,X,X,X
JITSZOL,O,O,X,X,X,X,X,X,X,X
JITSOLZ,O,O,O,X,X,X,X,X,X,X
JITSOZL,O,O,X,X,X,X,X,X,X,X
JITZLSO,X,O,O,X,X,X,X,X,X,X
JITZLOS,X,O,O,X,X,O,X,X,X,X
JITZSLO,O,O,X,X,X,X,X,X,X,X
JITZSOL,O,O,X,X,X,X,X,X,X,X
JITZOLS,X,O,O,X,X,O,X,X,X,X
JITZOSL,O,O,X,X,X,X,X,X,X,X
JITOLSZ,X,O,O,X,X,X,X,O,X,X
JITOLZS,X,O,O,X,X,O,X,X,X,X
JITOSLZ,O,O,O,X,X,X,X,X,X,X
JITOSZL,O,O,X,X,X,X,X,X,X,X
JITOZLS,X,O,O,X,X,O,X,X,X,X
JITOZSL,O,O,X,X,X,X,X,X,X,X
JILTSZO,X,O,O,X,X,X,X,X,X,X
JILTSOZ,X,O,O,X,X,X,X,X,X,X
JILTZSO,X,O,O,X,X,X,X,X,X,X
JILTZOS,X,O,O,X,X,O,X,X,X,X
JILTOSZ,X,O,O,X,X,X,X,O,X,X
JILTOZS,X,O,O,X,X,O,X,X,X,X
JILSTZO,O,X,O,X,X,X,X,X,X,X
JILSTOZ,O,O,O,X,X,X,X,X,X,X
JILSZTO,O,X,O,O,X,X,X,X,X,X
JILSZOT,O,X,O,O,X,X,X,X,X,X
JILSOTZ,O,X,O,X,X,X,X,O,X,X
JILSOZT,O,X,O,O,X,X,X,O,X,X
JILZTSO,X,X,O,O,X,X,X,X,X,X
JILZTOS,X,X,O,O,X,O,X,X,X,X
JILZSTO,O,X,O,O,X,X,X,X,X,X
JILZSOT,O,X,O,O,X,X,X,X,X,X
JILZOTS,X,X,O,O,X,O,X,X,X,X
JILZOST,O,X,O,O,X,X,X,O,X,X
JILOTSZ,X,X,O,X,X,X,X,O,X,X
JILOTZS,X,X,O,X,X,O,X,X,X,X
JILOSTZ,O,X,O,X,X,X,X,O,X,X
JILOSZT,O,X,O,O,X,X,X,O,X,X
JILOZTS,X,X,O,O,X,O,X,X,X,X
JILOZST,O,X,O,O,X,X,X,O,X,X
JISTLZO,O,O,O,X,X,X,X,X,X,X
JISTLOZ,O,O,O,X,X,X,X,X,X,X
JISTZLO,O,O,X,O,X,X,X,X,X,X
JISTZOL,O,O,X,O,X,X,X,X,X,X
JISTOLZ,O,O,O,X,X,X,X,X,X,X
JISTOZL,O,O,X,O,X,X,X,X,X,X
JISLTZO,O,X,O,X,X,X,X,X,X,X
JISLTOZ,O,O,O,X,X,X,X,X,X,X
JISLZTO,O,X,O,O,X,X,X,X,X,X
JISLZOT,O,X,O,O,X,X,X,X,X,X
JISLOTZ,O,X,O,X,X,X,X,O,X,X
JISLOZT,O,X,O,O,X,X,X,O,X,X
JISZTLO,O,X,X,O,X,X,X,X,X,X
JISZTOL,O,O,X,O,X,X,X,X,X,X
JISZLTO,O,X,X,O,X,X,X,X,X,X
JISZLOT,O,X,X,O,X,X,X,X,X,X
JISZOTL,O,X,X,O,X,X,X,X,X,X
JISZOLT,O,X,X,O,X,X,X,X,X,X
JISOTLZ,O,O,O,X,X,X,X,X,X,X
JISOTZL,O,O,X,O,X,X,X,X,X,X
JISOLTZ,O,X,O,X,X,X,X,O,X,X
JISOLZT,O,X,O,O,X,X,X,O,X,X
JISOZTL,O,X,X,O,X,X,X,X,X,X
JISOZLT,O,X,X,O,X,X,X,X,X,X
JIZTLSO,X,O,O,O,X,X,X,X,X,X
JIZTLOS,X,O,O,O,X,O,X,X,X,X
JIZTSLO,O,X,X,O,X,X,X,X,X,X
JIZTSOL,O,X,X,O,X,X,X,X,X,X
JIZTOLS,X,O,O,O,X,O,X,X,X,X
JIZTOSL,O,X,X,O,X,X,X,X,X,X
JIZLTSO,X,X,O,O,X,X,X,X,X,X
JIZLTOS,X,X,O,O,X,O,X,X,X,X
JIZLSTO,O,X,O,O,X,X,X,X,X,X
JIZLSOT,O,X,O,O,X,X,X,X,X,X
JIZLOTS,X,X,O,O,X,O,X,X,X,X
JIZLOST,O,X,O,O,X,X,X,O,X,X
JIZSTLO,O,X,X,O,X,X,X,X,X,X
JIZSTOL,O,O,X,O,X,X,X,X,X,X
JIZSLTO,O,X,X,O,X,X,X,X,X,X
JIZSLOT,O,X,X,O,X,X,X,X,X,X
JIZSOTL,O,X,X,O,X,X,X,X,X,X
JIZSOLT,O,X,X,O,X,X,X,X,X,X
JIZOTLS,X,X,O,O,X,O,X,X,X,X
JIZOTSL,O,X,X,O,X,X,X,X,X,X
JIZOLTS,X,X,O,O,X,O,X,X,X,X
JIZOLST,O,X,O,O,X,X,X,O,X,X
JIZOSTL,O,X,X,O,X,X,X,X,X,X
JIZOSLT,O,X,X,O,X,X,X,X,X,X
JIOTLSZ,X,O,O,X,X,X,X,O,X,O
JIOTLZS,X,O,O,X,X,O,X,X,X,X
JIOTSLZ,O,O,O,X,X,X,X,X,X,X
JIOTSZL,O,X,X,X,X,X,X,X,X,X
JIOTZLS,X,O,O,X,X,O,X,X,X,X
JIOTZSL,O,X,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,O,X,X,X,X,O,X,O
JIOLTZS,X,X,O,X,X,O,X,X,X,X
JIOLSTZ,O,X,O,X,X,X,X,O,X,O
JIOLSZT,O,X,O,O,X,X,X,O,X,O
JIOLZTS,X,X,O,O,X,O,X,X,X,X
JIOLZST,O,X,O,O,X,X,X,O,X,O
JIOSTLZ,O,O,O,X,X,X,X,X,X,X
JIOSTZL,O,O,X,O,X,X,X,X,X,X
