sequence,v115@GhA8IeA8CeA8EeB8BeG8JeOEJvhFXgBVmBUiBaoBzp?BxwB,v115@GhA8IeA8CeA8EeB8BeG8Jel/IvhFUhBRiB/pBOqByw?BzsB,v115@GhA8IeA8CeA8EeB8BeG8JeT/IvhFOlBXhBVnBaoB0p?BxwB,v115@GhA8IeA8CeA8EeB8BeG8Jei/IvhFRhBFlBTmBmnB3n?B0pB,v115@GhA8IeA8CeA8EeB8BeG8JexAJvhFmiBTkBilB3mB1s?B0pB,v115@GhA8IeA8CeA8EeB8BeG8JeUBJvhFRiB/pBFlByrBzn?BmpB
ZJOLSTI,X,O,X,X,X,X
ZJOLSIT,X,O,O,X,X,X
ZJOSTIL,X,O,O,O,X,X
ZJOSTLI,X,O,X,O,X,X
ZJOSITL,X,O,O,O,X,X
ZJOSILT,X,O,O,X,X,X
ZJOSLTI,X,O,X,X,X,X
ZJOSLIT,X,O,O,X,X,X
ZSTILJO,X,X,O,X,O,X
ZSTILOJ,X,X,O,O,O,O
ZSTIJLO,X,X,O,X,O,X
ZSTIJOL,X,X,O,X,X,X
ZSTIOLJ,X,X,O,O,X,O
ZSTIOJL,X,X,O,O,X,X
ZSTLIJO,X,O,X,X,O,X
ZSTLIOJ,X,O,X,O,O,O
ZSTLJIO,X,O,X,X,O,X
ZSTLJOI,X,O,X,O,O,O
ZSTLOIJ,X,O,X,O,O,O
ZSTLOJI,X,O,X,O,O,O
ZSTJILO,X,X,O,X,O,X
ZSTJIOL,X,X,O,X,X,X
ZSTJLIO,X,X,X,X,O,X
ZSTJLOI,X,X,X,O,O,O
ZSTJOIL,X,X,O,O,X,X
ZSTJOLI,X,X,X,O,O,O
ZSTOILJ,X,O,O,O,X,O
ZSTOIJL,X,X,O,O,X,X
ZSTOLIJ,X,O,X,O,O,O
ZSTOLJI,X,O,X,O,O,O
ZSTOJIL,X,X,O,O,X,X
ZSTOJLI,X,X,X,O,O,O
ZSITLJO,X,X,O,X,O,X
ZSITLOJ,X,X,O,X,O,X
ZSITJLO,X,X,O,X,O,X
ZSITJOL,X,X,O,X,X,X
ZSITOLJ,X,X,O,X,X,X
ZSITOJL,X,X,O,X,X,X
ZSILTJO,X,X,O,X,O,X
ZSILTOJ,X,X,O,X,O,X
ZSILJTO,X,X,O,X,X,X
ZSILJOT,X,X,O,X,X,X
ZSILOTJ,X,X,O,X,O,X
ZSILOJT,X,X,O,X,X,X
ZSIJTLO,X,X,O,X,X,X
ZSIJTOL,X,X,O,X,X,X
ZSIJLTO,X,X,O,X,X,X
ZSIJLOT,X,X,O,X,X,X
ZSIJOTL,X,X,O,X,X,X
ZSIJOLT,X,X,O,X,X,X
ZSIOTLJ,X,X,O,X,X,X
ZSIOTJL,X,X,O,X,X,X
ZSIOLTJ,X,X,O,X,X,X
ZSIOLJT,X,X,O,X,X,X
ZSIOJTL,X,X,O,X,X,X
ZSIOJLT,X,X,O,X,X,X
ZSLTIJO,X,O,X,X,O,X
ZSLTIOJ,X,O,X,X,O,O
ZSLTJIO,X,O,X,X,O,X
ZSLTJOI,X,O,X,X,O,O
ZSLTOIJ,X,O,X,X,O,O
ZSLTOJI,X,O,X,X,O,O
ZSLITJO,X,O,O,X,O,X
ZSLITOJ,X,O,O,X,O,O
ZSLIJTO,X,O,O,X,X,X
ZSLIJOT,X,O,O,X,X,X
ZSLIOTJ,X,O,O,X,O,O
ZSLIOJT,X,O,O,X,X,O
ZSLJTIO,X,O,X,X,X,X
ZSLJTOI,X,O,X,X,X,O
ZSLJITO,X,O,O,X,X,X
ZSLJIOT,X,O,O,X,X,X
ZSLJOTI,X,O,X,X,X,O
ZSLJOIT,X,O,O,X,X,O
ZSLOTIJ,X,O,X,X,O,O
ZSLOTJI,X,O,X,X,O,O
ZSLOITJ,X,O,O,X,O,O
ZSLOIJT,X,O,O,X,X,O
ZSLOJTI,X,O,X,X,X,O
ZSLOJIT,X,O,O,X,X,O
ZSJTILO,X,O,O,X,X,X
ZSJTIOL,X,O,O,X,X,X
ZSJTLIO,X,O,X,X,X,X
ZSJTLOI,X,O,X,O,X,X
ZSJTOIL,X,O,O,O,X,X
ZSJTOLI,X,O,X,O,X,X
ZSJITLO,X,O,O,X,X,X
ZSJITOL,X,O,O,X,X,X
ZSJILTO,X,O,O,X,X,X
ZSJILOT,X,O,O,X,X,X
ZSJIOTL,X,O,O,X,X,X
ZSJIOLT,X,O,O,X,X,X
ZSJLTIO,X,O,X,X,X,X
ZSJLTOI,X,O,X,X,X,X
ZSJLITO,X,O,O,X,X,X
ZSJLIOT,X,O,O,X,X,X
ZSJLOTI,X,O,X,X,X,X
ZSJLOIT,X,O,O,X,X,X
ZSJOTIL,X,O,O,O,X,X
ZSJOTLI,X,O,X,O,X,X
ZSJOITL,X,O,O,O,X,X
ZSJOILT,X,O,O,X,X,X
ZSJOLTI,X,O,X,X,X,X
ZSJOLIT,X,O,O,X,X,X
ZSOTILJ,X,O,O,O,X,O
ZSOTIJL,X,X,O,O,X,X
ZSOTLIJ,X,O,X,O,O,O
ZSOTLJI,X,O,X,O,O,O
ZSOTJIL,X,X,O,O,X,X
ZSOTJLI,X,X,X,O,O,O
ZSOITLJ,X,O,O,O,X,O
ZSOITJL,X,X,O,O,X,X
ZSOILTJ,X,O,O,X,X,O
ZSOILJT,X,O,O,X,X,O
ZSOIJTL,X,O,O,O,X,X
ZSOIJLT,X,O,O,X,X,X
ZSOLTIJ,X,O,X,X,O,O
ZSOLTJI,X,O,X,X,O,O
ZSOLITJ,X,O,O,X,O,O
ZSOLIJT,X,O,O,X,X,O
ZSOLJTI,X,O,X,X,X,O
ZSOLJIT,X,O,O,X,X,O
ZSOJTIL,X,O,O,O,X,X
ZSOJTLI,X,O,X,O,X,X
ZSOJITL,X,O,O,O,X,X
ZSOJILT,X,O,O,X,X,X
ZSOJLTI,X,O,X,X,X,X
ZSOJLIT,X,O,O,X,X,X
ZOTILJS,O,X,O,O,X,X
ZOTILSJ,O,X,O,O,X,X
ZOTIJLS,O,X,O,O,X,X
ZOTIJSL,O,X,O,O,X,X
ZOTISLJ,O,X,O,O,X,X
ZOTISJL,O,X,O,O,X,X
ZOTLIJS,O,X,O,O,X,X
ZOTLISJ,O,X,O,O,X,X
ZOTLJIS,O,X,O,O,X,X
ZOTLJSI,O,X,X,O,O,X
ZOTLSIJ,O,X,X,O,O,X
ZOTLSJI,O,X,X,O,O,X
ZOTJILS,O,X,O,O,X,X
ZOTJISL,O,X,O,O,X,X
ZOTJLIS,O,X,O,O,X,X
ZOTJLSI,O,X,X,O,O,X
ZOTJSIL,O,X,O,O,X,X
ZOTJSLI,O,X,X,O,O,X
ZOTSILJ,O,X,O,O,X,X
ZOTSIJL,O,X,O,O,X,X
ZOTSLIJ,O,X,X,O,O,X
ZOTSLJI,O,X,X,O,O,X
ZOTSJIL,O,X,O,O,X,X
ZOTSJLI,O,X,X,O,O,X
ZOITLJS,O,X,O,O,X,X
ZOITLSJ,O,X,O,O,X,X
ZOITJLS,O,X,O,O,X,X
ZOITJSL,O,X,O,O,X,X
ZOITSLJ,O,X,O,O,X,X
ZOITSJL,O,X,O,O,X,X
ZOILTJS,O,O,O,O,X,X
ZOILTSJ,O,O,O,O,X,O
ZOILJTS,O,O,O,O,X,X
ZOILJST,O,O,O,X,X,O
ZOILSTJ,O,O,O,X,X,O
ZOILSJT,O,O,O,X,X,O
ZOIJTLS,O,X,O,O,X,X
ZOIJTSL,O,O,O,O,X,X
ZOIJLTS,O,O,O,O,X,X
ZOIJLST,O,O,O,X,X,X
ZOIJSTL,O,O,O,O,X,X
ZOIJSLT,O,O,O,X,X,X
ZOISTLJ,O,O,O,O,X,O
ZOISTJL,O,X,O,O,X,X
ZOISLTJ,O,O,O,X,X,O
ZOISLJT,O,O,O,X,X,O
ZOISJTL,O,O,O,O,X,X
ZOISJLT,O,O,O,X,X,X
ZOLTIJS,O,O,O,O,X,X
ZOLTISJ,O,O,O,O,X,O
ZOLTJIS,O,O,O,O,X,X
ZOLTJSI,O,O,X,O,O,X
ZOLTSIJ,O,O,X,O,O,O
ZOLTSJI,O,O,X,O,O,O
ZOLITJS,O,O,O,O,X,X
ZOLITSJ,O,O,O,O,X,O
ZOLIJTS,O,O,O,O,X,X
ZOLIJST,O,O,O,X,X,O
ZOLISTJ,O,O,O,X,O,O
ZOLISJT,O,O,O,X,X,O
ZOLJTIS,O,O,O,O,X,X
ZOLJTSI,O,O,X,O,X,X
ZOLJITS,O,O,O,O,X,X
ZOLJIST,O,O,O,X,X,O
ZOLJSTI,O,O,X,X,X,O
ZOLJSIT,O,O,O,X,X,O
ZOLSTIJ,O,O,X,X,O,O
ZOLSTJI,O,O,X,X,O,O
ZOLSITJ,O,O,O,X,O,O
ZOLSIJT,O,O,O,X,X,O
ZOLSJTI,O,O,X,X,X,O
ZOLSJIT,O,O,O,X,X,O
ZOJTILS,O,X,O,O,X,X
ZOJTISL,O,O,O,O,X,X
ZOJTLIS,O,O,O,O,X,X
ZOJTLSI,O,O,X,O,X,X
ZOJTSIL,O,O,O,O,X,X
ZOJTSLI,O,O,X,O,X,X
ZOJITLS,O,X,O,O,X,X
ZOJITSL,O,O,O,O,X,X
ZOJILTS,O,O,O,O,X,X
ZOJILST,O,O,O,X,X,X
ZOJISTL,O,O,O,O,X,X
ZOJISLT,O,O,O,X,X,X
ZOJLTIS,O,O,O,O,X,X
ZOJLTSI,O,O,X,O,X,X
ZOJLITS,O,O,O,O,X,X
ZOJLIST,O,O,O,X,X,X
ZOJLSTI,O,O,X,X,X,X
ZOJLSIT,O,O,O,X,X,X
ZOJSTIL,O,O,O,O,X,X
ZOJSTLI,O,O,X,O,X,X
ZOJSITL,O,O,O,O,X,X
ZOJSILT,O,O,O,X,X,X
ZOJSLTI,O,O,X,X,X,X
ZOJSLIT,O,O,O,X,X,X
ZOSTILJ,O,O,O,O,X,O
ZOSTIJL,O,X,O,O,X,X
ZOSTLIJ,O,O,X,O,O,O
ZOSTLJI,O,O,X,O,O,O
ZOSTJIL,O,X,O,O,X,X
ZOSTJLI,O,X,X,O,O,O
ZOSITLJ,O,O,O,O,X,O
ZOSITJL,O,X,O,O,X,X
ZOSILTJ,O,O,O,X,X,O
ZOSILJT,O,O,O,X,X,O
ZOSIJTL,O,O,O,O,X,X
ZOSIJLT,O,O,O,X,X,X
ZOSLTIJ,O,O,X,X,O,O
ZOSLTJI,O,O,X,X,O,O
ZOSLITJ,O,O,O,X,O,O
ZOSLIJT,O,O,O,X,X,O
ZOSLJTI,O,O,X,X,X,O
ZOSLJIT,O,O,O,X,X,O
ZOSJTIL,O,O,O,O,X,X
ZOSJTLI,O,O,X,O,X,X
ZOSJITL,O,O,O,O,X,X
ZOSJILT,O,O,O,X,X,X
ZOSJLTI,O,O,X,X,X,X
ZOSJLIT,O,O,O,X,X,X
OTILJSZ,O,O,X,O,O,X
OTILJZS,O,O,X,O,X,X
OTILSJZ,O,O,X,O,O,O
OTILSZJ,O,O,X,X,O,O
OTILZJS,O,O,X,O,X,X
OTILZSJ,O,O,X,X,X,O
OTIJLSZ,O,O,X,O,O,X
OTIJLZS,O,O,X,O,X,X
OTIJSLZ,O,O,X,O,O,X
OTIJSZL,O,O,X,X,X,X
OTIJZLS,O,X,X,O,X,X
OTIJZSL,O,O,X,O,X,X
OTISLJZ,O,O,X,O,O,O
OTISLZJ,O,O,X,X,O,O
OTISJLZ,O,O,X,O,O,O
OTISJZL,O,O,X,X,X,X
OTISZLJ,O,O,X,X,X,O
OTISZJL,O,X,X,X,X,X
OTIZLJS,O,X,X,O,X,X
OTIZLSJ,O,X,X,O,X,X
OTIZJLS,O,X,X,O,X,X
OTIZJSL,O,X,X,O,X,X
OTIZSLJ,O,X,X,O,X,X
OTIZSJL,O,X,X,O,X,X
OTLIJSZ,O,O,X,O,O,X
OTLIJZS,O,O,X,O,X,X
OTLISJZ,O,O,X,O,O,O
OTLISZJ,O,O,X,X,O,O
OTLIZJS,O,O,X,O,X,X
OTLIZSJ,O,O,X,X,X,O
OTLJISZ,O,O,X,O,O,X
OTLJIZS,O,O,X,O,X,X
OTLJSIZ,O,O,X,O,O,X
OTLJSZI,O,O,X,O,O,X
OTLJZIS,O,O,X,O,X,X
OTLJZSI,O,O,X,O,O,X
OTLSIJZ,O,O,X,O,O,O
OTLSIZJ,O,O,X,X,O,O
OTLSJIZ,O,O,X,O,O,O
OTLSJZI,O,O,X,O,O,O
OTLSZIJ,O,O,X,X,O,O
OTLSZJI,O,O,X,X,O,O
OTLZIJS,O,O,X,O,X,X
OTLZISJ,O,O,X,X,X,O
OTLZJIS,O,O,X,O,X,X
OTLZJSI,O,O,X,O,O,X
OTLZSIJ,O,O,X,X,O,O
OTLZSJI,O,O,X,X,O,O
OTJILSZ,O,O,X,O,O,X
OTJILZS,O,O,X,O,X,X
OTJISLZ,O,O,X,O,O,X
OTJISZL,O,O,X,X,X,X
OTJIZLS,O,X,X,O,X,X
OTJIZSL,O,O,X,O,X,X
OTJLISZ,O,O,X,O,O,X
OTJLIZS,O,O,X,O,X,X
OTJLSIZ,O,O,X,O,O,X
OTJLSZI,O,O,X,O,O,X
OTJLZIS,O,O,X,O,X,X
OTJLZSI,O,O,X,O,O,X
OTJSILZ,O,O,X,O,O,X
OTJSIZL,O,O,X,X,X,X
OTJSLIZ,O,O,X,O,O,X
OTJSLZI,O,O,X,O,O,X
OTJSZIL,O,O,X,X,X,X
OTJSZLI,O,O,X,X,O,X
OTJZILS,O,X,X,O,X,X
OTJZISL,O,O,X,O,X,X
OTJZLIS,O,O,X,O,X,X
OTJZLSI,O,O,X,O,O,X
OTJZSIL,O,O,X,O,X,X
OTJZSLI,O,O,X,O,O,X
OTSILJZ,O,O,X,O,O,O
OTSILZJ,O,O,X,X,O,O
OTSIJLZ,O,O,X,O,O,O
OTSIJZL,O,O,X,X,X,X
OTSIZLJ,O,O,X,X,X,O
OTSIZJL,O,X,X,X,X,X
OTSLIJZ,O,O,X,O,O,O
OTSLIZJ,O,O,X,X,O,O
OTSLJIZ,O,O,X,O,O,O
OTSLJZI,O,O,X,O,O,O
OTSLZIJ,O,O,X,X,O,O
OTSLZJI,O,O,X,X,O,O
OTSJILZ,O,O,X,O,O,O
OTSJIZL,O,O,X,X,X,X
OTSJLIZ,O,O,X,O,O,O
OTSJLZI,O,O,X,O,O,O
OTSJZIL,O,O,X,X,X,X
OTSJZLI,O,O,X,X,O,O
OTSZILJ,O,O,X,X,X,O
OTSZIJL,O,X,X,X,X,X
OTSZLIJ,O,O,X,X,O,O
OTSZLJI,O,O,X,X,O,O
OTSZJIL,O,X,X,X,X,X
OTSZJLI,O,X,X,X,O,O
OTZILJS,O,X,X,O,X,X
OTZILSJ,O,X,X,O,X,X
OTZIJLS,O,X,X,O,X,X
OTZIJSL,O,X,X,O,X,X
OTZISLJ,O,X,X,O,X,X
OTZISJL,O,X,X,O,X,X
OTZLIJS,O,X,X,O,X,X
OTZLISJ,O,X,X,O,X,X
OTZLJIS,O,X,X,O,X,X
OTZLJSI,O,X,X,O,O,X
OTZLSIJ,O,X,X,O,O,X
OTZLSJI,O,X,X,O,O,X
OTZJILS,O,X,X,O,X,X
OTZJISL,O,X,X,O,X,X
OTZJLIS,O,X,X,O,X,X
OTZJLSI,O,X,X,O,O,X
OTZJSIL,O,X,X,O,X,X
OTZJSLI,O,X,X,O,O,X
OTZSILJ,O,X,X,O,X,X
OTZSIJL,O,X,X,O,X,X
OTZSLIJ,O,X,X,O,O,X
OTZSLJI,O,X,X,O,O,X
OTZSJIL,O,X,X,O,X,X
OTZSJLI,O,X,X,O,O,X
OITLJSZ,O,O,X,O,O,X
OITLJZS,O,O,X,O,X,X
OITLSJZ,O,O,O,O,O,O
OITLSZJ,O,O,O,X,O,O
OITLZJS,O,O,O,O,X,X
OITLZSJ,O,O,O,X,X,O
OITJLSZ,O,O,X,O,O,X
OITJLZS,O,O,X,O,X,X
OITJSLZ,O,O,X,O,O,X
OITJSZL,O,O,X,X,X,X
OITJZLS,O,X,X,O,X,X
OITJZSL,O,O,X,O,X,X
OITSLJZ,O,O,O,O,O,O
OITSLZJ,O,O,O,X,O,O
OITSJLZ,O,O,O,O,O,O
OITSJZL,O,O,O,X,X,X
OITSZLJ,O,O,O,X,X,O
OITSZJL,O,X,O,X,X,X
OITZLJS,O,X,O,O,X,X
OITZLSJ,O,X,O,O,X,X
OITZJLS,O,X,O,O,X,X
OITZJSL,O,X,O,O,X,X
OITZSLJ,O,X,O,O,X,X
OITZSJL,O,X,O,O,X,X
OILTJSZ,O,O,X,O,O,X
OILTJZS,O,O,X,O,X,X
OILTSJZ,O,O,O,O,O,O
OILTSZJ,O,O,O,X,O,O
OILTZJS,O,O,O,O,X,X
OILTZSJ,O,O,O,X,X,O
OILJTSZ,O,O,X,O,X,X
OILJTZS,O,O,X,O,X,X
OILJSTZ,O,O,X,X,O,O
OILJSZT,O,O,X,X,X,O
OILJZTS,O,O,X,O,X,X
OILJZST,O,O,X,X,X,O
OILSTJZ,O,O,X,X,O,O
OILSTZJ,O,O,X,X,O,O
OILSJTZ,O,O,X,X,O,O
OILSJZT,O,O,X,X,X,O
OILSZTJ,O,O,X,X,O,O
OILSZJT,O,O,X,X,X,O
OILZTJS,O,O,O,O,X,X
OILZTSJ,O,O,O,O,X,O
OILZJTS,O,O,O,O,X,X
OILZJST,O,O,O,X,X,O
OILZSTJ,O,O,O,X,O,O
OILZSJT,O,O,O,X,X,O
OIJTLSZ,O,O,X,O,X,X
OIJTLZS,O,O,X,O,X,X
OIJTSLZ,O,O,X,O,X,X
OIJTSZL,O,O,X,X,X,X
OIJTZLS,O,X,X,O,X,X
OIJTZSL,O,O,X,O,X,X
OIJLTSZ,O,O,X,O,X,X
OIJLTZS,O,O,X,O,X,X
OIJLSTZ,O,O,X,X,X,O
OIJLSZT,O,O,X,X,X,O
OIJLZTS,O,O,X,O,X,X
OIJLZST,O,O,X,X,X,O
OIJSTLZ,O,O,X,O,X,O
OIJSTZL,O,O,X,X,X,X
OIJSLTZ,O,O,X,X,X,O
OIJSLZT,O,O,X,X,X,O
OIJSZTL,O,O,X,O,X,X
OIJSZLT,O,O,X,X,X,X
OIJZTLS,O,X,X,O,X,X
OIJZTSL,O,O,X,O,X,X
OIJZLTS,O,O,X,O,X,X
OIJZLST,O,O,X,X,X,X
OIJZSTL,O,O,X,O,X,X
OIJZSLT,O,O,X,X,X,X
OISTLJZ,O,O,O,O,O,O
OISTLZJ,O,O,O,X,O,O
OISTJLZ,O,O,O,O,O,O
OISTJZL,O,O,O,X,X,X
OISTZLJ,O,O,O,X,X,O
OISTZJL,O,X,O,X,X,X
OISLTJZ,O,O,X,X,O,O
OISLTZJ,O,O,X,X,O,O
OISLJTZ,O,O,X,X,O,O
OISLJZT,O,O,X,X,X,O
OISLZTJ,O,O,X,X,O,O
OISLZJT,O,O,X,X,X,O
OISJTLZ,O,O,O,O,X,O
OISJTZL,O,O,O,X,X,X
OISJLTZ,O,O,X,X,X,O
OISJLZT,O,O,X,X,X,O
OISJZTL,O,O,O,O,X,X
OISJZLT,O,O,O,X,X,X
OISZTLJ,O,O,O,O,X,O
OISZTJL,O,X,O,O,X,X
OISZLTJ,O,O,O,X,X,O
OISZLJT,O,O,O,X,X,O
OISZJTL,O,O,O,O,X,X
OISZJLT,O,O,O,X,X,X
OIZTLJS,O,X,O,O,X,X
OIZTLSJ,O,X,O,O,X,X
OIZTJLS,O,X,O,O,X,X
OIZTJSL,O,X,O,O,X,X
OIZTSLJ,O,X,O,O,X,X
OIZTSJL,O,X,O,O,X,X
OIZLTJS,O,O,O,O,X,X
OIZLTSJ,O,O,O,O,X,O
OIZLJTS,O,O,O,O,X,X
OIZLJST,O,O,O,X,X,O
OIZLSTJ,O,O,O,X,X,O
OIZLSJT,O,O,O,X,X,O
OIZJTLS,O,X,O,O,X,X
OIZJTSL,O,O,O,O,X,X
OIZJLTS,O,O,O,O,X,X
OIZJLST,O,O,O,X,X,X
OIZJSTL,O,O,O,O,X,X
OIZJSLT,O,O,O,X,X,X
OIZSTLJ,O,O,O,O,X,O
OIZSTJL,O,X,O,O,X,X
OIZSLTJ,O,O,O,X,X,O
OIZSLJT,O,O,O,X,X,O
OIZSJTL,O,O,O,O,X,X
OIZSJLT,O,O,O,X,X,X
OLTIJSZ,O,O,X,O,O,X
OLTIJZS,O,O,X,O,X,X
OLTISJZ,O,O,X,O,O,O
OLTISZJ,O,O,X,X,O,O
OLTIZJS,O,O,X,O,X,X
OLTIZSJ,O,O,X,X,X,O
OLTJISZ,O,O,X,O,O,X
OLTJIZS,O,O,X,O,X,X
OLTJSIZ,O,O,X,O,O,X
OLTJSZI,O,O,X,O,O,X
OLTJZIS,O,O,X,O,X,X
OLTJZSI,O,O,X,O,O,X
OLTSIJZ,O,O,X,O,O,O
OLTSIZJ,O,O,X,X,O,O
OLTSJIZ,O,O,X,O,O,O
OLTSJZI,O,O,X,O,O,O
OLTSZIJ,O,O,X,X,O,O
OLTSZJI,O,O,X,X,O,O
OLTZIJS,O,O,X,O,X,X
OLTZISJ,O,O,X,X,X,O
OLTZJIS,O,O,X,O,X,X
OLTZJSI,O,O,X,O,O,X
OLTZSIJ,O,O,X,X,O,O
OLTZSJI,O,O,X,X,O,O
OLITJSZ,O,O,X,O,O,X
OLITJZS,O,O,X,O,X,X
OLITSJZ,O,O,O,O,O,O
OLITSZJ,O,O,O,X,O,O
OLITZJS,O,O,O,O,X,X
OLITZSJ,O,O,O,X,X,O
OLIJTSZ,O,O,X,O,X,X
OLIJTZS,O,O,X,O,X,X
OLIJSTZ,O,O,X,X,O,O
OLIJSZT,O,O,X,X,X,O
OLIJZTS,O,O,X,O,X,X
OLIJZST,O,O,X,X,X,O
OLISTJZ,O,O,X,X,O,O
OLISTZJ,O,O,X,X,O,O
OLISJTZ,O,O,X,X,O,O
OLISJZT,O,O,X,X,X,O
OLISZTJ,O,O,X,X,O,O
OLISZJT,O,O,X,X,X,O
OLIZTJS,O,O,O,O,X,X
OLIZTSJ,O,O,O,O,X,O
OLIZJTS,O,O,O,O,X,X
OLIZJST,O,O,O,X,X,O
OLIZSTJ,O,O,O,X,O,O
OLIZSJT,O,O,O,X,X,O
OLJTISZ,O,O,X,O,O,X
OLJTIZS,O,O,X,O,X,X
OLJTSIZ,O,O,X,O,O,X
OLJTSZI,O,O,X,O,O,X
OLJTZIS,O,O,X,O,X,X
OLJTZSI,O,O,X,O,O,X
OLJITSZ,O,O,X,O,X,X
OLJITZS,O,O,X,O,X,X
OLJISTZ,O,O,X,X,O,O
OLJISZT,O,O,X,X,X,O
OLJIZTS,O,O,X,O,X,X
OLJIZST,O,O,X,X,X,O
OLJSTIZ,O,O,X,X,O,O
OLJSTZI,O,O,X,X,O,O
OLJSITZ,O,O,X,X,O,O
OLJSIZT,O,O,X,X,X,O
OLJSZTI,O,O,X,X,X,O
OLJSZIT,O,O,X,X,X,O
OLJZTIS,O,O,X,O,X,X
OLJZTSI,O,O,X,O,X,X
OLJZITS,O,O,X,O,X,X
OLJZIST,O,O,X,X,X,O
OLJZSTI,O,O,X,X,X,O
OLJZSIT,O,O,X,X,X,O
OLSTIJZ,O,O,X,X,O,O
OLSTIZJ,O,O,X,X,O,O
OLSTJIZ,O,O,X,X,O,O
OLSTJZI,O,O,X,X,O,O
OLSTZIJ,O,O,X,X,O,O
OLSTZJI,O,O,X,X,O,O
OLSITJZ,O,O,X,X,O,O
OLSITZJ,O,O,X,X,O,O
OLSIJTZ,O,O,X,X,O,O
OLSIJZT,O,O,X,X,X,O
OLSIZTJ,O,O,X,X,O,O
OLSIZJT,O,O,X,X,X,O
OLSJTIZ,O,O,X,X,O,O
OLSJTZI,O,O,X,X,O,O
OLSJITZ,O,O,X,X,O,O
OLSJIZT,O,O,X,X,X,O
OLSJZTI,O,O,X,X,X,O
OLSJZIT,O,O,X,X,X,O
OLSZTIJ,O,O,X,X,O,O
OLSZTJI,O,O,X,X,O,O
OLSZITJ,O,O,X,X,O,O
OLSZIJT,O,O,X,X,X,O
OLSZJTI,O,O,X,X,X,O
OLSZJIT,O,O,X,X,X,O
OLZTIJS,O,O,O,O,X,X
OLZTISJ,O,O,O,O,X,O
OLZTJIS,O,O,O,O,X,X
OLZTJSI,O,O,X,O,O,X
OLZTSIJ,O,O,X,O,O,O
OLZTSJI,O,O,X,O,O,O
OLZITJS,O,O,O,O,X,X
OLZITSJ,O,O,O,O,X,O
OLZIJTS,O,O,O,O,X,X
OLZIJST,O,O,O,X,X,O
OLZISTJ,O,O,O,X,O,O
OLZISJT,O,O,O,X,X,O
OLZJTIS,O,O,O,O,X,X
OLZJTSI,O,O,X,O,X,X
OLZJITS,O,O,O,O,X,X
OLZJIST,O,O,O,X,X,O
OLZJSTI,O,O,X,X,X,O
OLZJSIT,O,O,O,X,X,O
OLZSTIJ,O,O,X,X,O,O
OLZSTJI,O,O,X,X,O,O
OLZSITJ,O,O,O,X,O,O
OLZSIJT,O,O,O,X,X,O
OLZSJTI,O,O,X,X,X,O
OLZSJIT,O,O,O,X,X,O
OJTILSZ,O,O,X,O,O,X
OJTILZS,O,O,X,O,X,X
OJTISLZ,O,O,X,O,O,X
OJTISZL,O,O,X,X,X,X
OJTIZLS,O,X,X,O,X,X
OJTIZSL,O,O,X,O,X,X
OJTLISZ,O,O,X,O,O,X
OJTLIZS,O,O,X,O,X,X
OJTLSIZ,O,O,X,O,O,X
OJTLSZI,O,O,X,O,O,X
OJTLZIS,O,O,X,O,X,X
OJTLZSI,O,O,X,O,O,X
OJTSILZ,O,O,X,O,O,X
OJTSIZL,O,O,X,X,X,X
OJTSLIZ,O,O,X,O,O,X
OJTSLZI,O,O,X,O,O,X
OJTSZIL,O,O,X,X,X,X
OJTSZLI,O,O,X,X,O,X
OJTZILS,O,X,X,O,X,X
OJTZISL,O,O,X,O,X,X
OJTZLIS,O,O,X,O,X,X
OJTZLSI,O,O,X,O,O,X
OJTZSIL,O,O,X,O,X,X
OJTZSLI,O,O,X,O,O,X
OJITLSZ,O,O,X,O,X,X
OJITLZS,O,O,X,O,X,X
OJITSLZ,O,O,X,O,X,X
OJITSZL,O,O,X,X,X,X
OJITZLS,O,X,X,O,X,X
OJITZSL,O,O,X,O,X,X
OJILTSZ,O,O,X,O,X,X
OJILTZS,O,O,X,O,X,X
OJILSTZ,O,O,X,X,X,O
OJILSZT,O,O,X,X,X,O
OJILZTS,O,O,X,O,X,X
OJILZST,O,O,X,X,X,O
OJISTLZ,O,O,X,O,X,O
OJISTZL,O,O,X,X,X,X
OJISLTZ,O,O,X,X,X,O
OJISLZT,O,O,X,X,X,O
OJISZTL,O,O,X,O,X,X
OJISZLT,O,O,X,X,X,X
OJIZTLS,O,X,X,O,X,X
OJIZTSL,O,O,X,O,X,X
OJIZLTS,O,O,X,O,X,X
OJIZLST,O,O,X,X,X,X
OJIZSTL,O,O,X,O,X,X
OJIZSLT,O,O,X,X,X,X
OJLTISZ,O,O,X,O,O,X
OJLTIZS,O,O,X,O,X,X
OJLTSIZ,O,O,X,O,O,X
OJLTSZI,O,O,X,O,O,X
OJLTZIS,O,O,X,O,X,X
OJLTZSI,O,O,X,O,O,X
OJLITSZ,O,O,X,O,X,X
OJLITZS,O,O,X,O,X,X
OJLISTZ,O,O,X,X,O,O
OJLISZT,O,O,X,X,X,O
OJLIZTS,O,O,X,O,X,X
OJLIZST,O,O,X,X,X,O
OJLSTIZ,O,O,X,X,O,O
OJLSTZI,O,O,X,X,O,O
OJLSITZ,O,O,X,X,O,O
OJLSIZT,O,O,X,X,X,O
OJLSZTI,O,O,X,X,X,O
OJLSZIT,O,O,X,X,X,O
OJLZTIS,O,O,X,O,X,X
OJLZTSI,O,O,X,O,X,X
