sequence,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFRhB/pBOqB8qBCn?BTsB,v115@EhC8HeB8HeC8CeB8BeB8Jex/IvhF/mBUiBikB1qBWv?BTsB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhF2lBRhBfsB6sB0p?BlqB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhF2lBRhBSsBlpB3q?BUsB,v115@EhC8HeB8HeC8CeB8BeB8Jex/IvhFihBTkBGnBlqBUs?BXqB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFzgB/pBKqBGnBRr?BUsB,v115@EhC8HeB8HeC8CeB8BeB8Jei/IvhFRhB1pB8qBzmB+s?BXqB,v115@EhC8HeB8HeC8CeB8BeB8Je0/IvhFlgB2pBxmB3mBSv?BTsB,v115@EhC8HeB8HeC8CeB8BeB8JeRBJvhF/pBFlB8qBCnBTs?BmpB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhFRhByqB0pBGsB/q?BFsB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFanB/pBxlB+sBUm?BTqB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFUhBanB/pB+sBxq?BTqB,v115@EhC8HeB8HeC8CeB8BeB8JeRBJvhFypBzlBGsB/pBFs?BUqB
ISTJZLO,O,O,O,X,X,X,X,X,X,X,X,O,X
ISTJZOL,O,O,O,O,X,X,X,X,X,X,X,O,X
ISTJOLZ,O,X,X,O,X,O,X,X,X,X,O,O,X
ISTJOZL,O,O,O,O,X,X,X,X,X,X,O,O,X
ISTZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X
ISTZLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
ISTZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X
ISTZJOL,O,O,O,X,X,X,X,X,X,X,X,X,X
ISTZOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
ISTZOJL,O,O,O,X,X,X,X,X,X,X,X,X,X
ISTOLJZ,O,X,X,O,X,O,X,X,X,X,X,X,X
ISTOLZJ,O,X,X,X,X,O,X,X,X,X,X,X,X
ISTOJLZ,O,X,X,O,X,O,X,X,X,X,O,X,X
ISTOJZL,O,X,O,O,X,X,X,X,X,X,O,X,X
ISTOZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
ISTOZJL,O,O,O,X,X,X,X,X,X,X,X,X,X
ISLTJZO,O,X,O,O,X,O,X,X,X,X,X,X,X
ISLTJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X
ISLTZJO,O,X,O,X,X,O,X,X,X,X,X,X,X
ISLTZOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
ISLTOJZ,X,X,X,O,X,O,X,X,X,X,X,X,X
ISLTOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X
ISLJTZO,O,X,X,O,X,O,X,X,X,X,X,X,X
ISLJTOZ,X,X,X,O,X,O,X,X,X,X,X,X,X
ISLJZTO,O,X,X,O,X,O,X,X,X,X,X,X,X
ISLJZOT,X,X,X,X,X,O,X,X,X,X,X,X,X
ISLJOTZ,X,X,X,O,X,O,X,X,X,X,X,X,X
ISLJOZT,X,X,X,X,X,O,X,X,X,X,X,X,X
ISLZTJO,O,X,O,X,X,O,X,X,X,X,X,X,X
ISLZTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
ISLZJTO,O,X,X,X,X,O,X,X,X,X,X,X,X
ISLZJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISLZOTJ,O,X,X,X,X,O,X,X,X,X,X,X,X
ISLZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
ISLOTJZ,X,X,X,X,X,O,X,X,X,X,X,X,X
ISLOTZJ,O,X,X,X,X,O,X,X,X,X,X,X,X
ISLOJTZ,X,X,X,X,X,O,X,X,X,X,X,X,X
ISLOJZT,X,X,X,X,X,O,X,X,X,X,X,X,X
ISLOZTJ,O,X,X,X,X,O,X,X,X,X,X,X,X
ISLOZJT,X,X,X,X,X,O,X,X,X,X,X,X,X
ISJTLZO,O,X,O,O,X,O,X,X,X,X,X,O,X
ISJTLOZ,X,X,X,O,X,O,X,X,X,X,O,O,X
ISJTZLO,O,X,O,X,X,X,X,X,X,X,X,O,X
ISJTZOL,O,X,O,O,X,X,X,X,X,X,X,O,X
ISJTOLZ,O,X,X,O,X,O,X,X,X,X,O,O,X
ISJTOZL,O,X,O,O,X,X,X,X,X,X,O,O,X
ISJLTZO,O,X,X,O,X,O,X,X,X,X,X,O,X
ISJLTOZ,X,X,X,O,X,O,X,X,X,X,O,O,X
ISJLZTO,X,X,X,O,X,O,X,X,X,X,X,O,X
ISJLZOT,X,X,X,X,X,O,X,X,X,X,X,O,X
ISJLOTZ,X,X,X,O,X,O,X,X,X,X,O,O,X
ISJLOZT,X,X,X,X,X,O,X,X,X,X,O,O,X
ISJZTLO,X,X,O,X,X,X,X,X,X,X,X,O,X
ISJZTOL,X,X,O,O,X,X,X,X,X,X,X,O,X
ISJZLTO,X,X,X,X,X,O,X,X,X,X,X,O,X
ISJZLOT,X,X,X,X,X,O,X,X,X,X,X,O,X
ISJZOTL,X,X,X,X,X,X,X,X,X,X,X,O,X
ISJZOLT,X,X,X,X,X,O,X,X,X,X,X,O,X
ISJOTLZ,O,X,X,O,X,O,X,X,X,X,O,O,X
ISJOTZL,O,X,X,O,X,X,X,X,X,X,O,O,X
ISJOLTZ,O,X,X,X,X,O,X,X,X,X,O,O,X
ISJOLZT,X,X,X,X,X,O,X,X,X,X,O,O,X
ISJOZTL,X,X,X,X,X,X,X,X,X,X,O,O,X
ISJOZLT,X,X,X,X,X,O,X,X,X,X,O,O,X
ISZTLJO,O,O,O,X,X,X,X,X,X,X,X,X,X
ISZTLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
ISZTJLO,O,O,O,X,X,X,X,X,X,X,X,X,X
ISZTJOL,O,O,O,X,X,X,X,X,X,X,X,X,X
ISZTOLJ,O,O,O,X,X,X,X,X,O,X,X,X,X
ISZTOJL,O,O,O,X,X,X,X,X,X,X,X,X,X
ISZLTJO,O,X,O,X,X,O,X,X,X,X,X,X,X
ISZLTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
ISZLJTO,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZLJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZLOTJ,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZLOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
ISZJTLO,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZJTOL,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZJLTO,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZJLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZJOTL,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZJOLT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISZOTLJ,O,X,O,X,X,X,X,X,O,X,X,X,X
ISZOTJL,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZOLTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
ISZOLJT,O,X,X,X,X,O,X,X,O,X,X,X,X
ISZOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZOJLT,O,X,X,X,X,O,X,X,X,X,X,X,X
ISOTLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X
ISOTLZJ,O,X,X,X,X,O,X,X,X,X,X,X,X
ISOTJLZ,O,X,X,X,X,O,X,X,X,X,O,X,X
ISOTJZL,O,X,O,X,X,X,X,X,X,X,O,X,X
ISOTZLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISOTZJL,O,X,O,X,X,X,X,X,X,X,X,X,X
ISOLTJZ,O,X,X,X,X,O,X,X,X,X,X,X,X
ISOLTZJ,O,X,X,X,X,O,X,X,O,X,X,X,X
ISOLJTZ,O,X,X,X,X,O,X,X,X,X,X,X,X
ISOLJZT,O,X,X,X,X,O,X,X,O,X,X,X,X
ISOLZTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
ISOLZJT,O,X,X,X,X,O,X,X,O,X,X,X,X
ISOJTLZ,O,X,X,X,X,O,X,X,X,X,O,X,X
ISOJTZL,O,X,X,X,X,X,X,X,X,X,O,X,X
ISOJLTZ,O,X,X,X,X,O,X,X,X,X,O,X,X
ISOJLZT,X,X,X,X,X,O,X,X,X,X,O,X,X
ISOJZTL,X,X,X,X,X,X,X,X,X,X,O,X,X
ISOJZLT,X,X,X,X,X,O,X,X,X,X,O,X,X
ISOZTLJ,O,X,O,X,X,X,X,X,O,X,X,X,X
ISOZTJL,O,X,O,X,X,X,X,X,X,X,X,X,X
ISOZLTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
ISOZLJT,O,X,X,X,X,O,X,X,O,X,X,X,X
ISOZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
ISOZJLT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZTLJSO,X,X,O,X,X,X,O,X,X,X,X,X,X
IZTLJOS,X,X,O,X,X,X,O,X,X,X,X,X,X
IZTLSJO,X,X,O,X,X,X,O,X,X,X,X,X,X
IZTLSOJ,X,X,O,X,X,X,X,X,X,X,X,X,X
IZTLOJS,X,X,O,X,O,X,O,X,X,X,X,X,X
IZTLOSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
IZTJLSO,X,X,O,X,X,X,O,X,X,X,X,X,X
IZTJLOS,X,X,O,X,O,X,O,X,X,X,X,X,X
IZTJSLO,O,X,O,X,X,X,O,X,X,X,X,X,X
IZTJSOL,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTJOLS,X,X,O,X,O,X,O,X,X,X,X,X,X
IZTJOSL,X,X,O,X,O,X,O,X,X,X,X,X,X
IZTSLJO,O,X,O,X,X,X,O,X,X,X,X,X,X
IZTSLOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTSJLO,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTSJOL,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTSOLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTSOJL,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTOLJS,X,X,O,X,O,X,O,X,X,X,X,X,X
IZTOLSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
IZTOJLS,X,X,O,X,O,X,X,X,X,X,X,X,X
IZTOJSL,X,X,O,X,O,X,X,X,X,X,X,X,X
IZTOSLJ,X,X,O,X,O,X,X,X,X,X,X,X,X
IZTOSJL,X,X,O,X,O,X,X,X,X,X,X,X,X
IZLTJSO,O,X,O,X,X,X,O,X,X,X,X,X,X
IZLTJOS,X,X,O,X,X,X,O,X,X,X,X,X,X
IZLTSJO,O,X,O,X,X,X,O,X,X,X,X,X,X
IZLTSOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IZLTOJS,X,X,O,X,X,X,O,X,X,X,X,X,X
IZLTOSJ,X,X,O,X,X,X,X,X,X,X,X,X,X
IZLJTSO,O,X,X,X,X,X,X,X,X,O,X,X,X
IZLJTOS,X,X,X,X,X,X,X,X,X,O,X,X,X
IZLJSTO,O,X,X,X,X,O,X,X,X,O,X,X,X
IZLJSOT,O,X,X,X,X,O,X,X,X,O,X,X,X
IZLJOTS,X,X,X,X,X,X,X,X,X,O,X,X,X
IZLJOST,O,X,X,X,X,O,X,X,X,O,X,X,X
IZLSTJO,O,X,O,X,X,O,X,X,X,X,X,X,X
IZLSTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
IZLSJTO,O,X,O,X,X,O,X,X,X,X,X,X,X
IZLSJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZLSOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
IZLSOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLOTJS,X,X,O,X,X,X,X,X,X,X,X,X,X
IZLOTSJ,X,X,O,X,X,X,X,X,X,X,X,X,X
IZLOJTS,X,X,X,X,X,X,X,X,X,O,X,X,X
IZLOJST,O,X,X,X,X,O,X,X,X,O,X,X,X
IZLOSTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
IZLOSJT,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJTLSO,X,X,X,X,X,X,O,X,X,X,X,X,X
IZJTLOS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJTSLO,O,X,X,X,X,X,O,X,X,X,X,X,X
IZJTSOL,O,X,X,X,X,X,X,X,X,X,X,X,X
IZJTOLS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJTOSL,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJLTSO,O,X,X,X,X,X,O,X,X,O,X,X,X
IZJLTOS,X,X,X,X,O,X,O,X,X,O,X,X,X
IZJLSTO,O,X,X,X,X,O,X,X,X,O,X,X,X
IZJLSOT,O,X,X,X,X,O,X,X,X,O,X,X,X
IZJLOTS,X,X,X,X,O,X,X,X,X,O,X,X,X
IZJLOST,O,X,X,X,O,O,X,X,X,O,X,X,X
IZJSTLO,O,X,X,X,X,X,O,X,X,X,X,X,X
IZJSTOL,O,X,X,X,X,X,X,X,X,X,X,X,X
IZJSLTO,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJSLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJSOTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IZJSOLT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJOTLS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJOTSL,O,X,X,X,O,X,O,X,X,X,X,X,X
IZJOLTS,O,X,X,X,O,X,O,X,X,O,X,X,X
IZJOLST,O,X,X,X,O,O,X,X,X,O,X,X,X
IZJOSTL,O,X,X,X,X,X,O,X,X,X,X,X,X
IZJOSLT,O,X,X,X,O,O,X,X,X,X,X,X,X
IZSTLJO,O,X,O,X,X,X,O,X,X,X,X,X,X
IZSTLOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSTJLO,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSTJOL,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSTOLJ,O,X,O,X,X,X,X,X,O,X,X,X,X
IZSTOJL,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSLTJO,O,X,O,X,X,O,X,X,X,X,X,X,X
IZSLTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
IZSLJTO,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSLJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSLOTJ,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSLOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSJTLO,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSJTOL,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSJLTO,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSJLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSJOTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSJOLT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSOTLJ,O,X,O,X,X,X,X,X,O,X,X,X,X
IZSOTJL,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSOLTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
IZSOLJT,O,X,X,X,X,O,X,X,O,X,X,X,X
IZSOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSOJLT,O,X,X,X,X,O,X,X,X,X,X,X,X
IZOTLJS,X,X,O,X,O,X,O,X,X,X,X,X,X
IZOTLSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
IZOTJLS,X,X,O,X,O,X,X,X,X,X,X,X,X
IZOTJSL,O,X,O,X,O,X,X,X,X,X,X,X,X
IZOTSLJ,O,X,O,X,O,X,X,X,X,X,X,X,X
IZOTSJL,O,X,O,X,O,X,X,X,X,X,X,X,X
IZOLTJS,O,X,O,X,O,X,X,X,X,X,X,X,X
IZOLTSJ,O,X,O,X,O,X,X,X,O,X,X,X,X
IZOLJTS,O,X,X,X,O,X,X,X,X,O,X,X,X
IZOLJST,O,X,X,X,O,O,X,X,O,O,X,X,X
IZOLSTJ,O,X,O,X,X,O,X,X,O,X,X,X,X
IZOLSJT,O,X,X,X,X,O,X,X,O,X,X,X,X
IZOJTLS,X,X,X,X,O,X,X,X,X,X,X,X,X
IZOJTSL,O,X,X,X,O,X,X,X,X,X,X,X,X
IZOJLTS,O,X,X,X,O,X,X,X,X,O,X,X,X
IZOJLST,O,X,X,X,O,O,X,X,X,O,X,X,X
IZOJSTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSLT,O,X,X,X,O,O,X,X,X,X,X,X,X
IZOSTLJ,O,X,O,X,O,X,X,X,O,X,X,X,X
IZOSTJL,O,X,O,X,O,X,X,X,X,X,X,X,X
IZOSLTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
IZOSLJT,O,X,X,X,X,O,X,X,O,X,X,X,X
IZOSJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJLT,O,X,X,X,O,O,X,X,X,X,X,X,X
IOTLJSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
IOTLJZS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTLSJZ,X,O,X,X,X,O,X,O,X,X,X,X,X
IOTLSZJ,X,O,X,X,O,O,X,X,X,X,X,X,X
IOTLZJS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTLZSJ,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTJLSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
IOTJLZS,X,O,X,X,O,X,X,O,X,X,X,X,X
IOTJSLZ,X,O,X,X,X,O,X,X,X,X,X,X,X
IOTJSZL,X,O,X,X,X,X,X,O,X,X,X,X,X
IOTJZLS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTJZSL,X,O,X,X,O,X,X,O,X,X,X,X,X
IOTSLJZ,X,O,X,X,X,O,X,O,X,X,X,X,X
IOTSLZJ,X,O,X,X,O,O,X,X,X,X,X,X,X
IOTSJLZ,X,O,X,X,X,O,X,X,X,X,X,X,X
IOTSJZL,X,O,X,X,X,X,X,O,X,X,X,X,X
IOTSZLJ,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTSZJL,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTZLJS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTZLSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTZJLS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTZJSL,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTZSLJ,X,O,X,X,O,X,X,X,X,X,X,X,X
IOTZSJL,X,O,X,X,O,X,X,X,X,X,X,X,X
IOLTJSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
IOLTJZS,X,O,X,X,O,X,X,O,X,X,X,X,X
IOLTSJZ,O,O,X,X,X,O,X,O,X,X,X,X,X
IOLTSZJ,O,O,X,X,O,O,X,X,O,X,X,X,X
IOLTZJS,O,X,X,X,O,X,X,O,X,X,X,X,X
IOLTZSJ,O,O,X,X,O,X,X,X,O,X,X,X,X
IOLJTSZ,X,O,X,X,X,O,X,O,X,X,X,X,O
IOLJTZS,X,O,X,X,X,X,X,O,X,X,X,X,O
IOLJSTZ,O,O,X,X,X,O,X,O,X,X,X,X,O
IOLJSZT,O,X,X,X,X,O,X,O,O,X,X,X,X
IOLJZTS,O,O,X,X,X,X,X,O,X,X,X,X,X
IOLJZST,O,X,X,X,X,O,X,O,O,X,X,X,X
IOLSTJZ,O,O,X,X,X,O,X,O,X,X,X,X,X
IOLSTZJ,O,O,X,X,X,O,X,X,O,X,X,X,X
IOLSJTZ,O,O,X,X,X,O,X,O,X,X,X,X,X
IOLSJZT,O,X,X,X,X,O,X,O,O,X,X,X,X
IOLSZTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
IOLSZJT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOLZTJS,O,X,X,X,O,X,X,O,X,X,X,X,X
IOLZTSJ,O,O,X,X,O,X,X,X,O,X,X,X,X
IOLZJTS,O,O,X,X,O,X,X,O,X,X,X,X,X
IOLZJST,O,X,X,X,O,O,X,O,O,X,X,X,X
IOLZSTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
IOLZSJT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOJTLSZ,X,O,X,X,X,O,X,O,X,X,O,X,X
IOJTLZS,X,O,X,X,O,X,X,O,X,X,X,X,X
IOJTSLZ,X,O,X,X,X,O,X,X,X,X,O,X,X
IOJTSZL,X,O,X,X,X,X,X,O,X,X,O,X,X
IOJTZLS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJTZSL,X,O,X,X,O,X,X,O,X,X,X,X,X
IOJLTSZ,X,O,X,X,X,O,X,O,X,X,O,X,O
IOJLTZS,X,O,X,X,X,X,X,O,X,X,X,X,O
IOJLSTZ,O,O,X,X,X,O,X,O,X,X,O,X,O
IOJLSZT,X,X,X,X,X,O,X,O,X,X,O,X,X
IOJLZTS,X,O,X,X,X,X,X,O,X,X,X,X,X
IOJLZST,X,X,X,X,X,O,X,O,X,X,O,X,X
IOJSTLZ,O,X,X,X,X,O,X,X,X,X,O,X,X
IOJSTZL,O,X,X,X,X,X,X,O,X,X,O,X,X
IOJSLTZ,O,X,X,X,X,O,X,O,X,X,O,X,X
IOJSLZT,X,X,X,X,X,O,X,O,X,X,O,X,X
IOJSZTL,X,X,X,X,X,X,X,O,X,X,O,X,X
IOJSZLT,X,X,X,X,X,O,X,X,X,X,O,X,X
IOJZTLS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJZTSL,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJZLTS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJZLST,X,X,X,X,O,O,X,O,X,X,O,X,X
IOJZSTL,X,X,X,X,X,X,X,O,X,X,O,X,X
IOJZSLT,X,X,X,X,O,O,X,X,X,X,O,X,X
IOSTLJZ,O,O,X,X,X,O,X,O,X,X,X,X,X
IOSTLZJ,O,O,X,X,O,O,X,X,X,X,X,X,X
IOSTJLZ,O,O,X,X,X,O,X,X,X,X,O,X,X
IOSTJZL,O,O,X,X,X,X,X,O,X,X,O,X,X
IOSTZLJ,O,O,X,X,O,X,X,X,X,X,X,X,X
IOSTZJL,O,O,X,X,O,X,X,X,X,X,X,X,X
IOSLTJZ,O,X,X,X,X,O,X,O,X,X,X,X,X
IOSLTZJ,O,X,X,X,X,O,X,X,O,X,X,X,X
IOSLJTZ,O,X,X,X,X,O,X,O,X,X,X,X,X
IOSLJZT,O,X,X,X,X,O,X,O,O,X,X,X,X
IOSLZTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
IOSLZJT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOSJTLZ,O,X,X,X,X,O,X,X,X,X,O,X,X
IOSJTZL,O,X,X,X,X,X,X,O,X,X,O,X,X
IOSJLTZ,O,X,X,X,X,O,X,O,X,X,O,X,X
IOSJLZT,X,X,X,X,X,O,X,O,X,X,O,X,X
IOSJZTL,X,X,X,X,X,X,X,O,X,X,O,X,X
IOSJZLT,X,X,X,X,X,O,X,X,X,X,O,X,X
IOSZTLJ,O,O,X,X,O,X,X,X,O,X,X,X,X
IOSZTJL,O,O,X,X,O,X,X,X,X,X,X,X,X
IOSZLTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
IOSZLJT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOSZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,X,X,O,O,X,X,X,X,X,X,X
IOZTLJS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOZTLSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZTJLS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOZTJSL,O,X,X,X,O,X,X,O,X,X,X,X,X
IOZTSLJ,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZTSJL,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZLTJS,O,X,X,X,O,X,X,O,X,X,X,X,X
IOZLTSJ,O,X,X,X,O,X,X,X,O,X,X,X,X
IOZLJTS,O,X,X,X,O,X,X,O,X,X,X,X,X
IOZLJST,O,X,X,X,O,O,X,O,O,X,X,X,X
IOZLSTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
IOZLSJT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOZJTLS,X,X,X,X,O,X,X,O,X,X,X,X,X
IOZJTSL,O,X,X,X,O,X,X,O,X,X,X,X,X
IOZJLTS,O,X,X,X,O,X,X,O,X,X,X,X,X
IOZJLST,O,X,X,X,O,O,X,O,X,X,X,X,X
IOZJSTL,O,X,X,X,X,X,X,O,X,X,X,X,X
IOZJSLT,O,X,X,X,O,O,X,X,X,X,X,X,X
IOZSTLJ,O,O,X,X,O,X,X,X,O,X,X,X,X
IOZSTJL,O,O,X,X,O,X,X,X,X,X,X,X,X
IOZSLTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
IOZSLJT,O,X,X,X,X,O,X,X,O,X,X,X,X
IOZSJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,X,X,O,O,X,X,X,X,X,X,X
LTIJSZO,X,O,O,X,X,O,X,X,X,X,X,X,X
LTIJSOZ,X,O,O,X,X,O,X,X,X,X,X,X,X
LTIJZSO,X,O,O,X,X,X,O,X,X,X,X,X,X
LTIJZOS,X,O,O,X,X,X,O,O,X,X,X,X,X
LTIJOSZ,X,O,X,X,X,O,O,O,X,X,X,X,X
LTIJOZS,X,O,X,X,X,X,O,O,X,X,X,X,X
LTISJZO,O,O,O,O,X,O,X,X,X,X,X,X,X
LTISJOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
LTISZJO,O,O,O,X,X,O,X,X,X,X,X,X,X
LTISZOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LTISOJZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LTISOZJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LTIZJSO,O,X,O,X,X,X,O,X,X,X,X,X,X
LTIZJOS,X,X,O,X,X,X,O,X,X,X,X,X,X
LTIZSJO,O,O,O,X,X,X,O,X,X,X,X,X,X
LTIZSOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LTIZOJS,X,X,O,X,X,X,O,X,X,X,X,X,X
LTIZOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
LTIOJZS,X,O,X,X,O,X,X,O,X,X,X,X,X
LTIOSJZ,X,O,X,O,X,O,X,O,X,X,X,X,X
LTIOSZJ,X,O,X,X,O,O,X,X,X,X,X,X,X
LTIOZJS,X,X,X,X,O,X,X,O,X,X,X,X,X
LTIOZSJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTJISZO,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJISOZ,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJIZSO,X,O,O,X,X,X,O,X,X,X,X,X,X
LTJIZOS,X,O,O,X,X,X,O,O,X,X,X,X,X
LTJIOSZ,X,O,X,X,X,X,O,O,X,X,X,X,X
LTJIOZS,X,O,X,X,X,X,O,O,X,X,X,X,X
LTJSIZO,O,O,O,O,X,X,X,X,X,X,X,X,X
LTJSIOZ,X,O,O,O,X,X,X,X,X,X,X,X,X
LTJSZIO,O,O,O,O,X,X,O,X,X,X,X,X,X
LTJSZOI,O,O,O,O,X,X,O,O,X,X,X,X,X
LTJSOIZ,X,O,O,O,X,X,O,O,X,X,X,X,X
LTJSOZI,O,O,O,O,X,X,O,O,X,X,X,X,X
LTJZISO,X,O,O,X,X,X,O,X,X,O,X,X,X
