sequence,v115@GhA8IeB8EeA8AeD8DeD8JeT/IvhFxgBXiB8nBmlBFq?BSwB,v115@GhA8IeB8EeA8AeD8DeD8Jei/IvhFfmBxhB8nBzkBur?B1vB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFUgBamBRiB+rBln?BTqB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFRgBFiB8nBKqBzl?B+rB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFFgBxhB8nBarBur?BTqB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFUgBRiB6rBlnBzl?B2vB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFRgB8nBOqBlmBzq?BCsB,v115@GhA8IeB8EeA8AeD8DeD8JeT/IvhF3gB8nBlmBRqB2v?BCsB
LIOSTJZ,X,X,X,O,X,X,X,X
LIOSTZJ,X,X,X,O,X,X,X,O
LIOSJTZ,X,X,X,O,X,X,X,X
LIOSJZT,X,X,X,O,X,X,X,X
LIOSZTJ,X,X,X,O,X,X,X,O
LIOSZJT,X,X,X,O,X,X,X,X
LIOZTJS,O,O,X,X,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,O
LIOZJTS,O,O,X,O,X,X,X,X
LIOZJST,O,X,X,O,X,X,X,X
LIOZSTJ,O,X,X,O,X,X,X,O
LIOZSJT,O,X,X,O,X,X,X,X
LJTISZO,O,O,O,X,X,O,X,X
LJTISOZ,O,X,O,X,X,O,X,X
LJTIZSO,O,O,O,X,X,O,X,X
LJTIZOS,O,X,O,X,X,X,X,X
LJTIOSZ,O,X,O,X,X,O,X,X
LJTIOZS,O,X,O,X,X,X,X,X
LJTSIZO,O,O,O,O,O,O,X,X
LJTSIOZ,O,X,O,X,X,O,X,X
LJTSZIO,O,O,O,O,O,O,X,X
LJTSZOI,O,O,O,O,O,O,O,X
LJTSOIZ,O,O,O,O,X,O,X,X
LJTSOZI,O,O,O,O,O,O,X,X
LJTZISO,O,O,O,O,O,O,X,X
LJTZIOS,O,X,O,O,X,X,X,X
LJTZSIO,O,O,O,O,O,O,X,X
LJTZSOI,O,O,O,O,O,O,O,X
LJTZOIS,O,O,O,O,X,X,X,X
LJTZOSI,O,O,O,O,X,X,X,X
LJTOISZ,O,O,O,X,X,O,X,X
LJTOIZS,O,O,O,X,X,X,X,X
LJTOSIZ,O,O,O,O,X,O,X,X
LJTOSZI,O,O,O,O,X,O,X,X
LJTOZIS,O,O,O,O,X,X,X,X
LJTOZSI,O,O,O,O,X,X,X,X
LJITSZO,X,O,O,X,X,O,X,X
LJITSOZ,X,X,O,X,X,O,X,X
LJITZSO,O,O,O,X,X,O,X,X
LJITZOS,O,X,O,X,X,X,X,X
LJITOSZ,X,X,O,X,X,O,X,X
LJITOZS,O,X,O,X,X,X,X,X
LJISTZO,X,X,O,O,O,O,X,X
LJISTOZ,X,X,O,X,X,O,X,X
LJISZTO,O,X,O,O,O,O,X,X
LJISZOT,O,X,O,O,O,X,X,X
LJISOTZ,X,X,O,O,X,X,X,X
LJISOZT,O,X,O,O,X,X,X,X
LJIZTSO,O,O,X,O,O,X,X,X
LJIZTOS,O,X,X,O,X,X,X,X
LJIZSTO,O,X,O,O,O,X,X,X
LJIZSOT,O,X,O,O,O,X,X,X
LJIZOTS,O,O,X,O,X,X,X,X
LJIZOST,O,X,O,O,O,X,X,X
LJIOTSZ,X,O,O,X,X,X,X,X
LJIOTZS,O,O,O,X,X,X,X,X
LJIOSTZ,X,X,O,O,X,X,X,X
LJIOSZT,O,X,O,O,X,X,X,X
LJIOZTS,O,O,X,O,X,X,X,X
LJIOZST,O,X,O,O,X,X,X,X
LJSTIZO,X,O,O,O,O,O,X,X
LJSTIOZ,X,X,O,X,X,O,X,X
LJSTZIO,X,O,O,O,O,O,X,X
LJSTZOI,X,O,O,O,O,O,O,X
LJSTOIZ,X,X,O,O,X,O,X,X
LJSTOZI,X,O,O,O,O,O,X,X
LJSITZO,X,X,O,O,O,O,X,X
LJSITOZ,X,X,O,X,X,O,X,X
LJSIZTO,O,X,O,O,O,O,X,X
LJSIZOT,O,X,O,O,O,X,X,X
LJSIOTZ,X,X,O,O,X,X,X,X
LJSIOZT,O,X,O,O,X,X,X,X
LJSZTIO,O,O,O,O,O,O,X,X
LJSZTOI,O,O,O,O,O,O,O,X
LJSZITO,O,X,O,O,O,O,X,X
LJSZIOT,O,X,O,O,O,X,X,X
LJSZOTI,O,O,O,O,O,O,O,X
LJSZOIT,O,X,O,O,O,X,O,X
LJSOTIZ,X,O,O,O,O,O,O,X
LJSOTZI,X,O,O,O,O,O,O,X
LJSOITZ,X,X,O,O,O,X,O,X
LJSOIZT,O,X,O,O,O,X,O,X
LJSOZTI,O,O,O,O,O,O,O,X
LJSOZIT,O,X,O,O,O,X,O,X
LJZTISO,O,O,O,O,O,O,X,X
LJZTIOS,O,X,O,O,X,X,X,X
LJZTSIO,O,O,O,O,O,O,X,X
LJZTSOI,O,O,O,O,O,O,O,X
LJZTOIS,O,O,O,O,X,X,X,X
LJZTOSI,O,O,O,O,X,X,X,X
LJZITSO,O,O,X,O,O,X,X,X
LJZITOS,O,X,X,O,X,X,X,X
LJZISTO,O,X,O,O,O,X,X,X
LJZISOT,O,X,O,O,O,X,X,X
LJZIOTS,O,O,X,O,X,X,X,X
LJZIOST,O,X,O,O,O,X,X,X
LJZSTIO,O,O,O,O,O,O,X,X
LJZSTOI,O,O,O,O,O,O,O,X
LJZSITO,O,X,O,O,O,O,X,X
LJZSIOT,O,X,O,O,O,X,X,X
LJZSOTI,O,O,O,O,O,O,O,X
LJZSOIT,O,X,O,O,O,X,O,X
LJZOTIS,O,O,O,O,O,X,X,X
LJZOTSI,O,O,O,O,O,X,O,X
LJZOITS,O,O,X,O,O,X,X,X
LJZOIST,O,X,O,O,O,X,X,X
LJZOSTI,O,O,O,O,O,X,O,X
LJZOSIT,O,X,O,O,O,X,O,X
LJOTISZ,O,O,O,X,X,O,X,X
LJOTIZS,O,O,O,X,X,X,X,X
LJOTSIZ,O,O,O,O,O,O,O,X
LJOTSZI,O,O,O,O,O,O,O,X
LJOTZIS,O,O,O,O,O,X,X,X
LJOTZSI,O,O,O,O,O,X,O,X
LJOITSZ,X,O,O,X,X,X,X,X
LJOITZS,O,O,O,X,X,X,X,X
LJOISTZ,X,X,O,O,O,X,X,X
LJOISZT,O,X,O,O,O,X,X,X
LJOIZTS,O,O,X,O,O,X,X,X
LJOIZST,O,X,O,O,O,X,X,X
LJOSTIZ,X,O,O,O,O,O,O,X
LJOSTZI,X,O,O,O,O,O,O,X
LJOSITZ,X,X,O,O,O,X,O,X
LJOSIZT,O,X,O,O,O,X,O,X
LJOSZTI,O,O,O,O,O,O,O,X
LJOSZIT,O,X,O,O,O,X,O,X
LJOZTIS,O,O,O,O,O,X,X,X
LJOZTSI,O,O,O,O,O,X,O,X
LJOZITS,O,O,X,O,O,X,X,X
LJOZIST,O,X,O,O,O,X,X,X
LJOZSTI,O,O,O,O,O,X,O,X
LJOZSIT,O,X,O,O,O,X,O,X
LSTIJZO,X,O,O,O,O,O,X,X
LSTIJOZ,X,X,O,X,X,O,X,X
LSTIZJO,X,O,X,O,O,O,X,X
LSTIZOJ,X,O,X,O,O,O,X,X
LSTIOJZ,X,X,X,X,X,O,X,X
LSTIOZJ,X,X,X,X,X,O,X,X
LSTJIZO,O,O,O,O,O,O,X,X
LSTJIOZ,O,X,O,X,X,O,X,X
LSTJZIO,O,O,O,O,O,O,X,X
LSTJZOI,O,O,O,O,O,O,O,X
LSTJOIZ,O,X,O,O,X,O,X,X
LSTJOZI,O,O,O,O,O,O,X,X
LSTZIJO,O,O,X,O,O,O,X,X
LSTZIOJ,O,O,X,O,O,O,X,X
LSTZJIO,O,O,O,O,O,O,X,X
LSTZJOI,O,O,O,O,O,O,O,X
LSTZOIJ,O,O,X,O,O,O,X,X
LSTZOJI,O,O,O,O,O,O,O,X
LSTOIJZ,X,X,X,O,O,O,X,X
LSTOIZJ,X,X,X,O,O,O,X,X
LSTOJIZ,O,X,O,O,O,O,O,X
LSTOJZI,O,O,O,O,O,O,O,X
LSTOZIJ,O,O,X,O,O,O,X,X
LSTOZJI,O,O,O,O,O,O,O,X
LSITJZO,X,X,X,O,O,O,X,X
LSITJOZ,X,X,X,X,X,O,X,X
LSITZJO,X,X,X,O,O,O,X,X
LSITZOJ,X,X,X,O,O,O,X,X
LSITOJZ,X,X,X,X,X,O,X,X
LSITOZJ,X,X,X,X,X,O,X,X
LSIJTZO,X,X,X,O,O,O,X,X
LSIJTOZ,X,X,X,X,X,O,X,X
LSIJZTO,X,X,X,O,O,O,X,X
LSIJZOT,X,X,X,O,O,X,X,X
LSIJOTZ,X,X,X,O,X,X,X,X
LSIJOZT,X,X,X,O,X,X,X,X
LSIZTJO,X,X,X,O,O,O,X,X
LSIZTOJ,X,X,X,O,O,O,X,X
LSIZJTO,X,X,X,O,O,X,X,X
LSIZJOT,X,X,X,O,O,X,X,X
LSIZOTJ,X,X,X,O,O,X,X,X
LSIZOJT,X,X,X,O,X,X,X,X
LSIOTJZ,X,X,X,O,X,X,X,X
LSIOTZJ,X,X,X,O,X,X,X,X
LSIOJTZ,X,X,X,O,X,X,X,X
LSIOJZT,X,X,X,O,X,X,X,X
LSIOZTJ,X,X,X,O,X,X,X,X
LSIOZJT,X,X,X,O,X,X,X,X
LSJTIZO,X,O,O,O,O,O,X,X
LSJTIOZ,X,X,O,X,X,O,X,X
LSJTZIO,X,O,O,O,O,O,X,X
LSJTZOI,X,O,O,O,O,O,O,X
LSJTOIZ,X,X,O,O,X,O,X,X
LSJTOZI,X,O,O,O,O,O,X,X
LSJITZO,X,X,O,O,O,O,X,X
LSJITOZ,X,X,O,X,X,O,X,X
LSJIZTO,O,X,O,O,O,O,X,X
LSJIZOT,O,X,O,O,O,X,X,X
LSJIOTZ,X,X,O,O,X,X,X,X
LSJIOZT,O,X,O,O,X,X,X,X
LSJZTIO,O,O,O,O,O,O,X,X
LSJZTOI,O,O,O,O,O,O,O,X
LSJZITO,O,X,O,O,O,O,X,X
LSJZIOT,O,X,O,O,O,X,X,X
LSJZOTI,O,O,O,O,O,O,O,X
LSJZOIT,O,X,O,O,O,X,O,X
LSJOTIZ,X,O,O,O,O,O,O,X
LSJOTZI,X,O,O,O,O,O,O,X
LSJOITZ,X,X,O,O,O,X,O,X
LSJOIZT,O,X,O,O,O,X,O,X
LSJOZTI,O,O,O,O,O,O,O,X
LSJOZIT,O,X,O,O,O,X,O,X
LSZTIJO,O,O,X,O,O,O,X,X
LSZTIOJ,O,O,X,O,O,O,X,X
LSZTJIO,O,O,O,O,O,O,X,X
LSZTJOI,O,O,O,O,O,O,O,X
LSZTOIJ,O,O,X,O,O,O,X,X
LSZTOJI,O,O,O,O,O,O,O,X
LSZITJO,O,X,X,O,O,O,X,X
LSZITOJ,O,X,X,O,O,O,X,X
LSZIJTO,O,X,O,O,O,X,X,X
LSZIJOT,O,X,O,O,O,X,X,X
LSZIOTJ,O,X,X,O,O,X,X,X
LSZIOJT,O,X,X,O,X,X,X,X
LSZJTIO,O,O,O,O,O,O,X,X
LSZJTOI,O,O,O,O,O,O,O,X
LSZJITO,O,X,O,O,O,O,X,X
LSZJIOT,O,X,O,O,O,X,X,X
LSZJOTI,O,O,O,O,O,O,O,X
LSZJOIT,O,X,O,O,O,X,O,X
LSZOTIJ,O,O,X,O,O,O,X,X
LSZOTJI,O,O,O,O,O,O,O,X
LSZOITJ,O,X,X,O,O,X,X,X
LSZOIJT,O,X,O,O,O,X,X,X
LSZOJTI,O,O,O,O,O,X,O,X
LSZOJIT,O,X,O,O,O,X,O,X
LSOTIJZ,X,O,X,O,O,O,X,X
LSOTIZJ,X,O,X,O,O,O,X,X
LSOTJIZ,O,O,O,O,O,O,O,X
LSOTJZI,O,O,O,O,O,O,O,X
LSOTZIJ,O,O,X,O,O,O,X,X
LSOTZJI,O,O,O,O,O,O,O,X
LSOITJZ,X,X,X,O,O,X,X,X
LSOITZJ,X,X,X,O,O,X,X,X
LSOIJTZ,X,X,X,O,O,X,X,X
LSOIJZT,X,X,X,O,O,X,X,X
LSOIZTJ,X,X,X,O,O,X,X,X
LSOIZJT,X,X,X,O,O,X,X,X
LSOJTIZ,X,O,O,O,O,O,O,X
LSOJTZI,X,O,O,O,O,O,O,X
LSOJITZ,X,X,O,O,O,X,O,X
LSOJIZT,O,X,O,O,O,X,O,X
LSOJZTI,O,O,O,O,O,O,O,X
LSOJZIT,O,X,O,O,O,X,O,X
LSOZTIJ,O,O,X,O,O,O,X,X
LSOZTJI,O,O,O,O,O,O,O,X
LSOZITJ,O,X,X,O,O,X,X,X
LSOZIJT,O,X,O,O,O,X,X,X
LSOZJTI,O,O,O,O,O,X,O,X
LSOZJIT,O,X,O,O,O,X,O,X
LZTIJSO,O,O,X,O,X,O,X,X
LZTIJOS,O,X,X,O,X,X,X,X
LZTISJO,O,O,X,O,O,O,X,X
LZTISOJ,O,O,X,O,O,O,X,O
LZTIOJS,O,X,X,X,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,X,O
LZTJISO,O,O,X,O,O,O,X,X
LZTJIOS,O,X,X,O,X,X,X,X
LZTJSIO,O,O,X,O,O,O,X,X
LZTJSOI,O,O,X,O,O,O,O,X
LZTJOIS,O,O,X,O,X,X,X,X
LZTJOSI,O,O,X,O,X,X,X,X
LZTSIJO,O,O,X,O,O,O,X,X
LZTSIOJ,O,O,X,O,O,O,X,O
LZTSJIO,O,O,X,O,O,O,X,X
LZTSJOI,O,O,X,O,O,O,O,X
LZTSOIJ,O,O,X,O,O,O,X,O
LZTSOJI,O,O,X,O,O,O,O,X
LZTOIJS,O,O,X,X,X,X,X,X
LZTOISJ,O,O,X,X,X,X,X,O
LZTOJIS,O,O,X,O,X,X,X,X
LZTOJSI,O,O,X,O,X,X,O,X
LZTOSIJ,O,O,X,O,X,X,X,O
LZTOSJI,O,O,X,O,X,X,O,X
LZITJSO,O,O,X,O,X,X,X,X
LZITJOS,O,X,X,O,X,X,X,X
LZITSJO,O,O,X,O,O,X,X,X
LZITSOJ,O,O,X,O,O,X,X,O
LZITOJS,O,X,X,X,X,X,X,X
LZITOSJ,O,X,X,X,X,X,X,O
LZIJTSO,O,O,X,O,O,X,X,X
LZIJTOS,O,X,X,O,X,X,X,X
LZIJSTO,O,X,X,O,O,X,X,X
LZIJSOT,O,X,X,O,O,X,X,X
LZIJOTS,O,O,X,O,X,X,X,X
LZIJOST,O,X,X,O,O,X,X,X
LZISTJO,O,X,X,O,O,X,X,X
LZISTOJ,O,X,X,O,O,X,X,O
LZISJTO,O,X,X,O,O,X,X,X
LZISJOT,O,X,X,O,O,X,X,X
LZISOTJ,O,X,X,O,O,X,X,O
LZISOJT,O,X,X,O,X,X,X,X
LZIOTJS,O,O,X,X,X,X,X,X
LZIOTSJ,O,O,X,X,X,X,X,O
LZIOJTS,O,O,X,O,X,X,X,X
LZIOJST,O,X,X,O,X,X,X,X
LZIOSTJ,O,X,X,O,O,X,X,O
LZIOSJT,O,X,X,O,X,X,X,X
LZJTISO,O,O,X,O,O,O,X,X
LZJTIOS,O,X,X,O,X,X,X,X
LZJTSIO,O,O,X,O,O,O,X,X
LZJTSOI,O,O,X,O,O,O,O,X
LZJTOIS,O,O,X,O,X,X,X,X
LZJTOSI,O,O,X,O,X,X,X,X
LZJITSO,O,O,X,O,O,X,X,X
LZJITOS,O,X,X,O,X,X,X,X
LZJISTO,O,X,X,O,O,X,X,X
LZJISOT,O,X,X,O,O,X,X,X
LZJIOTS,O,O,X,O,X,X,X,X
LZJIOST,O,X,X,O,O,X,X,X
LZJSTIO,O,O,X,O,O,O,X,X
LZJSTOI,O,O,X,O,O,O,O,X
LZJSITO,O,X,X,O,O,O,X,X
LZJSIOT,O,X,X,O,O,X,X,X
LZJSOTI,O,O,X,O,O,O,O,X
LZJSOIT,O,X,X,O,O,X,O,X
LZJOTIS,O,O,X,O,O,X,X,X
LZJOTSI,O,O,X,O,O,X,O,X
LZJOITS,O,O,X,O,O,X,X,X
LZJOIST,O,X,X,O,O,X,X,X
LZJOSTI,O,O,X,O,O,X,O,X
LZJOSIT,O,X,X,O,O,X,O,X
LZSTIJO,O,O,X,O,O,O,X,X
LZSTIOJ,O,O,X,O,O,O,X,X
LZSTJIO,O,O,X,O,O,O,X,X
LZSTJOI,O,O,X,O,O,O,O,X
LZSTOIJ,O,O,X,O,O,O,X,X
LZSTOJI,O,O,X,O,O,O,O,X
LZSITJO,O,X,X,O,O,O,X,X
LZSITOJ,O,X,X,O,O,O,X,X
LZSIJTO,O,X,X,O,O,X,X,X
LZSIJOT,O,X,X,O,O,X,X,X
LZSIOTJ,O,X,X,O,O,X,X,X
LZSIOJT,O,X,X,O,X,X,X,X
LZSJTIO,O,O,X,O,O,O,X,X
LZSJTOI,O,O,X,O,O,O,O,X
LZSJITO,O,X,X,O,O,O,X,X
LZSJIOT,O,X,X,O,O,X,X,X
LZSJOTI,O,O,X,O,O,O,O,X
LZSJOIT,O,X,X,O,O,X,O,X
LZSOTIJ,O,O,X,O,O,O,X,X
LZSOTJI,O,O,X,O,O,O,O,X
LZSOITJ,O,X,X,O,O,X,X,X
LZSOIJT,O,X,X,O,O,X,X,X
LZSOJTI,O,O,X,O,O,X,O,X
LZSOJIT,O,X,X,O,O,X,O,X
LZOTIJS,O,O,X,X,X,X,X,X
LZOTISJ,O,O,X,X,O,X,X,O
LZOTJIS,O,O,X,O,O,X,X,X
LZOTJSI,O,O,X,O,O,X,O,X
LZOTSIJ,O,O,X,O,O,X,X,O
LZOTSJI,O,O,X,O,O,X,O,X
LZOITJS,O,O,X,X,X,X,X,X
LZOITSJ,O,O,X,X,O,X,X,O
LZOIJTS,O,O,X,O,O,X,X,X
LZOIJST,O,X,X,O,O,X,X,X
LZOISTJ,O,X,X,O,O,X,X,O
LZOISJT,O,X,X,O,O,X,X,X
LZOJTIS,O,O,X,O,O,X,X,X
LZOJTSI,O,O,X,O,O,X,O,X
LZOJITS,O,O,X,O,O,X,X,X
LZOJIST,O,X,X,O,O,X,X,X
LZOJSTI,O,O,X,O,O,X,O,X
LZOJSIT,O,X,X,O,O,X,O,X
LZOSTIJ,O,O,X,O,O,X,X,X
LZOSTJI,O,O,X,O,O,X,O,X
LZOSITJ,O,X,X,O,O,X,X,X
LZOSIJT,O,X,X,O,O,X,X,X
LZOSJTI,O,O,X,O,O,X,O,X
LZOSJIT,O,X,X,O,O,X,O,X
LOTIJSZ,O,O,X,X,X,O,X,X
LOTIJZS,O,O,X,X,X,X,X,X
LOTISJZ,X,O,X,X,X,O,X,X
LOTISZJ,X,O,X,X,X,O,X,O
LOTIZJS,O,O,X,X,X,X,X,X
LOTIZSJ,O,O,X,X,X,X,X,O
LOTJISZ,O,O,O,X,X,O,X,X
LOTJIZS,O,O,O,X,X,X,X,X
LOTJSIZ,O,O,O,O,O,O,O,X
LOTJSZI,O,O,O,O,O,O,O,X
LOTJZIS,O,O,O,O,O,X,X,X
LOTJZSI,O,O,O,O,O,X,O,X
LOTSIJZ,X,O,X,O,O,O,X,X
LOTSIZJ,X,O,X,O,O,O,X,X
LOTSJIZ,O,O,O,O,O,O,O,X
LOTSJZI,O,O,O,O,O,O,O,X
LOTSZIJ,O,O,X,O,O,O,X,O
LOTSZJI,O,O,O,O,O,O,O,X
LOTZIJS,O,O,X,X,X,X,X,X
LOTZISJ,O,O,X,X,O,X,X,O
LOTZJIS,O,O,X,O,O,X,X,X
LOTZJSI,O,O,X,O,O,X,O,X
LOTZSIJ,O,O,X,O,O,X,X,O
LOTZSJI,O,O,X,O,O,X,O,X
LOITJSZ,O,O,X,X,X,X,X,X
LOITJZS,O,O,X,X,X,X,X,X
LOITSJZ,X,O,X,X,X,X,X,X
LOITSZJ,X,O,X,X,X,X,X,O
LOITZJS,O,O,X,X,X,X,X,X
LOITZSJ,O,O,X,X,X,X,X,O
LOIJTSZ,X,O,X,X,X,X,X,X
LOIJTZS,O,O,X,X,X,X,X,X
LOIJSTZ,X,X,X,O,O,X,X,X
LOIJSZT,O,X,X,O,O,X,X,X
LOIJZTS,O,O,X,O,O,X,X,X
LOIJZST,O,X,X,O,O,X,X,X
LOISTJZ,X,X,X,O,O,X,X,X
LOISTZJ,X,X,X,O,O,X,X,O
LOISJTZ,X,X,X,O,O,X,X,X
LOISJZT,X,X,X,O,O,X,X,X
LOISZTJ,X,X,X,O,O,X,X,O
LOISZJT,X,X,X,O,O,X,X,X
LOIZTJS,O,O,X,X,X,X,X,X
LOIZTSJ,O,O,X,X,O,X,X,O
LOIZJTS,O,O,X,O,O,X,X,X
LOIZJST,O,X,X,O,O,X,X,X
LOIZSTJ,O,X,X,O,O,X,X,O
LOIZSJT,O,X,X,O,O,X,X,X
LOJTISZ,O,O,O,X,X,O,X,X
LOJTIZS,O,O,O,X,X,X,X,X
LOJTSIZ,O,O,O,O,O,O,O,X
LOJTSZI,O,O,O,O,O,O,O,X
LOJTZIS,O,O,O,O,O,X,X,X
LOJTZSI,O,O,O,O,O,X,O,X
LOJITSZ,X,O,O,X,X,X,X,X
LOJITZS,O,O,O,X,X,X,X,X
LOJISTZ,X,X,O,O,O,X,X,X
LOJISZT,O,X,O,O,O,X,X,X
LOJIZTS,O,O,X,O,O,X,X,X
LOJIZST,O,X,O,O,O,X,X,X
LOJSTIZ,X,O,O,O,O,O,O,X
LOJSTZI,X,O,O,O,O,O,O,X
LOJSITZ,X,X,O,O,O,X,O,X
LOJSIZT,O,X,O,O,O,X,O,X
LOJSZTI,O,O,O,O,O,O,O,X
LOJSZIT,O,X,O,O,O,X,O,X
LOJZTIS,O,O,O,O,O,X,X,X
LOJZTSI,O,O,O,O,O,X,O,X
LOJZITS,O,O,X,O,O,X,X,X
LOJZIST,O,X,O,O,O,X,X,X
LOJZSTI,O,O,O,O,O,X,O,X
LOJZSIT,O,X,O,O,O,X,O,X
LOSTIJZ,X,O,X,O,O,O,X,X
LOSTIZJ,X,O,X,O,O,O,X,X
LOSTJIZ,O,O,O,O,O,O,O,X
LOSTJZI,O,O,O,O,O,O,O,X
LOSTZIJ,O,O,X,O,O,O,X,X
LOSTZJI,O,O,O,O,O,O,O,X
LOSITJZ,X,X,X,O,O,X,X,X
LOSITZJ,X,X,X,O,O,X,X,X
LOSIJTZ,X,X,X,O,O,X,X,X
LOSIJZT,X,X,X,O,O,X,X,X
LOSIZTJ,X,X,X,O,O,X,X,X
LOSIZJT,X,X,X,O,O,X,X,X
LOSJTIZ,X,O,O,O,O,O,O,X
LOSJTZI,X,O,O,O,O,O,O,X
LOSJITZ,X,X,O,O,O,X,O,X
LOSJIZT,O,X,O,O,O,X,O,X
LOSJZTI,O,O,O,O,O,O,O,X
LOSJZIT,O,X,O,O,O,X,O,X
LOSZTIJ,O,O,X,O,O,O,X,X
LOSZTJI,O,O,O,O,O,O,O,X
LOSZITJ,O,X,X,O,O,X,X,X
LOSZIJT,O,X,O,O,O,X,X,X
LOSZJTI,O,O,O,O,O,X,O,X
LOSZJIT,O,X,O,O,O,X,O,X
LOZTIJS,O,O,X,X,X,X,X,X
LOZTISJ,O,O,X,X,O,X,X,O
LOZTJIS,O,O,X,O,O,X,X,X
LOZTJSI,O,O,X,O,O,X,O,X
LOZTSIJ,O,O,X,O,O,X,X,O
LOZTSJI,O,O,X,O,O,X,O,X
LOZITJS,O,O,X,X,X,X,X,X
LOZITSJ,O,O,X,X,O,X,X,O
LOZIJTS,O,O,X,O,O,X,X,X
LOZIJST,O,X,X,O,O,X,X,X
LOZISTJ,O,X,X,O,O,X,X,O
LOZISJT,O,X,X,O,O,X,X,X
LOZJTIS,O,O,X,O,O,X,X,X
LOZJTSI,O,O,X,O,O,X,O,X
LOZJITS,O,O,X,O,O,X,X,X
LOZJIST,O,X,X,O,O,X,X,X
LOZJSTI,O,O,X,O,O,X,O,X
LOZJSIT,O,X,X,O,O,X,O,X
LOZSTIJ,O,O,X,O,O,X,X,X
LOZSTJI,O,O,X,O,O,X,O,X
LOZSITJ,O,X,X,O,O,X,X,X
LOZSIJT,O,X,X,O,O,X,X,X
LOZSJTI,O,O,X,O,O,X,O,X
LOZSJIT,O,X,X,O,O,X,O,X
JTILSZO,X,O,O,X,X,O,X,X
JTILSOZ,X,X,O,X,X,O,X,X
JTILZSO,O,O,O,X,X,O,X,X
JTILZOS,O,X,O,X,X,X,X,X
JTILOSZ,X,X,O,X,X,O,X,X
JTILOZS,O,X,O,X,X,X,X,X
JTISLZO,X,O,O,X,X,O,X,X
JTISLOZ,X,X,O,X,X,O,X,X
JTISZLO,O,O,O,X,X,O,X,X
JTISZOL,O,O,O,X,X,X,O,O
JTISOLZ,X,O,O,X,X,O,X,X
JTISOZL,O,O,O,X,X,X,X,O
JTIZLSO,O,O,O,X,X,O,X,X
JTIZLOS,O,X,O,X,X,X,X,X
JTIZSLO,O,O,O,X,X,O,X,X
JTIZSOL,O,O,O,X,X,X,O,O
JTIZOLS,O,O,O,X,X,X,X,X
JTIZOSL,O,O,O,X,X,X,X,O
JTIOLSZ,X,O,O,X,X,O,X,X
JTIOLZS,O,O,O,X,X,X,X,X
JTIOSLZ,X,O,O,X,X,O,X,X
JTIOSZL,O,O,O,X,X,X,X,O
JTIOZLS,O,O,O,X,X,X,X,X
JTIOZSL,O,O,O,X,X,X,X,O
JTLISZO,O,O,O,X,X,O,X,X
JTLISOZ,O,X,O,X,X,O,X,X
JTLIZSO,O,O,O,X,X,O,X,X
JTLIZOS,O,X,O,X,X,X,X,X
JTLIOSZ,O,X,O,X,X,O,X,X
JTLIOZS,O,X,O,X,X,X,X,X
JTLSIZO,O,O,O,O,O,O,X,X
JTLSIOZ,O,X,O,X,X,O,X,X
JTLSZIO,O,O,O,O,O,O,X,X
JTLSZOI,O,O,O,O,O,O,O,X
JTLSOIZ,O,O,O,O,X,O,X,X
JTLSOZI,O,O,O,O,O,O,X,X
JTLZISO,O,O,O,O,O,O,X,X
JTLZIOS,O,X,O,O,X,X,X,X
JTLZSIO,O,O,O,O,O,O,X,X
JTLZSOI,O,O,O,O,O,O,O,X
JTLZOIS,O,O,O,O,X,X,X,X
JTLZOSI,O,O,O,O,X,X,X,X
JTLOISZ,O,O,O,X,X,O,X,X
JTLOIZS,O,O,O,X,X,X,X,X
JTLOSIZ,O,O,O,O,X,O,X,X
JTLOSZI,O,O,O,O,X,O,X,X
JTLOZIS,O,O,O,O,X,X,X,X
JTLOZSI,O,O,O,O,X,X,X,X
JTSILZO,X,O,O,X,X,O,X,X
JTSILOZ,X,X,O,X,X,O,X,X
JTSIZLO,O,O,O,O,O,O,X,X
JTSIZOL,O,O,O,O,O,X,O,O
JTSIOLZ,X,O,O,X,X,O,X,X
JTSIOZL,O,O,O,X,X,X,X,O
JTSLIZO,X,O,O,O,O,O,X,X
JTSLIOZ,X,X,O,X,X,O,X,X
JTSLZIO,X,O,O,O,O,O,X,X
JTSLZOI,X,O,O,O,O,O,O,X
JTSLOIZ,X,O,O,O,X,O,X,X
JTSLOZI,X,O,O,O,O,O,X,X
JTSZILO,O,O,O,O,O,O,X,X
JTSZIOL,O,O,O,O,O,X,O,O
JTSZLIO,O,O,O,O,O,O,X,X
JTSZLOI,O,O,O,O,O,O,O,X
JTSZOIL,O,O,O,O,O,X,O,O
JTSZOLI,O,O,O,O,O,O,O,X
JTSOILZ,X,O,O,X,X,O,O,X
JTSOIZL,O,O,O,X,O,X,O,X
JTSOLIZ,X,O,O,X,O,O,O,X
JTSOLZI,X,O,O,X,O,O,O,X
JTSOZIL,O,O,O,X,O,X,O,O
JTSOZLI,O,O,O,X,O,O,O,X
JTZILSO,O,O,O,O,O,O,X,X
JTZILOS,O,X,O,O,X,X,X,X
