sequence,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF0hB6nBupBzlBFl?B3rB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFThB6nBupBfrB8r?BFqB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFXhB6nBupBzmBFl?BUrB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF8lBfnB6nBupBFl?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeXAJvhFxhBSrBTnBlpBOp?BUrB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhBTiBWsBlpBUr?BipB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhB+nBypBFrB8r?BTpB,v115@FhB8HeB8HeB8BeB8BeD8JeRAJvhFGiB0lBVsBipB/p?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeFAJvhF8lBTiBipBxrB/p?B+rB,v115@FhB8HeB8HeB8BeB8BeD8JeFBJvhFxkBGnBypBXnBUr?BTpB
LSOTIZJ,O,X,X,X,O,X,X,X,X,X
LSOTJIZ,O,X,O,X,O,X,X,X,X,X
LSOTJZI,O,X,X,X,O,X,X,X,X,X
LSOTZIJ,O,X,X,X,O,X,X,X,X,X
LSOTZJI,O,X,X,X,O,X,X,X,X,X
LSOITJZ,O,X,O,X,O,X,X,X,X,X
LSOITZJ,O,X,X,X,O,X,X,X,X,X
LSOIJTZ,O,X,O,X,X,X,X,X,X,X
LSOIJZT,O,O,O,O,X,X,X,X,X,X
LSOIZTJ,O,O,X,X,X,X,X,X,X,X
LSOIZJT,O,O,O,O,X,X,X,X,X,X
LSOJTIZ,O,X,O,X,X,X,X,X,X,X
LSOJTZI,O,X,X,X,X,X,X,X,X,X
LSOJITZ,O,X,O,X,X,X,X,X,X,X
LSOJIZT,O,O,O,O,X,X,X,X,X,X
LSOJZTI,O,O,O,X,X,X,X,X,X,X
LSOJZIT,O,O,O,O,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,X,X,X,X,X,X
LSOZTJI,O,O,X,X,X,X,X,X,X,X
LSOZITJ,O,O,X,X,X,X,X,X,X,X
LSOZIJT,O,O,O,O,X,X,X,X,X,X
LSOZJTI,O,O,X,X,X,X,X,X,X,X
LSOZJIT,O,O,O,O,X,X,X,X,X,X
LZTIJSO,X,O,X,X,X,X,O,O,O,O
LZTIJOS,X,X,X,X,X,X,O,X,O,O
LZTISJO,X,O,X,X,X,X,X,O,O,X
LZTISOJ,X,O,X,X,X,X,X,O,O,X
LZTIOJS,X,X,X,X,X,X,X,O,X,X
LZTIOSJ,X,X,X,X,X,X,X,O,X,X
LZTJISO,X,O,X,X,X,O,O,O,X,O
LZTJIOS,X,X,X,X,X,O,O,X,X,O
LZTJSIO,X,O,X,X,X,O,O,O,X,X
LZTJSOI,X,O,X,X,X,O,O,O,X,X
LZTJOIS,X,X,X,X,X,O,O,O,X,X
LZTJOSI,X,X,X,X,X,O,O,O,X,X
LZTSIJO,X,O,X,X,X,O,X,O,X,X
LZTSIOJ,X,O,X,X,X,X,X,O,X,X
LZTSJIO,X,O,X,X,X,O,X,O,X,X
LZTSJOI,X,O,X,X,X,O,X,O,X,X
LZTSOIJ,X,O,X,X,O,X,X,O,X,X
LZTSOJI,X,O,X,X,O,X,X,O,X,X
LZTOIJS,X,X,X,X,O,X,X,O,X,X
LZTOISJ,X,X,X,X,O,X,X,O,X,X
LZTOJIS,X,X,X,X,O,X,X,O,X,X
LZTOJSI,X,X,X,X,O,X,X,O,X,X
LZTOSIJ,X,X,X,X,O,X,X,O,X,X
LZTOSJI,X,X,X,X,O,X,X,O,X,X
LZITJSO,X,O,X,X,X,X,O,O,O,O
LZITJOS,X,X,X,X,X,X,O,X,O,O
LZITSJO,X,O,X,X,X,X,X,O,O,X
LZITSOJ,X,O,X,X,X,X,X,O,O,X
LZITOJS,X,X,X,X,X,X,X,O,X,X
LZITOSJ,X,X,X,X,X,X,X,O,X,X
LZIJTSO,X,O,X,X,X,X,O,X,O,O
LZIJTOS,X,X,X,X,X,X,O,X,O,O
LZIJSTO,X,O,X,O,X,X,X,X,O,X
LZIJSOT,O,O,O,O,X,X,X,X,O,X
LZIJOTS,O,X,O,X,X,X,X,X,O,X
LZIJOST,O,O,O,X,X,X,X,X,O,X
LZISTJO,X,O,X,O,X,X,X,X,O,X
LZISTOJ,O,O,X,X,X,X,X,X,O,X
LZISJTO,X,O,X,O,X,X,X,X,O,X
LZISJOT,O,O,O,O,X,X,X,X,O,X
LZISOTJ,O,O,O,X,X,X,X,X,O,X
LZISOJT,O,O,O,O,X,X,X,X,O,X
LZIOTJS,O,X,O,X,X,X,X,X,X,X
LZIOTSJ,X,X,O,X,X,X,X,X,X,X
LZIOJTS,O,X,O,X,X,X,X,X,O,X
LZIOJST,O,O,O,X,X,X,X,X,O,X
LZIOSTJ,X,O,O,X,X,X,X,X,O,X
LZIOSJT,O,O,O,X,X,X,X,X,O,X
LZJTISO,X,O,X,X,X,O,O,O,X,O
LZJTIOS,X,X,X,X,X,O,O,X,X,O
LZJTSIO,X,O,X,X,X,O,O,O,X,X
LZJTSOI,X,O,X,X,X,O,O,O,X,X
LZJTOIS,X,X,X,X,X,O,O,O,X,X
LZJTOSI,X,X,X,X,X,O,O,O,X,X
LZJITSO,X,O,X,X,X,X,O,X,O,O
LZJITOS,X,X,X,X,X,X,O,X,O,O
LZJISTO,X,O,X,O,X,X,X,X,O,X
LZJISOT,O,O,O,O,X,X,X,X,O,X
LZJIOTS,O,X,O,X,X,X,X,X,O,X
LZJIOST,O,O,O,X,X,X,X,X,O,X
LZJSTIO,X,O,X,O,X,O,X,X,X,X
LZJSTOI,X,O,X,X,X,O,X,X,X,X
LZJSITO,X,O,X,O,X,X,X,X,X,X
LZJSIOT,O,O,O,O,X,O,X,X,X,X
LZJSOTI,O,O,O,X,X,O,X,X,X,X
LZJSOIT,O,O,O,O,X,O,X,X,X,X
LZJOTIS,O,X,O,X,X,O,X,X,X,X
LZJOTSI,X,X,O,X,X,O,X,X,X,X
LZJOITS,O,X,O,X,X,X,X,X,X,X
LZJOIST,O,O,O,X,X,X,X,X,X,X
LZJOSTI,X,O,O,X,X,O,X,X,X,X
LZJOSIT,O,O,O,X,X,O,X,X,X,X
LZSTIJO,X,O,X,O,X,O,X,O,X,X
LZSTIOJ,O,O,X,X,X,X,X,O,X,X
LZSTJIO,X,O,X,O,X,O,X,O,X,X
LZSTJOI,X,O,X,X,X,O,X,O,X,X
LZSTOIJ,O,O,X,X,X,X,X,O,X,X
LZSTOJI,O,O,X,X,X,X,X,O,X,X
LZSITJO,X,O,X,O,X,X,X,X,O,X
LZSITOJ,O,O,X,X,X,X,X,X,O,X
LZSIJTO,X,O,X,O,X,X,X,X,O,X
LZSIJOT,O,O,O,O,X,O,X,X,O,X
LZSIOTJ,O,O,O,X,X,X,X,X,O,X
LZSIOJT,O,O,O,O,X,X,X,X,O,X
LZSJTIO,X,O,X,O,X,O,X,X,X,X
LZSJTOI,X,O,X,X,X,O,X,X,X,X
LZSJITO,X,O,X,O,X,X,X,X,X,X
LZSJIOT,O,O,O,O,X,O,X,X,X,X
LZSJOTI,O,O,O,X,X,O,X,X,X,X
LZSJOIT,O,O,O,O,X,O,X,X,X,X
LZSOTIJ,O,O,O,X,X,X,X,X,X,X
LZSOTJI,O,O,O,X,X,X,X,X,X,X
LZSOITJ,O,O,O,X,X,X,X,X,X,X
LZSOIJT,O,O,O,O,X,X,X,X,X,X
LZSOJTI,O,O,O,X,X,X,X,X,X,X
LZSOJIT,O,O,O,O,X,X,X,X,X,X
LZOTIJS,O,X,O,X,O,X,X,O,X,X
LZOTISJ,X,X,O,X,O,X,X,O,X,X
LZOTJIS,O,X,O,X,O,X,X,O,X,X
LZOTJSI,X,X,O,X,O,X,X,O,X,X
LZOTSIJ,X,X,O,X,O,X,X,O,X,X
LZOTSJI,X,X,O,X,O,X,X,O,X,X
LZOITJS,O,X,O,X,O,X,X,X,X,X
LZOITSJ,X,X,O,X,O,X,X,X,X,X
LZOIJTS,O,X,O,X,X,X,X,X,O,X
LZOIJST,O,O,O,X,X,X,X,X,O,X
LZOISTJ,X,O,O,X,X,X,X,X,O,X
LZOISJT,O,O,O,X,X,X,X,X,O,X
LZOJTIS,O,X,O,X,X,X,X,X,X,X
LZOJTSI,X,X,O,X,X,X,X,X,X,X
LZOJITS,O,X,O,X,X,X,X,X,X,X
LZOJIST,O,O,O,X,X,X,X,X,X,X
LZOJSTI,X,O,O,X,X,X,X,X,X,X
LZOJSIT,O,O,O,X,X,X,X,X,X,X
LZOSTIJ,X,O,O,X,X,X,X,X,X,X
LZOSTJI,X,O,O,X,X,X,X,X,X,X
LZOSITJ,X,O,O,X,X,X,X,X,X,X
LZOSIJT,O,O,O,X,X,X,X,X,X,X
LZOSJTI,X,O,O,X,X,X,X,X,X,X
LZOSJIT,O,O,O,X,X,X,X,X,X,X
LOTIJSZ,X,X,O,X,O,X,X,X,X,X
LOTIJZS,O,X,O,X,O,X,O,X,X,X
LOTISJZ,X,X,O,X,O,X,X,X,X,X
LOTISZJ,X,X,X,X,O,X,X,X,X,X
LOTIZJS,O,X,X,X,O,X,X,X,X,X
LOTIZSJ,X,X,X,X,O,X,X,X,X,X
LOTJISZ,X,X,O,X,O,X,O,X,X,X
LOTJIZS,O,X,O,X,O,X,O,X,X,X
LOTJSIZ,X,X,O,X,O,X,O,X,X,X
LOTJSZI,X,X,X,X,O,X,O,X,X,X
LOTJZIS,O,X,O,X,O,X,O,X,X,X
LOTJZSI,X,X,O,X,O,X,O,O,X,X
LOTSIJZ,X,X,O,X,O,X,X,X,X,X
LOTSIZJ,X,X,X,X,O,X,X,X,X,X
LOTSJIZ,X,X,O,X,O,X,X,X,X,X
LOTSJZI,X,X,X,X,O,X,X,X,X,X
LOTSZIJ,X,X,X,X,O,X,X,X,X,X
LOTSZJI,X,X,X,X,O,X,X,X,X,X
LOTZIJS,O,X,X,X,O,X,X,O,X,X
LOTZISJ,X,X,X,X,O,X,X,O,X,X
LOTZJIS,O,X,X,X,O,X,X,O,X,X
LOTZJSI,X,X,X,X,O,X,X,O,X,X
LOTZSIJ,X,X,X,X,O,X,X,O,X,X
LOTZSJI,X,X,X,X,O,X,X,O,X,X
LOITJSZ,X,X,O,X,O,X,X,X,X,X
LOITJZS,O,X,O,X,O,X,O,X,X,X
LOITSJZ,X,X,O,X,O,X,X,X,X,X
LOITSZJ,X,X,X,X,O,X,X,X,X,X
LOITZJS,O,X,X,X,O,X,X,X,X,X
LOITZSJ,X,X,X,X,O,X,X,X,X,X
LOIJTSZ,X,X,O,X,O,X,X,X,X,X
LOIJTZS,O,X,O,X,O,X,O,X,X,X
LOIJSTZ,O,X,O,O,X,X,X,X,X,X
LOIJSZT,O,O,O,O,X,X,X,X,X,X
LOIJZTS,O,X,O,X,X,X,X,X,X,X
LOIJZST,O,O,O,O,X,X,X,X,X,X
LOISTJZ,O,X,O,O,O,X,X,X,X,X
LOISTZJ,O,X,X,O,O,X,X,X,X,X
LOISJTZ,O,X,O,O,X,X,X,X,X,X
LOISJZT,O,O,O,O,X,X,X,X,X,X
LOISZTJ,O,O,X,O,X,X,X,X,X,X
LOISZJT,O,O,O,O,X,X,X,X,X,X
LOIZTJS,O,X,X,X,O,X,X,X,X,X
LOIZTSJ,X,X,X,X,O,X,X,X,X,X
LOIZJTS,O,X,O,X,X,X,X,X,O,X
LOIZJST,O,O,O,O,X,X,X,X,O,X
LOIZSTJ,X,O,X,O,X,X,X,X,O,X
LOIZSJT,O,O,O,O,X,X,X,X,O,X
LOJTISZ,X,X,O,X,O,X,O,X,X,X
LOJTIZS,O,X,O,X,O,X,O,X,X,X
LOJTSIZ,X,X,O,X,O,X,O,X,X,X
LOJTSZI,X,X,X,X,O,X,O,X,X,X
LOJTZIS,O,X,O,X,O,X,O,X,X,X
LOJTZSI,X,X,O,X,O,X,O,X,X,X
LOJITSZ,X,X,O,X,O,X,X,X,X,X
LOJITZS,O,X,O,X,O,X,O,X,X,X
LOJISTZ,O,X,O,O,X,X,X,X,X,X
LOJISZT,O,O,O,O,X,X,X,X,X,X
LOJIZTS,O,X,O,X,X,X,X,X,X,X
LOJIZST,O,O,O,O,X,X,X,X,X,X
LOJSTIZ,O,X,O,O,X,X,X,X,X,X
LOJSTZI,O,X,X,O,X,X,X,X,X,X
LOJSITZ,O,X,O,O,X,X,X,X,X,X
LOJSIZT,O,O,O,O,X,X,X,X,X,X
LOJSZTI,O,O,O,O,X,X,X,X,X,X
LOJSZIT,O,O,O,O,X,X,X,X,X,X
LOJZTIS,O,X,O,X,X,X,X,X,X,X
LOJZTSI,X,X,O,X,X,X,X,X,X,X
LOJZITS,O,X,O,X,X,X,X,X,X,X
LOJZIST,O,O,O,O,X,X,X,X,X,X
LOJZSTI,X,O,O,O,X,X,X,X,X,X
LOJZSIT,O,O,O,O,X,X,X,X,X,X
LOSTIJZ,O,X,O,O,O,X,X,X,X,X
LOSTIZJ,O,X,X,O,O,X,X,X,X,X
LOSTJIZ,O,X,O,O,O,X,X,X,X,X
LOSTJZI,O,X,X,O,O,X,X,X,X,X
LOSTZIJ,O,X,X,O,O,X,X,X,X,X
LOSTZJI,O,X,X,O,O,X,X,X,X,X
LOSITJZ,O,X,O,O,O,X,X,X,X,X
LOSITZJ,O,X,X,O,O,X,X,X,X,X
LOSIJTZ,O,X,O,O,X,X,X,X,X,X
LOSIJZT,O,O,O,O,X,X,X,X,X,X
LOSIZTJ,O,O,X,O,X,X,X,X,X,X
LOSIZJT,O,O,O,O,X,X,X,X,X,X
LOSJTIZ,O,X,O,O,X,X,X,X,X,X
LOSJTZI,O,X,X,O,X,X,X,X,X,X
LOSJITZ,O,X,O,O,X,X,X,X,X,X
LOSJIZT,O,O,O,O,X,X,X,X,X,X
LOSJZTI,O,O,O,O,X,X,X,X,X,X
LOSJZIT,O,O,O,O,X,X,X,X,X,X
LOSZTIJ,O,O,X,O,X,X,X,X,X,X
LOSZTJI,O,O,X,O,X,X,X,X,X,X
LOSZITJ,O,O,X,O,X,X,X,X,X,X
LOSZIJT,O,O,O,O,X,X,X,X,X,X
LOSZJTI,O,O,X,O,X,X,X,X,X,X
LOSZJIT,O,O,O,O,X,X,X,X,X,X
LOZTIJS,O,X,X,X,O,X,X,O,X,X
LOZTISJ,X,X,X,X,O,X,X,O,X,X
LOZTJIS,O,X,X,X,O,X,X,O,X,X
LOZTJSI,X,X,X,X,O,X,X,O,X,X
LOZTSIJ,X,X,X,X,O,X,X,O,X,X
LOZTSJI,X,X,X,X,O,X,X,O,X,X
LOZITJS,O,X,X,X,O,X,X,X,X,X
LOZITSJ,X,X,X,X,O,X,X,X,X,X
LOZIJTS,O,X,O,X,X,X,X,X,O,X
LOZIJST,O,O,O,O,X,X,X,X,O,X
LOZISTJ,X,O,X,O,X,X,X,X,O,X
LOZISJT,O,O,O,O,X,X,X,X,O,X
LOZJTIS,O,X,O,X,X,X,X,X,X,X
LOZJTSI,X,X,O,X,X,X,X,X,X,X
LOZJITS,O,X,O,X,X,X,X,X,X,X
LOZJIST,O,O,O,O,X,X,X,X,X,X
LOZJSTI,X,O,O,O,X,X,X,X,X,X
LOZJSIT,O,O,O,O,X,X,X,X,X,X
LOZSTIJ,X,O,X,O,X,X,X,X,X,X
LOZSTJI,X,O,X,O,X,X,X,X,X,X
LOZSITJ,X,O,X,O,X,X,X,X,X,X
LOZSIJT,O,O,O,O,X,X,X,X,X,X
LOZSJTI,X,O,X,O,X,X,X,X,X,X
LOZSJIT,O,O,O,O,X,X,X,X,X,X
JTILSZO,X,O,X,O,X,X,O,X,X,X
JTILSOZ,O,X,X,X,X,X,X,X,X,X
JTILZSO,X,O,X,X,X,X,O,O,X,X
JTILZOS,X,X,X,X,X,X,O,X,X,X
JTILOSZ,X,X,O,X,X,X,O,X,X,X
JTILOZS,O,X,O,X,X,X,O,X,X,X
JTISLZO,X,O,X,O,X,X,X,X,X,X
JTISLOZ,O,X,X,X,X,X,X,X,X,X
JTISZLO,X,O,X,O,X,X,X,X,X,X
JTISZOL,X,O,X,X,X,X,X,X,X,X
JTISOLZ,O,X,X,X,X,X,X,X,X,X
JTISOZL,O,X,X,X,X,X,X,X,X,X
JTIZLSO,X,O,X,X,X,X,X,O,X,X
JTIZLOS,X,X,X,X,X,X,X,X,X,X
JTIZSLO,X,O,X,O,X,X,X,X,X,X
JTIZSOL,X,O,O,X,X,X,X,X,X,X
JTIZOLS,X,X,O,X,X,X,X,X,X,X
JTIZOSL,X,X,O,X,X,X,X,X,X,X
JTIOLSZ,X,X,O,X,X,X,X,X,X,X
JTIOLZS,O,X,O,X,X,X,X,X,X,X
JTIOSLZ,X,X,O,O,X,X,X,X,X,X
JTIOSZL,X,X,X,O,X,X,X,X,X,X
JTIOZLS,O,X,O,X,X,X,X,X,X,X
JTIOZSL,X,X,O,O,X,X,X,X,X,X
JTLISZO,X,O,X,O,X,X,O,X,X,X
JTLISOZ,O,X,X,X,X,X,X,X,X,X
JTLIZSO,X,O,X,X,X,X,O,O,X,X
JTLIZOS,X,X,X,X,X,X,O,X,X,X
JTLIOSZ,X,X,O,X,X,X,O,X,X,X
JTLIOZS,O,X,O,X,X,X,O,X,X,X
JTLSIZO,X,O,X,O,X,X,O,X,X,X
JTLSIOZ,O,X,X,X,X,X,X,X,X,X
JTLSZIO,X,O,X,O,X,X,O,O,X,X
JTLSZOI,X,O,X,X,X,X,O,O,X,X
JTLSOIZ,O,X,X,X,O,X,O,X,X,X
JTLSOZI,O,X,X,X,O,X,O,X,X,X
JTLZISO,X,O,X,X,X,X,O,O,X,X
JTLZIOS,X,X,X,X,X,X,O,X,X,X
JTLZSIO,X,O,X,X,X,X,O,O,X,X
JTLZSOI,X,O,X,X,X,X,O,O,X,X
JTLZOIS,X,X,X,X,X,X,O,O,X,X
JTLZOSI,X,X,X,X,X,X,O,O,X,X
JTLOISZ,X,X,O,X,O,X,O,X,X,X
JTLOIZS,O,X,O,X,O,X,O,X,X,X
JTLOSIZ,X,X,O,X,O,X,O,X,X,X
JTLOSZI,X,X,X,X,O,X,O,X,X,X
JTLOZIS,O,X,O,X,O,X,O,X,X,X
JTLOZSI,X,X,O,X,O,X,O,O,X,X
JTSILZO,X,O,X,O,X,X,X,X,X,X
JTSILOZ,O,X,X,X,X,X,X,X,X,X
JTSIZLO,X,O,X,O,X,X,X,X,X,X
JTSIZOL,X,O,X,X,X,X,X,X,X,X
JTSIOLZ,O,X,X,X,X,X,X,X,X,X
JTSIOZL,O,X,X,X,X,X,X,X,X,X
JTSLIZO,X,O,X,O,X,X,O,X,X,X
JTSLIOZ,O,X,X,X,X,X,X,X,X,X
JTSLZIO,X,O,X,O,X,X,O,O,X,X
JTSLZOI,X,O,X,X,X,X,O,O,X,X
JTSLOIZ,O,X,X,X,O,X,O,X,X,X
JTSLOZI,O,X,X,X,O,X,O,X,X,X
JTSZILO,X,O,X,O,X,X,X,X,X,X
JTSZIOL,X,O,X,X,X,X,X,X,X,X
JTSZLIO,X,O,X,O,X,X,X,O,X,X
JTSZLOI,X,O,X,X,X,X,X,O,X,X
JTSZOIL,X,O,X,X,X,X,X,X,X,X
JTSZOLI,X,O,X,X,X,X,X,X,X,X
JTSOILZ,O,X,X,X,X,X,X,X,X,X
JTSOIZL,O,X,X,X,X,X,X,X,X,X
JTSOLIZ,O,X,X,X,O,X,X,X,X,X
JTSOLZI,O,X,X,X,O,X,X,X,X,X
JTSOZIL,O,X,X,X,X,X,X,X,X,X
JTSOZLI,O,X,X,X,X,X,X,X,X,X
JTZILSO,X,O,X,X,X,O,X,O,X,O
JTZILOS,X,X,X,X,X,O,X,X,X,O
JTZISLO,X,O,X,O,X,O,X,X,X,O
JTZISOL,X,O,O,X,X,O,X,X,X,O
JTZIOLS,X,X,O,X,X,O,X,X,X,O
JTZIOSL,X,X,O,X,X,O,X,X,X,O
JTZLISO,X,O,X,X,X,O,O,O,X,O
JTZLIOS,X,X,X,X,X,O,O,X,X,O
JTZLSIO,X,O,X,X,X,O,O,O,X,X
JTZLSOI,X,O,X,X,X,O,O,O,X,X
JTZLOIS,X,X,X,X,X,O,O,O,X,X
JTZLOSI,X,X,X,X,X,O,O,O,X,X
JTZSILO,X,O,X,O,X,O,X,X,X,O
JTZSIOL,X,O,O,X,X,O,X,X,X,O
JTZSLIO,X,O,X,O,X,O,X,O,X,X
JTZSLOI,X,O,X,X,X,O,X,O,X,X
JTZSOIL,X,O,O,X,X,O,X,X,X,X
JTZSOLI,X,O,O,X,X,O,X,X,X,X
JTZOILS,X,X,O,X,X,O,X,X,X,O
JTZOISL,X,X,O,X,X,O,X,X,X,O
JTZOLIS,X,X,O,X,X,O,X,X,X,X
JTZOLSI,X,X,O,X,X,O,X,O,X,X
JTZOSIL,X,X,O,X,X,O,X,X,X,X
JTZOSLI,X,X,O,X,X,O,X,X,X,X
JTOILSZ,X,X,O,X,O,X,X,X,X,X
JTOILZS,O,X,O,X,O,X,X,X,X,X
JTOISLZ,X,X,O,O,X,X,X,X,X,X
JTOISZL,X,X,X,O,X,X,X,X,X,X
JTOIZLS,O,X,O,X,X,X,X,X,X,X
JTOIZSL,X,X,O,O,X,X,X,X,X,X
JTOLISZ,X,X,O,X,O,X,O,X,X,X
JTOLIZS,O,X,O,X,O,X,O,X,X,X
JTOLSIZ,X,X,O,X,O,X,O,X,X,X
JTOLSZI,X,X,X,X,O,X,O,X,X,X
JTOLZIS,O,X,O,X,O,X,O,X,X,X
JTOLZSI,X,X,O,X,O,X,O,O,X,X
JTOSILZ,X,X,O,O,X,X,X,X,X,X
JTOSIZL,X,X,X,O,X,X,X,X,X,X
JTOSLIZ,X,X,O,O,O,X,X,X,X,X
JTOSLZI,X,X,X,O,O,X,X,X,X,X
JTOSZIL,X,X,X,O,X,X,X,X,X,X
JTOSZLI,X,X,X,O,X,X,X,X,X,X
JTOZILS,O,X,O,X,X,X,X,X,X,X
JTOZISL,X,X,O,O,X,X,X,X,X,X
JTOZLIS,O,X,O,X,X,X,X,X,X,X
JTOZLSI,X,X,O,X,X,X,X,O,X,X
JTOZSIL,X,X,O,O,X,X,X,X,X,X
JTOZSLI,X,X,O,O,X,X,X,X,X,X
JITLSZO,X,O,X,O,X,X,O,X,X,X
JITLSOZ,O,X,X,X,X,X,X,X,X,X
JITLZSO,X,O,X,X,X,X,O,X,X,X
JITLZOS,X,X,X,X,X,X,O,X,X,X
JITLOSZ,X,X,O,X,X,X,O,X,X,X
JITLOZS,O,X,O,X,X,X,O,X,X,X
JITSLZO,X,O,X,O,X,X,X,X,X,X
JITSLOZ,O,X,X,X,X,X,X,X,X,X
JITSZLO,X,O,X,O,X,X,X,X,X,X
JITSZOL,X,O,X,X,X,X,X,X,X,X
JITSOLZ,O,X,X,X,X,X,X,X,X,X
JITSOZL,O,X,X,X,X,X,X,X,X,X
JITZLSO,X,O,X,X,X,X,X,X,X,X
JITZLOS,X,X,X,X,X,X,X,X,X,X
JITZSLO,X,O,X,O,X,X,X,X,X,X
JITZSOL,X,O,O,X,X,X,X,X,X,X
JITZOLS,X,X,O,X,X,X,X,X,X,X
JITZOSL,X,X,O,X,X,X,X,X,X,X
JITOLSZ,X,X,O,X,X,X,X,X,X,X
JITOLZS,O,X,O,X,X,X,X,X,X,X
JITOSLZ,X,X,O,O,X,X,X,X,X,X
JITOSZL,X,X,X,O,X,X,X,X,X,X
JITOZLS,O,X,O,X,X,X,X,X,X,X
JITOZSL,X,X,O,O,X,X,X,X,X,X
JILTSZO,X,O,X,O,X,X,O,X,X,X
JILTSOZ,O,X,X,X,X,X,X,X,X,X
JILTZSO,X,O,X,X,X,X,O,X,X,X
JILTZOS,X,X,X,X,X,X,O,X,X,X
JILTOSZ,X,X,O,X,X,X,O,X,X,X
JILTOZS,O,X,O,X,X,X,O,X,X,X
JILSTZO,X,O,X,O,X,X,O,X,X,X
JILSTOZ,O,X,X,X,X,X,X,X,X,X
JILSZTO,X,O,X,O,X,X,X,X,X,X
JILSZOT,O,O,X,O,X,X,X,X,X,X
JILSOTZ,O,X,O,X,X,X,X,X,X,X
JILSOZT,O,O,O,O,X,X,X,X,X,X
JILZTSO,X,O,X,X,X,X,O,X,O,X
JILZTOS,X,X,X,X,X,X,O,X,O,X
JILZSTO,X,O,X,O,X,X,X,X,O,X
JILZSOT,O,O,O,O,X,X,X,X,O,X
JILZOTS,O,X,O,X,X,X,X,X,O,X
JILZOST,O,O,O,X,X,X,X,X,O,X
JILOTSZ,X,X,O,X,X,X,X,X,X,X
JILOTZS,O,X,O,X,X,X,O,X,X,X
JILOSTZ,O,X,O,O,X,X,X,X,X,X
JILOSZT,O,O,O,O,X,X,X,X,X,X
JILOZTS,O,X,O,X,X,X,X,X,X,X
JILOZST,O,O,O,O,X,X,X,X,X,X
JISTLZO,X,O,X,O,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X,X,X,X
JISTZLO,X,O,X,O,X,X,X,X,X,X
JISTZOL,X,O,X,X,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,X,X,X,X,X
JISTOZL,O,X,X,X,X,X,X,X,X,X
JISLTZO,X,O,X,O,X,X,X,X,X,X
JISLTOZ,O,X,X,X,X,X,X,X,X,X
JISLZTO,X,O,X,O,X,X,X,X,X,X
JISLZOT,O,O,X,O,X,X,X,X,X,X
JISLOTZ,O,X,O,X,X,X,X,X,X,X
JISLOZT,O,O,O,O,X,X,X,X,X,X
JISZTLO,X,O,X,O,X,X,X,X,X,X
JISZTOL,X,O,O,X,X,X,X,X,X,X
JISZLTO,X,O,X,O,X,X,X,X,X,X
JISZLOT,O,O,O,O,X,X,X,X,X,X
JISZOTL,O,O,O,X,X,X,X,X,X,X
JISZOLT,O,O,O,O,X,X,X,X,X,X
JISOTLZ,O,X,O,O,X,X,X,X,X,X
JISOTZL,O,X,X,O,X,X,X,X,X,X
JISOLTZ,O,X,O,O,X,X,X,X,X,X
JISOLZT,O,O,O,O,X,X,X,X,X,X
JISOZTL,O,O,O,O,X,X,X,X,X,X
JISOZLT,O,O,O,O,X,X,X,X,X,X
JIZTLSO,X,O,X,X,X,X,X,X,X,O
JIZTLOS,X,X,X,X,X,X,X,X,X,O
JIZTSLO,X,O,X,O,X,X,X,X,X,O
JIZTSOL,X,O,O,X,X,X,X,X,X,O
JIZTOLS,X,X,O,X,X,X,X,X,X,O
JIZTOSL,X,X,O,X,X,X,X,X,X,O
JIZLTSO,X,O,X,X,X,X,X,X,O,O
JIZLTOS,X,X,X,X,X,X,X,X,O,O
JIZLSTO,X,O,X,O,X,X,X,X,O,X
JIZLSOT,O,O,O,O,X,X,X,X,O,X
JIZLOTS,O,X,O,X,X,X,X,X,O,X
JIZLOST,O,O,O,X,X,X,X,X,O,X
JIZSTLO,X,O,X,O,X,X,X,X,X,O
JIZSTOL,X,O,O,X,X,X,X,X,X,O
JIZSLTO,X,O,X,O,X,X,X,X,X,X
JIZSLOT,O,O,O,O,X,X,X,X,X,X
JIZSOTL,O,O,O,X,X,X,X,X,X,X
JIZSOLT,O,O,O,O,X,X,X,X,X,X
JIZOTLS,O,X,O,X,X,X,X,X,X,O
JIZOTSL,X,X,O,O,X,X,X,X,X,O
JIZOLTS,O,X,O,X,X,X,X,X,X,X
JIZOLST,O,O,O,O,X,X,X,X,X,X
JIZOSTL,X,O,O,O,X,X,X,X,X,X
JIZOSLT,O,O,O,O,X,X,X,X,X,X
JIOTLSZ,X,X,O,X,X,X,X,X,X,X
JIOTLZS,O,X,O,X,X,X,X,X,X,X
JIOTSLZ,X,X,O,O,X,X,X,X,X,X
JIOTSZL,X,X,X,O,X,X,X,X,X,X
JIOTZLS,O,X,O,X,X,X,X,X,X,X
