sequence,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigB3hB?GjBcqBlnBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigBGiB?TjBcqBlmBXsB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigBGjB?cqBlmB3nBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeuEJvhF1lB0hB?xiBCoBXqBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFXiBTjB?llBSsBOqB0rB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeRAJvhFGjBClB?0mBlnBXqBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeRAJvhFFiBTjB?WqB6rBcsBXqB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JexBJvhFTjBfqB?llBurBcsBCqB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeTDJvhFRlBGnB?XnBFqBCqB0rB
SOLJITZ,X,X,X,O,O,O,X,X,X
SOLJIZT,O,O,X,O,X,X,O,X,X
SOLJZTI,O,O,X,O,X,X,O,X,X
SOLJZIT,O,O,X,O,X,X,O,X,X
SOLZTIJ,O,O,X,O,O,O,O,X,X
SOLZTJI,O,O,X,O,X,O,O,O,X
SOLZITJ,O,O,X,O,O,O,O,X,X
SOLZIJT,O,O,X,O,X,X,X,X,X
SOLZJTI,O,O,X,O,X,X,O,O,X
SOLZJIT,O,O,X,O,X,X,O,O,X
SOJTILZ,O,O,X,O,X,X,X,X,O
SOJTIZL,O,O,O,O,X,X,X,X,O
SOJTLIZ,O,O,X,O,X,O,X,X,X
SOJTLZI,O,O,X,O,X,O,X,X,X
SOJTZIL,O,O,O,O,X,X,X,O,X
SOJTZLI,O,O,O,O,X,O,X,O,X
SOJITLZ,O,O,X,O,X,X,X,X,O
SOJITZL,O,O,O,O,X,X,X,X,O
SOJILTZ,X,X,X,O,X,X,X,X,O
SOJILZT,O,O,X,O,X,X,O,X,X
SOJIZTL,O,O,O,X,X,X,O,X,O
SOJIZLT,O,O,O,X,X,X,X,X,X
SOJLTIZ,X,X,X,O,X,O,X,X,X
SOJLTZI,X,X,X,O,X,O,X,X,X
SOJLITZ,X,X,X,O,X,O,X,X,X
SOJLIZT,O,O,X,O,X,X,O,X,X
SOJLZTI,O,O,X,O,X,X,O,X,X
SOJLZIT,O,O,X,O,X,X,O,X,X
SOJZTIL,O,O,O,O,X,X,O,O,X
SOJZTLI,O,O,O,O,X,X,X,O,X
SOJZITL,O,O,O,O,X,X,O,O,X
SOJZILT,O,O,O,X,X,X,X,O,X
SOJZLTI,O,O,O,O,X,X,O,O,X
SOJZLIT,O,O,O,O,X,X,O,O,X
SOZTILJ,O,O,O,O,X,X,X,X,X
SOZTIJL,O,O,O,O,X,X,X,O,X
SOZTLIJ,O,O,O,O,X,O,X,X,X
SOZTLJI,O,O,O,O,X,O,X,O,X
SOZTJIL,O,O,O,O,X,X,O,O,X
SOZTJLI,O,O,O,O,X,O,X,O,X
SOZITLJ,O,O,O,O,X,X,X,X,X
SOZITJL,O,O,O,O,X,X,X,O,X
SOZILTJ,O,O,O,O,X,X,X,X,X
SOZILJT,O,O,O,O,X,X,X,X,X
SOZIJTL,O,O,O,O,X,X,X,O,X
SOZIJLT,O,O,O,X,X,X,X,O,X
SOZLTIJ,O,O,O,O,X,O,O,X,X
SOZLTJI,O,O,O,O,X,O,O,O,X
SOZLITJ,O,O,O,O,X,O,O,X,X
SOZLIJT,O,O,O,O,X,X,X,X,X
SOZLJTI,O,O,O,O,X,X,O,O,X
SOZLJIT,O,O,O,O,X,X,O,O,X
SOZJTIL,O,O,O,O,X,X,O,O,X
SOZJTLI,O,O,O,O,X,X,X,O,X
SOZJITL,O,O,O,O,X,X,O,O,X
SOZJILT,O,O,O,X,X,X,X,O,X
SOZJLTI,O,O,O,O,X,X,O,O,X
SOZJLIT,O,O,O,O,X,X,O,O,X
ZTILJSO,O,O,O,O,X,X,X,X,X
ZTILJOS,O,O,X,O,X,X,X,X,X
ZTILSJO,O,O,O,O,X,X,X,X,X
ZTILSOJ,O,O,O,O,O,X,X,X,X
ZTILOJS,O,O,X,O,X,X,X,X,X
ZTILOSJ,O,O,O,O,O,X,X,X,X
ZTIJLSO,O,O,O,O,X,X,X,X,X
ZTIJLOS,O,O,X,O,X,X,O,X,X
ZTIJSLO,O,O,O,O,X,O,X,X,X
ZTIJSOL,O,O,O,O,X,X,O,X,X
ZTIJOLS,O,O,X,O,X,X,O,X,X
ZTIJOSL,O,O,X,X,X,X,O,X,O
ZTISLJO,O,O,O,O,X,O,X,X,X
ZTISLOJ,O,O,O,O,X,O,X,X,X
ZTISJLO,O,O,O,O,X,O,X,X,X
ZTISJOL,O,O,O,O,X,X,X,X,X
ZTISOLJ,O,O,O,X,X,X,X,X,X
ZTISOJL,O,O,O,O,X,X,X,X,X
ZTIOLJS,O,O,X,X,X,X,X,X,X
ZTIOLSJ,O,O,O,X,O,X,X,X,X
ZTIOJLS,O,O,X,O,X,X,O,X,X
ZTIOJSL,O,O,X,X,X,X,O,X,O
ZTIOSLJ,O,O,O,X,X,X,X,X,X
ZTIOSJL,O,O,O,O,X,X,X,X,X
ZTLIJSO,O,O,O,O,X,X,O,X,X
ZTLIJOS,O,O,X,O,X,X,O,X,X
ZTLISJO,O,O,O,O,X,X,X,X,X
ZTLISOJ,O,O,O,O,O,X,O,X,X
ZTLIOJS,O,O,X,O,X,X,O,X,X
ZTLIOSJ,O,O,O,O,O,X,O,X,X
ZTLJISO,O,O,O,O,X,X,O,X,X
ZTLJIOS,O,O,X,O,X,X,O,X,X
ZTLJSIO,O,O,O,O,X,O,O,X,X
ZTLJSOI,O,O,O,O,X,O,O,X,X
ZTLJOIS,O,O,X,O,X,X,O,X,X
ZTLJOSI,O,O,X,O,X,X,O,X,X
ZTLSIJO,O,O,O,O,X,O,X,X,X
ZTLSIOJ,O,O,O,O,O,O,O,X,X
ZTLSJIO,O,O,O,O,X,O,O,X,X
ZTLSJOI,O,O,O,O,X,O,O,X,X
ZTLSOIJ,O,O,O,O,O,O,O,X,X
ZTLSOJI,O,O,O,O,X,O,O,X,X
ZTLOIJS,O,O,X,O,X,X,O,X,X
ZTLOISJ,O,O,O,O,O,X,O,X,X
ZTLOJIS,O,O,X,O,X,X,O,X,X
ZTLOJSI,O,O,X,O,X,X,O,X,X
ZTLOSIJ,O,O,O,O,O,X,O,X,X
ZTLOSJI,O,O,O,O,X,X,O,X,X
ZTJILSO,O,O,O,O,X,X,X,X,X
ZTJILOS,O,O,X,O,X,X,O,X,X
ZTJISLO,O,O,O,O,X,O,X,O,X
ZTJISOL,O,O,O,O,X,X,O,O,X
ZTJIOLS,O,O,X,O,X,X,O,X,X
ZTJIOSL,O,O,X,X,X,X,O,O,O
ZTJLISO,O,O,O,O,X,X,O,X,X
ZTJLIOS,O,O,X,O,X,X,O,X,X
ZTJLSIO,O,O,O,O,X,O,O,X,X
ZTJLSOI,O,O,O,O,X,O,O,X,X
ZTJLOIS,O,O,X,O,X,X,O,X,X
ZTJLOSI,O,O,X,O,X,X,O,X,X
ZTJSILO,O,O,O,O,X,O,X,O,X
ZTJSIOL,O,O,O,O,X,X,O,O,X
ZTJSLIO,O,O,O,O,X,O,X,O,X
ZTJSLOI,O,O,O,O,X,O,X,O,X
ZTJSOIL,O,O,O,O,X,X,O,O,X
ZTJSOLI,O,O,O,O,X,O,X,O,X
ZTJOILS,O,O,X,O,X,X,O,X,X
ZTJOISL,O,O,X,O,X,X,O,O,O
ZTJOLIS,O,O,X,O,X,X,O,X,X
ZTJOLSI,O,O,X,O,X,X,O,X,X
ZTJOSIL,O,O,X,O,X,X,O,O,X
ZTJOSLI,O,O,X,O,X,O,X,O,X
ZTSILJO,O,O,O,O,X,O,X,X,X
ZTSILOJ,O,O,O,O,X,O,X,X,X
ZTSIJLO,O,O,O,O,X,O,X,O,X
ZTSIJOL,O,O,O,O,X,X,X,O,X
ZTSIOLJ,O,O,O,X,X,X,X,X,X
ZTSIOJL,O,O,O,O,X,X,X,O,X
ZTSLIJO,O,O,O,O,X,O,X,X,X
ZTSLIOJ,O,O,O,O,X,O,X,X,X
ZTSLJIO,O,O,O,O,X,O,X,O,X
ZTSLJOI,O,O,O,O,X,O,X,O,X
ZTSLOIJ,O,O,O,O,X,O,X,X,X
ZTSLOJI,O,O,O,O,X,O,X,O,X
ZTSJILO,O,O,O,O,X,O,X,O,X
ZTSJIOL,O,O,O,O,X,X,O,O,X
ZTSJLIO,O,O,O,O,X,O,X,O,X
ZTSJLOI,O,O,O,O,X,O,X,O,X
ZTSJOIL,O,O,O,O,X,X,O,O,X
ZTSJOLI,O,O,O,O,X,O,X,O,X
ZTSOILJ,O,O,O,O,X,X,X,X,X
ZTSOIJL,O,O,O,O,X,X,X,O,X
ZTSOLIJ,O,O,O,O,X,O,X,X,X
ZTSOLJI,O,O,O,O,X,O,X,O,X
ZTSOJIL,O,O,O,O,X,X,O,O,X
ZTSOJLI,O,O,O,O,X,O,X,O,X
ZTOILJS,O,O,X,O,X,X,X,X,X
ZTOILSJ,O,O,O,O,O,X,X,X,X
ZTOIJLS,O,O,X,O,X,X,O,X,X
ZTOIJSL,O,O,X,O,X,X,O,X,O
ZTOISLJ,O,O,O,O,X,X,X,X,X
ZTOISJL,O,O,O,O,X,X,X,X,X
ZTOLIJS,O,O,X,O,X,X,O,X,X
ZTOLISJ,O,O,O,O,O,X,O,X,X
ZTOLJIS,O,O,X,O,X,X,O,X,X
ZTOLJSI,O,O,X,O,X,X,O,X,X
ZTOLSIJ,O,O,O,O,O,X,O,X,X
ZTOLSJI,O,O,O,O,X,X,O,X,X
ZTOJILS,O,O,X,O,X,X,O,X,X
ZTOJISL,O,O,X,O,X,X,O,O,O
ZTOJLIS,O,O,X,O,X,X,O,X,X
ZTOJLSI,O,O,X,O,X,X,O,X,X
ZTOJSIL,O,O,X,O,X,X,O,O,X
ZTOJSLI,O,O,X,O,X,O,X,O,X
ZTOSILJ,O,O,O,O,X,X,X,X,X
ZTOSIJL,O,O,O,O,X,X,X,O,X
ZTOSLIJ,O,O,O,O,X,O,X,X,X
ZTOSLJI,O,O,O,O,X,O,X,O,X
ZTOSJIL,O,O,O,O,X,X,O,O,X
ZTOSJLI,O,O,O,O,X,O,X,O,X
ZITLJSO,O,O,O,X,X,X,X,X,X
ZITLJOS,O,O,X,X,X,X,X,X,X
ZITLSJO,O,O,O,X,X,X,X,X,X
ZITLSOJ,O,O,O,X,O,X,X,X,X
ZITLOJS,O,O,X,X,X,X,X,X,X
ZITLOSJ,O,O,O,X,O,X,X,X,X
ZITJLSO,O,O,O,X,X,X,X,X,X
ZITJLOS,O,O,X,X,X,X,O,X,X
ZITJSLO,O,O,O,X,X,O,X,X,X
ZITJSOL,O,O,O,X,X,X,O,X,X
ZITJOLS,O,O,X,X,X,X,O,X,X
ZITJOSL,O,O,X,X,X,X,O,X,X
ZITSLJO,O,O,O,X,X,O,X,X,X
ZITSLOJ,O,O,O,X,X,O,X,X,X
ZITSJLO,O,O,O,X,X,O,X,X,X
ZITSJOL,O,O,O,X,X,X,X,X,X
ZITSOLJ,O,O,O,X,X,X,X,X,X
ZITSOJL,O,O,O,X,X,X,X,X,X
ZITOLJS,O,O,X,X,X,X,X,X,X
ZITOLSJ,O,O,O,X,O,X,X,X,X
ZITOJLS,O,O,X,X,X,X,O,X,X
ZITOJSL,O,O,X,X,X,X,O,X,X
ZITOSLJ,O,O,O,X,X,X,X,X,X
ZITOSJL,O,O,O,X,X,X,X,X,X
ZILTJSO,O,O,O,X,X,X,O,X,X
ZILTJOS,O,O,X,X,X,X,O,X,X
ZILTSJO,O,O,O,X,X,X,X,X,X
ZILTSOJ,O,O,O,X,O,X,O,X,X
ZILTOJS,O,O,X,X,X,X,O,X,X
ZILTOSJ,O,O,O,X,O,X,O,X,X
ZILJTSO,O,O,O,X,X,X,O,X,X
ZILJTOS,O,O,X,X,X,X,O,X,X
ZILJSTO,O,O,O,X,X,X,O,X,X
ZILJSOT,O,O,O,X,X,X,O,X,X
ZILJOTS,O,O,X,X,X,X,O,X,X
ZILJOST,O,O,O,X,X,X,O,X,X
ZILSTJO,O,O,O,X,X,X,X,X,X
ZILSTOJ,O,O,O,X,O,X,O,X,X
ZILSJTO,O,O,O,X,X,X,X,X,X
ZILSJOT,O,O,O,X,X,X,X,X,X
ZILSOTJ,O,O,O,X,O,X,O,X,X
ZILSOJT,O,O,O,X,X,X,X,X,X
ZILOTJS,O,O,X,X,X,X,O,X,X
ZILOTSJ,O,O,O,X,O,X,O,X,X
ZILOJTS,O,O,X,X,X,X,O,X,X
ZILOJST,O,O,O,X,X,X,O,X,X
ZILOSTJ,O,O,O,X,O,X,O,X,X
ZILOSJT,O,O,O,X,X,X,X,X,X
ZIJTLSO,O,O,O,X,X,X,X,X,X
ZIJTLOS,O,O,X,X,X,X,O,X,X
ZIJTSLO,O,O,O,X,X,X,X,O,X
ZIJTSOL,O,O,O,X,X,X,O,O,X
ZIJTOLS,O,O,X,X,X,X,O,X,X
ZIJTOSL,O,O,X,X,X,X,O,O,X
ZIJLTSO,O,O,O,X,X,X,O,X,X
ZIJLTOS,O,O,X,X,X,X,O,X,X
ZIJLSTO,O,O,O,X,X,X,O,O,X
ZIJLSOT,O,O,O,X,X,X,O,O,X
ZIJLOTS,O,O,X,X,X,X,O,X,X
ZIJLOST,O,O,O,X,X,X,O,O,X
ZIJSTLO,O,O,O,X,X,X,X,O,X
ZIJSTOL,O,O,O,X,X,X,O,O,X
ZIJSLTO,O,O,O,X,X,X,X,O,X
ZIJSLOT,O,O,O,X,X,X,X,O,X
ZIJSOTL,O,O,O,X,X,X,O,O,X
ZIJSOLT,O,O,O,X,X,X,X,O,X
ZIJOTLS,O,O,X,X,X,X,O,X,X
ZIJOTSL,O,O,X,X,X,X,O,O,O
ZIJOLTS,O,O,X,X,X,X,O,X,X
ZIJOLST,O,O,O,X,X,X,O,O,X
ZIJOSTL,O,O,O,X,X,X,O,O,O
ZIJOSLT,O,O,O,X,X,X,X,O,X
ZISTLJO,O,O,O,X,X,O,X,X,X
ZISTLOJ,O,O,O,X,X,O,X,X,X
ZISTJLO,O,O,O,X,X,O,X,O,X
ZISTJOL,O,O,O,X,X,X,X,O,X
ZISTOLJ,O,O,O,X,X,X,X,X,X
ZISTOJL,O,O,O,X,X,X,X,O,X
ZISLTJO,O,O,O,X,X,O,X,X,X
ZISLTOJ,O,O,O,X,X,O,X,X,X
ZISLJTO,O,O,O,X,X,O,X,X,X
ZISLJOT,O,O,O,X,X,X,X,X,X
ZISLOTJ,O,O,O,X,X,O,X,X,X
ZISLOJT,O,O,O,X,X,X,X,X,X
ZISJTLO,O,O,O,X,X,X,X,O,X
ZISJTOL,O,O,O,X,X,X,X,O,X
ZISJLTO,O,O,O,X,X,X,X,O,X
ZISJLOT,O,O,O,X,X,X,X,O,X
ZISJOTL,O,O,O,X,X,X,X,O,X
ZISJOLT,O,O,O,X,X,X,X,O,X
ZISOTLJ,O,O,O,X,X,X,X,X,X
ZISOTJL,O,O,O,X,X,X,X,O,X
ZISOLTJ,O,O,O,X,X,X,X,X,X
ZISOLJT,O,O,O,X,X,X,X,X,X
ZISOJTL,O,O,O,X,X,X,X,O,X
ZISOJLT,O,O,O,X,X,X,X,O,X
ZIOTLJS,O,O,X,X,X,X,X,X,X
ZIOTLSJ,O,O,O,X,O,X,X,X,X
ZIOTJLS,O,O,X,X,X,X,O,X,X
ZIOTJSL,O,O,X,X,X,X,O,X,X
ZIOTSLJ,O,O,O,X,X,X,X,X,X
ZIOTSJL,O,O,O,X,X,X,X,X,X
ZIOLTJS,O,O,X,X,X,X,O,X,X
ZIOLTSJ,O,O,O,X,O,X,O,X,X
ZIOLJTS,O,O,X,X,X,X,O,X,X
ZIOLJST,O,O,O,X,X,X,O,X,X
ZIOLSTJ,O,O,O,X,O,X,O,X,X
ZIOLSJT,O,O,O,X,X,X,X,X,X
ZIOJTLS,O,O,X,X,X,X,O,X,X
ZIOJTSL,O,O,X,X,X,X,O,O,O
ZIOJLTS,O,O,X,X,X,X,O,X,X
ZIOJLST,O,O,O,X,X,X,O,O,X
ZIOJSTL,O,O,O,X,X,X,O,O,O
ZIOJSLT,O,O,O,X,X,X,X,O,X
ZIOSTLJ,O,O,O,X,X,X,X,X,X
ZIOSTJL,O,O,O,X,X,X,X,O,X
ZIOSLTJ,O,O,O,X,X,X,X,X,X
ZIOSLJT,O,O,O,X,X,X,X,X,X
ZIOSJTL,O,O,O,X,X,X,X,O,X
ZIOSJLT,O,O,O,X,X,X,X,O,X
ZLTIJSO,O,O,O,O,X,X,O,X,X
ZLTIJOS,O,O,X,O,X,X,O,X,X
ZLTISJO,O,O,O,O,X,X,X,X,X
ZLTISOJ,O,O,O,O,O,X,O,X,X
ZLTIOJS,O,O,X,O,X,X,O,X,X
ZLTIOSJ,O,O,O,O,O,X,O,X,X
ZLTJISO,O,O,O,O,X,X,O,X,X
ZLTJIOS,O,O,X,O,X,X,O,X,X
ZLTJSIO,O,O,O,O,X,O,O,X,X
ZLTJSOI,O,O,O,O,X,O,O,X,X
ZLTJOIS,O,O,X,O,X,X,O,X,X
ZLTJOSI,O,O,X,O,X,X,O,X,X
ZLTSIJO,O,O,O,O,X,O,X,X,X
ZLTSIOJ,O,O,O,O,O,O,O,X,X
ZLTSJIO,O,O,O,O,X,O,O,X,X
ZLTSJOI,O,O,O,O,X,O,O,X,X
ZLTSOIJ,O,O,O,O,O,O,O,X,X
ZLTSOJI,O,O,O,O,X,O,O,X,X
ZLTOIJS,O,O,X,O,X,X,O,X,X
ZLTOISJ,O,O,O,O,O,X,O,X,X
ZLTOJIS,O,O,X,O,X,X,O,X,X
ZLTOJSI,O,O,X,O,X,X,O,X,X
ZLTOSIJ,O,O,O,O,O,X,O,X,X
ZLTOSJI,O,O,O,O,X,X,O,X,X
ZLITJSO,O,O,O,O,X,X,O,X,X
ZLITJOS,O,O,X,O,X,X,O,X,X
ZLITSJO,O,O,O,O,X,X,X,X,X
ZLITSOJ,O,O,O,O,O,X,O,X,X
ZLITOJS,O,O,X,O,X,X,O,X,X
ZLITOSJ,O,O,O,O,O,X,O,X,X
ZLIJTSO,O,O,O,X,X,X,O,X,X
ZLIJTOS,O,O,X,X,X,X,O,X,X
ZLIJSTO,O,O,O,X,X,X,O,X,X
ZLIJSOT,O,O,O,X,X,X,O,X,X
ZLIJOTS,O,O,X,X,X,X,O,X,X
ZLIJOST,O,O,O,X,X,X,O,X,X
ZLISTJO,O,O,O,O,X,X,X,X,X
ZLISTOJ,O,O,O,O,O,X,O,X,X
ZLISJTO,O,O,O,O,X,X,X,X,X
ZLISJOT,O,O,O,X,X,X,X,X,X
ZLISOTJ,O,O,O,X,O,X,O,X,X
ZLISOJT,O,O,O,X,X,X,X,X,X
ZLIOTJS,O,O,X,X,X,X,O,X,X
ZLIOTSJ,O,O,O,X,O,X,O,X,X
ZLIOJTS,O,O,X,X,X,X,O,X,X
ZLIOJST,O,O,O,X,X,X,O,X,X
ZLIOSTJ,O,O,O,X,O,X,O,X,X
ZLIOSJT,O,O,O,X,X,X,X,X,X
ZLJTISO,O,O,O,X,X,X,O,X,X
ZLJTIOS,O,O,X,X,X,X,O,X,X
ZLJTSIO,O,O,O,X,X,X,O,X,X
ZLJTSOI,O,O,O,X,X,X,O,X,X
ZLJTOIS,O,O,X,X,X,X,O,X,X
ZLJTOSI,O,O,X,X,X,X,O,X,X
ZLJITSO,O,O,O,X,X,X,O,X,X
ZLJITOS,O,O,X,X,X,X,O,X,X
ZLJISTO,O,O,O,X,X,X,O,O,X
ZLJISOT,O,O,O,X,X,X,O,O,X
ZLJIOTS,O,O,X,X,X,X,O,X,X
ZLJIOST,O,O,O,X,X,X,O,O,X
ZLJSTIO,O,O,O,X,X,X,O,O,X
ZLJSTOI,O,O,O,X,X,X,O,O,X
ZLJSITO,O,O,O,X,X,X,O,O,X
ZLJSIOT,O,O,O,X,X,X,O,O,X
ZLJSOTI,O,O,O,X,X,X,O,O,X
ZLJSOIT,O,O,O,X,X,X,O,O,X
ZLJOTIS,O,O,X,X,X,X,O,X,X
ZLJOTSI,O,O,X,X,X,X,O,X,X
ZLJOITS,O,O,X,X,X,X,O,X,X
ZLJOIST,O,O,O,X,X,X,O,O,X
ZLJOSTI,O,O,O,X,X,X,O,O,X
ZLJOSIT,O,O,O,X,X,X,O,O,X
ZLSTIJO,O,O,O,O,X,O,X,X,X
ZLSTIOJ,O,O,O,O,O,O,O,X,X
ZLSTJIO,O,O,O,O,X,O,O,O,X
ZLSTJOI,O,O,O,O,X,O,O,O,X
ZLSTOIJ,O,O,O,O,O,O,O,X,X
ZLSTOJI,O,O,O,O,X,O,O,O,X
ZLSITJO,O,O,O,O,X,O,X,X,X
ZLSITOJ,O,O,O,O,O,O,O,X,X
ZLSIJTO,O,O,O,O,X,O,X,X,X
ZLSIJOT,O,O,O,X,X,X,X,X,X
ZLSIOTJ,O,O,O,X,O,O,O,X,X
ZLSIOJT,O,O,O,X,X,X,X,X,X
ZLSJTIO,O,O,O,O,X,O,O,O,X
ZLSJTOI,O,O,O,O,X,O,O,O,X
ZLSJITO,O,O,O,O,X,O,O,O,X
ZLSJIOT,O,O,O,X,X,X,O,O,X
ZLSJOTI,O,O,O,O,X,X,O,O,X
ZLSJOIT,O,O,O,O,X,X,O,O,X
ZLSOTIJ,O,O,O,O,O,O,O,X,X
ZLSOTJI,O,O,O,O,X,O,O,O,X
ZLSOITJ,O,O,O,O,O,O,O,X,X
ZLSOIJT,O,O,O,O,X,X,X,X,X
ZLSOJTI,O,O,O,O,X,X,O,O,X
ZLSOJIT,O,O,O,O,X,X,O,O,X
ZLOTIJS,O,O,X,O,X,X,O,X,X
ZLOTISJ,O,O,O,O,O,X,O,X,X
ZLOTJIS,O,O,X,O,X,X,O,X,X
ZLOTJSI,O,O,X,O,X,X,O,X,X
ZLOTSIJ,O,O,O,O,O,X,O,X,X
ZLOTSJI,O,O,O,O,X,X,O,X,X
ZLOITJS,O,O,X,O,X,X,O,X,X
ZLOITSJ,O,O,O,O,O,X,O,X,X
ZLOIJTS,O,O,X,O,X,X,O,X,X
ZLOIJST,O,O,O,O,X,X,O,X,X
ZLOISTJ,O,O,O,O,O,X,O,X,X
ZLOISJT,O,O,O,O,X,X,X,X,X
ZLOJTIS,O,O,X,O,X,X,O,X,X
ZLOJTSI,O,O,X,O,X,X,O,X,X
ZLOJITS,O,O,X,O,X,X,O,X,X
ZLOJIST,O,O,O,O,X,X,O,O,X
ZLOJSTI,O,O,O,O,X,X,O,O,X
ZLOJSIT,O,O,O,O,X,X,O,O,X
ZLOSTIJ,O,O,O,O,O,X,O,X,X
ZLOSTJI,O,O,O,O,X,X,O,O,X
ZLOSITJ,O,O,O,O,O,X,O,X,X
ZLOSIJT,O,O,O,O,X,X,X,X,X
ZLOSJTI,O,O,O,O,X,X,O,O,X
ZLOSJIT,O,O,O,O,X,X,O,O,X
ZJTILSO,O,O,O,X,X,X,X,X,X
ZJTILOS,O,O,X,X,X,X,O,X,X
ZJTISLO,O,O,O,X,X,O,X,O,X
ZJTISOL,O,O,O,X,X,X,O,O,X
ZJTIOLS,O,O,X,X,X,X,O,X,X
ZJTIOSL,O,O,X,X,X,X,O,O,O
ZJTLISO,O,O,O,X,X,X,O,X,X
ZJTLIOS,O,O,X,X,X,X,O,X,X
ZJTLSIO,O,O,O,X,X,O,O,X,X
ZJTLSOI,O,O,O,X,X,O,O,X,X
ZJTLOIS,O,O,X,X,X,X,O,X,X
ZJTLOSI,O,O,X,X,X,X,O,X,X
ZJTSILO,O,O,O,X,X,O,X,O,X
ZJTSIOL,O,O,O,X,X,X,O,O,X
ZJTSLIO,O,O,O,X,X,O,X,O,X
ZJTSLOI,O,O,O,X,X,O,X,O,X
ZJTSOIL,O,O,O,X,X,X,O,O,X
ZJTSOLI,O,O,O,X,X,O,X,O,X
ZJTOILS,O,O,X,X,X,X,O,X,X
ZJTOISL,O,O,X,X,X,X,O,O,O
ZJTOLIS,O,O,X,X,X,X,O,X,X
ZJTOLSI,O,O,X,X,X,X,O,X,X
ZJTOSIL,O,O,X,X,X,X,O,O,X
ZJTOSLI,O,O,X,X,X,O,X,O,X
ZJITLSO,O,O,O,X,X,X,X,X,X
ZJITLOS,O,O,X,X,X,X,O,X,X
ZJITSLO,O,O,O,X,X,X,X,O,X
ZJITSOL,O,O,O,X,X,X,O,O,X
ZJITOLS,O,O,X,X,X,X,O,X,X
ZJITOSL,O,O,X,X,X,X,O,O,X
ZJILTSO,O,O,O,X,X,X,O,X,X
ZJILTOS,O,O,X,X,X,X,O,X,X
ZJILSTO,O,O,O,X,X,X,O,O,X
ZJILSOT,O,O,O,X,X,X,O,O,X
ZJILOTS,O,O,X,X,X,X,O,X,X
ZJILOST,O,O,O,X,X,X,O,O,X
ZJISTLO,O,O,O,X,X,X,X,O,X
ZJISTOL,O,O,O,X,X,X,O,O,X
ZJISLTO,O,O,O,X,X,X,X,O,X
ZJISLOT,O,O,O,X,X,X,X,O,X
ZJISOTL,O,O,O,X,X,X,O,O,X
ZJISOLT,O,O,O,X,X,X,X,O,X
ZJIOTLS,O,O,X,X,X,X,O,X,X
ZJIOTSL,O,O,X,X,X,X,O,O,O
ZJIOLTS,O,O,X,X,X,X,O,X,X
ZJIOLST,O,O,O,X,X,X,O,O,X
ZJIOSTL,O,O,O,X,X,X,O,O,O
ZJIOSLT,O,O,O,X,X,X,X,O,X
ZJLTISO,O,O,O,X,X,X,O,X,X
ZJLTIOS,O,O,X,X,X,X,O,X,X
ZJLTSIO,O,O,O,X,X,X,O,X,X
ZJLTSOI,O,O,O,X,X,X,O,X,X
ZJLTOIS,O,O,X,X,X,X,O,X,X
ZJLTOSI,O,O,X,X,X,X,O,X,X
ZJLITSO,O,O,O,X,X,X,O,X,X
ZJLITOS,O,O,X,X,X,X,O,X,X
ZJLISTO,O,O,O,X,X,X,O,O,X
ZJLISOT,O,O,O,X,X,X,O,O,X
ZJLIOTS,O,O,X,X,X,X,O,X,X
ZJLIOST,O,O,O,X,X,X,O,O,X
ZJLSTIO,O,O,O,X,X,X,O,O,X
ZJLSTOI,O,O,O,X,X,X,O,O,X
ZJLSITO,O,O,O,X,X,X,O,O,X
ZJLSIOT,O,O,O,X,X,X,O,O,X
ZJLSOTI,O,O,O,X,X,X,O,O,X
ZJLSOIT,O,O,O,X,X,X,O,O,X
ZJLOTIS,O,O,X,X,X,X,O,X,X
ZJLOTSI,O,O,X,X,X,X,O,X,X
ZJLOITS,O,O,X,X,X,X,O,X,X
ZJLOIST,O,O,O,X,X,X,O,O,X
ZJLOSTI,O,O,O,X,X,X,O,O,X
ZJLOSIT,O,O,O,X,X,X,O,O,X
ZJSTILO,O,O,O,X,X,O,X,O,X
ZJSTIOL,O,O,O,X,X,X,O,O,X
ZJSTLIO,O,O,O,X,X,O,X,O,X
ZJSTLOI,O,O,O,X,X,O,X,O,X
ZJSTOIL,O,O,O,X,X,X,O,O,X
ZJSTOLI,O,O,O,X,X,O,X,O,X
ZJSITLO,O,O,O,X,X,X,X,O,X
ZJSITOL,O,O,O,X,X,X,O,O,X
ZJSILTO,O,O,O,X,X,X,X,O,X
ZJSILOT,O,O,O,X,X,X,X,O,X
ZJSIOTL,O,O,O,X,X,X,O,O,X
ZJSIOLT,O,O,O,X,X,X,X,O,X
ZJSLTIO,O,O,O,X,X,O,O,O,X
ZJSLTOI,O,O,O,X,X,O,O,O,X
ZJSLITO,O,O,O,X,X,O,O,O,X
