sequence,v115@QhF8DeA8BeB8BeA8AeB8JeCBJvhFFjBRsBOpB8pB/s?BTrB,v115@QhF8DeA8BeB8BeA8AeB8JezAJvhFWnBxiB8sB3rBip?BlpB,v115@QhF8DeA8BeB8BeA8AeB8Jez/IvhFGhBFjBRsBKpB/s?BUrB,v115@QhF8DeA8BeB8BeA8AeB8Jem/IvhFSmBFjBRsB/sBTp?BUrB,v115@QhF8DeA8BeB8BeA8AeB8JeyEJvhFlhB5nBOoB8rBfr?BTpB,v115@QhF8DeA8BeB8BeA8AeB8JezAJvhFxiBXnB8sB+rBip?BlpB,v115@QhF8DeA8BeB8BeA8AeB8JeyEJvhFxiBXnB8sBFrBTp?BGrB,v115@QhF8DeA8BeB8BeA8AeB8JeyEJvhFxiBXnB8sBGrBTp?BFrB,v115@QhF8DeA8BeB8BeA8AeB8Jez/IvhFlhB5nBOoB8rBKp?BfrB,v115@QhF8DeA8BeB8BeA8AeB8JeWGJvhFxiBXnB8sBlpBip?BTrB,v115@QhF8DeA8BeB8BeA8AeB8Je2EJvhFRhB8rBznBFrB3p?BCtB,v115@QhF8DeA8BeB8BeA8AeB8Je2EJvhFRmBznB8rB3pBFr?BCtB
LIZSTJO,O,O,O,X,X,O,O,O,X,O,X,X
LIZSTOJ,O,O,O,O,X,X,O,X,X,X,X,X
LIZSJTO,O,O,O,X,O,O,O,O,X,O,X,X
LIZSJOT,O,O,O,X,O,O,X,O,X,X,X,X
LIZSOTJ,O,O,O,O,X,X,O,X,X,X,X,X
LIZSOJT,O,O,O,O,X,O,X,O,X,X,X,X
LIZOTJS,O,X,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,X,O,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,O,X,X,X,X,X,X,X,X,X
LIZOJST,O,X,O,O,O,X,X,X,X,X,X,X
LIZOSTJ,O,X,O,O,X,X,O,X,X,X,X,X
LIZOSJT,O,X,O,O,X,X,X,O,X,X,X,X
LIOTJSZ,X,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,O,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,O,O,X,X,X,X,X,X,X,X
LIOTZJS,O,X,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,O,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,O,O,X,X,X,X,X,X,X,X
LIOJSZT,O,X,O,O,X,X,X,X,X,X,X,X
LIOJZTS,O,X,O,X,X,X,X,X,X,X,X,O
LIOJZST,O,X,O,O,O,X,X,X,X,X,X,O
LIOSTJZ,O,X,O,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,O,O,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,O,O,X,X,X,X,X,X,X,X
LIOSJZT,O,X,O,O,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,O,O,X,X,X,X,X,X,X,X
LIOSZJT,O,X,O,O,X,X,X,X,X,X,X,X
LIOZTJS,O,X,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,X,O,X,X,X,X,X,X,X,X,X
LIOZJTS,O,X,O,X,X,X,X,X,X,X,X,X
LIOZJST,O,X,O,O,O,X,X,X,X,X,X,X
LIOZSTJ,O,X,O,O,X,X,O,X,X,X,X,X
LIOZSJT,O,X,O,O,X,X,X,O,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,O,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,O,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,O,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,O,X,X,X,X,X,X,X,X
LJISZTO,O,X,X,X,O,X,X,X,X,X,X,X
LJISZOT,O,X,X,X,O,X,X,X,X,X,X,X
LJISOTZ,X,X,X,O,X,X,X,X,X,X,X,X
LJISOZT,X,X,X,O,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,X,O,X,X,X,O,X,X,X
LJIZTOS,X,X,X,X,X,X,X,X,O,X,X,X
LJIZSTO,O,X,X,X,O,X,O,O,O,X,X,X
LJIZSOT,O,X,X,X,O,X,X,O,O,X,X,X
LJIZOTS,X,X,X,X,X,X,X,X,O,X,X,X
LJIZOST,O,X,X,X,O,X,X,X,O,X,X,X
LJIOTSZ,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,O,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,O,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,X,X,X,X,O
LJIOZST,X,X,X,O,O,X,X,X,X,X,X,O
LJSTIZO,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,X,X,X,X,O,X,X,X,X,X,X,X
LJSIZOT,X,X,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,X,X,X,O,X,X,X,X,X,X,X
LJSZIOT,X,X,X,X,O,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,O,X,X,X,X,X,X,X
LJZTIOS,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,O,X,X,X,O,X,X,X
LJZITOS,X,X,X,X,X,X,X,X,O,X,X,X
LJZISTO,X,X,X,X,O,X,O,O,O,X,X,X
LJZISOT,X,X,X,X,O,X,X,O,O,X,X,X
LJZIOTS,X,X,X,X,X,X,X,X,O,X,X,X
LJZIOST,X,X,X,X,O,X,X,X,O,X,X,X
LJZSTIO,X,X,X,X,X,X,O,O,X,O,X,X
LJZSTOI,X,X,X,X,X,X,O,O,X,O,X,X
LJZSITO,X,X,X,X,O,X,O,O,X,O,X,X
LJZSIOT,X,X,X,X,O,X,X,O,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,O,X,X,X,X
LJZSOIT,X,X,X,X,X,X,X,O,X,X,X,X
LJZOTIS,X,X,X,X,X,X,X,X,X,X,O,X
LJZOTSI,X,X,X,X,X,X,X,X,X,X,O,X
LJZOITS,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,X,X,X,X,O,X,X,X,X,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,X,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,X,X,X,X,X,X,X,X,X,O
LJOIZST,X,X,X,X,O,X,X,X,X,X,X,O
LJOSTIZ,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,X,X,X,X,X,O,X
LJOZTSI,X,X,X,X,X,X,X,X,X,X,O,X
LJOZITS,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,X,X,X,O,X,X,X,X,X,X,X
LJOZSTI,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJOI,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJZI,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,O,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,X,X,X,O,X,X,X,X,X,X,X,X
LSITZJO,O,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,O,X,X,O,X,X,X,X,X,X,X,X
LSITOJZ,X,X,X,O,X,X,X,X,X,X,X,X
LSITOZJ,O,X,X,O,X,X,X,X,X,X,X,X
LSIJTZO,O,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,O,X,X,X,X,X,X,X,X
LSIJZTO,O,X,X,X,O,X,X,X,X,X,X,X
LSIJZOT,O,X,X,X,O,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,O,X,X,X,X,X,X,X,X
LSIJOZT,X,X,X,O,X,X,X,X,X,X,X,X
LSIZTJO,O,X,X,X,X,X,O,O,X,X,X,X
LSIZTOJ,O,X,X,O,X,X,O,X,X,X,X,X
LSIZJTO,O,X,X,X,O,X,O,O,X,X,X,X
LSIZJOT,O,X,X,X,O,X,X,O,X,X,X,X
LSIZOTJ,O,X,X,O,X,X,O,X,X,X,X,X
LSIZOJT,O,X,X,O,X,X,X,O,X,X,X,X
LSIOTJZ,X,X,X,O,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,X,O,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,O,X,X,X,X,X,X,X,X
LSIOJZT,X,X,X,O,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,O,X,X,X,X,X,X,X,X
LSIOZJT,O,X,X,O,X,X,X,X,X,X,X,X
LSJTIZO,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZIO,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,X,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,X,X,X,X,X,X,X,X,X,X,X,X
LSJIZTO,X,X,X,X,O,X,X,X,X,X,X,X
LSJIZOT,X,X,X,X,O,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,X,X,X,X,X,X,X,X
LSJIOZT,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTIO,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,X,X,X,X,O,X,X,X,X,X,X,X
LSJZIOT,X,X,X,X,O,X,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTZI,X,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,X,X,X,X,X,X,X,X
LSJOIZT,X,X,X,X,X,X,X,X,X,X,X,X
LSJOZTI,X,X,X,X,X,X,X,X,X,X,X,X
LSJOZIT,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,X,O,X,X,X,X,O,O,X,X,X,X
LSZTIOJ,X,O,X,X,X,X,O,X,X,X,X,X
LSZTJIO,X,O,X,X,X,X,O,O,X,X,X,X
LSZTJOI,X,O,X,X,X,X,O,O,X,X,X,X
LSZTOIJ,X,O,X,X,X,X,O,X,X,X,X,X
LSZTOJI,X,O,X,X,X,X,O,X,X,X,X,X
LSZITJO,X,O,X,X,X,X,O,O,X,X,X,X
LSZITOJ,X,O,X,X,X,X,O,X,X,X,X,X
LSZIJTO,X,O,X,X,O,X,O,O,X,X,X,X
LSZIJOT,X,O,X,X,O,X,X,O,X,X,X,X
LSZIOTJ,X,O,X,X,X,X,O,X,X,X,X,X
LSZIOJT,X,O,X,X,X,X,X,O,X,X,X,X
LSZJTIO,X,O,X,X,X,X,O,O,X,X,X,X
LSZJTOI,X,O,X,X,X,X,O,O,X,X,X,X
LSZJITO,X,O,X,X,O,X,O,O,X,X,X,X
LSZJIOT,X,O,X,X,O,X,X,O,X,X,X,X
LSZJOTI,X,O,X,X,X,X,X,O,X,X,X,X
LSZJOIT,X,O,X,X,X,X,X,O,X,X,X,X
LSZOTIJ,X,O,X,X,X,X,O,X,X,X,X,X
LSZOTJI,X,O,X,X,X,X,O,X,X,X,X,X
LSZOITJ,X,O,X,X,X,X,O,X,X,X,X,X
LSZOIJT,X,O,X,X,X,X,X,O,X,X,X,X
LSZOJTI,X,O,X,X,X,X,X,O,X,X,X,X
LSZOJIT,X,O,X,X,X,X,X,O,X,X,X,X
LSOTIJZ,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,X,X,X,X,X,X,X,X,X,X,X,X
LSOTJZI,X,X,X,X,X,X,X,X,X,X,X,X
LSOTZIJ,X,X,X,X,X,X,X,X,X,X,X,X
LSOTZJI,X,X,X,X,X,X,X,X,X,X,X,X
LSOITJZ,X,X,X,X,X,X,X,X,X,X,X,X
LSOITZJ,X,X,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,X,X,X,X,X,X,X,X,X,X,X,X
LSOIJZT,X,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,X,X,X,X,X,X,X,X,X,X,X,X
LSOIZJT,X,X,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,X,X,X,X,X,X,X,X,X,X,X,X
LSOJTZI,X,X,X,X,X,X,X,X,X,X,X,X
LSOJITZ,X,X,X,X,X,X,X,X,X,X,X,X
LSOJIZT,X,X,X,X,X,X,X,X,X,X,X,X
LSOJZTI,X,X,X,X,X,X,X,X,X,X,X,X
LSOJZIT,X,X,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,X,O,X,X,X,X,X,X,X,X,X,X
LSOZTJI,X,O,X,X,X,X,X,X,X,X,X,X
LSOZITJ,X,O,X,X,X,X,X,X,X,X,X,X
LSOZIJT,X,O,X,X,X,X,X,X,X,X,X,X
LSOZJTI,X,O,X,X,X,X,X,X,X,X,X,X
LSOZJIT,X,O,X,X,X,X,X,X,X,X,X,X
LZTIJSO,X,X,X,X,O,X,X,X,X,X,X,X
LZTIJOS,X,X,X,X,X,X,X,X,X,X,X,X
LZTISJO,X,X,X,X,X,X,O,O,X,X,X,X
LZTISOJ,X,X,X,X,X,X,O,X,X,X,X,X
LZTIOJS,X,X,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,X,X,X,X,X,X,X,X,X,X,X,X
LZTJISO,X,X,X,X,O,X,X,X,X,X,X,X
LZTJIOS,X,X,X,X,X,X,X,X,X,X,X,X
LZTJSIO,X,X,X,X,X,X,X,X,X,X,X,X
LZTJSOI,X,X,X,X,X,X,X,X,X,X,X,X
LZTJOIS,X,X,X,X,X,X,X,X,X,X,X,X
LZTJOSI,X,X,X,X,X,X,X,X,X,X,X,X
LZTSIJO,X,X,X,X,X,X,O,O,X,X,X,X
LZTSIOJ,X,X,X,X,X,X,O,X,X,X,X,X
LZTSJIO,X,X,X,X,X,X,O,O,X,X,X,X
LZTSJOI,X,X,X,X,X,X,O,O,X,X,X,X
LZTSOIJ,X,X,X,X,X,X,O,X,X,X,X,X
LZTSOJI,X,X,X,X,X,X,O,X,X,X,X,X
LZTOIJS,X,X,X,X,X,X,X,X,X,X,X,X
LZTOISJ,X,X,X,X,X,X,X,X,X,X,X,X
LZTOJIS,X,X,X,X,X,X,X,X,X,X,X,X
LZTOJSI,X,X,X,X,X,X,X,X,X,X,X,X
LZTOSIJ,X,X,X,X,X,X,X,X,X,X,X,X
LZTOSJI,X,X,X,X,X,X,X,X,X,X,X,X
LZITJSO,O,X,X,X,O,X,X,X,X,X,X,X
LZITJOS,X,X,X,X,X,X,X,X,X,X,X,X
LZITSJO,O,X,X,X,X,X,O,O,X,X,X,X
LZITSOJ,O,X,X,X,X,X,O,X,X,X,X,X
LZITOJS,X,X,X,X,X,X,X,X,X,X,X,X
LZITOSJ,X,X,X,X,X,X,X,X,X,X,X,X
LZIJTSO,O,X,X,X,O,X,X,X,O,X,X,X
LZIJTOS,X,X,X,X,X,X,X,X,O,X,X,X
LZIJSTO,O,X,X,X,O,X,O,O,O,X,X,X
LZIJSOT,O,X,X,X,O,X,X,O,O,X,X,X
LZIJOTS,X,X,X,X,X,X,X,X,O,X,X,X
LZIJOST,O,X,X,X,O,X,X,X,O,X,X,X
LZISTJO,O,O,X,X,X,O,O,O,X,O,X,X
LZISTOJ,O,O,X,O,X,X,O,X,X,X,X,X
LZISJTO,O,O,X,X,O,O,O,O,X,O,X,X
LZISJOT,O,O,X,X,O,O,X,O,X,X,X,X
LZISOTJ,O,O,X,O,X,X,O,X,X,X,X,X
LZISOJT,O,O,X,O,X,O,X,O,X,X,X,X
LZIOTJS,X,X,X,X,X,X,X,X,X,X,X,X
LZIOTSJ,X,X,X,X,X,X,X,X,X,X,X,X
LZIOJTS,X,X,X,X,X,X,X,X,X,X,X,X
LZIOJST,O,X,X,O,O,X,X,X,X,X,X,X
LZIOSTJ,O,X,X,O,X,X,O,X,X,X,X,X
LZIOSJT,O,X,X,O,X,X,X,O,X,X,X,X
LZJTISO,X,X,X,X,O,X,X,X,X,X,X,X
LZJTIOS,X,X,X,X,X,X,X,X,X,X,X,X
LZJTSIO,X,X,X,X,X,X,X,X,X,X,X,X
LZJTSOI,X,X,X,X,X,X,X,X,X,X,X,X
LZJTOIS,X,X,X,X,X,X,X,X,X,X,X,X
LZJTOSI,X,X,X,X,X,X,X,X,X,X,X,X
LZJITSO,X,X,X,X,O,X,X,X,O,X,X,X
LZJITOS,X,X,X,X,X,X,X,X,O,X,X,X
LZJISTO,X,X,X,X,O,X,O,O,O,X,X,X
LZJISOT,X,X,X,X,O,X,X,O,O,X,X,X
LZJIOTS,X,X,X,X,X,X,X,X,O,X,X,X
LZJIOST,X,X,X,X,O,X,X,X,O,X,X,X
LZJSTIO,X,X,X,X,X,X,O,O,X,O,X,X
LZJSTOI,X,X,X,X,X,X,O,O,X,O,X,X
LZJSITO,X,X,X,X,O,X,O,O,X,O,X,X
LZJSIOT,X,X,X,X,O,X,X,O,X,X,X,X
LZJSOTI,X,X,X,X,X,X,X,O,X,X,X,X
LZJSOIT,X,X,X,X,X,X,X,O,X,X,X,X
LZJOTIS,X,X,X,X,X,X,X,X,X,X,O,X
LZJOTSI,X,X,X,X,X,X,X,X,X,X,O,X
LZJOITS,X,X,X,X,X,X,X,X,X,X,X,X
LZJOIST,X,X,X,X,O,X,X,X,X,X,X,X
LZJOSTI,X,X,X,X,X,X,X,X,X,X,X,X
LZJOSIT,X,X,X,X,X,X,X,X,X,X,X,X
LZSTIJO,X,O,X,X,X,O,O,O,X,O,X,X
LZSTIOJ,X,O,X,X,X,X,O,X,X,X,X,X
LZSTJIO,X,O,X,X,X,O,O,O,X,O,X,X
LZSTJOI,X,O,X,X,X,O,O,O,X,O,X,X
LZSTOIJ,X,O,X,X,X,X,O,X,X,X,X,X
LZSTOJI,X,O,X,X,X,O,O,X,X,X,X,X
LZSITJO,X,O,X,X,X,O,O,O,X,O,X,X
LZSITOJ,X,O,X,X,X,X,O,X,X,X,X,X
LZSIJTO,X,O,X,X,O,O,O,O,X,O,X,X
LZSIJOT,X,O,X,X,O,O,X,O,X,X,X,X
LZSIOTJ,X,O,X,X,X,X,O,X,X,X,X,X
LZSIOJT,X,O,X,X,X,O,X,O,X,X,X,X
LZSJTIO,X,O,X,X,X,O,O,O,X,O,X,X
LZSJTOI,X,O,X,X,X,O,O,O,X,O,X,X
LZSJITO,X,O,X,X,O,O,O,O,X,O,X,X
LZSJIOT,X,O,X,X,O,O,X,O,X,X,X,X
LZSJOTI,X,O,X,X,X,O,X,O,X,X,X,X
LZSJOIT,X,O,X,X,X,O,X,O,X,X,X,X
LZSOTIJ,X,O,X,X,X,X,O,X,X,X,X,X
LZSOTJI,X,O,X,X,X,O,O,X,X,X,X,X
LZSOITJ,X,O,X,X,X,X,O,X,X,X,X,X
LZSOIJT,X,O,X,X,X,O,X,O,X,X,X,X
LZSOJTI,X,O,X,X,X,O,X,O,X,X,X,X
LZSOJIT,X,O,X,X,X,O,X,O,X,X,X,X
LZOTIJS,X,X,X,X,X,X,X,X,X,X,O,X
LZOTISJ,X,X,X,X,X,X,X,X,X,X,X,X
LZOTJIS,X,X,X,X,X,X,X,X,X,X,O,X
LZOTJSI,X,X,X,X,X,X,X,X,X,X,O,X
LZOTSIJ,X,X,X,X,X,X,X,X,X,X,X,X
LZOTSJI,X,X,X,X,X,X,X,X,X,X,X,X
LZOITJS,X,X,X,X,X,X,X,X,X,X,X,X
LZOITSJ,X,X,X,X,X,X,X,X,X,X,X,X
LZOIJTS,X,X,X,X,X,X,X,X,X,X,X,X
LZOIJST,X,X,X,X,O,X,X,X,X,X,X,X
LZOISTJ,X,X,X,X,X,X,O,X,X,X,X,X
LZOISJT,X,X,X,X,X,X,X,O,X,X,X,X
LZOJTIS,X,X,X,X,X,X,X,X,X,X,O,X
LZOJTSI,X,X,X,X,X,X,X,X,X,X,O,X
LZOJITS,X,X,X,X,X,X,X,X,X,X,X,X
LZOJIST,X,X,X,X,O,X,X,X,X,X,X,X
LZOJSTI,X,X,X,X,X,X,X,X,X,X,X,X
LZOJSIT,X,X,X,X,X,X,X,X,X,X,X,X
LZOSTIJ,X,X,X,X,X,X,O,X,X,X,X,X
LZOSTJI,X,X,X,X,X,O,O,X,X,X,X,X
LZOSITJ,X,X,X,X,X,X,O,X,X,X,X,X
LZOSIJT,X,X,X,X,X,O,X,O,X,X,X,X
LZOSJTI,X,X,X,X,X,O,X,O,X,X,X,X
LZOSJIT,X,X,X,X,X,O,X,O,X,X,X,X
LOTIJSZ,X,X,X,X,X,X,X,X,X,X,X,X
LOTIJZS,X,X,X,X,X,X,X,X,X,X,X,X
LOTISJZ,X,X,X,X,X,X,X,X,X,X,X,X
LOTISZJ,X,X,X,X,X,X,X,X,X,X,X,X
LOTIZJS,X,X,X,X,X,X,X,X,X,X,X,X
LOTIZSJ,X,X,X,X,X,X,X,X,X,X,X,X
LOTJISZ,X,X,X,X,X,X,X,X,X,X,X,X
LOTJIZS,X,X,X,X,X,X,X,X,X,X,X,X
LOTJSIZ,X,X,X,X,X,X,X,X,X,X,X,X
LOTJSZI,X,X,X,X,X,X,X,X,X,X,X,X
LOTJZIS,X,X,X,X,X,X,X,X,X,X,X,X
LOTJZSI,X,X,X,X,X,X,X,X,X,X,X,X
LOTSIJZ,X,X,X,X,X,X,X,X,X,X,X,X
LOTSIZJ,X,X,X,X,X,X,X,X,X,X,X,X
LOTSJIZ,X,X,X,X,X,X,X,X,X,X,X,X
LOTSJZI,X,X,X,X,X,X,X,X,X,X,X,X
LOTSZIJ,X,X,X,X,X,X,X,X,X,X,X,X
LOTSZJI,X,X,X,X,X,X,X,X,X,X,X,X
LOTZIJS,X,X,X,X,X,X,X,X,X,X,X,X
LOTZISJ,X,X,X,X,X,X,X,X,X,X,X,X
LOTZJIS,X,X,X,X,X,X,X,X,X,X,X,X
