sequence,v115@MhB8CeA8EeB8BeB8CeE8JeT/IvhF2lBRhBfoB6oBUq?BFrB,v115@MhB8CeA8EeB8BeB8CeE8JeT/IvhF2lBRhBSoBUoBFq?BXrB,v115@MhB8CeA8EeB8BeB8CeE8Jei/IvhFRhBziB+oBfqBVr?B0qB,v115@MhB8CeA8EeB8BeB8CeE8Jex/IvhFihBziB+oBlkBcq?BXrB,v115@MhB8CeA8EeB8BeB8CeE8Jei/IvhFRhBGjBzkBUoBFr?B3qB,v115@MhB8CeA8EeB8BeB8CeE8Jem/IvhFRhBCjB0kBToBFr?B3qB,v115@MhB8CeA8EeB8BeB8CeE8Je/EJvhFihBziB+oBxqB0q?BFqB,v115@MhB8CeA8EeB8BeB8CeE8Je/EJvhFUgBRhBCjBVrBTo?B2vB,v115@MhB8CeA8EeB8BeB8CeE8JeRBJvhFCjB0kBllBToBXr?BmpB
LOTSIJZ,O,O,X,X,X,X,X,O,O
LOTSIZJ,O,O,X,X,O,O,X,O,O
LOTSJIZ,O,O,X,X,X,X,X,O,O
LOTSJZI,O,O,X,X,X,X,X,O,O
LOTSZIJ,O,O,X,X,O,O,X,O,O
LOTSZJI,O,O,X,X,O,O,X,O,O
LOTZIJS,O,O,X,X,O,O,X,X,X
LOTZISJ,O,X,X,X,O,O,X,O,O
LOTZJIS,O,O,X,X,O,O,X,O,X
LOTZJSI,O,O,X,X,O,O,X,O,O
LOTZSIJ,O,O,X,X,O,O,X,O,O
LOTZSJI,O,O,X,X,O,O,X,O,O
LOITJSZ,X,O,X,X,X,X,X,O,X
LOITJZS,X,O,X,X,O,O,X,O,X
LOITSJZ,X,O,X,X,X,X,X,O,O
LOITSZJ,X,O,X,X,O,O,X,O,O
LOITZJS,X,O,X,X,O,O,X,X,X
LOITZSJ,X,X,X,X,O,O,X,O,X
LOIJTSZ,X,X,O,X,X,X,O,O,X
LOIJTZS,X,X,O,X,X,O,X,X,X
LOIJSTZ,X,X,O,X,X,X,O,X,O
LOIJSZT,X,X,O,X,X,X,O,X,X
LOIJZTS,X,X,O,X,O,O,X,X,X
LOIJZST,X,X,O,X,O,O,O,X,X
LOISTJZ,X,O,X,X,X,X,X,O,O
LOISTZJ,X,O,X,X,X,O,X,O,O
LOISJTZ,X,O,X,X,X,X,O,X,O
LOISJZT,X,O,X,X,X,X,O,X,X
LOISZTJ,X,X,X,X,X,X,X,X,O
LOISZJT,X,O,X,X,O,O,X,X,X
LOIZTJS,X,X,X,X,O,O,X,X,X
LOIZTSJ,X,X,X,X,O,O,X,O,O
LOIZJTS,X,X,X,X,O,O,X,X,X
LOIZJST,X,X,X,X,O,O,X,X,X
LOIZSTJ,X,X,X,X,X,X,X,X,O
LOIZSJT,X,X,X,X,O,O,X,X,X
LOJTISZ,X,O,O,X,X,X,O,O,X
LOJTIZS,X,O,O,X,O,O,X,O,X
LOJTSIZ,X,O,O,X,X,X,O,O,X
LOJTSZI,X,O,O,O,X,X,X,O,X
LOJTZIS,X,O,O,O,O,O,X,O,X
LOJTZSI,X,O,X,O,O,O,X,O,X
LOJITSZ,X,X,O,X,X,X,O,O,X
LOJITZS,X,X,O,X,X,O,X,X,X
LOJISTZ,X,X,O,X,X,X,O,X,O
LOJISZT,X,X,O,O,X,X,O,X,X
LOJIZTS,X,X,O,O,O,O,X,X,X
LOJIZST,X,X,O,O,O,O,O,X,X
LOJSTIZ,X,O,O,X,X,X,O,O,O
LOJSTZI,X,O,O,O,X,X,X,O,O
LOJSITZ,X,O,O,X,X,X,O,X,O
LOJSIZT,X,O,O,O,X,X,O,X,X
LOJSZTI,X,O,O,O,X,X,X,X,O
LOJSZIT,X,O,O,O,X,X,O,X,X
LOJZTIS,X,X,O,O,O,O,X,X,X
LOJZTSI,X,X,X,O,O,O,X,X,O
LOJZITS,X,X,O,O,O,O,X,X,X
LOJZIST,X,X,O,O,O,O,O,X,X
LOJZSTI,X,X,O,O,O,O,X,X,O
LOJZSIT,X,X,O,O,O,O,O,X,X
LOSTIJZ,O,O,O,X,X,X,X,O,O
LOSTIZJ,O,O,X,X,O,O,X,O,O
LOSTJIZ,O,O,O,X,X,X,X,O,O
LOSTJZI,O,O,O,X,X,X,X,O,O
LOSTZIJ,O,O,X,X,O,O,X,O,O
LOSTZJI,O,O,X,X,O,O,X,O,O
LOSITJZ,O,O,X,X,X,X,X,O,O
LOSITZJ,O,O,X,X,X,O,X,O,O
LOSIJTZ,X,O,O,X,X,X,O,X,O
LOSIJZT,X,O,O,X,X,X,O,X,X
LOSIZTJ,O,X,X,X,X,X,X,X,O
LOSIZJT,O,O,X,X,O,O,X,X,X
LOSJTIZ,O,O,O,X,X,X,O,O,O
LOSJTZI,O,O,O,O,X,X,X,O,O
LOSJITZ,X,O,O,X,X,X,O,X,O
LOSJIZT,X,O,O,O,X,X,O,X,X
LOSJZTI,O,O,O,O,X,X,X,X,O
LOSJZIT,O,O,O,O,X,X,O,X,X
LOSZTIJ,O,O,X,O,O,O,X,O,O
LOSZTJI,O,O,X,O,O,O,X,O,O
LOSZITJ,O,X,X,X,X,X,X,X,O
LOSZIJT,O,O,X,O,O,O,X,X,X
LOSZJTI,O,O,X,O,O,O,X,X,O
LOSZJIT,O,O,X,O,O,O,X,X,X
LOZTIJS,O,O,X,O,O,O,X,X,X
LOZTISJ,O,X,X,X,O,O,X,O,O
LOZTJIS,O,O,X,O,O,O,X,O,X
LOZTJSI,O,O,X,O,O,O,X,O,O
LOZTSIJ,O,O,X,X,O,O,X,O,O
LOZTSJI,O,O,X,X,O,O,X,O,O
LOZITJS,X,X,X,X,O,O,X,X,X
LOZITSJ,X,X,X,X,O,O,X,O,O
LOZIJTS,X,X,X,O,O,O,X,X,X
LOZIJST,O,X,X,O,O,O,X,X,X
LOZISTJ,O,X,X,X,X,X,X,X,O
LOZISJT,O,X,X,X,O,O,X,X,X
LOZJTIS,X,X,X,O,O,O,X,X,X
LOZJTSI,X,X,X,O,O,O,X,X,O
LOZJITS,X,X,X,O,O,O,X,X,X
LOZJIST,O,X,X,O,O,O,X,X,X
LOZJSTI,O,X,X,O,O,O,X,X,O
LOZJSIT,O,X,X,O,O,O,X,X,X
LOZSTIJ,O,O,X,X,O,O,X,O,O
LOZSTJI,O,O,X,X,O,O,X,O,O
LOZSITJ,O,X,X,X,X,X,X,X,O
LOZSIJT,O,O,X,X,O,O,X,X,X
LOZSJTI,O,O,X,X,O,O,X,X,O
LOZSJIT,O,O,X,X,O,O,X,X,X
JTILSZO,O,X,O,X,X,X,O,O,X
JTILSOZ,O,O,O,X,X,X,O,O,X
JTILZSO,X,X,X,O,O,O,X,O,X
JTILZOS,X,O,O,O,O,O,X,X,X
JTILOSZ,O,O,O,X,X,X,O,O,X
JTILOZS,X,O,O,O,X,X,X,O,X
JTISLZO,O,X,O,X,X,X,O,O,X
JTISLOZ,O,O,O,X,X,X,O,O,X
JTISZLO,O,X,O,O,X,X,O,O,X
JTISZOL,O,X,O,O,X,X,O,O,X
JTISOLZ,O,O,O,X,X,X,O,O,X
JTISOZL,O,X,O,O,X,X,O,O,X
JTIZLSO,X,X,X,O,O,O,X,O,X
JTIZLOS,X,O,O,O,O,O,X,X,X
JTIZSLO,O,X,O,O,O,O,X,O,X
JTIZSOL,O,X,O,O,O,O,X,O,X
JTIZOLS,X,O,O,O,O,O,X,O,X
JTIZOSL,O,X,O,O,O,O,X,O,X
JTIOLSZ,O,O,O,X,X,X,O,O,X
JTIOLZS,X,O,O,O,O,O,X,O,X
JTIOSLZ,O,O,O,X,X,X,O,O,X
JTIOSZL,O,X,O,O,X,X,O,O,X
JTIOZLS,X,O,O,O,O,O,X,O,X
JTIOZSL,O,X,O,O,O,O,X,O,X
JTLISZO,O,X,O,X,X,X,O,O,X
JTLISOZ,O,O,O,X,X,X,O,O,X
JTLIZSO,X,X,X,O,O,O,X,O,X
JTLIZOS,X,O,O,O,O,O,X,X,X
JTLIOSZ,O,O,O,X,X,X,O,O,X
JTLIOZS,X,O,O,O,X,X,X,O,X
JTLSIZO,O,O,O,X,X,X,O,O,X
JTLSIOZ,O,O,O,X,X,X,O,O,X
JTLSZIO,O,O,O,O,X,X,X,O,X
JTLSZOI,O,O,O,O,X,X,X,O,X
JTLSOIZ,O,O,O,X,X,X,O,O,X
JTLSOZI,O,O,O,O,X,X,X,O,X
JTLZISO,X,X,X,O,O,O,X,O,X
JTLZIOS,X,O,O,O,O,O,X,X,X
JTLZSIO,X,X,X,O,O,O,X,O,X
JTLZSOI,X,X,X,O,X,X,X,O,X
JTLZOIS,X,O,O,O,O,O,X,X,X
JTLZOSI,X,O,X,O,X,X,X,X,X
JTLOISZ,O,O,O,X,X,X,O,O,X
JTLOIZS,X,O,O,O,X,X,X,O,X
JTLOSIZ,O,O,O,X,X,X,O,O,X
JTLOSZI,O,O,O,O,X,X,X,O,X
JTLOZIS,X,O,O,O,X,X,X,O,X
JTLOZSI,X,O,X,O,X,X,X,O,X
JTSILZO,O,O,O,X,X,X,O,O,X
JTSILOZ,O,O,O,X,X,X,O,O,X
JTSIZLO,O,O,O,O,X,X,O,O,X
JTSIZOL,O,O,O,O,X,X,O,O,X
JTSIOLZ,O,O,O,X,X,X,O,O,X
JTSIOZL,O,O,O,O,X,X,O,O,X
JTSLIZO,O,O,O,X,X,X,O,O,X
JTSLIOZ,O,O,O,X,X,X,O,O,X
JTSLZIO,O,O,O,O,X,X,X,O,X
JTSLZOI,O,O,O,O,X,X,X,O,X
JTSLOIZ,O,O,O,X,X,X,O,O,X
JTSLOZI,O,O,O,O,X,X,X,O,X
JTSZILO,O,O,O,O,X,X,X,O,X
JTSZIOL,O,O,O,O,X,X,X,O,X
JTSZLIO,O,O,O,O,X,X,X,O,X
JTSZLOI,O,O,O,O,X,X,X,O,X
JTSZOIL,O,O,O,O,X,X,X,O,X
JTSZOLI,O,O,O,O,X,X,X,O,X
JTSOILZ,O,O,O,X,X,X,O,O,X
JTSOIZL,O,O,O,O,X,X,O,O,X
JTSOLIZ,O,O,O,X,X,X,O,O,X
JTSOLZI,O,O,O,O,X,X,X,O,X
JTSOZIL,O,O,O,O,X,X,X,O,X
JTSOZLI,O,O,O,O,X,X,X,O,X
JTZILSO,O,X,X,O,O,O,X,O,X
JTZILOS,O,O,O,O,O,O,X,X,X
JTZISLO,O,X,O,O,O,O,X,O,X
JTZISOL,O,X,O,O,O,O,X,O,X
JTZIOLS,O,O,O,O,O,O,X,O,X
JTZIOSL,O,X,O,O,O,O,X,O,X
JTZLISO,O,X,X,O,O,O,X,O,X
JTZLIOS,O,O,O,O,O,O,X,X,X
JTZLSIO,O,X,X,O,O,O,X,O,X
JTZLSOI,O,X,X,O,X,X,X,O,X
JTZLOIS,O,O,O,O,O,O,X,X,X
JTZLOSI,O,O,X,O,O,O,X,X,X
JTZSILO,O,X,O,O,O,O,X,O,X
JTZSIOL,O,X,O,O,O,O,X,O,X
JTZSLIO,O,X,O,O,O,O,X,O,X
JTZSLOI,O,X,O,O,X,X,X,O,X
JTZSOIL,O,X,O,O,O,O,X,O,X
JTZSOLI,O,X,O,O,O,O,X,O,X
JTZOILS,O,O,O,O,O,O,X,O,X
JTZOISL,O,X,O,O,O,O,X,O,X
JTZOLIS,O,O,O,O,O,O,X,O,X
JTZOLSI,O,O,X,O,O,O,X,O,X
JTZOSIL,O,X,O,O,O,O,X,O,X
JTZOSLI,O,X,O,O,O,O,X,O,X
JTOILSZ,O,O,O,X,X,X,O,O,X
JTOILZS,X,O,O,O,O,O,X,O,X
JTOISLZ,O,O,O,X,X,X,O,O,X
JTOISZL,O,X,O,O,X,X,O,O,X
JTOIZLS,X,O,O,O,O,O,X,O,X
JTOIZSL,O,X,O,O,O,O,X,O,X
JTOLISZ,O,O,O,X,X,X,O,O,X
JTOLIZS,X,O,O,O,O,O,X,O,X
JTOLSIZ,O,O,O,X,X,X,O,O,X
JTOLSZI,O,O,O,O,X,X,X,O,X
JTOLZIS,X,O,O,O,O,O,X,O,X
JTOLZSI,X,O,X,O,O,O,X,O,X
JTOSILZ,O,O,O,X,X,X,O,O,X
JTOSIZL,O,O,O,O,X,X,O,O,X
JTOSLIZ,O,O,O,X,X,X,O,O,X
JTOSLZI,O,O,O,O,X,X,X,O,X
JTOSZIL,O,O,O,O,X,X,X,O,X
JTOSZLI,O,O,O,O,X,X,X,O,X
JTOZILS,O,O,O,O,O,O,X,O,X
JTOZISL,O,X,O,O,O,O,X,O,X
JTOZLIS,O,O,O,O,O,O,X,O,X
JTOZLSI,O,O,X,O,O,O,X,O,X
JTOZSIL,O,X,O,O,O,O,X,O,X
JTOZSLI,O,X,O,O,O,O,X,O,X
JITLSZO,O,X,O,X,X,X,O,O,X
JITLSOZ,O,O,O,X,X,X,O,X,X
JITLZSO,X,X,X,O,O,O,X,X,X
JITLZOS,X,O,O,O,O,O,X,X,X
JITLOSZ,O,O,O,X,X,X,O,X,X
JITLOZS,X,O,O,O,X,X,X,X,X
JITSLZO,O,X,O,X,X,X,O,O,X
JITSLOZ,O,O,O,X,X,X,O,X,X
JITSZLO,O,X,O,O,X,X,O,O,X
JITSZOL,O,X,O,O,X,X,O,O,X
JITSOLZ,O,O,O,X,X,X,O,O,X
JITSOZL,O,X,O,O,X,X,O,O,X
JITZLSO,X,X,X,O,O,O,X,X,X
JITZLOS,X,O,O,O,O,O,X,X,X
JITZSLO,O,X,O,O,O,O,X,X,X
JITZSOL,O,X,O,O,O,O,X,X,X
JITZOLS,X,O,O,O,O,O,X,X,X
JITZOSL,O,X,O,O,O,O,X,X,X
JITOLSZ,O,O,O,X,X,X,O,O,X
JITOLZS,X,O,O,O,O,O,X,X,X
JITOSLZ,O,O,O,X,X,X,O,O,X
JITOSZL,O,X,O,O,X,X,O,O,X
JITOZLS,X,O,O,O,O,O,X,X,X
JITOZSL,O,X,O,O,O,O,X,X,X
JILTSZO,X,X,O,X,X,X,O,O,X
JILTSOZ,X,O,O,X,X,X,O,X,X
JILTZSO,X,X,X,X,X,O,X,X,X
JILTZOS,X,O,O,X,X,O,X,X,X
JILTOSZ,X,O,O,X,X,X,O,X,X
JILTOZS,X,O,O,X,X,X,X,X,X
JILSTZO,X,O,O,X,X,X,O,X,X
JILSTOZ,X,O,O,X,X,X,O,X,X
JILSZTO,X,X,X,O,X,X,O,X,X
JILSZOT,X,O,O,O,X,X,O,X,X
JILSOTZ,X,O,O,X,X,X,O,X,X
JILSOZT,X,O,O,O,X,X,O,X,X
JILZTSO,X,X,X,O,O,O,X,X,X
JILZTOS,X,X,X,O,O,O,X,X,X
JILZSTO,X,X,X,X,O,O,O,X,X
JILZSOT,X,X,X,O,O,O,O,X,X
JILZOTS,X,X,O,O,O,O,X,X,X
JILZOST,X,X,O,O,O,O,O,X,X
JILOTSZ,X,X,O,X,X,X,O,X,X
JILOTZS,X,X,O,X,X,X,X,X,X
JILOSTZ,X,X,O,X,X,X,O,X,X
JILOSZT,X,X,O,O,X,X,O,X,X
JILOZTS,X,X,O,O,X,X,X,X,X
JILOZST,X,X,O,O,X,X,O,X,X
JISTLZO,O,O,O,X,X,X,O,X,X
JISTLOZ,O,O,O,X,X,X,O,X,X
JISTZLO,O,O,O,X,X,X,O,X,X
JISTZOL,O,O,O,X,X,X,O,X,O
JISTOLZ,O,O,O,X,X,X,O,X,O
JISTOZL,O,O,O,X,X,X,O,X,O
JISLTZO,O,O,O,X,X,X,O,X,X
JISLTOZ,O,O,O,X,X,X,O,X,X
JISLZTO,O,X,X,O,X,X,O,X,X
JISLZOT,O,O,O,O,X,X,O,X,X
JISLOTZ,X,O,O,X,X,X,O,X,X
JISLOZT,X,O,O,O,X,X,O,X,X
JISZTLO,O,X,X,O,X,X,O,X,X
JISZTOL,O,X,X,O,X,X,O,X,X
JISZLTO,O,X,X,O,X,X,O,X,X
JISZLOT,O,O,O,O,X,X,O,X,X
JISZOTL,O,X,X,O,X,X,O,X,X
JISZOLT,O,O,O,O,X,X,O,X,X
JISOTLZ,X,O,O,X,X,X,O,X,O
JISOTZL,X,X,O,X,X,X,O,X,O
JISOLTZ,X,O,O,X,X,X,O,X,O
JISOLZT,X,O,O,O,X,X,O,X,X
JISOZTL,X,X,X,O,X,X,O,X,X
JISOZLT,X,O,O,O,X,X,O,X,X
JIZTLSO,X,X,X,O,O,O,X,X,X
JIZTLOS,X,X,O,O,O,O,X,X,X
JIZTSLO,O,X,O,O,O,X,X,X,X
JIZTSOL,O,X,O,O,O,X,X,X,X
JIZTOLS,X,X,O,O,O,O,X,X,X
JIZTOSL,O,X,O,O,O,X,X,X,X
JIZLTSO,X,X,X,O,O,O,X,X,X
JIZLTOS,X,X,X,O,O,O,X,X,X
JIZLSTO,O,X,X,X,O,O,O,X,X
JIZLSOT,O,X,X,O,O,O,O,X,X
JIZLOTS,X,X,O,O,O,O,X,X,X
JIZLOST,O,X,O,O,O,O,O,X,X
JIZSTLO,O,X,X,X,O,X,O,X,X
JIZSTOL,O,X,X,X,O,X,O,X,X
JIZSLTO,O,X,X,X,O,O,O,X,X
JIZSLOT,O,X,O,O,O,O,O,X,X
JIZSOTL,O,X,X,X,X,X,O,X,X
JIZSOLT,O,X,O,O,O,O,O,X,X
JIZOTLS,X,X,O,O,O,O,X,X,X
JIZOTSL,O,X,O,O,O,X,X,X,X
JIZOLTS,X,X,O,O,O,O,X,X,X
JIZOLST,O,X,O,O,O,O,O,X,X
JIZOSTL,O,X,X,X,X,X,O,X,X
JIZOSLT,O,X,O,O,O,O,O,X,X
JIOTLSZ,X,X,O,X,X,X,O,O,X
JIOTLZS,X,X,O,O,X,O,X,X,X
JIOTSLZ,X,X,O,X,X,X,O,O,X
JIOTSZL,X,X,O,O,X,X,O,O,X
JIOTZLS,X,X,O,O,X,O,X,X,X
JIOTZSL,X,X,O,O,X,O,X,X,X
JIOLTSZ,X,X,O,X,X,X,O,O,X
JIOLTZS,X,X,O,X,X,O,X,X,X
JIOLSTZ,X,X,O,X,X,X,O,X,O
JIOLSZT,X,X,O,O,X,X,O,X,X
JIOLZTS,X,X,O,O,O,O,X,X,X
JIOLZST,X,X,O,O,O,O,O,X,X
JIOSTLZ,X,X,O,X,X,X,O,X,O
JIOSTZL,X,X,O,X,X,X,O,X,O
JIOSLTZ,X,X,O,X,X,X,O,X,O
JIOSLZT,X,X,O,O,X,X,O,X,X
JIOSZTL,X,X,X,O,X,X,O,X,X
JIOSZLT,X,X,O,O,X,X,O,X,X
JIOZTLS,X,X,O,O,O,O,X,X,X
JIOZTSL,X,X,O,O,X,X,X,X,X
JIOZLTS,X,X,O,O,O,O,X,X,X
JIOZLST,X,X,O,O,O,O,O,X,X
JIOZSTL,X,X,X,X,X,X,O,X,X
JIOZSLT,X,X,O,O,O,O,O,X,X
JLTISZO,X,X,O,X,X,X,O,O,X
JLTISOZ,X,O,O,X,X,X,O,O,X
JLTIZSO,X,X,X,O,O,O,X,O,X
JLTIZOS,X,O,O,O,O,O,X,X,X
JLTIOSZ,X,O,O,X,X,X,O,O,X
JLTIOZS,X,O,O,O,X,X,X,X,X
JLTSIZO,X,O,O,X,X,X,O,O,X
JLTSIOZ,X,O,O,X,X,X,O,O,X
JLTSZIO,X,O,O,O,X,X,X,O,X
JLTSZOI,X,O,O,O,X,X,X,O,X
JLTSOIZ,X,O,O,X,X,X,O,O,X
JLTSOZI,X,O,O,O,X,X,X,O,X
JLTZISO,X,X,X,O,O,O,X,O,X
JLTZIOS,X,O,O,O,O,O,X,X,X
JLTZSIO,X,X,X,O,O,O,X,O,X
JLTZSOI,X,X,X,O,X,X,X,O,X
JLTZOIS,X,O,O,O,O,O,X,X,X
JLTZOSI,X,O,X,O,X,X,X,X,X
JLTOISZ,X,O,O,X,X,X,O,O,X
JLTOIZS,X,O,O,O,X,X,X,X,X
JLTOSIZ,X,O,O,X,X,X,O,O,X
JLTOSZI,X,O,O,O,X,X,X,O,X
JLTOZIS,X,O,O,O,X,X,X,X,X
JLTOZSI,X,O,X,O,X,X,X,X,X
JLITSZO,X,X,O,X,X,X,O,O,X
JLITSOZ,X,O,O,X,X,X,O,X,X
JLITZSO,X,X,X,X,X,O,X,X,X
JLITZOS,X,O,O,X,X,O,X,X,X
JLITOSZ,X,O,O,X,X,X,O,X,X
JLITOZS,X,O,O,X,X,X,X,X,X
JLISTZO,X,O,O,X,X,X,O,X,X
JLISTOZ,X,O,O,X,X,X,O,X,X
JLISZTO,X,X,X,O,X,X,O,X,X
JLISZOT,X,O,O,O,X,X,O,X,X
JLISOTZ,X,O,O,X,X,X,O,X,X
JLISOZT,X,O,O,O,X,X,O,X,X
JLIZTSO,X,X,X,O,O,O,X,X,X
JLIZTOS,X,X,X,O,O,O,X,X,X
JLIZSTO,X,X,X,X,O,O,O,X,X
JLIZSOT,X,X,X,O,O,O,O,X,X
JLIZOTS,X,X,O,O,O,O,X,X,X
JLIZOST,X,X,O,O,O,O,O,X,X
JLIOTSZ,X,X,O,X,X,X,O,X,X
JLIOTZS,X,X,O,X,X,X,X,X,X
JLIOSTZ,X,X,O,X,X,X,O,X,X
JLIOSZT,X,X,O,O,X,X,O,X,X
JLIOZTS,X,X,O,O,X,X,X,X,X
JLIOZST,X,X,O,O,X,X,O,X,X
JLSTIZO,X,O,O,X,X,X,O,O,X
JLSTIOZ,X,O,O,X,X,X,O,O,X
JLSTZIO,X,O,O,O,X,X,X,O,X
JLSTZOI,X,O,O,O,X,X,X,O,X
JLSTOIZ,X,O,O,X,X,X,O,O,X
JLSTOZI,X,O,O,O,X,X,X,O,X
JLSITZO,X,O,O,X,X,X,O,X,X
JLSITOZ,X,O,O,X,X,X,O,X,X
JLSIZTO,X,X,X,O,X,X,O,X,X
JLSIZOT,X,O,O,O,X,X,O,X,X
JLSIOTZ,X,O,O,X,X,X,O,X,X
JLSIOZT,X,O,O,O,X,X,O,X,X
JLSZTIO,X,X,O,O,X,X,X,X,X
JLSZTOI,X,X,O,O,X,X,X,X,X
JLSZITO,X,X,X,O,X,X,O,X,X
JLSZIOT,X,O,O,O,X,X,O,X,X
JLSZOTI,X,O,O,O,X,X,X,X,X
JLSZOIT,X,O,O,O,X,X,O,X,X
JLSOTIZ,X,O,O,X,X,X,O,X,X
JLSOTZI,X,O,O,O,X,X,X,X,X
JLSOITZ,X,O,O,X,X,X,O,X,X
JLSOIZT,X,O,O,O,X,X,O,X,X
JLSOZTI,X,O,O,O,X,X,X,X,X
JLSOZIT,X,O,O,O,X,X,O,X,X
JLZTISO,X,X,X,O,O,O,X,X,X
JLZTIOS,X,X,O,O,O,O,X,X,X
JLZTSIO,X,X,X,O,O,O,X,X,X
JLZTSOI,X,X,X,O,X,X,X,X,X
JLZTOIS,X,X,O,O,O,O,X,X,X
JLZTOSI,X,X,X,O,O,X,X,X,X
JLZITSO,X,X,X,O,O,O,X,X,X
JLZITOS,X,X,X,O,O,O,X,X,X
JLZISTO,X,X,X,X,O,O,O,X,X
JLZISOT,X,X,X,O,O,O,O,X,X
JLZIOTS,X,X,O,O,O,O,X,X,X
JLZIOST,X,X,O,O,O,O,O,X,X
JLZSTIO,X,X,O,O,O,O,X,X,X
JLZSTOI,X,X,O,O,X,X,X,X,X
JLZSITO,X,X,X,O,O,O,O,X,X
JLZSIOT,X,X,O,O,O,O,O,X,X
JLZSOTI,X,X,O,O,O,X,X,X,X
JLZSOIT,X,X,O,O,O,X,O,X,X
JLZOTIS,X,X,O,O,O,O,X,X,X
JLZOTSI,X,X,X,O,O,X,X,X,X
JLZOITS,X,X,O,O,O,O,X,X,X
JLZOIST,X,X,O,O,O,O,O,X,X
JLZOSTI,X,X,O,O,O,X,X,X,X
JLZOSIT,X,X,O,O,O,X,O,X,X
JLOTISZ,X,O,O,X,X,X,O,X,X
JLOTIZS,X,O,O,O,O,X,X,X,X
JLOTSIZ,X,O,O,X,X,X,O,X,X
JLOTSZI,X,O,O,O,X,X,X,X,X
JLOTZIS,X,O,O,O,O,X,X,X,X
JLOTZSI,X,O,X,O,O,X,X,X,X
JLOITSZ,X,X,O,X,X,X,O,X,X
JLOITZS,X,X,O,X,X,X,X,X,X
JLOISTZ,X,X,O,X,X,X,O,X,X
JLOISZT,X,X,O,O,X,X,O,X,X
JLOIZTS,X,X,O,O,O,X,X,X,X
JLOIZST,X,X,O,O,O,X,O,X,X
JLOSTIZ,X,O,O,X,X,X,O,X,X
JLOSTZI,X,O,O,O,X,X,X,X,X
JLOSITZ,X,O,O,X,X,X,O,X,X
JLOSIZT,X,O,O,O,X,X,O,X,X
JLOSZTI,X,O,O,O,X,X,X,X,X
JLOSZIT,X,O,O,O,X,X,O,X,X
JLOZTIS,X,X,O,O,O,X,X,X,X
JLOZTSI,X,X,X,O,O,X,X,X,X
JLOZITS,X,X,O,O,O,X,X,X,X
JLOZIST,X,X,O,O,O,X,O,X,X
JLOZSTI,X,X,O,O,O,X,X,X,X
JLOZSIT,X,X,O,O,O,X,O,X,X
JSTILZO,O,O,O,X,X,X,O,O,X
JSTILOZ,O,O,O,X,X,X,O,O,X
JSTIZLO,O,O,O,O,X,X,O,O,X
JSTIZOL,O,O,O,O,X,X,O,O,O
JSTIOLZ,O,O,O,X,X,X,O,O,O
JSTIOZL,O,O,O,O,X,X,O,O,O
JSTLIZO,O,O,O,X,X,X,O,O,X
JSTLIOZ,O,O,O,X,X,X,O,O,X
JSTLZIO,O,O,O,O,X,X,X,O,X
JSTLZOI,O,O,O,O,X,X,X,O,X
JSTLOIZ,O,O,O,X,X,X,O,O,X
JSTLOZI,O,O,O,O,X,X,X,O,X
JSTZILO,O,O,O,O,X,X,X,O,X
JSTZIOL,O,O,O,O,X,X,X,O,O
JSTZLIO,O,O,O,O,X,X,X,O,X
JSTZLOI,O,O,O,O,X,X,X,O,X
JSTZOIL,O,O,O,O,X,X,X,O,O
JSTZOLI,O,O,O,O,X,X,X,O,O
JSTOILZ,O,O,O,X,X,X,O,O,O
JSTOIZL,O,O,O,O,X,X,O,O,O
JSTOLIZ,O,O,O,X,X,X,O,O,O
JSTOLZI,O,O,O,O,X,X,X,O,O
JSTOZIL,O,O,O,O,X,X,X,O,O
JSTOZLI,O,O,O,O,X,X,X,O,O
JSITLZO,O,O,O,X,X,X,O,X,X
JSITLOZ,O,O,O,X,X,X,O,X,X
JSITZLO,O,O,O,X,X,X,O,X,X
JSITZOL,O,O,O,X,X,X,O,X,O
JSITOLZ,O,O,O,X,X,X,O,X,O
JSITOZL,O,O,O,X,X,X,O,X,O
JSILTZO,O,O,O,X,X,X,O,X,X
JSILTOZ,O,O,O,X,X,X,O,X,X
JSILZTO,O,X,X,O,X,X,O,X,X
JSILZOT,O,O,O,O,X,X,O,X,X
JSILOTZ,X,O,O,X,X,X,O,X,X
JSILOZT,X,O,O,O,X,X,O,X,X
JSIZTLO,O,X,X,O,X,X,O,X,X
JSIZTOL,O,X,X,O,X,X,O,X,X
JSIZLTO,O,X,X,O,X,X,O,X,X
JSIZLOT,O,O,O,O,X,X,O,X,X
JSIZOTL,O,X,X,O,X,X,O,X,X
JSIZOLT,O,O,O,O,X,X,O,X,X
JSIOTLZ,X,O,O,X,X,X,O,X,O
JSIOTZL,X,X,O,X,X,X,O,X,O
JSIOLTZ,X,O,O,X,X,X,O,X,O
JSIOLZT,X,O,O,O,X,X,O,X,X
JSIOZTL,X,X,X,O,X,X,O,X,X
JSIOZLT,X,O,O,O,X,X,O,X,X
JSLTIZO,O,O,O,X,X,X,O,O,X
JSLTIOZ,O,O,O,X,X,X,O,O,X
JSLTZIO,O,O,O,O,X,X,X,O,X
JSLTZOI,O,O,O,O,X,X,X,O,X
JSLTOIZ,O,O,O,X,X,X,O,O,X
JSLTOZI,O,O,O,O,X,X,X,O,X
JSLITZO,O,O,O,X,X,X,O,X,X
JSLITOZ,O,O,O,X,X,X,O,X,X
