sequence,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhFukB1lB0hB6?sBXqBzrB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhFukB1lB0hBX?qBCsBTsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Je/EJvhFRgBFiBTlB0?mB2uBSxB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhFCgB0hBllBz?pBGsBXsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Je2EJvhFRgB1mBcqBX?nBTpBSxB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Jex/IvhF0hBTkBllBy?uBGsBXsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhF0hBupB3lB6?sBzrBFqB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Jex/IvhF0hBlkB3lB2?uBCsBTsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeT/IvhFxhBllBUnBi?pBWxBXqB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhF0hBupB3lBC?sBFqBTsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhF0hBfqBllBT?nBWxBCqB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Jex/IvhF0hBKpBfqBl?lBTnBWxB
LTOZIJS,O,X,O,O,O,O,X,X,X,X,X,X
LTOZISJ,O,O,X,O,O,O,X,X,X,X,X,X
LTOZJIS,O,X,O,O,O,O,X,X,O,X,X,X
LTOZJSI,X,X,O,O,O,O,X,X,O,X,X,X
LTOZSIJ,O,O,X,O,O,O,X,X,X,X,X,X
LTOZSJI,O,O,O,X,O,O,X,X,X,X,X,X
LITJSZO,X,O,O,X,X,X,X,X,X,O,X,X
LITJSOZ,X,O,O,X,X,X,X,X,X,X,X,X
LITJZSO,O,O,X,X,X,X,X,X,O,O,X,X
LITJZOS,O,X,X,X,X,O,X,X,O,X,X,X
LITJOSZ,X,X,O,X,X,O,X,X,X,X,X,X
LITJOZS,O,X,X,X,X,O,X,X,O,X,X,X
LITSJZO,O,O,X,X,X,X,X,X,X,O,X,X
LITSJOZ,O,O,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,O,X,X,X,X,X,X,X,O,X,X
LITSZOJ,X,O,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LITSOZJ,O,O,X,X,X,X,X,X,X,X,X,X
LITZJSO,O,O,X,X,O,X,X,X,X,O,X,X
LITZJOS,O,X,X,X,O,X,X,X,X,X,X,X
LITZSJO,O,O,X,X,O,X,X,X,X,O,X,X
LITZSOJ,X,O,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,X,X,X,O,O,X,X,X,X,X,X
LITZOSJ,X,O,X,X,O,O,X,X,X,X,X,X
LITOJSZ,X,X,O,X,X,O,X,X,X,X,X,X
LITOJZS,O,X,X,X,X,O,X,X,O,X,X,X
LITOSJZ,O,O,X,X,X,O,X,X,X,X,X,X
LITOSZJ,O,O,X,X,X,O,X,X,X,X,X,X
LITOZJS,O,X,X,X,O,O,X,X,X,X,X,X
LITOZSJ,O,O,X,X,O,O,X,X,X,X,X,X
LIJTSZO,X,O,O,X,X,X,X,O,X,O,X,X
LIJTSOZ,X,O,O,X,X,X,X,O,X,X,X,X
LIJTZSO,X,O,X,X,X,X,X,O,O,O,X,X
LIJTZOS,X,X,X,X,X,O,X,X,O,X,X,X
LIJTOSZ,X,X,O,X,X,O,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,O,X,X,O,X,X,X
LIJSTZO,X,O,O,X,X,X,X,O,X,O,O,O
LIJSTOZ,X,O,O,X,X,X,X,O,X,X,X,O
LIJSZTO,X,O,O,X,X,X,X,O,X,O,O,O
LIJSZOT,X,X,O,X,X,X,O,X,X,O,X,X
LIJSOTZ,X,O,O,X,X,X,X,X,X,X,X,X
LIJSOZT,X,X,O,X,X,X,O,X,X,O,X,X
LIJZTSO,X,O,O,X,X,X,X,O,O,O,X,X
LIJZTOS,X,X,O,X,X,O,X,X,O,X,X,X
LIJZSTO,X,O,O,X,X,X,X,O,O,O,O,O
LIJZSOT,X,X,O,X,X,X,X,X,O,O,X,X
LIJZOTS,X,X,O,O,X,O,X,X,O,X,X,X
LIJZOST,X,X,O,X,X,X,X,X,O,O,X,X
LIJOTSZ,X,X,O,O,X,O,X,X,X,X,X,X
LIJOTZS,X,X,X,O,X,O,X,X,O,X,X,X
LIJOSTZ,X,X,O,X,X,X,X,X,X,X,X,X
LIJOSZT,X,X,O,X,X,X,O,X,X,O,X,X
LIJOZTS,X,X,O,O,X,O,X,X,O,X,X,X
LIJOZST,X,X,O,X,X,X,O,X,O,O,X,X
LISTJZO,O,O,X,X,X,X,X,X,X,O,O,O
LISTJOZ,O,O,X,X,X,X,X,X,X,X,X,O
LISTZJO,O,O,X,X,X,X,X,O,X,O,O,O
LISTZOJ,X,O,X,X,X,X,X,X,X,X,X,O
LISTOJZ,O,O,X,X,X,X,X,X,X,X,X,O
LISTOZJ,O,O,X,X,X,X,X,X,X,X,X,O
LISJTZO,O,O,X,X,X,X,X,O,X,O,O,O
LISJTOZ,O,O,X,X,X,X,X,O,X,X,X,O
LISJZTO,X,O,X,X,X,X,X,O,X,O,O,O
LISJZOT,X,X,X,X,X,X,O,X,X,O,X,X
LISJOTZ,O,O,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,O,X,X,O,X,X
LISZTJO,X,O,X,X,X,X,X,O,X,O,X,X
LISZTOJ,X,O,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,O,X,X,X,X,X,O,X,O,X,X
LISZJOT,X,X,X,X,X,X,O,X,X,O,X,X
LISZOTJ,X,O,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,X,X,X,X,O,X,X
LISOTJZ,O,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,X,X,X,X,X,O,X,X,O,X,X
LISOZTJ,O,O,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,X,X,X,X,X,O,X,X,O,X,X
LIZTJSO,X,O,O,X,O,X,X,X,X,O,X,X
LIZTJOS,X,X,O,X,O,X,X,X,X,X,X,X
LIZTSJO,X,O,X,X,O,X,X,X,X,O,X,X
LIZTSOJ,X,O,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,O,X,O,X,X,X,X,X,X,X
LIZTOSJ,X,O,X,X,O,X,X,X,X,X,X,X
LIZJTSO,X,O,O,X,O,X,X,O,X,O,X,X
LIZJTOS,X,X,O,X,O,X,X,X,X,X,X,X
LIZJSTO,X,O,O,X,O,X,X,O,X,O,X,X
LIZJSOT,X,X,O,X,X,X,X,X,X,O,X,X
LIZJOTS,X,X,O,X,O,X,X,X,X,X,X,X
LIZJOST,X,X,O,X,X,X,X,X,X,O,X,X
LIZSTJO,X,O,X,X,O,X,X,O,X,O,X,X
LIZSTOJ,X,O,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,O,X,X,O,X,X,O,X,O,X,X
LIZSJOT,X,X,X,X,X,X,X,X,X,O,X,X
LIZSOTJ,X,O,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,X,X,X,X,X,X,X,X,O,X,X
LIZOTJS,X,X,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,X,O,X,X,O,X,X,X,X,X,X,X
LIZOJTS,X,X,O,X,O,X,X,X,X,X,X,X
LIZOJST,X,X,O,X,O,X,X,X,X,O,X,X
LIZOSTJ,X,O,X,X,O,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,O,X,X,X,X,O,X,X
LIOTJSZ,X,X,O,O,X,O,X,X,X,X,X,X
LIOTJZS,O,X,X,O,X,O,X,X,O,X,X,X
LIOTSJZ,O,O,X,O,X,O,X,X,X,X,X,X
LIOTSZJ,O,O,X,O,X,O,X,X,X,X,X,X
LIOTZJS,O,X,X,O,O,O,X,X,X,X,X,X
LIOTZSJ,O,O,X,O,O,O,X,X,X,X,X,X
LIOJTSZ,X,X,O,O,X,O,X,X,X,X,X,X
LIOJTZS,X,X,X,O,X,O,X,X,O,X,X,X
LIOJSTZ,X,X,O,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,O,X,X,X,O,X,X,O,X,X
LIOJZTS,X,X,O,O,X,O,X,X,O,X,X,X
LIOJZST,X,X,O,X,X,X,O,X,O,O,X,X
LIOSTJZ,O,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,X,X,X,O,X,X,O,X,X
LIOSZTJ,O,O,X,X,X,X,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,X,O,X,X,O,X,X
LIOZTJS,O,X,O,X,O,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,X,O,X,X,X,X,X,X,X
LIOZJTS,X,X,O,X,O,X,X,X,X,X,X,X
LIOZJST,X,X,O,X,O,X,O,X,X,O,X,X
LIOZSTJ,O,O,X,X,O,X,X,X,X,X,X,X
LIOZSJT,X,X,X,X,O,X,O,X,X,O,X,X
LJTISZO,X,O,O,X,X,X,X,O,X,O,X,X
LJTISOZ,X,O,O,X,X,X,X,O,X,X,X,X
LJTIZSO,X,O,X,X,X,X,X,O,O,O,X,X
LJTIZOS,X,X,X,X,X,O,X,X,O,X,X,X
LJTIOSZ,X,X,O,X,X,O,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,O,X,X,O,X,X,X
LJTSIZO,X,O,O,X,X,X,X,O,X,O,O,O
LJTSIOZ,X,O,O,X,X,X,X,O,X,X,X,O
LJTSZIO,X,O,O,X,X,X,X,O,O,O,O,O
LJTSZOI,X,O,O,X,X,O,X,O,O,X,X,O
LJTSOIZ,X,O,O,X,X,O,X,O,X,X,X,O
LJTSOZI,X,O,O,X,X,O,X,O,O,X,X,O
LJTZISO,X,O,O,X,O,X,X,O,O,O,X,X
LJTZIOS,X,X,O,X,O,O,X,X,O,X,X,X
LJTZSIO,X,O,O,X,O,X,X,O,O,O,O,O
LJTZSOI,X,O,O,X,O,O,X,O,O,X,X,O
LJTZOIS,X,X,O,O,O,O,X,X,O,X,X,X
LJTZOSI,X,X,O,O,O,O,X,O,O,X,X,X
LJTOISZ,X,X,O,O,X,O,X,X,X,X,X,X
LJTOIZS,X,X,X,O,X,O,X,X,O,X,X,X
LJTOSIZ,X,X,O,O,X,O,X,O,X,X,X,X
LJTOSZI,X,X,O,O,X,O,X,O,O,X,X,X
LJTOZIS,X,X,O,O,O,O,X,X,O,X,X,X
LJTOZSI,X,X,O,O,O,O,X,O,O,X,X,X
LJITSZO,X,O,O,X,X,X,X,O,X,O,X,X
LJITSOZ,X,O,O,X,X,X,X,O,X,X,X,X
LJITZSO,X,O,X,X,X,X,X,O,O,O,X,X
LJITZOS,X,X,X,X,X,O,X,X,O,X,X,X
LJITOSZ,X,X,O,X,X,O,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,O,X,X,O,X,X,X
LJISTZO,X,O,O,X,X,X,X,O,X,O,O,O
LJISTOZ,X,O,O,X,X,X,X,O,X,X,X,O
LJISZTO,X,O,O,X,X,X,X,O,X,O,O,O
LJISZOT,X,X,O,X,X,X,O,X,X,O,X,X
LJISOTZ,X,O,O,X,X,X,X,X,X,X,X,X
LJISOZT,X,X,O,X,X,X,O,X,X,O,X,X
LJIZTSO,X,O,O,X,X,X,X,O,O,O,X,X
LJIZTOS,X,X,O,X,X,O,X,X,O,X,X,X
LJIZSTO,X,O,O,X,X,X,X,O,O,O,O,O
LJIZSOT,X,X,O,X,X,X,X,X,O,O,X,X
LJIZOTS,X,X,O,O,X,O,X,X,O,X,X,X
LJIZOST,X,X,O,X,X,X,X,X,O,O,X,X
LJIOTSZ,X,X,O,O,X,O,X,X,X,X,X,X
LJIOTZS,X,X,X,O,X,O,X,X,O,X,X,X
LJIOSTZ,X,X,O,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,O,X,X,X,O,X,X,O,X,X
LJIOZTS,X,X,O,O,X,O,X,X,O,X,X,X
LJIOZST,X,X,O,X,X,X,O,X,O,O,X,X
LJSTIZO,X,O,O,X,X,X,X,O,X,O,O,O
LJSTIOZ,X,O,O,X,X,X,X,O,X,X,X,O
LJSTZIO,X,O,O,X,X,X,X,O,O,O,O,O
LJSTZOI,X,O,O,X,X,O,X,O,O,X,X,O
LJSTOIZ,X,O,O,X,X,O,X,O,X,X,X,O
LJSTOZI,X,O,O,X,X,O,X,O,O,X,X,O
LJSITZO,X,O,O,X,X,X,X,O,X,O,O,O
LJSITOZ,X,O,O,X,X,X,X,O,X,X,X,O
LJSIZTO,X,O,O,X,X,X,X,O,X,O,O,O
LJSIZOT,X,X,O,X,X,X,O,X,X,O,X,X
LJSIOTZ,X,O,O,X,X,X,X,X,X,X,X,X
LJSIOZT,X,X,O,X,X,X,O,X,X,O,X,X
LJSZTIO,X,O,O,X,X,X,X,O,O,O,O,O
LJSZTOI,X,O,O,X,X,O,X,O,O,X,X,O
LJSZITO,X,O,O,X,X,X,X,O,O,O,O,O
LJSZIOT,X,X,O,X,X,X,O,X,O,O,X,X
LJSZOTI,X,X,O,X,X,O,X,O,O,X,X,O
LJSZOIT,X,X,O,X,X,X,X,X,O,O,X,X
LJSOTIZ,X,O,O,X,X,O,X,O,X,X,X,O
LJSOTZI,X,O,O,X,X,O,X,O,O,X,X,O
LJSOITZ,X,O,O,X,X,X,X,X,X,X,X,X
LJSOIZT,X,X,O,X,X,X,O,X,X,O,X,X
LJSOZTI,X,X,O,X,X,O,X,O,O,X,X,O
LJSOZIT,X,X,O,X,X,X,O,X,O,O,X,X
LJZTISO,X,O,O,X,O,X,X,O,O,O,X,X
LJZTIOS,X,X,O,X,O,O,X,X,O,X,X,X
LJZTSIO,X,O,O,X,O,X,X,O,O,O,O,O
LJZTSOI,X,O,O,X,O,O,X,O,O,X,X,O
LJZTOIS,X,X,O,O,O,O,X,X,O,X,X,X
LJZTOSI,X,X,O,O,O,O,X,O,O,X,X,X
LJZITSO,X,O,O,X,O,X,X,O,O,O,X,X
LJZITOS,X,X,O,X,O,O,X,X,O,X,X,X
LJZISTO,X,O,O,X,O,X,X,O,O,O,O,O
LJZISOT,X,X,O,X,X,X,X,X,O,O,X,X
LJZIOTS,X,X,O,O,O,O,X,X,O,X,X,X
LJZIOST,X,X,O,X,X,X,X,X,O,O,X,X
LJZSTIO,X,O,O,X,O,X,X,O,O,O,O,O
LJZSTOI,X,O,O,X,O,O,X,O,O,X,X,O
LJZSITO,X,O,O,X,O,X,X,O,O,O,O,O
LJZSIOT,X,X,O,X,X,X,X,X,O,O,X,X
LJZSOTI,X,X,O,X,X,O,X,O,O,X,X,O
LJZSOIT,X,X,O,X,X,X,X,X,O,O,X,X
LJZOTIS,X,X,O,O,O,O,X,X,O,X,X,X
LJZOTSI,X,X,O,O,O,O,X,O,O,X,X,X
LJZOITS,X,X,O,O,O,O,X,X,O,X,X,X
LJZOIST,X,X,O,X,O,X,X,X,O,O,X,X
LJZOSTI,X,X,O,X,O,O,X,O,O,X,X,O
LJZOSIT,X,X,O,X,O,X,X,X,O,O,X,X
LJOTISZ,X,X,O,O,X,O,X,X,X,X,X,X
LJOTIZS,X,X,X,O,X,O,X,X,O,X,X,X
LJOTSIZ,X,X,O,O,X,O,X,O,X,X,X,X
LJOTSZI,X,X,O,O,X,O,X,O,O,X,X,X
LJOTZIS,X,X,O,O,O,O,X,X,O,X,X,X
LJOTZSI,X,X,O,O,O,O,X,O,O,X,X,X
LJOITSZ,X,X,O,O,X,O,X,X,X,X,X,X
LJOITZS,X,X,X,O,X,O,X,X,O,X,X,X
LJOISTZ,X,X,O,X,X,X,X,X,X,X,X,X
LJOISZT,X,X,O,X,X,X,O,X,X,O,X,X
LJOIZTS,X,X,O,O,X,O,X,X,O,X,X,X
LJOIZST,X,X,O,X,X,X,O,X,O,O,X,X
LJOSTIZ,X,X,O,X,X,O,X,O,X,X,X,O
LJOSTZI,X,X,O,X,X,O,X,O,O,X,X,O
LJOSITZ,X,X,O,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,O,X,X,X,O,X,X,O,X,X
LJOSZTI,X,X,O,X,X,O,X,O,O,X,X,O
LJOSZIT,X,X,O,X,X,X,O,X,O,O,X,X
LJOZTIS,X,X,O,O,O,O,X,X,O,X,X,X
LJOZTSI,X,X,O,O,O,O,X,O,O,X,X,X
LJOZITS,X,X,O,O,O,O,X,X,O,X,X,X
LJOZIST,X,X,O,X,O,X,O,X,O,O,X,X
LJOZSTI,X,X,O,X,O,O,X,O,O,X,X,O
LJOZSIT,X,X,O,X,O,X,O,X,O,O,X,X
LSTIJZO,O,O,X,X,X,X,X,X,X,O,O,O
LSTIJOZ,O,O,X,X,X,X,X,X,X,X,X,O
LSTIZJO,O,O,X,X,X,X,X,O,X,O,O,O
LSTIZOJ,X,O,X,X,X,X,X,X,X,X,X,O
LSTIOJZ,O,O,X,X,X,X,X,X,X,X,X,O
LSTIOZJ,O,O,X,X,X,X,X,X,X,X,X,O
LSTJIZO,O,O,O,X,X,X,X,O,X,O,O,O
LSTJIOZ,O,O,O,X,X,X,X,O,X,X,X,O
LSTJZIO,O,O,O,X,X,X,X,O,O,O,O,O
LSTJZOI,X,O,O,X,X,O,X,O,O,X,X,O
LSTJOIZ,O,O,O,X,X,O,X,O,X,X,X,O
LSTJOZI,O,O,O,X,X,O,X,O,O,X,X,O
LSTZIJO,O,O,X,X,O,X,X,O,X,O,O,O
LSTZIOJ,X,O,X,X,X,X,X,X,X,X,X,O
LSTZJIO,O,O,X,X,O,X,X,O,X,O,X,O
LSTZJOI,X,O,X,X,O,X,X,O,X,X,X,O
LSTZOIJ,X,O,X,X,O,O,X,X,X,X,X,O
LSTZOJI,X,O,X,X,O,O,X,O,X,X,X,O
LSTOIJZ,O,O,X,X,X,O,X,X,X,X,X,O
LSTOIZJ,O,O,X,X,X,O,X,X,X,X,X,O
LSTOJIZ,O,O,O,X,X,O,X,X,X,X,X,O
LSTOJZI,O,O,O,X,X,O,X,X,O,X,X,O
LSTOZIJ,O,O,X,X,O,O,X,X,X,X,X,O
LSTOZJI,O,O,X,X,O,O,X,O,X,X,X,O
LSITJZO,O,O,X,X,X,X,X,X,X,O,O,O
LSITJOZ,O,O,X,X,X,X,X,X,X,X,X,O
LSITZJO,O,O,X,X,X,X,X,O,X,O,O,O
LSITZOJ,X,O,X,X,X,X,X,X,X,X,X,O
LSITOJZ,O,O,X,X,X,X,X,X,X,X,X,O
LSITOZJ,O,O,X,X,X,X,X,X,X,X,X,O
LSIJTZO,O,O,X,X,X,X,X,O,X,O,O,O
LSIJTOZ,O,O,X,X,X,X,X,O,X,X,X,O
LSIJZTO,X,O,X,X,X,X,X,O,X,O,O,O
LSIJZOT,X,X,X,X,X,X,O,X,X,O,X,X
LSIJOTZ,O,O,X,X,X,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,O,X,X,O,X,X
LSIZTJO,X,O,X,X,X,X,X,O,X,O,X,X
LSIZTOJ,X,O,X,X,X,X,X,X,X,X,X,X
LSIZJTO,X,O,X,X,X,X,X,O,X,O,X,X
LSIZJOT,X,X,X,X,X,X,O,X,X,O,X,X
LSIZOTJ,X,O,X,X,X,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X,X,X,O,X,X
LSIOTJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LSIOJZT,X,X,X,X,X,X,O,X,X,O,X,X
LSIOZTJ,O,O,X,X,X,X,X,X,X,X,X,X
LSIOZJT,X,X,X,X,X,X,O,X,X,O,X,X
LSJTIZO,O,O,O,X,X,X,X,O,X,O,O,O
LSJTIOZ,O,O,O,X,X,X,X,O,X,X,X,O
LSJTZIO,O,O,O,X,X,X,X,O,O,O,O,O
LSJTZOI,X,O,O,X,X,O,X,O,O,X,X,O
LSJTOIZ,O,O,O,X,X,O,X,O,X,X,X,O
LSJTOZI,O,O,O,X,X,O,X,O,O,X,X,O
LSJITZO,O,O,O,X,X,X,X,O,X,O,O,O
LSJITOZ,O,O,O,X,X,X,X,O,X,X,X,O
LSJIZTO,X,O,O,X,X,X,X,O,X,O,O,O
LSJIZOT,X,X,O,X,X,X,O,X,X,O,X,X
LSJIOTZ,O,O,O,X,X,X,X,X,X,X,X,X
LSJIOZT,X,X,O,X,X,X,O,X,X,O,X,X
LSJZTIO,X,O,O,X,X,X,X,O,O,O,O,O
LSJZTOI,X,O,O,X,X,O,X,O,O,X,X,O
LSJZITO,X,O,O,X,X,X,X,O,O,O,O,O
LSJZIOT,X,X,O,X,X,X,O,X,O,O,X,X
LSJZOTI,X,X,O,X,X,O,X,O,O,X,X,O
LSJZOIT,X,X,O,X,X,X,X,X,O,O,X,X
LSJOTIZ,O,O,O,X,X,O,X,O,X,X,X,O
LSJOTZI,O,O,O,X,X,O,X,O,O,X,X,O
LSJOITZ,O,O,O,X,X,X,X,X,X,X,X,X
LSJOIZT,X,X,O,X,X,X,O,X,X,O,X,X
LSJOZTI,X,X,O,X,X,O,X,O,O,X,X,O
LSJOZIT,X,X,O,X,X,X,O,X,O,O,X,X
LSZTIJO,X,O,X,X,O,X,X,O,X,O,X,O
LSZTIOJ,X,O,X,X,X,X,X,X,X,X,X,O
LSZTJIO,X,O,O,X,O,X,X,O,X,O,X,O
LSZTJOI,X,O,O,X,O,X,X,O,X,X,X,O
LSZTOIJ,X,O,X,X,O,X,X,X,X,X,X,O
LSZTOJI,X,O,O,X,O,X,X,O,X,X,X,O
LSZITJO,X,O,X,X,O,X,X,O,X,O,X,X
LSZITOJ,X,O,X,X,X,X,X,X,X,X,X,X
LSZIJTO,X,O,X,X,O,X,X,O,X,O,X,X
LSZIJOT,X,X,X,X,X,X,O,X,X,O,X,X
LSZIOTJ,X,O,X,X,X,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,X,X,X,X,O,X,X
LSZJTIO,X,O,O,X,O,X,X,O,X,O,X,O
LSZJTOI,X,O,O,X,O,X,X,O,X,X,X,O
LSZJITO,X,O,O,X,O,X,X,O,X,O,X,O
LSZJIOT,X,X,O,X,X,X,O,X,X,O,X,X
LSZJOTI,X,X,O,X,X,X,X,O,X,X,X,O
LSZJOIT,X,X,O,X,X,X,X,X,X,O,X,X
LSZOTIJ,X,O,X,X,O,X,X,X,X,X,X,X
LSZOTJI,X,O,O,X,O,X,X,O,X,X,X,X
LSZOITJ,X,O,X,X,O,X,X,X,X,X,X,X
LSZOIJT,X,X,X,X,O,X,X,X,X,O,X,X
LSZOJTI,X,X,O,X,O,X,X,O,X,X,X,X
LSZOJIT,X,X,O,X,O,X,X,X,X,O,X,X
LSOTIJZ,O,O,X,X,X,O,X,X,X,X,X,O
LSOTIZJ,O,O,X,X,X,O,X,X,X,X,X,O
LSOTJIZ,O,O,O,X,X,O,X,X,X,X,X,O
LSOTJZI,O,O,O,X,X,O,X,X,O,X,X,O
LSOTZIJ,O,O,X,X,O,O,X,X,X,X,X,O
LSOTZJI,O,O,X,X,O,O,X,O,X,X,X,O
LSOITJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOITZJ,O,O,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOIJZT,X,X,X,X,X,X,O,X,X,O,X,X
LSOIZTJ,O,O,X,X,X,X,X,X,X,X,X,X
LSOIZJT,X,X,X,X,X,X,O,X,X,O,X,X
LSOJTIZ,O,O,O,X,X,O,X,O,X,X,X,O
LSOJTZI,O,O,O,X,X,O,X,O,O,X,X,O
LSOJITZ,O,O,O,X,X,X,X,X,X,X,X,X
LSOJIZT,X,X,O,X,X,X,O,X,X,O,X,X
LSOJZTI,X,X,O,X,X,O,X,O,O,X,X,O
LSOJZIT,X,X,O,X,X,X,O,X,O,O,X,X
LSOZTIJ,O,O,X,X,O,X,X,X,X,X,X,X
LSOZTJI,O,O,O,X,O,X,X,O,X,X,X,X
LSOZITJ,O,O,X,X,O,X,X,X,X,X,X,X
LSOZIJT,X,X,X,X,O,X,O,X,X,O,X,X
LSOZJTI,X,X,O,X,O,X,X,O,X,X,X,X
LSOZJIT,X,X,O,X,O,X,O,X,X,O,X,X
LZTIJSO,X,O,O,X,O,X,X,X,X,O,X,X
LZTIJOS,X,X,O,X,O,X,X,X,X,X,X,X
LZTISJO,X,O,X,X,O,X,X,X,X,O,X,X
LZTISOJ,X,O,X,X,X,X,X,X,X,X,X,X
LZTIOJS,X,X,O,X,O,O,X,X,X,X,X,X
LZTIOSJ,X,O,X,X,O,O,X,X,X,X,X,X
LZTJISO,X,O,O,X,O,X,X,O,O,O,X,X
LZTJIOS,X,X,O,X,O,O,X,X,O,X,X,X
LZTJSIO,X,O,O,X,O,X,X,O,O,O,X,X
LZTJSOI,X,O,O,X,O,O,X,O,O,X,X,X
LZTJOIS,X,X,O,X,O,O,X,X,O,X,X,X
LZTJOSI,X,X,O,X,O,O,X,O,O,X,X,X
LZTSIJO,X,O,X,X,O,X,X,O,X,O,X,X
LZTSIOJ,X,O,X,X,X,X,X,X,X,X,X,X
LZTSJIO,X,O,O,X,O,X,X,O,X,O,X,X
LZTSJOI,X,O,O,X,O,X,X,O,X,X,X,X
LZTSOIJ,X,O,X,X,O,O,X,X,X,X,X,X
LZTSOJI,X,O,O,X,O,O,X,O,X,X,X,X
LZTOIJS,X,X,O,X,O,O,X,X,X,X,X,X
LZTOISJ,X,O,X,X,O,O,X,X,X,X,X,X
LZTOJIS,X,X,O,X,O,O,X,X,O,X,X,X
LZTOJSI,X,X,O,X,O,O,X,X,O,X,X,X
LZTOSIJ,X,O,X,X,O,O,X,X,X,X,X,X
LZTOSJI,X,O,O,X,O,O,X,X,X,X,X,X
LZITJSO,X,O,O,X,O,X,X,X,X,O,X,X
LZITJOS,X,X,O,X,O,X,X,X,X,X,X,X
LZITSJO,X,O,X,X,O,X,X,X,X,O,X,X
LZITSOJ,X,O,X,X,X,X,X,X,X,X,X,X
LZITOJS,X,X,O,X,O,X,X,X,X,X,X,X
LZITOSJ,X,O,X,X,O,X,X,X,X,X,X,X
LZIJTSO,X,O,O,X,O,X,X,O,X,O,X,X
LZIJTOS,X,X,O,X,O,X,X,X,X,X,X,X
LZIJSTO,X,O,O,X,O,X,X,O,X,O,X,X
LZIJSOT,X,X,O,X,X,X,X,X,X,O,X,X
LZIJOTS,X,X,O,X,O,X,X,X,X,X,X,X
LZIJOST,X,X,O,X,X,X,X,X,X,O,X,X
LZISTJO,X,O,X,X,O,X,X,O,X,O,X,X
LZISTOJ,X,O,X,X,X,X,X,X,X,X,X,X
LZISJTO,X,O,X,X,O,X,X,O,X,O,X,X
LZISJOT,X,X,X,X,X,X,X,X,X,O,X,X
LZISOTJ,X,O,X,X,X,X,X,X,X,X,X,X
LZISOJT,X,X,X,X,X,X,X,X,X,O,X,X
LZIOTJS,X,X,O,X,O,X,X,X,X,X,X,X
LZIOTSJ,X,O,X,X,O,X,X,X,X,X,X,X
LZIOJTS,X,X,O,X,O,X,X,X,X,X,X,X
LZIOJST,X,X,O,X,O,X,X,X,X,O,X,X
LZIOSTJ,X,O,X,X,O,X,X,X,X,X,X,X
LZIOSJT,X,X,X,X,O,X,X,X,X,O,X,X
LZJTISO,X,O,O,X,O,X,X,O,O,O,X,X
LZJTIOS,X,X,O,X,O,O,X,X,O,X,X,X
