sequence,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8KeqEJvhFTgB0hB?liB5oB3qB2wB,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8Kez/IvhFqlBlhB?3iB5oBUqB2wB,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8KeuEJvhF3gBcmB?liB5oBTqBywB,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8KeGAJvhFliB5oB?zkB3qBirB0rB,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8KeuEJvhFliB5oB?KqBzlBfsBUrB,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8KeuEJvhFzgBliB?5oBKqBUrBfsB
ZJOTILS,X,O,O,X,X,X
ZJOTISL,X,O,O,X,X,X
ZJOTLIS,X,O,O,X,X,X
ZJOTLSI,X,O,O,X,X,X
ZJOTSIL,X,O,O,X,X,X
ZJOTSLI,X,O,O,X,X,X
ZJOITLS,X,O,O,X,X,X
ZJOITSL,X,O,O,X,X,X
ZJOILTS,X,O,O,X,X,O
ZJOILST,X,O,O,X,X,O
ZJOISTL,X,O,O,X,X,X
ZJOISLT,X,O,O,X,X,X
ZJOLTIS,X,O,O,X,X,O
ZJOLTSI,X,O,O,X,X,X
ZJOLITS,X,O,O,X,X,O
ZJOLIST,X,O,O,X,X,O
ZJOLSTI,X,O,O,X,X,X
ZJOLSIT,X,O,O,X,X,O
ZJOSTIL,X,O,O,X,X,X
ZJOSTLI,X,O,O,X,X,X
ZJOSITL,X,O,O,X,X,X
ZJOSILT,X,O,O,X,X,X
ZJOSLTI,X,O,O,X,X,X
ZJOSLIT,X,O,O,X,X,X
ZSTILJO,O,O,X,X,X,X
ZSTILOJ,O,O,X,X,X,X
ZSTIJLO,O,O,X,X,X,X
ZSTIJOL,X,O,X,X,X,X
ZSTIOLJ,O,O,O,O,X,X
ZSTIOJL,X,O,O,O,X,X
ZSTLIJO,O,O,X,X,X,X
ZSTLIOJ,O,O,X,X,X,X
ZSTLJIO,O,O,X,X,X,X
ZSTLJOI,O,O,X,X,X,X
ZSTLOIJ,O,O,X,X,X,X
ZSTLOJI,O,O,X,X,X,X
ZSTJILO,O,O,X,X,X,X
ZSTJIOL,X,O,X,X,X,X
ZSTJLIO,O,O,X,X,X,X
ZSTJLOI,O,O,X,X,X,X
ZSTJOIL,X,O,X,X,X,X
ZSTJOLI,X,O,X,X,X,X
ZSTOILJ,O,O,O,O,X,X
ZSTOIJL,X,O,O,O,X,X
ZSTOLIJ,O,O,O,X,X,X
ZSTOLJI,O,O,O,X,X,X
ZSTOJIL,X,O,O,O,X,X
ZSTOJLI,X,O,O,X,X,X
ZSITLJO,O,O,X,X,X,X
ZSITLOJ,O,O,X,X,X,X
ZSITJLO,O,O,X,X,X,X
ZSITJOL,X,O,X,X,X,X
ZSITOLJ,O,O,O,O,X,X
ZSITOJL,X,O,O,O,X,X
ZSILTJO,O,O,X,X,X,X
ZSILTOJ,O,O,X,X,X,X
ZSILJTO,O,O,X,X,X,O
ZSILJOT,O,O,X,X,X,O
ZSILOTJ,O,O,X,X,X,X
ZSILOJT,O,O,X,X,X,O
ZSIJTLO,O,O,X,X,X,X
ZSIJTOL,X,O,X,X,X,X
ZSIJLTO,O,O,X,X,X,X
ZSIJLOT,O,O,X,X,X,X
ZSIJOTL,X,O,X,X,X,X
ZSIJOLT,X,O,X,X,X,X
ZSIOTLJ,O,O,O,O,X,X
ZSIOTJL,X,O,O,O,X,X
ZSIOLTJ,O,O,O,O,X,X
ZSIOLJT,O,O,O,O,X,O
ZSIOJTL,X,O,O,O,X,X
ZSIOJLT,X,O,O,O,X,X
ZSLTIJO,O,O,X,X,X,X
ZSLTIOJ,O,O,X,X,X,X
ZSLTJIO,O,O,X,X,X,X
ZSLTJOI,O,O,X,X,X,X
ZSLTOIJ,O,O,X,X,X,X
ZSLTOJI,O,O,X,X,X,X
ZSLITJO,O,O,X,X,X,X
ZSLITOJ,O,O,X,X,X,X
ZSLIJTO,O,O,X,X,X,O
ZSLIJOT,O,O,X,X,X,O
ZSLIOTJ,O,O,X,X,X,X
ZSLIOJT,O,O,X,X,X,O
ZSLJTIO,O,O,X,X,X,X
ZSLJTOI,O,O,X,X,X,X
ZSLJITO,O,O,X,X,X,O
ZSLJIOT,O,O,X,X,X,O
ZSLJOTI,O,O,X,X,X,X
ZSLJOIT,O,O,X,X,X,O
ZSLOTIJ,O,O,X,X,X,X
ZSLOTJI,O,O,X,X,X,X
ZSLOITJ,O,O,X,X,X,X
ZSLOIJT,O,O,X,X,X,O
ZSLOJTI,O,O,X,X,X,X
ZSLOJIT,O,O,X,X,X,O
ZSJTILO,O,O,X,X,X,X
ZSJTIOL,X,O,X,X,X,X
ZSJTLIO,O,O,X,X,X,X
ZSJTLOI,O,O,X,X,X,X
ZSJTOIL,X,O,X,X,X,X
ZSJTOLI,X,O,X,X,X,X
ZSJITLO,O,O,X,X,X,X
ZSJITOL,X,O,X,X,X,X
ZSJILTO,O,O,X,X,X,X
ZSJILOT,O,O,X,X,X,X
ZSJIOTL,X,O,X,X,X,X
ZSJIOLT,X,O,X,X,X,X
ZSJLTIO,O,O,X,X,X,X
ZSJLTOI,O,O,X,X,X,X
ZSJLITO,O,O,X,X,X,X
ZSJLIOT,O,O,X,X,X,X
ZSJLOTI,O,O,X,X,X,X
ZSJLOIT,O,O,X,X,X,X
ZSJOTIL,X,O,X,X,X,X
ZSJOTLI,X,O,X,X,X,X
ZSJOITL,X,O,X,X,X,X
ZSJOILT,X,O,X,X,X,X
ZSJOLTI,X,O,X,X,X,X
ZSJOLIT,X,O,X,X,X,X
ZSOTILJ,O,O,O,O,X,X
ZSOTIJL,X,O,O,O,X,X
ZSOTLIJ,O,O,O,X,X,X
ZSOTLJI,O,O,O,X,X,X
ZSOTJIL,X,O,O,O,X,X
ZSOTJLI,X,O,O,X,X,X
ZSOITLJ,O,O,O,O,X,X
ZSOITJL,X,O,O,O,X,X
ZSOILTJ,O,O,O,O,X,X
ZSOILJT,O,O,O,O,X,O
ZSOIJTL,X,O,O,O,X,X
ZSOIJLT,X,O,O,O,X,X
ZSOLTIJ,O,O,O,X,X,X
ZSOLTJI,O,O,O,X,X,X
ZSOLITJ,O,O,O,X,X,X
ZSOLIJT,O,O,O,X,X,O
ZSOLJTI,O,O,O,X,X,X
ZSOLJIT,O,O,O,X,X,O
ZSOJTIL,X,O,O,O,X,X
ZSOJTLI,X,O,O,X,X,X
ZSOJITL,X,O,O,O,X,X
ZSOJILT,X,O,O,O,X,X
ZSOJLTI,X,O,O,X,X,X
ZSOJLIT,X,O,O,X,X,X
ZOTILJS,X,O,O,X,X,O
ZOTILSJ,O,O,O,X,X,X
ZOTIJLS,X,O,O,X,X,X
ZOTIJSL,X,O,O,X,X,X
ZOTISLJ,O,O,O,O,X,X
ZOTISJL,X,O,O,O,X,X
ZOTLIJS,X,O,O,X,X,O
ZOTLISJ,O,O,O,X,X,X
ZOTLJIS,X,O,O,X,X,O
ZOTLJSI,X,O,O,X,X,X
ZOTLSIJ,O,O,O,X,X,X
ZOTLSJI,O,O,O,X,X,X
ZOTJILS,X,O,O,X,X,X
ZOTJISL,X,O,O,X,X,X
ZOTJLIS,X,O,O,X,X,X
ZOTJLSI,X,O,O,X,X,X
ZOTJSIL,X,O,O,X,X,X
ZOTJSLI,X,O,O,X,X,X
ZOTSILJ,O,O,O,O,X,X
ZOTSIJL,X,O,O,O,X,X
ZOTSLIJ,O,O,O,X,X,X
ZOTSLJI,O,O,O,X,X,X
ZOTSJIL,X,O,O,O,X,X
ZOTSJLI,X,O,O,X,X,X
ZOITLJS,X,O,O,X,X,O
ZOITLSJ,O,O,O,X,X,X
ZOITJLS,X,O,O,X,X,X
ZOITJSL,X,O,O,X,X,X
ZOITSLJ,O,O,O,O,X,X
ZOITSJL,X,O,O,O,X,X
ZOILTJS,X,O,O,X,X,O
ZOILTSJ,O,O,O,X,X,X
ZOILJTS,X,O,O,X,X,O
ZOILJST,X,O,O,X,X,O
ZOILSTJ,O,O,O,X,X,X
ZOILSJT,O,O,O,X,X,O
ZOIJTLS,X,O,O,X,X,X
ZOIJTSL,X,O,O,X,X,X
ZOIJLTS,X,O,O,X,X,O
ZOIJLST,X,O,O,X,X,O
ZOIJSTL,X,O,O,X,X,X
ZOIJSLT,X,O,O,X,X,X
ZOISTLJ,O,O,O,O,X,X
ZOISTJL,X,O,O,O,X,X
ZOISLTJ,O,O,O,O,X,X
ZOISLJT,O,O,O,O,X,O
ZOISJTL,X,O,O,O,X,X
ZOISJLT,X,O,O,O,X,X
ZOLTIJS,X,O,O,X,X,O
ZOLTISJ,O,O,O,X,X,X
ZOLTJIS,X,O,O,X,X,O
ZOLTJSI,X,O,O,X,X,X
ZOLTSIJ,O,O,O,X,X,X
ZOLTSJI,O,O,O,X,X,X
ZOLITJS,X,O,O,X,X,O
ZOLITSJ,O,O,O,X,X,X
ZOLIJTS,X,O,O,X,X,O
ZOLIJST,X,O,O,X,X,O
ZOLISTJ,O,O,O,X,X,X
ZOLISJT,O,O,O,X,X,O
ZOLJTIS,X,O,O,X,X,O
ZOLJTSI,X,O,O,X,X,X
ZOLJITS,X,O,O,X,X,O
ZOLJIST,X,O,O,X,X,O
ZOLJSTI,X,O,O,X,X,X
ZOLJSIT,X,O,O,X,X,O
ZOLSTIJ,O,O,O,X,X,X
ZOLSTJI,O,O,O,X,X,X
ZOLSITJ,O,O,O,X,X,X
ZOLSIJT,O,O,O,X,X,O
ZOLSJTI,O,O,O,X,X,X
ZOLSJIT,O,O,O,X,X,O
ZOJTILS,X,O,O,X,X,X
ZOJTISL,X,O,O,X,X,X
ZOJTLIS,X,O,O,X,X,X
ZOJTLSI,X,O,O,X,X,X
ZOJTSIL,X,O,O,X,X,X
ZOJTSLI,X,O,O,X,X,X
ZOJITLS,X,O,O,X,X,X
ZOJITSL,X,O,O,X,X,X
ZOJILTS,X,O,O,X,X,O
ZOJILST,X,O,O,X,X,O
ZOJISTL,X,O,O,X,X,X
ZOJISLT,X,O,O,X,X,X
ZOJLTIS,X,O,O,X,X,O
ZOJLTSI,X,O,O,X,X,X
ZOJLITS,X,O,O,X,X,O
ZOJLIST,X,O,O,X,X,O
ZOJLSTI,X,O,O,X,X,X
ZOJLSIT,X,O,O,X,X,O
ZOJSTIL,X,O,O,X,X,X
ZOJSTLI,X,O,O,X,X,X
ZOJSITL,X,O,O,X,X,X
ZOJSILT,X,O,O,X,X,X
ZOJSLTI,X,O,O,X,X,X
ZOJSLIT,X,O,O,X,X,X
ZOSTILJ,O,O,O,O,X,X
ZOSTIJL,X,O,O,O,X,X
ZOSTLIJ,O,O,O,X,X,X
ZOSTLJI,O,O,O,X,X,X
ZOSTJIL,X,O,O,O,X,X
ZOSTJLI,X,O,O,X,X,X
ZOSITLJ,O,O,O,O,X,X
ZOSITJL,X,O,O,O,X,X
ZOSILTJ,O,O,O,O,X,X
ZOSILJT,O,O,O,O,X,O
ZOSIJTL,X,O,O,O,X,X
ZOSIJLT,X,O,O,O,X,X
ZOSLTIJ,O,O,O,X,X,X
ZOSLTJI,O,O,O,X,X,X
ZOSLITJ,O,O,O,X,X,X
ZOSLIJT,O,O,O,X,X,O
ZOSLJTI,O,O,O,X,X,X
ZOSLJIT,O,O,O,X,X,O
ZOSJTIL,X,O,O,O,X,X
ZOSJTLI,X,O,O,X,X,X
ZOSJITL,X,O,O,O,X,X
ZOSJILT,X,O,O,O,X,X
ZOSJLTI,X,O,O,X,X,X
ZOSJLIT,X,O,O,X,X,X
OTILJSZ,X,X,X,X,O,X
OTILJZS,X,X,O,X,O,X
OTILSJZ,O,X,X,O,O,X
OTILSZJ,O,X,X,O,X,X
OTILZJS,X,X,O,X,O,X
OTILZSJ,O,X,O,X,X,X
OTIJLSZ,X,X,X,X,O,X
OTIJLZS,X,X,O,X,O,X
OTIJSLZ,X,X,X,O,X,X
OTIJSZL,X,X,O,O,X,X
OTIJZLS,X,X,O,X,X,X
OTIJZSL,X,X,O,X,X,X
OTISLJZ,O,X,X,O,X,X
OTISLZJ,O,X,X,O,X,X
OTISJLZ,X,X,X,O,X,X
OTISJZL,X,X,O,O,X,X
OTISZLJ,O,O,O,O,X,X
OTISZJL,X,O,O,O,X,X
OTIZLJS,X,O,O,X,X,X
OTIZLSJ,O,O,O,X,X,X
OTIZJLS,X,O,O,X,X,X
OTIZJSL,X,O,O,X,X,X
OTIZSLJ,O,O,O,O,X,X
OTIZSJL,X,O,O,O,X,X
OTLIJSZ,X,X,X,X,O,X
OTLIJZS,X,X,O,X,O,X
OTLISJZ,O,X,X,O,O,X
OTLISZJ,O,X,X,O,X,X
OTLIZJS,X,X,O,X,O,X
OTLIZSJ,O,X,O,X,X,X
OTLJISZ,X,X,X,X,O,X
OTLJIZS,X,X,O,X,O,X
OTLJSIZ,X,X,X,X,O,X
OTLJSZI,X,X,X,X,X,X
OTLJZIS,X,X,O,X,O,X
OTLJZSI,X,X,O,X,X,X
OTLSIJZ,O,X,X,O,O,X
OTLSIZJ,O,X,X,O,X,X
OTLSJIZ,O,X,X,O,O,X
OTLSJZI,O,X,X,X,X,X
OTLSZIJ,O,X,X,X,X,X
OTLSZJI,O,X,X,X,X,X
OTLZIJS,X,X,O,X,O,X
OTLZISJ,O,X,O,X,X,X
OTLZJIS,X,X,O,X,O,X
OTLZJSI,X,X,O,X,X,X
OTLZSIJ,O,X,O,X,X,X
OTLZSJI,O,X,O,X,X,X
OTJILSZ,X,X,X,X,O,X
OTJILZS,X,X,O,X,O,X
OTJISLZ,X,X,X,O,X,X
OTJISZL,X,X,O,O,X,X
OTJIZLS,X,X,O,X,X,X
OTJIZSL,X,X,O,X,X,X
OTJLISZ,X,X,X,X,O,X
OTJLIZS,X,X,O,X,O,X
OTJLSIZ,X,X,X,X,O,X
OTJLSZI,X,X,X,X,X,X
OTJLZIS,X,X,O,X,O,X
OTJLZSI,X,X,O,X,X,X
OTJSILZ,X,X,X,O,X,X
OTJSIZL,X,X,O,O,X,X
OTJSLIZ,X,X,X,O,X,X
OTJSLZI,X,X,X,X,X,X
OTJSZIL,X,X,O,O,X,X
OTJSZLI,X,X,O,X,X,X
OTJZILS,X,X,O,X,X,X
OTJZISL,X,X,O,X,X,X
OTJZLIS,X,X,O,X,X,X
OTJZLSI,X,X,O,X,X,X
OTJZSIL,X,X,O,X,X,X
OTJZSLI,X,X,O,X,X,X
OTSILJZ,O,X,X,O,X,X
OTSILZJ,O,X,X,O,X,X
OTSIJLZ,X,X,X,O,X,X
OTSIJZL,X,X,O,O,X,X
OTSIZLJ,O,O,O,O,X,X
OTSIZJL,X,O,O,O,X,X
OTSLIJZ,O,X,X,O,X,X
OTSLIZJ,O,X,X,O,X,X
OTSLJIZ,O,X,X,O,X,X
OTSLJZI,O,X,X,X,X,X
OTSLZIJ,O,X,X,X,X,X
OTSLZJI,O,X,X,X,X,X
OTSJILZ,X,X,X,O,X,X
OTSJIZL,X,X,O,O,X,X
OTSJLIZ,X,X,X,O,X,X
OTSJLZI,X,X,X,X,X,X
OTSJZIL,X,X,O,O,X,X
OTSJZLI,X,X,O,X,X,X
OTSZILJ,O,O,O,O,X,X
OTSZIJL,X,O,O,O,X,X
OTSZLIJ,O,O,O,X,X,X
OTSZLJI,O,O,O,X,X,X
OTSZJIL,X,O,O,O,X,X
OTSZJLI,X,O,O,X,X,X
OTZILJS,X,O,O,X,X,X
OTZILSJ,O,O,O,X,X,X
OTZIJLS,X,O,O,X,X,X
OTZIJSL,X,O,O,X,X,X
OTZISLJ,O,O,O,O,X,X
OTZISJL,X,O,O,O,X,X
OTZLIJS,X,O,O,X,X,X
OTZLISJ,O,O,O,X,X,X
OTZLJIS,X,O,O,X,X,X
OTZLJSI,X,O,O,X,X,X
OTZLSIJ,O,O,O,X,X,X
OTZLSJI,O,O,O,X,X,X
OTZJILS,X,O,O,X,X,X
OTZJISL,X,O,O,X,X,X
OTZJLIS,X,O,O,X,X,X
OTZJLSI,X,O,O,X,X,X
OTZJSIL,X,O,O,X,X,X
OTZJSLI,X,O,O,X,X,X
OTZSILJ,O,O,O,O,X,X
OTZSIJL,X,O,O,O,X,X
OTZSLIJ,O,O,O,X,X,X
OTZSLJI,O,O,O,X,X,X
OTZSJIL,X,O,O,O,X,X
OTZSJLI,X,O,O,X,X,X
OITLJSZ,X,X,X,X,O,X
OITLJZS,X,X,O,X,O,X
OITLSJZ,O,X,X,O,O,X
OITLSZJ,O,X,X,O,X,X
OITLZJS,X,X,O,X,O,X
OITLZSJ,O,X,O,X,X,X
OITJLSZ,X,X,X,X,O,X
OITJLZS,X,X,O,X,O,X
OITJSLZ,X,X,X,O,X,X
OITJSZL,X,X,O,O,X,X
OITJZLS,X,X,O,X,X,X
OITJZSL,X,X,O,X,X,X
OITSLJZ,O,X,X,O,X,X
OITSLZJ,O,X,X,O,X,X
OITSJLZ,X,X,X,O,X,X
OITSJZL,X,X,O,O,X,X
OITSZLJ,O,O,O,O,X,X
OITSZJL,X,O,O,O,X,X
OITZLJS,X,O,O,X,X,X
OITZLSJ,O,O,O,X,X,X
OITZJLS,X,O,O,X,X,X
OITZJSL,X,O,O,X,X,X
OITZSLJ,O,O,O,O,X,X
OITZSJL,X,O,O,O,X,X
OILTJSZ,X,X,X,X,O,X
OILTJZS,X,X,O,X,O,X
OILTSJZ,O,X,X,O,O,X
OILTSZJ,O,X,X,O,X,X
OILTZJS,X,X,O,X,O,X
OILTZSJ,O,X,O,X,X,X
OILJTSZ,X,X,X,X,O,X
OILJTZS,X,X,O,X,O,X
OILJSTZ,X,X,X,X,O,X
OILJSZT,X,X,X,X,O,X
OILJZTS,X,X,O,X,O,O
OILJZST,X,X,O,X,O,O
OILSTJZ,O,X,X,O,O,X
OILSTZJ,O,X,X,O,X,X
OILSJTZ,O,X,X,O,O,X
OILSJZT,O,X,X,O,O,X
OILSZTJ,O,X,X,O,X,X
OILSZJT,O,X,X,O,X,X
OILZTJS,X,X,O,X,O,O
OILZTSJ,O,X,O,X,X,X
OILZJTS,X,X,O,X,O,O
OILZJST,X,X,O,X,O,O
OILZSTJ,O,X,O,X,X,X
OILZSJT,O,X,O,X,X,O
OIJTLSZ,X,X,X,X,O,X
OIJTLZS,X,X,O,X,O,X
OIJTSLZ,X,X,X,O,X,X
OIJTSZL,X,X,O,O,X,X
OIJTZLS,X,X,O,X,X,X
OIJTZSL,X,X,O,X,X,X
OIJLTSZ,X,X,X,X,O,X
OIJLTZS,X,X,O,X,O,X
OIJLSTZ,X,X,X,X,O,X
OIJLSZT,X,X,X,X,O,X
OIJLZTS,X,X,O,X,O,O
OIJLZST,X,X,O,X,O,O
OIJSTLZ,X,X,X,O,X,X
OIJSTZL,X,X,O,O,X,X
OIJSLTZ,X,X,X,O,X,X
OIJSLZT,X,X,X,O,X,X
OIJSZTL,X,X,O,O,X,X
OIJSZLT,X,X,O,O,X,X
OIJZTLS,X,X,O,X,X,X
OIJZTSL,X,X,O,X,X,X
OIJZLTS,X,X,O,X,X,X
OIJZLST,X,X,O,X,X,X
OIJZSTL,X,X,O,X,X,X
OIJZSLT,X,X,O,X,X,X
OISTLJZ,O,X,X,O,X,X
OISTLZJ,O,X,X,O,X,X
OISTJLZ,X,X,X,O,X,X
OISTJZL,X,X,O,O,X,X
OISTZLJ,O,O,O,O,X,X
OISTZJL,X,O,O,O,X,X
OISLTJZ,O,X,X,O,X,X
OISLTZJ,O,X,X,O,X,X
OISLJTZ,O,X,X,O,X,X
OISLJZT,O,X,X,O,X,X
OISLZTJ,O,X,X,O,X,X
OISLZJT,O,X,X,O,X,X
OISJTLZ,X,X,X,O,X,X
OISJTZL,X,X,O,O,X,X
OISJLTZ,X,X,X,O,X,X
OISJLZT,X,X,X,O,X,X
OISJZTL,X,X,O,O,X,X
OISJZLT,X,X,O,O,X,X
OISZTLJ,O,O,O,O,X,X
OISZTJL,X,O,O,O,X,X
OISZLTJ,O,O,O,O,X,X
OISZLJT,O,O,O,O,X,X
OISZJTL,X,O,O,O,X,X
OISZJLT,X,O,O,O,X,X
OIZTLJS,X,O,O,X,X,O
OIZTLSJ,O,O,O,X,X,X
OIZTJLS,X,O,O,X,X,X
OIZTJSL,X,O,O,X,X,X
OIZTSLJ,O,O,O,O,X,X
OIZTSJL,X,O,O,O,X,X
OIZLTJS,X,O,O,X,X,O
OIZLTSJ,O,O,O,X,X,X
OIZLJTS,X,O,O,X,X,O
OIZLJST,X,O,O,X,X,O
OIZLSTJ,O,O,O,X,X,X
OIZLSJT,O,O,O,X,X,O
OIZJTLS,X,O,O,X,X,X
OIZJTSL,X,O,O,X,X,X
OIZJLTS,X,O,O,X,X,O
OIZJLST,X,O,O,X,X,O
OIZJSTL,X,O,O,X,X,X
OIZJSLT,X,O,O,X,X,X
OIZSTLJ,O,O,O,O,X,X
OIZSTJL,X,O,O,O,X,X
OIZSLTJ,O,O,O,O,X,X
OIZSLJT,O,O,O,O,X,O
OIZSJTL,X,O,O,O,X,X
OIZSJLT,X,O,O,O,X,X
OLTIJSZ,X,X,X,X,O,X
OLTIJZS,X,X,O,X,O,X
OLTISJZ,O,X,X,O,O,X
OLTISZJ,O,X,X,O,X,X
OLTIZJS,X,X,O,X,O,X
OLTIZSJ,O,X,O,X,X,X
OLTJISZ,X,X,X,X,O,X
OLTJIZS,X,X,O,X,O,X
OLTJSIZ,X,X,X,X,O,X
OLTJSZI,X,X,X,X,X,X
OLTJZIS,X,X,O,X,O,X
OLTJZSI,X,X,O,X,X,X
OLTSIJZ,O,X,X,O,O,X
OLTSIZJ,O,X,X,O,X,X
OLTSJIZ,O,X,X,O,O,X
OLTSJZI,O,X,X,X,X,X
OLTSZIJ,O,X,X,X,X,X
OLTSZJI,O,X,X,X,X,X
OLTZIJS,X,X,O,X,O,X
OLTZISJ,O,X,O,X,X,X
OLTZJIS,X,X,O,X,O,X
OLTZJSI,X,X,O,X,X,X
OLTZSIJ,O,X,O,X,X,X
OLTZSJI,O,X,O,X,X,X
OLITJSZ,X,X,X,X,O,X
OLITJZS,X,X,O,X,O,X
OLITSJZ,O,X,X,O,O,X
OLITSZJ,O,X,X,O,X,X
OLITZJS,X,X,O,X,O,X
OLITZSJ,O,X,O,X,X,X
OLIJTSZ,X,X,X,X,O,X
OLIJTZS,X,X,O,X,O,X
OLIJSTZ,X,X,X,X,O,X
OLIJSZT,X,X,X,X,O,X
OLIJZTS,X,X,O,X,O,O
OLIJZST,X,X,O,X,O,O
OLISTJZ,O,X,X,O,O,X
OLISTZJ,O,X,X,O,X,X
OLISJTZ,O,X,X,O,O,X
OLISJZT,O,X,X,O,O,X
OLISZTJ,O,X,X,O,X,X
OLISZJT,O,X,X,O,X,X
OLIZTJS,X,X,O,X,O,O
OLIZTSJ,O,X,O,X,X,X
OLIZJTS,X,X,O,X,O,O
OLIZJST,X,X,O,X,O,O
OLIZSTJ,O,X,O,X,X,X
OLIZSJT,O,X,O,X,X,O
OLJTISZ,X,X,X,X,O,X
OLJTIZS,X,X,O,X,O,X
OLJTSIZ,X,X,X,X,O,X
OLJTSZI,X,X,X,X,X,X
OLJTZIS,X,X,O,X,O,X
OLJTZSI,X,X,O,X,X,X
OLJITSZ,X,X,X,X,O,X
OLJITZS,X,X,O,X,O,X
OLJISTZ,X,X,X,X,O,X
OLJISZT,X,X,X,X,O,X
OLJIZTS,X,X,O,X,O,O
OLJIZST,X,X,O,X,O,O
OLJSTIZ,X,X,X,X,O,X
OLJSTZI,X,X,X,X,X,X
OLJSITZ,X,X,X,X,O,X
OLJSIZT,X,X,X,X,O,X
OLJSZTI,X,X,X,X,X,X
OLJSZIT,X,X,X,X,X,X
OLJZTIS,X,X,O,X,O,O
OLJZTSI,X,X,O,X,X,X
OLJZITS,X,X,O,X,O,O
OLJZIST,X,X,O,X,O,O
OLJZSTI,X,X,O,X,X,X
OLJZSIT,X,X,O,X,X,O
OLSTIJZ,O,X,X,O,O,X
OLSTIZJ,O,X,X,O,X,X
OLSTJIZ,O,X,X,O,O,X
OLSTJZI,O,X,X,X,X,X
OLSTZIJ,O,X,X,X,X,X
OLSTZJI,O,X,X,X,X,X
OLSITJZ,O,X,X,O,O,X
OLSITZJ,O,X,X,O,X,X
OLSIJTZ,O,X,X,O,O,X
OLSIJZT,O,X,X,O,O,X
OLSIZTJ,O,X,X,O,X,X
OLSIZJT,O,X,X,O,X,X
OLSJTIZ,O,X,X,O,O,X
OLSJTZI,O,X,X,X,X,X
OLSJITZ,O,X,X,O,O,X
OLSJIZT,O,X,X,O,O,X
OLSJZTI,O,X,X,X,X,X
OLSJZIT,O,X,X,X,X,X
OLSZTIJ,O,X,X,X,X,X
OLSZTJI,O,X,X,X,X,X
OLSZITJ,O,X,X,X,X,X
OLSZIJT,O,X,X,X,X,X
OLSZJTI,O,X,X,X,X,X
OLSZJIT,O,X,X,X,X,X
OLZTIJS,X,X,O,X,O,O
OLZTISJ,O,X,O,X,X,X
OLZTJIS,X,X,O,X,O,O
OLZTJSI,X,X,O,X,X,X
OLZTSIJ,O,X,O,X,X,X
OLZTSJI,O,X,O,X,X,X
OLZITJS,X,X,O,X,O,O
OLZITSJ,O,X,O,X,X,X
OLZIJTS,X,X,O,X,O,O
OLZIJST,X,X,O,X,O,O
OLZISTJ,O,X,O,X,X,X
OLZISJT,O,X,O,X,X,O
OLZJTIS,X,X,O,X,O,O
OLZJTSI,X,X,O,X,X,X
OLZJITS,X,X,O,X,O,O
OLZJIST,X,X,O,X,O,O
OLZJSTI,X,X,O,X,X,X
OLZJSIT,X,X,O,X,X,O
OLZSTIJ,O,X,O,X,X,X
OLZSTJI,O,X,O,X,X,X
OLZSITJ,O,X,O,X,X,X
OLZSIJT,O,X,O,X,X,O
OLZSJTI,O,X,O,X,X,X
OLZSJIT,O,X,O,X,X,O
OJTILSZ,X,X,X,X,O,X
OJTILZS,X,X,O,X,O,X
OJTISLZ,X,X,X,O,X,X
OJTISZL,X,X,O,O,X,X
OJTIZLS,X,X,O,X,X,X
OJTIZSL,X,X,O,X,X,X
OJTLISZ,X,X,X,X,O,X
OJTLIZS,X,X,O,X,O,X
OJTLSIZ,X,X,X,X,O,X
OJTLSZI,X,X,X,X,X,X
OJTLZIS,X,X,O,X,O,X
OJTLZSI,X,X,O,X,X,X
OJTSILZ,X,X,X,O,X,X
OJTSIZL,X,X,O,O,X,X
OJTSLIZ,X,X,X,O,X,X
OJTSLZI,X,X,X,X,X,X
OJTSZIL,X,X,O,O,X,X
OJTSZLI,X,X,O,X,X,X
OJTZILS,X,X,O,X,X,X
OJTZISL,X,X,O,X,X,X
OJTZLIS,X,X,O,X,X,X
OJTZLSI,X,X,O,X,X,X
OJTZSIL,X,X,O,X,X,X
OJTZSLI,X,X,O,X,X,X
OJITLSZ,X,X,X,X,O,X
OJITLZS,X,X,O,X,O,X
OJITSLZ,X,X,X,O,X,X
OJITSZL,X,X,O,O,X,X
OJITZLS,X,X,O,X,X,X
OJITZSL,X,X,O,X,X,X
OJILTSZ,X,X,X,X,O,X
OJILTZS,X,X,O,X,O,X
OJILSTZ,X,X,X,X,O,X
OJILSZT,X,X,X,X,O,X
OJILZTS,X,X,O,X,O,O
OJILZST,X,X,O,X,O,O
OJISTLZ,X,X,X,O,X,X
OJISTZL,X,X,O,O,X,X
OJISLTZ,X,X,X,O,X,X
OJISLZT,X,X,X,O,X,X
OJISZTL,X,X,O,O,X,X
OJISZLT,X,X,O,O,X,X
OJIZTLS,X,X,O,X,X,X
OJIZTSL,X,X,O,X,X,X
OJIZLTS,X,X,O,X,X,X
OJIZLST,X,X,O,X,X,X
OJIZSTL,X,X,O,X,X,X
OJIZSLT,X,X,O,X,X,X
OJLTISZ,X,X,X,X,O,X
