sequence,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeOEJvhFVlBRhB3iB0?mBzpBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhBliBikBU?nBzpBWxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeOEJvhFXgBliBRmB0?mBzpBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhBliBmkBz?mB0pBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhB8mBunBi?kBzpBVxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeUBJvhFRiB/pBFlB6?sBzrBmpB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeUBJvhF3iBxkBzmBm?pBSxBlpB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeKEJvhFUhBRiBFlBG?sBXsBzpB
LIOJSTZ,O,O,O,X,X,X,X,X
LIOJSZT,X,O,O,X,X,X,X,X
LIOJZTS,X,O,O,X,X,X,X,X
LIOJZST,X,O,O,X,X,X,X,X
LIOSTJZ,O,O,O,O,X,X,X,X
LIOSTZJ,O,X,O,O,X,X,X,X
LIOSJTZ,O,O,O,O,X,X,X,X
LIOSJZT,X,O,O,X,X,X,X,X
LIOSZTJ,O,X,O,O,X,X,O,X
LIOSZJT,O,X,O,O,X,X,O,X
LIOZTJS,O,X,O,O,X,X,X,X
LIOZTSJ,O,X,O,O,X,X,X,X
LIOZJTS,O,X,O,O,X,X,X,X
LIOZJST,O,X,O,O,X,X,X,X
LIOZSTJ,O,X,O,O,X,X,O,X
LIOZSJT,O,X,O,O,X,X,O,X
LJTISZO,O,O,O,X,O,X,O,O
LJTISOZ,O,O,O,X,X,X,X,O
LJTIZSO,O,O,O,X,O,X,O,O
LJTIZOS,O,O,X,X,O,X,X,X
LJTIOSZ,O,O,O,X,X,X,X,X
LJTIOZS,X,X,O,X,O,X,X,X
LJTSIZO,O,O,O,O,O,X,O,O
LJTSIOZ,O,O,O,O,X,X,X,O
LJTSZIO,O,O,X,O,O,X,O,O
LJTSZOI,O,O,X,O,O,X,X,O
LJTSOIZ,O,O,X,X,X,X,X,O
LJTSOZI,O,O,X,X,X,X,X,O
LJTZISO,O,O,O,O,O,X,O,O
LJTZIOS,O,O,X,O,O,X,X,X
LJTZSIO,O,O,X,O,O,X,O,O
LJTZSOI,O,O,X,O,O,X,X,O
LJTZOIS,O,O,X,O,O,X,X,X
LJTZOSI,O,O,X,O,O,X,X,O
LJTOISZ,O,O,O,X,O,X,X,X
LJTOIZS,X,O,O,X,O,X,X,X
LJTOSIZ,O,O,O,X,O,X,X,O
LJTOSZI,O,O,O,X,O,X,X,O
LJTOZIS,O,O,O,X,O,X,X,X
LJTOZSI,O,O,O,X,O,X,X,O
LJITSZO,O,O,O,X,O,X,O,O
LJITSOZ,O,O,O,X,X,X,X,O
LJITZSO,O,O,O,X,O,X,O,O
LJITZOS,O,O,X,X,O,X,X,X
LJITOSZ,O,O,O,X,X,X,X,X
LJITOZS,X,X,O,X,O,X,X,X
LJISTZO,O,O,O,X,O,X,O,X
LJISTOZ,O,O,O,X,X,X,X,X
LJISZTO,O,O,O,X,X,X,O,X
LJISZOT,X,O,X,X,X,X,O,X
LJISOTZ,X,O,O,X,X,X,X,X
LJISOZT,X,O,X,X,X,X,O,X
LJIZTSO,O,O,O,X,O,X,O,O
LJIZTOS,O,O,X,X,O,X,X,X
LJIZSTO,O,O,O,X,X,X,O,X
LJIZSOT,X,O,X,X,X,X,O,X
LJIZOTS,X,O,X,X,X,X,X,X
LJIZOST,X,O,X,X,X,X,O,X
LJIOTSZ,X,O,O,X,X,X,X,X
LJIOTZS,X,X,O,X,O,X,X,X
LJIOSTZ,X,O,O,X,X,X,X,X
LJIOSZT,X,O,O,X,X,X,O,X
LJIOZTS,X,O,O,X,X,X,X,X
LJIOZST,X,O,O,X,X,X,O,X
LJSTIZO,O,O,O,O,O,X,O,O
LJSTIOZ,O,O,O,O,X,X,X,O
LJSTZIO,O,O,X,O,O,X,O,O
LJSTZOI,O,O,X,O,O,O,X,O
LJSTOIZ,O,O,X,X,X,X,X,O
LJSTOZI,O,O,X,X,X,X,X,O
LJSITZO,O,O,O,O,O,X,O,X
LJSITOZ,O,O,O,O,X,X,X,X
LJSIZTO,O,O,O,X,X,X,O,X
LJSIZOT,X,O,X,X,X,X,O,X
LJSIOTZ,O,O,O,X,X,X,X,X
LJSIOZT,X,O,X,X,X,X,O,X
LJSZTIO,O,O,X,O,X,X,O,O
LJSZTOI,O,O,X,O,X,O,X,O
LJSZITO,O,O,X,O,X,X,O,X
LJSZIOT,O,O,X,O,X,X,O,X
LJSZOTI,O,O,X,O,X,X,X,X
LJSZOIT,O,O,X,O,X,X,O,X
LJSOTIZ,O,O,X,X,X,X,X,X
LJSOTZI,O,O,X,X,X,X,X,X
LJSOITZ,O,O,X,X,X,X,X,X
LJSOIZT,X,O,X,X,X,X,O,X
LJSOZTI,O,O,X,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,O,X
LJZTISO,O,O,O,O,O,X,O,O
LJZTIOS,O,O,X,O,O,X,X,X
LJZTSIO,O,O,X,O,O,X,O,O
LJZTSOI,O,O,X,O,O,X,X,O
LJZTOIS,O,O,X,O,O,X,X,X
LJZTOSI,O,O,X,O,O,X,X,O
LJZITSO,O,O,O,O,O,X,O,O
LJZITOS,O,O,X,O,O,X,X,X
LJZISTO,O,O,O,O,X,X,O,X
LJZISOT,O,O,X,O,X,X,O,X
LJZIOTS,O,O,X,O,X,X,X,X
LJZIOST,O,O,X,O,X,X,O,X
LJZSTIO,O,O,X,O,X,X,O,O
LJZSTOI,O,O,X,O,X,O,X,O
LJZSITO,O,O,X,O,X,X,O,X
LJZSIOT,O,O,X,O,X,X,O,X
LJZSOTI,O,O,X,O,X,X,X,X
LJZSOIT,O,O,X,O,X,X,O,X
LJZOTIS,O,O,X,O,X,X,X,X
LJZOTSI,O,O,X,O,X,X,X,O
LJZOITS,O,O,X,O,X,X,X,X
LJZOIST,O,O,X,O,X,X,O,X
LJZOSTI,O,O,X,O,X,X,X,X
LJZOSIT,O,O,X,O,X,X,O,X
LJOTISZ,O,O,O,X,O,X,X,X
LJOTIZS,O,O,O,X,O,X,X,X
LJOTSIZ,O,O,O,O,O,X,X,O
LJOTSZI,O,O,O,O,O,X,X,O
LJOTZIS,O,O,O,O,O,X,X,X
LJOTZSI,O,O,O,O,O,X,X,O
LJOITSZ,O,O,O,X,O,X,X,X
LJOITZS,O,O,O,X,O,X,X,X
LJOISTZ,O,O,O,X,O,X,X,X
LJOISZT,X,O,O,X,X,X,O,X
LJOIZTS,X,O,O,X,O,X,X,X
LJOIZST,X,O,O,X,X,X,O,X
LJOSTIZ,O,O,O,O,O,X,X,X
LJOSTZI,O,O,O,O,O,X,X,X
LJOSITZ,O,O,O,O,O,X,X,X
LJOSIZT,X,O,O,X,X,X,O,X
LJOSZTI,O,O,O,O,X,X,X,X
LJOSZIT,O,O,O,O,X,X,O,X
LJOZTIS,O,O,O,O,O,X,X,X
LJOZTSI,O,O,O,O,O,X,X,O
LJOZITS,O,O,O,O,O,X,X,X
LJOZIST,O,O,O,O,X,X,O,X
LJOZSTI,O,O,O,O,X,X,X,X
LJOZSIT,O,O,O,O,X,X,O,X
LSTIJZO,O,O,O,O,O,X,X,X
LSTIJOZ,O,O,O,O,X,X,X,X
LSTIZJO,O,O,O,O,O,X,O,X
LSTIZOJ,O,X,X,O,O,O,O,X
LSTIOJZ,O,O,O,O,X,X,X,X
LSTIOZJ,O,O,O,O,X,X,X,X
LSTJIZO,O,O,O,O,O,X,O,O
LSTJIOZ,O,O,O,O,X,X,X,O
LSTJZIO,O,O,X,O,O,X,O,O
LSTJZOI,O,O,X,O,O,O,X,O
LSTJOIZ,O,O,X,X,X,X,X,O
LSTJOZI,O,X,X,X,X,X,X,O
LSTZIJO,O,O,X,O,O,X,O,X
LSTZIOJ,O,X,X,O,O,O,O,X
LSTZJIO,O,X,X,O,O,X,O,O
LSTZJOI,O,X,X,O,O,O,X,O
LSTZOIJ,O,X,X,O,O,O,X,X
LSTZOJI,O,X,X,O,O,O,X,X
LSTOIJZ,O,O,O,O,X,O,X,X
LSTOIZJ,O,O,O,O,X,O,X,X
LSTOJIZ,O,O,O,X,X,O,X,X
LSTOJZI,O,X,O,X,X,O,X,X
LSTOZIJ,O,O,O,O,X,O,X,X
LSTOZJI,O,X,O,O,X,O,X,X
LSITJZO,O,O,O,O,O,X,X,X
LSITJOZ,O,O,O,O,X,X,X,X
LSITZJO,O,O,O,O,O,X,O,X
LSITZOJ,O,X,X,O,O,O,O,X
LSITOJZ,O,O,O,O,X,X,X,X
LSITOZJ,O,O,O,O,X,X,X,X
LSIJTZO,O,O,O,O,O,X,O,X
LSIJTOZ,O,O,O,O,X,X,X,X
LSIJZTO,O,O,O,X,X,X,O,X
LSIJZOT,X,O,X,X,X,X,O,X
LSIJOTZ,O,O,O,X,X,X,X,X
LSIJOZT,X,O,X,X,X,X,O,X
LSIZTJO,O,O,O,O,X,X,O,X
LSIZTOJ,O,X,X,O,X,O,O,X
LSIZJTO,O,O,O,O,X,X,O,X
LSIZJOT,O,O,X,O,X,X,O,X
LSIZOTJ,O,X,X,O,X,X,O,X
LSIZOJT,O,X,X,X,X,X,O,X
LSIOTJZ,O,O,O,O,X,X,X,X
LSIOTZJ,O,X,O,O,X,X,X,X
LSIOJTZ,O,O,O,X,X,X,X,X
LSIOJZT,X,O,O,X,X,X,X,X
LSIOZTJ,O,X,O,X,X,X,O,X
LSIOZJT,O,X,O,X,X,X,O,X
LSJTIZO,O,O,O,O,O,X,O,O
LSJTIOZ,O,O,O,O,X,X,X,O
LSJTZIO,O,O,X,O,O,X,O,O
LSJTZOI,O,O,X,O,O,O,X,O
LSJTOIZ,O,O,X,X,X,X,X,O
LSJTOZI,O,O,X,X,X,X,X,O
LSJITZO,O,O,O,O,O,X,O,X
LSJITOZ,O,O,O,O,X,X,X,X
LSJIZTO,O,O,O,X,X,X,O,X
LSJIZOT,X,O,X,X,X,X,O,X
LSJIOTZ,O,O,O,X,X,X,X,X
LSJIOZT,X,O,X,X,X,X,O,X
LSJZTIO,O,O,X,O,X,X,O,O
LSJZTOI,O,O,X,O,X,O,X,O
LSJZITO,O,O,X,O,X,X,O,X
LSJZIOT,O,O,X,O,X,X,O,X
LSJZOTI,O,O,X,O,X,X,X,X
LSJZOIT,O,O,X,O,X,X,O,X
LSJOTIZ,O,O,X,X,X,X,X,X
LSJOTZI,O,O,X,X,X,X,X,X
LSJOITZ,O,O,X,X,X,X,X,X
LSJOIZT,X,O,X,X,X,X,O,X
LSJOZTI,O,O,X,X,X,X,X,X
LSJOZIT,O,O,X,X,X,X,O,X
LSZTIJO,O,O,X,O,X,X,O,X
LSZTIOJ,O,X,X,O,X,O,O,X
LSZTJIO,O,X,X,O,X,X,O,O
LSZTJOI,O,X,X,O,X,O,X,O
LSZTOIJ,O,X,X,O,X,O,X,X
LSZTOJI,O,X,X,O,X,O,X,X
LSZITJO,O,O,X,O,X,X,O,X
LSZITOJ,O,X,X,O,X,O,O,X
LSZIJTO,O,O,X,O,X,X,O,X
LSZIJOT,O,O,X,O,X,X,O,X
LSZIOTJ,O,X,X,O,X,X,O,X
LSZIOJT,O,X,X,X,X,X,O,X
LSZJTIO,O,O,X,O,X,X,O,O
LSZJTOI,O,O,X,O,X,O,X,O
LSZJITO,O,O,X,O,X,X,O,X
LSZJIOT,O,O,X,O,X,X,O,X
LSZJOTI,O,O,X,O,X,X,X,X
LSZJOIT,O,O,X,O,X,X,O,X
LSZOTIJ,O,X,X,O,X,O,X,X
LSZOTJI,O,X,X,O,X,O,X,X
LSZOITJ,O,X,X,O,X,O,O,X
LSZOIJT,O,X,X,O,X,O,O,X
LSZOJTI,O,X,X,O,X,O,X,X
LSZOJIT,O,X,X,O,X,O,O,X
LSOTIJZ,O,O,O,O,X,O,X,X
LSOTIZJ,O,O,O,O,X,O,X,X
LSOTJIZ,O,O,O,O,X,O,X,X
LSOTJZI,O,O,O,O,X,O,X,X
LSOTZIJ,O,O,O,O,X,O,X,X
LSOTZJI,O,X,O,O,X,O,X,X
LSOITJZ,O,O,O,O,X,O,X,X
LSOITZJ,O,O,O,O,X,O,X,X
LSOIJTZ,O,O,O,O,X,O,X,X
LSOIJZT,X,O,O,X,X,O,X,X
LSOIZTJ,O,O,O,O,X,O,O,X
LSOIZJT,O,O,O,O,X,O,O,X
LSOJTIZ,O,O,O,O,X,O,X,X
LSOJTZI,O,O,O,O,X,O,X,X
LSOJITZ,O,O,O,O,X,O,X,X
LSOJIZT,X,O,O,X,X,O,O,X
LSOJZTI,O,O,O,O,X,O,X,X
LSOJZIT,O,O,O,O,X,O,O,X
LSOZTIJ,O,O,O,O,X,O,X,X
LSOZTJI,O,X,O,O,X,O,X,X
LSOZITJ,O,O,O,O,X,O,O,X
LSOZIJT,O,O,O,O,X,O,O,X
LSOZJTI,O,O,O,O,X,O,X,X
LSOZJIT,O,O,O,O,X,O,O,X
LZTIJSO,O,X,O,O,O,X,X,O
LZTIJOS,O,X,X,O,O,X,X,X
LZTISJO,O,O,O,O,O,X,O,X
LZTISOJ,O,X,X,O,O,X,O,X
LZTIOJS,O,X,O,X,O,X,X,X
LZTIOSJ,O,X,O,X,O,X,X,X
LZTJISO,O,X,O,O,O,X,O,O
LZTJIOS,O,X,X,O,O,X,X,X
LZTJSIO,O,X,X,O,O,X,O,O
LZTJSOI,O,X,X,O,O,X,X,O
LZTJOIS,O,X,X,O,O,X,X,X
LZTJOSI,O,X,X,O,O,X,X,O
LZTSIJO,O,O,X,O,O,X,O,X
LZTSIOJ,O,X,X,O,O,O,O,X
LZTSJIO,O,X,X,O,O,X,O,O
LZTSJOI,O,X,X,O,O,O,X,O
LZTSOIJ,O,X,X,O,O,O,X,X
LZTSOJI,O,X,X,O,O,O,X,X
LZTOIJS,O,X,O,O,O,X,X,X
LZTOISJ,O,X,O,O,O,X,X,X
LZTOJIS,O,X,O,O,O,X,X,X
LZTOJSI,O,X,O,O,O,X,X,O
LZTOSIJ,O,X,O,O,O,X,X,X
LZTOSJI,O,X,O,O,O,X,X,X
LZITJSO,O,X,O,O,O,X,X,O
LZITJOS,O,X,X,O,O,X,X,X
LZITSJO,O,O,O,O,O,X,O,X
LZITSOJ,O,X,X,O,O,X,O,X
LZITOJS,O,X,O,X,O,X,X,X
LZITOSJ,O,X,O,X,O,X,X,X
LZIJTSO,O,O,O,O,O,X,O,O
LZIJTOS,O,O,X,O,O,X,X,X
LZIJSTO,O,O,O,O,X,X,O,X
LZIJSOT,O,O,X,O,X,X,O,X
LZIJOTS,O,O,X,O,X,X,X,X
LZIJOST,O,O,X,O,X,X,O,X
LZISTJO,O,O,O,O,X,X,O,X
LZISTOJ,O,X,X,O,X,O,O,X
LZISJTO,O,O,O,O,X,X,O,X
LZISJOT,O,O,X,O,X,X,O,X
LZISOTJ,O,X,X,O,X,X,O,X
LZISOJT,O,X,X,X,X,X,O,X
LZIOTJS,O,X,O,O,X,X,X,X
LZIOTSJ,O,X,O,O,X,X,X,X
LZIOJTS,O,X,O,O,X,X,X,X
LZIOJST,O,X,O,O,X,X,X,X
LZIOSTJ,O,X,O,O,X,X,O,X
LZIOSJT,O,X,O,O,X,X,O,X
LZJTISO,O,O,O,O,O,X,O,O
LZJTIOS,O,O,X,O,O,X,X,X
LZJTSIO,O,O,X,O,O,X,O,O
LZJTSOI,O,O,X,O,O,X,X,O
LZJTOIS,O,O,X,O,O,X,X,X
LZJTOSI,O,O,X,O,O,X,X,O
LZJITSO,O,O,O,O,O,X,O,O
LZJITOS,O,O,X,O,O,X,X,X
LZJISTO,O,O,O,O,X,X,O,X
LZJISOT,O,O,X,O,X,X,O,X
LZJIOTS,O,O,X,O,X,X,X,X
LZJIOST,O,O,X,O,X,X,O,X
LZJSTIO,O,O,X,O,X,X,O,O
LZJSTOI,O,O,X,O,X,O,X,O
LZJSITO,O,O,X,O,X,X,O,X
LZJSIOT,O,O,X,O,X,X,O,X
LZJSOTI,O,O,X,O,X,X,X,X
LZJSOIT,O,O,X,O,X,X,O,X
LZJOTIS,O,O,X,O,X,X,X,X
LZJOTSI,O,O,X,O,X,X,X,O
LZJOITS,O,O,X,O,X,X,X,X
LZJOIST,O,O,X,O,X,X,O,X
LZJOSTI,O,O,X,O,X,X,X,X
LZJOSIT,O,O,X,O,X,X,O,X
LZSTIJO,O,O,X,O,X,X,O,X
LZSTIOJ,O,X,X,O,X,O,O,X
LZSTJIO,O,X,X,O,X,X,O,O
LZSTJOI,O,X,X,O,X,O,X,O
LZSTOIJ,O,X,X,O,X,O,X,X
LZSTOJI,O,X,X,O,X,O,X,X
LZSITJO,O,O,X,O,X,X,O,X
LZSITOJ,O,X,X,O,X,O,O,X
LZSIJTO,O,O,X,O,X,X,O,X
LZSIJOT,O,O,X,O,X,X,O,X
LZSIOTJ,O,X,X,O,X,X,O,X
LZSIOJT,O,X,X,X,X,X,O,X
LZSJTIO,O,O,X,O,X,X,O,O
LZSJTOI,O,O,X,O,X,O,X,O
LZSJITO,O,O,X,O,X,X,O,X
LZSJIOT,O,O,X,O,X,X,O,X
LZSJOTI,O,O,X,O,X,X,X,X
LZSJOIT,O,O,X,O,X,X,O,X
LZSOTIJ,O,X,X,O,X,O,X,X
LZSOTJI,O,X,X,O,X,O,X,X
LZSOITJ,O,X,X,O,X,O,O,X
LZSOIJT,O,X,X,O,X,O,O,X
LZSOJTI,O,X,X,O,X,O,X,X
LZSOJIT,O,X,X,O,X,O,O,X
LZOTIJS,O,X,O,O,X,X,X,X
LZOTISJ,O,X,O,O,X,O,X,X
LZOTJIS,O,X,O,O,X,X,X,X
LZOTJSI,O,X,O,O,X,X,X,O
LZOTSIJ,O,X,O,O,X,O,X,X
LZOTSJI,O,X,O,O,X,O,X,X
LZOITJS,O,X,O,O,X,X,X,X
LZOITSJ,O,X,O,O,X,O,X,X
LZOIJTS,O,X,O,O,X,X,X,X
LZOIJST,O,X,O,O,X,O,X,X
LZOISTJ,O,X,O,O,X,O,O,X
LZOISJT,O,X,O,O,X,O,O,X
LZOJTIS,O,X,O,O,X,X,X,X
LZOJTSI,O,X,O,O,X,X,X,O
LZOJITS,O,X,O,O,X,X,X,X
LZOJIST,O,X,O,O,X,O,O,X
LZOJSTI,O,X,O,O,X,O,X,X
LZOJSIT,O,X,O,O,X,O,O,X
LZOSTIJ,O,X,O,O,X,O,X,X
LZOSTJI,O,X,O,O,X,O,X,X
LZOSITJ,O,X,O,O,X,O,O,X
LZOSIJT,O,X,O,O,X,O,O,X
LZOSJTI,O,X,O,O,X,O,X,X
LZOSJIT,O,X,O,O,X,O,O,X
LOTIJSZ,O,O,O,X,O,X,X,X
LOTIJZS,O,O,O,X,O,X,X,X
LOTISJZ,O,O,O,O,O,O,X,X
LOTISZJ,O,O,O,O,O,O,X,X
LOTIZJS,O,X,O,O,O,X,X,X
LOTIZSJ,O,O,O,O,O,O,X,X
LOTJISZ,O,O,O,X,O,X,X,X
LOTJIZS,O,O,O,X,O,X,X,X
LOTJSIZ,O,O,O,O,O,X,X,O
LOTJSZI,O,O,O,O,O,X,X,O
LOTJZIS,O,O,O,O,O,X,X,X
LOTJZSI,O,O,O,O,O,X,X,O
LOTSIJZ,O,O,O,O,O,O,X,X
LOTSIZJ,O,O,O,O,O,O,X,X
LOTSJIZ,O,O,O,O,O,O,X,X
LOTSJZI,O,O,O,O,O,O,X,X
LOTSZIJ,O,O,O,O,O,O,X,X
LOTSZJI,O,X,O,O,O,O,X,X
LOTZIJS,O,X,O,O,O,X,X,X
LOTZISJ,O,O,O,O,O,O,X,X
LOTZJIS,O,X,O,O,O,X,X,X
LOTZJSI,O,X,O,O,O,X,X,O
LOTZSIJ,O,O,O,O,O,O,X,X
LOTZSJI,O,X,O,O,O,O,X,X
LOITJSZ,O,O,O,X,O,X,X,X
LOITJZS,O,O,O,X,O,X,X,X
LOITSJZ,O,O,O,O,O,O,X,X
LOITSZJ,O,O,O,O,O,O,X,X
LOITZJS,O,X,O,O,O,X,X,X
LOITZSJ,O,O,O,O,O,O,X,X
LOIJTSZ,O,O,O,X,O,X,X,X
LOIJTZS,O,O,O,X,O,X,X,X
LOIJSTZ,O,O,O,X,O,O,X,X
LOIJSZT,X,O,O,X,X,O,X,X
LOIJZTS,X,O,O,X,O,X,X,X
LOIJZST,X,O,O,X,X,O,X,X
LOISTJZ,O,O,O,O,O,O,X,X
LOISTZJ,O,O,O,O,O,O,X,X
LOISJTZ,O,O,O,O,O,O,X,X
LOISJZT,X,O,O,X,X,O,X,X
LOISZTJ,O,O,O,O,X,O,O,X
LOISZJT,O,O,O,O,X,O,O,X
LOIZTJS,O,X,O,O,O,X,X,X
LOIZTSJ,O,O,O,O,O,O,X,X
LOIZJTS,O,O,O,O,O,X,X,X
LOIZJST,O,O,O,O,X,O,X,X
LOIZSTJ,O,O,O,O,X,O,O,X
LOIZSJT,O,O,O,O,X,O,O,X
LOJTISZ,O,O,O,X,O,X,X,X
LOJTIZS,O,O,O,X,O,X,X,X
LOJTSIZ,O,O,O,O,O,X,X,O
LOJTSZI,O,O,O,O,O,X,X,O
LOJTZIS,O,O,O,O,O,X,X,X
LOJTZSI,O,O,O,O,O,X,X,O
LOJITSZ,O,O,O,X,O,X,X,X
LOJITZS,O,O,O,X,O,X,X,X
LOJISTZ,O,O,O,X,O,O,X,X
LOJISZT,X,O,O,X,X,O,O,X
LOJIZTS,X,O,O,X,O,X,X,X
LOJIZST,X,O,O,X,X,O,O,X
LOJSTIZ,O,O,O,O,O,O,X,X
LOJSTZI,O,O,O,O,O,O,X,X
LOJSITZ,O,O,O,O,O,O,X,X
LOJSIZT,X,O,O,X,X,O,O,X
LOJSZTI,O,O,O,O,X,O,X,X
LOJSZIT,O,O,O,O,X,O,O,X
LOJZTIS,O,O,O,O,O,X,X,X
LOJZTSI,O,O,O,O,O,X,X,O
LOJZITS,O,O,O,O,O,X,X,X
LOJZIST,O,O,O,O,X,O,O,X
LOJZSTI,O,O,O,O,X,O,X,X
LOJZSIT,O,O,O,O,X,O,O,X
LOSTIJZ,O,O,O,O,O,O,X,X
LOSTIZJ,O,O,O,O,O,O,X,X
LOSTJIZ,O,O,O,O,O,O,X,X
LOSTJZI,O,O,O,O,O,O,X,X
LOSTZIJ,O,O,O,O,O,O,X,X
LOSTZJI,O,X,O,O,O,O,X,X
LOSITJZ,O,O,O,O,O,O,X,X
LOSITZJ,O,O,O,O,O,O,X,X
LOSIJTZ,O,O,O,O,O,O,X,X
LOSIJZT,X,O,O,X,X,O,X,X
LOSIZTJ,O,O,O,O,X,O,O,X
LOSIZJT,O,O,O,O,X,O,O,X
LOSJTIZ,O,O,O,O,O,O,X,X
LOSJTZI,O,O,O,O,O,O,X,X
LOSJITZ,O,O,O,O,O,O,X,X
LOSJIZT,X,O,O,X,X,O,O,X
LOSJZTI,O,O,O,O,X,O,X,X
LOSJZIT,O,O,O,O,X,O,O,X
LOSZTIJ,O,O,O,O,X,O,X,X
LOSZTJI,O,X,O,O,X,O,X,X
LOSZITJ,O,O,O,O,X,O,O,X
LOSZIJT,O,O,O,O,X,O,O,X
LOSZJTI,O,O,O,O,X,O,X,X
LOSZJIT,O,O,O,O,X,O,O,X
LOZTIJS,O,X,O,O,O,X,X,X
LOZTISJ,O,O,O,O,O,O,X,X
LOZTJIS,O,X,O,O,O,X,X,X
LOZTJSI,O,X,O,O,O,X,X,O
LOZTSIJ,O,O,O,O,O,O,X,X
LOZTSJI,O,X,O,O,O,O,X,X
LOZITJS,O,X,O,O,O,X,X,X
LOZITSJ,O,O,O,O,O,O,X,X
LOZIJTS,O,O,O,O,O,X,X,X
LOZIJST,O,O,O,O,X,O,X,X
LOZISTJ,O,O,O,O,X,O,O,X
LOZISJT,O,O,O,O,X,O,O,X
LOZJTIS,O,O,O,O,O,X,X,X
LOZJTSI,O,O,O,O,O,X,X,O
LOZJITS,O,O,O,O,O,X,X,X
LOZJIST,O,O,O,O,X,O,O,X
LOZJSTI,O,O,O,O,X,O,X,X
LOZJSIT,O,O,O,O,X,O,O,X
LOZSTIJ,O,O,O,O,X,O,X,X
LOZSTJI,O,X,O,O,X,O,X,X
LOZSITJ,O,O,O,O,X,O,O,X
LOZSIJT,O,O,O,O,X,O,O,X
LOZSJTI,O,O,O,O,X,O,X,X
LOZSJIT,O,O,O,O,X,O,O,X
JTILSZO,O,O,O,X,O,X,O,X
JTILSOZ,O,O,O,X,X,X,X,X
JTILZSO,O,O,O,X,O,X,O,X
JTILZOS,O,X,X,X,O,X,X,X
JTILOSZ,O,O,O,X,X,X,X,X
JTILOZS,X,X,X,X,O,X,X,X
JTISLZO,O,O,O,X,X,X,O,X
JTISLOZ,O,O,O,X,X,X,X,X
JTISZLO,O,O,O,X,X,X,O,X
JTISZOL,O,O,O,X,X,X,X,X
JTISOLZ,O,O,O,X,X,X,X,X
JTISOZL,O,O,O,X,X,X,X,X
JTIZLSO,O,X,X,X,O,X,O,X
JTIZLOS,O,X,X,X,O,X,X,X
JTIZSLO,O,X,O,X,O,X,O,X
JTIZSOL,O,X,O,X,O,X,X,X
JTIZOLS,X,X,X,X,O,X,X,X
JTIZOSL,O,X,X,X,O,X,X,X
JTIOLSZ,O,O,O,X,O,X,X,X
JTIOLZS,X,O,X,X,O,X,X,X
JTIOSLZ,O,O,O,X,X,X,X,X
JTIOSZL,O,O,O,X,X,X,X,X
JTIOZLS,X,X,X,X,O,X,X,X
JTIOZSL,X,X,O,X,O,X,X,X
JTLISZO,O,O,O,X,O,X,O,O
JTLISOZ,O,O,O,X,X,X,X,O
JTLIZSO,O,O,O,X,O,X,O,O
JTLIZOS,O,O,X,X,O,X,X,X
JTLIOSZ,O,O,O,X,X,X,X,X
JTLIOZS,X,X,O,X,O,X,X,X
JTLSIZO,O,O,O,O,O,X,O,O
JTLSIOZ,O,O,O,O,X,X,X,O
JTLSZIO,O,O,X,O,O,X,O,O
JTLSZOI,O,O,X,O,O,X,X,O
JTLSOIZ,O,O,X,X,X,X,X,O
JTLSOZI,O,O,X,X,X,X,X,O
JTLZISO,O,O,O,O,O,X,O,O
JTLZIOS,O,O,X,O,O,X,X,X
JTLZSIO,O,O,X,O,O,X,O,O
JTLZSOI,O,O,X,O,O,X,X,O
JTLZOIS,O,O,X,O,O,X,X,X
JTLZOSI,O,O,X,O,O,X,X,O
JTLOISZ,O,O,O,X,O,X,X,X
JTLOIZS,X,O,O,X,O,X,X,X
JTLOSIZ,O,O,O,X,O,X,X,O
JTLOSZI,O,O,O,X,O,X,X,O
JTLOZIS,O,O,O,X,O,X,X,X
JTLOZSI,O,O,O,X,O,X,X,O
JTSILZO,O,O,O,O,X,X,O,X
JTSILOZ,O,O,O,O,X,X,X,X
JTSIZLO,O,O,O,O,X,X,O,X
JTSIZOL,O,O,O,O,X,X,X,X
JTSIOLZ,O,O,O,X,X,X,X,X
JTSIOZL,O,O,O,X,X,X,X,X
JTSLIZO,O,O,O,X,O,X,O,X
JTSLIOZ,O,O,O,X,X,X,X,X
JTSLZIO,O,O,X,X,O,X,O,X
JTSLZOI,O,O,X,X,O,X,X,X
JTSLOIZ,O,O,X,X,X,X,X,X
JTSLOZI,O,O,X,X,X,X,X,X
JTSZILO,O,O,X,O,O,X,O,X
JTSZIOL,O,O,X,O,O,X,X,X
JTSZLIO,O,O,X,O,O,X,X,X
JTSZLOI,O,O,X,X,O,X,X,X
JTSZOIL,O,O,X,O,O,X,X,X
JTSZOLI,X,O,X,X,O,X,X,X
JTSOILZ,O,O,X,X,X,X,X,X
JTSOIZL,O,O,X,X,X,X,X,X
