sequence,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeFBJvhFxiBfqB0lBG?nBToBSwB,v115@9gC8GeA8IeA8EeA8CeB8DeD8Je3AJvhFUiBFjBWqBT?mBStBxvB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeUCJvhFFjBfqBxlBS?tBuqBTrB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeUCJvhFGjBfqBxlBV?tBzlBSwB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeRBJvhFGjBzkBCnBV?tB3qBUrB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeUCJvhFGjBClBTmBV?tB3lBxvB,v115@9gC8GeA8IeA8EeA8CeB8DeD8JeSFJvhFxhBTjBVrBW?tBUqB3rB
JLIOZTS,O,O,X,X,X,O,X
JLIOZST,O,O,X,X,X,X,X
JLSTIZO,O,O,O,O,O,X,X
JLSTIOZ,O,O,X,O,O,X,X
JLSTZIO,O,O,O,O,O,X,X
JLSTZOI,O,O,O,O,X,X,X
JLSTOIZ,O,O,O,O,O,X,X
JLSTOZI,O,O,O,O,X,X,X
JLSITZO,O,O,O,O,O,X,X
JLSITOZ,O,O,X,O,O,X,X
JLSIZTO,O,O,O,O,X,X,X
JLSIZOT,O,X,X,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X
JLSZTIO,O,O,O,O,X,X,X
JLSZTOI,O,O,O,O,X,X,X
JLSZITO,O,O,O,O,X,X,X
JLSZIOT,O,X,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,X
JLSZOIT,O,X,O,X,X,X,X
JLSOTIZ,O,O,O,X,X,X,X
JLSOTZI,O,O,O,X,X,X,X
JLSOITZ,O,X,O,X,X,X,X
JLSOIZT,O,X,O,X,X,X,X
JLSOZTI,O,O,O,X,X,X,X
JLSOZIT,O,X,O,X,X,X,X
JLZTISO,O,O,X,O,X,X,O
JLZTIOS,O,O,X,X,X,X,O
JLZTSIO,X,O,O,O,X,X,O
JLZTSOI,X,O,O,O,X,X,O
JLZTOIS,O,X,X,X,X,X,O
JLZTOSI,X,O,O,O,X,X,O
JLZITSO,O,O,X,X,X,X,O
JLZITOS,O,O,X,X,X,X,O
JLZISTO,O,O,X,X,X,X,X
JLZISOT,O,O,X,X,X,X,O
JLZIOTS,X,O,X,X,X,X,O
JLZIOST,X,O,X,X,X,X,O
JLZSTIO,O,O,O,O,X,X,O
JLZSTOI,O,O,O,O,X,X,O
JLZSITO,O,O,O,O,X,X,X
JLZSIOT,O,X,X,X,X,X,O
JLZSOTI,O,O,O,X,X,X,O
JLZSOIT,O,X,O,X,X,X,O
JLZOTIS,O,X,X,X,X,X,O
JLZOTSI,X,O,O,X,X,X,O
JLZOITS,O,X,X,X,X,X,O
JLZOIST,O,X,X,X,X,X,O
JLZOSTI,O,O,O,X,X,X,O
JLZOSIT,O,X,O,X,X,X,O
JLOTISZ,O,O,X,X,O,X,X
JLOTIZS,O,O,X,X,O,X,X
JLOTSIZ,O,O,O,X,O,X,X
JLOTSZI,O,O,O,X,O,X,X
JLOTZIS,O,X,X,X,O,X,X
JLOTZSI,X,O,O,X,O,X,X
JLOITSZ,O,X,X,X,O,X,X
JLOITZS,O,X,X,X,O,X,X
JLOISTZ,O,X,X,X,X,X,X
JLOISZT,O,X,X,X,X,X,X
JLOIZTS,O,X,X,X,X,X,X
JLOIZST,O,X,X,X,X,X,X
JLOSTIZ,O,O,O,X,O,X,X
JLOSTZI,O,O,O,X,O,X,X
JLOSITZ,O,X,O,X,O,X,X
JLOSIZT,O,X,O,X,X,X,X
JLOSZTI,O,O,O,X,X,X,X
JLOSZIT,O,X,O,X,X,X,X
JLOZTIS,O,X,X,X,X,X,O
JLOZTSI,X,O,O,X,X,X,O
JLOZITS,O,X,X,X,X,X,O
JLOZIST,O,X,X,X,X,X,O
JLOZSTI,O,O,O,X,X,X,O
JLOZSIT,O,X,O,X,X,X,O
JSTILZO,O,X,X,O,X,X,X
JSTILOZ,O,X,X,O,X,X,X
JSTIZLO,O,X,X,O,X,X,X
JSTIZOL,O,X,X,O,X,X,X
JSTIOLZ,O,X,X,X,X,X,X
JSTIOZL,O,X,X,O,X,X,X
JSTLIZO,O,O,X,O,O,X,X
JSTLIOZ,O,O,X,O,O,X,X
JSTLZIO,O,O,X,O,O,X,X
JSTLZOI,O,O,X,O,X,X,X
JSTLOIZ,O,O,X,O,O,X,X
JSTLOZI,O,O,X,O,X,X,X
JSTZILO,O,O,X,O,X,X,X
JSTZIOL,O,O,X,O,X,X,X
JSTZLIO,O,O,X,O,X,X,X
JSTZLOI,O,O,X,O,X,X,X
JSTZOIL,O,O,X,O,X,X,X
JSTZOLI,O,O,X,O,X,X,X
JSTOILZ,O,X,X,X,X,X,X
JSTOIZL,O,X,X,O,X,X,X
JSTOLIZ,O,X,X,O,X,X,X
JSTOLZI,O,X,X,O,X,X,X
JSTOZIL,O,X,X,O,X,X,X
JSTOZLI,O,X,X,O,X,X,X
JSITLZO,O,X,X,O,X,X,X
JSITLOZ,O,X,X,X,X,X,X
JSITZLO,O,X,X,O,X,X,X
JSITZOL,O,X,X,O,X,X,X
JSITOLZ,O,X,X,X,X,X,X
JSITOZL,O,X,X,O,X,X,X
JSILTZO,O,O,O,X,X,X,X
JSILTOZ,O,O,X,X,X,X,X
JSILZTO,O,O,O,X,X,X,X
JSILZOT,O,X,X,X,X,X,X
JSILOTZ,O,X,X,X,X,X,X
JSILOZT,O,X,X,X,X,X,X
JSIZTLO,O,O,X,O,X,X,X
JSIZTOL,O,O,X,O,X,X,X
JSIZLTO,O,O,O,X,X,X,X
JSIZLOT,O,X,X,X,X,X,X
JSIZOTL,O,X,X,X,X,X,X
JSIZOLT,O,X,X,X,X,X,X
JSIOTLZ,O,X,X,X,X,X,X
JSIOTZL,O,X,X,X,X,X,X
JSIOLTZ,O,X,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,X
JSIOZTL,O,X,X,X,X,X,X
JSIOZLT,O,X,X,X,X,X,X
JSLTIZO,O,O,O,O,O,X,X
JSLTIOZ,O,O,X,O,O,X,X
JSLTZIO,O,O,O,O,O,X,X
JSLTZOI,O,O,O,O,X,X,X
JSLTOIZ,O,O,O,O,O,X,X
JSLTOZI,O,O,O,O,X,X,X
JSLITZO,O,O,O,O,O,X,X
JSLITOZ,O,O,X,O,O,X,X
JSLIZTO,O,O,O,O,X,X,X
JSLIZOT,O,X,X,X,X,X,X
JSLIOTZ,O,X,X,X,X,X,X
JSLIOZT,O,X,X,X,X,X,X
JSLZTIO,O,O,O,O,X,X,X
JSLZTOI,O,O,O,O,X,X,X
JSLZITO,O,O,O,O,X,X,X
JSLZIOT,O,X,X,X,X,X,X
JSLZOTI,O,O,O,X,X,X,X
JSLZOIT,O,X,O,X,X,X,X
JSLOTIZ,O,O,O,X,X,X,X
JSLOTZI,O,O,O,X,X,X,X
JSLOITZ,O,X,O,X,X,X,X
JSLOIZT,O,X,O,X,X,X,X
JSLOZTI,O,O,O,X,X,X,X
JSLOZIT,O,X,O,X,X,X,X
JSZTILO,O,O,X,O,X,X,O
JSZTIOL,O,O,X,O,X,X,O
JSZTLIO,O,O,X,O,X,X,O
JSZTLOI,O,O,X,O,X,X,O
JSZTOIL,O,O,X,O,X,X,O
JSZTOLI,O,O,X,O,X,X,O
JSZITLO,O,O,X,O,X,X,X
JSZITOL,O,O,X,O,X,X,X
JSZILTO,O,O,O,X,X,X,X
JSZILOT,O,X,X,X,X,X,O
JSZIOTL,O,X,X,X,X,X,X
JSZIOLT,O,X,X,X,X,X,O
JSZLTIO,O,O,O,O,X,X,O
JSZLTOI,O,O,O,O,X,X,O
JSZLITO,O,O,O,O,X,X,X
JSZLIOT,O,X,X,X,X,X,O
JSZLOTI,O,O,O,X,X,X,O
JSZLOIT,O,X,O,X,X,X,O
JSZOTIL,O,O,X,X,X,X,O
JSZOTLI,O,O,X,X,X,X,O
JSZOITL,O,X,X,X,X,X,X
JSZOILT,O,X,O,X,X,X,O
JSZOLTI,O,O,O,X,X,X,O
JSZOLIT,O,X,O,X,X,X,O
JSOTILZ,O,X,X,X,X,X,X
JSOTIZL,O,X,X,X,X,X,X
JSOTLIZ,O,X,X,X,X,X,X
JSOTLZI,O,X,X,X,X,X,X
JSOTZIL,O,X,X,X,X,X,X
JSOTZLI,O,X,X,X,X,X,X
JSOITLZ,O,X,X,X,X,X,X
JSOITZL,O,X,X,X,X,X,X
JSOILTZ,O,X,O,X,X,X,X
JSOILZT,O,X,O,X,X,X,X
JSOIZTL,O,X,X,X,X,X,X
JSOIZLT,O,X,O,X,X,X,X
JSOLTIZ,O,O,O,X,X,X,X
JSOLTZI,O,O,O,X,X,X,X
JSOLITZ,O,X,O,X,X,X,X
JSOLIZT,O,X,O,X,X,X,X
JSOLZTI,O,O,O,X,X,X,X
JSOLZIT,O,X,O,X,X,X,X
JSOZTIL,O,O,X,X,X,X,O
JSOZTLI,O,O,X,X,X,X,O
JSOZITL,O,X,X,X,X,X,X
JSOZILT,O,X,O,X,X,X,O
JSOZLTI,O,O,O,X,X,X,O
JSOZLIT,O,X,O,X,X,X,O
JZTILSO,O,O,X,O,X,X,O
JZTILOS,O,X,X,X,X,O,O
JZTISLO,O,O,X,O,X,X,O
JZTISOL,O,O,X,O,X,O,O
JZTIOLS,O,O,X,X,X,O,O
JZTIOSL,O,O,X,X,X,O,O
JZTLISO,X,O,X,O,X,X,O
JZTLIOS,X,X,X,X,X,O,O
JZTLSIO,X,O,X,O,X,X,O
JZTLSOI,X,O,X,O,X,X,O
JZTLOIS,X,X,X,X,X,X,O
JZTLOSI,X,O,X,O,X,X,O
JZTSILO,X,O,X,O,X,X,O
JZTSIOL,X,O,X,O,X,O,O
JZTSLIO,X,O,X,O,X,X,O
JZTSLOI,X,O,X,O,X,X,O
JZTSOIL,X,O,X,O,X,X,O
JZTSOLI,X,O,X,O,X,X,O
JZTOILS,O,X,X,X,X,O,O
JZTOISL,O,X,X,X,X,O,O
JZTOLIS,X,X,X,X,X,X,O
JZTOLSI,X,X,X,O,X,X,O
JZTOSIL,X,O,X,O,X,X,O
JZTOSLI,X,O,X,O,X,X,O
JZITLSO,O,O,X,X,X,X,O
JZITLOS,O,O,X,X,X,O,O
JZITSLO,O,O,X,X,X,X,O
JZITSOL,O,O,X,X,X,O,O
JZITOLS,O,O,X,X,X,O,O
JZITOSL,O,O,X,X,X,O,O
JZILTSO,O,O,X,X,X,X,O
JZILTOS,O,O,X,X,X,X,O
JZILSTO,O,O,X,X,X,X,X
JZILSOT,O,O,X,X,X,X,O
JZILOTS,X,O,X,X,X,X,O
JZILOST,X,O,X,X,X,X,O
JZISTLO,O,O,X,X,X,X,X
JZISTOL,O,O,X,X,X,X,X
JZISLTO,O,O,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,O
JZISOTL,O,O,X,X,X,X,X
JZISOLT,X,O,X,X,X,X,O
JZIOTLS,X,O,X,X,X,O,O
JZIOTSL,X,O,X,X,X,O,O
JZIOLTS,X,O,X,X,X,O,O
JZIOLST,X,O,X,X,X,X,O
JZIOSTL,X,O,X,X,X,X,X
JZIOSLT,X,O,X,X,X,X,O
JZLTISO,O,O,X,O,X,X,O
JZLTIOS,O,O,X,X,X,X,O
JZLTSIO,X,O,O,O,X,X,O
JZLTSOI,X,O,O,O,X,X,O
JZLTOIS,O,X,X,X,X,X,O
JZLTOSI,X,O,O,O,X,X,O
JZLITSO,O,O,X,X,X,X,O
JZLITOS,O,O,X,X,X,X,O
JZLISTO,O,O,X,X,X,X,X
JZLISOT,O,O,X,X,X,X,O
JZLIOTS,X,O,X,X,X,X,O
JZLIOST,X,O,X,X,X,X,O
JZLSTIO,O,O,O,O,X,X,O
JZLSTOI,O,O,O,O,X,X,O
JZLSITO,O,O,O,O,X,X,X
JZLSIOT,O,X,X,X,X,X,O
JZLSOTI,O,O,O,X,X,X,O
JZLSOIT,O,X,O,X,X,X,O
JZLOTIS,O,X,X,X,X,X,O
JZLOTSI,X,O,O,X,X,X,O
JZLOITS,O,X,X,X,X,X,O
JZLOIST,O,X,X,X,X,X,O
JZLOSTI,O,O,O,X,X,X,O
JZLOSIT,O,X,O,X,X,X,O
JZSTILO,O,O,X,O,X,X,O
JZSTIOL,O,O,X,O,X,X,O
JZSTLIO,O,O,X,O,X,X,O
JZSTLOI,O,O,X,O,X,X,O
JZSTOIL,O,O,X,O,X,X,O
JZSTOLI,O,O,X,O,X,X,O
JZSITLO,O,O,X,O,X,X,X
JZSITOL,O,O,X,O,X,X,X
JZSILTO,O,O,O,X,X,X,X
JZSILOT,O,X,X,X,X,X,O
JZSIOTL,O,X,X,X,X,X,X
JZSIOLT,O,X,X,X,X,X,O
JZSLTIO,O,O,O,O,X,X,O
JZSLTOI,O,O,O,O,X,X,O
JZSLITO,O,O,O,O,X,X,X
JZSLIOT,O,X,X,X,X,X,O
JZSLOTI,O,O,O,X,X,X,O
JZSLOIT,O,X,O,X,X,X,O
JZSOTIL,O,O,X,X,X,X,O
JZSOTLI,O,O,X,X,X,X,O
JZSOITL,O,X,X,X,X,X,X
JZSOILT,O,X,O,X,X,X,O
JZSOLTI,O,O,O,X,X,X,O
JZSOLIT,O,X,O,X,X,X,O
JZOTILS,O,X,X,X,X,X,O
JZOTISL,O,X,X,X,X,X,O
JZOTLIS,X,X,X,X,X,X,O
JZOTLSI,X,X,X,X,X,X,O
JZOTSIL,X,O,X,X,X,X,O
JZOTSLI,X,O,X,X,X,X,O
JZOITLS,O,X,X,X,X,X,O
JZOITSL,O,X,X,X,X,X,O
JZOILTS,O,X,X,X,X,X,O
JZOILST,O,X,X,X,X,X,O
JZOISTL,O,X,X,X,X,X,X
JZOISLT,O,X,X,X,X,X,O
JZOLTIS,O,X,X,X,X,X,O
JZOLTSI,X,O,O,X,X,X,O
JZOLITS,O,X,X,X,X,X,O
JZOLIST,O,X,X,X,X,X,O
JZOLSTI,O,O,O,X,X,X,O
JZOLSIT,O,X,O,X,X,X,O
JZOSTIL,O,O,X,X,X,X,O
JZOSTLI,O,O,X,X,X,X,O
JZOSITL,O,X,X,X,X,X,X
JZOSILT,O,X,O,X,X,X,O
JZOSLTI,O,O,O,X,X,X,O
JZOSLIT,O,X,O,X,X,X,O
JOTILSZ,O,X,X,X,O,X,X
JOTILZS,O,X,X,X,O,X,X
JOTISLZ,O,X,X,X,X,X,X
JOTISZL,O,X,X,X,X,X,X
JOTIZLS,O,X,X,X,X,X,X
JOTIZSL,O,X,X,X,X,X,X
JOTLISZ,O,X,X,X,O,X,X
JOTLIZS,O,X,X,X,O,X,X
JOTLSIZ,O,X,X,X,O,X,X
JOTLSZI,O,X,X,X,O,X,X
JOTLZIS,O,X,X,X,O,X,X
JOTLZSI,X,X,X,X,O,X,X
JOTSILZ,O,X,X,X,X,X,X
JOTSIZL,O,X,X,X,X,X,X
JOTSLIZ,O,X,X,X,O,X,X
JOTSLZI,O,X,X,X,O,X,X
JOTSZIL,O,X,X,X,X,X,X
JOTSZLI,O,X,X,X,X,X,X
JOTZILS,O,X,X,X,X,X,O
JOTZISL,O,X,X,X,X,X,O
JOTZLIS,X,X,X,X,O,X,O
JOTZLSI,X,X,X,X,O,X,O
JOTZSIL,X,X,X,X,X,X,O
JOTZSLI,X,X,X,X,X,X,O
JOITLSZ,O,X,X,X,X,X,X
JOITLZS,O,X,X,X,X,X,X
JOITSLZ,O,X,X,X,X,X,X
JOITSZL,O,X,X,X,X,X,X
JOITZLS,O,X,X,X,X,X,X
JOITZSL,O,X,X,X,X,X,X
JOILTSZ,O,X,X,X,X,X,X
JOILTZS,O,X,X,X,X,X,X
JOILSTZ,O,X,X,X,X,X,X
JOILSZT,O,X,X,X,X,X,X
JOILZTS,O,X,X,X,X,X,X
JOILZST,O,X,X,X,X,X,X
JOISTLZ,O,X,X,X,X,X,X
JOISTZL,O,X,X,X,X,X,X
JOISLTZ,O,X,X,X,X,X,X
JOISLZT,O,X,X,X,X,X,X
JOISZTL,O,X,X,X,X,X,X
JOISZLT,O,X,X,X,X,X,X
JOIZTLS,O,X,X,X,X,X,O
JOIZTSL,O,X,X,X,X,X,O
JOIZLTS,O,X,X,X,X,X,O
JOIZLST,O,X,X,X,X,X,O
JOIZSTL,O,X,X,X,X,X,X
JOIZSLT,O,X,X,X,X,X,O
JOLTISZ,O,O,X,X,O,X,X
JOLTIZS,O,O,X,X,O,X,X
JOLTSIZ,O,O,O,X,O,X,X
JOLTSZI,O,O,O,X,O,X,X
JOLTZIS,O,X,X,X,O,X,X
JOLTZSI,X,O,O,X,O,X,X
JOLITSZ,O,X,X,X,O,X,X
JOLITZS,O,X,X,X,O,X,X
JOLISTZ,O,X,X,X,X,X,X
JOLISZT,O,X,X,X,X,X,X
JOLIZTS,O,X,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,X
JOLSTIZ,O,O,O,X,O,X,X
JOLSTZI,O,O,O,X,O,X,X
JOLSITZ,O,X,O,X,O,X,X
JOLSIZT,O,X,O,X,X,X,X
JOLSZTI,O,O,O,X,X,X,X
JOLSZIT,O,X,O,X,X,X,X
JOLZTIS,O,X,X,X,X,X,O
JOLZTSI,X,O,O,X,X,X,O
JOLZITS,O,X,X,X,X,X,O
JOLZIST,O,X,X,X,X,X,O
JOLZSTI,O,O,O,X,X,X,O
JOLZSIT,O,X,O,X,X,X,O
JOSTILZ,O,X,X,X,X,X,X
JOSTIZL,O,X,X,X,X,X,X
JOSTLIZ,O,X,X,X,O,X,X
JOSTLZI,O,X,X,X,O,X,X
JOSTZIL,O,X,X,X,X,X,X
JOSTZLI,O,X,X,X,X,X,X
JOSITLZ,O,X,X,X,X,X,X
JOSITZL,O,X,X,X,X,X,X
JOSILTZ,O,X,O,X,X,X,X
JOSILZT,O,X,O,X,X,X,X
JOSIZTL,O,X,X,X,X,X,X
JOSIZLT,O,X,O,X,X,X,X
JOSLTIZ,O,O,O,X,O,X,X
JOSLTZI,O,O,O,X,O,X,X
JOSLITZ,O,X,O,X,O,X,X
JOSLIZT,O,X,O,X,X,X,X
JOSLZTI,O,O,O,X,X,X,X
JOSLZIT,O,X,O,X,X,X,X
JOSZTIL,O,O,X,X,X,X,O
JOSZTLI,O,O,X,X,X,X,O
JOSZITL,O,X,X,X,X,X,X
JOSZILT,O,X,O,X,X,X,O
JOSZLTI,O,O,O,X,X,X,O
JOSZLIT,O,X,O,X,X,X,O
JOZTILS,O,X,X,X,X,X,O
JOZTISL,O,X,X,X,X,X,O
JOZTLIS,X,X,X,X,X,X,O
JOZTLSI,X,X,X,X,X,X,O
JOZTSIL,X,O,X,X,X,X,O
JOZTSLI,X,O,X,X,X,X,O
JOZITLS,O,X,X,X,X,X,O
JOZITSL,O,X,X,X,X,X,O
JOZILTS,O,X,X,X,X,X,O
JOZILST,O,X,X,X,X,X,O
JOZISTL,O,X,X,X,X,X,X
JOZISLT,O,X,X,X,X,X,O
JOZLTIS,O,X,X,X,X,X,O
JOZLTSI,X,O,O,X,X,X,O
JOZLITS,O,X,X,X,X,X,O
JOZLIST,O,X,X,X,X,X,O
JOZLSTI,O,O,O,X,X,X,O
JOZLSIT,O,X,O,X,X,X,O
JOZSTIL,O,O,X,X,X,X,O
JOZSTLI,O,O,X,X,X,X,O
JOZSITL,O,X,X,X,X,X,X
JOZSILT,O,X,O,X,X,X,O
JOZSLTI,O,O,O,X,X,X,O
JOZSLIT,O,X,O,X,X,X,O
STILJZO,X,X,O,O,O,X,X
STILJOZ,X,X,X,O,O,O,X
STILZJO,X,X,O,O,O,X,X
STILZOJ,X,X,O,O,X,X,X
STILOJZ,X,X,X,O,O,O,X
STILOZJ,X,X,O,O,X,O,X
STIJLZO,X,X,X,O,X,X,X
STIJLOZ,X,X,X,O,X,O,X
STIJZLO,X,X,X,O,X,X,X
STIJZOL,X,X,X,O,X,O,X
STIJOLZ,X,X,X,X,X,O,X
STIJOZL,X,X,X,O,X,O,X
STIZLJO,X,X,O,O,X,X,X
STIZLOJ,X,X,O,O,X,X,X
STIZJLO,X,X,X,O,X,X,X
STIZJOL,X,X,X,O,X,O,X
STIZOLJ,X,X,X,X,X,O,X
STIZOJL,X,X,X,O,X,O,X
STIOLJZ,X,X,X,X,X,O,X
STIOLZJ,X,X,X,X,X,O,X
STIOJLZ,X,X,X,X,X,O,X
STIOJZL,X,X,X,O,X,O,X
STIOZLJ,X,X,X,X,X,O,X
STIOZJL,X,X,X,O,X,O,X
STLIJZO,X,X,O,O,O,X,X
STLIJOZ,X,X,X,O,O,O,X
STLIZJO,X,X,O,O,O,X,X
STLIZOJ,X,X,O,O,X,X,X
STLIOJZ,X,X,O,O,O,O,X
STLIOZJ,X,X,O,O,X,O,X
STLJIZO,O,X,O,O,O,X,X
STLJIOZ,O,X,X,O,O,O,X
STLJZIO,O,X,O,O,O,X,X
STLJZOI,O,X,O,O,X,X,X
STLJOIZ,O,X,O,O,O,X,X
STLJOZI,O,X,O,O,O,X,X
STLZIJO,O,X,O,O,O,X,X
STLZIOJ,O,X,O,O,X,X,X
STLZJIO,O,X,O,O,O,X,X
STLZJOI,O,X,O,O,X,X,X
STLZOIJ,O,X,O,O,X,X,X
STLZOJI,O,X,O,O,X,X,X
STLOIJZ,O,X,O,O,O,X,X
STLOIZJ,O,X,O,O,O,X,X
STLOJIZ,O,X,O,O,O,X,X
STLOJZI,O,X,O,O,O,X,X
STLOZIJ,O,X,O,O,O,X,X
STLOZJI,O,X,O,O,O,X,X
STJILZO,O,X,X,O,X,X,X
STJILOZ,O,X,X,O,X,O,X
STJIZLO,O,X,X,O,X,X,X
STJIZOL,O,X,X,O,X,O,X
STJIOLZ,O,X,X,X,X,O,X
STJIOZL,O,X,X,O,X,O,X
STJLIZO,O,X,X,O,O,X,X
STJLIOZ,O,X,X,O,O,O,X
STJLZIO,O,X,X,O,O,X,X
STJLZOI,O,X,X,O,X,X,X
STJLOIZ,O,X,X,O,O,X,X
STJLOZI,O,X,X,O,O,X,X
STJZILO,O,X,X,O,X,X,X
STJZIOL,O,X,X,O,X,O,X
STJZLIO,O,X,X,O,X,X,X
STJZLOI,O,X,X,O,X,X,X
STJZOIL,O,X,X,O,X,X,X
STJZOLI,O,X,X,O,X,X,X
STJOILZ,O,X,X,X,X,X,X
STJOIZL,O,X,X,O,X,X,X
STJOLIZ,O,X,X,O,O,X,X
STJOLZI,O,X,X,O,O,X,X
STJOZIL,O,X,X,O,X,X,X
STJOZLI,O,X,X,O,X,X,X
STZILJO,X,X,O,O,X,X,X
STZILOJ,X,X,O,O,X,X,X
STZIJLO,O,X,X,O,X,X,X
STZIJOL,O,X,X,O,X,O,X
STZIOLJ,O,X,X,X,X,O,X
STZIOJL,O,X,X,O,X,O,X
STZLIJO,O,X,O,O,O,X,X
STZLIOJ,O,X,O,O,X,X,X
STZLJIO,O,X,O,O,O,X,X
STZLJOI,O,X,O,O,X,X,X
STZLOIJ,O,X,O,O,X,X,X
STZLOJI,O,X,O,O,X,X,X
STZJILO,O,X,X,O,X,X,X
STZJIOL,O,X,X,O,X,O,X
STZJLIO,O,X,X,O,X,X,X
STZJLOI,O,X,X,O,X,X,X
STZJOIL,O,X,X,O,X,X,X
STZJOLI,O,X,X,O,X,X,X
STZOILJ,O,X,O,X,X,X,X
STZOIJL,O,X,X,O,X,X,X
STZOLIJ,O,X,O,O,X,X,X
STZOLJI,O,X,O,O,X,X,X
STZOJIL,O,X,X,O,X,X,X
STZOJLI,O,X,X,O,X,X,X
STOILJZ,O,X,O,X,O,X,X
STOILZJ,O,X,O,X,O,X,X
STOIJLZ,O,X,X,X,X,X,X
STOIJZL,O,X,X,O,X,X,X
STOIZLJ,O,X,O,X,X,X,X
STOIZJL,O,X,X,O,X,X,X
STOLIJZ,O,X,O,O,O,X,X
STOLIZJ,O,X,O,O,O,X,X
STOLJIZ,O,X,O,O,O,X,X
STOLJZI,O,X,O,O,O,X,X
STOLZIJ,O,X,O,O,O,X,X
STOLZJI,O,X,O,O,O,X,X
STOJILZ,O,X,X,X,X,X,X
STOJIZL,O,X,X,O,X,X,X
STOJLIZ,O,X,X,O,O,X,X
STOJLZI,O,X,X,O,O,X,X
STOJZIL,O,X,X,O,X,X,X
STOJZLI,O,X,X,O,X,X,X
STOZILJ,O,X,O,X,X,X,X
STOZIJL,O,X,X,O,X,X,X
STOZLIJ,O,X,O,O,O,X,X
STOZLJI,O,X,O,O,O,X,X
STOZJIL,O,X,X,O,X,X,X
STOZJLI,O,X,X,O,X,X,X
SITLJZO,X,X,O,O,O,X,X
SITLJOZ,X,X,X,O,O,O,X
SITLZJO,X,X,O,O,O,X,X
SITLZOJ,X,X,O,O,X,X,X
SITLOJZ,X,X,X,O,O,O,X
SITLOZJ,X,X,O,O,X,O,X
SITJLZO,X,X,X,O,X,X,X
SITJLOZ,X,X,X,O,X,O,X
SITJZLO,X,X,X,O,X,X,X
SITJZOL,X,X,X,O,X,O,X
SITJOLZ,X,X,X,X,X,O,X
SITJOZL,X,X,X,O,X,O,X
SITZLJO,X,X,O,O,X,X,X
SITZLOJ,X,X,O,O,X,X,X
SITZJLO,X,X,X,O,X,X,X
SITZJOL,X,X,X,O,X,O,X
SITZOLJ,X,X,X,X,X,O,X
SITZOJL,X,X,X,O,X,O,X
SITOLJZ,X,X,X,X,X,O,X
SITOLZJ,X,X,X,X,X,O,X
SITOJLZ,X,X,X,X,X,O,X
SITOJZL,X,X,X,O,X,O,X
SITOZLJ,X,X,X,X,X,O,X
SITOZJL,X,X,X,O,X,O,X
SILTJZO,X,O,O,O,O,X,X
SILTJOZ,X,O,X,O,O,O,X
SILTZJO,X,O,O,O,O,X,X
SILTZOJ,X,O,O,O,X,X,X
SILTOJZ,X,O,O,O,O,O,X
SILTOZJ,X,O,O,O,X,O,X
SILJTZO,O,O,O,O,O,X,X
SILJTOZ,O,O,X,O,O,X,X
SILJZTO,O,O,O,O,X,X,X
SILJZOT,O,O,X,X,X,X,X
SILJOTZ,O,O,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,X
SILZTJO,O,O,O,O,O,X,X
SILZTOJ,O,O,O,O,X,X,X
SILZJTO,O,O,O,O,X,X,X
SILZJOT,O,O,X,X,X,X,X
SILZOTJ,O,O,O,O,X,X,X
SILZOJT,O,O,O,X,X,X,X
SILOTJZ,O,O,O,O,O,O,X
SILOTZJ,O,O,O,O,X,O,X
SILOJTZ,O,O,O,X,X,X,X
SILOJZT,O,O,O,X,X,X,X
SILOZTJ,O,O,O,O,X,O,X
SILOZJT,O,O,O,X,X,X,X
SIJTLZO,O,O,X,O,X,X,X
SIJTLOZ,O,O,X,X,X,X,X
SIJTZLO,O,O,X,O,X,X,X
SIJTZOL,O,O,X,O,X,X,X
SIJTOLZ,O,X,X,X,X,X,X
SIJTOZL,O,X,X,O,X,X,X
SIJLTZO,O,O,O,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X
SIJLZTO,O,O,O,X,X,X,X
SIJLZOT,O,O,X,X,X,X,X
SIJLOTZ,O,O,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,X
SIJZTLO,O,O,X,O,X,X,X
SIJZTOL,O,O,X,O,X,X,X
SIJZLTO,O,O,O,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X
SIJZOTL,O,O,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,X,X
SIJOLZT,O,O,X,X,X,X,X
SIJOZTL,O,O,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X
SIZTLJO,X,X,O,O,X,X,X
SIZTLOJ,X,X,O,O,X,X,X
