sequence,v115@RhC8DeE8DeD8Jei/IvhFRhBcnBTjBGrBFqBXrB,v115@RhC8DeE8DeD8Jei/IvhFcnBTjBRlBFrBurB3qB,v115@RhC8DeE8DeD8Jex/IvhFlhBcnBTjBqqB/rBmpB,v115@RhC8DeE8DeD8Jei/IvhFxhBTjBFnBGrBfrBUqB,v115@RhC8DeE8DeD8Je2EJvhFxhBTjBXnBUrBCrBFqB,v115@RhC8DeE8DeD8Jex/IvhF8lBCiBTjBXnBVwBmpB,v115@RhC8DeE8DeD8Je2EJvhFSnBTjBRrBfrBUqBlrB
JLSZOIT,O,X,O,X,O,X,X
JLSOTIZ,X,X,X,O,X,X,X
JLSOTZI,X,X,X,O,X,X,X
JLSOITZ,X,X,X,X,X,X,O
JLSOIZT,X,X,O,X,X,X,O
JLSOZTI,O,X,O,X,O,X,X
JLSOZIT,O,X,O,X,O,X,X
JLZTISO,O,O,X,O,X,X,X
JLZTIOS,O,O,X,O,X,X,X
JLZTSIO,O,O,X,O,X,X,X
JLZTSOI,O,O,X,O,X,X,X
JLZTOIS,O,O,X,O,X,X,X
JLZTOSI,O,O,X,O,X,X,X
JLZITSO,O,X,X,X,X,X,X
JLZITOS,O,X,X,X,X,X,X
JLZISTO,O,X,O,X,X,X,X
JLZISOT,O,X,O,X,X,X,O
JLZIOTS,O,X,X,X,X,X,X
JLZIOST,O,X,O,X,X,X,O
JLZSTIO,O,X,O,X,O,X,X
JLZSTOI,O,X,O,X,O,X,X
JLZSITO,O,X,O,X,O,X,X
JLZSIOT,O,X,O,X,O,X,X
JLZSOTI,O,X,O,X,O,X,X
JLZSOIT,O,X,O,X,O,X,X
JLZOTIS,O,O,X,O,X,X,X
JLZOTSI,O,O,X,O,X,X,X
JLZOITS,O,X,X,X,X,X,X
JLZOIST,O,X,O,X,X,X,O
JLZOSTI,O,X,O,X,O,X,X
JLZOSIT,O,X,O,X,O,X,X
JLOTISZ,X,X,X,O,X,X,O
JLOTIZS,X,O,X,O,X,X,X
JLOTSIZ,X,X,X,O,X,X,X
JLOTSZI,X,X,X,O,X,X,X
JLOTZIS,O,O,X,O,X,X,X
JLOTZSI,O,O,X,O,X,X,X
JLOITSZ,X,X,X,O,X,X,O
JLOITZS,X,O,X,O,X,X,X
JLOISTZ,X,X,X,X,X,X,O
JLOISZT,X,X,O,X,X,X,O
JLOIZTS,O,X,X,X,X,X,X
JLOIZST,O,X,O,X,X,X,O
JLOSTIZ,X,X,X,O,X,X,X
JLOSTZI,X,X,X,O,X,X,X
JLOSITZ,X,X,X,X,X,X,O
JLOSIZT,X,X,O,X,X,X,O
JLOSZTI,O,X,O,X,O,X,X
JLOSZIT,O,X,O,X,O,X,X
JLOZTIS,O,O,X,O,X,X,X
JLOZTSI,O,O,X,O,X,X,X
JLOZITS,O,X,X,X,X,X,X
JLOZIST,O,X,O,X,X,X,O
JLOZSTI,O,X,O,X,O,X,X
JLOZSIT,O,X,O,X,O,X,X
JSTILZO,X,X,X,O,X,X,X
JSTILOZ,X,X,X,O,X,X,X
JSTIZLO,X,X,X,O,X,X,X
JSTIZOL,X,X,X,O,X,X,X
JSTIOLZ,X,X,X,O,X,X,X
JSTIOZL,X,X,X,O,X,X,X
JSTLIZO,X,X,X,O,X,X,X
JSTLIOZ,X,X,X,O,X,X,X
JSTLZIO,X,X,X,O,X,O,X
JSTLZOI,X,X,X,O,X,O,X
JSTLOIZ,X,X,X,O,X,X,X
JSTLOZI,X,X,X,O,X,O,X
JSTZILO,X,X,X,O,O,O,X
JSTZIOL,X,X,X,O,O,O,X
JSTZLIO,X,X,X,O,O,O,X
JSTZLOI,X,X,X,O,O,O,X
JSTZOIL,X,X,X,O,O,O,X
JSTZOLI,X,X,X,O,O,O,X
JSTOILZ,X,X,X,O,X,X,X
JSTOIZL,X,X,X,O,X,X,X
JSTOLIZ,X,X,X,O,X,X,X
JSTOLZI,X,X,X,O,X,O,X
JSTOZIL,X,X,X,O,O,O,X
JSTOZLI,X,X,X,O,O,O,X
JSITLZO,X,X,X,X,X,X,X
JSITLOZ,X,X,X,X,X,X,O
JSITZLO,X,X,X,X,X,X,X
JSITZOL,X,X,X,X,X,X,X
JSITOLZ,X,X,X,X,X,X,O
JSITOZL,X,X,X,X,X,X,X
JSILTZO,X,X,X,X,X,X,X
JSILTOZ,X,X,X,X,X,X,O
JSILZTO,X,X,X,X,X,X,X
JSILZOT,X,X,X,X,X,X,O
JSILOTZ,X,X,X,X,X,X,O
JSILOZT,X,X,X,X,X,X,O
JSIZTLO,X,X,X,X,O,X,X
JSIZTOL,X,X,X,X,O,X,X
JSIZLTO,X,X,X,X,O,X,X
JSIZLOT,X,X,X,X,O,X,O
JSIZOTL,X,X,X,X,O,X,X
JSIZOLT,X,X,X,X,O,X,O
JSIOTLZ,X,X,X,X,X,X,O
JSIOTZL,X,X,X,X,X,X,X
JSIOLTZ,X,X,X,X,X,X,O
JSIOLZT,X,X,X,X,X,X,O
JSIOZTL,X,X,X,X,O,X,X
JSIOZLT,X,X,X,X,O,X,O
JSLTIZO,X,X,X,O,X,X,X
JSLTIOZ,X,X,X,O,X,X,X
JSLTZIO,X,X,X,O,X,O,X
JSLTZOI,X,X,X,O,X,O,X
JSLTOIZ,X,X,X,O,X,X,X
JSLTOZI,X,X,X,O,X,O,X
JSLITZO,X,X,X,X,X,X,X
JSLITOZ,X,X,X,X,X,X,O
JSLIZTO,X,X,O,X,X,X,X
JSLIZOT,X,X,O,X,X,X,O
JSLIOTZ,X,X,X,X,X,X,O
JSLIOZT,X,X,O,X,X,X,O
JSLZTIO,O,X,O,X,O,X,X
JSLZTOI,O,X,O,X,O,X,X
JSLZITO,O,X,O,X,O,X,X
JSLZIOT,O,X,O,X,O,X,X
JSLZOTI,O,X,O,X,O,X,X
JSLZOIT,O,X,O,X,O,X,X
JSLOTIZ,X,X,X,O,X,X,X
JSLOTZI,X,X,X,O,X,O,X
JSLOITZ,X,X,X,X,X,X,O
JSLOIZT,X,X,O,X,X,X,O
JSLOZTI,O,X,O,X,O,X,X
JSLOZIT,O,X,O,X,O,X,X
JSZTILO,O,X,X,X,O,X,X
JSZTIOL,O,X,X,X,O,X,X
JSZTLIO,O,X,O,X,O,X,X
JSZTLOI,O,X,O,X,O,X,X
JSZTOIL,O,X,X,X,O,X,X
JSZTOLI,O,X,O,X,O,X,X
JSZITLO,O,X,X,X,O,X,X
JSZITOL,O,X,X,X,O,X,X
JSZILTO,O,X,X,X,O,X,X
JSZILOT,O,X,X,X,O,X,X
JSZIOTL,O,X,X,X,O,X,X
JSZIOLT,O,X,X,X,O,X,X
JSZLTIO,O,X,O,X,O,X,X
JSZLTOI,O,X,O,X,O,X,X
JSZLITO,O,X,O,X,O,X,X
JSZLIOT,O,X,O,X,O,X,X
JSZLOTI,O,X,O,X,O,X,X
JSZLOIT,O,X,O,X,O,X,X
JSZOTIL,O,X,X,X,O,X,X
JSZOTLI,O,X,O,X,O,X,X
JSZOITL,O,X,X,X,O,X,X
JSZOILT,O,X,X,X,O,X,X
JSZOLTI,O,X,O,X,O,X,X
JSZOLIT,O,X,O,X,O,X,X
JSOTILZ,X,X,X,O,X,X,X
JSOTIZL,X,X,X,O,X,X,X
JSOTLIZ,X,X,X,O,X,X,X
JSOTLZI,X,X,X,O,X,O,X
JSOTZIL,X,X,X,O,O,O,X
JSOTZLI,X,X,X,O,O,O,X
JSOITLZ,X,X,X,X,X,X,O
JSOITZL,X,X,X,X,X,X,X
JSOILTZ,X,X,X,X,X,X,O
JSOILZT,X,X,X,X,X,X,O
JSOIZTL,X,X,X,X,O,X,X
JSOIZLT,X,X,X,X,O,X,O
JSOLTIZ,X,X,X,O,X,X,X
JSOLTZI,X,X,X,O,X,O,X
JSOLITZ,X,X,X,X,X,X,O
JSOLIZT,X,X,O,X,X,X,O
JSOLZTI,O,X,O,X,O,X,X
JSOLZIT,O,X,O,X,O,X,X
JSOZTIL,O,X,X,X,O,X,X
JSOZTLI,O,X,O,X,O,X,X
JSOZITL,O,X,X,X,O,X,X
JSOZILT,O,X,X,X,O,X,X
JSOZLTI,O,X,O,X,O,X,X
JSOZLIT,O,X,O,X,O,X,X
JZTILSO,O,O,X,O,X,X,X
JZTILOS,O,O,X,O,X,X,X
JZTISLO,O,O,X,O,X,X,X
JZTISOL,O,O,X,O,X,X,X
JZTIOLS,O,O,X,O,X,X,X
JZTIOSL,O,O,X,O,X,X,X
JZTLISO,O,O,X,O,X,X,X
JZTLIOS,O,O,X,O,X,X,X
JZTLSIO,O,O,X,O,X,X,X
JZTLSOI,O,O,X,O,X,X,X
JZTLOIS,O,O,X,O,X,X,X
JZTLOSI,O,O,X,O,X,X,X
JZTSILO,O,O,X,O,O,X,X
JZTSIOL,O,O,X,O,O,X,X
JZTSLIO,O,O,O,O,O,X,X
JZTSLOI,O,O,O,O,O,X,X
JZTSOIL,O,O,X,O,O,X,X
JZTSOLI,O,O,O,O,O,X,X
JZTOILS,O,O,X,O,X,X,X
JZTOISL,O,O,X,O,X,X,X
JZTOLIS,O,O,X,O,X,X,X
JZTOLSI,O,O,X,O,X,X,X
JZTOSIL,O,O,X,O,O,X,X
JZTOSLI,O,O,O,O,O,X,X
JZITLSO,O,X,X,X,X,X,X
JZITLOS,O,X,X,X,X,X,X
JZITSLO,O,X,X,X,X,X,X
JZITSOL,O,X,X,X,X,X,X
JZITOLS,O,X,X,X,X,X,X
JZITOSL,O,X,X,X,X,X,X
JZILTSO,O,X,X,X,X,X,X
JZILTOS,O,X,X,X,X,X,X
JZILSTO,O,X,X,X,X,X,X
JZILSOT,O,X,X,X,X,X,O
JZILOTS,O,X,X,X,X,X,X
JZILOST,O,X,X,X,X,X,O
JZISTLO,O,X,X,X,O,X,X
JZISTOL,O,X,X,X,O,X,X
JZISLTO,O,X,X,X,O,X,X
JZISLOT,O,X,X,X,O,X,O
JZISOTL,O,X,X,X,O,X,X
JZISOLT,O,X,X,X,O,X,O
JZIOTLS,O,X,X,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X
JZIOLTS,O,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,O
JZIOSTL,O,X,X,X,O,X,X
JZIOSLT,O,X,X,X,O,X,O
JZLTISO,O,O,X,O,X,X,X
JZLTIOS,O,O,X,O,X,X,X
JZLTSIO,O,O,X,O,X,X,X
JZLTSOI,O,O,X,O,X,X,X
JZLTOIS,O,O,X,O,X,X,X
JZLTOSI,O,O,X,O,X,X,X
JZLITSO,O,X,X,X,X,X,X
JZLITOS,O,X,X,X,X,X,X
JZLISTO,O,X,O,X,X,X,X
JZLISOT,O,X,O,X,X,X,O
JZLIOTS,O,X,X,X,X,X,X
JZLIOST,O,X,O,X,X,X,O
JZLSTIO,O,X,O,X,O,X,X
JZLSTOI,O,X,O,X,O,X,X
JZLSITO,O,X,O,X,O,X,X
JZLSIOT,O,X,O,X,O,X,X
JZLSOTI,O,X,O,X,O,X,X
JZLSOIT,O,X,O,X,O,X,X
JZLOTIS,O,O,X,O,X,X,X
JZLOTSI,O,O,X,O,X,X,X
JZLOITS,O,X,X,X,X,X,X
JZLOIST,O,X,O,X,X,X,O
JZLOSTI,O,X,O,X,O,X,X
JZLOSIT,O,X,O,X,O,X,X
JZSTILO,O,X,X,X,O,X,X
JZSTIOL,O,X,X,X,O,X,X
JZSTLIO,O,X,O,X,O,X,X
JZSTLOI,O,X,O,X,O,X,X
JZSTOIL,O,X,X,X,O,X,X
JZSTOLI,O,X,O,X,O,X,X
JZSITLO,O,X,X,X,O,X,X
JZSITOL,O,X,X,X,O,X,X
JZSILTO,O,X,X,X,O,X,X
JZSILOT,O,X,X,X,O,X,X
JZSIOTL,O,X,X,X,O,X,X
JZSIOLT,O,X,X,X,O,X,X
JZSLTIO,O,X,O,X,O,X,X
JZSLTOI,O,X,O,X,O,X,X
JZSLITO,O,X,O,X,O,X,X
JZSLIOT,O,X,O,X,O,X,X
JZSLOTI,O,X,O,X,O,X,X
JZSLOIT,O,X,O,X,O,X,X
JZSOTIL,O,X,X,X,O,X,X
JZSOTLI,O,X,O,X,O,X,X
JZSOITL,O,X,X,X,O,X,X
JZSOILT,O,X,X,X,O,X,X
JZSOLTI,O,X,O,X,O,X,X
JZSOLIT,O,X,O,X,O,X,X
JZOTILS,O,O,X,O,X,X,X
JZOTISL,O,O,X,O,X,X,X
JZOTLIS,O,O,X,O,X,X,X
JZOTLSI,O,O,X,O,X,X,X
JZOTSIL,O,O,X,O,O,X,X
JZOTSLI,O,O,O,O,O,X,X
JZOITLS,O,X,X,X,X,X,X
JZOITSL,O,X,X,X,X,X,X
JZOILTS,O,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,O
JZOISTL,O,X,X,X,O,X,X
JZOISLT,O,X,X,X,O,X,O
JZOLTIS,O,O,X,O,X,X,X
JZOLTSI,O,O,X,O,X,X,X
JZOLITS,O,X,X,X,X,X,X
JZOLIST,O,X,O,X,X,X,O
JZOLSTI,O,X,O,X,O,X,X
JZOLSIT,O,X,O,X,O,X,X
JZOSTIL,O,X,X,X,O,X,X
JZOSTLI,O,X,O,X,O,X,X
JZOSITL,O,X,X,X,O,X,X
JZOSILT,O,X,X,X,O,X,X
JZOSLTI,O,X,O,X,O,X,X
JZOSLIT,O,X,O,X,O,X,X
JOTILSZ,X,X,X,O,X,X,O
JOTILZS,X,O,X,O,X,X,X
JOTISLZ,X,X,X,O,X,X,O
JOTISZL,X,X,X,O,X,X,X
JOTIZLS,X,O,X,O,X,X,X
JOTIZSL,X,O,X,O,X,X,X
JOTLISZ,X,X,X,O,X,X,O
JOTLIZS,X,O,X,O,X,X,X
JOTLSIZ,X,X,X,O,X,X,X
JOTLSZI,X,X,X,O,X,X,X
JOTLZIS,O,O,X,O,X,X,X
JOTLZSI,O,O,X,O,X,X,X
JOTSILZ,X,X,X,O,X,X,X
JOTSIZL,X,X,X,O,X,X,X
JOTSLIZ,X,X,X,O,X,X,X
JOTSLZI,X,X,X,O,X,O,X
JOTSZIL,X,X,X,O,O,O,X
JOTSZLI,X,X,X,O,O,O,X
JOTZILS,O,O,X,O,X,X,X
JOTZISL,O,O,X,O,X,O,X
JOTZLIS,O,O,X,O,X,X,X
JOTZLSI,O,O,X,O,X,X,X
JOTZSIL,O,O,X,O,O,O,X
JOTZSLI,O,O,X,O,O,O,X
JOITLSZ,X,X,X,O,X,X,O
JOITLZS,X,O,X,O,X,X,X
JOITSLZ,X,X,X,O,X,X,O
JOITSZL,X,X,X,O,X,X,X
JOITZLS,X,O,X,O,X,X,X
JOITZSL,X,O,X,O,X,X,X
JOILTSZ,X,X,X,O,X,X,O
JOILTZS,X,O,X,O,X,X,X
JOILSTZ,X,X,X,X,X,X,O
JOILSZT,X,X,X,X,X,X,O
JOILZTS,O,X,X,X,X,X,X
JOILZST,O,X,X,X,X,X,O
JOISTLZ,X,X,X,X,X,X,O
JOISTZL,X,X,X,X,X,X,X
JOISLTZ,X,X,X,X,X,X,O
JOISLZT,X,X,X,X,X,X,O
JOISZTL,X,X,X,X,O,X,X
JOISZLT,X,X,X,X,O,X,O
JOIZTLS,O,X,X,X,X,X,X
JOIZTSL,O,X,X,X,X,X,X
JOIZLTS,O,X,X,X,X,X,X
JOIZLST,O,X,X,X,X,X,O
JOIZSTL,O,X,X,X,O,X,X
JOIZSLT,O,X,X,X,O,X,O
JOLTISZ,X,X,X,O,X,X,O
JOLTIZS,X,O,X,O,X,X,X
JOLTSIZ,X,X,X,O,X,X,X
JOLTSZI,X,X,X,O,X,X,X
JOLTZIS,O,O,X,O,X,X,X
JOLTZSI,O,O,X,O,X,X,X
JOLITSZ,X,X,X,O,X,X,O
JOLITZS,X,O,X,O,X,X,X
JOLISTZ,X,X,X,X,X,X,O
JOLISZT,X,X,O,X,X,X,O
JOLIZTS,O,X,X,X,X,X,X
JOLIZST,O,X,O,X,X,X,O
JOLSTIZ,X,X,X,O,X,X,X
JOLSTZI,X,X,X,O,X,X,X
JOLSITZ,X,X,X,X,X,X,O
JOLSIZT,X,X,O,X,X,X,O
JOLSZTI,O,X,O,X,O,X,X
JOLSZIT,O,X,O,X,O,X,X
JOLZTIS,O,O,X,O,X,X,X
JOLZTSI,O,O,X,O,X,X,X
JOLZITS,O,X,X,X,X,X,X
JOLZIST,O,X,O,X,X,X,O
JOLZSTI,O,X,O,X,O,X,X
JOLZSIT,O,X,O,X,O,X,X
JOSTILZ,X,X,X,O,X,X,X
JOSTIZL,X,X,X,O,X,X,X
JOSTLIZ,X,X,X,O,X,X,X
JOSTLZI,X,X,X,O,X,O,X
JOSTZIL,X,X,X,O,O,O,X
JOSTZLI,X,X,X,O,O,O,X
JOSITLZ,X,X,X,X,X,X,O
JOSITZL,X,X,X,X,X,X,X
JOSILTZ,X,X,X,X,X,X,O
JOSILZT,X,X,X,X,X,X,O
JOSIZTL,X,X,X,X,O,X,X
JOSIZLT,X,X,X,X,O,X,O
JOSLTIZ,X,X,X,O,X,X,X
JOSLTZI,X,X,X,O,X,O,X
JOSLITZ,X,X,X,X,X,X,O
JOSLIZT,X,X,O,X,X,X,O
JOSLZTI,O,X,O,X,O,X,X
JOSLZIT,O,X,O,X,O,X,X
JOSZTIL,O,X,X,X,O,X,X
JOSZTLI,O,X,O,X,O,X,X
JOSZITL,O,X,X,X,O,X,X
JOSZILT,O,X,X,X,O,X,X
JOSZLTI,O,X,O,X,O,X,X
JOSZLIT,O,X,O,X,O,X,X
JOZTILS,O,O,X,O,X,X,X
JOZTISL,O,O,X,O,X,X,X
JOZTLIS,O,O,X,O,X,X,X
JOZTLSI,O,O,X,O,X,X,X
JOZTSIL,O,O,X,O,O,X,X
JOZTSLI,O,O,O,O,O,X,X
JOZITLS,O,X,X,X,X,X,X
JOZITSL,O,X,X,X,X,X,X
JOZILTS,O,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,O
JOZISTL,O,X,X,X,O,X,X
JOZISLT,O,X,X,X,O,X,O
JOZLTIS,O,O,X,O,X,X,X
JOZLTSI,O,O,X,O,X,X,X
JOZLITS,O,X,X,X,X,X,X
JOZLIST,O,X,O,X,X,X,O
JOZLSTI,O,X,O,X,O,X,X
JOZLSIT,O,X,O,X,O,X,X
JOZSTIL,O,X,X,X,O,X,X
JOZSTLI,O,X,O,X,O,X,X
JOZSITL,O,X,X,X,O,X,X
JOZSILT,O,X,X,X,O,X,X
JOZSLTI,O,X,O,X,O,X,X
JOZSLIT,O,X,O,X,O,X,X
STILJZO,X,X,X,X,X,X,X
STILJOZ,X,X,X,X,X,X,X
STILZJO,X,O,X,X,X,O,X
STILZOJ,X,O,X,X,X,O,X
STILOJZ,X,X,X,X,X,X,X
STILOZJ,X,O,X,X,X,O,X
STIJLZO,X,X,X,X,X,X,X
STIJLOZ,X,X,X,X,X,X,X
STIJZLO,X,X,X,X,X,X,X
STIJZOL,X,X,X,X,X,X,X
STIJOLZ,X,X,X,X,X,X,X
STIJOZL,X,X,X,X,X,X,X
STIZLJO,X,O,X,X,O,O,X
STIZLOJ,X,O,X,X,O,O,X
STIZJLO,X,O,X,X,O,O,X
STIZJOL,X,O,X,X,O,O,X
STIZOLJ,X,O,X,X,O,O,X
STIZOJL,X,O,X,X,O,O,X
STIOLJZ,X,X,X,X,X,X,X
STIOLZJ,X,O,X,X,X,O,X
STIOJLZ,X,X,X,X,X,X,X
STIOJZL,X,X,X,X,X,X,X
STIOZLJ,X,O,X,X,O,O,X
STIOZJL,X,O,X,X,O,O,X
STLIJZO,X,X,X,X,X,X,X
STLIJOZ,X,X,X,X,X,X,X
STLIZJO,X,O,O,X,X,O,X
STLIZOJ,X,O,O,X,X,O,X
STLIOJZ,X,X,X,X,X,X,X
STLIOZJ,X,O,O,X,X,O,X
STLJIZO,X,X,X,O,X,X,X
STLJIOZ,X,X,X,O,X,X,X
STLJZIO,X,X,X,O,X,O,X
STLJZOI,X,X,X,O,X,O,X
STLJOIZ,X,X,X,O,X,X,X
STLJOZI,X,X,X,O,X,O,X
STLZIJO,X,O,O,X,X,O,X
STLZIOJ,X,O,O,X,X,O,X
STLZJIO,X,O,O,X,X,O,X
STLZJOI,X,O,O,X,X,O,X
STLZOIJ,X,O,O,X,X,O,X
STLZOJI,X,O,O,X,X,O,X
STLOIJZ,X,X,X,X,X,X,X
STLOIZJ,X,O,O,X,X,O,X
STLOJIZ,X,X,X,O,X,X,X
STLOJZI,X,X,X,O,X,O,X
STLOZIJ,X,O,O,X,X,O,X
STLOZJI,X,O,O,X,X,O,X
STJILZO,X,X,X,O,X,X,X
STJILOZ,X,X,X,O,X,X,X
STJIZLO,X,X,X,O,X,X,X
STJIZOL,X,X,X,O,X,X,X
STJIOLZ,X,X,X,O,X,X,X
STJIOZL,X,X,X,O,X,X,X
STJLIZO,X,X,X,O,X,X,X
STJLIOZ,X,X,X,O,X,X,X
STJLZIO,X,X,X,O,X,O,X
STJLZOI,X,X,X,O,X,O,X
STJLOIZ,X,X,X,O,X,X,X
STJLOZI,X,X,X,O,X,O,X
STJZILO,X,X,X,O,O,O,X
STJZIOL,X,X,X,O,O,O,X
STJZLIO,X,X,X,O,O,O,X
STJZLOI,X,X,X,O,O,O,X
STJZOIL,X,X,X,O,O,O,X
STJZOLI,X,X,X,O,O,O,X
STJOILZ,X,X,X,O,X,X,X
STJOIZL,X,X,X,O,X,X,X
STJOLIZ,X,X,X,O,X,X,X
STJOLZI,X,X,X,O,X,O,X
STJOZIL,X,X,X,O,O,O,X
STJOZLI,X,X,X,O,O,O,X
STZILJO,X,O,O,X,O,O,X
STZILOJ,X,O,O,X,O,O,X
STZIJLO,X,O,X,X,O,O,X
STZIJOL,X,O,X,X,O,O,X
STZIOLJ,X,O,O,X,O,O,X
STZIOJL,X,O,X,X,O,O,X
STZLIJO,X,O,O,X,O,O,X
STZLIOJ,X,O,O,X,O,O,X
STZLJIO,X,O,O,X,O,O,X
STZLJOI,X,O,O,X,O,O,X
STZLOIJ,X,O,O,X,O,O,X
STZLOJI,X,O,O,X,O,O,X
STZJILO,X,O,X,X,O,O,X
STZJIOL,X,O,X,X,O,O,X
STZJLIO,X,O,O,X,O,O,X
STZJLOI,X,O,O,X,O,O,X
STZJOIL,X,O,X,X,O,O,X
STZJOLI,X,O,O,X,O,O,X
STZOILJ,X,O,O,X,O,O,X
STZOIJL,X,O,X,X,O,O,X
STZOLIJ,X,O,O,X,O,O,X
STZOLJI,X,O,O,X,O,O,X
STZOJIL,X,O,X,X,O,O,X
STZOJLI,X,O,O,X,O,O,X
STOILJZ,X,X,X,X,X,X,X
STOILZJ,X,O,X,X,X,O,X
STOIJLZ,X,X,X,X,X,X,X
STOIJZL,X,X,X,X,X,X,X
STOIZLJ,X,O,X,X,O,O,X
STOIZJL,X,O,X,X,O,O,X
STOLIJZ,X,X,X,X,X,X,X
STOLIZJ,X,O,O,X,X,O,X
STOLJIZ,X,X,X,O,X,X,X
STOLJZI,X,X,X,O,X,O,X
STOLZIJ,X,O,O,X,X,O,X
STOLZJI,X,O,O,X,X,O,X
STOJILZ,X,X,X,O,X,X,X
STOJIZL,X,X,X,O,X,X,X
STOJLIZ,X,X,X,O,X,X,X
STOJLZI,X,X,X,O,X,O,X
STOJZIL,X,X,X,O,O,O,X
STOJZLI,X,X,X,O,O,O,X
STOZILJ,X,O,O,X,O,O,X
STOZIJL,X,O,X,X,O,O,X
STOZLIJ,X,O,O,X,O,O,X
STOZLJI,X,O,O,X,O,O,X
STOZJIL,X,O,X,X,O,O,X
STOZJLI,X,O,O,X,O,O,X
SITLJZO,X,X,X,X,X,X,X
SITLJOZ,X,X,X,X,X,X,O
SITLZJO,X,O,X,X,X,O,X
SITLZOJ,X,O,X,X,X,O,X
SITLOJZ,X,X,X,X,X,X,O
SITLOZJ,X,O,X,X,X,O,X
SITJLZO,X,X,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,O
SITJZLO,X,X,X,X,X,X,X
SITJZOL,X,X,X,X,X,X,X
SITJOLZ,X,X,X,X,X,X,O
SITJOZL,X,X,X,X,X,X,X
SITZLJO,X,O,X,X,O,O,X
SITZLOJ,X,O,X,X,O,O,X
SITZJLO,X,O,X,X,O,O,X
SITZJOL,X,O,X,X,O,O,X
SITZOLJ,X,O,X,X,O,O,X
SITZOJL,X,O,X,X,O,O,X
SITOLJZ,X,X,X,X,X,X,O
SITOLZJ,X,O,X,X,X,O,X
SITOJLZ,X,X,X,X,X,X,O
SITOJZL,X,X,X,X,X,X,X
SITOZLJ,X,O,X,X,O,O,X
SITOZJL,X,O,X,X,O,O,X
SILTJZO,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,O
SILTZJO,X,O,O,X,X,O,X
SILTZOJ,X,O,O,X,X,O,X
SILTOJZ,X,X,X,X,X,X,O
SILTOZJ,X,O,O,X,X,O,X
SILJTZO,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,X,O
SILJZTO,X,X,O,X,X,X,X
SILJZOT,X,X,O,X,X,X,O
SILJOTZ,X,X,X,X,X,X,O
SILJOZT,X,X,O,X,X,X,O
SILZTJO,X,X,O,X,O,X,X
SILZTOJ,X,X,O,X,O,X,X
SILZJTO,X,X,O,X,O,X,X
SILZJOT,X,X,O,X,O,X,O
SILZOTJ,X,X,O,X,O,X,X
SILZOJT,X,X,O,X,O,X,O
SILOTJZ,X,X,X,X,X,X,O
SILOTZJ,X,O,O,X,X,O,X
SILOJTZ,X,X,X,X,X,X,O
SILOJZT,X,X,O,X,X,X,O
SILOZTJ,X,X,O,X,O,X,X
SILOZJT,X,X,O,X,O,X,O
SIJTLZO,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,O
SIJTZLO,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,X,X,O
SIJTOZL,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,O
SIJLZTO,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,X,X,O
SIJLOTZ,X,X,X,X,X,X,O
SIJLOZT,X,X,X,X,X,X,O
SIJZTLO,X,X,X,X,O,X,X
SIJZTOL,X,X,X,X,O,X,X
SIJZLTO,X,X,X,X,O,X,X
SIJZLOT,X,X,X,X,O,X,O
SIJZOTL,X,X,X,X,O,X,X
SIJZOLT,X,X,X,X,O,X,O
SIJOTLZ,X,X,X,X,X,X,O
SIJOTZL,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,O
SIJOLZT,X,X,X,X,X,X,O
SIJOZTL,X,X,X,X,O,X,X
SIJOZLT,X,X,X,X,O,X,O
SIZTLJO,X,X,O,X,O,X,X
SIZTLOJ,X,X,O,X,O,X,X
SIZTJLO,X,X,X,X,O,X,X
SIZTJOL,X,X,X,X,O,X,X
SIZTOLJ,X,X,O,X,O,X,X
SIZTOJL,X,X,X,X,O,X,X
SIZLTJO,X,X,O,X,O,X,X
SIZLTOJ,X,X,O,X,O,X,X
SIZLJTO,X,X,O,X,O,X,X
SIZLJOT,X,X,O,X,O,X,O
SIZLOTJ,X,X,O,X,O,X,X
SIZLOJT,X,X,O,X,O,X,O
SIZJTLO,X,X,X,X,O,X,X
SIZJTOL,X,X,X,X,O,X,X
SIZJLTO,X,X,X,X,O,X,X
SIZJLOT,X,X,X,X,O,X,O
SIZJOTL,X,X,X,X,O,X,X
SIZJOLT,X,X,X,X,O,X,O
SIZOTLJ,X,X,O,X,O,X,X
SIZOTJL,X,X,X,X,O,X,X
SIZOLTJ,X,X,O,X,O,X,X
SIZOLJT,X,X,O,X,O,X,O
SIZOJTL,X,X,X,X,O,X,X
SIZOJLT,X,X,X,X,O,X,O
SIOTLJZ,X,X,X,X,X,X,O
