sequence,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Jei/IvhF5l?BlhBziBcpBeqB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8JeZEJvhFuk?BclBlhBziBSvB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Jex/IvhFlh?BziB0kB6qB2uB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Je0/IvhF6l?BlhB2pBznB3sBxuB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8JeZEJvhFuk?BclBlhBznBSvB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Je5FJvhFlh?BziBmkB0pB3sBipB
LZSOTIJ,O,O,O,X,O,O
LZSOTJI,O,O,O,X,O,O
LZSOITJ,O,O,O,X,O,O
LZSOIJT,O,O,X,X,O,O
LZSOJTI,O,O,O,X,O,O
LZSOJIT,O,O,O,X,O,O
LZOTIJS,X,O,X,X,O,X
LZOTISJ,X,O,X,X,O,X
LZOTJIS,O,O,X,X,O,X
LZOTJSI,O,O,X,X,O,X
LZOTSIJ,O,O,X,X,O,X
LZOTSJI,O,O,X,X,O,X
LZOITJS,X,O,X,X,O,X
LZOITSJ,X,O,X,X,O,X
LZOIJTS,X,O,X,X,O,X
LZOIJST,X,O,X,X,O,X
LZOISTJ,X,O,X,X,O,X
LZOISJT,X,O,X,X,O,X
LZOJTIS,O,O,X,X,O,X
LZOJTSI,O,O,X,X,O,X
LZOJITS,O,O,X,X,O,X
LZOJIST,O,O,X,X,O,X
LZOJSTI,O,O,X,X,O,X
LZOJSIT,O,O,X,X,O,X
LZOSTIJ,O,O,X,X,O,X
LZOSTJI,O,O,X,X,O,X
LZOSITJ,O,O,X,X,O,X
LZOSIJT,O,O,X,X,O,X
LZOSJTI,O,O,X,X,O,X
LZOSJIT,O,O,X,X,O,X
LOTIJSZ,X,X,X,O,X,X
LOTIJZS,X,X,X,O,O,X
LOTISJZ,X,O,O,O,X,X
LOTISZJ,X,O,O,X,O,X
LOTIZJS,X,O,X,O,O,X
LOTIZSJ,X,O,X,X,O,X
LOTJISZ,X,X,O,X,X,X
LOTJIZS,X,X,X,X,O,X
LOTJSIZ,X,X,O,X,X,X
LOTJSZI,X,X,O,X,X,X
LOTJZIS,X,X,O,X,O,X
LOTJZSI,X,X,O,X,O,X
LOTSIJZ,X,O,O,X,X,X
LOTSIZJ,X,O,O,X,O,X
LOTSJIZ,X,O,O,X,X,X
LOTSJZI,X,O,O,X,X,X
LOTSZIJ,X,O,O,X,O,X
LOTSZJI,X,O,O,X,O,X
LOTZIJS,X,O,X,X,O,X
LOTZISJ,X,O,X,X,O,X
LOTZJIS,X,O,X,X,O,X
LOTZJSI,X,O,X,X,O,X
LOTZSIJ,X,O,X,X,O,X
LOTZSJI,X,O,X,X,O,X
LOITJSZ,X,X,X,O,X,X
LOITJZS,X,X,X,O,O,X
LOITSJZ,X,O,O,O,X,X
LOITSZJ,X,O,O,X,O,X
LOITZJS,X,O,X,O,O,X
LOITZSJ,X,O,X,X,O,X
LOIJTSZ,X,X,X,O,X,X
LOIJTZS,X,X,X,O,O,X
LOIJSTZ,X,X,X,O,X,X
LOIJSZT,X,X,X,O,X,X
LOIJZTS,X,X,X,O,O,X
LOIJZST,X,X,X,O,O,X
LOISTJZ,X,O,O,O,X,X
LOISTZJ,X,O,O,X,O,X
LOISJTZ,X,O,O,O,X,X
LOISJZT,X,O,X,O,X,X
LOISZTJ,X,O,O,X,O,X
LOISZJT,X,O,X,X,O,X
LOIZTJS,X,O,X,O,O,X
LOIZTSJ,X,O,X,X,O,X
LOIZJTS,X,O,X,O,O,X
LOIZJST,X,O,X,O,O,X
LOIZSTJ,X,O,X,X,O,X
LOIZSJT,X,O,X,X,O,X
LOJTISZ,X,X,O,X,X,X
LOJTIZS,X,X,X,X,O,X
LOJTSIZ,X,X,O,X,X,X
LOJTSZI,X,X,O,X,X,X
LOJTZIS,X,X,O,X,O,X
LOJTZSI,X,X,O,X,O,X
LOJITSZ,X,X,O,X,X,X
LOJITZS,X,X,X,X,O,X
LOJISTZ,X,X,O,X,X,X
LOJISZT,X,X,O,X,X,X
LOJIZTS,X,X,X,X,O,X
LOJIZST,X,X,X,X,O,X
LOJSTIZ,X,X,O,X,X,X
LOJSTZI,X,X,O,X,X,X
LOJSITZ,X,X,O,X,X,X
LOJSIZT,X,X,O,X,X,X
LOJSZTI,X,X,O,X,X,X
LOJSZIT,X,X,O,X,X,X
LOJZTIS,X,X,O,X,O,X
LOJZTSI,X,X,O,X,O,X
LOJZITS,X,X,O,X,O,X
LOJZIST,X,X,O,X,O,X
LOJZSTI,X,X,O,X,O,X
LOJZSIT,X,X,O,X,O,X
LOSTIJZ,X,O,O,X,X,X
LOSTIZJ,X,O,O,X,O,X
LOSTJIZ,X,O,O,X,X,X
LOSTJZI,X,O,O,X,X,X
LOSTZIJ,X,O,O,X,O,X
LOSTZJI,X,O,O,X,O,X
LOSITJZ,X,O,O,X,X,X
LOSITZJ,X,O,O,X,O,X
LOSIJTZ,X,O,O,X,X,X
LOSIJZT,X,O,O,X,X,X
LOSIZTJ,X,O,O,X,O,X
LOSIZJT,X,O,X,X,O,X
LOSJTIZ,X,O,O,X,X,X
LOSJTZI,X,O,O,X,X,X
LOSJITZ,X,O,O,X,X,X
LOSJIZT,X,O,O,X,X,X
LOSJZTI,X,O,O,X,X,X
LOSJZIT,X,O,O,X,X,X
LOSZTIJ,X,O,O,X,O,X
LOSZTJI,X,O,O,X,O,X
LOSZITJ,X,O,O,X,O,X
LOSZIJT,X,O,X,X,O,X
LOSZJTI,X,O,O,X,O,X
LOSZJIT,X,O,O,X,O,X
LOZTIJS,X,O,X,X,O,X
LOZTISJ,X,O,X,X,O,X
LOZTJIS,X,O,X,X,O,X
LOZTJSI,X,O,X,X,O,X
LOZTSIJ,X,O,X,X,O,X
LOZTSJI,X,O,X,X,O,X
LOZITJS,X,O,X,X,O,X
LOZITSJ,X,O,X,X,O,X
LOZIJTS,X,O,X,X,O,X
LOZIJST,X,O,X,X,O,X
LOZISTJ,X,O,X,X,O,X
LOZISJT,X,O,X,X,O,X
LOZJTIS,X,O,X,X,O,X
LOZJTSI,X,O,X,X,O,X
LOZJITS,X,O,X,X,O,X
LOZJIST,X,O,X,X,O,X
LOZJSTI,X,O,X,X,O,X
LOZJSIT,X,O,X,X,O,X
LOZSTIJ,X,O,X,X,O,X
LOZSTJI,X,O,X,X,O,X
LOZSITJ,X,O,X,X,O,X
LOZSIJT,X,O,X,X,O,X
LOZSJTI,X,O,X,X,O,X
LOZSJIT,X,O,X,X,O,X
JTILSZO,O,O,O,O,X,X
JTILSOZ,O,O,O,O,X,X
JTILZSO,O,O,O,O,O,X
JTILZOS,O,O,O,O,O,X
JTILOSZ,X,X,O,O,X,X
JTILOZS,X,X,X,O,O,X
JTISLZO,O,O,O,O,X,X
JTISLOZ,O,O,O,O,X,X
JTISZLO,O,X,O,O,X,O
JTISZOL,O,X,O,O,X,O
JTISOLZ,O,O,O,O,X,X
JTISOZL,O,X,O,O,X,O
JTIZLSO,O,X,O,O,X,O
JTIZLOS,O,X,O,O,X,X
JTIZSLO,O,X,O,O,X,O
JTIZSOL,O,X,O,O,X,O
JTIZOLS,O,X,X,O,X,X
JTIZOSL,O,X,O,O,X,O
JTIOLSZ,X,X,X,O,X,X
JTIOLZS,X,X,X,O,O,X
JTIOSLZ,O,X,X,O,X,X
JTIOSZL,O,X,X,O,X,X
JTIOZLS,O,X,X,O,X,X
JTIOZSL,O,X,X,O,X,X
JTLISZO,O,O,O,X,X,X
JTLISOZ,O,O,O,X,X,X
JTLIZSO,O,O,O,X,O,X
JTLIZOS,O,O,O,X,O,X
JTLIOSZ,X,X,O,X,X,X
JTLIOZS,X,X,X,X,O,X
JTLSIZO,O,O,O,X,X,X
JTLSIOZ,O,O,O,X,X,X
JTLSZIO,O,O,O,X,X,X
JTLSZOI,O,O,O,X,X,X
JTLSOIZ,O,O,O,X,X,X
JTLSOZI,O,O,O,X,X,X
JTLZISO,O,O,O,X,O,X
JTLZIOS,O,O,O,X,O,X
JTLZSIO,O,O,O,X,O,X
JTLZSOI,O,O,O,X,O,X
JTLZOIS,O,O,O,X,O,X
JTLZOSI,O,O,O,X,O,X
JTLOISZ,X,X,O,X,X,X
JTLOIZS,X,X,X,X,O,X
JTLOSIZ,X,X,O,X,X,X
JTLOSZI,X,X,O,X,X,X
JTLOZIS,X,X,O,X,O,X
JTLOZSI,X,X,O,X,O,X
JTSILZO,O,O,O,X,X,X
JTSILOZ,O,O,O,X,X,X
JTSIZLO,O,X,O,X,X,O
JTSIZOL,O,X,O,X,X,O
JTSIOLZ,O,O,O,X,X,X
JTSIOZL,O,X,O,X,X,O
JTSLIZO,O,O,O,X,X,X
JTSLIOZ,O,O,O,X,X,X
JTSLZIO,O,O,O,X,X,X
JTSLZOI,O,O,O,X,X,X
JTSLOIZ,O,O,O,X,X,X
JTSLOZI,O,O,O,X,X,X
JTSZILO,O,X,O,X,X,O
JTSZIOL,O,X,O,X,X,O
JTSZLIO,O,X,O,X,X,O
JTSZLOI,O,X,O,X,X,O
JTSZOIL,O,X,O,X,X,O
JTSZOLI,O,X,O,X,X,O
JTSOILZ,O,O,O,X,X,X
JTSOIZL,O,X,O,X,X,O
JTSOLIZ,O,O,O,X,X,X
JTSOLZI,O,O,O,X,X,X
JTSOZIL,O,X,O,X,X,O
JTSOZLI,O,X,O,X,X,O
JTZILSO,O,X,O,X,X,O
JTZILOS,O,X,O,X,X,X
JTZISLO,O,X,O,X,X,O
JTZISOL,O,X,O,X,X,O
JTZIOLS,O,X,X,X,X,X
JTZIOSL,O,X,O,X,X,O
JTZLISO,O,X,O,X,X,O
JTZLIOS,O,X,O,X,X,X
JTZLSIO,O,X,O,X,X,O
JTZLSOI,O,X,O,X,X,O
JTZLOIS,O,X,O,X,X,X
JTZLOSI,O,X,O,X,X,X
JTZSILO,O,X,O,X,X,O
JTZSIOL,O,X,O,X,X,O
JTZSLIO,O,X,O,X,X,O
JTZSLOI,O,X,O,X,X,O
JTZSOIL,O,X,O,X,X,O
JTZSOLI,O,X,O,X,X,O
JTZOILS,O,X,X,X,X,X
JTZOISL,O,X,O,X,X,O
JTZOLIS,O,X,O,X,X,X
JTZOLSI,O,X,O,X,X,X
JTZOSIL,O,X,O,X,X,O
JTZOSLI,O,X,O,X,X,O
JTOILSZ,X,X,X,O,X,X
JTOILZS,X,X,X,O,O,X
JTOISLZ,O,X,X,O,X,X
JTOISZL,O,X,X,O,X,X
JTOIZLS,O,X,X,O,X,X
JTOIZSL,O,X,X,O,X,X
JTOLISZ,X,X,O,X,X,X
JTOLIZS,X,X,X,X,O,X
JTOLSIZ,X,X,O,X,X,X
JTOLSZI,X,X,O,X,X,X
JTOLZIS,X,X,O,X,O,X
JTOLZSI,X,X,O,X,O,X
JTOSILZ,O,X,O,X,X,X
JTOSIZL,O,X,O,X,X,X
JTOSLIZ,O,X,O,X,X,X
JTOSLZI,O,X,O,X,X,X
JTOSZIL,O,X,O,X,X,X
JTOSZLI,O,X,O,X,X,X
JTOZILS,O,X,X,X,X,X
JTOZISL,O,X,O,X,X,X
JTOZLIS,O,X,O,X,X,X
JTOZLSI,O,X,O,X,X,X
JTOZSIL,O,X,O,X,X,X
JTOZSLI,O,X,O,X,X,X
JITLSZO,O,O,O,O,X,X
JITLSOZ,O,O,O,O,X,X
JITLZSO,O,O,O,O,O,X
JITLZOS,O,O,O,O,O,X
JITLOSZ,X,X,O,O,X,X
JITLOZS,X,X,X,O,O,X
JITSLZO,O,O,O,O,X,X
JITSLOZ,O,O,O,O,X,X
JITSZLO,O,X,O,O,X,O
JITSZOL,O,X,O,O,X,O
JITSOLZ,O,O,O,O,X,X
JITSOZL,O,X,O,O,X,O
JITZLSO,O,X,O,O,X,O
JITZLOS,O,X,O,O,X,X
JITZSLO,O,X,O,O,X,O
JITZSOL,O,X,O,O,X,O
JITZOLS,O,X,X,O,X,X
JITZOSL,O,X,O,O,X,O
JITOLSZ,X,X,X,O,X,X
JITOLZS,X,X,X,O,O,X
JITOSLZ,O,X,X,O,X,X
JITOSZL,O,X,X,O,X,X
JITOZLS,O,X,X,O,X,X
JITOZSL,O,X,X,O,X,X
JILTSZO,O,O,O,O,X,X
JILTSOZ,O,O,O,O,X,X
JILTZSO,O,O,O,O,O,X
JILTZOS,O,O,O,O,O,X
JILTOSZ,X,X,O,O,X,X
JILTOZS,X,X,X,O,O,X
JILSTZO,O,O,O,O,X,X
JILSTOZ,O,O,O,O,X,X
JILSZTO,O,O,O,O,X,X
JILSZOT,O,O,O,O,X,X
JILSOTZ,O,O,O,O,X,X
JILSOZT,O,O,O,O,X,X
JILZTSO,O,O,O,O,O,X
JILZTOS,O,O,O,O,O,X
JILZSTO,O,O,O,O,O,X
JILZSOT,O,O,O,O,O,X
JILZOTS,O,O,O,O,O,X
JILZOST,O,O,O,O,O,X
JILOTSZ,X,X,O,O,X,X
JILOTZS,X,X,X,O,O,X
JILOSTZ,X,X,O,O,X,X
JILOSZT,X,X,O,O,X,X
JILOZTS,X,X,X,O,O,X
JILOZST,X,X,X,O,O,X
JISTLZO,O,O,O,O,X,X
JISTLOZ,O,O,O,O,X,X
JISTZLO,O,X,O,O,X,O
JISTZOL,O,X,O,O,X,O
JISTOLZ,O,O,O,O,X,X
JISTOZL,O,X,O,O,X,O
JISLTZO,O,O,O,O,X,X
JISLTOZ,O,O,O,O,X,X
JISLZTO,O,O,O,O,X,X
JISLZOT,O,O,O,O,X,X
JISLOTZ,O,O,O,O,X,X
JISLOZT,O,O,O,O,X,X
JISZTLO,O,X,O,O,X,O
JISZTOL,O,X,O,O,X,O
JISZLTO,O,X,O,O,X,O
JISZLOT,O,X,O,O,X,O
JISZOTL,O,X,O,O,X,O
JISZOLT,O,X,O,O,X,O
JISOTLZ,O,O,O,O,X,X
JISOTZL,O,X,O,O,X,O
JISOLTZ,O,O,O,O,X,X
JISOLZT,O,O,O,O,X,X
JISOZTL,O,X,O,O,X,O
JISOZLT,O,X,O,O,X,O
JIZTLSO,O,X,O,O,X,O
JIZTLOS,O,X,O,O,X,X
JIZTSLO,O,X,O,O,X,O
JIZTSOL,O,X,O,O,X,O
JIZTOLS,O,X,X,O,X,X
JIZTOSL,O,X,O,O,X,O
JIZLTSO,O,X,O,O,X,O
JIZLTOS,O,X,O,O,X,X
JIZLSTO,O,X,O,O,X,O
JIZLSOT,O,X,O,O,X,O
JIZLOTS,O,X,O,O,X,X
JIZLOST,O,X,O,O,X,X
JIZSTLO,O,X,O,O,X,O
JIZSTOL,O,X,O,O,X,O
JIZSLTO,O,X,O,O,X,O
JIZSLOT,O,X,O,O,X,O
JIZSOTL,O,X,O,O,X,O
JIZSOLT,O,X,O,O,X,O
JIZOTLS,O,X,X,O,X,X
JIZOTSL,O,X,O,O,X,O
JIZOLTS,O,X,X,O,X,X
JIZOLST,O,X,X,O,X,X
JIZOSTL,O,X,O,O,X,O
JIZOSLT,O,X,O,O,X,O
JIOTLSZ,X,X,X,O,X,X
JIOTLZS,X,X,X,O,O,X
JIOTSLZ,O,X,X,O,X,X
JIOTSZL,O,X,X,O,X,X
JIOTZLS,O,X,X,O,X,X
JIOTZSL,O,X,X,O,X,X
JIOLTSZ,X,X,X,O,X,X
JIOLTZS,X,X,X,O,O,X
JIOLSTZ,X,X,X,O,X,X
JIOLSZT,X,X,X,O,X,X
JIOLZTS,X,X,X,O,O,X
JIOLZST,X,X,X,O,O,X
JIOSTLZ,O,X,X,O,X,X
JIOSTZL,O,X,X,O,X,X
JIOSLTZ,O,X,X,O,X,X
JIOSLZT,O,X,X,O,X,X
JIOSZTL,O,X,X,O,X,X
JIOSZLT,O,X,X,O,X,X
JIOZTLS,O,X,X,O,X,X
JIOZTSL,O,X,X,O,X,X
JIOZLTS,O,X,X,O,X,X
JIOZLST,O,X,X,O,X,X
JIOZSTL,O,X,X,O,X,X
JIOZSLT,O,X,X,O,X,X
JLTISZO,O,O,O,X,X,X
JLTISOZ,O,O,O,X,X,X
JLTIZSO,O,O,O,X,O,X
JLTIZOS,O,O,O,X,O,X
JLTIOSZ,X,X,O,X,X,X
JLTIOZS,X,X,X,X,O,X
JLTSIZO,O,O,O,X,X,X
JLTSIOZ,O,O,O,X,X,X
JLTSZIO,O,O,O,X,X,X
JLTSZOI,O,O,O,X,X,X
JLTSOIZ,O,O,O,X,X,X
JLTSOZI,O,O,O,X,X,X
JLTZISO,O,O,O,X,O,X
JLTZIOS,O,O,O,X,O,X
JLTZSIO,O,O,O,X,O,X
JLTZSOI,O,O,O,X,O,X
JLTZOIS,O,O,O,X,O,X
JLTZOSI,O,O,O,X,O,X
JLTOISZ,X,X,O,X,X,X
JLTOIZS,X,X,X,X,O,X
JLTOSIZ,X,X,O,X,X,X
JLTOSZI,X,X,O,X,X,X
JLTOZIS,X,X,O,X,O,X
JLTOZSI,X,X,O,X,O,X
JLITSZO,O,O,O,X,X,X
JLITSOZ,O,O,O,X,X,X
JLITZSO,O,O,O,X,O,X
JLITZOS,O,O,O,X,O,X
JLITOSZ,X,X,O,X,X,X
JLITOZS,X,X,X,X,O,X
JLISTZO,O,O,O,X,X,X
JLISTOZ,O,O,O,X,X,X
JLISZTO,O,O,O,X,X,X
JLISZOT,O,O,O,X,X,X
JLISOTZ,O,O,O,X,X,X
JLISOZT,O,O,O,X,X,X
JLIZTSO,O,O,O,X,O,X
JLIZTOS,O,O,O,X,O,X
JLIZSTO,O,O,O,X,O,X
JLIZSOT,O,O,O,X,O,X
JLIZOTS,O,O,O,X,O,X
JLIZOST,O,O,O,X,O,X
JLIOTSZ,X,X,O,X,X,X
JLIOTZS,X,X,X,X,O,X
JLIOSTZ,X,X,O,X,X,X
JLIOSZT,X,X,O,X,X,X
JLIOZTS,X,X,X,X,O,X
JLIOZST,X,X,X,X,O,X
JLSTIZO,O,O,O,X,X,X
JLSTIOZ,O,O,O,X,X,X
JLSTZIO,O,O,O,X,X,X
JLSTZOI,O,O,O,X,X,X
JLSTOIZ,O,O,O,X,X,X
JLSTOZI,O,O,O,X,X,X
JLSITZO,O,O,O,X,X,X
JLSITOZ,O,O,O,X,X,X
JLSIZTO,O,O,O,X,X,X
JLSIZOT,O,O,O,X,X,X
JLSIOTZ,O,O,O,X,X,X
JLSIOZT,O,O,O,X,X,X
JLSZTIO,O,O,O,X,X,X
JLSZTOI,O,O,O,X,X,X
JLSZITO,O,O,O,X,X,X
JLSZIOT,O,O,O,X,X,X
JLSZOTI,O,O,O,X,X,X
JLSZOIT,O,O,O,X,X,X
JLSOTIZ,O,O,O,X,X,X
JLSOTZI,O,O,O,X,X,X
JLSOITZ,O,O,O,X,X,X
JLSOIZT,O,O,O,X,X,X
JLSOZTI,O,O,O,X,X,X
JLSOZIT,O,O,O,X,X,X
JLZTISO,O,O,O,X,O,X
JLZTIOS,O,O,O,X,O,X
JLZTSIO,O,O,O,X,O,X
JLZTSOI,O,O,O,X,O,X
JLZTOIS,O,O,O,X,O,X
JLZTOSI,O,O,O,X,O,X
JLZITSO,O,O,O,X,O,X
JLZITOS,O,O,O,X,O,X
JLZISTO,O,O,O,X,O,X
JLZISOT,O,O,O,X,O,X
JLZIOTS,O,O,O,X,O,X
JLZIOST,O,O,O,X,O,X
JLZSTIO,O,O,O,X,O,X
JLZSTOI,O,O,O,X,O,X
JLZSITO,O,O,O,X,O,X
JLZSIOT,O,O,O,X,O,X
JLZSOTI,O,O,O,X,O,X
JLZSOIT,O,O,O,X,O,X
JLZOTIS,O,O,O,X,O,X
JLZOTSI,O,O,O,X,O,X
JLZOITS,O,O,O,X,O,X
JLZOIST,O,O,O,X,O,X
JLZOSTI,O,O,O,X,O,X
JLZOSIT,O,O,O,X,O,X
JLOTISZ,X,X,O,X,X,X
JLOTIZS,X,X,X,X,O,X
JLOTSIZ,X,X,O,X,X,X
JLOTSZI,X,X,O,X,X,X
JLOTZIS,X,X,O,X,O,X
JLOTZSI,X,X,O,X,O,X
JLOITSZ,X,X,O,X,X,X
JLOITZS,X,X,X,X,O,X
JLOISTZ,X,X,O,X,X,X
JLOISZT,X,X,O,X,X,X
JLOIZTS,X,X,X,X,O,X
JLOIZST,X,X,X,X,O,X
JLOSTIZ,X,X,O,X,X,X
JLOSTZI,X,X,O,X,X,X
JLOSITZ,X,X,O,X,X,X
JLOSIZT,X,X,O,X,X,X
JLOSZTI,X,X,O,X,X,X
JLOSZIT,X,X,O,X,X,X
JLOZTIS,X,X,O,X,O,X
JLOZTSI,X,X,O,X,O,X
JLOZITS,X,X,O,X,O,X
JLOZIST,X,X,O,X,O,X
JLOZSTI,X,X,O,X,O,X
JLOZSIT,X,X,O,X,O,X
JSTILZO,O,O,O,X,X,X
JSTILOZ,O,O,O,X,X,X
JSTIZLO,O,X,O,X,X,O
JSTIZOL,O,X,O,X,X,O
JSTIOLZ,O,O,O,X,X,X
JSTIOZL,O,X,O,X,X,O
JSTLIZO,O,O,O,X,X,X
JSTLIOZ,O,O,O,X,X,X
JSTLZIO,O,O,O,X,X,X
JSTLZOI,O,O,O,X,X,X
JSTLOIZ,O,O,O,X,X,X
JSTLOZI,O,O,O,X,X,X
JSTZILO,O,X,O,X,X,O
JSTZIOL,O,X,O,X,X,O
JSTZLIO,O,X,O,X,X,O
JSTZLOI,O,X,O,X,X,O
JSTZOIL,O,X,O,X,X,O
JSTZOLI,O,X,O,X,X,O
JSTOILZ,O,O,O,X,X,X
JSTOIZL,O,X,O,X,X,O
JSTOLIZ,O,O,O,X,X,X
JSTOLZI,O,O,O,X,X,X
JSTOZIL,O,X,O,X,X,O
JSTOZLI,O,X,O,X,X,O
JSITLZO,O,O,O,X,X,X
JSITLOZ,O,O,O,X,X,X
JSITZLO,O,X,O,X,X,O
JSITZOL,O,X,O,X,X,O
JSITOLZ,O,O,O,X,X,X
JSITOZL,O,X,O,X,X,O
JSILTZO,O,O,O,X,X,X
JSILTOZ,O,O,O,X,X,X
JSILZTO,O,O,O,X,X,X
JSILZOT,O,O,O,X,X,X
JSILOTZ,O,O,O,X,X,X
JSILOZT,O,O,O,X,X,X
JSIZTLO,O,X,O,X,X,O
JSIZTOL,O,X,O,X,X,O
JSIZLTO,O,X,O,X,X,O
JSIZLOT,O,X,O,X,X,O
JSIZOTL,O,X,O,X,X,O
JSIZOLT,O,X,O,X,X,O
JSIOTLZ,O,O,O,X,X,X
JSIOTZL,O,X,O,X,X,O
JSIOLTZ,O,O,O,X,X,X
JSIOLZT,O,O,O,X,X,X
JSIOZTL,O,X,O,X,X,O
JSIOZLT,O,X,O,X,X,O
JSLTIZO,O,O,O,X,X,X
JSLTIOZ,O,O,O,X,X,X
JSLTZIO,O,O,O,X,X,X
JSLTZOI,O,O,O,X,X,X
JSLTOIZ,O,O,O,X,X,X
JSLTOZI,O,O,O,X,X,X
JSLITZO,O,O,O,X,X,X
JSLITOZ,O,O,O,X,X,X
JSLIZTO,O,O,O,X,X,X
JSLIZOT,O,O,O,X,X,X
JSLIOTZ,O,O,O,X,X,X
JSLIOZT,O,O,O,X,X,X
JSLZTIO,O,O,O,X,X,X
JSLZTOI,O,O,O,X,X,X
JSLZITO,O,O,O,X,X,X
JSLZIOT,O,O,O,X,X,X
JSLZOTI,O,O,O,X,X,X
JSLZOIT,O,O,O,X,X,X
JSLOTIZ,O,O,O,X,X,X
JSLOTZI,O,O,O,X,X,X
JSLOITZ,O,O,O,X,X,X
JSLOIZT,O,O,O,X,X,X
JSLOZTI,O,O,O,X,X,X
JSLOZIT,O,O,O,X,X,X
JSZTILO,O,X,O,X,X,O
JSZTIOL,O,X,O,X,X,O
JSZTLIO,O,X,O,X,X,O
JSZTLOI,O,X,O,X,X,O
JSZTOIL,O,X,O,X,X,O
JSZTOLI,O,X,O,X,X,O
JSZITLO,O,X,O,X,X,O
JSZITOL,O,X,O,X,X,O
JSZILTO,O,X,O,X,X,O
JSZILOT,O,X,O,X,X,O
JSZIOTL,O,X,O,X,X,O
JSZIOLT,O,X,O,X,X,O
JSZLTIO,O,X,O,X,X,O
JSZLTOI,O,X,O,X,X,O
JSZLITO,O,X,O,X,X,O
JSZLIOT,O,X,O,X,X,O
JSZLOTI,O,X,O,X,X,O
JSZLOIT,O,X,O,X,X,O
JSZOTIL,O,X,O,X,X,O
JSZOTLI,O,X,O,X,X,O
JSZOITL,O,X,O,X,X,O
JSZOILT,O,X,O,X,X,O
JSZOLTI,O,X,O,X,X,O
JSZOLIT,O,X,O,X,X,O
JSOTILZ,O,O,O,X,X,X
JSOTIZL,O,X,O,X,X,O
JSOTLIZ,O,O,O,X,X,X
JSOTLZI,O,O,O,X,X,X
JSOTZIL,O,X,O,X,X,O
JSOTZLI,O,X,O,X,X,O
JSOITLZ,O,O,O,X,X,X
JSOITZL,O,X,O,X,X,O
JSOILTZ,O,O,O,X,X,X
JSOILZT,O,O,O,X,X,X
JSOIZTL,O,X,O,X,X,O
JSOIZLT,O,X,O,X,X,O
JSOLTIZ,O,O,O,X,X,X
JSOLTZI,O,O,O,X,X,X
JSOLITZ,O,O,O,X,X,X
JSOLIZT,O,O,O,X,X,X
JSOLZTI,O,O,O,X,X,X
JSOLZIT,O,O,O,X,X,X
JSOZTIL,O,X,O,X,X,O
JSOZTLI,O,X,O,X,X,O
JSOZITL,O,X,O,X,X,O
JSOZILT,O,X,O,X,X,O
JSOZLTI,O,X,O,X,X,O
JSOZLIT,O,X,O,X,X,O
JZTILSO,O,X,O,X,X,O
JZTILOS,O,X,O,X,X,X
JZTISLO,O,X,O,X,X,O
JZTISOL,O,X,O,X,X,O
JZTIOLS,O,X,X,X,X,X
JZTIOSL,O,X,O,X,X,O
JZTLISO,O,X,O,X,X,O
JZTLIOS,O,X,O,X,X,X
JZTLSIO,O,X,O,X,X,O
JZTLSOI,O,X,O,X,X,O
JZTLOIS,O,X,O,X,X,X
JZTLOSI,O,X,O,X,X,X
JZTSILO,O,X,O,X,X,O
JZTSIOL,O,X,O,X,X,O
JZTSLIO,O,X,O,X,X,O
JZTSLOI,O,X,O,X,X,O
JZTSOIL,O,X,O,X,X,O
JZTSOLI,O,X,O,X,X,O
JZTOILS,O,X,X,X,X,X
JZTOISL,O,X,O,X,X,O
JZTOLIS,O,X,O,X,X,X
JZTOLSI,O,X,O,X,X,X
JZTOSIL,O,X,O,X,X,O
JZTOSLI,O,X,O,X,X,O
JZITLSO,O,X,O,X,X,O
JZITLOS,O,X,O,X,X,X
JZITSLO,O,X,O,X,X,O
JZITSOL,O,X,O,X,X,O
JZITOLS,O,X,X,X,X,X
JZITOSL,O,X,O,X,X,O
JZILTSO,O,X,O,X,X,O
JZILTOS,O,X,O,X,X,X
JZILSTO,O,X,O,X,X,O
JZILSOT,O,X,O,X,X,O
JZILOTS,O,X,O,X,X,X
JZILOST,O,X,O,X,X,X
JZISTLO,O,X,O,X,X,O
JZISTOL,O,X,O,X,X,O
JZISLTO,O,X,O,X,X,O
JZISLOT,O,X,O,X,X,O
JZISOTL,O,X,O,X,X,O
JZISOLT,O,X,O,X,X,O
JZIOTLS,O,X,X,X,X,X
JZIOTSL,O,X,O,X,X,O
JZIOLTS,O,X,X,X,X,X
JZIOLST,O,X,X,X,X,X
JZIOSTL,O,X,O,X,X,O
JZIOSLT,O,X,O,X,X,O
JZLTISO,O,X,O,X,X,O
JZLTIOS,O,X,O,X,X,X
JZLTSIO,O,X,O,X,X,O
JZLTSOI,O,X,O,X,X,O
JZLTOIS,O,X,O,X,X,X
JZLTOSI,O,X,O,X,X,X
JZLITSO,O,X,O,X,X,O
JZLITOS,O,X,O,X,X,X
JZLISTO,O,X,O,X,X,O
