sequence,v115@FhB8HeB8HeC8BeB8BeC8Je0/IvhFlgB/pBxmBGnBiq?BzrB,v115@FhB8HeB8HeC8BeB8BeC8JeFBJvhFXiBxkBcsBikBzp?BGrB,v115@FhB8HeB8HeC8BeB8BeC8JeT/IvhFxgBXiBcsBlpBGr?BiqB,v115@FhB8HeB8HeC8BeB8BeC8Je0/IvhFxgBTiB/pBiqBFs?BGrB,v115@FhB8HeB8HeC8BeB8BeC8JeT/IvhF8lBCiBlpBxrBOq?BXsB,v115@FhB8HeB8HeC8BeB8BeC8Jem/IvhFfmBTiBxpBFsB6r?B0pB,v115@FhB8HeB8HeC8BeB8BeC8JeOEJvhFTgBFiBqpBcsBxq?B/rB,v115@FhB8HeB8HeC8BeB8BeC8Jel/IvhFThB6nB/pBesBxq?BcqB,v115@FhB8HeB8HeC8BeB8BeC8JelAJvhFTkB2qBxmBCnBXs?B0pB,v115@FhB8HeB8HeC8BeB8BeC8JeFBJvhFxkBSrBTnBmkB0p?BXsB,v115@FhB8HeB8HeC8BeB8BeC8JeRAJvhF1mB6nB0lBmpBzr?B/pB
LJZIOST,X,X,X,X,X,X,O,O,X,X,X
LJZSTIO,X,O,O,X,X,X,X,X,X,X,X
LJZSTOI,X,O,O,X,X,X,X,X,X,X,X
LJZSITO,X,O,O,X,X,X,O,O,X,X,X
LJZSIOT,X,X,X,X,X,X,O,O,X,X,X
LJZSOTI,X,O,X,X,X,X,X,X,X,X,X
LJZSOIT,X,O,X,X,X,X,X,X,X,X,X
LJZOTIS,X,O,X,X,X,X,X,X,X,O,O
LJZOTSI,X,O,X,X,X,X,X,X,X,X,O
LJZOITS,X,O,X,X,X,X,O,X,X,O,X
LJZOIST,X,O,X,X,X,X,O,X,X,X,X
LJZOSTI,X,O,X,X,X,X,X,X,X,X,X
LJZOSIT,X,O,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,O,X,X
LJOTIZS,X,O,X,X,X,X,X,X,X,O,O
LJOTSIZ,O,X,X,X,X,X,X,X,O,X,X
LJOTSZI,O,X,X,X,X,X,X,X,X,X,O
LJOTZIS,X,O,X,X,X,X,X,X,X,O,O
LJOTZSI,X,O,X,X,X,X,X,X,X,X,O
LJOITSZ,O,X,X,X,X,X,X,O,O,X,X
LJOITZS,X,O,X,X,X,X,O,X,X,O,O
LJOISTZ,O,X,X,X,X,X,X,O,X,X,X
LJOISZT,O,X,X,X,X,X,O,O,X,X,X
LJOIZTS,X,O,X,X,X,X,O,X,X,X,X
LJOIZST,X,O,X,X,X,X,O,O,X,X,X
LJOSTIZ,O,X,X,X,X,X,X,X,O,X,X
LJOSTZI,O,X,X,X,X,X,X,X,X,X,O
LJOSITZ,O,X,X,X,X,X,X,O,O,X,X
LJOSIZT,O,X,X,X,X,X,X,O,X,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,O,X,X,X,X,X,X,X,O,O
LJOZTSI,X,O,X,X,X,X,X,X,X,X,O
LJOZITS,X,O,X,X,X,X,O,X,X,O,X
LJOZIST,X,O,X,X,X,X,O,X,X,X,X
LJOZSTI,X,O,X,X,X,X,X,X,X,X,X
LJOZSIT,X,O,X,X,X,X,X,X,X,X,X
LSTIJZO,O,X,X,O,X,O,X,X,X,X,X
LSTIJOZ,X,X,X,O,X,O,X,X,X,X,X
LSTIZJO,O,X,X,O,X,O,X,X,X,X,X
LSTIZOJ,O,X,X,O,X,O,X,X,X,X,X
LSTIOJZ,O,X,X,O,X,O,X,X,X,X,X
LSTIOZJ,O,X,X,O,X,O,X,X,X,O,X
LSTJIZO,O,X,X,O,X,X,X,O,X,X,X
LSTJIOZ,X,X,X,O,X,X,X,O,X,X,X
LSTJZIO,O,X,X,O,X,X,X,X,X,X,X
LSTJZOI,O,X,X,O,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,O,X,X,X,X,X,X,X
LSTJOZI,O,X,X,O,X,X,X,X,X,X,X
LSTZIJO,O,X,X,O,X,X,X,X,X,X,X
LSTZIOJ,O,X,X,O,X,X,X,X,X,O,X
LSTZJIO,O,X,X,O,X,X,X,X,X,X,X
LSTZJOI,O,X,X,O,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,O,X,X,X,X,X,O,X
LSTZOJI,O,X,X,O,X,X,X,X,X,X,X
LSTOIJZ,O,X,X,O,X,O,X,X,X,X,X
LSTOIZJ,O,X,X,O,X,O,X,X,X,O,X
LSTOJIZ,O,X,X,O,X,X,X,X,X,X,X
LSTOJZI,O,X,X,O,X,X,X,X,X,X,X
LSTOZIJ,O,X,X,O,X,X,X,X,X,O,X
LSTOZJI,O,X,X,O,X,X,X,X,X,X,X
LSITJZO,O,X,X,O,X,O,X,X,X,X,X
LSITJOZ,X,X,X,O,X,O,X,X,O,X,X
LSITZJO,O,X,X,O,X,O,X,X,X,X,X
LSITZOJ,O,X,X,O,X,O,X,X,X,X,X
LSITOJZ,O,X,X,O,X,O,X,X,X,X,X
LSITOZJ,O,X,X,O,X,O,X,X,X,O,X
LSIJTZO,O,X,X,X,X,O,X,O,X,X,X
LSIJTOZ,X,X,X,X,X,O,X,O,O,X,X
LSIJZTO,O,X,X,X,X,X,O,O,X,X,X
LSIJZOT,X,X,X,X,X,X,O,O,X,X,X
LSIJOTZ,X,X,X,X,X,X,X,O,O,X,X
LSIJOZT,X,X,X,X,X,X,O,O,X,X,X
LSIZTJO,O,X,X,O,X,X,X,X,X,X,X
LSIZTOJ,O,X,X,O,X,X,X,X,X,X,X
LSIZJTO,O,X,X,O,X,X,O,X,X,X,X
LSIZJOT,X,X,X,X,X,X,O,X,X,X,X
LSIZOTJ,O,X,X,O,X,X,X,X,X,X,X
LSIZOJT,O,X,X,X,X,X,O,X,X,X,X
LSIOTJZ,O,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X,X,O,X
LSIOJTZ,O,X,X,X,X,X,X,O,O,X,X
LSIOJZT,O,X,X,X,X,X,O,O,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,X,X,X,X,X,O,X,X,X,X
LSJTIZO,O,X,X,O,X,X,X,O,X,X,X
LSJTIOZ,X,X,X,O,X,X,X,O,O,X,X
LSJTZIO,O,X,X,O,X,X,X,X,X,X,X
LSJTZOI,O,X,X,O,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,O,X,X,X,X,O,X,X
LSJTOZI,O,X,X,O,X,X,X,X,X,X,X
LSJITZO,O,X,X,X,X,X,X,O,X,X,X
LSJITOZ,X,X,X,X,X,X,X,O,O,X,X
LSJIZTO,O,X,X,X,X,X,O,O,X,X,X
LSJIZOT,X,X,X,X,X,X,O,O,X,X,X
LSJIOTZ,X,X,X,X,X,X,X,O,O,X,X
LSJIOZT,X,X,X,X,X,X,O,O,X,X,X
LSJZTIO,O,X,X,O,X,X,X,X,X,X,X
LSJZTOI,O,X,X,O,X,X,X,X,X,X,X
LSJZITO,O,X,X,O,X,X,O,O,X,X,X
LSJZIOT,X,X,X,X,X,X,O,O,X,X,X
LSJZOTI,O,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,X,X,X,X,O,X,X
LSJOTZI,O,X,X,X,X,X,X,X,X,X,O
LSJOITZ,O,X,X,X,X,X,X,O,O,X,X
LSJOIZT,O,X,X,X,X,X,X,O,X,X,X
LSJOZTI,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,X,X,O,X,X,X,X,X,X,X
LSZTIOJ,O,X,X,O,X,X,X,X,X,O,X
LSZTJIO,O,X,X,O,X,X,X,X,X,X,X
LSZTJOI,O,X,X,O,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,O,X,X,X,X,X,O,X
LSZTOJI,O,X,X,O,X,X,X,X,X,X,X
LSZITJO,O,X,X,O,X,X,X,X,X,X,X
LSZITOJ,O,X,X,O,X,X,X,X,X,O,X
LSZIJTO,O,X,X,O,X,X,O,X,X,X,X
LSZIJOT,X,X,X,X,X,X,O,X,X,X,X
LSZIOTJ,O,X,X,O,X,X,X,X,X,O,X
LSZIOJT,O,X,X,X,X,X,O,X,X,X,X
LSZJTIO,O,X,X,O,X,X,X,X,X,X,X
LSZJTOI,O,X,X,O,X,X,X,X,X,X,X
LSZJITO,O,X,X,O,X,X,O,O,X,X,X
LSZJIOT,X,X,X,X,X,X,O,O,X,X,X
LSZJOTI,O,X,X,X,X,X,X,X,X,X,X
LSZJOIT,O,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,X,X,O,X,X,X,X,X,O,X
LSZOTJI,O,X,X,O,X,X,X,X,X,X,X
LSZOITJ,O,X,X,O,X,X,X,X,X,O,X
LSZOIJT,O,X,X,X,X,X,X,X,X,X,X
LSZOJTI,O,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,X,X,O,X,X,X,X,X,X,X
LSOTIZJ,O,X,X,O,X,X,X,X,X,O,X
LSOTJIZ,O,X,X,O,X,X,X,X,X,X,X
LSOTJZI,O,X,X,O,X,X,X,X,X,X,O
LSOTZIJ,O,X,X,O,X,X,X,X,X,O,X
LSOTZJI,O,X,X,O,X,X,X,X,X,X,O
LSOITJZ,O,X,X,X,X,X,X,X,X,X,X
LSOITZJ,O,X,X,X,X,X,X,X,X,O,X
LSOIJTZ,O,X,X,X,X,X,X,X,O,X,X
LSOIJZT,O,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,X,X,X,X,X,X
LSOIZJT,O,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,X,X,X,X,X,X,X,O,X,X
LSOJTZI,O,X,X,X,X,X,X,X,X,X,O
LSOJITZ,O,X,X,X,X,X,X,O,O,X,X
LSOJIZT,O,X,X,X,X,X,X,O,X,X,X
LSOJZTI,O,X,X,X,X,X,X,X,X,X,X
LSOJZIT,O,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,X,X,O,X,X,X,X,X,O,X
LSOZTJI,O,X,X,O,X,X,X,X,X,X,X
LSOZITJ,O,X,X,O,X,X,X,X,X,O,X
LSOZIJT,O,X,X,X,X,X,X,X,X,X,X
LSOZJTI,O,X,X,X,X,X,X,X,X,X,X
LSOZJIT,O,X,X,X,X,X,X,X,X,X,X
LZTIJSO,X,X,X,X,O,X,O,X,X,X,X
LZTIJOS,X,X,X,X,O,X,O,X,X,O,X
LZTISJO,O,X,X,X,O,X,X,X,X,X,X
LZTISOJ,O,X,X,X,O,X,X,X,X,O,X
LZTIOJS,X,X,X,X,O,X,O,X,X,O,X
LZTIOSJ,X,X,X,X,O,X,X,X,X,O,X
LZTJISO,X,X,O,X,X,X,O,X,X,X,X
LZTJIOS,X,X,O,X,X,X,O,X,X,O,X
LZTJSIO,X,X,O,X,X,X,X,X,X,X,X
LZTJSOI,X,X,O,X,X,X,X,X,X,X,X
LZTJOIS,X,X,O,X,X,X,X,X,X,O,X
LZTJOSI,X,X,O,X,X,X,X,X,X,X,X
LZTSIJO,O,X,O,O,X,X,X,X,X,X,X
LZTSIOJ,O,X,X,O,X,X,X,X,X,O,X
LZTSJIO,O,X,X,O,X,X,X,X,X,X,X
LZTSJOI,O,X,X,O,X,X,X,X,X,X,X
LZTSOIJ,O,X,X,O,X,X,X,X,X,O,X
LZTSOJI,O,X,X,O,X,X,X,X,X,X,X
LZTOIJS,X,X,X,X,O,X,X,X,X,O,X
LZTOISJ,O,X,X,X,O,X,X,X,X,O,X
LZTOJIS,X,X,O,X,X,X,X,X,X,O,X
LZTOJSI,X,X,O,X,X,X,X,X,X,X,X
LZTOSIJ,O,X,X,O,X,X,X,X,X,O,X
LZTOSJI,O,X,X,O,X,X,X,X,X,X,X
LZITJSO,X,X,X,X,O,X,O,X,X,X,X
LZITJOS,X,X,X,X,O,X,O,X,X,O,X
LZITSJO,O,X,X,X,O,X,X,X,X,X,X
LZITSOJ,O,X,X,X,O,X,X,X,X,O,X
LZITOJS,X,X,X,X,O,X,O,X,X,O,X
LZITOSJ,X,X,X,X,O,X,X,X,X,O,X
LZIJTSO,X,X,X,X,O,X,O,X,X,X,X
LZIJTOS,X,X,X,X,O,X,O,X,X,O,X
LZIJSTO,X,X,X,X,X,X,O,X,X,X,X
LZIJSOT,X,X,X,X,X,X,O,X,X,X,X
LZIJOTS,X,X,X,X,X,X,O,X,X,O,X
LZIJOST,X,X,X,X,X,X,O,X,X,X,X
LZISTJO,O,X,X,X,O,X,X,X,X,X,X
LZISTOJ,O,X,X,X,O,X,X,X,X,O,X
LZISJTO,O,X,X,X,X,X,O,X,X,X,X
LZISJOT,X,X,X,X,X,X,O,X,X,X,X
LZISOTJ,O,X,X,X,X,X,X,X,X,O,X
LZISOJT,X,X,X,X,X,X,O,X,X,X,X
LZIOTJS,X,X,X,X,O,X,O,X,X,O,X
LZIOTSJ,X,X,X,X,O,X,X,X,X,O,X
LZIOJTS,X,X,X,X,X,X,O,X,X,O,X
LZIOJST,X,X,X,X,X,X,O,X,X,X,X
LZIOSTJ,X,X,X,X,X,X,X,X,X,O,X
LZIOSJT,X,X,X,X,X,X,O,X,X,X,X
LZJTISO,X,O,O,X,X,X,O,X,X,X,X
LZJTIOS,X,X,O,X,X,X,O,X,X,O,X
LZJTSIO,X,O,O,X,X,X,X,X,X,X,X
LZJTSOI,X,O,O,X,X,X,X,X,X,X,X
LZJTOIS,X,O,O,X,X,X,X,X,X,O,X
LZJTOSI,X,O,O,X,X,X,X,X,X,X,X
LZJITSO,X,O,X,X,X,X,O,X,X,X,X
LZJITOS,X,X,X,X,X,X,O,X,X,O,X
LZJISTO,X,O,X,X,X,X,O,O,X,X,X
LZJISOT,X,X,X,X,X,X,O,O,X,X,X
LZJIOTS,X,X,X,X,X,X,O,X,X,O,X
LZJIOST,X,X,X,X,X,X,O,O,X,X,X
LZJSTIO,X,O,O,X,X,X,X,X,X,X,X
LZJSTOI,X,O,O,X,X,X,X,X,X,X,X
LZJSITO,X,O,O,X,X,X,O,O,X,X,X
LZJSIOT,X,X,X,X,X,X,O,O,X,X,X
LZJSOTI,X,O,X,X,X,X,X,X,X,X,X
LZJSOIT,X,O,X,X,X,X,X,X,X,X,X
LZJOTIS,X,O,X,X,X,X,X,X,X,O,O
LZJOTSI,X,O,X,X,X,X,X,X,X,X,O
LZJOITS,X,O,X,X,X,X,O,X,X,O,X
LZJOIST,X,O,X,X,X,X,O,X,X,X,X
LZJOSTI,X,O,X,X,X,X,X,X,X,X,X
LZJOSIT,X,O,X,X,X,X,X,X,X,X,X
LZSTIJO,O,X,O,O,X,X,X,X,X,X,X
LZSTIOJ,O,X,X,O,X,X,X,X,X,O,X
LZSTJIO,O,O,X,O,X,X,X,X,X,X,X
LZSTJOI,O,O,X,O,X,X,X,X,X,X,X
LZSTOIJ,O,O,X,O,X,X,X,X,X,O,X
LZSTOJI,O,X,X,O,X,X,X,X,X,X,X
LZSITJO,O,X,O,O,X,X,X,X,X,X,X
LZSITOJ,O,X,X,O,X,X,X,X,X,O,X
LZSIJTO,O,X,O,O,X,X,O,X,X,X,X
LZSIJOT,X,X,X,X,X,X,O,X,X,X,X
LZSIOTJ,O,X,X,O,X,X,X,X,X,O,X
LZSIOJT,O,X,X,X,X,X,O,X,X,X,X
LZSJTIO,O,O,O,O,X,X,X,X,X,X,X
LZSJTOI,O,O,O,O,X,X,X,X,X,X,X
LZSJITO,O,O,O,O,X,X,O,O,X,X,X
LZSJIOT,X,X,X,X,X,X,O,O,X,X,X
LZSJOTI,O,O,X,X,X,X,X,X,X,X,X
LZSJOIT,O,O,X,X,X,X,X,X,X,X,X
LZSOTIJ,O,O,X,O,X,X,X,X,X,O,X
LZSOTJI,O,X,X,O,X,X,X,X,X,X,X
LZSOITJ,O,O,X,O,X,X,X,X,X,O,X
LZSOIJT,O,X,X,X,X,X,X,X,X,X,X
LZSOJTI,O,X,X,X,X,X,X,X,X,X,X
LZSOJIT,O,X,X,X,X,X,X,X,X,X,X
LZOTIJS,X,X,X,X,X,X,X,X,X,O,O
LZOTISJ,O,X,X,X,X,X,X,X,X,O,X
LZOTJIS,X,X,X,X,X,X,X,X,X,O,O
LZOTJSI,X,X,X,X,X,X,X,X,X,X,O
LZOTSIJ,O,X,X,X,X,X,X,X,X,O,X
LZOTSJI,O,X,X,X,X,X,X,X,X,X,O
LZOITJS,X,X,X,X,X,X,O,X,X,O,X
LZOITSJ,O,O,X,X,X,X,X,X,X,O,X
LZOIJTS,X,O,X,X,X,X,O,X,X,O,X
LZOIJST,X,O,X,X,X,X,O,X,X,X,X
LZOISTJ,O,O,X,X,X,X,X,X,X,O,X
LZOISJT,O,X,X,X,X,X,O,X,X,X,X
LZOJTIS,X,O,X,X,X,X,X,X,X,O,O
LZOJTSI,X,O,X,X,X,X,X,X,X,X,O
LZOJITS,X,O,X,X,X,X,O,X,X,O,X
LZOJIST,X,O,X,X,X,X,O,X,X,X,X
LZOJSTI,X,O,X,X,X,X,X,X,X,X,X
LZOJSIT,X,O,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,X,X,X,X,X,X,O,X
LZOSTJI,O,X,X,X,X,X,X,X,X,X,X
LZOSITJ,O,O,X,X,X,X,X,X,X,O,X
LZOSIJT,O,X,X,X,X,X,X,X,X,X,X
LZOSJTI,O,X,X,X,X,X,X,X,X,X,X
LZOSJIT,O,X,X,X,X,X,X,X,X,X,X
LOTIJSZ,O,X,X,X,X,X,X,X,X,X,X
LOTIJZS,X,X,X,X,X,X,X,X,X,O,O
LOTISJZ,O,X,X,O,X,X,X,X,X,X,X
LOTISZJ,O,X,X,O,X,X,X,X,X,O,X
LOTIZJS,X,X,X,X,X,X,X,X,X,O,O
LOTIZSJ,O,X,X,X,X,X,X,X,X,O,X
LOTJISZ,O,X,X,X,X,X,X,X,X,X,X
LOTJIZS,X,X,X,X,X,X,X,X,X,O,O
LOTJSIZ,O,X,X,O,X,X,X,X,X,X,X
LOTJSZI,O,X,X,O,X,X,X,X,X,X,O
LOTJZIS,X,X,X,X,X,X,X,X,X,O,O
LOTJZSI,X,X,X,X,X,X,X,X,X,X,O
LOTSIJZ,O,X,X,O,X,X,X,X,X,X,X
LOTSIZJ,O,X,X,O,X,X,X,X,X,O,X
LOTSJIZ,O,X,X,O,X,X,X,X,X,X,X
LOTSJZI,O,X,X,O,X,X,X,X,X,X,O
LOTSZIJ,O,X,X,O,X,X,X,X,X,O,X
LOTSZJI,O,X,X,O,X,X,X,X,X,X,O
LOTZIJS,X,X,X,X,X,X,X,X,X,O,O
LOTZISJ,O,X,X,X,X,X,X,X,X,O,X
LOTZJIS,X,X,X,X,X,X,X,X,X,O,O
LOTZJSI,X,X,X,X,X,X,X,X,X,X,O
LOTZSIJ,O,X,X,O,X,X,X,X,X,O,X
LOTZSJI,O,X,X,O,X,X,X,X,X,X,O
LOITJSZ,O,X,X,X,X,X,X,X,X,X,X
LOITJZS,X,O,X,X,X,X,O,X,X,O,O
LOITSJZ,O,X,X,X,X,X,X,X,X,X,X
LOITSZJ,O,X,X,X,X,X,X,X,X,O,X
LOITZJS,X,X,X,X,X,X,O,X,X,O,O
LOITZSJ,O,O,X,X,X,X,X,X,X,O,X
LOIJTSZ,O,X,X,X,X,X,X,X,X,X,X
LOIJTZS,X,O,X,X,X,X,O,X,X,O,O
LOIJSTZ,O,X,X,X,X,X,X,X,X,X,X
LOIJSZT,O,X,X,X,X,X,O,X,X,X,X
LOIJZTS,X,O,X,X,X,X,O,X,X,X,X
LOIJZST,X,O,X,X,X,X,O,X,X,X,X
LOISTJZ,O,X,X,X,X,X,X,X,X,X,X
LOISTZJ,O,X,X,X,X,X,X,X,X,O,X
LOISJTZ,O,X,X,X,X,X,X,X,X,X,X
LOISJZT,O,X,X,X,X,X,O,X,X,X,X
LOISZTJ,O,X,X,X,X,X,X,X,X,X,X
LOISZJT,O,X,X,X,X,X,O,X,X,X,X
LOIZTJS,X,X,X,X,X,X,O,X,X,O,X
LOIZTSJ,O,O,X,X,X,X,X,X,X,O,X
LOIZJTS,X,O,X,X,X,X,O,X,X,O,X
LOIZJST,X,O,X,X,X,X,O,X,X,X,X
LOIZSTJ,O,O,X,X,X,X,X,X,X,O,X
LOIZSJT,O,X,X,X,X,X,O,X,X,X,X
LOJTISZ,O,X,X,X,X,X,X,X,O,X,X
LOJTIZS,X,O,X,X,X,X,X,X,X,O,O
LOJTSIZ,O,X,X,X,X,X,X,X,O,X,X
LOJTSZI,O,X,X,X,X,X,X,X,X,X,O
LOJTZIS,X,O,X,X,X,X,X,X,X,O,O
LOJTZSI,X,O,X,X,X,X,X,X,X,X,O
LOJITSZ,O,X,X,X,X,X,X,O,O,X,X
LOJITZS,X,O,X,X,X,X,O,X,X,O,O
LOJISTZ,O,X,X,X,X,X,X,O,X,X,X
LOJISZT,O,X,X,X,X,X,O,O,X,X,X
LOJIZTS,X,O,X,X,X,X,O,X,X,X,X
LOJIZST,X,O,X,X,X,X,O,O,X,X,X
LOJSTIZ,O,X,X,X,X,X,X,X,O,X,X
LOJSTZI,O,X,X,X,X,X,X,X,X,X,O
LOJSITZ,O,X,X,X,X,X,X,O,O,X,X
LOJSIZT,O,X,X,X,X,X,X,O,X,X,X
LOJSZTI,O,X,X,X,X,X,X,X,X,X,X
LOJSZIT,O,X,X,X,X,X,X,X,X,X,X
LOJZTIS,X,O,X,X,X,X,X,X,X,O,O
LOJZTSI,X,O,X,X,X,X,X,X,X,X,O
LOJZITS,X,O,X,X,X,X,O,X,X,O,X
LOJZIST,X,O,X,X,X,X,O,X,X,X,X
LOJZSTI,X,O,X,X,X,X,X,X,X,X,X
LOJZSIT,X,O,X,X,X,X,X,X,X,X,X
LOSTIJZ,O,X,X,O,X,X,X,X,X,X,X
LOSTIZJ,O,X,X,O,X,X,X,X,X,O,X
LOSTJIZ,O,X,X,O,X,X,X,X,X,X,X
LOSTJZI,O,X,X,O,X,X,X,X,X,X,O
LOSTZIJ,O,X,X,O,X,X,X,X,X,O,X
LOSTZJI,O,X,X,O,X,X,X,X,X,X,O
LOSITJZ,O,X,X,X,X,X,X,X,X,X,X
LOSITZJ,O,X,X,X,X,X,X,X,X,O,X
LOSIJTZ,O,X,X,X,X,X,X,X,O,X,X
LOSIJZT,O,X,X,X,X,X,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,X,X,X,X,X,X
LOSIZJT,O,X,X,X,X,X,X,X,X,X,X
LOSJTIZ,O,X,X,X,X,X,X,X,O,X,X
LOSJTZI,O,X,X,X,X,X,X,X,X,X,O
LOSJITZ,O,X,X,X,X,X,X,O,O,X,X
LOSJIZT,O,X,X,X,X,X,X,O,X,X,X
LOSJZTI,O,X,X,X,X,X,X,X,X,X,X
LOSJZIT,O,X,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,X,X,O,X,X,X,X,X,O,X
LOSZTJI,O,X,X,O,X,X,X,X,X,X,X
LOSZITJ,O,X,X,O,X,X,X,X,X,O,X
LOSZIJT,O,X,X,X,X,X,X,X,X,X,X
LOSZJTI,O,X,X,X,X,X,X,X,X,X,X
LOSZJIT,O,X,X,X,X,X,X,X,X,X,X
LOZTIJS,X,X,X,X,X,X,X,X,X,O,O
LOZTISJ,O,X,X,X,X,X,X,X,X,O,X
LOZTJIS,X,X,X,X,X,X,X,X,X,O,O
LOZTJSI,X,X,X,X,X,X,X,X,X,X,O
LOZTSIJ,O,X,X,X,X,X,X,X,X,O,X
LOZTSJI,O,X,X,X,X,X,X,X,X,X,O
LOZITJS,X,X,X,X,X,X,O,X,X,O,X
LOZITSJ,O,O,X,X,X,X,X,X,X,O,X
LOZIJTS,X,O,X,X,X,X,O,X,X,O,X
LOZIJST,X,O,X,X,X,X,O,X,X,X,X
LOZISTJ,O,O,X,X,X,X,X,X,X,O,X
LOZISJT,O,X,X,X,X,X,O,X,X,X,X
LOZJTIS,X,O,X,X,X,X,X,X,X,O,O
LOZJTSI,X,O,X,X,X,X,X,X,X,X,O
LOZJITS,X,O,X,X,X,X,O,X,X,O,X
LOZJIST,X,O,X,X,X,X,O,X,X,X,X
LOZJSTI,X,O,X,X,X,X,X,X,X,X,X
LOZJSIT,X,O,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,X,X,X,X,X,X,X,O,X
LOZSTJI,O,X,X,X,X,X,X,X,X,X,X
LOZSITJ,O,O,X,X,X,X,X,X,X,O,X
LOZSIJT,O,X,X,X,X,X,X,X,X,X,X
LOZSJTI,O,X,X,X,X,X,X,X,X,X,X
LOZSJIT,O,X,X,X,X,X,X,X,X,X,X
JTILSZO,X,X,X,X,X,O,X,O,X,X,X
JTILSOZ,X,X,X,X,X,O,X,O,X,X,X
JTILZSO,X,O,X,X,O,X,X,X,X,X,X
JTILZOS,X,X,X,X,O,X,X,X,X,X,X
JTILOSZ,X,X,X,X,X,O,X,O,O,X,X
JTILOZS,X,X,X,X,O,X,X,X,X,X,X
JTISLZO,X,X,X,X,X,O,X,O,X,X,X
JTISLOZ,X,X,X,X,X,O,X,O,O,X,X
JTISZLO,X,O,X,X,X,O,X,X,X,X,X
JTISZOL,X,O,X,X,X,O,X,X,O,X,X
JTISOLZ,X,X,X,X,X,O,X,O,O,X,X
JTISOZL,X,X,X,X,X,O,X,X,O,X,X
JTIZLSO,X,O,O,X,O,X,X,X,X,X,X
JTIZLOS,X,X,O,X,O,X,X,X,X,X,X
JTIZSLO,X,O,O,X,O,O,X,X,X,X,X
JTIZSOL,X,O,O,X,O,O,X,X,X,X,X
JTIZOLS,X,O,O,X,O,X,X,X,X,X,X
JTIZOSL,X,O,O,X,O,O,X,X,O,X,X
JTIOLSZ,X,X,X,X,X,O,X,O,O,X,X
JTIOLZS,X,O,X,X,O,X,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,O,X,O,O,X,X
JTIOSZL,X,O,X,X,X,O,X,X,O,X,X
JTIOZLS,X,O,O,X,O,X,X,X,X,X,X
JTIOZSL,X,O,O,X,O,O,X,X,O,X,X
JTLISZO,X,X,X,X,X,X,X,O,X,X,X
JTLISOZ,X,X,X,X,X,X,X,O,X,X,X
JTLIZSO,X,O,X,X,X,X,O,X,X,X,X
JTLIZOS,X,X,X,X,X,X,O,X,X,X,X
JTLIOSZ,X,X,X,X,X,X,X,O,O,X,X
JTLIOZS,X,X,X,X,X,X,O,X,X,X,X
JTLSIZO,X,X,X,O,X,X,X,O,X,X,X
JTLSIOZ,X,X,X,O,X,X,X,O,O,X,X
JTLSZIO,X,X,X,O,X,X,X,X,X,X,X
JTLSZOI,X,X,X,O,X,X,X,X,X,X,X
JTLSOIZ,X,X,X,O,X,X,X,X,O,X,X
JTLSOZI,X,X,X,O,X,X,X,X,X,X,X
JTLZISO,X,O,O,X,X,X,O,X,X,X,X
JTLZIOS,X,X,O,X,X,X,O,X,X,X,X
JTLZSIO,X,O,O,X,X,X,X,X,X,X,X
JTLZSOI,X,O,O,X,X,X,X,X,X,X,X
JTLZOIS,X,O,O,X,X,X,X,X,X,X,X
JTLZOSI,X,O,O,X,X,X,X,X,X,X,X
JTLOISZ,X,X,X,X,X,X,X,X,O,X,X
JTLOIZS,X,O,X,X,X,X,X,X,X,X,O
JTLOSIZ,X,X,X,O,X,X,X,X,O,X,X
JTLOSZI,X,X,X,O,X,X,X,X,X,X,O
JTLOZIS,X,O,O,X,X,X,X,X,X,X,O
JTLOZSI,X,O,O,X,X,X,X,X,X,X,O
JTSILZO,X,X,X,X,X,O,X,O,X,X,X
JTSILOZ,X,X,X,X,X,O,X,O,O,X,X
