sequence,v115@vhGc/I5oB6rBmnBTpB3qB0sB,v115@vhG8/IZkBasBusBctBzpBXrB,v115@vhGz8I5oBOpBXlB0mBUrByxB,v115@vhH+CJzfBKpBUmB/tBFqB0sBRwB,v115@vhGz7IWnBKpBUmB/tB0sBRwB,v115@vhG0AJ5oB3mBatB2uB0qBTsB,v115@vhG8AJZkBzkBusBctB3qBywB
JLZSTOI,X,X,O,X,X,X,O
JLZSITO,X,X,O,O,O,X,O
JLZSIOT,O,O,O,O,O,O,O
JLZSOTI,O,O,O,X,X,O,O
JLZSOIT,O,O,O,X,X,O,O
JLZOTIS,O,O,O,X,X,O,X
JLZOTSI,O,O,O,X,X,O,X
JLZOITS,O,O,O,X,X,O,X
JLZOIST,O,O,O,X,X,O,X
JLZOSTI,O,O,O,X,X,O,X
JLZOSIT,O,O,O,X,X,O,X
JLOTISZ,O,O,X,X,X,O,X
JLOTIZS,O,O,O,X,X,O,X
JLOTSIZ,O,O,X,X,X,O,X
JLOTSZI,O,O,X,X,X,O,X
JLOTZIS,O,O,O,X,X,O,X
JLOTZSI,O,O,O,X,X,O,X
JLOITSZ,O,O,X,X,X,O,X
JLOITZS,O,O,O,X,X,O,X
JLOISTZ,O,O,X,X,X,O,O
JLOISZT,O,O,O,O,O,O,O
JLOIZTS,O,O,O,X,O,O,X
JLOIZST,O,O,O,O,O,O,X
JLOSTIZ,O,O,X,X,X,O,O
JLOSTZI,O,O,X,X,X,O,O
JLOSITZ,O,O,X,X,X,O,O
JLOSIZT,O,O,O,O,O,O,O
JLOSZTI,O,O,O,X,X,O,O
JLOSZIT,O,O,O,X,X,O,O
JLOZTIS,O,O,O,X,X,O,X
JLOZTSI,O,O,O,X,X,O,X
JLOZITS,O,O,O,X,X,O,X
JLOZIST,O,O,O,X,X,O,X
JLOZSTI,O,O,O,X,X,O,X
JLOZSIT,O,O,O,X,X,O,X
JSTILZO,X,X,O,O,O,X,O
JSTILOZ,O,O,X,X,X,X,O
JSTIZLO,X,X,O,O,O,X,O
JSTIZOL,X,X,O,X,O,O,O
JSTIOLZ,O,O,X,X,X,O,O
JSTIOZL,O,O,X,X,X,O,O
JSTLIZO,X,X,O,O,O,X,O
JSTLIOZ,O,O,X,X,X,X,O
JSTLZIO,X,X,O,X,X,X,O
JSTLZOI,X,X,O,X,X,X,O
JSTLOIZ,O,O,X,X,X,X,O
JSTLOZI,O,O,X,X,X,X,O
JSTZILO,X,X,O,X,X,X,O
JSTZIOL,X,X,O,X,X,O,O
JSTZLIO,X,X,O,X,X,X,O
JSTZLOI,X,X,O,X,X,X,O
JSTZOIL,X,X,O,X,X,O,O
JSTZOLI,X,X,O,X,X,O,O
JSTOILZ,O,O,X,X,X,O,O
JSTOIZL,O,O,X,X,X,O,O
JSTOLIZ,O,O,X,X,X,O,O
JSTOLZI,O,O,X,X,X,O,O
JSTOZIL,O,O,X,X,X,O,O
JSTOZLI,O,O,X,X,X,O,O
JSITLZO,X,X,O,O,O,X,O
JSITLOZ,O,O,X,X,X,X,O
JSITZLO,X,X,O,O,O,X,O
JSITZOL,X,X,O,X,O,O,O
JSITOLZ,O,O,X,X,X,O,O
JSITOZL,O,O,X,X,X,O,O
JSILTZO,X,X,O,O,O,X,O
JSILTOZ,O,O,X,X,X,X,O
JSILZTO,X,X,O,O,O,X,O
JSILZOT,O,O,O,O,O,O,O
JSILOTZ,O,O,X,X,X,O,O
JSILOZT,O,O,O,O,O,O,O
JSIZTLO,X,X,O,O,O,X,O
JSIZTOL,X,X,O,X,O,O,O
JSIZLTO,X,X,O,O,O,X,O
JSIZLOT,O,O,O,O,O,O,O
JSIZOTL,O,O,O,X,O,O,O
JSIZOLT,O,O,O,O,O,O,O
JSIOTLZ,O,O,X,X,X,O,O
JSIOTZL,O,O,X,X,X,O,O
JSIOLTZ,O,O,X,X,X,O,O
JSIOLZT,O,O,O,O,O,O,O
JSIOZTL,O,O,O,X,O,O,O
JSIOZLT,O,O,O,O,O,O,O
JSLTIZO,X,X,O,O,O,X,O
JSLTIOZ,O,O,X,X,X,X,O
JSLTZIO,X,X,O,X,X,X,O
JSLTZOI,X,X,O,X,X,X,O
JSLTOIZ,O,O,X,X,X,X,O
JSLTOZI,O,O,X,X,X,X,O
JSLITZO,X,X,O,O,O,X,O
JSLITOZ,O,O,X,X,X,X,O
JSLIZTO,X,X,O,O,O,X,O
JSLIZOT,O,O,O,O,O,O,O
JSLIOTZ,O,O,X,X,X,O,O
JSLIOZT,O,O,O,O,O,O,O
JSLZTIO,X,X,O,X,X,X,O
JSLZTOI,X,X,O,X,X,X,O
JSLZITO,X,X,O,O,O,X,O
JSLZIOT,O,O,O,O,O,O,O
JSLZOTI,O,O,O,X,X,O,O
JSLZOIT,O,O,O,X,X,O,O
JSLOTIZ,O,O,X,X,X,O,O
JSLOTZI,O,O,X,X,X,O,O
JSLOITZ,O,O,X,X,X,O,O
JSLOIZT,O,O,O,O,O,O,O
JSLOZTI,O,O,O,X,X,O,O
JSLOZIT,O,O,O,X,X,O,O
JSZTILO,X,X,O,X,X,X,O
JSZTIOL,X,X,O,X,X,O,O
JSZTLIO,X,X,O,X,X,X,O
JSZTLOI,X,X,O,X,X,X,O
JSZTOIL,X,X,O,X,X,O,O
JSZTOLI,X,X,O,X,X,O,O
JSZITLO,X,X,O,O,O,X,O
JSZITOL,X,X,O,X,O,O,O
JSZILTO,X,X,O,O,O,X,O
JSZILOT,O,O,O,O,O,O,O
JSZIOTL,O,O,O,X,O,O,O
JSZIOLT,O,O,O,O,O,O,O
JSZLTIO,X,X,O,X,X,X,O
JSZLTOI,X,X,O,X,X,X,O
JSZLITO,X,X,O,O,O,X,O
JSZLIOT,O,O,O,O,O,O,O
JSZLOTI,O,O,O,X,X,O,O
JSZLOIT,O,O,O,X,X,O,O
JSZOTIL,O,O,O,X,X,O,O
JSZOTLI,O,O,O,X,X,O,O
JSZOITL,O,O,O,X,X,O,O
JSZOILT,O,O,O,X,X,O,O
JSZOLTI,O,O,O,X,X,O,O
JSZOLIT,O,O,O,X,X,O,O
JSOTILZ,O,O,X,X,X,O,O
JSOTIZL,O,O,X,X,X,O,O
JSOTLIZ,O,O,X,X,X,O,O
JSOTLZI,O,O,X,X,X,O,O
JSOTZIL,O,O,X,X,X,O,O
JSOTZLI,O,O,X,X,X,O,O
JSOITLZ,O,O,X,X,X,O,O
JSOITZL,O,O,X,X,X,O,O
JSOILTZ,O,O,X,X,X,O,O
JSOILZT,O,O,O,O,O,O,O
JSOIZTL,O,O,O,X,O,O,O
JSOIZLT,O,O,O,O,O,O,O
JSOLTIZ,O,O,X,X,X,O,O
JSOLTZI,O,O,X,X,X,O,O
JSOLITZ,O,O,X,X,X,O,O
JSOLIZT,O,O,O,O,O,O,O
JSOLZTI,O,O,O,X,X,O,O
JSOLZIT,O,O,O,X,X,O,O
JSOZTIL,O,O,O,X,X,O,O
JSOZTLI,O,O,O,X,X,O,O
JSOZITL,O,O,O,X,X,O,O
JSOZILT,O,O,O,X,X,O,O
JSOZLTI,O,O,O,X,X,O,O
JSOZLIT,O,O,O,X,X,O,O
JZTILSO,X,X,O,X,X,X,X
JZTILOS,X,X,O,X,X,O,X
JZTISLO,X,X,O,X,X,X,X
JZTISOL,X,X,O,X,X,O,X
JZTIOLS,X,X,O,X,X,O,X
JZTIOSL,X,X,O,X,X,O,X
JZTLISO,X,X,O,X,X,X,X
JZTLIOS,X,X,O,X,X,O,X
JZTLSIO,X,X,O,X,X,X,X
JZTLSOI,X,X,O,X,X,X,X
JZTLOIS,X,X,O,X,X,O,X
JZTLOSI,X,X,O,X,X,O,X
JZTSILO,X,X,O,X,X,X,X
JZTSIOL,X,X,O,X,X,O,X
JZTSLIO,X,X,O,X,X,X,X
JZTSLOI,X,X,O,X,X,X,X
JZTSOIL,X,X,O,X,X,O,X
JZTSOLI,X,X,O,X,X,O,X
JZTOILS,X,X,O,X,X,O,X
JZTOISL,X,X,O,X,X,O,X
JZTOLIS,X,X,O,X,X,O,X
JZTOLSI,X,X,O,X,X,O,X
JZTOSIL,X,X,O,X,X,O,X
JZTOSLI,X,X,O,X,X,O,X
JZITLSO,X,X,O,O,O,X,X
JZITLOS,X,X,O,X,O,O,X
JZITSLO,X,X,O,O,O,X,X
JZITSOL,X,X,O,X,O,O,X
JZITOLS,X,X,O,X,O,O,X
JZITOSL,X,X,O,X,O,O,X
JZILTSO,X,X,O,O,O,X,X
JZILTOS,X,X,O,X,O,O,X
JZILSTO,X,X,O,O,O,X,O
JZILSOT,O,O,O,O,O,O,O
JZILOTS,O,O,O,X,O,O,X
JZILOST,O,O,O,O,O,O,X
JZISTLO,X,X,O,O,O,X,O
JZISTOL,X,X,O,X,O,O,O
JZISLTO,X,X,O,O,O,X,O
JZISLOT,O,O,O,O,O,O,O
JZISOTL,O,O,O,X,O,O,O
JZISOLT,O,O,O,O,O,O,O
JZIOTLS,O,O,O,X,O,O,X
JZIOTSL,O,O,O,X,O,O,X
JZIOLTS,O,O,O,X,O,O,X
JZIOLST,O,O,O,O,O,O,X
JZIOSTL,O,O,O,X,O,O,X
JZIOSLT,O,O,O,O,O,O,X
JZLTISO,X,X,O,X,X,X,X
JZLTIOS,X,X,O,X,X,O,X
JZLTSIO,X,X,O,X,X,X,X
JZLTSOI,X,X,O,X,X,X,X
JZLTOIS,X,X,O,X,X,O,X
JZLTOSI,X,X,O,X,X,O,X
JZLITSO,X,X,O,O,O,X,X
JZLITOS,X,X,O,X,O,O,X
JZLISTO,X,X,O,O,O,X,O
JZLISOT,O,O,O,O,O,O,O
JZLIOTS,O,O,O,X,O,O,X
JZLIOST,O,O,O,O,O,O,X
JZLSTIO,X,X,O,X,X,X,O
JZLSTOI,X,X,O,X,X,X,O
JZLSITO,X,X,O,O,O,X,O
JZLSIOT,O,O,O,O,O,O,O
JZLSOTI,O,O,O,X,X,O,O
JZLSOIT,O,O,O,X,X,O,O
JZLOTIS,O,O,O,X,X,O,X
JZLOTSI,O,O,O,X,X,O,X
JZLOITS,O,O,O,X,X,O,X
JZLOIST,O,O,O,X,X,O,X
JZLOSTI,O,O,O,X,X,O,X
JZLOSIT,O,O,O,X,X,O,X
JZSTILO,X,X,O,X,X,X,O
JZSTIOL,X,X,O,X,X,O,O
JZSTLIO,X,X,O,X,X,X,O
JZSTLOI,X,X,O,X,X,X,O
JZSTOIL,X,X,O,X,X,O,O
JZSTOLI,X,X,O,X,X,O,O
JZSITLO,X,X,O,O,O,X,O
JZSITOL,X,X,O,X,O,O,O
JZSILTO,X,X,O,O,O,X,O
JZSILOT,O,O,O,O,O,O,O
JZSIOTL,O,O,O,X,O,O,O
JZSIOLT,O,O,O,O,O,O,O
JZSLTIO,X,X,O,X,X,X,O
JZSLTOI,X,X,O,X,X,X,O
JZSLITO,X,X,O,O,O,X,O
JZSLIOT,O,O,O,O,O,O,O
JZSLOTI,O,O,O,X,X,O,O
JZSLOIT,O,O,O,X,X,O,O
JZSOTIL,O,O,O,X,X,O,O
JZSOTLI,O,O,O,X,X,O,O
JZSOITL,O,O,O,X,X,O,O
JZSOILT,O,O,O,X,X,O,O
JZSOLTI,O,O,O,X,X,O,O
JZSOLIT,O,O,O,X,X,O,O
JZOTILS,O,O,O,X,X,O,X
JZOTISL,O,O,O,X,X,O,X
JZOTLIS,O,O,O,X,X,O,X
JZOTLSI,O,O,O,X,X,O,X
JZOTSIL,O,O,O,X,X,O,X
JZOTSLI,O,O,O,X,X,O,X
JZOITLS,O,O,O,X,X,O,X
JZOITSL,O,O,O,X,X,O,X
JZOILTS,O,O,O,X,X,O,X
JZOILST,O,O,O,X,X,O,X
JZOISTL,O,O,O,X,X,O,X
JZOISLT,O,O,O,X,X,O,X
JZOLTIS,O,O,O,X,X,O,X
JZOLTSI,O,O,O,X,X,O,X
JZOLITS,O,O,O,X,X,O,X
JZOLIST,O,O,O,X,X,O,X
JZOLSTI,O,O,O,X,X,O,X
JZOLSIT,O,O,O,X,X,O,X
JZOSTIL,O,O,O,X,X,O,X
JZOSTLI,O,O,O,X,X,O,X
JZOSITL,O,O,O,X,X,O,X
JZOSILT,O,O,O,X,X,O,X
JZOSLTI,O,O,O,X,X,O,X
JZOSLIT,O,O,O,X,X,O,X
JOTILSZ,O,O,X,X,X,O,X
JOTILZS,O,O,X,X,X,O,X
JOTISLZ,O,O,X,X,X,O,X
JOTISZL,O,O,X,X,X,O,X
JOTIZLS,O,O,X,X,X,O,X
JOTIZSL,O,O,X,X,X,O,X
JOTLISZ,O,O,X,X,X,O,X
JOTLIZS,O,O,X,X,X,O,X
JOTLSIZ,O,O,X,X,X,O,X
JOTLSZI,O,O,X,X,X,O,X
JOTLZIS,O,O,X,X,X,O,X
JOTLZSI,O,O,X,X,X,O,X
JOTSILZ,O,O,X,X,X,O,X
JOTSIZL,O,O,X,X,X,O,X
JOTSLIZ,O,O,X,X,X,O,X
JOTSLZI,O,O,X,X,X,O,X
JOTSZIL,O,O,X,X,X,O,X
JOTSZLI,O,O,X,X,X,O,X
JOTZILS,O,O,X,X,X,O,X
JOTZISL,O,O,X,X,X,O,X
JOTZLIS,O,O,X,X,X,O,X
JOTZLSI,O,O,X,X,X,O,X
JOTZSIL,O,O,X,X,X,O,X
JOTZSLI,O,O,X,X,X,O,X
JOITLSZ,O,O,X,X,X,O,X
JOITLZS,O,O,X,X,X,O,X
JOITSLZ,O,O,X,X,X,O,X
JOITSZL,O,O,X,X,X,O,X
JOITZLS,O,O,X,X,X,O,X
JOITZSL,O,O,X,X,X,O,X
JOILTSZ,O,O,X,X,X,O,X
JOILTZS,O,O,X,X,X,O,X
JOILSTZ,O,O,X,X,X,O,O
JOILSZT,O,O,O,O,O,O,O
JOILZTS,O,O,O,X,O,O,X
JOILZST,O,O,O,O,O,O,X
JOISTLZ,O,O,X,X,X,O,O
JOISTZL,O,O,X,X,X,O,O
JOISLTZ,O,O,X,X,X,O,O
JOISLZT,O,O,O,O,O,O,O
JOISZTL,O,O,O,X,O,O,O
JOISZLT,O,O,O,O,O,O,O
JOIZTLS,O,O,O,X,O,O,X
JOIZTSL,O,O,O,X,O,O,X
JOIZLTS,O,O,O,X,O,O,X
JOIZLST,O,O,O,O,O,O,X
JOIZSTL,O,O,O,X,O,O,X
JOIZSLT,O,O,O,O,O,O,X
JOLTISZ,O,O,X,X,X,O,X
JOLTIZS,O,O,X,X,X,O,X
JOLTSIZ,O,O,X,X,X,O,X
JOLTSZI,O,O,X,X,X,O,X
JOLTZIS,O,O,X,X,X,O,X
JOLTZSI,O,O,X,X,X,O,X
JOLITSZ,O,O,X,X,X,O,X
JOLITZS,O,O,X,X,X,O,X
JOLISTZ,O,O,X,X,X,O,O
JOLISZT,O,O,O,O,O,O,O
JOLIZTS,O,O,O,X,O,O,X
JOLIZST,O,O,O,O,O,O,X
JOLSTIZ,O,O,X,X,X,O,O
JOLSTZI,O,O,X,X,X,O,O
JOLSITZ,O,O,X,X,X,O,O
JOLSIZT,O,O,O,O,O,O,O
JOLSZTI,O,O,O,X,X,O,O
JOLSZIT,O,O,O,X,X,O,O
JOLZTIS,O,O,O,X,X,O,X
JOLZTSI,O,O,O,X,X,O,X
JOLZITS,O,O,O,X,X,O,X
JOLZIST,O,O,O,X,X,O,X
JOLZSTI,O,O,O,X,X,O,X
JOLZSIT,O,O,O,X,X,O,X
JOSTILZ,O,O,X,X,X,O,O
JOSTIZL,O,O,X,X,X,O,O
JOSTLIZ,O,O,X,X,X,O,O
JOSTLZI,O,O,X,X,X,O,O
JOSTZIL,O,O,X,X,X,O,O
JOSTZLI,O,O,X,X,X,O,O
JOSITLZ,O,O,X,X,X,O,O
JOSITZL,O,O,X,X,X,O,O
JOSILTZ,O,O,X,X,X,O,O
JOSILZT,O,O,O,O,O,O,O
JOSIZTL,O,O,O,X,O,O,O
JOSIZLT,O,O,O,O,O,O,O
JOSLTIZ,O,O,X,X,X,O,O
JOSLTZI,O,O,X,X,X,O,O
JOSLITZ,O,O,X,X,X,O,O
JOSLIZT,O,O,O,O,O,O,O
JOSLZTI,O,O,O,X,X,O,O
JOSLZIT,O,O,O,X,X,O,O
JOSZTIL,O,O,O,X,X,O,O
JOSZTLI,O,O,O,X,X,O,O
JOSZITL,O,O,O,X,X,O,O
JOSZILT,O,O,O,X,X,O,O
JOSZLTI,O,O,O,X,X,O,O
JOSZLIT,O,O,O,X,X,O,O
JOZTILS,O,O,O,X,X,O,X
JOZTISL,O,O,O,X,X,O,X
JOZTLIS,O,O,O,X,X,O,X
JOZTLSI,O,O,O,X,X,O,X
JOZTSIL,O,O,O,X,X,O,X
JOZTSLI,O,O,O,X,X,O,X
JOZITLS,O,O,O,X,X,O,X
JOZITSL,O,O,O,X,X,O,X
JOZILTS,O,O,O,X,X,O,X
JOZILST,O,O,O,X,X,O,X
JOZISTL,O,O,O,X,X,O,X
JOZISLT,O,O,O,X,X,O,X
JOZLTIS,O,O,O,X,X,O,X
JOZLTSI,O,O,O,X,X,O,X
JOZLITS,O,O,O,X,X,O,X
JOZLIST,O,O,O,X,X,O,X
JOZLSTI,O,O,O,X,X,O,X
JOZLSIT,O,O,O,X,X,O,X
JOZSTIL,O,O,O,X,X,O,X
JOZSTLI,O,O,O,X,X,O,X
JOZSITL,O,O,O,X,X,O,X
JOZSILT,O,O,O,X,X,O,X
JOZSLTI,O,O,O,X,X,O,X
JOZSLIT,O,O,O,X,X,O,X
STILJZO,X,X,O,O,O,X,O
STILJOZ,O,O,X,X,X,X,O
STILZJO,X,X,O,O,O,X,O
STILZOJ,X,X,O,X,O,X,O
STILOJZ,O,O,X,X,X,X,O
STILOZJ,O,O,X,X,X,X,O
STIJLZO,X,X,O,O,O,X,O
STIJLOZ,O,O,X,X,X,X,O
STIJZLO,X,X,O,O,O,X,O
STIJZOL,X,X,O,X,O,O,O
STIJOLZ,O,O,X,X,X,O,O
STIJOZL,O,O,X,X,X,O,O
STIZLJO,X,X,O,O,O,X,O
STIZLOJ,X,X,O,X,O,X,O
STIZJLO,X,X,O,O,O,X,O
STIZJOL,X,X,O,X,O,O,O
STIZOLJ,X,X,O,X,O,O,O
STIZOJL,X,X,O,X,O,O,O
STIOLJZ,O,O,X,X,X,O,O
STIOLZJ,O,O,X,X,X,O,O
STIOJLZ,O,O,X,X,X,O,O
STIOJZL,O,O,X,X,X,O,O
STIOZLJ,O,O,X,X,X,O,O
STIOZJL,O,O,X,X,X,O,O
STLIJZO,X,X,O,O,O,X,O
STLIJOZ,O,O,X,X,X,X,O
STLIZJO,X,X,O,O,O,X,O
STLIZOJ,X,X,O,X,O,X,O
STLIOJZ,O,O,X,X,X,X,O
STLIOZJ,O,O,X,X,X,X,O
STLJIZO,X,X,O,O,O,X,O
STLJIOZ,O,O,X,X,X,X,O
STLJZIO,X,X,O,X,X,X,O
STLJZOI,X,X,O,X,X,X,O
STLJOIZ,O,O,X,X,X,X,O
STLJOZI,O,O,X,X,X,X,O
STLZIJO,X,X,O,X,X,X,O
STLZIOJ,X,X,O,X,X,X,O
STLZJIO,X,X,O,X,X,X,O
STLZJOI,X,X,O,X,X,X,O
STLZOIJ,X,X,O,X,X,X,O
STLZOJI,X,X,O,X,X,X,O
STLOIJZ,O,O,X,X,X,X,O
STLOIZJ,O,O,X,X,X,X,O
STLOJIZ,O,O,X,X,X,X,O
STLOJZI,O,O,X,X,X,X,O
STLOZIJ,O,O,X,X,X,X,O
STLOZJI,O,O,X,X,X,X,O
STJILZO,X,X,O,O,O,X,O
STJILOZ,O,O,X,X,X,X,O
STJIZLO,X,X,O,O,O,X,O
STJIZOL,X,X,O,X,O,O,O
STJIOLZ,O,O,X,X,X,O,O
STJIOZL,O,O,X,X,X,O,O
STJLIZO,X,X,O,O,O,X,O
STJLIOZ,O,O,X,X,X,X,O
STJLZIO,X,X,O,X,X,X,O
STJLZOI,X,X,O,X,X,X,O
STJLOIZ,O,O,X,X,X,X,O
STJLOZI,O,O,X,X,X,X,O
STJZILO,X,X,O,X,X,X,O
STJZIOL,X,X,O,X,X,O,O
STJZLIO,X,X,O,X,X,X,O
STJZLOI,X,X,O,X,X,X,O
STJZOIL,X,X,O,X,X,O,O
STJZOLI,X,X,O,X,X,O,O
STJOILZ,O,O,X,X,X,O,O
STJOIZL,O,O,X,X,X,O,O
STJOLIZ,O,O,X,X,X,O,O
STJOLZI,O,O,X,X,X,O,O
STJOZIL,O,O,X,X,X,O,O
STJOZLI,O,O,X,X,X,O,O
STZILJO,X,X,O,X,X,X,O
STZILOJ,X,X,O,X,X,X,O
STZIJLO,X,X,O,X,X,X,O
STZIJOL,X,X,O,X,X,O,O
STZIOLJ,X,X,O,X,X,O,O
STZIOJL,X,X,O,X,X,O,O
STZLIJO,X,X,O,X,X,X,O
STZLIOJ,X,X,O,X,X,X,O
STZLJIO,X,X,O,X,X,X,O
STZLJOI,X,X,O,X,X,X,O
STZLOIJ,X,X,O,X,X,X,O
STZLOJI,X,X,O,X,X,X,O
STZJILO,X,X,O,X,X,X,O
STZJIOL,X,X,O,X,X,O,O
STZJLIO,X,X,O,X,X,X,O
STZJLOI,X,X,O,X,X,X,O
STZJOIL,X,X,O,X,X,O,O
STZJOLI,X,X,O,X,X,O,O
STZOILJ,X,X,O,X,X,O,O
STZOIJL,X,X,O,X,X,O,O
STZOLIJ,X,X,O,X,X,O,O
STZOLJI,X,X,O,X,X,O,O
STZOJIL,X,X,O,X,X,O,O
STZOJLI,X,X,O,X,X,O,O
STOILJZ,O,O,X,X,X,O,O
STOILZJ,O,O,X,X,X,O,O
STOIJLZ,O,O,X,X,X,O,O
STOIJZL,O,O,X,X,X,O,O
STOIZLJ,O,O,X,X,X,O,O
STOIZJL,O,O,X,X,X,O,O
STOLIJZ,O,O,X,X,X,O,O
STOLIZJ,O,O,X,X,X,O,O
STOLJIZ,O,O,X,X,X,O,O
STOLJZI,O,O,X,X,X,O,O
STOLZIJ,O,O,X,X,X,O,O
STOLZJI,O,O,X,X,X,O,O
STOJILZ,O,O,X,X,X,O,O
STOJIZL,O,O,X,X,X,O,O
STOJLIZ,O,O,X,X,X,O,O
STOJLZI,O,O,X,X,X,O,O
STOJZIL,O,O,X,X,X,O,O
STOJZLI,O,O,X,X,X,O,O
STOZILJ,O,O,X,X,X,O,O
STOZIJL,O,O,X,X,X,O,O
STOZLIJ,O,O,X,X,X,O,O
STOZLJI,O,O,X,X,X,O,O
STOZJIL,O,O,X,X,X,O,O
STOZJLI,O,O,X,X,X,O,O
SITLJZO,X,X,O,O,O,X,O
SITLJOZ,O,O,X,X,X,X,O
SITLZJO,X,X,O,O,O,X,O
SITLZOJ,X,X,O,X,O,X,O
SITLOJZ,O,O,X,X,X,X,O
SITLOZJ,O,O,X,X,X,X,O
SITJLZO,X,X,O,O,O,X,O
SITJLOZ,O,O,X,X,X,X,O
SITJZLO,X,X,O,O,O,X,O
SITJZOL,X,X,O,X,O,O,O
SITJOLZ,O,O,X,X,X,O,O
SITJOZL,O,O,X,X,X,O,O
SITZLJO,X,X,O,O,O,X,O
SITZLOJ,X,X,O,X,O,X,O
SITZJLO,X,X,O,O,O,X,O
SITZJOL,X,X,O,X,O,O,O
SITZOLJ,X,X,O,X,O,O,O
SITZOJL,X,X,O,X,O,O,O
SITOLJZ,O,O,X,X,X,O,O
SITOLZJ,O,O,X,X,X,O,O
SITOJLZ,O,O,X,X,X,O,O
SITOJZL,O,O,X,X,X,O,O
SITOZLJ,O,O,X,X,X,O,O
SITOZJL,O,O,X,X,X,O,O
SILTJZO,X,X,O,O,O,X,O
SILTJOZ,O,O,X,X,X,X,O
SILTZJO,X,X,O,O,O,X,O
SILTZOJ,X,X,O,X,O,X,O
SILTOJZ,O,O,X,X,X,X,O
SILTOZJ,O,O,X,X,X,X,O
SILJTZO,X,X,O,O,O,X,O
SILJTOZ,O,O,X,X,X,X,O
SILJZTO,X,X,O,O,O,X,O
SILJZOT,O,O,O,O,O,O,O
SILJOTZ,O,O,X,X,X,O,O
SILJOZT,O,O,O,O,O,O,O
SILZTJO,X,X,O,O,O,X,O
SILZTOJ,X,X,O,X,O,X,O
SILZJTO,X,X,O,O,O,X,O
SILZJOT,O,O,O,O,O,O,O
SILZOTJ,O,O,O,X,O,O,O
SILZOJT,O,O,O,O,O,O,O
SILOTJZ,O,O,X,X,X,O,O
SILOTZJ,O,O,X,X,X,O,O
SILOJTZ,O,O,X,X,X,O,O
SILOJZT,O,O,O,O,O,O,O
SILOZTJ,O,O,O,X,O,O,O
SILOZJT,O,O,O,O,O,O,O
SIJTLZO,X,X,O,O,O,X,O
SIJTLOZ,O,O,X,X,X,X,O
SIJTZLO,X,X,O,O,O,X,O
SIJTZOL,X,X,O,X,O,O,O
SIJTOLZ,O,O,X,X,X,O,O
SIJTOZL,O,O,X,X,X,O,O
SIJLTZO,X,X,O,O,O,X,O
SIJLTOZ,O,O,X,X,X,X,O
SIJLZTO,X,X,O,O,O,X,O
SIJLZOT,O,O,O,O,O,O,O
SIJLOTZ,O,O,X,X,X,O,O
SIJLOZT,O,O,O,O,O,O,O
SIJZTLO,X,X,O,O,O,X,O
SIJZTOL,X,X,O,X,O,O,O
SIJZLTO,X,X,O,O,O,X,O
SIJZLOT,O,O,O,O,O,O,O
SIJZOTL,O,O,O,X,O,O,O
SIJZOLT,O,O,O,O,O,O,O
SIJOTLZ,O,O,X,X,X,O,O
SIJOTZL,O,O,X,X,X,O,O
SIJOLTZ,O,O,X,X,X,O,O
SIJOLZT,O,O,O,O,O,O,O
SIJOZTL,O,O,O,X,O,O,O
SIJOZLT,O,O,O,O,O,O,O
SIZTLJO,X,X,O,O,O,X,O
SIZTLOJ,X,X,O,X,O,X,O
SIZTJLO,X,X,O,O,O,X,O
SIZTJOL,X,X,O,X,O,O,O
SIZTOLJ,X,X,O,X,O,O,O
SIZTOJL,X,X,O,X,O,O,O
SIZLTJO,X,X,O,O,O,X,O
SIZLTOJ,X,X,O,X,O,X,O
SIZLJTO,X,X,O,O,O,X,O
SIZLJOT,O,O,O,O,O,O,O
SIZLOTJ,O,O,O,X,O,O,O
SIZLOJT,O,O,O,O,O,O,O
SIZJTLO,X,X,O,O,O,X,O
SIZJTOL,X,X,O,X,O,O,O
SIZJLTO,X,X,O,O,O,X,O
SIZJLOT,O,O,O,O,O,O,O
SIZJOTL,O,O,O,X,O,O,O
SIZJOLT,O,O,O,O,O,O,O
SIZOTLJ,O,O,O,X,O,O,O
SIZOTJL,O,O,O,X,O,O,O
SIZOLTJ,O,O,O,X,O,O,O
SIZOLJT,O,O,O,O,O,O,O
SIZOJTL,O,O,O,X,O,O,O
SIZOJLT,O,O,O,O,O,O,O
SIOTLJZ,O,O,X,X,X,O,O
SIOTLZJ,O,O,X,X,X,O,O
SIOTJLZ,O,O,X,X,X,O,O
SIOTJZL,O,O,X,X,X,O,O
SIOTZLJ,O,O,X,X,X,O,O
SIOTZJL,O,O,X,X,X,O,O
SIOLTJZ,O,O,X,X,X,O,O
SIOLTZJ,O,O,X,X,X,O,O
SIOLJTZ,O,O,X,X,X,O,O
SIOLJZT,O,O,O,O,O,O,O
SIOLZTJ,O,O,O,X,O,O,O
SIOLZJT,O,O,O,O,O,O,O
SIOJTLZ,O,O,X,X,X,O,O
SIOJTZL,O,O,X,X,X,O,O
SIOJLTZ,O,O,X,X,X,O,O
SIOJLZT,O,O,O,O,O,O,O
SIOJZTL,O,O,O,X,O,O,O
SIOJZLT,O,O,O,O,O,O,O
SIOZTLJ,O,O,O,X,O,O,O
SIOZTJL,O,O,O,X,O,O,O
SIOZLTJ,O,O,O,X,O,O,O
SIOZLJT,O,O,O,O,O,O,O
SIOZJTL,O,O,O,X,O,O,O
SIOZJLT,O,O,O,O,O,O,O
SLTIJZO,X,X,O,O,O,X,O
