sequence,v115@KhB8EeA8BeB8EeF8CeA8Je/EJvhFalBRhBFjBzmB+s?BctB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhBSnBTjB0kBFs?BXtB,v115@KhB8EeA8BeB8EeF8CeA8Jei/IvhFRhBGjBzkBfsBVt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBFjBfsBSt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBfsBlnBct?BCtB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhB0kBzmBStB3s?BFtB,v115@KhB8EeA8BeB8EeF8CeA8JeyEJvhFRhB+oBfsBlnB0k?BzsB
LSIJTZO,O,X,O,O,X,X,O
LSIJTOZ,X,X,O,O,X,X,O
LSIJZTO,O,X,X,O,O,X,O
LSIJZOT,O,X,X,O,O,X,X
LSIJOTZ,O,X,X,O,X,X,O
LSIJOZT,O,X,X,O,O,X,X
LSIZTJO,O,O,O,O,O,X,X
LSIZTOJ,O,O,X,X,X,X,X
LSIZJTO,O,O,X,O,O,X,O
LSIZJOT,O,X,X,O,O,X,X
LSIZOTJ,O,X,X,X,X,X,X
LSIZOJT,O,X,X,X,X,X,X
LSIOTJZ,O,X,O,O,X,X,X
LSIOTZJ,O,X,O,X,X,X,X
LSIOJTZ,O,X,O,O,X,X,O
LSIOJZT,O,X,X,O,X,X,X
LSIOZTJ,O,X,O,X,X,X,X
LSIOZJT,O,X,X,X,X,X,X
LSJTIZO,O,X,O,O,X,X,O
LSJTIOZ,X,X,O,O,X,X,O
LSJTZIO,O,X,O,O,X,X,O
LSJTZOI,O,X,X,O,X,X,O
LSJTOIZ,O,X,O,O,X,X,O
LSJTOZI,O,X,X,O,X,X,O
LSJITZO,O,X,O,O,X,X,O
LSJITOZ,X,X,O,O,X,X,O
LSJIZTO,O,X,X,O,O,X,O
LSJIZOT,O,X,X,O,O,X,X
LSJIOTZ,O,X,X,O,X,X,O
LSJIOZT,O,X,X,O,O,X,X
LSJZTIO,O,X,X,O,O,X,O
LSJZTOI,O,X,X,O,O,X,O
LSJZITO,O,X,X,O,O,X,O
LSJZIOT,O,X,X,O,O,X,X
LSJZOTI,O,X,X,O,O,X,X
LSJZOIT,O,X,X,O,O,X,X
LSJOTIZ,O,X,X,O,X,X,O
LSJOTZI,O,X,X,O,X,X,O
LSJOITZ,O,X,X,O,X,X,O
LSJOIZT,O,X,X,O,O,X,X
LSJOZTI,O,X,X,O,O,X,X
LSJOZIT,O,X,X,O,O,X,X
LSZTIJO,O,O,O,O,O,X,X
LSZTIOJ,O,O,X,X,X,X,X
LSZTJIO,O,O,O,O,O,X,X
LSZTJOI,O,O,X,O,O,X,X
LSZTOIJ,O,O,X,X,X,X,X
LSZTOJI,O,O,X,O,O,X,X
LSZITJO,O,O,O,O,O,X,X
LSZITOJ,O,O,X,X,X,X,X
LSZIJTO,O,O,X,O,O,X,O
LSZIJOT,O,X,X,O,O,X,X
LSZIOTJ,O,X,X,X,X,X,X
LSZIOJT,O,X,X,X,X,X,X
LSZJTIO,O,O,X,O,O,X,O
LSZJTOI,O,O,X,O,O,X,O
LSZJITO,O,O,X,O,O,X,O
LSZJIOT,O,X,X,O,O,X,X
LSZJOTI,O,O,X,O,O,O,X
LSZJOIT,O,X,X,O,O,O,X
LSZOTIJ,O,O,X,X,X,O,X
LSZOTJI,O,O,X,O,O,O,X
LSZOITJ,O,X,X,X,X,O,X
LSZOIJT,O,X,X,X,X,O,X
LSZOJTI,O,O,X,O,O,O,X
LSZOJIT,O,X,X,O,O,O,X
LSOTIJZ,O,O,O,O,X,X,X
LSOTIZJ,O,O,O,X,X,X,X
LSOTJIZ,O,O,O,O,X,X,X
LSOTJZI,O,O,O,O,X,X,X
LSOTZIJ,O,O,O,X,X,X,X
LSOTZJI,O,O,O,O,X,X,X
LSOITJZ,O,X,O,O,X,X,X
LSOITZJ,O,X,O,X,X,X,X
LSOIJTZ,O,X,O,O,X,X,O
LSOIJZT,O,X,X,O,X,X,X
LSOIZTJ,O,X,O,X,X,O,X
LSOIZJT,O,X,X,X,X,O,X
LSOJTIZ,O,X,O,O,X,X,O
LSOJTZI,O,X,O,O,X,X,O
LSOJITZ,O,X,O,O,X,X,O
LSOJIZT,O,X,X,O,O,X,X
LSOJZTI,O,X,X,O,O,X,X
LSOJZIT,O,X,X,O,O,X,X
LSOZTIJ,O,O,O,X,X,O,X
LSOZTJI,O,O,O,O,O,O,X
LSOZITJ,O,X,O,X,X,O,X
LSOZIJT,O,X,X,X,X,O,X
LSOZJTI,O,O,X,O,O,O,X
LSOZJIT,O,X,X,O,O,O,X
LZTIJSO,X,O,O,X,X,X,X
LZTIJOS,X,O,O,O,X,X,X
LZTISJO,O,O,X,X,X,X,X
LZTISOJ,O,O,X,X,X,X,X
LZTIOJS,X,O,X,X,X,X,X
LZTIOSJ,X,O,X,X,X,X,X
LZTJISO,O,O,O,X,X,X,X
LZTJIOS,X,O,O,O,X,X,X
LZTJSIO,O,O,O,O,X,X,X
LZTJSOI,O,O,X,O,X,X,X
LZTJOIS,O,O,X,O,X,O,X
LZTJOSI,O,O,X,O,X,O,X
LZTSIJO,O,O,O,O,X,X,X
LZTSIOJ,O,O,X,X,X,X,X
LZTSJIO,O,O,O,O,X,X,X
LZTSJOI,O,O,X,O,X,X,X
LZTSOIJ,O,O,X,X,X,X,X
LZTSOJI,O,O,X,O,X,X,X
LZTOIJS,X,O,X,X,X,O,X
LZTOISJ,X,O,X,X,X,O,X
LZTOJIS,X,O,X,O,X,O,X
LZTOJSI,X,O,X,O,X,O,X
LZTOSIJ,X,O,X,X,X,O,X
LZTOSJI,X,O,X,O,X,O,X
LZITJSO,X,O,O,X,X,X,X
LZITJOS,X,O,O,O,X,X,X
LZITSJO,O,O,X,X,X,X,X
LZITSOJ,O,O,X,X,X,X,X
LZITOJS,X,O,X,X,X,X,X
LZITOSJ,X,O,X,X,X,X,X
LZIJTSO,O,O,X,X,X,X,X
LZIJTOS,X,O,X,O,X,X,X
LZIJSTO,O,O,X,X,O,X,O
LZIJSOT,O,X,X,X,O,X,X
LZIJOTS,X,X,X,O,X,O,X
LZIJOST,X,X,X,X,O,O,X
LZISTJO,O,O,O,X,O,X,X
LZISTOJ,O,O,X,X,X,X,X
LZISJTO,O,O,X,X,O,X,O
LZISJOT,O,X,X,X,O,X,X
LZISOTJ,O,X,X,X,X,X,X
LZISOJT,O,X,X,X,X,X,X
LZIOTJS,X,X,X,X,X,O,X
LZIOTSJ,X,X,X,X,X,O,X
LZIOJTS,X,X,X,X,X,O,X
LZIOJST,X,X,X,X,X,O,X
LZIOSTJ,X,X,X,X,X,O,X
LZIOSJT,X,X,X,X,X,O,X
LZJTISO,O,O,X,X,X,X,X
LZJTIOS,X,O,X,O,X,X,X
LZJTSIO,O,O,X,O,X,X,X
LZJTSOI,O,O,X,O,X,X,X
LZJTOIS,O,O,X,O,X,O,X
LZJTOSI,O,O,X,O,X,O,X
LZJITSO,O,O,X,X,X,X,X
LZJITOS,X,O,X,O,X,X,X
LZJISTO,O,O,X,X,O,X,O
LZJISOT,O,X,X,X,O,X,X
LZJIOTS,X,X,X,O,X,O,X
LZJIOST,X,X,X,X,O,O,X
LZJSTIO,O,O,X,O,O,X,O
LZJSTOI,O,O,X,O,O,X,O
LZJSITO,O,O,X,O,O,X,O
LZJSIOT,O,X,X,O,O,X,X
LZJSOTI,O,O,X,O,O,O,X
LZJSOIT,O,X,X,O,O,O,X
LZJOTIS,O,X,X,O,X,O,X
LZJOTSI,O,X,X,O,X,O,X
LZJOITS,O,X,X,O,X,O,X
LZJOIST,O,X,X,X,O,O,X
LZJOSTI,O,X,X,O,O,O,X
LZJOSIT,O,X,X,O,O,O,X
LZSTIJO,O,O,O,O,O,X,X
LZSTIOJ,O,O,X,X,X,X,X
LZSTJIO,O,O,O,O,O,X,X
LZSTJOI,O,O,X,O,O,X,X
LZSTOIJ,O,O,X,X,X,X,X
LZSTOJI,O,O,X,O,O,X,X
LZSITJO,O,O,O,O,O,X,X
LZSITOJ,O,O,X,X,X,X,X
LZSIJTO,O,O,X,O,O,X,O
LZSIJOT,O,X,X,O,O,X,X
LZSIOTJ,O,X,X,X,X,X,X
LZSIOJT,O,X,X,X,X,X,X
LZSJTIO,O,O,X,O,O,X,O
LZSJTOI,O,O,X,O,O,X,O
LZSJITO,O,O,X,O,O,X,O
LZSJIOT,O,X,X,O,O,X,X
LZSJOTI,O,O,X,O,O,O,X
LZSJOIT,O,X,X,O,O,O,X
LZSOTIJ,O,O,X,X,X,O,X
LZSOTJI,O,O,X,O,O,O,X
LZSOITJ,O,X,X,X,X,O,X
LZSOIJT,O,X,X,X,X,O,X
LZSOJTI,O,O,X,O,O,O,X
LZSOJIT,O,X,X,O,O,O,X
LZOTIJS,X,X,X,X,X,O,X
LZOTISJ,X,X,X,X,X,O,X
LZOTJIS,X,X,X,O,X,O,X
LZOTJSI,X,X,X,O,X,O,X
LZOTSIJ,X,X,X,X,X,O,X
LZOTSJI,X,X,X,O,X,O,X
LZOITJS,X,X,X,X,X,O,X
LZOITSJ,X,X,X,X,X,O,X
LZOIJTS,O,X,X,X,X,O,X
LZOIJST,O,X,X,X,X,O,X
LZOISTJ,O,X,X,X,X,O,X
LZOISJT,O,X,X,X,X,O,X
LZOJTIS,O,X,X,O,X,O,X
LZOJTSI,O,X,X,O,X,O,X
LZOJITS,O,X,X,O,X,O,X
LZOJIST,O,X,X,X,O,O,X
LZOJSTI,O,X,X,O,O,O,X
LZOJSIT,O,X,X,O,O,O,X
LZOSTIJ,O,X,X,X,X,O,X
LZOSTJI,O,X,X,O,O,O,X
LZOSITJ,O,X,X,X,X,O,X
LZOSIJT,O,X,X,X,X,O,X
LZOSJTI,O,X,X,O,O,O,X
LZOSJIT,O,X,X,O,O,O,X
LOTIJSZ,X,X,O,O,X,X,X
LOTIJZS,X,X,O,O,X,X,X
LOTISJZ,X,X,O,O,X,X,X
LOTISZJ,X,X,O,X,X,X,X
LOTIZJS,X,X,O,X,X,O,X
LOTIZSJ,X,X,X,X,X,O,X
LOTJISZ,X,X,O,O,X,X,X
LOTJIZS,X,X,O,O,X,X,X
LOTJSIZ,X,X,O,O,X,X,X
LOTJSZI,X,X,O,O,X,X,X
LOTJZIS,X,X,O,O,X,X,X
LOTJZSI,X,X,O,O,X,X,X
LOTSIJZ,X,X,O,O,X,X,X
LOTSIZJ,X,X,O,X,X,X,X
LOTSJIZ,X,X,O,O,X,X,X
LOTSJZI,X,X,O,O,X,X,X
LOTSZIJ,X,X,O,X,X,X,X
LOTSZJI,X,X,O,O,X,X,X
LOTZIJS,X,X,O,X,X,O,X
LOTZISJ,X,X,X,X,X,O,X
LOTZJIS,X,X,O,O,X,O,X
LOTZJSI,X,X,O,O,X,O,X
LOTZSIJ,X,X,O,X,X,O,X
LOTZSJI,X,X,O,O,X,O,X
LOITJSZ,X,X,O,O,X,X,X
LOITJZS,X,X,O,O,X,X,X
LOITSJZ,X,X,O,O,X,X,X
LOITSZJ,X,X,O,X,X,X,X
LOITZJS,X,X,O,X,X,O,X
LOITZSJ,X,X,X,X,X,O,X
LOIJTSZ,X,X,O,O,X,X,X
LOIJTZS,X,X,O,O,X,X,X
LOIJSTZ,O,X,O,O,X,X,O
LOIJSZT,O,X,X,O,X,X,X
LOIJZTS,O,X,X,O,X,O,X
LOIJZST,O,X,X,X,X,O,X
LOISTJZ,O,X,O,O,X,X,X
LOISTZJ,O,X,O,X,X,X,X
LOISJTZ,O,X,O,O,X,X,O
LOISJZT,O,X,X,O,X,X,X
LOISZTJ,O,X,O,X,X,O,X
LOISZJT,O,X,X,X,X,O,X
LOIZTJS,X,X,O,X,X,O,X
LOIZTSJ,X,X,X,X,X,O,X
LOIZJTS,O,X,X,X,X,O,X
LOIZJST,O,X,X,X,X,O,X
LOIZSTJ,O,X,O,X,X,O,X
LOIZSJT,O,X,X,X,X,O,X
LOJTISZ,X,X,O,O,X,X,X
LOJTIZS,X,X,O,O,X,X,X
LOJTSIZ,X,X,O,O,X,X,X
LOJTSZI,X,X,O,O,X,X,X
LOJTZIS,X,X,O,O,X,X,X
LOJTZSI,X,X,O,O,X,X,X
LOJITSZ,X,X,O,O,X,X,X
LOJITZS,X,X,O,O,X,X,X
LOJISTZ,O,X,O,O,X,X,O
LOJISZT,O,X,X,O,O,X,X
LOJIZTS,O,X,X,O,X,O,X
LOJIZST,O,X,X,X,O,O,X
LOJSTIZ,O,X,O,O,X,X,O
LOJSTZI,O,X,O,O,X,X,O
LOJSITZ,O,X,O,O,X,X,O
LOJSIZT,O,X,X,O,O,X,X
LOJSZTI,O,X,X,O,O,X,X
LOJSZIT,O,X,X,O,O,X,X
LOJZTIS,O,X,X,O,X,O,X
LOJZTSI,O,X,X,O,X,O,X
LOJZITS,O,X,X,O,X,O,X
LOJZIST,O,X,X,X,O,O,X
LOJZSTI,O,X,X,O,O,O,X
LOJZSIT,O,X,X,O,O,O,X
LOSTIJZ,O,X,O,O,X,X,X
LOSTIZJ,O,X,O,X,X,X,X
LOSTJIZ,O,X,O,O,X,X,X
LOSTJZI,O,X,O,O,X,X,X
LOSTZIJ,O,X,O,X,X,X,X
LOSTZJI,O,X,O,O,X,X,X
LOSITJZ,O,X,O,O,X,X,X
LOSITZJ,O,X,O,X,X,X,X
LOSIJTZ,O,X,O,O,X,X,O
LOSIJZT,O,X,X,O,X,X,X
LOSIZTJ,O,X,O,X,X,O,X
LOSIZJT,O,X,X,X,X,O,X
LOSJTIZ,O,X,O,O,X,X,O
LOSJTZI,O,X,O,O,X,X,O
LOSJITZ,O,X,O,O,X,X,O
LOSJIZT,O,X,X,O,O,X,X
LOSJZTI,O,X,X,O,O,X,X
LOSJZIT,O,X,X,O,O,X,X
LOSZTIJ,O,X,O,X,X,O,X
LOSZTJI,O,X,O,O,O,O,X
LOSZITJ,O,X,O,X,X,O,X
LOSZIJT,O,X,X,X,X,O,X
LOSZJTI,O,X,X,O,O,O,X
LOSZJIT,O,X,X,O,O,O,X
LOZTIJS,X,X,O,X,X,O,X
LOZTISJ,X,X,X,X,X,O,X
LOZTJIS,X,X,O,O,X,O,X
LOZTJSI,X,X,O,O,X,O,X
LOZTSIJ,X,X,O,X,X,O,X
LOZTSJI,X,X,O,O,X,O,X
LOZITJS,X,X,O,X,X,O,X
LOZITSJ,X,X,X,X,X,O,X
LOZIJTS,O,X,X,X,X,O,X
LOZIJST,O,X,X,X,X,O,X
LOZISTJ,O,X,O,X,X,O,X
LOZISJT,O,X,X,X,X,O,X
LOZJTIS,O,X,X,O,X,O,X
LOZJTSI,O,X,X,O,X,O,X
LOZJITS,O,X,X,O,X,O,X
LOZJIST,O,X,X,X,O,O,X
LOZJSTI,O,X,X,O,O,O,X
LOZJSIT,O,X,X,O,O,O,X
LOZSTIJ,O,X,O,X,X,O,X
LOZSTJI,O,X,O,O,O,O,X
LOZSITJ,O,X,O,X,X,O,X
LOZSIJT,O,X,X,X,X,O,X
LOZSJTI,O,X,X,O,O,O,X
LOZSJIT,O,X,X,O,O,O,X
JTILSZO,X,O,O,X,X,X,O
JTILSOZ,X,O,O,O,X,X,O
JTILZSO,X,O,O,X,X,X,X
JTILZOS,X,O,O,O,X,X,X
JTILOSZ,X,X,O,O,X,X,X
JTILOZS,X,X,O,O,X,X,X
JTISLZO,O,O,O,O,X,X,O
JTISLOZ,X,O,O,O,X,X,O
JTISZLO,O,O,O,X,O,X,O
JTISZOL,O,O,O,X,O,X,X
JTISOLZ,X,O,O,O,X,X,O
JTISOZL,X,O,O,X,O,X,X
JTIZLSO,O,O,O,X,X,X,X
JTIZLOS,X,O,O,X,X,X,X
JTIZSLO,O,O,X,X,O,X,X
JTIZSOL,O,O,X,X,O,X,X
JTIZOLS,X,O,O,X,X,X,X
JTIZOSL,O,O,X,X,O,X,X
JTIOLSZ,X,X,O,O,X,X,X
JTIOLZS,X,X,O,O,X,X,X
JTIOSLZ,X,X,O,O,X,X,X
JTIOSZL,X,X,O,X,O,X,X
JTIOZLS,X,X,O,X,X,X,X
JTIOZSL,X,X,X,X,O,X,X
JTLISZO,X,O,O,O,X,X,O
JTLISOZ,X,O,O,O,X,X,O
JTLIZSO,X,O,O,X,X,X,X
JTLIZOS,X,O,O,O,X,X,X
JTLIOSZ,X,X,O,O,X,X,X
JTLIOZS,X,X,O,O,X,X,X
JTLSIZO,X,O,O,O,X,X,O
JTLSIOZ,X,O,O,O,X,X,O
JTLSZIO,X,O,O,O,X,X,O
JTLSZOI,X,O,X,O,X,X,O
JTLSOIZ,X,O,O,O,X,X,O
JTLSOZI,X,O,O,O,X,X,O
JTLZISO,X,O,O,X,X,X,X
JTLZIOS,X,O,O,O,X,X,X
JTLZSIO,X,O,O,O,X,X,X
JTLZSOI,X,O,X,O,X,X,X
JTLZOIS,X,O,X,O,X,X,X
JTLZOSI,X,O,X,O,X,X,X
JTLOISZ,X,X,O,O,X,X,X
JTLOIZS,X,X,O,O,X,X,X
JTLOSIZ,X,X,O,O,X,X,X
JTLOSZI,X,X,O,O,X,X,X
JTLOZIS,X,X,O,O,X,X,X
JTLOZSI,X,X,O,O,X,X,X
JTSILZO,O,O,O,O,X,X,O
JTSILOZ,X,O,O,O,X,X,O
JTSIZLO,O,O,O,X,O,X,O
JTSIZOL,O,O,O,X,O,X,X
JTSIOLZ,X,O,O,O,X,X,O
JTSIOZL,X,O,O,X,O,X,X
JTSLIZO,O,O,O,O,X,X,O
JTSLIOZ,X,O,O,O,X,X,O
JTSLZIO,O,O,O,O,X,X,O
JTSLZOI,O,O,X,O,X,X,O
JTSLOIZ,O,O,O,O,X,X,O
JTSLOZI,O,O,O,O,X,X,O
JTSZILO,O,O,O,X,O,X,O
JTSZIOL,O,O,O,X,O,X,X
JTSZLIO,O,O,O,X,O,X,O
JTSZLOI,O,O,X,X,O,X,O
JTSZOIL,O,O,O,X,O,X,X
JTSZOLI,O,O,O,X,O,X,X
JTSOILZ,O,O,O,O,X,X,O
JTSOIZL,O,O,O,X,O,X,X
JTSOLIZ,O,O,O,O,X,X,O
JTSOLZI,O,O,O,O,X,X,O
JTSOZIL,O,O,O,X,O,X,X
JTSOZLI,O,O,O,X,O,X,X
JTZILSO,O,O,O,X,X,X,X
JTZILOS,X,O,O,X,X,X,X
JTZISLO,O,O,X,X,O,X,X
JTZISOL,O,O,X,X,O,X,X
JTZIOLS,O,O,O,X,X,X,X
JTZIOSL,O,O,X,X,O,X,X
JTZLISO,O,O,O,X,X,X,X
JTZLIOS,X,O,O,X,X,X,X
JTZLSIO,O,O,O,X,X,X,X
JTZLSOI,O,O,X,X,X,X,X
JTZLOIS,O,O,X,X,X,X,X
JTZLOSI,O,O,X,X,X,X,X
JTZSILO,O,O,O,X,O,X,X
JTZSIOL,O,O,O,X,O,X,X
JTZSLIO,O,O,O,X,O,X,X
JTZSLOI,O,O,X,X,O,X,X
JTZSOIL,O,O,O,X,O,X,X
JTZSOLI,O,O,O,X,O,X,X
JTZOILS,O,O,O,X,X,X,X
JTZOISL,O,O,X,X,O,X,X
JTZOLIS,O,O,O,X,X,X,X
JTZOLSI,O,O,O,X,X,X,X
JTZOSIL,O,O,O,X,O,X,X
JTZOSLI,O,O,O,X,O,X,X
JTOILSZ,X,X,O,O,X,X,X
JTOILZS,X,X,O,O,X,X,X
JTOISLZ,O,X,O,O,X,X,X
JTOISZL,O,X,O,X,O,X,X
JTOIZLS,O,X,O,X,X,X,X
JTOIZSL,O,X,X,X,O,X,X
JTOLISZ,X,X,O,O,X,X,X
JTOLIZS,X,X,O,O,X,X,X
JTOLSIZ,X,X,O,O,X,X,X
JTOLSZI,X,X,O,O,X,X,X
JTOLZIS,X,X,O,O,X,X,X
JTOLZSI,X,X,O,O,X,X,X
JTOSILZ,O,X,O,O,X,X,X
JTOSIZL,O,X,O,X,O,X,X
JTOSLIZ,O,X,O,O,X,X,X
JTOSLZI,O,X,O,O,X,X,X
JTOSZIL,O,X,O,X,O,X,X
JTOSZLI,O,X,O,X,O,X,X
JTOZILS,O,X,O,X,X,X,X
JTOZISL,O,X,X,X,O,X,X
JTOZLIS,O,X,O,X,X,X,X
JTOZLSI,O,X,O,X,X,X,X
JTOZSIL,O,X,O,X,O,X,X
JTOZSLI,O,X,O,X,O,X,X
JITLSZO,X,O,O,X,X,X,O
JITLSOZ,X,O,O,O,X,X,O
JITLZSO,X,O,O,X,X,X,X
JITLZOS,X,O,O,O,X,X,X
JITLOSZ,X,X,O,O,X,X,X
JITLOZS,X,X,O,O,X,X,X
JITSLZO,O,O,O,O,X,X,O
JITSLOZ,X,O,O,O,X,X,O
JITSZLO,O,O,X,X,O,X,O
JITSZOL,O,O,X,X,O,X,X
JITSOLZ,X,O,O,O,X,X,O
JITSOZL,X,O,X,X,O,X,X
JITZLSO,O,O,O,X,X,X,X
JITZLOS,X,O,O,X,X,X,X
JITZSLO,O,O,X,X,O,X,X
JITZSOL,O,O,X,X,O,X,X
JITZOLS,X,O,O,X,X,X,X
JITZOSL,O,O,X,X,O,X,X
JITOLSZ,X,X,O,O,X,X,X
JITOLZS,X,X,O,O,X,X,X
JITOSLZ,X,X,O,O,X,X,X
JITOSZL,X,X,X,X,O,X,X
JITOZLS,X,X,O,X,X,X,X
JITOZSL,X,X,X,X,O,X,X
JILTSZO,X,X,O,O,X,X,O
JILTSOZ,X,X,O,O,X,X,O
JILTZSO,X,X,O,X,X,X,X
JILTZOS,X,X,O,O,X,X,X
JILTOSZ,X,X,O,O,X,X,X
JILTOZS,X,X,O,O,X,X,X
JILSTZO,O,X,O,O,X,X,O
JILSTOZ,X,X,O,O,X,X,O
JILSZTO,O,X,X,O,O,X,O
JILSZOT,O,X,X,O,O,X,X
JILSOTZ,X,X,X,O,X,X,O
JILSOZT,O,X,X,O,O,X,X
JILZTSO,O,X,X,X,X,X,X
JILZTOS,X,X,X,O,X,X,X
JILZSTO,O,X,X,X,O,X,O
JILZSOT,O,X,X,X,O,X,X
JILZOTS,X,X,X,O,X,X,X
JILZOST,X,X,X,X,O,X,X
JILOTSZ,X,X,X,O,X,X,X
JILOTZS,X,X,X,O,X,X,X
JILOSTZ,X,X,X,O,X,X,O
JILOSZT,X,X,X,O,O,X,X
JILOZTS,X,X,X,O,X,X,X
JILOZST,X,X,X,X,O,X,X
JISTLZO,O,O,O,O,X,X,O
JISTLOZ,X,O,O,O,X,X,O
JISTZLO,O,O,O,X,O,X,O
JISTZOL,O,O,O,X,O,X,X
JISTOLZ,X,O,O,O,X,X,O
JISTOZL,X,O,O,X,O,X,X
JISLTZO,O,X,O,O,X,X,O
JISLTOZ,X,X,O,O,X,X,O
JISLZTO,O,X,X,O,O,X,O
JISLZOT,O,X,X,O,O,X,X
JISLOTZ,O,X,X,O,X,X,O
JISLOZT,O,X,X,O,O,X,X
JISZTLO,O,O,X,X,O,X,O
JISZTOL,O,O,X,X,O,X,X
JISZLTO,O,O,X,O,O,X,O
JISZLOT,O,X,X,O,O,X,X
JISZOTL,O,O,X,X,O,X,X
JISZOLT,O,X,X,O,O,X,X
JISOTLZ,O,X,O,O,X,X,O
JISOTZL,O,X,O,X,O,X,X
JISOLTZ,O,X,O,O,X,X,O
JISOLZT,O,X,X,O,O,X,X
JISOZTL,O,X,X,X,O,X,X
JISOZLT,O,X,X,O,O,X,X
JIZTLSO,O,O,X,X,X,X,X
JIZTLOS,X,O,X,X,X,X,X
JIZTSLO,O,O,X,X,O,X,X
JIZTSOL,O,O,X,X,O,X,X
JIZTOLS,O,O,X,X,X,O,X
JIZTOSL,O,O,X,X,O,X,X
JIZLTSO,O,O,X,X,X,X,X
JIZLTOS,X,O,X,O,X,X,X
JIZLSTO,O,O,X,X,O,X,O
JIZLSOT,O,X,X,X,O,X,X
JIZLOTS,X,X,X,O,X,O,X
JIZLOST,X,X,X,X,O,O,X
JIZSTLO,O,O,X,X,O,X,O
JIZSTOL,O,O,X,X,O,X,X
JIZSLTO,O,O,X,O,O,X,O
JIZSLOT,O,X,X,O,O,X,X
JIZSOTL,O,O,X,X,O,X,X
JIZSOLT,O,X,X,O,O,O,X
JIZOTLS,O,O,X,X,X,O,X
JIZOTSL,O,O,X,X,O,X,X
JIZOLTS,O,X,X,O,X,O,X
JIZOLST,O,X,X,X,O,O,X
JIZOSTL,O,O,X,X,O,X,X
JIZOSLT,O,X,X,O,O,O,X
JIOTLSZ,X,X,O,O,X,X,X
JIOTLZS,X,X,O,O,X,X,X
JIOTSLZ,O,X,O,O,X,X,X
JIOTSZL,O,X,X,X,O,X,X
JIOTZLS,O,X,O,X,X,X,X
JIOTZSL,O,X,X,X,O,X,X
JIOLTSZ,X,X,O,O,X,X,X
JIOLTZS,X,X,O,O,X,X,X
JIOLSTZ,O,X,O,O,X,X,O
JIOLSZT,O,X,X,O,O,X,X
JIOLZTS,O,X,X,O,X,O,X
JIOLZST,O,X,X,X,O,O,X
JIOSTLZ,O,X,O,O,X,X,O
JIOSTZL,O,X,O,X,O,X,X
JIOSLTZ,O,X,O,O,X,X,O
JIOSLZT,O,X,X,O,O,X,X
JIOSZTL,O,X,X,X,O,X,X
JIOSZLT,O,X,X,O,O,X,X
JIOZTLS,O,X,X,X,X,O,X
JIOZTSL,O,X,X,X,O,X,X
JIOZLTS,O,X,X,O,X,O,X
JIOZLST,O,X,X,X,O,O,X
JIOZSTL,O,X,X,X,O,X,X
JIOZSLT,O,X,X,O,O,O,X
JLTISZO,X,X,O,O,X,X,O
JLTISOZ,X,X,O,O,X,X,O
JLTIZSO,X,X,O,X,X,X,X
JLTIZOS,X,X,O,O,X,X,X
JLTIOSZ,X,X,O,O,X,X,X
JLTIOZS,X,X,O,O,X,X,X
JLTSIZO,X,X,O,O,X,X,O
JLTSIOZ,X,X,O,O,X,X,O
JLTSZIO,X,X,O,O,X,X,O
JLTSZOI,X,X,X,O,X,X,O
JLTSOIZ,X,X,O,O,X,X,O
JLTSOZI,X,X,X,O,X,X,O
JLTZISO,X,X,O,X,X,X,X
JLTZIOS,X,X,O,O,X,X,X
JLTZSIO,X,X,O,O,X,X,X
JLTZSOI,X,X,X,O,X,X,X
JLTZOIS,X,X,X,O,X,X,X
JLTZOSI,X,X,X,O,X,X,X
JLTOISZ,X,X,O,O,X,X,X
JLTOIZS,X,X,O,O,X,X,X
JLTOSIZ,X,X,O,O,X,X,X
JLTOSZI,X,X,X,O,X,X,X
JLTOZIS,X,X,X,O,X,X,X
JLTOZSI,X,X,X,O,X,X,X
JLITSZO,X,X,O,O,X,X,O
JLITSOZ,X,X,O,O,X,X,O
JLITZSO,X,X,O,X,X,X,X
JLITZOS,X,X,O,O,X,X,X
JLITOSZ,X,X,O,O,X,X,X
JLITOZS,X,X,O,O,X,X,X
JLISTZO,O,X,O,O,X,X,O
JLISTOZ,X,X,O,O,X,X,O
JLISZTO,O,X,X,O,O,X,O
JLISZOT,O,X,X,O,O,X,X
JLISOTZ,X,X,X,O,X,X,O
JLISOZT,O,X,X,O,O,X,X
JLIZTSO,O,X,X,X,X,X,X
JLIZTOS,X,X,X,O,X,X,X
JLIZSTO,O,X,X,X,O,X,O
JLIZSOT,O,X,X,X,O,X,X
JLIZOTS,X,X,X,O,X,X,X
JLIZOST,X,X,X,X,O,X,X
JLIOTSZ,X,X,X,O,X,X,X
JLIOTZS,X,X,X,O,X,X,X
JLIOSTZ,X,X,X,O,X,X,O
JLIOSZT,X,X,X,O,O,X,X
JLIOZTS,X,X,X,O,X,X,X
JLIOZST,X,X,X,X,O,X,X
JLSTIZO,O,X,O,O,X,X,O
JLSTIOZ,X,X,O,O,X,X,O
JLSTZIO,O,X,O,O,X,X,O
JLSTZOI,O,X,X,O,X,X,O
