sequence,v115@vhGZEJXhB8mBzkB+tBSvB2wB,v115@vhG5DJ2kBaoB3lBTpB0rBWyB,v115@vhGSDJZkBupB3lBToB0rBWyB,v115@vhG+/I5jBaoB/qBUmBTpBWyB,v115@vhG/CJTjBxkBipBUrB2xBGtB,v115@vhG/CJOoBxkB+tBipBUrBTsB,v115@vhGT5IOoBKpBUmB/sB+tBRwB,v115@vhGT5I5oBOpB8pBCmBXnB2wB,v115@vhGT5I5oBOpB8pBfrB6rBOsB,v115@vhGaGJ8mB5oB/pBznBWwB2xB,v115@vhG3/I6oBRnBTpB2vBmrBUtB
IOLTJZS,O,O,O,X,O,O,X,X,X,X,X
IOLTSJZ,O,X,X,O,O,O,X,X,X,X,X
IOLTSZJ,O,X,X,O,X,O,X,O,O,X,X
IOLTZJS,O,O,O,X,O,O,X,O,X,X,X
IOLTZSJ,O,O,O,X,X,O,X,O,X,X,X
IOLJTSZ,O,X,X,O,O,O,O,X,X,O,X
IOLJTZS,O,O,O,X,O,O,O,X,X,O,X
IOLJSTZ,O,X,X,O,O,O,O,X,X,O,X
IOLJSZT,O,O,O,O,O,O,O,O,O,O,X
IOLJZTS,O,O,O,X,O,O,O,O,X,O,X
IOLJZST,O,O,O,O,O,O,O,O,O,O,X
IOLSTJZ,O,X,X,O,O,O,X,X,X,X,X
IOLSTZJ,O,X,X,O,X,O,X,O,O,X,X
IOLSJTZ,O,X,X,O,O,O,O,X,X,O,X
IOLSJZT,O,O,O,O,O,O,O,O,O,O,X
IOLSZTJ,O,O,O,O,X,O,X,O,O,X,X
IOLSZJT,O,O,O,O,O,O,O,O,O,O,X
IOLZTJS,O,O,O,X,O,O,X,O,X,X,X
IOLZTSJ,O,O,O,X,X,O,X,O,X,X,X
IOLZJTS,O,O,O,X,O,O,O,O,X,O,X
IOLZJST,O,O,O,O,O,O,O,O,O,O,X
IOLZSTJ,O,O,O,O,X,O,X,O,O,X,X
IOLZSJT,O,O,O,O,O,O,O,O,O,O,X
IOJTLSZ,X,X,X,O,X,X,O,X,X,O,X
IOJTLZS,X,O,O,X,X,X,O,X,X,O,X
IOJTSLZ,X,X,X,O,X,X,O,X,X,O,X
IOJTSZL,X,X,X,O,X,X,O,O,X,O,X
IOJTZLS,X,O,O,X,X,X,O,O,X,O,X
IOJTZSL,X,O,O,X,X,X,O,O,O,O,X
IOJLTSZ,O,X,X,O,O,O,O,X,X,O,X
IOJLTZS,O,O,O,X,O,O,O,X,X,O,X
IOJLSTZ,O,X,X,O,O,O,O,X,X,O,X
IOJLSZT,O,O,O,O,O,O,O,O,O,O,X
IOJLZTS,O,O,O,X,O,O,O,O,X,O,X
IOJLZST,O,O,O,O,O,O,O,O,O,O,X
IOJSTLZ,X,X,X,O,X,X,O,X,X,O,X
IOJSTZL,X,X,X,O,X,X,O,O,X,O,X
IOJSLTZ,O,X,X,O,O,O,O,X,X,O,X
IOJSLZT,O,O,O,O,O,O,O,O,O,O,X
IOJSZTL,X,O,O,O,X,X,O,O,O,O,O
IOJSZLT,O,O,O,O,O,O,O,O,O,O,O
IOJZTLS,X,O,O,X,X,X,O,O,X,O,O
IOJZTSL,X,O,O,X,X,X,O,O,O,O,O
IOJZLTS,O,O,O,X,O,O,O,O,X,O,O
IOJZLST,O,O,O,O,O,O,O,O,O,O,O
IOJZSTL,X,O,O,O,X,X,O,O,O,O,O
IOJZSLT,O,O,O,O,O,O,O,O,O,O,O
IOSTLJZ,X,X,X,O,X,X,X,X,X,X,X
IOSTLZJ,X,X,X,O,X,X,X,O,O,X,X
IOSTJLZ,X,X,X,O,X,X,X,X,X,O,X
IOSTJZL,X,X,X,O,X,X,X,O,X,O,X
IOSTZLJ,X,X,X,O,X,X,X,O,O,X,X
IOSTZJL,X,X,X,O,X,X,X,O,O,O,X
IOSLTJZ,O,X,X,O,O,O,X,X,X,X,X
IOSLTZJ,O,X,X,O,X,O,X,O,O,X,X
IOSLJTZ,O,X,X,O,O,O,O,X,X,O,X
IOSLJZT,O,O,O,O,O,O,O,O,O,O,X
IOSLZTJ,O,O,O,O,X,O,X,O,O,X,X
IOSLZJT,O,O,O,O,O,O,O,O,O,O,X
IOSJTLZ,X,X,X,O,X,X,O,X,X,O,X
IOSJTZL,X,X,X,O,X,X,O,O,X,O,X
IOSJLTZ,O,X,X,O,O,O,O,X,X,O,X
IOSJLZT,O,O,O,O,O,O,O,O,O,O,X
IOSJZTL,X,O,O,O,X,X,O,O,O,O,O
IOSJZLT,O,O,O,O,O,O,O,O,O,O,O
IOSZTLJ,X,O,O,O,X,X,X,O,O,X,O
IOSZTJL,X,O,O,O,X,X,X,O,O,O,O
IOSZLTJ,O,O,O,O,X,O,X,O,O,X,O
IOSZLJT,O,O,O,O,X,O,O,O,O,O,O
IOSZJTL,X,O,O,O,X,X,O,O,O,O,O
IOSZJLT,O,O,O,O,X,O,O,O,O,O,O
IOZTLJS,X,O,O,X,X,X,X,O,X,X,O
IOZTLSJ,X,O,O,X,X,X,X,O,X,X,O
IOZTJLS,X,O,O,X,X,X,X,O,X,O,O
IOZTJSL,X,O,O,X,X,X,X,O,O,O,O
IOZTSLJ,X,O,O,X,X,X,X,O,O,X,O
IOZTSJL,X,O,O,X,X,X,X,O,O,O,O
IOZLTJS,O,O,O,X,O,O,X,O,X,X,O
IOZLTSJ,O,O,O,X,X,O,X,O,X,X,O
IOZLJTS,O,O,O,X,O,O,O,O,X,O,O
IOZLJST,O,O,O,O,O,O,O,O,O,O,O
IOZLSTJ,O,O,O,O,X,O,X,O,O,X,O
IOZLSJT,O,O,O,O,O,O,O,O,O,O,O
IOZJTLS,X,O,O,X,X,X,O,O,X,O,O
IOZJTSL,X,O,O,X,X,X,O,O,O,O,O
IOZJLTS,O,O,O,X,O,O,O,O,X,O,O
IOZJLST,O,O,O,O,O,O,O,O,O,O,O
IOZJSTL,X,O,O,O,X,X,O,O,O,O,O
IOZJSLT,O,O,O,O,O,O,O,O,O,O,O
IOZSTLJ,X,O,O,O,X,X,X,O,O,X,O
IOZSTJL,X,O,O,O,X,X,X,O,O,O,O
IOZSLTJ,O,O,O,O,X,O,X,O,O,X,O
IOZSLJT,O,O,O,O,X,O,O,O,O,O,O
IOZSJTL,X,O,O,O,X,X,O,O,O,O,O
IOZSJLT,O,O,O,O,X,O,O,O,O,O,O
LTIJSZO,O,X,X,X,O,X,O,X,X,O,X
LTIJSOZ,O,X,X,X,O,X,O,X,X,O,X
LTIJZSO,O,X,X,X,O,X,O,X,X,O,X
LTIJZOS,O,X,X,X,O,O,O,X,X,O,X
LTIJOSZ,O,X,X,X,O,O,O,X,X,O,X
LTIJOZS,O,X,X,X,O,O,O,X,X,O,X
LTISJZO,O,X,X,X,O,X,O,X,X,O,X
LTISJOZ,O,X,X,X,O,X,O,X,X,O,X
LTISZJO,O,X,X,X,X,X,O,O,O,O,X
LTISZOJ,O,X,X,O,X,X,X,O,O,X,X
LTISOJZ,O,X,X,O,O,X,X,X,X,X,X
LTISOZJ,O,X,X,O,X,X,X,O,O,X,X
LTIZJSO,O,X,X,X,O,X,O,O,X,O,X
LTIZJOS,O,X,X,X,O,O,O,O,X,O,X
LTIZSJO,O,X,X,X,X,X,O,O,X,O,X
LTIZSOJ,O,O,X,X,X,X,X,O,X,X,X
LTIZOJS,O,O,X,X,O,O,X,O,X,X,X
LTIZOSJ,O,O,X,X,X,O,X,O,X,X,X
LTIOJSZ,O,X,X,O,O,O,X,X,X,X,X
LTIOJZS,O,O,X,X,O,O,X,X,X,X,X
LTIOSJZ,O,X,X,O,O,O,X,X,X,X,X
LTIOSZJ,O,X,X,O,X,O,X,O,O,X,X
LTIOZJS,O,O,X,X,O,O,X,O,X,X,X
LTIOZSJ,O,O,X,X,X,O,X,O,X,X,X
LTJISZO,O,X,X,X,O,X,O,X,X,O,X
LTJISOZ,O,X,X,X,O,X,O,X,X,O,X
LTJIZSO,O,X,X,X,O,X,O,X,X,O,X
LTJIZOS,O,X,X,X,O,O,O,X,X,O,X
LTJIOSZ,O,X,X,X,O,O,O,X,X,O,X
LTJIOZS,O,X,X,X,O,O,O,X,X,O,X
LTJSIZO,O,X,X,X,O,X,O,X,X,O,X
LTJSIOZ,O,X,X,X,O,X,O,X,X,O,X
LTJSZIO,O,X,X,X,O,X,X,X,X,O,X
LTJSZOI,O,X,X,X,O,X,X,X,X,O,X
LTJSOIZ,O,X,X,X,O,X,O,X,X,O,X
LTJSOZI,O,X,X,X,O,X,X,X,X,O,X
LTJZISO,O,X,X,X,O,X,X,X,X,O,X
LTJZIOS,O,X,X,X,O,O,X,X,X,O,X
LTJZSIO,O,X,X,X,O,X,X,X,X,O,X
LTJZSOI,O,X,X,X,O,X,X,X,X,O,X
LTJZOIS,O,X,X,X,O,O,X,X,X,O,X
LTJZOSI,O,X,X,X,O,O,X,X,X,O,X
LTJOISZ,O,X,X,X,O,O,O,X,X,O,X
LTJOIZS,O,X,X,X,O,O,O,X,X,O,X
LTJOSIZ,O,X,X,X,O,O,O,X,X,O,X
LTJOSZI,O,X,X,X,O,O,X,X,X,O,X
LTJOZIS,O,X,X,X,O,O,X,X,X,O,X
LTJOZSI,O,X,X,X,O,O,X,X,X,O,X
LTSIJZO,O,X,X,X,O,X,O,X,X,O,X
LTSIJOZ,O,X,X,X,O,X,O,X,X,O,X
LTSIZJO,O,X,X,X,X,X,O,O,O,O,X
LTSIZOJ,O,X,X,O,X,X,X,O,O,X,X
LTSIOJZ,O,X,X,O,O,X,X,X,X,X,X
LTSIOZJ,O,X,X,O,X,X,X,O,O,X,X
LTSJIZO,O,X,X,X,O,X,O,X,X,O,X
LTSJIOZ,O,X,X,X,O,X,O,X,X,O,X
LTSJZIO,O,X,X,X,O,X,X,X,X,O,X
LTSJZOI,O,X,X,X,O,X,X,X,X,O,X
LTSJOIZ,O,X,X,X,O,X,O,X,X,O,X
LTSJOZI,O,X,X,X,O,X,X,X,X,O,X
LTSZIJO,O,X,X,X,X,X,X,O,O,O,X
LTSZIOJ,O,X,X,O,X,X,X,O,O,X,X
LTSZJIO,O,X,X,X,X,X,X,O,O,O,X
LTSZJOI,O,X,X,X,X,X,X,X,X,O,X
LTSZOIJ,O,X,X,O,X,X,X,X,X,X,X
LTSZOJI,O,X,X,O,X,X,X,X,X,X,X
LTSOIJZ,O,X,X,O,O,X,X,X,X,X,X
LTSOIZJ,O,X,X,O,X,X,X,X,X,X,X
LTSOJIZ,O,X,X,O,O,X,X,X,X,X,X
LTSOJZI,O,X,X,O,O,X,X,X,X,X,X
LTSOZIJ,O,X,X,O,X,X,X,X,X,X,X
LTSOZJI,O,X,X,O,X,X,X,X,X,X,X
LTZIJSO,O,X,X,X,O,X,X,O,X,O,X
LTZIJOS,O,X,X,X,O,O,X,O,X,O,X
LTZISJO,O,X,X,X,X,X,X,O,X,O,X
LTZISOJ,O,O,X,X,X,X,X,O,X,X,X
LTZIOJS,O,O,X,X,O,O,X,O,X,X,X
LTZIOSJ,O,O,X,X,X,O,X,O,X,X,X
LTZJISO,O,X,X,X,O,X,X,O,X,O,X
LTZJIOS,O,X,X,X,O,O,X,O,X,O,X
LTZJSIO,O,X,X,X,O,X,X,O,X,O,X
LTZJSOI,O,X,X,X,O,X,X,X,X,O,X
LTZJOIS,O,X,X,X,O,O,X,X,X,O,X
LTZJOSI,O,X,X,X,O,O,X,X,X,O,X
LTZSIJO,O,X,X,X,X,X,X,O,X,O,X
LTZSIOJ,O,O,X,X,X,X,X,O,X,X,X
LTZSJIO,O,X,X,X,X,X,X,O,X,O,X
LTZSJOI,O,X,X,X,X,X,X,X,X,O,X
LTZSOIJ,O,O,X,X,X,X,X,X,X,X,X
LTZSOJI,O,O,X,X,X,X,X,X,X,X,X
LTZOIJS,O,O,X,X,O,O,X,X,X,X,X
LTZOISJ,O,O,X,X,X,O,X,X,X,X,X
LTZOJIS,O,O,X,X,O,O,X,X,X,X,X
LTZOJSI,O,O,X,X,O,O,X,X,X,X,X
LTZOSIJ,O,O,X,X,X,O,X,X,X,X,X
LTZOSJI,O,O,X,X,X,O,X,X,X,X,X
LTOIJSZ,O,X,X,O,O,O,X,X,X,X,X
LTOIJZS,O,O,X,X,O,O,X,X,X,X,X
LTOISJZ,O,X,X,O,O,O,X,X,X,X,X
LTOISZJ,O,X,X,O,X,O,X,X,X,X,X
LTOIZJS,O,O,X,X,O,O,X,X,X,X,X
LTOIZSJ,O,O,X,X,X,O,X,X,X,X,X
LTOJISZ,O,X,X,O,O,O,X,X,X,X,X
LTOJIZS,O,O,X,X,O,O,X,X,X,X,X
LTOJSIZ,O,X,X,O,O,O,X,X,X,X,X
LTOJSZI,O,X,X,O,O,O,X,X,X,X,X
LTOJZIS,O,O,X,X,O,O,X,X,X,X,X
LTOJZSI,O,O,X,X,O,O,X,X,X,X,X
LTOSIJZ,O,X,X,O,O,O,X,X,X,X,X
LTOSIZJ,O,X,X,O,X,O,X,X,X,X,X
LTOSJIZ,O,X,X,O,O,O,X,X,X,X,X
LTOSJZI,O,X,X,O,O,O,X,X,X,X,X
LTOSZIJ,O,X,X,O,X,O,X,X,X,X,X
LTOSZJI,O,X,X,O,X,O,X,X,X,X,X
LTOZIJS,O,O,X,X,O,O,X,X,X,X,X
LTOZISJ,O,O,X,X,X,O,X,X,X,X,X
LTOZJIS,O,O,X,X,O,O,X,X,X,X,X
LTOZJSI,O,O,X,X,O,O,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,O,X,X,X,X,X
LTOZSJI,O,O,X,X,X,O,X,X,X,X,X
LITJSZO,O,X,X,X,O,X,O,X,X,O,X
LITJSOZ,O,X,X,X,O,X,O,X,X,O,X
LITJZSO,O,X,X,X,O,X,O,X,X,O,X
LITJZOS,O,X,X,X,O,O,O,X,X,O,X
LITJOSZ,O,X,X,X,O,O,O,X,X,O,X
LITJOZS,O,X,X,X,O,O,O,X,X,O,X
LITSJZO,O,X,X,X,O,X,O,X,X,O,X
LITSJOZ,O,X,X,X,O,X,O,X,X,O,X
LITSZJO,O,X,X,X,X,X,O,O,O,O,X
LITSZOJ,O,X,X,O,X,X,X,O,O,X,X
LITSOJZ,O,X,X,O,O,X,X,X,X,X,X
LITSOZJ,O,X,X,O,X,X,X,O,O,X,X
LITZJSO,O,X,X,X,O,X,O,O,X,O,X
LITZJOS,O,X,X,X,O,O,O,O,X,O,X
LITZSJO,O,X,X,X,X,X,O,O,X,O,X
LITZSOJ,O,O,X,X,X,X,X,O,X,X,X
LITZOJS,O,O,X,X,O,O,X,O,X,X,X
LITZOSJ,O,O,X,X,X,O,X,O,X,X,X
LITOJSZ,O,X,X,O,O,O,X,X,X,X,X
LITOJZS,O,O,X,X,O,O,X,X,X,X,X
LITOSJZ,O,X,X,O,O,O,X,X,X,X,X
LITOSZJ,O,X,X,O,X,O,X,O,O,X,X
LITOZJS,O,O,X,X,O,O,X,O,X,X,X
LITOZSJ,O,O,X,X,X,O,X,O,X,X,X
LIJTSZO,O,X,X,X,O,X,O,X,X,O,X
LIJTSOZ,O,X,X,X,O,X,O,X,X,O,X
LIJTZSO,O,X,X,X,O,X,O,X,X,O,X
LIJTZOS,O,X,X,X,O,O,O,X,X,O,X
LIJTOSZ,O,X,X,X,O,O,O,X,X,O,X
LIJTOZS,O,X,X,X,O,O,O,X,X,O,X
LIJSTZO,O,X,X,X,O,X,O,X,X,O,X
LIJSTOZ,O,X,X,X,O,X,O,X,X,O,X
LIJSZTO,O,X,X,X,O,X,O,O,O,O,X
LIJSZOT,O,X,X,O,O,O,O,O,O,O,X
LIJSOTZ,O,X,X,O,O,O,O,X,X,O,X
LIJSOZT,O,X,X,O,O,O,O,O,O,O,X
LIJZTSO,O,X,X,X,O,X,O,O,X,O,X
LIJZTOS,O,X,X,X,O,O,O,O,X,O,X
LIJZSTO,O,X,X,X,O,X,O,O,O,O,X
LIJZSOT,O,O,O,X,O,O,O,O,O,O,X
LIJZOTS,O,O,O,X,O,O,O,O,X,O,X
LIJZOST,O,O,O,X,O,O,O,O,O,O,X
LIJOTSZ,O,X,X,O,O,O,O,X,X,O,X
LIJOTZS,O,O,O,X,O,O,O,X,X,O,X
LIJOSTZ,O,X,X,O,O,O,O,X,X,O,X
LIJOSZT,O,O,O,O,O,O,O,O,O,O,X
LIJOZTS,O,O,O,X,O,O,O,O,X,O,X
LIJOZST,O,O,O,O,O,O,O,O,O,O,X
LISTJZO,O,X,X,X,O,X,O,X,X,O,X
LISTJOZ,O,X,X,X,O,X,O,X,X,O,X
LISTZJO,O,X,X,X,X,X,O,O,O,O,X
LISTZOJ,O,X,X,O,X,X,X,O,O,X,X
LISTOJZ,O,X,X,O,O,X,X,X,X,X,X
LISTOZJ,O,X,X,O,X,X,X,O,O,X,X
LISJTZO,O,X,X,X,O,X,O,X,X,O,X
LISJTOZ,O,X,X,X,O,X,O,X,X,O,X
LISJZTO,O,X,X,X,O,X,O,O,O,O,X
LISJZOT,O,X,X,O,O,O,O,O,O,O,X
LISJOTZ,O,X,X,O,O,O,O,X,X,O,X
LISJOZT,O,X,X,O,O,O,O,O,O,O,X
LISZTJO,O,X,X,X,X,X,O,O,O,O,X
LISZTOJ,O,O,X,O,X,X,X,O,O,X,X
LISZJTO,O,X,X,X,O,X,O,O,O,O,X
LISZJOT,O,O,X,O,O,O,O,O,O,O,X
LISZOTJ,O,O,X,O,X,O,X,O,O,X,X
LISZOJT,O,O,X,O,O,O,O,O,O,O,X
LISOTJZ,O,X,X,O,O,O,X,X,X,X,X
LISOTZJ,O,X,X,O,X,O,X,O,O,X,X
LISOJTZ,O,X,X,O,O,O,O,X,X,O,X
LISOJZT,O,O,X,O,O,O,O,O,O,O,X
LISOZTJ,O,O,X,O,X,O,X,O,O,X,X
LISOZJT,O,O,X,O,O,O,O,O,O,O,X
LIZTJSO,O,X,X,X,O,X,O,O,X,O,X
LIZTJOS,O,X,X,X,O,O,O,O,X,O,X
LIZTSJO,O,X,X,X,X,X,O,O,X,O,X
LIZTSOJ,O,O,X,X,X,X,X,O,X,X,X
LIZTOJS,O,O,X,X,O,O,X,O,X,X,X
LIZTOSJ,O,O,X,X,X,O,X,O,X,X,X
LIZJTSO,O,X,X,X,O,X,O,O,X,O,X
LIZJTOS,O,X,X,X,O,O,O,O,X,O,X
LIZJSTO,O,X,X,X,O,X,O,O,O,O,X
LIZJSOT,O,O,O,X,O,O,O,O,O,O,X
LIZJOTS,O,O,O,X,O,O,O,O,X,O,X
LIZJOST,O,O,O,X,O,O,O,O,O,O,X
LIZSTJO,O,X,X,X,X,X,O,O,O,O,X
LIZSTOJ,O,O,X,O,X,X,X,O,O,X,X
LIZSJTO,O,X,X,X,O,X,O,O,O,O,X
LIZSJOT,O,O,O,O,O,O,O,O,O,O,X
LIZSOTJ,O,O,O,O,X,O,X,O,O,X,X
LIZSOJT,O,O,O,O,O,O,O,O,O,O,X
LIZOTJS,O,O,O,X,O,O,X,O,X,X,X
LIZOTSJ,O,O,O,X,X,O,X,O,X,X,X
LIZOJTS,O,O,O,X,O,O,O,O,X,O,X
LIZOJST,O,O,O,O,O,O,O,O,O,O,X
LIZOSTJ,O,O,O,O,X,O,X,O,O,X,X
LIZOSJT,O,O,O,O,O,O,O,O,O,O,X
LIOTJSZ,O,X,X,O,O,O,X,X,X,X,X
LIOTJZS,O,O,O,X,O,O,X,X,X,X,X
LIOTSJZ,O,X,X,O,O,O,X,X,X,X,X
LIOTSZJ,O,X,X,O,X,O,X,O,O,X,X
LIOTZJS,O,O,O,X,O,O,X,O,X,X,X
LIOTZSJ,O,O,O,X,X,O,X,O,X,X,X
LIOJTSZ,O,X,X,O,O,O,O,X,X,O,X
LIOJTZS,O,O,O,X,O,O,O,X,X,O,X
LIOJSTZ,O,X,X,O,O,O,O,X,X,O,X
LIOJSZT,O,O,O,O,O,O,O,O,O,O,X
LIOJZTS,O,O,O,X,O,O,O,O,X,O,X
LIOJZST,O,O,O,O,O,O,O,O,O,O,X
LIOSTJZ,O,X,X,O,O,O,X,X,X,X,X
LIOSTZJ,O,X,X,O,X,O,X,O,O,X,X
LIOSJTZ,O,X,X,O,O,O,O,X,X,O,X
LIOSJZT,O,O,O,O,O,O,O,O,O,O,X
LIOSZTJ,O,O,O,O,X,O,X,O,O,X,X
LIOSZJT,O,O,O,O,O,O,O,O,O,O,X
LIOZTJS,O,O,O,X,O,O,X,O,X,X,X
LIOZTSJ,O,O,O,X,X,O,X,O,X,X,X
LIOZJTS,O,O,O,X,O,O,O,O,X,O,X
LIOZJST,O,O,O,O,O,O,O,O,O,O,X
LIOZSTJ,O,O,O,O,X,O,X,O,O,X,X
LIOZSJT,O,O,O,O,O,O,O,O,O,O,X
LJTISZO,O,X,X,X,O,X,O,X,X,O,X
LJTISOZ,O,X,X,X,O,X,O,X,X,O,X
LJTIZSO,O,X,X,X,O,X,O,X,X,O,X
LJTIZOS,O,X,X,X,O,O,O,X,X,O,X
LJTIOSZ,O,X,X,X,O,O,O,X,X,O,X
LJTIOZS,O,X,X,X,O,O,O,X,X,O,X
LJTSIZO,O,X,X,X,O,X,O,X,X,O,X
LJTSIOZ,O,X,X,X,O,X,O,X,X,O,X
LJTSZIO,O,X,X,X,O,X,X,X,X,O,X
LJTSZOI,O,X,X,X,O,X,X,X,X,O,X
LJTSOIZ,O,X,X,X,O,X,O,X,X,O,X
LJTSOZI,O,X,X,X,O,X,X,X,X,O,X
LJTZISO,O,X,X,X,O,X,X,X,X,O,X
LJTZIOS,O,X,X,X,O,O,X,X,X,O,X
LJTZSIO,O,X,X,X,O,X,X,X,X,O,X
LJTZSOI,O,X,X,X,O,X,X,X,X,O,X
LJTZOIS,O,X,X,X,O,O,X,X,X,O,X
LJTZOSI,O,X,X,X,O,O,X,X,X,O,X
LJTOISZ,O,X,X,X,O,O,O,X,X,O,X
LJTOIZS,O,X,X,X,O,O,O,X,X,O,X
LJTOSIZ,O,X,X,X,O,O,O,X,X,O,X
LJTOSZI,O,X,X,X,O,O,X,X,X,O,X
LJTOZIS,O,X,X,X,O,O,X,X,X,O,X
LJTOZSI,O,X,X,X,O,O,X,X,X,O,X
LJITSZO,O,X,X,X,O,X,O,X,X,O,X
LJITSOZ,O,X,X,X,O,X,O,X,X,O,X
LJITZSO,O,X,X,X,O,X,O,X,X,O,X
LJITZOS,O,X,X,X,O,O,O,X,X,O,X
LJITOSZ,O,X,X,X,O,O,O,X,X,O,X
LJITOZS,O,X,X,X,O,O,O,X,X,O,X
LJISTZO,O,X,X,X,O,X,O,X,X,O,X
LJISTOZ,O,X,X,X,O,X,O,X,X,O,X
LJISZTO,O,X,X,X,O,X,O,O,O,O,X
LJISZOT,O,X,X,O,O,O,O,O,O,O,X
LJISOTZ,O,X,X,O,O,O,O,X,X,O,X
LJISOZT,O,X,X,O,O,O,O,O,O,O,X
LJIZTSO,O,X,X,X,O,X,O,O,X,O,X
LJIZTOS,O,X,X,X,O,O,O,O,X,O,X
LJIZSTO,O,X,X,X,O,X,O,O,O,O,X
LJIZSOT,O,O,O,X,O,O,O,O,O,O,X
LJIZOTS,O,O,O,X,O,O,O,O,X,O,X
LJIZOST,O,O,O,X,O,O,O,O,O,O,X
LJIOTSZ,O,X,X,O,O,O,O,X,X,O,X
LJIOTZS,O,O,O,X,O,O,O,X,X,O,X
LJIOSTZ,O,X,X,O,O,O,O,X,X,O,X
LJIOSZT,O,O,O,O,O,O,O,O,O,O,X
LJIOZTS,O,O,O,X,O,O,O,O,X,O,X
LJIOZST,O,O,O,O,O,O,O,O,O,O,X
LJSTIZO,O,X,X,X,O,X,O,X,X,O,X
LJSTIOZ,O,X,X,X,O,X,O,X,X,O,X
LJSTZIO,O,X,X,X,O,X,X,X,X,O,X
LJSTZOI,O,X,X,X,O,X,X,X,X,O,X
LJSTOIZ,O,X,X,X,O,X,O,X,X,O,X
LJSTOZI,O,X,X,X,O,X,X,X,X,O,X
LJSITZO,O,X,X,X,O,X,O,X,X,O,X
LJSITOZ,O,X,X,X,O,X,O,X,X,O,X
LJSIZTO,O,X,X,X,O,X,O,O,O,O,X
LJSIZOT,O,X,X,O,O,O,O,O,O,O,X
LJSIOTZ,O,X,X,O,O,O,O,X,X,O,X
LJSIOZT,O,X,X,O,O,O,O,O,O,O,X
LJSZTIO,O,X,X,X,O,X,X,O,O,O,X
LJSZTOI,O,X,X,X,O,X,X,X,X,O,X
LJSZITO,O,X,X,X,O,X,O,O,O,O,X
LJSZIOT,O,X,X,O,O,O,O,O,O,O,X
LJSZOTI,O,X,X,O,O,O,X,X,X,O,X
LJSZOIT,O,X,X,O,O,O,O,O,O,O,X
LJSOTIZ,O,X,X,O,O,O,O,X,X,O,X
LJSOTZI,O,X,X,O,O,O,X,X,X,O,X
LJSOITZ,O,X,X,O,O,O,O,X,X,O,X
LJSOIZT,O,X,X,O,O,O,O,X,X,O,X
LJSOZTI,O,X,X,O,O,O,X,X,X,O,X
LJSOZIT,O,X,X,O,O,O,O,X,X,O,X
LJZTISO,O,X,X,X,O,X,X,O,X,O,X
LJZTIOS,O,X,X,X,O,O,X,O,X,O,O
LJZTSIO,O,X,X,X,O,X,X,O,X,O,X
LJZTSOI,O,X,X,X,O,X,X,X,X,O,X
LJZTOIS,O,X,X,X,O,O,X,X,X,O,O
LJZTOSI,O,X,X,X,O,O,X,X,X,O,O
LJZITSO,O,X,X,X,O,X,O,O,X,O,X
LJZITOS,O,X,X,X,O,O,O,O,X,O,O
LJZISTO,O,X,X,X,O,X,O,O,O,O,X
LJZISOT,O,O,O,X,O,O,O,O,O,O,O
LJZIOTS,O,O,O,X,O,O,O,O,X,O,O
LJZIOST,O,O,O,X,O,O,O,O,O,O,O
LJZSTIO,O,X,X,X,O,X,X,O,O,O,X
LJZSTOI,O,X,X,X,O,X,X,X,X,O,X
LJZSITO,O,X,X,X,O,X,O,O,O,O,X
LJZSIOT,O,O,O,X,O,O,O,O,O,O,O
LJZSOTI,O,O,O,X,O,O,X,X,X,O,O
LJZSOIT,O,O,O,X,O,O,O,O,O,O,O
LJZOTIS,O,O,O,X,O,O,X,X,X,O,O
LJZOTSI,O,O,O,X,O,O,X,X,X,O,O
LJZOITS,O,O,O,X,O,O,O,O,X,O,O
LJZOIST,O,O,O,X,O,O,O,O,X,O,O
LJZOSTI,O,O,O,X,O,O,X,X,X,O,O
LJZOSIT,O,O,O,X,O,O,O,O,X,O,O
LJOTISZ,O,X,X,O,O,O,O,X,X,O,X
LJOTIZS,O,O,O,X,O,O,O,X,X,O,X
LJOTSIZ,O,X,X,O,O,O,O,X,X,O,X
LJOTSZI,O,X,X,O,O,O,X,X,X,O,X
LJOTZIS,O,O,O,X,O,O,X,X,X,O,X
LJOTZSI,O,O,O,X,O,O,X,X,X,O,X
LJOITSZ,O,X,X,O,O,O,O,X,X,O,X
LJOITZS,O,O,O,X,O,O,O,X,X,O,X
LJOISTZ,O,X,X,O,O,O,O,X,X,O,X
LJOISZT,O,O,O,O,O,O,O,X,X,O,X
LJOIZTS,O,O,O,X,O,O,O,X,X,O,X
LJOIZST,O,O,O,O,O,O,O,X,X,O,X
LJOSTIZ,O,X,X,O,O,O,O,X,X,O,X
LJOSTZI,O,X,X,O,O,O,X,X,X,O,X
LJOSITZ,O,X,X,O,O,O,O,X,X,O,X
LJOSIZT,O,O,O,O,O,O,O,X,X,O,X
LJOSZTI,O,O,O,O,O,O,X,X,X,O,O
LJOSZIT,O,O,O,O,O,O,O,X,X,O,O
LJOZTIS,O,O,O,X,O,O,X,X,X,O,O
LJOZTSI,O,O,O,X,O,O,X,X,X,O,O
LJOZITS,O,O,O,X,O,O,O,X,X,O,O
LJOZIST,O,O,O,O,O,O,O,X,X,O,O
LJOZSTI,O,O,O,O,O,O,X,X,X,O,O
LJOZSIT,O,O,O,O,O,O,O,X,X,O,O
