sequence,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhFXgB8lBanB5?nB9rBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhF8kBzgBanB5?nB9rBXqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeT/IvhFKlBfmBmhB5?nBtrB0pB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFRgBGiB0lB6?rB/sBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFUhBanB5nBX?lBGrBzpB
OISJLTZ,O,X,X,O,X
OISJLZT,O,X,X,O,X
OISJZTL,O,O,X,O,X
OISJZLT,O,O,X,X,X
OISZTLJ,O,O,O,O,X
OISZTJL,O,O,O,O,X
OISZLTJ,O,O,O,O,X
OISZLJT,O,O,O,O,X
OISZJTL,O,O,X,O,X
OISZJLT,O,O,X,X,X
OIZTLJS,O,X,O,O,X
OIZTLSJ,O,X,O,O,X
OIZTJLS,O,X,O,X,X
OIZTJSL,O,X,O,O,X
OIZTSLJ,O,X,O,O,X
OIZTSJL,O,X,O,O,X
OIZLTJS,O,X,O,O,X
OIZLTSJ,O,X,O,O,X
OIZLJTS,O,X,O,X,X
OIZLJST,O,X,O,X,X
OIZLSTJ,O,X,O,O,X
OIZLSJT,O,X,O,O,X
OIZJTLS,O,X,O,X,X
OIZJTSL,O,X,X,X,X
OIZJLTS,O,X,O,X,X
OIZJLST,O,X,O,X,X
OIZJSTL,O,X,X,X,X
OIZJSLT,O,X,X,X,X
OIZSTLJ,O,X,O,O,X
OIZSTJL,O,X,O,O,X
OIZSLTJ,O,X,O,O,X
OIZSLJT,O,X,O,O,X
OIZSJTL,O,X,X,O,X
OIZSJLT,O,X,X,X,X
OLTIJSZ,O,O,X,O,O
OLTIJZS,O,X,X,X,O
OLTISJZ,O,O,O,O,X
OLTISZJ,O,O,O,O,X
OLTIZJS,O,X,O,O,X
OLTIZSJ,O,O,O,O,X
OLTJISZ,O,O,X,O,O
OLTJIZS,O,X,X,X,O
OLTJSIZ,O,O,X,O,O
OLTJSZI,O,O,X,O,O
OLTJZIS,O,X,X,O,O
OLTJZSI,O,X,X,O,O
OLTSIJZ,O,O,O,O,X
OLTSIZJ,O,O,O,O,X
OLTSJIZ,O,O,O,O,X
OLTSJZI,O,O,O,O,X
OLTSZIJ,O,O,O,O,X
OLTSZJI,O,O,O,O,X
OLTZIJS,O,X,O,O,X
OLTZISJ,O,O,O,O,X
OLTZJIS,O,X,O,O,X
OLTZJSI,O,X,O,O,X
OLTZSIJ,O,O,O,O,X
OLTZSJI,O,O,O,O,X
OLITJSZ,O,O,X,O,O
OLITJZS,O,X,X,X,O
OLITSJZ,O,O,O,O,X
OLITSZJ,O,O,O,O,X
OLITZJS,O,X,O,O,X
OLITZSJ,O,O,O,O,X
OLIJTSZ,O,X,X,X,O
OLIJTZS,O,X,X,X,O
OLIJSTZ,O,X,X,X,O
OLIJSZT,O,X,X,X,O
OLIJZTS,O,X,X,X,O
OLIJZST,O,X,X,X,O
OLISTJZ,O,X,O,O,X
OLISTZJ,O,X,O,O,X
OLISJTZ,O,X,X,O,X
OLISJZT,O,X,X,O,X
OLISZTJ,O,X,O,O,X
OLISZJT,O,X,O,O,X
OLIZTJS,O,X,O,O,X
OLIZTSJ,O,X,O,O,X
OLIZJTS,O,X,O,X,X
OLIZJST,O,X,O,X,X
OLIZSTJ,O,X,O,O,X
OLIZSJT,O,X,O,O,X
OLJTISZ,O,X,X,O,O
OLJTIZS,O,X,X,X,O
OLJTSIZ,O,X,X,O,O
OLJTSZI,O,X,X,O,O
OLJTZIS,O,X,X,O,O
OLJTZSI,O,X,X,O,O
OLJITSZ,O,X,X,X,O
OLJITZS,O,X,X,X,O
OLJISTZ,O,X,X,X,O
OLJISZT,O,X,X,X,O
OLJIZTS,O,X,X,X,O
OLJIZST,O,X,X,X,O
OLJSTIZ,O,X,X,O,O
OLJSTZI,O,X,X,O,O
OLJSITZ,O,X,X,O,O
OLJSIZT,O,X,X,O,O
OLJSZTI,O,X,X,O,O
OLJSZIT,O,X,X,O,O
OLJZTIS,O,X,X,O,O
OLJZTSI,O,X,X,O,O
OLJZITS,O,X,X,X,O
OLJZIST,O,X,X,X,O
OLJZSTI,O,X,X,O,O
OLJZSIT,O,X,X,O,O
OLSTIJZ,O,X,O,O,X
OLSTIZJ,O,X,O,O,X
OLSTJIZ,O,X,O,O,X
OLSTJZI,O,X,O,O,X
OLSTZIJ,O,X,O,O,X
OLSTZJI,O,X,O,O,X
OLSITJZ,O,X,O,O,X
OLSITZJ,O,X,O,O,X
OLSIJTZ,O,X,X,O,X
OLSIJZT,O,X,X,O,X
OLSIZTJ,O,X,O,O,X
OLSIZJT,O,X,O,O,X
OLSJTIZ,O,X,X,O,X
OLSJTZI,O,X,X,O,X
OLSJITZ,O,X,X,O,X
OLSJIZT,O,X,X,O,X
OLSJZTI,O,X,X,O,X
OLSJZIT,O,X,X,O,X
OLSZTIJ,O,X,O,O,X
OLSZTJI,O,X,O,O,X
OLSZITJ,O,X,O,O,X
OLSZIJT,O,X,O,O,X
OLSZJTI,O,X,O,O,X
OLSZJIT,O,X,O,O,X
OLZTIJS,O,X,O,O,X
OLZTISJ,O,X,O,O,X
OLZTJIS,O,X,O,O,X
OLZTJSI,O,X,O,O,X
OLZTSIJ,O,X,O,O,X
OLZTSJI,O,X,O,O,X
OLZITJS,O,X,O,O,X
OLZITSJ,O,X,O,O,X
OLZIJTS,O,X,O,X,X
OLZIJST,O,X,O,X,X
OLZISTJ,O,X,O,O,X
OLZISJT,O,X,O,O,X
OLZJTIS,O,X,O,O,X
OLZJTSI,O,X,O,O,X
OLZJITS,O,X,O,X,X
OLZJIST,O,X,O,X,X
OLZJSTI,O,X,O,O,X
OLZJSIT,O,X,O,O,X
OLZSTIJ,O,X,O,O,X
OLZSTJI,O,X,O,O,X
OLZSITJ,O,X,O,O,X
OLZSIJT,O,X,O,O,X
OLZSJTI,O,X,O,O,X
OLZSJIT,O,X,O,O,X
OJTILSZ,O,X,X,O,O
OJTILZS,O,X,X,X,O
OJTISLZ,O,X,X,O,O
OJTISZL,O,X,X,O,O
OJTIZLS,O,X,X,X,O
OJTIZSL,O,X,X,O,O
OJTLISZ,O,X,X,O,O
OJTLIZS,O,X,X,X,O
OJTLSIZ,O,X,X,O,O
OJTLSZI,O,X,X,O,O
OJTLZIS,O,X,X,O,O
OJTLZSI,O,X,X,O,O
OJTSILZ,O,X,X,O,O
OJTSIZL,O,X,X,O,O
OJTSLIZ,O,X,X,O,O
OJTSLZI,O,X,X,O,O
OJTSZIL,O,X,X,O,O
OJTSZLI,O,X,X,O,O
OJTZILS,O,X,X,X,O
OJTZISL,O,X,X,O,O
OJTZLIS,O,X,X,O,O
OJTZLSI,O,X,X,O,O
OJTZSIL,O,X,X,O,O
OJTZSLI,O,X,X,O,O
OJITLSZ,O,X,X,X,O
OJITLZS,O,X,X,X,O
OJITSLZ,O,X,X,X,O
OJITSZL,O,X,X,X,O
OJITZLS,O,X,X,X,O
OJITZSL,O,X,X,X,O
OJILTSZ,O,X,X,X,O
OJILTZS,O,X,X,X,O
OJILSTZ,O,X,X,X,O
OJILSZT,O,X,X,X,O
OJILZTS,O,X,X,X,O
OJILZST,O,X,X,X,O
OJISTLZ,O,X,X,X,O
OJISTZL,O,X,X,X,O
OJISLTZ,O,X,X,X,O
OJISLZT,O,X,X,X,O
OJISZTL,O,X,X,X,O
OJISZLT,O,X,X,X,O
OJIZTLS,O,X,X,X,O
OJIZTSL,O,X,X,X,O
OJIZLTS,O,X,X,X,O
OJIZLST,O,X,X,X,O
OJIZSTL,O,X,X,X,O
OJIZSLT,O,X,X,X,O
OJLTISZ,O,X,X,O,O
OJLTIZS,O,X,X,X,O
OJLTSIZ,O,X,X,O,O
OJLTSZI,O,X,X,O,O
OJLTZIS,O,X,X,O,O
OJLTZSI,O,X,X,O,O
OJLITSZ,O,X,X,X,O
OJLITZS,O,X,X,X,O
OJLISTZ,O,X,X,X,O
OJLISZT,O,X,X,X,O
OJLIZTS,O,X,X,X,O
OJLIZST,O,X,X,X,O
OJLSTIZ,O,X,X,O,O
OJLSTZI,O,X,X,O,O
OJLSITZ,O,X,X,O,O
OJLSIZT,O,X,X,O,O
OJLSZTI,O,X,X,O,O
OJLSZIT,O,X,X,O,O
OJLZTIS,O,X,X,O,O
OJLZTSI,O,X,X,O,O
OJLZITS,O,X,X,X,O
OJLZIST,O,X,X,X,O
OJLZSTI,O,X,X,O,O
OJLZSIT,O,X,X,O,O
OJSTILZ,O,X,X,O,O
OJSTIZL,O,X,X,O,O
OJSTLIZ,O,X,X,O,O
OJSTLZI,O,X,X,O,O
OJSTZIL,O,X,X,O,O
OJSTZLI,O,X,X,O,O
OJSITLZ,O,X,X,O,O
OJSITZL,O,X,X,O,O
OJSILTZ,O,X,X,O,O
OJSILZT,O,X,X,O,O
OJSIZTL,O,X,X,O,O
OJSIZLT,O,X,X,X,O
OJSLTIZ,O,X,X,O,O
OJSLTZI,O,X,X,O,O
OJSLITZ,O,X,X,O,O
OJSLIZT,O,X,X,O,O
OJSLZTI,O,X,X,O,O
OJSLZIT,O,X,X,O,O
OJSZTIL,O,X,X,O,O
OJSZTLI,O,X,X,O,O
OJSZITL,O,X,X,O,O
OJSZILT,O,X,X,X,O
OJSZLTI,O,X,X,O,O
OJSZLIT,O,X,X,O,O
OJZTILS,O,X,X,X,O
OJZTISL,O,X,X,O,O
OJZTLIS,O,X,X,O,O
OJZTLSI,O,X,X,O,O
OJZTSIL,O,X,X,O,O
OJZTSLI,O,X,X,O,O
OJZITLS,O,X,X,X,O
OJZITSL,O,X,X,X,O
OJZILTS,O,X,X,X,O
OJZILST,O,X,X,X,O
OJZISTL,O,X,X,X,O
OJZISLT,O,X,X,X,O
OJZLTIS,O,X,X,O,O
OJZLTSI,O,X,X,O,O
OJZLITS,O,X,X,X,O
OJZLIST,O,X,X,X,O
OJZLSTI,O,X,X,O,O
OJZLSIT,O,X,X,O,O
OJZSTIL,O,X,X,O,O
OJZSTLI,O,X,X,O,O
OJZSITL,O,X,X,O,O
OJZSILT,O,X,X,X,O
OJZSLTI,O,X,X,O,O
OJZSLIT,O,X,X,O,O
OSTILJZ,O,O,O,O,X
OSTILZJ,O,O,O,O,X
OSTIJLZ,O,O,O,O,X
OSTIJZL,O,O,O,O,X
OSTIZLJ,O,O,O,O,X
OSTIZJL,O,O,O,O,X
OSTLIJZ,O,O,O,O,X
OSTLIZJ,O,O,O,O,X
OSTLJIZ,O,O,O,O,X
OSTLJZI,O,O,O,O,X
OSTLZIJ,O,O,O,O,X
OSTLZJI,O,O,O,O,X
OSTJILZ,O,O,O,O,X
OSTJIZL,O,O,O,O,X
OSTJLIZ,O,O,O,O,X
OSTJLZI,O,O,O,O,X
OSTJZIL,O,O,O,O,X
OSTJZLI,O,O,O,O,X
OSTZILJ,O,O,O,O,X
OSTZIJL,O,O,O,O,X
OSTZLIJ,O,O,O,O,X
OSTZLJI,O,O,O,O,X
OSTZJIL,O,O,O,O,X
OSTZJLI,O,O,O,O,X
OSITLJZ,O,O,O,O,X
OSITLZJ,O,O,O,O,X
OSITJLZ,O,O,O,O,X
OSITJZL,O,O,O,O,X
OSITZLJ,O,O,O,O,X
OSITZJL,O,O,O,O,X
OSILTJZ,O,O,O,O,X
OSILTZJ,O,O,O,O,X
OSILJTZ,O,X,X,O,X
OSILJZT,O,X,X,O,X
OSILZTJ,O,O,O,O,X
OSILZJT,O,O,O,O,X
OSIJTLZ,O,O,X,O,X
OSIJTZL,O,O,X,O,X
OSIJLTZ,O,X,X,O,X
OSIJLZT,O,X,X,O,X
OSIJZTL,O,O,X,O,X
OSIJZLT,O,O,X,X,X
OSIZTLJ,O,O,O,O,X
OSIZTJL,O,O,O,O,X
OSIZLTJ,O,O,O,O,X
OSIZLJT,O,O,O,O,X
OSIZJTL,O,O,X,O,X
OSIZJLT,O,O,X,X,X
OSLTIJZ,O,O,O,O,X
OSLTIZJ,O,O,O,O,X
OSLTJIZ,O,O,O,O,X
OSLTJZI,O,O,O,O,X
OSLTZIJ,O,O,O,O,X
OSLTZJI,O,O,O,O,X
OSLITJZ,O,O,O,O,X
OSLITZJ,O,O,O,O,X
OSLIJTZ,O,X,X,O,X
OSLIJZT,O,X,X,O,X
OSLIZTJ,O,O,O,O,X
OSLIZJT,O,O,O,O,X
OSLJTIZ,O,X,X,O,X
OSLJTZI,O,X,X,O,X
OSLJITZ,O,X,X,O,X
OSLJIZT,O,X,X,O,X
OSLJZTI,O,X,X,O,X
OSLJZIT,O,X,X,O,X
OSLZTIJ,O,O,O,O,X
OSLZTJI,O,O,O,O,X
OSLZITJ,O,O,O,O,X
OSLZIJT,O,O,O,O,X
OSLZJTI,O,O,O,O,X
OSLZJIT,O,O,O,O,X
OSJTILZ,O,O,X,O,X
OSJTIZL,O,O,X,O,X
OSJTLIZ,O,O,X,O,X
OSJTLZI,O,O,X,O,X
OSJTZIL,O,O,X,O,X
OSJTZLI,O,O,X,O,X
OSJITLZ,O,O,X,O,X
OSJITZL,O,O,X,O,X
OSJILTZ,O,X,X,O,X
OSJILZT,O,X,X,O,X
OSJIZTL,O,O,X,O,X
OSJIZLT,O,O,X,X,X
OSJLTIZ,O,X,X,O,X
OSJLTZI,O,X,X,O,X
OSJLITZ,O,X,X,O,X
OSJLIZT,O,X,X,O,X
OSJLZTI,O,X,X,O,X
OSJLZIT,O,X,X,O,X
OSJZTIL,O,O,X,O,X
OSJZTLI,O,O,X,O,X
OSJZITL,O,O,X,O,X
OSJZILT,O,O,X,X,X
OSJZLTI,O,O,X,O,X
OSJZLIT,O,O,X,O,X
OSZTILJ,O,O,O,O,X
OSZTIJL,O,O,O,O,X
OSZTLIJ,O,O,O,O,X
OSZTLJI,O,O,O,O,X
OSZTJIL,O,O,O,O,X
OSZTJLI,O,O,O,O,X
OSZITLJ,O,O,O,O,X
OSZITJL,O,O,O,O,X
OSZILTJ,O,O,O,O,X
OSZILJT,O,O,O,O,X
OSZIJTL,O,O,X,O,X
OSZIJLT,O,O,X,X,X
OSZLTIJ,O,O,O,O,X
OSZLTJI,O,O,O,O,X
OSZLITJ,O,O,O,O,X
OSZLIJT,O,O,O,O,X
OSZLJTI,O,O,O,O,X
OSZLJIT,O,O,O,O,X
OSZJTIL,O,O,X,O,X
OSZJTLI,O,O,X,O,X
OSZJITL,O,O,X,O,X
OSZJILT,O,O,X,X,X
OSZJLTI,O,O,X,O,X
OSZJLIT,O,O,X,O,X
OZTILJS,O,X,O,O,X
OZTILSJ,O,X,O,O,X
OZTIJLS,O,X,O,X,X
OZTIJSL,O,X,O,O,X
OZTISLJ,O,X,O,O,X
OZTISJL,O,X,O,O,X
OZTLIJS,O,X,O,O,X
OZTLISJ,O,X,O,O,X
OZTLJIS,O,X,O,O,X
OZTLJSI,O,X,O,O,X
OZTLSIJ,O,X,O,O,X
OZTLSJI,O,X,O,O,X
OZTJILS,O,X,O,X,X
OZTJISL,O,X,O,O,X
OZTJLIS,O,X,O,O,X
OZTJLSI,O,X,O,O,X
OZTJSIL,O,X,O,O,X
OZTJSLI,O,X,O,O,X
OZTSILJ,O,X,O,O,X
OZTSIJL,O,X,O,O,X
OZTSLIJ,O,X,O,O,X
OZTSLJI,O,X,O,O,X
OZTSJIL,O,X,O,O,X
OZTSJLI,O,X,O,O,X
OZITLJS,O,X,O,O,X
OZITLSJ,O,X,O,O,X
OZITJLS,O,X,O,X,X
OZITJSL,O,X,O,O,X
OZITSLJ,O,X,O,O,X
OZITSJL,O,X,O,O,X
OZILTJS,O,X,O,O,X
OZILTSJ,O,X,O,O,X
OZILJTS,O,X,O,X,X
OZILJST,O,X,O,X,X
OZILSTJ,O,X,O,O,X
OZILSJT,O,X,O,O,X
OZIJTLS,O,X,O,X,X
OZIJTSL,O,X,X,X,X
OZIJLTS,O,X,O,X,X
OZIJLST,O,X,O,X,X
OZIJSTL,O,X,X,X,X
OZIJSLT,O,X,X,X,X
OZISTLJ,O,X,O,O,X
OZISTJL,O,X,O,O,X
OZISLTJ,O,X,O,O,X
OZISLJT,O,X,O,O,X
OZISJTL,O,X,X,O,X
OZISJLT,O,X,X,X,X
OZLTIJS,O,X,O,O,X
OZLTISJ,O,X,O,O,X
OZLTJIS,O,X,O,O,X
OZLTJSI,O,X,O,O,X
OZLTSIJ,O,X,O,O,X
OZLTSJI,O,X,O,O,X
OZLITJS,O,X,O,O,X
OZLITSJ,O,X,O,O,X
OZLIJTS,O,X,O,X,X
OZLIJST,O,X,O,X,X
OZLISTJ,O,X,O,O,X
OZLISJT,O,X,O,O,X
OZLJTIS,O,X,O,O,X
OZLJTSI,O,X,O,O,X
OZLJITS,O,X,O,X,X
OZLJIST,O,X,O,X,X
OZLJSTI,O,X,O,O,X
OZLJSIT,O,X,O,O,X
OZLSTIJ,O,X,O,O,X
OZLSTJI,O,X,O,O,X
OZLSITJ,O,X,O,O,X
OZLSIJT,O,X,O,O,X
OZLSJTI,O,X,O,O,X
OZLSJIT,O,X,O,O,X
OZJTILS,O,X,O,X,X
OZJTISL,O,X,X,O,X
OZJTLIS,O,X,O,O,X
OZJTLSI,O,X,O,O,X
OZJTSIL,O,X,X,O,X
OZJTSLI,O,X,X,O,X
OZJITLS,O,X,O,X,X
OZJITSL,O,X,X,X,X
OZJILTS,O,X,O,X,X
OZJILST,O,X,O,X,X
OZJISTL,O,X,X,X,X
OZJISLT,O,X,X,X,X
OZJLTIS,O,X,O,O,X
OZJLTSI,O,X,O,O,X
OZJLITS,O,X,O,X,X
OZJLIST,O,X,O,X,X
OZJLSTI,O,X,O,O,X
OZJLSIT,O,X,O,O,X
OZJSTIL,O,X,X,O,X
OZJSTLI,O,X,X,O,X
OZJSITL,O,X,X,O,X
OZJSILT,O,X,X,X,X
OZJSLTI,O,X,X,O,X
OZJSLIT,O,X,X,O,X
OZSTILJ,O,X,O,O,X
OZSTIJL,O,X,O,O,X
OZSTLIJ,O,X,O,O,X
OZSTLJI,O,X,O,O,X
OZSTJIL,O,X,O,O,X
OZSTJLI,O,X,O,O,X
OZSITLJ,O,X,O,O,X
OZSITJL,O,X,O,O,X
OZSILTJ,O,X,O,O,X
OZSILJT,O,X,O,O,X
OZSIJTL,O,X,X,O,X
OZSIJLT,O,X,X,X,X
OZSLTIJ,O,X,O,O,X
OZSLTJI,O,X,O,O,X
OZSLITJ,O,X,O,O,X
OZSLIJT,O,X,O,O,X
OZSLJTI,O,X,O,O,X
OZSLJIT,O,X,O,O,X
OZSJTIL,O,X,X,O,X
OZSJTLI,O,X,X,O,X
OZSJITL,O,X,X,O,X
OZSJILT,O,X,X,X,X
OZSJLTI,O,X,X,O,X
OZSJLIT,O,X,X,O,X
