sequence,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem6IvhFzbB/iB?ajB5jB0fBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Je//IvhFagBzbB?mdB5jB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbBxdB?XgB0iB6oBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbByiB?5jBXgB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFygBmdB?5jB0iBXgBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem7IvhFTdBxfB?XjB0fB6oBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jex6IvhFygB/iB?0fBTjBGoBlsB
SIJTLOZ,X,O,O,O,X,O,X
SIJTZLO,X,O,O,O,X,X,X
SIJTZOL,X,O,O,O,X,O,X
SIJTOLZ,X,O,O,O,X,O,X
SIJTOZL,X,O,O,O,X,O,X
SIJLTZO,X,O,X,O,X,X,X
SIJLTOZ,X,O,O,O,X,X,X
SIJLZTO,O,O,O,X,X,X,X
SIJLZOT,O,O,O,O,X,X,X
SIJLOTZ,X,O,O,O,X,X,X
SIJLOZT,O,O,O,O,X,X,X
SIJZTLO,O,O,X,O,X,X,X
SIJZTOL,O,O,O,O,X,X,X
SIJZLTO,O,O,O,X,X,X,X
SIJZLOT,O,O,O,O,X,X,X
SIJZOTL,O,O,O,O,X,X,X
SIJZOLT,O,O,O,O,X,X,X
SIJOTLZ,X,O,O,O,X,O,X
SIJOTZL,X,O,O,O,X,O,X
SIJOLTZ,X,O,O,O,X,X,X
SIJOLZT,O,O,O,O,X,X,X
SIJOZTL,O,O,O,O,X,X,X
SIJOZLT,O,O,O,O,X,X,X
SIZTLJO,O,O,X,O,X,X,O
SIZTLOJ,O,O,X,O,X,X,O
SIZTJLO,O,O,X,O,X,X,O
SIZTJOL,O,O,O,O,X,X,O
SIZTOLJ,O,O,X,O,X,X,O
SIZTOJL,O,O,O,O,X,X,O
SIZLTJO,O,O,O,X,X,X,O
SIZLTOJ,O,O,O,X,X,X,O
SIZLJTO,O,O,O,X,X,X,O
SIZLJOT,O,O,O,O,O,X,X
SIZLOTJ,O,O,O,X,X,X,O
SIZLOJT,O,O,O,O,O,X,X
SIZJTLO,O,O,X,O,X,X,O
SIZJTOL,O,O,O,O,X,X,O
SIZJLTO,O,O,O,X,X,X,O
SIZJLOT,O,O,O,O,O,X,X
SIZJOTL,O,O,O,O,X,X,X
SIZJOLT,O,O,O,O,O,X,X
SIZOTLJ,O,O,X,O,X,X,O
SIZOTJL,O,O,O,O,X,X,O
SIZOLTJ,O,O,O,X,X,X,O
SIZOLJT,O,O,O,O,O,X,X
SIZOJTL,O,O,O,O,X,X,X
SIZOJLT,O,O,O,O,O,X,X
SIOTLJZ,O,O,O,O,X,O,X
SIOTLZJ,O,O,O,O,O,X,X
SIOTJLZ,O,O,O,O,X,O,X
SIOTJZL,O,O,O,O,X,O,X
SIOTZLJ,O,O,O,O,O,X,X
SIOTZJL,O,O,O,O,O,O,X
SIOLTJZ,X,O,O,O,X,X,X
SIOLTZJ,O,O,X,O,O,X,X
SIOLJTZ,X,O,O,O,X,X,X
SIOLJZT,O,O,O,O,X,X,X
SIOLZTJ,O,O,O,X,X,X,X
SIOLZJT,O,O,O,O,O,X,X
SIOJTLZ,X,O,O,O,X,O,X
SIOJTZL,X,O,O,O,X,O,X
SIOJLTZ,X,O,O,O,X,X,X
SIOJLZT,O,O,O,O,X,X,X
SIOJZTL,O,O,O,O,X,X,X
SIOJZLT,O,O,O,O,X,X,X
SIOZTLJ,O,O,X,O,X,X,X
SIOZTJL,O,O,O,O,X,X,X
SIOZLTJ,O,O,O,X,X,X,X
SIOZLJT,O,O,O,O,O,X,X
SIOZJTL,O,O,O,O,X,X,X
SIOZJLT,O,O,O,O,O,X,X
SLTIJZO,O,O,O,O,X,X,X
SLTIJOZ,O,O,O,O,X,X,X
SLTIZJO,O,O,O,O,O,X,O
SLTIZOJ,O,O,O,O,O,X,O
SLTIOJZ,O,O,O,O,X,X,X
SLTIOZJ,O,O,O,O,O,X,O
SLTJIZO,O,O,O,O,X,X,X
SLTJIOZ,O,O,O,O,X,X,X
SLTJZIO,O,O,O,O,X,X,O
SLTJZOI,O,O,O,O,X,X,O
SLTJOIZ,O,O,O,O,X,X,X
SLTJOZI,O,O,O,O,X,X,O
SLTZIJO,O,O,O,O,O,X,O
SLTZIOJ,O,O,O,O,O,X,O
SLTZJIO,O,O,O,O,O,X,O
SLTZJOI,O,O,O,O,O,X,O
SLTZOIJ,O,O,O,O,O,X,O
SLTZOJI,O,O,O,O,O,X,O
SLTOIJZ,O,O,O,O,X,X,X
SLTOIZJ,O,O,O,O,O,X,O
SLTOJIZ,O,O,O,O,X,X,X
SLTOJZI,O,O,O,O,X,X,O
SLTOZIJ,O,O,O,O,O,X,O
SLTOZJI,O,O,O,O,O,X,O
SLITJZO,X,O,X,O,X,X,X
SLITJOZ,X,O,O,O,X,X,X
SLITZJO,O,O,X,O,O,X,O
SLITZOJ,O,O,X,O,O,X,O
SLITOJZ,X,O,O,O,X,X,X
SLITOZJ,O,O,X,O,O,X,O
SLIJTZO,X,O,X,O,X,X,X
SLIJTOZ,X,O,O,O,X,X,X
SLIJZTO,O,O,O,X,X,X,X
SLIJZOT,O,O,O,O,X,X,X
SLIJOTZ,X,O,O,O,X,X,X
SLIJOZT,O,O,O,O,X,X,X
SLIZTJO,O,O,O,X,X,X,O
SLIZTOJ,O,O,O,X,X,X,O
SLIZJTO,O,O,O,X,X,X,O
SLIZJOT,O,O,O,O,O,X,X
SLIZOTJ,O,O,O,X,X,X,O
SLIZOJT,O,O,O,O,O,X,X
SLIOTJZ,X,O,O,O,X,X,X
SLIOTZJ,O,O,X,O,O,X,X
SLIOJTZ,X,O,O,O,X,X,X
SLIOJZT,O,O,O,O,X,X,X
SLIOZTJ,O,O,O,X,X,X,X
SLIOZJT,O,O,O,O,O,X,X
SLJTIZO,X,O,O,O,X,X,X
SLJTIOZ,X,O,O,O,X,X,X
SLJTZIO,X,O,O,O,X,X,O
SLJTZOI,X,O,O,O,X,X,O
SLJTOIZ,X,O,O,O,X,X,X
SLJTOZI,X,O,O,O,X,X,O
SLJITZO,X,O,X,O,X,X,X
SLJITOZ,X,O,O,O,X,X,X
SLJIZTO,O,O,O,X,X,X,X
SLJIZOT,O,O,O,O,X,X,X
SLJIOTZ,X,O,O,O,X,X,X
SLJIOZT,O,O,O,O,X,X,X
SLJZTIO,O,O,O,X,X,X,O
SLJZTOI,O,O,O,X,X,X,O
SLJZITO,O,O,O,X,X,X,O
SLJZIOT,O,O,O,O,X,X,X
SLJZOTI,O,O,O,X,X,X,X
SLJZOIT,O,O,O,O,X,X,X
SLJOTIZ,X,O,O,O,X,X,X
SLJOTZI,X,O,O,O,X,X,X
SLJOITZ,X,O,O,O,X,X,X
SLJOIZT,O,O,O,O,X,X,X
SLJOZTI,O,O,O,X,X,X,X
SLJOZIT,O,O,O,O,X,X,X
SLZTIJO,O,O,O,X,X,X,O
SLZTIOJ,O,O,O,X,X,X,O
SLZTJIO,O,O,O,X,X,X,O
SLZTJOI,O,O,O,X,X,X,O
SLZTOIJ,O,O,O,X,X,X,O
SLZTOJI,O,O,O,X,X,X,O
SLZITJO,O,O,O,X,X,X,O
SLZITOJ,O,O,O,X,X,X,O
SLZIJTO,O,O,O,X,X,X,O
SLZIJOT,O,O,O,O,O,X,X
SLZIOTJ,O,O,O,X,X,X,O
SLZIOJT,O,O,O,O,O,X,X
SLZJTIO,O,O,O,X,X,X,O
SLZJTOI,O,O,O,X,X,X,O
SLZJITO,O,O,O,X,X,X,O
SLZJIOT,O,O,O,O,O,X,X
SLZJOTI,O,O,O,X,X,X,X
SLZJOIT,O,O,O,O,O,X,X
SLZOTIJ,O,O,O,X,X,X,O
SLZOTJI,O,O,O,X,X,X,O
SLZOITJ,O,O,O,X,X,X,O
SLZOIJT,O,O,O,O,O,X,X
SLZOJTI,O,O,O,X,X,X,X
SLZOJIT,O,O,O,O,O,X,X
SLOTIJZ,O,O,O,O,X,X,X
SLOTIZJ,O,O,O,O,O,X,O
SLOTJIZ,O,O,O,O,X,X,X
SLOTJZI,O,O,O,O,X,X,O
SLOTZIJ,O,O,O,O,O,X,O
SLOTZJI,O,O,O,O,O,X,O
SLOITJZ,X,O,O,O,X,X,X
SLOITZJ,O,O,X,O,O,X,X
SLOIJTZ,X,O,O,O,X,X,X
SLOIJZT,O,O,O,O,X,X,X
SLOIZTJ,O,O,O,X,X,X,X
SLOIZJT,O,O,O,O,O,X,X
SLOJTIZ,X,O,O,O,X,X,X
SLOJTZI,X,O,O,O,X,X,X
SLOJITZ,X,O,O,O,X,X,X
SLOJIZT,O,O,O,O,X,X,X
SLOJZTI,O,O,O,X,X,X,X
SLOJZIT,O,O,O,O,X,X,X
SLOZTIJ,O,O,O,X,X,X,O
SLOZTJI,O,O,O,X,X,X,O
SLOZITJ,O,O,O,X,X,X,O
SLOZIJT,O,O,O,O,O,X,X
SLOZJTI,O,O,O,X,X,X,X
SLOZJIT,O,O,O,O,O,X,X
SJTILZO,O,O,O,O,X,X,X
SJTILOZ,O,O,O,O,X,O,X
SJTIZLO,O,O,O,O,X,X,X
SJTIZOL,O,O,O,O,X,O,X
SJTIOLZ,O,O,O,O,X,O,X
SJTIOZL,O,O,O,O,X,O,X
SJTLIZO,O,O,O,O,X,X,X
SJTLIOZ,O,O,O,O,X,O,X
SJTLZIO,O,O,O,O,X,X,O
SJTLZOI,O,O,O,O,X,X,O
SJTLOIZ,O,O,O,O,X,O,X
SJTLOZI,O,O,O,O,X,X,O
SJTZILO,O,O,O,O,X,X,O
SJTZIOL,O,O,O,O,X,O,O
SJTZLIO,O,O,O,O,X,X,O
SJTZLOI,O,O,O,O,X,X,O
SJTZOIL,O,O,O,O,X,O,O
SJTZOLI,O,O,O,O,X,X,O
SJTOILZ,O,O,O,O,X,O,X
SJTOIZL,O,O,O,O,X,O,X
SJTOLIZ,O,O,O,O,X,O,X
SJTOLZI,O,O,O,O,X,X,O
SJTOZIL,O,O,O,O,X,O,O
SJTOZLI,O,O,O,O,X,X,O
SJITLZO,X,O,O,O,X,X,X
SJITLOZ,X,O,O,O,X,O,X
SJITZLO,X,O,O,O,X,X,X
SJITZOL,X,O,O,O,X,O,X
SJITOLZ,X,O,O,O,X,O,X
SJITOZL,X,O,O,O,X,O,X
SJILTZO,X,O,X,O,X,X,X
SJILTOZ,X,O,O,O,X,X,X
SJILZTO,O,O,O,X,X,X,X
SJILZOT,O,O,O,O,X,X,X
SJILOTZ,X,O,O,O,X,X,X
SJILOZT,O,O,O,O,X,X,X
SJIZTLO,O,O,X,O,X,X,X
SJIZTOL,O,O,O,O,X,X,X
SJIZLTO,O,O,O,X,X,X,X
SJIZLOT,O,O,O,O,X,X,X
SJIZOTL,O,O,O,O,X,X,X
SJIZOLT,O,O,O,O,X,X,X
SJIOTLZ,X,O,O,O,X,O,X
SJIOTZL,X,O,O,O,X,O,X
SJIOLTZ,X,O,O,O,X,X,X
SJIOLZT,O,O,O,O,X,X,X
SJIOZTL,O,O,O,O,X,X,X
SJIOZLT,O,O,O,O,X,X,X
SJLTIZO,X,O,O,O,X,X,X
SJLTIOZ,X,O,O,O,X,X,X
SJLTZIO,X,O,O,O,X,X,O
SJLTZOI,X,O,O,O,X,X,O
SJLTOIZ,X,O,O,O,X,X,X
SJLTOZI,X,O,O,O,X,X,O
SJLITZO,X,O,X,O,X,X,X
SJLITOZ,X,O,O,O,X,X,X
SJLIZTO,O,O,O,X,X,X,X
SJLIZOT,O,O,O,O,X,X,X
SJLIOTZ,X,O,O,O,X,X,X
SJLIOZT,O,O,O,O,X,X,X
SJLZTIO,O,O,O,X,X,X,O
SJLZTOI,O,O,O,X,X,X,O
SJLZITO,O,O,O,X,X,X,O
SJLZIOT,O,O,O,O,X,X,X
SJLZOTI,O,O,O,X,X,X,X
SJLZOIT,O,O,O,O,X,X,X
SJLOTIZ,X,O,O,O,X,X,X
SJLOTZI,X,O,O,O,X,X,X
SJLOITZ,X,O,O,O,X,X,X
SJLOIZT,O,O,O,O,X,X,X
SJLOZTI,O,O,O,X,X,X,X
SJLOZIT,O,O,O,O,X,X,X
SJZTILO,O,O,O,O,X,X,O
SJZTIOL,O,O,O,O,X,X,O
SJZTLIO,O,O,O,O,X,X,O
SJZTLOI,O,O,O,O,X,X,O
SJZTOIL,O,O,O,O,X,X,O
SJZTOLI,O,O,O,O,X,X,O
SJZITLO,O,O,X,O,X,X,O
SJZITOL,O,O,O,O,X,X,O
SJZILTO,O,O,O,X,X,X,O
SJZILOT,O,O,O,O,X,X,X
SJZIOTL,O,O,O,O,X,X,X
SJZIOLT,O,O,O,O,X,X,X
SJZLTIO,O,O,O,X,X,X,O
SJZLTOI,O,O,O,X,X,X,O
SJZLITO,O,O,O,X,X,X,O
SJZLIOT,O,O,O,O,X,X,X
SJZLOTI,O,O,O,X,X,X,X
SJZLOIT,O,O,O,O,X,X,X
SJZOTIL,O,O,O,O,X,X,X
SJZOTLI,O,O,O,O,X,X,X
SJZOITL,O,O,O,O,X,X,X
SJZOILT,O,O,O,O,X,X,X
SJZOLTI,O,O,O,X,X,X,X
SJZOLIT,O,O,O,O,X,X,X
SJOTILZ,O,O,O,O,X,O,X
SJOTIZL,O,O,O,O,X,O,X
SJOTLIZ,O,O,O,O,X,O,X
SJOTLZI,O,O,O,O,X,X,X
SJOTZIL,O,O,O,O,X,O,X
SJOTZLI,O,O,O,O,X,X,X
SJOITLZ,X,O,O,O,X,O,X
SJOITZL,X,O,O,O,X,O,X
SJOILTZ,X,O,O,O,X,X,X
SJOILZT,O,O,O,O,X,X,X
SJOIZTL,O,O,O,O,X,X,X
SJOIZLT,O,O,O,O,X,X,X
SJOLTIZ,X,O,O,O,X,X,X
SJOLTZI,X,O,O,O,X,X,X
SJOLITZ,X,O,O,O,X,X,X
SJOLIZT,O,O,O,O,X,X,X
SJOLZTI,O,O,O,X,X,X,X
SJOLZIT,O,O,O,O,X,X,X
SJOZTIL,O,O,O,O,X,X,X
SJOZTLI,O,O,O,O,X,X,X
SJOZITL,O,O,O,O,X,X,X
SJOZILT,O,O,O,O,X,X,X
SJOZLTI,O,O,O,X,X,X,X
SJOZLIT,O,O,O,O,X,X,X
SZTILJO,O,O,O,O,X,X,O
SZTILOJ,O,O,O,O,X,X,O
SZTIJLO,O,O,O,O,X,X,O
SZTIJOL,O,O,O,O,X,X,O
SZTIOLJ,O,O,O,O,X,X,O
SZTIOJL,O,O,O,O,X,X,O
SZTLIJO,O,O,O,O,X,X,O
SZTLIOJ,O,O,O,O,X,X,O
SZTLJIO,O,O,O,O,X,X,O
SZTLJOI,O,O,O,O,X,X,O
SZTLOIJ,O,O,O,O,X,X,O
SZTLOJI,O,O,O,O,X,X,O
SZTJILO,O,O,O,O,X,X,O
SZTJIOL,O,O,O,O,X,X,O
SZTJLIO,O,O,O,O,X,X,O
SZTJLOI,O,O,O,O,X,X,O
SZTJOIL,O,O,O,O,X,X,O
SZTJOLI,O,O,O,O,X,X,O
SZTOILJ,O,O,O,O,X,X,O
SZTOIJL,O,O,O,O,X,X,O
SZTOLIJ,O,O,O,O,X,X,O
SZTOLJI,O,O,O,O,X,X,O
SZTOJIL,O,O,O,O,X,X,O
SZTOJLI,O,O,O,O,X,X,O
SZITLJO,O,O,X,O,X,X,O
SZITLOJ,O,O,X,O,X,X,O
SZITJLO,O,O,X,O,X,X,O
SZITJOL,O,O,O,O,X,X,O
SZITOLJ,O,O,X,O,X,X,O
SZITOJL,O,O,O,O,X,X,O
SZILTJO,O,O,O,X,X,X,O
SZILTOJ,O,O,O,X,X,X,O
SZILJTO,O,O,O,X,X,X,O
SZILJOT,O,O,O,O,O,X,X
SZILOTJ,O,O,O,X,X,X,O
SZILOJT,O,O,O,O,O,X,X
SZIJTLO,O,O,X,O,X,X,O
SZIJTOL,O,O,O,O,X,X,O
SZIJLTO,O,O,O,X,X,X,O
SZIJLOT,O,O,O,O,O,X,X
SZIJOTL,O,O,O,O,X,X,X
SZIJOLT,O,O,O,O,O,X,X
SZIOTLJ,O,O,X,O,X,X,O
SZIOTJL,O,O,O,O,X,X,O
SZIOLTJ,O,O,O,X,X,X,O
SZIOLJT,O,O,O,O,O,X,X
SZIOJTL,O,O,O,O,X,X,X
SZIOJLT,O,O,O,O,O,X,X
SZLTIJO,O,O,O,X,X,X,O
SZLTIOJ,O,O,O,X,X,X,O
SZLTJIO,O,O,O,X,X,X,O
SZLTJOI,O,O,O,X,X,X,O
SZLTOIJ,O,O,O,X,X,X,O
SZLTOJI,O,O,O,X,X,X,O
SZLITJO,O,O,O,X,X,X,O
SZLITOJ,O,O,O,X,X,X,O
SZLIJTO,O,O,O,X,X,X,O
SZLIJOT,O,O,O,O,O,X,X
SZLIOTJ,O,O,O,X,X,X,O
SZLIOJT,O,O,O,O,O,X,X
SZLJTIO,O,O,O,X,X,X,O
SZLJTOI,O,O,O,X,X,X,O
SZLJITO,O,O,O,X,X,X,O
SZLJIOT,O,O,O,O,O,X,X
SZLJOTI,O,O,O,X,X,X,X
SZLJOIT,O,O,O,O,O,X,X
SZLOTIJ,O,O,O,X,X,X,O
SZLOTJI,O,O,O,X,X,X,O
SZLOITJ,O,O,O,X,X,X,O
SZLOIJT,O,O,O,O,O,X,X
SZLOJTI,O,O,O,X,X,X,X
SZLOJIT,O,O,O,O,O,X,X
SZJTILO,O,O,O,O,X,X,O
SZJTIOL,O,O,O,O,X,X,O
SZJTLIO,O,O,O,O,X,X,O
SZJTLOI,O,O,O,O,X,X,O
SZJTOIL,O,O,O,O,X,X,O
SZJTOLI,O,O,O,O,X,X,O
SZJITLO,O,O,X,O,X,X,O
SZJITOL,O,O,O,O,X,X,O
SZJILTO,O,O,O,X,X,X,O
SZJILOT,O,O,O,O,O,X,X
SZJIOTL,O,O,O,O,X,X,X
SZJIOLT,O,O,O,O,O,X,X
SZJLTIO,O,O,O,X,X,X,O
SZJLTOI,O,O,O,X,X,X,O
SZJLITO,O,O,O,X,X,X,O
SZJLIOT,O,O,O,O,O,X,X
SZJLOTI,O,O,O,X,X,X,X
SZJLOIT,O,O,O,O,O,X,X
SZJOTIL,O,O,O,O,X,X,X
SZJOTLI,O,O,O,O,X,X,X
SZJOITL,O,O,O,O,X,X,X
SZJOILT,O,O,O,O,O,X,X
SZJOLTI,O,O,O,X,X,X,X
SZJOLIT,O,O,O,O,O,X,X
SZOTILJ,O,O,O,O,X,X,O
SZOTIJL,O,O,O,O,X,X,O
SZOTLIJ,O,O,O,O,X,X,O
SZOTLJI,O,O,O,O,X,X,O
SZOTJIL,O,O,O,O,X,X,O
SZOTJLI,O,O,O,O,X,X,O
SZOITLJ,O,O,X,O,X,X,O
SZOITJL,O,O,O,O,X,X,O
SZOILTJ,O,O,O,X,X,X,O
SZOILJT,O,O,O,O,O,X,X
SZOIJTL,O,O,O,O,X,X,X
SZOIJLT,O,O,O,O,O,X,X
SZOLTIJ,O,O,O,X,X,X,O
SZOLTJI,O,O,O,X,X,X,O
SZOLITJ,O,O,O,X,X,X,O
SZOLIJT,O,O,O,O,O,X,X
SZOLJTI,O,O,O,X,X,X,X
SZOLJIT,O,O,O,O,O,X,X
SZOJTIL,O,O,O,O,X,X,X
SZOJTLI,O,O,O,O,X,X,X
SZOJITL,O,O,O,O,X,X,X
SZOJILT,O,O,O,O,O,X,X
SZOJLTI,O,O,O,X,X,X,X
SZOJLIT,O,O,O,O,O,X,X
SOTILJZ,O,O,O,O,X,O,X
SOTILZJ,O,O,O,O,O,X,O
SOTIJLZ,O,O,O,O,X,O,X
SOTIJZL,O,O,O,O,X,O,X
SOTIZLJ,O,O,O,O,O,X,O
SOTIZJL,O,O,O,O,O,O,O
SOTLIJZ,O,O,O,O,X,O,X
SOTLIZJ,O,O,O,O,O,X,O
SOTLJIZ,O,O,O,O,X,O,X
SOTLJZI,O,O,O,O,X,X,O
SOTLZIJ,O,O,O,O,O,X,O
SOTLZJI,O,O,O,O,O,X,O
SOTJILZ,O,O,O,O,X,O,X
SOTJIZL,O,O,O,O,X,O,X
SOTJLIZ,O,O,O,O,X,O,X
SOTJLZI,O,O,O,O,X,X,O
SOTJZIL,O,O,O,O,X,O,O
SOTJZLI,O,O,O,O,X,X,O
SOTZILJ,O,O,O,O,O,X,O
SOTZIJL,O,O,O,O,O,O,O
SOTZLIJ,O,O,O,O,O,X,O
SOTZLJI,O,O,O,O,O,X,O
SOTZJIL,O,O,O,O,O,O,O
SOTZJLI,O,O,O,O,O,X,O
SOITLJZ,O,O,O,O,X,O,X
SOITLZJ,O,O,O,O,O,X,X
SOITJLZ,O,O,O,O,X,O,X
SOITJZL,O,O,O,O,X,O,X
SOITZLJ,O,O,O,O,O,X,X
SOITZJL,O,O,O,O,O,O,X
SOILTJZ,X,O,O,O,X,X,X
SOILTZJ,O,O,X,O,O,X,X
SOILJTZ,X,O,O,O,X,X,X
SOILJZT,O,O,O,O,X,X,X
SOILZTJ,O,O,O,X,X,X,X
SOILZJT,O,O,O,O,O,X,X
SOIJTLZ,X,O,O,O,X,O,X
SOIJTZL,X,O,O,O,X,O,X
SOIJLTZ,X,O,O,O,X,X,X
SOIJLZT,O,O,O,O,X,X,X
SOIJZTL,O,O,O,O,X,X,X
SOIJZLT,O,O,O,O,X,X,X
SOIZTLJ,O,O,X,O,X,X,X
SOIZTJL,O,O,O,O,X,X,X
SOIZLTJ,O,O,O,X,X,X,X
SOIZLJT,O,O,O,O,O,X,X
SOIZJTL,O,O,O,O,X,X,X
SOIZJLT,O,O,O,O,O,X,X
SOLTIJZ,O,O,O,O,X,X,X
SOLTIZJ,O,O,O,O,O,X,O
SOLTJIZ,O,O,O,O,X,X,X
SOLTJZI,O,O,O,O,X,X,O
SOLTZIJ,O,O,O,O,O,X,O
SOLTZJI,O,O,O,O,O,X,O
SOLITJZ,X,O,O,O,X,X,X
SOLITZJ,O,O,X,O,O,X,X
SOLIJTZ,X,O,O,O,X,X,X
SOLIJZT,O,O,O,O,X,X,X
SOLIZTJ,O,O,O,X,X,X,X
SOLIZJT,O,O,O,O,O,X,X
SOLJTIZ,X,O,O,O,X,X,X
SOLJTZI,X,O,O,O,X,X,X
SOLJITZ,X,O,O,O,X,X,X
SOLJIZT,O,O,O,O,X,X,X
SOLJZTI,O,O,O,X,X,X,X
SOLJZIT,O,O,O,O,X,X,X
SOLZTIJ,O,O,O,X,X,X,O
SOLZTJI,O,O,O,X,X,X,O
SOLZITJ,O,O,O,X,X,X,O
SOLZIJT,O,O,O,O,O,X,X
SOLZJTI,O,O,O,X,X,X,X
SOLZJIT,O,O,O,O,O,X,X
SOJTILZ,O,O,O,O,X,O,X
SOJTIZL,O,O,O,O,X,O,X
SOJTLIZ,O,O,O,O,X,O,X
SOJTLZI,O,O,O,O,X,X,X
SOJTZIL,O,O,O,O,X,O,X
SOJTZLI,O,O,O,O,X,X,X
SOJITLZ,X,O,O,O,X,O,X
SOJITZL,X,O,O,O,X,O,X
SOJILTZ,X,O,O,O,X,X,X
SOJILZT,O,O,O,O,X,X,X
SOJIZTL,O,O,O,O,X,X,X
SOJIZLT,O,O,O,O,X,X,X
SOJLTIZ,X,O,O,O,X,X,X
SOJLTZI,X,O,O,O,X,X,X
SOJLITZ,X,O,O,O,X,X,X
SOJLIZT,O,O,O,O,X,X,X
SOJLZTI,O,O,O,X,X,X,X
SOJLZIT,O,O,O,O,X,X,X
SOJZTIL,O,O,O,O,X,X,X
SOJZTLI,O,O,O,O,X,X,X
SOJZITL,O,O,O,O,X,X,X
SOJZILT,O,O,O,O,X,X,X
SOJZLTI,O,O,O,X,X,X,X
SOJZLIT,O,O,O,O,X,X,X
SOZTILJ,O,O,O,O,X,X,O
SOZTIJL,O,O,O,O,X,X,O
SOZTLIJ,O,O,O,O,X,X,O
SOZTLJI,O,O,O,O,X,X,O
SOZTJIL,O,O,O,O,X,X,O
SOZTJLI,O,O,O,O,X,X,O
SOZITLJ,O,O,X,O,X,X,O
SOZITJL,O,O,O,O,X,X,O
SOZILTJ,O,O,O,X,X,X,O
SOZILJT,O,O,O,O,O,X,X
SOZIJTL,O,O,O,O,X,X,X
SOZIJLT,O,O,O,O,O,X,X
SOZLTIJ,O,O,O,X,X,X,O
SOZLTJI,O,O,O,X,X,X,O
SOZLITJ,O,O,O,X,X,X,O
SOZLIJT,O,O,O,O,O,X,X
SOZLJTI,O,O,O,X,X,X,X
SOZLJIT,O,O,O,O,O,X,X
SOZJTIL,O,O,O,O,X,X,X
SOZJTLI,O,O,O,O,X,X,X
SOZJITL,O,O,O,O,X,X,X
SOZJILT,O,O,O,O,O,X,X
SOZJLTI,O,O,O,X,X,X,X
SOZJLIT,O,O,O,O,O,X,X
ZTILJSO,O,O,O,O,O,X,O
ZTILJOS,O,O,O,X,O,X,O
ZTILSJO,O,O,O,O,O,X,O
ZTILSOJ,O,O,O,O,O,X,O
ZTILOJS,O,O,O,X,O,X,O
ZTILOSJ,O,O,O,X,O,X,O
ZTIJLSO,O,O,O,O,O,X,O
ZTIJLOS,O,O,O,X,O,X,O
ZTIJSLO,O,O,O,O,O,X,O
ZTIJSOL,O,O,O,O,O,O,O
ZTIJOLS,O,O,O,X,O,X,O
ZTIJOSL,O,O,O,X,O,O,O
ZTISLJO,O,O,O,O,O,X,O
ZTISLOJ,O,O,O,O,O,X,O
ZTISJLO,O,O,O,O,O,X,O
ZTISJOL,O,O,O,O,O,O,O
ZTISOLJ,O,O,O,O,O,X,O
ZTISOJL,O,O,O,O,O,O,O
ZTIOLJS,O,O,O,X,O,X,O
ZTIOLSJ,O,O,O,X,O,X,O
ZTIOJLS,O,O,O,X,O,X,O
ZTIOJSL,O,O,O,X,O,O,O
ZTIOSLJ,O,O,O,X,O,X,O
ZTIOSJL,O,O,O,X,O,O,O
ZTLIJSO,O,O,O,O,O,X,O
ZTLIJOS,O,O,O,X,O,X,O
ZTLISJO,O,O,O,O,O,X,O
ZTLISOJ,O,O,O,O,O,X,O
ZTLIOJS,O,O,O,X,O,X,O
ZTLIOSJ,O,O,O,X,O,X,O
ZTLJISO,O,O,O,O,O,X,O
ZTLJIOS,O,O,O,X,O,X,O
ZTLJSIO,O,O,O,O,O,X,O
ZTLJSOI,O,O,O,O,O,X,O
ZTLJOIS,O,O,O,X,O,X,O
ZTLJOSI,O,O,O,X,O,X,O
ZTLSIJO,O,O,O,O,O,X,O
ZTLSIOJ,O,O,O,O,O,X,O
ZTLSJIO,O,O,O,O,O,X,O
ZTLSJOI,O,O,O,O,O,X,O
ZTLSOIJ,O,O,O,O,O,X,O
ZTLSOJI,O,O,O,O,O,X,O
ZTLOIJS,O,O,O,X,O,X,O
ZTLOISJ,O,O,O,X,O,X,O
ZTLOJIS,O,O,O,X,O,X,O
ZTLOJSI,O,O,O,X,O,X,O
ZTLOSIJ,O,O,O,X,O,X,O
ZTLOSJI,O,O,O,X,O,X,O
ZTJILSO,O,O,O,O,O,X,O
ZTJILOS,O,O,O,X,O,X,O
ZTJISLO,O,O,O,O,O,X,O
ZTJISOL,O,O,O,O,O,O,O
ZTJIOLS,O,O,O,X,O,X,O
ZTJIOSL,O,O,O,X,O,O,O
ZTJLISO,O,O,O,O,O,X,O
ZTJLIOS,O,O,O,X,O,X,O
ZTJLSIO,O,O,O,O,O,X,O
ZTJLSOI,O,O,O,O,O,X,O
ZTJLOIS,O,O,O,X,O,X,O
ZTJLOSI,O,O,O,X,O,X,O
ZTJSILO,O,O,O,O,O,X,O
ZTJSIOL,O,O,O,O,O,O,O
