sequence,v115@UhA8EeB8BeB8BeC8JeOEJvhGXgBdmB5mBiiBcoBcsB?zpB,v115@UhA8EeB8BeB8BeC8Jex/IvhGXhBdnBunBcoBikBzpB?0rB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUhBRiBSoBXlB2sB0rB?zpB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUgBRhBCjBmmBXoBzpB?0rB,v115@UhA8EeB8BeB8BeC8Je0/IvhGdmBRiBcoB/pBqrBTnB?OqB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBamBRiBcoBWsB0pB?XsB,v115@UhA8EeB8BeB8BeC8JeXAJvhGdmBRiBcoB2pBSsBzrB?0pB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBCjBmmBXoB0pB?0rB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBunBcoB/rBasB?0pB
ZIOZSJTL,O,O,X,X,X,O,X,O,O
ZIOZSJLT,O,X,X,X,X,X,X,O,O
ZLTIJSZO,O,O,O,X,X,O,X,O,X
ZLTIJSOZ,X,X,O,X,X,X,O,O,X
ZLTIJZSO,O,O,O,X,X,O,X,O,X
ZLTIJZOS,O,O,O,X,X,O,X,O,O
ZLTIJOSZ,X,X,O,X,X,X,O,X,X
ZLTIJOZS,X,X,O,X,X,O,O,X,X
ZLTISJZO,O,O,O,X,X,X,X,O,X
ZLTISJOZ,X,X,O,X,X,X,O,O,X
ZLTISZJO,O,O,O,X,X,X,X,O,O
ZLTISZOJ,O,O,X,X,O,O,X,O,O
ZLTISOJZ,X,X,X,X,O,X,X,O,X
ZLTISOZJ,X,O,X,X,O,X,X,O,O
ZLTIZJSO,O,O,O,X,X,O,X,O,X
ZLTIZJOS,O,O,O,X,X,O,X,O,O
ZLTIZSJO,O,O,O,X,X,X,X,O,X
ZLTIZSOJ,O,O,X,X,X,O,X,O,X
ZLTIZOJS,O,O,X,X,X,O,X,O,O
ZLTIZOSJ,O,O,X,X,X,O,X,O,X
ZLTIOJSZ,O,X,X,X,O,X,X,X,X
ZLTIOJZS,O,X,X,X,X,O,X,X,X
ZLTIOSJZ,O,X,X,X,O,X,X,O,X
ZLTIOSZJ,O,O,X,X,O,X,X,O,O
ZLTIOZJS,O,O,X,X,X,O,X,O,O
ZLTIOZSJ,O,O,X,X,O,O,X,O,X
ZLTJISZO,O,O,O,O,X,O,X,O,X
ZLTJISOZ,X,X,O,O,X,X,O,O,X
ZLTJIZSO,O,O,O,O,X,O,X,O,X
ZLTJIZOS,O,O,O,X,X,O,X,O,O
ZLTJIOSZ,X,X,O,X,X,X,O,X,X
ZLTJIOZS,X,X,O,X,X,O,O,X,X
ZLTJSIZO,O,O,O,O,X,O,X,O,O
ZLTJSIOZ,X,X,O,O,X,X,O,O,O
ZLTJSZIO,O,O,O,O,X,O,X,O,O
ZLTJSZOI,O,O,O,O,O,O,O,O,O
ZLTJSOIZ,X,X,O,O,O,X,O,O,O
ZLTJSOZI,X,X,O,O,O,O,O,O,O
ZLTJZISO,O,O,O,O,X,O,X,O,X
ZLTJZIOS,O,O,O,X,X,O,X,O,O
ZLTJZSIO,O,O,O,O,X,O,X,O,O
ZLTJZSOI,O,O,O,O,X,O,O,O,O
ZLTJZOIS,O,O,O,X,X,O,O,O,O
ZLTJZOSI,O,O,O,X,X,O,O,O,O
ZLTJOISZ,X,X,O,X,O,X,O,X,X
ZLTJOIZS,X,X,O,X,X,O,O,X,X
ZLTJOSIZ,X,X,O,X,O,X,O,X,X
ZLTJOSZI,X,X,O,X,O,O,O,X,X
ZLTJOZIS,X,X,O,X,X,O,O,X,X
ZLTJOZSI,X,X,O,X,X,O,O,X,X
ZLTSIJZO,O,O,O,O,X,X,X,O,O
ZLTSIJOZ,X,X,O,O,X,X,O,O,O
ZLTSIZJO,O,O,O,O,X,X,X,O,O
ZLTSIZOJ,O,O,X,O,O,O,X,O,O
ZLTSIOJZ,X,X,X,X,O,X,X,O,O
ZLTSIOZJ,X,O,X,X,O,X,X,O,O
ZLTSJIZO,O,O,O,O,X,O,X,O,O
ZLTSJIOZ,X,X,O,O,X,X,O,O,O
ZLTSJZIO,O,O,O,O,X,O,X,O,O
ZLTSJZOI,O,O,O,O,O,O,O,O,O
ZLTSJOIZ,X,X,O,O,O,X,O,O,O
ZLTSJOZI,X,X,O,O,O,O,O,O,O
ZLTSZIJO,O,O,O,O,X,X,X,O,O
ZLTSZIOJ,O,O,X,O,O,O,X,O,O
ZLTSZJIO,O,O,O,O,X,O,X,O,O
ZLTSZJOI,O,O,O,O,O,O,O,O,O
ZLTSZOIJ,O,O,X,O,O,O,X,O,O
ZLTSZOJI,O,O,O,O,O,O,X,O,O
ZLTSOIJZ,X,O,X,X,O,X,X,O,O
ZLTSOIZJ,X,O,X,X,O,X,X,O,O
ZLTSOJIZ,X,O,O,O,O,X,O,O,O
ZLTSOJZI,X,O,O,O,O,O,O,O,O
ZLTSOZIJ,X,O,X,O,O,O,X,O,O
ZLTSOZJI,X,O,O,O,O,O,X,O,O
ZLTZIJSO,O,O,O,O,X,O,X,O,X
ZLTZIJOS,O,O,O,X,X,O,X,O,O
ZLTZISJO,O,O,O,O,X,X,X,O,X
ZLTZISOJ,O,O,X,O,X,O,X,O,X
ZLTZIOJS,O,O,X,X,X,O,X,O,O
ZLTZIOSJ,O,O,X,X,X,O,X,O,X
ZLTZJISO,O,O,O,O,X,O,X,O,X
ZLTZJIOS,O,O,O,X,X,O,X,O,O
ZLTZJSIO,O,O,O,O,X,O,X,O,O
ZLTZJSOI,O,O,O,O,X,O,O,O,O
ZLTZJOIS,O,O,O,X,X,O,O,O,O
ZLTZJOSI,O,O,O,X,X,O,O,O,O
ZLTZSIJO,O,O,O,O,X,X,X,O,O
ZLTZSIOJ,O,O,X,O,O,O,X,O,O
ZLTZSJIO,O,O,O,O,X,O,X,O,O
ZLTZSJOI,O,O,O,O,O,O,O,O,O
ZLTZSOIJ,O,O,X,O,O,O,X,O,O
ZLTZSOJI,O,O,O,O,O,O,X,O,O
ZLTZOIJS,O,O,X,X,X,O,X,O,O
ZLTZOISJ,O,O,X,X,O,O,X,O,X
ZLTZOJIS,O,O,O,X,X,O,X,O,O
ZLTZOJSI,O,O,O,X,X,O,X,O,O
ZLTZOSIJ,O,O,X,X,O,O,X,O,O
ZLTZOSJI,O,O,O,X,O,O,X,O,O
ZLTOIJSZ,O,O,X,X,O,X,X,X,X
ZLTOIJZS,O,O,X,X,X,O,X,X,X
ZLTOISJZ,O,O,X,X,O,X,X,O,X
ZLTOISZJ,O,O,X,X,O,X,X,O,O
ZLTOIZJS,O,O,X,X,X,O,X,O,O
ZLTOIZSJ,O,O,X,X,O,O,X,O,X
ZLTOJISZ,O,O,O,X,O,X,O,X,X
ZLTOJIZS,O,O,O,X,X,O,O,X,X
ZLTOJSIZ,O,O,O,X,O,X,O,X,X
ZLTOJSZI,O,O,O,X,O,O,O,X,X
ZLTOJZIS,O,O,O,X,X,O,O,X,X
ZLTOJZSI,O,O,O,X,X,O,O,X,X
ZLTOSIJZ,O,O,X,X,O,X,X,O,O
ZLTOSIZJ,O,O,X,X,O,X,X,O,O
ZLTOSJIZ,O,O,O,X,O,X,O,O,O
ZLTOSJZI,O,O,O,X,O,O,O,O,O
ZLTOSZIJ,O,O,X,X,O,O,X,O,O
ZLTOSZJI,O,O,O,X,O,O,X,O,O
ZLTOZIJS,O,O,X,X,X,O,X,O,O
ZLTOZISJ,O,O,X,X,O,O,X,O,X
ZLTOZJIS,O,O,O,X,X,O,X,O,O
ZLTOZJSI,O,O,O,X,X,O,X,O,O
ZLTOZSIJ,O,O,X,X,O,O,X,O,O
ZLTOZSJI,O,O,O,X,O,O,X,O,O
ZLITJSZO,O,O,O,X,X,O,X,X,X
ZLITJSOZ,X,X,O,X,X,X,O,X,X
ZLITJZSO,O,O,O,X,X,O,X,X,X
ZLITJZOS,O,O,O,X,X,O,X,X,X
ZLITJOSZ,X,X,O,X,X,X,O,X,X
ZLITJOZS,X,X,O,X,X,O,O,X,X
ZLITSJZO,O,O,O,X,X,X,X,X,X
ZLITSJOZ,X,X,O,X,X,X,O,X,X
ZLITSZJO,O,O,O,X,X,X,X,X,X
ZLITSZOJ,O,O,X,X,O,O,X,X,X
ZLITSOJZ,X,X,X,X,O,X,X,X,X
ZLITSOZJ,X,O,X,X,O,X,X,X,X
ZLITZJSO,O,O,O,X,X,O,X,X,X
ZLITZJOS,O,O,O,X,X,O,X,X,X
ZLITZSJO,O,O,O,X,X,X,X,X,X
ZLITZSOJ,O,O,X,X,X,O,X,X,X
ZLITZOJS,O,O,X,X,X,O,X,X,X
ZLITZOSJ,O,O,X,X,X,O,X,X,X
ZLITOJSZ,O,X,X,X,O,X,X,X,X
ZLITOJZS,O,X,X,X,X,O,X,X,X
ZLITOSJZ,O,X,X,X,O,X,X,X,X
ZLITOSZJ,O,O,X,X,O,X,X,X,X
ZLITOZJS,O,O,X,X,X,O,X,X,X
ZLITOZSJ,O,O,X,X,O,O,X,X,X
ZLIJTSZO,O,O,O,X,X,O,X,X,X
ZLIJTSOZ,X,X,O,X,X,X,O,X,X
ZLIJTZSO,O,O,O,X,X,O,X,X,X
ZLIJTZOS,O,O,O,X,X,O,X,X,X
ZLIJTOSZ,X,X,O,X,X,X,O,X,X
ZLIJTOZS,X,X,O,X,X,O,O,X,X
ZLIJSTZO,X,O,O,X,X,O,X,X,X
ZLIJSTOZ,X,X,O,X,X,X,O,X,X
ZLIJSZTO,X,O,O,X,X,O,X,X,X
ZLIJSZOT,X,X,O,X,X,X,X,X,X
ZLIJSOTZ,X,X,O,X,X,X,X,X,X
ZLIJSOZT,X,X,O,X,X,X,X,X,X
ZLIJZTSO,O,O,O,X,X,O,X,X,X
ZLIJZTOS,O,O,O,X,X,O,X,X,X
ZLIJZSTO,O,O,O,X,X,O,X,X,X
ZLIJZSOT,X,X,O,X,X,X,X,X,X
ZLIJZOTS,O,O,O,X,X,O,X,X,X
ZLIJZOST,X,X,O,X,X,X,X,X,X
ZLIJOTSZ,X,X,O,X,X,X,X,X,X
ZLIJOTZS,X,X,O,X,X,O,X,X,X
ZLIJOSTZ,X,X,O,X,X,X,X,X,X
ZLIJOSZT,X,X,O,X,X,X,X,X,X
ZLIJOZTS,X,O,O,X,X,O,X,X,X
ZLIJOZST,X,X,O,X,X,X,X,X,X
ZLISTJZO,X,O,O,X,X,X,X,X,X
ZLISTJOZ,X,X,O,X,X,X,X,X,X
ZLISTZJO,X,O,O,X,X,X,X,X,X
ZLISTZOJ,X,O,X,X,O,O,X,X,X
ZLISTOJZ,X,X,X,X,O,X,X,X,X
ZLISTOZJ,X,O,X,X,O,X,X,X,X
ZLISJTZO,X,O,O,X,X,X,X,X,X
ZLISJTOZ,X,X,O,X,X,X,X,X,X
ZLISJZTO,X,O,O,X,X,X,X,X,X
ZLISJZOT,X,X,O,X,X,X,X,X,X
ZLISJOTZ,X,X,O,X,X,X,X,X,X
ZLISJOZT,X,X,O,X,X,X,X,X,X
ZLISZTJO,X,O,O,X,X,X,X,X,X
ZLISZTOJ,X,O,X,X,O,O,X,X,X
ZLISZJTO,X,O,O,X,X,X,X,X,X
ZLISZJOT,X,X,O,X,X,X,X,X,X
ZLISZOTJ,X,O,X,X,O,X,X,X,X
ZLISZOJT,X,X,X,X,O,X,X,X,X
ZLISOTJZ,X,X,X,X,O,X,X,X,X
ZLISOTZJ,X,O,X,X,O,X,X,X,X
ZLISOJTZ,X,X,X,X,O,X,X,X,X
ZLISOJZT,X,X,X,X,O,X,X,X,X
ZLISOZTJ,X,O,X,X,O,X,X,X,X
ZLISOZJT,X,X,X,X,O,X,X,X,X
ZLIZTJSO,O,O,O,X,X,O,X,X,X
ZLIZTJOS,O,O,O,X,X,O,X,X,X
ZLIZTSJO,O,O,O,X,X,X,X,X,X
ZLIZTSOJ,O,O,X,X,X,O,X,X,X
ZLIZTOJS,O,O,X,X,X,O,X,X,X
ZLIZTOSJ,O,O,X,X,X,O,X,X,X
ZLIZJTSO,O,O,O,X,X,O,X,X,X
ZLIZJTOS,O,O,O,X,X,O,X,X,X
ZLIZJSTO,O,O,O,X,X,O,X,X,X
ZLIZJSOT,X,X,O,X,X,X,X,X,X
ZLIZJOTS,O,O,O,X,X,O,X,X,X
ZLIZJOST,O,X,O,X,X,X,X,X,X
ZLIZSTJO,O,O,O,X,X,X,X,X,X
ZLIZSTOJ,O,O,X,X,X,O,X,X,X
ZLIZSJTO,O,O,O,X,X,X,X,X,X
ZLIZSJOT,X,X,O,X,X,X,X,X,X
ZLIZSOTJ,O,O,X,X,X,X,X,X,X
ZLIZSOJT,O,X,X,X,X,X,X,X,X
ZLIZOTJS,O,O,X,X,X,O,X,X,X
ZLIZOTSJ,O,O,X,X,X,O,X,X,X
ZLIZOJTS,O,O,X,X,X,O,X,X,X
ZLIZOJST,O,X,X,X,X,X,X,X,X
ZLIZOSTJ,O,O,X,X,X,X,X,X,X
ZLIZOSJT,O,X,X,X,X,X,X,X,X
ZLIOTJSZ,O,X,X,X,O,X,X,X,X
ZLIOTJZS,O,X,X,X,X,X,X,X,X
ZLIOTSJZ,O,X,X,X,O,X,X,X,X
ZLIOTSZJ,O,O,X,X,O,X,X,X,X
ZLIOTZJS,O,O,X,X,X,O,X,X,X
ZLIOTZSJ,O,O,X,X,O,O,X,X,X
ZLIOJTSZ,O,X,X,X,O,X,X,X,X
ZLIOJTZS,O,X,X,X,X,X,X,X,X
ZLIOJSTZ,X,X,X,X,O,X,X,X,X
ZLIOJSZT,X,X,X,X,O,X,X,X,X
ZLIOJZTS,O,O,X,X,X,X,X,X,X
ZLIOJZST,O,X,X,X,X,X,X,X,X
ZLIOSTJZ,X,X,X,X,O,X,X,X,X
ZLIOSTZJ,X,O,X,X,O,X,X,X,X
ZLIOSJTZ,X,X,X,X,O,X,X,X,X
ZLIOSJZT,X,X,X,X,O,X,X,X,X
ZLIOSZTJ,X,O,X,X,O,X,X,X,X
ZLIOSZJT,X,X,X,X,O,X,X,X,X
ZLIOZTJS,O,O,X,X,X,O,X,X,X
ZLIOZTSJ,O,O,X,X,O,O,X,X,X
ZLIOZJTS,O,O,X,X,X,X,X,X,X
ZLIOZJST,O,X,X,X,X,X,X,X,X
ZLIOZSTJ,O,O,X,X,O,X,X,X,X
ZLIOZSJT,O,X,X,X,O,X,X,X,X
ZLJTISZO,O,O,O,O,X,O,X,O,X
ZLJTISOZ,X,X,O,O,X,X,O,O,X
ZLJTIZSO,O,O,O,O,X,O,X,O,X
ZLJTIZOS,O,O,O,X,X,O,X,O,O
ZLJTIOSZ,X,X,O,X,X,X,O,X,X
ZLJTIOZS,X,X,O,X,X,O,O,X,X
ZLJTSIZO,O,O,O,O,X,O,X,O,O
ZLJTSIOZ,X,X,O,O,X,X,O,O,O
ZLJTSZIO,O,O,O,O,X,O,X,O,O
ZLJTSZOI,O,O,O,O,O,O,O,O,O
ZLJTSOIZ,X,X,O,O,O,X,O,O,O
ZLJTSOZI,X,X,O,O,O,O,O,O,O
ZLJTZISO,O,O,O,O,X,O,X,O,X
ZLJTZIOS,O,O,O,X,X,O,X,O,O
ZLJTZSIO,O,O,O,O,X,O,X,O,O
ZLJTZSOI,O,O,O,O,X,O,O,O,O
ZLJTZOIS,O,O,O,X,X,O,O,O,O
ZLJTZOSI,O,O,O,X,X,O,O,O,O
ZLJTOISZ,X,X,O,X,O,X,O,X,X
ZLJTOIZS,X,X,O,X,X,O,O,X,X
ZLJTOSIZ,X,X,O,X,O,X,O,X,X
ZLJTOSZI,X,X,O,X,O,O,O,X,X
ZLJTOZIS,X,X,O,X,X,O,O,X,X
ZLJTOZSI,X,X,O,X,X,O,O,X,X
ZLJITSZO,O,O,O,O,X,O,X,O,X
ZLJITSOZ,X,X,O,O,X,X,O,O,X
ZLJITZSO,O,O,O,O,X,O,X,O,X
ZLJITZOS,O,O,O,X,X,O,X,O,X
ZLJITOSZ,X,X,O,X,X,X,O,X,X
ZLJITOZS,X,X,O,X,X,O,O,X,X
ZLJISTZO,X,O,O,O,X,O,X,O,X
ZLJISTOZ,X,X,O,O,X,X,O,O,X
ZLJISZTO,X,O,O,O,X,O,X,O,X
ZLJISZOT,X,X,O,O,X,X,X,O,X
ZLJISOTZ,X,X,O,O,X,X,X,O,X
ZLJISOZT,X,X,O,O,X,X,X,O,X
ZLJIZTSO,O,O,O,X,X,O,X,O,X
ZLJIZTOS,O,O,O,X,X,O,X,O,X
ZLJIZSTO,O,O,O,X,X,O,X,O,X
ZLJIZSOT,X,X,O,X,X,X,X,O,X
ZLJIZOTS,O,O,O,X,X,O,X,X,X
ZLJIZOST,X,X,O,X,X,X,X,X,X
ZLJIOTSZ,X,X,O,O,X,X,X,X,X
ZLJIOTZS,X,X,O,O,X,O,X,X,X
ZLJIOSTZ,X,X,O,O,X,X,X,X,X
ZLJIOSZT,X,X,O,O,X,X,X,X,X
ZLJIOZTS,X,O,O,X,X,O,X,X,X
ZLJIOZST,X,X,O,X,X,X,X,X,X
ZLJSTIZO,X,O,O,O,X,O,X,O,O
ZLJSTIOZ,X,X,O,O,X,X,O,O,O
ZLJSTZIO,X,O,O,O,X,O,X,O,O
ZLJSTZOI,X,O,O,O,O,O,O,O,O
ZLJSTOIZ,X,X,O,O,O,X,O,O,O
ZLJSTOZI,X,X,O,O,O,O,O,O,O
ZLJSITZO,X,O,O,O,X,O,X,O,O
ZLJSITOZ,X,X,O,O,X,X,O,O,O
ZLJSIZTO,X,O,O,O,X,O,X,O,O
ZLJSIZOT,X,X,O,O,X,X,X,O,O
ZLJSIOTZ,X,X,O,O,X,X,X,O,O
ZLJSIOZT,X,X,O,O,X,X,X,O,O
ZLJSZTIO,X,O,O,O,X,O,X,O,O
ZLJSZTOI,X,O,O,O,O,O,O,O,O
ZLJSZITO,X,O,O,O,X,O,X,O,O
ZLJSZIOT,X,X,O,O,X,X,X,O,O
ZLJSZOTI,X,X,O,O,O,X,X,O,O
ZLJSZOIT,X,X,O,O,O,X,X,O,O
ZLJSOTIZ,X,X,O,O,O,X,O,O,O
ZLJSOTZI,X,X,O,O,O,X,O,O,O
ZLJSOITZ,X,X,O,O,O,X,X,O,O
ZLJSOIZT,X,X,O,O,O,X,X,O,O
ZLJSOZTI,X,X,O,O,O,X,X,O,O
ZLJSOZIT,X,X,O,O,O,X,X,O,O
ZLJZTISO,O,O,O,X,X,O,X,O,X
ZLJZTIOS,O,O,O,X,X,O,X,O,O
ZLJZTSIO,O,O,O,X,X,O,X,O,O
ZLJZTSOI,O,O,O,X,X,O,O,O,O
ZLJZTOIS,O,O,O,X,X,O,O,O,O
ZLJZTOSI,O,O,O,X,X,O,O,O,O
ZLJZITSO,O,O,O,X,X,O,X,O,X
ZLJZITOS,O,O,O,X,X,O,X,O,X
ZLJZISTO,O,O,O,X,X,O,X,O,X
ZLJZISOT,X,X,O,X,X,X,X,O,X
ZLJZIOTS,O,O,O,X,X,O,X,X,X
ZLJZIOST,X,X,O,X,X,X,X,X,X
ZLJZSTIO,O,O,O,X,X,O,X,O,O
ZLJZSTOI,O,O,O,X,X,O,O,O,O
ZLJZSITO,O,O,O,X,X,O,X,O,O
ZLJZSIOT,X,X,O,X,X,X,X,O,O
ZLJZSOTI,X,X,O,X,X,X,X,O,O
ZLJZSOIT,X,X,O,X,X,X,X,O,O
ZLJZOTIS,O,O,O,X,X,O,X,O,O
ZLJZOTSI,O,O,O,X,X,O,X,O,O
ZLJZOITS,O,O,O,X,X,O,X,X,X
ZLJZOIST,X,O,O,X,X,X,X,X,X
ZLJZOSTI,X,O,O,X,X,X,X,O,O
ZLJZOSIT,X,O,O,X,X,X,X,O,O
ZLJOTISZ,X,X,O,O,O,X,O,X,X
ZLJOTIZS,X,O,O,O,X,O,O,X,X
ZLJOTSIZ,X,X,O,O,O,X,O,X,X
ZLJOTSZI,X,X,O,O,O,O,O,X,X
ZLJOTZIS,X,O,O,O,X,O,O,X,X
ZLJOTZSI,X,O,O,O,X,O,O,X,X
ZLJOITSZ,X,X,O,O,O,X,X,X,X
ZLJOITZS,X,O,O,O,X,O,X,X,X
ZLJOISTZ,X,X,O,O,O,X,X,X,X
ZLJOISZT,X,O,O,O,O,X,X,X,X
ZLJOIZTS,X,O,O,X,X,O,X,X,X
ZLJOIZST,X,O,O,X,X,X,X,X,X
ZLJOSTIZ,X,X,O,O,O,X,O,X,X
ZLJOSTZI,X,X,O,O,O,X,O,X,X
ZLJOSITZ,X,X,O,O,O,X,X,X,X
ZLJOSIZT,X,O,O,O,O,X,X,X,X
ZLJOSZTI,X,O,O,O,O,X,X,X,X
ZLJOSZIT,X,O,O,O,O,X,X,X,X
ZLJOZTIS,X,O,O,X,X,O,X,X,X
ZLJOZTSI,X,O,O,X,X,O,X,X,X
ZLJOZITS,X,O,O,X,X,O,X,X,X
ZLJOZIST,X,O,O,X,X,X,X,X,X
ZLJOZSTI,X,O,O,X,X,X,X,X,X
ZLJOZSIT,X,O,O,X,X,X,X,X,X
ZLSTIJZO,X,O,O,O,X,X,X,O,O
ZLSTIJOZ,X,X,O,O,X,X,O,O,O
ZLSTIZJO,X,O,O,O,X,X,X,O,O
ZLSTIZOJ,X,O,X,O,O,O,X,O,O
ZLSTIOJZ,X,X,X,X,O,X,X,O,O
ZLSTIOZJ,X,O,X,X,O,X,X,O,O
ZLSTJIZO,X,O,O,O,X,O,X,O,O
ZLSTJIOZ,X,X,O,O,X,X,O,O,O
ZLSTJZIO,X,O,O,O,X,O,X,O,O
ZLSTJZOI,X,O,O,O,O,O,O,O,O
ZLSTJOIZ,X,X,O,O,O,X,O,O,O
ZLSTJOZI,X,X,O,O,O,O,O,O,O
ZLSTZIJO,X,O,O,O,X,X,X,O,O
ZLSTZIOJ,X,O,X,O,O,O,X,O,O
ZLSTZJIO,X,O,O,O,X,O,X,O,O
ZLSTZJOI,X,O,O,O,O,O,O,O,O
ZLSTZOIJ,X,O,X,O,O,O,X,O,O
ZLSTZOJI,X,O,O,O,O,O,X,O,O
ZLSTOIJZ,X,O,X,O,O,X,X,O,O
ZLSTOIZJ,X,O,X,O,O,X,X,O,O
ZLSTOJIZ,X,O,O,O,O,X,O,O,O
ZLSTOJZI,X,O,O,O,O,O,O,O,O
ZLSTOZIJ,X,O,X,O,O,O,X,O,O
ZLSTOZJI,X,O,O,O,O,O,X,O,O
ZLSITJZO,X,O,O,O,X,X,X,O,O
ZLSITJOZ,X,X,O,O,X,X,X,O,O
ZLSITZJO,X,O,O,O,X,X,X,O,O
ZLSITZOJ,X,O,X,O,O,O,X,O,O
ZLSITOJZ,X,X,X,X,O,X,X,O,O
ZLSITOZJ,X,O,X,X,O,X,X,O,O
ZLSIJTZO,X,O,O,O,X,X,X,O,O
ZLSIJTOZ,X,X,O,O,X,X,X,O,O
ZLSIJZTO,X,O,O,O,X,X,X,O,O
ZLSIJZOT,X,X,O,O,X,X,X,O,O
ZLSIJOTZ,X,X,O,O,X,X,X,O,O
ZLSIJOZT,X,X,O,O,X,X,X,O,O
ZLSIZTJO,X,O,O,X,X,X,X,O,O
ZLSIZTOJ,X,O,X,X,O,O,X,O,O
ZLSIZJTO,X,O,O,X,X,X,X,O,O
ZLSIZJOT,X,X,O,X,X,X,X,O,O
ZLSIZOTJ,X,O,X,X,O,X,X,O,O
ZLSIZOJT,X,X,X,X,O,X,X,O,O
ZLSIOTJZ,X,X,X,O,O,X,X,O,O
ZLSIOTZJ,X,O,X,O,O,X,X,O,O
ZLSIOJTZ,X,X,X,O,O,X,X,X,O
ZLSIOJZT,X,X,X,O,O,X,X,X,O
ZLSIOZTJ,X,O,X,X,O,X,X,O,O
ZLSIOZJT,X,X,X,X,O,X,X,O,O
ZLSJTIZO,X,O,O,O,X,O,X,O,O
ZLSJTIOZ,X,X,O,O,X,X,O,O,O
ZLSJTZIO,X,O,O,O,X,O,X,O,O
ZLSJTZOI,X,O,O,O,O,O,O,O,O
ZLSJTOIZ,X,X,O,O,O,X,O,O,O
ZLSJTOZI,X,X,O,O,O,O,O,O,O
ZLSJITZO,X,O,O,O,X,O,X,O,O
ZLSJITOZ,X,X,O,O,X,X,O,O,O
ZLSJIZTO,X,O,O,O,X,O,X,O,O
ZLSJIZOT,X,X,O,O,X,X,X,O,O
ZLSJIOTZ,X,X,O,O,X,X,X,O,O
ZLSJIOZT,X,X,O,O,X,X,X,O,O
ZLSJZTIO,X,O,O,O,X,O,X,O,O
ZLSJZTOI,X,O,O,O,O,O,O,O,O
ZLSJZITO,X,O,O,O,X,O,X,O,O
ZLSJZIOT,X,X,O,O,X,X,X,O,O
ZLSJZOTI,X,X,O,O,O,X,X,O,O
ZLSJZOIT,X,X,O,O,O,X,X,O,O
ZLSJOTIZ,X,X,O,O,O,X,O,O,O
ZLSJOTZI,X,X,O,O,O,X,O,O,O
ZLSJOITZ,X,X,O,O,O,X,X,O,O
ZLSJOIZT,X,X,O,O,O,X,X,O,O
ZLSJOZTI,X,X,O,O,O,X,X,O,O
ZLSJOZIT,X,X,O,O,O,X,X,O,O
ZLSZTIJO,X,O,O,O,X,X,X,O,O
ZLSZTIOJ,X,O,X,O,O,O,X,O,O
ZLSZTJIO,X,O,O,O,X,O,X,O,O
ZLSZTJOI,X,O,O,O,O,O,X,O,O
ZLSZTOIJ,X,O,X,O,O,O,X,O,O
ZLSZTOJI,X,O,O,O,O,O,X,O,O
ZLSZITJO,X,O,O,X,X,X,X,O,O
ZLSZITOJ,X,O,X,X,O,O,X,O,O
ZLSZIJTO,X,O,O,X,X,X,X,O,O
ZLSZIJOT,X,X,O,X,X,X,X,O,O
ZLSZIOTJ,X,O,X,X,O,X,X,O,O
ZLSZIOJT,X,X,X,X,O,X,X,O,O
ZLSZJTIO,X,O,O,O,X,O,X,O,O
ZLSZJTOI,X,O,O,O,O,O,X,O,O
ZLSZJITO,X,O,O,O,X,O,X,O,O
ZLSZJIOT,X,X,O,O,X,X,X,O,O
ZLSZJOTI,X,X,O,O,O,X,X,O,O
ZLSZJOIT,X,X,O,O,O,X,X,O,O
ZLSZOTIJ,X,O,X,O,O,X,X,O,O
ZLSZOTJI,X,O,O,O,O,X,X,O,O
ZLSZOITJ,X,O,X,X,O,X,X,O,O
ZLSZOIJT,X,O,X,X,O,X,X,O,O
ZLSZOJTI,X,O,O,O,O,X,X,O,O
ZLSZOJIT,X,O,O,O,O,X,X,O,O
ZLSOTIJZ,X,O,X,O,O,X,X,O,O
ZLSOTIZJ,X,O,X,O,O,X,X,O,O
ZLSOTJIZ,X,O,O,O,O,X,X,O,O
ZLSOTJZI,X,O,O,O,O,X,X,O,O
ZLSOTZIJ,X,O,X,O,O,X,X,O,O
ZLSOTZJI,X,O,O,O,O,X,X,O,O
ZLSOITJZ,X,O,X,O,O,X,X,O,O
ZLSOITZJ,X,O,X,O,O,X,X,O,O
ZLSOIJTZ,X,O,X,O,O,X,X,X,O
ZLSOIJZT,X,O,X,O,O,X,X,X,O
ZLSOIZTJ,X,O,X,X,O,X,X,O,O
ZLSOIZJT,X,O,X,X,O,X,X,O,O
ZLSOJTIZ,X,O,O,O,O,X,X,O,O
ZLSOJTZI,X,O,O,O,O,X,X,O,O
ZLSOJITZ,X,O,O,O,O,X,X,O,O
ZLSOJIZT,X,O,O,O,O,X,X,O,O
ZLSOJZTI,X,O,O,O,O,X,X,O,O
ZLSOJZIT,X,O,O,O,O,X,X,O,O
ZLSOZTIJ,X,O,X,O,O,X,X,O,O
ZLSOZTJI,X,O,O,O,O,X,X,O,O
ZLSOZITJ,X,O,X,X,O,X,X,O,O
ZLSOZIJT,X,O,X,X,O,X,X,O,O
ZLSOZJTI,X,O,O,O,O,X,X,O,O
ZLSOZJIT,X,O,O,O,O,X,X,O,O
