sequence,v115@vhGfGJ0hB5oBKpBznBSwB2xB,v115@vhGZ/IukBSoBUnByuBXrBTtB,v115@vhG2/I5oBTkBUnBatByuBXrB,v115@vhGZ/IKjBukB3mBcsByuBTtB,v115@vhGcAJTfBxnBipBSvB3rBGtB,v115@vhGcAJ6kBKpBxnBTqB3rBGtB,v115@vhGT1I6kBKpBcqB3mB+tBRwB,v115@vhGT1IZkB0lBmmBftB6tBSwB,v115@vhGT1IZkB6qBOrB8rBftB6tB,v115@vhGZEJfmBumBzkBctBSvBywB,v115@vhGOEJUjBRlB3pBCrBSxBTtB
IOLTSJZ,X,O,O,X,X,X,O,O,X,O,X
IOLTSZJ,X,O,O,X,X,X,O,O,O,O,X
IOLTZJS,X,X,X,O,X,X,O,X,X,O,X
IOLTZSJ,X,X,X,O,X,X,O,O,X,O,X
IOLJTSZ,O,O,O,X,O,O,O,X,X,O,X
IOLJTZS,O,X,X,O,O,O,O,X,X,O,X
IOLJSTZ,O,O,O,X,O,O,O,O,X,O,X
IOLJSZT,O,O,O,O,O,O,O,O,O,O,X
IOLJZTS,O,X,X,O,O,O,O,X,X,O,X
IOLJZST,O,O,O,O,O,O,O,O,O,O,X
IOLSTJZ,X,O,O,X,X,X,O,O,X,O,O
IOLSTZJ,X,O,O,X,X,X,O,O,O,O,O
IOLSJTZ,O,O,O,X,O,O,O,O,X,O,O
IOLSJZT,O,O,O,O,O,O,O,O,O,O,O
IOLSZTJ,X,O,O,O,X,X,O,O,O,O,O
IOLSZJT,O,O,O,O,O,O,O,O,O,O,O
IOLZTJS,X,X,X,O,X,X,O,X,X,O,X
IOLZTSJ,X,X,X,O,X,X,O,O,X,O,X
IOLZJTS,O,X,X,O,O,O,O,X,X,O,X
IOLZJST,O,O,O,O,O,O,O,O,O,O,X
IOLZSTJ,X,O,O,O,X,X,O,O,O,O,O
IOLZSJT,O,O,O,O,O,O,O,O,O,O,O
IOJTLSZ,O,O,O,X,O,O,X,X,X,X,X
IOJTLZS,O,X,X,O,O,O,X,X,X,X,X
IOJTSLZ,O,O,O,X,O,O,X,O,X,X,X
IOJTSZL,O,O,O,X,X,O,X,O,X,X,X
IOJTZLS,O,X,X,O,O,O,X,X,X,X,X
IOJTZSL,O,X,X,O,X,O,X,O,O,X,X
IOJLTSZ,O,O,O,X,O,O,O,X,X,O,X
IOJLTZS,O,X,X,O,O,O,O,X,X,O,X
IOJLSTZ,O,O,O,X,O,O,O,O,X,O,X
IOJLSZT,O,O,O,O,O,O,O,O,O,O,X
IOJLZTS,O,X,X,O,O,O,O,X,X,O,X
IOJLZST,O,O,O,O,O,O,O,O,O,O,X
IOJSTLZ,O,O,O,X,O,O,X,O,X,X,X
IOJSTZL,O,O,O,X,X,O,X,O,X,X,X
IOJSLTZ,O,O,O,X,O,O,O,O,X,O,X
IOJSLZT,O,O,O,O,O,O,O,O,O,O,X
IOJSZTL,O,O,O,O,X,O,X,O,O,X,X
IOJSZLT,O,O,O,O,O,O,O,O,O,O,X
IOJZTLS,O,X,X,O,O,O,X,X,X,X,X
IOJZTSL,O,X,X,O,X,O,X,O,O,X,X
IOJZLTS,O,X,X,O,O,O,O,X,X,O,X
IOJZLST,O,O,O,O,O,O,O,O,O,O,X
IOJZSTL,O,O,O,O,X,O,X,O,O,X,X
IOJZSLT,O,O,O,O,O,O,O,O,O,O,X
IOSTLJZ,X,O,O,X,X,X,X,O,X,O,O
IOSTLZJ,X,O,O,X,X,X,X,O,O,O,O
IOSTJLZ,X,O,O,X,X,X,X,O,X,X,O
IOSTJZL,X,O,O,X,X,X,X,O,X,X,O
IOSTZLJ,X,O,O,X,X,X,X,O,O,O,O
IOSTZJL,X,O,O,X,X,X,X,O,O,X,O
IOSLTJZ,X,O,O,X,X,X,O,O,X,O,O
IOSLTZJ,X,O,O,X,X,X,O,O,O,O,O
IOSLJTZ,O,O,O,X,O,O,O,O,X,O,O
IOSLJZT,O,O,O,O,O,O,O,O,O,O,O
IOSLZTJ,X,O,O,O,X,X,O,O,O,O,O
IOSLZJT,O,O,O,O,O,O,O,O,O,O,O
IOSJTLZ,O,O,O,X,O,O,X,O,X,X,O
IOSJTZL,O,O,O,X,X,O,X,O,X,X,O
IOSJLTZ,O,O,O,X,O,O,O,O,X,O,O
IOSJLZT,O,O,O,O,O,O,O,O,O,O,O
IOSJZTL,O,O,O,O,X,O,X,O,O,X,O
IOSJZLT,O,O,O,O,O,O,O,O,O,O,O
IOSZTLJ,X,O,O,O,X,X,X,O,O,O,O
IOSZTJL,X,O,O,O,X,X,X,O,O,X,O
IOSZLTJ,X,O,O,O,X,X,O,O,O,O,O
IOSZLJT,O,O,O,O,X,O,O,O,O,O,O
IOSZJTL,O,O,O,O,X,O,X,O,O,X,O
IOSZJLT,O,O,O,O,X,O,O,O,O,O,O
IOZTLJS,X,X,X,O,X,X,X,X,X,O,X
IOZTLSJ,X,X,X,O,X,X,X,O,X,O,X
IOZTJLS,X,X,X,O,X,X,X,X,X,X,X
IOZTJSL,X,X,X,O,X,X,X,O,O,X,X
IOZTSLJ,X,X,X,O,X,X,X,O,O,O,X
IOZTSJL,X,X,X,O,X,X,X,O,O,X,X
IOZLTJS,X,X,X,O,X,X,O,X,X,O,X
IOZLTSJ,X,X,X,O,X,X,O,O,X,O,X
IOZLJTS,O,X,X,O,O,O,O,X,X,O,X
IOZLJST,O,O,O,O,O,O,O,O,O,O,X
IOZLSTJ,X,O,O,O,X,X,O,O,O,O,O
IOZLSJT,O,O,O,O,O,O,O,O,O,O,O
IOZJTLS,O,X,X,O,O,O,X,X,X,X,X
IOZJTSL,O,X,X,O,X,O,X,O,O,X,X
IOZJLTS,O,X,X,O,O,O,O,X,X,O,X
IOZJLST,O,O,O,O,O,O,O,O,O,O,X
IOZJSTL,O,O,O,O,X,O,X,O,O,X,X
IOZJSLT,O,O,O,O,O,O,O,O,O,O,X
IOZSTLJ,X,O,O,O,X,X,X,O,O,O,O
IOZSTJL,X,O,O,O,X,X,X,O,O,X,O
IOZSLTJ,X,O,O,O,X,X,O,O,O,O,O
IOZSLJT,O,O,O,O,X,O,O,O,O,O,O
IOZSJTL,O,O,O,O,X,O,X,O,O,X,O
IOZSJLT,O,O,O,O,X,O,O,O,O,O,O
LTIJSZO,O,X,X,X,X,X,O,X,X,O,X
LTIJSOZ,O,X,X,X,X,X,O,X,X,O,X
LTIJZSO,O,X,X,X,X,X,O,X,X,O,X
LTIJZOS,O,X,X,X,X,X,O,X,X,O,X
LTIJOSZ,O,X,X,X,X,X,O,X,X,O,X
LTIJOZS,O,X,X,X,X,X,O,X,X,O,X
LTISJZO,O,X,X,X,X,X,O,O,X,O,X
LTISJOZ,O,X,X,X,X,X,O,O,X,O,X
LTISZJO,O,X,X,X,X,X,O,O,O,O,X
LTISZOJ,X,X,O,X,X,X,O,O,O,O,X
LTISOJZ,X,X,O,X,X,X,O,O,X,O,X
LTISOZJ,X,X,O,X,X,X,O,O,O,O,X
LTIZJSO,O,X,X,X,X,X,O,X,X,O,X
LTIZJOS,O,X,X,X,X,X,O,X,X,O,X
LTIZSJO,O,X,X,X,X,X,O,O,X,O,X
LTIZSOJ,X,X,X,X,X,X,O,O,X,O,X
LTIZOJS,X,X,X,X,X,X,O,X,X,O,X
LTIZOSJ,X,X,X,X,X,X,O,O,X,O,X
LTIOJSZ,X,X,O,X,X,X,O,X,X,O,X
LTIOJZS,X,X,X,X,X,X,O,X,X,O,X
LTIOSJZ,X,X,O,X,X,X,O,O,X,O,X
LTIOSZJ,X,X,O,X,X,X,O,O,O,O,X
LTIOZJS,X,X,X,X,X,X,O,X,X,O,X
LTIOZSJ,X,X,X,X,X,X,O,O,X,O,X
LTJISZO,O,X,X,X,O,X,O,X,X,O,X
LTJISOZ,O,X,X,X,O,O,O,X,X,O,X
LTJIZSO,O,X,X,X,O,X,O,X,X,O,X
LTJIZOS,O,X,X,X,O,X,O,X,X,O,X
LTJIOSZ,O,X,X,X,O,O,O,X,X,O,X
LTJIOZS,O,X,X,X,O,O,O,X,X,O,X
LTJSIZO,O,X,X,X,O,X,X,X,X,O,X
LTJSIOZ,O,X,X,X,O,O,X,X,X,O,X
LTJSZIO,O,X,X,X,O,X,X,X,X,O,X
LTJSZOI,O,X,X,X,O,X,X,X,X,O,X
LTJSOIZ,O,X,X,X,O,O,X,X,X,O,X
LTJSOZI,O,X,X,X,O,O,X,X,X,O,X
LTJZISO,O,X,X,X,O,X,O,X,X,O,X
LTJZIOS,O,X,X,X,O,X,O,X,X,O,X
LTJZSIO,O,X,X,X,O,X,X,X,X,O,X
LTJZSOI,O,X,X,X,O,X,X,X,X,O,X
LTJZOIS,O,X,X,X,O,X,O,X,X,O,X
LTJZOSI,O,X,X,X,O,X,X,X,X,O,X
LTJOISZ,O,X,X,X,O,O,O,X,X,O,X
LTJOIZS,O,X,X,X,O,O,O,X,X,O,X
LTJOSIZ,O,X,X,X,O,O,X,X,X,O,X
LTJOSZI,O,X,X,X,O,O,X,X,X,O,X
LTJOZIS,O,X,X,X,O,O,O,X,X,O,X
LTJOZSI,O,X,X,X,O,O,X,X,X,O,X
LTSIJZO,O,X,X,X,X,X,X,O,X,O,X
LTSIJOZ,O,X,X,X,X,X,X,O,X,O,O
LTSIZJO,O,X,X,X,X,X,X,O,O,O,X
LTSIZOJ,X,X,O,X,X,X,X,O,O,O,X
LTSIOJZ,X,X,O,X,X,X,X,O,X,O,O
LTSIOZJ,X,X,O,X,X,X,X,O,O,O,O
LTSJIZO,O,X,X,X,O,X,X,O,X,O,X
LTSJIOZ,O,X,X,X,O,O,X,O,X,O,O
LTSJZIO,O,X,X,X,O,X,X,O,X,O,X
LTSJZOI,O,X,X,X,O,X,X,X,X,O,X
LTSJOIZ,O,X,X,X,O,O,X,X,X,O,O
LTSJOZI,O,X,X,X,O,O,X,X,X,O,O
LTSZIJO,O,X,X,X,X,X,X,O,O,O,X
LTSZIOJ,X,X,O,X,X,X,X,O,O,O,X
LTSZJIO,O,X,X,X,O,X,X,O,O,O,X
LTSZJOI,O,X,X,X,O,X,X,X,X,O,X
LTSZOIJ,X,X,O,X,X,X,X,X,X,O,X
LTSZOJI,X,X,O,X,O,X,X,X,X,O,X
LTSOIJZ,X,X,O,X,X,X,X,X,X,O,O
LTSOIZJ,X,X,O,X,X,X,X,X,X,O,O
LTSOJIZ,X,X,O,X,O,O,X,X,X,O,O
LTSOJZI,X,X,O,X,O,O,X,X,X,O,O
LTSOZIJ,X,X,O,X,X,X,X,X,X,O,O
LTSOZJI,X,X,O,X,O,O,X,X,X,O,O
LTZIJSO,O,X,X,X,X,X,O,X,X,O,X
LTZIJOS,O,X,X,X,X,X,O,X,X,O,X
LTZISJO,O,X,X,X,X,X,O,O,X,O,X
LTZISOJ,X,X,X,X,X,X,O,O,X,O,X
LTZIOJS,X,X,X,X,X,X,O,X,X,O,X
LTZIOSJ,X,X,X,X,X,X,O,O,X,O,X
LTZJISO,O,X,X,X,O,X,O,X,X,O,X
LTZJIOS,O,X,X,X,O,X,O,X,X,O,X
LTZJSIO,O,X,X,X,O,X,X,X,X,O,X
LTZJSOI,O,X,X,X,O,X,X,X,X,O,X
LTZJOIS,O,X,X,X,O,X,O,X,X,O,X
LTZJOSI,O,X,X,X,O,X,X,X,X,O,X
LTZSIJO,O,X,X,X,X,X,X,O,X,O,X
LTZSIOJ,X,X,X,X,X,X,X,O,X,O,X
LTZSJIO,O,X,X,X,O,X,X,O,X,O,X
LTZSJOI,O,X,X,X,O,X,X,X,X,O,X
LTZSOIJ,X,X,X,X,X,X,X,X,X,O,X
LTZSOJI,X,X,X,X,O,X,X,X,X,O,X
LTZOIJS,X,X,X,X,X,X,O,X,X,O,X
LTZOISJ,X,X,X,X,X,X,O,X,X,O,X
LTZOJIS,X,X,X,X,O,X,O,X,X,O,X
LTZOJSI,X,X,X,X,O,X,X,X,X,O,X
LTZOSIJ,X,X,X,X,X,X,X,X,X,O,X
LTZOSJI,X,X,X,X,O,X,X,X,X,O,X
LTOIJSZ,X,X,O,X,X,X,O,X,X,O,X
LTOIJZS,X,X,X,X,X,X,O,X,X,O,X
LTOISJZ,X,X,O,X,X,X,O,X,X,O,X
LTOISZJ,X,X,O,X,X,X,O,X,X,O,X
LTOIZJS,X,X,X,X,X,X,O,X,X,O,X
LTOIZSJ,X,X,X,X,X,X,O,X,X,O,X
LTOJISZ,X,X,O,X,O,O,O,X,X,O,X
LTOJIZS,X,X,X,X,O,O,O,X,X,O,X
LTOJSIZ,X,X,O,X,O,O,X,X,X,O,X
LTOJSZI,X,X,O,X,O,O,X,X,X,O,X
LTOJZIS,X,X,X,X,O,O,O,X,X,O,X
LTOJZSI,X,X,X,X,O,O,X,X,X,O,X
LTOSIJZ,X,X,O,X,X,X,X,X,X,O,O
LTOSIZJ,X,X,O,X,X,X,X,X,X,O,O
LTOSJIZ,X,X,O,X,O,O,X,X,X,O,O
LTOSJZI,X,X,O,X,O,O,X,X,X,O,O
LTOSZIJ,X,X,O,X,X,X,X,X,X,O,O
LTOSZJI,X,X,O,X,O,O,X,X,X,O,O
LTOZIJS,X,X,X,X,X,X,O,X,X,O,X
LTOZISJ,X,X,X,X,X,X,O,X,X,O,X
LTOZJIS,X,X,X,X,O,O,O,X,X,O,X
LTOZJSI,X,X,X,X,O,O,X,X,X,O,X
LTOZSIJ,X,X,X,X,X,X,X,X,X,O,O
LTOZSJI,X,X,X,X,O,O,X,X,X,O,O
LITJSZO,O,X,X,X,X,X,O,X,X,O,X
LITJSOZ,O,X,X,X,X,X,O,X,X,O,X
LITJZSO,O,X,X,X,X,X,O,X,X,O,X
LITJZOS,O,X,X,X,X,X,O,X,X,O,X
LITJOSZ,O,X,X,X,X,X,O,X,X,O,X
LITJOZS,O,X,X,X,X,X,O,X,X,O,X
LITSJZO,O,X,X,X,X,X,O,O,X,O,X
LITSJOZ,O,X,X,X,X,X,O,O,X,O,X
LITSZJO,O,X,X,X,X,X,O,O,O,O,X
LITSZOJ,X,X,O,X,X,X,O,O,O,O,X
LITSOJZ,X,X,O,X,X,X,O,O,X,O,X
LITSOZJ,X,X,O,X,X,X,O,O,O,O,X
LITZJSO,O,X,X,X,X,X,O,X,X,O,X
LITZJOS,O,X,X,X,X,X,O,X,X,O,X
LITZSJO,O,X,X,X,X,X,O,O,X,O,X
LITZSOJ,X,X,X,X,X,X,O,O,X,O,X
LITZOJS,X,X,X,X,X,X,O,X,X,O,X
LITZOSJ,X,X,X,X,X,X,O,O,X,O,X
LITOJSZ,X,X,O,X,X,X,O,X,X,O,X
LITOJZS,X,X,X,X,X,X,O,X,X,O,X
LITOSJZ,X,X,O,X,X,X,O,O,X,O,X
LITOSZJ,X,X,O,X,X,X,O,O,O,O,X
LITOZJS,X,X,X,X,X,X,O,X,X,O,X
LITOZSJ,X,X,X,X,X,X,O,O,X,O,X
LIJTSZO,O,X,X,X,O,X,O,X,X,O,X
LIJTSOZ,O,X,X,X,O,O,O,X,X,O,X
LIJTZSO,O,X,X,X,O,X,O,X,X,O,X
LIJTZOS,O,X,X,X,O,X,O,X,X,O,X
LIJTOSZ,O,X,X,X,O,O,O,X,X,O,X
LIJTOZS,O,X,X,X,O,O,O,X,X,O,X
LIJSTZO,O,X,X,X,O,X,O,O,X,O,X
LIJSTOZ,O,X,X,X,O,O,O,O,X,O,X
LIJSZTO,O,X,X,X,O,X,O,O,O,O,X
LIJSZOT,O,O,O,X,O,O,O,O,O,O,X
LIJSOTZ,O,O,O,X,O,O,O,O,X,O,X
LIJSOZT,O,O,O,X,O,O,O,O,O,O,X
LIJZTSO,O,X,X,X,O,X,O,X,X,O,X
LIJZTOS,O,X,X,X,O,X,O,X,X,O,X
LIJZSTO,O,X,X,X,O,X,O,O,O,O,X
LIJZSOT,O,X,X,O,O,O,O,O,O,O,X
LIJZOTS,O,X,X,O,O,O,O,X,X,O,X
LIJZOST,O,X,X,O,O,O,O,O,O,O,X
LIJOTSZ,O,O,O,X,O,O,O,X,X,O,X
LIJOTZS,O,X,X,O,O,O,O,X,X,O,X
LIJOSTZ,O,O,O,X,O,O,O,O,X,O,X
LIJOSZT,O,O,O,O,O,O,O,O,O,O,X
LIJOZTS,O,X,X,O,O,O,O,X,X,O,X
LIJOZST,O,O,O,O,O,O,O,O,O,O,X
LISTJZO,O,X,X,X,X,X,O,O,X,O,X
LISTJOZ,O,X,X,X,X,X,O,O,X,O,O
LISTZJO,O,X,X,X,X,X,O,O,O,O,X
LISTZOJ,X,X,O,X,X,X,O,O,O,O,X
LISTOJZ,X,X,O,X,X,X,O,O,X,O,O
LISTOZJ,X,X,O,X,X,X,O,O,O,O,O
LISJTZO,O,X,X,X,O,X,O,O,X,O,X
LISJTOZ,O,X,X,X,O,O,O,O,X,O,O
LISJZTO,O,X,X,X,O,X,O,O,O,O,X
LISJZOT,O,O,O,X,O,O,O,O,O,O,O
LISJOTZ,O,O,O,X,O,O,O,O,X,O,O
LISJOZT,O,O,O,X,O,O,O,O,O,O,O
LISZTJO,O,X,X,X,X,X,O,O,O,O,X
LISZTOJ,X,X,O,X,X,X,O,O,O,O,X
LISZJTO,O,X,X,X,O,X,O,O,O,O,X
LISZJOT,O,O,O,X,O,X,O,O,O,O,O
LISZOTJ,X,O,O,X,X,X,O,O,O,O,O
LISZOJT,O,O,O,X,O,X,O,O,O,O,O
LISOTJZ,X,O,O,X,X,X,O,O,X,O,O
LISOTZJ,X,O,O,X,X,X,O,O,O,O,O
LISOJTZ,O,O,O,X,O,O,O,O,X,O,O
LISOJZT,O,O,O,X,O,O,O,O,O,O,O
LISOZTJ,X,O,O,X,X,X,O,O,O,O,O
LISOZJT,O,O,O,X,O,O,O,O,O,O,O
LIZTJSO,O,X,X,X,X,X,O,X,X,O,X
LIZTJOS,O,X,X,X,X,X,O,X,X,O,X
LIZTSJO,O,X,X,X,X,X,O,O,X,O,X
LIZTSOJ,X,X,X,X,X,X,O,O,X,O,X
LIZTOJS,X,X,X,X,X,X,O,X,X,O,X
LIZTOSJ,X,X,X,X,X,X,O,O,X,O,X
LIZJTSO,O,X,X,X,O,X,O,X,X,O,X
LIZJTOS,O,X,X,X,O,X,O,X,X,O,X
LIZJSTO,O,X,X,X,O,X,O,O,O,O,X
LIZJSOT,O,X,X,O,O,X,O,O,O,O,X
LIZJOTS,O,X,X,O,O,X,O,X,X,O,X
LIZJOST,O,X,X,O,O,X,O,O,O,O,X
LIZSTJO,O,X,X,X,X,X,O,O,O,O,X
LIZSTOJ,X,X,O,X,X,X,O,O,O,O,X
LIZSJTO,O,X,X,X,O,X,O,O,O,O,X
LIZSJOT,O,X,O,O,O,X,O,O,O,O,X
LIZSOTJ,X,X,O,O,X,X,O,O,O,O,X
LIZSOJT,O,X,O,O,O,X,O,O,O,O,X
LIZOTJS,X,X,X,O,X,X,O,X,X,O,X
LIZOTSJ,X,X,X,O,X,X,O,O,X,O,X
LIZOJTS,O,X,X,O,O,X,O,X,X,O,X
LIZOJST,O,X,O,O,O,X,O,O,O,O,X
LIZOSTJ,X,X,O,O,X,X,O,O,O,O,X
LIZOSJT,O,X,O,O,O,X,O,O,O,O,X
LIOTJSZ,X,O,O,X,X,X,O,X,X,O,X
LIOTJZS,X,X,X,O,X,X,O,X,X,O,X
LIOTSJZ,X,O,O,X,X,X,O,O,X,O,X
LIOTSZJ,X,O,O,X,X,X,O,O,O,O,X
LIOTZJS,X,X,X,O,X,X,O,X,X,O,X
LIOTZSJ,X,X,X,O,X,X,O,O,X,O,X
LIOJTSZ,O,O,O,X,O,O,O,X,X,O,X
LIOJTZS,O,X,X,O,O,O,O,X,X,O,X
LIOJSTZ,O,O,O,X,O,O,O,O,X,O,X
LIOJSZT,O,O,O,O,O,O,O,O,O,O,X
LIOJZTS,O,X,X,O,O,O,O,X,X,O,X
LIOJZST,O,O,O,O,O,O,O,O,O,O,X
LIOSTJZ,X,O,O,X,X,X,O,O,X,O,O
LIOSTZJ,X,O,O,X,X,X,O,O,O,O,O
LIOSJTZ,O,O,O,X,O,O,O,O,X,O,O
LIOSJZT,O,O,O,O,O,O,O,O,O,O,O
LIOSZTJ,X,O,O,O,X,X,O,O,O,O,O
LIOSZJT,O,O,O,O,O,O,O,O,O,O,O
LIOZTJS,X,X,X,O,X,X,O,X,X,O,X
LIOZTSJ,X,X,X,O,X,X,O,O,X,O,X
LIOZJTS,O,X,X,O,O,O,O,X,X,O,X
LIOZJST,O,O,O,O,O,O,O,O,O,O,X
LIOZSTJ,X,O,O,O,X,X,O,O,O,O,O
LIOZSJT,O,O,O,O,O,O,O,O,O,O,O
LJTISZO,O,X,X,X,O,X,O,X,X,O,X
LJTISOZ,O,X,X,X,O,O,O,X,X,O,X
LJTIZSO,O,X,X,X,O,X,O,X,X,O,X
LJTIZOS,O,X,X,X,O,X,O,X,X,O,X
LJTIOSZ,O,X,X,X,O,O,O,X,X,O,X
LJTIOZS,O,X,X,X,O,O,O,X,X,O,X
LJTSIZO,O,X,X,X,O,X,X,X,X,O,X
LJTSIOZ,O,X,X,X,O,O,X,X,X,O,X
LJTSZIO,O,X,X,X,O,X,X,X,X,O,X
LJTSZOI,O,X,X,X,O,X,X,X,X,O,X
LJTSOIZ,O,X,X,X,O,O,X,X,X,O,X
LJTSOZI,O,X,X,X,O,O,X,X,X,O,X
LJTZISO,O,X,X,X,O,X,O,X,X,O,X
LJTZIOS,O,X,X,X,O,X,O,X,X,O,X
LJTZSIO,O,X,X,X,O,X,X,X,X,O,X
LJTZSOI,O,X,X,X,O,X,X,X,X,O,X
LJTZOIS,O,X,X,X,O,X,O,X,X,O,X
LJTZOSI,O,X,X,X,O,X,X,X,X,O,X
LJTOISZ,O,X,X,X,O,O,O,X,X,O,X
LJTOIZS,O,X,X,X,O,O,O,X,X,O,X
LJTOSIZ,O,X,X,X,O,O,X,X,X,O,X
LJTOSZI,O,X,X,X,O,O,X,X,X,O,X
LJTOZIS,O,X,X,X,O,O,O,X,X,O,X
LJTOZSI,O,X,X,X,O,O,X,X,X,O,X
LJITSZO,O,X,X,X,O,X,O,X,X,O,X
LJITSOZ,O,X,X,X,O,O,O,X,X,O,X
LJITZSO,O,X,X,X,O,X,O,X,X,O,X
LJITZOS,O,X,X,X,O,X,O,X,X,O,X
LJITOSZ,O,X,X,X,O,O,O,X,X,O,X
LJITOZS,O,X,X,X,O,O,O,X,X,O,X
LJISTZO,O,X,X,X,O,X,O,O,X,O,X
LJISTOZ,O,X,X,X,O,O,O,O,X,O,X
LJISZTO,O,X,X,X,O,X,O,O,O,O,X
LJISZOT,O,O,O,X,O,O,O,O,O,O,X
LJISOTZ,O,O,O,X,O,O,O,O,X,O,X
LJISOZT,O,O,O,X,O,O,O,O,O,O,X
LJIZTSO,O,X,X,X,O,X,O,X,X,O,X
LJIZTOS,O,X,X,X,O,X,O,X,X,O,X
LJIZSTO,O,X,X,X,O,X,O,O,O,O,X
LJIZSOT,O,X,X,O,O,O,O,O,O,O,X
LJIZOTS,O,X,X,O,O,O,O,X,X,O,X
LJIZOST,O,X,X,O,O,O,O,O,O,O,X
LJIOTSZ,O,O,O,X,O,O,O,X,X,O,X
LJIOTZS,O,X,X,O,O,O,O,X,X,O,X
LJIOSTZ,O,O,O,X,O,O,O,O,X,O,X
LJIOSZT,O,O,O,O,O,O,O,O,O,O,X
LJIOZTS,O,X,X,O,O,O,O,X,X,O,X
LJIOZST,O,O,O,O,O,O,O,O,O,O,X
LJSTIZO,O,X,X,X,O,X,X,O,X,O,X
LJSTIOZ,O,X,X,X,O,O,X,O,X,O,O
LJSTZIO,O,X,X,X,O,X,X,O,X,O,X
LJSTZOI,O,X,X,X,O,X,X,X,X,O,X
LJSTOIZ,O,X,X,X,O,O,X,X,X,O,O
LJSTOZI,O,X,X,X,O,O,X,X,X,O,O
LJSITZO,O,X,X,X,O,X,O,O,X,O,X
LJSITOZ,O,X,X,X,O,O,O,O,X,O,O
LJSIZTO,O,X,X,X,O,X,O,O,O,O,X
LJSIZOT,O,O,O,X,O,O,O,O,O,O,O
LJSIOTZ,O,O,O,X,O,O,O,O,X,O,O
LJSIOZT,O,O,O,X,O,O,O,O,O,O,O
LJSZTIO,O,X,X,X,O,X,X,O,O,O,X
LJSZTOI,O,X,X,X,O,X,X,X,X,O,X
LJSZITO,O,X,X,X,O,X,O,O,O,O,X
LJSZIOT,O,O,O,X,O,O,O,O,O,O,O
LJSZOTI,O,O,O,X,O,O,X,X,X,O,O
LJSZOIT,O,O,O,X,O,O,O,O,O,O,O
LJSOTIZ,O,O,O,X,O,O,X,X,X,O,O
LJSOTZI,O,O,O,X,O,O,X,X,X,O,O
LJSOITZ,O,O,O,X,O,O,O,O,X,O,O
LJSOIZT,O,O,O,X,O,O,O,O,X,O,O
LJSOZTI,O,O,O,X,O,O,X,X,X,O,O
LJSOZIT,O,O,O,X,O,O,O,O,X,O,O
LJZTISO,O,X,X,X,O,X,O,X,X,O,X
LJZTIOS,O,X,X,X,O,X,O,X,X,O,X
LJZTSIO,O,X,X,X,O,X,X,X,X,O,X
LJZTSOI,O,X,X,X,O,X,X,X,X,O,X
LJZTOIS,O,X,X,X,O,X,O,X,X,O,X
LJZTOSI,O,X,X,X,O,X,X,X,X,O,X
LJZITSO,O,X,X,X,O,X,O,X,X,O,X
LJZITOS,O,X,X,X,O,X,O,X,X,O,X
LJZISTO,O,X,X,X,O,X,O,O,O,O,X
LJZISOT,O,X,X,O,O,O,O,O,O,O,X
LJZIOTS,O,X,X,O,O,O,O,X,X,O,X
LJZIOST,O,X,X,O,O,O,O,O,O,O,X
LJZSTIO,O,X,X,X,O,X,X,O,O,O,X
LJZSTOI,O,X,X,X,O,X,X,X,X,O,X
LJZSITO,O,X,X,X,O,X,O,O,O,O,X
LJZSIOT,O,X,X,O,O,O,O,O,O,O,X
LJZSOTI,O,X,X,O,O,O,X,X,X,O,X
LJZSOIT,O,X,X,O,O,O,O,O,O,O,X
LJZOTIS,O,X,X,O,O,O,O,X,X,O,X
LJZOTSI,O,X,X,O,O,O,X,X,X,O,X
LJZOITS,O,X,X,O,O,O,O,X,X,O,X
LJZOIST,O,X,X,O,O,O,O,X,X,O,X
LJZOSTI,O,X,X,O,O,O,X,X,X,O,X
LJZOSIT,O,X,X,O,O,O,O,X,X,O,X
LJOTISZ,O,O,O,X,O,O,O,X,X,O,X
LJOTIZS,O,X,X,O,O,O,O,X,X,O,X
LJOTSIZ,O,O,O,X,O,O,X,X,X,O,X
LJOTSZI,O,O,O,X,O,O,X,X,X,O,X
LJOTZIS,O,X,X,O,O,O,O,X,X,O,X
LJOTZSI,O,X,X,O,O,O,X,X,X,O,X
LJOITSZ,O,O,O,X,O,O,O,X,X,O,X
LJOITZS,O,X,X,O,O,O,O,X,X,O,X
LJOISTZ,O,O,O,X,O,O,O,X,X,O,X
LJOISZT,O,O,O,O,O,O,O,X,X,O,X
LJOIZTS,O,X,X,O,O,O,O,X,X,O,X
LJOIZST,O,O,O,O,O,O,O,X,X,O,X
LJOSTIZ,O,O,O,X,O,O,X,X,X,O,O
LJOSTZI,O,O,O,X,O,O,X,X,X,O,O
LJOSITZ,O,O,O,X,O,O,O,X,X,O,O
LJOSIZT,O,O,O,O,O,O,O,X,X,O,O
LJOSZTI,O,O,O,O,O,O,X,X,X,O,O
LJOSZIT,O,O,O,O,O,O,O,X,X,O,O
LJOZTIS,O,X,X,O,O,O,O,X,X,O,X
LJOZTSI,O,X,X,O,O,O,X,X,X,O,X
LJOZITS,O,X,X,O,O,O,O,X,X,O,X
LJOZIST,O,O,O,O,O,O,O,X,X,O,X
LJOZSTI,O,O,O,O,O,O,X,X,X,O,O
LJOZSIT,O,O,O,O,O,O,O,X,X,O,O
LSTIJZO,O,X,X,X,X,X,X,O,X,O,X
