sequence,v115@vhGfDJ5jBcpBeqBzqBCsBVyB,v115@vhGZEJXiBzkBUmBSvBVxBGtB,v115@vhG0AJ5oB3mBznBipB1vB2xB,v115@vhGZEJukB/oBcrBTnBVvByxB,v115@vhGcEJaoB5oBTlB/rBWvB1xB,v115@vhG5DJ6mBcpBTnBXqB2wBVyB,v115@vhGZ/IOmBTlB/tB1uBSwB0sB
JSZOILT,O,O,O,X,O,O,O
JSZOLTI,O,O,O,X,O,O,O
JSZOLIT,O,O,O,X,O,O,O
JSOTILZ,O,X,O,X,O,O,X
JSOTIZL,O,X,O,X,O,O,X
JSOTLIZ,O,X,O,X,O,O,X
JSOTLZI,O,X,O,X,O,O,X
JSOTZIL,O,X,O,X,O,O,X
JSOTZLI,O,X,O,X,O,O,X
JSOITLZ,O,X,O,X,O,O,X
JSOITZL,O,X,O,X,O,O,X
JSOILTZ,O,O,O,X,O,O,O
JSOILZT,O,O,O,X,O,O,O
JSOIZTL,O,X,O,X,O,O,X
JSOIZLT,O,O,O,X,O,O,O
JSOLTIZ,O,O,O,X,O,O,O
JSOLTZI,O,O,O,X,O,O,O
JSOLITZ,O,O,O,X,O,O,O
JSOLIZT,O,O,O,X,O,O,O
JSOLZTI,O,O,O,X,O,O,O
JSOLZIT,O,O,O,X,O,O,O
JSOZTIL,O,X,O,X,O,O,X
JSOZTLI,O,X,O,X,O,O,X
JSOZITL,O,X,O,X,O,O,X
JSOZILT,O,O,O,X,O,O,O
JSOZLTI,O,O,O,X,O,O,O
JSOZLIT,O,O,O,X,O,O,O
JZTILSO,O,O,O,O,O,O,X
JZTILOS,O,O,O,O,O,O,X
JZTISLO,O,O,O,X,O,O,X
JZTISOL,O,X,O,X,O,O,X
JZTIOLS,O,X,O,X,O,O,X
JZTIOSL,O,X,O,X,O,O,X
JZTLISO,O,O,O,O,O,O,X
JZTLIOS,O,O,O,O,O,O,X
JZTLSIO,O,O,O,O,O,O,X
JZTLSOI,O,O,O,O,O,O,X
JZTLOIS,O,O,O,O,O,O,X
JZTLOSI,O,O,O,O,O,O,X
JZTSILO,O,O,O,X,O,O,X
JZTSIOL,O,X,O,X,O,O,X
JZTSLIO,O,O,O,X,O,O,X
JZTSLOI,O,O,O,X,O,O,X
JZTSOIL,O,X,O,X,O,O,X
JZTSOLI,O,X,O,X,O,O,X
JZTOILS,O,X,O,X,O,O,X
JZTOISL,O,X,O,X,O,O,X
JZTOLIS,O,X,O,X,O,O,X
JZTOLSI,O,X,O,X,O,O,X
JZTOSIL,O,X,O,X,O,O,X
JZTOSLI,O,X,O,X,O,O,X
JZITLSO,O,O,O,O,O,O,X
JZITLOS,O,O,O,O,O,O,X
JZITSLO,O,O,O,X,O,O,X
JZITSOL,O,X,O,X,O,O,X
JZITOLS,O,X,O,X,O,O,X
JZITOSL,O,X,O,X,O,O,X
JZILTSO,O,O,O,O,O,O,O
JZILTOS,O,O,O,O,O,O,O
JZILSTO,O,O,O,O,O,O,O
JZILSOT,O,O,O,O,O,O,O
JZILOTS,O,O,O,O,O,O,O
JZILOST,O,O,O,O,O,O,O
JZISTLO,O,O,O,X,O,O,X
JZISTOL,O,X,O,X,O,O,X
JZISLTO,O,O,O,O,O,O,O
JZISLOT,O,O,O,O,O,O,O
JZISOTL,O,X,O,X,O,O,X
JZISOLT,O,O,O,X,O,O,O
JZIOTLS,O,X,O,X,O,O,X
JZIOTSL,O,X,O,X,O,O,X
JZIOLTS,O,O,O,O,O,O,O
JZIOLST,O,O,O,O,O,O,O
JZIOSTL,O,X,O,X,O,O,X
JZIOSLT,O,O,O,X,O,O,O
JZLTISO,O,O,O,O,O,O,O
JZLTIOS,O,O,O,O,O,O,O
JZLTSIO,O,O,O,O,O,O,O
JZLTSOI,O,O,O,O,O,O,O
JZLTOIS,O,O,O,O,O,O,O
JZLTOSI,O,O,O,O,O,O,O
JZLITSO,O,O,O,O,O,O,O
JZLITOS,O,O,O,O,O,O,O
JZLISTO,O,O,O,O,O,O,O
JZLISOT,O,O,O,O,O,O,O
JZLIOTS,O,O,O,O,O,O,O
JZLIOST,O,O,O,O,O,O,O
JZLSTIO,O,O,O,O,O,O,O
JZLSTOI,O,O,O,O,O,O,O
JZLSITO,O,O,O,O,O,O,O
JZLSIOT,O,O,O,O,O,O,O
JZLSOTI,O,O,O,O,O,O,O
JZLSOIT,O,O,O,O,O,O,O
JZLOTIS,O,O,O,O,O,O,O
JZLOTSI,O,O,O,O,O,O,O
JZLOITS,O,O,O,O,O,O,O
JZLOIST,O,O,O,O,O,O,O
JZLOSTI,O,O,O,O,O,O,O
JZLOSIT,O,O,O,O,O,O,O
JZSTILO,O,O,O,X,O,O,X
JZSTIOL,O,X,O,X,O,O,X
JZSTLIO,O,O,O,X,O,O,X
JZSTLOI,O,O,O,X,O,O,X
JZSTOIL,O,X,O,X,O,O,X
JZSTOLI,O,X,O,X,O,O,X
JZSITLO,O,O,O,X,O,O,X
JZSITOL,O,X,O,X,O,O,X
JZSILTO,O,O,O,O,O,O,O
JZSILOT,O,O,O,O,O,O,O
JZSIOTL,O,X,O,X,O,O,X
JZSIOLT,O,O,O,X,O,O,O
JZSLTIO,O,O,O,O,O,O,O
JZSLTOI,O,O,O,O,O,O,O
JZSLITO,O,O,O,O,O,O,O
JZSLIOT,O,O,O,O,O,O,O
JZSLOTI,O,O,O,O,O,O,O
JZSLOIT,O,O,O,O,O,O,O
JZSOTIL,O,X,O,X,O,O,X
JZSOTLI,O,X,O,X,O,O,X
JZSOITL,O,X,O,X,O,O,X
JZSOILT,O,O,O,X,O,O,O
JZSOLTI,O,O,O,X,O,O,O
JZSOLIT,O,O,O,X,O,O,O
JZOTILS,O,X,O,X,O,O,X
JZOTISL,O,X,O,X,O,O,X
JZOTLIS,O,X,O,X,O,O,X
JZOTLSI,O,X,O,X,O,O,X
JZOTSIL,O,X,O,X,O,O,X
JZOTSLI,O,X,O,X,O,O,X
JZOITLS,O,X,O,X,O,O,X
JZOITSL,O,X,O,X,O,O,X
JZOILTS,O,O,O,O,O,O,O
JZOILST,O,O,O,O,O,O,O
JZOISTL,O,X,O,X,O,O,X
JZOISLT,O,O,O,X,O,O,O
JZOLTIS,O,O,O,O,O,O,O
JZOLTSI,O,O,O,O,O,O,O
JZOLITS,O,O,O,O,O,O,O
JZOLIST,O,O,O,O,O,O,O
JZOLSTI,O,O,O,O,O,O,O
JZOLSIT,O,O,O,O,O,O,O
JZOSTIL,O,X,O,X,O,O,X
JZOSTLI,O,X,O,X,O,O,X
JZOSITL,O,X,O,X,O,O,X
JZOSILT,O,O,O,X,O,O,O
JZOSLTI,O,O,O,X,O,O,O
JZOSLIT,O,O,O,X,O,O,O
JOTILSZ,O,X,O,X,O,O,X
JOTILZS,O,X,O,X,O,O,X
JOTISLZ,O,X,O,X,O,O,X
JOTISZL,O,X,O,X,O,O,X
JOTIZLS,O,X,O,X,O,O,X
JOTIZSL,O,X,O,X,O,O,X
JOTLISZ,O,X,O,X,O,O,X
JOTLIZS,O,X,O,X,O,O,X
JOTLSIZ,O,X,O,X,O,O,X
JOTLSZI,O,X,O,X,O,O,X
JOTLZIS,O,X,O,X,O,O,X
JOTLZSI,O,X,O,X,O,O,X
JOTSILZ,O,X,O,X,O,O,X
JOTSIZL,O,X,O,X,O,O,X
JOTSLIZ,O,X,O,X,O,O,X
JOTSLZI,O,X,O,X,O,O,X
JOTSZIL,O,X,O,X,O,O,X
JOTSZLI,O,X,O,X,O,O,X
JOTZILS,O,X,O,X,O,O,X
JOTZISL,O,X,O,X,O,O,X
JOTZLIS,O,X,O,X,O,O,X
JOTZLSI,O,X,O,X,O,O,X
JOTZSIL,O,X,O,X,O,O,X
JOTZSLI,O,X,O,X,O,O,X
JOITLSZ,O,X,O,X,O,O,X
JOITLZS,O,X,O,X,O,O,X
JOITSLZ,O,X,O,X,O,O,X
JOITSZL,O,X,O,X,O,O,X
JOITZLS,O,X,O,X,O,O,X
JOITZSL,O,X,O,X,O,O,X
JOILTSZ,O,O,O,O,O,O,O
JOILTZS,O,O,O,O,O,O,O
JOILSTZ,O,O,O,O,O,O,O
JOILSZT,O,O,O,O,O,O,O
JOILZTS,O,O,O,O,O,O,O
JOILZST,O,O,O,O,O,O,O
JOISTLZ,O,X,O,X,O,O,X
JOISTZL,O,X,O,X,O,O,X
JOISLTZ,O,O,O,X,O,O,O
JOISLZT,O,O,O,X,O,O,O
JOISZTL,O,X,O,X,O,O,X
JOISZLT,O,O,O,X,O,O,O
JOIZTLS,O,X,O,X,O,O,X
JOIZTSL,O,X,O,X,O,O,X
JOIZLTS,O,O,O,O,O,O,O
JOIZLST,O,O,O,O,O,O,O
JOIZSTL,O,X,O,X,O,O,X
JOIZSLT,O,O,O,X,O,O,O
JOLTISZ,O,O,O,O,O,O,O
JOLTIZS,O,O,O,O,O,O,O
JOLTSIZ,O,O,O,O,O,O,O
JOLTSZI,O,O,O,O,O,O,O
JOLTZIS,O,O,O,O,O,O,O
JOLTZSI,O,O,O,O,O,O,O
JOLITSZ,O,O,O,O,O,O,O
JOLITZS,O,O,O,O,O,O,O
JOLISTZ,O,O,O,O,O,O,O
JOLISZT,O,O,O,O,O,O,O
JOLIZTS,O,O,O,O,O,O,O
JOLIZST,O,O,O,O,O,O,O
JOLSTIZ,O,O,O,O,O,O,O
JOLSTZI,O,O,O,O,O,O,O
JOLSITZ,O,O,O,O,O,O,O
JOLSIZT,O,O,O,O,O,O,O
JOLSZTI,O,O,O,O,O,O,O
JOLSZIT,O,O,O,O,O,O,O
JOLZTIS,O,O,O,O,O,O,O
JOLZTSI,O,O,O,O,O,O,O
JOLZITS,O,O,O,O,O,O,O
JOLZIST,O,O,O,O,O,O,O
JOLZSTI,O,O,O,O,O,O,O
JOLZSIT,O,O,O,O,O,O,O
JOSTILZ,O,X,O,X,O,O,X
JOSTIZL,O,X,O,X,O,O,X
JOSTLIZ,O,X,O,X,O,O,X
JOSTLZI,O,X,O,X,O,O,X
JOSTZIL,O,X,O,X,O,O,X
JOSTZLI,O,X,O,X,O,O,X
JOSITLZ,O,X,O,X,O,O,X
JOSITZL,O,X,O,X,O,O,X
JOSILTZ,O,O,O,X,O,O,O
JOSILZT,O,O,O,X,O,O,O
JOSIZTL,O,X,O,X,O,O,X
JOSIZLT,O,O,O,X,O,O,O
JOSLTIZ,O,O,O,X,O,O,O
JOSLTZI,O,O,O,X,O,O,O
JOSLITZ,O,O,O,X,O,O,O
JOSLIZT,O,O,O,X,O,O,O
JOSLZTI,O,O,O,X,O,O,O
JOSLZIT,O,O,O,X,O,O,O
JOSZTIL,O,X,O,X,O,O,X
JOSZTLI,O,X,O,X,O,O,X
JOSZITL,O,X,O,X,O,O,X
JOSZILT,O,O,O,X,O,O,O
JOSZLTI,O,O,O,X,O,O,O
JOSZLIT,O,O,O,X,O,O,O
JOZTILS,O,X,O,X,O,O,X
JOZTISL,O,X,O,X,O,O,X
JOZTLIS,O,X,O,X,O,O,X
JOZTLSI,O,X,O,X,O,O,X
JOZTSIL,O,X,O,X,O,O,X
JOZTSLI,O,X,O,X,O,O,X
JOZITLS,O,X,O,X,O,O,X
JOZITSL,O,X,O,X,O,O,X
JOZILTS,O,O,O,O,O,O,O
JOZILST,O,O,O,O,O,O,O
JOZISTL,O,X,O,X,O,O,X
JOZISLT,O,O,O,X,O,O,O
JOZLTIS,O,O,O,O,O,O,O
JOZLTSI,O,O,O,O,O,O,O
JOZLITS,O,O,O,O,O,O,O
JOZLIST,O,O,O,O,O,O,O
JOZLSTI,O,O,O,O,O,O,O
JOZLSIT,O,O,O,O,O,O,O
JOZSTIL,O,X,O,X,O,O,X
JOZSTLI,O,X,O,X,O,O,X
JOZSITL,O,X,O,X,O,O,X
JOZSILT,O,O,O,X,O,O,O
JOZSLTI,O,O,O,X,O,O,O
JOZSLIT,O,O,O,X,O,O,O
STILJZO,O,O,O,X,O,X,O
STILJOZ,O,O,O,X,O,X,O
STILZJO,O,O,O,X,X,X,O
STILZOJ,O,O,X,X,X,X,O
STILOJZ,O,O,X,X,X,X,O
STILOZJ,O,O,X,X,X,X,O
STIJLZO,O,O,O,X,O,O,X
STIJLOZ,O,O,O,X,O,O,X
STIJZLO,O,O,O,X,O,O,X
STIJZOL,O,X,O,X,O,O,X
STIJOLZ,O,X,O,X,O,O,X
STIJOZL,O,X,O,X,O,O,X
STIZLJO,O,O,O,X,X,X,O
STIZLOJ,O,O,X,X,X,X,O
STIZJLO,O,O,O,X,X,O,X
STIZJOL,O,X,O,X,X,O,X
STIZOLJ,O,X,X,X,X,X,O
STIZOJL,O,X,X,X,X,O,X
STIOLJZ,O,X,X,X,X,X,O
STIOLZJ,O,X,X,X,X,X,O
STIOJLZ,O,X,X,X,X,O,X
STIOJZL,O,X,X,X,X,O,X
STIOZLJ,O,X,X,X,X,X,O
STIOZJL,O,X,X,X,X,O,X
STLIJZO,O,O,O,X,O,X,O
STLIJOZ,O,O,O,X,O,X,O
STLIZJO,O,O,O,X,X,X,O
STLIZOJ,O,O,X,X,X,X,O
STLIOJZ,O,O,X,X,X,X,O
STLIOZJ,O,O,X,X,X,X,O
STLJIZO,O,O,O,X,O,X,O
STLJIOZ,O,O,O,X,O,X,O
STLJZIO,O,O,O,X,O,X,O
STLJZOI,O,O,O,X,O,X,O
STLJOIZ,O,O,O,X,O,X,O
STLJOZI,O,O,O,X,O,X,O
STLZIJO,O,O,O,X,X,X,O
STLZIOJ,O,O,X,X,X,X,O
STLZJIO,O,O,O,X,X,X,O
STLZJOI,O,O,O,X,X,X,O
STLZOIJ,O,O,X,X,X,X,O
STLZOJI,O,O,X,X,X,X,O
STLOIJZ,O,O,X,X,X,X,O
STLOIZJ,O,O,X,X,X,X,O
STLOJIZ,O,O,X,X,X,X,O
STLOJZI,O,O,X,X,X,X,O
STLOZIJ,O,O,X,X,X,X,O
STLOZJI,O,O,X,X,X,X,O
STJILZO,O,O,O,X,O,O,X
STJILOZ,O,O,O,X,O,O,X
STJIZLO,O,O,O,X,O,O,X
STJIZOL,O,X,O,X,O,O,X
STJIOLZ,O,X,O,X,O,O,X
STJIOZL,O,X,O,X,O,O,X
STJLIZO,O,O,O,X,O,O,X
STJLIOZ,O,O,O,X,O,O,X
STJLZIO,O,O,O,X,O,O,X
STJLZOI,O,O,O,X,O,O,X
STJLOIZ,O,O,O,X,O,O,X
STJLOZI,O,O,O,X,O,O,X
STJZILO,O,O,O,X,O,O,X
STJZIOL,O,X,O,X,O,O,X
STJZLIO,O,O,O,X,O,O,X
STJZLOI,O,O,O,X,O,O,X
STJZOIL,O,X,O,X,O,O,X
STJZOLI,O,X,O,X,O,O,X
STJOILZ,O,X,O,X,O,O,X
STJOIZL,O,X,O,X,O,O,X
STJOLIZ,O,X,O,X,O,O,X
STJOLZI,O,X,O,X,O,O,X
STJOZIL,O,X,O,X,O,O,X
STJOZLI,O,X,O,X,O,O,X
STZILJO,O,O,O,X,X,X,O
STZILOJ,O,O,X,X,X,X,O
STZIJLO,O,O,O,X,X,O,X
STZIJOL,O,X,O,X,X,O,X
STZIOLJ,O,X,X,X,X,X,O
STZIOJL,O,X,X,X,X,O,X
STZLIJO,O,O,O,X,X,X,O
STZLIOJ,O,O,X,X,X,X,O
STZLJIO,O,O,O,X,X,X,O
STZLJOI,O,O,O,X,X,X,O
STZLOIJ,O,O,X,X,X,X,O
STZLOJI,O,O,X,X,X,X,O
STZJILO,O,O,O,X,X,O,X
STZJIOL,O,X,O,X,X,O,X
STZJLIO,O,O,O,X,X,O,X
STZJLOI,O,O,O,X,X,O,X
STZJOIL,O,X,O,X,X,O,X
STZJOLI,O,X,O,X,X,O,X
STZOILJ,O,X,X,X,X,X,O
STZOIJL,O,X,X,X,X,O,X
STZOLIJ,O,X,X,X,X,X,O
STZOLJI,O,X,X,X,X,X,O
STZOJIL,O,X,X,X,X,O,X
STZOJLI,O,X,X,X,X,O,X
STOILJZ,O,X,X,X,X,X,O
STOILZJ,O,X,X,X,X,X,O
STOIJLZ,O,X,X,X,X,O,X
STOIJZL,O,X,X,X,X,O,X
STOIZLJ,O,X,X,X,X,X,O
STOIZJL,O,X,X,X,X,O,X
STOLIJZ,O,X,X,X,X,X,O
STOLIZJ,O,X,X,X,X,X,O
STOLJIZ,O,X,X,X,X,X,O
STOLJZI,O,X,X,X,X,X,O
STOLZIJ,O,X,X,X,X,X,O
STOLZJI,O,X,X,X,X,X,O
STOJILZ,O,X,X,X,X,O,X
STOJIZL,O,X,X,X,X,O,X
STOJLIZ,O,X,X,X,X,O,X
STOJLZI,O,X,X,X,X,O,X
STOJZIL,O,X,X,X,X,O,X
STOJZLI,O,X,X,X,X,O,X
STOZILJ,O,X,X,X,X,X,O
STOZIJL,O,X,X,X,X,O,X
STOZLIJ,O,X,X,X,X,X,O
STOZLJI,O,X,X,X,X,X,O
STOZJIL,O,X,X,X,X,O,X
STOZJLI,O,X,X,X,X,O,X
SITLJZO,O,O,O,X,O,X,O
SITLJOZ,O,O,O,X,O,X,O
SITLZJO,O,O,O,X,X,X,O
SITLZOJ,O,O,X,X,X,X,O
SITLOJZ,O,O,X,X,X,X,O
SITLOZJ,O,O,X,X,X,X,O
SITJLZO,O,O,O,X,O,O,X
SITJLOZ,O,O,O,X,O,O,X
SITJZLO,O,O,O,X,O,O,X
SITJZOL,O,X,O,X,O,O,X
SITJOLZ,O,X,O,X,O,O,X
SITJOZL,O,X,O,X,O,O,X
SITZLJO,O,O,O,X,X,X,O
SITZLOJ,O,O,X,X,X,X,O
SITZJLO,O,O,O,X,X,O,X
SITZJOL,O,X,O,X,X,O,X
SITZOLJ,O,X,X,X,X,X,O
SITZOJL,O,X,X,X,X,O,X
SITOLJZ,O,X,X,X,X,X,O
SITOLZJ,O,X,X,X,X,X,O
SITOJLZ,O,X,X,X,X,O,X
SITOJZL,O,X,X,X,X,O,X
SITOZLJ,O,X,X,X,X,X,O
SITOZJL,O,X,X,X,X,O,X
SILTJZO,O,O,O,O,O,X,O
SILTJOZ,O,O,O,O,O,X,O
SILTZJO,O,O,O,O,X,X,O
SILTZOJ,O,O,X,O,X,X,O
SILTOJZ,O,O,X,O,X,X,O
SILTOZJ,O,O,X,O,X,X,O
SILJTZO,O,O,O,O,O,O,O
SILJTOZ,O,O,O,O,O,O,O
SILJZTO,O,O,O,O,O,O,O
SILJZOT,O,O,O,O,O,O,O
SILJOTZ,O,O,O,O,O,O,O
SILJOZT,O,O,O,O,O,O,O
SILZTJO,O,O,O,O,X,X,O
SILZTOJ,O,O,X,O,X,X,O
SILZJTO,O,O,O,O,O,O,O
SILZJOT,O,O,O,O,O,O,O
SILZOTJ,O,O,X,O,X,X,O
SILZOJT,O,O,O,O,X,O,O
SILOTJZ,O,O,X,O,X,X,O
SILOTZJ,O,O,X,O,X,X,O
SILOJTZ,O,O,O,O,O,O,O
SILOJZT,O,O,O,O,O,O,O
SILOZTJ,O,O,X,O,X,X,O
SILOZJT,O,O,O,O,X,O,O
SIJTLZO,O,O,O,X,O,O,X
SIJTLOZ,O,O,O,X,O,O,X
SIJTZLO,O,O,O,X,O,O,X
SIJTZOL,O,X,O,X,O,O,X
SIJTOLZ,O,X,O,X,O,O,X
SIJTOZL,O,X,O,X,O,O,X
SIJLTZO,O,O,O,O,O,O,O
SIJLTOZ,O,O,O,O,O,O,O
SIJLZTO,O,O,O,O,O,O,O
SIJLZOT,O,O,O,O,O,O,O
SIJLOTZ,O,O,O,O,O,O,O
SIJLOZT,O,O,O,O,O,O,O
SIJZTLO,O,O,O,X,O,O,X
SIJZTOL,O,X,O,X,O,O,X
SIJZLTO,O,O,O,O,O,O,O
SIJZLOT,O,O,O,O,O,O,O
SIJZOTL,O,X,O,X,O,O,X
SIJZOLT,O,O,O,X,O,O,O
SIJOTLZ,O,X,O,X,O,O,X
SIJOTZL,O,X,O,X,O,O,X
SIJOLTZ,O,O,O,X,O,O,O
SIJOLZT,O,O,O,X,O,O,O
SIJOZTL,O,X,O,X,O,O,X
SIJOZLT,O,O,O,X,O,O,O
SIZTLJO,O,O,O,X,X,X,O
SIZTLOJ,O,O,X,X,X,X,O
SIZTJLO,O,O,O,X,X,O,X
SIZTJOL,O,X,O,X,X,O,X
SIZTOLJ,O,X,X,X,X,X,O
SIZTOJL,O,X,X,X,X,O,X
SIZLTJO,O,O,O,O,X,X,O
SIZLTOJ,O,O,X,O,X,X,O
SIZLJTO,O,O,O,O,O,O,O
SIZLJOT,O,O,O,O,O,O,O
SIZLOTJ,O,O,X,O,X,X,O
SIZLOJT,O,O,O,O,X,O,O
SIZJTLO,O,O,O,X,O,O,X
SIZJTOL,O,X,O,X,O,O,X
SIZJLTO,O,O,O,O,O,O,O
SIZJLOT,O,O,O,O,O,O,O
SIZJOTL,O,X,O,X,O,O,X
SIZJOLT,O,O,O,X,O,O,O
SIZOTLJ,O,X,X,X,X,X,O
SIZOTJL,O,X,X,X,X,O,X
SIZOLTJ,O,O,X,X,X,X,O
SIZOLJT,O,O,O,X,X,O,O
SIZOJTL,O,X,O,X,X,O,X
SIZOJLT,O,O,O,X,X,O,O
SIOTLJZ,O,X,X,X,X,X,O
SIOTLZJ,O,X,X,X,X,X,O
SIOTJLZ,O,X,X,X,X,O,X
SIOTJZL,O,X,X,X,X,O,X
SIOTZLJ,O,X,X,X,X,X,O
SIOTZJL,O,X,X,X,X,O,X
SIOLTJZ,O,O,X,X,X,X,O
SIOLTZJ,O,O,X,X,X,X,O
SIOLJTZ,O,O,O,X,O,O,O
SIOLJZT,O,O,O,X,O,O,O
SIOLZTJ,O,O,X,X,X,X,O
SIOLZJT,O,O,O,X,X,O,O
SIOJTLZ,O,X,O,X,O,O,X
SIOJTZL,O,X,O,X,O,O,X
SIOJLTZ,O,O,O,X,O,O,O
SIOJLZT,O,O,O,X,O,O,O
SIOJZTL,O,X,O,X,O,O,X
SIOJZLT,O,O,O,X,O,O,O
SIOZTLJ,O,X,X,X,X,X,O
SIOZTJL,O,X,X,X,X,O,X
SIOZLTJ,O,O,X,X,X,X,O
SIOZLJT,O,O,O,X,X,O,O
SIOZJTL,O,X,O,X,X,O,X
SIOZJLT,O,O,O,X,X,O,O
SLTIJZO,O,O,O,O,O,X,O
SLTIJOZ,O,O,O,O,O,X,O
SLTIZJO,O,O,O,O,X,X,O
SLTIZOJ,O,O,X,O,X,X,O
SLTIOJZ,O,O,X,O,X,X,O
SLTIOZJ,O,O,X,O,X,X,O
SLTJIZO,O,O,O,O,O,X,O
SLTJIOZ,O,O,O,O,O,X,O
SLTJZIO,O,O,O,O,O,X,O
SLTJZOI,O,O,O,O,O,X,O
SLTJOIZ,O,O,O,O,O,X,O
SLTJOZI,O,O,O,O,O,X,O
SLTZIJO,O,O,O,O,X,X,O
SLTZIOJ,O,O,X,O,X,X,O
SLTZJIO,O,O,O,O,X,X,O
SLTZJOI,O,O,O,O,X,X,O
SLTZOIJ,O,O,X,O,X,X,O
SLTZOJI,O,O,X,O,X,X,O
SLTOIJZ,O,O,X,O,X,X,O
SLTOIZJ,O,O,X,O,X,X,O
SLTOJIZ,O,O,X,O,X,X,O
SLTOJZI,O,O,X,O,X,X,O
SLTOZIJ,O,O,X,O,X,X,O
SLTOZJI,O,O,X,O,X,X,O
SLITJZO,O,O,O,O,O,X,O
SLITJOZ,O,O,O,O,O,X,O
SLITZJO,O,O,O,O,X,X,O
SLITZOJ,O,O,X,O,X,X,O
SLITOJZ,O,O,X,O,X,X,O
SLITOZJ,O,O,X,O,X,X,O
SLIJTZO,O,O,O,O,O,O,O
SLIJTOZ,O,O,O,O,O,O,O
SLIJZTO,O,O,O,O,O,O,O
SLIJZOT,O,O,O,O,O,O,O
SLIJOTZ,O,O,O,O,O,O,O
SLIJOZT,O,O,O,O,O,O,O
SLIZTJO,O,O,O,O,X,X,O
SLIZTOJ,O,O,X,O,X,X,O
SLIZJTO,O,O,O,O,O,O,O
SLIZJOT,O,O,O,O,O,O,O
SLIZOTJ,O,O,X,O,X,X,O
SLIZOJT,O,O,O,O,X,O,O
SLIOTJZ,O,O,X,O,X,X,O
SLIOTZJ,O,O,X,O,X,X,O
SLIOJTZ,O,O,O,O,O,O,O
SLIOJZT,O,O,O,O,O,O,O
SLIOZTJ,O,O,X,O,X,X,O
SLIOZJT,O,O,O,O,X,O,O
SLJTIZO,O,O,O,O,O,O,O
SLJTIOZ,O,O,O,O,O,O,O
SLJTZIO,O,O,O,O,O,O,O
SLJTZOI,O,O,O,O,O,O,O
SLJTOIZ,O,O,O,O,O,O,O
SLJTOZI,O,O,O,O,O,O,O
SLJITZO,O,O,O,O,O,O,O
SLJITOZ,O,O,O,O,O,O,O
SLJIZTO,O,O,O,O,O,O,O
SLJIZOT,O,O,O,O,O,O,O
SLJIOTZ,O,O,O,O,O,O,O
SLJIOZT,O,O,O,O,O,O,O
SLJZTIO,O,O,O,O,O,O,O
SLJZTOI,O,O,O,O,O,O,O
SLJZITO,O,O,O,O,O,O,O
SLJZIOT,O,O,O,O,O,O,O
SLJZOTI,O,O,O,O,O,O,O
SLJZOIT,O,O,O,O,O,O,O
SLJOTIZ,O,O,O,O,O,O,O
SLJOTZI,O,O,O,O,O,O,O
SLJOITZ,O,O,O,O,O,O,O
SLJOIZT,O,O,O,O,O,O,O
SLJOZTI,O,O,O,O,O,O,O
SLJOZIT,O,O,O,O,O,O,O
SLZTIJO,O,O,O,O,X,X,O
SLZTIOJ,O,O,X,O,X,X,O
SLZTJIO,O,O,O,O,X,X,O
SLZTJOI,O,O,O,O,X,X,O
SLZTOIJ,O,O,X,O,X,X,O
SLZTOJI,O,O,X,O,X,X,O
SLZITJO,O,O,O,O,X,X,O
SLZITOJ,O,O,X,O,X,X,O
SLZIJTO,O,O,O,O,O,O,O
SLZIJOT,O,O,O,O,O,O,O
SLZIOTJ,O,O,X,O,X,X,O
SLZIOJT,O,O,O,O,X,O,O
SLZJTIO,O,O,O,O,O,O,O
SLZJTOI,O,O,O,O,O,O,O
SLZJITO,O,O,O,O,O,O,O
SLZJIOT,O,O,O,O,O,O,O
SLZJOTI,O,O,O,O,O,O,O
SLZJOIT,O,O,O,O,O,O,O
SLZOTIJ,O,O,X,O,X,X,O
SLZOTJI,O,O,X,O,X,X,O
SLZOITJ,O,O,X,O,X,X,O
SLZOIJT,O,O,O,O,X,O,O
SLZOJTI,O,O,O,O,X,O,O
SLZOJIT,O,O,O,O,X,O,O
SLOTIJZ,O,O,X,O,X,X,O
SLOTIZJ,O,O,X,O,X,X,O
SLOTJIZ,O,O,X,O,X,X,O
SLOTJZI,O,O,X,O,X,X,O
SLOTZIJ,O,O,X,O,X,X,O
SLOTZJI,O,O,X,O,X,X,O
SLOITJZ,O,O,X,O,X,X,O
SLOITZJ,O,O,X,O,X,X,O
SLOIJTZ,O,O,O,O,O,O,O
SLOIJZT,O,O,O,O,O,O,O
SLOIZTJ,O,O,X,O,X,X,O
SLOIZJT,O,O,O,O,X,O,O
SLOJTIZ,O,O,O,O,O,O,O
SLOJTZI,O,O,O,O,O,O,O
SLOJITZ,O,O,O,O,O,O,O
SLOJIZT,O,O,O,O,O,O,O
SLOJZTI,O,O,O,O,O,O,O
SLOJZIT,O,O,O,O,O,O,O
SLOZTIJ,O,O,X,O,X,X,O
SLOZTJI,O,O,X,O,X,X,O
SLOZITJ,O,O,X,O,X,X,O
SLOZIJT,O,O,O,O,X,O,O
SLOZJTI,O,O,O,O,X,O,O
SLOZJIT,O,O,O,O,X,O,O
SJTILZO,O,O,O,X,O,O,X
SJTILOZ,O,O,O,X,O,O,X
SJTIZLO,O,O,O,X,O,O,X
SJTIZOL,O,X,O,X,O,O,X
SJTIOLZ,O,X,O,X,O,O,X
SJTIOZL,O,X,O,X,O,O,X
SJTLIZO,O,O,O,X,O,O,X
