sequence,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFXgBxhBzlBCnBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBfmBxhBCnBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF0gBxhBzkBCnB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFTgBxhBfqB8qBCn?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JexAJvhFTiBikBGmB0kB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFTiBikBGmBXmBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhF8lBGiBTkBKqB3m?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je0/IvhFxgBTiB2pBSrBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFXhBTiB2pBSrBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBSmBTiBxqBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFfmB6mBTiBxpBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFGiB3kBRmBUmBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFRhBSnBUmB3kBTq?BlsB
ISJOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X
ISJOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X
ISZTLJO,X,O,O,O,X,X,X,X,X,O,O,X,X
ISZTLOJ,X,O,O,O,X,X,X,X,X,O,O,X,X
ISZTJLO,X,O,O,O,X,X,O,X,X,O,O,X,X
ISZTJOL,X,O,O,O,X,X,X,X,X,O,O,X,X
ISZTOLJ,X,X,O,O,X,X,X,X,X,O,O,X,X
ISZTOJL,X,O,O,O,X,X,X,X,X,O,O,X,X
ISZLTJO,X,O,O,O,X,X,O,X,X,O,O,X,X
ISZLTOJ,X,X,O,O,X,X,X,X,X,O,O,X,X
ISZLJTO,X,O,O,O,X,X,O,X,X,O,O,X,X
ISZLJOT,X,O,O,O,X,X,O,X,X,X,X,X,X
ISZLOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
ISZLOJT,X,O,O,O,X,X,O,X,X,X,X,X,X
ISZJTLO,X,O,O,O,X,X,O,X,X,O,O,X,X
ISZJTOL,X,O,O,O,X,X,X,X,X,O,O,X,X
ISZJLTO,X,O,O,O,X,X,O,X,X,O,O,X,X
ISZJLOT,X,O,O,O,X,X,O,X,X,X,X,X,X
ISZJOTL,X,O,O,O,X,X,X,X,X,X,X,X,X
ISZJOLT,X,O,O,O,X,X,O,X,X,X,X,X,X
ISZOTLJ,X,X,O,O,X,X,X,X,X,X,X,X,X
ISZOTJL,X,X,O,O,X,X,X,X,X,X,X,X,X
ISZOLTJ,X,X,O,O,X,X,X,X,X,X,X,X,X
ISZOLJT,X,X,O,O,X,X,X,X,X,X,X,X,X
ISZOJTL,X,O,O,O,X,X,X,X,X,X,X,X,X
ISZOJLT,X,O,O,O,X,X,O,X,X,X,X,X,X
ISOTLJZ,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOTLZJ,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOTJLZ,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOTJZL,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOTZLJ,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOTZJL,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOLTJZ,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOLTZJ,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOLJTZ,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOLJZT,X,X,O,X,X,X,O,X,X,X,X,X,X
ISOLZTJ,X,X,O,X,X,X,O,X,X,X,X,X,X
ISOLZJT,X,X,O,X,X,X,O,X,X,X,X,X,X
ISOJTLZ,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOJTZL,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOJLTZ,X,X,O,X,X,X,X,X,X,X,O,X,X
ISOJLZT,X,X,O,X,X,X,O,X,X,X,X,X,X
ISOJZTL,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOJZLT,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOZTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOZTJL,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOZLTJ,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOZLJT,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOZJTL,X,O,O,X,X,X,X,X,X,X,X,X,X
ISOZJLT,X,O,O,X,X,X,X,X,X,X,X,X,X
IZTLJSO,O,O,X,O,X,O,X,X,X,O,X,X,X
IZTLJOS,O,X,X,O,X,O,X,X,X,O,X,X,X
IZTLSJO,O,O,X,O,X,O,X,X,X,O,X,X,X
IZTLSOJ,O,O,X,O,X,O,X,X,X,O,X,X,X
IZTLOJS,O,X,X,O,X,O,X,X,X,O,X,X,X
IZTLOSJ,O,X,X,O,X,O,X,X,X,O,X,X,X
IZTJLSO,O,O,X,O,X,O,X,X,X,O,X,X,X
IZTJLOS,O,X,X,O,X,O,X,X,X,O,X,X,X
IZTJSLO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZTJSOL,O,O,X,O,X,X,X,X,X,O,O,X,X
IZTJOLS,O,X,X,X,X,O,X,X,X,O,X,X,X
IZTJOSL,O,X,X,O,X,X,X,X,X,O,O,X,X
IZTSLJO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZTSLOJ,O,O,X,O,X,X,X,X,X,O,O,X,X
IZTSJLO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZTSJOL,O,O,X,O,X,X,X,X,X,O,O,X,X
IZTSOLJ,O,X,X,O,X,X,X,X,X,O,O,X,X
IZTSOJL,O,O,X,O,X,X,X,X,X,O,O,X,X
IZTOLJS,O,X,X,X,X,O,X,X,X,O,X,X,X
IZTOLSJ,O,X,X,X,X,O,X,X,X,O,X,X,X
IZTOJLS,O,X,X,X,X,O,X,X,X,O,X,X,X
IZTOJSL,O,X,X,O,X,X,X,X,X,O,O,X,X
IZTOSLJ,O,X,X,O,X,X,X,X,X,O,O,X,X
IZTOSJL,O,X,X,O,X,X,X,X,X,O,O,X,X
IZLTJSO,O,X,X,O,X,O,X,X,X,O,X,X,X
IZLTJOS,X,X,X,X,X,O,X,X,X,O,X,X,X
IZLTSJO,O,X,X,O,X,O,X,X,X,O,X,X,X
IZLTSOJ,X,X,X,O,X,O,X,X,X,O,X,X,X
IZLTOJS,X,X,X,X,X,O,X,X,X,O,X,X,X
IZLTOSJ,X,X,X,X,X,O,X,X,X,O,X,X,X
IZLJTSO,O,X,X,O,X,O,X,X,X,O,X,X,X
IZLJTOS,X,X,X,X,X,O,X,X,X,O,X,X,X
IZLJSTO,O,O,X,O,X,O,X,X,X,O,X,X,X
IZLJSOT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZLJOTS,O,X,X,X,X,O,X,X,X,O,X,X,X
IZLJOST,O,X,X,O,X,X,X,X,X,X,X,X,X
IZLSTJO,O,O,X,O,X,O,X,X,X,O,X,X,X
IZLSTOJ,X,X,X,O,X,O,X,X,X,O,X,X,X
IZLSJTO,O,O,X,O,X,O,X,X,X,O,X,X,X
IZLSJOT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZLSOTJ,X,X,X,O,X,X,X,X,X,X,X,X,X
IZLSOJT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZLOTJS,O,X,X,X,X,O,X,X,X,O,X,X,X
IZLOTSJ,O,X,X,X,X,O,X,X,X,O,X,X,X
IZLOJTS,O,X,X,X,X,O,X,X,X,O,X,X,X
IZLOJST,O,X,X,O,X,X,X,X,X,X,X,X,X
IZLOSTJ,O,X,X,O,X,X,X,X,X,X,X,X,X
IZLOSJT,O,X,X,O,X,X,X,X,X,X,X,X,X
IZJTLSO,O,O,X,O,X,O,X,X,X,O,X,X,X
IZJTLOS,O,X,X,O,X,O,X,X,X,O,X,X,X
IZJTSLO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZJTSOL,O,O,X,O,X,X,X,X,X,O,O,X,X
IZJTOLS,O,X,X,X,X,O,X,X,X,O,X,X,X
IZJTOSL,O,X,X,O,X,X,X,X,X,O,O,X,X
IZJLTSO,O,X,X,O,X,O,X,X,X,O,X,X,X
IZJLTOS,X,X,X,X,X,O,X,X,X,O,X,X,X
IZJLSTO,O,O,X,O,X,O,X,X,X,O,X,X,X
IZJLSOT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJLOTS,O,X,X,X,X,O,X,X,X,O,X,X,X
IZJLOST,O,X,X,O,X,X,X,X,X,X,X,X,X
IZJSTLO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZJSTOL,O,O,X,O,X,X,X,X,X,O,O,X,X
IZJSLTO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZJSLOT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJSOTL,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJSOLT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJOTLS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZJOTSL,O,X,X,X,X,X,X,X,X,O,X,X,X
IZJOLTS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZJOLST,O,X,X,X,X,X,X,X,X,X,X,X,X
IZJOSTL,O,X,X,O,X,X,X,X,X,X,X,X,X
IZJOSLT,O,X,X,O,X,X,X,X,X,X,X,X,X
IZSTLJO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZSTLOJ,O,O,X,O,X,X,X,X,X,O,O,X,X
IZSTJLO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZSTJOL,O,O,X,O,X,X,X,X,X,O,O,X,X
IZSTOLJ,O,X,X,O,X,X,X,X,X,O,O,X,X
IZSTOJL,O,O,X,O,X,X,X,X,X,O,O,X,X
IZSLTJO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZSLTOJ,X,X,X,O,X,X,X,X,X,O,O,X,X
IZSLJTO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZSLJOT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZSLOTJ,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSLOJT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZSJTLO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZSJTOL,O,O,X,O,X,X,X,X,X,O,O,X,X
IZSJLTO,O,O,X,O,X,X,X,X,X,O,O,X,X
IZSJLOT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZSJOTL,O,O,X,O,X,X,X,X,X,X,X,X,X
IZSJOLT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZSOTLJ,O,X,X,O,X,X,X,X,X,X,X,X,X
IZSOTJL,O,X,X,O,X,X,X,X,X,X,X,X,X
IZSOLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X
IZSOLJT,O,X,X,O,X,X,X,X,X,X,X,X,X
IZSOJTL,O,O,X,O,X,X,X,X,X,X,X,X,X
IZSOJLT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOTLJS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOTLSJ,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOTJLS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOTJSL,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOTSLJ,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOTSJL,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOLTJS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOLTSJ,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOLJTS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOLJST,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOJTLS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOJTSL,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOJLTS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZOJLST,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSTL,O,X,X,O,X,X,X,X,X,X,X,X,X
IZOJSLT,O,X,X,O,X,X,X,X,X,X,X,X,X
IZOSTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOSTJL,O,X,X,O,X,X,X,X,X,X,X,X,X
IZOSLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOSLJT,O,X,X,O,X,X,X,X,X,X,X,X,X
IZOSJTL,O,X,X,O,X,X,X,X,X,X,X,X,X
IZOSJLT,O,X,X,O,X,X,X,X,X,X,X,X,X
IOTLJSZ,O,X,O,X,X,X,O,X,X,X,O,O,X
IOTLJZS,O,X,O,X,X,X,O,X,X,O,X,X,O
IOTLSJZ,O,O,O,X,X,X,O,X,X,X,O,O,X
IOTLSZJ,O,O,O,X,X,X,O,X,X,O,O,O,X
IOTLZJS,O,O,O,X,X,X,O,X,X,O,X,X,O
IOTLZSJ,O,O,O,X,X,X,O,X,X,O,X,X,O
IOTJLSZ,O,X,O,X,X,X,O,X,X,X,O,O,X
IOTJLZS,O,X,O,X,X,X,O,X,X,O,X,X,O
IOTJSLZ,O,X,X,X,X,X,O,X,X,X,O,O,X
IOTJSZL,O,X,X,X,X,X,X,X,X,X,O,O,X
IOTJZLS,X,X,O,X,X,X,X,X,X,O,X,X,O
IOTJZSL,O,X,O,X,X,X,X,X,X,O,O,O,O
IOTSLJZ,O,O,X,X,X,X,O,X,X,X,O,O,X
IOTSLZJ,O,O,X,X,X,X,O,X,X,O,O,O,X
IOTSJLZ,O,X,X,X,X,X,O,X,X,X,O,O,X
IOTSJZL,O,O,X,X,X,X,X,X,X,X,O,O,X
IOTSZLJ,X,O,X,X,X,X,X,X,X,O,O,O,X
IOTSZJL,O,O,X,X,X,X,X,X,X,O,O,O,X
IOTZLJS,X,O,O,X,X,X,O,X,X,O,X,X,O
IOTZLSJ,X,O,O,X,X,X,O,X,X,O,X,X,O
IOTZJLS,X,O,O,X,X,X,X,X,X,O,X,X,O
IOTZJSL,O,O,O,X,X,X,X,X,X,O,O,O,O
IOTZSLJ,X,O,X,X,X,X,X,X,X,O,O,O,O
IOTZSJL,O,O,O,X,X,X,X,X,X,O,O,O,O
IOLTJSZ,O,X,X,X,X,X,O,X,X,X,X,X,X
IOLTJZS,X,X,O,X,X,X,O,X,X,O,X,X,X
IOLTSJZ,O,X,X,X,X,X,O,X,X,X,X,X,X
IOLTSZJ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLTZJS,X,X,O,X,X,X,O,X,X,O,X,X,X
IOLTZSJ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLJTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTZS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOLJSTZ,O,X,O,X,X,X,X,X,X,X,X,O,X
IOLJSZT,O,X,O,X,X,X,X,X,X,X,X,O,X
IOLJZTS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOLJZST,O,X,O,X,X,X,O,X,X,X,X,X,X
IOLSTJZ,O,X,O,X,X,X,X,X,X,X,X,O,X
IOLSTZJ,X,O,O,X,X,X,O,X,X,X,X,X,X
IOLSJTZ,O,X,O,X,X,X,X,X,X,X,X,O,X
IOLSJZT,O,O,O,X,X,X,O,X,X,X,X,O,X
IOLSZTJ,X,O,O,X,X,X,O,X,X,X,X,X,X
IOLSZJT,O,O,O,X,X,X,O,X,X,X,X,O,X
IOLZTJS,X,X,O,X,X,X,O,X,X,O,X,X,X
IOLZTSJ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLZJTS,X,X,O,X,X,X,O,X,X,O,X,X,X
IOLZJST,O,O,O,X,X,X,O,X,X,X,X,X,X
IOLZSTJ,X,O,X,X,X,X,O,X,X,X,X,X,X
IOLZSJT,O,O,O,X,X,X,O,X,X,X,X,X,X
IOJTLSZ,O,X,O,X,X,X,X,X,X,X,O,X,X
IOJTLZS,O,X,O,X,X,X,O,X,X,X,X,X,O
IOJTSLZ,O,X,X,X,X,X,X,X,X,X,O,O,X
IOJTSZL,O,X,X,X,X,X,X,X,X,X,O,X,X
IOJTZLS,X,X,O,X,X,X,X,X,X,X,X,X,O
IOJTZSL,O,X,O,X,X,X,X,X,X,X,O,X,O
IOJLTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTZS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOJLSTZ,O,X,O,X,X,X,X,X,X,X,X,O,X
IOJLSZT,O,X,O,X,X,X,X,X,X,X,X,O,X
IOJLZTS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOJLZST,O,X,O,X,X,X,O,X,X,X,X,X,X
IOJSTLZ,O,X,X,X,X,X,X,X,X,X,O,O,X
IOJSTZL,O,X,X,X,X,X,X,X,X,X,O,X,X
IOJSLTZ,O,X,X,X,X,X,X,X,X,X,O,O,X
IOJSLZT,O,X,X,X,X,X,X,X,X,X,X,O,X
IOJSZTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZLT,O,X,X,X,X,X,X,X,X,X,X,O,X
IOJZTLS,X,X,O,X,X,X,X,X,X,X,X,X,O
IOJZTSL,X,X,O,X,X,X,X,X,X,X,X,X,O
IOJZLTS,X,X,O,X,X,X,X,X,X,X,X,X,O
IOJZLST,X,X,O,X,X,X,X,X,X,X,X,X,O
IOJZSTL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJZSLT,O,X,O,X,X,X,X,X,X,X,X,O,O
IOSTLJZ,O,O,X,X,X,X,X,X,X,X,O,O,X
IOSTLZJ,O,O,X,X,X,X,O,X,X,X,O,O,X
IOSTJLZ,O,X,X,X,X,X,X,X,X,X,O,O,X
IOSTJZL,O,O,X,X,X,X,X,X,X,X,O,O,X
IOSTZLJ,X,O,X,X,X,X,X,X,X,X,O,O,X
IOSTZJL,O,O,X,X,X,X,X,X,X,X,O,O,X
IOSLTJZ,O,X,X,X,X,X,X,X,X,X,O,O,X
IOSLTZJ,X,O,X,X,X,X,O,X,X,X,O,O,X
IOSLJTZ,O,X,X,X,X,X,X,X,X,X,O,O,X
IOSLJZT,O,O,X,X,X,X,O,X,X,X,X,O,X
IOSLZTJ,X,O,X,X,X,X,O,X,X,X,X,X,X
IOSLZJT,O,O,X,X,X,X,O,X,X,X,X,O,X
IOSJTLZ,O,X,X,X,X,X,X,X,X,X,O,O,X
IOSJTZL,O,X,X,X,X,X,X,X,X,X,O,X,X
IOSJLTZ,O,X,X,X,X,X,X,X,X,X,O,O,X
IOSJLZT,O,X,X,X,X,X,O,X,X,X,X,O,X
IOSJZTL,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSJZLT,O,O,X,X,X,X,X,X,X,X,X,O,X
IOSZTLJ,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSZTJL,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSZLJT,X,O,X,X,X,X,X,X,X,X,X,O,X
IOSZJTL,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,O,X,X,X,X,X,X,X,X,X,O,X
IOZTLJS,X,O,O,X,X,X,O,X,X,O,X,X,O
IOZTLSJ,X,O,O,X,X,X,O,X,X,O,X,X,O
IOZTJLS,X,O,O,X,X,X,X,X,X,O,X,X,O
IOZTJSL,X,O,O,X,X,X,X,X,X,O,X,X,O
IOZTSLJ,X,O,X,X,X,X,X,X,X,O,X,X,O
IOZTSJL,X,O,O,X,X,X,X,X,X,O,X,X,O
IOZLTJS,X,X,O,X,X,X,O,X,X,O,X,X,O
IOZLTSJ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOZLJTS,X,X,O,X,X,X,O,X,X,O,X,X,O
IOZLJST,X,O,O,X,X,X,O,X,X,X,X,X,O
IOZLSTJ,X,O,X,X,X,X,O,X,X,X,X,X,X
IOZLSJT,X,O,O,X,X,X,O,X,X,X,X,X,O
IOZJTLS,X,O,O,X,X,X,X,X,X,O,X,X,O
IOZJTSL,X,O,O,X,X,X,X,X,X,O,X,X,O
IOZJLTS,X,X,O,X,X,X,X,X,X,O,X,X,O
IOZJLST,X,O,O,X,X,X,X,X,X,X,X,X,O
IOZJSTL,O,O,O,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,O,O,X,X,X,X,X,X,X,X,O,O
IOZSTLJ,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZSTJL,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,X,O,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,X,O,X,X,X,X,X,X,X,X,X,O,O
IOZSJTL,O,O,O,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,O,O,X,X,X,X,X,X,X,X,O,O
LTIJSZO,O,O,O,O,X,X,O,O,O,X,O,O,X
LTIJSOZ,O,X,O,O,O,O,O,O,O,X,O,O,X
LTIJZSO,O,O,O,O,X,O,O,O,O,O,X,X,X
LTIJZOS,O,X,O,O,O,O,O,O,O,O,X,X,X
LTIJOSZ,O,X,O,O,O,O,O,O,O,X,O,X,X
LTIJOZS,O,X,O,O,O,O,O,O,O,O,X,X,X
LTISJZO,O,O,O,O,O,X,O,O,O,X,O,O,X
LTISJOZ,O,X,O,O,O,O,O,O,O,X,O,O,X
LTISZJO,O,O,O,O,X,O,O,X,X,O,O,O,X
LTISZOJ,O,O,O,O,X,O,O,X,O,O,O,X,X
LTISOJZ,O,X,O,O,O,O,O,O,O,X,O,O,X
LTISOZJ,O,O,O,O,X,O,O,X,O,O,O,X,X
LTIZJSO,O,O,O,O,X,O,O,O,X,O,X,X,X
LTIZJOS,O,X,O,O,X,O,O,O,X,O,X,X,X
LTIZSJO,O,O,O,O,X,O,O,X,X,O,X,X,X
LTIZSOJ,O,O,O,O,X,O,X,X,X,O,X,X,X
LTIZOJS,O,X,O,O,X,O,O,O,X,O,X,X,X
LTIZOSJ,O,X,O,O,X,O,O,X,X,O,X,X,X
LTIOJSZ,O,X,O,O,O,O,O,O,O,X,O,X,X
LTIOJZS,O,X,O,O,O,O,O,O,O,O,X,X,O
LTIOSJZ,O,O,O,O,O,O,O,O,O,X,O,X,X
LTIOSZJ,O,O,O,O,X,O,O,X,O,O,O,X,X
LTIOZJS,O,O,O,O,X,O,O,O,X,O,X,X,O
LTIOZSJ,O,O,O,O,X,O,O,X,X,O,X,X,O
LTJISZO,O,O,O,O,O,X,O,O,O,X,X,O,X
LTJISOZ,O,X,O,O,O,O,O,O,O,X,X,O,X
LTJIZSO,O,O,O,O,X,O,O,O,O,X,X,X,X
LTJIZOS,O,X,O,O,O,O,O,O,O,X,X,X,X
LTJIOSZ,O,X,O,O,O,O,O,O,O,X,X,X,X
LTJIOZS,O,X,O,O,O,O,O,O,O,X,X,X,X
LTJSIZO,O,O,O,O,O,X,O,O,O,X,O,O,X
LTJSIOZ,O,X,O,O,O,O,O,O,O,X,O,O,X
LTJSZIO,O,O,O,O,O,X,O,O,O,X,X,O,X
LTJSZOI,O,O,O,O,O,X,O,O,O,X,X,X,X
LTJSOIZ,O,X,O,O,O,O,O,O,O,X,O,O,X
LTJSOZI,O,X,O,O,O,O,O,O,O,X,X,X,X
LTJZISO,O,O,O,O,X,O,O,O,O,O,X,X,X
LTJZIOS,O,X,O,O,O,O,O,O,O,O,X,X,X
LTJZSIO,O,O,O,O,X,O,O,O,O,X,X,X,X
LTJZSOI,O,O,O,O,X,O,O,O,O,X,X,X,X
LTJZOIS,O,X,O,O,O,O,O,O,O,O,X,X,X
LTJZOSI,O,O,O,O,O,O,O,O,O,X,X,X,X
LTJOISZ,O,X,O,O,O,O,O,O,O,X,X,O,X
LTJOIZS,O,X,O,O,O,O,O,O,O,X,X,X,O
LTJOSIZ,O,O,O,O,O,O,O,O,O,X,O,O,X
LTJOSZI,O,O,O,O,O,O,O,O,O,X,X,O,O
LTJOZIS,O,O,O,O,O,O,O,O,O,O,X,X,O
LTJOZSI,O,O,O,O,O,O,O,O,O,X,X,X,O
LTSIJZO,O,O,O,O,O,X,O,O,O,X,O,O,X
LTSIJOZ,O,X,O,O,O,O,O,O,O,X,O,O,X
LTSIZJO,O,O,O,O,X,O,O,X,X,X,O,O,X
LTSIZOJ,O,O,O,O,X,O,O,X,O,X,O,X,X
LTSIOJZ,O,X,O,O,O,O,O,O,O,X,O,O,X
LTSIOZJ,O,O,O,O,X,O,O,X,O,X,O,X,X
LTSJIZO,O,O,O,O,O,X,O,O,O,X,O,O,X
LTSJIOZ,O,X,O,O,O,O,O,O,O,X,O,O,X
LTSJZIO,O,O,O,O,O,X,O,O,O,X,X,O,X
LTSJZOI,O,O,O,O,O,X,O,O,O,X,X,X,X
LTSJOIZ,O,X,O,O,O,O,O,O,O,X,O,O,X
LTSJOZI,O,X,O,O,O,O,O,O,O,X,X,X,X
LTSZIJO,O,O,O,O,X,O,O,X,X,X,O,O,X
LTSZIOJ,O,O,O,O,X,O,O,X,O,X,O,X,X
LTSZJIO,O,O,O,O,O,O,O,X,O,X,X,O,X
LTSZJOI,O,O,O,O,O,O,O,X,O,X,X,X,X
LTSZOIJ,O,O,O,O,X,O,O,X,O,X,O,X,X
LTSZOJI,O,O,O,O,O,O,O,X,O,X,X,X,X
LTSOIJZ,O,O,O,O,O,O,O,O,O,X,O,O,X
LTSOIZJ,O,O,O,O,X,O,O,X,O,X,O,X,X
LTSOJIZ,O,O,O,O,O,O,O,O,O,X,O,O,X
LTSOJZI,O,O,O,O,O,O,O,O,O,X,X,X,O
LTSOZIJ,O,O,O,O,X,O,O,X,O,X,O,X,O
LTSOZJI,O,O,O,O,O,O,O,X,O,X,X,X,O
LTZIJSO,O,O,O,O,X,O,O,O,X,O,X,X,X
LTZIJOS,O,X,O,O,X,O,O,O,X,O,X,X,X
LTZISJO,O,O,O,O,X,O,O,X,X,O,X,X,X
LTZISOJ,O,O,O,O,X,O,X,X,X,O,X,X,X
LTZIOJS,O,X,O,O,X,O,O,O,X,O,X,X,X
LTZIOSJ,O,X,O,O,X,O,O,X,X,O,X,X,X
LTZJISO,O,O,O,O,X,O,O,O,O,O,X,X,X
LTZJIOS,O,X,O,O,O,O,O,O,O,O,X,X,X
LTZJSIO,O,O,O,O,X,O,O,O,O,X,X,X,X
LTZJSOI,O,O,O,O,X,O,O,O,O,X,X,X,X
LTZJOIS,O,X,O,O,O,O,O,O,O,O,X,X,X
LTZJOSI,O,O,O,O,O,O,O,O,O,X,X,X,X
LTZSIJO,O,O,O,O,X,O,O,X,X,X,O,X,X
LTZSIOJ,O,O,O,O,X,O,O,X,O,X,O,X,X
LTZSJIO,O,O,O,O,O,O,O,X,O,X,X,X,X
LTZSJOI,O,O,O,O,O,O,O,X,O,X,X,X,X
LTZSOIJ,O,O,O,O,X,O,O,X,O,X,O,X,X
LTZSOJI,O,O,O,O,O,O,O,X,O,X,X,X,X
LTZOIJS,O,O,O,O,X,O,O,O,X,O,X,X,O
LTZOISJ,O,O,O,O,X,O,O,X,X,O,X,X,O
LTZOJIS,O,O,O,O,O,O,O,O,O,O,X,X,O
LTZOJSI,O,O,O,O,O,O,O,O,O,X,X,X,O
LTZOSIJ,O,O,O,O,X,O,O,X,O,X,O,X,O
LTZOSJI,O,O,O,O,O,O,O,X,O,X,X,X,O
LTOIJSZ,O,X,O,O,O,O,O,O,O,X,O,O,X
LTOIJZS,O,X,O,O,O,O,O,O,O,O,X,X,O
LTOISJZ,O,O,O,O,O,O,O,O,O,X,O,O,X
