sequence,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGGgBZmBtmB0iB6o?B/qBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBtlB0hBxiBGo?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je2EJvhGRgB3hB9oBSqB0n?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB3iB9oB0kBCm?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmBXjBTlBer?BctB6sB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBumB9nBTjByq?BXtB0qB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmB0iB2qBSt?BzqBXtB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB9nBTjB0kBCm?BXrBXtB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBRhB9nBTjBuq?BcrBXtB
SSOIJTZL,O,O,X,X,X,O,X,X,X
SSOIJLTZ,O,O,X,X,X,O,X,X,X
SSOIJLZT,O,O,X,X,X,X,X,X,X
SSOIJZTL,O,O,X,X,X,X,X,X,X
SSOIJZLT,O,O,X,X,X,X,X,X,X
SSOIZTLJ,O,O,X,X,X,O,X,O,O
SSOIZTJL,O,O,X,X,X,O,X,O,O
SSOIZLTJ,O,O,X,X,X,O,X,O,O
SSOIZLJT,O,X,X,X,X,X,X,O,O
SSOIZJTL,O,O,X,X,X,X,X,O,O
SSOIZJLT,O,O,X,X,X,X,X,O,O
SSOLTIJZ,O,O,O,O,X,O,X,O,O
SSOLTIZJ,O,O,O,O,X,O,X,O,O
SSOLTJIZ,O,O,O,O,X,O,X,O,O
SSOLTJZI,O,O,O,O,X,O,X,O,O
SSOLTZIJ,O,O,O,O,X,O,X,O,O
SSOLTZJI,O,O,O,O,X,O,X,O,O
SSOLITJZ,O,O,O,O,X,O,X,O,O
SSOLITZJ,O,O,O,O,X,O,X,O,O
SSOLIJTZ,O,O,O,X,X,O,X,X,X
SSOLIJZT,O,O,O,X,X,X,X,X,X
SSOLIZTJ,O,X,O,O,X,O,X,O,O
SSOLIZJT,O,X,O,O,X,X,X,O,O
SSOLJTIZ,O,O,O,X,X,O,X,O,O
SSOLJTZI,O,O,O,X,X,O,X,O,O
SSOLJITZ,O,O,O,X,X,O,X,X,X
SSOLJIZT,O,O,O,X,X,X,X,X,X
SSOLJZTI,O,O,O,X,X,X,X,O,O
SSOLJZIT,O,O,O,X,X,X,X,O,O
SSOLZTIJ,O,O,O,O,X,O,X,O,O
SSOLZTJI,O,O,O,O,X,O,X,O,O
SSOLZITJ,O,O,O,O,X,O,X,O,O
SSOLZIJT,O,X,O,O,X,X,X,O,O
SSOLZJTI,O,O,O,O,X,X,X,O,O
SSOLZJIT,O,O,O,O,X,X,X,O,O
SSOJTILZ,O,O,X,X,X,O,X,O,O
SSOJTIZL,O,O,X,X,O,O,X,O,X
SSOJTLIZ,O,O,O,X,X,O,X,O,O
SSOJTLZI,O,O,O,X,X,O,X,O,O
SSOJTZIL,O,O,X,X,O,O,X,O,O
SSOJTZLI,O,O,O,X,O,O,X,O,O
SSOJITLZ,O,O,X,X,X,O,X,X,X
SSOJITZL,O,O,X,X,O,O,X,X,X
SSOJILTZ,O,O,X,X,X,O,X,X,X
SSOJILZT,O,O,X,X,X,X,X,X,X
SSOJIZTL,O,O,X,X,O,X,X,X,X
SSOJIZLT,O,O,X,X,O,X,X,X,X
SSOJLTIZ,O,O,O,X,X,O,X,O,O
SSOJLTZI,O,O,O,X,X,O,X,O,O
SSOJLITZ,O,O,O,X,X,O,X,X,X
SSOJLIZT,O,O,O,X,X,X,X,X,X
SSOJLZTI,O,O,O,X,X,X,X,O,O
SSOJLZIT,O,O,O,X,X,X,X,O,O
SSOJZTIL,O,O,X,X,O,X,X,O,O
SSOJZTLI,O,O,O,X,O,X,X,O,O
SSOJZITL,O,O,X,X,O,X,X,O,O
SSOJZILT,O,O,X,X,O,X,X,O,O
SSOJZLTI,O,O,O,X,O,X,X,O,O
SSOJZLIT,O,O,O,X,O,X,X,O,O
SSOZTILJ,O,O,X,O,X,O,X,O,O
SSOZTIJL,O,O,X,O,X,O,X,O,O
SSOZTLIJ,O,O,O,O,X,O,X,O,O
SSOZTLJI,O,O,O,O,X,O,X,O,O
SSOZTJIL,O,O,X,O,O,O,X,O,O
SSOZTJLI,O,O,O,O,O,O,X,O,O
SSOZITLJ,O,O,X,X,X,O,X,O,O
SSOZITJL,O,O,X,X,X,O,X,O,O
SSOZILTJ,O,O,X,X,X,O,X,O,O
SSOZILJT,O,X,X,X,X,X,X,O,O
SSOZIJTL,O,O,X,X,O,X,X,O,O
SSOZIJLT,O,O,X,X,O,X,X,O,O
SSOZLTIJ,O,O,O,O,X,O,X,O,O
SSOZLTJI,O,O,O,O,X,O,X,O,O
SSOZLITJ,O,O,O,O,X,O,X,O,O
SSOZLIJT,O,X,O,O,X,X,X,O,O
SSOZLJTI,O,O,O,O,O,X,X,O,O
SSOZLJIT,O,O,O,O,O,X,X,O,O
SSOZJTIL,O,O,X,O,O,X,X,O,O
SSOZJTLI,O,O,O,O,O,X,X,O,O
SSOZJITL,O,O,X,X,O,X,X,O,O
SSOZJILT,O,O,X,X,O,X,X,O,O
SSOZJLTI,O,O,O,O,O,X,X,O,O
SSOZJLIT,O,O,O,O,O,X,X,O,O
SZTILJSO,O,X,O,O,X,O,X,O,O
SZTILJOS,X,X,O,O,X,X,O,O,O
SZTILSJO,O,O,O,O,X,O,X,O,O
SZTILSOJ,O,O,O,O,X,O,X,O,O
SZTILOJS,X,X,O,O,X,X,X,O,X
SZTILOSJ,O,X,O,O,X,X,X,O,O
SZTIJLSO,O,O,O,O,X,X,X,O,O
SZTIJLOS,X,X,O,O,X,X,O,O,O
SZTIJSLO,O,O,O,O,X,X,X,O,O
SZTIJSOL,O,O,X,O,O,O,X,O,O
SZTIJOLS,X,X,X,X,O,X,X,O,O
SZTIJOSL,X,O,X,O,O,X,X,O,O
SZTISLJO,O,O,O,O,X,O,X,O,O
SZTISLOJ,O,O,O,O,X,O,X,O,O
SZTISJLO,O,O,O,O,X,X,X,O,O
SZTISJOL,O,O,X,O,O,O,X,O,O
SZTISOLJ,O,O,X,X,X,O,X,O,O
SZTISOJL,O,O,X,O,X,O,X,O,O
SZTIOLJS,O,X,X,X,X,X,X,O,X
SZTIOLSJ,O,O,X,X,X,X,X,X,O
SZTIOJLS,O,O,X,X,X,X,X,O,O
SZTIOJSL,O,O,X,O,X,X,X,O,O
SZTIOSLJ,O,O,X,X,X,X,X,O,O
SZTIOSJL,O,O,X,X,X,X,X,O,O
SZTLIJSO,O,X,O,O,X,O,X,O,O
SZTLIJOS,X,X,O,O,X,X,O,O,O
SZTLISJO,O,O,O,O,X,O,X,O,O
SZTLISOJ,O,O,O,O,X,O,X,O,O
SZTLIOJS,X,X,O,O,X,X,X,O,X
SZTLIOSJ,O,X,O,O,X,X,X,O,O
SZTLJISO,O,O,O,O,X,O,X,O,O
SZTLJIOS,X,X,O,O,X,X,O,O,O
SZTLJSIO,O,O,O,O,X,O,X,O,O
SZTLJSOI,O,O,O,O,O,O,O,O,O
SZTLJOIS,X,X,O,O,O,X,O,O,O
SZTLJOSI,X,X,O,O,O,O,O,O,O
SZTLSIJO,O,O,O,O,X,O,X,O,O
SZTLSIOJ,O,O,O,O,X,O,X,O,O
SZTLSJIO,O,O,O,O,X,O,X,O,O
SZTLSJOI,O,O,O,O,O,O,O,O,O
SZTLSOIJ,O,O,O,O,X,O,X,O,O
SZTLSOJI,O,O,O,O,X,O,X,O,O
SZTLOIJS,X,X,O,O,X,X,X,O,X
SZTLOISJ,O,O,O,O,X,X,X,O,O
SZTLOJIS,X,O,O,O,X,X,O,O,O
SZTLOJSI,X,O,O,O,X,O,O,O,O
SZTLOSIJ,O,O,O,O,X,O,X,O,O
SZTLOSJI,O,O,O,O,X,O,X,O,O
SZTJILSO,O,O,O,O,X,X,X,O,O
SZTJILOS,X,X,O,O,X,X,O,O,O
SZTJISLO,O,O,O,O,X,X,X,O,O
SZTJISOL,O,O,X,O,O,O,X,O,O
SZTJIOLS,X,X,X,X,O,X,X,O,O
SZTJIOSL,X,O,X,O,O,X,X,O,O
SZTJLISO,O,O,O,O,X,O,X,O,O
SZTJLIOS,X,X,O,O,X,X,O,O,O
SZTJLSIO,O,O,O,O,X,O,X,O,O
SZTJLSOI,O,O,O,O,O,O,O,O,O
SZTJLOIS,X,X,O,O,O,X,O,O,O
SZTJLOSI,X,X,O,O,O,O,O,O,O
SZTJSILO,O,O,O,O,X,X,X,O,O
SZTJSIOL,O,O,X,O,O,O,X,O,O
SZTJSLIO,O,O,O,O,X,O,X,O,O
SZTJSLOI,O,O,O,O,O,O,O,O,O
SZTJSOIL,O,O,X,O,O,O,X,O,O
SZTJSOLI,O,O,O,O,O,O,X,O,O
SZTJOILS,X,O,X,O,O,X,X,O,O
SZTJOISL,X,O,X,O,O,X,X,O,O
SZTJOLIS,X,O,O,O,O,X,O,O,O
SZTJOLSI,X,O,O,O,O,O,O,O,O
SZTJOSIL,X,O,X,O,O,O,X,O,O
SZTJOSLI,X,O,O,O,O,O,X,O,O
SZTSILJO,O,O,O,O,X,O,X,O,O
SZTSILOJ,O,O,O,O,X,O,X,O,O
SZTSIJLO,O,O,O,O,X,X,X,O,O
SZTSIJOL,O,O,X,O,O,O,X,O,O
SZTSIOLJ,O,O,X,X,X,O,X,O,O
SZTSIOJL,O,O,X,O,X,O,X,O,O
SZTSLIJO,O,O,O,O,X,O,X,O,O
SZTSLIOJ,O,O,O,O,X,O,X,O,O
SZTSLJIO,O,O,O,O,X,O,X,O,O
SZTSLJOI,O,O,O,O,O,O,O,O,O
SZTSLOIJ,O,O,O,O,X,O,X,O,O
SZTSLOJI,O,O,O,O,X,O,X,O,O
SZTSJILO,O,O,O,O,X,X,X,O,O
SZTSJIOL,O,O,X,O,O,O,X,O,O
SZTSJLIO,O,O,O,O,X,O,X,O,O
SZTSJLOI,O,O,O,O,O,O,O,O,O
SZTSJOIL,O,O,X,O,O,O,X,O,O
SZTSJOLI,O,O,O,O,O,O,X,O,O
SZTSOILJ,O,O,X,X,X,O,X,O,O
SZTSOIJL,O,O,X,O,X,O,X,O,O
SZTSOLIJ,O,O,O,O,X,O,X,O,O
SZTSOLJI,O,O,O,O,X,O,X,O,O
SZTSOJIL,O,O,X,O,O,O,X,O,O
SZTSOJLI,O,O,O,O,O,O,X,O,O
SZTOILJS,O,X,X,O,X,X,X,O,X
SZTOILSJ,O,O,X,O,X,X,X,X,O
SZTOIJLS,O,O,X,O,X,X,X,O,O
SZTOIJSL,O,O,X,O,X,X,X,O,O
SZTOISLJ,O,O,X,O,X,X,X,O,O
SZTOISJL,O,O,X,O,X,X,X,O,O
SZTOLIJS,O,X,O,O,X,X,X,O,X
SZTOLISJ,O,O,O,O,X,X,X,O,O
SZTOLJIS,O,O,O,O,X,X,O,O,O
SZTOLJSI,O,O,O,O,X,O,O,O,O
SZTOLSIJ,O,O,O,O,X,O,X,O,O
SZTOLSJI,O,O,O,O,X,O,X,O,O
SZTOJILS,O,O,X,O,O,X,X,O,O
SZTOJISL,O,O,X,O,O,X,X,O,O
SZTOJLIS,O,O,O,O,O,X,O,O,O
SZTOJLSI,O,O,O,O,O,O,O,O,O
SZTOJSIL,O,O,X,O,O,O,X,O,O
SZTOJSLI,O,O,O,O,O,O,X,O,O
SZTOSILJ,O,O,X,O,X,O,X,O,O
SZTOSIJL,O,O,X,O,X,O,X,O,O
SZTOSLIJ,O,O,O,O,X,O,X,O,O
SZTOSLJI,O,O,O,O,X,O,X,O,O
SZTOSJIL,O,O,X,O,O,O,X,O,O
SZTOSJLI,O,O,O,O,O,O,X,O,O
SZITLJSO,O,X,O,O,X,O,X,O,O
SZITLJOS,X,X,O,O,X,X,X,O,O
SZITLSJO,O,O,O,O,X,O,X,O,O
SZITLSOJ,O,O,O,O,X,O,X,O,O
SZITLOJS,X,X,O,O,X,X,X,O,X
SZITLOSJ,O,X,O,O,X,X,X,O,O
SZITJLSO,O,O,O,O,X,X,X,O,O
SZITJLOS,X,X,O,O,X,X,X,O,O
SZITJSLO,O,O,O,O,X,X,X,O,O
SZITJSOL,O,O,X,O,O,O,X,O,O
SZITJOLS,X,X,X,X,O,X,X,O,O
SZITJOSL,X,O,X,X,O,X,X,O,O
SZITSLJO,O,O,O,O,X,O,X,O,O
SZITSLOJ,O,O,O,O,X,O,X,O,O
SZITSJLO,O,O,O,O,X,X,X,O,O
SZITSJOL,O,O,X,O,O,O,X,O,O
SZITSOLJ,O,O,X,X,X,O,X,O,O
SZITSOJL,O,O,X,O,X,O,X,O,O
SZITOLJS,O,X,X,X,X,X,X,O,X
SZITOLSJ,O,O,X,X,X,X,X,X,O
SZITOJLS,O,O,X,X,X,X,X,O,O
SZITOJSL,O,O,X,X,X,X,X,O,O
SZITOSLJ,O,O,X,X,X,X,X,O,O
SZITOSJL,O,O,X,X,X,X,X,O,O
SZILTJSO,O,X,O,O,X,O,X,O,O
SZILTJOS,X,X,O,O,X,X,X,O,O
SZILTSJO,O,O,O,O,X,O,X,O,O
SZILTSOJ,O,O,O,O,X,O,X,O,O
SZILTOJS,X,X,O,O,X,X,X,O,X
SZILTOSJ,O,X,O,O,X,X,X,O,O
SZILJTSO,X,X,O,O,X,O,X,O,O
SZILJTOS,X,X,O,O,X,X,X,O,O
SZILJSTO,X,X,O,O,X,O,X,O,O
SZILJSOT,X,X,O,O,X,X,X,O,O
SZILJOTS,X,X,O,O,X,X,X,O,O
SZILJOST,X,X,O,O,X,X,X,O,O
SZILSTJO,O,O,O,O,X,O,X,O,O
SZILSTOJ,O,O,O,O,X,O,X,O,O
SZILSJTO,O,X,O,O,X,O,X,O,O
SZILSJOT,X,X,O,O,X,X,X,O,O
SZILSOTJ,X,X,O,O,X,O,X,O,O
SZILSOJT,X,X,O,O,X,X,X,O,O
SZILOTJS,X,X,O,O,X,X,X,O,X
SZILOTSJ,X,X,O,O,X,X,X,O,O
SZILOJTS,X,X,O,O,X,X,X,O,X
SZILOJST,X,X,O,O,X,X,X,O,X
SZILOSTJ,X,X,O,O,X,X,X,O,O
SZILOSJT,X,X,O,O,X,X,X,O,X
SZIJTLSO,X,O,O,O,X,X,X,O,O
SZIJTLOS,X,X,O,O,X,X,X,O,O
SZIJTSLO,X,O,O,O,X,X,X,O,O
SZIJTSOL,X,O,X,O,O,O,X,O,O
SZIJTOLS,X,X,X,X,O,X,X,O,O
SZIJTOSL,X,O,X,X,O,X,X,O,O
SZIJLTSO,X,O,O,O,X,X,X,O,O
SZIJLTOS,X,X,O,O,X,X,X,O,O
SZIJLSTO,X,O,O,O,X,X,X,O,O
SZIJLSOT,X,X,O,O,X,X,X,O,O
SZIJLOTS,X,X,O,O,X,X,X,O,O
SZIJLOST,X,X,O,O,X,X,X,O,O
SZIJSTLO,X,O,O,X,X,X,X,O,O
SZIJSTOL,X,O,X,X,O,O,X,O,O
SZIJSLTO,X,O,O,X,X,X,X,O,O
SZIJSLOT,X,X,O,X,X,X,X,O,O
SZIJSOTL,X,O,X,X,O,X,X,O,O
SZIJSOLT,X,X,X,X,O,X,X,O,O
SZIJOTLS,X,X,X,O,O,X,X,O,O
SZIJOTSL,X,O,X,O,O,X,X,O,O
SZIJOLTS,X,X,X,O,O,X,X,X,O
SZIJOLST,X,X,X,O,O,X,X,X,O
SZIJOSTL,X,O,X,X,O,X,X,O,O
SZIJOSLT,X,X,X,X,O,X,X,O,O
SZISTLJO,O,O,O,X,X,O,X,O,O
SZISTLOJ,O,O,O,X,X,O,X,O,O
SZISTJLO,O,O,O,X,X,X,X,O,O
SZISTJOL,O,O,X,X,O,O,X,O,O
SZISTOLJ,O,O,X,X,X,O,X,O,O
SZISTOJL,O,O,X,X,X,O,X,O,O
SZISLTJO,O,O,O,X,X,O,X,O,O
SZISLTOJ,O,O,O,X,X,O,X,O,O
SZISLJTO,O,X,O,X,X,O,X,O,O
SZISLJOT,X,X,O,X,X,X,X,O,O
SZISLOTJ,X,X,O,X,X,O,X,O,O
SZISLOJT,X,X,O,X,X,X,X,O,O
SZISJTLO,O,O,O,X,X,X,X,O,O
SZISJTOL,O,O,X,X,O,O,X,O,O
SZISJLTO,O,O,O,X,X,X,X,O,O
SZISJLOT,X,X,O,X,X,X,X,O,O
SZISJOTL,O,O,X,X,O,X,X,O,O
SZISJOLT,O,X,X,X,O,X,X,O,O
SZISOTLJ,O,O,X,X,X,O,X,O,O
SZISOTJL,O,O,X,X,X,O,X,O,O
SZISOLTJ,O,O,X,X,X,O,X,O,O
SZISOLJT,O,X,X,X,X,X,X,O,O
SZISOJTL,O,O,X,X,O,X,X,O,O
SZISOJLT,O,O,X,X,O,X,X,O,O
SZIOTLJS,O,X,X,O,X,X,X,O,X
SZIOTLSJ,O,O,X,O,X,X,X,X,O
SZIOTJLS,O,O,X,O,X,X,X,O,O
SZIOTJSL,O,O,X,O,X,X,X,O,O
SZIOTSLJ,O,O,X,O,X,X,X,O,O
SZIOTSJL,O,O,X,O,X,X,X,O,O
SZIOLTJS,O,X,X,O,X,X,X,X,X
SZIOLTSJ,O,O,X,O,X,X,X,X,O
SZIOLJTS,X,X,X,O,X,X,X,X,X
SZIOLJST,X,X,X,O,X,X,X,X,X
SZIOLSTJ,O,O,X,O,X,X,X,X,O
SZIOLSJT,O,X,X,O,X,X,X,X,X
SZIOJTLS,X,O,X,O,O,X,X,O,O
SZIOJTSL,X,O,X,O,O,X,X,O,O
SZIOJLTS,X,O,X,O,O,X,X,X,X
SZIOJLST,X,O,X,O,O,X,X,X,X
SZIOJSTL,X,O,X,X,O,X,X,O,O
SZIOJSLT,X,O,X,X,O,X,X,O,O
SZIOSTLJ,O,O,X,X,X,X,X,O,O
SZIOSTJL,O,O,X,X,X,X,X,O,O
SZIOSLTJ,O,O,X,X,X,X,X,O,O
SZIOSLJT,O,X,X,X,X,X,X,O,O
SZIOSJTL,O,O,X,X,O,X,X,O,O
SZIOSJLT,O,O,X,X,O,X,X,O,O
SZLTIJSO,O,X,O,O,X,O,X,O,O
SZLTIJOS,X,X,O,O,X,X,O,O,O
SZLTISJO,O,O,O,O,X,O,X,O,O
SZLTISOJ,O,O,O,O,X,O,X,O,O
SZLTIOJS,X,X,O,O,X,X,X,O,X
SZLTIOSJ,O,X,O,O,X,X,X,O,O
SZLTJISO,O,O,O,O,X,O,X,O,O
SZLTJIOS,X,X,O,O,X,X,O,O,O
SZLTJSIO,O,O,O,O,X,O,X,O,O
SZLTJSOI,O,O,O,O,O,O,O,O,O
SZLTJOIS,X,X,O,O,O,X,O,O,O
SZLTJOSI,X,X,O,O,O,O,O,O,O
SZLTSIJO,O,O,O,O,X,O,X,O,O
SZLTSIOJ,O,O,O,O,X,O,X,O,O
SZLTSJIO,O,O,O,O,X,O,X,O,O
SZLTSJOI,O,O,O,O,O,O,O,O,O
SZLTSOIJ,O,O,O,O,X,O,X,O,O
SZLTSOJI,O,O,O,O,X,O,X,O,O
SZLTOIJS,X,X,O,O,X,X,X,O,X
SZLTOISJ,O,O,O,O,X,X,X,O,O
SZLTOJIS,X,O,O,O,X,X,O,O,O
SZLTOJSI,X,O,O,O,X,O,O,O,O
SZLTOSIJ,O,O,O,O,X,O,X,O,O
SZLTOSJI,O,O,O,O,X,O,X,O,O
SZLITJSO,O,X,O,O,X,O,X,O,O
SZLITJOS,X,X,O,O,X,X,O,O,O
SZLITSJO,O,O,O,O,X,O,X,O,O
SZLITSOJ,O,O,O,O,X,O,X,O,O
SZLITOJS,X,X,O,O,X,X,X,O,X
SZLITOSJ,O,X,O,O,X,X,X,O,O
SZLIJTSO,X,X,O,O,X,O,X,O,O
SZLIJTOS,X,X,O,O,X,X,O,O,O
SZLIJSTO,X,X,O,O,X,O,X,O,O
SZLIJSOT,X,X,O,O,X,X,X,O,O
SZLIJOTS,X,X,O,O,X,X,X,O,O
SZLIJOST,X,X,O,O,X,X,X,O,O
SZLISTJO,O,O,O,O,X,O,X,O,O
SZLISTOJ,O,O,O,O,X,O,X,O,O
SZLISJTO,O,X,O,O,X,O,X,O,O
SZLISJOT,X,X,O,O,X,X,X,O,O
SZLISOTJ,X,X,O,O,X,O,X,O,O
SZLISOJT,X,X,O,O,X,X,X,O,O
SZLIOTJS,X,X,O,O,X,X,X,O,X
SZLIOTSJ,X,X,O,O,X,X,X,O,O
SZLIOJTS,X,X,O,O,X,X,X,O,X
SZLIOJST,X,X,O,O,X,X,X,O,X
SZLIOSTJ,X,X,O,O,X,X,X,O,O
SZLIOSJT,X,X,O,O,X,X,X,O,X
SZLJTISO,X,O,O,O,X,O,X,O,O
SZLJTIOS,X,X,O,O,X,X,O,O,O
SZLJTSIO,X,O,O,O,X,O,X,O,O
SZLJTSOI,X,O,O,O,O,O,O,O,O
SZLJTOIS,X,X,O,O,O,X,O,O,O
SZLJTOSI,X,X,O,O,O,O,O,O,O
SZLJITSO,X,O,O,O,X,O,X,O,O
SZLJITOS,X,X,O,O,X,X,O,O,O
SZLJISTO,X,O,O,O,X,O,X,O,O
SZLJISOT,X,X,O,O,X,X,X,O,O
SZLJIOTS,X,X,O,O,X,X,X,O,O
SZLJIOST,X,X,O,O,X,X,X,O,O
SZLJSTIO,X,O,O,O,X,O,X,O,O
SZLJSTOI,X,O,O,O,O,O,O,O,O
SZLJSITO,X,O,O,O,X,O,X,O,O
SZLJSIOT,X,X,O,O,X,X,X,O,O
SZLJSOTI,X,X,O,O,O,X,X,O,O
SZLJSOIT,X,X,O,O,O,X,X,O,O
SZLJOTIS,X,X,O,O,O,X,O,O,O
SZLJOTSI,X,X,O,O,O,X,O,O,O
SZLJOITS,X,X,O,O,O,X,X,O,O
SZLJOIST,X,X,O,O,O,X,X,O,O
SZLJOSTI,X,X,O,O,O,X,X,O,O
SZLJOSIT,X,X,O,O,O,X,X,O,O
SZLSTIJO,O,O,O,O,X,O,X,O,O
SZLSTIOJ,O,O,O,O,X,O,X,O,O
SZLSTJIO,O,O,O,O,X,O,X,O,O
SZLSTJOI,O,O,O,O,O,O,O,O,O
SZLSTOIJ,O,O,O,O,X,O,X,O,O
SZLSTOJI,O,O,O,O,X,O,X,O,O
SZLSITJO,O,O,O,O,X,O,X,O,O
SZLSITOJ,O,O,O,O,X,O,X,O,O
SZLSIJTO,O,X,O,O,X,O,X,O,O
SZLSIJOT,X,X,O,O,X,X,X,O,O
SZLSIOTJ,X,X,O,O,X,O,X,O,O
SZLSIOJT,X,X,O,O,X,X,X,O,O
SZLSJTIO,O,O,O,O,X,O,X,O,O
SZLSJTOI,O,O,O,O,O,O,O,O,O
SZLSJITO,O,O,O,O,X,O,X,O,O
SZLSJIOT,X,X,O,O,X,X,X,O,O
SZLSJOTI,X,X,O,O,O,X,X,O,O
SZLSJOIT,X,X,O,O,O,X,X,O,O
SZLSOTIJ,X,O,O,O,X,O,X,O,O
SZLSOTJI,X,O,O,O,X,O,X,O,O
SZLSOITJ,X,O,O,O,X,O,X,O,O
SZLSOIJT,X,X,O,O,X,X,X,O,O
SZLSOJTI,X,O,O,O,O,X,X,O,O
SZLSOJIT,X,O,O,O,O,X,X,O,O
SZLOTIJS,X,X,O,O,X,X,X,O,X
SZLOTISJ,X,O,O,O,X,X,X,O,O
SZLOTJIS,X,O,O,O,X,X,O,O,O
SZLOTJSI,X,O,O,O,X,O,O,O,O
SZLOTSIJ,X,O,O,O,X,O,X,O,O
SZLOTSJI,X,O,O,O,X,O,X,O,O
SZLOITJS,X,X,O,O,X,X,X,O,X
SZLOITSJ,X,O,O,O,X,X,X,O,O
SZLOIJTS,X,X,O,O,X,X,X,O,X
SZLOIJST,X,X,O,O,X,X,X,O,X
SZLOISTJ,X,O,O,O,X,X,X,O,O
SZLOISJT,X,X,O,O,X,X,X,O,X
SZLOJTIS,X,O,O,O,O,X,O,O,O
SZLOJTSI,X,O,O,O,O,X,O,O,O
SZLOJITS,X,O,O,O,O,X,X,O,O
SZLOJIST,X,O,O,O,O,X,X,O,O
SZLOJSTI,X,O,O,O,O,X,X,O,O
SZLOJSIT,X,O,O,O,O,X,X,O,O
SZLOSTIJ,X,O,O,O,X,O,X,O,O
SZLOSTJI,X,O,O,O,X,O,X,O,O
SZLOSITJ,X,O,O,O,X,O,X,O,O
SZLOSIJT,X,X,O,O,X,X,X,O,O
SZLOSJTI,X,O,O,O,O,X,X,O,O
SZLOSJIT,X,O,O,O,O,X,X,O,O
SZJTILSO,X,O,O,O,X,X,X,O,O
SZJTILOS,X,X,O,O,X,X,O,O,O
SZJTISLO,X,O,O,O,X,X,X,O,O
SZJTISOL,X,O,X,O,O,O,X,O,O
SZJTIOLS,X,X,X,X,O,X,X,O,O
SZJTIOSL,X,O,X,O,O,X,X,O,O
SZJTLISO,X,O,O,O,X,O,X,O,O
SZJTLIOS,X,X,O,O,X,X,O,O,O
SZJTLSIO,X,O,O,O,X,O,X,O,O
SZJTLSOI,X,O,O,O,O,O,O,O,O
SZJTLOIS,X,X,O,O,O,X,O,O,O
SZJTLOSI,X,X,O,O,O,O,O,O,O
SZJTSILO,X,O,O,O,X,X,X,O,O
SZJTSIOL,X,O,X,O,O,O,X,O,O
SZJTSLIO,X,O,O,O,X,O,X,O,O
SZJTSLOI,X,O,O,O,O,O,O,O,O
SZJTSOIL,X,O,X,O,O,O,X,O,O
SZJTSOLI,X,O,O,O,O,O,X,O,O
SZJTOILS,X,O,X,O,O,X,X,O,O
SZJTOISL,X,O,X,O,O,X,X,O,O
SZJTOLIS,X,O,O,O,O,X,O,O,O
SZJTOLSI,X,O,O,O,O,O,O,O,O
SZJTOSIL,X,O,X,O,O,O,X,O,O
SZJTOSLI,X,O,O,O,O,O,X,O,O
SZJITLSO,X,O,O,O,X,X,X,O,O
SZJITLOS,X,X,O,O,X,X,X,O,O
SZJITSLO,X,O,O,O,X,X,X,O,O
SZJITSOL,X,O,X,O,O,O,X,O,O
SZJITOLS,X,X,X,X,O,X,X,O,O
SZJITOSL,X,O,X,X,O,X,X,O,O
SZJILTSO,X,O,O,O,X,X,X,O,O
SZJILTOS,X,X,O,O,X,X,X,O,O
SZJILSTO,X,O,O,O,X,X,X,O,O
SZJILSOT,X,X,O,O,X,X,X,O,O
SZJILOTS,X,X,O,O,X,X,X,O,O
SZJILOST,X,X,O,O,X,X,X,O,O
SZJISTLO,X,O,O,X,X,X,X,O,O
SZJISTOL,X,O,X,X,O,O,X,O,O
SZJISLTO,X,O,O,X,X,X,X,O,O
SZJISLOT,X,X,O,X,X,X,X,O,O
SZJISOTL,X,O,X,X,O,X,X,O,O
SZJISOLT,X,X,X,X,O,X,X,O,O
SZJIOTLS,X,X,X,O,O,X,X,O,O
SZJIOTSL,X,O,X,O,O,X,X,O,O
SZJIOLTS,X,X,X,O,O,X,X,X,O
SZJIOLST,X,X,X,O,O,X,X,X,O
SZJIOSTL,X,O,X,X,O,X,X,O,O
SZJIOSLT,X,X,X,X,O,X,X,O,O
SZJLTISO,X,O,O,O,X,O,X,O,O
SZJLTIOS,X,X,O,O,X,X,O,O,O
SZJLTSIO,X,O,O,O,X,O,X,O,O
SZJLTSOI,X,O,O,O,O,O,O,O,O
SZJLTOIS,X,X,O,O,O,X,O,O,O
SZJLTOSI,X,X,O,O,O,O,O,O,O
SZJLITSO,X,O,O,O,X,O,X,O,O
SZJLITOS,X,X,O,O,X,X,O,O,O
SZJLISTO,X,O,O,O,X,O,X,O,O
SZJLISOT,X,X,O,O,X,X,X,O,O
SZJLIOTS,X,X,O,O,X,X,X,O,O
SZJLIOST,X,X,O,O,X,X,X,O,O
SZJLSTIO,X,O,O,O,X,O,X,O,O
