sequence,v115@HhA8IeC8FeF8CeB8Jex/IvhFihB3iBcoBGlB9rBTsB,v115@HhA8IeC8FeF8CeB8Jex/IvhFihBcnBTjBGlB9rB3sB,v115@HhA8IeC8FeF8CeB8Jex/IvhFNmB3iBcoBGlBzmBSxB,v115@HhA8IeC8FeF8CeB8Je0/IvhF6lBNmBTjBRsBXsBGsB,v115@HhA8IeC8FeF8CeB8Je0/IvhFxgBdnBCjBzlBXoBWxB,v115@HhA8IeC8FeF8CeB8Jex/IvhFNmBUiBGlBXoBzrBCtB
JZSILOT,X,O,O,X,O,X
JZSIOTL,O,O,O,X,O,O
JZSIOLT,O,O,O,X,O,X
JZSLTIO,O,O,O,X,O,X
JZSLTOI,O,O,O,X,O,X
JZSLITO,O,O,O,X,O,X
JZSLIOT,X,O,O,X,O,X
JZSLOTI,X,O,O,X,O,X
JZSLOIT,X,O,O,X,O,X
JZSOTIL,O,O,O,X,O,O
JZSOTLI,O,O,O,X,O,O
JZSOITL,O,O,O,X,O,O
JZSOILT,O,O,O,X,O,X
JZSOLTI,O,O,O,X,O,X
JZSOLIT,O,O,O,X,O,X
JZOTILS,O,X,O,O,O,O
JZOTISL,O,O,O,X,O,O
JZOTLIS,O,X,O,O,O,O
JZOTLSI,O,X,O,X,O,O
JZOTSIL,O,O,O,X,O,O
JZOTSLI,O,O,O,X,O,O
JZOITLS,O,X,O,O,O,O
JZOITSL,O,O,O,X,O,O
JZOILTS,O,X,O,O,O,X
JZOILST,O,X,O,X,O,X
JZOISTL,O,O,O,X,O,O
JZOISLT,O,O,O,X,O,X
JZOLTIS,O,X,O,O,O,X
JZOLTSI,O,X,O,X,O,X
JZOLITS,O,X,O,O,O,X
JZOLIST,O,X,O,X,O,X
JZOLSTI,O,X,O,X,O,X
JZOLSIT,O,X,O,X,O,X
JZOSTIL,O,O,O,X,O,O
JZOSTLI,O,O,O,X,O,O
JZOSITL,O,O,O,X,O,O
JZOSILT,O,O,O,X,O,X
JZOSLTI,O,O,O,X,O,X
JZOSLIT,O,O,O,X,O,X
JOTILSZ,O,O,X,O,O,O
JOTILZS,O,X,O,O,O,O
JOTISLZ,O,O,X,X,O,O
JOTISZL,O,O,X,X,O,O
JOTIZLS,O,X,O,O,O,O
JOTIZSL,O,O,O,X,O,O
JOTLISZ,O,O,X,O,O,O
JOTLIZS,O,X,O,O,O,O
JOTLSIZ,O,O,X,X,O,O
JOTLSZI,O,O,X,X,O,O
JOTLZIS,O,X,O,O,O,O
JOTLZSI,O,X,O,X,O,O
JOTSILZ,O,O,X,X,O,O
JOTSIZL,O,O,X,X,O,O
JOTSLIZ,O,O,X,X,O,O
JOTSLZI,O,O,X,X,O,O
JOTSZIL,O,O,X,X,O,O
JOTSZLI,O,O,X,X,O,O
JOTZILS,O,X,O,O,O,O
JOTZISL,O,O,O,X,O,O
JOTZLIS,O,X,O,O,O,O
JOTZLSI,O,X,O,X,O,O
JOTZSIL,O,O,O,X,O,O
JOTZSLI,O,O,O,X,O,O
JOITLSZ,O,O,X,O,O,O
JOITLZS,O,X,O,O,O,O
JOITSLZ,O,O,X,X,O,O
JOITSZL,O,O,X,X,O,O
JOITZLS,O,X,O,O,O,O
JOITZSL,O,O,O,X,O,O
JOILTSZ,O,O,X,O,O,O
JOILTZS,O,X,O,O,O,O
JOILSTZ,X,O,X,X,O,O
JOILSZT,X,O,X,X,O,X
JOILZTS,O,X,O,O,O,X
JOILZST,O,X,O,X,O,X
JOISTLZ,O,O,X,X,O,O
JOISTZL,O,O,X,X,O,O
JOISLTZ,X,O,X,X,O,O
JOISLZT,X,O,X,X,O,X
JOISZTL,O,O,X,X,O,O
JOISZLT,O,O,X,X,O,X
JOIZTLS,O,X,O,O,O,O
JOIZTSL,O,O,O,X,O,O
JOIZLTS,O,X,O,O,O,X
JOIZLST,O,X,O,X,O,X
JOIZSTL,O,O,O,X,O,O
JOIZSLT,O,O,O,X,O,X
JOLTISZ,O,O,X,O,O,O
JOLTIZS,O,X,O,O,O,O
JOLTSIZ,O,O,X,X,O,O
JOLTSZI,O,O,X,X,O,O
JOLTZIS,O,X,O,O,O,O
JOLTZSI,O,X,O,X,O,O
JOLITSZ,O,O,X,O,O,O
JOLITZS,O,X,O,O,O,O
JOLISTZ,X,O,X,X,O,O
JOLISZT,X,O,X,X,O,X
JOLIZTS,O,X,O,O,O,X
JOLIZST,O,X,O,X,O,X
JOLSTIZ,X,O,X,X,O,O
JOLSTZI,X,O,X,X,O,O
JOLSITZ,X,O,X,X,O,O
JOLSIZT,X,O,X,X,O,X
JOLSZTI,X,O,X,X,O,X
JOLSZIT,X,O,X,X,O,X
JOLZTIS,O,X,O,O,O,X
JOLZTSI,O,X,O,X,O,X
JOLZITS,O,X,O,O,O,X
JOLZIST,O,X,O,X,O,X
JOLZSTI,O,X,O,X,O,X
JOLZSIT,O,X,O,X,O,X
JOSTILZ,O,O,X,X,O,O
JOSTIZL,O,O,X,X,O,O
JOSTLIZ,O,O,X,X,O,O
JOSTLZI,O,O,X,X,O,O
JOSTZIL,O,O,X,X,O,O
JOSTZLI,O,O,X,X,O,O
JOSITLZ,O,O,X,X,O,O
JOSITZL,O,O,X,X,O,O
JOSILTZ,X,O,X,X,O,O
JOSILZT,X,O,X,X,O,X
JOSIZTL,O,O,X,X,O,O
JOSIZLT,O,O,X,X,O,X
JOSLTIZ,X,O,X,X,O,O
JOSLTZI,X,O,X,X,O,O
JOSLITZ,X,O,X,X,O,O
JOSLIZT,X,O,X,X,O,X
JOSLZTI,X,O,X,X,O,X
JOSLZIT,X,O,X,X,O,X
JOSZTIL,O,O,X,X,O,O
JOSZTLI,O,O,X,X,O,O
JOSZITL,O,O,X,X,O,O
JOSZILT,O,O,X,X,O,X
JOSZLTI,O,O,X,X,O,X
JOSZLIT,O,O,X,X,O,X
JOZTILS,O,X,O,O,O,O
JOZTISL,O,O,O,X,O,O
JOZTLIS,O,X,O,O,O,O
JOZTLSI,O,X,O,X,O,O
JOZTSIL,O,O,O,X,O,O
JOZTSLI,O,O,O,X,O,O
JOZITLS,O,X,O,O,O,O
JOZITSL,O,O,O,X,O,O
JOZILTS,O,X,O,O,O,X
JOZILST,O,X,O,X,O,X
JOZISTL,O,O,O,X,O,O
JOZISLT,O,O,O,X,O,X
JOZLTIS,O,X,O,O,O,X
JOZLTSI,O,X,O,X,O,X
JOZLITS,O,X,O,O,O,X
JOZLIST,O,X,O,X,O,X
JOZLSTI,O,X,O,X,O,X
JOZLSIT,O,X,O,X,O,X
JOZSTIL,O,O,O,X,O,O
JOZSTLI,O,O,O,X,O,O
JOZSITL,O,O,O,X,O,O
JOZSILT,O,O,O,X,O,X
JOZSLTI,O,O,O,X,O,X
JOZSLIT,O,O,O,X,O,X
STILJZO,X,X,X,O,X,X
STILJOZ,X,X,X,O,X,X
STILZJO,O,O,X,O,X,X
STILZOJ,O,O,X,O,X,X
STILOJZ,X,X,X,O,X,X
STILOZJ,O,O,X,O,X,X
STIJLZO,X,O,X,X,X,X
STIJLOZ,X,O,X,X,X,X
STIJZLO,X,O,X,X,X,X
STIJZOL,X,O,X,X,X,X
STIJOLZ,X,O,X,X,X,O
STIJOZL,X,O,X,X,X,O
STIZLJO,O,O,X,O,X,X
STIZLOJ,O,O,X,O,X,X
STIZJLO,O,O,X,X,X,X
STIZJOL,X,O,X,X,X,X
STIZOLJ,O,O,X,O,X,X
STIZOJL,O,O,X,X,X,X
STIOLJZ,X,X,X,O,X,X
STIOLZJ,O,O,X,O,X,X
STIOJLZ,X,O,X,X,X,O
STIOJZL,X,O,X,X,X,O
STIOZLJ,O,O,X,O,X,X
STIOZJL,O,O,X,X,X,X
STLIJZO,X,X,X,O,X,X
STLIJOZ,X,X,X,O,X,X
STLIZJO,O,O,X,O,X,X
STLIZOJ,O,O,X,O,X,X
STLIOJZ,X,X,X,O,X,X
STLIOZJ,O,O,X,O,X,X
STLJIZO,O,O,O,X,X,X
STLJIOZ,O,O,X,X,X,X
STLJZIO,O,O,O,X,X,X
STLJZOI,O,O,O,X,X,X
STLJOIZ,O,O,X,X,X,X
STLJOZI,O,O,X,X,X,X
STLZIJO,O,O,O,O,X,X
STLZIOJ,O,O,X,O,X,X
STLZJIO,O,O,O,X,X,X
STLZJOI,O,O,O,X,X,X
STLZOIJ,O,O,X,O,X,X
STLZOJI,O,O,O,X,O,X
STLOIJZ,X,X,X,O,X,X
STLOIZJ,O,O,X,O,X,X
STLOJIZ,O,O,X,X,O,X
STLOJZI,O,O,X,X,O,X
STLOZIJ,O,O,X,O,X,X
STLOZJI,O,O,X,X,O,X
STJILZO,O,O,O,X,X,X
STJILOZ,O,O,X,X,X,X
STJIZLO,O,O,O,X,X,X
STJIZOL,O,O,O,X,X,X
STJIOLZ,O,O,X,X,X,O
STJIOZL,O,O,X,X,X,O
STJLIZO,O,O,O,X,X,X
STJLIOZ,O,O,X,X,X,X
STJLZIO,O,O,O,X,X,X
STJLZOI,O,O,O,X,X,X
STJLOIZ,O,O,X,X,X,X
STJLOZI,O,O,X,X,X,X
STJZILO,O,O,O,X,X,X
STJZIOL,O,O,O,X,X,X
STJZLIO,O,O,O,X,X,X
STJZLOI,O,O,O,X,X,X
STJZOIL,O,O,O,X,X,X
STJZOLI,O,O,O,X,X,X
STJOILZ,O,O,X,X,X,O
STJOIZL,O,O,X,X,X,O
STJOLIZ,O,O,X,X,X,O
STJOLZI,O,O,X,X,X,O
STJOZIL,O,O,X,X,X,O
STJOZLI,O,O,X,X,X,O
STZILJO,O,O,X,O,X,X
STZILOJ,O,O,X,O,X,X
STZIJLO,O,O,O,X,X,X
STZIJOL,O,O,O,X,X,X
STZIOLJ,O,O,X,O,X,X
STZIOJL,O,O,X,X,X,X
STZLIJO,O,O,O,O,X,X
STZLIOJ,O,O,X,O,X,X
STZLJIO,O,O,O,X,X,X
STZLJOI,O,O,O,X,X,X
STZLOIJ,O,O,X,O,X,X
STZLOJI,O,O,O,X,O,X
STZJILO,O,O,O,X,X,X
STZJIOL,O,O,O,X,X,X
STZJLIO,O,O,O,X,X,X
STZJLOI,O,O,O,X,X,X
STZJOIL,O,O,O,X,X,X
STZJOLI,O,O,O,X,X,X
STZOILJ,O,O,X,O,X,X
STZOIJL,O,O,X,X,O,X
STZOLIJ,O,O,X,O,X,X
STZOLJI,O,O,X,X,O,X
STZOJIL,O,O,O,X,O,X
STZOJLI,O,O,O,X,O,X
STOILJZ,X,X,X,O,X,X
STOILZJ,O,O,X,O,X,X
STOIJLZ,X,O,X,X,O,O
STOIJZL,X,O,X,X,O,O
STOIZLJ,O,O,X,O,X,X
STOIZJL,O,O,X,X,O,O
STOLIJZ,X,X,X,O,X,X
STOLIZJ,O,O,X,O,X,X
STOLJIZ,O,O,X,X,O,O
STOLJZI,O,O,X,X,O,O
STOLZIJ,O,O,X,O,X,X
STOLZJI,O,O,X,X,O,O
STOJILZ,O,O,X,X,O,O
STOJIZL,O,O,X,X,O,O
STOJLIZ,O,O,X,X,O,O
STOJLZI,O,O,X,X,O,O
STOJZIL,O,O,X,X,O,O
STOJZLI,O,O,X,X,O,O
STOZILJ,O,O,X,O,X,X
STOZIJL,O,O,X,X,O,O
STOZLIJ,O,O,X,O,X,X
STOZLJI,O,O,X,X,O,O
STOZJIL,O,O,X,X,O,O
STOZJLI,O,O,X,X,O,O
SITLJZO,X,X,X,O,X,X
SITLJOZ,X,X,X,O,X,X
SITLZJO,O,O,X,O,X,X
SITLZOJ,O,O,X,O,X,X
SITLOJZ,X,X,X,O,X,X
SITLOZJ,O,O,X,O,X,X
SITJLZO,X,O,X,X,X,X
SITJLOZ,X,O,X,X,X,X
SITJZLO,X,O,X,X,X,X
SITJZOL,X,O,X,X,X,X
SITJOLZ,X,O,X,X,X,O
SITJOZL,X,O,X,X,X,O
SITZLJO,O,O,X,O,X,X
SITZLOJ,O,O,X,O,X,X
SITZJLO,O,O,X,X,X,X
SITZJOL,X,O,X,X,X,X
SITZOLJ,O,O,X,O,X,X
SITZOJL,O,O,X,X,X,X
SITOLJZ,X,X,X,O,X,X
SITOLZJ,O,O,X,O,X,X
SITOJLZ,X,O,X,X,X,O
SITOJZL,X,O,X,X,X,O
SITOZLJ,O,O,X,O,X,X
SITOZJL,O,O,X,X,X,X
SILTJZO,X,X,X,O,X,X
SILTJOZ,X,X,X,O,X,X
SILTZJO,X,O,X,O,X,X
SILTZOJ,X,O,X,O,X,X
SILTOJZ,X,X,X,O,X,X
SILTOZJ,X,O,X,O,X,X
SILJTZO,X,O,O,X,X,X
SILJTOZ,X,O,X,X,X,X
SILJZTO,X,O,O,X,X,X
SILJZOT,X,O,O,X,X,X
SILJOTZ,X,O,X,X,X,O
SILJOZT,X,O,X,X,X,X
SILZTJO,X,O,O,O,X,X
SILZTOJ,X,O,X,O,X,X
SILZJTO,X,O,O,X,X,X
SILZJOT,X,O,O,X,X,X
SILZOTJ,X,O,X,O,X,X
SILZOJT,X,O,O,X,O,X
SILOTJZ,X,X,X,O,X,X
SILOTZJ,X,O,X,O,X,X
SILOJTZ,X,O,X,X,O,O
SILOJZT,X,O,X,X,O,X
SILOZTJ,X,O,X,O,X,X
SILOZJT,X,O,X,X,O,X
SIJTLZO,O,O,O,X,X,X
SIJTLOZ,O,O,X,X,X,X
SIJTZLO,O,O,O,X,X,X
SIJTZOL,O,O,O,X,X,X
SIJTOLZ,O,O,X,X,X,O
SIJTOZL,O,O,X,X,X,O
SIJLTZO,X,O,O,X,X,X
SIJLTOZ,X,O,X,X,X,X
SIJLZTO,X,O,O,X,X,X
SIJLZOT,X,O,O,X,X,X
SIJLOTZ,X,O,X,X,X,O
SIJLOZT,X,O,X,X,X,X
SIJZTLO,O,O,O,X,X,X
SIJZTOL,O,O,O,X,X,X
SIJZLTO,O,O,O,X,X,X
SIJZLOT,X,O,O,X,X,X
SIJZOTL,O,O,O,X,X,O
SIJZOLT,O,O,O,X,X,X
SIJOTLZ,O,O,X,X,X,O
SIJOTZL,O,O,X,X,X,O
SIJOLTZ,X,O,X,X,X,O
SIJOLZT,X,O,X,X,X,X
SIJOZTL,O,O,X,X,X,O
SIJOZLT,O,O,X,X,X,X
SIZTLJO,O,O,O,O,X,X
SIZTLOJ,O,O,X,O,X,X
SIZTJLO,O,O,O,X,X,X
SIZTJOL,O,O,O,X,X,X
SIZTOLJ,O,O,X,O,X,X
SIZTOJL,O,O,X,X,X,X
SIZLTJO,O,O,O,O,X,X
SIZLTOJ,O,O,X,O,X,X
SIZLJTO,O,O,O,X,X,X
SIZLJOT,X,O,O,X,X,X
SIZLOTJ,X,O,X,O,X,X
SIZLOJT,X,O,O,X,O,X
SIZJTLO,O,O,O,X,X,X
SIZJTOL,O,O,O,X,X,X
SIZJLTO,O,O,O,X,X,X
SIZJLOT,X,O,O,X,X,X
SIZJOTL,O,O,O,X,X,O
SIZJOLT,O,O,O,X,X,X
SIZOTLJ,O,O,X,O,X,X
SIZOTJL,O,O,X,X,O,X
SIZOLTJ,O,O,X,O,X,X
SIZOLJT,O,O,O,X,O,X
SIZOJTL,O,O,O,X,O,O
SIZOJLT,O,O,O,X,O,X
SIOTLJZ,X,X,X,O,X,X
SIOTLZJ,O,O,X,O,X,X
SIOTJLZ,X,O,X,X,O,O
SIOTJZL,X,O,X,X,O,O
SIOTZLJ,O,O,X,O,X,X
SIOTZJL,O,O,X,X,O,O
SIOLTJZ,X,X,X,O,X,X
SIOLTZJ,X,O,X,O,X,X
SIOLJTZ,X,O,X,X,O,O
SIOLJZT,X,O,X,X,O,X
SIOLZTJ,X,O,X,O,X,X
SIOLZJT,X,O,X,X,O,X
SIOJTLZ,O,O,X,X,O,O
SIOJTZL,O,O,X,X,O,O
SIOJLTZ,X,O,X,X,O,O
SIOJLZT,X,O,X,X,O,X
SIOJZTL,O,O,X,X,O,O
SIOJZLT,O,O,X,X,O,X
SIOZTLJ,O,O,X,O,X,X
SIOZTJL,O,O,X,X,O,O
SIOZLTJ,O,O,X,O,X,X
SIOZLJT,O,O,X,X,O,X
SIOZJTL,O,O,X,X,O,O
SIOZJLT,O,O,X,X,O,X
SLTIJZO,X,X,X,O,X,X
SLTIJOZ,X,X,X,O,X,X
SLTIZJO,X,O,X,O,X,X
SLTIZOJ,X,O,X,O,X,X
SLTIOJZ,X,X,X,O,X,X
SLTIOZJ,X,O,X,O,X,X
SLTJIZO,X,O,O,X,X,X
SLTJIOZ,X,O,X,X,X,X
SLTJZIO,X,O,O,X,X,X
SLTJZOI,X,O,O,X,X,X
SLTJOIZ,X,O,X,X,X,X
SLTJOZI,X,O,X,X,X,X
SLTZIJO,X,O,O,O,X,X
SLTZIOJ,X,O,X,O,X,X
SLTZJIO,X,O,O,X,X,X
SLTZJOI,X,O,O,X,X,X
SLTZOIJ,X,O,X,O,X,X
SLTZOJI,X,O,O,X,O,X
SLTOIJZ,X,X,X,O,X,X
SLTOIZJ,X,O,X,O,X,X
SLTOJIZ,X,O,X,X,O,X
SLTOJZI,X,O,X,X,O,X
SLTOZIJ,X,O,X,O,X,X
SLTOZJI,X,O,X,X,O,X
SLITJZO,X,X,X,O,X,X
SLITJOZ,X,X,X,O,X,X
SLITZJO,X,O,X,O,X,X
SLITZOJ,X,O,X,O,X,X
SLITOJZ,X,X,X,O,X,X
SLITOZJ,X,O,X,O,X,X
SLIJTZO,X,O,O,X,X,X
SLIJTOZ,X,O,X,X,X,X
SLIJZTO,X,O,O,X,X,X
SLIJZOT,X,O,O,X,X,X
SLIJOTZ,X,O,X,X,X,O
SLIJOZT,X,O,X,X,X,X
SLIZTJO,X,O,O,O,X,X
SLIZTOJ,X,O,X,O,X,X
SLIZJTO,X,O,O,X,X,X
SLIZJOT,X,O,O,X,X,X
SLIZOTJ,X,O,X,O,X,X
SLIZOJT,X,O,O,X,O,X
SLIOTJZ,X,X,X,O,X,X
SLIOTZJ,X,O,X,O,X,X
SLIOJTZ,X,O,X,X,O,O
SLIOJZT,X,O,X,X,O,X
SLIOZTJ,X,O,X,O,X,X
SLIOZJT,X,O,X,X,O,X
SLJTIZO,X,O,O,X,X,X
SLJTIOZ,X,O,X,X,X,X
SLJTZIO,X,O,O,X,X,X
SLJTZOI,X,O,O,X,X,X
SLJTOIZ,X,O,X,X,X,X
SLJTOZI,X,O,X,X,X,X
SLJITZO,X,O,O,X,X,X
SLJITOZ,X,O,X,X,X,X
SLJIZTO,X,O,O,X,X,X
SLJIZOT,X,O,O,X,X,X
SLJIOTZ,X,O,X,X,X,O
SLJIOZT,X,O,X,X,X,X
SLJZTIO,X,O,O,X,X,X
SLJZTOI,X,O,O,X,X,X
SLJZITO,X,O,O,X,X,X
SLJZIOT,X,O,O,X,X,X
SLJZOTI,X,O,O,X,O,X
SLJZOIT,X,O,O,X,O,X
SLJOTIZ,X,O,X,X,O,O
SLJOTZI,X,O,X,X,O,O
SLJOITZ,X,O,X,X,O,O
SLJOIZT,X,O,X,X,O,X
SLJOZTI,X,O,X,X,O,X
SLJOZIT,X,O,X,X,O,X
SLZTIJO,X,O,O,O,X,X
SLZTIOJ,X,O,X,O,X,X
SLZTJIO,X,O,O,X,X,X
SLZTJOI,X,O,O,X,X,X
SLZTOIJ,X,O,X,O,X,X
SLZTOJI,X,O,O,X,O,X
SLZITJO,X,O,O,O,X,X
SLZITOJ,X,O,X,O,X,X
SLZIJTO,X,O,O,X,X,X
SLZIJOT,X,O,O,X,X,X
SLZIOTJ,X,O,X,O,X,X
SLZIOJT,X,O,O,X,O,X
SLZJTIO,X,O,O,X,X,X
SLZJTOI,X,O,O,X,X,X
SLZJITO,X,O,O,X,X,X
SLZJIOT,X,O,O,X,X,X
SLZJOTI,X,O,O,X,O,X
SLZJOIT,X,O,O,X,O,X
SLZOTIJ,X,O,X,O,X,X
SLZOTJI,X,O,O,X,O,X
SLZOITJ,X,O,X,O,X,X
SLZOIJT,X,O,O,X,O,X
SLZOJTI,X,O,O,X,O,X
SLZOJIT,X,O,O,X,O,X
SLOTIJZ,X,X,X,O,X,X
SLOTIZJ,X,O,X,O,X,X
SLOTJIZ,X,O,X,X,O,O
SLOTJZI,X,O,X,X,O,O
SLOTZIJ,X,O,X,O,X,X
SLOTZJI,X,O,X,X,O,O
SLOITJZ,X,X,X,O,X,X
SLOITZJ,X,O,X,O,X,X
SLOIJTZ,X,O,X,X,O,O
SLOIJZT,X,O,X,X,O,X
SLOIZTJ,X,O,X,O,X,X
SLOIZJT,X,O,X,X,O,X
SLOJTIZ,X,O,X,X,O,O
SLOJTZI,X,O,X,X,O,O
SLOJITZ,X,O,X,X,O,O
SLOJIZT,X,O,X,X,O,X
SLOJZTI,X,O,X,X,O,X
SLOJZIT,X,O,X,X,O,X
SLOZTIJ,X,O,X,O,X,X
SLOZTJI,X,O,X,X,O,O
SLOZITJ,X,O,X,O,X,X
SLOZIJT,X,O,X,X,O,X
SLOZJTI,X,O,X,X,O,X
SLOZJIT,X,O,X,X,O,X
SJTILZO,O,O,O,X,O,X
SJTILOZ,O,O,X,X,O,X
SJTIZLO,O,O,O,X,O,X
SJTIZOL,O,O,O,X,O,X
SJTIOLZ,O,O,X,X,O,O
SJTIOZL,O,O,X,X,O,O
SJTLIZO,O,O,O,X,O,X
SJTLIOZ,O,O,X,X,O,X
SJTLZIO,O,O,O,X,O,X
SJTLZOI,O,O,O,X,O,X
SJTLOIZ,O,O,X,X,O,X
SJTLOZI,O,O,X,X,O,X
SJTZILO,O,O,O,X,O,X
SJTZIOL,O,O,O,X,O,X
SJTZLIO,O,O,O,X,O,X
SJTZLOI,O,O,O,X,O,X
SJTZOIL,O,O,O,X,O,X
SJTZOLI,O,O,O,X,O,X
SJTOILZ,O,O,X,X,O,O
SJTOIZL,O,O,X,X,O,O
SJTOLIZ,O,O,X,X,O,O
SJTOLZI,O,O,X,X,O,O
SJTOZIL,O,O,X,X,O,O
SJTOZLI,O,O,X,X,O,O
SJITLZO,O,O,O,X,O,X
SJITLOZ,O,O,X,X,O,X
SJITZLO,O,O,O,X,O,X
SJITZOL,O,O,O,X,O,X
SJITOLZ,O,O,X,X,O,O
SJITOZL,O,O,X,X,O,O
SJILTZO,X,O,O,X,O,X
SJILTOZ,X,O,X,X,O,X
SJILZTO,X,O,O,X,O,X
SJILZOT,X,O,O,X,O,X
SJILOTZ,X,O,X,X,O,O
SJILOZT,X,O,X,X,O,X
SJIZTLO,O,O,O,X,O,X
SJIZTOL,O,O,O,X,O,X
SJIZLTO,O,O,O,X,O,X
SJIZLOT,X,O,O,X,O,X
SJIZOTL,O,O,O,X,O,O
SJIZOLT,O,O,O,X,O,X
SJIOTLZ,O,O,X,X,O,O
SJIOTZL,O,O,X,X,O,O
SJIOLTZ,X,O,X,X,O,O
SJIOLZT,X,O,X,X,O,X
SJIOZTL,O,O,X,X,O,O
SJIOZLT,O,O,X,X,O,X
SJLTIZO,X,O,O,X,O,X
SJLTIOZ,X,O,X,X,O,X
SJLTZIO,X,O,O,X,O,X
SJLTZOI,X,O,O,X,O,X
SJLTOIZ,X,O,X,X,O,X
SJLTOZI,X,O,X,X,O,X
SJLITZO,X,O,O,X,O,X
SJLITOZ,X,O,X,X,O,X
SJLIZTO,X,O,O,X,O,X
SJLIZOT,X,O,O,X,O,X
SJLIOTZ,X,O,X,X,O,O
SJLIOZT,X,O,X,X,O,X
SJLZTIO,X,O,O,X,O,X
SJLZTOI,X,O,O,X,O,X
SJLZITO,X,O,O,X,O,X
SJLZIOT,X,O,O,X,O,X
SJLZOTI,X,O,O,X,O,X
SJLZOIT,X,O,O,X,O,X
SJLOTIZ,X,O,X,X,O,O
SJLOTZI,X,O,X,X,O,O
SJLOITZ,X,O,X,X,O,O
SJLOIZT,X,O,X,X,O,X
SJLOZTI,X,O,X,X,O,X
SJLOZIT,X,O,X,X,O,X
SJZTILO,O,O,O,X,O,X
SJZTIOL,O,O,O,X,O,X
SJZTLIO,O,O,O,X,O,X
SJZTLOI,O,O,O,X,O,X
SJZTOIL,O,O,O,X,O,X
SJZTOLI,O,O,O,X,O,X
SJZITLO,O,O,O,X,O,X
SJZITOL,O,O,O,X,O,X
SJZILTO,O,O,O,X,O,X
SJZILOT,X,O,O,X,O,X
SJZIOTL,O,O,O,X,O,O
SJZIOLT,O,O,O,X,O,X
SJZLTIO,O,O,O,X,O,X
SJZLTOI,O,O,O,X,O,X
SJZLITO,O,O,O,X,O,X
SJZLIOT,X,O,O,X,O,X
SJZLOTI,X,O,O,X,O,X
SJZLOIT,X,O,O,X,O,X
SJZOTIL,O,O,O,X,O,O
SJZOTLI,O,O,O,X,O,O
SJZOITL,O,O,O,X,O,O
SJZOILT,O,O,O,X,O,X
SJZOLTI,O,O,O,X,O,X
SJZOLIT,O,O,O,X,O,X
SJOTILZ,O,O,X,X,O,O
SJOTIZL,O,O,X,X,O,O
SJOTLIZ,O,O,X,X,O,O
SJOTLZI,O,O,X,X,O,O
SJOTZIL,O,O,X,X,O,O
SJOTZLI,O,O,X,X,O,O
SJOITLZ,O,O,X,X,O,O
SJOITZL,O,O,X,X,O,O
SJOILTZ,X,O,X,X,O,O
SJOILZT,X,O,X,X,O,X
SJOIZTL,O,O,X,X,O,O
SJOIZLT,O,O,X,X,O,X
SJOLTIZ,X,O,X,X,O,O
SJOLTZI,X,O,X,X,O,O
SJOLITZ,X,O,X,X,O,O
SJOLIZT,X,O,X,X,O,X
SJOLZTI,X,O,X,X,O,X
SJOLZIT,X,O,X,X,O,X
SJOZTIL,O,O,X,X,O,O
SJOZTLI,O,O,X,X,O,O
SJOZITL,O,O,X,X,O,O
SJOZILT,O,O,X,X,O,X
SJOZLTI,O,O,X,X,O,X
SJOZLIT,O,O,X,X,O,X
SZTILJO,O,O,O,O,X,X
SZTILOJ,O,O,X,O,X,X
SZTIJLO,O,O,O,X,X,X
SZTIJOL,O,O,O,X,X,X
SZTIOLJ,O,O,X,O,X,X
SZTIOJL,O,O,X,X,X,X
SZTLIJO,O,O,O,O,X,X
SZTLIOJ,O,O,X,O,X,X
SZTLJIO,O,O,O,X,X,X
SZTLJOI,O,O,O,X,X,X
SZTLOIJ,O,O,X,O,X,X
SZTLOJI,O,O,O,X,O,X
SZTJILO,O,O,O,X,X,X
SZTJIOL,O,O,O,X,X,X
SZTJLIO,O,O,O,X,X,X
SZTJLOI,O,O,O,X,X,X
SZTJOIL,O,O,O,X,X,X
SZTJOLI,O,O,O,X,X,X
SZTOILJ,O,O,X,O,X,X
SZTOIJL,O,O,X,X,O,X
SZTOLIJ,O,O,X,O,X,X
SZTOLJI,O,O,X,X,O,X
SZTOJIL,O,O,O,X,O,X
SZTOJLI,O,O,O,X,O,X
SZITLJO,O,O,O,O,X,X
SZITLOJ,O,O,X,O,X,X
SZITJLO,O,O,O,X,X,X
SZITJOL,O,O,O,X,X,X
SZITOLJ,O,O,X,O,X,X
SZITOJL,O,O,X,X,X,X
SZILTJO,O,O,O,O,X,X
SZILTOJ,O,O,X,O,X,X
SZILJTO,O,O,O,X,X,X
SZILJOT,X,O,O,X,X,X
SZILOTJ,X,O,X,O,X,X
SZILOJT,X,O,O,X,O,X
SZIJTLO,O,O,O,X,O,X
SZIJTOL,O,O,O,X,O,X
SZIJLTO,O,O,O,X,O,X
SZIJLOT,X,O,O,X,X,X
SZIJOTL,O,O,O,X,O,O
SZIJOLT,O,O,O,X,X,X
SZIOTLJ,O,O,X,O,X,X
SZIOTJL,O,O,X,X,O,X
SZIOLTJ,O,O,X,O,X,X
SZIOLJT,O,O,O,X,O,X
SZIOJTL,O,O,O,X,O,O
SZIOJLT,O,O,O,X,O,X
SZLTIJO,O,O,O,O,X,X
SZLTIOJ,O,O,X,O,X,X
SZLTJIO,O,O,O,X,X,X
SZLTJOI,O,O,O,X,X,X
SZLTOIJ,O,O,X,O,X,X
