sequence,v115@6gC8HeB8HeE8AeF8DeF8Jei6IvhFzbBUdB3fBWnBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jei6IvhF3bBuhB1kB8lBTn?BxuB,v115@6gC8HeB8HeE8AeF8DeF8JeO/IvhF8fBzbBqhB/iBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Je06IvhFlbB3cB2kBTiBCm?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jel6IvhF3bBzcB2kB8lBSs?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jem6IvhFCcB/iBTfB0hBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jeu/IvhFcgBXhBTiBSvBZk?BlrB,v115@6gC8HeB8HeE8AeF8DeF8JeK/IvhFzaBWhB/iB0hBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jex6IvhFzcB3fBSnBllB8q?B2uB,v115@6gC8HeB8HeE8AeF8DeF8Jex6IvhFlcBTiBCmBOpB8p?B3qB,v115@6gC8HeB8HeE8AeF8DeF8Jez6IvhFCcB/iB0hBllBZk?BWvB,v115@6gC8HeB8HeE8AeF8DeF8JeK/IvhFxbB/iB0hBllB+p?BTqB
LIJOSZT,X,X,X,O,O,X,O,X,X,X,X,X
LIJOZTS,X,X,X,O,O,X,O,X,X,X,X,X
LIJOZST,X,X,X,O,O,X,O,X,X,X,X,X
LISTJZO,X,X,X,O,X,X,X,O,O,X,X,X
LISTJOZ,X,X,X,O,X,X,X,O,O,X,X,X
LISTZJO,X,X,X,O,X,X,X,O,O,X,X,X
LISTZOJ,X,X,X,X,X,X,X,O,O,X,X,X
LISTOJZ,X,X,X,O,X,X,X,O,O,X,X,X
LISTOZJ,X,X,X,X,X,X,X,O,O,X,X,X
LISJTZO,X,X,X,O,X,X,X,O,X,X,X,X
LISJTOZ,X,X,X,O,X,X,X,O,X,X,X,X
LISJZTO,X,X,X,O,X,X,X,X,X,X,X,X
LISJZOT,X,X,X,O,X,X,O,X,X,X,X,X
LISJOTZ,X,X,X,O,X,X,X,O,X,X,X,X
LISJOZT,X,X,X,O,X,X,O,X,X,X,X,X
LISZTJO,X,X,X,O,X,X,X,O,X,X,X,O
LISZTOJ,X,X,X,X,X,X,X,O,X,X,X,O
LISZJTO,X,X,X,O,X,X,X,X,X,X,X,X
LISZJOT,X,X,X,O,X,X,O,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,O,O,X,X,X,X
LISZOJT,X,X,X,X,X,X,O,X,X,X,X,X
LISOTJZ,X,X,X,O,X,X,X,O,O,X,X,X
LISOTZJ,X,X,X,X,X,X,O,O,O,X,X,X
LISOJTZ,X,X,X,O,X,X,X,O,X,X,X,X
LISOJZT,X,X,X,O,X,X,O,X,X,X,X,X
LISOZTJ,X,X,X,X,X,X,O,O,X,X,X,X
LISOZJT,X,X,X,X,X,X,O,X,X,X,X,X
LIZTJSO,X,X,X,O,O,X,X,X,X,O,X,X
LIZTJOS,X,X,X,O,O,X,O,X,X,O,X,X
LIZTSJO,X,X,X,O,O,X,X,X,X,O,X,X
LIZTSOJ,X,X,X,X,O,X,X,X,X,O,X,X
LIZTOJS,X,X,X,X,O,X,O,X,X,O,X,X
LIZTOSJ,X,X,X,X,O,X,O,X,X,O,X,X
LIZJTSO,X,X,X,O,O,X,X,X,X,O,X,X
LIZJTOS,X,X,X,O,O,X,O,X,X,O,X,X
LIZJSTO,X,X,X,O,O,X,X,X,X,O,X,X
LIZJSOT,X,X,X,O,O,X,O,X,X,X,X,X
LIZJOTS,X,X,X,O,O,X,O,X,X,O,X,X
LIZJOST,X,X,X,O,O,X,O,X,X,X,X,X
LIZSTJO,X,X,X,O,O,X,X,X,X,O,X,X
LIZSTOJ,X,X,X,X,O,X,X,X,X,O,X,X
LIZSJTO,X,X,X,O,O,X,X,X,X,X,X,X
LIZSJOT,X,X,X,O,O,X,O,X,X,X,X,X
LIZSOTJ,X,X,X,X,O,X,O,X,X,X,X,X
LIZSOJT,X,X,X,X,O,X,O,X,X,X,X,X
LIZOTJS,X,X,X,X,O,X,O,X,X,O,X,X
LIZOTSJ,X,X,X,X,O,X,O,X,X,O,X,X
LIZOJTS,X,X,X,X,O,X,O,X,X,X,X,X
LIZOJST,X,X,X,X,O,X,O,X,X,X,X,X
LIZOSTJ,X,X,X,X,O,X,O,X,X,X,X,X
LIZOSJT,X,X,X,X,O,X,O,X,X,X,X,X
LIOTJSZ,X,X,X,O,O,X,X,O,X,X,X,X
LIOTJZS,X,X,X,O,O,X,O,X,X,X,X,X
LIOTSJZ,X,X,X,O,X,X,X,O,O,X,X,X
LIOTSZJ,X,X,X,X,X,X,O,X,O,X,X,X
LIOTZJS,X,X,X,X,O,X,O,X,X,X,X,X
LIOTZSJ,X,X,X,X,O,X,O,X,X,X,X,X
LIOJTSZ,X,X,X,O,O,X,X,X,X,X,X,X
LIOJTZS,X,X,X,O,O,X,O,X,X,X,X,X
LIOJSTZ,X,X,X,O,O,X,X,X,X,X,X,X
LIOJSZT,X,X,X,O,O,X,O,X,X,X,X,X
LIOJZTS,X,X,X,O,O,X,O,X,X,X,X,X
LIOJZST,X,X,X,O,O,X,O,X,X,X,X,X
LIOSTJZ,X,X,X,O,X,X,X,O,O,X,X,X
LIOSTZJ,X,X,X,X,X,X,O,O,O,X,X,X
LIOSJTZ,X,X,X,O,O,X,X,O,X,X,X,X
LIOSJZT,X,X,X,O,O,X,O,X,X,X,X,X
LIOSZTJ,X,X,X,X,O,X,O,O,X,X,X,X
LIOSZJT,X,X,X,X,O,X,O,X,X,X,X,X
LIOZTJS,X,X,X,X,O,X,O,X,X,X,X,X
LIOZTSJ,X,X,X,X,O,X,O,X,X,X,X,X
LIOZJTS,X,X,X,X,O,X,O,X,X,X,X,X
LIOZJST,X,X,X,X,O,X,O,X,X,X,X,X
LIOZSTJ,X,X,X,X,O,X,O,X,X,X,X,X
LIOZSJT,X,X,X,X,O,X,O,X,X,X,X,X
LJTISZO,O,O,X,O,O,X,X,X,X,O,X,X
LJTISOZ,O,X,X,O,O,X,X,O,X,O,X,X
LJTIZSO,O,O,X,O,O,X,X,X,X,O,X,X
LJTIZOS,O,O,X,O,O,X,O,X,X,O,X,X
LJTIOSZ,O,X,X,O,O,X,X,O,X,O,X,X
LJTIOZS,O,O,X,O,O,X,O,X,X,O,X,X
LJTSIZO,O,O,X,O,O,X,X,X,O,O,X,X
LJTSIOZ,O,X,X,O,O,X,X,O,O,O,X,X
LJTSZIO,O,O,X,O,O,X,X,X,O,O,X,X
LJTSZOI,O,O,X,O,O,X,X,O,O,X,X,X
LJTSOIZ,O,X,X,X,O,X,X,O,O,X,X,X
LJTSOZI,O,X,X,O,O,X,X,O,O,X,X,X
LJTZISO,O,O,X,O,O,X,X,X,X,O,X,X
LJTZIOS,O,O,X,X,O,X,O,X,X,O,X,X
LJTZSIO,O,O,X,O,O,X,X,X,X,O,X,X
LJTZSOI,O,O,X,O,O,X,X,O,X,X,X,X
LJTZOIS,O,X,X,X,O,X,O,X,X,O,X,X
LJTZOSI,O,O,X,O,O,X,O,O,X,X,X,X
LJTOISZ,O,X,X,X,O,X,X,O,X,O,X,X
LJTOIZS,O,O,X,X,O,X,O,X,X,O,X,X
LJTOSIZ,O,X,X,X,O,X,X,O,O,X,X,X
LJTOSZI,O,X,X,O,O,X,X,O,O,X,X,X
LJTOZIS,O,X,X,X,O,X,O,X,X,O,X,X
LJTOZSI,O,O,X,O,O,X,O,O,X,X,X,X
LJITSZO,O,O,X,O,O,X,X,X,X,O,X,X
LJITSOZ,O,X,X,O,O,X,X,X,X,O,X,X
LJITZSO,O,O,X,O,O,X,X,X,X,O,X,X
LJITZOS,O,O,X,O,O,X,O,X,X,O,X,X
LJITOSZ,O,X,X,O,O,X,X,X,X,O,X,X
LJITOZS,O,O,X,O,O,X,O,X,X,O,X,X
LJISTZO,O,X,X,O,O,X,X,X,X,O,X,X
LJISTOZ,O,X,X,O,O,X,X,X,X,O,X,X
LJISZTO,O,X,X,O,O,X,X,X,X,X,X,X
LJISZOT,O,X,X,O,O,X,O,X,X,X,X,X
LJISOTZ,O,X,X,O,O,X,X,X,X,X,X,X
LJISOZT,O,X,X,O,O,X,O,X,X,X,X,X
LJIZTSO,O,O,X,O,O,X,X,X,X,O,X,X
LJIZTOS,O,O,X,O,O,X,O,X,X,O,X,X
LJIZSTO,O,O,X,O,O,X,X,X,X,O,X,X
LJIZSOT,O,X,X,O,O,X,O,X,X,X,X,X
LJIZOTS,X,X,X,O,O,X,O,X,X,O,X,X
LJIZOST,X,X,X,O,O,X,O,X,X,X,X,X
LJIOTSZ,X,X,X,O,O,X,X,X,X,O,X,X
LJIOTZS,X,X,X,O,O,X,O,X,X,O,X,X
LJIOSTZ,X,X,X,O,O,X,X,X,X,X,X,X
LJIOSZT,X,X,X,O,O,X,O,X,X,X,X,X
LJIOZTS,X,X,X,O,O,X,O,X,X,X,X,X
LJIOZST,X,X,X,O,O,X,O,X,X,X,X,X
LJSTIZO,O,X,O,O,O,X,X,X,O,O,X,X
LJSTIOZ,O,X,X,O,O,X,X,O,O,O,X,X
LJSTZIO,O,X,O,O,O,X,X,X,O,O,X,X
LJSTZOI,O,X,O,O,O,X,X,O,O,X,X,X
LJSTOIZ,O,X,X,X,O,X,X,O,O,X,X,X
LJSTOZI,O,X,X,O,O,X,X,O,O,X,X,X
LJSITZO,O,X,O,O,O,X,X,O,X,O,X,X
LJSITOZ,O,X,X,O,O,X,X,O,X,O,X,X
LJSIZTO,O,X,O,O,O,X,X,X,X,X,X,X
LJSIZOT,O,X,O,O,O,X,O,X,X,X,X,X
LJSIOTZ,O,X,X,O,O,X,X,O,X,X,X,X
LJSIOZT,O,X,O,O,O,X,O,X,X,X,X,X
LJSZTIO,O,X,O,O,O,X,X,X,X,O,X,O
LJSZTOI,O,X,O,O,O,X,X,X,X,X,X,O
LJSZITO,O,X,O,O,O,X,X,X,X,O,X,X
LJSZIOT,O,X,O,X,O,X,O,X,X,X,X,X
LJSZOTI,O,X,O,O,O,X,O,X,X,X,X,X
LJSZOIT,O,X,O,X,O,X,O,X,X,X,X,X
LJSOTIZ,O,X,X,X,O,X,X,O,O,X,X,X
LJSOTZI,O,X,X,O,O,X,X,O,O,X,X,X
LJSOITZ,O,X,X,X,O,X,X,O,X,X,X,X
LJSOIZT,O,X,O,X,O,X,O,X,X,X,X,X
LJSOZTI,O,X,O,O,O,X,O,X,X,X,X,X
LJSOZIT,O,X,O,X,O,X,O,X,X,X,X,X
LJZTISO,O,X,X,O,O,X,X,X,X,O,X,X
LJZTIOS,O,X,X,X,O,X,O,X,X,O,X,X
LJZTSIO,O,X,O,O,O,X,X,X,X,O,X,X
LJZTSOI,O,X,O,O,O,X,X,X,X,X,X,X
LJZTOIS,O,X,X,X,O,X,O,X,X,O,X,X
LJZTOSI,O,X,X,O,O,X,O,X,X,X,X,X
LJZITSO,O,O,X,O,O,X,X,X,X,O,X,X
LJZITOS,O,O,X,X,O,X,O,X,X,O,X,X
LJZISTO,O,O,X,O,O,X,X,X,X,O,X,X
LJZISOT,O,X,X,X,O,X,O,X,X,X,X,X
LJZIOTS,X,X,X,X,O,X,O,X,X,O,X,X
LJZIOST,X,X,X,X,O,X,O,X,X,X,X,X
LJZSTIO,O,X,O,O,O,X,X,X,X,O,X,X
LJZSTOI,O,X,O,O,O,X,X,X,X,X,X,X
LJZSITO,O,O,O,O,O,X,X,X,X,O,X,X
LJZSIOT,O,X,O,X,O,X,O,X,X,X,X,X
LJZSOTI,O,X,O,O,O,X,O,X,X,X,X,X
LJZSOIT,O,X,O,X,O,X,O,X,X,X,X,X
LJZOTIS,X,X,X,O,O,X,O,X,X,O,X,X
LJZOTSI,X,X,X,O,O,X,O,X,X,X,X,X
LJZOITS,X,X,X,O,O,X,O,X,X,O,X,X
LJZOIST,X,X,X,O,O,X,O,X,X,X,X,X
LJZOSTI,X,X,X,O,O,X,O,X,X,X,X,X
LJZOSIT,X,X,X,O,O,X,O,X,X,X,X,X
LJOTISZ,X,X,X,X,O,X,X,O,X,O,X,X
LJOTIZS,X,X,X,X,O,X,O,X,X,O,X,X
LJOTSIZ,X,X,X,O,O,X,X,O,O,X,X,X
LJOTSZI,X,X,X,O,O,X,X,O,O,X,X,X
LJOTZIS,X,X,X,O,O,X,O,X,X,O,X,X
LJOTZSI,X,X,X,O,O,X,O,O,X,X,X,X
LJOITSZ,X,X,X,O,O,X,X,X,X,O,X,X
LJOITZS,X,X,X,O,O,X,O,X,X,O,X,X
LJOISTZ,X,X,X,O,O,X,X,X,X,X,X,X
LJOISZT,X,X,X,O,O,X,O,X,X,X,X,X
LJOIZTS,X,X,X,O,O,X,O,X,X,X,X,X
LJOIZST,X,X,X,O,O,X,O,X,X,X,X,X
LJOSTIZ,X,X,X,O,O,X,X,O,O,X,X,X
LJOSTZI,X,X,X,O,O,X,X,O,O,X,X,X
LJOSITZ,X,X,X,O,O,X,X,O,X,X,X,X
LJOSIZT,X,X,X,O,O,X,O,X,X,X,X,X
LJOSZTI,X,X,X,O,O,X,O,X,X,X,X,X
LJOSZIT,X,X,X,O,O,X,O,X,X,X,X,X
LJOZTIS,X,X,X,O,O,X,O,X,X,O,X,X
LJOZTSI,X,X,X,O,O,X,O,X,X,X,X,X
LJOZITS,X,X,X,O,O,X,O,X,X,O,X,X
LJOZIST,X,X,X,O,O,X,O,X,X,X,X,X
LJOZSTI,X,X,X,O,O,X,O,X,X,X,X,X
LJOZSIT,X,X,X,O,O,X,O,X,X,X,X,X
LSTIJZO,O,X,O,O,X,O,X,O,O,X,O,X
LSTIJOZ,O,X,O,O,X,O,X,O,O,X,O,X
LSTIZJO,X,X,O,O,X,O,X,O,O,X,O,X
LSTIZOJ,X,X,O,X,X,O,X,O,O,X,O,X
LSTIOJZ,O,X,O,O,X,O,X,O,O,X,O,X
LSTIOZJ,X,X,O,X,X,O,X,O,O,X,O,X
LSTJIZO,O,X,O,O,X,O,X,O,O,O,O,X
LSTJIOZ,O,X,O,O,X,O,X,O,O,O,O,X
LSTJZIO,O,X,O,X,X,O,X,X,O,O,O,X
LSTJZOI,O,X,O,X,X,O,X,O,O,X,O,X
LSTJOIZ,O,X,O,X,X,O,X,O,O,X,O,X
LSTJOZI,O,X,O,X,X,O,X,O,O,X,O,X
LSTZIJO,X,X,O,O,X,O,X,X,O,O,O,O
LSTZIOJ,X,X,O,X,X,O,X,X,O,O,O,O
LSTZJIO,O,X,O,X,X,O,X,X,O,O,O,O
LSTZJOI,O,X,O,X,X,O,X,O,O,X,O,O
LSTZOIJ,X,X,O,X,X,X,X,X,O,X,O,O
LSTZOJI,O,X,O,X,X,X,X,O,O,X,X,O
LSTOIJZ,O,X,O,O,X,O,X,O,O,X,O,X
LSTOIZJ,X,X,O,X,X,O,X,O,O,X,O,X
LSTOJIZ,O,X,O,X,X,O,X,O,O,X,O,X
LSTOJZI,O,X,O,X,X,O,X,O,O,X,O,X
LSTOZIJ,X,X,O,X,X,X,X,X,O,X,O,X
LSTOZJI,O,X,O,X,X,X,X,O,O,X,X,X
LSITJZO,O,X,O,O,X,O,X,O,O,X,X,X
LSITJOZ,O,X,O,O,X,O,X,O,O,X,X,X
LSITZJO,X,X,O,O,X,O,X,O,O,X,X,X
LSITZOJ,X,X,O,X,X,O,X,O,O,X,X,X
LSITOJZ,O,X,O,O,X,O,X,O,O,X,X,X
LSITOZJ,X,X,O,X,X,O,X,O,O,X,X,X
LSIJTZO,O,X,O,O,X,X,X,O,X,X,X,X
LSIJTOZ,O,X,O,O,X,X,X,O,X,X,X,X
LSIJZTO,O,X,O,O,X,X,X,X,X,X,X,X
LSIJZOT,O,X,O,O,X,X,O,X,X,X,X,X
LSIJOTZ,O,X,X,O,X,X,X,O,X,X,X,X
LSIJOZT,O,X,O,O,X,X,O,X,X,X,X,X
LSIZTJO,X,X,O,O,X,O,X,O,X,X,X,O
LSIZTOJ,X,X,O,X,X,O,X,O,X,X,X,O
LSIZJTO,X,X,O,O,X,X,X,X,X,X,X,X
LSIZJOT,X,X,O,O,X,O,O,X,X,X,X,X
LSIZOTJ,X,X,O,X,X,O,O,O,X,X,X,X
LSIZOJT,X,X,O,X,X,O,O,X,X,X,X,X
LSIOTJZ,X,X,O,O,X,O,X,O,O,X,X,X
LSIOTZJ,X,X,O,X,X,O,O,O,O,X,X,X
LSIOJTZ,X,X,X,O,X,O,X,O,X,X,X,X
LSIOJZT,X,X,O,O,X,O,O,X,X,X,X,X
LSIOZTJ,X,X,O,X,X,O,O,O,X,X,X,X
LSIOZJT,X,X,O,X,X,O,O,X,X,X,X,X
LSJTIZO,O,X,O,O,O,X,X,X,O,O,X,X
LSJTIOZ,O,X,O,O,O,X,X,O,O,O,X,X
LSJTZIO,O,X,O,X,O,X,X,X,O,O,X,X
LSJTZOI,O,X,O,X,O,X,X,O,O,X,X,X
LSJTOIZ,O,X,O,X,O,X,X,O,O,X,X,X
LSJTOZI,O,X,O,X,O,X,X,O,O,X,X,X
LSJITZO,O,X,O,O,O,X,X,O,X,O,X,X
LSJITOZ,O,X,O,O,O,X,X,O,X,O,X,X
LSJIZTO,O,X,O,O,O,X,X,X,X,X,X,X
LSJIZOT,O,X,O,O,O,X,O,X,X,X,X,X
LSJIOTZ,O,X,X,O,O,X,X,O,X,X,X,X
LSJIOZT,O,X,O,O,O,X,O,X,X,X,X,X
LSJZTIO,O,X,O,X,O,X,X,X,X,O,X,O
LSJZTOI,O,X,O,X,O,X,X,X,X,X,X,O
LSJZITO,O,X,O,X,O,X,X,X,X,O,X,X
LSJZIOT,O,X,O,X,O,X,O,X,X,X,X,X
LSJZOTI,O,X,O,X,O,X,O,X,X,X,X,X
LSJZOIT,O,X,O,X,O,X,O,X,X,X,X,X
LSJOTIZ,O,X,X,X,O,X,X,O,O,X,X,X
LSJOTZI,O,X,X,X,O,X,X,O,O,X,X,X
LSJOITZ,O,X,X,X,O,X,X,O,X,X,X,X
LSJOIZT,O,X,O,X,O,X,O,X,X,X,X,X
LSJOZTI,O,X,O,X,O,X,O,X,X,X,X,X
LSJOZIT,O,X,O,X,O,X,O,X,X,X,X,X
LSZTIJO,X,X,O,O,O,O,X,X,O,O,O,O
LSZTIOJ,X,X,O,X,O,O,X,X,O,O,O,O
LSZTJIO,O,X,O,X,X,O,X,X,O,O,O,O
LSZTJOI,O,X,O,X,O,O,X,O,O,X,O,O
LSZTOIJ,X,X,O,X,O,O,X,X,O,X,O,O
LSZTOJI,O,X,O,X,O,O,X,O,O,X,O,O
LSZITJO,X,X,O,O,O,O,X,O,X,O,X,O
LSZITOJ,X,X,O,X,O,O,X,O,X,O,X,O
LSZIJTO,X,X,O,O,O,X,X,X,X,X,X,X
LSZIJOT,X,X,O,O,O,O,O,X,X,X,X,X
LSZIOTJ,X,X,O,X,O,O,O,O,X,X,X,X
LSZIOJT,X,X,O,X,O,O,O,X,X,X,X,X
LSZJTIO,O,X,O,X,X,X,X,X,X,O,X,O
LSZJTOI,O,X,O,X,O,X,X,X,X,X,X,O
LSZJITO,O,X,O,X,O,X,X,X,X,O,X,X
LSZJIOT,O,X,O,X,O,X,O,X,X,X,X,X
LSZJOTI,O,X,O,X,O,O,O,X,X,X,X,X
LSZJOIT,O,X,O,X,O,O,O,X,X,X,X,X
LSZOTIJ,X,X,O,X,O,O,O,X,O,X,X,O
LSZOTJI,X,X,O,X,O,O,O,O,O,X,X,O
LSZOITJ,X,X,O,X,O,O,O,O,X,X,X,X
LSZOIJT,X,X,O,X,O,O,O,X,X,X,X,X
LSZOJTI,X,X,O,X,O,O,O,X,X,X,X,X
LSZOJIT,X,X,O,X,O,O,O,X,X,X,X,X
LSOTIJZ,O,X,O,O,X,O,X,O,O,X,X,X
LSOTIZJ,X,X,O,X,X,X,O,O,O,X,X,X
LSOTJIZ,O,X,O,X,X,O,X,O,O,X,X,X
LSOTJZI,O,X,O,X,X,O,X,O,O,X,X,X
LSOTZIJ,X,X,O,X,X,X,O,X,O,X,X,X
LSOTZJI,O,X,O,X,X,O,O,O,O,X,X,X
LSOITJZ,X,X,O,O,X,O,X,O,O,X,X,X
LSOITZJ,X,X,O,X,X,O,O,O,O,X,X,X
LSOIJTZ,X,X,X,O,O,O,X,O,X,X,X,X
LSOIJZT,X,X,O,O,O,O,O,X,X,X,X,X
LSOIZTJ,X,X,O,X,O,O,O,O,X,X,X,X
LSOIZJT,X,X,O,X,O,O,O,X,X,X,X,X
LSOJTIZ,O,X,X,X,O,O,X,O,O,X,X,X
LSOJTZI,O,X,X,X,O,O,X,O,O,X,X,X
LSOJITZ,O,X,X,X,O,O,X,O,X,X,X,X
LSOJIZT,O,X,O,X,O,O,O,X,X,X,X,X
LSOJZTI,O,X,O,X,O,O,O,X,X,X,X,X
LSOJZIT,O,X,O,X,O,O,O,X,X,X,X,X
LSOZTIJ,X,X,O,X,O,O,O,X,O,X,X,O
LSOZTJI,X,X,O,X,O,O,O,O,O,X,X,O
LSOZITJ,X,X,O,X,O,O,O,O,X,X,X,X
LSOZIJT,X,X,O,X,O,O,O,X,X,X,X,X
LSOZJTI,X,X,O,X,O,O,O,X,X,X,X,X
LSOZJIT,X,X,O,X,O,O,O,X,X,X,X,X
LZTIJSO,X,X,O,O,O,X,X,X,X,O,X,X
LZTIJOS,X,X,X,O,O,X,O,X,X,O,X,X
LZTISJO,X,X,O,O,O,X,X,X,X,O,X,X
LZTISOJ,X,X,O,X,O,X,X,X,X,O,X,X
LZTIOJS,X,X,X,X,O,X,O,X,X,O,X,X
LZTIOSJ,X,X,X,X,O,X,O,X,X,O,X,X
LZTJISO,X,X,X,X,X,X,X,X,X,O,X,X
LZTJIOS,X,X,X,X,X,X,O,X,X,O,X,X
LZTJSIO,X,X,O,X,X,X,X,X,X,O,X,X
LZTJSOI,X,X,O,X,X,X,X,O,X,X,X,X
LZTJOIS,X,X,X,X,X,X,O,X,X,O,X,X
LZTJOSI,X,X,X,X,X,X,O,O,X,X,X,X
LZTSIJO,X,X,O,O,O,X,X,X,O,O,X,X
LZTSIOJ,X,X,O,X,O,X,X,X,O,O,X,X
LZTSJIO,X,X,O,X,X,X,X,X,O,O,X,X
LZTSJOI,X,X,O,X,O,X,X,O,O,X,X,X
LZTSOIJ,X,X,O,X,O,X,X,X,O,X,X,X
LZTSOJI,X,X,O,X,O,X,X,O,O,X,X,X
LZTOIJS,X,X,X,X,O,X,O,X,X,O,X,X
LZTOISJ,X,X,X,X,O,X,O,X,X,O,X,X
LZTOJIS,X,X,X,X,X,X,O,X,X,O,X,X
LZTOJSI,X,X,X,X,X,X,O,O,X,X,X,X
LZTOSIJ,X,X,X,X,O,X,O,X,O,X,X,X
LZTOSJI,X,X,X,X,O,X,O,O,O,X,X,X
LZITJSO,X,O,X,O,O,X,X,X,X,O,X,X
LZITJOS,X,O,X,O,O,X,O,X,X,O,X,X
LZITSJO,X,O,X,O,O,X,X,X,X,O,X,X
LZITSOJ,X,O,X,X,O,X,X,X,X,O,X,X
LZITOJS,X,O,X,X,O,X,O,X,X,O,X,X
LZITOSJ,X,O,X,X,O,X,O,X,X,O,X,X
LZIJTSO,X,O,X,O,O,X,X,X,X,O,X,X
LZIJTOS,X,O,X,O,O,X,O,X,X,O,X,X
LZIJSTO,X,O,X,O,O,X,X,X,X,O,X,X
LZIJSOT,X,X,X,O,O,X,O,X,X,X,X,X
LZIJOTS,X,X,X,O,O,X,O,X,X,O,X,X
LZIJOST,X,X,X,O,O,X,O,X,X,X,X,X
LZISTJO,X,O,X,O,O,X,X,X,X,O,X,X
LZISTOJ,X,O,X,X,O,X,X,X,X,O,X,X
LZISJTO,X,O,X,O,O,X,X,X,X,X,X,X
LZISJOT,X,X,X,O,O,X,O,X,X,X,X,X
LZISOTJ,X,O,X,X,O,X,O,X,X,X,X,X
LZISOJT,X,O,X,X,O,X,O,X,X,X,X,X
LZIOTJS,X,O,X,X,O,X,O,X,X,O,X,X
LZIOTSJ,X,O,X,X,O,X,O,X,X,O,X,X
LZIOJTS,X,O,X,X,O,X,O,X,X,X,X,X
LZIOJST,X,O,X,X,O,X,O,X,X,X,X,X
LZIOSTJ,X,O,X,X,O,X,O,X,X,X,X,X
LZIOSJT,X,O,X,X,O,X,O,X,X,X,X,X
LZJTISO,X,X,X,X,O,X,X,X,X,O,X,X
LZJTIOS,X,X,X,X,O,X,O,X,X,O,X,X
LZJTSIO,X,X,O,X,O,X,X,X,X,O,X,X
LZJTSOI,X,X,O,X,O,X,X,X,X,X,X,X
LZJTOIS,X,X,X,X,O,X,O,X,X,O,X,X
LZJTOSI,X,X,X,X,O,X,O,X,X,X,X,X
LZJITSO,X,O,X,X,O,X,X,X,X,O,X,X
LZJITOS,X,O,X,X,O,X,O,X,X,O,X,X
LZJISTO,X,O,X,X,O,X,X,X,X,O,X,X
LZJISOT,X,X,X,X,O,X,O,X,X,X,X,X
LZJIOTS,X,X,X,X,O,X,O,X,X,O,X,X
LZJIOST,X,X,X,X,O,X,O,X,X,X,X,X
LZJSTIO,X,X,O,X,O,X,X,X,X,O,X,X
LZJSTOI,X,X,O,X,O,X,X,X,X,X,X,X
LZJSITO,X,O,O,X,O,X,X,X,X,O,X,X
LZJSIOT,X,X,O,X,O,X,O,X,X,X,X,X
LZJSOTI,X,X,O,X,O,X,O,X,X,X,X,X
LZJSOIT,X,X,O,X,O,X,O,X,X,X,X,X
LZJOTIS,X,X,X,X,O,X,O,X,X,O,X,X
LZJOTSI,X,X,X,X,O,X,O,X,X,X,X,X
LZJOITS,X,X,X,X,O,X,O,X,X,O,X,X
LZJOIST,X,X,X,X,O,X,O,X,X,X,X,X
LZJOSTI,X,X,X,X,O,X,O,X,X,X,X,X
LZJOSIT,X,X,X,X,O,X,O,X,X,X,X,X
LZSTIJO,X,X,O,O,O,X,X,X,O,O,X,O
LZSTIOJ,X,X,O,X,O,X,X,X,O,O,X,O
LZSTJIO,X,X,O,X,X,X,X,X,O,O,X,O
LZSTJOI,X,X,O,X,O,X,X,O,O,X,X,O
LZSTOIJ,X,X,O,X,O,X,X,X,O,X,X,O
LZSTOJI,X,X,O,X,O,X,X,O,O,X,X,O
LZSITJO,X,O,O,O,O,X,X,O,X,O,X,O
LZSITOJ,X,O,O,X,O,X,X,O,X,O,X,O
LZSIJTO,X,O,O,O,O,X,X,X,X,X,X,X
LZSIJOT,X,X,O,O,O,X,O,X,X,X,X,X
LZSIOTJ,X,O,O,X,O,X,O,O,X,X,X,X
LZSIOJT,X,O,O,X,O,X,O,X,X,X,X,X
LZSJTIO,X,X,O,X,X,X,X,X,X,O,X,O
LZSJTOI,X,X,O,X,O,X,X,X,X,X,X,O
LZSJITO,X,O,O,X,O,X,X,X,X,O,X,X
LZSJIOT,X,X,O,X,O,X,O,X,X,X,X,X
LZSJOTI,X,X,O,X,O,X,O,X,X,X,X,X
LZSJOIT,X,X,O,X,O,X,O,X,X,X,X,X
LZSOTIJ,X,X,O,X,O,X,O,X,O,X,X,O
LZSOTJI,X,X,O,X,O,X,O,O,O,X,X,O
LZSOITJ,X,O,O,X,O,X,O,O,X,X,X,X
LZSOIJT,X,O,O,X,O,X,O,X,X,X,X,X
LZSOJTI,X,X,O,X,O,X,O,X,X,X,X,X
LZSOJIT,X,O,O,X,O,X,O,X,X,X,X,X
LZOTIJS,X,X,X,X,O,X,O,X,X,O,X,X
LZOTISJ,X,X,X,X,O,X,O,X,X,O,X,X
LZOTJIS,X,X,X,X,X,X,O,X,X,O,X,X
LZOTJSI,X,X,X,X,X,X,O,O,X,X,X,X
LZOTSIJ,X,X,X,X,O,X,O,X,O,X,X,X
LZOTSJI,X,X,X,X,O,X,O,O,O,X,X,X
LZOITJS,X,O,X,X,O,X,O,X,X,O,X,X
