sequence,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeF7IvhF0cB6iB3gBT?mB2sBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFGcBTdBylB3?mB1sBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeF7IvhFxcB3gBqnBm?mBTrBUsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFFcBXdBqnBm?lBzmBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFSiBTgB/mBU?iB2wBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFWiBigBFmB0?nB3rBTsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFzbBWiBFmBX?nB0nBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFWiBZmB3gBT?iBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFzcB+iBZmB3?gBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFTgBcnBOrBl?mB3sBCsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFxcBGhBTiB0?rBlsBfrB,v115@zgA8GeD8FeD8FeF8EeE8DeB8Je37IvhFWiBZmBUgBT?iBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8Je/BJvhF0gBZnBqnBF?gBTrBGsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFxhB0rBlsBf?rBGrBTsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFmhBqnBxlBF?mB3rBTsB
TJZSILO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TJZSIOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
TJZSLOI,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TJZSOIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TJZOILS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TJZOISL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
TJZOLSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TJZOSIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOSLI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TJOILSZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
TJOILZS,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TJOISLZ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TJOISZL,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X
TJOIZLS,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TJOIZSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOLISZ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X
TJOLIZS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TJOLSIZ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
TJOLSZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TJOLZIS,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
TJOLZSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TJOSILZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOSIZL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TJOSLIZ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TJOSLZI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TJOSZIL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TJOSZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TJOZILS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TJOZISL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
TJOZLSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TJOZSIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZSLI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TSILJZO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TSILJOZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSILZJO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TSILZOJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSILOJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSILOZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSIJLZO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSIJLOZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSIJZLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJZOL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJOLZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSIJOZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSIZLJO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TSIZLOJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSIZJLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIZJOL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIZOLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSIZOJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSIOLJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSIOLZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSIOJLZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSIOJZL,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
TSIOZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSIOZJL,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
TSLIJZO,O,O,X,X,X,O,O,O,O,X,X,O,X,X,O
TSLIJOZ,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X
TSLIZJO,O,O,X,X,X,O,O,O,O,X,X,O,X,X,O
TSLIZOJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSLIOJZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TSLIOZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLJIZO,O,O,X,X,X,O,X,O,O,X,X,O,X,X,O
TSLJIOZ,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
TSLJZIO,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O
TSLJZOI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLJOIZ,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X
TSLJOZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TSLZIJO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TSLZIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TSLZJIO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TSLZJOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TSLZOIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TSLZOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSLOIJZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSLOIZJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLOJIZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSLOJZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLOZJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TSJILZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJILOZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TSJIZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJIOZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJLIZO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSJLIOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TSJLZIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSJLZOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TSJLOIZ,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X
TSJLOZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TSJZILO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZIOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSJZLOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TSJZOIL,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TSJZOLI,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TSJOILZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOIZL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TSJOLIZ,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X
TSJOLZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TSJOZIL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TSJOZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TSZILJO,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
TSZILOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TSZIJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSZIJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZIOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSZIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLIJO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TSZLIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TSZLJIO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TSZLJOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TSZLOIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TSZLOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSZJILO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSZJIOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLIO,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
TSZJLOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TSZJOIL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TSZJOLI,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
TSZOILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSZOIJL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZOLIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSZOLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TSZOJIL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZOJLI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
TSOILJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSOILZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSOIJLZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSOIJZL,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
TSOIZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSOIZJL,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
TSOLIJZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSOLIZJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSOLJIZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TSOLJZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOLZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOLZJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TSOJILZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOJIZL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TSOJLIZ,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X
TSOJLZI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TSOJZIL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TSOJZLI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TSOZILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOZIJL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSOZLIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOZLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TSOZJIL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSOZJLI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
TZILJSO,X,O,X,O,X,O,X,O,O,X,X,X,X,X,O
TZILJOS,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
TZILSJO,X,O,X,O,X,O,O,O,O,X,X,X,X,O,X
TZILSOJ,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TZILOJS,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
TZILOSJ,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TZIJLSO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
TZIJLOS,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X
TZIJSLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIJSOL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIJOLS,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X
TZIJOSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZISLJO,O,O,X,O,X,O,O,X,X,X,X,X,X,O,O
TZISLOJ,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TZISJLO,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TZISJOL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZISOLJ,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TZISOJL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZIOLJS,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TZIOLSJ,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TZIOJLS,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TZIOJSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZIOSLJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZIOSJL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLIJSO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,O
TZLIJOS,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
TZLISJO,X,O,X,O,X,O,O,O,O,X,X,O,X,O,X
TZLISOJ,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X
TZLIOJS,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X
TZLIOSJ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZLJISO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X
TZLJIOS,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X
TZLJSIO,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
TZLJSOI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TZLJOIS,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X
TZLJOSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZLSIJO,X,O,X,O,X,O,X,O,O,X,X,X,X,O,O
TZLSIOJ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
TZLSJIO,X,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TZLSJOI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TZLSOIJ,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TZLSOJI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TZLOIJS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TZLOISJ,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TZLOJIS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TZLOJSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZLOSIJ,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
TZLOSJI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TZJILSO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
TZJILOS,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TZJISLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJISOL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJIOLS,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TZJIOSL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZJLISO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X
TZJLIOS,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
TZJLSIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X
TZJLSOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TZJLOIS,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X
TZJLOSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZJSILO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
TZJSIOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSLIO,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
TZJSLOI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
TZJSOIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJSOLI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
TZJOILS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TZJOISL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZJOLIS,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
TZJOLSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZJOSIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJOSLI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TZSILJO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O
TZSILOJ,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X
TZSIJLO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
TZSIJOL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSIOLJ,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X
TZSIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSLIJO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TZSLIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TZSLJIO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TZSLJOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TZSLOIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TZSLOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TZSJILO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
TZSJIOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSJLIO,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
TZSJLOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TZSJOIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSJOLI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TZSOILJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TZSOIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSOLIJ,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X
TZSOLJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TZSOJIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSOJLI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TZOILJS,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TZOILSJ,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TZOIJLS,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TZOIJSL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZOISLJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZOISJL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZOLIJS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TZOLISJ,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TZOLJIS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TZOLJSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZOLSIJ,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
TZOLSJI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TZOJILS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TZOJISL,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZOJLIS,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X
TZOJLSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TZOJSIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOJSLI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TZOSILJ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TZOSIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOSLIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X
TZOSLJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TZOSJIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOSJLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TOILJSZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
TOILJZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOILSJZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOILSZJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOILZJS,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X
TOILZSJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOIJLSZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TOIJLZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOIJSLZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TOIJSZL,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
TOIJZLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOIJZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOISLJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOISLZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOISJLZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TOISJZL,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
TOISZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOISZJL,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
TOIZLJS,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TOIZLSJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TOIZJLS,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TOIZJSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOIZSLJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOIZSJL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOLIJSZ,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X
TOLIJZS,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TOLISJZ,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TOLISZJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
TOLIZJS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TOLIZSJ,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TOLJISZ,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
TOLJIZS,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TOLJSIZ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
TOLJSZI,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TOLJZIS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TOLJZSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TOLSIJZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOLSIZJ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
TOLSJIZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOLSJZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOLSZIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TOLSZJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TOLZIJS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TOLZISJ,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TOLZJIS,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TOLZJSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TOLZSIJ,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
TOLZSJI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TOJILSZ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TOJILZS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TOJISLZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TOJISZL,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
TOJIZLS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TOJIZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOJLISZ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X
TOJLIZS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TOJLSIZ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
TOJLSZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TOJLZIS,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
TOJLZSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TOJSILZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJSIZL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TOJSLIZ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TOJSLZI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TOJSZIL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TOJSZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TOJZILS,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TOJZISL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOJZLIS,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
TOJZLSI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
