sequence,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhFXcB8hBCeB2?lBTjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhFOhB8hBfjB6?jBTgBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhFicBGeBTgB3?hBUjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhF8hBzdB+jBi?gBXhBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhF8hBWjBigBX?hBTjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhF2hBSjBTgB3?hBUjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jem6IvhFCdBUhBxiB3?gBTjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jem6IvhFCdB3gBxiBU?hBTjBFtB
LIOJTZS,X,X,X,X,X,O,X,X
LIOJSTZ,X,X,X,X,X,O,X,O
LIOJSZT,X,X,X,X,X,O,X,O
LIOJZTS,X,X,X,X,O,O,O,X
LIOJZST,O,X,X,X,O,O,O,X
LIOSTJZ,X,X,O,X,X,X,X,X
LIOSTZJ,X,O,O,X,X,X,X,X
LIOSJTZ,X,X,O,X,X,O,X,O
LIOSJZT,X,O,O,X,X,O,X,O
LIOSZTJ,X,O,O,X,X,X,X,X
LIOSZJT,X,O,O,X,X,X,X,X
LIOZTJS,X,O,X,O,O,X,X,X
LIOZTSJ,X,O,X,X,X,X,X,X
LIOZJTS,X,O,X,X,O,O,O,X
LIOZJST,O,O,O,X,O,O,O,X
LIOZSTJ,O,O,O,X,X,X,X,X
LIOZSJT,O,O,O,X,X,X,X,X
LJTISZO,O,X,X,O,O,X,O,O
LJTISOZ,X,X,X,O,X,X,X,O
LJTIZSO,O,X,X,O,O,X,O,O
LJTIZOS,O,X,X,O,O,X,O,X
LJTIOSZ,O,X,X,O,X,O,X,O
LJTIOZS,O,X,X,O,O,O,O,X
LJTSIZO,O,X,X,O,O,X,X,O
LJTSIOZ,X,X,X,O,X,X,X,O
LJTSZIO,O,X,X,O,O,X,X,X
LJTSZOI,O,X,X,O,O,X,X,X
LJTSOIZ,X,X,X,O,X,O,X,X
LJTSOZI,X,X,X,O,X,O,X,X
LJTZISO,O,X,X,O,O,X,O,X
LJTZIOS,O,X,X,O,O,X,O,X
LJTZSIO,O,X,X,O,O,X,O,X
LJTZSOI,O,X,X,O,O,X,X,X
LJTZOIS,O,X,X,O,O,O,O,X
LJTZOSI,O,X,X,O,O,O,X,X
LJTOISZ,O,X,X,O,X,O,X,X
LJTOIZS,O,X,X,O,O,O,X,X
LJTOSIZ,O,X,X,O,X,O,X,X
LJTOSZI,O,X,X,O,X,O,X,X
LJTOZIS,O,X,X,O,O,O,X,X
LJTOZSI,O,X,X,O,O,O,X,X
LJITSZO,O,X,X,O,O,X,X,O
LJITSOZ,X,X,X,O,X,X,X,O
LJITZSO,O,X,X,O,O,X,O,X
LJITZOS,O,X,X,O,O,X,O,X
LJITOSZ,O,X,X,O,X,X,X,X
LJITOZS,O,X,X,O,O,X,X,X
LJISTZO,X,X,X,X,X,X,X,O
LJISTOZ,X,X,X,X,X,X,X,O
LJISZTO,O,X,X,X,O,X,O,O
LJISZOT,O,X,X,X,O,X,O,O
LJISOTZ,X,X,X,X,X,X,X,O
LJISOZT,X,X,X,X,X,X,X,O
LJIZTSO,O,X,X,O,O,X,O,X
LJIZTOS,O,X,X,O,O,X,O,X
LJIZSTO,O,X,X,X,O,X,O,O
LJIZSOT,O,X,X,X,O,X,O,O
LJIZOTS,X,X,X,X,O,X,O,X
LJIZOST,O,X,X,X,O,X,O,X
LJIOTSZ,X,X,X,X,X,O,X,X
LJIOTZS,X,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,X,X,O,X,O
LJIOSZT,X,X,X,X,X,O,X,O
LJIOZTS,X,X,X,X,O,O,O,X
LJIOZST,O,X,X,X,O,O,O,X
LJSTIZO,X,X,X,X,X,X,X,O
LJSTIOZ,X,X,X,X,X,X,X,O
LJSTZIO,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,O
LJSITOZ,X,X,X,X,X,X,X,O
LJSIZTO,O,X,X,X,O,X,X,O
LJSIZOT,O,X,X,X,O,X,X,O
LJSIOTZ,X,X,X,X,X,X,X,O
LJSIOZT,X,X,X,X,X,X,X,O
LJSZTIO,O,X,X,X,O,X,X,X
LJSZTOI,X,X,X,X,O,X,X,X
LJSZITO,O,X,X,X,O,X,X,X
LJSZIOT,O,X,X,X,O,X,X,X
LJSZOTI,X,X,X,X,O,X,X,X
LJSZOIT,O,X,X,X,O,X,X,X
LJSOTIZ,X,X,X,X,X,O,X,X
LJSOTZI,X,X,X,X,X,O,X,X
LJSOITZ,X,X,X,X,X,O,X,X
LJSOIZT,X,X,X,X,X,O,X,X
LJSOZTI,X,X,X,X,X,O,X,X
LJSOZIT,X,X,X,X,X,O,X,X
LJZTISO,O,X,X,O,O,X,O,X
LJZTIOS,O,X,X,O,O,X,O,X
LJZTSIO,O,X,X,O,O,X,O,X
LJZTSOI,O,X,X,O,O,X,X,X
LJZTOIS,O,X,X,O,O,X,O,X
LJZTOSI,O,X,X,O,O,X,X,X
LJZITSO,O,X,X,O,O,X,O,X
LJZITOS,O,X,X,O,O,X,O,X
LJZISTO,O,X,X,X,O,X,O,X
LJZISOT,O,X,X,X,O,X,O,X
LJZIOTS,X,X,X,X,O,X,O,X
LJZIOST,O,X,X,X,O,X,O,X
LJZSTIO,O,X,X,X,O,X,O,X
LJZSTOI,O,X,X,X,O,X,X,X
LJZSITO,O,X,X,X,O,X,O,X
LJZSIOT,O,X,X,X,O,X,O,X
LJZSOTI,X,X,X,X,O,X,X,X
LJZSOIT,O,X,X,X,O,X,X,X
LJZOTIS,X,X,X,X,O,O,O,X
LJZOTSI,X,X,X,X,O,O,X,X
LJZOITS,X,X,X,X,O,O,O,X
LJZOIST,O,X,X,X,O,O,O,X
LJZOSTI,X,X,X,X,O,O,X,X
LJZOSIT,O,X,X,X,O,O,X,X
LJOTISZ,X,X,X,X,X,O,X,X
LJOTIZS,X,X,X,X,X,O,X,X
LJOTSIZ,X,X,X,X,X,O,X,X
LJOTSZI,X,X,X,X,X,O,X,X
LJOTZIS,X,X,X,X,X,O,X,X
LJOTZSI,X,X,X,X,X,O,X,X
LJOITSZ,X,X,X,X,X,O,X,X
LJOITZS,X,X,X,X,X,O,X,X
LJOISTZ,X,X,X,X,X,O,X,X
LJOISZT,X,X,X,X,X,O,X,X
LJOIZTS,X,X,X,X,O,O,X,X
LJOIZST,O,X,X,X,O,O,X,X
LJOSTIZ,X,X,X,X,X,O,X,X
LJOSTZI,X,X,X,X,X,O,X,X
LJOSITZ,X,X,X,X,X,O,X,X
LJOSIZT,X,X,X,X,X,O,X,X
LJOSZTI,X,X,X,X,X,O,X,X
LJOSZIT,X,X,X,X,X,O,X,X
LJOZTIS,X,X,X,X,O,O,X,X
LJOZTSI,X,X,X,X,O,O,X,X
LJOZITS,X,X,X,X,O,O,X,X
LJOZIST,O,X,X,X,O,O,X,X
LJOZSTI,X,X,X,X,O,O,X,X
LJOZSIT,O,X,X,X,O,O,X,X
LSTIJZO,X,X,O,O,O,X,X,O
LSTIJOZ,X,X,X,O,X,X,X,O
LSTIZJO,X,O,O,O,O,X,X,O
LSTIZOJ,X,X,O,X,X,X,X,X
LSTIOJZ,X,X,O,X,X,X,X,O
LSTIOZJ,X,O,O,X,X,X,X,X
LSTJIZO,X,X,O,O,O,X,X,O
LSTJIOZ,X,X,X,O,X,X,X,O
LSTJZIO,X,X,O,O,O,X,X,X
LSTJZOI,X,X,O,O,O,X,X,X
LSTJOIZ,X,X,O,O,X,X,X,X
LSTJOZI,X,X,O,O,X,X,X,X
LSTZIJO,X,O,O,O,O,X,X,X
LSTZIOJ,X,X,O,X,X,X,X,X
LSTZJIO,X,O,O,O,O,X,X,X
LSTZJOI,X,O,O,O,O,X,X,X
LSTZOIJ,X,O,O,X,X,X,X,X
LSTZOJI,X,O,O,X,X,X,X,X
LSTOIJZ,X,X,O,X,X,X,X,X
LSTOIZJ,X,O,O,X,X,X,X,X
LSTOJIZ,X,X,O,X,X,X,X,X
LSTOJZI,X,X,O,X,X,X,X,X
LSTOZIJ,X,O,O,X,X,X,X,X
LSTOZJI,X,O,O,X,X,X,X,X
LSITJZO,X,X,O,O,O,X,X,O
LSITJOZ,X,X,X,O,X,X,X,O
LSITZJO,X,O,O,O,O,X,X,X
LSITZOJ,X,X,O,X,X,X,X,X
LSITOJZ,X,X,O,X,X,X,X,X
LSITOZJ,X,O,O,X,X,X,X,X
LSIJTZO,X,X,O,X,X,X,X,O
LSIJTOZ,X,X,X,X,X,X,X,O
LSIJZTO,O,O,O,X,O,X,X,O
LSIJZOT,O,O,O,X,O,X,X,O
LSIJOTZ,X,X,X,X,X,X,X,O
LSIJOZT,X,O,X,X,X,X,X,O
LSIZTJO,O,O,O,O,O,X,X,X
LSIZTOJ,O,X,O,X,X,X,X,X
LSIZJTO,O,O,O,X,O,X,X,O
LSIZJOT,O,O,O,X,O,X,X,O
LSIZOTJ,O,O,O,X,X,X,X,X
LSIZOJT,O,O,O,X,X,X,X,X
LSIOTJZ,X,X,O,X,X,X,X,X
LSIOTZJ,X,O,O,X,X,X,X,X
LSIOJTZ,X,X,O,X,X,O,X,O
LSIOJZT,X,O,O,X,X,O,X,O
LSIOZTJ,X,O,O,X,X,X,X,X
LSIOZJT,X,O,O,X,X,X,X,X
LSJTIZO,X,X,O,X,X,X,X,O
LSJTIOZ,X,X,X,X,X,X,X,O
LSJTZIO,X,X,O,X,X,X,X,X
LSJTZOI,X,X,O,X,X,X,X,X
LSJTOIZ,X,X,O,X,X,X,X,X
LSJTOZI,X,X,O,X,X,X,X,X
LSJITZO,X,X,O,X,X,X,X,O
LSJITOZ,X,X,X,X,X,X,X,O
LSJIZTO,O,O,O,X,O,X,X,O
LSJIZOT,O,O,O,X,O,X,X,O
LSJIOTZ,X,X,X,X,X,X,X,O
LSJIOZT,X,O,X,X,X,X,X,O
LSJZTIO,O,O,O,X,O,X,X,X
LSJZTOI,X,O,O,X,O,X,X,X
LSJZITO,O,O,O,X,O,X,X,X
LSJZIOT,O,O,O,X,O,X,X,X
LSJZOTI,X,O,O,X,O,X,X,X
LSJZOIT,O,O,O,X,O,X,X,X
LSJOTIZ,X,X,O,X,X,O,X,X
LSJOTZI,X,X,O,X,X,O,X,X
LSJOITZ,X,X,O,X,X,O,X,X
LSJOIZT,X,O,O,X,X,O,X,X
LSJOZTI,X,O,O,X,X,O,X,X
LSJOZIT,X,O,O,X,X,O,X,X
LSZTIJO,O,O,O,O,O,X,X,X
LSZTIOJ,O,X,O,X,X,X,X,X
LSZTJIO,O,O,O,O,O,X,X,X
LSZTJOI,X,O,O,O,O,X,X,X
LSZTOIJ,X,O,O,X,X,X,X,X
LSZTOJI,X,O,O,X,X,X,X,X
LSZITJO,O,O,O,O,O,X,X,X
LSZITOJ,O,X,O,X,X,X,X,X
LSZIJTO,O,O,O,X,O,X,X,X
LSZIJOT,O,O,O,X,O,X,X,X
LSZIOTJ,O,O,O,X,X,X,X,X
LSZIOJT,O,O,O,X,X,X,X,X
LSZJTIO,O,O,O,X,O,X,X,X
LSZJTOI,X,O,O,X,O,X,X,X
LSZJITO,O,O,O,X,O,X,X,X
LSZJIOT,O,O,O,X,O,X,X,X
LSZJOTI,X,O,O,X,O,X,X,X
LSZJOIT,O,O,O,X,O,X,X,X
LSZOTIJ,X,O,O,X,X,X,X,X
LSZOTJI,X,O,O,X,X,X,X,X
LSZOITJ,O,O,O,X,X,X,X,X
LSZOIJT,O,O,O,X,X,X,X,X
LSZOJTI,X,O,O,X,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X,X
LSOTIJZ,X,X,O,X,X,X,X,X
LSOTIZJ,X,O,O,X,X,X,X,X
LSOTJIZ,X,X,O,X,X,X,X,X
LSOTJZI,X,X,O,X,X,X,X,X
LSOTZIJ,X,O,O,X,X,X,X,X
LSOTZJI,X,O,O,X,X,X,X,X
LSOITJZ,X,X,O,X,X,X,X,X
LSOITZJ,X,O,O,X,X,X,X,X
LSOIJTZ,X,X,O,X,X,O,X,X
LSOIJZT,X,O,O,X,X,O,X,X
LSOIZTJ,X,O,O,X,X,X,X,X
LSOIZJT,X,O,O,X,X,X,X,X
LSOJTIZ,X,X,O,X,X,O,X,X
LSOJTZI,X,X,O,X,X,O,X,X
LSOJITZ,X,X,O,X,X,O,X,X
LSOJIZT,X,O,O,X,X,O,X,X
LSOJZTI,X,O,O,X,X,O,X,X
LSOJZIT,X,O,O,X,X,O,X,X
LSOZTIJ,X,O,O,X,X,X,X,X
LSOZTJI,X,O,O,X,X,X,X,X
LSOZITJ,X,O,O,X,X,X,X,X
LSOZIJT,X,O,O,X,X,X,X,X
LSOZJTI,X,O,O,X,X,X,X,X
LSOZJIT,X,O,O,X,X,X,X,X
LZTIJSO,O,O,X,O,O,X,O,X
LZTIJOS,O,X,X,O,O,X,O,X
LZTISJO,O,O,X,O,O,X,O,X
LZTISOJ,O,O,X,X,X,X,X,X
LZTIOJS,O,X,X,O,O,X,O,X
LZTIOSJ,O,X,X,X,X,X,X,X
LZTJISO,O,O,X,O,O,X,O,X
LZTJIOS,O,X,X,O,O,X,O,X
LZTJSIO,O,O,X,O,O,X,O,X
LZTJSOI,O,O,X,O,O,X,X,X
LZTJOIS,O,O,X,O,O,X,O,X
LZTJOSI,O,O,X,O,O,X,X,X
LZTSIJO,O,O,X,O,O,X,O,X
LZTSIOJ,O,O,X,X,X,X,X,X
LZTSJIO,O,O,X,O,O,X,O,X
LZTSJOI,O,O,X,O,O,X,X,X
LZTSOIJ,O,O,X,X,X,X,X,X
LZTSOJI,O,O,X,X,X,X,X,X
LZTOIJS,O,O,X,O,O,X,O,X
LZTOISJ,O,O,X,X,X,X,X,X
LZTOJIS,O,O,X,O,O,X,O,X
LZTOJSI,O,O,X,O,O,X,X,X
LZTOSIJ,O,O,X,X,X,X,X,X
LZTOSJI,O,O,X,X,X,X,X,X
LZITJSO,O,O,X,O,O,X,O,X
LZITJOS,O,X,X,O,O,X,O,X
LZITSJO,O,O,X,O,O,X,O,X
LZITSOJ,O,O,X,X,X,X,X,X
LZITOJS,O,X,X,O,O,X,O,X
LZITOSJ,O,X,X,X,X,X,X,X
LZIJTSO,O,O,X,O,O,X,O,X
LZIJTOS,O,X,X,O,O,X,O,X
LZIJSTO,O,O,O,X,O,X,O,X
LZIJSOT,O,O,O,X,O,X,O,X
LZIJOTS,X,X,X,X,O,X,O,X
LZIJOST,O,X,O,X,O,X,O,X
LZISTJO,O,O,O,O,O,X,X,X
LZISTOJ,O,X,X,X,X,X,X,X
LZISJTO,O,O,O,X,O,X,O,X
LZISJOT,O,O,O,X,O,X,O,X
LZISOTJ,O,X,X,X,X,X,X,X
LZISOJT,O,O,O,X,X,X,X,X
LZIOTJS,X,X,X,O,O,X,X,X
LZIOTSJ,X,X,X,X,X,X,X,X
LZIOJTS,X,X,X,X,O,O,O,X
LZIOJST,O,X,O,X,O,O,O,X
LZIOSTJ,O,X,O,X,X,X,X,X
LZIOSJT,O,X,O,X,X,X,X,X
LZJTISO,O,O,X,O,O,X,O,X
LZJTIOS,O,X,X,O,O,X,O,X
LZJTSIO,O,O,X,O,O,X,O,X
LZJTSOI,O,O,X,O,O,X,X,X
LZJTOIS,O,O,X,O,O,X,O,X
LZJTOSI,O,O,X,O,O,X,X,X
LZJITSO,O,O,X,O,O,X,O,X
LZJITOS,O,X,X,O,O,X,O,X
LZJISTO,O,O,O,X,O,X,O,X
LZJISOT,O,O,O,X,O,X,O,X
LZJIOTS,X,X,X,X,O,X,O,X
LZJIOST,O,X,O,X,O,X,O,X
LZJSTIO,O,O,O,X,O,X,O,X
LZJSTOI,O,O,O,X,O,X,X,X
LZJSITO,O,O,O,X,O,X,O,X
LZJSIOT,O,O,O,X,O,X,O,X
LZJSOTI,X,O,O,X,O,X,X,X
LZJSOIT,O,O,O,X,O,X,X,X
LZJOTIS,X,O,X,X,O,O,O,X
LZJOTSI,X,O,X,X,O,O,X,X
LZJOITS,X,O,X,X,O,O,O,X
LZJOIST,O,O,O,X,O,O,O,X
LZJOSTI,X,O,O,X,O,O,X,X
LZJOSIT,O,O,O,X,O,O,X,X
LZSTIJO,O,O,O,O,O,X,O,X
LZSTIOJ,O,X,X,X,X,X,X,X
LZSTJIO,O,O,O,O,O,X,O,X
LZSTJOI,O,O,O,O,O,X,X,X
LZSTOIJ,O,O,O,X,X,X,X,X
LZSTOJI,O,O,O,X,X,X,X,X
LZSITJO,O,O,O,O,O,X,X,X
LZSITOJ,O,X,X,X,X,X,X,X
LZSIJTO,O,O,O,X,O,X,O,X
LZSIJOT,O,O,O,X,O,X,O,X
LZSIOTJ,O,O,O,X,X,X,X,X
LZSIOJT,O,O,O,X,X,X,X,X
LZSJTIO,O,O,O,X,O,X,O,X
LZSJTOI,O,O,O,X,O,X,X,X
LZSJITO,O,O,O,X,O,X,O,X
LZSJIOT,O,O,O,X,O,X,O,X
LZSJOTI,X,O,O,X,O,X,X,X
LZSJOIT,O,O,O,X,O,X,X,X
LZSOTIJ,X,O,O,X,X,X,X,X
LZSOTJI,X,O,O,X,X,X,X,X
LZSOITJ,O,O,O,X,X,X,X,X
LZSOIJT,O,O,O,X,X,X,X,X
LZSOJTI,X,O,O,X,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X
LZOTIJS,X,O,X,O,O,X,O,X
LZOTISJ,X,O,X,X,X,X,X,X
LZOTJIS,X,O,X,O,O,X,O,X
LZOTJSI,X,O,X,O,O,X,X,X
LZOTSIJ,X,O,X,X,X,X,X,X
LZOTSJI,X,O,X,X,X,X,X,X
LZOITJS,X,O,X,O,O,X,X,X
LZOITSJ,X,O,X,X,X,X,X,X
LZOIJTS,X,O,X,X,O,O,O,X
LZOIJST,O,O,O,X,O,O,O,X
LZOISTJ,O,O,O,X,X,X,X,X
LZOISJT,O,O,O,X,X,X,X,X
LZOJTIS,X,O,X,X,O,O,O,X
LZOJTSI,X,O,X,X,O,O,X,X
LZOJITS,X,O,X,X,O,O,O,X
LZOJIST,O,O,O,X,O,O,O,X
LZOJSTI,X,O,O,X,O,O,X,X
LZOJSIT,O,O,O,X,O,O,X,X
LZOSTIJ,X,O,O,X,X,X,X,X
LZOSTJI,X,O,O,X,X,X,X,X
LZOSITJ,O,O,O,X,X,X,X,X
LZOSIJT,O,O,O,X,X,X,X,X
LZOSJTI,X,O,O,X,X,X,X,X
LZOSJIT,O,O,O,X,X,X,X,X
LOTIJSZ,X,X,X,O,X,O,X,X
LOTIJZS,X,X,X,O,O,O,X,X
LOTISJZ,X,O,O,X,X,O,X,X
LOTISZJ,X,O,O,X,X,X,X,X
LOTIZJS,X,O,O,O,O,O,X,X
LOTIZSJ,X,O,O,X,X,X,X,X
LOTJISZ,X,X,X,O,X,O,X,X
LOTJIZS,X,X,X,O,O,O,X,X
LOTJSIZ,X,X,X,O,X,O,X,X
LOTJSZI,X,X,X,O,X,O,X,X
LOTJZIS,X,X,X,O,O,O,X,X
LOTJZSI,X,X,X,O,O,O,X,X
LOTSIJZ,X,O,O,X,X,O,X,X
LOTSIZJ,X,O,O,X,X,X,X,X
LOTSJIZ,X,O,O,X,X,O,X,X
LOTSJZI,X,O,O,X,X,O,X,X
LOTSZIJ,X,O,O,X,X,X,X,X
LOTSZJI,X,O,O,X,X,X,X,X
LOTZIJS,X,O,O,O,O,O,X,X
LOTZISJ,X,O,O,X,X,X,X,X
LOTZJIS,X,O,O,O,O,O,X,X
LOTZJSI,X,O,O,O,O,O,X,X
LOTZSIJ,X,O,O,X,X,X,X,X
LOTZSJI,X,O,O,X,X,X,X,X
LOITJSZ,X,X,X,O,X,O,X,X
LOITJZS,X,X,X,O,O,O,X,X
LOITSJZ,X,O,O,X,X,O,X,X
LOITSZJ,X,O,O,X,X,X,X,X
LOITZJS,X,O,O,O,O,O,X,X
LOITZSJ,X,O,O,X,X,X,X,X
LOIJTSZ,X,X,X,X,X,O,X,X
LOIJTZS,X,X,X,X,X,O,X,X
LOIJSTZ,X,X,X,X,X,O,X,X
LOIJSZT,X,X,X,X,X,O,X,X
LOIJZTS,X,X,X,X,O,O,X,X
LOIJZST,O,X,X,X,O,O,X,X
LOISTJZ,X,X,O,X,X,X,X,X
LOISTZJ,X,O,O,X,X,X,X,X
LOISJTZ,X,X,O,X,X,O,X,X
LOISJZT,X,O,O,X,X,O,X,X
LOISZTJ,X,O,O,X,X,X,X,X
LOISZJT,X,O,O,X,X,X,X,X
LOIZTJS,X,O,X,O,O,X,X,X
LOIZTSJ,X,O,X,X,X,X,X,X
LOIZJTS,X,O,X,X,O,O,X,X
LOIZJST,O,O,O,X,O,O,X,X
LOIZSTJ,O,O,O,X,X,X,X,X
LOIZSJT,O,O,O,X,X,X,X,X
LOJTISZ,X,X,X,X,X,O,X,X
LOJTIZS,X,X,X,X,X,O,X,X
LOJTSIZ,X,X,X,X,X,O,X,X
LOJTSZI,X,X,X,X,X,O,X,X
LOJTZIS,X,X,X,X,X,O,X,X
LOJTZSI,X,X,X,X,X,O,X,X
LOJITSZ,X,X,X,X,X,O,X,X
LOJITZS,X,X,X,X,X,O,X,X
LOJISTZ,X,X,X,X,X,O,X,X
LOJISZT,X,X,X,X,X,O,X,X
LOJIZTS,X,X,X,X,O,O,X,X
LOJIZST,O,X,X,X,O,O,X,X
LOJSTIZ,X,X,X,X,X,O,X,X
LOJSTZI,X,X,X,X,X,O,X,X
LOJSITZ,X,X,X,X,X,O,X,X
LOJSIZT,X,X,X,X,X,O,X,X
LOJSZTI,X,X,X,X,X,O,X,X
LOJSZIT,X,X,X,X,X,O,X,X
LOJZTIS,X,X,X,X,O,O,X,X
LOJZTSI,X,X,X,X,O,O,X,X
LOJZITS,X,X,X,X,O,O,X,X
LOJZIST,O,X,X,X,O,O,X,X
LOJZSTI,X,X,X,X,O,O,X,X
LOJZSIT,O,X,X,X,O,O,X,X
LOSTIJZ,X,X,O,X,X,X,X,X
LOSTIZJ,X,O,O,X,X,X,X,X
LOSTJIZ,X,X,O,X,X,X,X,X
LOSTJZI,X,X,O,X,X,X,X,X
LOSTZIJ,X,O,O,X,X,X,X,X
LOSTZJI,X,O,O,X,X,X,X,X
LOSITJZ,X,X,O,X,X,X,X,X
LOSITZJ,X,O,O,X,X,X,X,X
LOSIJTZ,X,X,O,X,X,O,X,X
LOSIJZT,X,O,O,X,X,O,X,X
LOSIZTJ,X,O,O,X,X,X,X,X
LOSIZJT,X,O,O,X,X,X,X,X
LOSJTIZ,X,X,O,X,X,O,X,X
LOSJTZI,X,X,O,X,X,O,X,X
LOSJITZ,X,X,O,X,X,O,X,X
LOSJIZT,X,O,O,X,X,O,X,X
LOSJZTI,X,O,O,X,X,O,X,X
LOSJZIT,X,O,O,X,X,O,X,X
LOSZTIJ,X,O,O,X,X,X,X,X
LOSZTJI,X,O,O,X,X,X,X,X
LOSZITJ,X,O,O,X,X,X,X,X
LOSZIJT,X,O,O,X,X,X,X,X
LOSZJTI,X,O,O,X,X,X,X,X
LOSZJIT,X,O,O,X,X,X,X,X
LOZTIJS,X,O,X,O,O,X,X,X
LOZTISJ,X,O,X,X,X,X,X,X
LOZTJIS,X,O,X,O,O,X,X,X
LOZTJSI,X,O,X,O,O,X,X,X
LOZTSIJ,X,O,X,X,X,X,X,X
LOZTSJI,X,O,X,X,X,X,X,X
LOZITJS,X,O,X,O,O,X,X,X
LOZITSJ,X,O,X,X,X,X,X,X
LOZIJTS,X,O,X,X,O,O,X,X
LOZIJST,O,O,O,X,O,O,X,X
LOZISTJ,O,O,O,X,X,X,X,X
LOZISJT,O,O,O,X,X,X,X,X
LOZJTIS,X,O,X,X,O,O,X,X
LOZJTSI,X,O,X,X,O,O,X,X
LOZJITS,X,O,X,X,O,O,X,X
LOZJIST,O,O,O,X,O,O,X,X
LOZJSTI,X,O,O,X,O,O,X,X
LOZJSIT,O,O,O,X,O,O,X,X
LOZSTIJ,X,O,O,X,X,X,X,X
LOZSTJI,X,O,O,X,X,X,X,X
LOZSITJ,O,O,O,X,X,X,X,X
LOZSIJT,O,O,O,X,X,X,X,X
LOZSJTI,X,O,O,X,X,X,X,X
LOZSJIT,O,O,O,X,X,X,X,X
JTILSZO,O,X,X,O,O,X,O,O
JTILSOZ,X,X,X,O,X,X,X,O
JTILZSO,O,X,X,O,O,X,O,O
JTILZOS,O,X,X,O,O,X,O,X
JTILOSZ,O,X,X,O,X,O,X,O
JTILOZS,O,X,X,O,O,O,O,X
JTISLZO,O,O,O,O,O,X,O,O
JTISLOZ,X,O,X,O,X,X,X,O
JTISZLO,O,O,O,O,O,X,O,O
JTISZOL,O,O,O,O,X,X,X,X
JTISOLZ,O,O,X,O,X,X,X,O
JTISOZL,O,O,X,O,X,X,X,X
JTIZLSO,O,O,O,O,O,X,O,O
JTIZLOS,O,X,O,O,O,X,O,X
JTIZSLO,O,O,O,O,O,X,O,O
JTIZSOL,O,O,O,O,X,X,X,X
JTIZOLS,O,X,O,O,O,X,O,X
JTIZOSL,O,O,O,O,X,X,X,X
JTIOLSZ,O,X,X,O,X,O,X,O
JTIOLZS,O,X,X,O,O,O,O,X
JTIOSLZ,O,O,O,O,X,O,X,O
JTIOSZL,O,O,O,O,X,X,X,X
JTIOZLS,O,O,O,O,O,O,O,X
JTIOZSL,O,O,O,O,X,X,X,X
JTLISZO,O,X,X,O,O,X,O,O
JTLISOZ,X,X,X,O,X,X,X,O
JTLIZSO,O,X,X,O,O,X,O,O
JTLIZOS,O,X,X,O,O,X,O,X
JTLIOSZ,O,X,X,O,X,O,X,O
JTLIOZS,O,X,X,O,O,O,O,X
JTLSIZO,O,X,X,O,O,X,X,O
JTLSIOZ,X,X,X,O,X,X,X,O
JTLSZIO,O,X,X,O,O,X,X,X
JTLSZOI,O,X,X,O,O,X,X,X
JTLSOIZ,X,X,X,O,X,O,X,X
JTLSOZI,X,X,X,O,X,O,X,X
JTLZISO,O,X,X,O,O,X,O,X
JTLZIOS,O,X,X,O,O,X,O,X
JTLZSIO,O,X,X,O,O,X,O,X
JTLZSOI,O,X,X,O,O,X,X,X
JTLZOIS,O,X,X,O,O,O,O,X
JTLZOSI,O,X,X,O,O,O,X,X
JTLOISZ,O,X,X,O,X,O,X,X
JTLOIZS,O,X,X,O,O,O,X,X
JTLOSIZ,O,X,X,O,X,O,X,X
JTLOSZI,O,X,X,O,X,O,X,X
JTLOZIS,O,X,X,O,O,O,X,X
JTLOZSI,O,X,X,O,O,O,X,X
JTSILZO,O,O,O,O,O,X,O,O
JTSILOZ,X,O,X,O,X,X,X,O
JTSIZLO,O,O,O,O,O,X,O,O
JTSIZOL,O,O,O,O,X,X,X,X
JTSIOLZ,O,O,X,O,X,X,X,O
JTSIOZL,O,O,X,O,X,X,X,X
JTSLIZO,O,O,O,O,O,X,X,O
JTSLIOZ,X,O,X,O,X,X,X,O
JTSLZIO,O,O,O,O,O,X,X,X
JTSLZOI,O,O,O,O,O,X,X,X
JTSLOIZ,X,O,O,O,X,O,X,X
JTSLOZI,X,O,O,O,X,O,X,X
JTSZILO,O,O,O,O,O,X,O,O
JTSZIOL,O,O,O,O,X,X,X,X
JTSZLIO,O,O,O,O,O,X,O,X
JTSZLOI,O,O,O,O,O,X,X,X
JTSZOIL,O,O,O,O,X,X,X,X
JTSZOLI,O,O,O,O,X,X,X,X
JTSOILZ,O,O,O,O,X,O,X,O
