sequence,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBUgB?FiBTjB6rBmqB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jex9IvhFUgBFhB?XiBTjB6rBmqB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBUgB?FiBTjByqB+rB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jex8IvhF6jBFgB?0hBmiB3lBTrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeeCJvhFfjB6jB?UgBFhBxqBTrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBalB?FiBTjBGmBUrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeT8IvhFeiBfjB?6jBFgBxqBUrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jem8IvhFCeBUgB?FhBTjBxqB3rB
LIOTSJZ,O,X,O,X,X,O,X,O
LIOTSZJ,O,X,O,X,X,O,X,O
LIOTZJS,X,X,X,O,X,O,X,O
LIOTZSJ,O,X,X,O,X,O,X,O
LIOJTSZ,O,X,O,O,X,O,X,X
LIOJTZS,X,X,O,O,X,O,X,X
LIOJSTZ,O,X,O,O,X,X,X,O
LIOJSZT,O,X,O,O,X,X,X,O
LIOJZTS,X,X,O,O,X,O,X,O
LIOJZST,X,X,O,O,X,O,X,O
LIOSTJZ,O,X,O,X,X,O,X,O
LIOSTZJ,O,X,O,X,X,O,X,O
LIOSJTZ,O,X,O,O,X,X,X,O
LIOSJZT,O,X,O,O,X,X,X,O
LIOSZTJ,O,X,O,O,X,O,X,O
LIOSZJT,O,X,O,O,X,O,X,O
LIOZTJS,X,X,X,O,X,O,X,O
LIOZTSJ,O,X,X,O,X,O,X,O
LIOZJTS,X,X,O,O,X,O,X,O
LIOZJST,X,X,O,O,X,O,X,O
LIOZSTJ,O,X,O,O,X,O,X,O
LIOZSJT,O,X,O,O,X,O,X,O
LJTISZO,O,X,O,O,X,X,O,X
LJTISOZ,O,X,O,O,X,O,O,X
LJTIZSO,O,X,O,O,X,O,O,X
LJTIZOS,X,X,X,O,X,X,O,X
LJTIOSZ,O,X,O,O,X,X,O,X
LJTIOZS,O,X,O,O,X,X,X,X
LJTSIZO,O,X,O,O,X,X,O,X
LJTSIOZ,O,X,O,O,X,O,O,X
LJTSZIO,O,X,O,O,X,X,O,X
LJTSZOI,O,X,O,O,X,X,O,X
LJTSOIZ,O,X,O,O,X,O,O,X
LJTSOZI,O,X,O,O,X,X,O,X
LJTZISO,O,X,O,O,X,O,X,X
LJTZIOS,X,X,X,O,X,X,X,X
LJTZSIO,O,X,O,O,X,O,X,X
LJTZSOI,O,X,O,O,X,O,X,X
LJTZOIS,O,X,O,O,X,O,X,X
LJTZOSI,O,X,O,O,X,O,X,X
LJTOISZ,O,X,O,O,X,O,X,X
LJTOIZS,O,X,O,O,X,O,X,X
LJTOSIZ,O,X,O,O,X,O,O,X
LJTOSZI,O,X,O,O,X,X,O,X
LJTOZIS,O,X,O,O,X,O,X,X
LJTOZSI,O,X,O,O,X,O,X,X
LJITSZO,O,X,O,O,X,X,O,X
LJITSOZ,O,X,O,O,X,X,O,X
LJITZSO,O,X,O,O,X,X,O,X
LJITZOS,X,X,X,O,X,X,O,X
LJITOSZ,O,X,O,O,X,X,O,X
LJITOZS,O,X,O,O,X,X,X,X
LJISTZO,O,X,O,O,O,X,O,O
LJISTOZ,O,X,O,O,X,X,O,O
LJISZTO,X,X,X,O,O,X,O,O
LJISZOT,X,X,X,O,O,X,O,O
LJISOTZ,O,X,O,O,X,X,O,O
LJISOZT,O,X,O,O,O,X,O,O
LJIZTSO,X,X,X,O,O,X,X,O
LJIZTOS,X,X,X,O,X,X,X,O
LJIZSTO,X,X,X,O,O,X,O,O
LJIZSOT,X,X,X,O,O,X,O,O
LJIZOTS,X,X,X,O,X,X,X,X
LJIZOST,X,X,X,O,X,X,O,X
LJIOTSZ,O,X,O,O,X,X,X,X
LJIOTZS,O,X,O,O,X,X,X,X
LJIOSTZ,O,X,O,O,X,X,O,X
LJIOSZT,O,X,O,O,X,X,O,X
LJIOZTS,O,X,O,O,X,X,X,X
LJIOZST,O,X,O,O,X,X,X,X
LJSTIZO,O,X,O,O,O,X,O,X
LJSTIOZ,O,X,O,O,X,X,O,X
LJSTZIO,O,X,O,O,O,X,O,X
LJSTZOI,O,X,O,O,O,X,O,X
LJSTOIZ,O,X,O,O,X,X,O,X
LJSTOZI,O,X,O,O,X,X,O,X
LJSITZO,O,X,O,O,O,X,O,X
LJSITOZ,O,X,O,O,X,X,O,X
LJSIZTO,X,X,X,O,O,X,O,X
LJSIZOT,X,X,X,O,O,X,O,X
LJSIOTZ,O,X,O,O,X,X,O,X
LJSIOZT,O,X,O,O,O,X,O,X
LJSZTIO,O,X,O,O,O,X,O,X
LJSZTOI,O,O,O,X,O,X,O,X
LJSZITO,X,X,X,O,O,X,O,X
LJSZIOT,X,X,X,O,O,X,O,X
LJSZOTI,O,O,O,X,O,X,O,X
LJSZOIT,O,O,O,O,O,X,O,X
LJSOTIZ,O,X,O,O,X,X,O,X
LJSOTZI,O,X,O,O,X,X,O,X
LJSOITZ,O,X,O,O,X,X,O,X
LJSOIZT,O,O,O,O,O,X,O,X
LJSOZTI,O,O,O,O,O,X,O,X
LJSOZIT,O,O,O,O,O,X,O,X
LJZTISO,O,X,O,O,X,O,X,X
LJZTIOS,O,X,X,O,X,O,X,O
LJZTSIO,O,X,O,O,O,O,X,X
LJZTSOI,O,O,O,O,O,O,X,O
LJZTOIS,O,X,O,O,X,O,X,O
LJZTOSI,O,O,O,O,X,O,X,O
LJZITSO,O,X,X,O,O,O,X,O
LJZITOS,O,X,X,O,X,O,X,O
LJZISTO,O,X,X,O,O,O,X,O
LJZISOT,O,X,X,O,O,O,X,O
LJZIOTS,O,X,X,O,X,O,X,X
LJZIOST,O,X,X,O,X,O,X,X
LJZSTIO,O,X,O,O,O,O,X,X
LJZSTOI,O,O,O,X,O,O,X,X
LJZSITO,O,X,X,O,O,O,X,X
LJZSIOT,O,X,X,O,O,O,X,X
LJZSOTI,O,O,O,X,O,O,X,X
LJZSOIT,O,O,O,O,O,O,X,X
LJZOTIS,O,X,O,O,X,O,X,X
LJZOTSI,O,O,O,O,X,O,X,X
LJZOITS,O,X,O,O,X,O,X,X
LJZOIST,O,O,O,O,X,O,X,X
LJZOSTI,O,O,O,O,X,O,X,X
LJZOSIT,O,O,O,O,X,O,X,X
LJOTISZ,O,X,O,O,X,O,X,X
LJOTIZS,O,X,O,O,X,O,X,X
LJOTSIZ,O,X,O,O,X,O,X,X
LJOTSZI,O,X,O,O,X,X,X,X
LJOTZIS,O,X,O,O,X,O,X,X
LJOTZSI,O,X,O,O,X,O,X,X
LJOITSZ,O,X,O,O,X,O,X,X
LJOITZS,O,X,O,O,X,O,X,X
LJOISTZ,O,X,O,O,X,X,X,X
LJOISZT,O,O,O,O,X,X,X,X
LJOIZTS,O,X,O,O,X,O,X,X
LJOIZST,O,O,O,O,X,O,X,X
LJOSTIZ,O,X,O,O,X,X,O,X
LJOSTZI,O,X,O,O,X,X,O,X
LJOSITZ,O,X,O,O,X,X,O,X
LJOSIZT,O,O,O,O,X,X,O,X
LJOSZTI,O,O,O,O,X,X,O,X
LJOSZIT,O,O,O,O,X,X,O,X
LJOZTIS,O,X,O,O,X,O,X,X
LJOZTSI,O,O,O,O,X,O,X,X
LJOZITS,O,X,O,O,X,O,X,X
LJOZIST,O,O,O,O,X,O,X,X
LJOZSTI,O,O,O,O,X,O,X,X
LJOZSIT,O,O,O,O,X,O,X,X
LSTIJZO,O,X,X,O,O,X,O,X
LSTIJOZ,O,X,X,O,X,O,O,X
LSTIZJO,O,X,X,O,O,O,O,X
LSTIZOJ,O,X,X,O,X,O,O,X
LSTIOJZ,O,X,X,X,X,O,O,X
LSTIOZJ,O,X,X,X,X,O,O,X
LSTJIZO,O,X,X,O,O,X,O,X
LSTJIOZ,O,X,X,O,X,O,O,X
LSTJZIO,X,X,X,O,O,X,O,X
LSTJZOI,X,X,X,O,O,X,O,X
LSTJOIZ,O,X,X,O,X,O,O,X
LSTJOZI,X,X,X,O,X,X,O,X
LSTZIJO,O,X,X,O,O,O,O,X
LSTZIOJ,O,X,X,O,X,O,O,X
LSTZJIO,X,X,X,O,O,O,O,X
LSTZJOI,X,X,X,O,O,O,O,X
LSTZOIJ,O,X,X,O,X,O,X,X
LSTZOJI,X,X,X,X,X,O,X,X
LSTOIJZ,O,X,O,X,X,O,O,X
LSTOIZJ,O,X,O,X,X,O,O,X
LSTOJIZ,O,X,X,O,X,O,O,X
LSTOJZI,X,X,X,O,X,X,O,X
LSTOZIJ,O,X,X,O,X,O,X,X
LSTOZJI,X,X,X,X,X,O,X,X
LSITJZO,O,X,X,X,O,X,O,O
LSITJOZ,O,X,X,X,X,X,O,O
LSITZJO,O,X,X,X,O,X,O,O
LSITZOJ,O,X,X,X,X,X,O,O
LSITOJZ,O,X,X,X,X,X,O,O
LSITOZJ,O,X,X,X,X,X,O,X
LSIJTZO,X,X,X,O,O,X,O,O
LSIJTOZ,X,X,X,O,X,X,O,O
LSIJZTO,X,X,X,O,O,X,O,O
LSIJZOT,X,X,X,O,O,X,O,O
LSIJOTZ,X,X,X,O,X,X,O,O
LSIJOZT,X,X,X,O,O,X,O,O
LSIZTJO,X,X,X,O,O,X,O,O
LSIZTOJ,X,X,X,O,X,X,O,O
LSIZJTO,X,X,X,O,O,X,O,O
LSIZJOT,X,X,X,O,O,X,O,O
LSIZOTJ,X,X,X,O,X,X,X,O
LSIZOJT,X,X,X,O,O,X,O,O
LSIOTJZ,O,X,O,X,X,X,O,O
LSIOTZJ,O,X,O,X,X,X,O,X
LSIOJTZ,O,X,O,X,X,X,O,O
LSIOJZT,O,X,O,X,O,X,O,O
LSIOZTJ,O,X,O,X,X,X,X,O
LSIOZJT,O,X,O,X,O,X,O,O
LSJTIZO,O,X,O,O,O,X,O,X
LSJTIOZ,O,X,O,O,X,X,O,X
LSJTZIO,X,X,O,O,O,X,O,X
LSJTZOI,X,X,O,O,O,X,O,X
LSJTOIZ,O,X,O,O,X,X,O,X
LSJTOZI,X,X,O,O,X,X,O,X
LSJITZO,X,X,O,O,O,X,O,X
LSJITOZ,X,X,O,O,X,X,O,X
LSJIZTO,X,X,X,O,O,X,O,X
LSJIZOT,X,X,X,O,O,X,O,X
LSJIOTZ,X,X,O,O,X,X,O,X
LSJIOZT,X,X,O,O,O,X,O,X
LSJZTIO,X,X,O,O,O,X,O,X
LSJZTOI,X,O,O,X,O,X,O,X
LSJZITO,X,X,X,O,O,X,O,X
LSJZIOT,X,X,X,O,O,X,O,X
LSJZOTI,X,O,O,X,O,X,O,X
LSJZOIT,X,O,O,O,O,X,O,X
LSJOTIZ,O,X,O,O,X,X,O,X
LSJOTZI,X,X,O,O,X,X,O,X
LSJOITZ,O,X,O,O,X,X,O,X
LSJOIZT,O,O,O,O,O,X,O,X
LSJOZTI,X,O,O,O,O,X,O,X
LSJOZIT,X,O,O,O,O,X,O,X
LSZTIJO,O,X,X,O,O,O,O,X
LSZTIOJ,O,X,X,O,X,O,O,X
LSZTJIO,X,X,X,X,O,O,O,X
LSZTJOI,X,X,X,X,O,O,O,O
LSZTOIJ,O,O,X,X,X,O,X,X
LSZTOJI,X,O,X,X,X,O,X,X
LSZITJO,X,X,X,O,O,X,O,O
LSZITOJ,X,X,X,O,X,X,O,O
LSZIJTO,X,X,X,O,O,X,O,O
LSZIJOT,X,X,X,O,O,X,O,O
LSZIOTJ,X,X,X,O,X,X,X,O
LSZIOJT,X,X,X,O,O,X,O,O
LSZJTIO,X,X,X,O,O,O,O,X
LSZJTOI,X,O,X,X,O,O,O,X
LSZJITO,X,X,X,O,O,O,O,X
LSZJIOT,X,X,X,O,O,O,O,X
LSZJOTI,X,O,X,X,O,O,O,X
LSZJOIT,X,O,X,O,O,O,O,X
LSZOTIJ,O,O,X,X,X,O,X,X
LSZOTJI,X,O,X,X,X,O,X,X
LSZOITJ,O,O,O,O,X,O,X,X
LSZOIJT,O,O,O,O,O,O,X,X
LSZOJTI,X,O,X,X,O,O,X,X
LSZOJIT,X,O,X,X,O,O,X,X
LSOTIJZ,O,X,O,X,X,O,O,X
LSOTIZJ,O,X,O,X,X,O,O,X
LSOTJIZ,O,X,X,O,X,O,O,X
LSOTJZI,X,X,X,O,X,X,O,X
LSOTZIJ,O,X,X,O,X,O,X,X
LSOTZJI,X,X,X,X,X,O,X,X
LSOITJZ,O,X,O,X,X,O,O,X
LSOITZJ,O,X,O,X,X,O,O,X
LSOIJTZ,O,X,O,O,X,X,O,X
LSOIJZT,O,O,O,O,O,X,O,X
LSOIZTJ,O,O,O,O,X,O,X,X
LSOIZJT,O,O,O,O,O,O,O,X
LSOJTIZ,O,X,O,O,X,X,O,X
LSOJTZI,X,X,O,O,X,X,O,X
LSOJITZ,O,X,O,O,X,X,O,X
LSOJIZT,O,O,O,O,O,X,O,X
LSOJZTI,X,O,O,O,O,X,O,X
LSOJZIT,X,O,O,O,O,X,O,X
LSOZTIJ,O,O,X,O,X,O,X,X
LSOZTJI,X,O,X,X,X,O,X,X
LSOZITJ,O,O,O,O,X,O,X,X
LSOZIJT,O,O,O,O,O,O,X,X
LSOZJTI,X,O,X,O,O,O,X,X
LSOZJIT,X,O,X,O,O,O,X,X
LZTIJSO,O,X,X,O,X,O,X,O
LZTIJOS,X,X,X,O,X,X,X,O
LZTISJO,O,X,X,O,X,O,X,O
LZTISOJ,O,X,O,O,X,O,X,O
LZTIOJS,O,X,X,O,X,O,X,O
LZTIOSJ,O,X,X,X,X,O,X,X
LZTJISO,O,X,O,O,X,O,X,X
LZTJIOS,X,X,O,O,X,O,X,O
LZTJSIO,O,X,O,O,O,O,X,X
LZTJSOI,O,X,O,O,O,O,X,O
LZTJOIS,O,X,O,O,X,O,X,O
LZTJOSI,O,X,O,O,X,O,X,O
LZTSIJO,O,X,X,O,X,O,X,X
LZTSIOJ,O,X,O,O,X,O,X,X
LZTSJIO,O,X,X,O,X,O,X,X
LZTSJOI,O,X,X,O,X,O,X,O
LZTSOIJ,O,O,O,O,X,O,X,X
LZTSOJI,O,O,X,X,X,O,X,X
LZTOIJS,O,X,O,O,X,O,X,O
LZTOISJ,O,X,O,O,X,O,X,X
LZTOJIS,O,X,O,O,X,O,X,O
LZTOJSI,O,X,O,O,X,O,X,O
LZTOSIJ,O,O,O,O,X,O,X,X
LZTOSJI,O,O,X,X,X,O,X,O
LZITJSO,O,X,X,O,O,O,X,O
LZITJOS,X,X,X,O,X,X,X,O
LZITSJO,O,X,X,O,X,O,X,O
LZITSOJ,O,X,X,O,X,O,X,O
LZITOJS,O,X,X,O,X,O,X,O
LZITOSJ,O,X,X,X,X,O,X,O
LZIJTSO,X,X,O,O,O,O,X,O
LZIJTOS,X,X,O,O,X,O,X,O
LZIJSTO,X,X,O,O,O,O,X,O
LZIJSOT,X,X,O,O,O,O,X,O
LZIJOTS,X,X,O,O,X,O,X,X
LZIJOST,X,X,O,O,X,O,X,X
LZISTJO,O,X,X,O,O,X,X,O
LZISTOJ,O,X,X,O,X,X,X,O
LZISJTO,X,X,X,O,O,X,X,O
LZISJOT,X,X,X,O,O,X,X,O
LZISOTJ,O,X,O,O,X,X,X,O
LZISOJT,O,X,O,O,O,X,X,O
LZIOTJS,O,X,O,O,X,O,X,O
LZIOTSJ,O,X,O,X,X,O,X,O
LZIOJTS,O,X,O,O,X,O,X,O
LZIOJST,O,X,O,O,X,O,X,O
LZIOSTJ,O,X,O,O,X,O,X,O
LZIOSJT,O,X,O,O,X,O,X,O
LZJTISO,O,X,O,O,X,O,X,X
LZJTIOS,O,X,O,O,X,O,X,O
LZJTSIO,O,X,O,O,O,O,X,X
LZJTSOI,O,O,O,O,O,O,X,O
LZJTOIS,O,X,O,O,X,O,X,O
LZJTOSI,O,O,O,O,X,O,X,O
LZJITSO,O,X,O,O,O,O,X,O
LZJITOS,O,X,O,O,X,O,X,O
LZJISTO,O,X,O,O,O,O,X,O
LZJISOT,O,X,O,O,O,O,X,O
LZJIOTS,O,X,O,O,X,O,X,X
LZJIOST,O,X,O,O,X,O,X,X
LZJSTIO,O,X,O,O,O,O,X,X
LZJSTOI,O,O,O,X,O,O,X,X
LZJSITO,O,X,O,O,O,O,X,X
LZJSIOT,O,X,O,O,O,O,X,X
LZJSOTI,O,O,O,X,O,O,X,X
LZJSOIT,O,O,O,O,O,O,X,X
LZJOTIS,O,X,O,O,X,O,X,X
LZJOTSI,O,O,O,O,X,O,X,X
LZJOITS,O,X,O,O,X,O,X,X
LZJOIST,O,O,O,O,X,O,X,X
LZJOSTI,O,O,O,O,X,O,X,X
LZJOSIT,O,O,O,O,X,O,X,X
LZSTIJO,O,X,X,O,O,O,X,X
LZSTIOJ,O,X,O,O,X,O,X,X
LZSTJIO,O,X,X,X,O,O,X,X
LZSTJOI,O,X,X,X,O,O,X,O
LZSTOIJ,O,O,O,X,X,O,X,X
LZSTOJI,O,O,X,X,X,O,X,X
LZSITJO,O,X,X,O,O,X,X,O
LZSITOJ,O,X,X,O,X,X,X,O
LZSIJTO,X,X,X,O,O,X,X,O
LZSIJOT,X,X,X,O,O,X,X,O
LZSIOTJ,O,X,O,O,X,X,X,O
LZSIOJT,O,X,O,O,O,X,X,O
LZSJTIO,O,X,O,O,O,O,X,X
LZSJTOI,O,O,O,X,O,O,X,X
LZSJITO,X,X,O,O,O,O,X,X
LZSJIOT,X,X,O,O,O,O,X,X
LZSJOTI,O,O,O,X,O,O,X,X
LZSJOIT,O,O,O,O,O,O,X,X
LZSOTIJ,O,O,O,X,X,O,X,X
LZSOTJI,O,O,X,X,X,O,X,X
LZSOITJ,O,O,O,O,X,O,X,X
LZSOIJT,O,O,O,O,O,O,X,X
LZSOJTI,O,O,O,X,O,O,X,X
LZSOJIT,O,O,O,X,O,O,X,X
LZOTIJS,O,X,O,O,X,O,X,O
LZOTISJ,O,X,O,O,X,O,X,O
LZOTJIS,O,X,O,O,X,O,X,O
LZOTJSI,O,X,O,O,X,O,X,O
LZOTSIJ,O,O,O,O,X,O,X,X
LZOTSJI,O,O,X,X,X,O,X,O
LZOITJS,O,X,O,O,X,O,X,O
LZOITSJ,O,X,O,O,X,O,X,O
LZOIJTS,O,X,O,O,X,O,X,O
LZOIJST,O,O,O,O,X,O,X,O
LZOISTJ,O,O,O,O,X,O,X,O
LZOISJT,O,O,O,O,X,O,X,O
LZOJTIS,O,X,O,O,X,O,X,O
LZOJTSI,O,O,O,O,X,O,X,O
LZOJITS,O,X,O,O,X,O,X,O
LZOJIST,O,O,O,O,X,O,X,O
LZOJSTI,O,O,O,O,X,O,X,X
LZOJSIT,O,O,O,O,X,O,X,X
LZOSTIJ,O,O,O,O,X,O,X,X
LZOSTJI,O,O,X,X,X,O,X,O
LZOSITJ,O,O,O,O,X,O,X,O
LZOSIJT,O,O,O,O,X,O,X,O
LZOSJTI,O,O,O,O,X,O,X,X
LZOSJIT,O,O,O,O,X,O,X,X
LOTIJSZ,O,X,O,O,X,O,X,X
LOTIJZS,O,X,O,O,X,O,X,X
LOTISJZ,O,X,O,X,X,O,X,O
LOTISZJ,O,X,O,X,X,O,X,O
LOTIZJS,X,X,X,O,X,O,X,O
LOTIZSJ,O,X,O,O,X,O,X,O
LOTJISZ,O,X,O,O,X,O,X,X
LOTJIZS,O,X,O,O,X,O,X,X
LOTJSIZ,O,X,O,O,X,O,X,X
LOTJSZI,X,X,O,O,X,X,X,X
LOTJZIS,O,X,O,O,X,O,X,X
LOTJZSI,O,X,O,O,X,O,X,X
LOTSIJZ,O,X,O,X,X,O,X,X
LOTSIZJ,O,X,O,X,X,O,X,X
LOTSJIZ,O,X,X,O,X,O,X,X
LOTSJZI,X,X,X,O,X,X,X,X
LOTSZIJ,O,X,X,O,X,O,X,X
LOTSZJI,X,X,X,X,X,O,X,X
LOTZIJS,X,X,X,O,X,O,X,O
LOTZISJ,O,X,O,O,X,O,X,O
LOTZJIS,X,X,X,O,X,O,X,O
LOTZJSI,X,X,X,O,X,O,X,O
LOTZSIJ,O,X,O,O,X,O,X,X
LOTZSJI,X,X,X,X,X,O,X,O
LOITJSZ,O,X,O,O,X,O,X,X
LOITJZS,O,X,O,O,X,O,X,X
LOITSJZ,O,X,O,X,X,O,X,O
LOITSZJ,O,X,O,X,X,O,X,O
LOITZJS,X,X,X,O,X,O,X,O
LOITZSJ,O,X,O,O,X,O,X,O
LOIJTSZ,O,X,O,O,X,O,X,X
LOIJTZS,O,X,O,O,X,O,X,X
LOIJSTZ,O,X,O,O,X,X,X,O
LOIJSZT,O,O,O,O,X,X,X,O
LOIJZTS,O,X,O,O,X,O,X,O
LOIJZST,O,O,O,O,X,O,X,O
LOISTJZ,O,X,O,X,X,O,X,O
LOISTZJ,O,X,O,X,X,O,X,O
LOISJTZ,O,X,O,O,X,X,X,O
LOISJZT,O,O,O,O,X,X,X,O
LOISZTJ,O,O,O,O,X,O,X,O
LOISZJT,O,O,O,O,X,O,X,O
LOIZTJS,O,X,O,O,X,O,X,O
LOIZTSJ,O,X,O,O,X,O,X,O
LOIZJTS,O,X,O,O,X,O,X,O
LOIZJST,O,O,O,O,X,O,X,O
LOIZSTJ,O,O,O,O,X,O,X,O
LOIZSJT,O,O,O,O,X,O,X,O
LOJTISZ,O,X,O,O,X,O,X,X
LOJTIZS,O,X,O,O,X,O,X,X
LOJTSIZ,O,X,O,O,X,O,X,X
LOJTSZI,O,X,O,O,X,X,X,X
LOJTZIS,O,X,O,O,X,O,X,X
LOJTZSI,O,X,O,O,X,O,X,X
LOJITSZ,O,X,O,O,X,O,X,X
LOJITZS,O,X,O,O,X,O,X,X
LOJISTZ,O,X,O,O,X,X,X,O
LOJISZT,O,O,O,O,X,X,X,O
LOJIZTS,O,X,O,O,X,O,X,O
LOJIZST,O,O,O,O,X,O,X,O
LOJSTIZ,O,X,O,O,X,X,X,X
LOJSTZI,O,X,O,O,X,X,X,X
LOJSITZ,O,X,O,O,X,X,X,X
LOJSIZT,O,O,O,O,X,X,X,X
LOJSZTI,O,O,O,O,X,X,X,X
LOJSZIT,O,O,O,O,X,X,X,X
LOJZTIS,O,X,O,O,X,O,X,O
LOJZTSI,O,O,O,O,X,O,X,O
LOJZITS,O,X,O,O,X,O,X,O
LOJZIST,O,O,O,O,X,O,X,O
LOJZSTI,O,O,O,O,X,O,X,X
LOJZSIT,O,O,O,O,X,O,X,X
LOSTIJZ,O,X,O,X,X,O,X,X
LOSTIZJ,O,X,O,X,X,O,X,X
LOSTJIZ,O,X,X,O,X,O,X,X
LOSTJZI,X,X,X,O,X,X,X,X
LOSTZIJ,O,X,X,O,X,O,X,X
LOSTZJI,X,X,X,X,X,O,X,X
LOSITJZ,O,X,O,X,X,O,X,O
LOSITZJ,O,X,O,X,X,O,X,O
LOSIJTZ,O,X,O,O,X,X,X,O
LOSIJZT,O,O,O,O,X,X,X,O
LOSIZTJ,O,O,O,O,X,O,X,O
LOSIZJT,O,O,O,O,X,O,X,O
LOSJTIZ,O,X,O,O,X,X,X,X
LOSJTZI,X,X,O,O,X,X,X,X
LOSJITZ,O,X,O,O,X,X,X,X
LOSJIZT,O,O,O,O,X,X,X,X
LOSJZTI,X,O,O,O,X,X,X,X
LOSJZIT,X,O,O,O,X,X,X,X
LOSZTIJ,O,O,X,O,X,O,X,X
LOSZTJI,X,O,X,X,X,O,X,O
LOSZITJ,O,O,O,O,X,O,X,O
LOSZIJT,O,O,O,O,X,O,X,O
LOSZJTI,X,O,X,O,X,O,X,X
LOSZJIT,X,O,X,O,X,O,X,X
LOZTIJS,O,X,O,O,X,O,X,O
LOZTISJ,O,X,O,O,X,O,X,O
LOZTJIS,O,X,O,O,X,O,X,O
LOZTJSI,O,X,O,O,X,O,X,O
LOZTSIJ,O,O,O,O,X,O,X,X
LOZTSJI,O,O,X,X,X,O,X,O
LOZITJS,O,X,O,O,X,O,X,O
LOZITSJ,O,X,O,O,X,O,X,O
LOZIJTS,O,X,O,O,X,O,X,O
LOZIJST,O,O,O,O,X,O,X,O
LOZISTJ,O,O,O,O,X,O,X,O
LOZISJT,O,O,O,O,X,O,X,O
LOZJTIS,O,X,O,O,X,O,X,O
LOZJTSI,O,O,O,O,X,O,X,O
LOZJITS,O,X,O,O,X,O,X,O
LOZJIST,O,O,O,O,X,O,X,O
LOZJSTI,O,O,O,O,X,O,X,X
LOZJSIT,O,O,O,O,X,O,X,X
LOZSTIJ,O,O,O,O,X,O,X,X
LOZSTJI,O,O,X,X,X,O,X,O
LOZSITJ,O,O,O,O,X,O,X,O
LOZSIJT,O,O,O,O,X,O,X,O
LOZSJTI,O,O,O,O,X,O,X,X
LOZSJIT,O,O,O,O,X,O,X,X
JTILSZO,O,X,O,O,X,X,O,X
JTILSOZ,O,X,O,O,X,O,O,X
JTILZSO,O,X,O,O,X,O,O,X
JTILZOS,X,X,X,O,X,X,O,X
JTILOSZ,X,X,O,O,X,X,O,X
JTILOZS,X,X,O,O,X,X,X,X
JTISLZO,O,X,O,O,O,X,O,X
JTISLOZ,O,X,O,O,X,O,O,X
JTISZLO,O,X,O,O,O,X,O,X
JTISZOL,O,X,O,O,O,X,O,X
JTISOLZ,O,X,O,O,X,O,O,X
JTISOZL,O,X,O,X,X,X,O,X
JTIZLSO,O,X,O,O,O,O,O,X
JTIZLOS,X,X,X,O,X,X,O,X
JTIZSLO,O,X,O,O,O,O,O,X
JTIZSOL,O,X,O,X,O,O,O,X
JTIZOLS,O,X,X,O,X,X,O,X
JTIZOSL,O,X,X,X,O,O,O,X
JTIOLSZ,O,X,O,O,X,X,O,X
JTIOLZS,O,X,O,O,X,X,X,X
JTIOSLZ,O,X,O,O,X,X,O,X
JTIOSZL,O,X,O,X,X,X,O,X
JTIOZLS,O,X,O,O,X,X,O,X
JTIOZSL,O,X,O,O,X,X,O,X
JTLISZO,O,X,O,O,X,X,O,X
JTLISOZ,O,X,O,O,X,O,O,X
JTLIZSO,O,X,O,O,X,O,O,X
JTLIZOS,X,X,X,O,X,X,O,X
JTLIOSZ,O,X,O,O,X,X,O,X
JTLIOZS,O,X,O,O,X,X,X,X
JTLSIZO,O,X,O,O,X,X,O,X
JTLSIOZ,O,X,O,O,X,O,O,X
JTLSZIO,O,X,O,O,X,X,O,X
JTLSZOI,O,X,O,O,X,X,O,X
JTLSOIZ,O,X,O,O,X,O,O,X
JTLSOZI,O,X,O,O,X,X,O,X
JTLZISO,O,X,O,O,X,O,X,X
JTLZIOS,X,X,X,O,X,X,X,X
JTLZSIO,O,X,O,O,X,O,X,X
JTLZSOI,O,X,O,O,X,O,X,X
JTLZOIS,O,X,O,O,X,O,X,X
JTLZOSI,O,X,O,O,X,O,X,X
JTLOISZ,O,X,O,O,X,O,X,X
JTLOIZS,O,X,O,O,X,O,X,X
JTLOSIZ,O,X,O,O,X,O,O,X
JTLOSZI,O,X,O,O,X,X,O,X
JTLOZIS,O,X,O,O,X,O,X,X
JTLOZSI,O,X,O,O,X,O,X,X
JTSILZO,O,X,O,O,O,X,O,X
JTSILOZ,O,X,O,O,X,O,O,X
JTSIZLO,O,X,O,O,O,X,O,X
JTSIZOL,O,X,O,O,O,X,O,X
JTSIOLZ,O,X,O,O,X,O,O,X
JTSIOZL,O,X,O,X,X,X,O,X
JTSLIZO,O,X,O,O,O,X,O,X
JTSLIOZ,O,X,O,O,X,X,O,X
JTSLZIO,X,X,O,O,O,X,O,X
JTSLZOI,X,X,O,O,O,X,O,X
JTSLOIZ,O,X,O,O,X,X,O,X
JTSLOZI,X,X,O,O,X,X,O,X
JTSZILO,O,X,O,O,O,X,O,X
