sequence,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFzcBGeB?0fBSnB/oBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFCdBTeB?0fBXiBGoBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8JeT6IvhFUdBajB?5jBWnBXgBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFGdB0fB?zhB6oBXjBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8JeT6IvhFqhBmdB?5jB0iBXgBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFGdB0fB?zhBXjB6oBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFqhB/iB?0fBTjBGoBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFFdBTeB?0fBfnBWoBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFuhBciB?TeBFgBxsBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFGdB6jB?zhBxsB8sBFqB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFUdBWnB?TjBFgBxsBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFzcBSjB?FgBUjBxsBGsB
IZTSOLJ,O,O,X,O,X,O,O,O,X,O,X,X
IZTSOJL,O,O,X,O,X,O,X,X,X,O,X,X
IZTOLJS,O,X,O,O,O,O,O,X,X,O,X,X
IZTOLSJ,O,X,X,O,O,O,O,X,X,O,X,X
IZTOJLS,X,O,O,O,X,O,O,X,X,O,X,X
IZTOJSL,X,O,O,O,X,O,X,X,X,O,X,X
IZTOSLJ,O,O,X,O,X,O,O,X,X,O,X,X
IZTOSJL,O,O,X,O,X,O,X,X,X,O,X,X
IZLTJSO,O,O,X,X,O,X,O,O,O,X,X,X
IZLTJOS,O,O,X,O,O,X,O,O,O,X,X,X
IZLTSJO,O,O,X,X,O,X,O,O,O,X,X,X
IZLTSOJ,O,O,X,O,O,O,O,O,O,O,X,X
IZLTOJS,O,X,X,O,O,O,O,X,O,O,X,X
IZLTOSJ,O,X,X,O,O,O,O,X,O,O,X,X
IZLJTSO,O,X,X,X,X,X,O,O,O,X,X,X
IZLJTOS,O,X,X,O,O,X,O,O,O,X,X,X
IZLJSTO,O,O,X,X,X,X,O,O,O,X,X,X
IZLJSOT,O,O,X,X,O,X,X,O,O,O,X,X
IZLJOTS,O,X,X,O,O,X,X,O,O,O,X,X
IZLJOST,O,O,X,O,O,X,X,O,O,O,X,X
IZLSTJO,O,O,X,X,X,X,O,O,O,X,X,X
IZLSTOJ,O,O,X,O,X,X,O,O,O,O,X,X
IZLSJTO,O,O,X,X,X,X,O,O,O,X,X,X
IZLSJOT,O,O,X,X,O,X,X,O,O,O,X,X
IZLSOTJ,O,O,X,X,X,X,O,O,O,O,X,X
IZLSOJT,O,O,X,O,O,X,X,O,O,O,X,X
IZLOTJS,O,X,X,O,O,O,O,X,O,O,X,X
IZLOTSJ,O,X,X,O,O,O,O,X,O,O,X,X
IZLOJTS,O,X,X,O,O,O,X,O,O,O,X,X
IZLOJST,O,X,X,O,O,X,X,O,O,O,X,X
IZLOSTJ,O,X,X,X,X,X,O,O,O,O,X,X
IZLOSJT,O,X,X,O,O,X,X,O,O,O,X,X
IZJTLSO,O,O,X,X,X,X,O,X,O,X,X,X
IZJTLOS,O,O,O,O,X,X,O,X,O,X,X,X
IZJTSLO,O,O,X,X,X,X,X,X,O,X,X,X
IZJTSOL,O,O,X,X,X,O,X,X,X,X,O,X
IZJTOLS,X,O,O,O,X,O,O,X,X,X,X,X
IZJTOSL,X,O,X,O,X,O,X,X,X,X,O,X
IZJLTSO,O,X,X,X,X,X,O,O,O,X,X,X
IZJLTOS,O,X,O,O,X,X,O,O,O,X,X,X
IZJLSTO,O,O,X,X,X,X,O,O,O,X,X,X
IZJLSOT,O,O,O,X,X,X,X,O,O,O,O,O
IZJLOTS,O,X,O,O,X,X,X,O,O,O,X,X
IZJLOST,O,O,O,O,X,X,X,O,O,O,O,O
IZJSTLO,O,O,X,X,X,X,X,O,O,X,X,X
IZJSTOL,O,O,X,X,X,X,X,X,X,X,O,X
IZJSLTO,O,O,X,X,X,X,X,O,O,X,X,X
IZJSLOT,O,O,O,X,X,X,X,O,O,O,O,O
IZJSOTL,O,O,X,X,X,X,X,X,X,O,O,X
IZJSOLT,O,O,O,X,X,X,X,X,O,O,O,O
IZJOTLS,X,X,O,O,X,O,X,X,X,O,X,X
IZJOTSL,X,O,X,O,X,O,X,X,X,O,O,X
IZJOLTS,X,X,O,O,X,O,X,X,O,O,X,X
IZJOLST,X,O,O,O,X,X,X,X,O,O,O,O
IZJOSTL,X,O,X,O,X,O,X,X,X,O,O,X
IZJOSLT,X,O,O,O,X,X,X,X,O,O,O,O
IZSTLJO,O,O,X,X,X,X,O,O,O,X,X,X
IZSTLOJ,O,O,X,O,X,O,O,O,O,O,X,X
IZSTJLO,O,O,X,X,X,X,X,O,O,X,X,X
IZSTJOL,O,O,X,X,X,O,X,X,X,X,X,X
IZSTOLJ,O,O,X,O,X,O,O,O,X,O,X,X
IZSTOJL,O,O,X,O,X,O,X,X,X,O,X,X
IZSLTJO,O,O,X,X,X,X,O,O,O,X,X,X
IZSLTOJ,O,O,X,O,X,X,O,O,O,O,X,X
IZSLJTO,O,O,X,X,X,X,O,O,O,X,X,X
IZSLJOT,O,O,X,X,X,X,X,O,O,O,X,X
IZSLOTJ,O,O,X,X,X,X,O,O,O,O,X,X
IZSLOJT,O,O,X,O,X,X,X,O,O,O,X,X
IZSJTLO,O,O,X,X,X,X,X,O,O,X,X,X
IZSJTOL,O,O,X,X,X,X,X,X,X,X,O,X
IZSJLTO,O,O,X,X,X,X,X,O,O,X,X,X
IZSJLOT,O,O,X,X,X,X,X,O,O,O,O,O
IZSJOTL,O,O,X,X,X,X,X,X,X,O,O,X
IZSJOLT,O,O,X,X,X,X,X,X,O,O,O,O
IZSOTLJ,O,O,X,O,X,O,X,O,X,O,X,X
IZSOTJL,O,O,X,O,X,O,X,X,X,O,X,X
IZSOLTJ,O,O,X,X,X,X,X,O,O,O,X,X
IZSOLJT,O,O,X,O,X,X,X,O,O,O,X,X
IZSOJTL,O,O,X,O,X,O,X,X,X,O,O,X
IZSOJLT,O,O,X,O,X,X,X,X,O,O,O,X
IZOTLJS,O,X,O,O,O,O,O,X,X,O,X,X
IZOTLSJ,O,X,X,O,O,O,O,X,X,O,X,X
IZOTJLS,X,O,O,O,X,O,O,X,X,O,X,X
IZOTJSL,X,O,O,O,X,O,X,X,X,O,X,X
IZOTSLJ,O,O,X,O,X,O,O,X,X,O,X,X
IZOTSJL,O,O,X,O,X,O,X,X,X,O,X,X
IZOLTJS,O,X,X,O,O,O,O,X,O,O,X,X
IZOLTSJ,O,X,X,O,O,O,O,X,O,O,X,X
IZOLJTS,O,X,X,O,O,O,X,O,O,O,X,X
IZOLJST,O,X,X,O,O,X,X,O,O,O,X,X
IZOLSTJ,O,X,X,X,X,X,O,O,O,O,X,X
IZOLSJT,O,X,X,O,O,X,X,O,O,O,X,X
IZOJTLS,X,X,O,O,X,O,X,X,X,O,X,X
IZOJTSL,X,O,X,O,X,O,X,X,X,O,O,X
IZOJLTS,X,X,O,O,X,O,X,X,O,O,X,X
IZOJLST,X,O,O,O,X,X,X,X,O,O,O,X
IZOJSTL,X,O,X,O,X,O,X,X,X,O,O,X
IZOJSLT,X,O,O,O,X,X,X,X,O,O,O,X
IZOSTLJ,O,O,X,O,X,O,X,O,X,O,X,X
IZOSTJL,O,O,X,O,X,O,X,X,X,O,X,X
IZOSLTJ,O,O,X,X,X,X,X,O,O,O,X,X
IZOSLJT,O,O,X,O,X,X,X,O,O,O,X,X
IZOSJTL,O,O,X,O,X,O,X,X,X,O,O,X
IZOSJLT,O,O,X,O,X,X,X,X,O,O,O,X
IOTLJSZ,O,X,O,X,X,X,X,X,X,X,X,X
IOTLJZS,X,X,O,O,O,X,X,X,X,X,X,X
IOTLSJZ,O,X,O,X,X,X,X,X,X,X,X,X
IOTLSZJ,O,X,X,X,O,X,X,X,X,X,X,X
IOTLZJS,X,X,O,O,O,X,X,X,X,X,X,X
IOTLZSJ,O,X,X,O,O,X,X,X,X,X,X,X
IOTJLSZ,X,O,O,X,X,X,X,X,X,X,X,X
IOTJLZS,X,X,O,O,O,X,X,X,X,X,X,X
IOTJSLZ,X,O,O,X,X,X,X,X,X,X,X,X
IOTJSZL,X,O,O,X,X,O,X,X,X,X,O,X
IOTJZLS,X,X,O,O,X,O,X,X,X,X,X,X
IOTJZSL,X,O,O,O,X,O,X,X,X,X,O,X
IOTSLJZ,O,O,O,X,X,X,X,X,X,X,X,X
IOTSLZJ,O,X,X,X,O,X,X,X,X,X,X,X
IOTSJLZ,O,O,O,X,X,X,X,X,X,X,X,X
IOTSJZL,X,O,O,X,X,O,X,X,X,X,O,X
IOTSZLJ,X,X,X,X,X,O,X,X,X,O,X,X
IOTSZJL,X,X,X,X,X,O,X,X,X,O,X,X
IOTZLJS,X,X,O,O,O,O,X,X,X,O,X,X
IOTZLSJ,X,X,X,O,O,O,X,X,X,O,X,X
IOTZJLS,X,X,O,O,X,O,X,X,X,O,X,X
IOTZJSL,X,X,O,O,X,O,X,X,X,O,X,X
IOTZSLJ,X,X,X,O,X,O,X,X,X,O,X,X
IOTZSJL,X,X,X,O,X,O,X,X,X,O,X,X
IOLTJSZ,O,X,O,X,X,X,X,X,X,X,X,X
IOLTJZS,X,X,O,X,O,X,X,X,X,X,X,X
IOLTSJZ,O,X,O,X,X,X,X,X,X,X,X,X
IOLTSZJ,O,X,X,X,O,X,X,X,O,X,X,X
IOLTZJS,X,X,O,X,O,X,X,X,O,X,X,X
IOLTZSJ,O,X,X,X,O,X,X,X,O,X,X,X
IOLJTSZ,O,X,X,X,X,X,X,O,X,X,X,X
IOLJTZS,X,X,X,X,O,X,X,X,X,X,X,X
IOLJSTZ,O,X,X,X,X,X,X,O,X,X,X,X
IOLJSZT,O,X,X,X,X,X,X,O,O,X,O,X
IOLJZTS,X,X,O,O,O,X,X,X,O,X,X,X
IOLJZST,X,X,O,O,O,X,X,O,O,X,O,X
IOLSTJZ,O,X,X,X,X,X,X,O,X,X,X,X
IOLSTZJ,O,X,X,X,O,X,X,X,O,X,X,X
IOLSJTZ,O,X,X,X,X,X,X,O,X,X,X,X
IOLSJZT,O,X,X,X,X,X,X,O,O,X,O,X
IOLSZTJ,X,X,X,X,X,X,X,X,O,O,X,X
IOLSZJT,O,X,X,X,O,X,X,X,O,O,X,X
IOLZTJS,X,X,X,O,O,X,X,X,O,O,X,X
IOLZTSJ,O,X,X,X,O,X,X,X,O,O,X,X
IOLZJTS,X,X,X,O,O,X,X,X,O,O,X,X
IOLZJST,X,X,X,O,O,X,X,X,O,O,X,X
IOLZSTJ,X,X,X,X,X,X,X,X,O,O,X,X
IOLZSJT,O,X,X,O,O,X,X,X,O,O,X,X
IOJTLSZ,X,X,O,X,X,X,X,X,X,X,X,O
IOJTLZS,X,X,O,O,O,X,X,X,X,X,X,X
IOJTSLZ,X,O,O,X,X,X,X,X,X,X,X,O
IOJTSZL,X,X,O,X,X,O,X,X,X,X,O,X
IOJTZLS,X,X,O,O,X,O,X,X,X,X,X,X
IOJTZSL,X,X,O,O,X,O,X,X,X,X,O,X
IOJLTSZ,X,X,X,X,X,X,X,X,X,X,X,O
IOJLTZS,X,X,X,X,O,X,X,X,X,X,X,X
IOJLSTZ,X,O,X,X,X,X,X,X,X,X,X,O
IOJLSZT,X,O,X,X,X,X,X,X,X,X,O,O
IOJLZTS,X,X,O,O,O,X,X,X,X,X,X,X
IOJLZST,X,X,O,O,O,X,X,X,X,X,O,O
IOJSTLZ,X,O,X,X,X,X,X,X,X,X,X,O
IOJSTZL,X,X,X,X,X,X,X,X,X,X,O,X
IOJSLTZ,X,O,X,X,X,X,X,X,X,X,X,O
IOJSLZT,X,O,X,X,X,X,X,X,X,X,O,O
IOJSZTL,X,X,X,X,X,X,X,X,X,O,O,X
IOJSZLT,X,O,O,X,X,X,X,X,O,O,O,O
IOJZTLS,X,X,O,O,X,O,X,X,X,O,X,X
IOJZTSL,X,X,O,O,X,O,X,X,X,O,O,X
IOJZLTS,X,X,O,O,X,O,X,X,O,O,X,X
IOJZLST,X,X,O,O,X,X,X,X,O,O,O,O
IOJZSTL,X,X,X,O,X,O,X,X,X,O,O,X
IOJZSLT,X,O,O,O,X,X,X,X,O,O,O,O
IOSTLJZ,O,O,O,X,X,X,X,O,X,X,X,X
IOSTLZJ,O,X,X,X,O,X,X,X,X,X,X,X
IOSTJLZ,O,O,O,X,X,X,X,X,X,X,X,X
IOSTJZL,X,O,O,X,X,X,X,X,X,X,O,X
IOSTZLJ,X,X,X,X,X,X,X,X,X,O,X,X
IOSTZJL,X,X,X,X,X,X,X,X,X,O,X,X
IOSLTJZ,O,O,X,X,X,X,X,O,X,X,X,X
IOSLTZJ,X,X,X,X,O,X,X,X,O,X,X,X
IOSLJTZ,O,O,X,X,X,X,X,O,X,X,X,X
IOSLJZT,O,O,X,X,X,X,X,O,O,X,O,X
IOSLZTJ,X,X,X,X,X,X,X,X,O,O,X,X
IOSLZJT,O,X,X,X,O,X,X,X,O,O,X,X
IOSJTLZ,O,O,X,X,X,X,X,X,X,X,X,O
IOSJTZL,X,X,X,X,X,X,X,X,X,X,O,X
IOSJLTZ,O,O,X,X,X,X,X,X,X,X,X,O
IOSJLZT,O,O,X,X,X,X,X,X,X,X,O,O
IOSJZTL,X,X,X,X,X,X,X,X,X,O,O,X
IOSJZLT,X,O,O,X,X,X,X,X,O,O,O,O
IOSZTLJ,X,X,X,X,X,X,X,X,X,O,X,X
IOSZTJL,X,X,X,X,X,X,X,X,X,O,X,X
IOSZLTJ,X,X,X,X,X,X,X,X,O,O,X,X
IOSZLJT,X,X,X,X,X,X,X,X,O,O,X,X
IOSZJTL,X,X,X,X,X,X,X,X,X,O,O,X
IOSZJLT,X,X,X,X,X,X,X,X,O,O,O,X
IOZTLJS,X,X,O,O,O,O,X,X,X,O,X,X
IOZTLSJ,X,X,X,O,O,O,X,X,X,O,X,X
IOZTJLS,X,X,O,O,X,O,X,X,X,O,X,X
IOZTJSL,X,X,O,O,X,O,X,X,X,O,X,X
IOZTSLJ,X,X,X,O,X,O,X,X,X,O,X,X
IOZTSJL,X,X,X,O,X,O,X,X,X,O,X,X
IOZLTJS,X,X,X,O,O,O,X,X,O,O,X,X
IOZLTSJ,X,X,X,O,O,O,X,X,O,O,X,X
IOZLJTS,X,X,X,O,O,O,X,X,O,O,X,X
IOZLJST,X,X,X,O,O,X,X,X,O,O,X,X
IOZLSTJ,X,X,X,X,X,X,X,X,O,O,X,X
IOZLSJT,X,X,X,O,O,X,X,X,O,O,X,X
IOZJTLS,X,X,O,O,X,O,X,X,X,O,X,X
IOZJTSL,X,X,X,O,X,O,X,X,X,O,O,X
IOZJLTS,X,X,O,O,X,O,X,X,O,O,X,X
IOZJLST,X,X,O,O,X,X,X,X,O,O,O,X
IOZJSTL,X,X,X,O,X,O,X,X,X,O,O,X
IOZJSLT,X,X,O,O,X,X,X,X,O,O,O,X
IOZSTLJ,X,X,X,O,X,O,X,X,X,O,X,X
IOZSTJL,X,X,X,O,X,O,X,X,X,O,X,X
IOZSLTJ,X,X,X,X,X,X,X,X,O,O,X,X
IOZSLJT,X,X,X,O,X,X,X,X,O,O,X,X
IOZSJTL,X,X,X,O,X,O,X,X,X,O,O,X
IOZSJLT,X,X,X,O,X,X,X,X,O,O,O,X
LTIJSZO,O,O,O,X,X,X,X,O,X,X,X,X
LTIJSOZ,O,O,O,X,X,X,X,O,X,X,X,X
LTIJZSO,X,X,O,X,O,X,X,X,X,X,X,X
LTIJZOS,X,X,O,X,O,X,X,X,X,X,X,X
LTIJOSZ,O,O,O,X,X,X,X,O,X,X,X,X
LTIJOZS,X,X,O,X,O,X,X,X,X,X,X,X
LTISJZO,O,O,O,X,X,X,X,O,X,X,X,X
LTISJOZ,O,O,O,X,X,X,X,O,X,X,X,X
LTISZJO,O,O,X,X,O,X,O,O,X,X,X,X
LTISZOJ,O,X,X,X,O,X,O,X,X,X,X,X
LTISOJZ,O,O,O,X,X,X,X,O,X,X,X,X
LTISOZJ,O,X,X,X,O,X,O,X,X,X,X,X
LTIZJSO,O,X,O,X,O,X,O,X,X,X,X,X
LTIZJOS,O,X,O,O,O,X,O,X,X,X,X,X
LTIZSJO,O,X,X,X,O,X,O,X,X,X,X,X
LTIZSOJ,O,X,X,O,O,X,O,X,X,X,X,X
LTIZOJS,O,X,O,O,O,X,O,X,X,X,X,X
LTIZOSJ,O,X,X,O,O,X,O,X,X,X,X,X
LTIOJSZ,O,X,O,X,X,X,X,X,X,X,X,X
LTIOJZS,X,X,O,O,O,X,X,X,X,X,X,X
LTIOSJZ,O,X,O,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,X,X,X,O,X,O,X,X,X,X,X
LTIOZJS,O,X,O,O,O,X,O,X,X,X,X,X
LTIOZSJ,O,X,X,O,O,X,O,X,X,X,X,X
LTJISZO,O,O,O,X,X,X,X,O,X,X,X,X
LTJISOZ,O,O,O,X,X,X,X,O,X,X,X,X
LTJIZSO,X,X,O,X,O,X,X,X,X,X,X,X
LTJIZOS,X,X,O,X,O,X,X,X,X,X,X,X
LTJIOSZ,O,O,O,X,X,X,X,O,X,X,X,X
LTJIOZS,X,X,O,X,O,X,X,X,X,X,X,X
LTJSIZO,O,O,O,X,X,X,X,O,X,X,X,X
LTJSIOZ,O,O,O,X,X,X,X,O,X,X,X,X
LTJSZIO,O,O,O,X,X,X,O,O,X,X,X,X
LTJSZOI,O,O,O,X,X,X,O,O,X,X,X,X
LTJSOIZ,O,O,O,X,X,X,X,O,X,X,X,X
LTJSOZI,O,O,O,X,X,X,O,O,X,X,X,X
LTJZISO,O,O,O,X,O,X,O,O,X,X,X,X
LTJZIOS,O,O,O,O,O,X,O,O,X,X,X,X
LTJZSIO,O,O,O,X,O,X,O,O,X,X,X,X
LTJZSOI,O,O,O,X,O,X,O,O,X,X,X,X
LTJZOIS,O,O,O,O,O,X,O,O,X,X,X,X
LTJZOSI,O,O,O,O,O,X,O,O,X,X,X,X
LTJOISZ,O,O,O,X,X,X,X,O,X,X,X,X
LTJOIZS,X,X,O,O,O,X,X,X,X,X,X,X
LTJOSIZ,O,O,O,X,X,X,X,O,X,X,X,X
LTJOSZI,O,O,O,O,X,X,O,O,X,X,X,X
LTJOZIS,O,O,O,O,O,X,O,O,X,X,X,X
LTJOZSI,O,O,O,O,O,X,O,O,X,X,X,X
LTSIJZO,O,O,O,X,X,X,X,O,X,X,X,X
LTSIJOZ,O,O,O,X,X,X,X,O,X,X,X,X
LTSIZJO,O,O,X,X,O,X,O,O,X,X,X,X
LTSIZOJ,O,O,X,X,O,X,O,O,X,X,X,X
LTSIOJZ,O,O,O,X,X,X,X,O,X,X,X,X
LTSIOZJ,O,X,X,X,O,X,O,X,X,X,X,X
LTSJIZO,O,O,O,X,X,X,X,O,X,X,X,X
LTSJIOZ,O,O,O,X,X,X,X,O,X,X,X,X
LTSJZIO,O,O,O,X,X,X,O,O,X,X,X,X
LTSJZOI,O,O,O,X,X,X,O,O,X,X,X,X
LTSJOIZ,O,O,O,X,X,X,X,O,X,X,X,X
LTSJOZI,O,O,O,X,X,X,O,O,X,X,X,X
LTSZIJO,O,O,X,X,O,X,O,O,X,X,X,X
LTSZIOJ,O,O,X,O,O,O,O,O,X,X,X,X
LTSZJIO,O,O,X,X,O,X,O,O,X,X,X,X
LTSZJOI,O,O,X,X,O,X,O,O,X,X,X,X
LTSZOIJ,O,O,X,O,O,O,O,O,X,X,X,X
LTSZOJI,O,O,X,O,O,O,O,O,X,X,X,X
LTSOIJZ,O,O,O,X,X,X,X,O,X,X,X,X
LTSOIZJ,O,X,X,X,O,X,O,X,X,X,X,X
LTSOJIZ,O,O,O,X,X,X,X,O,X,X,X,X
LTSOJZI,O,O,O,O,X,O,O,O,X,X,X,X
LTSOZIJ,O,O,X,O,O,O,O,O,X,X,X,X
LTSOZJI,O,O,X,O,O,O,O,O,X,X,X,X
LTZIJSO,O,O,O,X,O,X,O,O,X,X,X,X
LTZIJOS,O,O,O,O,O,X,O,O,X,X,X,X
LTZISJO,O,O,X,X,O,X,O,O,X,X,X,X
LTZISOJ,O,O,X,O,O,O,O,O,X,X,X,X
LTZIOJS,O,X,O,O,O,O,O,X,X,X,X,X
LTZIOSJ,O,X,X,O,O,O,O,X,X,X,X,X
LTZJISO,O,O,O,X,O,X,O,O,X,X,X,X
LTZJIOS,O,O,O,O,O,X,O,O,X,X,X,X
LTZJSIO,O,O,O,X,O,X,O,O,X,X,X,X
LTZJSOI,O,O,O,X,O,X,O,O,X,X,X,X
LTZJOIS,O,O,O,O,O,X,O,O,X,X,X,X
LTZJOSI,O,O,O,O,O,X,O,O,X,X,X,X
LTZSIJO,O,O,X,X,O,X,O,O,X,X,X,X
LTZSIOJ,O,O,X,O,O,O,O,O,X,X,X,X
LTZSJIO,O,O,X,X,O,X,O,O,X,X,X,X
LTZSJOI,O,O,X,X,O,X,O,O,X,X,X,X
LTZSOIJ,O,O,X,O,O,O,O,O,X,X,X,X
LTZSOJI,O,O,X,O,O,O,O,O,X,X,X,X
LTZOIJS,O,X,O,O,O,O,O,X,X,X,X,X
LTZOISJ,O,X,X,O,O,O,O,X,X,X,X,X
LTZOJIS,O,X,O,O,O,O,O,X,X,X,X,X
LTZOJSI,O,X,O,O,O,O,O,X,X,X,X,X
LTZOSIJ,O,X,X,O,O,O,O,X,X,X,X,X
LTZOSJI,O,X,X,O,O,O,O,X,X,X,X,X
LTOIJSZ,O,X,O,X,X,X,X,X,X,X,X,X
LTOIJZS,X,X,O,O,O,X,X,X,X,X,X,X
LTOISJZ,O,X,O,X,X,X,X,X,X,X,X,X
LTOISZJ,O,X,X,X,O,X,O,X,X,X,X,X
LTOIZJS,O,X,O,O,O,X,O,X,X,X,X,X
LTOIZSJ,O,X,X,O,O,X,O,X,X,X,X,X
LTOJISZ,O,X,O,X,X,X,X,X,X,X,X,X
LTOJIZS,X,X,O,O,O,X,X,X,X,X,X,X
LTOJSIZ,O,X,O,X,X,X,X,X,X,X,X,X
LTOJSZI,O,X,O,O,X,O,O,X,X,X,X,X
LTOJZIS,O,X,O,O,O,O,O,X,X,X,X,X
LTOJZSI,O,X,O,O,O,O,O,X,X,X,X,X
LTOSIJZ,O,X,O,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,X,X,O,X,O,X,X,X,X,X
LTOSJIZ,O,X,O,X,X,X,X,X,X,X,X,X
LTOSJZI,O,X,O,O,X,O,O,X,X,X,X,X
LTOSZIJ,O,X,X,O,O,O,O,X,X,X,X,X
LTOSZJI,O,X,X,O,O,O,O,X,X,X,X,X
LTOZIJS,O,X,O,O,O,O,O,X,X,X,X,X
LTOZISJ,O,X,X,O,O,O,O,X,X,X,X,X
LTOZJIS,O,X,O,O,O,O,O,X,X,X,X,X
LTOZJSI,O,X,O,O,O,O,O,X,X,X,X,X
LTOZSIJ,O,X,X,O,O,O,O,X,X,X,X,X
LTOZSJI,O,X,X,O,O,O,O,X,X,X,X,X
LITJSZO,O,O,O,X,X,X,X,O,X,X,X,X
LITJSOZ,O,O,O,X,X,X,X,O,X,X,X,X
LITJZSO,X,X,O,X,O,X,X,X,X,X,X,X
LITJZOS,X,X,O,X,O,X,X,X,X,X,X,X
LITJOSZ,O,O,O,X,X,X,X,O,X,X,X,X
LITJOZS,X,X,O,X,O,X,X,X,X,X,X,X
LITSJZO,O,O,O,X,X,X,X,O,X,X,X,X
LITSJOZ,O,O,O,X,X,X,X,O,X,X,X,X
LITSZJO,O,O,X,X,O,X,O,O,O,X,X,X
LITSZOJ,O,X,X,X,O,X,O,X,O,O,X,X
LITSOJZ,O,O,O,X,X,X,X,O,X,X,X,X
LITSOZJ,O,X,X,X,O,X,O,X,O,X,X,X
LITZJSO,O,X,O,X,O,X,O,X,O,X,X,X
LITZJOS,O,X,O,O,O,X,O,X,O,X,X,X
LITZSJO,O,X,X,X,O,X,O,X,O,X,X,X
LITZSOJ,O,X,X,O,O,X,O,X,O,O,X,X
LITZOJS,O,X,O,O,O,X,O,X,O,O,X,X
LITZOSJ,O,X,X,O,O,X,O,X,O,O,X,X
LITOJSZ,O,X,O,X,X,X,X,X,X,X,X,X
LITOJZS,X,X,O,O,O,X,X,X,X,X,X,X
LITOSJZ,O,X,O,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,X,X,O,X,O,X,O,X,X,X
LITOZJS,O,X,O,O,O,X,O,X,O,X,X,X
LITOZSJ,O,X,X,O,O,X,O,X,O,X,X,X
LIJTSZO,O,X,X,X,X,X,X,O,X,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,O,X,X,X,O
LIJTZSO,X,X,X,X,O,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,O,X,X,X,O
LIJTOZS,X,X,X,X,O,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,X,X,O,X,X,X,X
LIJSTOZ,O,O,X,X,X,X,X,O,X,X,X,O
LIJSZTO,X,X,X,X,X,X,X,O,O,X,X,X
LIJSZOT,O,O,X,X,X,X,X,O,O,O,O,O
LIJSOTZ,O,O,X,X,X,X,X,O,X,X,X,O
LIJSOZT,O,O,X,X,X,X,X,O,O,X,O,O
LIJZTSO,X,X,X,X,X,X,X,O,O,X,X,X
LIJZTOS,X,X,O,X,O,X,X,O,O,X,X,X
LIJZSTO,X,X,X,X,X,X,X,O,O,X,X,X
LIJZSOT,X,X,O,X,O,X,X,O,O,O,O,O
LIJZOTS,X,X,O,X,O,X,X,O,O,O,X,X
LIJZOST,X,X,O,X,O,X,X,O,O,O,O,O
LIJOTSZ,O,X,X,X,X,X,X,O,X,X,X,O
LIJOTZS,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,O,O,X,X,X,X,X,O,X,X,X,O
LIJOSZT,O,O,X,X,X,X,X,O,O,X,O,O
LIJOZTS,X,X,O,X,O,X,X,O,O,X,X,X
LIJOZST,X,X,O,X,O,X,X,O,O,X,O,O
LISTJZO,O,O,X,X,X,X,X,O,X,X,X,X
LISTJOZ,O,O,X,X,X,X,X,O,X,X,X,X
LISTZJO,O,O,X,X,O,X,O,O,O,X,X,X
LISTZOJ,O,X,X,X,O,X,O,O,O,O,X,X
LISTOJZ,O,O,X,X,X,X,X,O,X,X,X,X
LISTOZJ,O,X,X,X,O,X,O,X,O,X,X,X
LISJTZO,O,O,X,X,X,X,X,O,X,X,X,X
LISJTOZ,O,O,X,X,X,X,X,O,X,X,X,O
LISJZTO,O,X,X,X,X,X,X,O,O,X,X,X
LISJZOT,O,O,X,X,X,X,X,O,O,O,O,O
LISJOTZ,O,O,X,X,X,X,X,O,X,X,X,O
LISJOZT,O,O,X,X,X,X,X,O,O,X,O,O
LISZTJO,O,O,X,X,X,X,O,O,O,X,X,X
LISZTOJ,O,X,X,X,X,X,O,O,O,O,X,X
LISZJTO,O,X,X,X,X,X,O,O,O,X,X,X
LISZJOT,O,O,X,X,O,X,X,O,O,O,X,X
LISZOTJ,O,X,X,X,X,X,O,O,O,O,X,X
LISZOJT,O,X,X,X,O,X,X,O,O,O,X,X
LISOTJZ,O,O,X,X,X,X,X,O,X,X,X,X
LISOTZJ,O,X,X,X,O,X,X,X,O,X,X,X
LISOJTZ,O,O,X,X,X,X,X,O,X,X,X,X
