sequence,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxcBTeB?FhB0iBqrB/sB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFXcBidB?cjB1mB5nBzrB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFXcBxdB?UiBFjB6rBTsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeT+IvhFxgB0iB?igBlmBXsBGsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?FiB0mBusBXsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?0mBlnBGsBXsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxdBUhB?FiBXjB6rBTsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?lmB3nB8rB+sB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFldBcjB?igB3hBTnBWxB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFTeBFhB?RnB6sBXnB0rB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxcBTeB?FhB8mB3nBSxB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Je5BJvhFcjBmgB?TiBigBXsBlsB
IZTSOLJ,X,O,X,O,X,X,X,X,O,X,X,X
IZTSOJL,X,O,X,X,X,X,O,X,X,X,X,X
IZTOLJS,X,O,X,O,X,O,X,X,X,X,X,X
IZTOLSJ,X,O,X,O,X,O,X,X,X,X,X,X
IZTOJLS,O,O,X,O,X,X,X,X,X,O,X,X
IZTOJSL,O,O,X,X,X,X,X,X,X,X,X,X
IZTOSLJ,X,O,X,O,X,X,X,X,X,X,X,X
IZTOSJL,X,O,X,O,X,X,X,X,X,X,X,X
IZLTJSO,X,O,X,X,O,O,X,X,O,X,X,X
IZLTJOS,O,O,X,X,O,O,X,X,O,X,X,X
IZLTSJO,X,O,X,X,X,O,X,X,O,X,X,X
IZLTSOJ,X,O,X,X,X,O,X,X,O,X,X,X
IZLTOJS,O,O,X,X,X,O,X,X,O,X,X,X
IZLTOSJ,X,O,X,X,X,O,X,X,O,X,X,X
IZLJTSO,X,O,X,X,O,O,X,X,O,X,X,X
IZLJTOS,O,O,X,X,O,O,X,X,O,X,X,X
IZLJSTO,X,O,X,X,O,X,X,X,O,X,X,X
IZLJSOT,X,X,X,X,O,X,X,X,O,X,X,X
IZLJOTS,O,O,X,X,O,O,X,X,O,X,X,X
IZLJOST,O,X,X,X,O,X,X,X,O,X,X,X
IZLSTJO,X,O,X,X,X,O,X,X,O,X,X,X
IZLSTOJ,X,O,X,X,X,O,X,X,O,X,X,X
IZLSJTO,X,O,X,X,O,X,X,X,O,X,X,X
IZLSJOT,X,X,X,X,O,X,X,X,O,X,X,X
IZLSOTJ,X,X,X,X,X,O,X,X,O,X,X,X
IZLSOJT,X,X,X,X,X,X,X,X,O,X,X,X
IZLOTJS,O,O,X,O,X,O,X,X,O,X,X,X
IZLOTSJ,X,O,X,O,X,O,X,X,O,X,X,X
IZLOJTS,O,O,X,O,O,O,X,X,O,X,X,X
IZLOJST,O,X,X,O,O,X,X,X,O,X,X,X
IZLOSTJ,X,X,X,O,X,O,X,X,O,X,X,X
IZLOSJT,X,X,X,O,X,X,X,X,O,X,X,X
IZJTLSO,X,O,X,X,O,X,X,X,O,X,X,X
IZJTLOS,X,O,X,X,O,X,X,X,O,O,X,X
IZJTSLO,X,O,X,X,X,X,O,X,O,X,X,X
IZJTSOL,X,O,X,X,X,X,O,X,O,X,X,X
IZJTOLS,O,O,X,X,O,X,X,X,X,O,X,X
IZJTOSL,O,O,X,X,X,X,X,X,X,X,X,X
IZJLTSO,X,O,X,X,O,X,X,X,O,X,X,X
IZJLTOS,O,O,X,X,O,X,X,X,O,X,X,X
IZJLSTO,X,O,X,X,O,X,X,X,O,X,X,X
IZJLSOT,X,X,X,X,O,X,X,X,O,X,X,X
IZJLOTS,O,O,X,X,O,X,X,X,O,X,X,X
IZJLOST,O,X,X,X,O,X,X,X,O,X,X,X
IZJSTLO,X,O,X,X,X,X,O,X,O,X,X,X
IZJSTOL,O,O,X,X,X,X,O,X,O,X,X,O
IZJSLTO,O,O,X,X,X,X,X,X,O,X,X,X
IZJSLOT,O,X,X,X,X,X,X,X,O,X,X,O
IZJSOTL,O,O,X,X,X,X,X,X,O,X,X,O
IZJSOLT,O,X,X,X,X,X,X,X,X,X,X,O
IZJOTLS,O,O,X,O,O,X,X,X,O,O,X,X
IZJOTSL,O,O,X,X,X,X,O,X,O,X,X,X
IZJOLTS,O,O,X,O,O,X,X,X,O,X,X,X
IZJOLST,O,X,X,O,O,X,X,X,O,X,X,X
IZJOSTL,O,O,X,O,X,X,O,X,O,X,X,X
IZJOSLT,O,X,X,O,X,X,X,X,O,X,X,X
IZSTLJO,X,O,X,X,X,X,O,X,O,X,X,X
IZSTLOJ,X,O,X,O,X,X,X,X,O,X,X,X
IZSTJLO,X,O,X,X,X,X,O,X,O,X,X,X
IZSTJOL,O,O,X,O,X,X,O,X,O,X,X,O
IZSTOLJ,X,O,X,O,X,X,X,X,O,X,X,X
IZSTOJL,O,O,X,O,X,X,O,X,X,X,X,O
IZSLTJO,O,O,X,X,X,X,X,X,O,X,X,X
IZSLTOJ,O,O,X,X,X,X,X,X,O,X,X,X
IZSLJTO,O,O,X,X,X,X,X,X,O,X,X,X
IZSLJOT,O,X,X,X,X,X,X,X,O,X,X,O
IZSLOTJ,O,X,X,O,X,X,X,X,O,X,X,X
IZSLOJT,O,X,X,O,X,X,X,X,O,X,X,O
IZSJTLO,X,O,X,X,X,X,O,X,O,X,X,X
IZSJTOL,O,O,X,X,X,X,O,X,O,X,X,O
IZSJLTO,O,O,X,X,X,X,X,X,O,X,X,X
IZSJLOT,O,X,X,X,X,X,X,X,O,X,X,O
IZSJOTL,O,O,X,O,X,X,X,X,O,X,X,O
IZSJOLT,O,X,X,O,X,X,X,X,X,X,X,O
IZSOTLJ,X,O,X,O,X,X,X,X,O,X,X,X
IZSOTJL,O,O,X,O,X,X,X,X,X,X,X,O
IZSOLTJ,O,X,X,O,X,X,X,X,X,X,X,X
IZSOLJT,O,X,X,O,X,X,X,X,X,X,X,O
IZSOJTL,O,O,X,O,X,X,X,X,O,X,X,O
IZSOJLT,O,X,X,O,X,X,X,X,X,X,X,O
IZOTLJS,X,O,X,O,X,O,X,X,X,X,X,X
IZOTLSJ,X,O,X,O,X,O,X,X,X,X,X,X
IZOTJLS,O,O,X,O,X,X,X,X,X,O,X,X
IZOTJSL,O,O,X,X,X,X,O,X,X,X,X,X
IZOTSLJ,X,O,X,O,X,X,O,X,X,X,X,X
IZOTSJL,X,O,X,O,X,X,O,X,X,X,X,X
IZOLTJS,O,O,X,O,X,O,X,X,X,X,X,X
IZOLTSJ,X,O,X,O,X,O,X,X,X,X,X,X
IZOLJTS,O,O,X,O,X,O,X,X,X,X,X,X
IZOLJST,O,X,X,O,X,X,X,X,X,X,X,X
IZOLSTJ,X,X,X,O,X,O,X,X,X,X,X,X
IZOLSJT,X,X,X,O,X,X,X,X,X,X,X,X
IZOJTLS,O,O,X,O,X,X,X,X,X,O,X,X
IZOJTSL,O,O,X,X,X,X,O,X,X,X,X,X
IZOJLTS,O,O,X,O,X,X,X,X,X,X,X,X
IZOJLST,O,X,X,O,X,X,X,X,X,X,X,X
IZOJSTL,O,O,X,O,X,X,O,X,X,X,X,X
IZOJSLT,O,X,X,O,X,X,X,X,X,X,X,X
IZOSTLJ,X,O,X,O,X,X,O,X,X,X,X,X
IZOSTJL,O,O,X,O,X,X,O,X,X,X,X,X
IZOSLTJ,O,X,X,O,X,X,X,X,X,X,X,X
IZOSLJT,O,X,X,O,X,X,X,X,X,X,X,X
IZOSJTL,O,O,X,O,X,X,O,X,X,X,X,X
IZOSJLT,O,X,X,O,X,X,X,X,X,X,X,X
IOTLJSZ,O,O,O,X,X,X,X,X,X,O,X,X
IOTLJZS,O,O,O,X,X,X,X,X,X,O,X,X
IOTLSJZ,O,O,O,X,X,X,X,O,X,X,X,X
IOTLSZJ,O,O,O,X,X,X,X,X,X,X,X,X
IOTLZJS,O,O,O,O,X,O,X,X,X,X,X,X
IOTLZSJ,X,O,O,O,X,O,X,X,X,X,X,X
IOTJLSZ,O,O,O,X,X,X,X,X,X,O,X,X
IOTJLZS,O,O,O,X,X,X,X,X,X,O,X,X
IOTJSLZ,O,O,O,X,X,X,O,X,X,O,X,X
IOTJSZL,X,O,O,X,X,X,O,X,X,X,X,X
IOTJZLS,O,O,O,O,X,X,X,X,X,O,X,X
IOTJZSL,X,O,O,X,X,X,O,X,X,X,X,X
IOTSLJZ,X,O,O,X,X,X,O,O,X,X,X,X
IOTSLZJ,X,O,O,X,X,X,O,X,X,X,X,X
IOTSJLZ,O,O,O,X,X,X,O,X,X,O,X,X
IOTSJZL,X,O,O,X,X,X,O,X,X,X,X,X
IOTSZLJ,X,O,O,O,X,X,O,X,X,X,X,X
IOTSZJL,X,O,O,O,X,X,O,X,X,X,X,X
IOTZLJS,X,O,O,O,X,O,X,X,X,X,X,X
IOTZLSJ,X,O,O,O,X,O,X,X,X,X,X,X
IOTZJLS,O,O,O,O,X,X,X,X,X,O,X,X
IOTZJSL,X,O,O,X,X,X,O,X,X,X,X,X
IOTZSLJ,X,O,O,O,X,X,O,X,X,X,X,X
IOTZSJL,X,O,O,O,X,X,O,X,X,X,X,X
IOLTJSZ,O,O,O,X,X,X,X,X,X,O,X,X
IOLTJZS,O,O,O,X,O,X,X,X,X,O,X,X
IOLTSJZ,O,O,O,X,X,X,X,O,X,X,X,X
IOLTSZJ,O,O,O,X,X,X,X,X,X,X,X,X
IOLTZJS,O,O,O,O,X,O,X,X,X,X,X,X
IOLTZSJ,X,O,O,O,X,O,X,X,X,X,X,X
IOLJTSZ,O,O,O,X,X,X,X,X,X,O,X,X
IOLJTZS,O,O,O,X,O,X,X,X,X,O,X,X
IOLJSTZ,O,X,O,X,X,X,X,X,X,X,X,X
IOLJSZT,X,X,O,X,O,X,X,X,X,X,X,X
IOLJZTS,O,O,O,X,O,O,X,X,X,X,X,X
IOLJZST,X,X,O,X,O,X,X,X,X,X,X,X
IOLSTJZ,O,X,O,X,X,X,X,O,X,X,X,X
IOLSTZJ,O,X,O,X,X,X,X,X,X,X,X,X
IOLSJTZ,O,X,O,X,X,X,X,X,X,X,X,X
IOLSJZT,X,X,O,X,O,X,X,X,X,X,X,X
IOLSZTJ,X,X,O,O,X,O,X,X,X,X,X,X
IOLSZJT,X,X,O,O,X,X,X,X,X,X,X,X
IOLZTJS,O,O,O,O,X,O,X,X,X,X,X,X
IOLZTSJ,X,O,O,O,X,O,X,X,X,X,X,X
IOLZJTS,O,O,O,O,O,O,X,X,X,X,X,X
IOLZJST,X,X,O,O,O,X,X,X,X,X,X,X
IOLZSTJ,X,X,O,O,X,O,X,X,X,X,X,X
IOLZSJT,X,X,O,O,X,X,X,X,X,X,X,X
IOJTLSZ,O,O,O,X,X,X,X,X,X,O,X,X
IOJTLZS,O,O,O,X,O,X,X,X,X,O,X,X
IOJTSLZ,O,O,O,X,X,X,O,X,X,O,X,X
IOJTSZL,X,O,O,X,X,X,O,X,X,X,X,X
IOJTZLS,O,O,O,O,X,X,X,X,X,O,X,X
IOJTZSL,X,O,O,X,X,X,O,X,X,X,X,X
IOJLTSZ,O,O,O,X,X,X,X,X,X,O,X,X
IOJLTZS,O,O,O,X,O,X,X,X,X,O,X,X
IOJLSTZ,O,X,O,X,X,X,X,X,X,X,X,X
IOJLSZT,X,X,O,X,O,X,X,X,X,X,X,X
IOJLZTS,O,O,O,X,O,X,X,X,X,X,X,X
IOJLZST,X,X,O,X,O,X,X,X,X,X,X,X
IOJSTLZ,X,O,O,X,X,X,O,X,X,O,X,X
IOJSTZL,X,O,O,X,X,X,O,X,X,X,X,X
IOJSLTZ,O,X,X,X,X,X,O,X,X,X,X,X
IOJSLZT,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,X,O,O,O,X,X,O,X,X,X,O,X
IOJSZLT,X,X,O,O,X,X,X,X,X,X,O,X
IOJZTLS,O,O,O,O,O,X,X,X,X,O,X,X
IOJZTSL,O,O,O,X,X,X,O,X,X,X,X,X
IOJZLTS,O,O,X,O,O,X,X,X,X,X,X,X
IOJZLST,O,X,O,O,O,X,X,X,X,X,X,X
IOJZSTL,O,O,O,O,X,X,O,X,X,X,X,X
IOJZSLT,O,X,O,O,X,X,X,X,X,X,X,X
IOSTLJZ,X,O,O,X,X,X,O,O,X,X,X,X
IOSTLZJ,X,O,X,X,X,X,O,X,X,X,X,X
IOSTJLZ,X,O,O,X,X,X,O,X,X,O,X,X
IOSTJZL,X,O,O,X,X,X,O,X,X,X,X,X
IOSTZLJ,X,O,O,O,X,X,O,X,X,X,X,X
IOSTZJL,X,O,O,O,X,X,O,X,X,X,X,X
IOSLTJZ,O,X,X,X,X,X,O,O,X,X,X,X
IOSLTZJ,O,X,X,X,X,X,O,X,X,X,X,X
IOSLJTZ,O,X,X,X,X,X,O,X,X,X,X,X
IOSLJZT,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,X,X,X,O,X,X,X,X,X,X,X,X
IOSLZJT,X,X,X,O,X,X,X,X,X,X,X,X
IOSJTLZ,X,O,O,X,X,X,O,X,X,O,X,X
IOSJTZL,X,O,O,X,X,X,O,X,X,X,X,X
IOSJLTZ,O,X,X,X,X,X,O,X,X,X,X,X
IOSJLZT,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,X,O,O,O,X,X,O,X,X,X,O,X
IOSJZLT,X,X,O,O,X,X,X,X,X,X,O,X
IOSZTLJ,X,O,O,O,X,X,O,X,X,X,O,X
IOSZTJL,X,O,O,O,X,X,O,X,X,X,O,X
IOSZLTJ,X,X,X,O,X,X,X,X,X,X,O,X
IOSZLJT,X,X,O,O,X,X,X,X,X,X,O,X
IOSZJTL,X,O,O,O,X,X,O,X,X,X,O,X
IOSZJLT,X,X,O,O,X,X,X,X,X,X,O,X
IOZTLJS,X,O,O,O,X,O,X,X,X,X,X,X
IOZTLSJ,X,O,O,O,X,O,X,X,X,X,X,X
IOZTJLS,O,O,O,O,X,X,X,X,X,O,X,X
IOZTJSL,O,O,O,X,X,X,O,X,X,X,X,X
IOZTSLJ,X,O,O,O,X,X,O,X,X,X,X,X
IOZTSJL,X,O,O,O,X,X,O,X,X,X,X,X
IOZLTJS,O,O,X,O,X,O,X,X,X,X,X,X
IOZLTSJ,X,O,X,O,X,O,X,X,X,X,X,X
IOZLJTS,O,O,X,O,X,O,X,X,X,X,X,X
IOZLJST,O,X,O,O,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,X,O,X,O,X,X,X,X,X,X
IOZLSJT,X,X,O,O,X,X,X,X,X,X,X,X
IOZJTLS,O,O,O,O,X,X,X,X,X,O,X,X
IOZJTSL,O,O,O,X,X,X,O,X,X,X,X,X
IOZJLTS,O,O,X,O,X,X,X,X,X,X,X,X
IOZJLST,O,X,O,O,X,X,X,X,X,X,X,X
IOZJSTL,O,O,O,O,X,X,O,X,X,X,X,X
IOZJSLT,O,X,O,O,X,X,X,X,X,X,X,X
IOZSTLJ,X,O,O,O,X,X,O,X,X,X,X,X
IOZSTJL,O,O,O,O,X,X,O,X,X,X,X,X
IOZSLTJ,O,X,X,O,X,X,X,X,X,X,X,X
IOZSLJT,O,X,O,O,X,X,X,X,X,X,X,X
IOZSJTL,O,O,O,O,X,X,O,X,X,X,X,X
IOZSJLT,O,X,O,O,X,X,X,X,X,X,X,X
LTIJSZO,O,O,O,X,X,X,X,O,O,X,X,X
LTIJSOZ,O,X,O,X,X,X,X,X,X,O,X,X
LTIJZSO,O,O,O,X,O,X,X,X,O,X,X,X
LTIJZOS,O,O,O,X,O,X,X,X,O,O,X,X
LTIJOSZ,O,X,O,X,X,X,X,X,X,O,X,X
LTIJOZS,O,X,O,X,O,X,X,X,O,O,X,X
LTISJZO,O,O,O,X,X,X,X,O,O,X,X,X
LTISJOZ,O,X,O,X,X,X,X,O,X,X,X,X
LTISZJO,O,O,O,X,X,X,X,O,O,X,X,X
LTISZOJ,O,O,O,X,X,X,X,O,O,X,X,X
LTISOJZ,O,X,O,X,X,X,X,O,X,X,X,X
LTISOZJ,O,X,X,X,X,X,X,O,X,X,X,X
LTIZJSO,O,O,O,X,O,O,X,X,O,X,X,X
LTIZJOS,O,O,O,X,O,O,X,X,O,X,X,X
LTIZSJO,O,O,O,X,X,O,X,O,O,X,X,X
LTIZSOJ,O,O,O,X,X,O,X,O,O,X,X,X
LTIZOJS,O,O,O,O,X,O,X,X,O,X,X,X
LTIZOSJ,X,O,O,O,X,O,X,X,O,X,X,X
LTIOJSZ,O,X,O,X,X,X,X,X,X,O,X,X
LTIOJZS,O,X,O,X,O,X,X,X,X,O,X,X
LTIOSJZ,O,X,O,X,X,X,X,O,X,X,X,X
LTIOSZJ,O,X,O,X,X,X,X,O,X,X,X,X
LTIOZJS,O,X,O,O,X,O,X,X,X,X,X,X
LTIOZSJ,X,X,O,O,X,O,X,X,X,X,X,X
LTJISZO,O,O,O,X,X,X,X,O,O,X,X,X
LTJISOZ,O,X,O,X,X,X,X,X,X,O,X,X
LTJIZSO,O,O,O,X,O,X,X,X,O,X,X,X
LTJIZOS,O,O,O,X,O,X,X,X,O,O,X,X
LTJIOSZ,O,X,O,X,X,X,X,X,X,O,X,X
LTJIOZS,O,X,O,X,O,X,X,X,O,O,X,X
LTJSIZO,O,O,O,X,X,X,X,O,O,X,X,X
LTJSIOZ,O,X,O,X,X,X,X,O,X,X,X,X
LTJSZIO,O,O,O,X,X,X,X,O,O,X,X,X
LTJSZOI,O,O,O,X,X,X,X,O,O,X,X,X
LTJSOIZ,O,X,O,X,X,X,X,O,X,X,X,X
LTJSOZI,O,X,O,X,O,X,X,O,X,X,X,X
LTJZISO,O,O,O,X,O,O,X,X,O,X,X,X
LTJZIOS,O,O,O,X,O,O,X,X,O,X,X,X
LTJZSIO,O,O,O,X,O,O,X,X,O,X,X,X
LTJZSOI,O,O,O,X,O,O,X,X,O,X,X,X
LTJZOIS,O,X,O,X,O,O,X,X,O,X,X,X
LTJZOSI,O,O,O,X,O,O,X,X,O,X,X,X
LTJOISZ,O,X,O,X,X,X,X,X,X,O,X,X
LTJOIZS,O,X,O,X,O,X,X,X,O,O,X,X
LTJOSIZ,O,X,O,X,X,X,X,O,O,X,X,X
LTJOSZI,O,X,O,X,O,X,X,O,O,X,X,X
LTJOZIS,O,X,O,X,O,O,X,X,O,X,X,X
LTJOZSI,O,X,O,X,O,O,X,X,O,X,X,X
LTSIJZO,O,O,O,X,X,X,X,O,O,X,X,X
LTSIJOZ,O,X,O,X,X,X,X,O,X,X,X,X
LTSIZJO,O,O,O,X,X,X,X,O,O,X,X,X
LTSIZOJ,O,O,O,X,X,X,X,O,O,X,X,X
LTSIOJZ,O,X,O,X,X,X,X,O,X,X,X,X
LTSIOZJ,O,X,X,X,X,X,X,O,X,X,X,X
LTSJIZO,O,O,O,X,X,X,X,O,O,X,X,X
LTSJIOZ,O,X,O,X,X,X,X,O,X,X,X,X
LTSJZIO,O,O,O,X,X,X,X,O,O,X,X,X
LTSJZOI,O,O,O,X,X,X,X,O,O,X,X,X
LTSJOIZ,O,X,O,X,X,X,X,O,X,X,X,X
LTSJOZI,O,X,O,X,X,X,X,O,X,X,X,X
LTSZIJO,O,O,O,X,X,O,X,O,O,X,X,X
LTSZIOJ,O,O,O,X,X,O,X,O,O,X,X,X
LTSZJIO,O,O,O,X,X,O,X,O,O,X,X,X
LTSZJOI,O,O,O,X,X,O,X,O,O,X,X,X
LTSZOIJ,O,X,O,X,X,O,X,O,O,X,X,X
LTSZOJI,O,O,O,X,X,O,X,O,X,X,X,X
LTSOIJZ,O,X,O,X,X,X,X,O,X,X,X,X
LTSOIZJ,O,X,O,X,X,X,X,O,X,X,X,X
LTSOJIZ,O,X,O,X,X,X,X,O,X,X,X,X
LTSOJZI,O,X,O,X,X,X,X,O,X,X,X,X
LTSOZIJ,O,X,O,X,X,O,X,O,X,X,X,X
LTSOZJI,O,X,O,X,X,O,X,O,X,X,X,X
LTZIJSO,O,O,O,X,O,O,X,X,O,X,X,X
LTZIJOS,O,O,O,X,O,O,X,X,O,X,X,X
LTZISJO,O,O,O,X,X,O,X,O,O,X,X,X
LTZISOJ,O,O,O,X,X,O,X,O,O,X,X,X
LTZIOJS,O,O,O,O,X,O,X,X,O,X,X,X
LTZIOSJ,X,O,O,O,X,O,X,X,O,X,X,X
LTZJISO,O,O,O,X,O,O,X,X,O,X,X,X
LTZJIOS,O,O,O,X,O,O,X,X,O,X,X,X
LTZJSIO,O,O,O,X,O,O,X,X,O,X,X,X
LTZJSOI,O,O,O,X,O,O,X,X,O,X,X,X
LTZJOIS,O,X,O,X,O,O,X,X,O,X,X,X
LTZJOSI,O,O,O,X,O,O,X,X,O,X,X,X
LTZSIJO,O,O,O,X,X,O,X,O,O,X,X,X
LTZSIOJ,O,O,O,X,X,O,X,O,O,X,X,X
LTZSJIO,O,O,O,X,X,O,X,O,O,X,X,X
LTZSJOI,O,O,O,X,X,O,X,O,O,X,X,X
LTZSOIJ,O,X,O,X,X,O,X,O,O,X,X,X
LTZSOJI,O,O,O,X,X,O,X,O,X,X,X,X
LTZOIJS,O,X,O,O,X,O,X,X,O,X,X,X
LTZOISJ,X,X,O,O,X,O,X,X,O,X,X,X
LTZOJIS,O,X,O,X,X,O,X,X,X,X,X,X
LTZOJSI,O,O,O,X,X,O,X,X,X,X,X,X
LTZOSIJ,O,X,O,X,X,O,X,X,O,X,X,X
LTZOSJI,O,O,O,X,X,O,X,O,X,X,X,X
LTOIJSZ,O,X,O,X,X,X,X,X,X,O,X,X
LTOIJZS,O,X,O,X,O,X,X,X,X,O,X,X
LTOISJZ,O,X,O,X,X,X,X,O,X,X,X,X
LTOISZJ,O,X,O,X,X,X,X,O,X,X,X,X
LTOIZJS,O,X,O,O,X,O,X,X,X,X,X,X
LTOIZSJ,X,X,O,O,X,O,X,X,X,X,X,X
LTOJISZ,O,X,O,X,X,X,X,X,X,O,X,X
LTOJIZS,O,X,O,X,O,X,X,X,X,O,X,X
LTOJSIZ,O,X,O,X,X,X,X,O,X,X,X,X
LTOJSZI,O,X,O,X,O,X,X,O,X,X,X,X
LTOJZIS,O,X,O,X,O,O,X,X,X,X,X,X
LTOJZSI,O,X,O,X,O,O,X,X,X,X,X,X
LTOSIJZ,O,X,O,X,X,X,X,O,X,X,X,X
LTOSIZJ,O,X,O,X,X,X,X,O,X,X,X,X
LTOSJIZ,O,X,O,X,X,X,X,O,X,X,X,X
LTOSJZI,O,X,O,X,X,X,X,O,X,X,X,X
LTOSZIJ,O,X,O,X,X,O,X,O,X,X,X,X
LTOSZJI,O,X,O,X,X,O,X,O,X,X,X,X
LTOZIJS,O,X,O,X,X,O,X,X,X,X,X,X
LTOZISJ,X,X,O,X,X,O,X,X,X,X,X,X
LTOZJIS,O,X,O,X,X,O,X,X,X,X,X,X
LTOZJSI,O,X,O,X,X,O,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,X,O,X,X,X,X,X,X
LTOZSJI,O,X,O,X,X,O,X,O,X,X,X,X
LITJSZO,O,O,O,X,X,X,X,O,O,X,X,X
LITJSOZ,O,X,O,X,X,X,X,X,X,O,X,X
LITJZSO,O,O,O,X,O,X,X,X,O,X,X,X
LITJZOS,O,O,O,X,O,X,X,X,O,O,X,X
LITJOSZ,O,X,O,X,X,X,X,X,X,O,X,X
LITJOZS,O,X,X,X,O,X,X,X,O,O,X,X
LITSJZO,O,O,O,X,X,X,X,O,O,X,X,X
LITSJOZ,O,X,O,X,X,X,X,O,X,X,X,X
LITSZJO,O,O,O,X,X,X,X,O,O,X,X,X
LITSZOJ,O,O,O,X,X,X,X,O,O,X,X,X
LITSOJZ,O,X,O,X,X,X,X,O,X,X,X,X
LITSOZJ,O,X,X,X,X,X,X,O,X,X,X,X
LITZJSO,O,O,O,X,O,O,X,X,O,X,X,X
LITZJOS,O,O,O,X,O,O,X,X,O,X,X,X
LITZSJO,O,O,O,X,X,O,X,O,O,X,X,X
LITZSOJ,O,O,O,X,X,O,X,O,O,X,X,X
LITZOJS,O,O,O,O,X,O,X,X,O,X,X,X
LITZOSJ,X,O,O,O,X,O,X,X,O,X,X,X
LITOJSZ,O,X,O,X,X,X,X,X,X,O,X,X
LITOJZS,O,X,X,X,O,X,X,X,X,O,X,X
LITOSJZ,O,X,O,X,X,X,X,O,X,X,X,X
LITOSZJ,O,X,X,X,X,X,X,O,X,X,X,X
LITOZJS,O,X,X,O,X,O,X,X,X,X,X,X
LITOZSJ,X,X,X,O,X,O,X,X,X,X,X,X
LIJTSZO,O,O,O,X,X,X,X,O,O,X,X,X
LIJTSOZ,O,X,O,X,X,X,X,X,X,O,X,X
LIJTZSO,O,O,O,X,O,X,X,X,O,X,X,X
LIJTZOS,O,O,O,X,O,X,X,X,O,O,X,X
LIJTOSZ,O,X,O,X,X,X,X,X,X,O,X,X
LIJTOZS,O,X,X,X,O,X,X,X,O,O,X,X
LIJSTZO,O,X,O,X,X,X,X,X,O,X,X,X
LIJSTOZ,O,X,O,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,O,X,O,X,X,X,O,X,X,X
LIJSZOT,O,X,O,X,O,X,X,X,O,X,X,X
LIJSOTZ,O,X,O,X,X,X,X,X,X,X,X,X
LIJSOZT,X,X,O,X,O,X,X,X,O,X,X,X
LIJZTSO,X,O,O,X,O,O,X,X,O,X,X,X
LIJZTOS,O,O,O,X,O,O,X,X,O,X,X,X
LIJZSTO,X,O,O,X,O,X,X,X,O,X,X,X
LIJZSOT,X,X,O,X,O,X,X,X,O,X,X,X
LIJZOTS,O,O,X,X,O,O,X,X,O,X,X,X
LIJZOST,X,X,O,X,O,X,X,X,O,X,X,X
LIJOTSZ,O,O,O,X,X,X,X,X,X,O,X,X
LIJOTZS,O,O,O,X,O,X,X,X,O,O,X,X
LIJOSTZ,O,X,O,X,X,X,X,X,O,X,X,X
LIJOSZT,X,X,O,X,O,X,X,X,O,X,X,X
LIJOZTS,O,O,O,X,O,O,X,X,O,X,X,X
LIJOZST,X,X,O,X,O,X,X,X,O,X,X,X
LISTJZO,O,X,O,X,X,X,X,O,O,X,X,X
LISTJOZ,O,X,O,X,X,X,X,O,X,X,X,X
LISTZJO,O,X,O,X,X,X,X,O,O,X,X,X
LISTZOJ,O,X,O,X,X,X,X,O,O,X,X,X
LISTOJZ,O,X,O,X,X,X,X,O,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,O,X,X,X,X
LISJTZO,O,X,O,X,X,X,X,X,O,X,X,X
LISJTOZ,O,X,O,X,X,X,X,X,X,X,X,X
LISJZTO,O,X,O,X,O,X,X,X,O,X,X,X
LISJZOT,O,X,O,X,O,X,X,X,O,X,X,X
LISJOTZ,O,X,O,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,O,X,O,X,X,X,O,X,X,X
LISZTJO,O,X,O,X,X,O,X,X,O,X,X,X
LISZTOJ,O,X,O,X,X,O,X,X,O,X,X,X
LISZJTO,O,X,O,X,O,X,X,X,O,X,X,X
LISZJOT,O,X,O,X,O,X,X,X,O,X,X,X
LISZOTJ,O,X,X,O,X,O,X,X,O,X,X,X
LISZOJT,O,X,O,O,X,X,X,X,O,X,X,X
LISOTJZ,O,X,O,X,X,X,X,O,X,X,X,X
LISOTZJ,O,X,O,X,X,X,X,X,X,X,X,X
LISOJTZ,O,X,O,X,X,X,X,X,X,X,X,X
