sequence,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jei7IvhFWiBxdB?TjBUlBFmB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhFyhBGeB?UjBFlBXmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhF8hBCeB?mgBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhF8hBfjB?6jBemBFlBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jei7IvhFWiBxdB?UhBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeX8IvhFxdBCiB?TjBFlB8qBOqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhFyhBGeB?XgBUjBFmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jem8IvhFSjBxgB?UjBFlBXmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFRcBCeB?3hBTjB1qBUqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFCdBxiB?TjBUlBFmB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je/AJvhFRcBzdB?+jBlhBaqB8qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFCdBxiB?UhBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeeAJvhFSjBRhB?fmBlhBUjBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeSDJvhFVlBRhB?3hBUjBmlBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je1AJvhF8hBzdB?+jBRlBKqBXrB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhF8hBfjB?6jBRlBFmBTqB
ZITSLJO,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X
ZITSLOJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZITSJLO,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O
ZITSJOL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZITSOLJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZITSOJL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZITOLJS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZITOLSJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZITOJLS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X
ZITOJSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZITOSLJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZITOSJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZILTJSO,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
ZILTJOS,O,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X
ZILTSJO,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZILTSOJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZILTOJS,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZILTOSJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZILJTSO,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
ZILJTOS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZILJSTO,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,O
ZILJSOT,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,O
ZILJOTS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZILJOST,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZILSTJO,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
ZILSTOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZILSJTO,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
ZILSJOT,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
ZILSOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZILSOJT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
ZILOTJS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZILOTSJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZILOJTS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZILOJST,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZILOSTJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZILOSJT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZIJTLSO,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
ZIJTLOS,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X
ZIJTSLO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
ZIJTSOL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZIJTOLS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZIJTOSL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZIJLTSO,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
ZIJLTOS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZIJLSTO,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X,O
ZIJLSOT,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X,O
ZIJLOTS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZIJLOST,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZIJSTLO,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O
ZIJSTOL,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZIJSLTO,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O
ZIJSLOT,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O
ZIJSOTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZIJSOLT,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
ZIJOTLS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZIJOTSL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZIJOLTS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZIJOLST,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZIJOSTL,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZIJOSLT,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
ZISTLJO,X,O,O,O,X,X,O,X,X,O,O,O,X,X,X,X
ZISTLOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZISTJLO,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,O
ZISTJOL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X
ZISTOLJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISTOJL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZISLTJO,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
ZISLTOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZISLJTO,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
ZISLJOT,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,O
ZISLOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZISLOJT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
ZISJTLO,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
ZISJTOL,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZISJLTO,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
ZISJLOT,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,O
ZISJOTL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISJOLT,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,O
ZISOTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZISOTJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZISOLTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZISOLJT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
ZISOJTL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
ZISOJLT,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O
ZIOTLJS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZIOTLSJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZIOTJLS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X
ZIOTJSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZIOTSLJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZIOTSJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZIOLTJS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZIOLTSJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZIOLJTS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZIOLJST,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O
ZIOLSTJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZIOLSJT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZIOJTLS,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZIOJTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZIOJLTS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZIOJLST,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O
ZIOJSTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZIOJSLT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZIOSTLJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZIOSTJL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZIOSLTJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZIOSLJT,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
ZIOSJTL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZIOSJLT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZLTIJSO,O,O,O,X,X,X,O,X,O,O,O,X,X,O,X,X
ZLTIJOS,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
ZLTISJO,X,X,O,X,X,X,O,X,O,O,O,X,X,O,X,X
ZLTISOJ,X,X,O,X,X,O,O,X,O,X,O,X,X,O,X,X
ZLTIOJS,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZLTIOSJ,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
ZLTJISO,O,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
ZLTJIOS,O,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X
ZLTJSIO,O,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
ZLTJSOI,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X
ZLTJOIS,O,X,O,X,O,O,O,X,O,O,O,X,X,X,X,X
ZLTJOSI,O,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X
ZLTSIJO,X,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X
ZLTSIOJ,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X
ZLTSJIO,O,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X
ZLTSJOI,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X
ZLTSOIJ,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X
ZLTSOJI,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X
ZLTOIJS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZLTOISJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLTOJIS,O,X,O,X,O,O,O,X,O,O,O,X,X,X,X,X
ZLTOJSI,O,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X
ZLTOSIJ,O,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X
ZLTOSJI,O,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X
ZLITJSO,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZLITJOS,O,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
ZLITSJO,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZLITSOJ,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZLITOJS,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZLITOSJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLIJTSO,O,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
ZLIJTOS,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZLIJSTO,O,O,O,X,X,X,O,X,X,O,O,X,O,X,X,O
ZLIJSOT,O,O,O,X,O,X,O,X,X,O,O,X,O,X,X,O
ZLIJOTS,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZLIJOST,O,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X
ZLISTJO,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X
ZLISTOJ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLISJTO,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,O
ZLISJOT,X,O,O,O,X,X,O,X,X,O,O,X,X,X,X,O
ZLISOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLISOJT,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
ZLIOTJS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZLIOTSJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLIOJTS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZLIOJST,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZLIOSTJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLIOSJT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZLJTISO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZLJTIOS,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZLJTSIO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZLJTSOI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X
ZLJTOIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
ZLJTOSI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
ZLJITSO,O,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
ZLJITOS,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZLJISTO,O,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X
ZLJISOT,O,O,O,O,O,X,O,X,X,O,O,X,O,X,X,X
ZLJIOTS,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZLJIOST,O,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X
ZLJSTIO,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZLJSTOI,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZLJSITO,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZLJSIOT,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
ZLJSOTI,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZLJSOIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZLJOTIS,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZLJOTSI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
ZLJOITS,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZLJOIST,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZLJOSTI,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLJOSIT,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZLSTIJO,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
ZLSTIOJ,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O
ZLSTJIO,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
ZLSTJOI,O,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X
ZLSTOIJ,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O
ZLSTOJI,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X
ZLSITJO,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZLSITOJ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLSIJTO,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,O
ZLSIJOT,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O
ZLSIOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLSIOJT,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
ZLSJTIO,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZLSJTOI,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZLSJITO,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZLSJIOT,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O
ZLSJOTI,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZLSJOIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZLSOTIJ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O
ZLSOTJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZLSOITJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZLSOIJT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZLSOJTI,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZLSOJIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZLOTIJS,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X
ZLOTISJ,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X
ZLOTJIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
ZLOTJSI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZLOTSIJ,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZLOTSJI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZLOITJS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZLOITSJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLOIJTS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X
ZLOIJST,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O
ZLOISTJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZLOISJT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZLOJTIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
ZLOJTSI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZLOJITS,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
ZLOJIST,O,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
ZLOJSTI,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLOJSIT,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZLOSTIJ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O
ZLOSTJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZLOSITJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZLOSIJT,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,O
ZLOSJTI,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLOSJIT,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,O
ZJTILSO,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
ZJTILOS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJTISLO,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X
ZJTISOL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZJTIOLS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJTIOSL,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZJTLISO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
ZJTLIOS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJTLSIO,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X
ZJTLSOI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X
ZJTLOIS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZJTLOSI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZJTSILO,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X
ZJTSIOL,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJTSLIO,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X
ZJTSLOI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X
ZJTSOIL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJTSOLI,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJTOILS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZJTOISL,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZJTOLIS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
ZJTOLSI,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZJTOSIL,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJTOSLI,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJITLSO,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
ZJITLOS,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X
ZJITSLO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
ZJITSOL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZJITOLS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
ZJITOSL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZJILTSO,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
ZJILTOS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJILSTO,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X,O
ZJILSOT,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X,O
ZJILOTS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJILOST,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZJISTLO,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O
ZJISTOL,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJISLTO,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
ZJISLOT,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O
ZJISOTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJISOLT,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
ZJIOTLS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZJIOTSL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJIOLTS,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJIOLST,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJIOSTL,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJIOSLT,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,O
ZJLTISO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJLTIOS,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZJLTSIO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJLTSOI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X
ZJLTOIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
ZJLTOSI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
ZJLITSO,O,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
ZJLITOS,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZJLISTO,O,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X
ZJLISOT,O,O,O,O,O,X,O,X,X,O,O,X,O,X,X,X
ZJLIOTS,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZJLIOST,O,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X
ZJLSTIO,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZJLSTOI,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJLSITO,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZJLSIOT,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
ZJLSOTI,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJLSOIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJLOTIS,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZJLOTSI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
ZJLOITS,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZJLOIST,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZJLOSTI,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJLOSIT,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZJSTILO,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
ZJSTIOL,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJSTLIO,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
ZJSTLOI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJSTOIL,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJSTOLI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJSITLO,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZJSITOL,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZJSILTO,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,O
ZJSILOT,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,O
ZJSIOTL,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJSIOLT,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZJSLTIO,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
ZJSLTOI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJSLITO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZJSLIOT,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,O
ZJSLOTI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJSLOIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
ZJSOTIL,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZJSOTLI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
