sequence,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFOiBXeBclBT?hBSoBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFXdB6jBclB2?mBziBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFidB+jBclBT?hB3iBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Je07IvhFxcBzhBGjBX?jBilBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jel7IvhFfjB6jBZmBu?rBUnBTqB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jem7IvhFzcBfjB6jBc?lBxmBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFTeBclBihBW?oBXiBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jem7IvhFSiBTeBclB3?hBxnBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jez8IvhFGeB3gBUjBx?mBilBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Je07IvhFlcBXiBTjBC?jBxqBmqB
IOSZTJL,X,X,X,X,O,O,X,O,O,O
IOSZLTJ,X,O,X,X,O,O,X,X,X,O
IOSZLJT,X,O,X,X,O,O,X,O,O,X
IOSZJTL,X,O,X,O,O,O,X,X,O,O
IOSZJLT,X,O,X,O,O,O,X,O,O,O
IOZTLJS,O,O,O,X,O,X,O,O,X,X
IOZTLSJ,O,O,X,X,O,X,X,O,X,X
IOZTJLS,O,O,O,X,O,X,O,O,X,X
IOZTJSL,O,O,O,O,O,O,O,O,O,X
IOZTSLJ,O,O,X,X,O,O,X,O,X,O
IOZTSJL,O,O,O,X,O,O,X,O,O,O
IOZLTJS,O,O,X,O,O,X,X,O,X,X
IOZLTSJ,O,O,X,X,O,X,X,O,X,X
IOZLJTS,X,O,X,O,O,X,X,O,X,X
IOZLJST,O,O,X,O,O,O,X,O,O,X
IOZLSTJ,X,O,X,X,O,O,X,X,X,O
IOZLSJT,O,O,X,O,O,O,X,O,O,X
IOZJTLS,X,O,O,X,O,X,X,O,X,X
IOZJTSL,X,O,O,O,O,O,X,O,O,X
IOZJLTS,X,O,X,O,O,X,X,O,X,X
IOZJLST,O,O,X,O,O,O,X,O,O,X
IOZJSTL,X,O,X,O,O,O,X,X,O,O
IOZJSLT,X,O,O,O,O,O,X,O,O,X
IOZSTLJ,X,O,X,X,O,O,X,O,X,O
IOZSTJL,X,X,X,X,O,O,X,O,O,O
IOZSLTJ,X,O,X,X,O,O,X,X,X,O
IOZSLJT,X,O,X,X,O,O,X,O,O,X
IOZSJTL,X,O,X,O,O,O,X,X,O,O
IOZSJLT,X,O,X,O,O,O,X,O,O,O
LTIJSZO,O,O,X,X,O,X,X,X,X,X
LTIJSOZ,O,X,X,X,O,X,X,X,X,X
LTIJZSO,O,O,X,X,O,X,O,O,X,X
LTIJZOS,O,O,X,O,X,X,O,O,X,X
LTIJOSZ,O,X,X,O,O,X,X,X,X,X
LTIJOZS,O,X,X,O,X,X,O,O,X,X
LTISJZO,O,X,X,X,O,O,X,X,X,X
LTISJOZ,O,X,X,X,O,O,X,X,X,X
LTISZJO,O,X,X,X,O,O,X,O,O,X
LTISZOJ,O,X,X,X,X,O,X,O,O,X
LTISOJZ,O,X,X,X,O,O,X,X,X,X
LTISOZJ,O,X,X,X,O,O,X,O,O,X
LTIZJSO,O,O,X,X,O,O,O,O,O,X
LTIZJOS,O,O,X,O,X,O,O,O,O,X
LTIZSJO,O,O,X,X,O,O,O,O,O,X
LTIZSOJ,O,O,X,O,X,O,X,O,O,X
LTIZOJS,O,O,X,O,X,O,O,O,O,X
LTIZOSJ,O,O,X,O,X,O,X,O,O,X
LTIOJSZ,O,O,X,O,O,X,X,X,X,X
LTIOJZS,O,O,X,O,O,X,X,O,X,X
LTIOSJZ,O,O,X,O,O,O,X,X,X,X
LTIOSZJ,O,O,X,O,O,O,X,O,O,X
LTIOZJS,O,O,X,O,O,O,X,O,O,X
LTIOZSJ,O,O,X,O,O,O,X,O,O,X
LTJISZO,O,O,X,X,O,X,X,X,X,X
LTJISOZ,O,X,X,X,O,X,X,X,X,X
LTJIZSO,O,O,X,X,O,X,O,X,X,X
LTJIZOS,O,O,X,O,X,X,O,X,X,X
LTJIOSZ,O,X,X,O,O,X,X,X,X,X
LTJIOZS,O,X,X,O,X,X,O,X,X,X
LTJSIZO,O,O,O,X,O,O,X,X,X,X
LTJSIOZ,O,X,O,X,O,O,X,X,X,X
LTJSZIO,O,O,O,X,X,O,O,X,X,X
LTJSZOI,O,O,O,O,X,X,O,X,X,X
LTJSOIZ,O,O,O,O,O,X,X,X,X,X
LTJSOZI,O,O,O,O,X,X,O,X,X,X
LTJZISO,O,O,O,X,X,X,O,X,X,X
LTJZIOS,O,O,O,O,X,X,O,X,X,X
LTJZSIO,O,O,O,X,X,O,O,X,X,X
LTJZSOI,O,O,O,O,X,X,O,X,X,X
LTJZOIS,O,O,O,O,X,X,O,X,X,X
LTJZOSI,O,O,O,O,X,X,O,X,X,X
LTJOISZ,O,O,X,O,O,X,X,X,X,X
LTJOIZS,O,O,X,O,O,X,O,X,X,X
LTJOSIZ,O,O,O,O,O,X,X,X,X,X
LTJOSZI,O,O,O,O,X,X,O,X,X,X
LTJOZIS,O,O,O,O,X,X,O,X,X,X
LTJOZSI,O,O,O,O,X,X,O,X,X,X
LTSIJZO,O,X,X,X,O,O,X,X,X,X
LTSIJOZ,O,X,X,X,O,O,X,X,X,X
LTSIZJO,O,X,X,X,O,O,X,X,O,X
LTSIZOJ,O,X,X,X,X,O,X,X,O,X
LTSIOJZ,O,X,X,X,O,O,X,X,X,X
LTSIOZJ,O,X,X,X,O,O,X,X,O,X
LTSJIZO,O,O,X,X,O,O,X,X,X,X
LTSJIOZ,O,X,X,X,O,O,X,X,X,X
LTSJZIO,O,O,X,X,X,O,O,X,X,X
LTSJZOI,O,O,X,O,X,X,O,X,X,X
LTSJOIZ,O,X,X,O,O,X,X,X,X,X
LTSJOZI,O,O,X,O,X,X,O,X,X,X
LTSZIJO,O,O,X,X,O,O,O,X,X,X
LTSZIOJ,O,O,X,O,X,O,X,X,X,X
LTSZJIO,O,O,X,X,X,O,O,X,X,X
LTSZJOI,O,O,X,O,X,X,O,X,X,X
LTSZOIJ,O,O,X,O,O,X,X,X,X,X
LTSZOJI,O,O,X,O,X,X,X,X,X,X
LTSOIJZ,O,O,X,O,O,O,X,X,X,X
LTSOIZJ,O,O,X,O,O,O,X,X,X,X
LTSOJIZ,O,O,X,O,O,X,X,X,X,X
LTSOJZI,O,O,X,O,X,X,X,X,X,X
LTSOZIJ,O,O,X,O,O,X,X,X,X,X
LTSOZJI,O,O,X,O,X,X,X,X,X,X
LTZIJSO,O,O,O,X,O,O,O,O,O,X
LTZIJOS,O,O,O,O,X,O,O,O,O,X
LTZISJO,O,O,X,X,O,O,O,O,O,X
LTZISOJ,O,O,X,O,X,O,X,O,O,X
LTZIOJS,O,O,O,O,X,O,O,O,O,X
LTZIOSJ,O,O,X,O,X,O,X,O,O,X
LTZJISO,O,O,O,X,X,O,O,O,O,X
LTZJIOS,O,O,O,O,X,O,O,O,O,X
LTZJSIO,O,O,O,X,X,O,O,X,X,X
LTZJSOI,O,O,O,O,X,X,O,X,X,X
LTZJOIS,O,O,O,O,X,X,O,X,X,X
LTZJOSI,O,O,O,O,X,X,O,X,X,X
LTZSIJO,O,O,X,X,O,O,O,X,X,X
LTZSIOJ,O,O,X,O,X,O,X,X,X,X
LTZSJIO,O,O,X,X,X,O,O,X,X,X
LTZSJOI,O,O,X,O,X,X,O,X,X,X
LTZSOIJ,O,O,X,O,O,X,X,X,X,X
LTZSOJI,O,O,X,O,X,X,X,X,X,X
LTZOIJS,O,O,O,O,O,X,O,X,X,X
LTZOISJ,O,O,X,O,O,X,X,X,X,X
LTZOJIS,O,O,O,O,X,X,O,X,X,X
LTZOJSI,O,O,O,O,X,X,O,X,X,X
LTZOSIJ,O,O,X,O,O,X,X,X,X,X
LTZOSJI,O,O,X,O,X,X,X,X,X,X
LTOIJSZ,O,O,X,O,O,X,X,X,X,X
LTOIJZS,O,O,X,O,O,X,X,X,X,X
LTOISJZ,O,O,X,O,O,X,X,X,X,X
LTOISZJ,O,O,X,O,O,X,X,X,X,X
LTOIZJS,O,O,X,O,O,X,X,X,X,X
LTOIZSJ,O,O,X,O,O,X,X,X,X,X
LTOJISZ,O,O,X,O,O,X,X,X,X,X
LTOJIZS,O,O,X,O,O,X,O,X,X,X
LTOJSIZ,O,O,O,O,O,X,X,X,X,X
LTOJSZI,O,O,O,O,X,X,O,X,X,X
LTOJZIS,O,O,O,O,X,X,O,X,X,X
LTOJZSI,O,O,O,O,X,X,O,X,X,X
LTOSIJZ,O,O,X,O,O,O,X,X,X,X
LTOSIZJ,O,O,X,O,O,O,X,X,X,X
LTOSJIZ,O,O,X,O,O,X,X,X,X,X
LTOSJZI,O,O,X,O,X,X,X,X,X,X
LTOSZIJ,O,O,X,O,O,X,X,X,X,X
LTOSZJI,O,O,X,O,X,X,X,X,X,X
LTOZIJS,O,O,O,O,O,X,O,X,X,X
LTOZISJ,O,O,X,O,O,X,X,X,X,X
LTOZJIS,O,O,O,O,X,X,O,X,X,X
LTOZJSI,O,O,O,O,X,X,O,X,X,X
LTOZSIJ,O,O,X,O,O,X,X,X,X,X
LTOZSJI,O,O,X,O,X,X,X,X,X,X
LITJSZO,O,O,X,X,O,X,X,X,X,X
LITJSOZ,O,X,X,X,O,X,X,X,X,X
LITJZSO,O,O,X,X,O,X,X,O,X,X
LITJZOS,O,O,X,X,X,X,X,O,X,X
LITJOSZ,O,X,X,X,O,X,X,X,X,X
LITJOZS,O,X,X,X,X,X,X,O,X,X
LITSJZO,O,X,X,X,O,O,X,X,X,X
LITSJOZ,O,X,X,X,O,O,X,X,X,X
LITSZJO,O,X,X,X,O,O,X,O,X,X
LITSZOJ,O,X,X,X,X,O,X,O,X,X
LITSOJZ,O,X,X,X,O,O,X,X,X,X
LITSOZJ,O,X,X,X,O,O,X,O,X,X
LITZJSO,O,O,X,X,O,X,X,O,X,X
LITZJOS,O,O,X,X,X,X,X,O,X,X
LITZSJO,O,O,X,X,O,X,X,O,X,X
LITZSOJ,O,O,X,X,X,X,X,O,X,X
LITZOJS,O,O,X,X,X,X,X,O,X,X
LITZOSJ,O,O,X,X,X,X,X,O,X,X
LITOJSZ,O,O,X,X,O,X,X,X,X,X
LITOJZS,O,O,X,X,O,X,X,O,X,X
LITOSJZ,O,O,X,X,O,X,X,X,X,X
LITOSZJ,O,O,X,X,O,X,X,O,X,X
LITOZJS,O,O,X,X,O,X,X,O,X,X
LITOZSJ,O,O,X,X,O,X,X,O,X,X
LIJTSZO,O,X,X,X,O,X,X,X,X,X
LIJTSOZ,O,X,X,X,O,X,X,X,X,X
LIJTZSO,O,X,X,X,O,X,X,O,X,X
LIJTZOS,O,X,X,X,X,X,X,O,X,X
LIJTOSZ,O,X,X,X,O,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,X,O,X,X
LIJSTZO,O,X,O,X,O,X,X,X,X,X
LIJSTOZ,O,X,X,X,O,X,X,X,X,X
LIJSZTO,O,O,O,X,O,O,X,X,X,X
LIJSZOT,O,O,O,X,X,O,X,X,X,X
LIJSOTZ,X,X,X,X,O,X,X,X,X,X
LIJSOZT,O,X,O,X,O,X,X,X,X,X
LIJZTSO,O,O,O,X,O,X,X,X,X,X
LIJZTOS,O,O,O,X,X,X,X,O,X,X
LIJZSTO,O,O,O,X,O,O,X,X,X,X
LIJZSOT,O,O,O,X,X,O,X,O,X,X
LIJZOTS,X,O,X,O,X,X,X,O,X,X
LIJZOST,O,O,X,O,X,X,X,O,X,X
LIJOTSZ,X,X,X,X,O,X,X,X,X,X
LIJOTZS,X,X,X,O,O,X,X,O,X,X
LIJOSTZ,X,X,X,X,O,X,X,X,X,X
LIJOSZT,O,O,X,O,O,X,X,X,X,X
LIJOZTS,X,X,X,O,O,X,X,O,X,X
LIJOZST,X,X,X,O,O,X,X,O,X,X
LISTJZO,O,X,X,X,O,O,X,X,X,X
LISTJOZ,O,X,X,X,O,O,X,X,X,X
LISTZJO,O,X,X,X,O,O,X,O,X,X
LISTZOJ,O,X,X,X,X,O,X,O,X,O
LISTOJZ,O,X,X,X,O,O,X,X,X,X
LISTOZJ,O,X,X,X,O,O,X,O,X,O
LISJTZO,O,X,X,X,O,X,X,X,X,O
LISJTOZ,O,X,X,X,O,X,X,X,X,O
LISJZTO,O,X,X,X,O,O,X,X,X,O
LISJZOT,O,X,X,X,X,O,X,X,X,O
LISJOTZ,X,X,X,X,O,X,X,X,X,O
LISJOZT,O,X,X,X,O,O,X,X,X,O
LISZTJO,O,O,X,X,O,O,X,X,X,X
LISZTOJ,O,O,X,X,X,O,X,X,X,O
LISZJTO,O,O,X,X,O,O,X,X,X,X
LISZJOT,O,O,X,X,X,O,X,O,O,X
LISZOTJ,X,O,X,X,X,O,X,X,X,O
LISZOJT,O,O,X,X,X,O,X,O,O,X
LISOTJZ,X,X,X,X,O,X,X,X,X,X
LISOTZJ,X,O,X,X,O,O,X,O,X,O
LISOJTZ,X,X,X,X,O,X,X,X,X,O
LISOJZT,O,O,X,X,O,O,X,X,X,O
LISOZTJ,X,O,X,X,O,O,X,X,X,O
LISOZJT,X,O,X,X,O,O,X,O,O,X
LIZTJSO,O,O,O,X,O,X,O,O,X,X
LIZTJOS,O,O,O,X,X,X,O,O,X,X
LIZTSJO,O,O,X,X,O,X,O,O,X,X
LIZTSOJ,O,O,X,X,X,X,X,O,X,O
LIZTOJS,O,O,O,O,X,X,O,O,X,X
LIZTOSJ,O,O,X,X,X,X,X,O,X,X
LIZJTSO,O,O,O,X,O,X,X,X,X,X
LIZJTOS,O,O,O,X,X,X,X,O,X,X
LIZJSTO,O,O,O,X,O,O,X,X,X,X
LIZJSOT,O,O,O,X,X,O,X,O,O,X
LIZJOTS,X,O,X,O,X,X,X,O,X,X
LIZJOST,O,O,X,O,X,O,X,O,O,X
LIZSTJO,O,O,X,X,O,O,X,X,X,X
LIZSTOJ,O,O,X,X,X,O,X,X,X,O
LIZSJTO,O,O,X,X,O,O,X,X,X,X
LIZSJOT,O,O,X,X,X,O,X,O,O,X
LIZSOTJ,X,O,X,X,X,O,X,X,X,O
LIZSOJT,O,O,X,O,X,O,X,O,O,X
LIZOTJS,O,O,X,O,X,X,X,O,X,X
LIZOTSJ,O,O,X,X,X,X,X,O,X,X
LIZOJTS,X,O,X,O,X,X,X,O,X,X
LIZOJST,O,O,X,O,X,O,X,O,O,X
LIZOSTJ,X,O,X,X,X,O,X,X,X,O
LIZOSJT,O,O,X,O,X,O,X,O,O,X
LIOTJSZ,X,O,X,X,O,X,X,X,X,X
LIOTJZS,X,O,X,O,O,X,X,O,X,X
LIOTSJZ,X,O,X,X,O,X,X,X,X,X
LIOTSZJ,X,O,X,X,O,X,X,O,X,X
LIOTZJS,X,O,X,O,O,X,X,O,X,X
LIOTZSJ,X,O,X,X,O,X,X,O,X,X
LIOJTSZ,X,X,X,X,O,X,X,X,X,X
LIOJTZS,X,X,X,O,O,X,X,O,X,X
LIOJSTZ,X,X,X,X,O,X,X,X,X,X
LIOJSZT,O,O,X,O,O,X,X,X,X,X
LIOJZTS,X,O,X,O,O,X,X,O,X,X
LIOJZST,X,O,X,O,O,X,X,O,X,X
LIOSTJZ,X,O,X,X,O,X,X,X,X,X
LIOSTZJ,X,O,X,X,O,O,X,O,X,O
LIOSJTZ,X,X,X,X,O,X,X,X,X,O
LIOSJZT,O,O,X,O,O,O,X,X,X,O
LIOSZTJ,X,O,X,X,O,O,X,X,X,O
LIOSZJT,X,O,X,O,O,O,X,O,O,X
LIOZTJS,O,O,X,O,O,X,X,O,X,X
LIOZTSJ,O,O,X,X,O,X,X,O,X,X
LIOZJTS,X,O,X,O,O,X,X,O,X,X
LIOZJST,O,O,X,O,O,O,X,O,O,X
LIOZSTJ,X,O,X,X,O,O,X,X,X,O
LIOZSJT,O,O,X,O,O,O,X,O,O,X
LJTISZO,O,O,X,X,O,X,X,X,X,X
LJTISOZ,O,X,X,X,O,X,X,X,X,X
LJTIZSO,O,O,X,X,O,X,O,X,X,X
LJTIZOS,O,O,X,O,X,X,O,X,X,X
LJTIOSZ,O,X,X,O,O,X,X,X,X,X
LJTIOZS,O,X,X,O,X,X,O,X,X,X
LJTSIZO,O,O,O,X,O,O,X,X,X,X
LJTSIOZ,O,X,O,X,O,O,X,X,X,X
LJTSZIO,O,O,O,X,X,O,O,X,X,X
LJTSZOI,O,O,O,O,X,X,O,X,X,X
LJTSOIZ,O,X,O,O,O,X,X,X,X,X
LJTSOZI,O,O,O,O,X,X,O,X,X,X
LJTZISO,O,O,O,X,X,X,O,X,X,X
LJTZIOS,O,O,O,O,X,X,O,X,X,X
LJTZSIO,O,O,O,X,X,O,O,X,X,X
LJTZSOI,O,O,O,O,X,X,O,X,X,X
LJTZOIS,O,O,O,O,X,X,O,X,X,X
LJTZOSI,O,O,O,O,X,X,O,X,X,X
LJTOISZ,O,O,X,O,O,X,X,X,X,X
LJTOIZS,O,O,X,O,O,X,O,X,X,X
LJTOSIZ,O,O,O,O,O,X,X,X,X,X
LJTOSZI,O,O,O,O,X,X,O,X,X,X
LJTOZIS,O,O,O,O,X,X,O,X,X,X
LJTOZSI,O,O,O,O,X,X,O,X,X,X
LJITSZO,O,X,X,X,O,X,X,X,X,X
LJITSOZ,O,X,X,X,O,X,X,X,X,X
LJITZSO,O,X,X,X,O,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,O,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,X,X,X
LJISTZO,O,X,O,X,O,X,X,X,X,X
LJISTOZ,O,X,X,X,O,X,X,X,X,X
LJISZTO,O,O,O,X,O,O,X,X,X,X
LJISZOT,O,O,O,X,X,O,X,X,X,X
LJISOTZ,X,X,X,X,O,X,X,X,X,X
LJISOZT,O,X,O,X,O,X,X,X,X,X
LJIZTSO,O,O,O,X,O,X,X,X,X,X
LJIZTOS,O,O,O,X,X,X,X,X,X,X
LJIZSTO,O,O,O,X,O,O,X,X,X,X
LJIZSOT,O,O,O,X,X,O,X,X,X,X
LJIZOTS,X,O,X,O,X,X,X,X,X,X
LJIZOST,O,O,X,O,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,O,X,X,X,X,X
LJIOTZS,X,X,X,O,O,X,X,X,X,X
LJIOSTZ,X,X,X,X,O,X,X,X,X,X
LJIOSZT,O,O,X,O,O,X,X,X,X,X
LJIOZTS,X,X,X,O,O,X,X,X,X,X
LJIOZST,X,X,X,O,O,X,X,X,X,X
LJSTIZO,O,X,O,X,O,O,X,X,X,X
LJSTIOZ,O,X,O,X,O,O,X,X,X,X
LJSTZIO,O,O,O,X,X,O,X,X,X,X
LJSTZOI,O,X,O,X,X,X,X,X,X,X
LJSTOIZ,O,X,O,X,O,X,X,X,X,X
LJSTOZI,O,X,O,X,X,X,X,X,X,X
LJSITZO,O,X,O,X,O,X,X,X,X,X
LJSITOZ,O,X,O,X,O,X,X,X,X,X
LJSIZTO,O,O,O,X,O,O,X,X,X,X
LJSIZOT,O,O,O,X,X,O,X,X,X,X
LJSIOTZ,X,X,X,X,O,X,X,X,X,X
LJSIOZT,O,X,O,X,O,O,X,X,X,X
LJSZTIO,O,O,O,X,X,O,X,X,X,X
LJSZTOI,O,X,O,X,X,X,X,X,X,X
LJSZITO,O,O,O,X,O,O,X,X,X,X
LJSZIOT,O,O,O,X,X,O,X,X,X,X
LJSZOTI,O,O,O,O,X,X,X,X,X,X
LJSZOIT,O,O,O,O,O,O,X,X,X,X
LJSOTIZ,O,X,O,X,O,X,X,X,X,X
LJSOTZI,O,O,O,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,O,X,X,X,X,X
LJSOIZT,O,O,O,O,O,X,X,X,X,X
LJSOZTI,O,O,O,O,X,X,X,X,X,X
LJSOZIT,O,O,O,O,O,O,X,X,X,X
LJZTISO,O,O,O,X,X,X,O,X,X,X
LJZTIOS,O,O,O,O,X,X,O,X,X,X
LJZTSIO,O,O,O,X,X,O,O,X,X,X
LJZTSOI,O,O,O,O,X,X,O,X,X,X
LJZTOIS,O,O,O,O,X,X,O,X,X,X
LJZTOSI,O,O,O,O,X,X,O,X,X,X
LJZITSO,O,O,O,X,O,X,X,X,X,X
LJZITOS,O,O,O,X,X,X,X,O,X,X
LJZISTO,O,O,O,X,O,O,X,X,X,X
LJZISOT,O,O,O,X,X,O,X,O,X,X
LJZIOTS,X,O,X,O,X,X,X,O,X,X
LJZIOST,O,O,X,O,X,O,X,O,X,X
LJZSTIO,O,O,O,X,X,O,X,X,X,X
LJZSTOI,O,X,O,X,X,X,X,X,X,X
LJZSITO,O,O,O,X,O,O,X,X,X,X
LJZSIOT,O,O,O,X,X,O,X,X,X,X
LJZSOTI,O,O,O,O,X,X,X,X,X,X
LJZSOIT,O,O,O,O,O,O,X,X,X,X
LJZOTIS,O,O,X,O,X,X,O,X,X,X
LJZOTSI,O,O,X,O,X,X,O,X,X,X
LJZOITS,X,O,X,O,O,X,X,X,X,X
LJZOIST,O,O,X,O,O,X,X,X,X,X
LJZOSTI,O,O,X,O,X,X,X,X,X,X
LJZOSIT,O,O,X,O,O,O,X,X,X,X
LJOTISZ,O,O,X,O,O,X,X,X,X,X
LJOTIZS,O,O,X,O,O,X,O,X,X,X
LJOTSIZ,O,O,X,O,O,X,X,X,X,X
LJOTSZI,O,O,X,O,X,X,O,X,X,X
LJOTZIS,O,O,X,O,X,X,O,X,X,X
LJOTZSI,O,O,X,O,X,X,O,X,X,X
LJOITSZ,X,X,X,X,O,X,X,X,X,X
LJOITZS,X,X,X,O,O,X,X,X,X,X
LJOISTZ,X,X,X,X,O,X,X,X,X,X
LJOISZT,O,O,X,O,O,X,X,X,X,X
LJOIZTS,X,O,X,O,O,X,X,X,X,X
LJOIZST,X,O,X,O,O,X,X,X,X,X
LJOSTIZ,O,O,X,X,O,X,X,X,X,X
LJOSTZI,O,O,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,O,X,X,X,X,X
LJOSIZT,O,O,X,O,O,X,X,X,X,X
LJOSZTI,O,O,X,O,X,X,X,X,X,X
LJOSZIT,O,O,X,O,O,O,X,X,X,X
LJOZTIS,O,O,X,O,X,X,O,X,X,X
LJOZTSI,O,O,X,O,X,X,O,X,X,X
LJOZITS,X,O,X,O,O,X,X,X,X,X
LJOZIST,O,O,X,O,O,X,X,X,X,X
LJOZSTI,O,O,X,O,X,X,X,X,X,X
LJOZSIT,O,O,X,O,O,O,X,X,X,X
LSTIJZO,O,X,X,X,O,O,X,X,X,X
LSTIJOZ,O,X,X,X,O,O,X,X,X,X
LSTIZJO,O,X,X,X,O,O,X,X,X,X
LSTIZOJ,O,X,X,X,X,O,X,X,X,X
LSTIOJZ,O,X,X,X,O,O,X,X,X,X
LSTIOZJ,O,X,X,X,O,O,X,X,X,X
LSTJIZO,O,O,X,X,O,O,X,X,X,X
LSTJIOZ,O,X,X,X,O,O,X,X,X,X
LSTJZIO,O,O,X,X,X,O,X,X,X,X
LSTJZOI,O,O,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,X,O,X,X,X,X,X
LSTJOZI,O,O,X,X,X,X,X,X,X,X
LSTZIJO,O,O,X,X,O,O,X,X,X,X
LSTZIOJ,O,O,X,X,X,O,X,X,X,X
LSTZJIO,O,O,X,X,X,O,X,X,X,X
LSTZJOI,O,O,X,X,X,X,X,X,X,X
LSTZOIJ,O,O,X,X,O,X,X,X,X,O
LSTZOJI,O,O,X,X,X,X,X,X,X,O
LSTOIJZ,O,O,X,X,O,O,X,X,X,X
LSTOIZJ,O,O,X,X,O,O,X,X,X,X
LSTOJIZ,O,O,X,X,O,X,X,X,X,X
LSTOJZI,O,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,O,X,X,X,X,O
LSTOZJI,O,O,X,X,X,X,X,X,X,O
LSITJZO,O,X,X,X,O,O,X,X,X,X
LSITJOZ,O,X,X,X,O,O,X,X,X,X
LSITZJO,O,X,X,X,O,O,X,X,X,X
LSITZOJ,O,X,X,X,X,O,X,X,X,O
LSITOJZ,O,X,X,X,O,O,X,X,X,X
LSITOZJ,O,X,X,X,O,O,X,X,X,O
LSIJTZO,O,X,X,X,O,X,X,X,X,O
LSIJTOZ,O,X,X,X,O,X,X,X,X,O
LSIJZTO,O,X,X,X,O,O,X,X,X,O
LSIJZOT,O,X,X,X,X,O,X,X,X,O
LSIJOTZ,X,X,X,X,O,X,X,X,X,O
LSIJOZT,O,X,X,X,O,O,X,X,X,O
LSIZTJO,O,O,X,X,O,O,X,X,X,X
LSIZTOJ,O,O,X,X,X,O,X,X,X,O
LSIZJTO,O,O,X,X,O,O,X,X,X,X
LSIZJOT,O,O,X,X,X,O,X,X,X,X
LSIZOTJ,X,O,X,X,X,O,X,X,X,O
LSIZOJT,O,O,X,X,X,O,X,X,X,X
LSIOTJZ,X,X,X,X,O,X,X,X,X,X
LSIOTZJ,X,O,X,X,O,O,X,X,X,O
LSIOJTZ,X,X,X,X,O,X,X,X,X,O
LSIOJZT,O,O,X,X,O,O,X,X,X,O
LSIOZTJ,X,O,X,X,O,O,X,X,X,O
LSIOZJT,X,O,X,X,O,O,X,X,X,X
LSJTIZO,O,X,X,X,O,O,X,X,X,X
LSJTIOZ,O,X,X,X,O,O,X,X,X,X
LSJTZIO,O,O,X,X,X,O,X,X,X,X
LSJTZOI,O,X,X,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,X,O,X,X,X,X,X
LSJTOZI,O,X,X,X,X,X,X,X,X,X
LSJITZO,O,X,X,X,O,X,X,X,X,X
LSJITOZ,O,X,X,X,O,X,X,X,X,X
LSJIZTO,O,O,X,X,O,O,X,X,X,X
LSJIZOT,O,O,X,X,X,O,X,X,X,X
LSJIOTZ,X,X,X,X,O,X,X,X,X,X
LSJIOZT,O,X,X,X,O,O,X,X,X,X
LSJZTIO,O,O,X,X,X,O,X,X,X,X
LSJZTOI,O,X,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,X,O,O,X,X,X,X
LSJZIOT,O,O,X,X,X,O,X,X,X,X
LSJZOTI,O,X,X,O,X,X,X,X,X,X
LSJZOIT,O,O,X,O,O,O,X,X,X,X
LSJOTIZ,O,X,X,X,O,X,X,X,X,X
LSJOTZI,O,X,X,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,O,X,X,X,X,X
LSJOIZT,O,X,X,O,O,X,X,X,X,X
LSJOZTI,O,X,X,O,X,X,X,X,X,X
LSJOZIT,O,O,X,O,O,O,X,X,X,X
LSZTIJO,O,O,X,X,O,O,X,X,X,X
LSZTIOJ,O,O,X,X,X,O,X,X,X,X
LSZTJIO,O,O,X,X,X,O,X,X,X,X
LSZTJOI,O,O,X,X,X,X,X,X,X,X
LSZTOIJ,O,O,X,X,O,X,X,X,X,O
LSZTOJI,O,O,X,X,X,X,X,X,X,O
LSZITJO,O,O,X,X,O,O,X,X,X,X
LSZITOJ,O,O,X,X,X,O,X,X,X,X
LSZIJTO,O,O,X,X,O,O,X,X,X,X
LSZIJOT,O,O,X,X,X,O,X,X,X,X
LSZIOTJ,X,O,X,X,X,O,X,X,X,X
LSZIOJT,O,O,X,O,X,O,X,X,X,X
LSZJTIO,O,O,X,X,X,O,X,X,X,X
LSZJTOI,O,X,X,X,X,X,X,X,X,X
LSZJITO,O,O,X,X,O,O,X,X,X,X
LSZJIOT,O,O,X,X,X,O,X,X,X,X
LSZJOTI,O,X,X,O,X,X,X,X,X,X
LSZJOIT,O,O,X,O,O,O,X,X,X,X
