sequence,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBciBTeBWsBFo?BSyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBqiBTeB8mB+t?BlsB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFUdBGeB6mB/oBTn?BVyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF8iB+jBlhB/sBCn?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFGdBlhB6oBXnB8s?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBFeBTiBcoBWs?BSyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFXeBSoBUnBlmBTt?BGsB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFFdBXeB0hBSoBGs?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cB+jBliBzmBCt?BUtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBliBzmBCtBct?BGtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFlhBcnBTjBCnBGt?BXtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBliBzmBGtBct?BCtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF+jBlhB3iBzmBCt?BUtB
JTOLZSI,O,O,X,X,X,O,X,O,X,X,X,X,X
JTOSILZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JTOSIZL,O,O,O,O,O,X,X,X,X,X,X,O,X
JTOSLIZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JTOSLZI,X,O,O,O,X,O,X,X,X,X,X,X,X
JTOSZIL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTOSZLI,O,O,O,O,O,X,X,X,X,X,X,X,X
JTOZILS,O,O,X,O,X,X,X,O,X,X,O,X,X
JTOZISL,O,O,O,O,X,X,X,O,X,X,O,X,X
JTOZLIS,O,O,X,O,X,X,X,O,X,X,O,X,X
JTOZLSI,O,O,X,X,X,X,X,O,X,X,X,X,X
JTOZSIL,O,O,O,O,X,X,X,O,X,X,O,X,X
JTOZSLI,O,O,O,X,X,X,X,O,X,X,X,X,X
JITLSZO,O,O,O,X,O,O,X,O,X,X,X,X,O
JITLSOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JITLZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JITLZOS,O,O,X,X,X,O,X,O,X,X,X,X,X
JITLOSZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JITLOZS,O,O,O,X,X,O,X,X,X,X,X,X,X
JITSLZO,O,O,O,X,O,O,X,X,X,X,X,X,X
JITSLOZ,X,O,O,X,X,O,X,X,X,X,X,X,X
JITSZLO,O,O,O,X,O,X,X,X,X,X,X,X,X
JITSZOL,O,O,O,X,O,X,X,X,X,X,X,X,X
JITSOLZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JITSOZL,O,O,O,O,O,X,X,X,X,X,X,X,X
JITZLSO,O,O,X,X,X,X,X,O,X,X,X,X,X
JITZLOS,O,O,X,X,X,X,X,O,X,X,O,X,X
JITZSLO,O,O,X,X,O,X,X,O,X,X,X,X,X
JITZSOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JITZOLS,O,O,X,X,X,X,X,O,X,X,O,X,X
JITZOSL,O,O,X,X,X,X,X,O,X,X,O,X,X
JITOLSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JITOLZS,O,O,X,O,X,O,X,O,X,X,X,X,X
JITOSLZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JITOSZL,O,O,O,O,O,X,X,X,X,X,X,O,X
JITOZLS,O,O,X,O,X,X,X,O,X,X,O,O,X
JITOZSL,O,O,O,O,X,X,X,O,X,X,O,O,X
JILTSZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JILTSOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JILTZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JILTZOS,O,O,X,X,X,O,X,O,X,X,X,X,X
JILTOSZ,O,O,O,X,X,O,X,X,O,X,X,X,O
JILTOZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JILSTZO,O,X,X,X,X,O,X,O,X,X,X,X,O
JILSTOZ,O,X,X,X,X,O,X,O,X,X,X,X,O
JILSZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JILSZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JILSOTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
JILSOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JILZTSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JILZTOS,O,O,X,X,X,O,X,O,X,X,O,X,X
JILZSTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JILZSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JILZOTS,O,X,O,X,X,O,X,O,O,X,O,X,X
JILZOST,O,X,X,X,X,O,X,O,O,X,X,X,X
JILOTSZ,O,O,O,X,X,O,X,O,O,X,X,X,O
JILOTZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JILOSTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
JILOSZT,O,X,X,X,X,O,X,O,O,O,X,O,X
JILOZTS,O,X,O,X,X,O,X,O,O,O,O,O,X
JILOZST,O,X,X,X,X,O,X,O,O,O,X,O,X
JISTLZO,O,O,X,X,O,O,X,X,X,X,X,X,X
JISTLOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
JISTZLO,O,O,X,X,O,X,X,X,X,X,X,X,X
JISTZOL,O,O,X,X,O,X,X,X,X,X,X,X,X
JISTOLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JISTOZL,O,O,X,O,O,X,X,X,X,X,X,X,X
JISLTZO,O,X,X,X,X,O,X,O,X,X,X,X,X
JISLTOZ,O,X,X,X,X,O,X,O,X,X,X,X,X
JISLZTO,O,O,X,X,X,O,X,O,X,X,X,X,X
JISLZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JISLOTZ,X,X,X,X,X,O,X,O,X,X,X,X,X
JISLOZT,O,X,X,X,X,O,X,O,X,X,X,X,X
JISZTLO,O,O,X,X,O,X,X,O,X,X,X,X,X
JISZTOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JISZLTO,O,O,X,X,O,O,X,O,X,X,X,X,X
JISZLOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JISZOTL,O,O,X,X,X,X,X,O,X,X,O,X,X
JISZOLT,O,X,X,X,X,O,X,O,X,X,X,X,X
JISOTLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JISOTZL,X,O,X,O,X,X,X,X,X,X,X,O,X
JISOLTZ,X,X,X,O,X,O,X,O,X,X,X,X,X
JISOLZT,O,X,X,O,X,O,X,O,X,O,X,O,X
JISOZTL,O,O,X,O,X,X,X,O,X,X,O,O,X
JISOZLT,O,X,X,O,X,O,X,O,X,X,X,O,X
JIZTLSO,O,O,X,X,X,X,X,O,X,X,X,X,X
JIZTLOS,O,O,X,X,X,X,X,O,X,X,O,X,X
JIZTSLO,O,O,X,X,X,X,X,O,X,X,X,X,X
JIZTSOL,O,O,X,X,X,X,X,O,X,X,O,X,X
JIZTOLS,O,O,X,X,X,X,X,O,X,X,O,X,X
JIZTOSL,O,O,X,X,X,X,X,O,X,X,O,X,X
JIZLTSO,O,O,X,X,X,O,X,O,X,X,X,X,X
JIZLTOS,O,O,X,X,X,O,X,O,X,X,O,X,X
JIZLSTO,O,O,X,X,O,O,X,O,X,X,X,X,X
JIZLSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JIZLOTS,O,X,X,X,X,O,X,O,X,X,O,X,X
JIZLOST,O,X,X,X,X,O,X,O,X,X,X,X,X
JIZSTLO,O,O,X,X,O,X,X,O,X,X,X,X,X
JIZSTOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JIZSLTO,O,O,X,X,O,O,X,O,X,X,X,X,X
JIZSLOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JIZSOTL,O,O,X,X,X,X,X,O,X,X,O,X,X
JIZSOLT,O,X,X,X,X,O,X,O,X,X,X,X,X
JIZOTLS,O,O,X,X,X,X,X,O,X,X,O,O,X
JIZOTSL,O,O,X,X,X,X,X,O,X,X,O,O,X
JIZOLTS,O,X,X,X,X,O,O,O,X,X,O,O,X
JIZOLST,O,X,X,X,X,O,O,O,X,X,X,O,X
JIZOSTL,O,O,X,X,X,X,X,O,X,X,O,O,X
JIZOSLT,O,X,X,X,X,O,X,O,X,X,X,O,X
JIOTLSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JIOTLZS,O,O,X,O,X,O,X,O,X,X,X,X,X
JIOTSLZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JIOTSZL,O,O,O,O,X,X,X,X,X,X,X,O,X
JIOTZLS,O,O,X,O,X,X,X,O,X,X,O,O,X
JIOTZSL,O,O,O,O,X,X,X,O,X,X,O,O,X
JIOLTSZ,O,O,X,X,X,O,X,O,X,X,X,X,X
JIOLTZS,O,O,X,O,X,O,X,O,X,X,X,X,X
JIOLSTZ,X,X,X,O,X,O,X,O,X,X,X,X,X
JIOLSZT,O,X,X,O,X,O,O,O,X,O,X,O,X
JIOLZTS,O,X,X,O,X,O,O,O,X,O,O,O,X
JIOLZST,O,X,X,X,X,O,O,O,X,O,X,O,X
JIOSTLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JIOSTZL,X,O,X,O,X,X,X,X,X,X,X,O,X
JIOSLTZ,X,X,X,O,X,O,X,O,X,X,X,X,X
JIOSLZT,O,X,X,O,X,O,X,O,X,O,X,O,X
JIOSZTL,O,O,X,O,X,X,X,O,X,X,O,O,X
JIOSZLT,O,X,X,O,X,O,X,O,X,X,X,O,X
JIOZTLS,O,O,X,O,X,X,X,O,X,X,O,O,X
JIOZTSL,O,O,O,O,X,X,X,O,X,X,O,O,X
JIOZLTS,O,X,X,O,X,O,O,O,X,X,O,O,X
JIOZLST,O,X,X,X,X,O,O,O,X,X,X,O,X
JIOZSTL,O,O,X,O,X,X,X,O,X,X,O,O,X
JIOZSLT,O,X,X,O,X,O,X,O,X,X,X,O,X
JLTISZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTISOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTIZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTIZOS,O,O,X,X,X,O,X,O,X,X,X,X,X
JLTIOSZ,O,O,O,X,X,O,X,X,O,X,X,X,O
JLTIOZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTSIZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTSIOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTSZIO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTSZOI,O,O,O,X,X,O,X,O,X,X,X,X,X
JLTSOIZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTSOZI,O,O,O,X,X,O,X,X,X,X,X,X,X
JLTZISO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTZIOS,O,O,X,X,X,O,X,O,X,X,X,X,X
JLTZSIO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLTZSOI,O,O,O,X,X,O,X,O,X,X,X,X,X
JLTZOIS,O,O,X,X,X,O,X,O,X,X,X,X,X
JLTZOSI,O,O,X,X,X,O,X,O,X,X,X,X,X
JLTOISZ,O,O,O,X,X,O,X,X,O,X,X,X,O
JLTOIZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTOSIZ,O,O,O,X,X,O,X,X,O,X,X,X,O
JLTOSZI,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTOZIS,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTOZSI,O,O,O,X,X,O,X,X,O,X,X,X,X
JLITSZO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLITSOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JLITZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLITZOS,O,O,X,X,X,O,X,O,X,X,X,X,X
JLITOSZ,O,O,O,X,X,O,X,X,O,X,X,X,O
JLITOZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JLISTZO,O,X,X,X,X,O,X,O,X,X,X,X,O
JLISTOZ,O,X,X,X,X,O,X,O,X,X,X,X,O
JLISZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLISZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLISOTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
JLISOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLIZTSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLIZTOS,O,O,X,X,X,O,X,O,X,X,O,X,X
JLIZSTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLIZSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLIZOTS,O,X,O,X,X,O,X,O,O,X,O,X,X
JLIZOST,O,X,X,X,X,O,X,O,O,X,X,X,X
JLIOTSZ,O,O,O,X,X,O,X,O,O,X,X,X,O
JLIOTZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JLIOSTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
JLIOSZT,O,X,X,X,X,O,X,O,O,O,X,O,X
JLIOZTS,O,X,O,X,X,O,X,O,O,O,O,O,X
JLIOZST,O,X,X,X,X,O,X,O,O,O,X,O,X
JLSTIZO,O,X,X,X,X,O,X,O,X,X,X,X,O
JLSTIOZ,O,X,X,X,X,O,X,O,X,X,X,X,O
JLSTZIO,O,X,X,X,X,O,X,O,X,X,X,X,O
JLSTZOI,O,X,X,X,X,O,X,O,X,X,X,X,X
JLSTOIZ,O,X,X,X,X,O,X,O,X,X,X,X,O
JLSTOZI,O,X,X,X,X,O,X,X,X,X,X,X,X
JLSITZO,O,X,X,X,X,O,X,O,X,X,X,X,O
JLSITOZ,O,X,X,X,X,O,X,O,X,X,X,X,O
JLSIZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLSIZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLSIOTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
JLSIOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLSZTIO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLSZTOI,O,O,X,X,X,O,X,O,X,X,X,X,X
JLSZITO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLSZIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLSZOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JLSZOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLSOTIZ,X,X,X,X,X,O,X,O,O,X,X,X,O
JLSOTZI,X,X,X,X,X,O,X,X,O,X,X,X,X
JLSOITZ,X,X,X,X,X,O,X,O,O,X,X,X,O
JLSOIZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLSOZTI,O,X,X,X,X,O,X,O,O,X,X,X,X
JLSOZIT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLZTISO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLZTIOS,O,O,X,X,X,O,X,O,X,X,O,X,X
JLZTSIO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLZTSOI,O,O,O,X,X,O,X,O,X,X,X,X,X
JLZTOIS,O,O,X,X,X,O,X,O,X,X,O,X,X
JLZTOSI,O,O,X,X,X,O,X,O,X,X,X,X,X
JLZITSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JLZITOS,O,O,X,X,X,O,X,O,X,X,O,X,X
JLZISTO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLZISOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLZIOTS,O,X,O,X,X,O,X,O,O,X,O,X,X
JLZIOST,O,X,X,X,X,O,X,O,O,X,X,X,X
JLZSTIO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLZSTOI,O,O,X,X,X,O,X,O,X,X,X,X,X
JLZSITO,O,O,X,X,X,O,X,O,X,X,X,X,O
JLZSIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLZSOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JLZSOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JLZOTIS,O,X,O,X,X,O,X,O,O,X,O,X,X
JLZOTSI,O,X,O,X,X,O,X,O,O,X,X,X,X
JLZOITS,O,X,O,X,X,O,X,O,O,X,O,X,X
JLZOIST,O,X,X,X,X,O,X,O,O,X,X,X,X
JLZOSTI,O,X,X,X,X,O,X,O,O,X,X,X,X
JLZOSIT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLOTISZ,O,O,O,X,X,O,X,O,O,X,X,X,O
JLOTIZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JLOTSIZ,O,O,O,X,X,O,X,O,O,X,X,X,O
JLOTSZI,O,O,O,X,X,O,X,O,O,X,X,X,X
JLOTZIS,O,O,O,X,X,O,X,O,O,X,X,X,X
JLOTZSI,O,O,O,X,X,O,X,O,O,X,X,X,X
JLOITSZ,O,O,O,X,X,O,X,O,O,X,X,X,O
JLOITZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JLOISTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
JLOISZT,O,X,X,X,X,O,X,O,O,O,X,O,X
JLOIZTS,O,X,O,X,X,O,X,O,O,O,O,O,X
JLOIZST,O,X,X,X,X,O,X,O,O,O,X,O,X
JLOSTIZ,X,X,X,X,X,O,X,O,O,X,X,X,O
JLOSTZI,X,X,X,X,X,O,X,O,O,X,X,X,X
JLOSITZ,X,X,X,X,X,O,X,O,O,X,X,X,O
JLOSIZT,O,X,X,X,X,O,X,O,O,O,X,O,X
JLOSZTI,O,X,X,X,X,O,X,O,O,X,X,X,X
JLOSZIT,O,X,X,X,X,O,X,O,O,X,X,X,X
JLOZTIS,O,X,O,X,X,O,X,O,O,X,O,X,X
JLOZTSI,O,X,O,X,X,O,X,O,O,X,X,X,X
JLOZITS,O,X,O,X,X,O,X,O,O,X,O,X,X
JLOZIST,O,X,X,X,X,O,X,O,O,X,X,X,X
JLOZSTI,O,X,X,X,X,O,X,O,O,X,X,X,X
JLOZSIT,O,X,X,X,X,O,X,O,O,X,X,X,X
JSTILZO,O,O,X,X,O,O,X,X,X,X,X,X,X
JSTILOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
JSTIZLO,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTIZOL,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTIOLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JSTIOZL,O,O,X,O,O,X,X,X,X,X,X,X,X
JSTLIZO,O,O,X,X,O,O,X,X,X,X,X,X,X
JSTLIOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
JSTLZIO,O,O,X,X,O,O,X,X,X,X,X,X,X
JSTLZOI,O,O,X,X,O,O,X,X,X,X,X,X,X
JSTLOIZ,X,O,X,X,X,O,X,X,X,X,X,X,X
JSTLOZI,X,O,X,X,X,O,X,X,X,X,X,X,X
JSTZILO,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTZIOL,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTZLIO,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTZLOI,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTZOIL,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTZOLI,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTOILZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JSTOIZL,O,O,X,O,O,X,X,X,X,X,X,X,X
JSTOLIZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JSTOLZI,X,O,X,O,X,O,X,X,X,X,X,X,X
JSTOZIL,O,O,X,O,O,X,X,X,X,X,X,X,X
JSTOZLI,O,O,X,O,O,X,X,X,X,X,X,X,X
JSITLZO,O,O,X,X,O,O,X,X,X,X,X,X,X
JSITLOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
JSITZLO,O,O,X,X,O,X,X,X,X,X,X,X,X
JSITZOL,O,O,X,X,O,X,X,X,X,X,X,X,X
JSITOLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JSITOZL,O,O,X,O,O,X,X,X,X,X,X,X,X
JSILTZO,O,X,X,X,X,O,X,O,X,X,X,X,X
JSILTOZ,O,X,X,X,X,O,X,O,X,X,X,X,X
JSILZTO,O,O,X,X,X,O,X,O,X,X,X,X,X
JSILZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSILOTZ,X,X,X,X,X,O,X,O,X,X,X,X,X
JSILOZT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSIZTLO,O,O,X,X,O,X,X,O,X,X,X,X,X
JSIZTOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JSIZLTO,O,O,X,X,O,O,X,O,X,X,X,X,X
JSIZLOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSIZOTL,O,O,X,X,X,X,X,O,X,X,O,X,X
JSIZOLT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSIOTLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JSIOTZL,X,O,X,O,X,X,X,X,X,X,X,O,X
JSIOLTZ,X,X,X,O,X,O,X,O,X,X,X,X,X
JSIOLZT,O,X,X,O,X,O,X,O,X,O,X,O,X
JSIOZTL,O,O,X,O,X,X,X,O,X,X,O,O,X
JSIOZLT,O,X,X,O,X,O,X,O,X,X,X,O,X
JSLTIZO,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLTIOZ,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLTZIO,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLTZOI,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLTOIZ,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLTOZI,O,X,X,X,X,O,X,X,X,X,X,X,X
JSLITZO,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLITOZ,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLIZTO,O,O,X,X,X,O,X,O,X,X,X,X,X
JSLIZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLIOTZ,X,X,X,X,X,O,X,O,X,X,X,X,X
JSLIOZT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLZTIO,O,O,X,X,X,O,X,O,X,X,X,X,X
JSLZTOI,O,O,X,X,X,O,X,O,X,X,X,X,X
JSLZITO,O,O,X,X,X,O,X,O,X,X,X,X,X
JSLZIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLZOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLZOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLOTIZ,X,X,X,X,X,O,X,O,X,X,X,X,X
JSLOTZI,X,X,X,X,X,O,X,X,X,X,X,X,X
JSLOITZ,X,X,X,X,X,O,X,O,X,X,X,X,X
JSLOIZT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLOZTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JSLOZIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSZTILO,O,O,X,X,O,X,X,O,X,X,X,X,X
JSZTIOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JSZTLIO,O,O,X,X,O,X,X,O,X,X,X,X,X
JSZTLOI,O,O,X,X,O,X,X,O,X,X,X,X,X
JSZTOIL,O,O,X,X,O,X,X,O,X,X,O,X,X
JSZTOLI,O,O,X,X,O,X,X,O,X,X,X,X,X
JSZITLO,O,O,X,X,O,X,X,O,X,X,X,X,X
JSZITOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JSZILTO,O,O,X,X,O,O,X,O,X,X,X,X,X
JSZILOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSZIOTL,O,O,X,X,X,X,X,O,X,X,O,X,X
JSZIOLT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSZLTIO,O,O,X,X,O,O,X,O,X,X,X,X,X
JSZLTOI,O,O,X,X,O,O,X,O,X,X,X,X,X
JSZLITO,O,O,X,X,O,O,X,O,X,X,X,X,X
JSZLIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSZLOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JSZLOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSZOTIL,O,O,X,X,X,X,X,O,X,X,O,X,X
JSZOTLI,O,O,X,X,X,X,X,O,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,X,O,X,X,O,X,X
JSZOILT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSZOLTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JSZOLIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JSOTILZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JSOTIZL,X,O,X,O,X,X,X,X,X,X,X,O,X
JSOTLIZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JSOTLZI,X,O,X,O,X,O,X,X,X,X,X,X,X
JSOTZIL,X,O,X,O,X,X,X,X,X,X,X,X,X
JSOTZLI,X,O,X,O,X,X,X,X,X,X,X,X,X
JSOITLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JSOITZL,X,O,X,O,X,X,X,X,X,X,X,O,X
JSOILTZ,X,X,X,O,X,O,X,O,X,X,X,X,X
JSOILZT,O,X,X,O,X,O,X,O,X,O,X,O,X
JSOIZTL,O,O,X,O,X,X,X,O,X,X,O,O,X
JSOIZLT,O,X,X,O,X,O,X,O,X,X,X,O,X
JSOLTIZ,X,X,X,O,X,O,X,O,O,X,X,X,X
JSOLTZI,X,X,X,O,X,O,X,O,O,X,X,X,X
JSOLITZ,X,X,X,O,X,O,X,O,O,X,X,X,X
JSOLIZT,O,X,X,O,X,O,X,O,O,O,X,O,X
JSOLZTI,O,X,X,O,X,O,X,O,O,X,X,X,X
JSOLZIT,O,X,X,O,X,O,X,O,O,X,X,X,X
JSOZTIL,O,O,X,O,X,X,X,O,X,X,O,X,X
JSOZTLI,O,O,X,O,X,X,X,O,X,X,X,X,X
JSOZITL,O,O,X,O,X,X,X,O,X,X,O,O,X
JSOZILT,O,X,X,O,X,O,X,O,X,X,X,O,X
JSOZLTI,O,X,X,O,X,O,X,O,X,X,X,X,X
JSOZLIT,O,X,X,O,X,O,X,O,X,X,X,X,X
JZTILSO,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTILOS,O,O,X,X,X,X,X,O,X,X,O,X,X
JZTISLO,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTISOL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZTIOLS,O,O,X,X,X,X,X,O,X,X,O,X,X
JZTIOSL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZTLISO,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTLIOS,O,O,X,X,X,X,X,O,X,X,O,X,X
JZTLSIO,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTLOIS,O,O,X,X,X,X,X,O,X,X,O,X,X
JZTLOSI,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTSILO,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTSIOL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZTSLIO,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTSLOI,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTSOIL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZTSOLI,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTOILS,O,O,X,X,X,X,X,O,X,X,O,X,X
JZTOISL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZTOLIS,O,O,X,X,X,X,X,O,X,X,O,X,X
