sequence,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8Jez7IvhFRdBSjB?UgB3hBmnBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JefBJvhF6hBxdB?UgBTiBOoBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JefBJvhFxcBTeB?UgBCiBmnBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeSAJvhFxcBTeB?lhBfoBmlB8rB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8Jez7IvhFuhBUgB?xiB/rBisBFtB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8Jez7IvhFCdBUgB?xiBOoB/rBFsB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeWBJvhFxcBTeB?UgBymBfoBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeSAJvhFlcBTeB?xlBmnBcnB/rB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JefBJvhFxcBUgB?zhBCjBOoBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeT+IvhFFgBfoB?RmBmmBUmBCsB
LSTOJIZ,O,X,X,O,X,X,O,X,X,X
LSTOJZI,X,X,X,O,X,X,O,X,X,X
LSTOZIJ,O,X,X,O,X,O,O,X,O,X
LSTOZJI,O,X,X,O,X,O,O,X,O,X
LSITJZO,O,X,X,X,O,X,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,X
LSITZJO,O,X,X,X,O,X,X,X,X,X
LSITZOJ,O,X,X,X,O,O,X,X,X,X
LSITOJZ,O,X,X,O,X,X,X,X,X,X
LSITOZJ,O,X,X,O,X,X,X,X,X,X
LSIJTZO,O,X,X,X,O,X,X,O,X,X
LSIJTOZ,O,X,X,O,X,X,X,O,X,X
LSIJZTO,O,X,X,O,O,X,X,O,X,X
LSIJZOT,O,X,X,O,O,O,X,O,X,X
LSIJOTZ,O,X,X,O,X,X,X,O,X,X
LSIJOZT,O,X,X,O,O,X,X,O,X,X
LSIZTJO,O,X,X,O,O,X,X,X,X,X
LSIZTOJ,O,X,X,O,O,O,X,X,X,X
LSIZJTO,O,X,X,O,O,X,X,X,X,X
LSIZJOT,O,X,X,O,O,O,X,X,X,X
LSIZOTJ,O,X,X,O,O,O,X,X,X,X
LSIZOJT,O,X,X,O,O,O,X,X,X,X
LSIOTJZ,X,X,X,O,X,X,X,X,X,X
LSIOTZJ,X,X,X,O,X,X,X,X,X,X
LSIOJTZ,X,X,X,O,X,X,X,O,X,X
LSIOJZT,X,X,X,O,O,X,X,O,X,X
LSIOZTJ,X,X,X,O,O,O,X,X,X,X
LSIOZJT,X,X,X,O,O,O,X,X,X,X
LSJTIZO,O,X,X,X,O,X,X,X,X,X
LSJTIOZ,O,X,X,O,X,X,X,X,X,X
LSJTZIO,O,X,X,O,O,X,X,X,X,X
LSJTZOI,O,X,X,O,O,X,X,X,X,X
LSJTOIZ,O,X,X,O,X,X,X,X,X,X
LSJTOZI,O,X,X,O,X,X,X,X,X,X
LSJITZO,O,X,X,X,O,X,X,O,X,X
LSJITOZ,O,X,X,O,X,X,X,O,X,X
LSJIZTO,O,X,X,O,O,X,X,O,X,X
LSJIZOT,O,X,X,O,O,X,X,O,X,X
LSJIOTZ,O,X,X,O,X,X,X,O,X,X
LSJIOZT,O,X,X,O,O,X,X,O,X,X
LSJZTIO,O,X,X,O,O,X,X,X,X,X
LSJZTOI,O,X,X,O,O,X,X,X,X,X
LSJZITO,O,X,X,O,O,X,X,X,X,X
LSJZIOT,O,X,X,O,O,X,X,X,X,X
LSJZOTI,O,X,X,O,O,X,X,X,X,X
LSJZOIT,O,X,X,O,O,X,X,X,X,X
LSJOTIZ,O,X,X,O,X,X,X,X,X,X
LSJOTZI,X,X,X,O,X,X,X,X,X,X
LSJOITZ,O,X,X,O,X,X,X,O,X,X
LSJOIZT,O,X,X,O,O,X,X,O,X,X
LSJOZTI,O,X,X,O,O,X,X,X,X,X
LSJOZIT,O,X,X,O,O,X,X,X,X,X
LSZTIJO,O,X,X,O,O,O,O,X,X,X
LSZTIOJ,O,X,X,O,O,O,O,X,O,X
LSZTJIO,O,X,X,O,O,O,O,X,X,X
LSZTJOI,O,X,X,O,O,O,O,X,O,X
LSZTOIJ,O,X,X,O,O,O,O,X,O,X
LSZTOJI,O,X,X,O,O,O,O,X,O,X
LSZITJO,O,X,X,O,O,X,X,X,X,X
LSZITOJ,O,X,X,O,O,O,X,X,O,X
LSZIJTO,O,X,X,O,O,X,X,X,X,X
LSZIJOT,O,X,X,O,O,O,X,X,X,X
LSZIOTJ,O,X,X,O,O,O,X,X,X,X
LSZIOJT,O,X,X,O,O,O,X,X,X,X
LSZJTIO,O,X,X,O,O,X,X,X,X,X
LSZJTOI,O,X,X,O,O,X,X,X,O,X
LSZJITO,O,X,X,O,O,X,X,X,X,X
LSZJIOT,O,X,X,O,O,X,X,X,X,X
LSZJOTI,O,X,X,O,O,X,X,X,X,X
LSZJOIT,O,X,X,O,O,X,X,X,X,X
LSZOTIJ,O,X,X,O,O,O,O,X,O,X
LSZOTJI,O,X,X,O,O,O,O,X,O,X
LSZOITJ,O,X,X,O,O,O,X,X,X,X
LSZOIJT,O,X,X,O,O,O,X,X,X,X
LSZOJTI,X,X,X,O,O,X,X,X,X,X
LSZOJIT,O,X,X,O,O,X,X,X,X,X
LSOTIJZ,X,X,X,O,X,X,O,X,X,O
LSOTIZJ,X,X,X,O,X,X,O,X,X,X
LSOTJIZ,X,X,X,O,X,X,O,X,X,X
LSOTJZI,X,X,X,O,X,X,O,X,X,X
LSOTZIJ,X,X,X,O,X,X,O,X,X,X
LSOTZJI,X,X,X,O,X,X,O,X,X,X
LSOITJZ,X,X,X,O,X,X,X,X,X,X
LSOITZJ,X,X,X,O,X,X,X,X,X,X
LSOIJTZ,X,X,X,O,X,X,X,O,X,X
LSOIJZT,X,X,X,O,O,X,X,O,X,X
LSOIZTJ,X,X,X,O,O,X,X,X,X,X
LSOIZJT,X,X,X,O,O,X,X,X,X,X
LSOJTIZ,X,X,X,O,X,X,X,X,X,X
LSOJTZI,X,X,X,O,X,X,X,X,X,X
LSOJITZ,X,X,X,O,X,X,X,O,X,X
LSOJIZT,X,X,X,O,O,X,X,O,X,X
LSOJZTI,X,X,X,O,O,X,X,X,X,X
LSOJZIT,X,X,X,O,O,X,X,X,X,X
LSOZTIJ,X,X,X,O,O,X,O,X,X,X
LSOZTJI,X,X,X,O,O,X,O,X,X,X
LSOZITJ,X,X,X,O,O,X,X,X,X,X
LSOZIJT,X,X,X,O,O,X,X,X,X,X
LSOZJTI,X,X,X,O,O,X,X,X,X,X
LSOZJIT,X,X,X,O,O,X,X,X,X,X
LZTIJSO,O,X,O,O,X,X,O,X,X,X
LZTIJOS,O,X,O,O,X,X,O,X,X,X
LZTISJO,O,X,O,O,O,O,O,X,X,X
LZTISOJ,O,X,O,O,O,O,O,X,O,X
LZTIOJS,O,X,X,X,X,X,O,X,X,X
LZTIOSJ,O,X,O,O,X,X,O,X,O,X
LZTJISO,O,O,O,O,X,X,O,X,X,X
LZTJIOS,O,O,O,O,X,X,O,X,X,X
LZTJSIO,O,O,O,O,X,X,O,X,X,X
LZTJSOI,O,O,O,O,X,X,O,X,O,X
LZTJOIS,O,O,O,O,X,X,O,X,X,X
LZTJOSI,O,O,O,O,X,X,O,X,O,X
LZTSIJO,O,O,O,O,O,X,O,X,X,X
LZTSIOJ,O,O,O,O,O,X,O,X,O,X
LZTSJIO,O,O,O,O,O,X,O,X,X,X
LZTSJOI,O,O,O,O,O,X,O,X,O,X
LZTSOIJ,O,O,O,O,O,X,O,X,O,X
LZTSOJI,O,O,O,O,O,X,O,X,O,X
LZTOIJS,O,X,X,X,X,X,O,X,X,X
LZTOISJ,O,O,O,O,X,X,O,X,O,X
LZTOJIS,O,O,O,X,X,X,O,X,X,X
LZTOJSI,O,O,O,X,X,X,O,X,O,X
LZTOSIJ,O,O,O,O,X,X,O,X,O,X
LZTOSJI,O,O,O,O,X,X,O,X,O,X
LZITJSO,O,X,X,O,X,X,X,X,X,X
LZITJOS,O,X,X,X,X,X,X,X,X,X
LZITSJO,O,X,X,O,O,O,X,X,X,X
LZITSOJ,O,X,X,O,O,O,X,X,O,X
LZITOJS,O,X,X,X,X,O,X,X,X,X
LZITOSJ,O,X,X,O,X,X,X,X,O,X
LZIJTSO,O,X,X,O,X,X,X,O,X,X
LZIJTOS,O,X,X,O,X,X,X,O,X,X
LZIJSTO,O,X,X,O,O,X,X,O,X,X
LZIJSOT,O,X,X,O,O,X,X,O,X,X
LZIJOTS,O,X,X,X,X,O,X,O,X,X
LZIJOST,O,X,X,X,X,O,X,O,X,X
LZISTJO,O,X,X,O,O,X,X,X,X,X
LZISTOJ,O,X,X,O,O,O,X,X,O,X
LZISJTO,O,X,X,O,O,X,X,X,X,X
LZISJOT,O,X,X,O,O,O,X,X,X,X
LZISOTJ,O,X,X,O,O,O,X,X,X,X
LZISOJT,O,X,X,O,O,O,X,X,X,X
LZIOTJS,O,X,X,X,X,O,X,X,X,X
LZIOTSJ,O,X,X,X,X,X,X,X,X,X
LZIOJTS,O,X,X,X,X,O,X,O,X,X
LZIOJST,O,X,X,X,X,O,X,O,X,X
LZIOSTJ,O,X,X,X,O,X,X,X,X,X
LZIOSJT,O,X,X,X,O,O,X,X,X,X
LZJTISO,O,O,O,O,X,X,O,X,X,X
LZJTIOS,O,O,O,O,X,X,O,X,X,X
LZJTSIO,O,O,O,O,X,X,O,X,X,X
LZJTSOI,O,O,O,O,X,X,O,X,O,X
LZJTOIS,O,O,O,O,X,X,O,X,X,X
LZJTOSI,O,O,O,O,X,X,O,X,O,X
LZJITSO,O,O,X,O,X,X,O,O,X,X
LZJITOS,O,O,X,O,X,X,O,O,X,X
LZJISTO,O,O,O,O,O,X,X,O,X,X
LZJISOT,O,O,O,O,O,X,X,O,X,X
LZJIOTS,O,O,X,X,X,X,X,O,X,X
LZJIOST,O,O,O,X,X,X,X,O,X,X
LZJSTIO,O,O,O,O,O,X,X,X,X,X
LZJSTOI,O,O,O,O,O,X,X,X,O,X
LZJSITO,O,O,O,O,O,X,X,X,X,X
LZJSIOT,O,O,O,O,O,X,X,X,X,X
LZJSOTI,O,O,O,O,O,X,X,X,X,X
LZJSOIT,O,O,O,O,O,X,X,X,X,X
LZJOTIS,O,O,O,O,X,X,X,X,X,X
LZJOTSI,O,O,O,O,X,X,X,X,X,X
LZJOITS,O,O,X,X,X,X,X,O,X,X
LZJOIST,O,O,O,X,X,X,X,O,X,X
LZJOSTI,O,O,O,O,X,X,X,X,X,X
LZJOSIT,O,O,O,O,X,X,X,X,X,X
LZSTIJO,O,O,O,O,O,O,O,X,X,X
LZSTIOJ,O,O,O,O,O,O,O,X,O,X
LZSTJIO,O,O,O,O,O,O,O,X,X,X
LZSTJOI,O,O,O,O,O,O,O,X,O,X
LZSTOIJ,O,O,O,O,O,O,O,X,O,X
LZSTOJI,O,O,O,O,O,O,O,X,O,X
LZSITJO,O,X,O,O,O,X,X,X,X,X
LZSITOJ,O,X,O,O,O,O,X,X,O,X
LZSIJTO,O,O,O,O,O,X,X,X,X,X
LZSIJOT,O,O,O,O,O,O,X,X,X,X
LZSIOTJ,O,O,O,O,O,O,X,X,X,X
LZSIOJT,O,O,O,O,O,O,X,X,X,X
LZSJTIO,O,O,O,O,O,X,X,X,X,X
LZSJTOI,O,O,O,O,O,X,X,X,O,X
LZSJITO,O,O,O,O,O,X,X,X,X,X
LZSJIOT,O,O,O,O,O,X,X,X,X,X
LZSJOTI,O,O,O,O,O,X,X,X,X,X
LZSJOIT,O,O,O,O,O,X,X,X,X,X
LZSOTIJ,O,O,O,O,O,O,O,X,O,X
LZSOTJI,O,O,O,O,O,O,O,X,O,X
LZSOITJ,O,O,O,O,O,O,X,X,X,X
LZSOIJT,O,O,O,O,O,O,X,X,X,X
LZSOJTI,X,O,O,O,O,X,X,X,X,X
LZSOJIT,O,O,O,O,O,X,X,X,X,X
LZOTIJS,O,X,X,X,X,X,X,X,X,X
LZOTISJ,O,O,O,O,X,X,X,X,O,X
LZOTJIS,O,O,O,X,X,X,X,X,X,X
LZOTJSI,O,O,O,X,X,X,X,X,O,X
LZOTSIJ,O,O,O,O,X,X,X,X,O,X
LZOTSJI,O,O,O,O,X,X,X,X,O,X
LZOITJS,O,X,X,X,X,O,X,X,X,X
LZOITSJ,O,O,X,X,X,X,X,X,X,X
LZOIJTS,O,X,X,X,X,O,X,O,X,X
LZOIJST,O,X,X,X,X,O,X,O,X,X
LZOISTJ,O,O,X,X,O,X,X,X,X,X
LZOISJT,O,O,X,X,O,O,X,X,X,X
LZOJTIS,O,O,O,O,X,X,X,X,X,X
LZOJTSI,O,O,O,O,X,X,X,X,X,X
LZOJITS,O,O,X,X,X,X,X,O,X,X
LZOJIST,O,O,O,X,X,X,X,O,X,X
LZOJSTI,O,O,O,O,X,X,X,X,X,X
LZOJSIT,O,O,O,O,X,X,X,X,X,X
LZOSTIJ,O,O,O,O,O,O,X,X,O,X
LZOSTJI,O,O,O,O,O,O,X,X,O,X
LZOSITJ,O,O,O,O,O,O,X,X,X,X
LZOSIJT,O,O,O,O,O,O,X,X,X,X
LZOSJTI,X,O,O,O,O,X,X,X,X,X
LZOSJIT,O,O,O,O,O,X,X,X,X,X
LOTIJSZ,O,X,X,X,X,X,X,O,X,X
LOTIJZS,O,X,X,X,X,X,X,O,X,X
LOTISJZ,O,O,O,X,X,X,X,X,X,X
LOTISZJ,O,O,O,X,X,X,X,X,X,X
LOTIZJS,O,X,X,X,X,X,X,X,X,X
LOTIZSJ,O,O,O,X,X,X,X,X,O,X
LOTJISZ,O,O,O,X,X,X,X,O,X,X
LOTJIZS,O,O,O,X,X,X,X,O,X,X
LOTJSIZ,O,O,O,X,X,X,X,X,X,X
LOTJSZI,O,O,O,X,X,X,X,X,X,X
LOTJZIS,O,O,O,X,X,X,X,X,X,X
LOTJZSI,O,O,O,X,X,X,X,X,O,X
LOTSIJZ,O,O,O,X,X,X,X,X,X,X
LOTSIZJ,O,O,O,X,X,X,X,X,X,X
LOTSJIZ,O,O,O,X,X,X,X,X,X,X
LOTSJZI,X,O,O,X,X,X,X,X,X,X
LOTSZIJ,O,O,O,X,X,X,X,X,O,X
LOTSZJI,O,O,O,X,X,X,X,X,O,X
LOTZIJS,O,X,X,X,X,X,X,X,X,X
LOTZISJ,O,O,O,X,X,X,X,X,O,X
LOTZJIS,O,O,O,X,X,X,X,X,X,X
LOTZJSI,O,O,O,X,X,X,X,X,O,X
LOTZSIJ,O,O,O,X,X,X,X,X,O,X
LOTZSJI,O,O,O,X,X,X,X,X,O,X
LOITJSZ,O,X,X,X,X,X,X,O,X,X
LOITJZS,O,X,X,X,X,X,X,O,X,X
LOITSJZ,O,O,X,X,X,X,X,X,X,X
LOITSZJ,O,O,X,X,X,X,X,X,X,X
LOITZJS,O,X,X,X,X,X,X,X,X,X
LOITZSJ,O,O,X,X,X,X,X,X,X,X
LOIJTSZ,O,X,X,X,X,X,X,O,X,X
LOIJTZS,O,X,X,X,X,X,X,O,X,X
LOIJSTZ,O,X,X,X,X,X,X,O,X,X
LOIJSZT,O,X,X,X,X,X,X,O,X,X
LOIJZTS,O,X,X,X,X,X,X,O,X,X
LOIJZST,O,X,X,X,X,X,X,O,X,X
LOISTJZ,X,X,X,X,X,X,X,X,X,X
LOISTZJ,X,X,X,X,X,X,X,X,X,X
LOISJTZ,X,X,X,X,X,X,X,O,X,X
LOISJZT,X,X,X,X,O,X,X,O,X,X
LOISZTJ,X,X,X,X,O,X,X,X,X,X
LOISZJT,X,X,X,X,O,X,X,X,X,X
LOIZTJS,O,X,X,X,X,X,X,X,X,X
LOIZTSJ,O,O,X,X,X,X,X,X,X,X
LOIZJTS,O,X,X,X,X,X,X,O,X,X
LOIZJST,O,X,X,X,X,X,X,O,X,X
LOIZSTJ,O,O,X,X,O,X,X,X,X,X
LOIZSJT,O,O,X,X,O,X,X,X,X,X
LOJTISZ,O,O,O,X,X,X,X,O,X,X
LOJTIZS,O,O,O,X,X,X,X,O,X,X
LOJTSIZ,O,O,O,X,X,X,X,X,X,X
LOJTSZI,O,O,O,X,X,X,X,X,X,X
LOJTZIS,O,O,O,X,X,X,X,X,X,X
LOJTZSI,O,O,O,X,X,X,X,X,X,X
LOJITSZ,O,O,X,X,X,X,X,O,X,X
LOJITZS,O,O,X,X,X,X,X,O,X,X
LOJISTZ,O,X,X,X,X,X,X,O,X,X
LOJISZT,O,X,X,X,X,X,X,O,X,X
LOJIZTS,O,O,X,X,X,X,X,O,X,X
LOJIZST,O,O,O,X,X,X,X,O,X,X
LOJSTIZ,O,X,X,O,X,X,X,X,X,X
LOJSTZI,X,X,X,O,X,X,X,X,X,X
LOJSITZ,O,X,X,O,X,X,X,O,X,X
LOJSIZT,O,X,X,O,X,X,X,O,X,X
LOJSZTI,O,X,O,O,X,X,X,X,X,X
LOJSZIT,O,X,O,O,X,X,X,X,X,X
LOJZTIS,O,O,O,O,X,X,X,X,X,X
LOJZTSI,O,O,O,O,X,X,X,X,X,X
LOJZITS,O,O,X,X,X,X,X,O,X,X
LOJZIST,O,O,O,X,X,X,X,O,X,X
LOJZSTI,O,O,O,O,X,X,X,X,X,X
LOJZSIT,O,O,O,O,X,X,X,X,X,X
LOSTIJZ,X,X,X,O,X,X,X,X,X,X
LOSTIZJ,X,X,X,O,X,X,X,X,X,X
LOSTJIZ,X,X,X,O,X,X,X,X,X,X
LOSTJZI,X,X,X,O,X,X,X,X,X,X
LOSTZIJ,X,X,X,O,X,X,X,X,X,X
LOSTZJI,X,X,X,O,X,X,X,X,X,X
LOSITJZ,X,X,X,O,X,X,X,X,X,X
LOSITZJ,X,X,X,O,X,X,X,X,X,X
LOSIJTZ,X,X,X,O,X,X,X,O,X,X
LOSIJZT,X,X,X,O,O,X,X,O,X,X
LOSIZTJ,X,X,X,O,O,X,X,X,X,X
LOSIZJT,X,X,X,O,O,X,X,X,X,X
LOSJTIZ,X,X,X,O,X,X,X,X,X,X
LOSJTZI,X,X,X,O,X,X,X,X,X,X
LOSJITZ,X,X,X,O,X,X,X,O,X,X
LOSJIZT,X,X,X,O,O,X,X,O,X,X
LOSJZTI,X,X,X,O,O,X,X,X,X,X
LOSJZIT,X,X,X,O,O,X,X,X,X,X
LOSZTIJ,X,X,X,O,O,X,X,X,X,X
LOSZTJI,X,X,X,O,O,X,X,X,X,X
LOSZITJ,X,X,X,O,O,X,X,X,X,X
LOSZIJT,X,X,X,O,O,X,X,X,X,X
LOSZJTI,X,X,X,O,O,X,X,X,X,X
LOSZJIT,X,X,X,O,O,X,X,X,X,X
LOZTIJS,O,X,X,X,X,X,X,X,X,X
LOZTISJ,O,O,O,O,X,X,X,X,O,X
LOZTJIS,O,O,O,X,X,X,X,X,X,X
LOZTJSI,O,O,O,X,X,X,X,X,O,X
LOZTSIJ,O,O,O,O,X,X,X,X,O,X
LOZTSJI,O,O,O,O,X,X,X,X,O,X
LOZITJS,O,X,X,X,X,X,X,X,X,X
LOZITSJ,O,O,X,X,X,X,X,X,X,X
LOZIJTS,O,X,X,X,X,X,X,O,X,X
LOZIJST,O,X,X,X,X,X,X,O,X,X
LOZISTJ,O,O,X,X,O,X,X,X,X,X
LOZISJT,O,O,X,X,O,X,X,X,X,X
LOZJTIS,O,O,O,O,X,X,X,X,X,X
LOZJTSI,O,O,O,O,X,X,X,X,X,X
LOZJITS,O,O,X,X,X,X,X,O,X,X
LOZJIST,O,O,O,X,X,X,X,O,X,X
LOZJSTI,O,O,O,O,X,X,X,X,X,X
LOZJSIT,O,O,O,O,X,X,X,X,X,X
LOZSTIJ,O,O,O,O,O,X,X,X,O,X
LOZSTJI,O,O,O,O,O,X,X,X,O,X
LOZSITJ,O,O,O,O,O,X,X,X,X,X
LOZSIJT,O,O,O,O,O,X,X,X,X,X
LOZSJTI,X,O,O,O,O,X,X,X,X,X
LOZSJIT,O,O,O,O,O,X,X,X,X,X
JTILSZO,O,O,O,X,X,X,X,O,X,X
JTILSOZ,O,O,O,X,X,X,X,O,X,X
JTILZSO,O,O,O,X,X,X,X,O,X,X
JTILZOS,O,O,O,X,X,X,X,O,X,X
JTILOSZ,O,O,O,X,X,X,X,O,X,X
JTILOZS,O,O,O,X,X,X,X,O,X,X
JTISLZO,O,O,O,X,X,O,X,O,X,X
JTISLOZ,O,O,O,X,X,X,X,O,X,O
JTISZLO,O,O,O,X,X,O,X,O,X,X
JTISZOL,O,O,O,X,X,O,X,O,X,O
JTISOLZ,O,O,O,X,X,X,X,O,X,O
JTISOZL,O,O,O,X,X,X,X,O,X,O
JTIZLSO,O,O,O,X,X,X,X,O,X,X
JTIZLOS,O,O,O,X,X,X,X,O,X,X
JTIZSLO,O,O,O,X,X,O,X,O,X,X
JTIZSOL,O,O,O,X,X,O,X,O,X,X
JTIZOLS,O,O,O,X,X,X,X,O,X,X
JTIZOSL,X,O,O,X,X,X,X,O,X,X
JTIOLSZ,X,O,O,X,X,X,X,O,X,X
JTIOLZS,X,O,O,X,X,X,X,O,X,X
JTIOSLZ,X,O,O,X,X,X,X,O,X,X
JTIOSZL,X,O,O,X,X,X,X,O,X,X
JTIOZLS,X,O,O,X,X,X,X,O,X,X
JTIOZSL,X,O,O,X,X,X,X,O,X,X
JTLISZO,O,O,O,X,X,X,O,O,X,X
JTLISOZ,O,O,O,X,X,X,O,O,X,X
JTLIZSO,O,O,O,X,X,X,O,O,X,X
JTLIZOS,O,O,O,X,X,X,X,O,X,X
JTLIOSZ,O,O,O,X,X,X,O,O,X,X
JTLIOZS,O,O,O,X,X,X,X,O,X,X
JTLSIZO,O,O,O,X,X,X,O,X,X,X
JTLSIOZ,O,O,O,O,X,X,O,X,X,X
JTLSZIO,O,O,O,O,X,X,O,X,X,X
JTLSZOI,O,O,O,O,X,X,O,X,X,X
JTLSOIZ,O,O,O,O,X,X,O,X,X,X
JTLSOZI,O,O,O,O,X,X,O,X,X,X
JTLZISO,O,O,O,O,X,X,O,X,X,X
JTLZIOS,O,O,O,O,X,X,O,X,X,X
JTLZSIO,O,O,O,O,X,X,O,X,X,X
JTLZSOI,O,O,O,O,X,X,O,X,O,X
JTLZOIS,O,O,O,O,X,X,O,X,X,X
JTLZOSI,O,O,O,O,X,X,O,X,O,X
JTLOISZ,O,O,O,X,X,X,O,O,X,X
JTLOIZS,O,O,O,X,X,X,X,O,X,X
JTLOSIZ,O,O,O,X,X,X,O,X,X,X
JTLOSZI,O,O,O,X,X,X,O,X,X,X
JTLOZIS,O,O,O,X,X,X,X,X,X,X
JTLOZSI,O,O,O,X,X,X,X,X,O,X
JTSILZO,O,O,O,X,X,X,O,X,X,X
JTSILOZ,O,O,O,O,X,X,O,X,X,O
JTSIZLO,O,O,O,X,X,X,X,X,X,X
JTSIZOL,O,O,O,X,X,X,X,X,X,O
JTSIOLZ,O,O,O,O,X,X,O,X,X,O
JTSIOZL,O,O,O,X,X,X,X,X,X,O
JTSLIZO,O,O,O,X,X,X,O,X,X,X
JTSLIOZ,O,O,O,O,X,X,O,X,X,X
JTSLZIO,O,O,O,O,X,X,O,X,X,X
JTSLZOI,O,O,O,O,X,X,O,X,X,X
JTSLOIZ,O,O,O,O,X,X,O,X,X,X
JTSLOZI,O,O,O,O,X,X,O,X,X,X
JTSZILO,O,O,O,O,X,X,O,X,X,X
JTSZIOL,O,O,O,O,X,X,O,X,X,X
JTSZLIO,O,O,O,O,X,X,O,X,X,X
JTSZLOI,O,O,O,O,X,X,O,X,X,X
JTSZOIL,O,O,O,O,X,X,O,X,X,X
JTSZOLI,O,O,O,O,X,X,O,X,X,X
JTSOILZ,O,O,O,O,X,X,O,X,X,O
JTSOIZL,O,O,O,X,X,X,X,X,X,O
JTSOLIZ,O,O,O,O,X,X,O,X,X,X
JTSOLZI,O,O,O,O,X,X,O,X,X,X
JTSOZIL,O,O,O,O,X,X,O,X,X,X
JTSOZLI,O,O,O,O,X,X,O,X,X,X
JTZILSO,O,O,O,O,X,X,O,X,X,X
JTZILOS,O,O,O,O,X,X,O,X,X,X
JTZISLO,O,O,O,O,X,O,O,X,X,X
JTZISOL,O,O,O,O,X,O,O,X,X,X
JTZIOLS,O,O,O,O,X,X,O,X,X,X
JTZIOSL,X,O,O,O,X,X,O,X,X,X
JTZLISO,O,O,O,O,X,X,O,X,X,X
JTZLIOS,O,O,O,O,X,X,O,X,X,X
JTZLSIO,O,O,O,O,X,X,O,X,X,X
JTZLSOI,O,O,O,O,X,X,O,X,O,X
JTZLOIS,O,O,O,O,X,X,O,X,X,X
JTZLOSI,O,O,O,O,X,X,O,X,O,X
JTZSILO,O,O,O,O,X,X,O,X,X,X
JTZSIOL,O,O,O,O,X,X,O,X,X,X
JTZSLIO,O,O,O,O,X,X,O,X,X,X
JTZSLOI,O,O,O,O,X,X,O,X,O,X
JTZSOIL,O,O,O,O,X,X,O,X,O,X
JTZSOLI,O,O,O,O,X,X,O,X,O,X
JTZOILS,O,O,O,O,X,X,O,X,X,X
JTZOISL,X,O,O,O,X,X,O,X,X,X
JTZOLIS,O,O,O,O,X,X,O,X,X,X
JTZOLSI,O,O,O,O,X,X,O,X,O,X
JTZOSIL,O,O,O,O,X,X,O,X,O,X
JTZOSLI,O,O,O,O,X,X,O,X,O,X
JTOILSZ,X,O,O,X,X,X,X,O,X,X
JTOILZS,X,O,O,X,X,X,X,O,X,X
JTOISLZ,X,O,O,X,X,X,X,O,X,X
JTOISZL,X,O,O,X,X,X,X,O,X,X
JTOIZLS,X,O,O,X,X,X,X,O,X,X
JTOIZSL,X,O,O,X,X,X,X,O,X,X
JTOLISZ,O,O,O,X,X,X,X,O,X,X
JTOLIZS,O,O,O,X,X,X,X,O,X,X
JTOLSIZ,O,O,O,X,X,X,X,X,X,X
JTOLSZI,O,O,O,X,X,X,X,X,X,X
JTOLZIS,O,O,O,X,X,X,X,X,X,X
JTOLZSI,O,O,O,X,X,X,X,X,O,X
JTOSILZ,O,O,O,X,X,X,X,X,X,X
JTOSIZL,O,O,O,X,X,X,X,X,X,X
JTOSLIZ,O,O,O,X,X,X,X,X,X,X
JTOSLZI,O,O,O,X,X,X,X,X,X,X
JTOSZIL,O,O,O,X,X,X,X,X,X,X
JTOSZLI,O,O,O,X,X,X,X,X,X,X
JTOZILS,O,O,O,X,X,X,X,X,X,X
JTOZISL,X,O,O,X,X,X,X,X,X,X
JTOZLIS,O,O,O,X,X,X,X,X,X,X
JTOZLSI,O,O,O,X,X,X,X,X,O,X
JTOZSIL,O,O,O,X,X,X,X,X,O,X
JTOZSLI,O,O,O,X,X,X,X,X,O,X
JITLSZO,O,O,O,X,X,X,X,O,X,X
JITLSOZ,O,O,O,X,X,X,X,O,X,X
JITLZSO,O,O,O,X,X,X,X,O,X,X
JITLZOS,O,O,O,X,X,X,X,O,X,X
JITLOSZ,O,O,O,X,X,X,X,O,X,X
JITLOZS,O,O,O,X,X,X,X,O,X,X
JITSLZO,O,O,O,X,X,O,X,O,X,X
JITSLOZ,O,O,O,X,X,X,X,O,X,X
JITSZLO,O,O,O,X,X,O,X,O,X,X
JITSZOL,O,O,O,X,X,O,X,O,X,X
JITSOLZ,O,O,O,X,X,X,X,O,X,X
JITSOZL,O,O,O,X,X,X,X,O,X,X
JITZLSO,O,O,O,X,X,X,X,O,X,X
JITZLOS,O,O,O,X,X,X,X,O,X,X
JITZSLO,O,O,O,X,X,O,X,O,X,X
JITZSOL,O,O,O,X,X,O,X,O,X,X
JITZOLS,O,O,O,X,X,X,X,O,X,X
JITZOSL,X,O,O,X,X,X,X,O,X,X
JITOLSZ,X,O,O,X,X,X,X,O,X,X
