sequence,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?XgBlhBcqBerB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBGiB?FlBXmBiqB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je08IvhFxdBCjB?FlBXmBmqBTqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT+IvhFXgBxhB?GiBFmB0qBiqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je/AJvhFRcBGeB?ThBliBUlByvB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBlgB?GiBaqBXmB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je07IvhFxcBTeB?VlBGiBiqBXrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBGiB?UlBFmBKqBfrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je6CJvhFTeBlhB?RlBOqBXmB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex9IvhF0gBlhB?CjBXgBOrBTqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je6CJvhFTeBRhB?UlBFmBOqBXrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?lgB3hBmqBUqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT7IvhFXhBxiB?lhBCjBmqBUqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT+IvhFXgBZmB?CiBGiBcqBlqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?fmBlhBUlB2vB
ZISOTJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZISOLTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZISOLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZISOJTL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZISOJLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZIOTLJS,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZIOTLSJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOTJLS,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZIOTJSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZIOTSLJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZIOTSJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZIOLTJS,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZIOLTSJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOLJTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOLJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOLSTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
ZIOLSJT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
ZIOJTLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZIOJTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJLST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJSTL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZIOJSLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZIOSTLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZIOSTJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZIOSLTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZIOSLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZIOSJTL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZIOSJLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZLTIJSO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
ZLTIJOS,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
ZLTISJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLTISOJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZLTIOJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZLTIOSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
ZLTJISO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
ZLTJIOS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
ZLTJSIO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
ZLTJSOI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
ZLTJOIS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
ZLTJOSI,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
ZLTSIJO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
ZLTSIOJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
ZLTSJIO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
ZLTSJOI,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
ZLTSOIJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
ZLTSOJI,O,X,O,X,O,X,O,X,X,X,O,X,X,X,O
ZLTOIJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZLTOISJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
ZLTOJIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
ZLTOJSI,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X
ZLTOSIJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
ZLTOSJI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
ZLITJSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLITJOS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLITSJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLITSOJ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLITOJS,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
ZLITOSJ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
ZLIJTSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJTOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJSTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLIJSOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLIJOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJOST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLISTJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLISTOJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLISJTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLISJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZLISOTJ,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O
ZLISOJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZLIOTJS,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
ZLIOTSJ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
ZLIOJTS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLIOJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLIOSTJ,X,X,O,O,O,X,X,X,X,O,X,X,X,O,O
ZLIOSJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZLJTISO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZLJTIOS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZLJTSIO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZLJTSOI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZLJTOIS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZLJTOSI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
ZLJITSO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJITOS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJISTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZLJISOT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZLJIOTS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJIOST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZLJSTIO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
ZLJSTOI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
ZLJSITO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZLJSIOT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLJSOTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLJSOIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLJOTIS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZLJOTSI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
ZLJOITS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJOIST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZLJOSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLJOSIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLSTIJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLSTIOJ,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O
ZLSTJIO,O,X,O,X,O,O,X,X,X,X,O,X,X,X,O
ZLSTJOI,O,X,O,X,O,O,X,X,X,X,O,X,X,X,O
ZLSTOIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O
ZLSTOJI,O,X,O,X,O,O,X,X,X,X,O,O,X,X,O
ZLSITJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLSITOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLSIJTO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSIJOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZLSIOTJ,O,X,O,O,O,X,X,X,X,X,X,O,X,O,O
ZLSIOJT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZLSJTIO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
ZLSJTOI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
ZLSJITO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZLSJIOT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLSJOTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLSJOIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLSOTIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O
ZLSOTJI,O,X,O,X,O,O,X,X,X,X,O,O,X,X,O
ZLSOITJ,O,X,O,O,O,X,X,X,X,X,X,O,X,O,O
ZLSOIJT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZLSOJTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLSOJIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLOTIJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
ZLOTISJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
ZLOTJIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
ZLOTJSI,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X
ZLOTSIJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
ZLOTSJI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
ZLOITJS,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
ZLOITSJ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
ZLOIJTS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOIJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOISTJ,X,X,O,O,O,X,X,X,X,O,X,X,X,O,O
ZLOISJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZLOJTIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
ZLOJTSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
ZLOJITS,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
ZLOJIST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZLOJSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLOJSIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLOSTIJ,O,X,O,O,O,X,X,X,X,O,O,O,X,X,O
ZLOSTJI,O,X,O,X,O,O,X,X,X,O,O,O,X,X,O
ZLOSITJ,O,X,O,O,O,X,X,X,X,O,X,O,X,O,O
ZLOSIJT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZLOSJTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZLOSJIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZJTILSO,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X
ZJTILOS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJTISLO,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJTISOL,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X
ZJTIOLS,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
ZJTIOSL,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X
ZJTLISO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJTLIOS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJTLSIO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJTLSOI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJTLOIS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJTLOSI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJTSILO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJTSIOL,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X
ZJTSLIO,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
ZJTSLOI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
ZJTSOIL,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X
ZJTSOLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
ZJTOILS,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
ZJTOISL,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X
ZJTOLIS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJTOLSI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJTOSIL,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X
ZJTOSLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
ZJITLSO,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZJITLOS,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJITSLO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJITSOL,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZJITOLS,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJITOSL,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZJILTSO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJILTOS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJILSTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZJILSOT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZJILOTS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJILOST,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZJISTLO,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJISTOL,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJISLTO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJISLOT,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJISOTL,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X
ZJISOLT,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X
ZJIOTLS,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJIOTSL,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZJIOLTS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJIOLST,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
ZJIOSTL,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X
ZJIOSLT,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X
ZJLTISO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJLTIOS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJLTSIO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJLTSOI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJLTOIS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJLTOSI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
ZJLITSO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLITOS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLISTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZJLISOT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZJLIOTS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLIOST,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZJLSTIO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
ZJLSTOI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
ZJLSITO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZJLSIOT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O
ZJLSOTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZJLSOIT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O
ZJLOTIS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJLOTSI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
ZJLOITS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLOIST,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZJLOSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZJLOSIT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O
ZJSTILO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,O
ZJSTIOL,O,O,X,O,O,X,X,X,X,X,X,O,O,X,O
ZJSTLIO,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O
ZJSTLOI,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O
ZJSTOIL,O,O,X,O,O,X,X,X,X,X,X,O,O,X,O
ZJSTOLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
ZJSITLO,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJSITOL,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJSILTO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJSILOT,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O
ZJSIOTL,X,O,X,O,O,X,X,X,X,X,X,O,O,X,O
ZJSIOLT,X,X,X,O,O,X,X,X,X,X,X,O,O,X,O
ZJSLTIO,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O
ZJSLTOI,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O
ZJSLITO,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZJSLIOT,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O
ZJSLOTI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZJSLOIT,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O
ZJSOTIL,O,O,X,O,O,X,X,X,X,X,X,O,O,X,O
ZJSOTLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
ZJSOITL,X,O,X,O,O,X,X,X,X,X,X,O,O,X,O
ZJSOILT,X,X,X,O,O,X,X,X,X,X,X,O,O,X,O
ZJSOLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZJSOLIT,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O
ZJOTILS,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
ZJOTISL,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X
ZJOTLIS,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
ZJOTLSI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
ZJOTSIL,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X
ZJOTSLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
ZJOITLS,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJOITSL,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
ZJOILTS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJOILST,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
ZJOISTL,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X
ZJOISLT,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X
ZJOLTIS,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
ZJOLTSI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
ZJOLITS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJOLIST,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZJOLSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZJOLSIT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O
ZJOSTIL,O,O,X,O,O,X,X,X,X,X,X,O,O,X,O
ZJOSTLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
ZJOSITL,X,O,X,O,O,X,X,X,X,X,X,O,O,X,O
ZJOSILT,X,X,X,O,O,X,X,X,X,X,X,O,O,X,O
ZJOSLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZJOSLIT,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O
ZSTILJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSTILOJ,O,X,O,O,X,X,X,X,X,X,O,O,X,O,O
ZSTIJLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSTIJOL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSTIOLJ,O,X,X,O,O,X,X,X,X,X,O,O,X,O,O
ZSTIOJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSTLIJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSTLIOJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSTLJIO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSTLJOI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSTLOIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSTLOJI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSTJILO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSTJIOL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSTJLIO,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
ZSTJLOI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
ZSTJOIL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSTJOLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSTOILJ,O,X,X,O,O,X,X,X,X,X,O,O,X,O,O
ZSTOIJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSTOLIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSTOLJI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSTOJIL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSTOJLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSITLJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSITLOJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O
ZSITJLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSITJOL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSITOLJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZSITOJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSILTJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSILTOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O
ZSILJTO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSILJOT,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O
ZSILOTJ,O,X,O,O,X,X,X,X,X,X,X,O,X,O,O
ZSILOJT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
ZSIJTLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSIJTOL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSIJLTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSIJLOT,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O
ZSIJOTL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSIJOLT,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZSIOTLJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZSIOTJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSIOLTJ,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZSIOLJT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZSIOJTL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSIOJLT,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZSLTIJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSLTIOJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSLTJIO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSLTJOI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSLTOIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSLTOJI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSLITJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSLITOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O
ZSLIJTO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLIJOT,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O
ZSLIOTJ,O,X,O,O,O,X,X,X,X,X,X,O,X,O,O
ZSLIOJT,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O
ZSLJTIO,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O
ZSLJTOI,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O
ZSLJITO,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZSLJIOT,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
ZSLJOTI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZSLJOIT,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O
ZSLOTIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSLOTJI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSLOITJ,O,X,O,O,O,X,X,X,X,X,X,O,X,O,O
