sequence,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFRcB3fBGhBllBUq?BTrB,v115@6gC8FeD8FeE8EeF8DeD8Jem6IvhFRcBTfB3gBcmBFq?BSwB,v115@6gC8FeD8FeE8EeF8DeD8Je06IvhFlbB3cB2kBSqBTm?BxvB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhF/kBUgBFhB+rBim?BTqB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFKgBRcBFhB0kB+r?B3qB,v115@6gC8FeD8FeE8EeF8DeD8JeK/IvhFzaBRcBGhB/rBFq?B0qB,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFuhBRgB0kBllBTr?B3qB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhFTfB/lBFhB+rBim?BUqB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhFuhBifBfqBllBTr?B8qB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhF/gBUcBumBlkByq?BxvB,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFRcBFgB0kBGmB3q?BTrB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFxgB3hBlkBcqBml?BSwB,v115@6gC8FeD8FeE8EeF8DeD8JeR8IvhF/kBThB0lBFlBSw?BmpB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFibBUhBxkBFqBXr?BurB,v115@6gC8FeD8FeE8EeF8DeD8JeR8IvhFTfB0gBFqBXrB6r?BmpB
ZIJLTOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZIJLSTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZIJLSOT,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZIJLOTS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZIJLOST,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZIJSTLO,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X
ZIJSTOL,X,X,O,X,O,X,X,O,X,X,O,X,X,O,X
ZIJSLTO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZIJSLOT,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZIJSOTL,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZIJSOLT,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZIJOTLS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZIJOTSL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
ZIJOLTS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZIJOLST,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZIJOSTL,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
ZIJOSLT,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZISTLJO,O,X,O,X,X,O,X,X,X,X,O,X,X,O,O
ZISTLOJ,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O
ZISTJLO,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X
ZISTJOL,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X
ZISTOLJ,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X
ZISTOJL,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X
ZISLTJO,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X
ZISLTOJ,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X
ZISLJTO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZISLJOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
ZISLOTJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZISLOJT,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZISJTLO,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X
ZISJTOL,X,X,O,X,O,X,X,O,X,X,O,X,X,O,X
ZISJLTO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZISJLOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
ZISJOTL,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZISJOLT,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZISOTLJ,O,X,O,X,X,X,X,O,X,X,O,X,X,O,X
ZISOTJL,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X
ZISOLTJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZISOLJT,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZISOJTL,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZISOJLT,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZIOTLJS,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X
ZIOTLSJ,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X
ZIOTJLS,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X
ZIOTJSL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
ZIOTSLJ,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X
ZIOTSJL,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X
ZIOLTJS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZIOLTSJ,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZIOLJTS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZIOLJST,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZIOLSTJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZIOLSJT,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X
ZIOJTLS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZIOJTSL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
ZIOJLTS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZIOJLST,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZIOJSTL,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
ZIOJSLT,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZIOSTLJ,O,X,O,X,X,X,X,O,X,X,O,X,X,O,X
ZIOSTJL,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X
ZIOSLTJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZIOSLJT,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X
ZIOSJTL,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZIOSJLT,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X
ZLTIJSO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLTIJOS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZLTISJO,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLTISOJ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X
ZLTIOJS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZLTIOSJ,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X
ZLTJISO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLTJIOS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZLTJSIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLTJSOI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLTJOIS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZLTJOSI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLTSIJO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZLTSIOJ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X
ZLTSJIO,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLTSJOI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLTSOIJ,O,O,X,X,O,O,X,X,X,X,O,O,O,X,X
ZLTSOJI,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X
ZLTOIJS,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZLTOISJ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X
ZLTOJIS,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZLTOJSI,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLTOSIJ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X
ZLTOSJI,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X
ZLITJSO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLITJOS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZLITSJO,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLITSOJ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X
ZLITOJS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZLITOSJ,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X
ZLIJTSO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLIJTOS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZLIJSTO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLIJSOT,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZLIJOTS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLIJOST,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLISTJO,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLISTOJ,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X
ZLISJTO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLISJOT,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X
ZLISOTJ,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLISOJT,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X
ZLIOTJS,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZLIOTSJ,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X
ZLIOJTS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLIOJST,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
ZLIOSTJ,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
ZLIOSJT,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X
ZLJTISO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLJTIOS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZLJTSIO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLJTSOI,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLJTOIS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZLJTOSI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLJITSO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLJITOS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZLJISTO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLJISOT,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZLJIOTS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLJIOST,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLJSTIO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLJSTOI,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZLJSITO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLJSIOT,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZLJSOTI,X,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZLJSOIT,X,O,X,X,O,X,O,O,X,X,O,X,O,X,X
ZLJOTIS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLJOTSI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLJOITS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLJOIST,X,O,O,X,O,X,O,O,X,X,X,X,O,X,X
ZLJOSTI,X,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZLJOSIT,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X
ZLSTIJO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZLSTIOJ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X
ZLSTJIO,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLSTJOI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLSTOIJ,O,O,X,X,O,O,X,O,X,X,O,O,O,X,X
ZLSTOJI,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X
ZLSITJO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZLSITOJ,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X
ZLSIJTO,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLSIJOT,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X
ZLSIOTJ,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLSIOJT,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X
ZLSJTIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLSJTOI,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZLSJITO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLSJIOT,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X
ZLSJOTI,O,O,O,X,O,X,O,O,O,X,X,X,O,X,X
ZLSJOIT,O,O,X,X,O,O,O,O,X,X,O,X,O,X,X
ZLSOTIJ,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X
ZLSOTJI,O,O,X,X,O,X,O,O,O,X,O,X,O,X,X
ZLSOITJ,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X
ZLSOIJT,O,O,X,X,O,O,O,O,X,X,O,X,O,X,X
ZLSOJTI,O,O,X,X,O,X,O,O,O,X,X,X,O,X,X
ZLSOJIT,O,O,X,X,O,O,O,O,X,X,O,X,O,X,X
ZLOTIJS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZLOTISJ,O,O,X,X,O,O,O,X,X,X,O,O,O,X,X
ZLOTJIS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZLOTJSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLOTSIJ,O,O,X,X,O,O,O,X,X,X,O,O,O,X,X
ZLOTSJI,O,O,X,X,O,O,O,X,X,X,O,X,O,X,X
ZLOITJS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZLOITSJ,O,O,X,X,O,O,O,X,X,X,O,O,O,X,X
ZLOIJTS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLOIJST,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
ZLOISTJ,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X
ZLOISJT,O,O,X,X,O,O,O,O,X,X,O,X,O,X,X
ZLOJTIS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLOJTSI,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLOJITS,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLOJIST,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
ZLOJSTI,O,O,X,X,O,X,O,O,O,X,X,X,O,X,X
ZLOJSIT,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
ZLOSTIJ,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X
ZLOSTJI,O,O,X,X,O,X,O,O,O,X,O,X,O,X,X
ZLOSITJ,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X
ZLOSIJT,O,O,X,X,O,O,O,O,X,X,O,X,O,X,X
ZLOSJTI,O,O,X,X,O,X,O,O,O,X,X,X,O,X,X
ZLOSJIT,O,O,X,X,O,O,O,O,X,X,O,X,O,X,X
ZJTILSO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJTILOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJTISLO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJTISOL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJTIOLS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZJTIOSL,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZJTLISO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJTLIOS,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
ZJTLSIO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJTLSOI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJTLOIS,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
ZJTLOSI,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJTSILO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZJTSIOL,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJTSLIO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZJTSLOI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJTSOIL,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJTSOLI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJTOILS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
ZJTOISL,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJTOLIS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
ZJTOLSI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZJTOSIL,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
ZJTOSLI,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
ZJITLSO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJITLOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJITSLO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJITSOL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJITOLS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZJITOSL,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZJILTSO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJILTOS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJILSTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJILSOT,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZJILOTS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJILOST,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJISTLO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJISTOL,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZJISLTO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJISLOT,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZJISOTL,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZJISOLT,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZJIOTLS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJIOTSL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
ZJIOLTS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJIOLST,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJIOSTL,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
ZJIOSLT,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJLTISO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJLTIOS,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
ZJLTSIO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJLTSOI,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJLTOIS,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
ZJLTOSI,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJLITSO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJLITOS,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
ZJLISTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJLISOT,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZJLIOTS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJLIOST,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJLSTIO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJLSTOI,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZJLSITO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJLSIOT,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZJLSOTI,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X
ZJLSOIT,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
ZJLOTIS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJLOTSI,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJLOITS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJLOIST,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJLOSTI,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X
ZJLOSIT,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
ZJSTILO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZJSTIOL,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJSTLIO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZJSTLOI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJSTOIL,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJSTOLI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJSITLO,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZJSITOL,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJSILTO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZJSILOT,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZJSIOTL,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJSIOLT,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X
ZJSLTIO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZJSLTOI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJSLITO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZJSLIOT,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZJSLOTI,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X
ZJSLOIT,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
ZJSOTIL,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZJSOTLI,O,X,O,O,O,X,O,O,O,X,O,X,X,X,X
ZJSOITL,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZJSOILT,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZJSOLTI,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X
ZJSOLIT,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZJOTILS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZJOTISL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
ZJOTLIS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZJOTLSI,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZJOTSIL,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
ZJOTSLI,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
ZJOITLS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJOITSL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
ZJOILTS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJOILST,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJOISTL,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
ZJOISLT,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJOLTIS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJOLTSI,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJOLITS,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJOLIST,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJOLSTI,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X
ZJOLSIT,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
ZJOSTIL,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
ZJOSTLI,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X
ZJOSITL,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
ZJOSILT,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
ZJOSLTI,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X
ZJOSLIT,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
ZSTILJO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O
ZSTILOJ,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O
ZSTIJLO,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X
ZSTIJOL,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X
ZSTIOLJ,O,X,O,O,X,O,X,O,X,X,O,O,X,O,O
ZSTIOJL,X,X,O,O,O,O,X,O,X,X,X,O,X,O,X
ZSTLIJO,O,X,X,O,X,O,X,X,X,X,O,X,X,O,O
ZSTLIOJ,O,X,X,X,X,O,X,X,X,X,O,O,X,O,O
ZSTLJIO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O
ZSTLJOI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O
ZSTLOIJ,O,X,X,X,X,O,X,O,X,X,O,O,X,O,O
ZSTLOJI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O
ZSTJILO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X
ZSTJIOL,O,X,O,O,X,O,X,O,X,X,O,X,X,O,X
ZSTJLIO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O
ZSTJLOI,O,X,O,O,X,O,X,O,X,X,O,X,X,X,O
ZSTJOIL,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X
ZSTJOLI,O,X,O,O,X,O,X,O,X,X,O,X,X,X,O
ZSTOILJ,O,X,X,O,X,O,X,O,X,X,O,O,X,O,O
ZSTOIJL,O,X,X,O,O,O,X,O,X,X,X,O,X,O,X
ZSTOLIJ,O,X,X,O,X,O,X,O,X,X,O,O,X,O,O
ZSTOLJI,O,X,X,O,X,O,X,O,X,X,O,X,X,X,O
ZSTOJIL,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X
ZSTOJLI,O,X,X,O,X,O,X,O,X,X,O,X,X,X,O
ZSITLJO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O
ZSITLOJ,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O
ZSITJLO,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X
ZSITJOL,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X
ZSITOLJ,O,X,O,O,X,X,X,O,X,X,O,O,X,O,X
ZSITOJL,X,X,O,O,O,X,X,O,X,X,X,O,X,O,X
ZSILTJO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X
ZSILTOJ,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X
ZSILJTO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZSILJOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
ZSILOTJ,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZSILOJT,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZSIJTLO,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X
