sequence,v115@6gC8FeD8FeE8CeH8FeB8Jei6IvhFzbBuhB3fBllBUq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFXbBlcBUhBClBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFTbB/hBqkBllBUs?BxvB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFlbB3cBzfBCmBUq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeT6IvhFibBuhB0kBllB3q?BxwB,v115@6gC8FeD8FeE8CeH8FeB8Je06IvhFlbBuhB/kBylBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8Jei6IvhF3cBGgBUhBlkBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeT6IvhFibBGhBlkB3lBUs?BxvB,v115@6gC8FeD8FeE8CeH8FeB8Jex6IvhFTfB/lBFhBUqBWx?BirB,v115@6gC8FeD8FeE8CeH8FeB8Jex6IvhF/kBUgBFhBTqBWx?BirB
IOZTLSJ,O,O,X,O,O,X,O,X,X,X
IOZTJLS,O,O,X,O,O,X,O,X,X,X
IOZTJSL,O,O,X,O,O,X,O,X,X,X
IOZTSLJ,O,O,X,O,O,X,O,X,O,X
IOZTSJL,O,O,X,O,O,X,O,X,O,X
IOZLTJS,X,O,X,O,O,O,X,X,X,X
IOZLTSJ,X,O,X,O,O,O,X,X,X,X
IOZLJTS,X,O,X,O,O,O,X,X,X,X
IOZLJST,X,O,X,O,X,O,X,X,X,X
IOZLSTJ,X,O,X,O,X,O,X,X,O,X
IOZLSJT,X,O,X,O,X,O,X,X,O,X
IOZJTLS,O,O,X,O,O,X,X,X,X,X
IOZJTSL,O,O,X,O,O,X,X,X,X,X
IOZJLTS,X,O,X,O,O,O,X,X,X,X
IOZJLST,X,O,X,O,X,O,O,X,X,X
IOZJSTL,O,O,X,O,O,O,X,X,O,X
IOZJSLT,O,O,X,O,X,O,O,X,O,X
IOZSTLJ,O,O,X,O,O,O,O,X,O,X
IOZSTJL,O,O,X,O,O,O,O,X,O,X
IOZSLTJ,O,O,X,O,X,O,X,X,O,X
IOZSLJT,O,O,X,O,X,O,X,X,O,X
IOZSJTL,O,O,X,O,O,O,X,X,O,X
IOZSJLT,O,O,X,O,X,O,O,X,O,X
LTIJSZO,X,O,O,O,X,O,O,X,X,X
LTIJSOZ,X,O,O,O,X,X,O,X,X,X
LTIJZSO,X,O,O,O,X,X,O,X,X,X
LTIJZOS,X,X,O,O,O,X,X,X,X,X
LTIJOSZ,X,O,O,O,X,X,O,X,X,X
LTIJOZS,X,O,O,X,X,X,X,X,X,X
LTISJZO,X,O,O,O,X,O,O,O,X,X
LTISJOZ,X,O,O,O,X,X,O,O,X,X
LTISZJO,X,O,O,O,X,O,O,O,X,X
LTISZOJ,X,X,O,X,X,X,X,O,X,X
LTISOJZ,X,O,O,O,X,X,O,O,X,X
LTISOZJ,X,X,O,X,X,X,X,O,X,X
LTIZJSO,X,O,O,O,O,X,O,X,X,X
LTIZJOS,X,O,O,X,O,X,X,X,X,X
LTIZSJO,X,O,O,O,O,X,O,X,X,X
LTIZSOJ,X,O,O,X,O,X,X,X,X,X
LTIZOJS,X,O,O,X,O,X,X,X,X,X
LTIZOSJ,X,O,O,X,O,X,X,X,X,X
LTIOJSZ,X,O,O,O,X,X,O,X,X,X
LTIOJZS,X,O,O,X,X,X,X,X,X,X
LTIOSJZ,X,O,O,O,X,X,O,O,X,X
LTIOSZJ,X,O,O,X,X,X,X,O,X,X
LTIOZJS,X,O,O,X,X,X,X,X,X,X
LTIOZSJ,X,O,O,X,X,X,X,X,X,X
LTJISZO,X,O,O,O,X,O,O,X,X,X
LTJISOZ,X,O,O,O,X,X,O,X,X,X
LTJIZSO,X,O,O,O,X,X,O,X,X,X
LTJIZOS,X,X,O,O,O,X,X,X,X,X
LTJIOSZ,X,O,O,O,X,X,O,X,X,X
LTJIOZS,X,O,O,X,X,X,X,X,X,X
LTJSIZO,X,O,O,O,X,O,O,X,X,X
LTJSIOZ,O,X,O,O,X,O,O,X,X,X
LTJSZIO,X,O,O,O,X,O,O,X,X,X
LTJSZOI,O,O,X,O,O,O,O,X,X,X
LTJSOIZ,O,X,O,O,X,O,X,X,X,X
LTJSOZI,O,O,O,O,X,O,O,X,X,X
LTJZISO,X,O,O,O,O,X,X,X,X,X
LTJZIOS,X,O,O,X,O,X,X,X,X,X
LTJZSIO,X,O,O,O,O,O,O,X,X,X
LTJZSOI,X,O,X,O,O,O,O,X,X,X
LTJZOIS,X,O,O,X,O,X,X,X,X,X
LTJZOSI,X,O,O,O,O,X,X,X,X,X
LTJOISZ,X,O,O,X,X,X,X,X,X,X
LTJOIZS,X,X,O,X,X,X,X,X,X,X
LTJOSIZ,O,O,O,O,X,X,X,X,X,X
LTJOSZI,O,O,O,O,X,O,O,X,X,X
LTJOZIS,X,X,O,X,O,X,X,X,X,X
LTJOZSI,X,O,O,X,O,X,X,X,X,X
LTSIJZO,X,O,O,O,X,O,O,O,X,X
LTSIJOZ,O,X,O,O,X,X,O,O,X,X
LTSIZJO,X,X,O,O,X,O,O,O,X,X
LTSIZOJ,X,X,O,X,X,X,X,O,X,X
LTSIOJZ,O,X,O,O,X,X,O,O,X,X
LTSIOZJ,X,X,O,X,X,X,X,O,X,X
LTSJIZO,X,O,O,O,X,O,O,O,X,X
LTSJIOZ,O,X,O,O,X,O,O,O,X,X
LTSJZIO,X,O,O,O,X,O,O,X,X,X
LTSJZOI,O,O,X,O,O,O,O,O,X,X
LTSJOIZ,O,X,O,O,X,O,X,O,X,X
LTSJOZI,O,O,O,O,X,O,O,O,X,X
LTSZIJO,X,O,X,X,O,O,O,O,X,X
LTSZIOJ,X,X,X,X,O,X,X,O,X,X
LTSZJIO,X,O,O,O,X,O,O,X,X,X
LTSZJOI,O,O,X,O,O,O,O,O,X,X
LTSZOIJ,X,X,X,X,O,X,X,O,X,X
LTSZOJI,O,O,O,X,O,O,X,O,X,X
LTSOIJZ,O,X,O,X,X,X,O,O,X,X
LTSOIZJ,X,X,O,X,X,X,X,O,X,X
LTSOJIZ,O,X,O,O,X,X,X,O,X,X
LTSOJZI,O,O,O,O,X,O,O,O,X,X
LTSOZIJ,X,X,X,X,X,X,X,O,X,X
LTSOZJI,O,X,O,X,X,O,X,O,X,X
LTZIJSO,X,O,O,X,O,X,O,X,X,X
LTZIJOS,X,O,O,X,O,X,X,X,X,X
LTZISJO,X,O,O,X,O,X,O,X,X,X
LTZISOJ,X,O,O,X,O,X,X,X,X,X
LTZIOJS,X,O,O,X,O,X,X,X,X,X
LTZIOSJ,X,O,O,X,O,X,X,X,X,X
LTZJISO,X,O,O,X,O,X,X,X,X,X
LTZJIOS,X,O,O,X,O,X,X,X,X,X
LTZJSIO,X,O,O,O,O,O,O,X,X,X
LTZJSOI,X,O,X,O,O,O,O,X,X,X
LTZJOIS,X,O,O,X,O,X,X,X,X,X
LTZJOSI,X,O,O,X,O,X,X,X,X,X
LTZSIJO,X,O,X,X,O,O,O,X,X,X
LTZSIOJ,X,X,X,X,O,X,X,X,X,X
LTZSJIO,X,O,O,O,X,O,O,X,X,X
LTZSJOI,X,O,X,O,O,O,O,X,X,X
LTZSOIJ,X,X,X,X,O,X,X,X,X,X
LTZSOJI,X,O,O,X,O,O,X,X,X,X
LTZOIJS,X,X,O,X,O,X,X,X,X,X
LTZOISJ,X,X,O,X,O,X,X,X,X,X
LTZOJIS,X,O,O,X,O,X,X,X,X,X
LTZOJSI,X,O,O,X,O,X,X,X,X,X
LTZOSIJ,X,X,X,X,O,X,X,X,X,X
LTZOSJI,X,O,O,X,O,X,X,X,X,X
LTOIJSZ,X,O,O,X,X,X,O,X,X,X
LTOIJZS,X,X,O,X,X,X,X,X,X,X
LTOISJZ,X,O,O,X,X,X,O,O,X,X
LTOISZJ,X,X,O,X,X,X,X,O,X,X
LTOIZJS,X,X,O,X,X,X,X,X,X,X
LTOIZSJ,X,X,O,X,X,X,X,X,X,X
LTOJISZ,X,O,O,X,X,X,X,X,X,X
LTOJIZS,X,X,O,X,X,X,X,X,X,X
LTOJSIZ,O,O,O,O,X,X,X,X,X,X
LTOJSZI,O,O,O,O,X,O,O,X,X,X
LTOJZIS,X,X,O,X,O,X,X,X,X,X
LTOJZSI,X,O,O,X,O,X,X,X,X,X
LTOSIJZ,O,O,O,X,X,X,O,O,X,X
LTOSIZJ,X,X,O,X,X,X,X,O,X,X
LTOSJIZ,O,O,O,O,X,X,X,O,X,X
LTOSJZI,O,O,O,O,X,O,O,O,X,X
LTOSZIJ,X,X,X,X,X,X,X,O,X,O
LTOSZJI,O,O,O,X,X,O,X,O,X,O
LTOZIJS,X,X,O,X,O,X,X,X,X,X
LTOZISJ,X,X,O,X,O,X,X,X,X,X
LTOZJIS,X,X,O,X,O,X,X,X,X,X
LTOZJSI,X,O,O,X,O,X,X,X,X,X
LTOZSIJ,X,X,X,X,O,X,X,X,X,X
LTOZSJI,X,O,O,X,O,X,X,X,X,X
LITJSZO,O,O,O,O,O,O,O,X,X,X
LITJSOZ,O,O,O,O,X,O,O,X,X,X
LITJZSO,X,O,O,O,O,O,O,X,X,X
LITJZOS,X,O,O,O,O,X,X,X,X,X
LITJOSZ,O,O,O,O,X,O,O,X,X,X
LITJOZS,X,O,O,X,O,X,X,X,X,X
LITSJZO,O,O,O,O,O,O,O,O,X,X
LITSJOZ,O,O,O,O,X,O,O,O,X,X
LITSZJO,O,O,O,O,O,O,O,O,X,X
LITSZOJ,O,O,O,X,O,O,X,O,X,X
LITSOJZ,O,O,O,O,X,O,O,O,X,X
LITSOZJ,O,X,O,X,X,O,X,O,X,X
LITZJSO,X,O,O,O,O,O,O,X,X,X
LITZJOS,X,O,O,X,O,X,X,X,X,X
LITZSJO,X,O,O,O,O,O,O,X,X,X
LITZSOJ,X,O,O,X,O,O,X,X,X,X
LITZOJS,X,O,O,X,O,X,X,X,X,X
LITZOSJ,X,O,O,X,O,X,X,X,X,X
LITOJSZ,O,O,O,O,X,O,O,X,X,X
LITOJZS,X,O,O,X,O,X,X,X,X,X
LITOSJZ,O,O,O,O,X,O,O,O,X,X
LITOSZJ,O,O,O,X,X,O,X,O,X,X
LITOZJS,X,O,O,X,O,X,X,X,X,X
LITOZSJ,X,O,O,X,O,X,X,X,X,X
LIJTSZO,O,O,O,O,O,O,X,O,X,X
LIJTSOZ,O,O,O,O,X,O,X,O,X,X
LIJTZSO,X,O,O,O,O,O,X,X,X,X
LIJTZOS,X,O,O,O,O,X,X,X,X,X
LIJTOSZ,O,O,O,O,X,O,X,X,X,X
LIJTOZS,X,O,O,X,O,X,X,X,X,X
LIJSTZO,O,O,O,O,X,O,X,O,X,X
LIJSTOZ,O,O,O,O,X,O,X,O,X,X
LIJSZTO,O,O,O,O,X,O,X,O,X,X
LIJSZOT,O,O,X,O,X,O,X,X,X,X
LIJSOTZ,O,O,O,O,X,O,X,O,X,X
LIJSOZT,O,O,X,O,X,O,X,X,X,X
LIJZTSO,O,O,O,O,O,O,X,X,X,X
LIJZTOS,O,O,O,O,O,X,X,X,X,X
LIJZSTO,O,O,O,O,X,O,X,O,X,X
LIJZSOT,O,O,X,O,X,O,X,X,X,X
LIJZOTS,X,O,X,O,O,X,X,X,X,X
LIJZOST,X,O,X,O,X,X,X,X,X,X
LIJOTSZ,X,O,O,O,X,O,X,X,X,X
LIJOTZS,X,O,O,X,X,O,X,X,X,X
LIJOSTZ,X,O,O,O,X,O,X,O,X,X
LIJOSZT,X,O,X,O,X,O,X,X,X,X
LIJOZTS,X,O,X,O,X,O,X,X,X,X
LIJOZST,X,O,X,O,X,O,X,X,X,X
LISTJZO,O,O,O,O,X,O,O,O,X,X
LISTJOZ,O,O,O,O,X,O,O,O,X,X
LISTZJO,O,O,O,O,X,O,O,O,X,X
LISTZOJ,O,O,O,O,X,O,X,O,X,X
LISTOJZ,O,O,O,O,X,O,O,O,X,X
LISTOZJ,O,X,O,X,X,O,X,O,X,X
LISJTZO,O,O,O,O,X,O,X,O,X,X
LISJTOZ,O,O,O,O,X,O,X,O,X,X
LISJZTO,O,O,O,O,X,O,X,O,X,X
LISJZOT,O,O,X,O,X,O,X,X,X,X
LISJOTZ,O,O,O,O,X,O,X,O,X,X
LISJOZT,O,O,X,O,X,O,X,X,X,X
LISZTJO,O,O,O,O,X,O,X,X,X,X
LISZTOJ,O,O,O,O,X,O,X,X,X,X
LISZJTO,O,O,O,O,X,O,X,X,X,X
LISZJOT,O,O,X,O,X,O,X,X,X,X
LISZOTJ,O,O,X,O,X,O,X,X,X,X
LISZOJT,O,O,X,O,X,O,X,X,X,X
LISOTJZ,O,O,O,O,X,O,O,X,X,X
LISOTZJ,O,X,O,X,X,O,O,X,X,X
LISOJTZ,O,O,O,O,X,O,O,X,X,X
LISOJZT,O,O,X,O,X,O,O,X,X,X
LISOZTJ,O,O,X,X,X,O,X,X,X,X
LISOZJT,O,O,X,X,X,O,X,X,X,X
LIZTJSO,O,O,O,O,O,O,X,X,X,X
LIZTJOS,O,O,O,O,O,X,X,X,X,X
LIZTSJO,O,O,O,O,O,O,X,X,X,X
LIZTSOJ,O,O,O,O,O,O,X,X,X,X
LIZTOJS,O,O,O,O,O,X,X,X,X,X
LIZTOSJ,O,O,O,O,O,X,X,X,X,X
LIZJTSO,O,O,O,O,O,O,X,X,X,X
LIZJTOS,O,O,O,O,O,X,X,X,X,X
LIZJSTO,O,O,O,O,X,O,X,X,X,X
LIZJSOT,O,O,X,O,X,O,X,X,X,X
LIZJOTS,X,O,X,O,O,X,X,X,X,X
LIZJOST,X,O,X,O,X,X,X,X,X,X
LIZSTJO,O,O,O,O,X,O,X,X,X,X
LIZSTOJ,O,O,O,O,X,O,X,X,X,X
LIZSJTO,O,O,O,O,X,O,X,X,X,X
LIZSJOT,O,O,X,O,X,O,X,X,X,X
LIZSOTJ,O,O,X,O,X,O,X,X,X,X
LIZSOJT,O,O,X,O,X,O,X,X,X,X
LIZOTJS,X,O,X,O,O,X,X,X,X,X
LIZOTSJ,X,O,X,O,O,X,X,X,X,X
LIZOJTS,X,O,X,O,O,X,X,X,X,X
LIZOJST,X,O,X,O,X,X,X,X,X,X
LIZOSTJ,X,O,X,O,X,X,X,X,X,X
LIZOSJT,X,O,X,O,X,X,X,X,X,X
LIOTJSZ,X,O,O,O,X,O,O,X,X,X
LIOTJZS,X,O,O,X,X,O,O,X,X,X
LIOTSJZ,X,O,O,O,X,O,O,X,X,X
LIOTSZJ,X,O,O,X,X,O,O,X,X,X
LIOTZJS,X,O,O,X,X,O,O,X,X,X
LIOTZSJ,X,O,O,X,X,O,O,X,X,X
LIOJTSZ,X,O,O,O,X,O,O,X,X,X
LIOJTZS,X,O,O,X,X,O,X,X,X,X
LIOJSTZ,X,O,O,O,X,O,O,X,X,X
LIOJSZT,X,O,X,O,X,O,O,X,X,X
LIOJZTS,X,O,X,O,X,O,X,X,X,X
LIOJZST,X,O,X,O,X,O,O,X,X,X
LIOSTJZ,X,O,O,O,X,O,O,X,X,X
LIOSTZJ,X,O,O,X,X,O,O,X,X,X
LIOSJTZ,X,O,O,O,X,O,O,X,X,X
LIOSJZT,X,O,X,O,X,O,O,X,X,X
LIOSZTJ,X,O,X,X,X,O,X,X,X,X
LIOSZJT,X,O,X,X,X,O,X,X,X,X
LIOZTJS,X,O,X,X,X,O,X,X,X,X
LIOZTSJ,X,O,X,X,X,O,X,X,X,X
LIOZJTS,X,O,X,X,X,O,X,X,X,X
LIOZJST,X,O,X,X,X,O,X,X,X,X
LIOZSTJ,X,O,X,X,X,O,X,X,X,X
LIOZSJT,X,O,X,X,X,O,X,X,X,X
LJTISZO,X,O,O,O,X,O,X,X,X,X
LJTISOZ,X,O,O,O,X,X,X,X,X,X
LJTIZSO,X,O,O,O,X,X,X,X,X,X
LJTIZOS,X,X,O,O,O,X,X,X,X,X
LJTIOSZ,X,O,O,O,X,X,X,X,X,X
LJTIOZS,X,O,O,X,X,X,X,X,X,X
LJTSIZO,X,O,O,O,X,O,X,X,X,X
LJTSIOZ,O,X,O,O,X,O,X,O,X,X
LJTSZIO,X,O,O,O,X,O,X,X,X,X
LJTSZOI,O,O,X,O,O,O,X,O,X,X
LJTSOIZ,O,X,O,O,X,O,X,O,X,X
LJTSOZI,O,O,O,O,X,O,X,O,X,X
LJTZISO,X,O,O,O,X,X,X,X,X,X
LJTZIOS,X,O,O,X,O,X,X,X,X,X
LJTZSIO,X,O,O,O,O,O,X,X,X,X
LJTZSOI,X,O,X,O,O,O,X,X,X,X
LJTZOIS,X,O,O,X,O,X,X,X,X,X
LJTZOSI,X,O,O,O,O,X,X,X,X,X
LJTOISZ,X,O,O,X,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,X,X,X,X,X
LJTOSIZ,O,O,O,O,X,X,X,X,X,X
LJTOSZI,O,O,O,O,X,O,X,X,X,X
LJTOZIS,X,X,O,X,O,X,X,X,X,X
LJTOZSI,X,O,O,X,O,X,X,X,X,X
LJITSZO,O,O,O,O,O,O,X,O,X,X
LJITSOZ,O,O,O,O,X,O,X,O,X,X
LJITZSO,X,O,O,O,O,O,X,X,X,X
LJITZOS,X,O,O,O,O,X,X,X,X,X
LJITOSZ,O,O,O,O,X,O,X,X,X,X
LJITOZS,X,O,O,X,O,X,X,X,X,X
LJISTZO,O,O,O,O,X,O,X,O,X,X
LJISTOZ,O,O,O,O,X,O,X,O,X,X
LJISZTO,O,O,O,O,X,O,X,O,X,X
LJISZOT,O,O,X,O,X,O,X,X,X,X
LJISOTZ,O,O,O,O,X,O,X,O,X,X
LJISOZT,O,O,X,O,X,O,X,X,X,X
LJIZTSO,O,O,O,O,O,O,X,X,X,X
LJIZTOS,O,O,O,O,O,X,X,X,X,X
LJIZSTO,O,O,O,O,X,O,X,O,X,X
LJIZSOT,O,O,X,O,X,O,X,X,X,X
LJIZOTS,X,O,X,O,O,X,X,X,X,X
LJIZOST,X,O,X,O,X,X,X,X,X,X
LJIOTSZ,X,O,O,O,X,O,X,X,X,X
LJIOTZS,X,O,O,X,X,O,X,X,X,X
LJIOSTZ,X,O,O,O,X,O,X,O,X,X
LJIOSZT,X,O,X,O,X,O,X,X,X,X
LJIOZTS,X,O,X,O,X,O,X,X,X,X
LJIOZST,X,O,X,O,X,O,X,X,X,X
LJSTIZO,O,O,O,O,X,O,X,O,X,X
LJSTIOZ,O,X,O,O,X,O,X,O,X,X
LJSTZIO,O,O,O,O,X,O,X,X,X,X
LJSTZOI,O,O,X,O,X,O,X,O,X,X
LJSTOIZ,O,X,O,O,X,O,X,O,X,X
LJSTOZI,O,O,O,O,X,O,X,O,X,X
LJSITZO,O,O,O,O,X,O,X,X,X,X
LJSITOZ,O,X,O,O,X,O,X,O,X,X
LJSIZTO,O,O,O,O,X,O,X,X,X,X
LJSIZOT,O,X,X,O,X,O,X,X,X,X
LJSIOTZ,O,X,O,O,X,O,X,X,X,X
LJSIOZT,O,X,X,O,X,O,X,X,X,X
LJSZTIO,O,O,O,O,X,O,X,X,X,X
LJSZTOI,O,O,X,O,X,O,X,O,X,X
LJSZITO,O,O,O,O,X,O,X,X,X,X
LJSZIOT,O,O,X,O,X,O,X,X,X,X
LJSZOTI,O,O,X,O,X,O,X,X,X,X
LJSZOIT,X,X,X,O,X,O,X,X,X,X
LJSOTIZ,O,X,O,O,X,O,X,O,X,X
LJSOTZI,O,O,X,O,X,O,X,O,X,X
LJSOITZ,O,X,O,O,X,O,X,X,X,X
LJSOIZT,O,X,X,O,X,O,X,X,X,X
LJSOZTI,O,O,X,O,X,O,X,X,X,X
LJSOZIT,X,X,X,X,X,O,X,X,X,X
LJZTISO,X,O,O,O,X,X,X,X,X,X
LJZTIOS,X,O,O,X,X,X,X,X,X,X
LJZTSIO,O,O,O,O,O,O,X,X,X,X
LJZTSOI,O,O,X,O,O,O,X,X,X,X
LJZTOIS,X,O,O,X,O,X,X,X,X,X
LJZTOSI,O,O,O,O,O,X,X,X,X,X
LJZITSO,X,O,O,O,O,X,X,X,X,X
LJZITOS,X,O,O,O,O,X,X,X,X,X
LJZISTO,X,O,O,O,X,X,X,X,X,X
LJZISOT,X,O,X,O,X,X,X,X,X,X
LJZIOTS,X,O,X,O,O,X,X,X,X,X
LJZIOST,X,O,X,O,X,X,X,X,X,X
LJZSTIO,O,O,O,O,X,O,X,X,X,X
LJZSTOI,O,O,X,O,X,O,X,O,X,X
LJZSITO,O,O,O,O,X,O,X,X,X,X
LJZSIOT,X,O,X,O,X,O,X,X,X,X
LJZSOTI,O,O,X,O,X,O,X,X,X,X
LJZSOIT,X,X,X,O,X,O,X,X,X,X
LJZOTIS,X,O,X,O,O,X,X,X,X,X
LJZOTSI,X,O,X,O,O,X,X,X,X,X
LJZOITS,X,O,X,O,O,X,X,X,X,X
LJZOIST,X,O,X,O,X,X,X,X,X,X
LJZOSTI,X,O,X,O,X,X,X,X,X,X
LJZOSIT,X,X,X,O,X,X,X,X,X,X
LJOTISZ,X,O,O,X,X,O,X,X,X,X
LJOTIZS,X,O,O,X,X,X,X,X,X,X
LJOTSIZ,X,O,O,O,X,O,X,X,X,X
LJOTSZI,X,O,O,O,X,O,X,X,X,X
LJOTZIS,X,O,O,X,X,X,X,X,X,X
LJOTZSI,X,O,O,X,X,O,X,X,X,X
LJOITSZ,X,O,O,O,X,O,X,X,X,X
LJOITZS,X,O,O,X,X,X,X,X,X,X
LJOISTZ,X,O,O,O,X,O,X,X,X,X
LJOISZT,X,O,X,O,X,O,X,X,X,X
LJOIZTS,X,O,X,O,X,X,X,X,X,X
LJOIZST,X,O,X,O,X,X,X,X,X,X
LJOSTIZ,X,O,O,O,X,O,X,O,X,X
LJOSTZI,X,O,X,O,X,O,X,O,X,X
LJOSITZ,X,O,O,O,X,O,X,X,X,X
LJOSIZT,X,O,X,O,X,O,X,X,X,X
LJOSZTI,X,O,X,O,X,O,X,X,X,X
LJOSZIT,X,O,X,X,X,O,X,X,X,X
LJOZTIS,X,O,X,X,X,X,X,X,X,X
LJOZTSI,X,O,X,O,X,O,X,X,X,X
LJOZITS,X,O,X,X,X,X,X,X,X,X
LJOZIST,X,O,X,X,X,X,X,X,X,X
LJOZSTI,X,O,X,O,X,O,X,X,X,X
LJOZSIT,X,O,X,X,X,O,X,X,X,X
LSTIJZO,O,O,O,O,X,O,O,O,X,X
LSTIJOZ,O,X,O,O,X,X,O,O,X,X
LSTIZJO,O,X,O,O,X,O,O,O,X,X
LSTIZOJ,O,X,O,O,X,X,X,O,X,X
LSTIOJZ,O,X,O,O,X,X,O,O,X,X
LSTIOZJ,O,X,O,X,X,X,X,O,X,X
LSTJIZO,O,O,O,O,X,O,O,O,X,X
LSTJIOZ,O,X,O,O,X,O,O,O,X,X
LSTJZIO,O,O,O,O,X,O,O,X,X,X
LSTJZOI,O,O,X,O,X,O,O,O,X,X
LSTJOIZ,O,X,O,O,X,O,X,O,X,X
LSTJOZI,O,O,O,O,X,O,O,O,X,X
LSTZIJO,O,O,X,X,X,O,O,O,X,X
LSTZIOJ,O,X,X,X,X,X,X,O,X,X
LSTZJIO,O,O,O,O,X,O,O,X,X,X
LSTZJOI,O,O,X,O,X,O,O,O,X,X
LSTZOIJ,O,X,X,X,X,X,X,O,X,X
LSTZOJI,O,O,O,O,X,O,X,O,X,X
LSTOIJZ,O,X,O,X,X,X,O,O,X,X
LSTOIZJ,X,X,O,X,X,X,X,O,X,X
LSTOJIZ,O,X,O,O,X,X,X,O,X,X
LSTOJZI,O,O,O,O,X,O,O,O,X,X
LSTOZIJ,X,X,X,X,X,X,X,O,X,X
LSTOZJI,O,X,O,X,X,O,X,O,X,X
LSITJZO,O,O,O,O,X,O,O,X,X,X
LSITJOZ,O,X,O,O,X,O,O,X,X,X
LSITZJO,O,X,O,O,X,O,O,X,X,X
LSITZOJ,O,X,O,O,X,O,X,X,X,X
LSITOJZ,O,X,O,O,X,O,O,X,X,X
LSITOZJ,O,X,O,X,X,O,X,X,X,X
LSIJTZO,O,O,O,O,X,O,X,X,X,X
LSIJTOZ,O,X,O,O,X,O,X,X,X,X
LSIJZTO,O,O,O,O,X,O,X,X,X,X
LSIJZOT,O,X,X,O,X,O,X,X,X,X
LSIJOTZ,O,X,O,O,X,O,X,X,X,X
LSIJOZT,O,X,X,O,X,O,X,X,X,X
LSIZTJO,O,O,O,O,X,O,X,X,X,X
LSIZTOJ,O,X,O,O,X,O,X,X,X,X
LSIZJTO,O,O,O,O,X,O,X,X,X,X
LSIZJOT,O,X,X,O,X,O,X,X,X,X
LSIZOTJ,O,X,X,O,X,O,X,X,X,X
LSIZOJT,O,X,X,O,X,O,X,X,X,X
LSIOTJZ,O,X,O,O,X,O,O,X,X,X
LSIOTZJ,O,X,O,X,X,O,O,X,X,X
LSIOJTZ,O,X,O,O,X,O,O,X,X,X
LSIOJZT,O,X,X,O,X,O,O,X,X,X
LSIOZTJ,O,X,X,X,X,O,X,X,X,O
LSIOZJT,O,X,X,X,X,O,X,X,X,O
LSJTIZO,O,O,O,O,X,O,X,O,X,X
LSJTIOZ,O,X,O,O,X,O,X,O,X,X
LSJTZIO,O,O,O,O,X,O,X,X,X,X
LSJTZOI,O,O,X,O,X,O,X,O,X,X
LSJTOIZ,O,X,O,O,X,O,X,O,X,X
LSJTOZI,O,O,O,O,X,O,X,O,X,X
LSJITZO,O,O,O,O,X,O,X,X,X,X
LSJITOZ,O,X,O,O,X,O,X,O,X,X
LSJIZTO,O,O,O,O,X,O,X,X,X,X
LSJIZOT,O,X,X,O,X,O,X,X,X,X
LSJIOTZ,O,X,O,O,X,O,X,X,X,X
LSJIOZT,O,X,X,O,X,O,X,X,X,X
LSJZTIO,O,O,O,O,X,O,X,X,X,X
LSJZTOI,O,O,X,O,X,O,X,O,X,X
LSJZITO,O,O,O,O,X,O,X,X,X,X
LSJZIOT,O,O,X,O,X,O,X,X,X,X
LSJZOTI,O,O,X,O,X,O,X,X,X,X
LSJZOIT,X,X,X,O,X,O,X,X,X,X
LSJOTIZ,O,X,O,O,X,O,X,O,X,X
LSJOTZI,O,O,X,O,X,O,X,O,X,X
LSJOITZ,O,X,O,O,X,O,X,X,X,X
LSJOIZT,O,X,X,O,X,O,X,X,X,X
LSJOZTI,O,O,X,O,X,O,X,X,X,X
LSJOZIT,X,X,X,X,X,O,X,X,X,X
LSZTIJO,O,O,X,O,X,O,X,X,X,X
LSZTIOJ,O,X,X,O,X,X,X,X,X,X
LSZTJIO,O,O,O,O,X,O,X,X,X,X
LSZTJOI,O,O,X,O,X,O,X,X,X,X
LSZTOIJ,O,X,X,O,X,X,X,X,X,X
LSZTOJI,O,O,O,O,X,O,X,X,X,X
LSZITJO,O,O,O,O,X,O,X,X,X,X
LSZITOJ,O,X,O,O,X,O,X,X,X,X
LSZIJTO,O,O,O,O,X,O,X,X,X,X
LSZIJOT,O,X,X,O,X,O,X,X,X,X
LSZIOTJ,O,X,X,O,X,O,X,X,X,X
LSZIOJT,O,X,X,O,X,O,X,X,X,X
LSZJTIO,O,O,O,O,X,O,X,X,X,X
LSZJTOI,O,O,X,O,X,O,X,X,X,X
LSZJITO,O,O,O,O,X,O,X,X,X,X
LSZJIOT,O,O,X,O,X,O,X,X,X,X
LSZJOTI,O,O,X,O,X,O,X,X,X,X
LSZJOIT,X,X,X,O,X,O,X,X,X,X
LSZOTIJ,O,X,X,O,X,X,X,X,X,X
LSZOTJI,O,O,X,O,X,O,X,X,X,X
LSZOITJ,X,X,X,O,X,X,X,X,X,X
LSZOIJT,X,X,X,O,X,X,X,X,X,X
LSZOJTI,O,O,X,O,X,O,X,X,X,X
LSZOJIT,X,X,X,O,X,O,X,X,X,X
LSOTIJZ,O,X,O,X,X,O,O,X,X,X
