sequence,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JeF8IvhFxdBTgB?UiBaoBOrBXsB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JeU8IvhFFdBXeB?TgBxmBysB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?2nBFmBisBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8Je37IvhFUdBFeB?mlBRnBisBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?mhBFmBznBywB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxdBlhB?aoBXhBTnB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?FmBesBznBirB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBxdB?eoBarBFnBXsB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxdB3iB?FmBysBmrBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBxdB?FmBmnB3nBywB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBFeB?foBRmBKnB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?anBFmBznB2wB
ISTOLJZ,O,X,X,X,X,X,X,X,X,X,X,X
ISTOLZJ,O,O,X,X,X,X,X,X,X,X,X,X
ISTOJLZ,O,X,X,X,X,X,X,X,X,X,X,X
ISTOJZL,O,O,X,X,X,X,X,X,X,X,X,X
ISTOZLJ,O,O,X,X,X,X,X,X,X,X,X,X
ISTOZJL,O,O,X,X,X,X,X,X,X,X,X,X
ISLTJZO,O,O,X,X,X,X,X,X,X,X,X,X
ISLTJOZ,O,O,X,X,X,X,X,X,X,X,X,X
ISLTZJO,O,O,X,X,X,O,X,X,O,X,X,X
ISLTZOJ,O,O,X,X,X,O,X,X,O,X,X,X
ISLTOJZ,O,O,X,X,X,X,X,X,X,X,X,X
ISLTOZJ,O,O,X,X,X,X,X,X,X,X,X,X
ISLJTZO,O,O,X,X,X,O,X,X,X,X,X,X
ISLJTOZ,O,O,X,X,X,X,X,X,X,X,X,X
ISLJZTO,O,O,O,X,O,O,X,X,O,X,X,X
ISLJZOT,O,O,O,X,O,X,X,X,X,X,X,X
ISLJOTZ,O,O,X,X,X,X,X,X,X,X,X,X
ISLJOZT,O,O,X,X,X,X,X,X,X,X,X,X
ISLZTJO,O,O,O,X,O,O,X,X,O,X,X,X
ISLZTOJ,O,O,O,X,O,O,X,X,O,X,X,X
ISLZJTO,O,O,O,X,O,O,X,X,O,X,X,X
ISLZJOT,O,X,O,X,O,X,X,X,X,X,X,X
ISLZOTJ,O,O,O,X,O,X,X,X,O,X,X,X
ISLZOJT,O,X,O,X,O,X,X,X,X,X,X,X
ISLOTJZ,O,O,X,X,X,X,X,X,X,X,X,X
ISLOTZJ,O,O,X,X,X,X,X,X,X,X,X,X
ISLOJTZ,O,O,X,X,X,X,X,X,X,X,X,X
ISLOJZT,O,O,X,X,X,X,X,X,X,X,X,X
ISLOZTJ,O,O,X,X,X,X,X,X,O,X,X,X
ISLOZJT,O,O,X,X,X,X,X,X,X,X,X,X
ISJTLZO,O,O,X,O,X,X,X,X,X,X,X,X
ISJTLOZ,O,X,X,O,X,X,X,X,X,X,X,X
ISJTZLO,O,O,X,O,X,X,X,X,X,X,O,X
ISJTZOL,O,O,X,X,X,X,X,X,X,X,O,X
ISJTOLZ,O,O,X,O,X,X,X,X,X,X,X,X
ISJTOZL,O,O,X,X,X,X,X,X,X,X,X,X
ISJLTZO,O,O,X,O,X,O,X,X,X,X,X,X
ISJLTOZ,O,O,X,O,X,X,X,X,X,X,X,X
ISJLZTO,O,O,X,O,X,O,X,X,X,X,X,X
ISJLZOT,O,O,X,O,X,X,X,X,X,X,X,X
ISJLOTZ,O,O,X,O,X,X,X,X,X,X,X,X
ISJLOZT,O,O,X,O,X,X,X,X,X,X,X,X
ISJZTLO,O,O,X,O,X,X,X,X,X,X,O,X
ISJZTOL,O,O,X,X,X,X,X,X,X,O,O,X
ISJZLTO,O,O,X,O,X,O,X,O,X,X,O,X
ISJZLOT,O,X,X,O,X,X,X,O,X,X,O,X
ISJZOTL,O,O,X,X,X,X,X,X,X,X,O,X
ISJZOLT,X,X,X,X,X,X,X,X,X,X,O,X
ISJOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
ISJOTZL,O,O,X,X,X,X,X,X,X,X,X,X
ISJOLTZ,O,O,X,O,X,X,X,X,X,X,X,X
ISJOLZT,O,O,X,O,X,X,X,X,X,X,X,X
ISJOZTL,O,O,X,X,X,X,X,X,X,X,X,X
ISJOZLT,X,O,X,X,X,X,X,X,X,X,X,X
ISZTLJO,O,X,O,X,O,X,X,X,X,X,O,X
ISZTLOJ,O,O,O,X,O,X,X,X,X,X,O,X
ISZTJLO,O,X,O,X,O,X,X,X,X,X,O,X
ISZTJOL,O,O,X,X,O,X,X,X,X,O,O,X
ISZTOLJ,O,O,O,X,X,X,X,X,X,X,O,X
ISZTOJL,O,O,X,X,O,X,X,X,X,O,O,X
ISZLTJO,O,O,O,X,O,O,X,X,O,X,O,X
ISZLTOJ,O,O,O,X,O,O,X,X,O,X,O,X
ISZLJTO,O,O,O,X,O,O,X,O,O,X,O,X
ISZLJOT,O,X,O,X,O,X,X,O,X,X,O,X
ISZLOTJ,O,O,O,X,O,X,X,X,O,X,O,X
ISZLOJT,O,X,O,X,O,X,X,O,X,X,O,X
ISZJTLO,O,X,O,O,O,X,X,X,X,X,O,X
ISZJTOL,O,O,X,X,O,X,X,X,X,O,O,X
ISZJLTO,X,X,O,O,O,O,X,O,X,X,O,X
ISZJLOT,X,X,O,O,O,X,X,O,X,X,O,X
ISZJOTL,O,X,X,X,X,X,X,X,X,X,O,X
ISZJOLT,X,X,X,O,X,X,X,X,X,X,O,X
ISZOTLJ,O,O,O,X,X,X,X,X,X,X,O,X
ISZOTJL,O,O,X,X,O,X,X,X,X,X,O,X
ISZOLTJ,O,X,O,X,O,X,X,X,X,X,O,X
ISZOLJT,O,X,O,X,O,X,X,X,X,X,O,X
ISZOJTL,O,X,X,X,X,X,X,X,X,X,O,X
ISZOJLT,X,X,X,X,X,X,X,X,X,X,O,X
ISOTLJZ,O,X,X,X,X,X,X,X,X,X,X,X
ISOTLZJ,O,O,X,X,X,X,X,X,X,X,X,X
ISOTJLZ,O,X,X,X,X,X,X,X,X,X,X,X
ISOTJZL,O,O,X,X,X,X,X,X,X,X,X,X
ISOTZLJ,O,O,X,X,X,X,X,X,X,X,X,X
ISOTZJL,O,O,X,X,X,X,X,X,X,X,X,X
ISOLTJZ,O,O,X,X,X,X,X,X,X,X,X,X
ISOLTZJ,O,O,X,X,X,X,X,X,X,X,X,X
ISOLJTZ,O,O,X,X,X,X,X,X,X,X,X,X
ISOLJZT,O,O,X,X,X,X,X,X,X,X,X,X
ISOLZTJ,O,O,X,X,X,X,X,X,X,X,X,X
ISOLZJT,O,O,X,X,X,X,X,X,X,X,X,X
ISOJTLZ,O,O,X,X,X,X,X,X,X,X,X,X
ISOJTZL,O,O,X,X,X,X,X,X,X,X,X,X
ISOJLTZ,O,O,X,X,X,X,X,X,X,X,X,X
ISOJLZT,O,O,X,X,X,X,X,X,X,X,X,X
ISOJZTL,O,O,X,X,X,X,X,X,X,X,X,X
ISOJZLT,O,O,X,X,X,X,X,X,X,X,X,X
ISOZTLJ,O,O,X,X,X,X,X,X,X,X,X,X
ISOZTJL,O,O,X,X,X,X,X,X,X,X,X,X
ISOZLTJ,O,O,X,X,X,X,X,X,X,X,X,X
ISOZLJT,O,X,X,X,X,X,X,X,X,X,X,X
ISOZJTL,O,O,X,X,X,X,X,X,X,X,X,X
ISOZJLT,X,O,X,X,X,X,X,X,X,X,X,X
IZTLJSO,X,O,O,X,X,O,X,O,X,X,X,X
IZTLJOS,X,X,O,X,X,O,X,O,X,O,X,X
IZTLSJO,X,O,O,X,X,O,X,X,O,X,X,X
IZTLSOJ,X,O,O,X,X,O,X,X,O,X,X,X
IZTLOJS,X,X,X,X,X,O,X,O,X,O,X,O
IZTLOSJ,X,O,X,X,X,O,X,X,X,X,X,O
IZTJLSO,X,X,X,O,O,O,X,O,X,X,X,X
IZTJLOS,X,X,X,O,X,O,X,O,X,O,X,X
IZTJSLO,X,X,X,O,O,X,X,X,X,O,O,X
IZTJSOL,X,O,X,X,O,X,X,X,X,O,O,X
IZTJOLS,X,X,X,X,O,O,O,X,X,O,X,X
IZTJOSL,X,X,X,X,O,X,O,X,X,O,X,X
IZTSLJO,X,X,O,X,O,X,X,X,X,X,O,X
IZTSLOJ,X,O,O,X,X,X,X,X,X,X,O,X
IZTSJLO,X,X,O,X,O,X,X,X,X,X,O,X
IZTSJOL,X,O,X,X,O,X,X,X,X,O,O,X
IZTSOLJ,X,O,O,X,X,X,X,X,X,X,O,X
IZTSOJL,X,O,X,X,O,X,X,X,X,O,O,X
IZTOLJS,X,X,X,X,X,O,X,X,X,O,X,O
IZTOLSJ,X,X,X,X,X,O,X,X,X,X,X,O
IZTOJLS,X,X,X,X,O,X,X,X,X,O,X,X
IZTOJSL,X,X,X,X,O,X,X,X,X,O,X,X
IZTOSLJ,X,O,X,X,O,X,X,X,X,X,X,O
IZTOSJL,X,O,X,X,O,X,X,X,X,O,X,O
IZLTJSO,X,O,O,X,O,O,X,O,X,X,X,X
IZLTJOS,X,X,O,X,O,O,X,O,X,O,X,X
IZLTSJO,X,O,O,X,O,O,X,X,O,X,X,X
IZLTSOJ,X,O,O,X,O,O,X,X,O,X,X,X
IZLTOJS,X,X,X,X,O,O,X,O,X,O,X,X
IZLTOSJ,X,O,X,X,O,O,X,X,X,X,X,X
IZLJTSO,O,O,O,O,O,O,X,O,X,X,X,X
IZLJTOS,O,X,O,O,X,O,X,O,X,O,X,X
IZLJSTO,X,O,O,O,O,O,X,O,O,X,X,X
IZLJSOT,X,X,O,O,O,X,X,O,X,X,X,X
IZLJOTS,X,X,X,O,O,O,X,O,X,X,X,X
IZLJOST,X,X,O,O,O,X,X,O,X,X,X,X
IZLSTJO,O,O,O,X,O,O,X,X,O,X,O,X
IZLSTOJ,O,O,O,X,O,O,X,X,O,X,O,X
IZLSJTO,O,O,O,X,O,O,X,O,O,X,O,X
IZLSJOT,O,X,O,X,O,X,X,O,X,X,O,X
IZLSOTJ,O,O,O,X,O,X,X,X,O,X,O,X
IZLSOJT,O,X,O,X,O,X,X,O,X,X,O,X
IZLOTJS,X,X,X,X,O,X,X,O,X,X,X,X
IZLOTSJ,O,O,X,X,O,O,X,X,X,X,X,X
IZLOJTS,O,X,X,X,O,O,X,O,X,X,X,X
IZLOJST,X,X,X,X,O,X,X,O,X,X,X,X
IZLOSTJ,O,O,X,X,O,X,X,X,O,X,X,X
IZLOSJT,O,X,X,X,O,X,X,O,X,X,X,X
IZJTLSO,O,X,X,O,X,O,X,O,X,X,X,X
IZJTLOS,O,X,X,O,X,O,X,O,X,O,X,X
IZJTSLO,O,X,X,O,X,X,X,X,X,O,O,X
IZJTSOL,O,O,X,X,X,X,X,X,X,O,O,X
IZJTOLS,O,X,X,X,X,O,O,X,X,O,X,X
IZJTOSL,O,X,X,X,X,X,O,X,X,O,X,X
IZJLTSO,X,O,X,O,X,O,X,O,X,X,X,X
IZJLTOS,X,X,X,O,X,O,X,O,X,O,X,X
IZJLSTO,X,O,X,O,X,O,X,O,O,X,O,X
IZJLSOT,X,X,X,O,X,X,X,O,X,X,O,X
IZJLOTS,X,X,X,O,X,O,X,O,X,X,X,X
IZJLOST,X,X,X,O,X,X,X,O,X,X,X,X
IZJSTLO,X,X,X,O,X,X,X,X,X,X,O,X
IZJSTOL,X,O,X,X,X,X,X,X,X,O,O,X
IZJSLTO,X,X,X,O,X,O,X,O,X,X,O,X
IZJSLOT,X,X,X,O,X,X,X,O,X,X,O,X
IZJSOTL,X,X,X,X,X,X,X,X,X,X,O,X
IZJSOLT,X,X,X,O,X,X,X,X,X,X,O,X
IZJOTLS,X,X,X,X,X,O,O,X,X,O,X,X
IZJOTSL,X,X,X,X,X,X,O,X,X,O,X,X
IZJOLTS,X,X,X,O,X,O,X,O,X,X,X,X
IZJOLST,X,X,X,O,X,O,X,O,X,X,X,X
IZJOSTL,X,X,X,X,X,X,O,X,X,X,O,X
IZJOSLT,X,X,X,O,X,X,O,X,X,X,O,X
IZSTLJO,O,X,O,X,O,X,X,X,X,X,O,X
IZSTLOJ,O,O,O,X,O,X,X,X,X,X,O,X
IZSTJLO,O,X,O,X,O,X,X,X,X,X,O,X
IZSTJOL,O,O,X,X,O,X,X,X,X,O,O,X
IZSTOLJ,O,O,O,X,X,X,X,X,X,X,O,X
IZSTOJL,O,O,X,X,O,X,X,X,X,O,O,X
IZSLTJO,O,O,O,X,O,O,X,X,O,X,O,X
IZSLTOJ,O,O,O,X,O,O,X,X,O,X,O,X
IZSLJTO,O,O,O,X,O,O,X,O,O,X,O,X
IZSLJOT,O,X,O,X,O,X,X,O,X,X,O,X
IZSLOTJ,O,O,O,X,O,X,X,X,O,X,O,X
IZSLOJT,O,X,O,X,O,X,X,O,X,X,O,X
IZSJTLO,O,X,O,O,O,X,X,X,X,X,O,X
IZSJTOL,O,O,X,X,O,X,X,X,X,O,O,X
IZSJLTO,X,X,O,O,O,O,X,O,X,X,O,X
IZSJLOT,X,X,O,O,O,X,X,O,X,X,O,X
IZSJOTL,O,X,X,X,X,X,X,X,X,X,O,X
IZSJOLT,X,X,X,O,X,X,X,X,X,X,O,X
IZSOTLJ,O,O,O,X,X,X,X,X,X,X,O,X
IZSOTJL,O,O,X,X,O,X,X,X,X,X,O,X
IZSOLTJ,O,X,O,X,O,X,X,X,X,X,O,X
IZSOLJT,O,X,O,X,O,X,X,X,X,X,O,X
IZSOJTL,O,X,X,X,X,X,X,X,X,X,O,X
IZSOJLT,X,X,X,X,X,X,X,X,X,X,O,X
IZOTLJS,X,X,X,X,X,O,X,X,X,O,X,O
IZOTLSJ,O,X,X,X,X,O,X,X,X,X,X,O
IZOTJLS,O,X,X,X,O,X,X,X,X,O,X,X
IZOTJSL,O,X,X,X,O,X,X,X,X,O,X,X
IZOTSLJ,O,O,X,X,O,X,X,X,X,X,X,O
IZOTSJL,O,O,X,X,O,X,X,X,X,O,X,O
IZOLTJS,X,X,X,X,O,O,X,O,X,X,X,X
IZOLTSJ,O,O,X,X,O,O,X,X,X,X,X,X
IZOLJTS,O,X,X,X,O,O,X,O,X,X,X,X
IZOLJST,X,X,X,X,O,O,X,O,X,X,X,X
IZOLSTJ,O,O,X,X,O,O,X,X,O,X,X,X
IZOLSJT,O,X,X,X,O,O,X,O,X,X,X,X
IZOJTLS,O,X,X,X,X,O,O,X,X,O,X,X
IZOJTSL,O,X,X,X,X,X,O,X,X,O,X,X
IZOJLTS,X,X,X,O,X,O,X,O,X,X,X,X
IZOJLST,X,X,X,O,X,O,X,O,X,X,X,X
IZOJSTL,X,X,X,X,X,X,O,X,X,X,X,X
IZOJSLT,X,X,X,O,X,X,O,X,X,X,X,X
IZOSTLJ,O,O,X,X,O,X,X,X,X,X,O,O
IZOSTJL,O,O,X,X,O,X,O,X,X,X,O,O
IZOSLTJ,O,X,X,X,O,X,X,X,X,X,O,O
IZOSLJT,O,X,X,X,O,X,O,X,X,X,O,X
IZOSJTL,O,X,X,X,O,X,O,X,X,X,O,O
IZOSJLT,X,X,X,X,O,X,O,X,X,X,O,X
IOTLJSZ,O,O,X,X,X,X,X,X,X,X,X,X
IOTLJZS,O,O,X,X,X,O,X,X,X,X,X,X
IOTLSJZ,O,O,X,X,X,X,X,X,X,X,X,X
IOTLSZJ,O,O,X,X,X,O,X,X,X,X,X,X
IOTLZJS,X,O,X,X,X,O,X,X,X,X,X,X
IOTLZSJ,O,O,X,X,X,O,X,X,X,X,X,X
IOTJLSZ,O,X,X,O,X,X,X,X,X,X,X,X
IOTJLZS,O,X,X,O,X,X,X,X,X,X,X,X
IOTJSLZ,O,X,X,O,X,X,X,X,X,X,X,X
IOTJSZL,O,O,X,X,X,X,X,X,X,X,X,X
IOTJZLS,O,X,X,X,X,X,X,X,X,X,X,X
IOTJZSL,O,O,X,X,X,X,X,X,X,X,X,X
IOTSLJZ,O,X,X,X,X,X,X,X,X,X,X,X
IOTSLZJ,O,O,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,O,X,X,X,X,X,X,X,X,X,X,X
IOTSJZL,O,O,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,O,O,X,X,X,X,X,X,X,X,X,X
IOTSZJL,O,O,X,X,X,X,X,X,X,X,X,X
IOTZLJS,X,O,X,X,X,O,X,X,X,X,X,X
IOTZLSJ,O,O,X,X,X,O,X,X,X,X,X,X
IOTZJLS,O,X,X,X,X,X,X,X,X,X,X,X
IOTZJSL,O,O,X,X,X,X,X,X,X,X,X,X
IOTZSLJ,O,O,X,X,X,X,X,X,X,X,X,X
IOTZSJL,O,O,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,O,O,X,X,X,O,X,X,X,X,X,X
IOLTJZS,O,O,X,X,X,O,X,X,X,X,X,X
IOLTSJZ,O,O,X,X,X,X,X,X,X,X,X,X
IOLTSZJ,O,O,X,X,X,O,X,X,X,X,X,X
IOLTZJS,X,O,X,X,X,O,X,X,X,X,X,X
IOLTZSJ,O,O,X,X,X,O,X,X,X,X,X,X
IOLJTSZ,O,O,X,X,X,O,X,X,X,X,X,X
IOLJTZS,O,O,X,X,X,O,X,X,X,X,X,X
IOLJSTZ,O,O,X,X,X,O,X,X,X,X,X,X
IOLJSZT,O,O,X,X,O,O,X,X,X,X,X,X
IOLJZTS,O,O,X,X,O,O,X,X,X,X,X,X
IOLJZST,O,O,X,X,O,O,X,X,X,X,X,X
IOLSTJZ,O,O,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,O,O,X,X,X,O,X,X,X,X,X,X
IOLSJTZ,O,O,X,X,X,O,X,X,X,X,X,X
IOLSJZT,O,O,X,X,O,O,X,X,X,X,X,X
IOLSZTJ,O,O,X,X,O,O,X,X,O,X,X,X
IOLSZJT,O,O,X,X,O,O,X,X,X,X,X,X
IOLZTJS,X,O,X,X,O,O,X,X,X,X,X,X
IOLZTSJ,O,O,X,X,O,O,X,X,X,X,X,X
IOLZJTS,O,O,X,X,O,O,X,X,X,X,X,X
IOLZJST,X,O,X,X,O,O,X,X,X,X,X,X
IOLZSTJ,O,O,X,X,O,O,X,X,O,X,X,X
IOLZSJT,O,O,X,X,O,O,X,X,X,X,X,X
IOJTLSZ,O,O,X,O,X,O,X,X,X,X,X,X
IOJTLZS,O,O,X,O,X,O,X,X,X,X,X,X
IOJTSLZ,O,O,X,O,X,X,X,X,X,X,X,X
IOJTSZL,O,O,X,X,X,X,X,X,X,X,X,X
IOJTZLS,O,O,X,X,X,O,X,X,X,X,X,X
IOJTZSL,O,O,X,X,X,X,X,X,X,X,X,X
IOJLTSZ,O,O,X,O,X,O,X,X,X,X,X,X
IOJLTZS,O,O,X,O,X,O,X,X,X,X,X,X
IOJLSTZ,O,O,X,O,X,O,X,X,X,X,X,X
IOJLSZT,O,O,X,O,X,O,X,X,X,X,X,X
IOJLZTS,O,O,X,O,X,O,X,X,X,X,X,X
IOJLZST,O,O,X,O,X,O,X,X,X,X,X,X
IOJSTLZ,O,O,X,O,X,X,X,X,X,X,X,X
IOJSTZL,O,O,X,X,X,X,X,X,X,X,X,X
IOJSLTZ,O,O,X,O,X,X,X,X,X,X,X,X
IOJSLZT,O,O,X,O,X,X,X,X,X,X,X,X
IOJSZTL,O,O,X,X,X,X,O,X,X,X,X,X
IOJSZLT,X,O,X,X,X,X,O,X,X,X,X,X
IOJZTLS,O,O,X,X,X,O,O,X,X,O,X,X
IOJZTSL,O,O,X,X,X,X,O,X,X,O,X,X
IOJZLTS,O,O,X,X,X,O,X,O,X,X,X,X
IOJZLST,O,O,X,X,X,O,X,O,X,X,X,X
IOJZSTL,O,O,X,X,X,X,O,X,X,X,X,X
IOJZSLT,X,O,X,X,X,X,O,X,X,X,X,X
IOSTLJZ,O,X,X,X,X,X,X,X,X,X,X,X
IOSTLZJ,O,O,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,O,X,X,X,X,X,X,X,X,X,X,X
IOSTJZL,O,O,X,X,X,X,X,X,X,X,X,X
IOSTZLJ,O,O,X,X,X,X,X,X,X,X,X,X
IOSTZJL,O,O,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,O,O,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,O,O,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,O,O,X,X,X,X,X,X,X,X,X,X
IOSLJZT,O,O,X,X,O,X,X,X,X,X,X,X
IOSLZTJ,O,O,X,X,O,X,X,X,X,X,X,X
IOSLZJT,O,O,X,X,O,X,X,X,X,X,X,X
IOSJTLZ,O,O,X,X,X,X,X,X,X,X,X,X
IOSJTZL,O,O,X,X,X,X,X,X,X,X,X,X
IOSJLTZ,O,O,X,X,X,X,X,X,X,X,X,X
IOSJLZT,O,O,X,X,X,X,X,X,X,X,X,X
IOSJZTL,O,O,X,X,X,X,O,X,X,X,X,X
IOSJZLT,O,O,X,X,X,X,O,X,X,X,X,X
IOSZTLJ,O,O,X,X,O,X,X,X,X,X,X,O
IOSZTJL,O,O,X,X,O,X,O,X,X,X,X,O
IOSZLTJ,O,O,X,X,O,X,X,X,X,X,X,O
IOSZLJT,O,O,X,X,O,X,O,X,X,X,X,X
IOSZJTL,O,O,X,X,O,X,O,X,X,X,X,O
IOSZJLT,X,O,X,X,O,X,O,X,X,X,X,X
IOZTLJS,X,O,X,X,X,O,X,X,X,O,X,O
IOZTLSJ,O,O,X,X,X,O,X,X,X,X,X,O
IOZTJLS,O,O,X,X,O,X,X,X,X,O,X,X
IOZTJSL,O,O,X,X,O,X,X,X,X,O,X,X
IOZTSLJ,O,O,X,X,O,X,X,X,X,X,X,O
IOZTSJL,O,O,X,X,O,X,X,X,X,O,X,O
IOZLTJS,X,O,X,X,O,O,X,O,X,X,X,X
IOZLTSJ,O,O,X,X,O,O,X,X,X,X,X,X
IOZLJTS,O,O,X,X,O,O,X,O,X,X,X,X
IOZLJST,X,O,X,X,O,O,X,O,X,X,X,X
IOZLSTJ,O,O,X,X,O,O,X,X,O,X,X,X
IOZLSJT,O,O,X,X,O,O,X,O,X,X,X,X
IOZJTLS,O,O,X,X,X,O,O,X,X,O,X,X
IOZJTSL,O,O,X,X,X,X,O,X,X,O,X,X
IOZJLTS,X,O,X,O,X,O,X,O,X,X,X,X
IOZJLST,X,O,X,O,X,O,X,O,X,X,X,X
IOZJSTL,X,O,X,X,X,X,O,X,X,X,X,X
IOZJSLT,X,O,X,O,X,X,O,X,X,X,X,X
IOZSTLJ,O,O,X,X,O,X,X,X,X,X,X,O
IOZSTJL,O,O,X,X,O,X,O,X,X,X,X,O
IOZSLTJ,O,O,X,X,O,X,X,X,X,X,X,O
IOZSLJT,O,O,X,X,O,X,O,X,X,X,X,X
IOZSJTL,O,O,X,X,O,X,O,X,X,X,X,O
IOZSJLT,X,O,X,X,O,X,O,X,X,X,X,X
LTIJSZO,O,O,X,O,X,O,X,X,X,X,X,X
LTIJSOZ,O,X,X,O,X,X,X,X,X,X,X,X
LTIJZSO,O,O,X,O,X,O,X,X,X,X,X,X
LTIJZOS,O,X,X,O,X,O,X,X,X,X,X,X
LTIJOSZ,O,X,X,O,X,X,X,X,X,X,X,X
LTIJOZS,O,X,X,O,X,O,X,X,X,X,X,X
LTISJZO,O,O,X,O,X,X,X,X,X,X,X,X
LTISJOZ,O,X,X,O,X,X,X,X,X,X,X,X
LTISZJO,O,O,X,O,X,O,X,X,O,X,X,X
LTISZOJ,O,O,X,X,X,O,X,X,O,X,X,X
LTISOJZ,O,X,X,X,X,X,X,X,X,X,X,X
LTISOZJ,O,O,X,X,X,X,X,X,X,X,X,X
LTIZJSO,X,O,X,O,X,O,X,X,X,X,X,X
LTIZJOS,X,X,X,O,X,O,X,X,X,X,X,X
LTIZSJO,X,O,X,O,X,O,X,X,O,X,X,X
LTIZSOJ,X,O,X,X,X,O,X,X,O,X,X,X
LTIZOJS,X,X,X,O,X,O,X,X,X,X,X,X
LTIZOSJ,X,O,X,X,X,O,X,X,X,X,X,X
LTIOJSZ,O,X,X,O,X,X,X,X,X,X,X,X
LTIOJZS,O,X,X,O,X,X,X,X,X,X,X,X
LTIOSJZ,O,X,X,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,O,X,X,X,X,X,X,X,X,X,X
LTIOZJS,X,X,X,O,X,X,X,X,X,X,X,X
LTIOZSJ,O,O,X,X,X,O,X,X,X,X,X,X
LTJISZO,O,O,X,O,X,O,X,X,X,X,X,X
LTJISOZ,O,O,X,O,X,X,X,X,X,X,X,X
LTJIZSO,O,O,X,O,X,O,X,X,X,X,X,X
LTJIZOS,O,O,X,O,X,O,X,X,X,X,X,X
LTJIOSZ,O,O,X,O,X,X,X,X,X,X,X,X
LTJIOZS,O,O,X,O,X,O,X,X,X,X,X,X
LTJSIZO,O,O,X,O,X,O,X,X,X,X,X,X
LTJSIOZ,O,O,X,O,X,X,X,X,X,X,X,X
LTJSZIO,O,O,O,O,O,O,X,X,X,X,O,X
LTJSZOI,X,O,O,X,O,O,X,X,X,X,X,X
LTJSOIZ,X,O,X,O,X,X,X,X,X,X,X,X
LTJSOZI,X,O,X,X,X,X,X,X,X,X,X,X
LTJZISO,O,X,O,O,O,O,X,X,X,X,X,X
LTJZIOS,O,X,O,O,X,O,X,X,X,X,X,X
LTJZSIO,O,X,O,O,O,O,X,X,X,X,O,X
LTJZSOI,X,X,O,X,O,O,X,X,X,X,X,X
LTJZOIS,O,X,O,X,O,O,X,X,X,X,X,X
LTJZOSI,X,X,O,X,O,O,X,X,X,X,X,X
LTJOISZ,O,O,X,O,X,O,X,X,X,X,X,X
LTJOIZS,O,O,X,O,X,O,X,X,X,X,X,X
LTJOSIZ,X,O,X,O,X,O,X,X,X,X,X,X
LTJOSZI,X,O,X,X,O,O,X,X,X,X,X,X
LTJOZIS,O,O,X,X,O,O,X,X,X,X,X,X
LTJOZSI,X,O,X,X,O,O,X,X,X,X,X,X
LTSIJZO,O,O,X,O,X,X,X,X,X,X,X,X
LTSIJOZ,O,O,X,O,X,X,X,X,X,X,X,X
LTSIZJO,O,O,X,O,X,O,X,X,O,X,X,X
LTSIZOJ,O,O,X,X,X,O,X,X,O,X,X,X
LTSIOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,O,O,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,X,O,X,X,X,X,X,X,X,X
LTSJIOZ,O,O,X,O,X,X,X,X,X,X,X,X
LTSJZIO,O,O,O,O,O,X,X,X,X,X,O,X
LTSJZOI,O,O,O,X,O,X,X,X,X,X,X,X
LTSJOIZ,O,O,X,O,X,X,X,X,X,X,X,X
LTSJOZI,O,O,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,O,X,O,O,X,X,O,X,O,X
LTSZIOJ,O,O,O,X,O,O,X,X,O,X,O,X
LTSZJIO,O,O,O,X,O,O,X,X,O,X,O,X
LTSZJOI,X,O,O,X,O,O,X,X,O,X,X,X
LTSZOIJ,O,O,O,X,O,O,X,X,O,X,X,X
LTSZOJI,O,O,O,X,O,O,X,X,O,X,X,X
LTSOIJZ,O,O,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,O,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,O,X,X,X,X,X,X,X,X,X,X
LTSOJZI,O,O,X,X,X,X,X,X,X,X,X,X
