sequence,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBFiBTjB6?rBcsBXtB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulB3hBCjB8?rBToB1xB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBFiBXjB6?rBctBTsB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulB3hBlnBc?tBzrBCtB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBTjBlmBc?sBXtBCsB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBfoB6oBl?mB0sBzrB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBlmBcsBT?oBCsBXtB
JIZLSTO,O,X,O,X,O,O,X
JIZLSOT,O,X,O,X,O,O,X
JIZLOTS,O,X,O,O,X,X,O
JIZLOST,O,X,O,O,X,X,X
JIZSTLO,O,X,O,X,O,O,X
JIZSTOL,O,X,O,X,O,O,O
JIZSLTO,O,X,O,X,O,O,X
JIZSLOT,O,X,O,X,O,O,X
JIZSOTL,O,X,O,O,O,O,O
JIZSOLT,O,X,O,O,O,O,X
JIZOTLS,X,O,O,O,X,X,O
JIZOTSL,O,O,O,O,O,O,O
JIZOLTS,X,O,O,O,X,X,O
JIZOLST,X,X,O,O,X,X,X
JIZOSTL,O,X,O,O,O,O,O
JIZOSLT,O,X,O,O,O,O,X
JIOTLSZ,X,O,X,X,X,X,X
JIOTLZS,X,O,O,X,X,X,X
JIOTSLZ,X,O,X,X,X,X,X
JIOTSZL,X,O,O,O,X,X,X
JIOTZLS,X,O,O,O,X,X,O
JIOTZSL,X,O,O,O,O,O,O
JIOLTSZ,X,O,O,X,X,X,X
JIOLTZS,O,O,O,X,X,X,X
JIOLSTZ,O,O,O,X,X,X,X
JIOLSZT,O,X,O,O,X,X,X
JIOLZTS,O,O,O,O,X,X,O
JIOLZST,O,X,O,O,X,X,X
JIOSTLZ,O,O,X,X,X,X,X
JIOSTZL,O,O,O,O,O,X,X
JIOSLTZ,O,O,X,X,X,X,X
JIOSLZT,O,X,X,O,O,X,X
JIOSZTL,O,X,O,O,O,X,O
JIOSZLT,O,X,O,O,O,X,X
JIOZTLS,X,O,O,O,X,X,O
JIOZTSL,O,O,O,O,O,O,O
JIOZLTS,X,O,O,O,X,X,O
JIOZLST,X,X,O,O,X,X,X
JIOZSTL,O,X,O,O,O,O,O
JIOZSLT,O,X,O,O,O,O,X
JLTISZO,O,O,O,X,X,X,X
JLTISOZ,O,X,O,X,X,X,X
JLTIZSO,O,O,O,X,O,O,X
JLTIZOS,O,O,O,X,X,X,O
JLTIOSZ,X,O,O,X,X,X,X
JLTIOZS,O,O,O,X,X,X,X
JLTSIZO,O,O,O,X,X,X,X
JLTSIOZ,O,X,O,X,X,X,X
JLTSZIO,O,O,O,X,X,X,X
JLTSZOI,O,O,O,X,X,X,X
JLTSOIZ,O,X,O,X,X,X,X
JLTSOZI,O,X,O,X,X,X,X
JLTZISO,O,O,O,X,O,O,X
JLTZIOS,O,O,O,X,X,X,O
JLTZSIO,O,O,O,X,O,O,X
JLTZSOI,O,O,O,X,O,O,X
JLTZOIS,O,O,O,X,X,X,O
JLTZOSI,O,O,O,X,X,X,X
JLTOISZ,X,O,O,X,X,X,X
JLTOIZS,O,O,O,X,X,X,X
JLTOSIZ,X,O,O,X,X,X,X
JLTOSZI,X,O,O,X,X,X,X
JLTOZIS,O,O,O,X,X,X,X
JLTOZSI,O,O,O,X,X,X,X
JLITSZO,O,O,O,X,X,X,X
JLITSOZ,O,X,O,X,X,X,X
JLITZSO,O,O,O,X,O,O,X
JLITZOS,O,O,O,X,X,X,O
JLITOSZ,X,O,O,X,X,X,X
JLITOZS,O,O,O,X,X,X,X
JLISTZO,O,X,O,X,X,X,X
JLISTOZ,O,X,O,X,X,X,X
JLISZTO,O,X,O,X,O,X,X
JLISZOT,O,X,O,X,O,X,X
JLISOTZ,O,X,O,X,X,X,X
JLISOZT,O,X,O,O,O,X,X
JLIZTSO,O,X,O,X,O,O,X
JLIZTOS,O,X,O,X,X,X,O
JLIZSTO,O,X,O,X,O,O,X
JLIZSOT,O,X,O,X,O,O,X
JLIZOTS,O,X,O,O,X,X,O
JLIZOST,O,X,O,O,X,X,X
JLIOTSZ,X,O,O,X,X,X,X
JLIOTZS,O,O,O,X,X,X,X
JLIOSTZ,O,O,O,X,X,X,X
JLIOSZT,O,X,O,O,X,X,X
JLIOZTS,O,O,O,O,X,X,O
JLIOZST,O,X,O,O,X,X,X
JLSTIZO,O,X,O,X,X,X,X
JLSTIOZ,O,X,O,X,X,X,X
JLSTZIO,O,X,O,X,X,X,X
JLSTZOI,O,X,O,X,X,X,X
JLSTOIZ,O,X,O,X,X,X,X
JLSTOZI,O,X,O,X,X,X,X
JLSITZO,O,X,O,X,X,X,X
JLSITOZ,O,X,O,X,X,X,X
JLSIZTO,O,X,O,X,O,X,X
JLSIZOT,O,X,O,X,O,X,X
JLSIOTZ,O,X,O,X,X,X,X
JLSIOZT,O,X,O,O,O,X,X
JLSZTIO,O,X,O,X,O,X,X
JLSZTOI,O,X,O,X,O,X,X
JLSZITO,O,X,O,X,O,X,X
JLSZIOT,O,X,O,X,O,X,X
JLSZOTI,O,X,O,X,O,X,X
JLSZOIT,O,X,O,X,O,X,X
JLSOTIZ,O,X,O,X,X,X,X
JLSOTZI,O,X,O,X,X,X,X
JLSOITZ,O,X,O,X,X,X,X
JLSOIZT,O,X,O,O,O,X,X
JLSOZTI,O,X,O,O,O,X,X
JLSOZIT,O,X,O,O,O,X,X
JLZTISO,O,X,O,X,O,O,X
JLZTIOS,O,X,O,X,X,X,O
JLZTSIO,O,X,O,X,O,O,X
JLZTSOI,O,X,O,X,O,O,X
JLZTOIS,O,X,O,X,X,X,O
JLZTOSI,O,X,O,X,X,X,X
JLZITSO,O,X,O,X,O,O,X
JLZITOS,O,X,O,X,X,X,O
JLZISTO,O,X,O,X,O,O,X
JLZISOT,O,X,O,X,O,O,X
JLZIOTS,O,X,O,O,X,X,O
JLZIOST,O,X,O,O,X,X,X
JLZSTIO,O,X,O,X,O,O,X
JLZSTOI,O,X,O,X,O,O,X
JLZSITO,O,X,O,X,O,O,X
JLZSIOT,O,X,O,X,O,O,X
JLZSOTI,O,X,O,X,O,O,X
JLZSOIT,O,X,O,X,O,O,X
JLZOTIS,O,X,O,O,X,X,O
JLZOTSI,O,X,O,O,X,X,X
JLZOITS,O,X,O,O,X,X,O
JLZOIST,O,X,O,O,X,X,X
JLZOSTI,O,X,O,O,X,X,X
JLZOSIT,O,X,O,O,X,X,X
JLOTISZ,X,O,O,X,X,X,X
JLOTIZS,O,O,O,X,X,X,X
JLOTSIZ,X,O,O,X,X,X,X
JLOTSZI,X,O,O,X,X,X,X
JLOTZIS,O,O,O,X,X,X,X
JLOTZSI,O,O,O,X,X,X,X
JLOITSZ,X,O,O,X,X,X,X
JLOITZS,O,O,O,X,X,X,X
JLOISTZ,O,O,O,X,X,X,X
JLOISZT,O,X,O,O,X,X,X
JLOIZTS,O,O,O,O,X,X,O
JLOIZST,O,X,O,O,X,X,X
JLOSTIZ,O,O,O,X,X,X,X
JLOSTZI,O,O,O,X,X,X,X
JLOSITZ,O,O,O,X,X,X,X
JLOSIZT,O,X,O,O,X,X,X
JLOSZTI,O,X,O,O,X,X,X
JLOSZIT,O,X,O,O,X,X,X
JLOZTIS,O,O,O,O,X,X,O
JLOZTSI,O,O,O,O,X,X,X
JLOZITS,O,O,O,O,X,X,O
JLOZIST,O,X,O,O,X,X,X
JLOZSTI,O,X,O,O,X,X,X
JLOZSIT,O,X,O,O,X,X,X
JSTILZO,O,O,X,X,X,X,X
JSTILOZ,O,X,X,X,X,X,X
JSTIZLO,O,O,X,X,O,O,X
JSTIZOL,O,O,X,X,O,O,O
JSTIOLZ,O,O,X,X,X,X,X
JSTIOZL,O,O,X,O,O,X,X
JSTLIZO,O,O,X,X,X,X,X
JSTLIOZ,O,X,X,X,X,X,X
JSTLZIO,O,O,X,X,X,X,X
JSTLZOI,O,O,X,X,X,X,X
JSTLOIZ,O,X,X,X,X,X,X
JSTLOZI,O,X,X,X,X,X,X
JSTZILO,O,O,X,X,O,O,X
JSTZIOL,O,O,X,X,O,O,O
JSTZLIO,O,O,X,X,O,O,X
JSTZLOI,O,O,X,X,O,O,X
JSTZOIL,O,O,X,X,O,O,O
JSTZOLI,O,O,X,X,O,O,X
JSTOILZ,O,O,X,X,X,X,X
JSTOIZL,O,O,X,O,O,X,X
JSTOLIZ,O,O,X,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X
JSTOZIL,O,O,X,O,O,X,X
JSTOZLI,O,O,X,O,O,X,X
JSITLZO,O,O,X,X,X,X,X
JSITLOZ,O,X,X,X,X,X,X
JSITZLO,O,O,X,X,O,O,X
JSITZOL,O,O,X,X,O,O,O
JSITOLZ,O,O,X,X,X,X,X
JSITOZL,O,O,X,O,O,X,X
JSILTZO,O,X,O,X,X,X,X
JSILTOZ,O,X,O,X,X,X,X
JSILZTO,O,X,O,X,O,X,X
JSILZOT,O,X,O,X,O,X,X
JSILOTZ,O,X,O,X,X,X,X
JSILOZT,O,X,O,O,O,X,X
JSIZTLO,O,X,O,X,O,O,X
JSIZTOL,O,X,O,X,O,O,O
JSIZLTO,O,X,O,X,O,O,X
JSIZLOT,O,X,O,X,O,O,X
JSIZOTL,O,X,O,O,O,O,O
JSIZOLT,O,X,O,O,O,O,X
JSIOTLZ,O,O,X,X,X,X,X
JSIOTZL,O,O,O,O,O,X,X
JSIOLTZ,O,O,X,X,X,X,X
JSIOLZT,O,X,X,O,O,X,X
JSIOZTL,O,X,O,O,O,X,O
JSIOZLT,O,X,O,O,O,X,X
JSLTIZO,O,X,O,X,X,X,X
JSLTIOZ,O,X,O,X,X,X,X
JSLTZIO,O,X,O,X,X,X,X
JSLTZOI,O,X,O,X,X,X,X
JSLTOIZ,O,X,O,X,X,X,X
JSLTOZI,O,X,O,X,X,X,X
JSLITZO,O,X,O,X,X,X,X
JSLITOZ,O,X,O,X,X,X,X
JSLIZTO,O,X,O,X,O,X,X
JSLIZOT,O,X,O,X,O,X,X
JSLIOTZ,O,X,O,X,X,X,X
JSLIOZT,O,X,O,O,O,X,X
JSLZTIO,O,X,O,X,O,X,X
JSLZTOI,O,X,O,X,O,X,X
JSLZITO,O,X,O,X,O,X,X
JSLZIOT,O,X,O,X,O,X,X
JSLZOTI,O,X,O,X,O,X,X
JSLZOIT,O,X,O,X,O,X,X
JSLOTIZ,O,X,O,X,X,X,X
JSLOTZI,O,X,O,X,X,X,X
JSLOITZ,O,X,O,X,X,X,X
JSLOIZT,O,X,O,O,O,X,X
JSLOZTI,O,X,O,O,O,X,X
JSLOZIT,O,X,O,O,O,X,X
JSZTILO,O,X,O,X,O,O,X
JSZTIOL,O,X,O,X,O,O,O
JSZTLIO,O,X,O,X,O,O,X
JSZTLOI,O,X,O,X,O,O,X
JSZTOIL,O,X,O,X,O,O,O
JSZTOLI,O,X,O,X,O,O,X
JSZITLO,O,X,O,X,O,O,X
JSZITOL,O,X,O,X,O,O,O
JSZILTO,O,X,O,X,O,O,X
JSZILOT,O,X,O,X,O,O,X
JSZIOTL,O,X,O,O,O,O,O
JSZIOLT,O,X,O,O,O,O,X
JSZLTIO,O,X,O,X,O,O,X
JSZLTOI,O,X,O,X,O,O,X
JSZLITO,O,X,O,X,O,O,X
JSZLIOT,O,X,O,X,O,O,X
JSZLOTI,O,X,O,X,O,O,X
JSZLOIT,O,X,O,X,O,O,X
JSZOTIL,O,X,O,O,O,O,O
JSZOTLI,O,X,O,O,O,O,X
JSZOITL,O,X,O,O,O,O,O
JSZOILT,O,X,O,O,O,O,X
JSZOLTI,O,X,O,O,O,O,X
JSZOLIT,O,X,O,O,O,O,X
JSOTILZ,O,O,X,X,X,X,X
JSOTIZL,O,O,O,O,O,X,X
JSOTLIZ,O,O,X,X,X,X,X
JSOTLZI,O,O,X,X,X,X,X
JSOTZIL,O,O,O,O,O,X,X
JSOTZLI,O,O,O,O,O,X,X
JSOITLZ,O,O,X,X,X,X,X
JSOITZL,O,O,O,O,O,X,X
JSOILTZ,O,O,X,X,X,X,X
JSOILZT,O,X,X,O,O,X,X
JSOIZTL,O,X,O,O,O,X,O
JSOIZLT,O,X,O,O,O,X,X
JSOLTIZ,O,O,X,X,X,X,X
JSOLTZI,O,O,X,X,X,X,X
JSOLITZ,O,O,X,X,X,X,X
JSOLIZT,O,X,X,O,O,X,X
JSOLZTI,O,X,X,O,O,X,X
JSOLZIT,O,X,X,O,O,X,X
JSOZTIL,O,X,O,O,O,X,O
JSOZTLI,O,X,O,O,O,X,X
JSOZITL,O,X,O,O,O,X,O
JSOZILT,O,X,O,O,O,X,X
JSOZLTI,O,X,O,O,O,X,X
JSOZLIT,O,X,O,O,O,X,X
JZTILSO,O,O,O,X,O,O,X
JZTILOS,X,O,O,X,X,X,O
JZTISLO,O,O,O,X,O,O,X
JZTISOL,O,O,O,X,O,O,O
JZTIOLS,X,O,O,O,X,X,O
JZTIOSL,O,O,O,O,O,O,O
JZTLISO,O,O,O,X,O,O,X
JZTLIOS,X,O,O,X,X,X,O
JZTLSIO,O,O,O,X,O,O,X
JZTLSOI,O,O,O,X,O,O,X
JZTLOIS,X,O,O,X,X,X,O
JZTLOSI,X,O,O,X,X,X,X
JZTSILO,O,O,O,X,O,O,X
JZTSIOL,O,O,O,X,O,O,O
JZTSLIO,O,O,O,X,O,O,X
JZTSLOI,O,O,O,X,O,O,X
JZTSOIL,O,O,O,X,O,O,O
JZTSOLI,O,O,O,X,O,O,X
JZTOILS,X,O,O,O,X,X,O
JZTOISL,O,O,O,O,O,O,O
JZTOLIS,X,O,O,O,X,X,O
JZTOLSI,X,O,O,O,X,X,X
JZTOSIL,O,O,O,O,O,O,O
JZTOSLI,O,O,O,O,O,O,X
JZITLSO,O,O,O,X,O,O,X
JZITLOS,X,O,O,X,X,X,O
JZITSLO,O,O,O,X,O,O,X
JZITSOL,O,O,O,X,O,O,O
JZITOLS,X,O,O,O,X,X,O
JZITOSL,O,O,O,O,O,O,O
JZILTSO,O,X,O,X,O,O,X
JZILTOS,O,X,O,X,X,X,O
JZILSTO,O,X,O,X,O,O,X
JZILSOT,O,X,O,X,O,O,X
JZILOTS,O,X,O,O,X,X,O
JZILOST,O,X,O,O,X,X,X
JZISTLO,O,X,O,X,O,O,X
JZISTOL,O,X,O,X,O,O,O
JZISLTO,O,X,O,X,O,O,X
JZISLOT,O,X,O,X,O,O,X
JZISOTL,O,X,O,O,O,O,O
JZISOLT,O,X,O,O,O,O,X
JZIOTLS,X,O,O,O,X,X,O
JZIOTSL,O,O,O,O,O,O,O
JZIOLTS,X,O,O,O,X,X,O
JZIOLST,X,X,O,O,X,X,X
JZIOSTL,O,X,O,O,O,O,O
JZIOSLT,O,X,O,O,O,O,X
JZLTISO,O,X,O,X,O,O,X
JZLTIOS,O,X,O,X,X,X,O
JZLTSIO,O,X,O,X,O,O,X
JZLTSOI,O,X,O,X,O,O,X
JZLTOIS,O,X,O,X,X,X,O
JZLTOSI,O,X,O,X,X,X,X
JZLITSO,O,X,O,X,O,O,X
JZLITOS,O,X,O,X,X,X,O
JZLISTO,O,X,O,X,O,O,X
JZLISOT,O,X,O,X,O,O,X
JZLIOTS,O,X,O,O,X,X,O
JZLIOST,O,X,O,O,X,X,X
JZLSTIO,O,X,O,X,O,O,X
JZLSTOI,O,X,O,X,O,O,X
JZLSITO,O,X,O,X,O,O,X
JZLSIOT,O,X,O,X,O,O,X
JZLSOTI,O,X,O,X,O,O,X
JZLSOIT,O,X,O,X,O,O,X
JZLOTIS,O,X,O,O,X,X,O
JZLOTSI,O,X,O,O,X,X,X
JZLOITS,O,X,O,O,X,X,O
JZLOIST,O,X,O,O,X,X,X
JZLOSTI,O,X,O,O,X,X,X
JZLOSIT,O,X,O,O,X,X,X
JZSTILO,O,X,O,X,O,O,X
JZSTIOL,O,X,O,X,O,O,O
JZSTLIO,O,X,O,X,O,O,X
JZSTLOI,O,X,O,X,O,O,X
JZSTOIL,O,X,O,X,O,O,O
JZSTOLI,O,X,O,X,O,O,X
JZSITLO,O,X,O,X,O,O,X
JZSITOL,O,X,O,X,O,O,O
JZSILTO,O,X,O,X,O,O,X
JZSILOT,O,X,O,X,O,O,X
JZSIOTL,O,X,O,O,O,O,O
JZSIOLT,O,X,O,O,O,O,X
JZSLTIO,O,X,O,X,O,O,X
JZSLTOI,O,X,O,X,O,O,X
JZSLITO,O,X,O,X,O,O,X
JZSLIOT,O,X,O,X,O,O,X
JZSLOTI,O,X,O,X,O,O,X
JZSLOIT,O,X,O,X,O,O,X
JZSOTIL,O,X,O,O,O,O,O
JZSOTLI,O,X,O,O,O,O,X
JZSOITL,O,X,O,O,O,O,O
JZSOILT,O,X,O,O,O,O,X
JZSOLTI,O,X,O,O,O,O,X
JZSOLIT,O,X,O,O,O,O,X
JZOTILS,X,O,O,O,X,X,O
JZOTISL,O,O,O,O,O,O,O
JZOTLIS,X,O,O,O,X,X,O
JZOTLSI,X,O,O,O,X,X,X
JZOTSIL,O,O,O,O,O,O,O
JZOTSLI,O,O,O,O,O,O,X
JZOITLS,X,O,O,O,X,X,O
JZOITSL,O,O,O,O,O,O,O
JZOILTS,X,O,O,O,X,X,O
JZOILST,X,X,O,O,X,X,X
JZOISTL,O,X,O,O,O,O,O
JZOISLT,O,X,O,O,O,O,X
JZOLTIS,X,O,O,O,X,X,O
JZOLTSI,X,O,O,O,X,X,X
JZOLITS,X,O,O,O,X,X,O
JZOLIST,X,X,O,O,X,X,X
JZOLSTI,X,X,O,O,X,X,X
JZOLSIT,X,X,O,O,X,X,X
JZOSTIL,O,X,O,O,O,O,O
JZOSTLI,O,X,O,O,O,O,X
JZOSITL,O,X,O,O,O,O,O
JZOSILT,O,X,O,O,O,O,X
JZOSLTI,O,X,O,O,O,O,X
JZOSLIT,O,X,O,O,O,O,X
JOTILSZ,X,O,X,X,X,X,X
JOTILZS,X,O,O,X,X,X,X
JOTISLZ,X,O,X,X,X,X,X
JOTISZL,X,O,O,O,X,X,X
JOTIZLS,X,O,O,O,X,X,O
JOTIZSL,X,O,O,O,O,O,O
JOTLISZ,X,O,X,X,X,X,X
JOTLIZS,X,O,O,X,X,X,X
JOTLSIZ,X,O,X,X,X,X,X
JOTLSZI,X,O,X,X,X,X,X
JOTLZIS,X,O,O,X,X,X,X
JOTLZSI,X,O,O,X,X,X,X
JOTSILZ,X,O,X,X,X,X,X
JOTSIZL,X,O,O,O,X,X,X
JOTSLIZ,X,O,X,X,X,X,X
JOTSLZI,X,O,X,X,X,X,X
JOTSZIL,X,O,O,O,X,X,X
JOTSZLI,X,O,O,O,X,X,X
JOTZILS,X,O,O,O,X,X,O
JOTZISL,X,O,O,O,O,O,O
JOTZLIS,X,O,O,O,X,X,O
JOTZLSI,X,O,O,O,X,X,X
JOTZSIL,X,O,O,O,O,O,O
JOTZSLI,X,O,O,O,O,O,X
JOITLSZ,X,O,X,X,X,X,X
JOITLZS,X,O,O,X,X,X,X
JOITSLZ,X,O,X,X,X,X,X
JOITSZL,X,O,O,O,X,X,X
JOITZLS,X,O,O,O,X,X,O
JOITZSL,X,O,O,O,O,O,O
JOILTSZ,X,O,O,X,X,X,X
JOILTZS,O,O,O,X,X,X,X
JOILSTZ,O,O,O,X,X,X,X
JOILSZT,O,X,O,O,X,X,X
JOILZTS,O,O,O,O,X,X,O
JOILZST,O,X,O,O,X,X,X
JOISTLZ,O,O,X,X,X,X,X
JOISTZL,O,O,O,O,O,X,X
JOISLTZ,O,O,X,X,X,X,X
JOISLZT,O,X,X,O,O,X,X
JOISZTL,O,X,O,O,O,X,O
JOISZLT,O,X,O,O,O,X,X
JOIZTLS,X,O,O,O,X,X,O
JOIZTSL,O,O,O,O,O,O,O
JOIZLTS,X,O,O,O,X,X,O
JOIZLST,X,X,O,O,X,X,X
JOIZSTL,O,X,O,O,O,O,O
JOIZSLT,O,X,O,O,O,O,X
JOLTISZ,X,O,O,X,X,X,X
JOLTIZS,O,O,O,X,X,X,X
JOLTSIZ,X,O,O,X,X,X,X
JOLTSZI,X,O,O,X,X,X,X
JOLTZIS,O,O,O,X,X,X,X
JOLTZSI,O,O,O,X,X,X,X
JOLITSZ,X,O,O,X,X,X,X
JOLITZS,O,O,O,X,X,X,X
JOLISTZ,O,O,O,X,X,X,X
JOLISZT,O,X,O,O,X,X,X
JOLIZTS,O,O,O,O,X,X,O
JOLIZST,O,X,O,O,X,X,X
JOLSTIZ,O,O,O,X,X,X,X
JOLSTZI,O,O,O,X,X,X,X
JOLSITZ,O,O,O,X,X,X,X
JOLSIZT,O,X,O,O,X,X,X
JOLSZTI,O,X,O,O,X,X,X
JOLSZIT,O,X,O,O,X,X,X
JOLZTIS,O,O,O,O,X,X,O
JOLZTSI,O,O,O,O,X,X,X
JOLZITS,O,O,O,O,X,X,O
JOLZIST,O,X,O,O,X,X,X
JOLZSTI,O,X,O,O,X,X,X
JOLZSIT,O,X,O,O,X,X,X
JOSTILZ,O,O,X,X,X,X,X
JOSTIZL,O,O,O,O,O,X,X
JOSTLIZ,O,O,X,X,X,X,X
JOSTLZI,O,O,X,X,X,X,X
JOSTZIL,O,O,O,O,O,X,X
JOSTZLI,O,O,O,O,O,X,X
JOSITLZ,O,O,X,X,X,X,X
JOSITZL,O,O,O,O,O,X,X
JOSILTZ,O,O,X,X,X,X,X
JOSILZT,O,X,X,O,O,X,X
JOSIZTL,O,X,O,O,O,X,O
JOSIZLT,O,X,O,O,O,X,X
JOSLTIZ,O,O,X,X,X,X,X
JOSLTZI,O,O,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X
JOSLIZT,O,X,X,O,O,X,X
JOSLZTI,O,X,X,O,O,X,X
JOSLZIT,O,X,X,O,O,X,X
JOSZTIL,O,X,O,O,O,X,O
JOSZTLI,O,X,O,O,O,X,X
JOSZITL,O,X,O,O,O,X,O
JOSZILT,O,X,O,O,O,X,X
JOSZLTI,O,X,O,O,O,X,X
JOSZLIT,O,X,O,O,O,X,X
JOZTILS,X,O,O,O,X,X,O
JOZTISL,O,O,O,O,O,O,O
JOZTLIS,X,O,O,O,X,X,O
JOZTLSI,X,O,O,O,X,X,X
JOZTSIL,O,O,O,O,O,O,O
JOZTSLI,O,O,O,O,O,O,X
JOZITLS,X,O,O,O,X,X,O
JOZITSL,O,O,O,O,O,O,O
JOZILTS,X,O,O,O,X,X,O
JOZILST,X,X,O,O,X,X,X
JOZISTL,O,X,O,O,O,O,O
JOZISLT,O,X,O,O,O,O,X
JOZLTIS,X,O,O,O,X,X,O
JOZLTSI,X,O,O,O,X,X,X
JOZLITS,X,O,O,O,X,X,O
JOZLIST,X,X,O,O,X,X,X
JOZLSTI,X,X,O,O,X,X,X
JOZLSIT,X,X,O,O,X,X,X
JOZSTIL,O,X,O,O,O,O,O
JOZSTLI,O,X,O,O,O,O,X
JOZSITL,O,X,O,O,O,O,O
JOZSILT,O,X,O,O,O,O,X
JOZSLTI,O,X,O,O,O,O,X
JOZSLIT,O,X,O,O,O,O,X
STILJZO,O,O,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X
STILZJO,O,O,X,X,X,X,X
STILZOJ,O,O,X,X,X,X,X
STILOJZ,O,X,X,X,X,X,X
STILOZJ,O,X,X,X,X,X,X
STIJLZO,O,O,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X
STIJZLO,O,O,X,X,O,O,X
STIJZOL,O,O,X,X,O,O,O
STIJOLZ,O,O,X,X,X,X,X
STIJOZL,O,O,X,O,O,X,X
STIZLJO,O,O,X,X,O,O,X
STIZLOJ,O,O,X,X,O,O,X
STIZJLO,O,O,X,X,O,O,X
STIZJOL,O,O,X,X,O,O,O
STIZOLJ,O,O,X,X,O,O,X
STIZOJL,O,O,X,X,O,O,O
STIOLJZ,O,O,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X
STIOJZL,O,O,X,O,O,X,X
STIOZLJ,O,O,X,O,O,X,X
STIOZJL,O,O,X,O,O,X,X
STLIJZO,O,O,X,X,X,X,X
STLIJOZ,O,X,X,X,X,X,X
STLIZJO,O,O,X,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X
STLIOJZ,O,X,X,X,X,X,X
STLIOZJ,O,X,X,X,X,X,X
STLJIZO,O,O,X,X,X,X,X
STLJIOZ,O,X,X,X,X,X,X
STLJZIO,O,O,X,X,X,X,X
STLJZOI,O,O,X,X,X,X,X
STLJOIZ,O,X,X,X,X,X,X
STLJOZI,O,X,X,X,X,X,X
STLZIJO,O,O,X,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X
STLZJIO,O,O,X,X,X,X,X
STLZJOI,O,O,X,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X
STLZOJI,O,O,X,X,X,X,X
STLOIJZ,O,X,X,X,X,X,X
STLOIZJ,O,X,X,X,X,X,X
STLOJIZ,O,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,X
STLOZIJ,O,X,X,X,X,X,X
STLOZJI,O,X,X,X,X,X,X
STJILZO,O,O,X,X,X,X,X
STJILOZ,O,X,X,X,X,X,X
STJIZLO,O,O,X,X,O,O,X
STJIZOL,O,O,X,X,O,O,O
STJIOLZ,O,O,X,X,X,X,X
STJIOZL,O,O,X,O,O,X,X
STJLIZO,O,O,X,X,X,X,X
STJLIOZ,O,X,X,X,X,X,X
STJLZIO,O,O,X,X,X,X,X
STJLZOI,O,O,X,X,X,X,X
STJLOIZ,O,X,X,X,X,X,X
STJLOZI,O,X,X,X,X,X,X
STJZILO,O,O,X,X,O,O,X
STJZIOL,O,O,X,X,O,O,O
STJZLIO,O,O,X,X,O,O,X
STJZLOI,O,O,X,X,O,O,X
STJZOIL,O,O,X,X,O,O,O
STJZOLI,O,O,X,X,O,O,X
STJOILZ,O,O,X,X,X,X,X
STJOIZL,O,O,X,O,O,X,X
STJOLIZ,O,O,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,X
STJOZIL,O,O,X,O,O,X,X
STJOZLI,O,O,X,O,O,X,X
STZILJO,O,O,X,X,O,O,X
STZILOJ,O,O,X,X,O,O,X
STZIJLO,O,O,X,X,O,O,X
STZIJOL,O,O,X,X,O,O,O
STZIOLJ,O,O,X,X,O,O,X
STZIOJL,O,O,X,X,O,O,O
STZLIJO,O,O,X,X,O,O,X
STZLIOJ,O,O,X,X,O,O,X
STZLJIO,O,O,X,X,O,O,X
STZLJOI,O,O,X,X,O,O,X
STZLOIJ,O,O,X,X,O,O,X
STZLOJI,O,O,X,X,O,O,X
STZJILO,O,O,X,X,O,O,X
STZJIOL,O,O,X,X,O,O,O
STZJLIO,O,O,X,X,O,O,X
STZJLOI,O,O,X,X,O,O,X
STZJOIL,O,O,X,X,O,O,O
STZJOLI,O,O,X,X,O,O,X
STZOILJ,O,O,X,X,O,O,X
STZOIJL,O,O,X,X,O,O,O
STZOLIJ,O,O,X,X,O,O,X
STZOLJI,O,O,X,X,O,O,X
STZOJIL,O,O,X,X,O,O,O
STZOJLI,O,O,X,X,O,O,X
STOILJZ,O,O,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X
STOIJZL,O,O,X,O,O,X,X
STOIZLJ,O,O,X,O,O,X,X
STOIZJL,O,O,X,O,O,X,X
STOLIJZ,O,O,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X
