sequence,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBzfBf?mBmiBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Je//IvhFRbBUdBajBT?gBOmBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBFgBm?iBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jex6IvhFVhBUdBajBm?fBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFibBRdBFhBm?iBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFlbBRdB8kBX?hBmiBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFxbBViBajBm?gBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFRdB8kBmiB3?lBFmBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFUdBajBxgBf?qBmqBlqB
ZTISJLO,O,O,O,O,O,X,X,X,X
ZTISJOL,O,X,X,O,O,X,X,X,X
ZTISOLJ,O,O,O,O,O,X,O,X,X
ZTISOJL,O,O,X,X,O,X,X,X,X
ZTIOLJS,X,X,O,O,O,X,X,X,X
ZTIOLSJ,X,O,O,O,X,X,O,X,O
ZTIOJLS,X,X,X,O,X,O,X,X,X
ZTIOJSL,X,X,X,X,X,O,X,X,X
ZTIOSLJ,X,O,O,O,O,X,X,X,X
ZTIOSJL,X,O,O,O,O,X,X,X,X
ZTLIJSO,O,X,O,O,X,O,X,X,X
ZTLIJOS,X,X,O,O,X,O,X,X,X
ZTLISJO,O,O,O,O,O,X,X,X,X
ZTLISOJ,O,O,O,O,O,X,O,X,X
ZTLIOJS,X,X,O,O,O,O,X,X,X
ZTLIOSJ,X,O,O,O,X,X,O,X,O
ZTLJISO,O,O,O,O,O,O,X,X,X
ZTLJIOS,O,O,O,O,O,O,X,X,X
ZTLJSIO,O,O,X,O,O,O,X,X,X
ZTLJSOI,O,O,X,O,O,O,X,X,X
ZTLJOIS,O,O,X,O,O,O,X,X,X
ZTLJOSI,O,O,X,O,X,O,X,X,X
ZTLSIJO,O,O,X,O,O,O,O,X,X
ZTLSIOJ,O,O,X,O,O,O,O,X,O
ZTLSJIO,O,O,X,O,O,O,O,X,O
ZTLSJOI,O,O,X,O,O,O,O,X,O
ZTLSOIJ,O,O,X,O,O,O,O,X,O
ZTLSOJI,O,O,X,O,O,O,O,X,O
ZTLOIJS,X,X,X,O,O,O,X,X,X
ZTLOISJ,X,O,X,O,X,X,O,X,O
ZTLOJIS,O,O,X,O,O,O,X,X,X
ZTLOJSI,O,O,X,O,X,O,X,X,X
ZTLOSIJ,O,O,X,O,X,O,O,X,O
ZTLOSJI,O,O,X,O,X,O,O,X,O
ZTJILSO,O,O,O,O,O,O,X,X,X
ZTJILOS,O,O,O,O,O,O,X,X,X
ZTJISLO,O,O,O,X,O,O,X,O,X
ZTJISOL,O,O,O,X,O,O,X,O,X
ZTJIOLS,O,O,O,X,O,O,X,X,X
ZTJIOSL,O,O,O,X,O,O,X,O,X
ZTJLISO,O,O,O,O,O,O,X,X,X
ZTJLIOS,O,O,O,O,O,O,X,X,X
ZTJLSIO,O,O,X,O,O,O,X,X,X
ZTJLSOI,O,O,X,O,O,O,X,X,X
ZTJLOIS,O,O,X,O,O,O,X,X,X
ZTJLOSI,O,O,X,O,X,O,X,X,X
ZTJSILO,O,O,O,O,O,O,X,O,X
ZTJSIOL,O,O,O,O,O,O,X,O,X
ZTJSLIO,O,O,O,O,O,O,X,O,X
ZTJSLOI,O,O,O,O,O,O,X,O,X
ZTJSOIL,O,O,O,O,O,O,X,O,X
ZTJSOLI,O,O,O,O,O,O,X,O,X
ZTJOILS,O,O,O,O,O,O,X,X,X
ZTJOISL,O,O,O,X,O,O,X,O,X
ZTJOLIS,O,O,O,O,O,O,X,X,X
ZTJOLSI,O,O,X,O,X,O,X,X,X
ZTJOSIL,O,O,O,O,O,O,X,O,X
ZTJOSLI,O,O,O,O,O,O,X,O,X
ZTSILJO,O,O,O,O,O,X,O,X,X
ZTSILOJ,O,O,O,O,O,O,O,X,O
ZTSIJLO,O,O,O,O,O,O,O,X,X
ZTSIJOL,O,X,O,O,O,O,O,X,X
ZTSIOLJ,O,O,O,O,O,O,O,X,O
ZTSIOJL,O,O,X,X,O,O,O,X,X
ZTSLIJO,O,O,O,O,O,X,O,X,X
ZTSLIOJ,O,O,O,O,O,O,O,X,O
ZTSLJIO,O,O,O,O,O,O,O,X,O
ZTSLJOI,O,O,O,O,O,O,O,X,O
ZTSLOIJ,O,O,O,O,O,O,O,X,O
ZTSLOJI,O,O,O,O,O,O,O,X,O
ZTSJILO,O,O,O,O,O,O,O,O,O
ZTSJIOL,O,O,O,O,O,O,O,O,O
ZTSJLIO,O,O,O,O,O,O,O,O,O
ZTSJLOI,O,O,O,O,O,O,O,O,O
ZTSJOIL,O,O,O,O,O,O,O,O,O
ZTSJOLI,O,O,O,O,O,O,O,O,O
ZTSOILJ,O,O,O,O,O,O,O,X,O
ZTSOIJL,O,O,X,O,O,O,O,X,X
ZTSOLIJ,O,O,O,O,O,O,O,X,O
ZTSOLJI,O,O,O,O,O,O,O,X,O
ZTSOJIL,O,O,O,O,O,O,O,O,O
ZTSOJLI,O,O,O,O,O,O,O,O,O
ZTOILJS,X,X,O,O,O,X,X,X,X
ZTOILSJ,X,O,O,O,X,X,O,X,O
ZTOIJLS,X,X,X,O,X,O,X,X,X
ZTOIJSL,X,X,X,X,X,O,X,X,X
ZTOISLJ,X,O,O,O,O,X,X,X,X
ZTOISJL,X,O,O,O,O,X,X,X,X
ZTOLIJS,X,X,O,O,O,O,X,X,X
ZTOLISJ,X,O,O,O,X,X,O,X,O
ZTOLJIS,O,O,O,O,O,O,X,X,X
ZTOLJSI,O,O,X,O,X,O,X,X,X
ZTOLSIJ,O,O,X,O,X,O,O,X,O
ZTOLSJI,O,O,X,O,X,O,O,X,O
ZTOJILS,O,O,O,O,O,O,X,X,X
ZTOJISL,O,O,O,X,O,O,X,O,X
ZTOJLIS,O,O,O,O,O,O,X,X,X
ZTOJLSI,O,O,X,O,X,O,X,X,X
ZTOJSIL,O,O,O,O,O,O,X,O,X
ZTOJSLI,O,O,O,O,O,O,X,O,X
ZTOSILJ,O,O,O,O,O,O,O,X,O
ZTOSIJL,O,O,O,O,O,O,O,X,X
ZTOSLIJ,O,O,O,O,O,O,O,X,O
ZTOSLJI,O,O,O,O,O,O,O,X,O
ZTOSJIL,O,O,O,O,O,O,O,O,O
ZTOSJLI,O,O,O,O,O,O,O,O,O
ZITLJSO,O,X,O,O,X,X,X,X,X
ZITLJOS,X,X,O,O,X,X,X,X,X
ZITLSJO,O,O,O,O,O,X,X,X,X
ZITLSOJ,O,O,O,O,O,X,X,X,X
ZITLOJS,X,X,O,O,X,X,X,X,X
ZITLOSJ,X,O,O,O,X,X,X,X,O
ZITJLSO,X,X,X,O,O,X,X,X,X
ZITJLOS,X,X,X,O,X,O,X,X,X
ZITJSLO,X,X,X,X,O,X,X,X,X
ZITJSOL,X,X,X,X,O,O,X,X,X
ZITJOLS,X,X,X,X,X,O,X,X,X
ZITJOSL,X,X,X,X,O,O,X,X,X
ZITSLJO,O,O,O,O,O,X,X,X,X
ZITSLOJ,O,O,O,O,O,X,X,X,X
ZITSJLO,O,O,O,O,O,X,X,X,X
ZITSJOL,O,X,X,O,O,X,X,X,X
ZITSOLJ,O,O,O,O,O,X,X,X,X
ZITSOJL,O,O,X,X,O,X,X,X,X
ZITOLJS,X,X,O,O,X,X,X,X,X
ZITOLSJ,X,O,O,O,X,X,X,X,O
ZITOJLS,X,X,X,O,X,O,X,X,X
ZITOJSL,X,X,X,X,X,O,X,X,X
ZITOSLJ,X,O,O,O,O,X,X,X,X
ZITOSJL,X,O,O,O,O,X,X,X,X
ZILTJSO,O,X,O,O,X,O,X,X,X
ZILTJOS,X,X,O,O,X,O,X,X,X
ZILTSJO,O,O,O,O,X,X,X,X,X
ZILTSOJ,O,O,O,O,X,X,X,X,X
ZILTOJS,X,X,O,O,X,O,X,X,X
ZILTOSJ,X,O,O,O,X,X,X,X,O
ZILJTSO,O,O,O,X,X,O,X,X,X
ZILJTOS,X,O,O,X,X,O,X,X,X
ZILJSTO,O,O,O,X,X,O,X,X,X
ZILJSOT,O,O,O,X,X,O,X,X,X
ZILJOTS,X,X,O,X,X,O,X,X,X
ZILJOST,O,X,O,X,X,O,X,X,O
ZILSTJO,O,O,O,O,X,O,X,X,X
ZILSTOJ,O,O,O,O,X,O,X,X,O
ZILSJTO,O,O,O,O,X,O,X,X,O
ZILSJOT,O,O,O,X,X,O,X,X,O
ZILSOTJ,O,O,O,O,X,O,X,X,O
ZILSOJT,O,O,O,X,X,O,X,X,O
ZILOTJS,X,X,O,O,X,O,X,X,X
ZILOTSJ,X,X,O,O,X,X,X,X,O
ZILOJTS,X,X,O,X,X,O,X,X,X
ZILOJST,O,X,O,X,X,O,X,X,O
ZILOSTJ,O,X,O,O,X,O,X,X,O
ZILOSJT,O,X,O,X,X,O,X,X,O
ZIJTLSO,O,O,O,X,O,O,X,X,X
ZIJTLOS,X,O,O,X,X,O,X,X,X
ZIJTSLO,O,O,O,X,O,O,X,O,X
ZIJTSOL,O,O,O,X,O,O,X,O,X
ZIJTOLS,X,O,O,X,X,O,X,X,X
ZIJTOSL,X,O,O,X,O,O,X,O,X
ZIJLTSO,O,O,O,X,O,O,X,X,X
ZIJLTOS,X,O,O,X,X,O,X,X,X
ZIJLSTO,O,O,O,X,X,O,X,O,X
ZIJLSOT,O,O,O,X,X,O,X,O,X
ZIJLOTS,X,X,O,X,X,O,X,X,X
ZIJLOST,O,X,O,X,X,O,X,O,O
ZIJSTLO,O,O,O,X,O,O,X,O,X
ZIJSTOL,O,O,O,X,O,O,X,O,X
ZIJSLTO,O,O,O,X,X,O,X,O,X
ZIJSLOT,O,O,O,X,X,O,X,O,X
ZIJSOTL,O,X,O,X,X,O,X,O,X
ZIJSOLT,O,O,O,X,X,O,X,O,X
ZIJOTLS,X,X,O,X,X,O,X,X,X
ZIJOTSL,X,X,O,X,O,O,X,O,X
ZIJOLTS,X,X,O,X,X,O,X,X,X
ZIJOLST,O,X,O,X,X,O,X,O,O
ZIJOSTL,O,X,O,X,X,O,X,O,X
ZIJOSLT,O,X,O,X,X,O,X,O,X
ZISTLJO,O,O,O,O,X,X,X,X,X
ZISTLOJ,O,O,O,O,X,O,X,X,O
ZISTJLO,O,O,O,O,X,O,X,X,X
ZISTJOL,O,X,O,O,X,O,X,X,X
ZISTOLJ,O,O,O,O,X,O,X,X,O
ZISTOJL,O,O,X,X,X,O,X,X,X
ZISLTJO,O,O,O,O,X,X,X,X,X
ZISLTOJ,O,O,O,O,X,O,X,X,O
ZISLJTO,O,O,O,O,X,X,X,X,O
ZISLJOT,O,O,O,X,X,X,X,X,O
ZISLOTJ,O,O,O,O,X,O,X,X,O
ZISLOJT,O,O,O,X,X,X,X,X,O
ZISJTLO,O,O,O,O,X,O,X,O,O
ZISJTOL,O,O,O,O,X,O,X,O,O
ZISJLTO,O,O,O,O,X,O,X,O,O
ZISJLOT,O,O,O,X,X,O,X,O,O
ZISJOTL,O,X,O,X,X,O,X,O,O
ZISJOLT,O,O,O,X,X,O,X,O,O
ZISOTLJ,O,X,O,O,X,O,X,X,O
ZISOTJL,O,X,O,O,X,O,X,X,X
ZISOLTJ,O,O,O,O,X,O,X,X,O
ZISOLJT,O,O,O,X,X,X,X,X,O
ZISOJTL,X,X,O,X,X,O,X,O,O
ZISOJLT,X,X,O,X,X,O,X,O,O
ZIOTLJS,X,X,O,O,X,X,X,X,X
ZIOTLSJ,X,X,O,O,X,X,X,X,O
ZIOTJLS,X,X,X,O,X,O,X,X,X
ZIOTJSL,X,X,X,X,X,O,X,X,X
ZIOTSLJ,X,X,O,O,X,X,X,X,X
ZIOTSJL,X,X,O,O,X,X,X,X,X
ZIOLTJS,X,X,O,O,X,O,X,X,X
ZIOLTSJ,X,X,O,O,X,X,X,X,O
ZIOLJTS,X,X,O,X,X,O,X,X,X
ZIOLJST,O,X,O,X,X,O,X,X,O
ZIOLSTJ,O,X,O,O,X,O,X,X,O
ZIOLSJT,O,X,O,X,X,O,X,X,O
ZIOJTLS,X,X,O,X,X,O,X,X,X
ZIOJTSL,X,X,O,X,X,O,X,O,X
ZIOJLTS,X,X,O,X,X,O,X,X,X
ZIOJLST,X,X,O,X,X,O,X,O,O
ZIOJSTL,X,X,O,X,X,O,X,O,X
ZIOJSLT,X,X,O,X,X,O,X,O,X
ZIOSTLJ,O,X,O,O,X,O,X,X,O
ZIOSTJL,O,X,O,O,X,O,X,X,X
ZIOSLTJ,O,X,O,O,X,O,X,X,O
ZIOSLJT,O,X,O,X,X,X,X,X,O
ZIOSJTL,X,X,O,X,X,O,X,O,O
ZIOSJLT,X,X,O,X,X,O,X,O,O
ZLTIJSO,O,X,O,O,X,O,X,X,X
ZLTIJOS,X,X,O,O,X,O,X,X,X
ZLTISJO,O,O,O,O,O,X,X,X,X
ZLTISOJ,O,O,O,O,O,X,O,X,X
ZLTIOJS,X,X,O,O,X,O,X,X,X
ZLTIOSJ,X,O,O,O,X,X,O,X,O
ZLTJISO,O,O,O,O,O,O,X,X,X
ZLTJIOS,O,O,O,O,X,O,X,X,X
ZLTJSIO,O,O,X,O,O,O,X,X,X
ZLTJSOI,O,O,X,O,O,O,X,X,X
ZLTJOIS,O,O,X,O,X,O,X,X,X
ZLTJOSI,O,O,X,O,X,O,X,X,X
ZLTSIJO,O,O,X,O,O,O,O,X,X
ZLTSIOJ,O,O,X,O,O,O,O,X,O
ZLTSJIO,O,O,X,O,O,O,O,X,O
ZLTSJOI,O,O,X,O,O,O,O,X,O
ZLTSOIJ,O,O,X,O,O,O,O,X,O
ZLTSOJI,O,O,X,O,O,O,O,X,O
ZLTOIJS,X,X,X,O,X,O,X,X,X
ZLTOISJ,X,O,X,O,X,X,O,X,O
ZLTOJIS,O,O,X,O,X,O,X,X,X
ZLTOJSI,O,O,X,O,X,O,X,X,X
ZLTOSIJ,O,O,X,O,X,O,O,X,O
ZLTOSJI,O,O,X,O,X,O,O,X,O
ZLITJSO,O,X,O,O,X,O,X,X,X
ZLITJOS,X,X,O,O,X,O,X,X,X
ZLITSJO,O,O,O,O,X,X,X,X,X
ZLITSOJ,O,O,O,O,X,X,X,X,X
ZLITOJS,X,X,O,O,X,O,X,X,X
ZLITOSJ,X,O,O,O,X,X,X,X,O
ZLIJTSO,O,O,O,X,X,O,X,X,X
ZLIJTOS,X,O,O,X,X,O,X,X,X
ZLIJSTO,O,O,O,X,X,O,X,X,X
ZLIJSOT,O,O,O,X,X,O,X,X,X
ZLIJOTS,X,X,O,X,X,O,X,X,X
ZLIJOST,O,X,O,X,X,O,X,X,O
ZLISTJO,O,O,O,O,X,O,X,X,X
ZLISTOJ,O,O,O,O,X,O,X,X,O
ZLISJTO,O,O,O,O,X,O,X,X,O
ZLISJOT,O,O,O,X,X,O,X,X,O
ZLISOTJ,O,O,O,O,X,O,X,X,O
ZLISOJT,O,O,O,X,X,O,X,X,O
ZLIOTJS,X,X,O,O,X,O,X,X,X
ZLIOTSJ,X,X,O,O,X,X,X,X,O
ZLIOJTS,X,X,O,X,X,O,X,X,X
ZLIOJST,O,X,O,X,X,O,X,X,O
ZLIOSTJ,O,X,O,O,X,O,X,X,O
ZLIOSJT,O,X,O,X,X,O,X,X,O
ZLJTISO,O,O,O,O,O,O,X,X,X
ZLJTIOS,O,O,O,O,X,O,X,X,X
ZLJTSIO,O,O,X,O,O,O,X,X,X
ZLJTSOI,O,O,X,O,O,O,X,X,X
ZLJTOIS,O,O,X,O,X,O,X,X,X
ZLJTOSI,O,O,X,O,X,O,X,X,X
ZLJITSO,O,O,O,X,O,O,X,X,X
ZLJITOS,O,O,O,X,X,O,X,X,X
ZLJISTO,O,O,O,X,X,O,X,O,X
ZLJISOT,O,O,O,X,X,O,X,O,X
ZLJIOTS,X,X,O,X,X,O,X,X,X
ZLJIOST,O,X,O,X,X,O,X,O,O
ZLJSTIO,O,O,O,O,X,O,X,O,O
ZLJSTOI,O,O,O,O,X,O,X,O,O
ZLJSITO,O,O,O,O,X,O,X,O,O
ZLJSIOT,O,O,O,X,X,O,X,O,O
ZLJSOTI,X,O,O,O,X,O,X,O,O
ZLJSOIT,O,O,O,X,X,O,X,O,O
ZLJOTIS,X,O,O,O,X,O,X,X,X
ZLJOTSI,X,O,X,O,X,O,X,X,X
ZLJOITS,X,X,O,X,X,O,X,X,X
ZLJOIST,O,X,O,X,X,O,X,O,O
ZLJOSTI,X,O,O,O,X,O,X,O,O
ZLJOSIT,X,O,O,X,X,O,X,O,O
ZLSTIJO,O,O,O,O,X,O,O,X,X
ZLSTIOJ,O,O,O,O,X,O,O,X,O
ZLSTJIO,O,O,O,O,X,O,O,X,O
ZLSTJOI,O,O,O,O,X,O,O,X,O
ZLSTOIJ,O,O,O,O,X,O,O,X,O
ZLSTOJI,O,O,O,O,X,O,O,X,O
ZLSITJO,O,O,O,O,X,O,O,X,X
ZLSITOJ,O,O,O,O,X,O,O,X,O
ZLSIJTO,O,O,O,O,X,O,X,X,O
ZLSIJOT,O,O,O,X,X,O,X,X,O
ZLSIOTJ,O,O,O,O,X,O,O,X,O
ZLSIOJT,O,O,O,X,X,O,X,X,O
ZLSJTIO,O,O,O,O,X,O,O,O,O
ZLSJTOI,O,O,O,O,X,O,O,O,O
ZLSJITO,O,O,O,O,X,O,X,O,O
ZLSJIOT,O,O,O,X,X,O,X,O,O
ZLSJOTI,X,O,O,O,X,O,O,O,O
ZLSJOIT,O,O,O,O,X,O,X,O,O
ZLSOTIJ,X,O,O,O,X,O,O,X,O
ZLSOTJI,X,O,O,O,X,O,O,X,O
ZLSOITJ,O,O,O,O,X,O,O,X,O
ZLSOIJT,O,O,O,X,X,O,X,X,O
ZLSOJTI,X,O,O,O,X,O,O,O,O
ZLSOJIT,O,O,O,O,X,O,X,O,O
ZLOTIJS,X,X,O,O,X,O,X,X,X
ZLOTISJ,X,O,O,O,X,X,O,X,O
ZLOTJIS,X,X,O,O,X,O,X,X,X
ZLOTJSI,X,O,X,O,X,O,X,X,X
ZLOTSIJ,X,O,X,O,X,O,O,X,O
ZLOTSJI,X,O,X,O,X,O,O,X,O
ZLOITJS,X,X,O,O,X,O,X,X,X
ZLOITSJ,X,X,O,O,X,X,X,X,O
ZLOIJTS,X,X,O,X,X,O,X,X,X
ZLOIJST,O,X,O,X,X,O,X,X,O
ZLOISTJ,O,X,O,O,X,O,X,X,O
ZLOISJT,O,X,O,X,X,O,X,X,O
ZLOJTIS,X,O,O,O,X,O,X,X,X
ZLOJTSI,X,O,X,O,X,O,X,X,X
ZLOJITS,X,X,O,X,X,O,X,X,X
ZLOJIST,O,X,O,X,X,O,X,O,O
ZLOJSTI,X,O,O,O,X,O,X,O,O
ZLOJSIT,X,O,O,X,X,O,X,O,O
ZLOSTIJ,X,O,O,O,X,O,O,X,O
ZLOSTJI,X,O,O,O,X,O,O,X,O
ZLOSITJ,X,O,O,O,X,O,O,X,O
ZLOSIJT,X,O,O,X,X,O,X,X,O
ZLOSJTI,X,O,O,O,X,O,O,O,O
ZLOSJIT,X,O,O,O,X,O,X,O,O
ZJTILSO,O,O,O,O,O,O,X,X,X
ZJTILOS,O,O,O,O,O,O,X,X,X
ZJTISLO,O,O,O,X,O,O,X,O,X
ZJTISOL,O,O,O,X,O,O,X,O,X
ZJTIOLS,O,O,O,X,O,O,X,X,X
ZJTIOSL,O,O,O,X,O,O,X,O,X
ZJTLISO,O,O,O,O,O,O,X,X,X
ZJTLIOS,O,O,O,O,O,O,X,X,X
ZJTLSIO,O,O,X,O,O,O,X,X,X
ZJTLSOI,O,O,X,O,O,O,X,X,X
ZJTLOIS,O,O,X,O,O,O,X,X,X
ZJTLOSI,O,O,X,O,X,O,X,X,X
ZJTSILO,O,O,O,O,O,O,X,O,X
ZJTSIOL,O,O,O,O,O,O,X,O,X
ZJTSLIO,O,O,O,O,O,O,X,O,X
ZJTSLOI,O,O,O,O,O,O,X,O,X
ZJTSOIL,O,O,O,O,O,O,X,O,X
ZJTSOLI,O,O,O,O,O,O,X,O,X
ZJTOILS,O,O,O,O,O,O,X,X,X
ZJTOISL,O,O,O,X,O,O,X,O,X
ZJTOLIS,O,O,O,O,O,O,X,X,X
ZJTOLSI,O,O,X,O,X,O,X,X,X
ZJTOSIL,O,O,O,O,O,O,X,O,X
ZJTOSLI,O,O,O,O,O,O,X,O,X
ZJITLSO,O,O,O,X,O,O,X,X,X
ZJITLOS,O,O,O,X,O,O,X,X,X
ZJITSLO,O,O,O,X,O,O,X,O,X
ZJITSOL,O,O,O,X,O,O,X,O,X
ZJITOLS,O,O,O,X,O,O,X,X,X
ZJITOSL,O,O,O,X,O,O,X,O,X
ZJILTSO,O,O,O,X,O,O,X,X,X
ZJILTOS,O,O,O,X,X,O,X,X,X
ZJILSTO,O,O,O,X,X,O,X,O,X
ZJILSOT,O,O,O,X,X,O,X,O,X
ZJILOTS,X,X,O,X,X,O,X,X,X
ZJILOST,O,X,O,X,X,O,X,O,O
ZJISTLO,O,O,O,X,O,O,X,O,X
ZJISTOL,O,O,O,X,O,O,X,O,X
ZJISLTO,O,O,O,X,O,O,X,O,X
ZJISLOT,O,O,O,X,O,O,X,O,X
ZJISOTL,O,X,O,X,O,O,X,O,X
ZJISOLT,O,O,O,X,O,O,X,O,X
ZJIOTLS,X,X,O,X,O,O,X,X,X
ZJIOTSL,X,X,O,X,O,O,X,O,X
ZJIOLTS,X,X,O,X,X,O,X,X,X
ZJIOLST,O,X,O,X,X,O,X,O,O
ZJIOSTL,O,X,O,X,O,O,X,O,X
ZJIOSLT,O,X,O,X,O,O,X,O,X
ZJLTISO,O,O,O,O,O,O,X,X,X
ZJLTIOS,O,O,O,O,X,O,X,X,X
ZJLTSIO,O,O,X,O,O,O,X,X,X
ZJLTSOI,O,O,X,O,O,O,X,X,X
ZJLTOIS,O,O,X,O,X,O,X,X,X
ZJLTOSI,O,O,X,O,X,O,X,X,X
ZJLITSO,O,O,O,X,O,O,X,X,X
ZJLITOS,O,O,O,X,X,O,X,X,X
ZJLISTO,O,O,O,X,X,O,X,O,X
ZJLISOT,O,O,O,X,X,O,X,O,X
ZJLIOTS,X,X,O,X,X,O,X,X,X
ZJLIOST,O,X,O,X,X,O,X,O,O
ZJLSTIO,O,O,O,O,X,O,X,O,O
ZJLSTOI,O,O,O,O,X,O,X,O,O
ZJLSITO,O,O,O,O,X,O,X,O,O
ZJLSIOT,O,O,O,X,X,O,X,O,O
ZJLSOTI,X,O,O,O,X,O,X,O,O
ZJLSOIT,O,O,O,X,X,O,X,O,O
ZJLOTIS,X,O,O,O,X,O,X,X,X
ZJLOTSI,X,O,X,O,X,O,X,X,X
ZJLOITS,X,X,O,X,X,O,X,X,X
ZJLOIST,O,X,O,X,X,O,X,O,O
ZJLOSTI,X,O,O,O,X,O,X,O,O
ZJLOSIT,X,O,O,X,X,O,X,O,O
ZJSTILO,O,O,O,O,O,O,X,O,O
ZJSTIOL,O,O,O,O,O,O,X,O,O
ZJSTLIO,O,O,O,O,O,O,X,O,O
ZJSTLOI,O,O,O,O,O,O,X,O,O
ZJSTOIL,O,O,O,O,O,O,X,O,O
ZJSTOLI,O,O,O,O,O,O,X,O,O
ZJSITLO,O,O,O,O,O,O,X,O,O
ZJSITOL,O,O,O,O,O,O,X,O,O
ZJSILTO,O,O,O,O,O,O,X,O,O
ZJSILOT,O,O,O,X,O,O,X,O,O
ZJSIOTL,O,X,O,X,O,O,X,O,O
ZJSIOLT,O,O,O,X,O,O,X,O,O
ZJSLTIO,O,O,O,O,O,O,X,O,O
ZJSLTOI,O,O,O,O,O,O,X,O,O
ZJSLITO,O,O,O,O,O,O,X,O,O
ZJSLIOT,O,O,O,X,O,O,X,O,O
ZJSLOTI,X,O,O,O,O,O,X,O,O
ZJSLOIT,O,O,O,X,O,O,X,O,O
ZJSOTIL,O,O,O,O,O,O,X,O,O
ZJSOTLI,O,O,O,O,O,O,X,O,O
ZJSOITL,O,X,O,X,O,O,X,O,O
ZJSOILT,O,O,O,X,O,O,X,O,O
ZJSOLTI,X,O,O,O,O,O,X,O,O
ZJSOLIT,O,O,O,X,O,O,X,O,O
ZJOTILS,X,O,O,O,O,O,X,X,X
ZJOTISL,X,O,O,X,O,O,X,O,X
ZJOTLIS,X,O,O,O,O,O,X,X,X
ZJOTLSI,X,O,X,O,X,O,X,X,X
ZJOTSIL,X,O,O,O,O,O,X,O,X
ZJOTSLI,X,O,O,O,O,O,X,O,X
ZJOITLS,X,X,O,X,O,O,X,X,X
ZJOITSL,X,X,O,X,O,O,X,O,X
ZJOILTS,X,X,O,X,X,O,X,X,X
ZJOILST,O,X,O,X,X,O,X,O,O
ZJOISTL,O,X,O,X,O,O,X,O,X
ZJOISLT,O,X,O,X,O,O,X,O,X
ZJOLTIS,X,O,O,O,X,O,X,X,X
ZJOLTSI,X,O,X,O,X,O,X,X,X
ZJOLITS,X,X,O,X,X,O,X,X,X
ZJOLIST,O,X,O,X,X,O,X,O,O
ZJOLSTI,X,O,O,O,X,O,X,O,O
ZJOLSIT,X,O,O,X,X,O,X,O,O
ZJOSTIL,O,O,O,O,O,O,X,O,O
ZJOSTLI,O,O,O,O,O,O,X,O,O
ZJOSITL,O,X,O,X,O,O,X,O,O
ZJOSILT,O,O,O,X,O,O,X,O,O
ZJOSLTI,X,O,O,O,O,O,X,O,O
ZJOSLIT,O,O,O,X,O,O,X,O,O
ZSTILJO,O,O,O,O,O,O,O,X,X
ZSTILOJ,O,O,O,O,O,O,O,X,O
ZSTIJLO,O,O,O,O,O,O,O,X,X
ZSTIJOL,O,X,O,O,O,O,O,X,X
ZSTIOLJ,O,O,O,O,O,O,O,X,O
ZSTIOJL,O,O,X,X,O,O,O,X,X
ZSTLIJO,O,O,O,O,O,O,O,X,X
ZSTLIOJ,O,O,O,O,O,O,O,X,O
ZSTLJIO,O,O,O,O,O,O,O,X,O
ZSTLJOI,O,O,O,O,O,O,O,X,O
ZSTLOIJ,O,O,O,O,O,O,O,X,O
ZSTLOJI,O,O,O,O,O,O,O,X,O
ZSTJILO,O,O,O,O,O,O,O,O,O
ZSTJIOL,O,O,O,O,O,O,O,O,O
ZSTJLIO,O,O,O,O,O,O,O,O,O
ZSTJLOI,O,O,O,O,O,O,O,O,O
ZSTJOIL,O,O,O,O,O,O,O,O,O
ZSTJOLI,O,O,O,O,O,O,O,O,O
ZSTOILJ,O,O,O,O,O,O,O,X,O
ZSTOIJL,O,O,X,O,O,O,O,X,X
ZSTOLIJ,O,O,O,O,O,O,O,X,O
ZSTOLJI,O,O,O,O,O,O,O,X,O
ZSTOJIL,O,O,O,O,O,O,O,O,O
ZSTOJLI,O,O,O,O,O,O,O,O,O
ZSITLJO,O,O,O,O,O,O,O,X,X
ZSITLOJ,O,O,O,O,O,O,O,X,O
ZSITJLO,O,O,O,O,O,O,O,X,X
ZSITJOL,O,X,O,O,O,O,O,X,X
ZSITOLJ,O,O,O,O,O,O,O,X,O
ZSITOJL,O,O,X,X,O,O,O,X,X
ZSILTJO,O,O,O,O,X,O,O,X,X
ZSILTOJ,O,O,O,O,X,O,O,X,O
ZSILJTO,O,O,O,O,O,O,X,X,O
ZSILJOT,O,O,O,X,O,O,X,X,O
ZSILOTJ,O,O,O,O,X,O,O,X,O
ZSILOJT,O,O,O,X,O,O,X,X,O
ZSIJTLO,O,O,O,O,O,O,O,O,O
ZSIJTOL,O,O,O,O,O,O,O,O,O
ZSIJLTO,O,O,O,O,O,O,O,O,O
