sequence,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFCbBehBzcBX?gBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFufB3bBzcBy?lBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFCbBehBXgBz?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFufB3bBylBz?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jex6IvhFlcBTfB/lBU?hBKnBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeO/IvhFVgBRcBThBK?nB3kBcqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFqfBTbBmcBX?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFlbBuhB8lBK?nBzkBfqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFSgBmcBXhBz?fBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFWgBylBzhBf?qBlqBUsB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Je37IvhFTfBmhBxlBi?kBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JecAJvhFTfBXhBKnBl?hBxpBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jex6IvhFXcBmfB1mBT?kBcqBKsB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JecAJvhFTfBlhBXhBK?nBxpBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeRAJvhFzhBlkB3lBO?kBUnBiqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jez8IvhFRgBlkB3lBU?nBOkBiqB
TJSZOLI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSOILZ,O,X,O,O,O,X,O,X,O,X,X,X,X,X,O,X
TJSOIZL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TJSOLIZ,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TJSOLZI,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TJSOZIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZILOS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZISLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZLIOS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJZOISL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZOLIS,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJZOLSI,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJZOSIL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZOSLI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOILSZ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TJOILZS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TJOISZL,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJOIZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLISZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TJOSIZL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TJOSLIZ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJOZISL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOZLIS,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJOZLSI,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJOZSIL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOZSLI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSILJZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TSILJOZ,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TSILZJO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
TSILZOJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O
TSILOJZ,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X
TSILOZJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSIJLZO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TSIJLOZ,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X
TSIJZLO,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O
TSIJZOL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
TSIJOLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
TSIJOZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TSIZLJO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSIZLOJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
TSIZJLO,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O
TSIZJOL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
TSIZOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
TSIZOJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
TSIOLJZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
TSIOLZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
TSIOJZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TSIOZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
TSIOZJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
TSLIJZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TSLIJOZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSLIZJO,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,O
TSLIZOJ,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TSLIOJZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X
TSLIOZJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TSLJIOZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSLJZIO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TSLJZOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSLJOZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLZIJO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TSLZIOJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TSLZJOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLZOJI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X
TSLOIZJ,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSLOJZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSLOZJI,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSJILZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TSJILOZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSJIZLO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSJIZOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSJIOLZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X
TSJIOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSJLIZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TSJLIOZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSJLZIO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TSJLZOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSJLOIZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSJLOZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSJZILO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSJZIOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSJZLOI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJZOIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJOILZ,O,X,O,O,O,X,O,X,O,O,X,X,X,X,O,X
TSJOIZL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TSJOLIZ,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSJOLZI,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSJOZIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZILJO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSZILOJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
TSZIJLO,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O
TSZIJOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZIOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSZIOJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TSZLIJO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSZLIOJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZLJIO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSZLJOI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZLOIJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZLOJI,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZJILO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSZJIOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLIO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSZJLOI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZJOIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZOILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOIJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSZOLIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZOLJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZOJIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSZOJLI,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TSOILJZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
TSOILZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
TSOIJZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TSOIZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSOIZJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
TSOLIJZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X
TSOLIZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X
TSOLJZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOLZIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOLZJI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOJILZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X
TSOJIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOJLIZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X
TSOJLZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOJZIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOZILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZIJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOZLIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOZLJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOZJIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOZJLI,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TZILJSO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZILJOS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TZILSJO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZILSOJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZILOJS,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
TZILOSJ,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
TZIJLSO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZIJLOS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZIJSLO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJSOL,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TZIJOLS,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TZIJOSL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZISLJO,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZISLOJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TZISJLO,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZISJOL,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TZISOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TZISOJL,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TZIOLJS,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TZIOLSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZIOJLS,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
TZIOJSL,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
TZIOSLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TZIOSJL,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TZLIJSO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLIJOS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TZLISJO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLISOJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLIOJS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TZLIOSJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLJISO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLJIOS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TZLJSIO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLJSOI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLJOIS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TZLJOSI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLSIJO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSIOJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSJIO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSJOI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSOIJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSOJI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLOIJS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TZLOISJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLOJIS,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X
TZLOJSI,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TZLOSIJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLOSJI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJILSO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZJILOS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZJISLO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJISOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJIOLS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZJIOSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLISO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJLIOS,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJLSIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJLSOI,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJLOIS,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJLOSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJSILO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJSIOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJSLIO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJSLOI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJSOIL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJSOLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJOILS,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TZJOISL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZJOLIS,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TZJOLSI,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TZJOSIL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZJOSLI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZSILJO,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O
TZSILOJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
TZSIJLO,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O
TZSIJOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
TZSIOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZSIOJL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
TZSLIJO,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZSLIOJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSLJIO,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZSLJOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSLOIJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSLOJI,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSJILO,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZSJIOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSJLIO,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZSJLOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSJOIL,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSJOLI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSOILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSOIJL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TZSOLIJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TZSOLJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TZSOJIL,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TZSOJLI,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
TZOILJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOILSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOIJLS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TZOIJSL,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
TZOISLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOISJL,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TZOLIJS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TZOLISJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOLJIS,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
TZOLJSI,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TZOLSIJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOLSJI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOJILS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TZOJISL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZOJLIS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TZOJLSI,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TZOJSIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZOJSLI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZOSILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOSIJL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TZOSLIJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOSLJI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOSJIL,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TZOSJLI,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TOILJSZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TOILJZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TOILSJZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TOILSZJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOILZJS,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TOILZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
TOIJLSZ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TOIJLZS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TOIJSLZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TOIJSZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TOIJZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TOIJZSL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TOISLJZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
TOISLZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOISJLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
TOISJZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TOISZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TOISZJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TOIZLJS,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TOIZLSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TOIZJLS,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TOIZJSL,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
TOIZSLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TOIZSJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TOLIJSZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TOLIJZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TOLISJZ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TOLISZJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOLIZJS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TOLIZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TOLJISZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOLJIZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
