sequence,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhF3cBGeB?CgB8mBziBlsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bBRdB?cjB6mBTiBlsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhF3cBGeB?CgBliBzmB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bB1hB?xdBCjBzmB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFGdBTeB?CgBlhBXnB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFFdBTeB?CgB0hBfoBGsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF1gBxcB?TeBCiBXnB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFTeBCgB?foBUnBlmBGsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bBTeB?xhBCnB8sBFsB
LTZJSIO,O,O,O,O,O,O,O,X,X
LTZJSOI,O,O,O,O,O,O,O,X,X
LTZJOIS,O,O,O,O,O,O,O,X,X
LTZJOSI,O,O,O,O,O,O,O,X,X
LTZSIJO,O,O,O,O,O,O,O,O,X
LTZSIOJ,O,O,O,O,O,O,O,O,X
LTZSJIO,O,O,O,O,O,O,O,O,X
LTZSJOI,O,O,O,O,O,O,O,O,X
LTZSOIJ,O,O,O,O,O,O,O,O,X
LTZSOJI,O,O,O,O,O,O,O,O,X
LTZOIJS,O,O,O,O,O,O,O,X,X
LTZOISJ,O,O,O,O,O,O,X,X,X
LTZOJIS,O,O,O,O,O,O,O,X,X
LTZOJSI,O,O,O,O,O,O,O,X,X
LTZOSIJ,O,O,O,O,O,O,O,X,X
LTZOSJI,O,O,O,O,O,O,O,X,X
LTOIJSZ,O,O,O,O,O,X,X,X,X
LTOIJZS,O,O,X,X,O,X,O,X,X
LTOISJZ,O,O,O,O,O,O,X,X,X
LTOISZJ,O,O,O,X,O,O,X,O,X
LTOIZJS,O,O,O,X,O,X,X,X,X
LTOIZSJ,O,O,O,X,O,O,X,X,X
LTOJISZ,O,O,O,O,O,X,X,X,X
LTOJIZS,O,O,X,X,O,X,O,X,X
LTOJSIZ,O,O,O,O,O,X,X,X,X
LTOJSZI,O,O,X,O,X,X,X,X,X
LTOJZIS,O,O,X,O,O,X,O,X,X
LTOJZSI,O,O,X,O,X,X,O,X,X
LTOSIJZ,O,O,O,O,O,O,X,X,X
LTOSIZJ,O,O,O,X,O,O,X,O,X
LTOSJIZ,O,O,O,O,O,O,X,X,X
LTOSJZI,O,O,X,O,X,O,X,X,X
LTOSZIJ,O,O,O,O,O,O,X,O,X
LTOSZJI,O,O,O,O,O,O,X,O,X
LTOZIJS,O,O,O,O,O,X,O,X,X
LTOZISJ,O,O,O,O,O,O,X,X,X
LTOZJIS,O,O,O,O,O,X,O,X,X
LTOZJSI,O,O,O,O,O,X,O,X,X
LTOZSIJ,O,O,O,O,O,O,O,X,X
LTOZSJI,O,O,O,O,O,O,O,X,X
LITJSZO,O,O,O,X,O,O,X,X,X
LITJSOZ,O,O,O,X,O,O,X,X,X
LITJZSO,O,O,O,X,O,O,X,X,X
LITJZOS,O,O,O,X,O,O,X,X,X
LITJOSZ,O,O,O,X,O,X,X,X,X
LITJOZS,O,O,X,X,O,X,X,X,X
LITSJZO,O,O,O,X,O,O,X,X,X
LITSJOZ,O,O,O,X,O,O,X,X,X
LITSZJO,O,O,O,X,O,O,X,O,X
LITSZOJ,O,O,O,X,O,O,X,O,X
LITSOJZ,O,O,O,X,O,O,X,X,X
LITSOZJ,O,O,O,X,O,O,X,O,X
LITZJSO,O,O,O,X,O,O,X,X,X
LITZJOS,O,O,O,X,O,O,X,X,X
LITZSJO,O,O,O,X,O,O,X,O,X
LITZSOJ,O,O,O,X,O,O,X,O,X
LITZOJS,O,O,O,X,O,O,X,X,X
LITZOSJ,O,O,O,X,O,O,X,X,X
LITOJSZ,O,O,O,X,O,X,X,X,X
LITOJZS,O,O,X,X,O,X,X,X,X
LITOSJZ,O,O,O,X,O,O,X,X,X
LITOSZJ,O,O,O,X,O,O,X,O,X
LITOZJS,O,O,O,X,O,X,X,X,X
LITOZSJ,O,O,O,X,O,O,X,X,X
LIJTSZO,O,O,O,X,O,O,X,X,X
LIJTSOZ,O,O,O,X,O,O,X,X,X
LIJTZSO,O,O,O,X,O,O,X,X,X
LIJTZOS,O,O,O,X,O,O,X,X,X
LIJTOSZ,O,O,O,X,O,X,X,X,X
LIJTOZS,O,O,X,X,O,X,X,X,X
LIJSTZO,O,O,O,X,O,O,X,X,X
LIJSTOZ,O,O,O,X,X,O,X,X,X
LIJSZTO,O,O,O,X,X,O,X,O,X
LIJSZOT,O,O,O,X,X,O,X,O,X
LIJSOTZ,X,X,O,X,X,O,X,X,X
LIJSOZT,O,X,O,X,X,O,X,O,O
LIJZTSO,O,O,O,X,O,O,X,X,X
LIJZTOS,O,O,O,X,O,O,X,X,X
LIJZSTO,O,O,O,X,O,O,X,O,X
LIJZSOT,O,O,O,X,O,O,X,O,X
LIJZOTS,X,X,O,X,O,O,X,X,X
LIJZOST,O,O,O,X,O,O,X,X,X
LIJOTSZ,O,X,O,X,O,X,X,X,X
LIJOTZS,O,X,X,X,O,X,X,X,X
LIJOSTZ,X,X,O,X,X,O,X,X,X
LIJOSZT,O,X,O,X,X,O,X,O,O
LIJOZTS,X,X,O,X,O,O,X,X,X
LIJOZST,O,X,O,X,O,O,X,X,X
LISTJZO,O,O,O,X,O,O,X,X,X
LISTJOZ,O,O,O,X,O,O,X,X,X
LISTZJO,O,O,O,X,O,O,X,O,X
LISTZOJ,O,O,O,X,O,O,X,O,X
LISTOJZ,O,O,O,X,O,O,X,X,X
LISTOZJ,O,O,O,X,O,O,X,O,X
LISJTZO,O,O,O,X,O,O,X,X,X
LISJTOZ,O,O,O,X,X,O,X,X,X
LISJZTO,O,O,O,X,X,O,X,O,X
LISJZOT,O,O,O,X,X,O,X,O,X
LISJOTZ,X,X,O,X,X,O,X,X,X
LISJOZT,O,X,O,X,X,O,X,O,O
LISZTJO,O,O,O,X,O,O,X,O,X
LISZTOJ,O,O,O,X,O,O,X,O,X
LISZJTO,O,O,O,X,O,O,X,O,X
LISZJOT,O,O,O,X,O,O,X,O,X
LISZOTJ,O,X,O,X,O,O,X,O,X
LISZOJT,O,O,O,X,O,O,X,O,X
LISOTJZ,X,X,O,X,O,O,X,X,X
LISOTZJ,X,X,O,X,O,O,X,O,X
LISOJTZ,X,X,O,X,X,O,X,X,X
LISOJZT,O,X,O,X,X,O,X,O,O
LISOZTJ,O,X,O,X,O,O,X,O,X
LISOZJT,O,X,O,X,O,O,X,O,X
LIZTJSO,O,O,O,X,O,O,X,X,X
LIZTJOS,O,O,O,X,O,O,X,X,X
LIZTSJO,O,O,O,X,O,O,X,O,X
LIZTSOJ,O,O,O,X,O,O,X,O,X
LIZTOJS,O,O,O,X,O,O,X,X,X
LIZTOSJ,O,O,O,X,O,O,X,X,X
LIZJTSO,O,O,O,X,O,O,X,X,X
LIZJTOS,O,O,O,X,O,O,X,X,X
LIZJSTO,O,O,O,X,O,O,X,O,X
LIZJSOT,O,O,O,X,O,O,X,O,X
LIZJOTS,X,X,O,X,O,O,X,X,X
LIZJOST,O,O,O,X,O,O,X,X,X
LIZSTJO,O,O,O,X,O,O,X,O,X
LIZSTOJ,O,O,O,X,O,O,X,O,X
LIZSJTO,O,O,O,X,O,O,X,O,X
LIZSJOT,O,O,O,X,O,O,X,O,X
LIZSOTJ,O,X,O,X,O,O,X,O,X
LIZSOJT,O,O,O,X,O,O,X,O,X
LIZOTJS,O,X,O,X,O,O,X,X,X
LIZOTSJ,O,X,O,X,O,O,X,X,X
LIZOJTS,X,X,O,X,O,O,X,X,X
LIZOJST,O,O,O,X,O,O,X,X,X
LIZOSTJ,O,X,O,X,O,O,X,O,X
LIZOSJT,O,O,O,X,O,O,X,O,X
LIOTJSZ,O,X,O,X,O,X,X,X,X
LIOTJZS,O,X,X,X,O,X,X,X,X
LIOTSJZ,O,X,O,X,O,O,X,X,X
LIOTSZJ,O,X,O,X,O,O,X,O,X
LIOTZJS,O,X,O,X,O,X,X,X,X
LIOTZSJ,O,X,O,X,O,O,X,X,X
LIOJTSZ,O,X,O,X,O,X,X,X,X
LIOJTZS,O,X,X,X,O,X,X,X,X
LIOJSTZ,X,X,O,X,X,O,X,X,X
LIOJSZT,O,X,O,X,X,O,X,O,O
LIOJZTS,X,X,O,X,O,O,X,X,X
LIOJZST,O,X,O,X,O,O,X,X,X
LIOSTJZ,X,X,O,X,O,O,X,X,X
LIOSTZJ,X,X,O,X,O,O,X,O,X
LIOSJTZ,X,X,O,X,X,O,X,X,X
LIOSJZT,O,X,O,X,X,O,X,O,O
LIOSZTJ,O,X,O,X,O,O,X,O,X
LIOSZJT,O,X,O,X,O,O,X,O,X
LIOZTJS,O,X,O,X,O,O,X,X,X
LIOZTSJ,O,X,O,X,O,O,X,X,X
LIOZJTS,X,X,O,X,O,O,X,X,X
LIOZJST,O,X,O,X,O,O,X,X,X
LIOZSTJ,O,X,O,X,O,O,X,O,X
LIOZSJT,O,X,O,X,O,O,X,O,X
LJTISZO,O,O,O,O,O,O,X,X,X
LJTISOZ,O,O,O,O,O,O,X,X,X
LJTIZSO,O,O,O,X,O,O,X,X,X
LJTIZOS,O,O,O,X,O,O,O,X,X
LJTIOSZ,O,O,O,X,O,X,X,X,X
LJTIOZS,O,O,X,X,O,X,O,X,X
LJTSIZO,O,O,O,O,O,O,X,X,X
LJTSIOZ,O,O,O,O,O,O,X,X,X
LJTSZIO,O,O,X,O,O,O,X,X,X
LJTSZOI,O,O,X,O,O,O,X,X,X
LJTSOIZ,O,O,X,O,O,O,X,X,X
LJTSOZI,O,O,X,O,X,O,X,X,X
LJTZISO,O,O,O,O,O,O,X,X,X
LJTZIOS,O,O,O,O,O,O,O,X,X
LJTZSIO,O,O,O,O,O,O,O,X,X
LJTZSOI,O,O,O,O,O,O,O,X,X
LJTZOIS,O,O,O,O,O,O,O,X,X
LJTZOSI,O,O,O,O,O,O,O,X,X
LJTOISZ,O,O,O,O,O,X,X,X,X
LJTOIZS,O,O,X,X,O,X,O,X,X
LJTOSIZ,O,O,O,O,O,X,X,X,X
LJTOSZI,O,O,X,O,X,X,X,X,X
LJTOZIS,O,O,X,O,O,X,O,X,X
LJTOZSI,O,O,X,O,X,X,O,X,X
LJITSZO,O,O,O,X,O,O,X,X,X
LJITSOZ,O,O,O,X,O,O,X,X,X
LJITZSO,O,O,O,X,O,O,X,X,X
LJITZOS,O,O,O,X,O,O,X,X,X
LJITOSZ,O,O,O,X,O,X,X,X,X
LJITOZS,O,O,X,X,O,X,X,X,X
LJISTZO,O,O,O,X,O,O,X,X,X
LJISTOZ,O,O,O,X,X,O,X,X,X
LJISZTO,O,O,O,X,X,O,X,O,X
LJISZOT,O,O,O,X,X,O,X,O,X
LJISOTZ,X,X,O,X,X,O,X,X,X
LJISOZT,O,X,O,X,X,O,X,O,O
LJIZTSO,O,O,O,X,O,O,X,X,X
LJIZTOS,O,O,O,X,O,O,X,X,X
LJIZSTO,O,O,O,X,O,O,X,O,X
LJIZSOT,O,O,O,X,O,O,X,O,X
LJIZOTS,X,X,O,X,O,O,X,X,X
LJIZOST,O,O,O,X,O,O,X,X,X
LJIOTSZ,O,X,O,X,O,X,X,X,X
LJIOTZS,O,X,X,X,O,X,X,X,X
LJIOSTZ,X,X,O,X,X,O,X,X,X
LJIOSZT,O,X,O,X,X,O,X,O,O
LJIOZTS,X,X,O,X,O,O,X,X,X
LJIOZST,O,X,O,X,O,O,X,X,X
LJSTIZO,O,O,O,O,O,O,X,X,X
LJSTIOZ,O,O,O,O,X,O,X,X,X
LJSTZIO,O,O,X,O,O,O,X,X,X
LJSTZOI,O,O,X,O,O,O,X,X,X
LJSTOIZ,O,O,X,O,X,O,X,X,X
LJSTOZI,O,O,X,O,X,O,X,X,X
LJSITZO,O,O,O,X,O,O,X,X,X
LJSITOZ,O,O,O,X,X,O,X,X,X
LJSIZTO,O,O,O,X,X,O,X,O,X
LJSIZOT,O,O,O,X,X,O,X,O,X
LJSIOTZ,X,X,O,X,X,O,X,X,X
LJSIOZT,O,X,O,X,X,O,X,O,O
LJSZTIO,O,O,O,O,X,O,X,O,O
LJSZTOI,O,O,O,O,X,O,X,O,O
LJSZITO,O,O,O,O,X,O,X,O,O
LJSZIOT,O,O,O,X,X,O,X,O,O
LJSZOTI,X,O,O,O,X,O,X,O,O
LJSZOIT,O,O,O,X,X,O,X,O,O
LJSOTIZ,X,O,O,O,X,O,X,X,X
LJSOTZI,X,O,X,O,X,O,X,X,X
LJSOITZ,X,X,O,X,X,O,X,X,X
LJSOIZT,O,X,O,X,X,O,X,O,O
LJSOZTI,X,O,O,O,X,O,X,O,O
LJSOZIT,X,O,O,X,X,O,X,O,O
LJZTISO,O,O,O,O,O,O,X,X,O
LJZTIOS,O,O,O,O,O,O,O,X,O
LJZTSIO,O,O,O,O,O,O,O,X,O
LJZTSOI,O,O,O,O,O,O,O,X,O
LJZTOIS,O,O,O,O,O,O,O,X,O
LJZTOSI,O,O,O,O,O,O,O,X,O
LJZITSO,O,O,O,O,O,O,X,X,O
LJZITOS,O,O,O,O,O,O,X,X,O
LJZISTO,O,O,O,O,O,O,X,O,O
LJZISOT,O,O,O,X,O,O,X,O,O
LJZIOTS,X,X,O,O,O,O,X,X,O
LJZIOST,O,O,O,O,O,O,X,X,O
LJZSTIO,O,O,O,O,O,O,O,O,O
LJZSTOI,O,O,O,O,O,O,O,O,O
LJZSITO,O,O,O,O,O,O,X,O,O
LJZSIOT,O,O,O,X,O,O,X,O,O
LJZSOTI,X,O,O,O,O,O,O,O,O
LJZSOIT,O,O,O,O,O,O,X,O,O
LJZOTIS,X,O,O,O,O,O,O,X,O
LJZOTSI,X,O,O,O,O,O,O,X,O
LJZOITS,X,X,O,O,O,O,X,X,O
LJZOIST,O,O,O,O,O,O,X,X,O
LJZOSTI,X,O,O,O,O,O,O,X,O
LJZOSIT,O,O,O,O,O,O,X,X,O
LJOTISZ,O,O,O,O,O,X,X,X,X
LJOTIZS,O,O,X,X,O,X,O,X,X
LJOTSIZ,O,O,O,O,O,X,X,X,X
LJOTSZI,O,O,X,O,X,X,X,X,X
LJOTZIS,O,O,X,O,O,X,O,X,X
LJOTZSI,O,O,X,O,X,X,O,X,X
LJOITSZ,O,X,O,X,O,X,X,X,X
LJOITZS,O,X,X,X,O,X,X,X,X
LJOISTZ,X,X,O,X,X,O,X,X,X
LJOISZT,O,X,O,X,X,O,X,O,O
LJOIZTS,X,X,O,X,O,O,X,X,X
LJOIZST,O,X,O,X,O,O,X,X,X
LJOSTIZ,X,O,O,O,X,O,X,X,X
LJOSTZI,X,O,X,O,X,O,X,X,X
LJOSITZ,X,X,O,X,X,O,X,X,X
LJOSIZT,O,X,O,X,X,O,X,O,O
LJOSZTI,X,O,O,O,X,O,X,O,O
LJOSZIT,X,O,O,X,X,O,X,O,O
LJOZTIS,X,O,O,O,O,O,O,X,O
LJOZTSI,X,O,O,O,O,O,O,X,O
LJOZITS,X,X,O,O,O,O,X,X,O
LJOZIST,O,O,O,O,O,O,X,X,O
LJOZSTI,X,O,O,O,O,O,O,X,O
LJOZSIT,O,O,O,O,O,O,X,X,O
LSTIJZO,O,O,O,O,O,O,X,X,X
LSTIJOZ,O,O,O,O,O,O,X,X,X
LSTIZJO,O,O,O,X,O,O,X,O,X
LSTIZOJ,O,O,O,X,O,O,X,O,X
LSTIOJZ,O,O,O,X,O,O,X,X,X
LSTIOZJ,O,O,O,X,O,O,X,O,X
LSTJIZO,O,O,O,O,O,O,X,X,X
LSTJIOZ,O,O,O,O,O,O,X,X,X
LSTJZIO,O,O,X,O,O,O,X,X,X
LSTJZOI,O,O,X,O,O,O,X,X,X
LSTJOIZ,O,O,X,O,O,O,X,X,X
LSTJOZI,O,O,X,O,X,O,X,X,X
LSTZIJO,O,O,O,O,O,O,X,O,X
LSTZIOJ,O,O,O,O,O,O,X,O,X
LSTZJIO,O,O,O,O,O,O,X,O,X
LSTZJOI,O,O,O,O,O,O,X,O,X
LSTZOIJ,O,O,O,O,O,O,X,O,X
LSTZOJI,O,O,O,O,O,O,X,O,X
LSTOIJZ,O,O,O,O,O,O,X,X,X
LSTOIZJ,O,O,O,X,O,O,X,O,X
LSTOJIZ,O,O,O,O,O,O,X,X,X
LSTOJZI,O,O,X,O,X,O,X,X,X
LSTOZIJ,O,O,O,O,O,O,X,O,X
LSTOZJI,O,O,O,O,O,O,X,O,X
LSITJZO,O,O,O,X,O,O,X,X,X
LSITJOZ,O,O,O,X,O,O,X,X,X
LSITZJO,O,O,O,X,O,O,X,O,X
LSITZOJ,O,O,O,X,O,O,X,O,X
LSITOJZ,O,O,O,X,O,O,X,X,X
LSITOZJ,O,O,O,X,O,O,X,O,X
LSIJTZO,O,O,O,X,O,O,X,X,X
LSIJTOZ,O,O,O,X,X,O,X,X,X
LSIJZTO,O,O,O,X,X,O,X,O,X
LSIJZOT,O,O,O,X,X,O,X,O,X
LSIJOTZ,X,X,O,X,X,O,X,X,X
LSIJOZT,O,X,O,X,X,O,X,O,O
LSIZTJO,O,O,O,X,O,O,X,O,X
LSIZTOJ,O,O,O,X,O,O,X,O,X
LSIZJTO,O,O,O,X,O,O,X,O,X
LSIZJOT,O,O,O,X,O,O,X,O,X
LSIZOTJ,O,X,O,X,O,O,X,O,X
LSIZOJT,O,O,O,X,O,O,X,O,X
LSIOTJZ,X,X,O,X,O,O,X,X,X
LSIOTZJ,X,X,O,X,O,O,X,O,X
LSIOJTZ,X,X,O,X,X,O,X,X,X
LSIOJZT,O,X,O,X,X,O,X,O,O
LSIOZTJ,O,X,O,X,O,O,X,O,X
LSIOZJT,O,X,O,X,O,O,X,O,X
LSJTIZO,O,O,O,O,O,O,X,X,X
LSJTIOZ,O,O,O,O,X,O,X,X,X
LSJTZIO,O,O,X,O,O,O,X,X,X
LSJTZOI,O,O,X,O,O,O,X,X,X
LSJTOIZ,O,O,X,O,X,O,X,X,X
LSJTOZI,O,O,X,O,X,O,X,X,X
LSJITZO,O,O,O,X,O,O,X,X,X
LSJITOZ,O,O,O,X,X,O,X,X,X
LSJIZTO,O,O,O,X,X,O,X,O,X
LSJIZOT,O,O,O,X,X,O,X,O,X
LSJIOTZ,X,X,O,X,X,O,X,X,X
LSJIOZT,O,X,O,X,X,O,X,O,O
LSJZTIO,O,O,O,O,X,O,X,O,O
LSJZTOI,O,O,O,O,X,O,X,O,O
LSJZITO,O,O,O,O,X,O,X,O,O
LSJZIOT,O,O,O,X,X,O,X,O,O
LSJZOTI,X,O,O,O,X,O,X,O,O
LSJZOIT,O,O,O,X,X,O,X,O,O
LSJOTIZ,X,O,O,O,X,O,X,X,X
LSJOTZI,X,O,X,O,X,O,X,X,X
LSJOITZ,X,X,O,X,X,O,X,X,X
LSJOIZT,O,X,O,X,X,O,X,O,O
LSJOZTI,X,O,O,O,X,O,X,O,O
LSJOZIT,X,O,O,X,X,O,X,O,O
LSZTIJO,O,O,O,O,O,O,X,O,O
LSZTIOJ,O,O,O,O,O,O,X,O,O
LSZTJIO,O,O,O,O,O,O,X,O,O
LSZTJOI,O,O,O,O,O,O,X,O,O
LSZTOIJ,O,O,O,O,O,O,X,O,O
LSZTOJI,O,O,O,O,O,O,X,O,O
LSZITJO,O,O,O,O,O,O,X,O,O
LSZITOJ,O,O,O,O,O,O,X,O,O
LSZIJTO,O,O,O,O,O,O,X,O,O
LSZIJOT,O,O,O,X,O,O,X,O,O
LSZIOTJ,O,X,O,X,O,O,X,O,O
LSZIOJT,O,O,O,X,O,O,X,O,O
LSZJTIO,O,O,O,O,O,O,X,O,O
LSZJTOI,O,O,O,O,O,O,X,O,O
LSZJITO,O,O,O,O,O,O,X,O,O
LSZJIOT,O,O,O,X,O,O,X,O,O
LSZJOTI,X,O,O,O,O,O,X,O,O
LSZJOIT,O,O,O,X,O,O,X,O,O
LSZOTIJ,O,O,O,O,O,O,X,O,O
LSZOTJI,O,O,O,O,O,O,X,O,O
LSZOITJ,O,X,O,X,O,O,X,O,O
LSZOIJT,O,O,O,X,O,O,X,O,O
LSZOJTI,X,O,O,O,O,O,X,O,O
LSZOJIT,O,O,O,X,O,O,X,O,O
LSOTIJZ,X,O,O,O,O,O,X,X,X
LSOTIZJ,X,O,O,X,O,O,X,O,X
LSOTJIZ,X,O,O,O,O,O,X,X,X
LSOTJZI,X,O,X,O,X,O,X,X,X
LSOTZIJ,X,O,O,O,O,O,X,O,X
LSOTZJI,X,O,O,O,O,O,X,O,X
LSOITJZ,X,X,O,X,O,O,X,X,X
LSOITZJ,X,X,O,X,O,O,X,O,X
LSOIJTZ,X,X,O,X,X,O,X,X,X
LSOIJZT,O,X,O,X,X,O,X,O,O
LSOIZTJ,O,X,O,X,O,O,X,O,X
LSOIZJT,O,X,O,X,O,O,X,O,X
LSOJTIZ,X,O,O,O,X,O,X,X,X
LSOJTZI,X,O,X,O,X,O,X,X,X
LSOJITZ,X,X,O,X,X,O,X,X,X
LSOJIZT,O,X,O,X,X,O,X,O,O
LSOJZTI,X,O,O,O,X,O,X,O,O
LSOJZIT,X,O,O,X,X,O,X,O,O
LSOZTIJ,O,O,O,O,O,O,X,O,O
LSOZTJI,O,O,O,O,O,O,X,O,O
LSOZITJ,O,X,O,X,O,O,X,O,O
LSOZIJT,O,O,O,X,O,O,X,O,O
LSOZJTI,X,O,O,O,O,O,X,O,O
LSOZJIT,O,O,O,X,O,O,X,O,O
LZTIJSO,O,O,O,O,O,O,X,X,O
LZTIJOS,O,O,O,O,O,O,O,X,O
LZTISJO,O,O,O,O,O,O,X,O,O
LZTISOJ,O,O,O,O,O,O,X,O,O
LZTIOJS,O,O,O,O,O,O,O,X,O
LZTIOSJ,O,O,O,O,O,O,X,X,O
LZTJISO,O,O,O,O,O,O,X,X,O
LZTJIOS,O,O,O,O,O,O,O,X,O
LZTJSIO,O,O,O,O,O,O,O,X,O
LZTJSOI,O,O,O,O,O,O,O,X,O
LZTJOIS,O,O,O,O,O,O,O,X,O
LZTJOSI,O,O,O,O,O,O,O,X,O
LZTSIJO,O,O,O,O,O,O,O,O,O
LZTSIOJ,O,O,O,O,O,O,O,O,O
LZTSJIO,O,O,O,O,O,O,O,O,O
LZTSJOI,O,O,O,O,O,O,O,O,O
LZTSOIJ,O,O,O,O,O,O,O,O,O
LZTSOJI,O,O,O,O,O,O,O,O,O
LZTOIJS,O,O,O,O,O,O,O,X,O
LZTOISJ,O,O,O,O,O,O,X,X,O
LZTOJIS,O,O,O,O,O,O,O,X,O
LZTOJSI,O,O,O,O,O,O,O,X,O
LZTOSIJ,O,O,O,O,O,O,O,X,O
LZTOSJI,O,O,O,O,O,O,O,X,O
LZITJSO,O,O,O,O,O,O,X,X,O
LZITJOS,O,O,O,O,O,O,X,X,O
LZITSJO,O,O,O,O,O,O,X,O,O
LZITSOJ,O,O,O,O,O,O,X,O,O
LZITOJS,O,O,O,O,O,O,X,X,O
LZITOSJ,O,O,O,O,O,O,X,X,O
LZIJTSO,O,O,O,O,O,O,X,X,O
LZIJTOS,O,O,O,O,O,O,X,X,O
LZIJSTO,O,O,O,O,O,O,X,O,O
LZIJSOT,O,O,O,X,O,O,X,O,O
LZIJOTS,X,X,O,O,O,O,X,X,O
LZIJOST,O,O,O,O,O,O,X,X,O
LZISTJO,O,O,O,O,O,O,X,O,O
LZISTOJ,O,O,O,O,O,O,X,O,O
LZISJTO,O,O,O,O,O,O,X,O,O
LZISJOT,O,O,O,X,O,O,X,O,O
LZISOTJ,O,X,O,X,O,O,X,O,O
LZISOJT,O,O,O,X,O,O,X,O,O
LZIOTJS,O,X,O,O,O,O,X,X,O
LZIOTSJ,O,X,O,O,O,O,X,X,O
LZIOJTS,X,X,O,O,O,O,X,X,O
LZIOJST,O,O,O,O,O,O,X,X,O
LZIOSTJ,O,X,O,O,O,O,X,O,O
LZIOSJT,O,O,O,O,O,O,X,O,O
LZJTISO,O,O,O,O,O,O,X,X,O
LZJTIOS,O,O,O,O,O,O,O,X,O
LZJTSIO,O,O,O,O,O,O,O,X,O
LZJTSOI,O,O,O,O,O,O,O,X,O
LZJTOIS,O,O,O,O,O,O,O,X,O
LZJTOSI,O,O,O,O,O,O,O,X,O
LZJITSO,O,O,O,O,O,O,X,X,O
LZJITOS,O,O,O,O,O,O,X,X,O
LZJISTO,O,O,O,O,O,O,X,O,O
LZJISOT,O,O,O,X,O,O,X,O,O
LZJIOTS,X,X,O,O,O,O,X,X,O
LZJIOST,O,O,O,O,O,O,X,X,O
LZJSTIO,O,O,O,O,O,O,O,O,O
LZJSTOI,O,O,O,O,O,O,O,O,O
LZJSITO,O,O,O,O,O,O,X,O,O
LZJSIOT,O,O,O,X,O,O,X,O,O
LZJSOTI,X,O,O,O,O,O,O,O,O
LZJSOIT,O,O,O,O,O,O,X,O,O
LZJOTIS,X,O,O,O,O,O,O,X,O
LZJOTSI,X,O,O,O,O,O,O,X,O
LZJOITS,X,X,O,O,O,O,X,X,O
LZJOIST,O,O,O,O,O,O,X,X,O
LZJOSTI,X,O,O,O,O,O,O,X,O
LZJOSIT,O,O,O,O,O,O,X,X,O
LZSTIJO,O,O,O,O,O,O,O,O,O
LZSTIOJ,O,O,O,O,O,O,O,O,O
LZSTJIO,O,O,O,O,O,O,O,O,O
LZSTJOI,O,O,O,O,O,O,O,O,O
LZSTOIJ,O,O,O,O,O,O,O,O,O
LZSTOJI,O,O,O,O,O,O,O,O,O
LZSITJO,O,O,O,O,O,O,O,O,O
LZSITOJ,O,O,O,O,O,O,O,O,O
LZSIJTO,O,O,O,O,O,O,O,O,O
LZSIJOT,O,O,O,X,O,O,O,O,O
LZSIOTJ,O,X,O,X,O,O,O,O,O
LZSIOJT,O,O,O,X,O,O,O,O,O
LZSJTIO,O,O,O,O,O,O,O,O,O
LZSJTOI,O,O,O,O,O,O,O,O,O
LZSJITO,O,O,O,O,O,O,O,O,O
LZSJIOT,O,O,O,X,O,O,O,O,O
LZSJOTI,X,O,O,O,O,O,O,O,O
LZSJOIT,O,O,O,O,O,O,O,O,O
LZSOTIJ,O,O,O,O,O,O,O,O,O
LZSOTJI,O,O,O,O,O,O,O,O,O
LZSOITJ,O,X,O,O,O,O,O,O,O
LZSOIJT,O,O,O,O,O,O,O,O,O
LZSOJTI,X,O,O,O,O,O,O,O,O
LZSOJIT,O,O,O,O,O,O,O,O,O
LZOTIJS,O,O,O,O,O,O,O,X,O
LZOTISJ,O,O,O,O,O,O,X,X,O
LZOTJIS,O,O,O,O,O,O,O,X,O
LZOTJSI,O,O,O,O,O,O,O,X,O
LZOTSIJ,O,O,O,O,O,O,O,X,O
LZOTSJI,O,O,O,O,O,O,O,X,O
LZOITJS,O,X,O,O,O,O,X,X,O
LZOITSJ,O,X,O,O,O,O,X,X,O
LZOIJTS,X,X,O,O,O,O,X,X,O
LZOIJST,O,O,O,O,O,O,X,X,O
LZOISTJ,O,X,O,O,O,O,X,O,O
LZOISJT,O,O,O,O,O,O,X,O,O
LZOJTIS,X,O,O,O,O,O,O,X,O
LZOJTSI,X,O,O,O,O,O,O,X,O
LZOJITS,X,X,O,O,O,O,X,X,O
LZOJIST,O,O,O,O,O,O,X,X,O
LZOJSTI,X,O,O,O,O,O,O,X,O
LZOJSIT,O,O,O,O,O,O,X,X,O
LZOSTIJ,O,O,O,O,O,O,O,O,O
LZOSTJI,O,O,O,O,O,O,O,O,O
LZOSITJ,O,X,O,O,O,O,O,O,O
