sequence,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhFxbBTdB0hBfqBll?BCqB,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhFxbBTdBFgB0hBqp?B3qB,v115@7gB8HeB8GeD8CeG8BeG8Jex6IvhFygBGdBzhBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8JeT6IvhF2gBRcBciBSmBlk?BXqB,v115@7gB8HeB8GeD8CeG8BeG8JeR7IvhFqhBTdBmgBlkBcq?B/pB,v115@7gB8HeB8GeD8CeG8BeG8JeT6IvhFOgBxcBFhBXiB6p?BcqB,v115@7gB8HeB8GeD8CeG8BeG8Jem7IvhFqhBTdBxfBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8Jei6IvhFRcBciB3fBGhBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8Je2/IvhFCcBxhBXiB0kBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhF8fBCcBxhBXiBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8JeR8IvhFciBFgBThBSqB/p?BmpB,v115@7gB8HeB8GeD8CeG8BeG8Je06IvhFShBTdB/kBeqBRr?BlqB,v115@7gB8HeB8GeD8CeG8BeG8Jem7IvhFSiBxfBzhBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8Jel7IvhFGdB/kBZlB8lBzm?B6pB
ZIJLTSO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
ZIJLTOS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZIJLSTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
ZIJLSOT,X,O,X,O,X,O,X,O,X,X,X,O,X,X
ZIJLOTS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZIJLOST,O,O,X,O,X,O,X,O,X,X,X,O,X,X
ZIJSTLO,O,X,X,O,X,O,X,O,X,X,X,O,X,X
ZIJSTOL,O,X,X,O,X,O,X,O,X,X,X,O,X,O
ZIJSLTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
ZIJSLOT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
ZIJSOTL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZIJSOLT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZIJOTLS,X,O,X,X,O,X,X,O,X,O,X,X,X,O
ZIJOTSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZIJOLTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
ZIJOLST,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZIJOSTL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZIJOSLT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
ZISTLJO,O,O,X,O,X,O,X,O,O,X,X,X,X,X
ZISTLOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
ZISTJLO,O,X,X,O,X,O,X,O,O,X,X,X,X,X
ZISTJOL,O,X,X,O,X,O,X,O,X,X,X,X,X,O
ZISTOLJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
ZISTOJL,O,X,X,O,X,O,X,X,X,X,X,X,X,O
ZISLTJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZISLTOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
ZISLJTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZISLJOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZISLOTJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
ZISLOJT,O,O,X,O,X,O,X,O,X,X,X,X,X,O
ZISJTLO,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZISJTOL,O,X,X,O,X,O,X,O,X,X,X,X,X,O
ZISJLTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZISJLOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZISJOTL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZISJOLT,O,O,X,X,X,O,X,O,X,X,X,X,X,O
ZISOTLJ,O,O,X,O,X,X,X,O,X,X,X,X,X,O
ZISOTJL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZISOLTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZISOLJT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZISOJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZISOJLT,O,O,X,X,X,O,X,O,X,X,X,X,X,O
ZIOTLJS,X,O,X,O,O,X,X,O,O,O,X,X,X,O
ZIOTLSJ,X,O,X,X,X,X,X,O,X,O,O,X,X,O
ZIOTJLS,X,O,X,O,O,X,X,O,O,O,X,X,X,O
ZIOTJSL,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZIOTSLJ,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZIOTSJL,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZIOLTJS,X,O,X,O,O,X,X,O,X,O,X,X,X,O
ZIOLTSJ,X,O,X,O,X,X,X,O,X,X,O,X,X,O
ZIOLJTS,X,O,X,O,O,X,X,X,X,O,X,X,X,O
ZIOLJST,O,O,X,O,X,X,X,O,X,O,O,O,X,O
ZIOLSTJ,O,O,X,O,X,X,X,O,X,X,O,X,X,O
ZIOLSJT,O,O,X,O,X,X,X,O,X,O,O,X,X,O
ZIOJTLS,X,O,X,X,O,X,X,O,X,O,X,X,X,O
ZIOJTSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZIOJLTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
ZIOJLST,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZIOJSTL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZIOJSLT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
ZIOSTLJ,O,O,X,O,X,X,X,O,X,X,X,X,X,O
ZIOSTJL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZIOSLTJ,O,O,X,O,X,X,X,O,X,X,O,X,X,O
ZIOSLJT,O,O,X,O,X,X,X,O,X,O,O,X,X,O
ZIOSJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZIOSJLT,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZLTIJSO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
ZLTIJOS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
ZLTISJO,X,O,X,O,X,O,X,O,O,X,X,X,X,X
ZLTISOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,O
ZLTIOJS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
ZLTIOSJ,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZLTJISO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
ZLTJIOS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
ZLTJSIO,O,O,X,O,O,O,X,O,O,X,X,X,X,X
ZLTJSOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
ZLTJOIS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
ZLTJOSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLTSIJO,X,O,X,O,X,O,O,O,O,X,X,X,O,X
ZLTSIOJ,X,O,X,O,X,O,O,O,X,X,O,X,X,X
ZLTSJIO,X,O,X,O,O,O,O,O,O,X,X,X,O,X
ZLTSJOI,X,O,X,O,O,O,O,O,X,X,O,X,X,X
ZLTSOIJ,X,O,X,O,X,O,O,O,X,X,O,X,X,X
ZLTSOJI,X,O,X,O,O,O,O,O,X,X,O,X,X,X
ZLTOIJS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
ZLTOISJ,X,O,X,O,X,O,X,X,X,X,O,X,X,O
ZLTOJIS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
ZLTOJSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLTOSIJ,X,O,X,O,X,O,O,X,X,X,O,X,X,X
ZLTOSJI,X,O,X,O,O,O,O,X,X,X,O,X,X,X
ZLITJSO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
ZLITJOS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
ZLITSJO,X,O,X,O,X,O,X,O,O,X,X,X,X,X
ZLITSOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,O
ZLITOJS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
ZLITOSJ,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZLIJTSO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
ZLIJTOS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLIJSTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLIJSOT,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLIJOTS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLIJOST,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLISTJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLISTOJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLISJTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLISJOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLISOTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLISOJT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLIOTJS,X,O,X,O,O,O,X,O,X,X,X,X,X,O
ZLIOTSJ,X,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLIOJTS,X,O,X,O,O,O,X,X,X,X,X,X,X,O
ZLIOJST,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLIOSTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLIOSJT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLJTISO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
ZLJTIOS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
ZLJTSIO,O,O,X,O,O,O,X,O,O,X,X,X,X,X
ZLJTSOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
ZLJTOIS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
ZLJTOSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLJITSO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
ZLJITOS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLJISTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLJISOT,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLJIOTS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLJIOST,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLJSTIO,O,O,X,O,O,O,X,O,X,X,X,X,X,X
ZLJSTOI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
ZLJSITO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLJSIOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLJSOTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
ZLJSOIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
ZLJOTIS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLJOTSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLJOITS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLJOIST,O,O,X,O,X,O,X,O,X,X,O,X,X,X
ZLJOSTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
ZLJOSIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
ZLSTIJO,O,O,X,O,X,O,O,O,X,X,X,X,O,X
ZLSTIOJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
ZLSTJIO,O,O,X,O,O,O,O,O,X,X,X,X,O,X
ZLSTJOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZLSTOIJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
ZLSTOJI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZLSITJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZLSITOJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLSIJTO,X,O,X,O,X,O,X,O,X,X,X,X,O,X
ZLSIJOT,O,O,X,O,X,O,O,O,X,X,X,X,O,X
ZLSIOTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLSIOJT,O,O,X,O,X,O,O,O,X,X,O,X,X,O
ZLSJTIO,O,O,X,O,O,O,O,O,X,X,X,X,O,X
ZLSJTOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZLSJITO,X,O,X,O,X,O,X,O,X,X,X,X,O,X
ZLSJIOT,O,O,X,O,X,O,O,O,X,X,X,X,O,X
ZLSJOTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZLSJOIT,O,O,X,O,X,O,O,O,X,X,O,X,X,X
ZLSOTIJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
ZLSOTJI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZLSOITJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLSOIJT,O,O,X,O,X,O,O,O,X,X,O,X,X,O
ZLSOJTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZLSOJIT,O,O,X,O,X,O,O,O,X,X,O,X,X,O
ZLOTIJS,X,O,X,O,O,O,X,O,X,X,X,X,X,O
ZLOTISJ,X,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLOTJIS,X,O,X,O,O,O,X,O,X,X,X,X,X,O
ZLOTJSI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
ZLOTSIJ,X,O,X,O,X,O,O,O,X,X,O,X,X,X
ZLOTSJI,X,O,X,O,O,O,O,O,X,X,O,X,X,X
ZLOITJS,X,O,X,O,O,O,X,O,X,X,X,X,X,O
ZLOITSJ,X,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLOIJTS,X,O,X,O,O,O,X,X,X,X,X,X,X,O
ZLOIJST,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLOISTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLOISJT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLOJTIS,X,O,X,O,O,O,X,X,X,X,X,X,X,O
ZLOJTSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLOJITS,X,O,X,O,O,O,X,X,X,X,X,X,X,O
ZLOJIST,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLOJSTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
ZLOJSIT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLOSTIJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
ZLOSTJI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZLOSITJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZLOSIJT,O,O,X,O,X,O,O,O,X,X,O,X,X,O
ZLOSJTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZLOSJIT,O,O,X,O,X,O,O,O,X,X,O,X,X,O
ZJTILSO,X,X,X,O,O,O,X,O,O,X,X,X,X,X
ZJTILOS,X,X,X,O,O,O,X,X,O,X,X,X,X,X
ZJTISLO,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZJTISOL,O,X,X,O,X,O,X,O,X,X,X,X,X,O
ZJTIOLS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
ZJTIOSL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZJTLISO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
ZJTLIOS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
ZJTLSIO,O,O,X,O,O,O,X,O,O,X,X,X,X,X
ZJTLSOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
ZJTLOIS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
ZJTLOSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJTSILO,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZJTSIOL,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJTSLIO,O,X,O,O,O,O,X,O,O,X,X,X,X,X
ZJTSLOI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZJTSOIL,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZJTSOLI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZJTOILS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
ZJTOISL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZJTOLIS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
ZJTOLSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJTOSIL,O,X,O,O,X,O,X,O,X,X,X,X,X,O
ZJTOSLI,O,X,O,O,O,O,X,O,X,X,X,X,X,X
ZJITLSO,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZJITLOS,X,X,X,O,O,O,X,X,O,X,X,X,X,X
ZJITSLO,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZJITSOL,O,X,X,O,X,O,X,O,X,X,X,X,X,O
ZJITOLS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
ZJITOSL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZJILTSO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
ZJILTOS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJILSTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
ZJILSOT,X,O,X,O,X,O,X,O,X,X,X,O,X,X
ZJILOTS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJILOST,O,O,X,O,X,O,X,O,X,X,X,O,X,X
ZJISTLO,O,X,X,O,X,O,X,O,X,X,X,O,X,X
ZJISTOL,O,X,X,O,X,O,X,O,X,X,X,O,X,O
ZJISLTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
ZJISLOT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
ZJISOTL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZJISOLT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZJIOTLS,X,O,X,X,O,X,X,O,X,O,X,X,X,O
ZJIOTSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZJIOLTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
ZJIOLST,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZJIOSTL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZJIOSLT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
ZJLTISO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
ZJLTIOS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
ZJLTSIO,O,O,X,O,O,O,X,O,O,X,X,X,X,X
ZJLTSOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
ZJLTOIS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
ZJLTOSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJLITSO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
ZJLITOS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJLISTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJLISOT,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJLIOTS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJLIOST,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJLSTIO,O,O,X,O,O,O,X,O,X,X,X,X,X,X
ZJLSTOI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
ZJLSITO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJLSIOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZJLSOTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
ZJLSOIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
ZJLOTIS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJLOTSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJLOITS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJLOIST,O,O,X,O,X,O,X,O,X,X,O,X,X,X
ZJLOSTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
ZJLOSIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
ZJSTILO,O,X,X,O,X,O,X,O,O,X,X,O,X,X
ZJSTIOL,O,X,X,O,X,O,X,O,X,X,X,O,X,X
ZJSTLIO,O,X,O,O,O,O,X,O,O,X,X,X,X,X
ZJSTLOI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZJSTOIL,O,X,X,O,X,O,X,O,X,X,X,O,X,X
ZJSTOLI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZJSITLO,O,X,X,O,X,O,X,O,X,X,X,O,X,X
ZJSITOL,O,X,X,O,X,O,X,O,X,X,X,O,X,O
ZJSILTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
ZJSILOT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
ZJSIOTL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZJSIOLT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZJSLTIO,O,O,O,O,O,O,X,O,X,X,X,X,X,X
ZJSLTOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
ZJSLITO,X,O,O,O,X,O,X,O,X,X,X,O,X,X
ZJSLIOT,O,O,O,O,X,O,X,O,X,X,X,O,X,X
ZJSLOTI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
ZJSLOIT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
ZJSOTIL,O,X,X,X,X,O,X,O,X,X,X,O,X,O
ZJSOTLI,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJSOITL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZJSOILT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZJSOLTI,O,O,X,X,O,O,X,O,X,X,X,X,X,X
ZJSOLIT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZJOTILS,X,O,X,X,O,O,X,O,O,O,X,X,X,O
ZJOTISL,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZJOTLIS,X,O,X,X,O,O,X,O,O,O,X,X,X,O
ZJOTLSI,O,O,X,X,O,O,X,O,X,O,X,X,X,X
ZJOTSIL,O,X,O,X,X,O,X,O,X,O,X,X,X,O
ZJOTSLI,O,X,O,X,O,O,X,O,X,O,X,X,X,X
ZJOITLS,X,O,X,X,O,X,X,O,X,O,X,X,X,O
ZJOITSL,O,X,X,X,X,X,X,O,X,O,X,X,X,O
ZJOILTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
ZJOILST,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZJOISTL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZJOISLT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
ZJOLTIS,X,O,X,X,O,O,X,X,X,O,X,X,X,O
ZJOLTSI,O,O,X,X,O,O,X,X,X,O,X,X,X,X
ZJOLITS,X,O,X,X,O,O,X,X,X,O,X,X,X,O
ZJOLIST,O,O,X,X,X,O,X,O,X,O,O,X,X,O
ZJOLSTI,O,O,X,X,O,O,X,O,X,X,O,X,X,X
ZJOLSIT,O,O,X,X,X,O,X,O,X,X,O,X,X,O
ZJOSTIL,O,X,O,X,X,O,X,O,X,O,X,O,X,O
ZJOSTLI,O,X,O,X,O,O,X,O,X,O,X,X,X,X
ZJOSITL,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZJOSILT,O,O,X,X,X,O,X,O,X,O,X,O,X,O
ZJOSLTI,O,O,O,X,O,O,X,O,X,X,X,X,X,X
ZJOSLIT,O,O,O,X,X,O,X,O,X,X,X,O,X,O
ZSTILJO,O,O,X,O,X,O,O,O,O,X,X,X,O,X
ZSTILOJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O
ZSTIJLO,O,X,X,O,X,O,O,O,O,X,X,X,O,X
ZSTIJOL,O,X,X,O,X,O,X,O,X,X,X,X,X,O
ZSTIOLJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O
ZSTIOJL,O,X,X,O,X,O,X,X,X,X,X,X,X,O
ZSTLIJO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
ZSTLIOJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X
ZSTLJIO,O,O,O,O,O,O,O,O,O,X,X,X,O,X
ZSTLJOI,O,O,X,O,O,O,O,O,X,X,X,X,X,X
ZSTLOIJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X
ZSTLOJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZSTJILO,O,X,X,O,X,O,O,O,O,X,X,X,O,X
ZSTJIOL,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZSTJLIO,O,X,O,O,O,O,O,O,O,X,X,X,O,X
ZSTJLOI,O,X,X,O,O,O,O,O,X,X,X,X,X,X
ZSTJOIL,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZSTJOLI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZSTOILJ,O,O,O,O,X,O,O,O,X,X,X,X,X,O
ZSTOIJL,O,X,O,O,X,O,X,X,X,X,X,X,X,O
ZSTOLIJ,O,O,O,O,X,O,O,O,X,X,X,X,X,X
ZSTOLJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZSTOJIL,O,X,O,O,X,O,X,O,X,X,X,X,X,O
ZSTOJLI,O,X,O,O,O,O,X,O,X,X,X,X,X,X
ZSITLJO,O,O,X,O,X,O,X,O,O,X,X,X,X,X
ZSITLOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
ZSITJLO,O,X,X,O,X,O,X,O,O,X,X,X,X,X
ZSITJOL,O,X,X,O,X,O,X,O,X,X,X,X,X,O
ZSITOLJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
ZSITOJL,O,X,X,O,X,O,X,X,X,X,X,X,X,O
ZSILTJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZSILTOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
ZSILJTO,X,O,X,O,X,O,X,O,X,X,X,X,O,X
ZSILJOT,O,O,X,O,X,O,O,O,X,X,X,X,O,X
ZSILOTJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O
ZSILOJT,O,O,X,O,X,O,O,O,X,X,X,X,X,O
ZSIJTLO,O,X,X,O,X,O,X,O,X,X,X,X,X,X
ZSIJTOL,O,X,X,O,X,O,X,O,X,X,X,X,X,O
ZSIJLTO,X,O,X,O,X,O,X,O,X,X,X,X,O,X
ZSIJLOT,O,O,X,O,X,O,O,O,X,X,X,X,O,X
ZSIJOTL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSIJOLT,O,O,X,X,X,O,X,O,X,X,X,X,X,O
ZSIOTLJ,O,O,X,O,X,X,X,O,X,X,X,X,X,O
ZSIOTJL,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZSIOLTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZSIOLJT,O,O,X,O,X,O,O,O,X,X,O,X,X,O
ZSIOJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSIOJLT,O,O,X,X,X,O,X,O,X,X,X,X,X,O
ZSLTIJO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
ZSLTIOJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
ZSLTJIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
ZSLTJOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZSLTOIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
ZSLTOJI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZSLITJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
