sequence,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFmgBzhBfoB6oB0l?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBamBzhBGjBUo?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBUiBGjBzlBfs?BVyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBemBUiBFjBfs?BSyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBUhBFiB6oBzn?BmrB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBymBGjBUoBXm?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBFiB8nB+oBzl?BfsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBmhBSoBXmBUo?BFsB
JOIZSLT,X,X,X,O,O,X,O,X
JOLTISZ,X,X,O,O,O,X,O,X
JOLTIZS,X,X,O,O,O,X,O,X
JOLTSIZ,X,X,O,O,O,X,O,X
JOLTSZI,X,X,O,O,O,X,O,X
JOLTZIS,X,X,O,O,O,X,O,X
JOLTZSI,X,X,O,O,O,X,O,X
JOLITSZ,X,X,O,O,O,X,O,X
JOLITZS,X,X,O,O,O,X,O,X
JOLISTZ,X,X,O,O,O,X,O,X
JOLISZT,X,X,O,O,O,X,O,X
JOLIZTS,X,X,X,O,O,X,O,X
JOLIZST,X,X,X,O,O,X,O,X
JOLSTIZ,X,X,O,O,O,X,O,X
JOLSTZI,X,X,O,O,O,X,O,X
JOLSITZ,X,X,O,O,O,X,O,X
JOLSIZT,X,X,O,O,O,X,O,X
JOLSZTI,X,X,O,O,O,X,O,X
JOLSZIT,X,X,O,O,O,X,O,X
JOLZTIS,X,X,X,O,O,X,O,X
JOLZTSI,X,X,X,O,O,X,O,X
JOLZITS,X,X,X,O,O,X,O,X
JOLZIST,X,X,X,O,O,X,O,X
JOLZSTI,X,X,X,O,O,X,O,X
JOLZSIT,X,X,X,O,O,X,O,X
JOSTILZ,X,X,O,O,O,X,O,O
JOSTIZL,X,X,O,O,O,X,O,O
JOSTLIZ,X,X,O,O,O,X,O,O
JOSTLZI,X,X,O,O,O,X,O,O
JOSTZIL,X,X,O,O,O,X,O,O
JOSTZLI,X,X,O,O,O,X,O,O
JOSITLZ,X,X,O,O,O,X,O,O
JOSITZL,X,X,O,O,O,X,O,O
JOSILTZ,X,X,O,O,O,X,O,X
JOSILZT,X,X,O,O,O,X,O,X
JOSIZTL,X,X,O,O,O,X,O,X
JOSIZLT,X,X,O,O,O,X,O,X
JOSLTIZ,X,X,O,O,O,X,O,X
JOSLTZI,X,X,O,O,O,X,O,X
JOSLITZ,X,X,O,O,O,X,O,X
JOSLIZT,X,X,O,O,O,X,O,X
JOSLZTI,X,X,O,O,O,X,O,X
JOSLZIT,X,X,O,O,O,X,O,X
JOSZTIL,X,X,O,O,O,X,O,X
JOSZTLI,X,X,O,O,O,X,O,X
JOSZITL,X,X,O,O,O,X,O,X
JOSZILT,X,X,O,O,O,X,O,X
JOSZLTI,X,X,O,O,O,X,O,X
JOSZLIT,X,X,O,O,O,X,O,X
JOZTILS,X,X,X,X,O,O,O,X
JOZTISL,X,X,X,X,O,O,O,X
JOZTLIS,X,X,X,X,O,O,O,X
JOZTLSI,X,X,X,X,O,O,O,X
JOZTSIL,X,X,X,X,O,O,O,X
JOZTSLI,X,X,X,X,O,O,O,X
JOZITLS,X,X,X,X,O,O,O,X
JOZITSL,X,X,X,X,O,O,O,X
JOZILTS,X,X,X,O,O,O,O,X
JOZILST,X,X,X,O,O,X,O,X
JOZISTL,X,X,X,O,O,O,O,X
JOZISLT,X,X,X,O,O,X,O,X
JOZLTIS,X,X,X,O,O,O,O,X
JOZLTSI,X,X,X,O,O,O,O,X
JOZLITS,X,X,X,O,O,O,O,X
JOZLIST,X,X,X,O,O,X,O,X
JOZLSTI,X,X,X,O,O,X,O,X
JOZLSIT,X,X,X,O,O,X,O,X
JOZSTIL,X,X,X,O,O,O,O,X
JOZSTLI,X,X,X,O,O,O,O,X
JOZSITL,X,X,X,O,O,O,O,X
JOZSILT,X,X,X,O,O,X,O,X
JOZSLTI,X,X,X,O,O,X,O,X
JOZSLIT,X,X,X,O,O,X,O,X
STILJZO,O,O,O,O,O,X,O,O
STILJOZ,O,O,O,O,O,X,X,O
STILZJO,O,O,O,O,O,O,X,O
STILZOJ,O,O,O,O,O,O,X,O
STILOJZ,O,O,O,O,O,X,X,O
STILOZJ,O,O,O,O,O,O,X,O
STIJLZO,O,O,O,O,O,X,O,O
STIJLOZ,O,O,O,O,O,X,X,O
STIJZLO,O,O,O,O,O,X,O,O
STIJZOL,O,O,O,O,O,X,O,O
STIJOLZ,O,O,O,O,O,X,O,O
STIJOZL,O,O,O,O,O,X,O,O
STIZLJO,O,O,O,O,O,O,X,O
STIZLOJ,O,O,O,O,O,O,X,O
STIZJLO,O,O,O,O,O,O,X,O
STIZJOL,O,O,O,O,O,O,X,O
STIZOLJ,O,O,O,X,O,O,X,O
STIZOJL,O,O,O,O,O,O,X,O
STIOLJZ,O,O,O,O,O,X,O,O
STIOLZJ,O,O,O,O,O,O,X,O
STIOJLZ,O,O,O,O,O,X,O,O
STIOJZL,O,O,O,O,O,X,O,O
STIOZLJ,O,O,O,X,O,O,X,O
STIOZJL,O,O,O,X,O,O,X,O
STLIJZO,O,O,O,O,O,X,O,O
STLIJOZ,O,O,O,O,O,X,X,O
STLIZJO,O,O,O,O,O,O,X,O
STLIZOJ,O,O,O,O,O,O,X,O
STLIOJZ,O,O,O,O,O,X,X,O
STLIOZJ,O,O,O,O,O,O,X,O
STLJIZO,O,O,O,O,O,X,O,O
STLJIOZ,O,O,O,O,O,X,X,O
STLJZIO,O,O,O,O,O,X,O,O
STLJZOI,O,O,O,O,O,X,O,O
STLJOIZ,O,O,O,O,O,X,X,O
STLJOZI,O,O,O,O,O,X,X,O
STLZIJO,O,O,O,O,O,O,X,O
STLZIOJ,O,O,O,O,O,O,X,O
STLZJIO,O,O,O,O,O,O,X,O
STLZJOI,O,O,O,O,O,O,X,O
STLZOIJ,O,O,O,O,O,O,X,O
STLZOJI,O,O,O,O,O,O,X,O
STLOIJZ,O,O,O,O,O,X,X,O
STLOIZJ,O,O,O,O,O,O,X,O
STLOJIZ,O,O,O,O,O,X,X,O
STLOJZI,O,O,O,O,O,X,X,O
STLOZIJ,O,O,O,O,O,O,X,O
STLOZJI,O,O,O,O,O,O,X,O
STJILZO,O,O,O,O,O,X,O,O
STJILOZ,O,O,O,O,O,X,X,O
STJIZLO,O,O,O,O,O,X,O,O
STJIZOL,O,O,O,O,O,X,O,O
STJIOLZ,O,O,O,O,O,X,O,O
STJIOZL,O,O,O,O,O,X,O,O
STJLIZO,O,O,O,O,O,X,O,O
STJLIOZ,O,O,O,O,O,X,X,O
STJLZIO,O,O,O,O,O,X,O,O
STJLZOI,O,O,O,O,O,X,O,O
STJLOIZ,O,O,O,O,O,X,X,O
STJLOZI,O,O,O,O,O,X,X,O
STJZILO,O,O,O,O,O,X,O,O
STJZIOL,O,O,O,O,O,X,O,O
STJZLIO,O,O,O,O,O,X,O,O
STJZLOI,O,O,O,O,O,X,O,O
STJZOIL,O,O,O,O,O,X,O,O
STJZOLI,O,O,O,O,O,X,O,O
STJOILZ,O,O,O,O,O,X,O,O
STJOIZL,O,O,O,O,O,X,O,O
STJOLIZ,O,O,O,O,O,X,O,O
STJOLZI,O,O,O,O,O,X,O,O
STJOZIL,O,O,O,O,O,X,O,O
STJOZLI,O,O,O,O,O,X,O,O
STZILJO,O,O,O,O,O,O,X,O
STZILOJ,O,O,O,O,O,O,X,O
STZIJLO,O,O,O,O,O,O,X,O
STZIJOL,O,O,O,O,O,O,X,O
STZIOLJ,O,O,O,X,O,O,X,O
STZIOJL,O,O,O,O,O,O,X,O
STZLIJO,O,O,O,O,O,O,X,O
STZLIOJ,O,O,O,O,O,O,X,O
STZLJIO,O,O,O,O,O,O,X,O
STZLJOI,O,O,O,O,O,O,X,O
STZLOIJ,O,O,O,O,O,O,X,O
STZLOJI,O,O,O,O,O,O,X,O
STZJILO,O,O,O,O,O,O,X,O
STZJIOL,O,O,O,O,O,O,X,O
STZJLIO,O,O,O,O,O,O,X,O
STZJLOI,O,O,O,O,O,O,X,O
STZJOIL,O,O,O,O,O,O,X,O
STZJOLI,O,O,O,O,O,O,X,O
STZOILJ,O,O,O,X,O,O,X,O
STZOIJL,O,O,O,O,O,O,X,O
STZOLIJ,O,O,O,X,O,O,X,O
STZOLJI,O,O,O,X,O,O,X,O
STZOJIL,O,O,O,O,O,O,X,O
STZOJLI,O,O,O,O,O,O,X,O
STOILJZ,O,O,O,O,O,X,O,O
STOILZJ,O,O,O,O,O,O,X,O
STOIJLZ,O,O,O,O,O,X,O,O
STOIJZL,O,O,O,O,O,X,O,O
STOIZLJ,O,O,O,X,O,O,X,O
STOIZJL,O,O,O,X,O,O,X,O
STOLIJZ,O,O,O,O,O,X,O,O
STOLIZJ,O,O,O,O,O,O,X,O
STOLJIZ,O,O,O,O,O,X,O,O
STOLJZI,O,O,O,O,O,X,O,O
STOLZIJ,O,O,O,O,O,O,X,O
STOLZJI,O,O,O,O,O,O,X,O
STOJILZ,O,O,O,O,O,X,O,O
STOJIZL,O,O,O,O,O,X,O,O
STOJLIZ,O,O,O,O,O,X,O,O
STOJLZI,O,O,O,O,O,X,O,O
STOJZIL,O,O,O,O,O,X,O,O
STOJZLI,O,O,O,O,O,X,O,O
STOZILJ,O,O,O,X,O,O,X,O
STOZIJL,O,O,O,X,O,O,X,O
STOZLIJ,O,O,O,X,O,O,X,O
STOZLJI,O,O,O,X,O,O,X,O
STOZJIL,O,O,O,X,O,O,X,O
STOZJLI,O,O,O,X,O,O,X,O
SITLJZO,O,O,O,O,O,X,O,O
SITLJOZ,O,O,O,O,O,X,X,O
SITLZJO,O,O,O,O,O,O,X,O
SITLZOJ,O,O,O,O,O,O,X,O
SITLOJZ,O,O,O,O,O,X,X,O
SITLOZJ,O,O,O,O,O,O,X,O
SITJLZO,O,O,O,O,O,X,O,O
SITJLOZ,O,O,O,O,O,X,X,O
SITJZLO,O,O,O,O,O,X,O,O
SITJZOL,O,O,O,O,O,X,O,O
SITJOLZ,O,O,O,O,O,X,O,O
SITJOZL,O,O,O,O,O,X,O,O
SITZLJO,O,O,O,O,O,O,X,O
SITZLOJ,O,O,O,O,O,O,X,O
SITZJLO,O,O,O,O,O,O,X,O
SITZJOL,O,O,O,O,O,O,X,O
SITZOLJ,O,O,O,X,O,O,X,O
SITZOJL,O,O,O,O,O,O,X,O
SITOLJZ,O,O,O,O,O,X,O,O
SITOLZJ,O,O,O,O,O,O,X,O
SITOJLZ,O,O,O,O,O,X,O,O
SITOJZL,O,O,O,O,O,X,O,O
SITOZLJ,O,O,O,X,O,O,X,O
SITOZJL,O,O,O,X,O,O,X,O
SILTJZO,O,O,O,O,O,X,O,O
SILTJOZ,O,O,O,O,O,X,X,O
SILTZJO,O,O,O,O,O,X,X,O
SILTZOJ,O,O,O,O,O,X,X,O
SILTOJZ,O,O,O,O,O,X,X,O
SILTOZJ,O,O,O,O,O,X,X,O
SILJTZO,O,O,O,O,O,X,O,X
SILJTOZ,O,O,O,O,O,X,X,X
SILJZTO,O,O,O,O,O,X,O,X
SILJZOT,O,O,X,O,O,X,O,X
SILJOTZ,X,X,X,O,O,X,O,X
SILJOZT,X,X,X,O,O,X,O,X
SILZTJO,O,O,O,O,O,X,X,X
SILZTOJ,O,O,O,O,O,X,X,X
SILZJTO,O,O,O,O,O,X,O,X
SILZJOT,O,O,X,O,O,X,O,X
SILZOTJ,O,O,O,O,O,X,X,X
SILZOJT,O,O,O,O,O,X,X,X
SILOTJZ,O,O,O,O,O,X,O,O
SILOTZJ,O,O,O,O,O,X,X,O
SILOJTZ,X,X,O,O,O,X,O,X
SILOJZT,X,X,O,O,O,X,O,X
SILOZTJ,O,O,O,O,O,X,X,X
SILOZJT,O,O,O,O,O,X,O,X
SIJTLZO,O,O,O,O,O,X,O,O
SIJTLOZ,O,O,O,O,O,X,X,O
SIJTZLO,O,O,O,O,O,X,O,O
SIJTZOL,O,O,O,O,O,X,O,O
SIJTOLZ,O,O,O,O,O,X,O,O
SIJTOZL,O,O,O,O,O,X,O,O
SIJLTZO,O,O,O,O,O,X,O,X
SIJLTOZ,O,O,O,O,O,X,X,X
SIJLZTO,O,O,O,O,O,X,O,X
SIJLZOT,O,O,X,O,O,X,O,X
SIJLOTZ,X,X,X,O,O,X,O,X
SIJLOZT,X,X,X,O,O,X,O,X
SIJZTLO,O,O,O,O,O,X,O,X
SIJZTOL,O,O,O,O,O,X,O,X
SIJZLTO,O,O,O,O,O,X,O,X
SIJZLOT,O,O,X,O,O,X,O,X
SIJZOTL,O,O,O,O,O,X,O,X
SIJZOLT,O,O,O,O,O,X,O,X
SIJOTLZ,X,X,O,O,O,X,O,O
SIJOTZL,X,X,O,O,O,X,O,O
SIJOLTZ,X,X,O,O,O,X,O,X
SIJOLZT,X,X,O,O,O,X,O,X
SIJOZTL,X,X,O,O,O,X,O,X
SIJOZLT,X,X,O,O,O,X,O,X
SIZTLJO,O,O,O,O,O,O,X,O
SIZTLOJ,O,O,O,O,O,O,X,O
SIZTJLO,O,O,O,O,O,O,X,O
SIZTJOL,O,O,O,O,O,O,X,O
SIZTOLJ,O,O,O,X,O,O,X,O
SIZTOJL,O,O,O,O,O,O,X,O
SIZLTJO,O,O,O,O,O,X,X,X
SIZLTOJ,O,O,O,O,O,X,X,X
SIZLJTO,O,O,O,O,O,X,O,X
SIZLJOT,O,O,X,O,O,X,O,X
SIZLOTJ,O,O,O,O,O,X,X,X
SIZLOJT,O,O,O,O,O,X,X,X
SIZJTLO,O,O,O,O,O,O,O,X
SIZJTOL,O,O,O,O,O,O,O,X
SIZJLTO,O,O,O,O,O,X,O,X
SIZJLOT,O,O,X,O,O,X,O,X
SIZJOTL,O,O,O,O,O,O,O,X
SIZJOLT,O,O,O,O,O,X,O,X
SIZOTLJ,O,O,O,X,O,O,X,O
SIZOTJL,O,O,O,O,O,O,X,O
SIZOLTJ,O,O,O,O,O,X,X,X
SIZOLJT,O,O,O,O,O,X,O,X
SIZOJTL,O,O,O,O,O,O,O,X
SIZOJLT,O,O,O,O,O,X,O,X
SIOTLJZ,O,O,O,O,O,X,O,O
SIOTLZJ,O,O,O,O,O,O,X,O
SIOTJLZ,O,O,O,O,O,X,O,O
SIOTJZL,O,O,O,O,O,X,O,O
SIOTZLJ,O,O,O,X,O,O,X,O
SIOTZJL,O,O,O,X,O,O,X,O
SIOLTJZ,O,O,O,O,O,X,O,O
SIOLTZJ,O,O,O,O,O,X,X,O
SIOLJTZ,X,X,O,O,O,X,O,X
SIOLJZT,X,X,O,O,O,X,O,X
SIOLZTJ,O,O,O,O,O,X,X,X
SIOLZJT,O,O,O,O,O,X,O,X
SIOJTLZ,X,X,O,O,O,X,O,O
SIOJTZL,X,X,O,O,O,X,O,O
SIOJLTZ,X,X,O,O,O,X,O,X
SIOJLZT,X,X,O,O,O,X,O,X
SIOJZTL,X,X,O,O,O,X,O,X
SIOJZLT,X,X,O,O,O,X,O,X
SIOZTLJ,O,O,O,X,O,O,X,O
SIOZTJL,O,O,O,O,O,O,X,O
SIOZLTJ,O,O,O,O,O,X,X,X
SIOZLJT,O,O,O,O,O,X,O,X
SIOZJTL,O,O,O,O,O,O,O,X
SIOZJLT,O,O,O,O,O,X,O,X
SLTIJZO,O,O,O,O,O,X,O,O
SLTIJOZ,O,O,O,O,O,X,X,O
SLTIZJO,O,O,O,O,O,X,X,O
SLTIZOJ,O,O,O,O,O,X,X,O
SLTIOJZ,O,O,O,O,O,X,X,O
SLTIOZJ,O,O,O,O,O,X,X,O
SLTJIZO,O,O,O,O,O,X,O,O
SLTJIOZ,O,O,O,O,O,X,X,O
SLTJZIO,O,O,O,O,O,X,O,O
SLTJZOI,O,O,O,O,O,X,O,O
SLTJOIZ,O,O,O,O,O,X,X,O
SLTJOZI,O,O,O,O,O,X,X,O
SLTZIJO,O,O,O,O,O,X,X,O
SLTZIOJ,O,O,O,O,O,X,X,O
SLTZJIO,O,O,O,O,O,X,X,O
SLTZJOI,O,O,O,O,O,X,X,O
SLTZOIJ,O,O,O,O,O,X,X,O
SLTZOJI,O,O,O,O,O,X,X,O
SLTOIJZ,O,O,O,O,O,X,X,O
SLTOIZJ,O,O,O,O,O,X,X,O
SLTOJIZ,O,O,O,O,O,X,X,O
SLTOJZI,O,O,O,O,O,X,X,O
SLTOZIJ,O,O,O,O,O,X,X,O
SLTOZJI,O,O,O,O,O,X,X,O
SLITJZO,O,O,O,O,O,X,O,O
SLITJOZ,O,O,O,O,O,X,X,O
SLITZJO,O,O,O,O,O,X,X,O
SLITZOJ,O,O,O,O,O,X,X,O
SLITOJZ,O,O,O,O,O,X,X,O
SLITOZJ,O,O,O,O,O,X,X,O
SLIJTZO,O,O,O,O,O,X,O,X
SLIJTOZ,O,O,O,O,O,X,X,X
SLIJZTO,O,O,O,O,O,X,O,X
SLIJZOT,O,O,X,O,O,X,O,X
SLIJOTZ,X,X,X,O,O,X,O,X
SLIJOZT,X,X,X,O,O,X,O,X
SLIZTJO,O,O,O,O,O,X,X,X
SLIZTOJ,O,O,O,O,O,X,X,X
SLIZJTO,O,O,O,O,O,X,O,X
SLIZJOT,O,O,X,O,O,X,O,X
SLIZOTJ,O,O,O,O,O,X,X,X
SLIZOJT,O,O,O,O,O,X,X,X
SLIOTJZ,O,O,O,O,O,X,O,O
SLIOTZJ,O,O,O,O,O,X,X,O
SLIOJTZ,X,X,O,O,O,X,O,X
SLIOJZT,X,X,O,O,O,X,O,X
SLIOZTJ,O,O,O,O,O,X,X,X
SLIOZJT,O,O,O,O,O,X,O,X
SLJTIZO,O,O,O,O,O,X,O,X
SLJTIOZ,O,O,O,O,O,X,X,X
SLJTZIO,O,O,O,O,O,X,O,X
SLJTZOI,O,O,O,O,O,X,O,X
SLJTOIZ,O,O,O,O,O,X,X,X
SLJTOZI,O,O,O,O,O,X,X,X
SLJITZO,O,O,O,O,O,X,O,X
SLJITOZ,O,O,O,O,O,X,X,X
SLJIZTO,O,O,O,O,O,X,O,X
SLJIZOT,O,O,X,O,O,X,O,X
SLJIOTZ,X,X,X,O,O,X,O,X
SLJIOZT,X,X,X,O,O,X,O,X
SLJZTIO,O,O,O,O,O,X,O,X
SLJZTOI,O,O,O,O,O,X,O,X
SLJZITO,O,O,O,O,O,X,O,X
SLJZIOT,O,O,X,O,O,X,O,X
SLJZOTI,O,O,X,O,O,X,O,X
SLJZOIT,O,O,X,O,O,X,O,X
SLJOTIZ,X,X,X,O,O,X,O,X
SLJOTZI,X,X,X,O,O,X,O,X
SLJOITZ,X,X,X,O,O,X,O,X
SLJOIZT,X,X,X,O,O,X,O,X
SLJOZTI,X,X,X,O,O,X,O,X
SLJOZIT,X,X,X,O,O,X,O,X
SLZTIJO,O,O,O,O,O,X,X,X
SLZTIOJ,O,O,O,O,O,X,X,X
SLZTJIO,O,O,O,O,O,X,X,X
SLZTJOI,O,O,O,O,O,X,X,X
SLZTOIJ,O,O,O,O,O,X,X,X
SLZTOJI,O,O,O,O,O,X,X,X
SLZITJO,O,O,O,O,O,X,X,X
SLZITOJ,O,O,O,O,O,X,X,X
SLZIJTO,O,O,O,O,O,X,O,X
SLZIJOT,O,O,X,O,O,X,O,X
SLZIOTJ,O,O,O,O,O,X,X,X
SLZIOJT,O,O,O,O,O,X,X,X
SLZJTIO,O,O,O,O,O,X,O,X
SLZJTOI,O,O,O,O,O,X,O,X
SLZJITO,O,O,O,O,O,X,O,X
SLZJIOT,O,O,X,O,O,X,O,X
SLZJOTI,O,O,X,O,O,X,O,X
SLZJOIT,O,O,X,O,O,X,O,X
SLZOTIJ,O,O,O,O,O,X,X,X
SLZOTJI,O,O,O,O,O,X,X,X
SLZOITJ,O,O,O,O,O,X,X,X
SLZOIJT,O,O,O,O,O,X,X,X
SLZOJTI,O,O,O,O,O,X,X,X
SLZOJIT,O,O,O,O,O,X,X,X
SLOTIJZ,O,O,O,O,O,X,O,O
SLOTIZJ,O,O,O,O,O,X,X,O
SLOTJIZ,O,O,O,O,O,X,O,O
SLOTJZI,O,O,O,O,O,X,O,O
SLOTZIJ,O,O,O,O,O,X,X,O
SLOTZJI,O,O,O,O,O,X,X,O
SLOITJZ,O,O,O,O,O,X,O,O
SLOITZJ,O,O,O,O,O,X,X,O
SLOIJTZ,X,X,O,O,O,X,O,X
SLOIJZT,X,X,O,O,O,X,O,X
SLOIZTJ,O,O,O,O,O,X,X,X
SLOIZJT,O,O,O,O,O,X,O,X
SLOJTIZ,X,X,O,O,O,X,O,X
SLOJTZI,X,X,O,O,O,X,O,X
SLOJITZ,X,X,O,O,O,X,O,X
SLOJIZT,X,X,O,O,O,X,O,X
SLOJZTI,X,X,O,O,O,X,O,X
SLOJZIT,X,X,O,O,O,X,O,X
SLOZTIJ,O,O,O,O,O,X,X,X
SLOZTJI,O,O,O,O,O,X,X,X
SLOZITJ,O,O,O,O,O,X,X,X
SLOZIJT,O,O,O,O,O,X,O,X
SLOZJTI,O,O,O,O,O,X,O,X
SLOZJIT,O,O,O,O,O,X,O,X
SJTILZO,O,O,O,O,O,X,O,O
SJTILOZ,O,O,O,O,O,X,X,O
SJTIZLO,O,O,O,O,O,X,O,O
SJTIZOL,O,O,O,O,O,X,O,O
SJTIOLZ,O,O,O,O,O,X,O,O
SJTIOZL,O,O,O,O,O,X,O,O
SJTLIZO,O,O,O,O,O,X,O,O
SJTLIOZ,O,O,O,O,O,X,X,O
SJTLZIO,O,O,O,O,O,X,O,O
SJTLZOI,O,O,O,O,O,X,O,O
SJTLOIZ,O,O,O,O,O,X,X,O
SJTLOZI,O,O,O,O,O,X,X,O
SJTZILO,O,O,O,O,O,X,O,O
SJTZIOL,O,O,O,O,O,X,O,O
SJTZLIO,O,O,O,O,O,X,O,O
SJTZLOI,O,O,O,O,O,X,O,O
SJTZOIL,O,O,O,O,O,X,O,O
SJTZOLI,O,O,O,O,O,X,O,O
SJTOILZ,O,O,O,O,O,X,O,O
SJTOIZL,O,O,O,O,O,X,O,O
SJTOLIZ,O,O,O,O,O,X,O,O
SJTOLZI,O,O,O,O,O,X,O,O
SJTOZIL,O,O,O,O,O,X,O,O
SJTOZLI,O,O,O,O,O,X,O,O
SJITLZO,O,O,O,O,O,X,O,O
SJITLOZ,O,O,O,O,O,X,X,O
SJITZLO,O,O,O,O,O,X,O,O
SJITZOL,O,O,O,O,O,X,O,O
SJITOLZ,O,O,O,O,O,X,O,O
SJITOZL,O,O,O,O,O,X,O,O
SJILTZO,O,O,O,O,O,X,O,X
SJILTOZ,O,O,O,O,O,X,X,X
SJILZTO,O,O,O,O,O,X,O,X
SJILZOT,O,O,X,O,O,X,O,X
SJILOTZ,X,X,X,O,O,X,O,X
SJILOZT,X,X,X,O,O,X,O,X
SJIZTLO,O,O,O,O,O,X,O,X
SJIZTOL,O,O,O,O,O,X,O,X
SJIZLTO,O,O,O,O,O,X,O,X
SJIZLOT,O,O,X,O,O,X,O,X
SJIZOTL,O,O,O,O,O,X,O,X
SJIZOLT,O,O,O,O,O,X,O,X
SJIOTLZ,X,X,O,O,O,X,O,O
SJIOTZL,X,X,O,O,O,X,O,O
SJIOLTZ,X,X,O,O,O,X,O,X
SJIOLZT,X,X,O,O,O,X,O,X
SJIOZTL,X,X,O,O,O,X,O,X
SJIOZLT,X,X,O,O,O,X,O,X
SJLTIZO,O,O,O,O,O,X,O,X
SJLTIOZ,O,O,O,O,O,X,X,X
SJLTZIO,O,O,O,O,O,X,O,X
SJLTZOI,O,O,O,O,O,X,O,X
SJLTOIZ,O,O,O,O,O,X,X,X
SJLTOZI,O,O,O,O,O,X,X,X
SJLITZO,O,O,O,O,O,X,O,X
SJLITOZ,O,O,O,O,O,X,X,X
SJLIZTO,O,O,O,O,O,X,O,X
SJLIZOT,O,O,X,O,O,X,O,X
SJLIOTZ,X,X,X,O,O,X,O,X
SJLIOZT,X,X,X,O,O,X,O,X
SJLZTIO,O,O,O,O,O,X,O,X
SJLZTOI,O,O,O,O,O,X,O,X
SJLZITO,O,O,O,O,O,X,O,X
SJLZIOT,O,O,X,O,O,X,O,X
SJLZOTI,O,O,X,O,O,X,O,X
SJLZOIT,O,O,X,O,O,X,O,X
SJLOTIZ,X,X,X,O,O,X,O,X
SJLOTZI,X,X,X,O,O,X,O,X
SJLOITZ,X,X,X,O,O,X,O,X
SJLOIZT,X,X,X,O,O,X,O,X
SJLOZTI,X,X,X,O,O,X,O,X
SJLOZIT,X,X,X,O,O,X,O,X
SJZTILO,O,O,O,O,O,X,O,X
SJZTIOL,O,O,O,O,O,X,O,X
SJZTLIO,O,O,O,O,O,X,O,X
SJZTLOI,O,O,O,O,O,X,O,X
SJZTOIL,O,O,O,O,O,X,O,X
SJZTOLI,O,O,O,O,O,X,O,X
SJZITLO,O,O,O,O,O,X,O,X
SJZITOL,O,O,O,O,O,X,O,X
SJZILTO,O,O,O,O,O,X,O,X
SJZILOT,O,O,X,O,O,X,O,X
SJZIOTL,O,O,O,O,O,X,O,X
SJZIOLT,O,O,O,O,O,X,O,X
SJZLTIO,O,O,O,O,O,X,O,X
SJZLTOI,O,O,O,O,O,X,O,X
SJZLITO,O,O,O,O,O,X,O,X
SJZLIOT,O,O,X,O,O,X,O,X
SJZLOTI,O,O,X,O,O,X,O,X
SJZLOIT,O,O,X,O,O,X,O,X
SJZOTIL,O,O,O,O,O,X,O,X
SJZOTLI,O,O,O,O,O,X,O,X
SJZOITL,O,O,O,O,O,X,O,X
SJZOILT,O,O,O,O,O,X,O,X
SJZOLTI,O,O,O,O,O,X,O,X
SJZOLIT,O,O,O,O,O,X,O,X
SJOTILZ,X,X,O,O,O,X,O,O
SJOTIZL,X,X,O,O,O,X,O,O
SJOTLIZ,X,X,O,O,O,X,O,O
SJOTLZI,X,X,O,O,O,X,O,O
SJOTZIL,X,X,O,O,O,X,O,O
SJOTZLI,X,X,O,O,O,X,O,O
SJOITLZ,X,X,O,O,O,X,O,O
SJOITZL,X,X,O,O,O,X,O,O
SJOILTZ,X,X,O,O,O,X,O,X
SJOILZT,X,X,O,O,O,X,O,X
SJOIZTL,X,X,O,O,O,X,O,X
SJOIZLT,X,X,O,O,O,X,O,X
SJOLTIZ,X,X,O,O,O,X,O,X
SJOLTZI,X,X,O,O,O,X,O,X
SJOLITZ,X,X,O,O,O,X,O,X
SJOLIZT,X,X,O,O,O,X,O,X
SJOLZTI,X,X,O,O,O,X,O,X
SJOLZIT,X,X,O,O,O,X,O,X
SJOZTIL,X,X,O,O,O,X,O,X
SJOZTLI,X,X,O,O,O,X,O,X
SJOZITL,X,X,O,O,O,X,O,X
SJOZILT,X,X,O,O,O,X,O,X
SJOZLTI,X,X,O,O,O,X,O,X
SJOZLIT,X,X,O,O,O,X,O,X
SZTILJO,O,O,O,O,O,O,X,O
SZTILOJ,O,O,O,O,O,O,X,O
SZTIJLO,O,O,O,O,O,O,X,O
SZTIJOL,O,O,O,O,O,O,X,O
SZTIOLJ,O,O,O,X,O,O,X,O
SZTIOJL,O,O,O,O,O,O,X,O
SZTLIJO,O,O,O,O,O,O,X,O
SZTLIOJ,O,O,O,O,O,O,X,O
SZTLJIO,O,O,O,O,O,O,X,O
SZTLJOI,O,O,O,O,O,O,X,O
SZTLOIJ,O,O,O,O,O,O,X,O
SZTLOJI,O,O,O,O,O,O,X,O
SZTJILO,O,O,O,O,O,O,X,O
SZTJIOL,O,O,O,O,O,O,X,O
SZTJLIO,O,O,O,O,O,O,X,O
SZTJLOI,O,O,O,O,O,O,X,O
SZTJOIL,O,O,O,O,O,O,X,O
