sequence,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeB0hBfqBll?BCqB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeBFgB0hBqp?B3qB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeB3gB1mBqp?BUqB,v115@5gB8HeB8IeD8CeG8BeG8Jem7IvhFqhBTeBxfBlkB3l?B0pB,v115@5gB8HeB8IeD8CeG8BeG8JeR7IvhFqhBTeBmgBlkBcq?B/pB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeBUgB1mBqp?B3qB,v115@5gB8HeB8IeD8CeG8BeG8Jex6IvhFXcBTeBifB1mBup?BcqB,v115@5gB8HeB8IeD8CeG8BeG8Jey/IvhFGcBTeBlkBRmB3l?B0pB,v115@5gB8HeB8IeD8CeG8BeG8Je06IvhFShBTeB/kBeqBRr?BlqB,v115@5gB8HeB8IeD8CeG8BeG8JeK/IvhFxbBTeBulB1mB8p?BfqB,v115@5gB8HeB8IeD8CeG8BeG8JeT+IvhFxfBXhB2kB0hBCq?BFqB
LJZIOST,O,O,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,O,X,X,X,X,X,X
LJZSTOI,O,O,X,X,O,X,X,X,X,X,X
LJZSITO,X,O,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,O,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X,X,X
LJZOTIS,X,O,O,X,O,O,X,X,X,O,X
LJZOTSI,O,O,O,X,O,O,X,X,X,O,X
LJZOITS,X,O,X,X,O,X,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,X,X,X,X,X
LJZOSTI,O,O,X,X,O,X,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,X,X,X,X
LJOTISZ,X,O,O,X,X,O,O,X,X,X,X
LJOTIZS,X,O,O,X,X,O,X,X,X,X,X
LJOTSIZ,X,O,O,O,X,O,O,X,X,X,X
LJOTSZI,X,O,O,O,X,O,O,X,X,X,X
LJOTZIS,X,O,O,X,O,O,X,X,X,O,X
LJOTZSI,X,O,O,X,O,O,X,X,X,O,X
LJOITSZ,X,O,O,X,X,O,O,X,O,X,X
LJOITZS,X,O,O,X,X,O,X,X,X,X,X
LJOISTZ,X,O,X,X,X,X,X,X,O,X,X
LJOISZT,X,X,X,X,X,X,X,X,O,X,X
LJOIZTS,X,O,X,X,O,X,X,X,X,X,X
LJOIZST,X,O,X,X,X,X,X,X,O,X,X
LJOSTIZ,X,O,O,O,X,O,X,X,X,X,X
LJOSTZI,X,O,O,O,X,O,X,X,X,X,X
LJOSITZ,X,O,X,O,X,X,X,X,O,X,O
LJOSIZT,X,X,X,O,X,X,X,X,O,X,O
LJOSZTI,O,O,X,O,O,X,X,X,X,X,X
LJOSZIT,O,O,X,O,X,X,X,X,O,X,X
LJOZTIS,X,O,O,X,O,O,X,X,X,O,X
LJOZTSI,O,O,O,X,O,O,X,X,X,O,X
LJOZITS,X,O,X,X,O,X,X,X,X,X,X
LJOZIST,O,O,X,X,X,X,X,X,X,X,X
LJOZSTI,O,O,X,X,O,X,X,X,X,X,X
LJOZSIT,O,O,X,X,X,X,X,X,X,X,X
LSTIJZO,X,O,O,O,X,X,X,X,X,X,X
LSTIJOZ,X,O,O,O,X,O,O,X,X,X,X
LSTIZJO,X,O,O,O,X,X,X,X,X,X,X
LSTIZOJ,X,O,O,O,X,X,O,X,X,X,X
LSTIOJZ,X,O,O,O,X,O,O,X,X,X,O
LSTIOZJ,X,O,O,O,X,X,O,X,X,X,O
LSTJIZO,X,O,O,O,X,X,X,X,X,X,X
LSTJIOZ,X,O,O,O,X,O,O,X,X,X,X
LSTJZIO,X,O,O,O,X,O,X,X,X,X,X
LSTJZOI,X,O,O,O,X,O,X,X,X,X,X
LSTJOIZ,X,O,O,O,X,O,O,X,X,X,X
LSTJOZI,X,O,O,O,X,O,O,X,X,X,X
LSTZIJO,X,O,O,O,X,O,X,X,X,X,X
LSTZIOJ,X,O,O,O,X,O,O,X,X,X,X
LSTZJIO,X,O,O,O,X,O,X,X,X,O,X
LSTZJOI,X,O,O,O,X,O,X,X,X,O,X
LSTZOIJ,X,O,O,O,X,O,O,X,X,X,X
LSTZOJI,X,O,O,O,X,O,O,X,X,O,X
LSTOIJZ,X,O,O,O,X,O,O,X,X,X,O
LSTOIZJ,X,O,O,O,X,X,O,X,X,X,O
LSTOJIZ,X,O,O,O,X,O,O,X,X,X,X
LSTOJZI,X,O,O,O,X,O,O,X,X,X,X
LSTOZIJ,X,O,O,O,X,O,O,X,X,X,X
LSTOZJI,X,O,O,O,X,O,O,X,X,O,X
LSITJZO,X,O,X,O,X,X,X,X,X,X,X
LSITJOZ,X,O,X,O,X,X,O,X,X,X,X
LSITZJO,X,O,X,O,X,X,X,X,X,X,X
LSITZOJ,X,O,X,O,X,X,O,X,X,X,X
LSITOJZ,X,O,X,O,X,X,O,X,X,X,O
LSITOZJ,X,O,X,O,X,X,O,X,X,X,O
LSIJTZO,X,O,X,O,X,X,X,X,X,X,X
LSIJTOZ,X,O,X,O,X,X,X,X,X,X,X
LSIJZTO,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,X,X,X,O,X,X,X,X,X,X,X
LSIJOTZ,X,O,X,O,X,X,X,X,X,X,O
LSIJOZT,X,X,X,O,X,X,X,X,X,X,O
LSIZTJO,X,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,X,X,X,X,X,X,X,X,X,X,X
LSIZJTO,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,X,X,X,O,X,X,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,X,X,X,X,X,O
LSIZOJT,X,X,X,O,X,X,X,X,X,X,O
LSIOTJZ,X,O,X,O,X,X,O,X,X,X,O
LSIOTZJ,X,O,X,O,X,X,O,X,X,X,O
LSIOJTZ,X,O,X,O,X,X,X,X,X,X,O
LSIOJZT,X,X,X,O,X,X,X,X,X,X,O
LSIOZTJ,X,X,X,X,X,X,X,X,X,X,O
LSIOZJT,X,X,X,O,X,X,X,X,X,X,O
LSJTIZO,X,O,O,O,X,X,X,X,X,X,X
LSJTIOZ,X,O,O,O,X,O,X,X,X,X,X
LSJTZIO,X,O,O,O,X,O,X,X,X,X,X
LSJTZOI,X,O,O,O,X,O,X,X,X,X,X
LSJTOIZ,X,O,O,O,X,O,X,X,X,X,X
LSJTOZI,X,O,O,O,X,O,X,X,X,X,X
LSJITZO,X,O,X,O,X,X,X,X,O,X,X
LSJITOZ,X,O,X,O,X,X,X,X,O,X,X
LSJIZTO,X,X,X,X,X,X,X,X,O,X,X
LSJIZOT,X,X,X,O,X,X,X,X,O,X,X
LSJIOTZ,X,O,X,O,X,X,X,X,O,X,O
LSJIOZT,X,X,X,O,X,X,X,X,O,X,O
LSJZTIO,O,O,X,O,O,X,X,X,X,X,X
LSJZTOI,O,O,X,O,O,X,X,X,X,X,X
LSJZITO,X,O,X,X,X,X,X,X,O,X,X
LSJZIOT,O,O,X,O,X,X,X,X,O,X,X
LSJZOTI,O,O,X,O,O,X,X,X,X,X,X
LSJZOIT,O,O,X,O,X,X,X,X,O,X,X
LSJOTIZ,X,O,O,O,X,O,X,X,X,X,X
LSJOTZI,X,O,O,O,X,O,X,X,X,X,X
LSJOITZ,X,O,X,O,X,X,X,X,O,X,O
LSJOIZT,X,X,X,O,X,X,X,X,O,X,O
LSJOZTI,O,O,X,O,O,X,X,X,X,X,X
LSJOZIT,O,O,X,O,X,X,X,X,O,X,X
LSZTIJO,O,O,X,O,X,X,X,X,X,X,X
LSZTIOJ,O,O,X,O,X,X,X,X,X,X,X
LSZTJIO,O,O,X,O,O,X,X,X,X,O,X
LSZTJOI,O,O,X,O,O,X,X,X,X,O,X
LSZTOIJ,O,O,X,O,X,X,X,X,X,X,X
LSZTOJI,O,O,X,O,O,X,X,X,X,O,X
LSZITJO,O,O,X,X,X,X,X,X,X,X,X
LSZITOJ,O,O,X,X,X,X,X,X,X,X,X
LSZIJTO,X,O,X,X,X,X,X,X,X,X,X
LSZIJOT,O,O,X,O,X,X,X,X,X,X,X
LSZIOTJ,O,O,X,X,X,X,X,X,X,X,O
LSZIOJT,O,O,X,O,X,X,X,X,X,X,O
LSZJTIO,O,O,X,O,O,X,X,X,X,X,X
LSZJTOI,O,O,X,O,O,X,X,X,X,X,X
LSZJITO,X,O,X,X,X,X,X,X,X,X,X
LSZJIOT,O,O,X,O,X,X,X,X,X,X,X
LSZJOTI,O,O,X,O,O,X,X,X,X,X,X
LSZJOIT,O,O,X,O,X,X,X,X,X,X,X
LSZOTIJ,O,O,X,O,X,X,X,X,X,X,X
LSZOTJI,O,O,X,O,O,X,X,X,X,O,X
LSZOITJ,O,O,X,X,X,X,X,X,X,X,O
LSZOIJT,O,O,X,O,X,X,X,X,X,X,O
LSZOJTI,O,O,X,O,O,X,X,X,X,X,X
LSZOJIT,O,O,X,O,X,X,X,X,X,X,X
LSOTIJZ,X,O,O,O,X,O,O,X,X,X,O
LSOTIZJ,X,O,O,O,X,X,O,X,X,X,O
LSOTJIZ,X,O,O,O,X,O,O,X,X,X,X
LSOTJZI,X,O,O,O,X,O,O,X,X,X,X
LSOTZIJ,X,O,O,O,X,O,O,X,X,X,X
LSOTZJI,X,O,O,O,X,O,O,X,X,O,X
LSOITJZ,X,O,X,O,X,X,O,X,X,X,O
LSOITZJ,X,O,X,O,X,X,O,X,X,X,O
LSOIJTZ,X,O,X,O,X,X,X,X,X,X,O
LSOIJZT,X,X,X,O,X,X,X,X,X,X,O
LSOIZTJ,X,X,X,X,X,X,X,X,X,X,O
LSOIZJT,X,X,X,O,X,X,X,X,X,X,O
LSOJTIZ,X,O,O,O,X,O,X,X,X,X,X
LSOJTZI,X,O,O,O,X,O,X,X,X,X,X
LSOJITZ,X,O,X,O,X,X,X,X,O,X,O
LSOJIZT,X,X,X,O,X,X,X,X,O,X,O
LSOJZTI,O,O,X,O,O,X,X,X,X,X,X
LSOJZIT,O,O,X,O,X,X,X,X,O,X,X
LSOZTIJ,O,O,X,O,X,X,X,X,X,X,X
LSOZTJI,O,O,X,O,O,X,X,X,X,O,X
LSOZITJ,O,O,X,X,X,X,X,X,X,X,O
LSOZIJT,O,O,X,O,X,X,X,X,X,X,O
LSOZJTI,O,O,X,O,O,X,X,X,X,X,X
LSOZJIT,O,O,X,O,X,X,X,X,X,X,X
LZTIJSO,X,O,X,X,O,O,X,X,X,O,X
LZTIJOS,X,O,O,X,O,O,X,X,X,O,X
LZTISJO,X,O,X,X,X,O,X,X,X,X,X
LZTISOJ,X,O,X,X,X,O,O,X,X,X,X
LZTIOJS,X,O,O,X,O,O,X,X,X,O,X
LZTIOSJ,X,O,X,X,X,O,O,X,X,X,X
LZTJISO,X,O,X,X,O,O,X,X,X,O,X
LZTJIOS,X,O,O,X,O,O,X,X,X,O,X
LZTJSIO,O,O,O,X,O,O,X,X,X,O,X
LZTJSOI,O,O,O,X,O,O,X,X,X,O,X
LZTJOIS,X,O,O,X,O,O,X,X,X,O,X
LZTJOSI,O,O,O,X,O,O,X,X,X,O,X
LZTSIJO,X,O,O,O,X,O,X,X,X,X,X
LZTSIOJ,X,O,O,O,X,O,O,X,X,X,X
LZTSJIO,X,O,O,O,O,O,X,X,X,O,X
LZTSJOI,X,O,O,O,O,O,X,X,X,O,X
LZTSOIJ,X,O,O,O,X,O,O,X,X,X,X
LZTSOJI,X,O,O,O,O,O,O,X,X,O,X
LZTOIJS,X,O,O,X,O,O,X,X,X,O,X
LZTOISJ,X,O,X,X,X,O,O,X,X,X,X
LZTOJIS,X,O,O,X,O,O,X,X,X,O,X
LZTOJSI,O,O,O,X,O,O,X,X,X,O,X
LZTOSIJ,X,O,O,O,X,O,O,X,X,X,X
LZTOSJI,X,O,O,O,O,O,O,X,X,O,X
LZITJSO,X,O,X,X,O,X,X,X,X,O,X
LZITJOS,X,O,X,X,O,X,X,X,X,O,X
LZITSJO,X,O,X,X,X,X,X,X,X,X,X
LZITSOJ,X,O,X,X,X,X,O,X,X,X,X
LZITOJS,X,O,X,X,O,X,X,X,X,O,X
LZITOSJ,X,O,X,X,X,X,O,X,X,X,X
LZIJTSO,X,O,X,X,O,X,X,X,X,X,X
LZIJTOS,X,O,X,X,O,X,X,X,X,X,X
LZIJSTO,X,O,X,X,X,X,X,X,X,X,X
LZIJSOT,X,O,X,X,X,X,X,X,X,X,X
LZIJOTS,X,O,X,X,O,X,X,X,X,X,X
LZIJOST,O,O,X,X,X,X,X,X,X,X,X
LZISTJO,O,O,X,X,X,X,X,X,X,X,X
LZISTOJ,O,O,X,X,X,X,X,X,X,X,X
LZISJTO,X,O,X,X,X,X,X,X,X,X,X
LZISJOT,O,O,X,X,X,X,X,X,X,X,X
LZISOTJ,O,O,X,X,X,X,X,X,X,X,X
LZISOJT,O,O,X,X,X,X,X,X,X,X,X
LZIOTJS,X,O,X,X,O,X,X,X,X,O,X
LZIOTSJ,X,O,X,X,X,X,O,X,X,X,X
LZIOJTS,X,O,X,X,O,X,X,X,X,X,X
LZIOJST,O,O,X,X,X,X,X,X,X,X,X
LZIOSTJ,O,O,X,X,X,X,X,X,X,X,X
LZIOSJT,O,O,X,X,X,X,X,X,X,X,X
LZJTISO,X,O,X,X,O,O,X,X,X,O,X
LZJTIOS,X,O,O,X,O,O,X,X,X,O,X
LZJTSIO,O,O,O,X,O,O,X,X,X,O,X
LZJTSOI,O,O,O,X,O,O,X,X,X,O,X
LZJTOIS,X,O,O,X,O,O,X,X,X,O,X
LZJTOSI,O,O,O,X,O,O,X,X,X,O,X
LZJITSO,X,O,X,X,O,X,X,X,X,X,X
LZJITOS,X,O,X,X,O,X,X,X,X,X,X
LZJISTO,X,O,X,X,X,X,X,X,X,X,X
LZJISOT,X,O,X,X,X,X,X,X,X,X,X
LZJIOTS,X,O,X,X,O,X,X,X,X,X,X
LZJIOST,O,O,X,X,X,X,X,X,X,X,X
LZJSTIO,O,O,X,X,O,X,X,X,X,X,X
LZJSTOI,O,O,X,X,O,X,X,X,X,X,X
LZJSITO,X,O,X,X,X,X,X,X,X,X,X
LZJSIOT,O,O,X,X,X,X,X,X,X,X,X
LZJSOTI,O,O,X,X,O,X,X,X,X,X,X
LZJSOIT,O,O,X,X,X,X,X,X,X,X,X
LZJOTIS,X,O,O,X,O,O,X,X,X,O,X
LZJOTSI,O,O,O,X,O,O,X,X,X,O,X
LZJOITS,X,O,X,X,O,X,X,X,X,X,X
LZJOIST,O,O,X,X,X,X,X,X,X,X,X
LZJOSTI,O,O,X,X,O,X,X,X,X,X,X
LZJOSIT,O,O,X,X,X,X,X,X,X,X,X
LZSTIJO,O,O,X,O,X,X,X,X,X,X,X
LZSTIOJ,O,O,X,O,X,X,X,X,X,X,X
LZSTJIO,O,O,X,O,O,X,X,X,X,O,X
LZSTJOI,O,O,X,O,O,X,X,X,X,O,X
LZSTOIJ,O,O,X,O,X,X,X,X,X,X,X
LZSTOJI,O,O,X,O,O,X,X,X,X,O,X
LZSITJO,O,O,X,X,X,X,X,X,X,X,X
LZSITOJ,O,O,X,X,X,X,X,X,X,X,X
LZSIJTO,X,O,X,X,X,X,X,X,X,X,X
LZSIJOT,O,O,X,O,X,X,X,X,X,X,X
LZSIOTJ,O,O,X,X,X,X,X,X,X,X,O
LZSIOJT,O,O,X,O,X,X,X,X,X,X,O
LZSJTIO,O,O,X,O,O,X,X,X,X,X,X
LZSJTOI,O,O,X,O,O,X,X,X,X,X,X
LZSJITO,X,O,X,X,X,X,X,X,X,X,X
LZSJIOT,O,O,X,O,X,X,X,X,X,X,X
LZSJOTI,O,O,X,O,O,X,X,X,X,X,X
LZSJOIT,O,O,X,O,X,X,X,X,X,X,X
LZSOTIJ,O,O,X,O,X,X,X,X,X,X,X
LZSOTJI,O,O,X,O,O,X,X,X,X,O,X
LZSOITJ,O,O,X,X,X,X,X,X,X,X,O
LZSOIJT,O,O,X,O,X,X,X,X,X,X,O
LZSOJTI,O,O,X,O,O,X,X,X,X,X,X
LZSOJIT,O,O,X,O,X,X,X,X,X,X,X
LZOTIJS,X,O,O,X,O,O,X,X,X,O,X
LZOTISJ,X,O,X,X,X,O,O,X,X,X,X
LZOTJIS,X,O,O,X,O,O,X,X,X,O,X
LZOTJSI,O,O,O,X,O,O,X,X,X,O,X
LZOTSIJ,X,O,O,O,X,O,O,X,X,X,X
LZOTSJI,X,O,O,O,O,O,O,X,X,O,X
LZOITJS,X,O,X,X,O,X,X,X,X,O,X
LZOITSJ,X,O,X,X,X,X,O,X,X,X,X
LZOIJTS,X,O,X,X,O,X,X,X,X,X,X
LZOIJST,O,O,X,X,X,X,X,X,X,X,X
LZOISTJ,O,O,X,X,X,X,X,X,X,X,X
LZOISJT,O,O,X,X,X,X,X,X,X,X,X
LZOJTIS,X,O,O,X,O,O,X,X,X,O,X
LZOJTSI,O,O,O,X,O,O,X,X,X,O,X
LZOJITS,X,O,X,X,O,X,X,X,X,X,X
LZOJIST,O,O,X,X,X,X,X,X,X,X,X
LZOJSTI,O,O,X,X,O,X,X,X,X,X,X
LZOJSIT,O,O,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,O,X,X,X,X,X,X,X
LZOSTJI,O,O,X,O,O,X,X,X,X,O,X
LZOSITJ,O,O,X,X,X,X,X,X,X,X,O
LZOSIJT,O,O,X,O,X,X,X,X,X,X,O
LZOSJTI,O,O,X,O,O,X,X,X,X,X,X
LZOSJIT,O,O,X,O,X,X,X,X,X,X,X
LOTIJSZ,X,O,O,X,X,O,O,O,X,X,X
LOTIJZS,X,O,O,X,X,O,X,X,X,X,X
LOTISJZ,X,O,O,O,X,O,O,O,X,X,X
LOTISZJ,X,X,O,O,X,X,O,O,X,X,X
LOTIZJS,X,O,O,X,X,O,X,X,X,O,X
LOTIZSJ,X,O,X,X,X,O,O,X,X,X,X
LOTJISZ,X,O,O,X,X,O,O,X,X,X,X
LOTJIZS,X,O,O,X,X,O,X,X,X,X,X
LOTJSIZ,X,O,O,O,X,O,O,X,X,X,X
LOTJSZI,X,O,O,O,X,O,O,X,X,X,X
LOTJZIS,X,O,O,X,O,O,X,X,X,O,X
LOTJZSI,X,O,O,X,O,O,X,X,X,O,X
LOTSIJZ,X,O,O,O,X,O,O,X,X,X,O
LOTSIZJ,X,O,O,O,X,X,O,X,X,X,O
LOTSJIZ,X,O,O,O,X,O,O,X,X,X,X
LOTSJZI,X,O,O,O,X,O,O,X,X,X,X
LOTSZIJ,X,O,O,O,X,O,O,X,X,X,X
LOTSZJI,X,O,O,O,X,O,O,X,X,O,X
LOTZIJS,X,O,O,X,O,O,O,X,X,O,X
LOTZISJ,X,O,X,X,X,O,O,X,X,X,X
LOTZJIS,X,O,O,X,O,O,O,X,X,O,X
LOTZJSI,X,O,O,X,O,O,O,X,X,O,X
LOTZSIJ,X,O,O,O,X,O,O,X,X,X,X
LOTZSJI,X,O,O,O,O,O,O,X,X,O,X
LOITJSZ,X,O,O,X,X,O,O,O,O,X,X
LOITJZS,X,O,O,X,X,O,X,X,X,X,X
LOITSJZ,X,O,O,O,X,O,O,O,X,X,X
LOITSZJ,X,X,O,O,X,X,O,O,X,X,X
LOITZJS,X,O,O,X,X,O,X,X,X,O,X
LOITZSJ,X,O,X,X,X,O,O,X,X,X,X
LOIJTSZ,X,O,O,X,X,O,O,O,O,X,X
LOIJTZS,X,O,O,X,X,O,X,X,X,X,X
LOIJSTZ,X,O,X,X,X,X,X,X,O,X,X
LOIJSZT,X,X,X,X,X,X,X,X,O,X,X
LOIJZTS,X,O,X,X,O,X,X,X,X,X,X
LOIJZST,X,O,X,X,X,X,X,X,O,X,X
LOISTJZ,X,O,X,O,X,X,O,X,X,X,O
LOISTZJ,X,O,X,O,X,X,O,X,X,X,O
LOISJTZ,X,O,X,O,X,X,X,X,O,X,O
LOISJZT,X,X,X,O,X,X,X,X,O,X,O
LOISZTJ,X,X,X,X,X,X,X,X,X,X,O
LOISZJT,X,X,X,O,X,X,X,X,X,X,O
LOIZTJS,X,O,X,X,O,X,X,X,X,O,X
LOIZTSJ,X,O,X,X,X,X,O,X,X,X,X
LOIZJTS,X,O,X,X,O,X,X,X,X,X,X
LOIZJST,X,O,X,X,X,X,X,X,O,X,X
LOIZSTJ,X,O,X,X,X,X,X,X,X,X,X
LOIZSJT,X,O,X,X,X,X,X,X,X,X,X
LOJTISZ,X,O,O,X,X,O,O,X,X,X,X
LOJTIZS,X,O,O,X,X,O,X,X,X,X,X
LOJTSIZ,X,O,O,O,X,O,O,X,X,X,X
LOJTSZI,X,O,O,O,X,O,O,X,X,X,X
LOJTZIS,X,O,O,X,O,O,X,X,X,O,X
LOJTZSI,X,O,O,X,O,O,X,X,X,O,X
LOJITSZ,X,O,O,X,X,O,O,X,O,X,X
LOJITZS,X,O,O,X,X,O,X,X,X,X,X
LOJISTZ,X,O,X,X,X,X,X,X,O,X,X
LOJISZT,X,X,X,X,X,X,X,X,O,X,X
LOJIZTS,X,O,X,X,O,X,X,X,X,X,X
LOJIZST,X,O,X,X,X,X,X,X,O,X,X
LOJSTIZ,X,O,O,O,X,O,X,X,X,X,X
LOJSTZI,X,O,O,O,X,O,X,X,X,X,X
LOJSITZ,X,O,X,O,X,X,X,X,O,X,O
LOJSIZT,X,X,X,O,X,X,X,X,O,X,O
LOJSZTI,O,O,X,O,O,X,X,X,X,X,X
LOJSZIT,O,O,X,O,X,X,X,X,O,X,X
LOJZTIS,X,O,O,X,O,O,X,X,X,O,X
LOJZTSI,O,O,O,X,O,O,X,X,X,O,X
LOJZITS,X,O,X,X,O,X,X,X,X,X,X
LOJZIST,O,O,X,X,X,X,X,X,X,X,X
LOJZSTI,O,O,X,X,O,X,X,X,X,X,X
LOJZSIT,O,O,X,X,X,X,X,X,X,X,X
LOSTIJZ,X,O,O,O,X,O,O,X,X,X,O
LOSTIZJ,X,O,O,O,X,X,O,X,X,X,O
LOSTJIZ,X,O,O,O,X,O,O,X,X,X,X
LOSTJZI,X,O,O,O,X,O,O,X,X,X,X
LOSTZIJ,X,O,O,O,X,O,O,X,X,X,X
LOSTZJI,X,O,O,O,X,O,O,X,X,O,X
LOSITJZ,X,O,X,O,X,X,O,X,X,X,O
LOSITZJ,X,O,X,O,X,X,O,X,X,X,O
LOSIJTZ,X,O,X,O,X,X,X,X,X,X,O
LOSIJZT,X,X,X,O,X,X,X,X,X,X,O
LOSIZTJ,X,X,X,X,X,X,X,X,X,X,O
LOSIZJT,X,X,X,O,X,X,X,X,X,X,O
LOSJTIZ,X,O,O,O,X,O,X,X,X,X,X
LOSJTZI,X,O,O,O,X,O,X,X,X,X,X
LOSJITZ,X,O,X,O,X,X,X,X,O,X,O
LOSJIZT,X,X,X,O,X,X,X,X,O,X,O
LOSJZTI,O,O,X,O,O,X,X,X,X,X,X
LOSJZIT,O,O,X,O,X,X,X,X,O,X,X
LOSZTIJ,O,O,X,O,X,X,X,X,X,X,X
LOSZTJI,O,O,X,O,O,X,X,X,X,O,X
LOSZITJ,O,O,X,X,X,X,X,X,X,X,O
LOSZIJT,O,O,X,O,X,X,X,X,X,X,O
LOSZJTI,O,O,X,O,O,X,X,X,X,X,X
LOSZJIT,O,O,X,O,X,X,X,X,X,X,X
LOZTIJS,X,O,O,X,O,O,X,X,X,O,X
LOZTISJ,X,O,X,X,X,O,O,X,X,X,X
LOZTJIS,X,O,O,X,O,O,X,X,X,O,X
LOZTJSI,O,O,O,X,O,O,X,X,X,O,X
LOZTSIJ,X,O,O,O,X,O,O,X,X,X,X
LOZTSJI,X,O,O,O,O,O,O,X,X,O,X
LOZITJS,X,O,X,X,O,X,X,X,X,O,X
LOZITSJ,X,O,X,X,X,X,O,X,X,X,X
LOZIJTS,X,O,X,X,O,X,X,X,X,X,X
LOZIJST,O,O,X,X,X,X,X,X,X,X,X
LOZISTJ,O,O,X,X,X,X,X,X,X,X,X
LOZISJT,O,O,X,X,X,X,X,X,X,X,X
LOZJTIS,X,O,O,X,O,O,X,X,X,O,X
LOZJTSI,O,O,O,X,O,O,X,X,X,O,X
LOZJITS,X,O,X,X,O,X,X,X,X,X,X
LOZJIST,O,O,X,X,X,X,X,X,X,X,X
LOZJSTI,O,O,X,X,O,X,X,X,X,X,X
LOZJSIT,O,O,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,X,O,X,X,X,X,X,X,X
LOZSTJI,O,O,X,O,O,X,X,X,X,O,X
LOZSITJ,O,O,X,X,X,X,X,X,X,X,O
LOZSIJT,O,O,X,O,X,X,X,X,X,X,O
LOZSJTI,O,O,X,O,O,X,X,X,X,X,X
LOZSJIT,O,O,X,O,X,X,X,X,X,X,X
JTILSZO,X,X,O,X,X,X,X,O,O,X,X
JTILSOZ,X,X,O,X,X,O,X,O,O,X,X
JTILZSO,X,X,X,X,X,O,X,X,X,X,X
JTILZOS,X,X,O,X,X,O,X,X,X,X,X
JTILOSZ,X,X,O,X,X,O,X,O,O,X,X
JTILOZS,X,X,O,X,X,O,X,X,X,X,X
JTISLZO,X,X,O,X,X,X,X,O,O,X,X
JTISLOZ,X,X,O,X,X,X,X,O,O,X,X
JTISZLO,X,X,X,X,X,X,X,O,O,X,X
JTISZOL,X,X,X,X,X,X,X,O,O,X,X
JTISOLZ,X,X,O,X,X,O,X,O,O,X,X
JTISOZL,X,X,X,X,X,X,X,O,O,X,X
JTIZLSO,X,X,X,X,X,X,X,X,X,O,X
JTIZLOS,X,X,X,X,X,X,X,X,X,O,X
JTIZSLO,X,X,X,X,X,X,X,O,X,X,X
JTIZSOL,X,X,X,X,X,X,X,O,X,X,X
JTIZOLS,X,X,O,X,X,O,X,X,X,O,X
JTIZOSL,X,X,X,X,X,X,X,O,X,X,X
JTIOLSZ,X,X,O,X,X,O,X,O,O,X,X
JTIOLZS,X,X,O,X,X,O,X,X,X,X,X
JTIOSLZ,X,X,O,X,X,O,X,O,O,X,X
JTIOSZL,X,X,X,X,X,X,X,O,O,X,X
JTIOZLS,X,X,O,X,X,O,X,X,X,O,X
JTIOZSL,X,X,X,X,X,X,X,O,X,X,X
JTLISZO,X,X,O,X,X,X,X,X,X,X,X
JTLISOZ,X,O,O,X,X,O,O,X,X,X,X
JTLIZSO,X,O,X,X,X,O,X,X,X,X,X
JTLIZOS,X,O,O,X,X,O,X,X,X,X,X
JTLIOSZ,X,O,O,X,X,O,O,X,X,X,X
JTLIOZS,X,O,O,X,X,O,X,X,X,X,X
JTLSIZO,X,O,O,O,X,X,X,X,X,X,X
JTLSIOZ,X,O,O,O,X,O,O,X,X,X,X
JTLSZIO,X,O,O,O,X,O,X,X,X,X,X
JTLSZOI,X,O,O,O,X,O,X,X,X,X,X
JTLSOIZ,X,O,O,O,X,O,O,X,X,X,X
JTLSOZI,X,O,O,O,X,O,O,X,X,X,X
JTLZISO,X,O,X,X,O,O,X,X,X,O,X
JTLZIOS,X,O,O,X,O,O,X,X,X,O,X
JTLZSIO,X,O,O,X,O,O,X,X,X,O,X
JTLZSOI,X,O,O,X,O,O,X,X,X,O,X
JTLZOIS,X,O,O,X,O,O,X,X,X,O,X
JTLZOSI,X,O,O,X,O,O,X,X,X,O,X
JTLOISZ,X,O,O,X,X,O,O,X,X,X,X
JTLOIZS,X,O,O,X,X,O,X,X,X,X,X
JTLOSIZ,X,O,O,O,X,O,O,X,X,X,X
JTLOSZI,X,O,O,O,X,O,O,X,X,X,X
JTLOZIS,X,O,O,X,O,O,X,X,X,O,X
JTLOZSI,X,O,O,X,O,O,X,X,X,O,X
JTSILZO,X,X,O,O,X,X,X,X,O,X,X
JTSILOZ,X,X,O,O,X,X,X,X,O,X,X
