sequence,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmdBUgBFhBXiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFeiBzdBUgBFhBXm?BSwB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdBXiBllBTr?BCrB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFXcBmdBUgBFiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmdBUgBFhBXiBCr?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFmdBxhBllB3mB6q?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbByhBzdBllB3m?BWwB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFXcBmdBUgBFiBCr?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdB3gBFiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdB3gBlmBzq?BCsB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFXcBmdBFiBxlB6q?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmcBzdBUgBFhBCr?B3rB
IZLTOJS,X,O,X,O,X,X,X,O,O,X,O,O
IZLTOSJ,X,X,X,O,O,X,X,O,X,X,O,O
IZLJTSO,X,O,O,O,O,X,X,O,O,X,X,O
IZLJTOS,X,O,X,O,X,X,X,O,O,X,X,O
IZLJSTO,O,O,O,O,O,X,X,O,O,X,X,O
IZLJSOT,X,O,O,O,O,X,X,O,O,X,X,O
IZLJOTS,X,O,O,O,X,X,X,O,O,O,X,O
IZLJOST,O,O,O,O,O,X,X,O,O,O,X,O
IZLSTJO,O,O,X,O,O,X,X,O,O,X,O,O
IZLSTOJ,X,X,X,O,O,X,X,O,O,X,X,O
IZLSJTO,O,O,O,O,O,X,X,O,O,X,X,O
IZLSJOT,X,O,O,O,O,X,X,O,O,X,X,O
IZLSOTJ,X,X,X,O,O,X,X,O,O,X,X,O
IZLSOJT,X,O,X,O,O,X,X,O,O,X,X,O
IZLOTJS,X,O,X,O,X,X,X,O,O,X,X,O
IZLOTSJ,O,X,X,O,O,X,X,O,X,X,X,O
IZLOJTS,X,O,X,O,X,X,X,O,O,X,X,O
IZLOJST,O,O,X,O,O,X,X,O,O,X,X,O
IZLOSTJ,O,X,X,O,O,X,X,O,X,X,X,O
IZLOSJT,O,O,X,O,O,X,X,O,X,X,X,O
IZJTLSO,X,O,O,O,O,X,X,O,O,X,O,X
IZJTLOS,X,O,X,O,X,X,X,O,O,X,O,O
IZJTSLO,O,X,O,O,O,O,X,O,O,X,O,X
IZJTSOL,O,O,O,O,O,O,X,O,O,X,O,O
IZJTOLS,X,O,O,O,X,X,X,X,O,O,O,O
IZJTOSL,O,O,O,O,X,X,X,O,O,O,O,O
IZJLTSO,X,O,O,O,O,X,X,O,O,X,X,O
IZJLTOS,X,O,X,O,X,X,X,O,O,X,X,O
IZJLSTO,O,O,O,O,O,X,X,O,O,X,X,O
IZJLSOT,X,O,O,O,O,X,X,O,O,X,X,O
IZJLOTS,X,O,O,O,X,X,X,O,O,O,X,O
IZJLOST,O,O,O,O,O,X,X,O,O,O,X,O
IZJSTLO,O,X,O,O,O,O,X,O,O,X,O,X
IZJSTOL,O,O,O,O,O,O,X,O,O,X,O,X
IZJSLTO,O,O,O,O,O,X,X,O,O,X,X,X
IZJSLOT,X,O,O,O,O,X,X,O,O,X,X,X
IZJSOTL,O,O,O,O,O,X,X,O,O,O,X,X
IZJSOLT,O,O,O,O,O,X,X,X,O,O,X,X
IZJOTLS,X,O,O,O,X,X,X,X,O,O,O,O
IZJOTSL,O,O,O,O,X,X,X,O,O,O,O,O
IZJOLTS,X,O,O,O,X,X,X,O,O,O,X,O
IZJOLST,O,O,O,O,O,X,X,O,O,O,X,O
IZJOSTL,O,O,O,O,O,X,X,O,O,O,X,X
IZJOSLT,O,O,O,O,O,X,X,X,O,O,X,X
IZSTLJO,O,X,O,O,O,O,O,O,O,X,O,X
IZSTLOJ,X,X,X,X,X,O,O,X,X,X,X,X
IZSTJLO,O,X,O,O,O,O,O,O,O,X,O,X
IZSTJOL,O,O,O,O,O,O,O,O,O,X,O,O
IZSTOLJ,X,X,O,X,X,O,O,X,X,X,O,X
IZSTOJL,O,X,O,O,O,O,O,O,O,X,O,O
IZSLTJO,O,O,X,O,O,X,X,O,O,X,O,O
IZSLTOJ,X,X,X,O,O,X,X,O,X,X,X,O
IZSLJTO,O,O,O,O,O,X,X,O,O,X,X,O
IZSLJOT,X,O,O,O,O,X,X,O,O,X,X,O
IZSLOTJ,X,X,X,O,O,X,X,O,X,X,X,O
IZSLOJT,X,O,X,O,O,X,X,O,X,X,X,O
IZSJTLO,O,X,O,O,O,O,X,O,O,X,O,X
IZSJTOL,O,O,O,O,O,O,X,O,O,X,O,X
IZSJLTO,O,O,O,O,O,X,X,O,O,X,X,X
IZSJLOT,X,O,O,O,O,X,X,O,O,X,X,X
IZSJOTL,O,O,O,O,O,X,X,O,O,O,X,X
IZSJOLT,O,O,O,O,O,X,X,X,O,O,X,X
IZSOTLJ,O,X,O,O,X,X,O,X,X,X,X,X
IZSOTJL,O,X,O,O,O,X,O,O,O,X,O,O
IZSOLTJ,O,X,X,O,X,X,X,X,X,X,X,O
IZSOLJT,O,O,O,O,X,X,X,X,X,X,X,O
IZSOJTL,O,O,O,O,O,X,X,O,O,X,X,X
IZSOJLT,O,O,O,O,O,X,X,X,X,X,X,X
IZOTLJS,X,O,O,O,X,X,X,X,O,O,O,O
IZOTLSJ,O,X,O,O,X,X,X,X,O,X,O,O
IZOTJLS,X,O,O,O,X,X,X,X,O,O,O,O
IZOTJSL,O,O,O,O,X,X,X,O,O,O,O,O
IZOTSLJ,O,X,O,O,X,X,O,X,O,O,O,X
IZOTSJL,O,X,O,O,O,X,O,O,O,O,O,O
IZOLTJS,X,O,O,O,X,X,X,O,O,O,O,O
IZOLTSJ,O,X,O,O,O,X,X,O,O,X,O,O
IZOLJTS,X,O,O,O,X,X,X,O,O,O,X,O
IZOLJST,O,O,O,O,O,X,X,O,O,O,X,O
IZOLSTJ,O,X,X,O,O,X,X,O,O,X,O,O
IZOLSJT,O,O,O,O,O,X,X,O,O,O,X,O
IZOJTLS,X,O,O,O,X,X,X,X,O,O,O,O
IZOJTSL,O,O,O,O,X,X,X,O,O,O,O,O
IZOJLTS,X,O,O,O,X,X,X,O,O,O,X,O
IZOJLST,O,O,O,O,O,X,X,O,O,O,X,O
IZOJSTL,O,O,O,O,O,X,X,O,O,O,O,X
IZOJSLT,O,O,O,O,O,X,X,X,O,O,X,X
IZOSTLJ,O,X,O,O,X,X,O,X,O,O,O,X
IZOSTJL,O,X,O,O,O,X,O,O,O,O,O,O
IZOSLTJ,O,X,X,O,X,X,X,X,O,X,O,O
IZOSLJT,O,O,O,O,X,X,X,X,O,O,X,O
IZOSJTL,O,O,O,O,O,X,X,O,O,O,O,X
IZOSJLT,O,O,O,O,O,X,X,X,O,O,X,X
IOTLJSZ,X,X,X,O,X,X,X,O,X,X,O,X
IOTLJZS,X,O,X,O,X,X,X,O,O,X,O,X
IOTLSJZ,X,X,X,O,X,X,X,O,X,X,O,O
IOTLSZJ,X,X,X,O,X,X,X,X,X,X,O,O
IOTLZJS,X,O,X,O,X,X,X,O,O,X,O,O
IOTLZSJ,X,X,X,O,X,X,X,O,X,X,O,O
IOTJLSZ,X,X,X,O,X,X,X,O,X,X,O,X
IOTJLZS,X,O,X,O,X,X,X,O,O,X,O,X
IOTJSLZ,X,X,O,O,X,X,X,X,O,O,O,X
IOTJSZL,O,X,O,O,X,X,X,O,O,O,O,X
IOTJZLS,X,O,O,O,X,X,X,X,O,O,O,X
IOTJZSL,O,O,O,O,X,X,X,O,O,O,O,X
IOTSLJZ,X,X,O,O,X,X,O,X,O,O,O,X
IOTSLZJ,X,X,O,X,X,X,O,X,O,O,O,X
IOTSJLZ,X,X,O,O,X,X,O,X,O,O,O,X
IOTSJZL,O,X,O,O,X,X,O,O,O,O,O,X
IOTSZLJ,O,X,O,O,X,X,O,X,O,O,O,X
IOTSZJL,O,X,O,O,X,X,O,X,O,O,O,X
IOTZLJS,X,O,O,O,X,X,X,X,O,O,O,O
IOTZLSJ,O,X,O,O,X,X,X,X,X,X,O,O
IOTZJLS,X,O,O,O,X,X,X,X,O,O,O,O
IOTZJSL,O,O,O,O,X,X,X,O,O,O,O,O
IOTZSLJ,O,X,O,O,X,X,O,X,O,O,O,X
IOTZSJL,O,X,O,O,X,X,O,O,O,O,O,O
IOLTJSZ,X,X,X,O,X,X,X,O,O,X,O,X
IOLTJZS,X,O,X,O,X,X,X,O,O,X,O,X
IOLTSJZ,X,X,X,O,X,X,X,O,O,X,O,O
IOLTSZJ,X,X,X,O,X,X,X,O,O,X,O,O
IOLTZJS,X,O,X,O,X,X,X,O,O,X,O,O
IOLTZSJ,X,X,X,O,X,X,X,O,O,X,O,O
IOLJTSZ,X,X,X,O,X,X,X,O,X,X,X,X
IOLJTZS,X,O,X,O,X,X,X,O,X,X,X,X
IOLJSTZ,X,X,X,O,X,X,X,O,O,X,X,O
IOLJSZT,O,O,X,O,O,X,X,O,O,X,X,O
IOLJZTS,X,O,X,O,X,X,X,O,O,X,X,O
IOLJZST,O,O,X,O,O,X,X,O,O,X,X,O
IOLSTJZ,X,X,X,O,X,X,X,O,O,X,O,O
IOLSTZJ,X,X,X,O,X,X,X,O,O,X,O,O
IOLSJTZ,X,X,X,O,X,X,X,O,O,X,X,O
IOLSJZT,O,O,X,O,O,X,X,O,O,X,X,O
IOLSZTJ,O,X,X,O,O,X,X,O,O,X,O,O
IOLSZJT,O,O,X,O,O,X,X,O,O,X,X,O
IOLZTJS,X,O,X,O,X,X,X,O,O,X,O,O
IOLZTSJ,O,X,X,O,O,X,X,O,O,X,O,O
IOLZJTS,X,O,X,O,X,X,X,O,O,X,X,O
IOLZJST,O,O,X,O,O,X,X,O,O,X,X,O
IOLZSTJ,O,X,X,O,O,X,X,O,O,X,O,O
IOLZSJT,O,O,X,O,O,X,X,O,O,X,X,O
IOJTLSZ,X,X,X,O,X,X,X,O,X,X,O,X
IOJTLZS,X,O,X,O,X,X,X,O,O,X,O,X
IOJTSLZ,X,X,O,O,X,X,X,X,O,O,O,X
IOJTSZL,O,X,O,O,X,X,X,O,O,O,O,X
IOJTZLS,X,O,O,O,X,X,X,X,O,O,O,X
IOJTZSL,O,O,O,O,X,X,X,O,O,O,O,X
IOJLTSZ,X,X,X,O,X,X,X,O,X,X,X,X
IOJLTZS,X,O,X,O,X,X,X,O,X,X,X,X
IOJLSTZ,X,X,X,O,X,X,X,O,O,X,X,O
IOJLSZT,O,O,X,O,O,X,X,O,O,X,X,O
IOJLZTS,X,O,X,O,X,X,X,O,O,X,X,O
IOJLZST,O,O,X,O,O,X,X,O,O,X,X,O
IOJSTLZ,X,X,O,O,X,O,X,X,X,X,O,X
IOJSTZL,O,X,O,O,X,O,X,X,O,O,O,X
IOJSLTZ,X,X,X,O,X,X,X,X,X,X,X,X
IOJSLZT,O,O,X,O,O,X,X,X,O,O,X,X
IOJSZTL,O,O,O,O,O,X,X,X,O,O,O,X
IOJSZLT,O,O,O,O,O,X,X,X,O,O,X,X
IOJZTLS,X,O,O,O,X,X,X,X,O,O,O,O
IOJZTSL,O,O,O,O,X,X,X,O,O,O,O,O
IOJZLTS,X,O,O,O,X,X,X,O,O,O,X,O
IOJZLST,O,O,O,O,O,X,X,O,O,O,X,O
IOJZSTL,O,O,O,O,O,X,X,O,O,O,O,X
IOJZSLT,O,O,O,O,O,X,X,X,O,O,X,X
IOSTLJZ,X,X,O,O,X,O,O,X,O,O,O,X
IOSTLZJ,X,X,O,X,X,O,O,X,O,O,O,X
IOSTJLZ,X,X,O,O,X,O,O,X,O,O,O,X
IOSTJZL,O,X,O,O,X,O,O,X,O,O,O,X
IOSTZLJ,O,X,O,O,X,O,O,X,O,O,O,X
IOSTZJL,O,X,O,O,X,O,O,X,O,O,O,X
IOSLTJZ,X,X,X,O,X,X,O,X,O,X,O,O
IOSLTZJ,X,X,X,O,X,X,O,X,O,X,O,O
IOSLJTZ,X,X,X,O,X,X,X,X,X,X,X,O
IOSLJZT,O,O,X,O,O,X,X,X,O,O,X,O
IOSLZTJ,O,X,X,O,O,X,X,X,O,X,O,O
IOSLZJT,O,O,X,O,O,X,X,X,O,O,X,O
IOSJTLZ,X,X,O,O,X,O,X,X,O,X,O,X
IOSJTZL,O,X,O,O,X,O,X,X,O,O,O,X
IOSJLTZ,X,X,X,O,X,X,X,X,X,X,X,X
IOSJLZT,O,O,X,O,O,X,X,X,O,O,X,X
IOSJZTL,O,O,O,O,O,X,X,X,O,O,O,X
IOSJZLT,O,O,O,O,O,X,X,X,O,O,X,X
IOSZTLJ,O,X,O,O,X,X,O,X,O,O,O,X
IOSZTJL,O,X,O,O,O,X,O,X,O,O,O,O
IOSZLTJ,O,X,X,O,X,X,X,X,O,X,O,O
IOSZLJT,O,O,O,O,X,X,X,X,O,O,X,O
IOSZJTL,O,O,O,O,O,X,X,X,O,O,O,X
IOSZJLT,O,O,O,O,O,X,X,X,O,O,X,X
IOZTLJS,X,O,O,O,X,X,X,X,O,O,O,O
IOZTLSJ,O,X,O,O,X,X,X,X,O,X,O,O
IOZTJLS,X,O,O,O,X,X,X,X,O,O,O,O
IOZTJSL,O,O,O,O,X,X,X,O,O,O,O,O
IOZTSLJ,O,X,O,O,X,X,O,X,O,O,O,X
IOZTSJL,O,X,O,O,O,X,O,O,O,O,O,O
IOZLTJS,X,O,O,O,X,X,X,O,O,O,O,O
IOZLTSJ,O,X,O,O,O,X,X,O,O,X,O,O
IOZLJTS,X,O,O,O,X,X,X,O,O,O,X,O
IOZLJST,O,O,O,O,O,X,X,O,O,O,X,O
IOZLSTJ,O,X,X,O,O,X,X,O,O,X,O,O
IOZLSJT,O,O,O,O,O,X,X,O,O,O,X,O
IOZJTLS,X,O,O,O,X,X,X,X,O,O,O,O
IOZJTSL,O,O,O,O,X,X,X,O,O,O,O,O
IOZJLTS,X,O,O,O,X,X,X,O,O,O,X,O
IOZJLST,O,O,O,O,O,X,X,O,O,O,X,O
IOZJSTL,O,O,O,O,O,X,X,O,O,O,O,X
IOZJSLT,O,O,O,O,O,X,X,X,O,O,X,X
IOZSTLJ,O,X,O,O,X,X,O,X,O,O,O,X
IOZSTJL,O,X,O,O,O,X,O,O,O,O,O,O
IOZSLTJ,O,X,X,O,X,X,X,X,O,X,O,O
IOZSLJT,O,O,O,O,X,X,X,X,O,O,X,O
IOZSJTL,O,O,O,O,O,X,X,O,O,O,O,X
IOZSJLT,O,O,O,O,O,X,X,X,O,O,X,X
LTIJSZO,X,X,X,O,O,X,X,O,O,X,O,X
LTIJSOZ,X,X,X,O,X,X,X,O,O,X,X,X
LTIJZSO,X,O,X,O,O,X,X,O,O,X,O,X
LTIJZOS,X,O,X,O,X,X,X,O,O,X,O,X
LTIJOSZ,X,X,X,O,X,X,X,O,X,X,O,X
LTIJOZS,X,O,X,X,X,X,X,O,O,X,O,X
LTISJZO,X,X,X,O,O,X,X,O,O,X,O,O
LTISJOZ,X,X,X,O,X,X,X,O,O,X,X,O
LTISZJO,X,X,X,O,O,X,X,O,O,X,O,O
LTISZOJ,X,X,X,O,O,X,X,O,O,X,X,O
LTISOJZ,X,X,X,O,X,X,X,O,O,X,X,O
LTISOZJ,X,X,X,X,X,X,X,X,O,X,X,O
LTIZJSO,X,O,X,O,O,X,X,O,O,X,O,O
LTIZJOS,X,O,X,O,X,X,X,O,O,X,O,O
LTIZSJO,X,O,X,O,O,X,X,O,O,X,O,O
LTIZSOJ,X,X,X,O,O,X,X,O,O,X,X,O
LTIZOJS,X,O,X,O,X,X,X,O,O,X,O,O
LTIZOSJ,X,X,X,O,O,X,X,O,X,X,O,O
LTIOJSZ,X,X,X,O,X,X,X,O,X,X,O,X
LTIOJZS,X,O,X,X,X,X,X,O,O,X,O,X
LTIOSJZ,X,X,X,O,X,X,X,O,X,X,O,O
LTIOSZJ,X,X,X,X,X,X,X,O,X,X,O,O
LTIOZJS,X,O,X,X,X,X,X,O,O,X,O,O
LTIOZSJ,X,X,X,X,X,X,X,O,X,X,O,O
LTJISZO,X,X,X,O,O,X,X,O,O,X,O,X
LTJISOZ,X,X,X,O,X,X,X,O,O,X,X,X
LTJIZSO,X,O,X,O,O,X,X,O,O,X,O,X
LTJIZOS,X,O,X,O,X,X,X,O,O,X,O,X
LTJIOSZ,X,X,X,O,X,X,X,O,X,X,O,X
LTJIOZS,X,O,X,X,X,X,X,O,O,X,O,X
LTJSIZO,X,X,X,O,O,O,X,O,O,X,O,X
LTJSIOZ,X,X,X,O,X,O,X,O,O,X,X,X
LTJSZIO,X,O,O,O,O,O,X,O,O,X,O,X
LTJSZOI,X,O,O,O,O,O,X,O,O,X,X,X
LTJSOIZ,X,X,O,O,X,O,X,O,O,X,X,X
LTJSOZI,X,O,O,O,O,O,X,O,O,X,X,X
LTJZISO,X,O,O,O,O,X,X,O,O,X,O,X
LTJZIOS,X,O,X,O,X,X,X,O,O,X,O,X
LTJZSIO,X,O,O,O,O,O,X,O,O,X,O,X
LTJZSOI,X,O,O,O,O,O,X,O,O,X,X,X
LTJZOIS,X,O,X,O,X,X,X,O,O,X,O,X
LTJZOSI,X,O,X,O,X,X,X,O,O,X,O,X
LTJOISZ,X,X,X,O,X,X,X,O,X,X,O,X
LTJOIZS,X,O,X,O,X,X,X,O,O,X,O,X
LTJOSIZ,X,X,X,O,X,X,X,O,O,X,O,X
LTJOSZI,X,O,X,O,X,X,X,O,O,X,O,X
LTJOZIS,X,O,X,O,X,X,X,O,O,X,O,X
LTJOZSI,X,O,X,O,X,X,X,O,O,X,O,X
LTSIJZO,X,X,X,O,O,O,O,O,O,X,O,O
LTSIJOZ,X,X,X,O,X,O,O,O,O,X,X,O
LTSIZJO,X,X,X,O,O,O,O,O,O,X,O,O
LTSIZOJ,X,X,X,O,O,O,O,O,O,X,X,O
LTSIOJZ,X,X,X,O,X,O,O,O,O,X,X,O
LTSIOZJ,X,X,X,X,X,O,O,X,O,X,X,O
LTSJIZO,X,X,X,O,O,O,O,O,O,X,O,O
LTSJIOZ,X,X,X,O,X,O,O,O,O,X,X,O
LTSJZIO,X,X,O,O,O,O,O,O,O,X,O,O
LTSJZOI,X,X,O,O,O,O,O,O,O,X,X,O
LTSJOIZ,X,X,O,O,X,O,O,O,O,X,X,O
LTSJOZI,X,X,O,O,O,O,O,O,O,X,X,O
LTSZIJO,X,X,O,O,O,O,O,O,O,X,X,O
LTSZIOJ,X,X,X,O,O,O,O,O,O,X,X,O
LTSZJIO,X,X,O,O,O,O,O,O,O,X,O,O
LTSZJOI,X,X,O,O,O,O,O,O,O,X,X,O
LTSZOIJ,X,X,O,O,O,O,O,O,O,X,X,O
LTSZOJI,X,X,O,O,O,O,O,O,O,X,X,O
LTSOIJZ,X,X,O,O,X,O,O,O,O,X,X,O
LTSOIZJ,X,X,O,X,X,O,O,X,O,X,X,O
LTSOJIZ,X,X,O,O,X,O,O,O,O,X,X,O
LTSOJZI,X,X,O,O,O,O,O,O,O,X,X,O
LTSOZIJ,X,X,O,O,O,O,O,O,O,X,X,O
LTSOZJI,X,X,O,O,O,O,O,O,O,X,X,O
LTZIJSO,X,O,O,O,O,X,X,O,O,X,O,O
LTZIJOS,X,O,X,O,X,X,X,O,O,X,O,O
LTZISJO,X,O,O,O,O,X,X,O,O,X,O,O
LTZISOJ,X,X,X,O,O,X,X,O,O,X,X,O
LTZIOJS,X,O,X,O,X,X,X,O,O,X,O,O
LTZIOSJ,X,X,X,O,O,X,X,O,X,X,O,O
LTZJISO,X,O,O,O,O,X,X,O,O,X,O,O
LTZJIOS,X,O,X,O,X,X,X,O,O,X,O,O
LTZJSIO,X,O,O,O,O,O,X,O,O,X,O,O
LTZJSOI,X,O,O,O,O,O,X,O,O,X,X,O
LTZJOIS,X,O,X,O,X,X,X,O,O,X,O,O
LTZJOSI,X,O,X,O,X,X,X,O,O,X,O,O
LTZSIJO,X,O,O,O,O,O,O,O,O,X,X,O
LTZSIOJ,X,X,X,O,O,O,O,O,O,X,X,O
LTZSJIO,X,O,O,O,O,O,O,O,O,X,O,O
LTZSJOI,X,O,O,O,O,O,O,O,O,X,X,O
LTZSOIJ,X,X,O,O,O,O,O,O,O,X,X,O
LTZSOJI,X,X,O,O,O,O,O,O,O,X,X,O
LTZOIJS,X,O,X,O,X,X,X,O,O,X,O,O
LTZOISJ,X,X,X,O,O,X,X,O,X,X,O,O
LTZOJIS,X,O,X,O,X,X,X,O,O,X,O,O
LTZOJSI,X,O,X,O,X,X,X,O,O,X,O,O
LTZOSIJ,X,X,X,O,O,X,O,O,O,X,X,O
LTZOSJI,X,X,X,O,O,X,O,O,O,X,O,O
LTOIJSZ,X,X,X,O,X,X,X,O,X,X,O,X
LTOIJZS,X,O,X,O,X,X,X,O,O,X,O,X
LTOISJZ,X,X,X,O,X,X,X,O,X,X,O,O
LTOISZJ,X,X,X,X,X,X,X,O,X,X,O,O
LTOIZJS,X,O,X,O,X,X,X,O,O,X,O,O
LTOIZSJ,X,X,X,O,X,X,X,O,X,X,O,O
LTOJISZ,X,X,X,O,X,X,X,O,X,X,O,X
LTOJIZS,X,O,X,O,X,X,X,O,O,X,O,X
LTOJSIZ,X,X,X,O,X,X,X,O,O,X,O,X
LTOJSZI,X,O,X,O,X,X,X,O,O,X,O,X
LTOJZIS,X,O,X,O,X,X,X,O,O,X,O,X
LTOJZSI,X,O,X,O,X,X,X,O,O,X,O,X
LTOSIJZ,X,X,X,O,X,X,O,O,O,X,O,O
LTOSIZJ,X,X,X,X,X,X,O,O,O,X,O,O
LTOSJIZ,X,X,X,O,X,X,O,O,O,X,O,O
LTOSJZI,X,X,X,O,X,X,O,O,O,X,O,O
LTOSZIJ,X,X,X,O,X,X,O,O,O,X,X,O
LTOSZJI,X,X,X,O,X,X,O,O,O,X,O,O
LTOZIJS,X,O,X,O,X,X,X,O,O,X,O,O
LTOZISJ,X,X,X,O,X,X,X,O,X,X,O,O
LTOZJIS,X,O,X,O,X,X,X,O,O,X,O,O
LTOZJSI,X,O,X,O,X,X,X,O,O,X,O,O
LTOZSIJ,X,X,X,O,X,X,O,O,O,X,X,O
LTOZSJI,X,X,X,O,X,X,O,O,O,X,O,O
LITJSZO,X,X,X,O,O,X,X,O,O,X,O,X
LITJSOZ,X,X,X,O,X,X,X,O,O,X,X,X
LITJZSO,X,O,X,O,O,X,X,O,O,X,O,X
LITJZOS,X,O,X,O,X,X,X,O,O,X,O,X
LITJOSZ,X,X,X,O,X,X,X,O,X,X,O,X
LITJOZS,X,O,X,X,X,X,X,O,O,X,O,X
LITSJZO,X,X,X,O,O,X,X,O,O,X,O,O
LITSJOZ,X,X,X,O,X,X,X,O,O,X,X,O
LITSZJO,X,X,X,O,O,X,X,O,O,X,O,O
LITSZOJ,X,X,X,O,O,X,X,O,O,X,X,O
LITSOJZ,X,X,X,O,X,X,X,O,O,X,X,O
LITSOZJ,X,X,X,X,X,X,X,X,O,X,X,O
LITZJSO,X,O,X,O,O,X,X,O,O,X,O,O
LITZJOS,X,O,X,O,X,X,X,O,O,X,O,O
LITZSJO,X,O,X,O,O,X,X,O,O,X,O,O
LITZSOJ,X,X,X,O,O,X,X,O,O,X,X,O
LITZOJS,X,O,X,O,X,X,X,O,O,X,O,O
LITZOSJ,X,X,X,O,O,X,X,O,X,X,O,O
LITOJSZ,X,X,X,O,X,X,X,O,X,X,O,X
LITOJZS,X,O,X,X,X,X,X,O,O,X,O,X
LITOSJZ,X,X,X,O,X,X,X,O,X,X,O,O
LITOSZJ,X,X,X,X,X,X,X,O,X,X,O,O
LITOZJS,X,O,X,X,X,X,X,O,O,X,O,O
LITOZSJ,X,X,X,X,X,X,X,O,X,X,O,O
LIJTSZO,X,X,X,O,O,X,X,O,X,X,X,X
LIJTSOZ,X,X,X,O,X,X,X,O,X,X,X,X
LIJTZSO,X,O,X,O,O,X,X,O,X,X,X,X
LIJTZOS,X,O,X,X,X,X,X,O,X,X,X,X
LIJTOSZ,X,X,X,O,X,X,X,O,X,X,X,X
LIJTOZS,X,O,X,X,X,X,X,O,X,X,X,X
LIJSTZO,X,X,X,O,O,O,X,O,O,X,X,O
LIJSTOZ,X,X,X,O,X,O,X,O,X,X,X,O
LIJSZTO,O,O,X,O,O,X,X,O,O,X,X,O
LIJSZOT,X,O,X,O,O,X,X,O,O,X,X,O
LIJSOTZ,X,X,X,O,X,X,X,O,X,X,X,O
LIJSOZT,X,O,X,O,O,X,X,O,O,X,X,O
LIJZTSO,X,O,X,O,O,X,X,O,O,X,X,O
LIJZTOS,X,O,X,O,X,X,X,O,O,X,X,O
LIJZSTO,O,O,X,O,O,X,X,O,O,X,X,O
LIJZSOT,X,O,X,O,O,X,X,O,O,X,X,O
LIJZOTS,X,O,X,O,X,X,X,O,O,X,X,O
LIJZOST,O,O,X,O,O,X,X,O,O,X,X,O
LIJOTSZ,X,X,X,O,X,X,X,O,X,X,X,X
LIJOTZS,X,O,X,O,X,X,X,O,X,X,X,X
LIJOSTZ,X,X,X,O,X,X,X,O,X,X,X,O
LIJOSZT,O,O,X,O,O,X,X,O,X,X,X,O
LIJOZTS,X,O,X,O,X,X,X,O,X,X,X,O
LIJOZST,O,O,X,O,O,X,X,O,X,X,X,O
LISTJZO,X,X,X,O,O,O,X,O,O,X,O,O
LISTJOZ,X,X,X,O,X,O,X,O,O,X,X,O
LISTZJO,X,X,X,O,O,O,X,O,O,X,O,O
LISTZOJ,X,X,X,O,O,O,X,O,O,X,X,O
LISTOJZ,X,X,X,O,X,O,X,O,O,X,X,O
LISTOZJ,X,X,X,X,X,O,X,X,O,X,X,O
LISJTZO,X,X,X,O,O,O,X,O,O,X,X,O
LISJTOZ,X,X,X,O,X,O,X,O,O,X,X,O
LISJZTO,O,O,X,O,O,X,X,O,O,X,X,O
LISJZOT,X,O,X,O,O,X,X,O,O,X,X,O
LISJOTZ,X,X,X,O,X,X,X,O,X,X,X,O
LISJOZT,X,O,X,O,O,X,X,O,O,X,X,O
LISZTJO,O,O,X,O,O,X,X,O,O,X,O,O
LISZTOJ,X,X,X,O,O,X,X,O,O,X,X,O
LISZJTO,O,O,X,O,O,X,X,O,O,X,X,O
LISZJOT,X,O,X,O,O,X,X,O,O,X,X,O
LISZOTJ,X,X,X,O,O,X,X,O,O,X,X,O
LISZOJT,X,O,X,O,O,X,X,O,O,X,X,O
LISOTJZ,X,X,X,O,X,X,X,O,O,X,X,O
LISOTZJ,X,X,X,X,X,X,X,O,O,X,X,O
LISOJTZ,X,X,X,O,X,X,X,O,X,X,X,O
LISOJZT,X,O,X,O,O,X,X,O,O,X,X,O
LISOZTJ,X,X,X,X,O,X,X,O,O,X,X,O
LISOZJT,X,O,X,X,O,X,X,O,O,X,X,O
LIZTJSO,X,O,X,O,O,X,X,O,O,X,O,O
LIZTJOS,X,O,X,O,X,X,X,O,O,X,O,O
LIZTSJO,O,O,X,O,O,X,X,O,O,X,O,O
LIZTSOJ,X,X,X,O,O,X,X,O,O,X,X,O
LIZTOJS,X,O,X,O,X,X,X,O,O,X,O,O
LIZTOSJ,X,X,X,O,O,X,X,O,X,X,O,O
LIZJTSO,X,O,X,O,O,X,X,O,O,X,X,O
LIZJTOS,X,O,X,O,X,X,X,O,O,X,X,O
LIZJSTO,O,O,X,O,O,X,X,O,O,X,X,O
LIZJSOT,X,O,X,O,O,X,X,O,O,X,X,O
LIZJOTS,X,O,X,O,X,X,X,O,O,X,X,O
LIZJOST,O,O,X,O,O,X,X,O,O,X,X,O
