sequence,v115@HhD8BeB8BeG8CeH8AeA8JeT6IvhFxbB8hBfjB6jBmg?BFtB,v115@HhD8BeB8BeG8CeH8AeA8Je2/IvhFRbBzcBfjB6jBUh?BFtB,v115@HhD8BeB8BeG8CeH8AeA8JeT6IvhF2gBRcBSjB3hBUj?BFtB,v115@HhD8BeB8BeG8CeH8AeA8JeT6IvhFibBGeBRhBUjB3h?BFtB
ZOLJIST,O,O,X,O
ZOLJSTI,O,O,O,X
ZOLJSIT,O,O,O,O
ZOLSTIJ,O,O,X,X
ZOLSTJI,O,O,X,X
ZOLSITJ,O,O,X,X
ZOLSIJT,O,O,O,O
ZOLSJTI,O,O,O,X
ZOLSJIT,O,O,O,O
ZOJTILS,O,O,X,O
ZOJTISL,O,O,X,X
ZOJTLIS,O,O,X,O
ZOJTLSI,O,O,O,X
ZOJTSIL,O,O,O,X
ZOJTSLI,O,O,O,X
ZOJITLS,O,O,X,O
ZOJITSL,O,O,X,X
ZOJILTS,O,O,X,O
ZOJILST,O,O,X,O
ZOJISTL,O,O,X,X
ZOJISLT,O,O,X,O
ZOJLTIS,O,O,X,O
ZOJLTSI,O,O,X,X
ZOJLITS,O,O,X,O
ZOJLIST,O,O,X,O
ZOJLSTI,O,O,O,X
ZOJLSIT,O,O,O,O
ZOJSTIL,O,O,O,X
ZOJSTLI,O,O,O,X
ZOJSITL,O,O,O,X
ZOJSILT,O,O,O,O
ZOJSLTI,O,O,O,X
ZOJSLIT,O,O,O,O
ZOSTILJ,O,O,O,X
ZOSTIJL,O,O,O,X
ZOSTLIJ,O,O,O,X
ZOSTLJI,O,O,O,X
ZOSTJIL,O,O,O,X
ZOSTJLI,O,O,O,X
ZOSITLJ,O,O,O,X
ZOSITJL,O,O,O,X
ZOSILTJ,O,O,X,X
ZOSILJT,O,O,O,O
ZOSIJTL,O,O,O,X
ZOSIJLT,O,O,O,O
ZOSLTIJ,O,O,X,X
ZOSLTJI,O,O,X,X
ZOSLITJ,O,O,X,X
ZOSLIJT,O,O,O,O
ZOSLJTI,O,O,O,X
ZOSLJIT,O,O,O,O
ZOSJTIL,O,O,O,X
ZOSJTLI,O,O,O,X
ZOSJITL,O,O,O,X
ZOSJILT,O,O,O,O
ZOSJLTI,O,O,O,X
ZOSJLIT,O,O,O,O
OTILJSZ,X,X,O,X
OTILJZS,X,X,X,O
OTILSJZ,X,X,O,X
OTILSZJ,X,X,O,O
OTILZJS,X,X,X,O
OTILZSJ,X,X,X,O
OTIJLSZ,X,O,O,X
OTIJLZS,X,X,X,O
OTIJSLZ,O,O,O,X
OTIJSZL,O,O,O,X
OTIJZLS,O,X,X,O
OTIJZSL,O,O,X,O
OTISLJZ,O,O,O,X
OTISLZJ,O,X,O,O
OTISJLZ,O,O,O,X
OTISJZL,O,O,O,X
OTISZLJ,O,X,O,O
OTISZJL,O,X,O,O
OTIZLJS,X,X,X,O
OTIZLSJ,O,X,X,O
OTIZJLS,O,X,X,O
OTIZJSL,O,X,X,O
OTIZSLJ,O,X,X,O
OTIZSJL,O,X,X,O
OTLIJSZ,X,X,O,X
OTLIJZS,X,X,X,O
OTLISJZ,X,X,O,X
OTLISZJ,X,X,O,O
OTLIZJS,X,X,X,O
OTLIZSJ,X,X,X,O
OTLJISZ,X,O,O,X
OTLJIZS,X,X,X,O
OTLJSIZ,O,O,O,X
OTLJSZI,O,O,O,X
OTLJZIS,O,X,X,O
OTLJZSI,O,X,O,O
OTLSIJZ,O,O,O,X
OTLSIZJ,O,X,O,O
OTLSJIZ,O,O,O,X
OTLSJZI,O,O,O,X
OTLSZIJ,O,X,O,O
OTLSZJI,O,O,O,O
OTLZIJS,X,X,X,O
OTLZISJ,O,X,X,O
OTLZJIS,O,X,X,O
OTLZJSI,O,X,O,O
OTLZSIJ,O,X,O,O
OTLZSJI,O,X,O,O
OTJILSZ,X,O,O,X
OTJILZS,X,X,X,O
OTJISLZ,O,O,O,X
OTJISZL,O,O,O,X
OTJIZLS,O,O,X,O
OTJIZSL,O,O,X,O
OTJLISZ,X,O,O,X
OTJLIZS,X,X,X,O
OTJLSIZ,O,O,O,X
OTJLSZI,O,O,O,X
OTJLZIS,O,X,X,O
OTJLZSI,O,X,O,O
OTJSILZ,O,O,O,X
OTJSIZL,O,O,O,X
OTJSLIZ,O,O,O,X
OTJSLZI,O,O,O,X
OTJSZIL,O,O,O,X
OTJSZLI,O,O,O,X
OTJZILS,O,O,X,O
OTJZISL,O,O,X,O
OTJZLIS,O,O,X,O
OTJZLSI,O,O,O,O
OTJZSIL,O,O,O,O
OTJZSLI,O,O,O,O
OTSILJZ,O,O,O,X
OTSILZJ,O,X,O,O
OTSIJLZ,O,O,O,X
OTSIJZL,O,O,O,X
OTSIZLJ,O,X,O,O
OTSIZJL,O,X,O,O
OTSLIJZ,O,O,O,X
OTSLIZJ,O,X,O,O
OTSLJIZ,O,O,O,X
OTSLJZI,O,O,O,X
OTSLZIJ,O,O,O,O
OTSLZJI,O,O,O,O
OTSJILZ,O,O,O,X
OTSJIZL,O,O,O,X
OTSJLIZ,O,O,O,X
OTSJLZI,O,O,O,X
OTSJZIL,O,O,O,X
OTSJZLI,O,O,O,X
OTSZILJ,O,O,O,O
OTSZIJL,O,O,O,O
OTSZLIJ,O,O,O,O
OTSZLJI,O,O,O,O
OTSZJIL,O,O,O,O
OTSZJLI,O,O,O,O
OTZILJS,X,O,X,O
OTZILSJ,O,O,X,O
OTZIJLS,O,O,X,O
OTZIJSL,O,O,X,O
OTZISLJ,O,O,X,O
OTZISJL,O,O,X,O
OTZLIJS,X,O,X,O
OTZLISJ,O,O,X,O
OTZLJIS,O,O,X,O
OTZLJSI,O,O,O,O
OTZLSIJ,O,O,O,O
OTZLSJI,O,O,O,O
OTZJILS,O,O,X,O
OTZJISL,O,O,X,O
OTZJLIS,O,O,X,O
OTZJLSI,O,O,O,O
OTZJSIL,O,O,O,O
OTZJSLI,O,O,O,O
OTZSILJ,O,O,O,O
OTZSIJL,O,O,O,O
OTZSLIJ,O,O,O,O
OTZSLJI,O,O,O,O
OTZSJIL,O,O,O,O
OTZSJLI,O,O,O,O
OITLJSZ,X,X,O,X
OITLJZS,X,X,X,O
OITLSJZ,X,X,O,X
OITLSZJ,X,X,O,O
OITLZJS,X,X,X,O
OITLZSJ,X,X,X,O
OITJLSZ,X,O,O,X
OITJLZS,X,X,X,O
OITJSLZ,O,O,O,X
OITJSZL,O,O,O,X
OITJZLS,O,X,X,O
OITJZSL,O,O,X,O
OITSLJZ,O,O,O,X
OITSLZJ,O,X,O,O
OITSJLZ,O,O,O,X
OITSJZL,O,O,O,X
OITSZLJ,O,X,O,O
OITSZJL,O,X,O,O
OITZLJS,X,X,X,O
OITZLSJ,O,X,X,O
OITZJLS,O,X,X,O
OITZJSL,O,X,X,O
OITZSLJ,O,X,X,O
OITZSJL,O,X,X,O
OILTJSZ,X,X,X,X
OILTJZS,X,X,X,O
OILTSJZ,X,X,X,X
OILTSZJ,X,X,X,O
OILTZJS,X,X,X,O
OILTZSJ,X,X,X,O
OILJTSZ,X,X,X,X
OILJTZS,X,X,X,O
OILJSTZ,X,X,O,X
OILJSZT,X,X,O,X
OILJZTS,X,X,X,O
OILJZST,X,X,X,O
OILSTJZ,X,X,O,X
OILSTZJ,X,X,X,O
OILSJTZ,X,X,O,X
OILSJZT,X,X,O,X
OILSZTJ,X,X,X,X
OILSZJT,X,X,O,O
OILZTJS,X,X,X,O
OILZTSJ,X,X,X,O
OILZJTS,X,X,X,O
OILZJST,X,X,X,O
OILZSTJ,X,X,X,X
OILZSJT,X,X,X,O
OIJTLSZ,X,O,O,X
OIJTLZS,X,X,X,O
OIJTSLZ,O,O,O,X
OIJTSZL,O,O,O,X
OIJTZLS,O,X,X,O
OIJTZSL,O,O,X,O
OIJLTSZ,X,O,X,X
OIJLTZS,X,X,X,O
OIJLSTZ,X,O,O,X
OIJLSZT,X,O,O,X
OIJLZTS,X,X,X,O
OIJLZST,X,X,X,O
OIJSTLZ,X,O,O,X
OIJSTZL,X,O,O,X
OIJSLTZ,X,O,O,X
OIJSLZT,O,O,O,X
OIJSZTL,O,X,O,X
OIJSZLT,O,O,O,X
OIJZTLS,O,X,X,O
OIJZTSL,O,O,X,X
OIJZLTS,O,X,X,O
OIJZLST,O,X,X,O
OIJZSTL,O,X,X,X
OIJZSLT,O,O,X,O
OISTLJZ,X,X,O,X
OISTLZJ,X,X,O,O
OISTJLZ,X,X,O,X
OISTJZL,X,X,O,X
OISTZLJ,X,X,O,O
OISTZJL,X,X,O,O
OISLTJZ,X,X,O,X
OISLTZJ,X,X,O,O
OISLJTZ,X,O,O,X
OISLJZT,O,O,O,X
OISLZTJ,O,X,X,X
OISLZJT,O,X,O,O
OISJTLZ,X,O,O,X
OISJTZL,X,X,O,X
OISJLTZ,X,O,O,X
OISJLZT,O,O,O,X
OISJZTL,O,X,O,X
OISJZLT,O,O,O,X
OISZTLJ,O,X,O,X
OISZTJL,X,X,O,X
OISZLTJ,O,X,X,X
OISZLJT,O,X,O,O
OISZJTL,O,X,O,X
OISZJLT,O,X,O,O
OIZTLJS,X,X,X,O
OIZTLSJ,O,X,X,O
OIZTJLS,O,X,X,O
OIZTJSL,O,X,X,O
OIZTSLJ,O,X,X,O
OIZTSJL,O,X,X,O
OIZLTJS,X,X,X,O
OIZLTSJ,O,X,X,O
OIZLJTS,X,X,X,O
OIZLJST,X,X,X,O
OIZLSTJ,O,X,X,X
OIZLSJT,O,X,X,O
OIZJTLS,O,X,X,O
OIZJTSL,O,X,X,X
OIZJLTS,O,X,X,O
OIZJLST,O,X,X,O
OIZJSTL,O,X,X,X
OIZJSLT,O,X,X,O
OIZSTLJ,O,X,X,X
OIZSTJL,O,X,X,X
OIZSLTJ,O,X,X,X
OIZSLJT,O,X,X,O
OIZSJTL,O,X,X,X
OIZSJLT,O,X,X,O
OLTIJSZ,X,X,O,X
OLTIJZS,X,X,X,O
OLTISJZ,X,X,O,X
OLTISZJ,X,X,O,O
OLTIZJS,X,X,X,O
OLTIZSJ,X,X,X,O
OLTJISZ,X,O,O,X
OLTJIZS,X,X,X,O
OLTJSIZ,O,O,O,X
OLTJSZI,O,O,O,X
OLTJZIS,O,X,X,O
OLTJZSI,O,X,O,O
OLTSIJZ,O,O,O,X
OLTSIZJ,O,X,O,O
OLTSJIZ,O,O,O,X
OLTSJZI,O,O,O,X
OLTSZIJ,O,X,O,O
OLTSZJI,O,O,O,O
OLTZIJS,X,X,X,O
OLTZISJ,O,X,X,O
OLTZJIS,O,X,X,O
OLTZJSI,O,X,O,O
OLTZSIJ,O,X,O,O
OLTZSJI,O,X,O,O
OLITJSZ,X,X,X,X
OLITJZS,X,X,X,O
OLITSJZ,X,X,X,X
OLITSZJ,X,X,X,O
OLITZJS,X,X,X,O
OLITZSJ,X,X,X,O
OLIJTSZ,X,X,X,X
OLIJTZS,X,X,X,O
OLIJSTZ,X,X,O,X
OLIJSZT,X,X,O,X
OLIJZTS,X,X,X,O
OLIJZST,X,X,X,O
OLISTJZ,X,X,O,X
OLISTZJ,X,X,X,O
OLISJTZ,X,X,O,X
OLISJZT,X,X,O,X
OLISZTJ,X,X,X,X
OLISZJT,X,X,O,O
OLIZTJS,X,X,X,O
OLIZTSJ,X,X,X,O
OLIZJTS,X,X,X,O
OLIZJST,X,X,X,O
OLIZSTJ,X,X,X,X
OLIZSJT,X,X,X,O
OLJTISZ,X,O,O,X
OLJTIZS,X,X,X,O
OLJTSIZ,O,O,O,X
OLJTSZI,O,O,O,X
OLJTZIS,O,X,X,O
OLJTZSI,O,X,O,O
OLJITSZ,X,O,X,X
OLJITZS,X,X,X,O
OLJISTZ,X,O,O,X
OLJISZT,X,O,O,X
OLJIZTS,X,X,X,O
OLJIZST,X,X,X,O
OLJSTIZ,X,O,O,X
OLJSTZI,O,X,O,X
OLJSITZ,X,O,O,X
OLJSIZT,O,O,O,X
OLJSZTI,O,X,O,X
OLJSZIT,O,O,O,X
OLJZTIS,O,X,X,O
OLJZTSI,O,X,X,X
OLJZITS,O,X,X,O
OLJZIST,O,X,X,O
OLJZSTI,O,X,O,X
OLJZSIT,O,X,O,O
OLSTIJZ,X,X,O,X
OLSTIZJ,X,X,O,O
OLSTJIZ,X,O,O,X
OLSTJZI,O,X,O,X
OLSTZIJ,O,X,O,O
OLSTZJI,O,X,O,O
OLSITJZ,X,X,O,X
OLSITZJ,X,X,O,O
OLSIJTZ,X,O,O,X
OLSIJZT,O,O,O,X
OLSIZTJ,O,X,X,X
OLSIZJT,O,X,O,O
OLSJTIZ,X,O,O,X
OLSJTZI,O,X,O,X
OLSJITZ,X,O,O,X
OLSJIZT,O,O,O,X
OLSJZTI,O,X,O,X
OLSJZIT,O,O,O,X
OLSZTIJ,O,X,X,X
OLSZTJI,O,X,X,X
OLSZITJ,O,X,X,X
OLSZIJT,O,X,O,O
OLSZJTI,O,X,O,X
OLSZJIT,O,O,O,O
OLZTIJS,X,X,X,O
OLZTISJ,O,X,X,O
OLZTJIS,O,X,X,O
OLZTJSI,O,X,X,O
OLZTSIJ,O,X,X,O
OLZTSJI,O,X,X,O
OLZITJS,X,X,X,O
OLZITSJ,O,X,X,O
OLZIJTS,X,X,X,O
OLZIJST,X,X,X,O
OLZISTJ,O,X,X,X
OLZISJT,O,X,X,O
OLZJTIS,O,X,X,O
OLZJTSI,O,X,X,X
OLZJITS,O,X,X,O
OLZJIST,O,X,X,O
OLZJSTI,O,X,O,X
OLZJSIT,O,X,O,O
OLZSTIJ,O,X,X,X
OLZSTJI,O,X,X,X
OLZSITJ,O,X,X,X
OLZSIJT,O,X,O,O
OLZSJTI,O,X,O,X
OLZSJIT,O,X,O,O
OJTILSZ,X,O,O,X
OJTILZS,X,X,X,O
OJTISLZ,O,O,O,X
OJTISZL,O,O,O,X
OJTIZLS,O,O,X,O
OJTIZSL,O,O,X,O
OJTLISZ,X,O,O,X
OJTLIZS,X,X,X,O
OJTLSIZ,O,O,O,X
OJTLSZI,O,O,O,X
OJTLZIS,O,X,X,O
OJTLZSI,O,X,O,O
OJTSILZ,O,O,O,X
OJTSIZL,O,O,O,X
OJTSLIZ,O,O,O,X
OJTSLZI,O,O,O,X
OJTSZIL,O,O,O,X
OJTSZLI,O,O,O,X
OJTZILS,O,O,X,O
OJTZISL,O,O,X,O
OJTZLIS,O,O,X,O
OJTZLSI,O,O,O,O
OJTZSIL,O,O,O,O
OJTZSLI,O,O,O,O
OJITLSZ,X,O,O,X
OJITLZS,X,X,X,O
OJITSLZ,O,O,O,X
OJITSZL,O,O,O,X
OJITZLS,O,O,X,O
OJITZSL,O,O,X,O
OJILTSZ,X,O,X,X
OJILTZS,X,X,X,O
OJILSTZ,X,O,O,X
OJILSZT,X,O,O,X
OJILZTS,X,X,X,O
OJILZST,X,X,X,O
OJISTLZ,X,O,O,X
OJISTZL,X,O,O,X
OJISLTZ,X,O,O,X
OJISLZT,O,O,O,X
OJISZTL,O,O,O,X
OJISZLT,O,O,O,X
OJIZTLS,O,O,X,O
OJIZTSL,O,O,X,X
OJIZLTS,O,O,X,O
OJIZLST,O,O,X,O
OJIZSTL,O,O,X,X
OJIZSLT,O,O,X,O
OJLTISZ,X,O,O,X
OJLTIZS,X,X,X,O
OJLTSIZ,O,O,O,X
OJLTSZI,O,O,O,X
OJLTZIS,O,X,X,O
OJLTZSI,O,X,O,O
OJLITSZ,X,O,X,X
OJLITZS,X,X,X,O
OJLISTZ,X,O,O,X
OJLISZT,X,O,O,X
OJLIZTS,X,X,X,O
OJLIZST,X,X,X,O
OJLSTIZ,X,O,O,X
OJLSTZI,O,X,O,X
OJLSITZ,X,O,O,X
OJLSIZT,O,O,O,X
OJLSZTI,O,X,O,X
OJLSZIT,O,O,O,X
OJLZTIS,O,X,X,O
OJLZTSI,O,X,X,X
OJLZITS,O,X,X,O
OJLZIST,O,X,X,O
OJLZSTI,O,X,O,X
OJLZSIT,O,X,O,O
OJSTILZ,O,O,O,X
OJSTIZL,O,O,O,X
OJSTLIZ,O,O,O,X
OJSTLZI,O,O,O,X
OJSTZIL,O,O,O,X
OJSTZLI,O,O,O,X
OJSITLZ,X,O,O,X
OJSITZL,X,O,O,X
OJSILTZ,X,O,O,X
OJSILZT,O,O,O,X
OJSIZTL,O,O,O,X
OJSIZLT,O,O,O,X
OJSLTIZ,X,O,O,X
OJSLTZI,O,X,O,X
OJSLITZ,X,O,O,X
OJSLIZT,O,O,O,X
OJSLZTI,O,O,O,X
OJSLZIT,O,O,O,X
OJSZTIL,O,O,O,X
OJSZTLI,O,O,O,X
OJSZITL,O,O,O,X
OJSZILT,O,O,O,X
OJSZLTI,O,O,O,X
OJSZLIT,O,O,O,X
OJZTILS,O,O,X,O
OJZTISL,O,O,X,X
OJZTLIS,O,O,X,O
OJZTLSI,O,O,O,X
OJZTSIL,O,O,O,X
OJZTSLI,O,O,O,X
OJZITLS,O,O,X,O
OJZITSL,O,O,X,X
OJZILTS,O,O,X,O
OJZILST,O,O,X,O
OJZISTL,O,O,X,X
OJZISLT,O,O,X,O
OJZLTIS,O,O,X,O
OJZLTSI,O,O,X,X
OJZLITS,O,O,X,O
OJZLIST,O,O,X,O
OJZLSTI,O,O,O,X
OJZLSIT,O,O,O,O
OJZSTIL,O,O,O,X
OJZSTLI,O,O,O,X
OJZSITL,O,O,O,X
OJZSILT,O,O,O,O
OJZSLTI,O,O,O,X
OJZSLIT,O,O,O,O
OSTILJZ,O,O,O,X
OSTILZJ,O,X,O,O
OSTIJLZ,O,O,O,X
OSTIJZL,O,O,O,X
OSTIZLJ,O,X,O,O
OSTIZJL,O,X,O,O
OSTLIJZ,O,O,O,X
OSTLIZJ,O,X,O,O
OSTLJIZ,O,O,O,X
OSTLJZI,O,O,O,X
OSTLZIJ,O,X,O,O
OSTLZJI,O,O,O,O
OSTJILZ,O,O,O,X
OSTJIZL,O,O,O,X
OSTJLIZ,O,O,O,X
OSTJLZI,O,O,O,X
OSTJZIL,O,O,O,X
OSTJZLI,O,O,O,X
OSTZILJ,O,X,O,O
OSTZIJL,O,X,O,O
OSTZLIJ,O,X,O,O
OSTZLJI,O,O,O,O
OSTZJIL,O,O,O,O
OSTZJLI,O,O,O,O
OSITLJZ,X,X,O,X
OSITLZJ,X,X,O,O
OSITJLZ,X,X,O,X
OSITJZL,X,X,O,X
OSITZLJ,X,X,O,O
OSITZJL,X,X,O,O
OSILTJZ,X,X,O,X
OSILTZJ,X,X,O,O
OSILJTZ,X,O,O,X
OSILJZT,O,O,O,X
OSILZTJ,O,X,X,X
OSILZJT,O,X,O,O
OSIJTLZ,X,O,O,X
OSIJTZL,X,X,O,X
OSIJLTZ,X,O,O,X
OSIJLZT,O,O,O,X
OSIJZTL,O,X,O,X
OSIJZLT,O,O,O,X
OSIZTLJ,O,X,O,X
OSIZTJL,X,X,O,X
OSIZLTJ,O,X,X,X
OSIZLJT,O,X,O,O
OSIZJTL,O,X,O,X
OSIZJLT,O,X,O,O
OSLTIJZ,X,X,O,X
OSLTIZJ,X,X,O,O
OSLTJIZ,X,O,O,X
OSLTJZI,O,X,O,X
OSLTZIJ,O,X,O,O
OSLTZJI,O,X,O,O
OSLITJZ,X,X,O,X
OSLITZJ,X,X,O,O
OSLIJTZ,X,O,O,X
OSLIJZT,O,O,O,X
OSLIZTJ,O,X,X,X
OSLIZJT,O,X,O,O
OSLJTIZ,X,O,O,X
OSLJTZI,O,X,O,X
OSLJITZ,X,O,O,X
OSLJIZT,O,O,O,X
OSLJZTI,O,O,O,X
OSLJZIT,O,O,O,X
OSLZTIJ,O,O,X,X
OSLZTJI,O,O,X,X
OSLZITJ,O,O,X,X
OSLZIJT,O,O,O,O
OSLZJTI,O,O,O,X
OSLZJIT,O,O,O,O
OSJTILZ,O,O,O,X
OSJTIZL,O,O,O,X
OSJTLIZ,O,O,O,X
OSJTLZI,O,O,O,X
OSJTZIL,O,O,O,X
OSJTZLI,O,O,O,X
OSJITLZ,X,O,O,X
OSJITZL,X,O,O,X
OSJILTZ,X,O,O,X
OSJILZT,O,O,O,X
OSJIZTL,O,O,O,X
OSJIZLT,O,O,O,X
OSJLTIZ,X,O,O,X
OSJLTZI,O,X,O,X
OSJLITZ,X,O,O,X
OSJLIZT,O,O,O,X
OSJLZTI,O,O,O,X
OSJLZIT,O,O,O,X
OSJZTIL,O,O,O,X
OSJZTLI,O,O,O,X
OSJZITL,O,O,O,X
OSJZILT,O,O,O,X
OSJZLTI,O,O,O,X
OSJZLIT,O,O,O,X
OSZTILJ,O,O,O,X
OSZTIJL,O,O,O,X
OSZTLIJ,O,O,O,X
OSZTLJI,O,O,O,X
OSZTJIL,O,O,O,X
OSZTJLI,O,O,O,X
OSZITLJ,O,O,O,X
OSZITJL,O,O,O,X
OSZILTJ,O,O,X,X
OSZILJT,O,O,O,O
OSZIJTL,O,O,O,X
OSZIJLT,O,O,O,O
OSZLTIJ,O,O,X,X
OSZLTJI,O,O,X,X
OSZLITJ,O,O,X,X
OSZLIJT,O,O,O,O
OSZLJTI,O,O,O,X
OSZLJIT,O,O,O,O
OSZJTIL,O,O,O,X
OSZJTLI,O,O,O,X
OSZJITL,O,O,O,X
OSZJILT,O,O,O,O
OSZJLTI,O,O,O,X
OSZJLIT,O,O,O,O
OZTILJS,X,O,X,O
OZTILSJ,O,O,X,O
OZTIJLS,O,O,X,O
OZTIJSL,O,O,X,O
OZTISLJ,O,O,X,O
OZTISJL,O,O,X,O
OZTLIJS,X,O,X,O
OZTLISJ,O,O,X,O
OZTLJIS,O,O,X,O
OZTLJSI,O,O,O,O
OZTLSIJ,O,O,O,O
OZTLSJI,O,O,O,O
OZTJILS,O,O,X,O
OZTJISL,O,O,X,O
OZTJLIS,O,O,X,O
OZTJLSI,O,O,O,O
OZTJSIL,O,O,O,O
OZTJSLI,O,O,O,O
OZTSILJ,O,O,O,O
OZTSIJL,O,O,O,O
OZTSLIJ,O,O,O,O
OZTSLJI,O,O,O,O
OZTSJIL,O,O,O,O
OZTSJLI,O,O,O,O
OZITLJS,X,O,X,O
OZITLSJ,O,O,X,O
OZITJLS,O,O,X,O
OZITJSL,O,O,X,O
OZITSLJ,O,O,X,O
OZITSJL,O,O,X,O
OZILTJS,X,O,X,O
OZILTSJ,O,O,X,O
OZILJTS,X,O,X,O
OZILJST,X,O,X,O
OZILSTJ,O,O,X,X
OZILSJT,O,O,X,O
OZIJTLS,O,O,X,O
OZIJTSL,O,O,X,X
OZIJLTS,O,O,X,O
OZIJLST,O,O,X,O
OZIJSTL,O,O,X,X
OZIJSLT,O,O,X,O
OZISTLJ,O,O,X,X
OZISTJL,O,O,X,X
OZISLTJ,O,O,X,X
OZISLJT,O,O,X,O
OZISJTL,O,O,X,X
OZISJLT,O,O,X,O
OZLTIJS,X,O,X,O
OZLTISJ,O,O,X,O
OZLTJIS,O,O,X,O
OZLTJSI,O,O,X,O
OZLTSIJ,O,O,X,O
OZLTSJI,O,O,X,O
OZLITJS,X,O,X,O
OZLITSJ,O,O,X,O
OZLIJTS,X,O,X,O
OZLIJST,X,O,X,O
OZLISTJ,O,O,X,X
OZLISJT,O,O,X,O
OZLJTIS,O,O,X,O
OZLJTSI,O,O,X,X
OZLJITS,O,O,X,O
OZLJIST,O,O,X,O
OZLJSTI,O,O,O,X
OZLJSIT,O,O,O,O
OZLSTIJ,O,O,X,X
OZLSTJI,O,O,X,X
OZLSITJ,O,O,X,X
OZLSIJT,O,O,O,O
OZLSJTI,O,O,O,X
OZLSJIT,O,O,O,O
OZJTILS,O,O,X,O
OZJTISL,O,O,X,X
OZJTLIS,O,O,X,O
OZJTLSI,O,O,O,X
OZJTSIL,O,O,O,X
OZJTSLI,O,O,O,X
OZJITLS,O,O,X,O
OZJITSL,O,O,X,X
OZJILTS,O,O,X,O
OZJILST,O,O,X,O
OZJISTL,O,O,X,X
OZJISLT,O,O,X,O
OZJLTIS,O,O,X,O
OZJLTSI,O,O,X,X
OZJLITS,O,O,X,O
OZJLIST,O,O,X,O
OZJLSTI,O,O,O,X
OZJLSIT,O,O,O,O
OZJSTIL,O,O,O,X
OZJSTLI,O,O,O,X
OZJSITL,O,O,O,X
OZJSILT,O,O,O,O
OZJSLTI,O,O,O,X
OZJSLIT,O,O,O,O
OZSTILJ,O,O,O,X
OZSTIJL,O,O,O,X
OZSTLIJ,O,O,O,X
OZSTLJI,O,O,O,X
OZSTJIL,O,O,O,X
OZSTJLI,O,O,O,X
OZSITLJ,O,O,O,X
OZSITJL,O,O,O,X
OZSILTJ,O,O,X,X
OZSILJT,O,O,O,O
OZSIJTL,O,O,O,X
OZSIJLT,O,O,O,O
OZSLTIJ,O,O,X,X
OZSLTJI,O,O,X,X
OZSLITJ,O,O,X,X
OZSLIJT,O,O,O,O
OZSLJTI,O,O,O,X
OZSLJIT,O,O,O,O
OZSJTIL,O,O,O,X
OZSJTLI,O,O,O,X
OZSJITL,O,O,O,X
OZSJILT,O,O,O,O
OZSJLTI,O,O,O,X
OZSJLIT,O,O,O,O
