sequence,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB0hBmiBSs?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBGhBiiBUmB3n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB6mBOnB8n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBChBXiB8nB2r?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpB3mBUn?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpBUnB3m?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBGhBKnBziBfq?BVwB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBFhBmiBfqBSw?BTsB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFFgB6mBOnB8nBfq?BzqB
SIOLTZJ,O,O,O,X,X,X,O,O,O
SIOLJTZ,O,X,X,X,O,X,O,O,O
SIOLJZT,O,X,X,X,O,X,O,O,O
SIOLZTJ,O,O,O,X,X,X,O,O,O
SIOLZJT,O,O,O,X,X,X,O,O,O
SIOJTLZ,O,X,X,X,O,X,O,O,O
SIOJTZL,O,X,X,X,O,X,O,O,O
SIOJLTZ,O,X,X,X,O,X,O,O,O
SIOJLZT,O,X,X,X,O,X,O,O,O
SIOJZTL,O,X,X,X,X,X,O,O,O
SIOJZLT,X,X,X,X,O,X,O,O,O
SIOZTLJ,O,O,O,X,X,X,O,O,O
SIOZTJL,O,O,O,X,X,X,O,O,O
SIOZLTJ,O,O,O,X,X,X,O,O,O
SIOZLJT,O,O,O,X,X,X,O,O,O
SIOZJTL,O,O,O,X,X,X,O,O,O
SIOZJLT,X,O,O,X,X,X,O,O,O
SLTIJZO,O,O,O,X,O,X,O,O,O
SLTIJOZ,O,O,O,X,O,X,O,O,X
SLTIZJO,O,O,O,X,X,X,O,O,O
SLTIZOJ,O,O,O,X,X,X,O,O,O
SLTIOJZ,O,O,O,X,O,X,O,O,O
SLTIOZJ,O,O,O,X,X,X,O,O,O
SLTJIZO,O,O,O,X,O,X,O,O,O
SLTJIOZ,O,O,O,X,O,X,O,O,X
SLTJZIO,O,O,O,X,O,X,O,O,O
SLTJZOI,O,O,O,X,O,X,O,O,O
SLTJOIZ,O,O,O,X,O,X,O,O,X
SLTJOZI,O,O,O,X,O,X,O,O,X
SLTZIJO,O,O,O,X,X,X,O,O,O
SLTZIOJ,O,O,O,X,X,X,O,O,O
SLTZJIO,O,O,O,X,O,X,O,O,O
SLTZJOI,O,O,O,X,O,X,O,O,O
SLTZOIJ,O,O,O,X,X,X,O,O,O
SLTZOJI,O,O,O,X,O,X,O,O,O
SLTOIJZ,O,O,O,X,O,X,O,O,O
SLTOIZJ,O,O,O,X,X,X,O,O,O
SLTOJIZ,O,O,O,X,O,X,O,O,O
SLTOJZI,O,O,O,X,O,X,O,O,O
SLTOZIJ,O,O,O,X,X,X,O,O,O
SLTOZJI,O,O,O,X,O,X,O,O,O
SLITJZO,O,O,O,X,O,X,O,O,O
SLITJOZ,O,O,O,X,O,X,O,O,X
SLITZJO,O,O,O,X,X,X,O,O,O
SLITZOJ,O,O,O,X,X,X,O,O,O
SLITOJZ,O,O,O,X,O,X,O,O,O
SLITOZJ,O,O,O,X,X,X,O,O,O
SLIJTZO,O,O,O,X,X,X,O,O,O
SLIJTOZ,O,O,O,X,O,X,O,O,X
SLIJZTO,O,O,O,X,X,X,O,O,O
SLIJZOT,O,O,O,X,O,X,O,O,O
SLIJOTZ,O,X,X,X,O,X,O,O,X
SLIJOZT,O,X,X,X,O,X,O,O,X
SLIZTJO,O,O,O,X,X,X,O,O,O
SLIZTOJ,O,O,O,X,X,X,O,O,O
SLIZJTO,O,O,O,X,X,X,O,O,O
SLIZJOT,O,O,O,X,X,X,O,O,O
SLIZOTJ,O,O,O,X,X,X,O,O,O
SLIZOJT,O,O,O,X,X,X,O,O,O
SLIOTJZ,O,O,O,X,O,X,O,O,O
SLIOTZJ,O,O,O,X,X,X,O,O,O
SLIOJTZ,O,X,X,X,O,X,O,O,O
SLIOJZT,O,X,X,X,O,X,O,O,O
SLIOZTJ,O,O,O,X,X,X,O,O,O
SLIOZJT,O,O,O,X,X,X,O,O,O
SLJTIZO,O,O,O,X,O,X,O,O,O
SLJTIOZ,O,O,O,X,O,X,O,O,X
SLJTZIO,O,O,O,X,O,X,O,O,O
SLJTZOI,O,O,O,X,O,X,O,O,O
SLJTOIZ,O,O,O,X,O,X,O,O,X
SLJTOZI,O,O,O,X,O,X,O,O,X
SLJITZO,O,O,O,X,X,X,O,O,O
SLJITOZ,O,O,O,X,O,X,O,O,X
SLJIZTO,O,O,O,X,X,X,O,O,O
SLJIZOT,O,O,O,X,O,X,O,O,O
SLJIOTZ,O,X,X,X,O,X,O,O,X
SLJIOZT,O,X,X,X,O,X,O,O,X
SLJZTIO,O,O,O,X,X,X,O,O,O
SLJZTOI,O,O,O,X,X,X,O,O,O
SLJZITO,O,O,O,X,X,X,O,O,O
SLJZIOT,O,O,O,X,O,X,O,O,O
SLJZOTI,O,O,O,X,O,X,O,O,O
SLJZOIT,O,O,O,X,O,X,O,O,O
SLJOTIZ,O,X,X,X,O,X,O,O,X
SLJOTZI,O,X,X,X,O,X,O,O,X
SLJOITZ,O,X,X,X,O,X,O,O,X
SLJOIZT,O,X,X,X,O,X,O,O,X
SLJOZTI,O,X,X,X,O,X,O,O,X
SLJOZIT,O,X,X,X,O,X,O,O,X
SLZTIJO,O,O,O,X,X,X,O,O,O
SLZTIOJ,O,O,O,X,X,X,O,O,O
SLZTJIO,O,O,O,X,O,X,O,O,O
SLZTJOI,O,O,O,X,O,X,O,O,O
SLZTOIJ,O,O,O,X,X,X,O,O,O
SLZTOJI,O,O,O,X,O,X,O,O,O
SLZITJO,O,O,O,X,X,X,O,O,O
SLZITOJ,O,O,O,X,X,X,O,O,O
SLZIJTO,O,O,O,X,X,X,O,O,O
SLZIJOT,O,O,O,X,X,X,O,O,O
SLZIOTJ,O,O,O,X,X,X,O,O,O
SLZIOJT,O,O,O,X,X,X,O,O,O
SLZJTIO,O,O,O,X,X,X,O,O,O
SLZJTOI,O,O,O,X,X,X,O,O,O
SLZJITO,O,O,O,X,X,X,O,O,O
SLZJIOT,O,O,O,X,O,X,O,O,O
SLZJOTI,O,O,O,X,O,X,O,O,O
SLZJOIT,O,O,O,X,O,X,O,O,O
SLZOTIJ,O,O,O,X,X,X,O,O,O
SLZOTJI,O,O,O,X,O,X,O,O,O
SLZOITJ,O,O,O,X,X,X,O,O,O
SLZOIJT,O,O,O,X,X,X,O,O,O
SLZOJTI,O,O,O,X,O,X,O,O,O
SLZOJIT,O,O,O,X,O,X,O,O,O
SLOTIJZ,O,O,O,X,O,X,O,O,O
SLOTIZJ,O,O,O,X,X,X,O,O,O
SLOTJIZ,O,O,O,X,O,X,O,O,O
SLOTJZI,O,O,O,X,O,X,O,O,O
SLOTZIJ,O,O,O,X,X,X,O,O,O
SLOTZJI,O,O,O,X,O,X,O,O,O
SLOITJZ,O,O,O,X,O,X,O,O,O
SLOITZJ,O,O,O,X,X,X,O,O,O
SLOIJTZ,O,X,X,X,O,X,O,O,O
SLOIJZT,O,X,X,X,O,X,O,O,O
SLOIZTJ,O,O,O,X,X,X,O,O,O
SLOIZJT,O,O,O,X,X,X,O,O,O
SLOJTIZ,O,X,X,X,O,X,O,O,O
SLOJTZI,O,X,X,X,O,X,O,O,O
SLOJITZ,O,X,X,X,O,X,O,O,O
SLOJIZT,O,X,X,X,O,X,O,O,O
SLOJZTI,O,X,X,X,O,X,O,O,O
SLOJZIT,O,X,X,X,O,X,O,O,O
SLOZTIJ,O,O,O,X,X,X,O,O,O
SLOZTJI,O,O,O,X,O,X,O,O,O
SLOZITJ,O,O,O,X,X,X,O,O,O
SLOZIJT,O,O,O,X,X,X,O,O,O
SLOZJTI,O,O,O,X,O,X,O,O,O
SLOZJIT,O,O,O,X,O,X,O,O,O
SJTILZO,O,O,O,O,O,O,O,O,O
SJTILOZ,O,O,O,O,O,O,O,O,X
SJTIZLO,O,O,O,O,O,O,O,O,O
SJTIZOL,O,O,O,O,O,O,O,O,O
SJTIOLZ,O,O,O,O,O,O,O,O,O
SJTIOZL,O,O,O,O,O,O,O,O,O
SJTLIZO,O,O,O,O,O,O,O,O,O
SJTLIOZ,O,O,O,O,O,O,O,O,X
SJTLZIO,O,O,O,O,O,O,O,O,O
SJTLZOI,O,O,O,O,O,O,O,O,O
SJTLOIZ,O,O,O,O,O,O,O,O,X
SJTLOZI,O,O,O,O,O,O,O,O,X
SJTZILO,O,O,O,O,O,O,O,O,O
SJTZIOL,O,O,O,O,O,O,O,O,O
SJTZLIO,O,O,O,O,O,O,O,O,O
SJTZLOI,O,O,O,O,O,O,O,O,O
SJTZOIL,O,O,O,O,O,O,O,O,O
SJTZOLI,O,O,O,O,O,O,O,O,O
SJTOILZ,O,O,O,O,O,O,O,O,O
SJTOIZL,O,O,O,O,O,O,O,O,O
SJTOLIZ,O,O,O,O,O,O,O,O,O
SJTOLZI,O,O,O,O,O,O,O,O,O
SJTOZIL,O,O,O,O,O,O,O,O,O
SJTOZLI,O,O,O,O,O,O,O,O,O
SJITLZO,O,O,O,O,O,O,O,O,O
SJITLOZ,O,O,O,O,O,O,O,O,X
SJITZLO,O,O,O,O,O,O,O,O,O
SJITZOL,O,O,O,O,O,O,O,O,O
SJITOLZ,O,O,O,O,O,O,O,O,O
SJITOZL,O,O,O,O,O,O,O,O,O
SJILTZO,O,O,O,O,X,X,O,O,O
SJILTOZ,O,O,O,O,O,X,O,O,X
SJILZTO,O,O,O,O,X,X,O,O,O
SJILZOT,O,O,O,O,O,X,O,O,O
SJILOTZ,O,X,X,X,O,X,O,O,X
SJILOZT,O,X,X,X,O,X,O,O,X
SJIZTLO,O,O,O,O,X,X,O,O,O
SJIZTOL,O,O,O,O,X,X,O,O,O
SJIZLTO,O,O,O,O,X,X,O,O,O
SJIZLOT,O,O,O,O,O,X,O,O,O
SJIZOTL,O,O,O,O,X,X,O,O,O
SJIZOLT,X,O,O,O,O,X,O,O,O
SJIOTLZ,O,X,X,X,O,O,O,O,O
SJIOTZL,O,X,X,X,O,O,O,O,O
SJIOLTZ,O,X,X,X,O,X,O,O,O
SJIOLZT,O,X,X,X,O,X,O,O,O
SJIOZTL,O,X,X,X,X,X,O,O,O
SJIOZLT,X,X,X,X,O,X,O,O,O
SJLTIZO,O,O,O,O,O,X,O,O,O
SJLTIOZ,O,O,O,O,O,X,O,O,X
SJLTZIO,O,O,O,O,O,X,O,O,O
SJLTZOI,O,O,O,O,O,X,O,O,O
SJLTOIZ,O,O,O,O,O,X,O,O,X
SJLTOZI,O,O,O,O,O,X,O,O,X
SJLITZO,O,O,O,O,X,X,O,O,O
SJLITOZ,O,O,O,O,O,X,O,O,X
SJLIZTO,O,O,O,O,X,X,O,O,O
SJLIZOT,O,O,O,O,O,X,O,O,O
SJLIOTZ,O,X,X,X,O,X,O,O,X
SJLIOZT,O,X,X,X,O,X,O,O,X
SJLZTIO,O,O,O,O,X,X,O,O,O
SJLZTOI,O,O,O,O,X,X,O,O,O
SJLZITO,O,O,O,O,X,X,O,O,O
SJLZIOT,O,O,O,O,O,X,O,O,O
SJLZOTI,O,O,O,O,O,X,O,O,O
SJLZOIT,O,O,O,O,O,X,O,O,O
SJLOTIZ,O,X,X,X,O,X,O,O,X
SJLOTZI,O,X,X,X,O,X,O,O,X
SJLOITZ,O,X,X,X,O,X,O,O,X
SJLOIZT,O,X,X,X,O,X,O,O,X
SJLOZTI,O,X,X,X,O,X,O,O,X
SJLOZIT,O,X,X,X,O,X,O,O,X
SJZTILO,O,O,O,O,O,O,O,O,O
SJZTIOL,O,O,O,O,O,O,O,O,O
SJZTLIO,O,O,O,O,O,O,O,O,O
SJZTLOI,O,O,O,O,O,O,O,O,O
SJZTOIL,O,O,O,O,O,O,O,O,O
SJZTOLI,O,O,O,O,O,O,O,O,O
SJZITLO,O,O,O,O,X,X,O,O,O
SJZITOL,O,O,O,O,X,X,O,O,O
SJZILTO,O,O,O,O,X,X,O,O,O
SJZILOT,O,O,O,O,O,X,O,O,O
SJZIOTL,O,O,O,O,X,X,O,O,O
SJZIOLT,X,O,O,O,O,X,O,O,O
SJZLTIO,O,O,O,O,X,X,O,O,O
SJZLTOI,O,O,O,O,X,X,O,O,O
SJZLITO,O,O,O,O,X,X,O,O,O
SJZLIOT,O,O,O,O,O,X,O,O,O
SJZLOTI,O,O,O,O,O,X,O,O,O
SJZLOIT,O,O,O,O,O,X,O,O,O
SJZOTIL,O,O,O,O,O,O,O,O,O
SJZOTLI,O,O,O,O,O,O,O,O,O
SJZOITL,O,O,O,O,X,X,O,O,O
SJZOILT,X,O,O,O,O,X,O,O,O
SJZOLTI,X,O,O,O,O,X,O,O,O
SJZOLIT,X,O,O,O,O,X,O,O,O
SJOTILZ,O,X,X,X,O,O,O,O,O
SJOTIZL,O,X,X,X,O,O,O,O,O
SJOTLIZ,O,X,X,X,O,O,O,O,O
SJOTLZI,O,X,X,X,O,O,O,O,O
SJOTZIL,O,X,X,X,O,O,O,O,O
SJOTZLI,O,X,X,X,O,O,O,O,O
SJOITLZ,O,X,X,X,O,O,O,O,O
SJOITZL,O,X,X,X,O,O,O,O,O
SJOILTZ,O,X,X,X,O,X,O,O,O
SJOILZT,O,X,X,X,O,X,O,O,O
SJOIZTL,O,X,X,X,X,X,O,O,O
SJOIZLT,X,X,X,X,O,X,O,O,O
SJOLTIZ,O,X,X,X,O,X,O,O,O
SJOLTZI,O,X,X,X,O,X,O,O,O
SJOLITZ,O,X,X,X,O,X,O,O,O
SJOLIZT,O,X,X,X,O,X,O,O,O
SJOLZTI,O,X,X,X,O,X,O,O,O
SJOLZIT,O,X,X,X,O,X,O,O,O
SJOZTIL,O,X,X,X,O,O,O,O,O
SJOZTLI,O,X,X,X,O,O,O,O,O
SJOZITL,O,X,X,X,X,X,O,O,O
SJOZILT,X,X,X,X,O,X,O,O,O
SJOZLTI,X,X,X,X,O,X,O,O,O
SJOZLIT,X,X,X,X,O,X,O,O,O
SZTILJO,O,O,O,O,X,X,O,O,O
SZTILOJ,O,O,O,O,X,X,O,O,O
SZTIJLO,O,O,O,O,X,X,O,O,O
SZTIJOL,O,O,O,O,X,X,O,O,O
SZTIOLJ,O,O,O,O,X,X,O,O,O
SZTIOJL,O,O,O,O,X,X,O,O,O
SZTLIJO,O,O,O,O,X,X,O,O,O
SZTLIOJ,O,O,O,O,X,X,O,O,O
SZTLJIO,O,O,O,O,O,O,O,O,O
SZTLJOI,O,O,O,O,O,O,O,O,O
SZTLOIJ,O,O,O,O,X,X,O,O,O
SZTLOJI,O,O,O,O,O,O,O,O,O
SZTJILO,O,O,O,O,O,O,O,O,O
SZTJIOL,O,O,O,O,O,O,O,O,O
SZTJLIO,O,O,O,O,O,O,O,O,O
SZTJLOI,O,O,O,O,O,O,O,O,O
SZTJOIL,O,O,O,O,O,O,O,O,O
SZTJOLI,O,O,O,O,O,O,O,O,O
SZTOILJ,O,O,O,O,X,X,O,O,O
SZTOIJL,O,O,O,O,X,X,O,O,O
SZTOLIJ,O,O,O,O,X,X,O,O,O
SZTOLJI,O,O,O,O,O,O,O,O,O
SZTOJIL,O,O,O,O,O,O,O,O,O
SZTOJLI,O,O,O,O,O,O,O,O,O
SZITLJO,O,O,O,O,X,X,O,O,O
SZITLOJ,O,O,O,O,X,X,O,O,O
SZITJLO,O,O,O,O,X,X,O,O,O
SZITJOL,O,O,O,O,X,X,O,O,O
SZITOLJ,O,O,O,O,X,X,O,O,O
SZITOJL,O,O,O,O,X,X,O,O,O
SZILTJO,O,O,O,O,X,X,O,O,O
SZILTOJ,O,O,O,O,X,X,O,O,O
SZILJTO,O,O,O,O,X,X,O,O,O
SZILJOT,O,O,O,O,X,X,O,O,O
SZILOTJ,O,O,O,O,X,X,O,O,O
SZILOJT,O,O,O,X,X,X,O,O,O
SZIJTLO,O,O,O,O,X,X,O,O,O
SZIJTOL,O,O,O,O,X,X,O,O,O
SZIJLTO,O,O,O,O,X,X,O,O,O
SZIJLOT,O,O,O,O,X,X,O,O,O
SZIJOTL,O,O,O,O,X,X,O,O,O
SZIJOLT,X,O,O,O,X,X,O,O,O
SZIOTLJ,O,O,O,O,X,X,O,O,O
SZIOTJL,O,O,O,O,X,X,O,O,O
SZIOLTJ,O,O,O,O,X,X,O,O,O
SZIOLJT,O,O,O,X,X,X,O,O,O
SZIOJTL,O,O,O,O,X,X,O,O,O
SZIOJLT,X,O,O,O,X,X,O,O,O
SZLTIJO,O,O,O,O,X,X,O,O,O
SZLTIOJ,O,O,O,O,X,X,O,O,O
SZLTJIO,O,O,O,O,O,X,O,O,O
SZLTJOI,O,O,O,O,O,X,O,O,O
SZLTOIJ,O,O,O,O,X,X,O,O,O
SZLTOJI,O,O,O,O,O,X,O,O,O
SZLITJO,O,O,O,O,X,X,O,O,O
SZLITOJ,O,O,O,O,X,X,O,O,O
SZLIJTO,O,O,O,O,X,X,O,O,O
SZLIJOT,O,O,O,O,X,X,O,O,O
SZLIOTJ,O,O,O,O,X,X,O,O,O
SZLIOJT,O,O,O,X,X,X,O,O,O
SZLJTIO,O,O,O,O,X,X,O,O,O
SZLJTOI,O,O,O,O,X,X,O,O,O
SZLJITO,O,O,O,O,X,X,O,O,O
SZLJIOT,O,O,O,O,O,X,O,O,O
SZLJOTI,O,O,O,O,O,X,O,O,O
SZLJOIT,O,O,O,O,O,X,O,O,O
SZLOTIJ,O,O,O,O,X,X,O,O,O
SZLOTJI,O,O,O,O,O,X,O,O,O
SZLOITJ,O,O,O,O,X,X,O,O,O
SZLOIJT,O,O,O,X,X,X,O,O,O
SZLOJTI,O,O,O,X,O,X,O,O,O
SZLOJIT,O,O,O,X,O,X,O,O,O
SZJTILO,O,O,O,O,O,O,O,O,O
SZJTIOL,O,O,O,O,O,O,O,O,O
SZJTLIO,O,O,O,O,O,O,O,O,O
SZJTLOI,O,O,O,O,O,O,O,O,O
SZJTOIL,O,O,O,O,O,O,O,O,O
SZJTOLI,O,O,O,O,O,O,O,O,O
SZJITLO,O,O,O,O,X,X,O,O,O
SZJITOL,O,O,O,O,X,X,O,O,O
SZJILTO,O,O,O,O,X,X,O,O,O
SZJILOT,O,O,O,O,O,X,O,O,O
SZJIOTL,O,O,O,O,X,X,O,O,O
SZJIOLT,X,O,O,O,O,X,O,O,O
SZJLTIO,O,O,O,O,X,X,O,O,O
SZJLTOI,O,O,O,O,X,X,O,O,O
SZJLITO,O,O,O,O,X,X,O,O,O
SZJLIOT,O,O,O,O,O,X,O,O,O
SZJLOTI,O,O,O,O,O,X,O,O,O
SZJLOIT,O,O,O,O,O,X,O,O,O
SZJOTIL,O,O,O,O,O,O,O,O,O
SZJOTLI,O,O,O,O,O,O,O,O,O
SZJOITL,O,O,O,O,X,X,O,O,O
SZJOILT,X,O,O,O,O,X,O,O,O
SZJOLTI,X,O,O,O,O,X,O,O,O
SZJOLIT,X,O,O,O,O,X,O,O,O
SZOTILJ,O,O,O,O,X,X,O,O,O
SZOTIJL,O,O,O,O,X,X,O,O,O
SZOTLIJ,O,O,O,O,X,X,O,O,O
SZOTLJI,O,O,O,O,O,O,O,O,O
SZOTJIL,O,O,O,O,O,O,O,O,O
SZOTJLI,O,O,O,O,O,O,O,O,O
SZOITLJ,O,O,O,O,X,X,O,O,O
SZOITJL,O,O,O,O,X,X,O,O,O
SZOILTJ,O,O,O,O,X,X,O,O,O
SZOILJT,O,O,O,X,X,X,O,O,O
SZOIJTL,O,O,O,O,X,X,O,O,O
SZOIJLT,X,O,O,O,X,X,O,O,O
SZOLTIJ,O,O,O,O,X,X,O,O,O
SZOLTJI,O,O,O,O,O,X,O,O,O
SZOLITJ,O,O,O,O,X,X,O,O,O
SZOLIJT,O,O,O,X,X,X,O,O,O
SZOLJTI,O,O,O,X,O,X,O,O,O
SZOLJIT,O,O,O,X,O,X,O,O,O
SZOJTIL,O,O,O,O,O,O,O,O,O
SZOJTLI,O,O,O,O,O,O,O,O,O
SZOJITL,O,O,O,O,X,X,O,O,O
SZOJILT,X,O,O,O,O,X,O,O,O
SZOJLTI,X,O,O,O,O,X,O,O,O
SZOJLIT,X,O,O,O,O,X,O,O,O
SOTILJZ,O,O,O,X,O,X,O,O,O
SOTILZJ,O,O,O,X,X,X,O,O,O
SOTIJLZ,O,O,O,X,O,X,O,O,O
SOTIJZL,O,O,O,X,O,X,O,O,O
SOTIZLJ,O,O,O,X,X,X,O,O,O
SOTIZJL,O,O,O,X,X,X,O,O,O
SOTLIJZ,O,O,O,X,O,X,O,O,O
SOTLIZJ,O,O,O,X,X,X,O,O,O
SOTLJIZ,O,O,O,X,O,O,O,O,O
SOTLJZI,O,O,O,X,O,O,O,O,O
SOTLZIJ,O,O,O,X,X,X,O,O,O
SOTLZJI,O,O,O,X,O,O,O,O,O
SOTJILZ,O,O,O,X,O,O,O,O,O
SOTJIZL,O,O,O,X,O,O,O,O,O
SOTJLIZ,O,O,O,X,O,O,O,O,O
SOTJLZI,O,O,O,X,O,O,O,O,O
SOTJZIL,O,O,O,X,O,O,O,O,O
SOTJZLI,O,O,O,X,O,O,O,O,O
SOTZILJ,O,O,O,X,X,X,O,O,O
SOTZIJL,O,O,O,X,X,X,O,O,O
SOTZLIJ,O,O,O,X,X,X,O,O,O
SOTZLJI,O,O,O,X,O,O,O,O,O
SOTZJIL,O,O,O,X,O,O,O,O,O
SOTZJLI,O,O,O,X,O,O,O,O,O
SOITLJZ,O,O,O,X,O,X,O,O,O
SOITLZJ,O,O,O,X,X,X,O,O,O
SOITJLZ,O,O,O,X,O,X,O,O,O
SOITJZL,O,O,O,X,O,X,O,O,O
SOITZLJ,O,O,O,X,X,X,O,O,O
SOITZJL,O,O,O,X,X,X,O,O,O
SOILTJZ,O,O,O,X,O,X,O,O,O
SOILTZJ,O,O,O,X,X,X,O,O,O
SOILJTZ,O,X,X,X,O,X,O,O,O
SOILJZT,O,X,X,X,O,X,O,O,O
SOILZTJ,O,O,O,X,X,X,O,O,O
SOILZJT,O,O,O,X,X,X,O,O,O
SOIJTLZ,O,X,X,X,O,X,O,O,O
SOIJTZL,O,X,X,X,O,X,O,O,O
SOIJLTZ,O,X,X,X,O,X,O,O,O
SOIJLZT,O,X,X,X,O,X,O,O,O
SOIJZTL,O,X,X,X,X,X,O,O,O
SOIJZLT,X,X,X,X,O,X,O,O,O
SOIZTLJ,O,O,O,X,X,X,O,O,O
SOIZTJL,O,O,O,X,X,X,O,O,O
SOIZLTJ,O,O,O,X,X,X,O,O,O
SOIZLJT,O,O,O,X,X,X,O,O,O
SOIZJTL,O,O,O,X,X,X,O,O,O
SOIZJLT,X,O,O,X,X,X,O,O,O
SOLTIJZ,O,O,O,X,O,X,O,O,O
SOLTIZJ,O,O,O,X,X,X,O,O,O
SOLTJIZ,O,O,O,X,O,X,O,O,O
SOLTJZI,O,O,O,X,O,X,O,O,O
SOLTZIJ,O,O,O,X,X,X,O,O,O
SOLTZJI,O,O,O,X,O,X,O,O,O
SOLITJZ,O,O,O,X,O,X,O,O,O
SOLITZJ,O,O,O,X,X,X,O,O,O
SOLIJTZ,O,X,X,X,O,X,O,O,O
SOLIJZT,O,X,X,X,O,X,O,O,O
SOLIZTJ,O,O,O,X,X,X,O,O,O
SOLIZJT,O,O,O,X,X,X,O,O,O
SOLJTIZ,O,X,X,X,O,X,O,O,O
SOLJTZI,O,X,X,X,O,X,O,O,O
SOLJITZ,O,X,X,X,O,X,O,O,O
SOLJIZT,O,X,X,X,O,X,O,O,O
SOLJZTI,O,X,X,X,O,X,O,O,O
SOLJZIT,O,X,X,X,O,X,O,O,O
SOLZTIJ,O,O,O,X,X,X,O,O,O
SOLZTJI,O,O,O,X,O,X,O,O,O
SOLZITJ,O,O,O,X,X,X,O,O,O
SOLZIJT,O,O,O,X,X,X,O,O,O
SOLZJTI,O,O,O,X,O,X,O,O,O
SOLZJIT,O,O,O,X,O,X,O,O,O
SOJTILZ,O,X,X,X,O,O,O,O,O
SOJTIZL,O,X,X,X,O,O,O,O,O
SOJTLIZ,O,X,X,X,O,O,O,O,O
SOJTLZI,O,X,X,X,O,O,O,O,O
SOJTZIL,O,X,X,X,O,O,O,O,O
SOJTZLI,O,X,X,X,O,O,O,O,O
SOJITLZ,O,X,X,X,O,O,O,O,O
SOJITZL,O,X,X,X,O,O,O,O,O
SOJILTZ,O,X,X,X,O,X,O,O,O
SOJILZT,O,X,X,X,O,X,O,O,O
SOJIZTL,O,X,X,X,X,X,O,O,O
SOJIZLT,X,X,X,X,O,X,O,O,O
SOJLTIZ,O,X,X,X,O,X,O,O,O
SOJLTZI,O,X,X,X,O,X,O,O,O
SOJLITZ,O,X,X,X,O,X,O,O,O
SOJLIZT,O,X,X,X,O,X,O,O,O
SOJLZTI,O,X,X,X,O,X,O,O,O
SOJLZIT,O,X,X,X,O,X,O,O,O
SOJZTIL,O,X,X,X,O,O,O,O,O
SOJZTLI,O,X,X,X,O,O,O,O,O
SOJZITL,O,X,X,X,X,X,O,O,O
SOJZILT,X,X,X,X,O,X,O,O,O
SOJZLTI,X,X,X,X,O,X,O,O,O
SOJZLIT,X,X,X,X,O,X,O,O,O
SOZTILJ,O,O,O,X,X,X,O,O,O
SOZTIJL,O,O,O,X,X,X,O,O,O
SOZTLIJ,O,O,O,X,X,X,O,O,O
SOZTLJI,O,O,O,X,O,O,O,O,O
SOZTJIL,O,O,O,X,O,O,O,O,O
SOZTJLI,O,O,O,X,O,O,O,O,O
SOZITLJ,O,O,O,X,X,X,O,O,O
SOZITJL,O,O,O,X,X,X,O,O,O
SOZILTJ,O,O,O,X,X,X,O,O,O
SOZILJT,O,O,O,X,X,X,O,O,O
SOZIJTL,O,O,O,X,X,X,O,O,O
SOZIJLT,X,O,O,X,X,X,O,O,O
SOZLTIJ,O,O,O,X,X,X,O,O,O
SOZLTJI,O,O,O,X,O,X,O,O,O
SOZLITJ,O,O,O,X,X,X,O,O,O
SOZLIJT,O,O,O,X,X,X,O,O,O
SOZLJTI,O,O,O,X,O,X,O,O,O
SOZLJIT,O,O,O,X,O,X,O,O,O
SOZJTIL,O,O,O,X,O,O,O,O,O
SOZJTLI,O,O,O,X,O,O,O,O,O
SOZJITL,O,O,O,X,X,X,O,O,O
SOZJILT,X,O,O,X,O,X,O,O,O
SOZJLTI,X,O,O,X,O,X,O,O,O
SOZJLIT,X,O,O,X,O,X,O,O,O
ZTILJSO,O,O,O,O,X,O,O,X,O
ZTILJOS,O,O,O,O,X,O,O,X,O
ZTILSJO,O,O,O,O,X,X,O,X,O
ZTILSOJ,O,O,O,O,X,X,O,X,O
ZTILOJS,O,O,O,O,X,O,O,X,O
ZTILOSJ,O,O,O,O,X,X,O,X,O
ZTIJLSO,O,O,O,O,X,O,O,X,O
ZTIJLOS,O,O,O,O,X,O,O,X,O
ZTIJSLO,O,O,O,O,X,O,O,X,O
ZTIJSOL,O,O,O,O,X,O,O,X,O
ZTIJOLS,O,O,O,O,X,O,X,X,O
ZTIJOSL,O,O,O,O,X,O,X,X,O
ZTISLJO,O,O,O,O,X,X,O,X,O
ZTISLOJ,O,O,O,O,X,X,O,X,O
ZTISJLO,O,O,O,O,X,X,O,X,O
ZTISJOL,O,O,O,O,X,X,O,X,O
ZTISOLJ,O,O,O,O,X,X,O,X,O
ZTISOJL,O,O,O,O,X,X,O,X,O
ZTIOLJS,O,O,O,O,X,O,O,X,O
ZTIOLSJ,O,O,O,O,X,X,O,X,O
ZTIOJLS,O,O,O,O,X,O,X,X,O
ZTIOJSL,O,O,O,O,X,O,X,X,O
