sequence,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhF8gBzcBuiBifBlm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jem6IvhFfhB0cBldBxkBCn?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhF0cBldB2kBzgBCn?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jei6IvhFRcBuiBFgBXhB8m?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhFlcB3dBzgBCnBOp?B8pB,v115@8gA8HeB8HeG8AeD8BeH8JeU8IvhFRdBFgBTiBGmB/p?BipB,v115@8gA8HeB8HeG8AeD8BeH8Jel7IvhF3cBuiBifB8mBRq?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Je8AJvhFRdBifBGiBXgBlm?BTpB,v115@8gA8HeB8HeG8AeD8BeH8JeK/IvhFUcBRdBFgBTiBGm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jex7IvhFldBTgB/mBOpBUn?B6pB,v115@8gA8HeB8HeG8AeD8BeH8JeVBJvhF3dBzfBGmBZkBUn?BCqB,v115@8gA8HeB8HeG8AeD8BeH8JeK/IvhFzbBRdBUgBGiBlm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jez7IvhFRdBUgBGiBlmB/p?BipB
LTOIZJS,O,X,O,X,O,X,O,X,O,X,X,O,X
LTOIZSJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LTOJISZ,X,X,O,X,O,X,X,X,O,X,X,O,X
LTOJIZS,O,X,O,O,X,X,O,O,O,X,X,O,X
LTOJSIZ,O,X,O,X,O,X,X,X,O,X,X,O,X
LTOJSZI,O,X,O,X,O,X,X,X,O,X,X,O,X
LTOJZIS,O,X,O,O,O,X,X,O,O,X,X,O,X
LTOJZSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LTOSIJZ,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LTOSJIZ,O,X,O,X,O,X,X,X,O,X,X,O,X
LTOSJZI,O,X,O,X,O,X,X,X,O,X,X,O,X
LTOSZIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LTOSZJI,O,X,O,X,O,X,X,X,O,X,X,O,X
LTOZIJS,O,X,O,O,O,X,X,X,O,X,X,O,X
LTOZISJ,O,X,O,X,O,X,X,X,X,X,X,X,X
LTOZJIS,O,X,O,O,O,X,X,O,O,X,X,O,X
LTOZJSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LTOZSIJ,O,O,O,O,O,X,X,X,X,O,X,X,X
LTOZSJI,O,X,O,O,O,X,O,X,O,O,X,O,X
LITJSZO,X,O,O,X,X,X,O,O,X,X,X,O,O
LITJSOZ,X,O,X,X,X,X,X,X,X,X,X,O,X
LITJZSO,O,O,O,X,X,X,O,O,X,X,X,O,X
LITJZOS,O,X,O,X,X,X,O,O,X,X,X,O,X
LITJOSZ,X,O,O,X,X,X,X,X,X,X,X,O,X
LITJOZS,O,X,O,X,X,X,O,O,X,X,X,O,X
LITSJZO,X,O,X,X,X,X,O,O,X,X,X,O,O
LITSJOZ,X,O,X,X,X,X,X,X,X,X,X,O,X
LITSZJO,X,O,X,X,O,X,O,X,X,X,X,O,O
LITSZOJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LITSOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LITSOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LITZJSO,O,O,O,X,O,X,O,O,X,X,X,O,X
LITZJOS,O,X,O,X,O,X,O,O,X,X,X,O,X
LITZSJO,O,O,X,X,O,X,O,X,X,X,X,O,X
LITZSOJ,O,O,X,X,O,X,O,X,X,X,X,X,X
LITZOJS,O,X,O,X,X,X,O,X,O,X,X,O,X
LITZOSJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LITOJSZ,X,O,O,X,O,X,X,X,O,X,X,O,X
LITOJZS,O,X,O,X,X,X,O,O,O,X,X,O,X
LITOSJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LITOSZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LITOZJS,O,X,O,X,O,X,O,X,O,X,X,O,X
LITOZSJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LIJTSZO,X,O,O,X,X,X,O,O,X,X,X,O,X
LIJTSOZ,X,O,X,X,X,X,X,X,X,X,X,O,X
LIJTZSO,O,O,O,X,X,X,O,O,X,X,X,O,X
LIJTZOS,O,X,O,X,X,X,O,O,O,X,X,O,X
LIJTOSZ,X,O,O,X,X,X,X,X,O,X,X,O,X
LIJTOZS,O,X,O,X,X,X,O,O,O,X,X,O,X
LIJSTZO,X,O,O,X,X,X,O,O,X,X,X,X,X
LIJSTOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,O,O,X,X,X,O,X,X,X,X,X,X
LIJSZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJSOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,O,O,O,X,X,X,O,O,X,X,X,O,X
LIJZTOS,O,X,O,X,X,X,O,O,O,X,X,O,X
LIJZSTO,O,O,O,X,X,X,O,O,X,X,X,X,X
LIJZSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJZOTS,O,X,O,X,X,X,O,X,O,X,X,O,X
LIJZOST,X,X,X,X,X,X,O,X,O,X,X,X,X
LIJOTSZ,X,O,O,X,X,X,X,X,O,X,X,X,X
LIJOTZS,X,X,O,X,X,X,O,O,O,X,X,X,X
LIJOSTZ,X,O,O,X,X,X,X,X,O,X,X,X,X
LIJOSZT,X,O,O,X,X,X,X,X,O,X,X,X,X
LIJOZTS,O,X,O,X,X,X,O,X,O,X,X,X,X
LIJOZST,X,X,O,X,X,X,O,X,O,X,X,X,X
LISTJZO,X,O,X,X,X,X,O,O,X,X,X,O,X
LISTJOZ,X,O,X,X,X,X,X,X,X,X,X,O,X
LISTZJO,X,O,X,X,O,X,O,X,X,X,X,O,X
LISTZOJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LISTOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LISTOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJTZO,X,O,X,X,X,X,O,O,X,X,X,X,X
LISJTOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,O,X,X,X,X,O,X,X,X,X,X,X
LISJZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LISJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,X,O,X,O,X,X,X,X,O,X
LISZTOJ,O,O,X,X,O,X,O,X,X,X,X,X,X
LISZJTO,O,O,X,X,O,X,O,X,X,X,X,X,X
LISZJOT,X,O,X,X,O,X,O,X,X,X,X,X,X
LISZOTJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LISZOJT,X,O,X,X,O,X,O,X,X,X,X,X,X
LISOTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LISOTZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LISOJTZ,X,O,X,X,O,X,X,X,O,X,X,X,X
LISOJZT,X,O,X,X,X,X,X,X,O,X,X,X,X
LISOZTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LISOZJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZTJSO,O,O,O,X,O,X,O,O,X,X,X,O,X
LIZTJOS,O,X,O,X,O,X,O,O,X,X,X,O,X
LIZTSJO,O,O,X,X,O,X,O,X,X,X,X,O,X
LIZTSOJ,O,O,X,X,O,X,O,X,X,X,X,X,X
LIZTOJS,O,X,O,X,X,X,O,X,X,X,X,O,X
LIZTOSJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LIZJTSO,O,O,O,X,O,X,O,O,X,X,X,O,X
LIZJTOS,O,X,O,X,O,X,O,O,X,X,X,O,X
LIZJSTO,O,O,O,X,O,X,O,O,X,X,X,X,X
LIZJSOT,X,O,X,X,O,X,O,X,X,X,X,X,X
LIZJOTS,O,X,O,X,O,X,O,X,X,X,X,O,X
LIZJOST,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZSTJO,O,O,X,X,O,X,O,X,X,X,X,O,X
LIZSTOJ,O,O,X,X,O,X,O,X,X,X,X,X,X
LIZSJTO,O,O,X,X,O,X,O,X,X,X,X,X,X
LIZSJOT,X,O,X,X,O,X,O,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LIZSOJT,X,O,X,X,O,X,O,X,X,X,X,X,X
LIZOTJS,O,X,O,X,O,X,O,X,X,X,X,O,X
LIZOTSJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LIZOJTS,O,X,O,X,O,X,O,X,O,X,X,O,X
LIZOJST,X,X,O,X,O,X,O,X,O,X,X,X,X
LIZOSTJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LIZOSJT,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOTJSZ,X,O,O,X,O,X,X,X,O,X,X,O,X
LIOTJZS,X,X,O,X,X,X,O,O,O,X,X,O,X
LIOTSJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOTZJS,X,X,O,X,O,X,O,X,O,X,X,O,X
LIOTZSJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LIOJTSZ,X,O,O,X,O,X,X,X,O,X,X,X,X
LIOJTZS,X,X,O,X,X,X,O,O,O,X,X,X,X
LIOJSTZ,X,O,O,X,O,O,X,X,O,X,X,X,X
LIOJSZT,X,O,O,X,X,O,X,X,O,X,X,X,X
LIOJZTS,O,X,O,X,X,X,O,X,O,X,X,X,X
LIOJZST,X,X,O,X,X,O,O,X,O,X,X,X,X
LIOSTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOSJTZ,X,O,X,X,O,X,X,X,O,X,X,X,X
LIOSJZT,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOSZTJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOSZJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOZTJS,O,X,O,X,O,X,O,X,X,X,X,O,X
LIOZTSJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LIOZJTS,O,X,O,X,O,X,O,X,O,X,X,X,X
LIOZJST,X,X,O,X,O,X,O,X,O,X,X,X,X
LIOZSTJ,X,X,O,X,O,X,O,X,X,X,X,X,X
LIOZSJT,X,X,X,X,O,X,O,X,X,X,X,X,X
LJTISZO,X,O,O,O,X,X,O,O,X,X,X,O,X
LJTISOZ,X,O,X,X,X,X,X,X,X,X,O,O,X
LJTIZSO,O,O,O,O,X,X,O,O,X,X,X,O,X
LJTIZOS,O,X,O,O,X,X,O,O,O,X,X,O,X
LJTIOSZ,X,O,O,X,X,X,X,X,O,X,O,O,X
LJTIOZS,O,X,O,O,X,X,O,O,O,X,X,O,X
LJTSIZO,O,O,O,O,X,X,O,O,X,X,X,O,X
LJTSIOZ,O,O,X,X,X,X,X,X,X,X,O,O,X
LJTSZIO,O,O,O,O,O,X,O,O,X,X,X,O,X
LJTSZOI,O,X,X,O,O,X,O,O,O,X,X,O,X
LJTSOIZ,O,X,O,X,O,X,X,X,O,X,O,O,X
LJTSOZI,O,X,O,X,O,X,X,X,O,X,X,O,X
LJTZISO,O,X,O,O,O,X,O,O,X,X,X,O,X
LJTZIOS,O,X,O,O,O,X,O,O,O,X,X,O,X
LJTZSIO,O,O,O,O,O,X,O,O,X,X,X,O,X
LJTZSOI,O,X,X,O,O,X,O,O,O,X,X,O,X
LJTZOIS,O,X,O,O,O,X,X,O,O,X,X,O,X
LJTZOSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LJTOISZ,X,X,O,X,O,X,X,X,O,X,O,O,X
LJTOIZS,O,X,O,O,X,X,O,O,O,X,X,O,X
LJTOSIZ,O,X,O,X,O,X,X,X,O,X,O,O,X
LJTOSZI,O,X,O,X,O,X,X,X,O,X,X,O,X
LJTOZIS,O,X,O,O,O,X,X,O,O,X,X,O,X
LJTOZSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LJITSZO,X,O,O,X,X,X,O,O,X,X,X,O,X
LJITSOZ,X,O,X,X,X,X,X,X,X,X,O,O,X
LJITZSO,O,O,O,X,X,X,O,O,X,X,X,O,X
LJITZOS,O,X,O,X,X,X,O,O,O,X,X,O,X
LJITOSZ,X,O,O,X,X,X,X,X,O,X,O,O,X
LJITOZS,O,X,O,X,X,X,O,O,O,X,X,O,X
LJISTZO,X,O,O,X,X,X,O,O,X,X,X,X,X
LJISTOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
LJISZTO,O,O,O,X,X,X,O,X,X,X,X,X,X
LJISZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LJISOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X
LJISOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,O,O,X,X,X,O,O,X,X,X,O,X
LJIZTOS,O,X,O,X,X,X,O,O,O,X,X,O,X
LJIZSTO,O,O,O,X,X,X,O,O,X,X,X,X,X
LJIZSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LJIZOTS,O,X,O,X,X,X,O,X,O,X,X,O,X
LJIZOST,X,X,X,X,X,X,O,X,O,X,X,X,X
LJIOTSZ,X,O,O,X,X,X,X,X,O,X,O,X,X
LJIOTZS,X,X,O,X,X,X,O,O,O,X,X,X,X
LJIOSTZ,X,O,O,X,X,X,X,X,O,X,O,X,X
LJIOSZT,X,O,O,X,X,X,X,X,O,X,X,X,X
LJIOZTS,O,X,O,X,X,X,O,X,O,X,X,X,X
LJIOZST,X,X,O,X,X,X,O,X,O,X,X,X,X
LJSTIZO,X,O,O,X,X,X,O,O,X,X,X,X,X
LJSTIOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
LJSTZIO,O,O,O,X,O,X,O,O,X,X,X,X,X
LJSTZOI,O,X,X,X,O,O,O,O,O,X,X,X,X
LJSTOIZ,X,X,O,X,O,O,X,X,O,X,O,X,X
LJSTOZI,O,X,O,X,O,O,X,X,O,X,X,X,X
LJSITZO,X,O,O,X,X,X,O,O,X,X,X,X,X
LJSITOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
LJSIZTO,O,O,O,X,X,X,O,X,X,X,X,X,X
LJSIZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSIOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X
LJSIOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,X,O,X,O,O,X,X,X,X,X
LJSZTOI,O,X,X,X,O,O,O,O,O,X,X,X,X
LJSZITO,O,O,O,X,O,X,O,O,X,X,X,X,X
LJSZIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,O,O,O,O,O,X,X,O,X
LJSZOIT,X,X,X,X,O,O,X,X,O,X,X,X,X
LJSOTIZ,X,X,O,X,O,O,X,X,O,X,O,X,X
LJSOTZI,X,X,O,X,O,O,X,X,O,X,X,X,X
LJSOITZ,X,X,O,X,O,O,X,X,O,X,O,X,X
LJSOIZT,X,X,O,X,X,O,X,X,O,X,X,X,X
LJSOZTI,X,X,O,X,O,O,X,X,O,X,X,X,X
LJSOZIT,X,X,O,X,O,O,X,X,O,X,X,X,X
LJZTISO,O,X,O,O,O,X,O,O,X,X,X,O,X
LJZTIOS,O,X,O,O,O,X,O,O,O,X,X,O,X
LJZTSIO,O,O,O,O,O,X,O,O,X,X,X,O,X
LJZTSOI,O,X,X,O,O,X,O,O,O,X,X,O,X
LJZTOIS,O,X,O,O,O,X,X,O,O,X,X,O,X
LJZTOSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LJZITSO,O,X,O,O,O,X,O,O,X,X,X,O,X
LJZITOS,O,X,O,O,O,X,O,O,O,X,X,O,X
LJZISTO,O,X,O,O,O,X,O,O,X,X,X,X,X
LJZISOT,X,X,X,O,O,X,O,X,X,X,X,X,X
LJZIOTS,O,X,O,O,O,X,O,X,O,X,X,O,X
LJZIOST,X,X,X,O,O,X,O,X,O,X,X,X,X
LJZSTIO,O,O,O,O,O,X,O,O,X,X,X,X,X
LJZSTOI,O,X,X,O,O,O,O,O,O,X,X,X,X
LJZSITO,O,O,O,O,O,X,O,O,X,X,X,X,X
LJZSIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LJZSOTI,X,X,X,O,O,O,O,O,O,X,X,O,X
LJZSOIT,X,X,X,O,O,O,X,X,O,X,X,X,X
LJZOTIS,O,X,O,O,O,X,X,O,O,X,X,O,X
LJZOTSI,O,X,O,O,O,X,O,O,O,X,X,O,X
LJZOITS,O,X,O,O,O,X,X,X,O,X,X,O,X
LJZOIST,X,X,O,O,O,O,X,X,O,X,X,X,X
LJZOSTI,X,X,O,O,O,O,O,O,O,X,X,O,X
LJZOSIT,X,X,O,O,O,O,X,X,O,X,X,X,X
LJOTISZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LJOTIZS,O,X,O,X,X,X,O,O,O,X,X,X,X
LJOTSIZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LJOTSZI,O,X,O,X,O,X,X,X,O,X,X,X,X
LJOTZIS,O,X,O,X,O,X,X,O,O,X,X,X,X
LJOTZSI,O,X,O,X,O,X,O,O,O,X,X,X,X
LJOITSZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LJOITZS,X,X,O,X,X,X,O,O,O,X,X,X,X
LJOISTZ,X,X,O,X,O,O,X,X,O,X,O,X,X
LJOISZT,X,X,O,X,X,O,X,X,O,X,X,X,X
LJOIZTS,O,X,O,X,X,X,O,X,O,X,X,X,X
LJOIZST,X,X,O,X,X,O,O,X,O,X,X,X,X
LJOSTIZ,X,X,O,X,O,O,X,X,O,X,O,X,X
LJOSTZI,X,X,O,X,O,O,X,X,O,X,X,X,X
LJOSITZ,X,X,O,X,O,O,X,X,O,X,O,X,X
LJOSIZT,X,X,O,X,X,O,X,X,O,X,X,X,X
LJOSZTI,X,X,O,X,O,O,X,X,O,X,X,X,X
LJOSZIT,X,X,O,X,O,O,X,X,O,X,X,X,X
LJOZTIS,O,X,O,X,O,X,X,O,O,X,X,O,X
LJOZTSI,O,X,O,X,O,X,O,O,O,X,X,O,X
LJOZITS,O,X,O,X,O,X,X,X,O,X,X,O,X
LJOZIST,X,X,O,X,O,O,X,X,O,X,X,X,X
LJOZSTI,X,X,O,X,O,O,O,O,O,X,X,O,X
LJOZSIT,X,X,O,X,O,O,X,X,O,X,X,X,X
LSTIJZO,X,O,X,X,X,X,O,O,X,X,X,O,X
LSTIJOZ,X,O,X,X,X,X,X,X,X,X,X,O,X
LSTIZJO,X,O,X,X,O,X,O,X,X,X,X,O,X
LSTIZOJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LSTIOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTIOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTJIZO,X,O,O,X,X,X,O,O,X,X,X,O,X
LSTJIOZ,X,O,X,X,X,X,X,X,X,X,X,O,X
LSTJZIO,O,O,O,X,O,X,O,O,X,X,X,O,X
LSTJZOI,O,X,X,X,O,X,O,O,X,X,X,O,X
LSTJOIZ,X,X,O,X,O,X,X,X,X,X,X,O,X
LSTJOZI,O,X,O,X,O,X,X,X,X,X,X,O,X
LSTZIJO,O,O,X,X,O,X,O,X,X,X,X,O,X
LSTZIOJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,X,O,X,O,O,X,X,X,O,X
LSTZJOI,O,X,X,X,O,X,O,O,X,X,X,O,X
LSTZOIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LSTZOJI,O,X,O,X,O,X,O,X,O,X,X,O,X
LSTOIJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTOIZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSTOJIZ,X,X,O,X,O,X,X,X,O,X,X,O,X
LSTOJZI,O,X,O,X,O,X,X,X,O,X,X,O,X
LSTOZIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LSTOZJI,O,X,O,X,O,X,X,X,O,X,X,O,X
LSITJZO,X,O,X,X,X,X,O,O,X,X,X,O,X
LSITJOZ,X,O,X,X,X,X,X,X,X,X,X,O,X
LSITZJO,X,O,X,X,O,X,O,X,X,X,X,O,X
LSITZOJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LSITOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSITOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIJTZO,X,O,X,X,X,X,O,O,X,X,X,X,X
LSIJTOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZTO,O,O,X,X,X,X,O,X,X,X,X,X,X
LSIJZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LSIJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIJOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,X,X,O,X,O,X,X,X,X,O,X
LSIZTOJ,O,O,X,X,O,X,O,X,X,O,X,X,X
LSIZJTO,O,O,X,X,O,X,O,X,X,X,X,X,X
LSIZJOT,X,O,X,X,O,X,O,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,O,X,O,X,X,O,X,X,X
LSIZOJT,X,O,X,X,O,X,O,X,X,O,X,X,X
LSIOTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIOTZJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIOJTZ,X,O,X,X,O,X,X,X,O,X,X,X,X
LSIOJZT,X,O,X,X,X,X,X,X,O,O,X,X,X
LSIOZTJ,X,O,X,X,O,X,X,X,X,O,X,X,X
LSIOZJT,X,O,X,X,O,X,X,X,X,O,X,X,X
LSJTIZO,X,O,O,X,X,X,O,O,X,X,X,X,X
LSJTIOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
LSJTZIO,O,O,O,X,O,X,O,O,X,X,X,X,X
LSJTZOI,O,X,X,X,O,X,O,O,O,X,X,X,X
LSJTOIZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LSJTOZI,O,X,O,X,O,X,X,X,O,X,X,X,X
LSJITZO,X,O,O,X,X,X,O,O,X,X,X,X,X
LSJITOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
LSJIZTO,O,O,O,X,X,X,O,X,X,X,X,X,X
LSJIZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJIOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X
LSJIOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,X,O,X,O,O,X,X,X,X,X
LSJZTOI,O,X,X,X,O,X,O,O,O,O,X,X,X
LSJZITO,O,O,O,X,O,X,O,O,X,X,X,X,X
LSJZIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJZOTI,X,X,X,X,O,X,O,O,O,O,X,O,X
LSJZOIT,X,X,X,X,O,X,X,X,O,O,X,X,X
LSJOTIZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LSJOTZI,X,X,O,X,O,X,X,X,O,X,X,X,X
LSJOITZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LSJOIZT,X,X,O,X,X,X,X,X,O,O,X,X,X
LSJOZTI,X,X,O,X,O,X,X,X,O,O,X,X,X
LSJOZIT,X,X,O,X,O,X,X,X,O,O,X,X,X
LSZTIJO,O,O,X,X,O,X,O,X,X,X,X,O,X
LSZTIOJ,O,O,X,X,O,X,X,X,X,O,X,X,X
LSZTJIO,O,O,O,X,O,X,O,O,X,X,X,O,X
LSZTJOI,O,X,X,X,O,X,O,O,X,O,X,O,X
LSZTOIJ,O,O,O,X,O,X,X,X,X,O,X,X,X
LSZTOJI,O,X,O,X,O,X,O,X,X,O,X,O,X
LSZITJO,O,O,X,X,O,X,O,X,X,X,X,O,X
LSZITOJ,O,O,X,X,O,X,X,X,X,O,X,X,X
LSZIJTO,O,O,X,X,O,X,O,X,X,X,X,X,X
LSZIJOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,X,X,O,X,X,X,X,O,X,X,X
LSZIOJT,X,O,X,X,O,X,X,X,X,O,X,X,X
LSZJTIO,O,O,O,X,O,X,O,O,X,X,X,X,X
LSZJTOI,O,X,X,X,O,X,O,O,X,O,X,X,X
LSZJITO,O,O,O,X,O,X,O,O,X,X,X,X,X
LSZJIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZJOTI,X,X,X,X,O,X,O,O,X,O,X,O,X
LSZJOIT,X,X,X,X,O,X,X,X,X,O,X,X,X
LSZOTIJ,X,O,O,X,O,X,X,X,X,O,X,X,X
LSZOTJI,X,X,O,X,O,X,O,X,X,O,X,O,X
LSZOITJ,X,O,O,X,O,X,X,X,X,O,X,X,X
LSZOIJT,X,O,X,X,O,X,X,X,X,O,X,X,X
LSZOJTI,X,X,O,X,O,X,O,X,X,O,X,O,X
LSZOJIT,X,X,O,X,O,X,X,X,X,O,X,X,X
LSOTIJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSOTIZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOTJIZ,X,X,O,X,O,X,X,X,O,X,X,X,X
LSOTJZI,X,X,O,X,O,X,X,X,O,X,X,X,X
LSOTZIJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOTZJI,X,X,O,X,O,X,X,X,O,X,X,X,X
LSOITJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSOITZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOIJTZ,X,O,X,X,O,X,X,X,O,X,X,X,X
LSOIJZT,X,O,X,X,X,X,X,X,O,O,X,X,X
LSOIZTJ,X,O,O,X,O,X,X,X,X,O,X,X,X
LSOIZJT,X,O,X,X,O,X,X,X,X,O,X,X,X
LSOJTIZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LSOJTZI,X,X,O,X,O,X,X,X,O,X,X,X,X
LSOJITZ,X,X,O,X,O,X,X,X,O,X,O,X,X
LSOJIZT,X,X,O,X,X,X,X,X,O,O,X,X,X
LSOJZTI,X,X,O,X,O,X,X,X,O,O,X,X,X
LSOJZIT,X,X,O,X,O,X,X,X,O,O,X,X,X
LSOZTIJ,X,O,O,X,O,X,X,X,X,O,X,X,X
LSOZTJI,X,X,O,X,O,X,X,X,X,O,X,X,X
LSOZITJ,X,O,O,X,O,X,X,X,X,O,X,X,X
LSOZIJT,X,O,X,X,O,X,X,X,X,O,X,X,X
LSOZJTI,X,X,O,X,O,X,X,X,X,O,X,X,X
LSOZJIT,X,X,O,X,O,X,X,X,X,O,X,X,X
LZTIJSO,O,O,O,O,O,X,O,O,X,X,X,O,X
LZTIJOS,O,X,O,O,O,X,O,O,X,X,X,O,X
LZTISJO,O,O,X,O,O,X,O,X,X,X,X,O,X
LZTISOJ,O,O,X,O,O,X,O,X,X,X,X,X,X
LZTIOJS,O,X,O,O,X,X,O,X,O,X,X,O,X
LZTIOSJ,O,X,O,X,O,X,O,X,X,X,X,X,X
LZTJISO,O,X,O,O,O,X,O,O,X,X,X,O,X
LZTJIOS,O,X,O,O,O,X,O,O,X,X,X,O,X
LZTJSIO,O,O,O,O,O,X,O,O,X,X,X,O,X
LZTJSOI,O,X,X,O,O,X,O,O,X,X,X,O,X
LZTJOIS,O,X,O,O,O,X,X,O,O,X,X,O,X
