sequence,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFTbBOhBfjB6jB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOgBXcBSjBUjBzlBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOhBfjB6jBTgB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFTbBGeBylBUjBXmBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFXcBCeB2lBTjB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOgBXcBFjBzlBctBCtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhF0bBCeB/lBTjBOmBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFWjBigBXhBTjB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFWjBigB0gBTjBXmBFtB
LZOTIJS,O,X,X,O,X,O,X,X,X
LZOTISJ,O,X,X,O,X,O,X,X,X
LZOTJIS,O,X,X,O,X,O,X,X,X
LZOTJSI,O,X,X,O,X,O,X,X,X
LZOTSIJ,O,X,X,O,X,O,X,X,X
LZOTSJI,O,X,X,O,X,O,X,X,X
LZOITJS,O,X,X,O,X,O,X,X,X
LZOITSJ,O,X,X,O,X,O,X,X,X
LZOIJTS,O,X,X,O,X,O,X,X,X
LZOIJST,O,O,X,O,X,O,X,X,X
LZOISTJ,O,X,X,X,X,O,X,X,X
LZOISJT,O,O,X,O,X,O,X,X,X
LZOJTIS,O,X,X,O,X,O,X,X,X
LZOJTSI,O,X,X,X,X,O,X,X,X
LZOJITS,O,X,X,O,X,O,X,X,X
LZOJIST,O,O,X,O,X,O,X,X,X
LZOJSTI,O,X,X,X,X,O,X,X,X
LZOJSIT,O,O,X,O,X,O,X,X,X
LZOSTIJ,O,X,X,X,X,O,X,X,X
LZOSTJI,O,X,X,X,X,O,X,X,X
LZOSITJ,O,X,X,X,X,O,X,X,X
LZOSIJT,O,O,X,O,X,O,X,X,X
LZOSJTI,O,X,X,X,X,O,X,X,X
LZOSJIT,O,O,X,O,X,O,X,X,X
LOTIJSZ,X,O,O,X,X,X,X,O,O
LOTIJZS,X,O,X,O,X,X,X,O,O
LOTISJZ,X,O,O,X,X,X,X,X,X
LOTISZJ,X,O,O,O,X,X,X,X,X
LOTIZJS,X,O,X,O,X,X,X,X,X
LOTIZSJ,X,O,X,O,X,X,X,X,X
LOTJISZ,X,O,O,X,X,X,X,O,O
LOTJIZS,X,O,X,O,X,X,X,O,O
LOTJSIZ,X,O,O,X,X,X,X,X,X
LOTJSZI,X,O,O,X,X,X,X,X,X
LOTJZIS,X,O,X,O,X,X,X,X,X
LOTJZSI,X,O,X,O,X,X,X,X,X
LOTSIJZ,X,O,O,X,X,X,X,X,X
LOTSIZJ,X,O,O,O,X,X,X,X,X
LOTSJIZ,X,O,O,X,X,X,X,X,X
LOTSJZI,X,O,O,X,X,X,X,X,X
LOTSZIJ,X,O,O,O,X,X,X,X,X
LOTSZJI,X,O,O,O,X,X,X,X,X
LOTZIJS,X,O,X,O,X,X,X,X,X
LOTZISJ,X,O,X,O,X,X,X,X,X
LOTZJIS,X,O,X,O,X,X,X,X,X
LOTZJSI,X,O,X,O,X,X,X,X,X
LOTZSIJ,X,O,X,O,X,X,X,X,X
LOTZSJI,X,O,X,O,X,X,X,X,X
LOITJSZ,X,O,O,X,X,X,X,O,O
LOITJZS,X,O,X,O,X,X,X,O,O
LOITSJZ,X,O,O,X,X,X,X,X,X
LOITSZJ,X,O,O,O,X,X,X,X,X
LOITZJS,X,O,X,O,X,X,X,X,X
LOITZSJ,X,O,X,O,X,X,X,X,X
LOIJTSZ,X,O,O,X,X,X,X,O,O
LOIJTZS,X,O,X,O,X,X,X,O,O
LOIJSTZ,X,O,O,X,X,X,X,O,X
LOIJSZT,X,O,O,X,X,O,X,X,X
LOIJZTS,X,X,X,O,X,O,X,X,O
LOIJZST,X,O,X,O,X,O,X,X,X
LOISTJZ,X,O,O,X,X,X,X,X,X
LOISTZJ,X,O,X,O,X,X,X,X,X
LOISJTZ,X,O,O,X,X,X,X,X,X
LOISJZT,X,O,O,X,X,O,X,X,X
LOISZTJ,X,X,X,X,X,O,X,X,X
LOISZJT,X,O,O,O,X,O,X,X,X
LOIZTJS,X,X,X,O,X,O,X,X,X
LOIZTSJ,X,X,X,O,X,O,X,X,X
LOIZJTS,X,X,X,O,X,O,X,X,X
LOIZJST,X,O,X,O,X,O,X,X,X
LOIZSTJ,X,X,X,X,X,O,X,X,X
LOIZSJT,X,O,X,O,X,O,X,X,X
LOJTISZ,X,O,O,X,X,X,X,X,X
LOJTIZS,X,O,X,O,X,X,X,X,X
LOJTSIZ,X,O,O,X,X,X,X,X,X
LOJTSZI,X,O,O,X,X,X,X,X,X
LOJTZIS,X,O,X,O,X,X,X,X,X
LOJTZSI,X,O,X,O,X,X,X,X,X
LOJITSZ,X,O,O,X,X,X,X,O,O
LOJITZS,X,O,X,O,X,X,X,O,O
LOJISTZ,X,O,O,X,X,X,X,O,X
LOJISZT,X,O,O,X,X,O,X,X,X
LOJIZTS,X,X,X,O,X,O,X,X,O
LOJIZST,X,O,X,O,X,O,X,X,X
LOJSTIZ,X,O,O,X,X,X,X,X,X
LOJSTZI,X,O,X,X,X,X,X,X,X
LOJSITZ,X,O,O,X,X,X,X,X,X
LOJSIZT,X,O,O,X,X,O,X,X,X
LOJSZTI,X,X,X,X,X,O,X,X,X
LOJSZIT,X,O,O,X,X,O,X,X,X
LOJZTIS,X,X,X,O,X,O,X,X,X
LOJZTSI,X,X,X,X,X,O,X,X,X
LOJZITS,X,X,X,O,X,O,X,X,X
LOJZIST,X,O,X,O,X,O,X,X,X
LOJZSTI,X,X,X,X,X,O,X,X,X
LOJZSIT,X,O,X,O,X,O,X,X,X
LOSTIJZ,X,O,O,X,X,X,X,X,X
LOSTIZJ,X,O,X,O,X,X,X,X,X
LOSTJIZ,X,O,O,X,X,X,X,X,X
LOSTJZI,X,O,X,X,X,X,X,X,X
LOSTZIJ,X,O,X,O,X,X,X,X,X
LOSTZJI,X,O,X,O,X,X,X,X,X
LOSITJZ,X,O,O,X,X,X,X,X,X
LOSITZJ,X,O,X,O,X,X,X,X,X
LOSIJTZ,X,O,O,X,X,X,X,X,X
LOSIJZT,X,O,O,X,X,O,X,X,X
LOSIZTJ,X,X,X,X,X,O,X,X,X
LOSIZJT,X,O,O,O,X,O,X,X,X
LOSJTIZ,X,O,O,X,X,X,X,X,X
LOSJTZI,X,O,X,X,X,X,X,X,X
LOSJITZ,X,O,O,X,X,X,X,X,X
LOSJIZT,X,O,O,X,X,O,X,X,X
LOSJZTI,X,X,X,X,X,O,X,X,X
LOSJZIT,X,O,O,X,X,O,X,X,X
LOSZTIJ,X,X,X,X,X,O,X,X,X
LOSZTJI,X,X,X,X,X,O,X,X,X
LOSZITJ,X,X,X,X,X,O,X,X,X
LOSZIJT,X,O,O,O,X,O,X,X,X
LOSZJTI,X,X,X,X,X,O,X,X,X
LOSZJIT,X,O,O,O,X,O,X,X,X
LOZTIJS,X,X,X,O,X,O,X,X,X
LOZTISJ,X,X,X,O,X,O,X,X,X
LOZTJIS,X,X,X,O,X,O,X,X,X
LOZTJSI,X,X,X,O,X,O,X,X,X
LOZTSIJ,X,X,X,O,X,O,X,X,X
LOZTSJI,X,X,X,O,X,O,X,X,X
LOZITJS,X,X,X,O,X,O,X,X,X
LOZITSJ,X,X,X,O,X,O,X,X,X
LOZIJTS,X,X,X,O,X,O,X,X,X
LOZIJST,X,O,X,O,X,O,X,X,X
LOZISTJ,X,X,X,X,X,O,X,X,X
LOZISJT,X,O,X,O,X,O,X,X,X
LOZJTIS,X,X,X,O,X,O,X,X,X
LOZJTSI,X,X,X,X,X,O,X,X,X
LOZJITS,X,X,X,O,X,O,X,X,X
LOZJIST,X,O,X,O,X,O,X,X,X
LOZJSTI,X,X,X,X,X,O,X,X,X
LOZJSIT,X,O,X,O,X,O,X,X,X
LOZSTIJ,X,X,X,X,X,O,X,X,X
LOZSTJI,X,X,X,X,X,O,X,X,X
LOZSITJ,X,X,X,X,X,O,X,X,X
LOZSIJT,X,O,X,O,X,O,X,X,X
LOZSJTI,X,X,X,X,X,O,X,X,X
LOZSJIT,X,O,X,O,X,O,X,X,X
JTILSZO,O,O,O,X,X,X,X,O,O
JTILSOZ,O,O,O,X,O,X,X,O,O
JTILZSO,O,O,X,O,X,X,X,O,O
JTILZOS,O,X,X,O,X,X,X,O,O
JTILOSZ,X,O,O,X,O,X,X,O,O
JTILOZS,X,O,X,O,O,X,X,O,O
JTISLZO,O,O,O,X,X,X,X,O,O
JTISLOZ,O,O,O,X,O,X,X,O,O
JTISZLO,O,O,O,X,X,X,X,X,X
JTISZOL,O,X,O,X,O,X,O,X,X
JTISOLZ,O,O,O,X,O,X,O,X,X
JTISOZL,O,X,O,X,O,X,O,X,X
JTIZLSO,O,O,X,O,X,X,X,O,O
JTIZLOS,O,X,X,O,X,X,X,O,O
JTIZSLO,O,O,O,O,X,X,X,X,X
JTIZSOL,O,X,O,X,O,X,X,X,X
JTIZOLS,O,X,X,O,O,X,X,X,X
JTIZOSL,O,X,O,X,O,X,X,X,X
JTIOLSZ,X,O,O,X,O,X,O,O,O
JTIOLZS,X,O,X,X,O,X,X,O,O
JTIOSLZ,O,O,O,X,O,X,O,X,X
JTIOSZL,O,O,O,X,O,X,O,X,X
JTIOZLS,O,O,X,X,O,X,X,X,X
JTIOZSL,O,O,O,X,O,X,X,X,X
JTLISZO,O,O,O,X,X,X,X,O,O
JTLISOZ,O,O,O,X,O,X,X,O,O
JTLIZSO,O,O,X,O,X,X,X,O,O
JTLIZOS,O,X,X,O,X,X,X,O,O
JTLIOSZ,X,O,O,X,O,X,X,O,O
JTLIOZS,X,O,X,O,O,X,X,O,O
JTLSIZO,O,O,O,X,X,X,X,O,O
JTLSIOZ,O,O,O,X,O,X,X,O,O
JTLSZIO,O,O,O,X,X,X,X,X,X
JTLSZOI,O,X,O,X,X,X,X,X,X
JTLSOIZ,O,O,O,X,O,X,X,X,X
JTLSOZI,O,X,O,X,O,X,X,X,X
JTLZISO,O,O,X,O,X,X,X,O,O
JTLZIOS,O,X,X,O,X,X,X,O,O
JTLZSIO,O,O,X,O,X,X,X,X,X
JTLZSOI,O,X,X,O,X,X,X,X,X
JTLZOIS,O,X,X,O,X,X,X,X,X
JTLZOSI,O,X,X,O,X,X,X,X,X
JTLOISZ,X,O,O,X,O,X,X,O,O
JTLOIZS,X,O,X,O,O,X,X,O,O
JTLOSIZ,X,O,O,X,O,X,X,X,X
JTLOSZI,X,O,O,X,O,X,X,X,X
JTLOZIS,X,O,X,O,O,X,X,X,X
JTLOZSI,X,O,X,O,O,X,X,X,X
JTSILZO,O,O,O,X,X,X,X,O,O
JTSILOZ,O,O,O,X,O,X,X,O,O
JTSIZLO,O,O,O,X,X,X,X,X,X
JTSIZOL,O,X,O,X,O,X,O,X,X
JTSIOLZ,O,O,O,X,O,X,O,X,X
JTSIOZL,O,X,O,X,O,X,O,X,X
JTSLIZO,O,O,O,X,X,X,X,O,O
JTSLIOZ,O,O,O,X,O,X,X,O,O
JTSLZIO,O,O,O,X,X,X,X,X,X
JTSLZOI,O,X,O,X,X,X,X,X,X
JTSLOIZ,O,O,O,X,O,X,X,X,X
JTSLOZI,O,X,O,X,O,X,X,X,X
JTSZILO,O,O,O,X,X,X,X,X,X
JTSZIOL,O,X,O,X,O,X,O,X,X
JTSZLIO,O,O,O,X,X,X,X,X,X
JTSZLOI,O,X,O,X,X,X,X,X,X
JTSZOIL,O,X,O,X,O,X,O,X,X
JTSZOLI,O,X,O,X,O,X,O,X,X
JTSOILZ,O,O,O,X,O,X,O,X,X
JTSOIZL,O,X,O,X,O,X,O,X,X
JTSOLIZ,O,O,O,X,O,X,O,X,X
JTSOLZI,O,X,O,X,O,X,O,X,X
JTSOZIL,O,X,O,X,O,X,O,X,X
JTSOZLI,O,X,O,X,O,X,O,X,X
JTZILSO,O,O,X,O,X,X,X,O,O
JTZILOS,O,X,X,O,X,X,X,O,O
JTZISLO,O,O,O,O,X,X,X,X,X
JTZISOL,O,X,O,X,O,X,X,X,X
JTZIOLS,O,X,X,O,O,X,X,X,X
JTZIOSL,O,X,O,X,O,X,X,X,X
JTZLISO,O,O,X,O,X,X,X,O,O
JTZLIOS,O,X,X,O,X,X,X,O,O
JTZLSIO,O,O,X,O,X,X,X,X,X
JTZLSOI,O,X,X,O,X,X,X,X,X
JTZLOIS,O,X,X,O,X,X,X,X,X
JTZLOSI,O,X,X,O,X,X,X,X,X
JTZSILO,O,O,O,O,X,X,X,X,X
JTZSIOL,O,X,O,X,O,X,X,X,X
JTZSLIO,O,O,O,O,X,X,X,X,X
JTZSLOI,O,X,O,O,X,X,X,X,X
JTZSOIL,O,X,O,X,O,X,X,X,X
JTZSOLI,O,X,O,X,O,X,X,X,X
JTZOILS,O,X,X,O,O,X,X,X,X
JTZOISL,O,X,O,X,O,X,X,X,X
JTZOLIS,O,X,X,O,O,X,X,X,X
JTZOLSI,O,X,X,O,O,X,X,X,X
JTZOSIL,O,X,O,X,O,X,X,X,X
JTZOSLI,O,X,O,X,O,X,X,X,X
JTOILSZ,X,O,O,X,O,X,O,O,O
JTOILZS,X,O,X,X,O,X,X,O,O
JTOISLZ,O,O,O,X,O,X,O,X,X
JTOISZL,O,O,O,X,O,X,O,X,X
JTOIZLS,O,O,X,X,O,X,X,X,X
JTOIZSL,O,O,O,X,O,X,X,X,X
JTOLISZ,X,O,O,X,O,X,O,O,O
JTOLIZS,X,O,X,X,O,X,X,O,O
JTOLSIZ,X,O,O,X,O,X,O,X,X
JTOLSZI,X,O,O,X,O,X,O,X,X
JTOLZIS,X,O,X,X,O,X,X,X,X
JTOLZSI,X,O,X,X,O,X,X,X,X
JTOSILZ,O,O,O,X,O,X,O,X,X
JTOSIZL,O,O,O,X,O,X,O,X,X
JTOSLIZ,O,O,O,X,O,X,O,X,X
JTOSLZI,O,O,O,X,O,X,O,X,X
JTOSZIL,O,O,O,X,O,X,O,X,X
JTOSZLI,O,O,O,X,O,X,O,X,X
JTOZILS,O,O,X,X,O,X,X,X,X
JTOZISL,O,O,O,X,O,X,X,X,X
JTOZLIS,O,O,X,X,O,X,X,X,X
JTOZLSI,O,O,X,X,O,X,X,X,X
JTOZSIL,O,O,O,X,O,X,X,X,X
JTOZSLI,O,O,O,X,O,X,X,X,X
JITLSZO,O,O,O,X,X,X,X,O,O
JITLSOZ,O,O,O,X,O,X,X,O,O
JITLZSO,O,O,X,O,X,X,X,O,O
JITLZOS,O,X,X,O,X,X,X,O,O
JITLOSZ,X,O,O,X,O,X,X,O,O
JITLOZS,X,O,X,O,O,X,X,O,O
JITSLZO,O,O,O,X,X,X,X,O,O
JITSLOZ,O,O,O,X,O,X,X,O,O
JITSZLO,O,O,O,X,X,X,X,X,X
JITSZOL,O,X,O,X,O,X,O,X,X
JITSOLZ,O,O,O,X,O,X,O,X,X
JITSOZL,O,X,O,X,O,X,O,X,X
JITZLSO,O,O,X,O,X,X,X,O,O
JITZLOS,O,X,X,O,X,X,X,O,O
JITZSLO,O,O,O,O,X,X,X,X,X
JITZSOL,O,X,O,X,O,X,X,X,X
JITZOLS,O,X,X,O,O,X,X,X,X
JITZOSL,O,X,O,X,O,X,X,X,X
JITOLSZ,X,O,O,X,O,X,O,O,O
JITOLZS,X,O,X,X,O,X,X,O,O
JITOSLZ,O,O,O,X,O,X,O,X,X
JITOSZL,O,O,O,X,O,X,O,X,X
JITOZLS,O,O,X,X,O,X,X,X,X
JITOZSL,O,O,O,X,O,X,X,X,X
JILTSZO,O,O,O,X,X,X,X,O,O
JILTSOZ,O,O,O,X,O,X,X,O,O
JILTZSO,O,O,X,O,X,X,X,O,O
JILTZOS,O,X,X,O,X,X,X,O,O
JILTOSZ,X,O,O,X,O,X,X,O,O
JILTOZS,X,X,X,O,O,X,X,O,O
JILSTZO,O,O,X,X,X,X,X,O,O
JILSTOZ,X,O,O,X,O,X,X,O,O
JILSZTO,O,O,X,X,X,X,X,O,O
JILSZOT,O,O,O,X,X,X,X,X,X
JILSOTZ,X,X,O,X,X,X,X,O,X
JILSOZT,O,O,O,X,X,X,X,X,X
JILZTSO,O,X,X,X,X,X,X,O,O
JILZTOS,O,X,X,O,X,X,X,O,O
JILZSTO,O,O,X,X,X,X,X,O,O
JILZSOT,O,O,X,O,X,X,X,X,X
JILZOTS,O,X,X,O,X,X,X,X,O
JILZOST,O,X,X,O,X,X,X,X,X
JILOTSZ,X,O,O,X,X,X,X,O,O
JILOTZS,X,X,X,O,X,X,X,O,O
JILOSTZ,X,O,O,X,X,X,X,O,X
JILOSZT,X,O,O,X,X,X,X,X,X
JILOZTS,X,X,X,O,X,X,X,X,O
JILOZST,X,O,X,O,X,X,X,X,X
JISTLZO,O,O,O,X,X,X,X,X,X
JISTLOZ,O,O,O,X,O,X,X,X,X
JISTZLO,O,O,O,X,X,X,X,X,X
JISTZOL,O,X,O,X,O,X,O,X,X
JISTOLZ,O,O,O,X,O,X,O,X,X
JISTOZL,O,X,O,X,O,X,O,X,X
JISLTZO,O,O,X,X,X,X,X,O,O
JISLTOZ,X,O,O,X,O,X,X,O,O
JISLZTO,O,O,X,X,X,X,X,O,O
JISLZOT,O,O,O,X,X,X,X,X,X
JISLOTZ,X,X,O,X,X,X,X,O,X
JISLOZT,O,O,O,X,X,X,X,X,X
JISZTLO,O,O,X,X,X,X,X,X,X
JISZTOL,O,X,X,X,O,X,O,X,X
JISZLTO,O,O,X,X,X,X,X,X,X
JISZLOT,O,O,O,X,X,X,X,X,X
JISZOTL,O,X,X,X,X,X,X,X,X
JISZOLT,O,X,O,X,X,X,X,X,X
JISOTLZ,X,O,O,X,O,X,X,X,X
JISOTZL,X,X,O,X,O,X,X,X,X
JISOLTZ,X,X,O,X,X,X,X,X,X
JISOLZT,O,O,O,X,X,X,X,X,X
JISOZTL,O,X,X,X,X,X,X,X,X
JISOZLT,O,X,O,X,X,X,X,X,X
JIZTLSO,O,O,X,X,X,X,X,X,X
JIZTLOS,O,X,X,O,X,X,X,X,X
JIZTSLO,O,O,O,X,X,X,X,X,X
JIZTSOL,O,X,O,X,O,X,X,X,X
JIZTOLS,O,X,X,X,O,O,X,X,X
JIZTOSL,O,X,O,X,O,O,X,X,X
JIZLTSO,O,X,X,X,X,X,X,O,O
JIZLTOS,O,X,X,O,X,X,X,O,O
JIZLSTO,O,O,X,X,X,X,X,O,O
JIZLSOT,O,O,X,O,X,X,X,X,X
JIZLOTS,O,X,X,O,X,X,X,X,O
JIZLOST,O,X,X,O,X,X,X,X,X
JIZSTLO,O,O,X,X,X,X,X,X,X
JIZSTOL,O,X,X,X,O,X,X,X,X
JIZSLTO,O,O,X,X,X,X,X,X,X
JIZSLOT,O,O,O,O,X,X,X,X,X
JIZSOTL,O,X,X,X,X,X,X,X,X
JIZSOLT,O,X,O,X,X,X,X,X,X
JIZOTLS,O,X,X,X,X,O,X,X,X
JIZOTSL,O,X,O,X,X,O,X,X,X
JIZOLTS,O,X,X,O,X,O,X,X,X
JIZOLST,O,X,X,O,X,O,X,X,X
JIZOSTL,O,X,X,X,X,O,X,X,X
JIZOSLT,O,X,O,X,X,O,X,X,X
JIOTLSZ,X,O,O,X,O,X,X,X,X
JIOTLZS,X,O,X,X,O,X,X,X,X
JIOTSLZ,O,O,O,X,O,X,X,X,X
JIOTSZL,O,O,O,X,O,O,X,X,X
JIOTZLS,O,O,X,X,O,O,X,X,X
JIOTZSL,O,O,O,X,O,O,X,X,X
JIOLTSZ,X,O,O,X,X,X,X,O,O
JIOLTZS,X,O,X,X,X,X,X,O,O
JIOLSTZ,X,O,O,X,X,X,X,O,X
JIOLSZT,X,O,O,X,X,O,X,X,X
JIOLZTS,X,X,X,X,X,O,X,X,O
JIOLZST,X,O,X,X,X,O,X,X,X
JIOSTLZ,X,O,O,X,O,X,X,X,X
JIOSTZL,X,O,O,X,O,O,X,X,X
JIOSLTZ,X,O,O,X,X,X,X,X,X
JIOSLZT,O,O,O,X,X,O,X,X,X
JIOSZTL,O,O,X,X,X,O,X,X,X
JIOSZLT,O,O,O,X,X,O,X,X,X
JIOZTLS,O,O,X,X,X,O,X,X,X
JIOZTSL,O,O,O,X,X,O,X,X,X
JIOZLTS,O,X,X,X,X,O,X,X,X
JIOZLST,O,O,X,X,X,O,X,X,X
JIOZSTL,O,O,X,X,X,O,X,X,X
JIOZSLT,O,O,O,X,X,O,X,X,X
JLTISZO,O,O,O,X,X,X,X,O,O
JLTISOZ,O,O,O,X,O,X,X,O,O
JLTIZSO,O,O,X,O,X,X,X,O,O
JLTIZOS,O,X,X,O,X,X,X,O,O
JLTIOSZ,X,O,O,X,O,X,X,O,O
JLTIOZS,X,X,X,O,O,X,X,O,O
JLTSIZO,O,O,O,X,X,X,X,O,O
JLTSIOZ,O,O,O,X,O,X,X,O,O
JLTSZIO,O,O,O,X,X,X,X,X,X
JLTSZOI,O,X,O,X,X,X,X,X,X
JLTSOIZ,O,O,O,X,O,X,X,X,X
JLTSOZI,O,X,O,X,O,X,X,X,X
JLTZISO,O,O,X,O,X,X,X,O,O
JLTZIOS,O,X,X,O,X,X,X,O,O
JLTZSIO,O,O,X,O,X,X,X,X,X
JLTZSOI,O,X,X,O,X,X,X,X,X
JLTZOIS,O,X,X,O,X,X,X,X,X
JLTZOSI,O,X,X,O,X,X,X,X,X
JLTOISZ,X,O,O,X,O,X,X,O,O
JLTOIZS,X,X,X,O,O,X,X,O,O
JLTOSIZ,X,O,O,X,O,X,X,X,X
JLTOSZI,X,X,O,X,O,X,X,X,X
JLTOZIS,X,X,X,O,O,X,X,X,X
JLTOZSI,X,X,X,O,O,X,X,X,X
JLITSZO,O,O,O,X,X,X,X,O,O
JLITSOZ,O,O,O,X,O,X,X,O,O
JLITZSO,O,O,X,O,X,X,X,O,O
JLITZOS,O,X,X,O,X,X,X,O,O
JLITOSZ,X,O,O,X,O,X,X,O,O
JLITOZS,X,X,X,O,O,X,X,O,O
JLISTZO,O,O,X,X,X,X,X,O,O
JLISTOZ,X,O,O,X,O,X,X,O,O
JLISZTO,O,O,X,X,X,X,X,O,O
JLISZOT,O,O,O,X,X,X,X,X,X
JLISOTZ,X,X,O,X,X,X,X,O,X
JLISOZT,O,O,O,X,X,X,X,X,X
JLIZTSO,O,X,X,X,X,X,X,O,O
JLIZTOS,O,X,X,O,X,X,X,O,O
JLIZSTO,O,O,X,X,X,X,X,O,O
JLIZSOT,O,O,X,O,X,X,X,X,X
JLIZOTS,O,X,X,O,X,X,X,X,O
JLIZOST,O,X,X,O,X,X,X,X,X
JLIOTSZ,X,O,O,X,X,X,X,O,O
JLIOTZS,X,X,X,O,X,X,X,O,O
JLIOSTZ,X,O,O,X,X,X,X,O,X
JLIOSZT,X,O,O,X,X,X,X,X,X
JLIOZTS,X,X,X,O,X,X,X,X,O
JLIOZST,X,O,X,O,X,X,X,X,X
JLSTIZO,O,O,X,X,X,X,X,X,X
JLSTIOZ,X,O,O,X,O,X,X,X,X
JLSTZIO,O,O,X,X,X,X,X,X,X
JLSTZOI,O,X,X,X,X,X,X,X,X
JLSTOIZ,X,O,O,X,O,X,X,X,X
JLSTOZI,X,X,X,X,O,X,X,X,X
JLSITZO,O,O,X,X,X,X,X,O,O
JLSITOZ,X,O,O,X,O,X,X,O,O
JLSIZTO,O,O,X,X,X,X,X,O,O
JLSIZOT,O,O,O,X,X,X,X,X,X
JLSIOTZ,X,X,O,X,X,X,X,O,X
JLSIOZT,O,O,O,X,X,X,X,X,X
JLSZTIO,O,X,X,X,X,X,X,X,X
JLSZTOI,O,X,X,X,X,X,X,X,X
JLSZITO,O,O,X,X,X,X,X,X,X
JLSZIOT,O,O,O,X,X,X,X,X,X
JLSZOTI,O,X,X,X,X,X,X,X,X
JLSZOIT,O,X,O,X,X,X,X,X,X
JLSOTIZ,X,X,O,X,X,X,X,X,X
JLSOTZI,X,X,X,X,X,X,X,X,X
JLSOITZ,X,X,O,X,X,X,X,X,X
JLSOIZT,O,O,O,X,X,X,X,X,X
JLSOZTI,O,X,X,X,X,X,X,X,X
JLSOZIT,O,X,O,X,X,X,X,X,X
JLZTISO,O,X,X,X,X,X,X,X,X
JLZTIOS,O,X,X,O,X,X,X,X,X
JLZTSIO,O,X,X,X,X,X,X,X,X
JLZTSOI,O,X,X,X,X,X,X,X,X
JLZTOIS,O,X,X,O,X,X,X,X,X
JLZTOSI,O,X,X,X,X,X,X,X,X
JLZITSO,O,X,X,X,X,X,X,O,O
JLZITOS,O,X,X,O,X,X,X,O,O
JLZISTO,O,O,X,X,X,X,X,O,O
JLZISOT,O,O,X,O,X,X,X,X,X
JLZIOTS,O,X,X,O,X,X,X,X,O
JLZIOST,O,X,X,O,X,X,X,X,X
JLZSTIO,O,X,X,X,X,X,X,X,X
JLZSTOI,O,X,X,X,X,X,X,X,X
JLZSITO,O,O,X,X,X,X,X,X,X
JLZSIOT,O,O,X,O,X,X,X,X,X
JLZSOTI,O,X,X,X,X,X,X,X,X
JLZSOIT,O,X,X,O,X,X,X,X,X
JLZOTIS,O,X,X,O,X,X,X,X,X
JLZOTSI,O,X,X,X,X,X,X,X,X
JLZOITS,O,X,X,O,X,X,X,X,X
JLZOIST,O,X,X,O,X,X,X,X,X
JLZOSTI,O,X,X,X,X,X,X,X,X
JLZOSIT,O,X,X,O,X,X,X,X,X
JLOTISZ,X,O,O,X,X,X,X,X,X
JLOTIZS,X,X,X,O,X,X,X,X,X
JLOTSIZ,X,O,O,X,X,X,X,X,X
JLOTSZI,X,X,O,X,X,X,X,X,X
JLOTZIS,X,X,X,O,X,X,X,X,X
JLOTZSI,X,X,X,O,X,X,X,X,X
JLOITSZ,X,O,O,X,X,X,X,O,O
JLOITZS,X,X,X,O,X,X,X,O,O
JLOISTZ,X,O,O,X,X,X,X,O,X
JLOISZT,X,O,O,X,X,X,X,X,X
JLOIZTS,X,X,X,O,X,X,X,X,O
JLOIZST,X,O,X,O,X,X,X,X,X
JLOSTIZ,X,O,O,X,X,X,X,X,X
JLOSTZI,X,X,X,X,X,X,X,X,X
JLOSITZ,X,O,O,X,X,X,X,X,X
JLOSIZT,X,O,O,X,X,X,X,X,X
JLOSZTI,X,X,X,X,X,X,X,X,X
JLOSZIT,X,O,O,X,X,X,X,X,X
JLOZTIS,X,X,X,O,X,X,X,X,X
JLOZTSI,X,X,X,X,X,X,X,X,X
JLOZITS,X,X,X,O,X,X,X,X,X
JLOZIST,X,O,X,O,X,X,X,X,X
JLOZSTI,X,X,X,X,X,X,X,X,X
JLOZSIT,X,O,X,O,X,X,X,X,X
JSTILZO,O,O,O,X,X,X,X,X,X
JSTILOZ,O,O,O,X,O,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X,X,X
JSTIZOL,O,X,O,X,O,X,O,X,X
JSTIOLZ,O,O,O,X,O,X,O,X,X
JSTIOZL,O,X,O,X,O,X,O,X,X
JSTLIZO,O,O,O,X,X,X,X,X,X
JSTLIOZ,O,O,O,X,O,X,X,X,X
JSTLZIO,O,O,O,X,X,X,X,X,X
JSTLZOI,O,X,O,X,X,X,X,X,X
JSTLOIZ,O,O,O,X,O,X,X,X,X
JSTLOZI,O,X,O,X,O,X,X,X,X
